Orthogroup	DHYD.longest_only	DANA.longest_only
OG0001829	LOC111595434|XP_023164926.1|DHYD	LOC6495495|XP_001958971.1|DANA
OG0001830	LOC111599663|XP_023171134.2|DHYD	LOC6494169|XP_001960833.1|DANA
OG0001831	LOC111593520|XP_023162076.1|DHYD	LOC6507210|XP_001956470.2|DANA
OG0001832	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD	LOC6503081|XP_001963397.1|DANA
OG0001833	LOC111596673|XP_023166745.2|DHYD, LOC111600091|XP_023171798.2|DHYD	LOC6495723|XP_014763467.2|DANA
OG0001834	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD	LOC6499691|XP_001954133.1|DANA
OG0001837	LOC111598696|XP_023169830.2|DHYD	LOC6502788|XP_014764612.1|DANA, LOC6506704|XP_001957391.1|DANA
OG0001838	LOC111597660|XP_030081021.1|DHYD	LOC6494053|XP_032306128.1|DANA
OG0001839	LOC111600776|XP_023172824.1|DHYD	LOC6495604|XP_001959188.1|DANA
OG0001840	LOC111603537|XP_023176941.1|DHYD	LOC6497606|XP_001961725.1|DANA, LOC6497605|XP_001961726.1|DANA
OG0001841	LOC111597511|XP_023168048.2|DHYD	LOC6507052|XP_001956745.2|DANA, LOC6507051|XP_001956746.1|DANA
OG0001842	LOC111597786|XP_023168428.1|DHYD	LOC6507492|XP_001955896.1|DANA
OG0001843	LOC111605098|XP_023179208.2|DHYD	LOC6493620|XP_001958117.1|DANA
OG0001844	LOC115483473|XP_030081443.1|DHYD	LOC6507803|XP_001956378.1|DANA
OG0001845	LOC111592770|XP_023160944.1|DHYD	LOC6496145|XP_001960331.1|DANA
OG0001846	LOC111601486|XP_023173842.2|DHYD	LOC26514342|XP_014767273.1|DANA, LOC6500919|XP_014766796.2|DANA
OG0001848	LOC111598636|XP_023169748.2|DHYD	LOC26514684|XP_032309153.1|DANA
OG0001849	LOC111598355|XP_023169334.1|DHYD	LOC6499812|XP_001953861.2|DANA
OG0001850	LOC111594139|XP_023163074.2|DHYD	LOC6502768|XP_001966880.2|DANA
OG0001851	LOC111600230|XP_030079833.1|DHYD	LOC6501786|XP_032311739.1|DANA
OG0001853	LOC111596097|XP_023165930.2|DHYD	LOC6499238|XP_032307961.1|DANA
OG0001854	LOC111604042|XP_023177665.2|DHYD	LOC6503919|XP_001963842.1|DANA
OG0001855	LOC111594945|XP_023164210.1|DHYD	LOC6494271|XP_001960622.1|DANA
OG0001856	LOC111603129|XP_023176371.1|DHYD	LOC6501884|XP_001966736.1|DANA
OG0001857	LOC111593031|XP_023161365.2|DHYD	LOC6501972|XP_001966793.1|DANA
OG0001858	LOC111603213|XP_030079318.1|DHYD	LOC6505063|XP_001965531.1|DANA
OG0001859	LOC111603384|XP_023176711.1|DHYD	LOC6503623|XP_001964043.1|DANA
OG0001860	LOC111599785|XP_023171327.2|DHYD	LOC6507843|XP_014765488.1|DANA
OG0001861	LOC111600624|XP_023172594.1|DHYD	LOC6501337|XP_001955018.1|DANA
OG0001862	LOC111604236|XP_023177981.2|DHYD	LOC6504383|XP_001967076.1|DANA
OG0001863	LOC111598257|XP_023169200.1|DHYD	LOC6505009|XP_001965638.1|DANA
OG0001864	LOC111602017|XP_023174682.2|DHYD	LOC6499683|XP_014766186.1|DANA
OG0001865	LOC111598300|XP_023169255.1|DHYD	LOC6504425|XP_032308114.1|DANA
OG0001866	LOC111594523|XP_023163621.2|DHYD	LOC6500365|XP_032305411.1|DANA
OG0001867	LOC111601092|XP_023173286.2|DHYD	LOC6493408|XP_032310305.1|DANA
OG0001868	LOC111602214|XP_023174959.2|DHYD	LOC6497143|XP_001962671.2|DANA
OG0001869	LOC111599767|XP_023171295.2|DHYD	LOC6500775|XP_014766708.1|DANA
OG0001870	LOC111597332|XP_030078957.1|DHYD	LOC6504747|XP_001966286.1|DANA
OG0001871	LOC111605448|XP_023179736.2|DHYD	LOC6504733|XP_001966303.1|DANA
OG0001872	LOC111592477|XP_023160461.2|DHYD	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA
OG0001873	LOC111595801|XP_023165462.2|DHYD	LOC6500472|XP_001953287.1|DANA
OG0001874	LOC111598573|XP_023169642.2|DHYD	LOC6499218|XP_001955081.1|DANA
OG0001875	LOC111601977|XP_023174627.2|DHYD	LOC6505950|XP_014760855.2|DANA
OG0001876	LOC111593726|XP_023162476.2|DHYD, LOC115483462|XP_030081404.1|DHYD	LOC6498705|XP_014759404.1|DANA
OG0001877	LOC111605310|XP_023179537.1|DHYD	LOC6505108|XP_001965443.1|DANA
OG0001878	LOC111605477|XP_023179778.1|DHYD	LOC6500383|XP_001953096.1|DANA
OG0001879	LOC111598585|XP_023169663.2|DHYD	LOC6500665|XP_001953681.2|DANA
OG0001880	LOC111601503|XP_023173865.1|DHYD	LOC6501367|XP_001955087.1|DANA
OG0001881	LOC111602653|XP_023175594.1|DHYD	LOC6499211|XP_032305788.1|DANA
OG0001882	LOC111597768|XP_030080617.1|DHYD	LOC6505921|XP_001964622.3|DANA
OG0001883	LOC111599610|XP_023171065.2|DHYD	LOC6500812|XP_014766742.1|DANA
OG0001884	LOC111600786|XP_023172844.2|DHYD	LOC6499801|XP_001953882.1|DANA
OG0001885	LOC111602475|XP_023175305.1|DHYD, LOC111601163|XP_023173409.1|DHYD	LOC6506138|XP_001965120.1|DANA
OG0001886	LOC111595707|XP_023165320.2|DHYD	LOC6500550|XP_001953437.1|DANA
OG0001887	LOC111592118|XP_023159917.1|DHYD	LOC6496231|XP_001960503.1|DANA
OG0001888	LOC111604798|XP_023178783.1|DHYD	LOC6498863|XP_001955782.1|DANA
OG0001889	LOC111593042|XP_023161377.2|DHYD	LOC6501952|XP_001966754.1|DANA
OG0001890	LOC111591873|XP_023159524.2|DHYD	LOC6506770|XP_001957272.1|DANA
OG0001891	LOC111595977|XP_030080699.1|DHYD	LOC6505856|XP_014760817.1|DANA
OG0001892	LOC111592630|XP_030079102.1|DHYD	LOC6503268|XP_001965846.1|DANA
OG0001893	LOC111597811|XP_023168468.2|DHYD	LOC6499075|XP_001955359.1|DANA
OG0001894	LOC111599909|XP_023171502.1|DHYD	LOC6494099|XP_001960978.1|DANA
OG0001895	LOC111594135|XP_023163066.2|DHYD	LOC6505328|XP_032308019.1|DANA
OG0001896	LOC111596643|XP_023166706.1|DHYD	LOC26514303|XP_032311468.1|DANA
OG0001897	LOC111603570|XP_023176984.1|DHYD	LOC6500913|XP_014766791.1|DANA
OG0001898	LOC111596764|XP_023166881.2|DHYD	LOC6504920|XP_001966593.2|DANA
OG0001899	LOC111604224|XP_023177962.1|DHYD	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA
OG0001900	LOC111605088|XP_023179193.2|DHYD	LOC6493590|XP_001958054.1|DANA
OG0001901	LOC111596980|XP_023167232.2|DHYD	LOC6498253|XP_032307463.1|DANA
OG0001903	LOC111595719|XP_023165338.1|DHYD	LOC6500984|XP_001954301.1|DANA
OG0001904	LOC111603264|XP_023176544.2|DHYD	LOC6498935|XP_001955648.1|DANA
OG0001906	LOC111603514|XP_023176898.1|DHYD	LOC6500778|XP_032305654.1|DANA
OG0001907	LOC111598868|XP_023170084.2|DHYD	LOC6501798|XP_001967178.1|DANA
OG0001908	LOC111593235|XP_023161656.2|DHYD	LOC6499096|XP_001955310.2|DANA
OG0001909	LOC111603120|XP_023176362.1|DHYD	LOC6501891|XP_001966721.1|DANA
OG0001910	LOC111594619|XP_023163777.1|DHYD	LOC6500636|XP_032307457.1|DANA
OG0001911	LOC111598651|XP_023169766.2|DHYD	LOC6499845|XP_032306349.1|DANA
OG0001912	LOC111602587|XP_023175512.2|DHYD	LOC6495473|XP_001958923.1|DANA
OG0001913	LOC111602240|XP_023175001.2|DHYD	LOC6496903|XP_001963176.1|DANA
OG0001914	LOC111597178|XP_030080836.1|DHYD	LOC6498915|XP_032312153.1|DANA
OG0001915	LOC111598669|XP_023169790.1|DHYD	LOC6507485|XP_001955908.1|DANA
OG0001916	LOC111592402|XP_023160345.2|DHYD	LOC6493993|XP_032306130.1|DANA
OG0001918	LOC111598689|XP_023169822.2|DHYD	LOC6507368|XP_001956154.2|DANA
OG0001919	LOC111600674|XP_023172692.1|DHYD	LOC6494006|XP_001961158.1|DANA
OG0001920	LOC111601461|XP_023173809.2|DHYD	LOC6507678|XP_001956130.1|DANA
OG0001921	LOC111599696|XP_023171184.1|DHYD	LOC6494046|XP_001961086.1|DANA
OG0001922	LOC111600878|XP_023172979.1|DHYD, LOC115482828|XP_030078921.1|DHYD	LOC6496391|XP_001960808.1|DANA
OG0001923	LOC111601116|XP_023173332.2|DHYD	LOC6507630|XP_032309709.1|DANA
OG0001924	LOC111594685|XP_023163872.2|DHYD	LOC6498492|XP_001965883.2|DANA
OG0001925	LOC111601657|XP_023174109.2|DHYD	LOC6493343|XP_001957559.1|DANA
OG0001926	LOC111601565|XP_023173979.1|DHYD, LOC111601589|XP_030081179.1|DHYD	LOC6507025|XP_032310099.1|DANA
OG0001927	LOC111593553|XP_023162176.1|DHYD	LOC6494920|XP_001959420.1|DANA
OG0001928	LOC111599775|XP_023171305.1|DHYD, LOC115483479|XP_030081493.1|DHYD	LOC6493468|XP_014764399.1|DANA
OG0001929	LOC115483178|XP_030080196.1|DHYD, LOC111599851|XP_030081077.1|DHYD	LOC6493466|XP_032310108.1|DANA
OG0001930	LOC111603156|XP_023176405.2|DHYD	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA
OG0001931	LOC111604781|XP_023178760.2|DHYD	LOC26513994|XP_014765559.2|DANA
OG0001932	LOC111604760|XP_023178719.2|DHYD	LOC6493421|XP_032310163.1|DANA
OG0001933	LOC111600565|XP_023172517.1|DHYD	LOC6495977|XP_001959961.1|DANA
OG0001934	LOC111597456|XP_023167973.2|DHYD	LOC6506470|XP_001957811.3|DANA
OG0001935	LOC111600468|XP_023172342.2|DHYD	LOC6506798|XP_001957220.1|DANA
OG0001937	LOC111600913|XP_023173044.2|DHYD	LOC6495470|XP_032306133.1|DANA
OG0001938	LOC111605265|XP_023179471.1|DHYD	LOC6495268|XP_001958733.1|DANA
OG0001939	LOC111602116|XP_030079716.1|DHYD	LOC6495581|XP_001959138.1|DANA
OG0001940	LOC111595322|XP_023164748.2|DHYD	LOC6494558|XP_032306917.1|DANA
OG0001941	LOC111601412|XP_023173742.2|DHYD	LOC6507676|XP_014765402.1|DANA
OG0001942	LOC111599892|XP_030079707.1|DHYD	LOC6494626|XP_032306812.1|DANA
OG0001943	LOC111604668|XP_023178598.2|DHYD	LOC6493184|XP_001957217.1|DANA
OG0001944	LOC115482992|XP_030079486.1|DHYD, LOC111596898|XP_023167116.1|DHYD	LOC6507488|XP_001955902.1|DANA
OG0001945	LOC111599899|XP_023171490.2|DHYD	LOC6494097|XP_032306517.1|DANA
OG0001946	LOC111593722|XP_023162461.1|DHYD, LOC115483444|XP_030081281.1|DHYD	LOC6496025|XP_001960070.1|DANA
OG0001947	LOC111605355|XP_023179600.2|DHYD	LOC6494536|XP_001960151.1|DANA
OG0001948	LOC111599797|XP_023171343.1|DHYD	LOC6505095|XP_001965475.2|DANA
OG0001949	LOC111594359|XP_023163387.2|DHYD	LOC6506936|XP_001956954.2|DANA
OG0001950	LOC115483351|XP_030080775.1|DHYD, LOC111603662|XP_023177113.1|DHYD	LOC6500042|XP_032305691.1|DANA
OG0001951	LOC111604175|XP_023177900.2|DHYD	LOC6494193|XP_032307115.1|DANA
OG0001952	LOC111600004|XP_023171673.1|DHYD	LOC6496760|XP_001965809.2|DANA
OG0001953	LOC111605273|XP_023179484.2|DHYD	LOC6495171|XP_001958914.1|DANA
OG0001954	LOC111592234|XP_023160089.2|DHYD	LOC6494995|XP_001959255.1|DANA
OG0001955	LOC111599252|XP_023170623.1|DHYD	LOC6496603|XP_001961234.1|DANA
OG0001956	LOC111603058|XP_023176285.2|DHYD	LOC6506444|XP_001957869.3|DANA
OG0001957	LOC111593734|XP_023162488.1|DHYD, LOC115483447|XP_030081291.1|DHYD	LOC6495655|XP_001959316.1|DANA
OG0001958	LOC111602362|XP_023175141.2|DHYD	LOC6495789|XP_032306308.1|DANA
OG0001959	LOC111605668|XP_023180100.2|DHYD	LOC6506779|XP_001957258.1|DANA
OG0001960	LOC111592452|XP_023160406.1|DHYD	LOC6507399|XP_001956088.1|DANA
OG0001961	LOC111593820|XP_030080900.1|DHYD	LOC6496185|XP_001960400.2|DANA
OG0001962	LOC111599908|XP_023171500.1|DHYD	LOC6496475|XP_032306524.1|DANA
OG0001963	LOC111605658|XP_023180089.1|DHYD	LOC6506568|XP_001957628.1|DANA
OG0001964	LOC111602894|XP_023175998.2|DHYD	LOC6493507|XP_001957892.1|DANA
OG0001965	LOC111592318|XP_023160201.1|DHYD	LOC6506177|XP_001958400.1|DANA
OG0001966	LOC111601534|XP_023173934.2|DHYD	LOC6499206|XP_001955113.3|DANA
OG0001967	LOC111604090|XP_023177753.1|DHYD	LOC6495648|XP_001959296.1|DANA
OG0001968	LOC111592971|XP_023161232.1|DHYD	LOC6506459|XP_001957836.1|DANA
OG0001969	LOC111595614|XP_023165187.2|DHYD	LOC6496507|XP_001961042.1|DANA
OG0001970	LOC111604156|XP_023177853.1|DHYD	LOC6496376|XP_001960788.1|DANA
OG0001971	LOC111594852|XP_023164099.1|DHYD	LOC6494607|XP_001960020.1|DANA
OG0001972	LOC111600003|XP_023171672.1|DHYD	LOC6502662|XP_001953810.1|DANA
OG0001973	LOC111603810|XP_030081312.1|DHYD	LOC6495901|XP_001959820.2|DANA
OG0001974	LOC111593904|XP_023162742.1|DHYD	LOC6495929|XP_032306339.1|DANA
OG0001975	LOC111596617|XP_023166672.2|DHYD	LOC6507536|XP_001955877.1|DANA
OG0001976	LOC111602203|XP_023174941.1|DHYD	LOC6495148|XP_001958958.1|DANA
OG0001977	LOC111605039|XP_023179142.2|DHYD	LOC6498248|XP_001962393.1|DANA
OG0001978	LOC111594197|XP_023163162.2|DHYD	LOC6497629|XP_001961675.1|DANA
OG0001979	LOC111592919|XP_023161140.1|DHYD	LOC6505489|XP_032311142.1|DANA
OG0001980	LOC111595991|XP_023165751.1|DHYD	LOC6497864|XP_001961593.1|DANA
OG0001981	LOC111603970|XP_023177578.1|DHYD	LOC6498322|XP_014762072.1|DANA
OG0001982	LOC111592064|XP_023159834.1|DHYD	LOC26515266|XP_014760161.1|DANA
OG0001983	LOC111594390|XP_023163424.2|DHYD	LOC6502733|XP_032309795.1|DANA
OG0001984	LOC111596359|XP_023166324.2|DHYD	LOC6498213|XP_001962313.1|DANA
OG0001985	LOC111598800|XP_030079127.1|DHYD, LOC115482938|XP_030079168.1|DHYD	LOC6505437|XP_001964904.1|DANA
OG0001986	LOC111596267|XP_030080563.1|DHYD	LOC6497308|XP_001962350.1|DANA
OG0001987	LOC111592987|XP_023161252.2|DHYD	LOC6503656|XP_032308432.1|DANA
OG0001988	LOC111600571|XP_023172524.2|DHYD, LOC115482818|XP_030078841.1|DHYD	LOC6494646|XP_001959942.1|DANA
OG0001989	LOC111599122|XP_023170452.1|DHYD	LOC6497848|XP_001961563.1|DANA
OG0001990	LOC111592632|XP_023160739.2|DHYD	LOC6498599|XP_032311203.1|DANA
OG0001991	LOC111594765|XP_023163981.2|DHYD	LOC26514679|XP_032309416.1|DANA
OG0001992	LOC111599306|XP_023170684.2|DHYD	LOC6497017|XP_032311119.1|DANA
OG0001993	LOC111596273|XP_023166180.1|DHYD	LOC6498511|XP_001962973.1|DANA
OG0001994	LOC115483784|XP_030081898.1|DHYD, LOC115483330|XP_030080623.1|DHYD	LOC6501109|XP_014766894.1|DANA
OG0001995	LOC111594779|XP_023164000.2|DHYD	LOC6498436|XP_001962816.1|DANA
OG0001996	LOC111599044|XP_023170328.2|DHYD	LOC6497215|XP_032307580.1|DANA
OG0001997	LOC111593802|XP_023162596.1|DHYD	LOC6494437|XP_001960315.1|DANA
OG0001998	LOC111593786|XP_023162572.2|DHYD	LOC6497309|XP_001962348.1|DANA
OG0001999	LOC111592089|XP_023159884.2|DHYD	LOC6494992|XP_032307087.1|DANA
OG0002000	LOC111595775|XP_023165424.1|DHYD	LOC6497459|XP_001962032.2|DANA
OG0002001	LOC111594205|XP_023163171.1|DHYD	LOC6497897|XP_001961669.3|DANA
OG0002002	LOC111593565|XP_023162195.1|DHYD, LOC111603829|XP_023177359.2|DHYD	LOC6495712|XP_001959418.1|DANA
OG0002003	LOC111600390|XP_023172234.2|DHYD	LOC6498361|XP_001962622.1|DANA
OG0002004	LOC111594942|XP_023164203.2|DHYD	LOC6497911|XP_014761883.1|DANA
OG0002005	LOC111594089|XP_023163004.1|DHYD	LOC6497758|XP_032307328.1|DANA
OG0002006	LOC111601767|XP_023174280.2|DHYD	LOC6498667|XP_014762234.1|DANA
OG0002007	LOC111598949|XP_023170198.2|DHYD	LOC6498034|XP_001961940.2|DANA
OG0002008	LOC111598134|XP_030081729.1|DHYD	LOC6501774|XP_032308049.1|DANA
OG0002009	LOC111593752|XP_030081270.1|DHYD	LOC6496388|XP_001960803.1|DANA
OG0002010	LOC111600383|XP_023172228.1|DHYD	LOC6497174|XP_001962624.1|DANA
OG0002011	LOC111600376|XP_023172221.2|DHYD	LOC6498262|XP_001962421.1|DANA
OG0002012	LOC111596981|XP_023167233.1|DHYD	LOC6497209|XP_001962553.2|DANA
OG0002013	LOC111600226|XP_023172031.1|DHYD	LOC6498025|XP_014761934.1|DANA
OG0002014	LOC111600065|XP_023171763.2|DHYD	LOC6495826|XP_001959665.1|DANA
OG0002015	LOC111594568|XP_023163692.1|DHYD	LOC6498135|XP_001962151.1|DANA
OG0002016	LOC111597654|XP_023168241.2|DHYD	LOC6495076|XP_001959120.2|DANA
OG0002017	LOC111601524|XP_023173914.2|DHYD	LOC6496893|XP_001963196.1|DANA
OG0002018	LOC111596282|XP_023166200.2|DHYD	LOC6496993|XP_001962972.1|DANA
OG0002019	LOC111599142|XP_023170473.2|DHYD	LOC6498481|XP_032311103.1|DANA
OG0002020	LOC111594712|XP_023163906.2|DHYD	LOC6497063|XP_001962823.1|DANA, LOC6503474|XP_001964313.1|DANA
OG0002021	LOC111604131|XP_023177815.2|DHYD	LOC6495647|XP_001959295.1|DANA
OG0002022	LOC111602287|XP_023175059.1|DHYD	LOC6503752|XP_014760394.1|DANA
OG0002023	LOC111594552|XP_023163673.2|DHYD	LOC26515156|XP_032305400.1|DANA, LOC6507958|XP_001954064.1|DANA
OG0002024	LOC111594731|XP_023163931.1|DHYD	LOC6498568|XP_001963084.1|DANA
OG0002025	LOC111592583|XP_023160661.2|DHYD	LOC6497935|XP_001961749.2|DANA
OG0002026	LOC111600974|XP_023173125.2|DHYD	LOC6506135|XP_001958481.1|DANA
OG0002027	LOC111600541|XP_023172449.2|DHYD	LOC6495860|XP_001959724.2|DANA
OG0002028	LOC111592150|XP_023159965.2|DHYD	LOC6495360|XP_014763275.1|DANA
OG0002029	LOC111593099|XP_023161465.2|DHYD	LOC6493321|XP_001957522.1|DANA
OG0002030	LOC111604154|XP_023177846.2|DHYD	LOC6494102|XP_001960972.1|DANA
OG0002031	LOC111592229|XP_023160080.2|DHYD	LOC6494016|XP_014762540.1|DANA
OG0002032	LOC111600295|XP_023172118.2|DHYD	LOC6505713|XP_001964407.1|DANA
OG0002033	LOC111592048|XP_023159817.2|DHYD	LOC6502919|XP_032311836.1|DANA
OG0002034	LOC111597507|XP_030079689.1|DHYD	LOC6504843|XP_001966435.2|DANA
OG0002035	LOC111604806|XP_023178792.1|DHYD, LOC111596545|XP_023166585.2|DHYD	LOC6499127|XP_001955248.2|DANA
OG0002036	LOC111596799|XP_030080729.1|DHYD	LOC6500631|XP_032305348.1|DANA
OG0002037	LOC111597428|XP_023167894.1|DHYD	LOC6502820|XP_001956140.1|DANA
OG0002038	LOC111601472|XP_023173825.2|DHYD	LOC6500121|XP_001953181.1|DANA
OG0002039	LOC111600839|XP_023172912.1|DHYD	LOC6505746|XP_001964344.1|DANA
OG0002040	LOC111598609|XP_023169711.2|DHYD	LOC26514305|XP_032305719.1|DANA
OG0002041	LOC111596998|XP_030081958.1|DHYD	LOC6495224|XP_014763193.1|DANA
OG0002042	LOC111603393|XP_023176725.2|DHYD	LOC6500096|XP_001953235.2|DANA
OG0002043	LOC111601300|XP_023173584.2|DHYD	LOC6501422|XP_001955221.1|DANA
OG0002044	LOC111595911|XP_023165623.2|DHYD	LOC6498938|XP_014765832.1|DANA
OG0002045	LOC111604887|XP_023178895.2|DHYD	LOC6501434|XP_001955243.3|DANA
OG0002046	LOC111594275|XP_023163274.1|DHYD	LOC6503616|XP_001964061.1|DANA
OG0002047	LOC111605600|XP_030079683.1|DHYD	LOC6502907|XP_014761255.1|DANA
OG0002048	LOC111604570|XP_023178439.2|DHYD, LOC115482802|XP_030078771.1|DHYD	LOC6500513|XP_001953371.2|DANA
OG0002049	LOC111604584|XP_023178454.2|DHYD	LOC6499438|XP_032305665.1|DANA
OG0002050	LOC111604899|XP_030078697.1|DHYD	LOC6501315|XP_032307349.1|DANA
OG0002051	LOC111605397|XP_023179665.1|DHYD	LOC26514905|XP_014764061.1|DANA
OG0002052	LOC111604718|XP_023178659.1|DHYD	LOC6506823|XP_001957174.1|DANA
OG0002053	LOC111603574|XP_023176992.2|DHYD	LOC6499631|XP_032312359.1|DANA
OG0002054	LOC111594423|XP_023163479.2|DHYD	LOC6500358|XP_001953046.1|DANA, LOC6500360|XP_001953050.1|DANA, LOC116655261|XP_032308699.1|DANA, LOC116655304|XP_032308841.1|DANA, LOC116655265|XP_032308728.1|DANA, LOC6500359|XP_001953048.1|DANA
OG0002055	LOC111592015|XP_023159774.2|DHYD	LOC6505834|XP_001964453.1|DANA
OG0002056	LOC111595060|XP_023164383.1|DHYD	LOC6506644|XP_001957482.1|DANA
OG0002057	LOC111596127|XP_023165965.1|DHYD	LOC6498603|XP_001963141.1|DANA
OG0002058	LOC111600515|XP_023172412.1|DHYD	LOC6493437|XP_001957748.1|DANA
OG0002059	LOC111604912|XP_023178923.1|DHYD	LOC6499727|XP_001954053.1|DANA
OG0002060	LOC111601272|XP_023173551.1|DHYD	LOC6496357|XP_001960758.1|DANA
OG0002061	LOC111600056|XP_023171753.1|DHYD	LOC6494231|XP_032307187.1|DANA
OG0002062	LOC111598149|XP_023168994.2|DHYD	LOC6503613|XP_032308368.1|DANA
OG0002063	LOC111596777|XP_023166896.1|DHYD	LOC6504932|XP_001966610.1|DANA
OG0002064	LOC111598172|XP_023169035.1|DHYD	LOC6502890|XP_001963654.1|DANA
OG0002065	LOC111604782|XP_023178761.2|DHYD	LOC6493114|XP_001957072.2|DANA
OG0002066	LOC111604637|XP_030078758.1|DHYD	LOC6501619|XP_032312100.1|DANA
OG0002067	LOC111592124|XP_023159927.1|DHYD	LOC6495305|XP_001958660.1|DANA
OG0002068	LOC111603520|XP_023176919.2|DHYD	LOC6495784|XP_001959574.1|DANA
OG0002069	LOC111593467|XP_023161997.2|DHYD	LOC26514887|XP_014760159.1|DANA
OG0002070	LOC111603001|XP_023176167.1|DHYD	LOC6498972|XP_001955581.1|DANA
OG0002071	LOC111596176|XP_023166047.2|DHYD	LOC6501448|XP_001955276.1|DANA
OG0002072	LOC111594010|XP_023162875.1|DHYD	LOC6494148|XP_001960867.1|DANA
OG0002073	LOC111604310|XP_023178115.2|DHYD	LOC6493611|XP_032310074.1|DANA
OG0002074	LOC111602585|XP_023175510.1|DHYD	LOC6495165|XP_001958927.2|DANA
OG0002075	LOC111602460|XP_023175288.1|DHYD	LOC26513924|XP_014760630.1|DANA
OG0002076	LOC111599732|XP_023171246.2|DHYD	LOC6496395|XP_032305923.1|DANA
OG0002077	LOC111598206|XP_030079475.1|DHYD	LOC6507071|XP_032309528.1|DANA
OG0002078	LOC111595572|XP_023165137.1|DHYD	LOC6494022|XP_001961132.2|DANA
OG0002079	LOC111601006|XP_023173173.2|DHYD	LOC6507934|XP_001956640.1|DANA
OG0002080	LOC111595498|XP_023165036.1|DHYD	LOC6494302|XP_032306611.1|DANA
OG0002081	LOC111599742|XP_023171272.1|DHYD	LOC116654686|XP_032306102.1|DANA, LOC6494247|XP_032306101.1|DANA
OG0002082	LOC111592497|XP_023160493.1|DHYD	LOC6496289|XP_032306991.1|DANA
OG0002083	LOC111602435|XP_023175259.2|DHYD	LOC6504625|XP_032309251.1|DANA
OG0002084	LOC111593219|XP_023161642.2|DHYD	LOC6494498|XP_001960216.2|DANA
OG0002085	LOC115483430|XP_030081257.1|DHYD, LOC111595252|XP_023164665.2|DHYD, LOC115483434|XP_030081261.1|DHYD	LOC6494748|XP_032306356.1|DANA
OG0002086	LOC111593240|XP_023161664.2|DHYD	LOC6496098|XP_001960221.1|DANA
OG0002087	LOC111604426|XP_023178254.2|DHYD	LOC6493708|XP_032309659.1|DANA
OG0002088	LOC111605691|XP_023180131.2|DHYD	LOC6493222|XP_014764258.1|DANA
OG0002089	LOC111598009|XP_023168772.1|DHYD	LOC6495229|XP_001958801.1|DANA
OG0002090	LOC111594926|XP_023164188.2|DHYD, LOC111594915|XP_023164170.2|DHYD	LOC6506664|XP_001957452.1|DANA
OG0002091	LOC111599671|XP_023171144.1|DHYD	LOC6494250|XP_001960662.2|DANA
OG0002092	LOC111604699|XP_023178637.2|DHYD	LOC6493085|XP_032310312.1|DANA
OG0002093	LOC111597001|XP_023167270.2|DHYD	LOC6494454|XP_001960295.1|DANA
OG0002094	LOC111600142|XP_023171886.1|DHYD	LOC6494916|XP_001959427.1|DANA
OG0002095	LOC111598161|XP_023169018.1|DHYD	LOC6502986|XP_001963466.1|DANA
OG0002096	LOC111597944|XP_023168668.2|DHYD	LOC6496348|XP_032306020.1|DANA
OG0002097	LOC111592166|XP_023159987.2|DHYD	LOC6495342|XP_001958617.2|DANA
OG0002098	LOC111592343|XP_023160240.1|DHYD	LOC6493565|XP_001958008.1|DANA
OG0002099	LOC111602768|XP_023175799.2|DHYD	LOC6499460|XP_001954592.1|DANA
OG0002100	LOC111595088|XP_023164412.1|DHYD	LOC6506344|XP_001958066.3|DANA
OG0002101	LOC111596377|XP_030081919.1|DHYD	LOC6495204|XP_032306922.1|DANA
OG0002102	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD	LOC6495113|XP_032307133.1|DANA
OG0002103	LOC111602735|XP_023175755.2|DHYD	LOC6499463|XP_001954584.1|DANA
OG0002106	LOC111603585|XP_023177008.2|DHYD	LOC6501669|XP_001955717.2|DANA
OG0002107	LOC111600761|XP_023172811.1|DHYD	LOC6498629|XP_001963187.1|DANA
OG0002108	LOC111601439|XP_023173783.2|DHYD	LOC6501385|XP_032305500.1|DANA
OG0002109	LOC111598608|XP_023169710.2|DHYD	LOC6500560|XP_001953480.2|DANA
OG0002111	LOC111600331|XP_023172162.2|DHYD	LOC6502465|XP_001962618.1|DANA, LOC6498357|XP_032311189.1|DANA
OG0002112	LOC111596093|XP_023165922.2|DHYD	LOC116655164|XP_032308399.1|DANA
OG0002113	LOC111601436|XP_023173780.2|DHYD	LOC116654587|XP_032305859.1|DANA, LOC6499207|XP_032305664.1|DANA
OG0002115	LOC111597680|XP_023168277.2|DHYD	LOC6494731|XP_001959772.3|DANA, LOC26514127|XP_014763980.1|DANA
OG0002116	LOC111593785|XP_023162571.2|DHYD	LOC6498266|XP_001962427.1|DANA, LOC6507391|XP_032310459.1|DANA
OG0002117	LOC111603158|XP_023176403.2|DHYD	LOC6501885|XP_001966734.1|DANA
OG0002118	LOC111598510|XP_023169551.2|DHYD	LOC26514480|XP_032309671.1|DANA
