Orthogroup	DHYD.longest_only	DELE.longest_only
OG0001147	LOC111593877|XP_023162710.2|DHYD	LOC108144138|XP_017124272.1|DELE, LOC108135479|XP_017111710.1|DELE, LOC108135609|XP_017111913.1|DELE
OG0001148	LOC111601643|XP_023174094.1|DHYD, LOC111601986|XP_023174642.2|DHYD	LOC108134757|XP_017110689.1|DELE, LOC108134685|XP_017110572.1|DELE
OG0001149	LOC115483420|XP_030081183.1|DHYD, LOC111593206|XP_023161618.2|DHYD, LOC115482954|XP_030079286.1|DHYD	LOC108142717|XP_017122227.1|DELE
OG0001150	LOC111600745|XP_023172792.1|DHYD	LOC108137509|XP_017114712.1|DELE, LOC108136260|XP_017112808.1|DELE, LOC108137516|XP_017114719.1|DELE, LOC108137520|XP_017114724.1|DELE, LOC108140516|XP_017118813.1|DELE
OG0001151	LOC111604225|XP_023177964.2|DHYD	LOC108136004|XP_017112422.1|DELE, LOC108135945|XP_017112390.1|DELE
OG0001152	LOC111594527|XP_023163628.2|DHYD	LOC108148214|XP_017130614.1|DELE, LOC108148203|XP_017130599.1|DELE
OG0001153	LOC111600009|XP_030081198.1|DHYD	LOC108141497|XP_017120403.1|DELE
OG0001154	LOC111603962|XP_030079111.1|DHYD	LOC108142000|XP_017121154.1|DELE
OG0001155	LOC111596463|XP_023166482.2|DHYD	LOC108138560|XP_017116322.1|DELE
OG0001157	LOC111594548|XP_023163669.1|DHYD	LOC108134785|XP_017110726.1|DELE
OG0001158	LOC111599206|XP_023170570.1|DHYD	LOC108149541|XP_017132667.1|DELE
OG0001159	LOC111592693|XP_030080752.1|DHYD	LOC108148638|XP_017131242.1|DELE
OG0001160	LOC111594614|XP_023163768.2|DHYD	LOC108141128|XP_017119837.1|DELE
OG0001161	LOC111600083|XP_023171794.2|DHYD	LOC108139181|XP_017117291.1|DELE
OG0001162	LOC111593339|XP_023161817.2|DHYD	LOC108139302|XP_017117490.1|DELE
OG0001163	LOC111605573|XP_023179925.1|DHYD	LOC108139257|XP_017117425.1|DELE
OG0001164	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD	LOC108143851|XP_017123901.1|DELE
OG0001165	LOC111603804|XP_030081287.1|DHYD	LOC108143431|XP_017123334.1|DELE
OG0001166	LOC111597740|XP_030081127.1|DHYD	LOC108145646|XP_017126671.1|DELE
OG0001167	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD	LOC108134610|XP_017110473.1|DELE, LOC108141832|XP_017120905.1|DELE
OG0001168	LOC111593970|XP_023162829.2|DHYD	LOC108137957|XP_017115406.1|DELE
OG0001169	LOC111603108|XP_023176342.2|DHYD	LOC108136178|XP_017112664.1|DELE, LOC108136354|XP_017112952.1|DELE
OG0001170	LOC111596600|XP_023166649.1|DHYD	LOC108148508|XP_017131035.1|DELE
OG0001172	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD	LOC108143535|XP_017123521.1|DELE
OG0001173	LOC111594539|XP_023163648.1|DHYD	LOC108142931|XP_017122514.1|DELE
OG0001174	LOC111595663|XP_030081816.1|DHYD	LOC108142178|XP_017121351.1|DELE, LOC108142179|XP_017121352.1|DELE
OG0001175	LOC111597118|XP_023167446.1|DHYD	LOC108144787|XP_017125387.1|DELE
OG0001176	LOC111593754|XP_023162524.2|DHYD	LOC108141300|XP_017120054.1|DELE, LOC108149737|XP_017133002.1|DELE
OG0001177	LOC111595205|XP_023164572.2|DHYD	LOC108138815|XP_017116800.1|DELE
OG0001178	LOC111602086|XP_030079710.1|DHYD	LOC108145514|XP_017126475.1|DELE
OG0001179	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD	LOC108144698|XP_017125276.1|DELE
OG0001180	LOC111598393|XP_023169381.1|DHYD	LOC108145298|XP_017126108.1|DELE
OG0001181	LOC111595062|XP_023164384.2|DHYD	LOC108136115|XP_017112584.1|DELE
OG0001182	LOC111605533|XP_023179860.2|DHYD	LOC108147261|XP_017129148.1|DELE
OG0001183	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD, LOC111602417|XP_023175223.1|DHYD	LOC108140588|XP_017118963.1|DELE
OG0001184	LOC111601341|XP_023173638.2|DHYD	LOC108136850|XP_017113763.1|DELE
OG0001186	LOC111600673|XP_023172691.2|DHYD	LOC108141159|XP_017119875.1|DELE
OG0001187	LOC111601199|XP_023173455.2|DHYD	LOC108149761|XP_017133066.1|DELE
OG0001188	LOC111593081|XP_023161440.2|DHYD	LOC108143449|XP_017123369.1|DELE
OG0001189	LOC111599728|XP_023171241.1|DHYD	LOC108149197|XP_017132111.1|DELE
OG0001190	LOC111593646|XP_023162294.1|DHYD	LOC108140915|XP_017119458.1|DELE
OG0001191	LOC111593152|XP_023161523.2|DHYD	LOC108142135|XP_017121320.1|DELE
OG0001192	LOC111599526|XP_023170948.1|DHYD	LOC108150699|XP_017134452.1|DELE
OG0001193	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD	LOC108140617|XP_017119019.1|DELE
OG0001195	LOC111594151|XP_023163097.2|DHYD	LOC108145371|XP_017126254.1|DELE
OG0001196	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD	LOC108141016|XP_017119585.1|DELE
OG0001197	LOC111596448|XP_023166442.2|DHYD	LOC108147104|XP_017128882.1|DELE, LOC108137382|XP_017114531.1|DELE
OG0001198	LOC111594809|XP_023164039.2|DHYD	LOC108143747|XP_017123767.1|DELE, LOC108144084|XP_017124224.1|DELE
OG0001200	LOC111604434|XP_023178267.2|DHYD	LOC108150458|XP_017134121.1|DELE
OG0001201	LOC111604872|XP_023178875.1|DHYD	LOC108143870|XP_017123926.1|DELE
OG0001202	LOC111598412|XP_023169418.2|DHYD	LOC108140909|XP_017119451.1|DELE
OG0001203	LOC111597683|XP_023168285.1|DHYD	LOC108145311|XP_017126144.1|DELE
OG0001204	LOC111600370|XP_023172215.2|DHYD	LOC108149508|XP_017132624.1|DELE
OG0001205	LOC111603587|XP_023177011.2|DHYD	LOC108137473|XP_017114669.1|DELE
OG0001206	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD	LOC108136838|XP_017113747.1|DELE
OG0001207	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD	LOC108136450|XP_017113118.1|DELE
OG0001208	LOC111603380|XP_023176699.2|DHYD	LOC108137268|XP_017114351.1|DELE
OG0001209	LOC111596661|XP_023166738.1|DHYD	LOC108136862|XP_017113790.1|DELE
OG0001210	LOC111600204|XP_030079386.1|DHYD	LOC108135436|XP_017111664.1|DELE
OG0001211	LOC111602636|XP_023175566.1|DHYD	LOC108141227|XP_017119971.1|DELE
OG0001212	LOC111603094|XP_023176322.2|DHYD	LOC108138574|XP_017116345.1|DELE
OG0001213	LOC111598501|XP_023169535.2|DHYD	LOC108140805|XP_017119293.1|DELE
OG0001214	LOC111603474|XP_023176831.2|DHYD	LOC108137391|XP_017114539.1|DELE
OG0001215	LOC115483345|XP_030080707.1|DHYD	LOC108148346|XP_017130847.1|DELE
OG0001216	LOC111595681|XP_023165287.2|DHYD	LOC108140645|XP_017119057.1|DELE
OG0001217	LOC111592086|XP_023159877.2|DHYD	LOC108139267|XP_017117447.1|DELE, LOC108136751|XP_017113591.1|DELE
OG0001218	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD	LOC108148676|XP_017131302.1|DELE
OG0001220	LOC111593870|XP_023162699.2|DHYD	LOC108147372|XP_017129296.1|DELE
OG0001221	LOC111602120|XP_023174837.1|DHYD	LOC108145473|XP_017126415.1|DELE
OG0001222	LOC111602731|XP_023175749.2|DHYD	LOC108147278|XP_017129183.1|DELE
OG0001223	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD	LOC108142157|XP_017121330.1|DELE
OG0001224	LOC111592548|XP_023160608.1|DHYD	LOC108144901|XP_017125551.1|DELE
OG0001225	LOC111599921|XP_023171525.2|DHYD	LOC108149610|XP_017132801.1|DELE
OG0001226	LOC111604439|XP_023178278.1|DHYD	LOC108144782|XP_017125382.1|DELE
OG0001227	LOC111602147|XP_023174868.2|DHYD	LOC108138045|XP_017115506.1|DELE
OG0001228	LOC111598175|XP_023169039.1|DHYD	LOC108134875|XP_017110857.1|DELE
OG0001229	LOC111600119|XP_030081242.1|DHYD	LOC108149906|XP_017133297.1|DELE
OG0001230	LOC111604577|XP_030081069.1|DHYD	LOC108137941|XP_017115388.1|DELE
OG0001231	LOC111592054|XP_023159822.1|DHYD	LOC108135182|XP_017111288.1|DELE
OG0001232	LOC111599363|XP_023170763.2|DHYD	LOC108138914|XP_017116962.1|DELE
OG0001233	LOC111595816|XP_023165489.1|DHYD	LOC108138337|XP_017115990.1|DELE
OG0001234	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD	LOC108141474|XP_017120370.1|DELE
OG0001235	LOC111599105|XP_023170424.2|DHYD	LOC108137862|XP_017115283.1|DELE
OG0001236	LOC111605688|XP_023180127.2|DHYD	LOC108142636|XP_017122121.1|DELE
OG0001237	LOC111596687|XP_023166761.1|DHYD	LOC108136767|XP_017113617.1|DELE
OG0001238	LOC111595167|XP_023164515.1|DHYD	LOC108147213|XP_017129061.1|DELE
OG0001239	LOC111598313|XP_023169277.1|DHYD	LOC108135819|XP_017112185.1|DELE
OG0001240	LOC111595162|XP_030078658.1|DHYD	LOC108147238|XP_017129125.1|DELE
OG0001242	LOC111593632|XP_023162272.1|DHYD	LOC108147713|XP_017129925.1|DELE
OG0001243	LOC111605069|XP_023179168.2|DHYD	LOC108146237|XP_017127654.1|DELE
OG0001244	LOC111595689|XP_023165299.2|DHYD	LOC108139185|XP_017117299.1|DELE
OG0001245	LOC111595974|XP_023165720.2|DHYD	LOC108136673|XP_017113485.1|DELE
OG0001246	LOC111600084|XP_023171791.2|DHYD	LOC108144196|XP_017124354.1|DELE
OG0001247	LOC111600130|XP_023171863.1|DHYD	LOC108134543|XP_017110384.1|DELE
OG0001248	LOC111592739|XP_023160904.2|DHYD	LOC108150185|XP_017133669.1|DELE
OG0001249	LOC111605291|XP_023179509.1|DHYD	LOC108141213|XP_017119955.1|DELE
OG0001251	LOC111602766|XP_023175796.2|DHYD	LOC108140987|XP_017119549.1|DELE, LOC108140989|XP_017119553.1|DELE
OG0001252	LOC111603655|XP_023177104.2|DHYD	LOC108147167|XP_017128986.1|DELE, LOC108147168|XP_017128987.1|DELE
OG0001253	LOC111594064|XP_023162964.1|DHYD	LOC108137900|XP_017115329.1|DELE
OG0001254	LOC111602137|XP_023174853.2|DHYD	LOC108145476|XP_017126419.1|DELE
OG0001255	LOC111597003|XP_023167273.2|DHYD	LOC108149658|XP_017132892.1|DELE
OG0001256	LOC111598467|XP_023169492.1|DHYD	LOC108145898|XP_017127039.1|DELE
OG0001257	LOC111593704|XP_023162420.2|DHYD	LOC108145268|XP_017126037.1|DELE
OG0001258	LOC111602741|XP_023175762.1|DHYD	LOC108144021|XP_017124136.1|DELE
OG0001260	LOC111594477|XP_023163546.1|DHYD	LOC108135137|XP_017111235.1|DELE
OG0001261	LOC111600196|XP_023171977.1|DHYD	LOC108144681|XP_017125237.1|DELE
OG0001262	LOC111604471|XP_023178320.2|DHYD	LOC108150254|XP_017133811.1|DELE
OG0001263	LOC111596397|XP_023166371.1|DHYD	LOC108147655|XP_017129824.1|DELE, LOC108143066|XP_017122769.1|DELE
OG0001264	LOC111601567|XP_030080310.1|DHYD	LOC108134747|XP_017110676.1|DELE
OG0001265	LOC111595946|XP_023165680.2|DHYD	LOC108136242|XP_017112767.1|DELE
OG0001266	LOC111605272|XP_023179483.2|DHYD	LOC108149631|XP_017132850.1|DELE
OG0001267	LOC111597805|XP_023168458.1|DHYD	LOC108148921|XP_017131726.1|DELE
OG0001268	LOC111596633|XP_023166692.1|DHYD	LOC108136680|XP_017113491.1|DELE
OG0001269	LOC111592203|XP_023160038.1|DHYD	LOC108144392|XP_017124660.1|DELE
OG0001270	LOC111598646|XP_023169761.2|DHYD	LOC108137456|XP_017114643.1|DELE
OG0001271	LOC111600731|XP_023172771.2|DHYD	LOC108141468|XP_017120363.1|DELE
OG0001272	LOC111601736|XP_023174228.2|DHYD	LOC108146321|XP_017127774.1|DELE
OG0001273	LOC111601442|XP_023173786.1|DHYD	LOC108140442|XP_017118661.1|DELE
OG0001274	LOC111604427|XP_023178256.1|DHYD	LOC108142614|XP_017122085.1|DELE
OG0001275	LOC111605140|XP_023179287.1|DHYD	LOC108135432|XP_017111656.1|DELE
OG0001276	LOC111596616|XP_023166671.1|DHYD	LOC108146305|XP_017127746.1|DELE, LOC108145755|XP_017126808.1|DELE
OG0001277	LOC111597564|XP_023168131.2|DHYD	LOC108145821|XP_017126915.1|DELE
OG0001278	LOC111603732|XP_023177212.1|DHYD	LOC108150209|XP_017133710.1|DELE
OG0001279	LOC111603742|XP_023177228.1|DHYD	LOC108142860|XP_017122419.1|DELE
OG0001280	LOC111600514|XP_023172411.1|DHYD	LOC108146001|XP_017127245.1|DELE
OG0001281	LOC111591857|XP_023159507.1|DHYD	LOC108146431|XP_017127923.1|DELE
OG0001282	LOC111603965|XP_023177571.2|DHYD	LOC108139054|XP_017117162.1|DELE
OG0001283	LOC111594018|XP_023162888.2|DHYD	LOC108141357|XP_017120166.1|DELE
OG0001284	LOC115483177|XP_030080195.1|DHYD	LOC108149950|XP_017133355.1|DELE
OG0001284	LOC111599984|XP_030079074.1|DHYD	LOC108140942|XP_017119501.1|DELE
OG0001285	LOC111598758|XP_023169934.1|DHYD	LOC108146150|XP_017127502.1|DELE
OG0001286	LOC111596084|XP_023165913.1|DHYD	LOC108142128|XP_017121313.1|DELE
OG0001287	LOC111600268|XP_023172084.2|DHYD	LOC108135921|XP_017112357.1|DELE
OG0001288	LOC111599114|XP_023170442.2|DHYD	LOC108149446|XP_017132529.1|DELE
OG0001289	LOC111601651|XP_023174105.2|DHYD	LOC108141739|XP_017120721.1|DELE
OG0001290	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD	LOC108147814|XP_017130046.1|DELE
OG0001291	LOC111600014|XP_023171687.1|DHYD	LOC108144478|XP_017124892.1|DELE
OG0001292	LOC111594729|XP_023163932.2|DHYD	LOC108144349|XP_017124586.1|DELE
OG0001293	LOC111605594|XP_023179971.1|DHYD	LOC108149924|XP_017133330.1|DELE
OG0001294	LOC111603471|XP_023176829.1|DHYD	LOC108139260|XP_017117434.1|DELE
OG0001295	LOC111602855|XP_023175938.1|DHYD	LOC108134921|XP_017110925.1|DELE
OG0001296	LOC111605641|XP_023180070.2|DHYD	LOC108146783|XP_017128434.1|DELE
OG0001297	LOC111601790|XP_023174327.1|DHYD	LOC108142966|XP_017122602.1|DELE
OG0001298	LOC111602638|XP_023175567.1|DHYD	LOC108141215|XP_017119956.1|DELE
OG0001299	LOC111604503|XP_023178363.2|DHYD	LOC108146079|XP_017127384.1|DELE
OG0001300	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD	LOC108137007|XP_017113993.1|DELE
OG0001301	LOC111597755|XP_023168378.2|DHYD	LOC108135187|XP_017111297.1|DELE
OG0001302	LOC111594327|XP_023163342.1|DHYD	LOC108145039|XP_017125713.1|DELE
OG0001303	LOC111602449|XP_023175280.2|DHYD	LOC108135239|XP_017111394.1|DELE
OG0001304	LOC111592217|XP_023160058.1|DHYD	LOC108147581|XP_017129701.1|DELE
OG0001305	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD	LOC108137457|XP_017114646.1|DELE
OG0001306	LOC111595196|XP_023164559.1|DHYD	LOC108135813|XP_017112181.1|DELE
OG0001307	LOC111594841|XP_023164075.2|DHYD	LOC108142589|XP_017122042.1|DELE
OG0001308	LOC111596830|XP_023166969.1|DHYD	LOC108136299|XP_017112873.1|DELE
OG0001309	LOC111604956|XP_023179001.1|DHYD	LOC108135112|XP_017111190.1|DELE
OG0001310	LOC111598328|XP_023169296.1|DHYD	LOC108147608|XP_017129736.1|DELE
OG0001311	LOC111603228|XP_030079291.1|DHYD	LOC108136426|XP_017113051.1|DELE
OG0001312	LOC111592737|XP_023160899.1|DHYD	LOC108135657|XP_017111979.1|DELE, LOC108150323|XP_017133933.1|DELE
OG0001313	LOC111600546|XP_023172459.2|DHYD	LOC108149841|XP_017133206.1|DELE
OG0001314	LOC111600371|XP_023172216.2|DHYD	LOC108149509|XP_017132625.1|DELE
OG0001315	LOC111604067|XP_023177704.1|DHYD	LOC108136187|XP_017112674.1|DELE
OG0001316	LOC111593925|XP_023162767.1|DHYD	LOC108137958|XP_017115408.1|DELE, LOC108137886|XP_017115313.1|DELE
OG0001317	LOC111601159|XP_023173405.2|DHYD	LOC108138237|XP_017115851.1|DELE
OG0001319	LOC111600413|XP_023172261.2|DHYD	LOC108138638|XP_017116465.1|DELE, LOC108139051|XP_017117158.1|DELE
OG0001320	LOC111597960|XP_023168692.2|DHYD	LOC108137929|XP_017115365.1|DELE
OG0001321	LOC111593285|XP_023161726.2|DHYD	LOC108145193|XP_017125923.1|DELE
OG0001322	LOC111604863|XP_023178865.1|DHYD	LOC108137465|XP_017114660.1|DELE
OG0001323	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD	LOC108134703|XP_017110589.1|DELE, LOC108134702|XP_017110588.1|DELE, LOC108134694|XP_017110581.1|DELE
OG0001324	LOC111595009|XP_023164282.1|DHYD	LOC108150431|XP_017134077.1|DELE
OG0001325	LOC111597544|XP_023168102.2|DHYD	LOC108143954|XP_017124041.1|DELE
OG0001326	LOC111603295|XP_023176585.1|DHYD	LOC108148783|XP_017131487.1|DELE
OG0001328	LOC111596963|XP_030079613.1|DHYD	LOC108134937|XP_017110949.1|DELE
OG0001329	LOC111594997|XP_023164264.1|DHYD	LOC108147722|XP_017129940.1|DELE
OG0001330	LOC111592999|XP_023161285.2|DHYD	LOC108147696|XP_017129898.1|DELE
OG0001331	LOC111598637|XP_023169785.2|DHYD	LOC108138435|XP_017116125.1|DELE
OG0001332	LOC111598290|XP_023169241.1|DHYD	LOC108137293|XP_017114402.1|DELE
OG0001333	LOC111591909|XP_023159609.1|DHYD	LOC108138999|XP_017117083.1|DELE
OG0001334	LOC111592492|XP_023160479.2|DHYD	LOC108148894|XP_017131693.1|DELE
OG0001335	LOC111592028|XP_023159791.2|DHYD	LOC108135126|XP_017111219.1|DELE
OG0001337	LOC111603386|XP_023176713.1|DHYD	LOC108149991|XP_017133411.1|DELE
OG0001338	LOC111595542|XP_023165095.1|DHYD	LOC108144314|XP_017124502.1|DELE
OG0001339	LOC111604516|XP_023178383.1|DHYD	LOC108144629|XP_017125149.1|DELE
OG0001340	LOC111600939|XP_023173078.2|DHYD	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE
OG0001341	LOC111593681|XP_023162341.1|DHYD	LOC108143102|XP_017122813.1|DELE
OG0001342	LOC111596410|XP_023166387.2|DHYD	LOC108148891|XP_017131688.1|DELE
OG0001343	LOC111594441|XP_023163497.2|DHYD	LOC108148232|XP_017130637.1|DELE
OG0001344	LOC111597828|XP_023168492.1|DHYD	LOC108143905|XP_017123971.1|DELE
OG0001345	LOC111594624|XP_023163782.2|DHYD	LOC108135159|XP_017111270.1|DELE
OG0001346	LOC111599551|XP_023170985.2|DHYD	LOC108143099|XP_017122809.1|DELE
OG0001347	LOC111593051|XP_023161392.1|DHYD	LOC108140939|XP_017119497.1|DELE
OG0001349	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD	LOC108147481|XP_017129520.1|DELE
OG0001350	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD	LOC108150115|XP_017133568.1|DELE
OG0001351	LOC111593942|XP_023162798.2|DHYD	LOC108141388|XP_017120226.1|DELE
OG0001352	LOC111603185|XP_023176440.1|DHYD	LOC108134659|XP_017110540.1|DELE
OG0001353	LOC111595065|XP_023164389.1|DHYD	LOC108136129|XP_017112609.1|DELE
OG0001354	LOC111603814|XP_023177337.2|DHYD	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE
OG0001355	LOC111593924|XP_023162766.1|DHYD	LOC108137549|XP_017114763.1|DELE
OG0001356	LOC111600282|XP_023172100.1|DHYD	LOC108147220|XP_017129087.1|DELE
OG0001357	LOC111595087|XP_023164411.2|DHYD	LOC108142216|XP_017121421.1|DELE
OG0001358	LOC111592324|XP_023160214.2|DHYD	LOC108135572|XP_017111829.1|DELE
OG0001359	LOC111605041|XP_023179145.1|DHYD	LOC108135222|XP_017111341.1|DELE
OG0001360	LOC111593857|XP_023162672.1|DHYD	LOC108141282|XP_017120039.1|DELE
OG0001361	LOC111603699|XP_023177167.2|DHYD	LOC108150189|XP_017133681.1|DELE
OG0001362	LOC111603733|XP_023177217.1|DHYD	LOC108150212|XP_017133720.1|DELE
OG0001363	LOC111604218|XP_023177955.1|DHYD	LOC108149939|XP_017133348.1|DELE
OG0001364	LOC111593177|XP_023161552.1|DHYD	LOC108144288|XP_017124464.1|DELE
OG0001365	LOC111601058|XP_023173244.1|DHYD	LOC108147524|XP_017129595.1|DELE
OG0001366	LOC111601693|XP_023174172.2|DHYD	LOC108146266|XP_017127694.1|DELE
OG0001367	LOC111593872|XP_023162701.1|DHYD	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE
OG0001368	LOC111603475|XP_023176836.1|DHYD	LOC108143395|XP_017123261.1|DELE
OG0001369	LOC111597472|XP_023167992.1|DHYD	LOC108136646|XP_017113458.1|DELE
OG0001370	LOC111603836|XP_023177369.2|DHYD	LOC108143578|XP_017123579.1|DELE
OG0001371	LOC111594747|XP_023163961.1|DHYD	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE
OG0001372	LOC111597681|XP_023168279.2|DHYD	LOC108144307|XP_017124488.1|DELE
OG0001373	LOC111602382|XP_023175171.1|DHYD	LOC108134951|XP_017110964.1|DELE
OG0001374	LOC111593743|XP_023162504.1|DHYD	LOC108149830|XP_017133193.1|DELE
OG0001375	LOC111604830|XP_023178822.2|DHYD	LOC108141205|XP_017119939.1|DELE
OG0001376	LOC111605395|XP_023179662.2|DHYD	LOC108144719|XP_017125304.1|DELE
OG0001377	LOC111602512|XP_023175361.2|DHYD	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC111596339|XP_023166288.1|DHYD	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC115482908|XP_030079014.1|DHYD	LOC108134751|XP_017110681.1|DELE
OG0001380	LOC111600910|XP_030081111.1|DHYD	LOC108134993|XP_017111014.1|DELE
OG0001381	LOC111600717|XP_023172742.2|DHYD	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC111597690|XP_023168291.1|DHYD	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC111600249|XP_023172061.1|DHYD	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD	LOC108141833|XP_017120904.1|DELE
OG0001386	LOC111594767|XP_023163984.2|DHYD	LOC108135460|XP_017111693.1|DELE
OG0001387	LOC111600902|XP_023173025.2|DHYD	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC111603998|XP_023177615.1|DHYD	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC111605506|XP_023179824.1|DHYD	LOC108147296|XP_017129207.1|DELE
OG0001390	LOC111599163|XP_023170506.1|DHYD	LOC108138788|XP_017116753.1|DELE
OG0001391	LOC111600368|XP_023172217.2|DHYD	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC111601853|XP_030079346.1|DHYD	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC111592710|XP_023160864.1|DHYD	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC111597405|XP_023167852.1|DHYD	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC111602982|XP_023176145.1|DHYD	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC111604566|XP_023178435.1|DHYD	LOC108140758|XP_017119231.1|DELE
OG0001398	LOC111604062|XP_030079992.1|DHYD	LOC108137678|XP_017115023.1|DELE
OG0001399	LOC111599996|XP_023171663.2|DHYD	LOC108134646|XP_017110528.1|DELE, LOC108148498|XP_017131025.1|DELE
OG0001400	LOC111594555|XP_023163678.2|DHYD	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC111600941|XP_023173080.2|DHYD	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC111595346|XP_023164788.1|DHYD	LOC108142467|XP_017121837.1|DELE, LOC108142863|XP_017122425.1|DELE
OG0001403	LOC111605103|XP_030079565.1|DHYD	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC111599715|XP_023171220.2|DHYD	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC111597065|XP_023167360.2|DHYD	LOC108143719|XP_017123744.1|DELE, LOC108136638|XP_017113450.1|DELE
OG0001406	LOC111601815|XP_023174404.1|DHYD	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC111594879|XP_023164132.1|DHYD	LOC108135505|XP_017111738.1|DELE
OG0001408	LOC111592144|XP_023159958.1|DHYD	LOC108141275|XP_017120030.1|DELE
OG0001411	LOC111602616|XP_030081661.1|DHYD	LOC108139364|XP_017117579.1|DELE
OG0001412	LOC111596374|XP_023166347.2|DHYD	LOC108150491|XP_017134189.1|DELE, LOC108138204|XP_017115812.1|DELE
OG0001413	LOC111600762|XP_023172808.1|DHYD	LOC108144214|XP_017124377.1|DELE, LOC108144248|XP_017124416.1|DELE
OG0001414	LOC111596754|XP_023166899.2|DHYD	LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE
OG0001415	LOC111594762|XP_023163982.2|DHYD	LOC108144131|XP_017124264.1|DELE
OG0001416	LOC111598782|XP_023169964.2|DHYD	LOC108135188|XP_017111298.1|DELE
OG0001416	LOC111598694|XP_023169827.2|DHYD	LOC108145940|XP_017127137.1|DELE
OG0001417	LOC111591890|XP_023159565.2|DHYD	LOC108136394|XP_017112993.1|DELE, LOC108136663|XP_017113476.1|DELE
OG0001418	LOC111592762|XP_023160930.2|DHYD	LOC108150138|XP_017133595.1|DELE, LOC108150378|XP_017134006.1|DELE
OG0001419	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD	LOC108149284|XP_017132217.1|DELE, LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE
OG0001420	LOC111596484|XP_023166513.2|DHYD	LOC108148928|XP_017131733.1|DELE
OG0001422	LOC111598797|XP_023169982.2|DHYD, LOC111598798|XP_023169983.1|DHYD	LOC108145737|XP_017126788.1|DELE
OG0001422	LOC111598796|XP_023169981.2|DHYD	LOC108146516|XP_017128041.1|DELE
