Orthogroup	DHYD.longest_only	DSIM.longest_only
OG0000819	LOC111602412|XP_023175211.1|DHYD	LOC27206675|XP_016039839.1|DSIM
OG0000820	LOC111601041|XP_023173262.1|DHYD	LOC6726453|XP_002107410.1|DSIM
OG0000820	LOC111600099|XP_023171828.1|DHYD	LOC6733909|XP_016026949.1|DSIM
OG0000821	LOC111596653|XP_023166726.2|DHYD	LOC6728297|XP_002103646.1|DSIM
OG0000821	LOC111595515|XP_023165063.1|DHYD	LOC6735811|XP_002082722.1|DSIM
OG0000822	LOC111599008|XP_023170290.1|DHYD	LOC6731509|XP_002078657.2|DSIM
OG0000824	LOC111599066|XP_023170355.1|DHYD	LOC6732085|XP_002079217.1|DSIM
OG0000825	LOC111605187|XP_023179353.2|DHYD	LOC6738441|XP_039149241.1|DSIM
OG0000825	LOC111601197|XP_023173452.2|DHYD	LOC6732442|XP_016025086.1|DSIM
OG0000826	LOC115482816|XP_030078840.1|DHYD, LOC111600577|XP_030082032.1|DHYD	LOC6734902|XP_002081899.1|DSIM
OG0000828	LOC111601490|XP_023173845.2|DHYD	LOC6727709|XP_016034280.1|DSIM
OG0000830	LOC111593439|XP_023161958.2|DHYD	LOC6740352|XP_016040121.1|DSIM
OG0000831	LOC111594304|XP_023163310.2|DHYD	LOC6737773|XP_002084601.2|DSIM
OG0000832	LOC111594011|XP_023162876.1|DHYD	LOC6734693|XP_016027891.1|DSIM
OG0000833	LOC111592289|XP_023160160.2|DHYD	LOC6738625|XP_002085427.1|DSIM
OG0000834	LOC111597801|XP_023168453.2|DHYD, LOC111597802|XP_023168455.1|DHYD	LOC6730130|XP_002105421.1|DSIM
OG0000835	LOC111597622|XP_030081813.1|DHYD	LOC6737094|XP_039148969.1|DSIM
OG0000836	LOC111603869|XP_023177444.1|DHYD	LOC6733108|XP_016025823.1|DSIM, LOC6731817|XP_002078952.1|DSIM
OG0000837	LOC111604060|XP_023177694.1|DHYD	LOC6725118|XP_016038092.1|DSIM
OG0000838	LOC111605537|XP_023179868.1|DHYD	LOC27209469|XP_039150405.1|DSIM
OG0000839	LOC111604820|XP_023178810.2|DHYD	LOC6726841|XP_016033353.1|DSIM
OG0000839	LOC111601448|XP_023173792.2|DHYD	LOC6727369|XP_002102754.1|DSIM
OG0000840	LOC111593987|XP_023162845.1|DHYD	LOC6733220|XP_002080283.1|DSIM, LOC6725379|XP_016038437.1|DSIM
OG0000841	LOC111598873|XP_023170097.2|DHYD	LOC6740373|XP_016022669.1|DSIM
OG0000842	LOC111600736|XP_023172780.1|DHYD	LOC6727322|XP_002102708.1|DSIM
OG0000843	LOC111600100|XP_030081241.1|DHYD	LOC6735977|XP_002082886.1|DSIM
OG0000844	LOC111603601|XP_023177028.1|DHYD	LOC6727042|XP_016033530.1|DSIM
OG0000845	LOC111602427|XP_023175234.2|DHYD	LOC27206743|XP_016038948.1|DSIM, LOC27207417|XP_016038947.1|DSIM
OG0000846	LOC111599445|XP_023170868.2|DHYD	LOC6730078|XP_002105371.1|DSIM
OG0000847	LOC111605732|XP_030080949.1|DHYD, LOC111593852|XP_023162666.2|DHYD	LOC6734226|XP_016027269.1|DSIM, LOC6736107|XP_002083007.2|DSIM
OG0000848	LOC111595439|XP_023164932.2|DHYD	LOC6730678|XP_002077848.1|DSIM
OG0000848	LOC111603729|XP_023177211.2|DHYD	LOC6733119|XP_039151118.1|DSIM
OG0000849	LOC111599451|XP_023170876.2|DHYD	LOC6731997|XP_002079131.1|DSIM
OG0000849	LOC111599050|XP_023170336.1|DHYD	LOC6730528|XP_016022982.1|DSIM
OG0000850	LOC111604169|XP_023177878.2|DHYD	LOC6735755|XP_002082668.1|DSIM
OG0000850	LOC111600157|XP_030080976.1|DHYD	LOC6735753|XP_016029118.1|DSIM
OG0000852	LOC111604168|XP_023177874.2|DHYD	LOC6735160|XP_016028442.1|DSIM, LOC6735159|XP_016028441.1|DSIM, LOC27207454|XP_016028440.2|DSIM
OG0000854	LOC111596711|XP_023166799.1|DHYD	LOC6725205|XP_016038231.1|DSIM
OG0000855	LOC111596692|XP_023167190.1|DHYD	LOC6739917|XP_002076807.1|DSIM
OG0000856	LOC111605741|XP_030078605.1|DHYD	LOC6739014|XP_016032853.1|DSIM
OG0000857	LOC111600183|XP_023171956.2|DHYD	LOC6726562|XP_002107516.2|DSIM
OG0000858	LOC111594489|XP_023163566.2|DHYD	LOC6728285|XP_002103634.1|DSIM, LOC6728284|XP_002103633.1|DSIM
OG0000860	LOC111591932|XP_023159631.2|DHYD	LOC6736569|XP_016030160.1|DSIM
OG0000861	LOC111593891|XP_023162726.2|DHYD	LOC6735913|XP_002082823.3|DSIM
OG0000862	LOC111597955|XP_023168687.1|DHYD	LOC6735479|XP_002082418.1|DSIM, LOC6731117|XP_002078274.1|DSIM
OG0000863	LOC111603621|XP_023177059.2|DHYD	LOC6729083|XP_002104404.1|DSIM
OG0000864	LOC111593452|XP_023161977.2|DHYD	LOC27206792|XP_016039129.1|DSIM
OG0000865	LOC115482964|XP_030079343.1|DHYD, LOC111598443|XP_023169452.2|DHYD	LOC6726638|XP_016040376.1|DSIM
OG0000865	LOC111603467|XP_023176824.2|DHYD	LOC6728775|XP_016035453.1|DSIM
OG0000866	LOC111595850|XP_023165528.2|DHYD	LOC6730547|XP_016022999.1|DSIM, LOC6730548|XP_039150675.1|DSIM
OG0000867	LOC111598972|XP_023170234.2|DHYD	LOC6732361|XP_016025009.1|DSIM
OG0000867	LOC111594407|XP_023163451.1|DHYD	LOC6731776|XP_016024471.1|DSIM
OG0000868	LOC111604964|XP_023179016.1|DHYD	LOC6725650|XP_016038863.1|DSIM
OG0000869	LOC111603418|XP_023176768.2|DHYD	LOC6727058|XP_002102455.1|DSIM
OG0000871	LOC111595570|XP_023165135.1|DHYD	LOC6734093|XP_016027088.1|DSIM
OG0000872	LOC111595960|XP_023165700.1|DHYD	LOC27206337|XP_016022765.1|DSIM
OG0000872	LOC111600085|XP_023171792.1|DHYD	LOC6735999|XP_002082908.1|DSIM
OG0000873	LOC111600930|XP_030078651.1|DHYD	LOC6739100|XP_016032941.2|DSIM
OG0000874	LOC111593252|XP_023161684.2|DHYD	LOC6734802|XP_016028012.1|DSIM
OG0000875	LOC111592327|XP_023160220.1|DHYD	LOC6738776|XP_002085576.1|DSIM
OG0000877	LOC111605101|XP_023179211.2|DHYD	LOC6738716|XP_016032529.1|DSIM
OG0000877	LOC111602818|XP_023175889.1|DHYD	LOC6724764|XP_016037515.1|DSIM
OG0000878	LOC111595054|XP_023164359.2|DHYD	LOC6735847|XP_016029222.1|DSIM
OG0000878	LOC115483321|XP_030080565.1|DHYD, LOC111598943|XP_023170189.2|DHYD	LOC6731725|XP_002078860.1|DSIM
OG0000879	LOC111592199|XP_023160036.1|DHYD	LOC6735325|XP_002082276.2|DSIM
OG0000880	LOC111594902|XP_023164155.1|DHYD	LOC6727338|XP_002102723.1|DSIM
OG0000880	LOC111597579|XP_023168145.2|DHYD	LOC6737536|XP_002084371.1|DSIM
OG0000881	LOC111592964|XP_023161224.1|DHYD	LOC6739666|XP_002076559.1|DSIM, LOC6738930|XP_016032760.1|DSIM, LOC6738929|XP_002085724.1|DSIM
OG0000882	LOC111596542|XP_023166582.1|DHYD	LOC6726164|XP_016039699.1|DSIM
OG0000884	LOC111597524|XP_023168070.2|DHYD	LOC6740029|XP_039152469.1|DSIM
OG0000885	LOC111601408|XP_023173734.1|DHYD	LOC6727510|XP_016034090.1|DSIM
OG0000886	LOC111596693|XP_023166782.1|DHYD, LOC111596703|XP_023166793.1|DHYD	LOC6727553|XP_016034129.1|DSIM
OG0000887	LOC111593634|XP_023162274.2|DHYD	LOC6725644|XP_016038865.1|DSIM
OG0000888	LOC111596521|XP_030081178.1|DHYD	LOC6734411|XP_016029676.1|DSIM
OG0000889	LOC111597555|XP_023168120.1|DHYD	LOC6739135|XP_039149460.1|DSIM
OG0000890	LOC111604129|XP_023177817.2|DHYD	LOC27206331|XP_039147269.1|DSIM, LOC120285365|XP_039153789.1|DSIM
OG0000891	LOC111601133|XP_023173368.1|DHYD	LOC6732042|XP_002079174.1|DSIM
OG0000892	LOC111605703|XP_023180149.1|DHYD	LOC6738871|XP_039149421.1|DSIM
OG0000893	LOC111603400|XP_030081730.1|DHYD	LOC6727085|XP_002102482.2|DSIM
OG0000894	LOC111603565|XP_023176979.1|DHYD	LOC6727036|XP_016033527.1|DSIM
OG0000895	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD	LOC6734751|XP_016027956.1|DSIM
OG0000896	LOC111602033|XP_030079545.1|DHYD	LOC27206586|XP_016038294.1|DSIM
OG0000897	LOC111595175|XP_023164523.1|DHYD	LOC6729708|XP_002105014.1|DSIM
OG0000897	LOC111595176|XP_023164524.2|DHYD	LOC6729705|XP_002105011.1|DSIM
OG0000898	LOC111595631|XP_023165208.2|DHYD, LOC111593552|XP_023162174.2|DHYD	LOC6734790|XP_002081793.1|DSIM, LOC6735785|XP_002082698.1|DSIM
OG0000899	LOC111605430|XP_023179707.2|DHYD	LOC6728972|XP_002104300.1|DSIM, LOC6728971|XP_002104299.1|DSIM
OG0000900	LOC111599981|XP_023171644.2|DHYD	LOC6735751|XP_016029115.1|DSIM
OG0000900	LOC111599980|XP_023171643.2|DHYD	LOC6735750|XP_002082663.1|DSIM
OG0000901	LOC111597133|XP_023167461.2|DHYD	LOC6735648|XP_002082566.1|DSIM
OG0000902	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD	LOC27208125|XP_016038449.1|DSIM
OG0000902	LOC111605139|XP_023179286.1|DHYD	LOC27207908|XP_016038450.1|DSIM
OG0000903	LOC111603698|XP_023177166.1|DHYD	LOC27206245|XP_016030716.1|DSIM
OG0000904	LOC111601681|XP_023174153.2|DHYD	LOC27207682|XP_016030183.1|DSIM, LOC6736584|XP_002083446.2|DSIM, LOC6736585|XP_002083447.1|DSIM
OG0000906	LOC111605257|XP_023179463.2|DHYD, LOC111605278|XP_023179490.2|DHYD	LOC6733952|XP_002080996.1|DSIM
OG0000906	LOC111605275|XP_023179487.2|DHYD	LOC6733953|XP_002080997.2|DSIM
OG0000907	LOC111600102|XP_023171831.1|DHYD	LOC6735978|XP_002082887.2|DSIM
OG0000909	LOC111602822|XP_023175898.1|DHYD	LOC6729298|XP_002104615.1|DSIM
OG0000910	LOC111596877|XP_023167093.2|DHYD	LOC6728610|XP_002103951.1|DSIM
OG0000910	LOC111601296|XP_023173576.1|DHYD	LOC27208762|XP_039153820.1|DSIM
OG0000911	LOC111595624|XP_023165202.1|DHYD	LOC6734994|XP_002081976.1|DSIM
OG0000912	LOC111593528|XP_023162089.1|DHYD	LOC6738206|XP_016032034.1|DSIM, LOC6738205|XP_016032033.1|DSIM
OG0000913	LOC111595095|XP_023164428.2|DHYD	LOC6737846|XP_039149235.1|DSIM
OG0000914	LOC111593570|XP_023162200.1|DHYD	LOC6734149|XP_002081178.1|DSIM
OG0000915	LOC111600704|XP_023172729.2|DHYD	LOC6734736|XP_002081739.1|DSIM
OG0000916	LOC111596228|XP_030080351.1|DHYD	LOC6731463|XP_016024123.1|DSIM
OG0000917	LOC111599399|XP_030079268.1|DHYD	LOC6731448|XP_039147575.1|DSIM
OG0000918	LOC111594098|XP_023163018.2|DHYD	LOC6733156|XP_002080232.1|DSIM, LOC6730824|XP_002077991.2|DSIM
OG0000920	LOC111600229|XP_023172024.1|DHYD	LOC6725448|XP_016038540.1|DSIM
OG0000921	LOC111593394|XP_030079432.1|DHYD	LOC6739946|XP_039152515.1|DSIM, LOC120285277|XP_039152678.1|DSIM
OG0000922	LOC111596016|XP_023165808.1|DHYD	LOC6736729|XP_016030353.1|DSIM
OG0000923	LOC111604969|XP_023179027.2|DHYD	LOC6738557|XP_002085362.1|DSIM, LOC6728900|XP_016035594.1|DSIM
OG0000924	LOC111598118|XP_023168943.2|DHYD	LOC27208565|XP_016039114.1|DSIM
OG0000925	LOC111602003|XP_023174659.1|DHYD	LOC27206388|XP_016037036.1|DSIM, LOC6730266|XP_002105549.1|DSIM
OG0000926	LOC111596459|XP_023166463.2|DHYD	LOC6727005|XP_002102406.2|DSIM
OG0000926	LOC111604832|XP_023178824.1|DHYD	LOC6727926|XP_002103281.1|DSIM
OG0000927	LOC111595907|XP_023165622.1|DHYD	LOC6729752|XP_039150907.1|DSIM
OG0000927	LOC111596013|XP_023165806.2|DHYD	LOC6729754|XP_002105060.1|DSIM
OG0000928	LOC111593766|XP_030080024.1|DHYD, LOC115483086|XP_030080021.1|DHYD	LOC6731593|XP_016024268.1|DSIM, LOC6731592|XP_002078733.1|DSIM
OG0000929	LOC111599311|XP_030079183.1|DHYD	LOC6730728|XP_039150572.1|DSIM
OG0000930	LOC111595044|XP_023164338.2|DHYD	LOC6738238|XP_002085050.1|DSIM, LOC6738239|XP_002085051.2|DSIM
OG0000931	LOC111594281|XP_023163284.2|DHYD	LOC6735826|XP_002082736.1|DSIM
OG0000931	LOC111596195|XP_023166073.1|DHYD	LOC6732468|XP_002079588.2|DSIM
OG0000932	LOC111595936|XP_023165664.2|DHYD	LOC6738803|XP_002085603.2|DSIM
OG0000933	LOC111602101|XP_023174806.1|DHYD	LOC6735444|XP_002082384.2|DSIM
OG0000933	LOC111602130|XP_023174847.2|DHYD	LOC6735445|XP_002082385.2|DSIM
OG0000934	LOC111596394|XP_023166368.1|DHYD	LOC6740386|XP_002080586.1|DSIM, LOC6733530|XP_002080585.1|DSIM
OG0000935	LOC111603562|XP_023176970.2|DHYD	LOC6729974|XP_016036743.1|DSIM
OG0000936	LOC111605035|XP_023179138.1|DHYD	LOC27206346|XP_016039272.2|DSIM
OG0000937	LOC111603287|XP_023176568.2|DHYD	LOC6729817|XP_016036509.1|DSIM
OG0000938	LOC111598130|XP_023168959.1|DHYD	LOC27207752|XP_016039363.1|DSIM
OG0000939	LOC111592903|XP_023161118.1|DHYD	LOC6731396|XP_002078549.1|DSIM
OG0000940	LOC111598416|XP_023169425.1|DHYD	LOC27209233|XP_016038416.1|DSIM
OG0000940	LOC111592459|XP_023160427.1|DHYD	LOC6736353|XP_002083229.1|DSIM
OG0000941	LOC111594257|XP_023163246.1|DHYD	LOC6725559|XP_016038685.1|DSIM
OG0000942	LOC111594382|XP_023163416.2|DHYD	LOC6738961|XP_039149586.1|DSIM
OG0000943	LOC111600602|XP_023172564.1|DHYD	LOC6734028|XP_016027047.1|DSIM
OG0000944	LOC111605014|XP_023179111.1|DHYD	LOC27206397|XP_016039270.1|DSIM
OG0000944	LOC111601506|XP_023173868.1|DHYD	LOC6732338|XP_002079461.1|DSIM
OG0000945	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD	LOC6736294|XP_002083178.2|DSIM, LOC6736293|XP_002083177.2|DSIM
OG0000946	LOC111599327|XP_023170716.2|DHYD	LOC6731422|XP_016024040.1|DSIM
OG0000947	LOC111600133|XP_023171873.2|DHYD	LOC6736003|XP_016029366.1|DSIM
OG0000948	LOC111601083|XP_023173277.1|DHYD	LOC6736646|XP_016030241.1|DSIM
OG0000949	LOC111602432|XP_023175239.2|DHYD	LOC6725850|XP_039154020.1|DSIM
OG0000950	LOC111602682|XP_023175670.1|DHYD	LOC6727112|XP_002102505.1|DSIM
OG0000951	LOC111601478|XP_023173833.1|DHYD	LOC6728354|XP_002103702.1|DSIM
OG0000952	LOC111602441|XP_023175263.1|DHYD	LOC27206555|XP_039147017.1|DSIM
OG0000954	LOC115483805|XP_030081986.1|DHYD, LOC111604355|XP_023178190.2|DHYD, LOC115483818|XP_030082044.1|DHYD, LOC111604357|XP_023178193.1|DHYD	LOC6733211|XP_002080275.1|DSIM
OG0000955	LOC111594811|XP_023164042.2|DHYD	LOC6729232|XP_002104553.2|DSIM
OG0000956	LOC111604222|XP_023177960.1|DHYD	LOC6727438|XP_002102819.2|DSIM
OG0000956	LOC111604266|XP_023178031.2|DHYD	LOC6727442|XP_016034016.1|DSIM
OG0000957	LOC111597659|XP_023168249.2|DHYD	LOC6735024|XP_002082005.2|DSIM
OG0000958	LOC111594026|XP_023162908.2|DHYD	LOC6728291|XP_002103640.1|DSIM, LOC27207477|XP_016029598.1|DSIM
OG0000959	LOC111600161|XP_023171924.2|DHYD	LOC6738603|XP_016032447.1|DSIM, LOC6729789|XP_002105094.2|DSIM
OG0000961	LOC111598098|XP_023168917.1|DHYD	LOC6738223|XP_002085035.1|DSIM
OG0000961	LOC111598095|XP_023168913.2|DHYD	LOC6738220|XP_002085032.1|DSIM
OG0000963	LOC111603160|XP_023176406.1|DHYD	LOC6726355|XP_002107315.1|DSIM
OG0000964	LOC111595516|XP_030082039.1|DHYD	LOC27207376|XP_016039945.2|DSIM, LOC6739455|XP_016027945.1|DSIM
OG0000965	LOC111603225|XP_023176497.2|DHYD, LOC111603084|XP_023176311.2|DHYD	LOC6725521|XP_002106534.1|DSIM
OG0000966	LOC111592182|XP_023160016.1|DHYD	LOC6734379|XP_002081400.1|DSIM, LOC6730271|XP_002105554.2|DSIM
OG0000969	LOC111592490|XP_023160482.1|DHYD	LOC6735468|XP_002082407.1|DSIM
OG0000970	LOC111594966|XP_023164232.1|DHYD	LOC6729890|XP_002105193.1|DSIM
OG0000971	LOC111601135|XP_023173370.1|DHYD	LOC6732569|XP_002079688.2|DSIM, LOC27208901|XP_016025251.1|DSIM
OG0000972	LOC111596947|XP_023167171.1|DHYD	LOC6736964|XP_002083811.2|DSIM
OG0000973	LOC111601622|XP_023174058.1|DHYD	LOC6739964|XP_016037939.2|DSIM
OG0000974	LOC111597477|XP_023167994.2|DHYD	LOC6736702|XP_016030317.1|DSIM
OG0000975	LOC111604558|XP_023178420.1|DHYD	LOC6728509|XP_016035150.1|DSIM
OG0000976	LOC111597591|XP_023168158.2|DHYD	LOC6728934|XP_016035611.1|DSIM
OG0000977	LOC111602997|XP_030078749.1|DHYD	LOC6728002|XP_016034602.2|DSIM
OG0000978	LOC111593607|XP_023162236.1|DHYD	LOC120284337|XP_039147314.1|DSIM, LOC27206158|XP_016026886.1|DSIM, LOC6728538|XP_002103883.1|DSIM
OG0000979	LOC111595243|XP_023164649.1|DHYD	LOC6735698|XP_016029074.1|DSIM
OG0000980	LOC111597760|XP_023168382.2|DHYD	LOC6729802|XP_002105105.2|DSIM
OG0000980	LOC111603480|XP_023176839.2|DHYD	LOC6729187|XP_002104508.1|DSIM
OG0000981	LOC111603853|XP_023177418.1|DHYD	LOC6731790|XP_002078925.1|DSIM
OG0000983	LOC115483108|XP_030080130.1|DHYD	LOC120285319|XP_039153155.1|DSIM, LOC120285058|XP_039151586.1|DSIM, LOC120285225|XP_039152218.1|DSIM
OG0000984	LOC111595872|XP_030079231.1|DHYD, LOC111602342|XP_030079081.1|DHYD	LOC6731180|XP_039152453.1|DSIM
OG0000985	LOC111597571|XP_030081811.1|DHYD	LOC6734966|XP_016028268.1|DSIM
OG0000986	LOC111603921|XP_023177518.2|DHYD	LOC6733102|XP_002080179.1|DSIM
OG0000987	LOC111594822|XP_023164055.1|DHYD	LOC6729233|XP_016035884.1|DSIM
OG0000988	LOC111603766|XP_023177268.2|DHYD	LOC6732033|XP_002079165.1|DSIM
OG0000990	LOC111591970|XP_023159685.1|DHYD	LOC27208045|XP_016036616.1|DSIM, LOC6726462|XP_016040044.1|DSIM
OG0000991	LOC111597532|XP_023168084.2|DHYD	LOC6725458|XP_002106474.2|DSIM
OG0000992	LOC111596603|XP_023166653.1|DHYD	LOC27206622|XP_016026887.1|DSIM, LOC120284336|XP_039147313.1|DSIM, LOC6729214|XP_016035867.2|DSIM
OG0000993	LOC111594464|XP_023163532.2|DHYD	LOC6730175|XP_002105466.1|DSIM, LOC6730174|XP_002105465.1|DSIM
OG0000994	LOC111596479|XP_023166504.1|DHYD	LOC6725249|XP_016038259.1|DSIM
OG0000995	LOC111601960|XP_023174602.2|DHYD	LOC6738468|XP_016032298.1|DSIM, LOC6726029|XP_039153760.1|DSIM, LOC120284216|XP_039153761.1|DSIM
OG0000996	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD	LOC6734065|XP_016027068.1|DSIM
OG0000997	LOC115483382|XP_030080965.1|DHYD	LOC6734257|XP_039147519.1|DSIM
OG0000998	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD	LOC6740503|XP_016029702.1|DSIM
OG0000999	LOC111604040|XP_023177663.1|DHYD	LOC27206864|XP_039153050.1|DSIM
OG0001000	LOC111599998|XP_023171666.2|DHYD	LOC6739798|XP_016025982.1|DSIM
OG0001001	LOC111600889|XP_023172994.2|DHYD	LOC6734608|XP_016027762.1|DSIM
OG0001002	LOC111595595|XP_023165176.2|DHYD	LOC6739249|XP_016025403.1|DSIM
OG0001003	LOC111598583|XP_023169657.1|DHYD	LOC27208286|XP_016025863.1|DSIM, LOC27208315|XP_016026534.1|DSIM
OG0001004	LOC111593325|XP_023161802.1|DHYD	LOC6728745|XP_002104080.1|DSIM
OG0001005	LOC111596807|XP_023166936.1|DHYD	LOC6732771|XP_002079884.1|DSIM, LOC27206578|XP_016037765.1|DSIM
OG0001006	LOC111605737|XP_023180206.1|DHYD	LOC27207437|XP_016034653.1|DSIM, LOC6737722|XP_002084552.1|DSIM
OG0001008	LOC111598835|XP_023170040.1|DHYD	LOC6729919|XP_002105221.1|DSIM, LOC6726116|XP_002107094.1|DSIM
OG0001009	LOC111595166|XP_023164514.1|DHYD	LOC6728799|XP_016035484.1|DSIM, LOC6729717|XP_016036371.1|DSIM
OG0001010	LOC111596003|XP_023165776.2|DHYD	LOC6730408|XP_002077589.2|DSIM
OG0001011	LOC111593004|XP_023161300.2|DHYD	LOC6740113|XP_016039225.2|DSIM
OG0001011	LOC111594212|XP_023163178.1|DHYD	LOC6732633|XP_002079750.1|DSIM
OG0001012	LOC115482746|XP_030079685.1|DHYD, LOC111604690|XP_023178629.2|DHYD	LOC6726044|XP_039153197.1|DSIM, LOC120285330|XP_039153226.1|DSIM
OG0001013	LOC111599789|XP_023171332.2|DHYD	LOC6737736|XP_016031516.1|DSIM
OG0001013	LOC111600953|XP_023173098.2|DHYD	LOC6738808|XP_016032615.1|DSIM
OG0001014	LOC111604441|XP_023178279.2|DHYD	LOC6738738|XP_002085538.1|DSIM
OG0001014	LOC111604456|XP_023178302.1|DHYD	LOC6737768|XP_016031555.1|DSIM
OG0001015	LOC111603364|XP_023176681.2|DHYD	LOC6740055|XP_016038721.1|DSIM
OG0001015	LOC111603365|XP_023176682.2|DHYD	LOC6740057|XP_016038720.1|DSIM
OG0001016	LOC111598998|XP_023170276.2|DHYD, LOC111603195|XP_023176451.2|DHYD	LOC6729629|XP_002104937.1|DSIM, LOC6726263|XP_016039774.2|DSIM
OG0001018	LOC111598071|XP_023168873.2|DHYD	LOC6729299|XP_016035938.1|DSIM
OG0001019	LOC111603273|XP_023176554.2|DHYD	LOC6729814|XP_016036496.1|DSIM
OG0001020	LOC111593037|XP_023161372.1|DHYD	LOC6726527|XP_016040172.1|DSIM
OG0001021	LOC111602188|XP_023174916.1|DHYD	LOC6731254|XP_039149200.1|DSIM
OG0001022	LOC111595966|XP_023165710.1|DHYD	LOC6728676|XP_016035347.1|DSIM, LOC6739835|XP_002076729.1|DSIM
OG0001024	LOC111597763|XP_023168386.2|DHYD	LOC6729805|XP_016036493.1|DSIM
OG0001025	LOC111605185|XP_023179350.2|DHYD	LOC6737785|XP_002084613.1|DSIM
OG0001026	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD	LOC6733466|XP_016026418.1|DSIM
OG0001027	LOC111592330|XP_023160224.2|DHYD	LOC6738605|XP_016032449.1|DSIM
OG0001028	LOC111601190|XP_023173437.1|DHYD	LOC6732408|XP_002079529.1|DSIM
OG0001031	LOC111592072|XP_023159847.2|DHYD	LOC6733122|XP_039154575.1|DSIM
OG0001032	LOC111600874|XP_030079107.1|DHYD	LOC120285686|XP_039154277.1|DSIM, LOC6739262|XP_039154274.1|DSIM
OG0001033	LOC111592151|XP_023159966.2|DHYD	LOC6739164|XP_002085954.2|DSIM
OG0001034	LOC111595151|XP_030081314.1|DHYD	LOC6737979|XP_016031768.1|DSIM
OG0001035	LOC111598445|XP_023169455.1|DHYD	LOC27206759|XP_016040377.1|DSIM
OG0001035	LOC111598450|XP_023169475.2|DHYD	LOC6740335|XP_002077204.1|DSIM
OG0001036	LOC111596586|XP_023166632.2|DHYD	LOC6732487|XP_016025140.1|DSIM
OG0001036	LOC111601315|XP_023173608.2|DHYD	LOC6727620|XP_002102999.2|DSIM
OG0001037	LOC111597512|XP_023168049.2|DHYD	LOC120284754|XP_039149317.1|DSIM
OG0001038	LOC111602073|XP_023174765.1|DHYD	LOC6727377|XP_002102762.1|DSIM
OG0001042	LOC111601970|XP_023174611.1|DHYD	LOC6730281|XP_002105564.1|DSIM
OG0001043	LOC111601914|XP_023174529.2|DHYD	LOC6739856|XP_002076747.1|DSIM
OG0001044	LOC111604089|XP_023177752.2|DHYD	LOC6733419|XP_016026362.1|DSIM
OG0001045	LOC111602559|XP_023175483.1|DHYD	LOC6734564|XP_016027675.1|DSIM
OG0001046	LOC111597088|XP_023167391.1|DHYD	LOC6734962|XP_002081956.1|DSIM, LOC6734963|XP_002081957.1|DSIM
OG0001047	LOC111594070|XP_023162977.1|DHYD	LOC6734326|XP_002081349.1|DSIM
OG0001048	LOC111601279|XP_023173565.2|DHYD	LOC6735629|XP_016028996.1|DSIM
OG0001049	LOC111599655|XP_030079633.1|DHYD	LOC6736798|XP_016030444.1|DSIM
OG0001050	LOC111592440|XP_023160392.2|DHYD	LOC6738355|XP_039149609.1|DSIM
OG0001051	LOC111594721|XP_023163919.2|DHYD	LOC6731674|XP_002078814.1|DSIM
OG0001052	LOC111598952|XP_023170204.1|DHYD	LOC6731493|XP_016024173.1|DSIM
OG0001053	LOC111591852|XP_023163555.2|DHYD	LOC27208251|XP_039153337.1|DSIM
OG0001054	LOC111599985|XP_023171651.2|DHYD	LOC6729162|XP_002104483.1|DSIM
OG0001055	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD	LOC6728486|XP_016035124.1|DSIM, LOC6728485|XP_002103830.2|DSIM
OG0001056	LOC111596896|XP_023167150.1|DHYD	LOC6732650|XP_002079767.1|DSIM, LOC6726096|XP_002107078.1|DSIM
OG0001057	LOC111600362|XP_023172205.1|DHYD	LOC6731624|XP_016024306.1|DSIM
OG0001058	LOC111605028|XP_030079427.1|DHYD	LOC6725785|XP_016039091.1|DSIM
OG0001059	LOC111604425|XP_023178251.2|DHYD	LOC6738752|XP_039150322.1|DSIM
OG0001060	LOC111600260|XP_023172076.1|DHYD	LOC27208184|XP_016034361.1|DSIM
OG0001061	LOC111594432|XP_023163488.1|DHYD	LOC6728688|XP_002104024.2|DSIM, LOC6728687|XP_002104023.1|DSIM
OG0001062	LOC111595680|XP_023165286.2|DHYD	LOC6726893|XP_002102295.1|DSIM
OG0001063	LOC111593389|XP_030079437.1|DHYD	LOC6725811|XP_016039141.1|DSIM
OG0001064	LOC111598849|XP_030079334.1|DHYD	LOC6725776|XP_002106775.1|DSIM
OG0001064	LOC111594001|XP_023162864.2|DHYD	LOC6725380|XP_002106397.2|DSIM
OG0001065	LOC111605410|XP_023179680.2|DHYD	LOC6733789|XP_016026742.1|DSIM
OG0001066	LOC111593450|XP_023161974.2|DHYD	LOC6735222|XP_016028539.1|DSIM, LOC6730803|XP_016023223.1|DSIM, LOC6740243|XP_002077124.2|DSIM
OG0001067	LOC111593661|XP_023162318.1|DHYD	LOC6732479|XP_016025123.2|DSIM
