Orthogroup	DHYD.longest_only	DALB.longest_only
OG0000708	LOC111605158|XP_030079396.1|DHYD	LOC117568465|XP_034105038.1|DALB
OG0000709	LOC111601979|XP_023174628.2|DHYD	LOC117576075|XP_034116503.1|DALB
OG0000709	LOC111596813|XP_023166947.1|DHYD	LOC117567689|XP_034103708.1|DALB
OG0000710	LOC111602767|XP_023175798.1|DHYD	LOC117576461|XP_034117123.1|DALB
OG0000710	LOC111605361|XP_023179608.1|DHYD	LOC117566942|XP_034102465.1|DALB
OG0000711	LOC111597480|XP_023167999.1|DHYD	LOC117571032|XP_034108886.1|DALB
OG0000711	LOC111602032|XP_023174699.1|DHYD	LOC117575987|XP_034116783.1|DALB
OG0000712	LOC111602079|XP_023174779.1|DHYD	LOC117575191|XP_034115194.1|DALB
OG0000712	LOC111602078|XP_023174777.1|DHYD	LOC117575190|XP_034115193.1|DALB
OG0000713	LOC111594533|XP_023163638.2|DHYD	LOC117575947|XP_034116299.1|DALB
OG0000713	LOC111598556|XP_023169618.1|DHYD	LOC117573086|XP_034111870.1|DALB
OG0000714	LOC111603141|XP_023176384.2|DHYD	LOC117577929|XP_034118823.1|DALB
OG0000714	LOC111599537|XP_023170964.2|DHYD	LOC117570895|XP_034108689.1|DALB
OG0000715	LOC111603330|XP_023176632.2|DHYD	LOC117570535|XP_034108132.1|DALB
OG0000716	LOC111591885|XP_023159557.1|DHYD	LOC117569972|XP_034107243.1|DALB
OG0000716	LOC111604303|XP_023178102.1|DHYD	LOC117568974|XP_034105825.1|DALB
OG0000717	LOC111597527|XP_023168071.2|DHYD	LOC117566524|XP_034101955.1|DALB
OG0000718	LOC111597716|XP_023168327.1|DHYD	LOC117573107|XP_034111920.1|DALB
OG0000718	LOC111594402|XP_023163442.1|DHYD	LOC117573166|XP_034112022.1|DALB
OG0000719	LOC111598676|XP_023169803.2|DHYD	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB
OG0000719	LOC111597606|XP_023168175.2|DHYD	LOC117568699|XP_034105404.1|DALB
OG0000720	LOC111603291|XP_023176579.2|DHYD	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB
OG0000721	LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB
OG0000723	LOC111595726|XP_023165345.1|DHYD	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB
OG0000724	LOC111598361|XP_023169342.1|DHYD	LOC117569982|XP_034107254.1|DALB
OG0000724	LOC111597395|XP_023167839.1|DHYD	LOC117576001|XP_034116395.1|DALB
OG0000726	LOC111603439|XP_023176791.2|DHYD	LOC117575529|XP_034115668.1|DALB
OG0000726	LOC111603423|XP_023176776.2|DHYD	LOC117574905|XP_034114838.1|DALB
OG0000727	LOC111596208|XP_023166089.2|DHYD	LOC117576060|XP_034116485.1|DALB
OG0000728	LOC111603192|XP_023176446.1|DHYD	LOC117578224|XP_034119488.1|DALB
OG0000729	LOC111598295|XP_023169251.1|DHYD	LOC117574265|XP_034113893.1|DALB
OG0000729	LOC111598296|XP_023169252.1|DHYD	LOC117574266|XP_034113894.1|DALB
OG0000730	LOC111603318|XP_030079654.1|DHYD	LOC117570590|XP_034108225.1|DALB
OG0000730	LOC111596307|XP_030080540.1|DHYD	LOC117565891|XP_034101124.1|DALB
OG0000731	LOC111599468|XP_023170909.2|DHYD	LOC117572709|XP_034111657.1|DALB
OG0000731	LOC111597709|XP_023168317.2|DHYD	LOC117568865|XP_034105643.1|DALB
OG0000732	LOC111594874|XP_023164122.1|DHYD	LOC117569565|XP_034106675.1|DALB
OG0000732	LOC111594873|XP_023164119.1|DHYD	LOC117569564|XP_034106673.1|DALB
OG0000733	LOC111595239|XP_023164645.2|DHYD	LOC117576057|XP_034116480.1|DALB
OG0000733	LOC111601687|XP_023174161.1|DHYD	LOC117568400|XP_034104923.1|DALB
OG0000734	LOC111597535|XP_023168081.2|DHYD	LOC117572665|XP_034111555.1|DALB
OG0000735	LOC111593485|XP_023162014.1|DHYD	LOC117565984|XP_034101289.1|DALB
OG0000735	LOC111603872|XP_023177447.2|DHYD	LOC117565101|XP_034099950.1|DALB
OG0000736	LOC111603989|XP_030079038.1|DHYD	LOC117564655|XP_034099405.1|DALB
OG0000736	LOC111604008|XP_023177632.2|DHYD	LOC117564656|XP_034099406.1|DALB
OG0000737	LOC111597693|XP_023168296.1|DHYD	LOC117566900|XP_034102408.1|DALB
OG0000738	LOC111599329|XP_023170718.1|DHYD	LOC117564734|XP_034099512.1|DALB
OG0000738	LOC111603947|XP_023177545.2|DHYD	LOC117564431|XP_034099058.1|DALB
OG0000739	LOC111599568|XP_023171008.1|DHYD	LOC117573942|XP_034113360.1|DALB
OG0000739	LOC111599567|XP_023171005.1|DHYD	LOC117573943|XP_034113361.1|DALB
OG0000740	LOC111592038|XP_030081565.1|DHYD	LOC117575420|XP_034115495.1|DALB
OG0000741	LOC111595576|XP_030080375.1|DHYD	LOC117563847|XP_034098267.1|DALB, LOC117563848|XP_034098268.1|DALB
OG0000741	LOC111594076|XP_030080042.1|DHYD	LOC117563427|XP_034097655.1|DALB
OG0000742	LOC111593044|XP_023161381.2|DHYD	LOC117573481|XP_034112604.1|DALB
OG0000742	LOC111593026|XP_023161346.2|DHYD	LOC117575324|XP_034115374.1|DALB
OG0000743	LOC111595385|XP_023164852.2|DHYD	LOC117569820|XP_034107033.1|DALB
OG0000743	LOC111594398|XP_023163437.2|DHYD	LOC117571542|XP_034109626.1|DALB
OG0000744	LOC111600028|XP_023171711.2|DHYD, LOC115483369|XP_030080936.1|DHYD	LOC117571109|XP_034108983.1|DALB
OG0000744	LOC111596984|XP_023167236.2|DHYD	LOC117566807|XP_034102246.1|DALB
OG0000745	LOC111602121|XP_023174838.2|DHYD	LOC117569015|XP_034105894.1|DALB
OG0000745	LOC111593300|XP_023161750.2|DHYD	LOC117566607|XP_034102039.1|DALB
OG0000746	LOC111604126|XP_023177811.1|DHYD	LOC117568399|XP_034104922.1|DALB
OG0000747	LOC111592869|XP_023161084.2|DHYD	LOC117569971|XP_034107239.1|DALB
OG0000747	LOC111592871|XP_023161088.2|DHYD	LOC117569548|XP_034106647.1|DALB
OG0000748	LOC111596108|XP_023165938.2|DHYD	LOC117565221|XP_034100120.1|DALB
OG0000751	LOC111605245|XP_023179449.2|DHYD	LOC117566618|XP_034102050.1|DALB
OG0000751	LOC111605225|XP_023179421.2|DHYD	LOC117568406|XP_034104934.1|DALB
OG0000753	LOC111601406|XP_023173732.2|DHYD	LOC117576010|XP_034116408.1|DALB
OG0000753	LOC111600487|XP_023172382.2|DHYD	LOC117571892|XP_034110248.1|DALB
OG0000754	LOC111598326|XP_023169292.2|DHYD	LOC117573213|XP_034112120.1|DALB
OG0000754	LOC111600192|XP_023171969.2|DHYD	LOC117578190|XP_034119397.1|DALB
OG0000755	LOC111605480|XP_023179783.2|DHYD	LOC117575392|XP_034115459.1|DALB
OG0000755	LOC111605577|XP_023179949.2|DHYD	LOC117575391|XP_034115458.1|DALB
OG0000756	LOC111600842|XP_023172915.1|DHYD	LOC117574861|XP_034114767.1|DALB
OG0000757	LOC111594214|XP_023163181.1|DHYD	LOC117563515|XP_034097783.1|DALB
OG0000757	LOC111604493|XP_023178352.1|DHYD	LOC117572369|XP_034111027.1|DALB
OG0000758	LOC111604669|XP_023178599.2|DHYD	LOC117568793|XP_034105543.1|DALB
OG0000758	LOC111604667|XP_023178596.1|DHYD	LOC117568792|XP_034105540.1|DALB
OG0000759	LOC111596610|XP_023166657.2|DHYD	LOC117570747|XP_034108459.1|DALB
OG0000759	LOC111596613|XP_023166664.1|DHYD	LOC117569826|XP_034107041.1|DALB
OG0000760	LOC111604005|XP_023177633.2|DHYD	LOC117570110|XP_034107462.1|DALB
OG0000762	LOC111598979|XP_023170247.1|DHYD	LOC117564060|XP_034098574.1|DALB
OG0000762	LOC111599345|XP_023170743.2|DHYD	LOC117565606|XP_034100702.1|DALB
OG0000763	LOC111601599|XP_023174035.2|DHYD	LOC117564355|XP_034098961.1|DALB
OG0000763	LOC111601574|XP_023173998.2|DHYD	LOC117563779|XP_034098177.1|DALB
OG0000764	LOC111605326|XP_030080107.1|DHYD	LOC117578381|XP_034119710.1|DALB
OG0000765	LOC111592450|XP_023160403.1|DHYD	LOC117569387|XP_034106408.1|DALB
OG0000765	LOC111601888|XP_023174498.2|DHYD	LOC117576457|XP_034117121.1|DALB
OG0000766	LOC111593770|XP_023162558.2|DHYD	LOC117565562|XP_034100621.1|DALB
OG0000766	LOC111598124|XP_023168951.1|DHYD	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	LOC111603555|XP_023176956.2|DHYD	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB
OG0000767	LOC111605085|XP_023179189.2|DHYD	LOC117572334|XP_034110963.1|DALB
OG0000768	LOC111592326|XP_023160219.1|DHYD	LOC117571269|XP_034109223.1|DALB
OG0000769	LOC111602937|XP_030080831.1|DHYD	LOC117575653|XP_034115830.1|DALB
OG0000769	LOC111596866|XP_023167077.1|DHYD	LOC117569676|XP_034107211.1|DALB
OG0000771	LOC111601570|XP_023173987.1|DHYD	LOC117570925|XP_034108746.1|DALB
OG0000772	LOC111595620|XP_023165195.2|DHYD, LOC111601518|XP_023173892.1|DHYD	LOC117571008|XP_034108857.1|DALB
OG0000773	LOC111597518|XP_023168058.1|DHYD	LOC117570853|XP_034108623.1|DALB, LOC117577238|XP_034118118.1|DALB, LOC117571192|XP_034109122.1|DALB
OG0000774	LOC111600768|XP_023172815.2|DHYD, LOC111600749|XP_023172796.2|DHYD	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB
OG0000775	LOC111592126|XP_023159929.1|DHYD	LOC117567754|XP_034103833.1|DALB
OG0000775	LOC111604797|XP_023178785.1|DHYD, LOC115483368|XP_030080935.1|DHYD	LOC117568491|XP_034105071.1|DALB
OG0000778	LOC111598269|XP_023169214.2|DHYD	LOC117574403|XP_034114132.1|DALB
OG0000778	LOC111598537|XP_023169593.2|DHYD	LOC117573155|XP_034112004.1|DALB
OG0000779	LOC111603369|XP_023176688.1|DHYD	LOC117572674|XP_034111596.1|DALB
OG0000780	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	LOC111605606|XP_023179989.1|DHYD	LOC117563918|XP_034098379.1|DALB
OG0000781	LOC111597617|XP_023168184.2|DHYD	LOC117567871|XP_034104030.1|DALB
OG0000782	LOC111599810|XP_023171364.1|DHYD	LOC117572470|XP_034111208.1|DALB
OG0000782	LOC111596880|XP_023167097.1|DHYD	LOC117577755|XP_034118560.1|DALB
OG0000783	LOC111603539|XP_023176981.1|DHYD	LOC117577545|XP_034118266.1|DALB
OG0000784	LOC111605186|XP_023179351.2|DHYD	LOC117568520|XP_034105113.1|DALB
OG0000784	LOC111601828|XP_023174422.1|DHYD	LOC117577783|XP_034118599.1|DALB
OG0000785	LOC111599617|XP_023171077.2|DHYD	LOC117573608|XP_034112796.1|DALB
OG0000786	LOC111603492|XP_023176864.1|DHYD	LOC117576152|XP_034116613.1|DALB
OG0000787	LOC111605676|XP_023180110.2|DHYD	LOC117571502|XP_034109561.1|DALB
OG0000788	LOC111602901|XP_023176006.1|DHYD	LOC117571425|XP_034109455.1|DALB
OG0000789	LOC111602289|XP_023175057.2|DHYD	LOC117564469|XP_034099157.1|DALB
OG0000790	LOC111595996|XP_023165763.1|DHYD	LOC117565021|XP_034099856.1|DALB
OG0000790	LOC111595995|XP_023165760.1|DHYD	LOC117565505|XP_034100527.1|DALB
OG0000791	LOC111604253|XP_023178009.1|DHYD	LOC117574096|XP_034113625.1|DALB
OG0000792	LOC111595832|XP_023165507.2|DHYD	LOC117565572|XP_034100640.1|DALB
OG0000793	LOC111596696|XP_023166780.1|DHYD	LOC117576167|XP_034116638.1|DALB
OG0000794	LOC111593988|XP_023162847.2|DHYD	LOC117577528|XP_034118257.1|DALB
OG0000795	LOC111604041|XP_023177664.1|DHYD	LOC117565826|XP_034101029.1|DALB
OG0000795	LOC111598502|XP_023169536.2|DHYD	LOC117574662|XP_034114458.1|DALB
OG0000796	LOC111602793|XP_023175834.1|DHYD	LOC117574816|XP_034114675.1|DALB
OG0000796	LOC111598156|XP_023169009.1|DHYD	LOC117568855|XP_034105629.1|DALB
OG0000797	LOC111603429|XP_023176782.1|DHYD	LOC117576924|XP_034117958.1|DALB
OG0000798	LOC111599738|XP_023171266.1|DHYD	LOC117570303|XP_034107719.1|DALB
OG0000798	LOC111599668|XP_023171141.2|DHYD	LOC117568150|XP_034104449.1|DALB
OG0000799	LOC111602034|XP_023174701.1|DHYD	LOC117564754|XP_034099539.1|DALB
OG0000800	LOC111592310|XP_023160185.1|DHYD	LOC117570358|XP_034107820.1|DALB
OG0000800	LOC111592307|XP_023160183.1|DHYD	LOC117567864|XP_034104018.1|DALB
OG0000800	LOC111592306|XP_023160181.2|DHYD	LOC117567863|XP_034104017.1|DALB
OG0000801	LOC111593229|XP_023161653.1|DHYD	LOC117570288|XP_034107699.1|DALB
OG0000802	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD	LOC117577880|XP_034118750.1|DALB
OG0000803	LOC111597531|XP_023168076.1|DHYD	LOC117568135|XP_034104434.1|DALB
OG0000804	LOC111597973|XP_023168715.1|DHYD	LOC117566768|XP_034102202.1|DALB
OG0000805	LOC111599324|XP_023170709.1|DHYD	LOC117565329|XP_034100266.1|DALB
OG0000806	LOC115482948|XP_030079241.1|DHYD	LOC117564430|XP_034099056.1|DALB
OG0000807	LOC111596264|XP_023166168.1|DHYD, LOC111601765|XP_023174273.2|DHYD	LOC117564857|XP_034099685.1|DALB
OG0000808	LOC111597397|XP_023167842.2|DHYD	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB
OG0000810	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD	LOC117566663|XP_034102099.1|DALB
OG0000811	LOC111598739|XP_023169906.2|DHYD	LOC117574484|XP_034114213.1|DALB
OG0000811	LOC111605280|XP_023179492.2|DHYD	LOC117566860|XP_034102345.1|DALB
OG0000812	LOC111600182|XP_023171953.1|DHYD	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB
OG0000813	LOC111605203|XP_023179383.1|DHYD	LOC117571344|XP_034109343.1|DALB
OG0000813	LOC111599215|XP_030080392.1|DHYD	LOC117566222|XP_034101658.1|DALB
OG0000814	LOC111594183|XP_023163134.1|DHYD	LOC117564229|XP_034098812.1|DALB
OG0000815	LOC111599074|XP_023170372.2|DHYD	LOC117563814|XP_034098238.1|DALB
OG0000816	LOC111602802|XP_023175862.2|DHYD	LOC117576460|XP_034117122.1|DALB
OG0000817	LOC111600289|XP_023172109.1|DHYD	LOC117576120|XP_034116569.1|DALB
OG0000817	LOC111600290|XP_023172110.2|DHYD	LOC117574846|XP_034114734.1|DALB
OG0000818	LOC111593432|XP_023161946.2|DHYD	LOC117577975|XP_034118947.1|DALB
OG0000818	LOC111594237|XP_023163213.1|DHYD, LOC111594241|XP_030080265.1|DHYD	LOC117563856|XP_034098280.1|DALB
OG0000819	LOC111602423|XP_030079873.1|DHYD	LOC117569146|XP_034106098.1|DALB
OG0000819	LOC111602412|XP_023175211.1|DHYD	LOC117577966|XP_034118909.1|DALB
OG0000820	LOC111601041|XP_023173262.1|DHYD	LOC117578329|XP_034119683.1|DALB
OG0000820	LOC111600099|XP_023171828.1|DHYD	LOC117569058|XP_034105962.1|DALB
OG0000821	LOC111595515|XP_023165063.1|DHYD	LOC117570756|XP_034108470.1|DALB
OG0000822	LOC111599008|XP_023170290.1|DHYD	LOC117564603|XP_034099350.1|DALB
OG0000824	LOC111599066|XP_023170355.1|DHYD	LOC117565859|XP_034101085.1|DALB
OG0000825	LOC111605187|XP_023179353.2|DHYD	LOC117572490|XP_034111232.1|DALB
OG0000825	LOC111601197|XP_023173452.2|DHYD	LOC117565009|XP_034099844.1|DALB
OG0000826	LOC115482816|XP_030078840.1|DHYD, LOC111600577|XP_030082032.1|DHYD	LOC117567653|XP_034103656.1|DALB
OG0000828	LOC111601490|XP_023173845.2|DHYD	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB
OG0000829	LOC111604542|XP_023178408.1|DHYD	LOC117566538|XP_034101970.1|DALB
OG0000830	LOC111593439|XP_023161958.2|DHYD	LOC117577972|XP_034118944.1|DALB
OG0000831	LOC111594304|XP_023163310.2|DHYD	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB
OG0000832	LOC111594011|XP_023162876.1|DHYD	LOC117571986|XP_034110385.1|DALB
OG0000833	LOC111592289|XP_023160160.2|DHYD	LOC117572217|XP_034110784.1|DALB
OG0000834	LOC111597802|XP_023168455.1|DHYD	LOC117575087|XP_034115075.1|DALB
OG0000835	LOC111597622|XP_030081813.1|DHYD	LOC117567566|XP_034103517.1|DALB
OG0000836	LOC111603869|XP_023177444.1|DHYD	LOC117563664|XP_034097971.1|DALB
OG0000837	LOC111604060|XP_023177694.1|DHYD	LOC117571457|XP_034109499.1|DALB
OG0000838	LOC111605537|XP_023179868.1|DHYD	LOC117564192|XP_034098757.1|DALB
OG0000839	LOC111604820|XP_023178810.2|DHYD	LOC117575398|XP_034115464.1|DALB
OG0000839	LOC111601448|XP_023173792.2|DHYD	LOC117575446|XP_034115547.1|DALB
OG0000840	LOC111593987|XP_023162845.1|DHYD	LOC117573869|XP_034113240.1|DALB
OG0000841	LOC111598873|XP_023170097.2|DHYD	LOC117575081|XP_034115067.1|DALB
OG0000841	LOC111598493|XP_023169523.2|DHYD	LOC117574907|XP_034114841.1|DALB
OG0000843	LOC111600100|XP_030081241.1|DHYD	LOC117567698|XP_034103720.1|DALB
OG0000844	LOC111603601|XP_023177028.1|DHYD	LOC117575495|XP_034115629.1|DALB
OG0000845	LOC111602427|XP_023175234.2|DHYD	LOC117573836|XP_034113582.1|DALB
OG0000846	LOC111599445|XP_023170868.2|DHYD	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB
OG0000847	LOC111605732|XP_030080949.1|DHYD	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB
OG0000847	LOC111593852|XP_023162666.2|DHYD	LOC117568790|XP_034105520.1|DALB
OG0000848	LOC111595439|XP_023164932.2|DHYD	LOC117566163|XP_034101553.1|DALB
OG0000848	LOC111603729|XP_023177211.2|DHYD	LOC117563377|XP_034097571.1|DALB
OG0000849	LOC111599451|XP_023170876.2|DHYD	LOC117565268|XP_034100184.1|DALB
OG0000849	LOC111599050|XP_023170336.1|DHYD	LOC117565869|XP_034101097.1|DALB
OG0000850	LOC111604169|XP_023177878.2|DHYD	LOC117566587|XP_034102019.1|DALB
OG0000850	LOC111600157|XP_030080976.1|DHYD	LOC117571257|XP_034109209.1|DALB
OG0000851	LOC111601248|XP_023173515.2|DHYD, LOC111601226|XP_023173491.2|DHYD	LOC117569866|XP_034107091.1|DALB
OG0000851	LOC111601278|XP_023173563.2|DHYD	LOC117569900|XP_034107133.1|DALB
OG0000852	LOC111604168|XP_023177874.2|DHYD	LOC117571313|XP_034109283.1|DALB
OG0000852	LOC111604167|XP_023177873.2|DHYD	LOC117571314|XP_034109284.1|DALB
OG0000854	LOC111596711|XP_023166799.1|DHYD	LOC117564351|XP_034098960.1|DALB
OG0000855	LOC111596692|XP_023167190.1|DHYD	LOC117563386|XP_034097604.1|DALB
OG0000856	LOC111605741|XP_030078605.1|DHYD	LOC117569733|XP_034106900.1|DALB
OG0000857	LOC111600183|XP_023171956.2|DHYD	LOC117577736|XP_034118534.1|DALB
OG0000858	LOC111594489|XP_023163566.2|DHYD	LOC117574039|XP_034113530.1|DALB
OG0000860	LOC111591932|XP_023159631.2|DHYD	LOC117571603|XP_034109711.1|DALB
OG0000861	LOC111593891|XP_023162726.2|DHYD	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB
OG0000862	LOC111597955|XP_023168687.1|DHYD	LOC117571590|XP_034109697.1|DALB
OG0000863	LOC111603621|XP_023177059.2|DHYD	LOC117575971|XP_034116341.1|DALB
OG0000863	LOC111593340|XP_023161819.2|DHYD	LOC117575838|XP_034116136.1|DALB
OG0000863	LOC111594125|XP_023163055.1|DHYD	LOC117570619|XP_034108272.1|DALB
OG0000864	LOC111593452|XP_023161977.2|DHYD	LOC117570321|XP_034107757.1|DALB
OG0000865	LOC115482964|XP_030079343.1|DHYD, LOC111598443|XP_023169452.2|DHYD	LOC117571186|XP_034109118.1|DALB
OG0000865	LOC111603467|XP_023176824.2|DHYD	LOC117575252|XP_034115276.1|DALB
OG0000866	LOC111595850|XP_023165528.2|DHYD	LOC117564052|XP_034098561.1|DALB
OG0000867	LOC111598972|XP_023170234.2|DHYD	LOC117563227|XP_034097321.1|DALB
OG0000867	LOC111594407|XP_023163451.1|DHYD	LOC117563463|XP_034097706.1|DALB
OG0000868	LOC111604964|XP_023179016.1|DHYD	LOC117571006|XP_034108856.1|DALB
OG0000869	LOC111603414|XP_023176764.2|DHYD, LOC111603419|XP_023176769.1|DHYD, LOC111603417|XP_023176766.1|DHYD, LOC111603430|XP_023176783.2|DHYD	LOC117576005|XP_034116400.1|DALB, LOC117576003|XP_034116398.1|DALB
OG0000869	LOC111603418|XP_023176768.2|DHYD	LOC117575920|XP_034116264.1|DALB
OG0000871	LOC111595570|XP_023165135.1|DHYD	LOC117568338|XP_034104814.1|DALB
OG0000872	LOC111595960|XP_023165700.1|DHYD	LOC117570794|XP_034108544.1|DALB
OG0000872	LOC111600085|XP_023171792.1|DHYD	LOC117569913|XP_034107147.1|DALB
OG0000873	LOC111600930|XP_030078651.1|DHYD	LOC117572458|XP_034111183.1|DALB
OG0000874	LOC111593252|XP_023161684.2|DHYD	LOC117567168|XP_034102873.1|DALB
OG0000875	LOC111601340|XP_023173637.1|DHYD	LOC117574384|XP_034114108.1|DALB
OG0000875	LOC111598850|XP_023170053.1|DHYD	LOC117566684|XP_034102125.1|DALB
OG0000875	LOC111592327|XP_023160220.1|DHYD	LOC117569159|XP_034106114.1|DALB
OG0000877	LOC111605101|XP_023179211.2|DHYD	LOC117567651|XP_034103654.1|DALB
OG0000877	LOC111602818|XP_023175889.1|DHYD	LOC117577654|XP_034118432.1|DALB
OG0000878	LOC111595054|XP_023164359.2|DHYD	LOC117569782|XP_034106974.1|DALB
OG0000878	LOC115483321|XP_030080565.1|DHYD, LOC111598943|XP_023170189.2|DHYD	LOC117565388|XP_034100359.1|DALB
OG0000879	LOC111592199|XP_023160036.1|DHYD	LOC117567924|XP_034104100.1|DALB
OG0000880	LOC111594902|XP_023164155.1|DHYD	LOC117578164|XP_034119332.1|DALB
OG0000880	LOC111597579|XP_023168145.2|DHYD	LOC117571659|XP_034109788.1|DALB
OG0000881	LOC111592964|XP_023161224.1|DHYD	LOC117568171|XP_034104495.1|DALB
OG0000882	LOC111596542|XP_023166582.1|DHYD	LOC117577749|XP_034118552.1|DALB
OG0000884	LOC111597524|XP_023168070.2|DHYD	LOC117576785|XP_034117731.1|DALB
OG0000885	LOC111601408|XP_023173734.1|DHYD	LOC117574622|XP_034114401.1|DALB
OG0000886	LOC111596693|XP_023166782.1|DHYD	LOC117575750|XP_034115999.1|DALB
OG0000886	LOC111596703|XP_023166793.1|DHYD	LOC117575749|XP_034115998.1|DALB
OG0000887	LOC111593634|XP_023162274.2|DHYD	LOC117570999|XP_034108842.1|DALB
OG0000888	LOC111596521|XP_030081178.1|DHYD	LOC117572637|XP_034111495.1|DALB, LOC117572636|XP_034111489.1|DALB
OG0000889	LOC111597555|XP_023168120.1|DHYD	LOC117568569|XP_034105189.1|DALB
OG0000890	LOC111604129|XP_023177817.2|DHYD	LOC117569594|XP_034106716.1|DALB
OG0000891	LOC111601133|XP_023173368.1|DHYD	LOC117564662|XP_034099415.1|DALB
OG0000892	LOC111605703|XP_023180149.1|DHYD	LOC117568130|XP_034104428.1|DALB
OG0000893	LOC111603400|XP_030081730.1|DHYD	LOC117576917|XP_034117949.1|DALB
OG0000894	LOC111592386|XP_023160329.2|DHYD	LOC117575006|XP_034114974.1|DALB
OG0000894	LOC111603565|XP_023176979.1|DHYD	LOC117573664|XP_034112883.1|DALB
OG0000895	LOC111600689|XP_023172710.2|DHYD	LOC117569175|XP_034106135.1|DALB
OG0000895	LOC111600695|XP_023172717.2|DHYD	LOC117566582|XP_034102015.1|DALB
OG0000896	LOC111602033|XP_030079545.1|DHYD	LOC117564767|XP_034099560.1|DALB
OG0000897	LOC111595175|XP_023164523.1|DHYD	LOC117574931|XP_034114871.1|DALB
OG0000897	LOC111595176|XP_023164524.2|DHYD	LOC117575471|XP_034115579.1|DALB
OG0000898	LOC111595631|XP_023165208.2|DHYD	LOC117567227|XP_034102949.1|DALB
OG0000898	LOC111593552|XP_023162174.2|DHYD	LOC117570101|XP_034107448.1|DALB
OG0000899	LOC111605430|XP_023179707.2|DHYD	LOC117575903|XP_034116239.1|DALB
OG0000900	LOC111599981|XP_023171644.2|DHYD	LOC117566584|XP_034102017.1|DALB
OG0000900	LOC111599980|XP_023171643.2|DHYD	LOC117569985|XP_034107255.1|DALB
OG0000901	LOC111597133|XP_023167461.2|DHYD	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB
OG0000902	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD	LOC117569181|XP_034106144.1|DALB
OG0000902	LOC111605139|XP_023179286.1|DHYD	LOC117578119|XP_034119194.1|DALB
OG0000903	LOC111592755|XP_023160924.1|DHYD	LOC117572139|XP_034110669.1|DALB
OG0000904	LOC111601681|XP_023174153.2|DHYD	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB
OG0000906	LOC111605257|XP_023179463.2|DHYD, LOC111605278|XP_023179490.2|DHYD	LOC117569193|XP_034106152.1|DALB
OG0000906	LOC111605275|XP_023179487.2|DHYD	LOC117569191|XP_034106151.1|DALB
OG0000907	LOC111600102|XP_023171831.1|DHYD	LOC117567700|XP_034103722.1|DALB
OG0000909	LOC111602822|XP_023175898.1|DHYD	LOC117575793|XP_034116060.1|DALB
OG0000910	LOC111601296|XP_023173576.1|DHYD	LOC117577734|XP_034118532.1|DALB
OG0000911	LOC111595624|XP_023165202.1|DHYD	LOC117569329|XP_034106350.1|DALB
OG0000912	LOC111593528|XP_023162089.1|DHYD	LOC117571931|XP_034110310.1|DALB
OG0000913	LOC111595095|XP_023164428.2|DHYD	LOC117567402|XP_034103252.1|DALB
OG0000915	LOC111600704|XP_023172729.2|DHYD	LOC117568462|XP_034105030.1|DALB
OG0000916	LOC111596228|XP_030080351.1|DHYD	LOC117565140|XP_034100003.1|DALB
OG0000917	LOC111598523|XP_030081590.1|DHYD	LOC117573932|XP_034113348.1|DALB
OG0000917	LOC111599399|XP_030079268.1|DHYD	LOC117566187|XP_034101596.1|DALB
