Orthogroup	DHYD.longest_only	DSEC.longest_only
OG0002083	LOC111602435|XP_023175259.2|DHYD	LOC6616148|XP_032582168.1|DSEC
OG0002084	LOC111593219|XP_023161642.2|DHYD	LOC6615693|XP_002040064.1|DSEC
OG0002085	LOC115483430|XP_030081257.1|DHYD, LOC111595252|XP_023164665.2|DHYD, LOC115483434|XP_030081261.1|DHYD	LOC6615519|XP_002039898.1|DSEC
OG0002086	LOC111593240|XP_023161664.2|DHYD	LOC6615411|XP_032571811.1|DSEC
OG0002087	LOC111604426|XP_023178254.2|DHYD	LOC6619416|XP_032575643.1|DSEC
OG0002088	LOC111605691|XP_023180131.2|DHYD	LOC6616326|XP_032575826.1|DSEC
OG0002089	LOC111598009|XP_023168772.1|DHYD	LOC6608226|XP_002032970.1|DSEC
OG0002090	LOC111594926|XP_023164188.2|DHYD, LOC111594915|XP_023164170.2|DHYD	LOC6605535|XP_002030363.1|DSEC
OG0002091	LOC111599671|XP_023171144.1|DHYD	LOC116800502|XP_032571760.1|DSEC
OG0002092	LOC111604699|XP_023178637.2|DHYD	LOC6605959|XP_032573825.1|DSEC
OG0002093	LOC111597001|XP_023167270.2|DHYD	LOC6615484|XP_032572612.1|DSEC
OG0002094	LOC111600142|XP_023171886.1|DHYD	LOC6615793|XP_002040163.1|DSEC
OG0002095	LOC111598161|XP_023169018.1|DHYD	LOC6611778|XP_002036301.1|DSEC, LOC6615027|XP_002039444.1|DSEC
OG0002096	LOC111597944|XP_023168668.2|DHYD	LOC6609154|XP_032570527.1|DSEC
OG0002097	LOC111592166|XP_023159987.2|DHYD	LOC6608379|XP_002033115.2|DSEC
OG0002098	LOC111592343|XP_023160240.1|DHYD	LOC6616480|XP_032575949.1|DSEC
OG0002099	LOC111602768|XP_023175799.2|DHYD	LOC6607273|XP_002032052.1|DSEC
OG0002100	LOC111595088|XP_023164412.1|DHYD	LOC6605780|XP_002030595.1|DSEC
OG0002101	LOC111596377|XP_030081919.1|DHYD	LOC6608169|XP_032572796.1|DSEC
OG0002102	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD	LOC6610060|XP_032572505.1|DSEC
OG0002103	LOC111602735|XP_023175755.2|DHYD	LOC6607280|XP_002032059.2|DSEC
OG0002106	LOC111603585|XP_023177008.2|DHYD	LOC6607267|XP_002032046.1|DSEC
OG0002107	LOC111600761|XP_023172811.1|DHYD	LOC6612056|XP_002036573.1|DSEC
OG0002108	LOC111601439|XP_023173783.2|DHYD	LOC6616759|XP_002041096.1|DSEC
OG0002109	LOC111598608|XP_023169710.2|DHYD	LOC6612969|XP_002037460.1|DSEC, LOC6612970|XP_032577671.1|DSEC
OG0002111	LOC111600331|XP_023172162.2|DHYD	LOC6611752|XP_002036275.1|DSEC, LOC6611753|XP_002036276.1|DSEC
OG0002112	LOC111596093|XP_023165922.2|DHYD	LOC6612163|XP_002036680.1|DSEC
OG0002113	LOC111601436|XP_023173780.2|DHYD	LOC6616735|XP_002041072.1|DSEC, LOC6616734|XP_002041071.1|DSEC
OG0002115	LOC111597680|XP_023168277.2|DHYD	LOC116800602|XP_032572341.1|DSEC, LOC6609284|XP_002033974.2|DSEC
OG0002116	LOC111593785|XP_023162571.2|DHYD	LOC6614770|XP_032582938.1|DSEC, LOC6610321|XP_002034908.2|DSEC
OG0002117	LOC111603158|XP_023176403.2|DHYD	LOC6609947|XP_002034593.1|DSEC
OG0002118	LOC111598510|XP_023169551.2|DHYD	LOC6612993|XP_032574744.1|DSEC
OG0002119	LOC111598810|XP_023170002.2|DHYD	LOC6619632|XP_032578678.1|DSEC
OG0002120	LOC111597697|XP_030081712.1|DHYD	LOC6620111|XP_032579756.1|DSEC
OG0002121	LOC111595229|XP_023164628.2|DHYD	LOC6612679|XP_032579272.1|DSEC
OG0002123	LOC111592897|XP_023161107.2|DHYD	LOC6611577|XP_032582853.1|DSEC
OG0002124	LOC111603221|XP_030079309.1|DHYD	LOC6614860|XP_032581802.1|DSEC
OG0002125	LOC111602547|XP_023175462.2|DHYD	LOC6609237|XP_032570971.1|DSEC
OG0002126	LOC111605701|XP_023180144.2|DHYD	LOC6616358|XP_002040718.1|DSEC
OG0002127	LOC111596563|XP_023166605.2|DHYD	LOC6618092|XP_002042390.1|DSEC
OG0002128	LOC111603227|XP_030079290.1|DHYD	LOC6614878|XP_032582632.1|DSEC
OG0002129	LOC111604250|XP_023178004.2|DHYD	LOC6613720|XP_032576623.1|DSEC
OG0002130	LOC111605070|XP_023179173.2|DHYD	LOC6616002|XP_002040368.1|DSEC
OG0002131	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD	LOC6616618|XP_002040976.1|DSEC
OG0002132	LOC111603890|XP_023177475.1|DHYD	LOC6611923|XP_002036440.1|DSEC
OG0002133	LOC111602405|XP_023175198.1|DHYD	LOC6618591|XP_002042850.1|DSEC
OG0002134	LOC111593428|XP_023161940.1|DHYD	LOC6618111|XP_032580272.1|DSEC
OG0002135	LOC111597246|XP_023167612.1|DHYD	LOC6620156|XP_032580347.1|DSEC
OG0002136	LOC111597842|XP_023168516.2|DHYD	LOC6612774|XP_002037275.1|DSEC
OG0002137	LOC111602704|XP_023175707.1|DHYD	LOC6607661|XP_032576827.1|DSEC
OG0002138	LOC111602851|XP_023175932.1|DHYD	LOC6614802|XP_002039221.1|DSEC
OG0002139	LOC111596324|XP_030079962.1|DHYD	LOC6612550|XP_032582674.1|DSEC
OG0002140	LOC111603132|XP_023176374.2|DHYD	LOC6619769|XP_002043982.1|DSEC
OG0002141	LOC111600803|XP_023172861.1|DHYD	LOC6620125|XP_002044339.1|DSEC
OG0002142	LOC111601983|XP_023174635.1|DHYD	LOC6613822|XP_002038291.1|DSEC
OG0002143	LOC111599471|XP_023170910.2|DHYD	LOC6617348|XP_032575734.1|DSEC
OG0002144	LOC111595890|XP_023165587.2|DHYD	LOC6620121|XP_032579964.1|DSEC
OG0002145	LOC111601449|XP_023173794.1|DHYD	LOC6619295|XP_032577870.1|DSEC
OG0002146	LOC111605592|XP_023179964.1|DHYD	LOC6613824|XP_002038293.1|DSEC
OG0002147	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD	LOC6617571|XP_032580065.1|DSEC
OG0002148	LOC111598080|XP_023168894.2|DHYD	LOC6610626|XP_002035193.1|DSEC
OG0002149	LOC111597923|XP_030081705.1|DHYD	LOC6620102|XP_002044311.1|DSEC
OG0002150	LOC111598117|XP_023168939.1|DHYD	LOC6619596|XP_002043811.1|DSEC
OG0002151	LOC111592672|XP_023160804.1|DHYD	LOC6612006|XP_032577978.1|DSEC
OG0002152	LOC111592937|XP_030080725.1|DHYD	LOC6613755|XP_032578421.1|DSEC
OG0002153	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD	LOC6612721|XP_002037224.1|DSEC
OG0002154	LOC111605112|XP_023179231.1|DHYD	LOC6616003|XP_002040369.1|DSEC
OG0002155	LOC111602000|XP_023174657.1|DHYD	LOC6612916|XP_032578737.1|DSEC
OG0002156	LOC111595337|XP_023164777.2|DHYD	LOC6616591|XP_032574499.1|DSEC
OG0002157	LOC115483332|XP_030080650.1|DHYD	LOC6606569|XP_032576688.1|DSEC
OG0002158	LOC111603527|XP_023176931.2|DHYD	LOC6609823|XP_002034477.1|DSEC
OG0002159	LOC111603840|XP_023177377.1|DHYD	LOC6615705|XP_002040076.1|DSEC
OG0002160	LOC111601511|XP_023173874.2|DHYD	LOC6614336|XP_002038775.1|DSEC
OG0002161	LOC111595976|XP_023165725.1|DHYD	LOC6620706|XP_002044904.1|DSEC
OG0002162	LOC111601799|XP_023174344.2|DHYD	LOC6606978|XP_002031770.2|DSEC
OG0002163	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD	LOC6612365|XP_002036874.1|DSEC
OG0002164	LOC111603016|XP_023176207.1|DHYD	LOC116803370|XP_032583007.1|DSEC, LOC6616943|XP_032577307.1|DSEC
OG0002165	LOC111595924|XP_023165645.2|DHYD	LOC6614449|XP_002038882.1|DSEC
OG0002166	LOC111592913|XP_023161130.1|DHYD	LOC6617784|XP_002042096.1|DSEC
OG0002167	LOC111597987|XP_023168733.1|DHYD	LOC6609903|XP_002034553.1|DSEC
OG0002168	LOC111600075|XP_023171780.2|DHYD	LOC6615784|XP_002040154.1|DSEC
OG0002169	LOC111598675|XP_023169802.2|DHYD	LOC6605092|XP_002029933.1|DSEC
OG0002170	LOC111594140|XP_030080182.1|DHYD	LOC6620288|XP_032579830.1|DSEC
OG0002171	LOC111602739|XP_023175758.1|DHYD	LOC6607664|XP_002032429.1|DSEC
OG0002172	LOC111599589|XP_023171034.1|DHYD	LOC6607540|XP_002032309.1|DSEC
OG0002173	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD	LOC6612077|XP_002036594.1|DSEC
OG0002174	LOC111601452|XP_023173797.2|DHYD	LOC6606392|XP_002031197.1|DSEC
OG0002175	LOC111601453|XP_023173798.1|DHYD	LOC6606393|XP_002031198.1|DSEC
OG0002176	LOC111601502|XP_023173864.1|DHYD	LOC6620509|XP_002044714.1|DSEC
OG0002177	LOC111598604|XP_023169694.1|DHYD	LOC6616860|XP_002041196.1|DSEC
OG0002178	LOC111598226|XP_023169153.2|DHYD	LOC6617142|XP_032576591.1|DSEC
OG0002179	LOC111601350|XP_023173650.2|DHYD	LOC6619672|XP_032578032.1|DSEC
OG0002180	LOC111603233|XP_023176505.2|DHYD	LOC6612854|XP_002037346.1|DSEC
OG0002181	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD	LOC6617463|XP_002041780.1|DSEC
OG0002182	LOC111594612|XP_023163763.2|DHYD	LOC6614317|XP_032579165.1|DSEC
OG0002183	LOC111597978|XP_023168721.1|DHYD	LOC6609915|XP_002034565.1|DSEC
OG0002184	LOC111593245|XP_023161667.1|DHYD	LOC6606436|XP_002031240.1|DSEC
OG0002185	LOC111594967|XP_023164234.2|DHYD	LOC6606268|XP_032577500.1|DSEC
OG0002186	LOC111602295|XP_023175064.2|DHYD	LOC6613565|XP_002038033.1|DSEC
OG0002187	LOC111599876|XP_023171462.1|DHYD	LOC6607443|XP_002032212.1|DSEC
OG0002188	LOC111600103|XP_023171832.1|DHYD	LOC6613002|XP_032571527.1|DSEC
OG0002189	LOC111600826|XP_023172898.1|DHYD	LOC116801123|XP_032574754.1|DSEC
OG0002190	LOC111598274|XP_023169219.1|DHYD	LOC6607652|XP_032576972.1|DSEC
OG0002191	LOC111605711|XP_023180165.2|DHYD	LOC6616352|XP_002040712.1|DSEC
OG0002192	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD	LOC6618327|XP_032574018.1|DSEC
OG0002193	LOC111601798|XP_023174343.2|DHYD	LOC6606958|XP_002031751.2|DSEC
OG0002194	LOC111603488|XP_023176854.1|DHYD	LOC6618686|XP_002042944.1|DSEC
OG0002195	LOC111596485|XP_023166514.2|DHYD	LOC6607679|XP_002032444.1|DSEC
OG0002196	LOC111601347|XP_023173647.1|DHYD	LOC6606925|XP_002031719.1|DSEC
OG0002197	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD	LOC6610135|XP_002034744.1|DSEC
OG0002198	LOC111602795|XP_023175837.2|DHYD	LOC6614298|XP_032579373.1|DSEC
OG0002199	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD	LOC6607298|XP_002032077.1|DSEC
OG0002200	LOC111600866|XP_023172956.1|DHYD	LOC6617539|XP_002041854.1|DSEC
OG0002202	LOC111594506|XP_023163587.2|DHYD	LOC6606480|XP_032578003.1|DSEC
OG0002203	LOC111597067|XP_023167365.2|DHYD	LOC6606390|XP_032576154.1|DSEC
OG0002204	LOC111598811|XP_023170003.1|DHYD	LOC6619631|XP_002043846.1|DSEC
OG0002205	LOC111603304|XP_023176597.1|DHYD	LOC6621776|XP_002045866.1|DSEC
OG0002206	LOC111603502|XP_023176877.2|DHYD	LOC6607476|XP_002032245.1|DSEC
OG0002207	LOC111595898|XP_023165610.2|DHYD	LOC6618769|XP_002043027.2|DSEC
OG0002208	LOC111595362|XP_023164819.2|DHYD	LOC6618765|XP_002043023.1|DSEC
OG0002209	LOC111596470|XP_023166490.2|DHYD	LOC6612262|XP_002036773.2|DSEC
OG0002210	LOC111595687|XP_030080629.1|DHYD	LOC6614038|XP_032577629.1|DSEC
OG0002211	LOC111605521|XP_023179850.1|DHYD	LOC6606542|XP_032576434.1|DSEC
OG0002212	LOC111604273|XP_023178039.2|DHYD	LOC6620514|XP_002044718.2|DSEC
OG0002213	LOC111600825|XP_023172897.1|DHYD	LOC6614141|XP_002038594.1|DSEC
OG0002214	LOC111605460|XP_023179745.2|DHYD	LOC6607324|XP_032577318.1|DSEC
OG0002215	LOC111602008|XP_023174666.2|DHYD	LOC6606350|XP_032578666.1|DSEC
OG0002216	LOC111597048|XP_030082026.1|DHYD	LOC6612717|XP_002037220.1|DSEC
OG0002217	LOC111595685|XP_023165294.2|DHYD	LOC6606368|XP_032579310.1|DSEC
OG0002218	LOC111596820|XP_023166955.2|DHYD	LOC6620490|XP_032582303.1|DSEC, LOC6620494|XP_032582301.1|DSEC, LOC116801949|XP_032580026.1|DSEC
OG0002219	LOC111605547|XP_023179877.2|DHYD	LOC6606527|XP_002031328.1|DSEC
OG0002220	LOC111605498|XP_023179816.2|DHYD	LOC6606526|XP_032577419.1|DSEC
OG0002221	LOC111595656|XP_023165247.2|DHYD	LOC6605068|XP_002029909.2|DSEC
OG0002222	LOC111604082|XP_023177734.1|DHYD	LOC6618833|XP_002043082.1|DSEC
OG0002224	LOC111604174|XP_030081415.1|DHYD	LOC6608027|XP_032572855.1|DSEC
OG0002225	LOC111603070|XP_023176296.2|DHYD	LOC6611170|XP_032574632.1|DSEC
OG0002226	LOC111597645|XP_023168219.1|DHYD	LOC6607872|XP_002032626.1|DSEC
OG0002227	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD	LOC6608495|XP_032572593.1|DSEC
OG0002228	LOC111594154|XP_023163103.1|DHYD	LOC6608144|XP_002032890.1|DSEC
OG0002229	LOC111593896|XP_023162733.2|DHYD	LOC6618849|XP_002043098.2|DSEC
OG0002230	LOC111605264|XP_023179470.2|DHYD	LOC6608896|XP_002033610.1|DSEC
OG0002231	LOC111593798|XP_023162587.2|DHYD	LOC6607974|XP_002032722.1|DSEC
OG0002232	LOC111593327|XP_023161807.1|DHYD	LOC6615284|XP_002039688.1|DSEC
OG0002233	LOC111598706|XP_023169859.1|DHYD	LOC6605448|XP_032575274.1|DSEC
OG0002235	LOC111593755|XP_030081275.1|DHYD	LOC6615515|XP_032570923.1|DSEC
OG0002236	LOC111600106|XP_023171836.1|DHYD	LOC6615827|XP_002040197.1|DSEC
OG0002237	LOC111600104|XP_023171833.2|DHYD	LOC6613001|XP_032571525.1|DSEC
OG0002238	LOC111604657|XP_023178594.2|DHYD	LOC6607899|XP_032570329.1|DSEC
OG0002239	LOC111593555|XP_023162179.1|DHYD	LOC6608877|XP_002033591.1|DSEC
OG0002240	LOC111603847|XP_023177399.1|DHYD	LOC6615497|XP_002039877.2|DSEC
OG0002241	LOC111605680|XP_023180116.1|DHYD	LOC6605037|XP_032576023.1|DSEC
OG0002242	LOC111602911|XP_023176021.2|DHYD	LOC116801240|XP_032575378.1|DSEC
OG0002243	LOC111595978|XP_023165730.2|DHYD	LOC6619271|XP_002043488.1|DSEC
OG0002244	LOC111604777|XP_023178752.2|DHYD	LOC6605220|XP_002030058.1|DSEC
OG0002245	LOC111603035|XP_023176231.2|DHYD	LOC6604780|XP_002029631.2|DSEC
OG0002246	LOC111605736|XP_030080948.1|DHYD	LOC6607901|XP_032571779.1|DSEC
OG0002247	LOC111600076|XP_023171783.1|DHYD	LOC116800317|XP_032570295.1|DSEC
OG0002248	LOC111595271|XP_023164686.2|DHYD	LOC6610763|XP_002035329.1|DSEC
OG0002249	LOC111601563|XP_023173977.1|DHYD	LOC6604859|XP_032574986.1|DSEC
OG0002250	LOC111602128|XP_023174844.2|DHYD	LOC6615267|XP_002039672.1|DSEC
OG0002251	LOC111602085|XP_023174787.1|DHYD	LOC6615265|XP_002039670.1|DSEC
OG0002252	LOC111602115|XP_023174831.2|DHYD	LOC6610121|XP_032571536.1|DSEC
OG0002253	LOC111604085|XP_023177743.2|DHYD	LOC116800449|XP_032571383.1|DSEC
OG0002254	LOC111594825|XP_023164058.1|DHYD	LOC116801595|XP_032578049.1|DSEC, LOC6607810|XP_032578585.1|DSEC, LOC6619623|XP_032578584.1|DSEC, LOC6621779|XP_032578581.1|DSEC, LOC6607808|XP_032578580.1|DSEC
OG0002255	LOC111604737|XP_023178682.1|DHYD	LOC6614993|XP_032581490.1|DSEC
OG0002256	LOC111604080|XP_030081286.1|DHYD	LOC6608555|XP_002033289.1|DSEC
OG0002257	LOC111605261|XP_023179467.2|DHYD	LOC6608630|XP_032571284.1|DSEC
OG0002258	LOC111601029|XP_023173206.2|DHYD	LOC6611079|XP_002035636.1|DSEC
OG0002259	LOC111596523|XP_030079580.1|DHYD	LOC6619996|XP_032580542.1|DSEC
OG0002260	LOC111604465|XP_023178315.2|DHYD	LOC6619399|XP_002043614.1|DSEC
OG0002261	LOC111605067|XP_023179166.2|DHYD	LOC6619380|XP_002043596.2|DSEC
OG0002262	LOC111592113|XP_030081976.1|DHYD	LOC6608397|XP_032570501.1|DSEC
OG0002263	LOC111596940|XP_023167160.1|DHYD	LOC6605878|XP_002030692.1|DSEC
OG0002264	LOC111604081|XP_023177733.2|DHYD	LOC6618834|XP_002043083.1|DSEC
OG0002265	LOC111592965|XP_023161225.1|DHYD	LOC6605174|XP_032575180.1|DSEC
OG0002266	LOC111605624|XP_023180044.1|DHYD	LOC6619434|XP_002043649.2|DSEC
OG0002267	LOC111592740|XP_023160906.1|DHYD	LOC6604960|XP_002029803.1|DSEC
OG0002268	LOC111601675|XP_023174142.1|DHYD	LOC6616429|XP_032573201.1|DSEC
OG0002269	LOC111599941|XP_023171558.2|DHYD	LOC6609325|XP_002034014.1|DSEC
OG0002270	LOC111594034|XP_023162915.2|DHYD	LOC6609365|XP_002034054.1|DSEC
OG0002271	LOC111599814|XP_023171369.2|DHYD	LOC6604972|XP_032574688.1|DSEC
OG0002272	LOC111595282|XP_023164703.1|DHYD	LOC6610371|XP_002034957.1|DSEC
OG0002273	LOC111593544|XP_023162134.1|DHYD	LOC6605835|XP_032573345.1|DSEC
OG0002274	LOC111594922|XP_030081211.1|DHYD	LOC6616522|XP_032574717.1|DSEC
OG0002275	LOC111602913|XP_023176024.2|DHYD	LOC6606057|XP_032573402.1|DSEC
OG0002276	LOC111592456|XP_023160413.2|DHYD	LOC6610337|XP_032574218.1|DSEC
OG0002277	LOC111592449|XP_023160402.1|DHYD	LOC6610329|XP_032573717.1|DSEC
OG0002278	LOC111604776|XP_023178750.2|DHYD	LOC6610875|XP_002035438.1|DSEC
OG0002279	LOC111597493|XP_023168019.1|DHYD	LOC6605005|XP_032573392.1|DSEC
OG0002280	LOC111594881|XP_023164135.2|DHYD	LOC6606018|XP_032575769.1|DSEC
OG0002281	LOC111605666|XP_023180098.2|DHYD	LOC6606008|XP_002030819.1|DSEC
OG0002282	LOC111595300|XP_023164723.2|DHYD	LOC6610622|XP_002035189.1|DSEC
OG0002283	LOC111605260|XP_023179466.2|DHYD	LOC6615728|XP_002040099.1|DSEC
OG0002284	LOC111593295|XP_023161743.1|DHYD	LOC6608106|XP_002032854.1|DSEC
OG0002285	LOC111593416|XP_023161926.2|DHYD	LOC6618965|XP_002043210.1|DSEC
OG0002286	LOC111593911|XP_023162754.2|DHYD	LOC6615651|XP_002040022.2|DSEC
OG0002287	LOC111594033|XP_023162913.2|DHYD	LOC6609366|XP_032571030.1|DSEC
OG0002288	LOC111599778|XP_023171313.2|DHYD	LOC6604971|XP_032574686.1|DSEC
OG0002289	LOC111605170|XP_023179326.1|DHYD	LOC6604898|XP_002029743.1|DSEC
OG0002290	LOC111602260|XP_023175022.2|DHYD	LOC6613595|XP_002038064.1|DSEC
OG0002291	LOC111599945|XP_023171564.1|DHYD	LOC6608003|XP_032570199.1|DSEC
OG0002292	LOC111599942|XP_023171559.1|DHYD	LOC6620684|XP_032572178.1|DSEC
OG0002293	LOC111600001|XP_023171671.2|DHYD	LOC6620409|XP_002044617.2|DSEC
OG0002294	LOC111596259|XP_023166162.1|DHYD	LOC6607286|XP_002032065.1|DSEC
OG0002295	LOC111602338|XP_023175111.1|DHYD	LOC6611481|XP_032569888.1|DSEC
OG0002296	LOC111603874|XP_023177449.2|DHYD	LOC6611824|XP_032583531.1|DSEC
OG0002297	LOC111602985|XP_023176148.2|DHYD	LOC6606300|XP_002031105.1|DSEC
OG0002298	LOC111600034|XP_023171720.1|DHYD	LOC6613010|XP_032571756.1|DSEC
OG0002299	LOC111593196|XP_023161588.1|DHYD	LOC6608582|XP_002033316.1|DSEC
OG0002300	LOC111602223|XP_023174970.2|DHYD	LOC6613507|XP_032582789.1|DSEC
OG0002301	LOC111592510|XP_023160508.2|DHYD	LOC6619301|XP_002043519.1|DSEC
OG0002302	LOC111603743|XP_023177229.2|DHYD	LOC6619309|XP_032583585.1|DSEC
OG0002303	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD	LOC6615881|XP_032582602.1|DSEC
OG0002304	LOC111598991|XP_023170262.1|DHYD	LOC116802041|XP_032580947.1|DSEC
OG0002305	LOC111592277|XP_023160146.2|DHYD	LOC6616295|XP_002040659.2|DSEC
OG0002306	LOC111603953|XP_023177556.2|DHYD	LOC6611697|XP_002036231.2|DSEC
OG0002307	LOC111596297|XP_023166221.2|DHYD	LOC6617417|XP_032571705.1|DSEC
OG0002308	LOC111603880|XP_023177462.2|DHYD	LOC6611826|XP_002036348.1|DSEC
OG0002309	LOC111603932|XP_023177526.1|DHYD	LOC116803546|XP_032583183.1|DSEC
OG0002310	LOC111599187|XP_030080347.1|DHYD	LOC6618258|XP_032575201.1|DSEC
OG0002311	LOC111594348|XP_023163372.2|DHYD	LOC6614726|XP_032569750.1|DSEC
OG0002312	LOC111592565|XP_023160630.2|DHYD	LOC6617850|XP_032581809.1|DSEC
OG0002313	LOC111602589|XP_023175514.1|DHYD	LOC6609164|XP_032571980.1|DSEC
OG0002314	LOC111602277|XP_023175041.2|DHYD	LOC6608201|XP_002032946.2|DSEC
OG0002315	LOC111595473|XP_023165006.2|DHYD	LOC6608745|XP_002033468.1|DSEC
OG0002316	LOC111596128|XP_023165967.1|DHYD	LOC6612103|XP_002036620.2|DSEC
OG0002317	LOC111604313|XP_023178131.1|DHYD	LOC6605740|XP_032574339.1|DSEC
OG0002318	LOC111599332|XP_023170721.2|DHYD	LOC6614584|XP_002039012.1|DSEC
OG0002319	LOC111603913|XP_023177504.1|DHYD	LOC6617823|XP_002042133.2|DSEC
OG0002320	LOC111593382|XP_023161872.2|DHYD	LOC6615283|XP_002039687.1|DSEC
OG0002321	LOC111598013|XP_023168780.1|DHYD	LOC6608784|XP_032571583.1|DSEC
OG0002322	LOC111600374|XP_023172220.2|DHYD	LOC6618274|XP_032569805.1|DSEC
OG0002323	LOC111605568|XP_023179912.1|DHYD	LOC6618243|XP_002042518.1|DSEC
OG0002324	LOC111605097|XP_023179204.2|DHYD	LOC6619383|XP_032574528.1|DSEC
OG0002325	LOC111597517|XP_023168057.1|DHYD	LOC6605207|XP_032574033.1|DSEC
OG0002326	LOC111597595|XP_023168164.1|DHYD	LOC6605209|XP_002030047.1|DSEC
OG0002327	LOC111600242|XP_023172050.2|DHYD	LOC116801625|XP_032578263.1|DSEC
OG0002328	LOC111592577|XP_023160656.2|DHYD	LOC6614752|XP_032570293.1|DSEC
OG0002329	LOC111599108|XP_023170429.1|DHYD	LOC6617343|XP_002041668.1|DSEC
OG0002330	LOC111599095|XP_023170404.1|DHYD	LOC6617345|XP_002041670.1|DSEC
OG0002331	LOC111594901|XP_023164154.2|DHYD	LOC6614922|XP_002039339.1|DSEC
OG0002332	LOC111597483|XP_023168002.1|DHYD	LOC6610536|XP_002035116.1|DSEC
OG0002333	LOC111593912|XP_023162753.1|DHYD	LOC6618895|XP_002043143.1|DSEC
OG0002334	LOC111596277|XP_023166190.2|DHYD	LOC6613529|XP_032582889.1|DSEC
OG0002335	LOC111594091|XP_023163009.2|DHYD	LOC6608259|XP_032570482.1|DSEC
OG0002336	LOC111592278|XP_023160147.2|DHYD	LOC6618379|XP_002042649.1|DSEC
OG0002337	LOC111605214|XP_030081081.1|DHYD	LOC6608368|XP_032570792.1|DSEC
OG0002338	LOC111600812|XP_023172878.2|DHYD	LOC6611505|XP_002036046.1|DSEC
OG0002339	LOC111599171|XP_030080329.1|DHYD	LOC6613210|XP_032569817.1|DSEC
OG0002340	LOC111603770|XP_030080423.1|DHYD	LOC6617683|XP_002041995.2|DSEC
OG0002341	LOC111597686|XP_023168286.1|DHYD	LOC6620880|XP_032571727.1|DSEC
OG0002342	LOC111599315|XP_023170693.1|DHYD	LOC6613446|XP_032569878.1|DSEC
OG0002343	LOC111599301|XP_023170679.2|DHYD	LOC6613428|XP_032581231.1|DSEC
OG0002344	LOC111594679|XP_023163858.1|DHYD	LOC6620522|XP_032582777.1|DSEC
OG0002345	LOC111599897|XP_023171488.2|DHYD	LOC6608081|XP_002032829.1|DSEC
OG0002346	LOC111598778|XP_023169958.2|DHYD	LOC6611476|XP_032579432.1|DSEC
OG0002347	LOC111602321|XP_023175090.2|DHYD	LOC6608772|XP_002033493.1|DSEC
OG0002348	LOC111596221|XP_023166106.2|DHYD	LOC6611657|XP_032569801.1|DSEC
OG0002349	LOC111599887|XP_023171478.1|DHYD	LOC116800484|XP_032571627.1|DSEC
OG0002350	LOC111599916|XP_023171513.2|DHYD	LOC6608080|XP_032571621.1|DSEC
OG0002351	LOC111593548|XP_023162169.2|DHYD	LOC6608832|XP_002033546.1|DSEC
OG0002352	LOC111592699|XP_023160849.1|DHYD	LOC6608915|XP_032571363.1|DSEC
OG0002353	LOC111592066|XP_023159836.1|DHYD	LOC6620700|XP_032570889.1|DSEC
OG0002354	LOC111600385|XP_023172230.2|DHYD	LOC6611761|XP_002036284.1|DSEC
OG0002355	LOC111592075|XP_023159859.2|DHYD	LOC6620680|XP_032576491.1|DSEC
OG0002356	LOC111594185|XP_023163136.2|DHYD	LOC6614384|XP_002038822.2|DSEC
OG0002357	LOC111597075|XP_023167377.2|DHYD	LOC6621048|XP_032576158.1|DSEC, LOC6621586|XP_032576152.1|DSEC
OG0002358	LOC111597443|XP_023167930.1|DHYD	LOC6611936|XP_002036453.1|DSEC
OG0002359	LOC111605292|XP_023179511.1|DHYD	LOC6612569|XP_002037074.2|DSEC
OG0002360	LOC111594705|XP_023163895.2|DHYD	LOC6618188|XP_002042463.1|DSEC
OG0002361	LOC111604452|XP_023178290.1|DHYD	LOC6619423|XP_002043638.1|DSEC
OG0002362	LOC111595195|XP_023164554.2|DHYD	LOC6611549|XP_032573720.1|DSEC
OG0002363	LOC111602107|XP_023174822.2|DHYD	LOC6611507|XP_002036048.1|DSEC
OG0002364	LOC111602018|XP_023174689.2|DHYD	LOC6611509|XP_032570699.1|DSEC
OG0002365	LOC111601061|XP_023173254.2|DHYD	LOC6611511|XP_002036052.2|DSEC
OG0002366	LOC111591961|XP_023159672.1|DHYD	LOC6613396|XP_032573932.1|DSEC
OG0002367	LOC111599402|XP_023170823.1|DHYD	LOC6620616|XP_002044819.1|DSEC
OG0002368	LOC111596358|XP_023166323.1|DHYD	LOC6613572|XP_002038040.1|DSEC
