Orthogroup	DHYD.longest_only	DBUS.longest_only
OG0000179	LOC111598963|XP_023170217.2|DHYD	LOC108608474|XP_017855351.2|DBUS
OG0000180	LOC111602266|XP_023175029.2|DHYD	LOC108595022|XP_017835646.1|DBUS
OG0000180	LOC111602254|XP_023175014.2|DHYD	LOC108595139|XP_017835794.2|DBUS
OG0000180	LOC111602248|XP_023175008.1|DHYD	LOC108595023|XP_017835647.2|DBUS
OG0000181	LOC111595743|XP_023165368.1|DHYD	LOC108601926|XP_017845391.1|DBUS
OG0000181	LOC111599600|XP_023171054.1|DHYD	LOC108602410|XP_017846011.1|DBUS
OG0000182	LOC111604812|XP_023178801.1|DHYD	LOC108603930|XP_017848614.1|DBUS
OG0000182	LOC111604811|XP_023178799.1|DHYD	LOC108603929|XP_017848613.1|DBUS
OG0000182	LOC111604848|XP_023178849.2|DHYD	LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS
OG0000183	LOC111601893|XP_023174504.1|DHYD	LOC108605805|XP_017851100.1|DBUS
OG0000183	LOC111600481|XP_023172362.1|DHYD	LOC108599037|XP_017841306.1|DBUS
OG0000183	LOC111595132|XP_023164471.1|DHYD	LOC108600857|XP_017844149.1|DBUS
OG0000184	LOC111596233|XP_023166118.1|DHYD	LOC108607593|XP_017853984.2|DBUS
OG0000184	LOC111596234|XP_023166119.2|DHYD	LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS
OG0000185	LOC111601170|XP_023173416.1|DHYD	LOC108596311|XP_017837406.1|DBUS
OG0000185	LOC111605000|XP_023179089.1|DHYD	LOC108604263|XP_017849147.1|DBUS
OG0000186	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS
OG0000187	LOC111605128|XP_030079413.1|DHYD	LOC108606024|XP_017851339.1|DBUS
OG0000188	LOC111601317|XP_023173610.1|DHYD	LOC108601996|XP_017845483.1|DBUS
OG0000188	LOC111592712|XP_023160867.1|DHYD	LOC108606976|XP_033150213.1|DBUS
OG0000188	LOC111592714|XP_023160869.1|DHYD	LOC108605872|XP_017851175.1|DBUS
OG0000189	LOC111593147|XP_023161519.2|DHYD	LOC108608399|XP_033149306.1|DBUS
OG0000189	LOC111593008|XP_030079977.1|DHYD	LOC108606397|XP_033150201.1|DBUS
OG0000189	LOC111593411|XP_023161906.1|DHYD	LOC108606865|XP_017852861.1|DBUS
OG0000190	LOC111592580|XP_023160662.1|DHYD	LOC108596653|XP_017838123.1|DBUS
OG0000190	LOC111598818|XP_030078844.1|DHYD	LOC108606651|XP_017852456.1|DBUS
OG0000190	LOC111592669|XP_023160805.1|DHYD	LOC108596652|XP_017838122.1|DBUS
OG0000191	LOC111599919|XP_023171516.2|DHYD	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS
OG0000191	LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD	LOC108601802|XP_017845227.1|DBUS
OG0000191	LOC111597655|XP_023168244.1|DHYD	LOC108596473|XP_017837722.1|DBUS
OG0000191	LOC111595824|XP_023165498.1|DHYD	LOC108597225|XP_017839158.2|DBUS
OG0000192	LOC111592040|XP_023159804.1|DHYD	LOC108601595|XP_017844984.1|DBUS
OG0000192	LOC111592039|XP_023159802.2|DHYD	LOC108601596|XP_017844985.1|DBUS
OG0000192	LOC111604539|XP_023178406.2|DHYD	LOC108598210|XP_017840316.1|DBUS
OG0000192	LOC111604538|XP_023178405.2|DHYD	LOC108598209|XP_017840315.1|DBUS
OG0000193	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD	LOC108607929|XP_017854533.2|DBUS, LOC108596787|XP_017838811.2|DBUS, LOC108607928|XP_017854532.2|DBUS
OG0000193	LOC111597488|XP_030080069.1|DHYD	LOC108600071|XP_017842914.1|DBUS
OG0000195	LOC111603139|XP_023176381.1|DHYD	LOC108596477|XP_017837728.1|DBUS, LOC108605636|XP_033150237.1|DBUS
OG0000195	LOC111595574|XP_023165139.1|DHYD	LOC108607856|XP_017854429.1|DBUS
OG0000196	LOC111603529|XP_023176929.2|DHYD	LOC108607726|XP_033150776.1|DBUS
OG0000196	LOC111603532|XP_023176933.2|DHYD	LOC108594409|XP_017835066.1|DBUS
OG0000196	LOC111603524|XP_030079243.1|DHYD	LOC108594562|XP_033149751.1|DBUS
OG0000197	LOC111591883|XP_023159552.2|DHYD	LOC108606246|XP_017851680.1|DBUS
OG0000197	LOC111591903|XP_030079536.1|DHYD	LOC108606249|XP_017851683.1|DBUS
OG0000197	LOC111591902|XP_030079550.1|DHYD	LOC108606244|XP_017851677.1|DBUS
OG0000198	LOC111602139|XP_023174855.2|DHYD	LOC108594781|XP_033149190.1|DBUS
OG0000199	LOC111595423|XP_030082005.1|DHYD	LOC108595446|XP_017836168.1|DBUS
OG0000199	LOC111595563|XP_023165128.1|DHYD	LOC108595836|XP_017836615.1|DBUS
OG0000199	LOC111595422|XP_023164913.2|DHYD	LOC108595447|XP_033148970.1|DBUS
OG0000200	LOC111602046|XP_023174725.2|DHYD	LOC108601533|XP_033150111.1|DBUS
OG0000200	LOC111595233|XP_023164637.2|DHYD	LOC108604445|XP_017849414.1|DBUS
OG0000201	LOC111603493|XP_023176868.2|DHYD	LOC108602544|XP_017846166.1|DBUS
OG0000201	LOC111603486|XP_023176851.2|DHYD	LOC108602234|XP_017845771.1|DBUS
OG0000202	LOC111595356|XP_023164805.1|DHYD	LOC108604363|XP_017849293.1|DBUS
OG0000202	LOC111600545|XP_030082030.1|DHYD	LOC108595542|XP_017836290.1|DBUS
OG0000203	LOC111600548|XP_023172461.2|DHYD	LOC108597598|XP_017839708.1|DBUS
OG0000203	LOC111600550|XP_023172463.2|DHYD	LOC108595388|XP_017836103.1|DBUS
OG0000203	LOC111600535|XP_023172441.2|DHYD	LOC108595150|XP_017835805.1|DBUS
OG0000204	LOC111592311|XP_023160187.2|DHYD	LOC108601333|XP_017844721.1|DBUS, LOC117134849|XP_033149924.1|DBUS, LOC108601344|XP_017844732.1|DBUS
OG0000205	LOC111595222|XP_023164605.2|DHYD	LOC108601640|XP_017845029.1|DBUS
OG0000205	LOC111604220|XP_023177957.2|DHYD	LOC108603112|XP_017847106.1|DBUS
OG0000206	LOC111594133|XP_023163068.2|DHYD	LOC108595407|XP_017836121.1|DBUS
OG0000206	LOC111602507|XP_023175353.2|DHYD	LOC108596931|XP_017839724.2|DBUS
OG0000206	LOC111594161|XP_023163116.1|DHYD	LOC108595462|XP_017836194.1|DBUS
OG0000207	LOC111596846|XP_023167038.1|DHYD	LOC108600236|XP_017843151.1|DBUS
OG0000207	LOC111595047|XP_023164342.1|DHYD	LOC108600523|XP_017843656.1|DBUS
OG0000208	LOC111597663|XP_023168254.2|DHYD, LOC111597664|XP_023168255.2|DHYD	LOC108594755|XP_017835382.1|DBUS
OG0000210	LOC111596398|XP_030078653.1|DHYD	LOC117134660|XP_033148934.1|DBUS, LOC108595224|XP_033148937.1|DBUS
OG0000210	LOC111594271|XP_023163268.1|DHYD	LOC108606329|XP_017851839.1|DBUS
OG0000211	LOC111598336|XP_023169309.1|DHYD	LOC108602631|XP_017846262.1|DBUS
OG0000211	LOC111598335|XP_023169305.1|DHYD	LOC108602628|XP_017846257.1|DBUS
OG0000212	LOC111599117|XP_023170446.2|DHYD	LOC108608485|XP_017855370.2|DBUS
OG0000212	LOC111596241|XP_023166137.2|DHYD	LOC108608403|XP_033150034.1|DBUS
OG0000213	LOC111599994|XP_023171661.2|DHYD	LOC108594606|XP_033149107.1|DBUS
OG0000214	LOC111592364|XP_023160294.1|DHYD	LOC108606975|XP_017853033.1|DBUS
OG0000214	LOC111600883|XP_023172989.1|DHYD	LOC108596628|XP_017838064.1|DBUS
OG0000214	LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD	LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS
OG0000215	LOC111599231|XP_023170597.2|DHYD	LOC108598738|XP_017840960.2|DBUS
OG0000215	LOC111594911|XP_023164165.2|DHYD	LOC108598613|XP_017840801.2|DBUS
OG0000216	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD	LOC108605339|XP_017850498.1|DBUS
OG0000216	LOC111598185|XP_030078918.1|DHYD	LOC108604923|XP_017849981.1|DBUS
OG0000217	LOC111601818|XP_023174406.2|DHYD	LOC108606945|XP_017852990.1|DBUS
OG0000217	LOC111595442|XP_023164935.2|DHYD	LOC108597764|XP_017839969.1|DBUS
OG0000217	LOC111601820|XP_023174408.2|DHYD	LOC108605537|XP_017850778.1|DBUS
OG0000218	LOC115482945|XP_030079210.1|DHYD, LOC115482944|XP_030079202.1|DHYD	LOC108601093|XP_017844496.1|DBUS
OG0000218	LOC111599304|XP_023170682.2|DHYD, LOC111599337|XP_030079219.1|DHYD	LOC108607617|XP_017854019.1|DBUS
OG0000218	LOC115482947|XP_030079234.1|DHYD, LOC111599391|XP_030079233.1|DHYD	LOC108607951|XP_033149953.1|DBUS, LOC117135054|XP_033150846.1|DBUS
OG0000219	LOC111593976|XP_023162835.1|DHYD	LOC108595679|XP_017836447.1|DBUS
OG0000219	LOC111593824|XP_023162624.1|DHYD	LOC108597630|XP_017839764.1|DBUS
OG0000219	LOC111593969|XP_030080956.1|DHYD	LOC108595034|XP_017835664.1|DBUS
OG0000220	LOC111599800|XP_030078820.1|DHYD	LOC108599185|XP_017841469.1|DBUS
OG0000220	LOC111599816|XP_023171372.2|DHYD	LOC108599087|XP_017841365.1|DBUS
OG0000220	LOC111599792|XP_023171336.2|DHYD	LOC108599184|XP_017841467.2|DBUS
OG0000221	LOC111593336|XP_023161818.1|DHYD	LOC108596710|XP_017838225.1|DBUS
OG0000221	LOC111593259|XP_023161692.2|DHYD	LOC108602360|XP_017845949.1|DBUS
OG0000221	LOC111592893|XP_023161105.1|DHYD	LOC108596708|XP_017838221.1|DBUS
OG0000222	LOC115483218|XP_030080397.1|DHYD, LOC111601169|XP_030080398.1|DHYD	LOC108602736|XP_017846377.1|DBUS
OG0000222	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD	LOC108594413|XP_017853938.2|DBUS
OG0000223	LOC111597350|XP_023167764.2|DHYD	LOC108605867|XP_017851168.1|DBUS
OG0000223	LOC111592970|XP_023161231.2|DHYD	LOC108600733|XP_017843965.1|DBUS
OG0000224	LOC111602368|XP_023175150.2|DHYD	LOC108595234|XP_017835921.1|DBUS
OG0000224	LOC111593788|XP_023162574.2|DHYD	LOC108596248|XP_017837289.1|DBUS
OG0000225	LOC111593383|XP_023161869.2|DHYD	LOC108601520|XP_017844909.1|DBUS
OG0000225	LOC111593384|XP_023161870.2|DHYD	LOC108601519|XP_017844908.1|DBUS
OG0000225	LOC111593370|XP_023161853.1|DHYD	LOC108601518|XP_017844907.1|DBUS
OG0000226	LOC111598695|XP_023169828.1|DHYD	LOC108598133|XP_033149376.1|DBUS
OG0000226	LOC111598708|XP_023169862.1|DHYD	LOC108599636|XP_017842097.1|DBUS
OG0000228	LOC111598560|XP_023169626.1|DHYD	LOC117134692|XP_033149088.1|DBUS
OG0000228	LOC111604929|XP_023178966.1|DHYD	LOC108595683|XP_017836453.1|DBUS
OG0000228	LOC111601165|XP_023173411.1|DHYD	LOC108601711|XP_017845119.2|DBUS
OG0000229	LOC111599581|XP_030080828.1|DHYD	LOC108601281|XP_033149806.1|DBUS
OG0000229	LOC111602031|XP_030078631.1|DHYD	LOC108604396|XP_017849343.1|DBUS
OG0000230	LOC111594015|XP_023162882.2|DHYD	LOC108596665|XP_017838157.1|DBUS
OG0000231	LOC111604318|XP_030080983.1|DHYD, LOC111604321|XP_023178143.2|DHYD, LOC111604325|XP_023178150.2|DHYD, LOC111597616|XP_023168183.2|DHYD	LOC108598134|XP_017840241.1|DBUS
OG0000232	LOC111602971|XP_023176126.2|DHYD	LOC108601850|XP_017845285.1|DBUS
OG0000232	LOC115483373|XP_030080946.1|DHYD, LOC111597726|XP_023168336.2|DHYD, LOC115482844|XP_030078943.1|DHYD, LOC115482845|XP_030078945.1|DHYD	LOC108597675|XP_017839837.1|DBUS
OG0000233	LOC111595254|XP_030081265.1|DHYD	LOC108601436|XP_017844823.1|DBUS
OG0000233	LOC111597154|XP_023167475.2|DHYD	LOC108601608|XP_033150001.1|DBUS
OG0000233	LOC111597888|XP_030080732.1|DHYD	LOC108604757|XP_017849834.1|DBUS
OG0000234	LOC111600770|XP_023172816.2|DHYD	LOC108594938|XP_017835562.1|DBUS
OG0000235	LOC111596872|XP_023167090.2|DHYD	LOC108601263|XP_017844652.1|DBUS
OG0000235	LOC111596977|XP_023167231.2|DHYD	LOC108602008|XP_017845499.1|DBUS
OG0000235	LOC115483328|XP_030080602.1|DHYD, LOC111596903|XP_030080601.1|DHYD	LOC108602142|XP_017845663.1|DBUS
OG0000236	LOC111599100|XP_023170410.1|DHYD	LOC108607959|XP_017854576.1|DBUS
OG0000236	LOC111602312|XP_023175081.2|DHYD	LOC108594464|XP_017835133.1|DBUS
OG0000236	LOC111593637|XP_023162281.1|DHYD	LOC117134921|XP_033150316.1|DBUS
OG0000237	LOC111597822|XP_023168520.1|DHYD	LOC108597399|XP_017839424.1|DBUS
OG0000237	LOC111593656|XP_023162309.1|DHYD	LOC108606551|XP_017852241.1|DBUS
OG0000238	LOC111596068|XP_023165886.2|DHYD	LOC108595906|XP_033151012.1|DBUS
OG0000238	LOC111596101|XP_023165931.2|DHYD	LOC108595855|XP_033150211.1|DBUS
OG0000240	LOC111592394|XP_030078670.1|DHYD	LOC108602004|XP_017845494.1|DBUS
OG0000240	LOC111604583|XP_023178453.2|DHYD	LOC108603890|XP_017848553.1|DBUS
OG0000240	LOC111592389|XP_023160333.2|DHYD	LOC108604460|XP_017849428.1|DBUS
OG0000243	LOC111601025|XP_023173201.2|DHYD	LOC108597980|XP_017840086.1|DBUS, LOC108600509|XP_017843634.1|DBUS, LOC117134776|XP_033149362.1|DBUS, LOC108596002|XP_017836775.1|DBUS
OG0000243	LOC111595137|XP_023164475.1|DHYD	LOC108599466|XP_017841791.1|DBUS
OG0000244	LOC111593275|XP_023161713.2|DHYD	LOC108604780|XP_017849865.1|DBUS
OG0000244	LOC111593280|XP_023161719.2|DHYD, LOC111593281|XP_023161721.2|DHYD	LOC108603470|XP_017847798.1|DBUS
OG0000244	LOC111593260|XP_023161694.2|DHYD, LOC111593269|XP_023161708.1|DHYD	LOC108603469|XP_017847797.1|DBUS, LOC108603468|XP_017847796.1|DBUS
OG0000246	LOC111600134|XP_023171874.2|DHYD	LOC108594698|XP_017835327.1|DBUS
OG0000247	LOC111604571|XP_023178441.2|DHYD, LOC111597943|XP_030078800.1|DHYD, LOC111592380|XP_023160322.2|DHYD	LOC108601322|XP_017844710.1|DBUS
OG0000247	LOC111592381|XP_023160323.2|DHYD	LOC108602035|XP_017845532.1|DBUS
OG0000248	LOC111592730|XP_023160888.2|DHYD	LOC108600497|XP_017843620.2|DBUS
OG0000248	LOC111601109|XP_023173323.2|DHYD	LOC108598837|XP_017841079.2|DBUS
OG0000249	LOC111601943|XP_023174566.1|DHYD	LOC108607548|XP_017853925.1|DBUS
OG0000249	LOC111601941|XP_023174564.2|DHYD	LOC108607547|XP_017853924.1|DBUS
OG0000249	LOC111601877|XP_023174487.1|DHYD	LOC108607544|XP_017853918.1|DBUS
OG0000250	LOC111592899|XP_023161113.1|DHYD	LOC108608188|XP_017854941.2|DBUS
OG0000250	LOC111592910|XP_023161127.1|DHYD	LOC108594214|XP_017834810.2|DBUS
OG0000250	LOC111592909|XP_023161126.2|DHYD	LOC108594449|XP_017835113.1|DBUS
OG0000251	LOC111603491|XP_023177259.1|DHYD	LOC108607126|XP_017853253.1|DBUS
OG0000251	LOC111594315|XP_023163325.2|DHYD	LOC108595567|XP_017836317.1|DBUS
OG0000251	LOC111592744|XP_023160909.1|DHYD	LOC108599778|XP_017842321.2|DBUS
OG0000252	LOC111601247|XP_023173514.1|DHYD	LOC108595016|XP_017835640.1|DBUS
OG0000252	LOC111601235|XP_023173499.2|DHYD	LOC108595015|XP_017835639.1|DBUS
OG0000252	LOC111601256|XP_023173529.2|DHYD	LOC108595017|XP_017835641.1|DBUS
OG0000253	LOC111592826|XP_023161019.2|DHYD	LOC108598953|XP_017841213.2|DBUS
OG0000253	LOC111605012|XP_023179103.1|DHYD	LOC108606847|XP_017852836.1|DBUS
OG0000254	LOC111597812|XP_023168469.2|DHYD, LOC111597863|XP_023168555.2|DHYD, LOC111597815|XP_030080660.1|DHYD, LOC115483335|XP_030080662.1|DHYD, LOC111597813|XP_030080661.1|DHYD	LOC108601554|XP_017844942.1|DBUS, LOC108601555|XP_033150150.1|DBUS
OG0000255	LOC111597927|XP_023168649.2|DHYD	Cyp6g1|NP_001352255.1|DBUS
OG0000256	LOC111604065|XP_023177702.2|DHYD	LOC108596849|XP_017838468.1|DBUS
OG0000256	LOC111604056|XP_023177690.2|DHYD	LOC108595494|XP_017836236.1|DBUS
OG0000256	LOC111604147|XP_023177842.2|DHYD	LOC108595354|XP_017836066.1|DBUS
OG0000256	LOC111604088|XP_023177751.2|DHYD	LOC108595440|XP_017836163.1|DBUS
OG0000256	LOC111604116|XP_023177796.2|DHYD	LOC108597563|XP_017839661.1|DBUS
OG0000257	LOC111592123|XP_023159926.1|DHYD	LOC108595574|XP_017836324.1|DBUS
OG0000258	LOC111593809|XP_023162606.2|DHYD	LOC108596130|XP_033150974.1|DBUS
OG0000258	LOC111593808|XP_023162605.2|DHYD	LOC108596131|XP_017837087.1|DBUS
OG0000258	LOC111593810|XP_023162607.2|DHYD	LOC108596133|XP_017837089.1|DBUS
OG0000259	LOC111600753|XP_023172799.2|DHYD	LOC108602134|XP_017845651.1|DBUS
OG0000259	LOC111593767|XP_023162554.2|DHYD	LOC108595237|XP_017835928.2|DBUS
OG0000260	LOC115483799|XP_030081920.1|DHYD	LOC108596208|XP_017837221.1|DBUS
OG0000260	LOC111593369|XP_023161852.1|DHYD	LOC108602333|XP_017845912.1|DBUS
OG0000260	LOC111594157|XP_023163106.2|DHYD	LOC108596210|XP_017837223.1|DBUS
OG0000262	LOC111598068|XP_023168870.2|DHYD	LOC108600926|XP_033149531.1|DBUS
OG0000262	LOC111598067|XP_023168869.2|DHYD	LOC108600827|XP_033149501.1|DBUS
OG0000262	LOC111603344|XP_030080921.1|DHYD	LOC108596898|XP_017838577.1|DBUS
OG0000263	LOC111597901|XP_023168605.1|DHYD	LOC108595634|XP_017836394.1|DBUS
OG0000263	LOC111605227|XP_030081076.1|DHYD	LOC108597245|XP_017839184.2|DBUS
OG0000263	LOC111600521|XP_023172424.2|DHYD	LOC108598045|XP_017840149.1|DBUS
OG0000264	LOC111593005|XP_023161301.1|DHYD	LOC108606513|XP_017852170.2|DBUS
OG0000264	LOC111593079|XP_023161434.2|DHYD	LOC108607069|XP_017853175.1|DBUS
OG0000264	LOC111597827|XP_023168485.2|DHYD	LOC108604425|XP_017849379.1|DBUS
OG0000266	LOC111602275|XP_023175039.1|DHYD	LOC108597231|XP_017839163.1|DBUS
OG0000266	LOC111599503|XP_023170940.1|DHYD	LOC108597230|XP_017839162.1|DBUS
OG0000267	LOC111592476|XP_023160460.2|DHYD	LOC108604393|XP_017849340.1|DBUS
OG0000267	LOC111592465|XP_023160434.2|DHYD	LOC108602225|XP_017845761.1|DBUS, LOC108601580|XP_017844968.2|DBUS
OG0000268	LOC111594504|XP_023163585.1|DHYD	LOC108603747|XP_033149915.1|DBUS
OG0000269	LOC111596605|XP_023166655.1|DHYD	LOC108601343|XP_017844731.1|DBUS
OG0000269	LOC111596597|XP_023166645.1|DHYD	LOC108604565|XP_017849583.1|DBUS
OG0000269	LOC111593606|XP_023162235.2|DHYD	LOC108604432|XP_017849394.1|DBUS
OG0000271	LOC111596347|XP_023166306.1|DHYD	LOC108608211|XP_017854975.1|DBUS
OG0000271	LOC111597032|XP_023167315.2|DHYD	LOC108597000|XP_033148918.1|DBUS
OG0000272	LOC111595148|XP_030081310.1|DHYD	LOC108600005|XP_033149738.1|DBUS
OG0000272	LOC111597407|XP_023167862.2|DHYD	LOC108607367|XP_017853570.1|DBUS
OG0000274	LOC111601228|XP_023173493.1|DHYD	LOC108596888|XP_017838558.1|DBUS
OG0000274	LOC111597678|XP_023168275.2|DHYD	LOC108594682|XP_017835312.1|DBUS
OG0000276	LOC111598971|XP_023170233.2|DHYD, LOC111599325|XP_023170710.1|DHYD, LOC111594613|XP_023163771.1|DHYD	LOC108595389|XP_017836104.1|DBUS, LOC108604324|XP_017849242.2|DBUS
OG0000277	LOC111596408|XP_023166388.2|DHYD, LOC115482790|XP_030078655.1|DHYD, LOC115482789|XP_030078654.1|DHYD, LOC115482792|XP_030078656.1|DHYD, LOC111596417|XP_023166400.2|DHYD	LOC108601377|XP_017844766.1|DBUS
OG0000279	LOC111605167|XP_023179323.1|DHYD	LOC108599491|XP_017841827.1|DBUS
OG0000279	LOC111605166|XP_023179322.1|DHYD	LOC108599490|XP_017841826.1|DBUS
OG0000280	LOC111605078|XP_023179180.2|DHYD	LOC108599614|XP_017842059.1|DBUS
OG0000280	LOC111605084|XP_023179188.2|DHYD	LOC108599613|XP_017842058.2|DBUS
OG0000280	LOC111605081|XP_023179182.1|DHYD	LOC108599612|XP_017842057.2|DBUS
OG0000281	LOC111604787|XP_023178768.1|DHYD	LOC108600830|XP_017844112.1|DBUS
OG0000281	LOC111593449|XP_023161973.1|DHYD	LOC108605843|XP_017851140.1|DBUS
OG0000281	LOC111596039|XP_023165843.2|DHYD	LOC108605876|XP_017851178.2|DBUS
OG0000282	LOC111597474|XP_023167990.1|DHYD	LOC108601120|XP_017844529.1|DBUS
OG0000282	LOC111593652|XP_030079440.1|DHYD	LOC108605394|XP_017850553.1|DBUS
OG0000283	LOC111592198|XP_023160035.2|DHYD	LOC108595850|XP_017836630.1|DBUS
OG0000283	LOC111603274|XP_030080705.1|DHYD	LOC108602940|XP_017846772.1|DBUS
OG0000284	LOC111596199|XP_030080501.1|DHYD	LOC108608330|XP_033150746.1|DBUS
OG0000284	LOC111594148|XP_030080521.1|DHYD	LOC108601971|XP_017845456.1|DBUS
OG0000285	LOC111592411|XP_023160354.1|DHYD	LOC108594943|XP_033150972.1|DBUS
OG0000285	LOC111592412|XP_023160355.2|DHYD	LOC117134629|XP_033150973.1|DBUS
OG0000286	LOC115483397|XP_030081046.1|DHYD, LOC111600334|XP_030079519.1|DHYD	LOC108603117|XP_017853937.1|DBUS
OG0000286	LOC111600318|XP_023172145.2|DHYD, LOC115483399|XP_030081048.1|DHYD	LOC108603513|XP_017853940.2|DBUS
OG0000287	LOC111596528|XP_023166566.2|DHYD	LOC108604920|XP_017849979.1|DBUS
OG0000287	LOC111596558|XP_023166600.1|DHYD	LOC108606373|XP_017851913.1|DBUS
OG0000287	LOC111596557|XP_023166599.1|DHYD	LOC108604919|XP_017849978.1|DBUS
OG0000288	LOC115482926|XP_030079092.1|DHYD, LOC115482927|XP_030079093.1|DHYD	LOC108607689|XP_017854157.2|DBUS
OG0000289	LOC115483026|XP_030079636.1|DHYD	LOC117134802|XP_033149638.1|DBUS
OG0000289	LOC115483412|XP_030081121.1|DHYD, LOC111604501|XP_030081176.1|DHYD	LOC108598318|XP_033149634.1|DBUS
OG0000291	LOC111601102|XP_023173309.1|DHYD	LOC108600861|XP_017844156.1|DBUS
OG0000292	LOC111594984|XP_023164255.1|DHYD	LOC108597234|XP_017839171.1|DBUS
OG0000292	LOC111597033|XP_023167316.2|DHYD	LOC108595235|XP_017835923.1|DBUS
OG0000292	LOC111597249|XP_023167617.2|DHYD	LOC108600482|XP_017843590.2|DBUS
OG0000293	LOC111601509|XP_023173872.1|DHYD	LOC108602452|XP_017846064.1|DBUS
OG0000293	LOC111601510|XP_023173873.1|DHYD	LOC108602087|XP_017845599.1|DBUS
OG0000293	LOC111601273|XP_023173557.1|DHYD	LOC108608424|XP_017855280.1|DBUS
OG0000294	LOC111594149|XP_023163093.2|DHYD	LOC108607718|XP_033150716.1|DBUS
OG0000294	LOC111592349|XP_030081775.1|DHYD	LOC108606227|XP_033150271.1|DBUS
OG0000295	LOC111601203|XP_023173461.2|DHYD	LOC108595275|XP_017835976.1|DBUS
OG0000295	LOC111599577|XP_023171019.2|DHYD	LOC108602244|XP_017845783.1|DBUS
OG0000295	LOC111604124|XP_023177807.2|DHYD	LOC108596275|XP_017837334.1|DBUS
OG0000296	LOC111603703|XP_023177174.2|DHYD	LOC108603060|XP_017846990.1|DBUS
OG0000296	LOC111596506|XP_023166536.1|DHYD	LOC108598660|XP_017840861.1|DBUS
OG0000296	LOC111603089|XP_023176317.1|DHYD	LOC108605786|XP_017851078.1|DBUS
OG0000297	LOC111596378|XP_023166351.1|DHYD	LOC108596173|XP_033149075.1|DBUS
OG0000297	LOC111596395|XP_023166369.2|DHYD	LOC108596172|XP_017837168.1|DBUS, LOC108596171|XP_033149086.1|DBUS, LOC117134635|XP_017837169.1|DBUS
OG0000298	LOC111598309|XP_023169270.1|DHYD	LOC108607080|XP_017853191.1|DBUS
OG0000298	LOC111598314|XP_023169282.1|DHYD	LOC108605913|XP_017851217.1|DBUS
OG0000298	LOC111598724|XP_023169883.2|DHYD	LOC108597986|XP_017840089.1|DBUS
OG0000299	LOC111605539|XP_030079657.1|DHYD	LOC108604113|XP_017848885.1|DBUS
OG0000299	LOC111601613|XP_030079663.1|DHYD	LOC108601680|XP_017845078.2|DBUS
OG0000299	LOC111603243|XP_023176518.2|DHYD	LOC108603624|XP_033149913.1|DBUS
OG0000300	LOC111597335|XP_030081654.1|DHYD	LOC108598091|XP_017840194.2|DBUS
OG0000300	LOC111597336|XP_023167748.2|DHYD	LOC108598090|XP_017840193.1|DBUS
OG0000301	LOC111599784|XP_023171324.2|DHYD	LOC108607337|XP_017853509.1|DBUS
OG0000301	LOC111599140|XP_023170471.1|DHYD	LOC108608553|XP_033150214.1|DBUS
OG0000302	LOC111601700|XP_023174184.1|DHYD	LOC108598818|XP_017841053.1|DBUS
OG0000302	LOC111601699|XP_023174183.1|DHYD	LOC108598782|XP_017841011.1|DBUS
OG0000303	LOC111592808|XP_023160987.1|DHYD	LOC108599341|XP_017841633.1|DBUS
OG0000303	LOC111602461|XP_023175289.1|DHYD	LOC108600216|XP_017843130.1|DBUS
OG0000304	LOC111605026|XP_023179125.2|DHYD	LOC108606815|XP_017852782.1|DBUS
OG0000304	LOC111594571|XP_023163697.2|DHYD	LOC108601282|XP_017844670.1|DBUS
OG0000304	LOC111594524|XP_023163622.1|DHYD	LOC108602405|XP_033150048.1|DBUS
OG0000305	LOC111595115|XP_023164451.1|DHYD	LOC108598240|XP_033150647.1|DBUS
OG0000305	LOC111595038|XP_023164332.2|DHYD	LOC108598239|XP_033150646.1|DBUS
OG0000306	LOC111592694|XP_023160835.2|DHYD	LOC108595190|XP_017835861.1|DBUS
OG0000306	LOC111598995|XP_023170268.1|DHYD	LOC108594493|XP_017835176.2|DBUS
OG0000306	LOC111597371|XP_023167796.1|DHYD	LOC108606953|XP_017852998.1|DBUS
OG0000307	LOC111601299|XP_023173583.2|DHYD	LOC108603248|XP_017847376.1|DBUS
OG0000307	LOC111603477|XP_023176834.1|DHYD	LOC108603812|XP_017848404.1|DBUS
OG0000308	LOC111594292|XP_023163301.1|DHYD	LOC108603663|XP_017848149.1|DBUS
