Orthogroup	DHYD.longest_only	DSUZ.longest_only
OG0002076	LOC111599732|XP_023171246.2|DHYD	LOC108009721|XP_016929776.1|DSUZ
OG0002077	LOC111598206|XP_030079475.1|DHYD	LOC108013015|XP_016934092.1|DSUZ
OG0002078	LOC111595572|XP_023165137.1|DHYD	LOC108019856|XP_016943388.1|DSUZ
OG0002079	LOC111601006|XP_023173173.2|DHYD	LOC108011424|XP_016932038.1|DSUZ
OG0002080	LOC111595498|XP_023165036.1|DHYD	LOC108010215|XP_016930547.1|DSUZ
OG0002081	LOC111599742|XP_023171272.1|DHYD	LOC108008412|XP_016927747.1|DSUZ
OG0002082	LOC111592497|XP_023160493.1|DHYD	LOC108009295|XP_036669694.1|DSUZ
OG0002083	LOC111602435|XP_023175259.2|DHYD	LOC108016542|XP_036676840.1|DSUZ
OG0002084	LOC111593219|XP_023161642.2|DHYD	LOC108008319|XP_016927625.1|DSUZ
OG0002085	LOC115483430|XP_030081257.1|DHYD, LOC111595252|XP_023164665.2|DHYD, LOC115483434|XP_030081261.1|DHYD	LOC108009593|XP_036669454.1|DSUZ
OG0002086	LOC111593240|XP_023161664.2|DHYD	LOC108008354|XP_016927673.1|DSUZ
OG0002087	LOC111604426|XP_023178254.2|DHYD	LOC108005788|XP_016924607.2|DSUZ
OG0002088	LOC111605691|XP_023180131.2|DHYD	LOC108013145|XP_036672228.1|DSUZ
OG0002089	LOC111598009|XP_023168772.1|DHYD	LOC108019811|XP_016943311.1|DSUZ
OG0002090	LOC111594926|XP_023164188.2|DHYD, LOC111594915|XP_023164170.2|DHYD	LOC108011264|XP_036670757.1|DSUZ
OG0002091	LOC111599671|XP_023171144.1|DHYD	LOC108008851|XP_016928245.1|DSUZ
OG0002092	LOC111604699|XP_023178637.2|DHYD	LOC108011317|XP_016931913.1|DSUZ
OG0002093	LOC111597001|XP_023167270.2|DHYD	LOC108009084|XP_016928629.1|DSUZ
OG0002094	LOC111600142|XP_023171886.1|DHYD	LOC108008761|XP_016928148.1|DSUZ
OG0002095	LOC111598161|XP_023169018.1|DHYD	LOC108015024|XP_016936742.1|DSUZ
OG0002096	LOC111597944|XP_023168668.2|DHYD	LOC108009643|XP_036668903.1|DSUZ
OG0002097	LOC111592166|XP_023159987.2|DHYD	LOC108009142|XP_016928735.1|DSUZ
OG0002098	LOC111592343|XP_023160240.1|DHYD	LOC108017600|XP_036671317.1|DSUZ
OG0002099	LOC111602768|XP_023175799.2|DHYD	LOC108006495|XP_036672986.1|DSUZ
OG0002100	LOC111595088|XP_023164412.1|DHYD	LOC108011362|XP_016931961.1|DSUZ
OG0002101	LOC111596377|XP_030081919.1|DHYD	LOC118877127|XP_036670210.1|DSUZ, LOC108019767|XP_036670204.1|DSUZ
OG0002102	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD	LOC108009428|XP_016929248.1|DSUZ
OG0002103	LOC111602735|XP_023175755.2|DHYD	LOC108006105|XP_036673031.1|DSUZ
OG0002106	LOC111603585|XP_023177008.2|DHYD	LOC118877647|XP_036673114.1|DSUZ, LOC108006503|XP_036672984.1|DSUZ
OG0002107	LOC111600761|XP_023172811.1|DHYD	LOC108020886|XP_016944778.1|DSUZ
OG0002108	LOC111601439|XP_023173783.2|DHYD	LOC118877945|XP_036674562.1|DSUZ
OG0002109	LOC111598608|XP_023169710.2|DHYD	LOC108010803|XP_016931226.2|DSUZ, LOC108010768|XP_036675515.1|DSUZ
OG0002111	LOC111600331|XP_023172162.2|DHYD	LOC108019237|XP_016942526.1|DSUZ, LOC108019032|XP_016942134.1|DSUZ
OG0002112	LOC111596093|XP_023165922.2|DHYD	LOC108019138|XP_016942411.1|DSUZ, LOC108012997|XP_016934069.2|DSUZ, LOC108019213|XP_016942534.2|DSUZ
OG0002113	LOC111601436|XP_023173780.2|DHYD	LOC108016107|XP_036673108.1|DSUZ, LOC108017328|XP_036673107.1|DSUZ
OG0002115	LOC111597680|XP_023168277.2|DHYD	LOC108017947|XP_016940666.1|DSUZ, LOC108017948|XP_016940667.1|DSUZ
OG0002116	LOC111593785|XP_023162571.2|DHYD	LOC108021130|XP_016945177.2|DSUZ, LOC108012638|XP_016933550.2|DSUZ
OG0002117	LOC111603158|XP_023176403.2|DHYD	LOC108008965|XP_016928389.1|DSUZ
OG0002118	LOC111598510|XP_023169551.2|DHYD	LOC108007317|XP_036677431.1|DSUZ
OG0002119	LOC111598810|XP_023170002.2|DHYD	LOC108006607|XP_036673216.1|DSUZ
OG0002120	LOC111597697|XP_030081712.1|DHYD	LOC108020428|XP_016944229.1|DSUZ
OG0002121	LOC111595229|XP_023164628.2|DHYD	LOC108014782|XP_016936464.1|DSUZ
OG0002123	LOC111592897|XP_023161107.2|DHYD	LOC108015212|XP_016937040.1|DSUZ
OG0002124	LOC111603221|XP_030079309.1|DHYD	LOC108010417|XP_036675971.1|DSUZ
OG0002125	LOC111602547|XP_023175462.2|DHYD	LOC108009618|XP_016929592.1|DSUZ
OG0002126	LOC111605701|XP_023180144.2|DHYD	LOC108012475|XP_016933358.1|DSUZ
OG0002127	LOC111596563|XP_023166605.2|DHYD	LOC108016907|XP_016939311.1|DSUZ
OG0002128	LOC111603227|XP_030079290.1|DHYD	LOC108010448|XP_016930797.1|DSUZ
OG0002129	LOC111604250|XP_023178004.2|DHYD	LOC108014440|XP_036672899.1|DSUZ
OG0002130	LOC111605070|XP_023179173.2|DHYD	LOC108016721|XP_016938938.1|DSUZ
OG0002131	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ
OG0002132	LOC111603890|XP_023177475.1|DHYD	LOC108021285|XP_016945413.1|DSUZ
OG0002133	LOC111602405|XP_023175198.1|DHYD	LOC108005407|XP_016924159.1|DSUZ
OG0002134	LOC111593428|XP_023161940.1|DHYD	LOC108016903|XP_016939308.1|DSUZ
OG0002135	LOC111597246|XP_023167612.1|DHYD	LOC108019071|XP_036675855.1|DSUZ
OG0002136	LOC111597842|XP_023168516.2|DHYD	LOC108015496|XP_036675292.1|DSUZ
OG0002137	LOC111602704|XP_023175707.1|DHYD	LOC108007461|XP_016926617.1|DSUZ
OG0002138	LOC111602851|XP_023175932.1|DHYD	LOC108016598|XP_016938775.1|DSUZ
OG0002139	LOC111596324|XP_030079962.1|DHYD	LOC108019043|XP_016942156.1|DSUZ
OG0002140	LOC111603132|XP_023176374.2|DHYD	LOC108016626|XP_036676458.1|DSUZ
OG0002141	LOC111600803|XP_023172861.1|DHYD	LOC108011462|XP_016932097.1|DSUZ
OG0002142	LOC111601983|XP_023174635.1|DHYD	LOC108011603|XP_016932262.1|DSUZ
OG0002143	LOC111599471|XP_023170910.2|DHYD	LOC108021261|XP_016945372.1|DSUZ
OG0002144	LOC111595890|XP_023165587.2|DHYD	LOC108020416|XP_016944208.1|DSUZ
OG0002145	LOC111601449|XP_023173794.1|DHYD	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ
OG0002146	LOC111605592|XP_023179964.1|DHYD	LOC108011640|XP_016932317.1|DSUZ
OG0002147	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD	LOC108018857|XP_036675804.1|DSUZ
OG0002148	LOC111598080|XP_023168894.2|DHYD	LOC108007073|XP_036671956.1|DSUZ
OG0002149	LOC111597923|XP_030081705.1|DHYD	LOC108020406|XP_016944187.1|DSUZ
OG0002150	LOC111598117|XP_023168939.1|DHYD	LOC108005403|XP_016924156.1|DSUZ
OG0002151	LOC111592672|XP_023160804.1|DHYD	LOC108009147|XP_016928743.1|DSUZ, LOC108019297|XP_016942640.1|DSUZ
OG0002152	LOC111592937|XP_030080725.1|DHYD	LOC108017514|XP_016940071.2|DSUZ
OG0002153	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD	LOC108014308|XP_036674364.1|DSUZ
OG0002154	LOC111605112|XP_023179231.1|DHYD	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ
OG0002155	LOC111602000|XP_023174657.1|DHYD	LOC108018268|XP_016941278.2|DSUZ
OG0002156	LOC111595337|XP_023164777.2|DHYD	LOC108007694|XP_016926918.1|DSUZ
OG0002157	LOC115483332|XP_030080650.1|DHYD	LOC108018464|XP_036673902.1|DSUZ
OG0002158	LOC111603527|XP_023176931.2|DHYD	LOC108018177|XP_016941165.1|DSUZ
OG0002159	LOC111603840|XP_023177377.1|DHYD	LOC108009632|XP_016929611.1|DSUZ
OG0002160	LOC111601511|XP_023173874.2|DHYD	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ
OG0002161	LOC111595976|XP_023165725.1|DHYD	LOC108020118|XP_016943707.2|DSUZ
OG0002162	LOC111601799|XP_023174344.2|DHYD	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ
OG0002163	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD	LOC108011154|XP_016931729.1|DSUZ
OG0002164	LOC111603016|XP_023176207.1|DHYD	LOC108012109|XP_036674464.1|DSUZ
OG0002165	LOC111595924|XP_023165645.2|DHYD	LOC108013555|XP_016934959.1|DSUZ
OG0002166	LOC111592913|XP_023161130.1|DHYD	LOC108011979|XP_016932729.1|DSUZ
OG0002167	LOC111597987|XP_023168733.1|DHYD	LOC108017840|XP_016940483.1|DSUZ
OG0002168	LOC111600075|XP_023171780.2|DHYD	LOC108009879|XP_016930075.1|DSUZ
OG0002169	LOC111598675|XP_023169802.2|DHYD	LOC108013613|XP_016935043.1|DSUZ
OG0002170	LOC111594140|XP_030080182.1|DHYD	LOC108020410|XP_016944195.1|DSUZ
OG0002171	LOC111602739|XP_023175758.1|DHYD	LOC108015777|XP_016937819.1|DSUZ
OG0002172	LOC111599589|XP_023171034.1|DHYD	LOC108011013|XP_016931528.2|DSUZ
OG0002173	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD	LOC108021060|XP_016945056.1|DSUZ
OG0002174	LOC111601452|XP_023173797.2|DHYD	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ
OG0002175	LOC111601453|XP_023173798.1|DHYD	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ
OG0002176	LOC111601502|XP_023173864.1|DHYD	LOC108014140|XP_016935659.2|DSUZ
OG0002177	LOC111598604|XP_023169694.1|DHYD	LOC108015681|XP_016937687.1|DSUZ
OG0002178	LOC111598226|XP_023169153.2|DHYD	LOC108016153|XP_036675260.1|DSUZ
OG0002179	LOC111601350|XP_023173650.2|DHYD	LOC108011004|XP_036673407.1|DSUZ
OG0002180	LOC111603233|XP_023176505.2|DHYD	LOC118878777|XP_036677668.1|DSUZ, LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ
OG0002181	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD	LOC108014992|XP_016936703.1|DSUZ
OG0002182	LOC111594612|XP_023163763.2|DHYD	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ
OG0002183	LOC111597978|XP_023168721.1|DHYD	LOC108008622|XP_016927992.1|DSUZ
OG0002184	LOC111593245|XP_023161667.1|DHYD	LOC108015940|XP_016938012.2|DSUZ
OG0002185	LOC111594967|XP_023164234.2|DHYD	LOC108006412|XP_036673302.1|DSUZ
OG0002186	LOC111602295|XP_023175064.2|DHYD	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ
OG0002187	LOC111599876|XP_023171462.1|DHYD	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ
OG0002188	LOC111600103|XP_023171832.1|DHYD	LOC108010100|XP_016930410.1|DSUZ
OG0002189	LOC111600826|XP_023172898.1|DHYD	LOC108007065|XP_016926158.1|DSUZ
OG0002190	LOC111598274|XP_023169219.1|DHYD	LOC108012018|XP_036673217.1|DSUZ
OG0002191	LOC111605711|XP_023180165.2|DHYD	LOC108012839|XP_016933795.1|DSUZ
OG0002192	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD	LOC108007746|XP_016926990.1|DSUZ
OG0002193	LOC111601798|XP_023174343.2|DHYD	LOC108020569|XP_016944421.1|DSUZ
OG0002194	LOC111603488|XP_023176854.1|DHYD	LOC108019523|XP_036673412.1|DSUZ
OG0002195	LOC111596485|XP_023166514.2|DHYD	LOC108015757|XP_016937783.2|DSUZ
OG0002196	LOC111601347|XP_023173647.1|DHYD	LOC108010922|XP_016931411.2|DSUZ
OG0002197	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD	LOC108013495|XP_016934867.1|DSUZ
OG0002198	LOC111602795|XP_023175837.2|DHYD	LOC108016087|XP_036675064.1|DSUZ
OG0002199	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD	LOC108006084|XP_016925019.2|DSUZ
OG0002200	LOC111600866|XP_023172956.1|DHYD	LOC108019117|XP_016942331.1|DSUZ
OG0002202	LOC111594506|XP_023163587.2|DHYD	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ
OG0002203	LOC111597067|XP_023167365.2|DHYD	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ
OG0002204	LOC111598811|XP_023170003.1|DHYD	LOC108006617|XP_036673212.1|DSUZ
OG0002205	LOC111603304|XP_023176597.1|DHYD	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ
OG0002206	LOC111603502|XP_023176877.2|DHYD	LOC108005979|XP_036673139.1|DSUZ
OG0002207	LOC111595898|XP_023165610.2|DHYD	LOC108008083|XP_036673542.1|DSUZ
OG0002208	LOC111595362|XP_023164819.2|DHYD	LOC108014756|XP_036673496.1|DSUZ
OG0002209	LOC111596470|XP_023166490.2|DHYD	LOC108015323|XP_016937211.1|DSUZ
OG0002210	LOC111595687|XP_030080629.1|DHYD	LOC108014357|XP_016935933.1|DSUZ
OG0002211	LOC111605521|XP_023179850.1|DHYD	LOC108018303|XP_036674748.1|DSUZ
OG0002212	LOC111604273|XP_023178039.2|DHYD	LOC108014139|XP_036672788.1|DSUZ
OG0002213	LOC111600825|XP_023172897.1|DHYD	LOC108015981|XP_016938057.1|DSUZ
OG0002215	LOC111602008|XP_023174666.2|DHYD	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ
OG0002216	LOC111597048|XP_030082026.1|DHYD	LOC108014309|XP_036674153.1|DSUZ
OG0002217	LOC111595685|XP_023165294.2|DHYD	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ
OG0002218	LOC111596820|XP_023166955.2|DHYD	LOC108005363|XP_016924103.1|DSUZ
OG0002219	LOC111605547|XP_023179877.2|DHYD	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ
OG0002220	LOC111605498|XP_023179816.2|DHYD	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ
OG0002221	LOC111595656|XP_023165247.2|DHYD	LOC108013479|XP_016934851.1|DSUZ
OG0002222	LOC111604082|XP_023177734.1|DHYD	LOC108009535|XP_016929459.1|DSUZ
OG0002224	LOC111604174|XP_030081415.1|DHYD	LOC108017926|XP_016940589.1|DSUZ
OG0002225	LOC111603070|XP_023176296.2|DHYD	LOC108005912|XP_036671642.1|DSUZ
OG0002226	LOC111597645|XP_023168219.1|DHYD	LOC108017794|XP_016940427.1|DSUZ
OG0002227	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD	LOC108008193|XP_036669651.1|DSUZ
OG0002228	LOC111594154|XP_023163103.1|DHYD	LOC108019568|XP_036669913.1|DSUZ
OG0002229	LOC111593896|XP_023162733.2|DHYD	LOC108009266|XP_016928959.1|DSUZ
OG0002230	LOC111605264|XP_023179470.2|DHYD	LOC108019819|XP_016943322.1|DSUZ
OG0002231	LOC111593798|XP_023162587.2|DHYD	LOC108018146|XP_016941099.2|DSUZ
OG0002232	LOC111593327|XP_023161807.1|DHYD	LOC108009591|XP_016929552.1|DSUZ
OG0002233	LOC111598706|XP_023169859.1|DHYD	LOC108011746|XP_036670948.1|DSUZ
OG0002235	LOC111593755|XP_030081275.1|DHYD	LOC108009391|XP_036669266.1|DSUZ
OG0002236	LOC111600106|XP_023171836.1|DHYD	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ
OG0002237	LOC111600104|XP_023171833.2|DHYD	LOC108010099|XP_016930409.1|DSUZ
OG0002238	LOC111604657|XP_023178594.2|DHYD	LOC108018141|XP_016941088.1|DSUZ
OG0002239	LOC111593555|XP_023162179.1|DHYD	LOC108019597|XP_016942928.1|DSUZ
OG0002240	LOC111603847|XP_023177399.1|DHYD	LOC108009427|XP_016929246.1|DSUZ
OG0002241	LOC111605680|XP_023180116.1|DHYD	LOC108012592|XP_016933500.1|DSUZ
OG0002242	LOC111602911|XP_023176021.2|DHYD	LOC108012346|XP_016933184.1|DSUZ
OG0002243	LOC111595978|XP_023165730.2|DHYD	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ
OG0002244	LOC111604777|XP_023178752.2|DHYD	LOC108014096|XP_016935604.2|DSUZ
OG0002245	LOC111603035|XP_023176231.2|DHYD	LOC108006862|XP_036670915.1|DSUZ
OG0002246	LOC111605736|XP_030080948.1|DHYD	LOC108018144|XP_016941093.1|DSUZ
OG0002247	LOC111600076|XP_023171783.1|DHYD	LOC108009881|XP_016930076.1|DSUZ
OG0002248	LOC111595271|XP_023164686.2|DHYD	LOC108020054|XP_036671887.1|DSUZ
OG0002249	LOC111601563|XP_023173977.1|DHYD	LOC108012727|XP_016933648.1|DSUZ
OG0002250	LOC111602128|XP_023174844.2|DHYD	LOC108008188|XP_036669598.1|DSUZ
OG0002251	LOC111602085|XP_023174787.1|DHYD	LOC108008500|XP_016927853.1|DSUZ
OG0002252	LOC111602115|XP_023174831.2|DHYD	LOC108010077|XP_016930381.1|DSUZ
OG0002253	LOC111604085|XP_023177743.2|DHYD	LOC108010133|XP_016930450.1|DSUZ
OG0002254	LOC111594825|XP_023164058.1|DHYD	LOC108011530|XP_036673949.1|DSUZ
OG0002255	LOC111604737|XP_023178682.1|DHYD	LOC108015186|XP_016936989.1|DSUZ
OG0002256	LOC111604080|XP_030081286.1|DHYD	LOC108009651|XP_016929654.1|DSUZ
OG0002257	LOC111605261|XP_023179467.2|DHYD	LOC108009456|XP_016929312.1|DSUZ
OG0002258	LOC111601029|XP_023173206.2|DHYD	LOC108013284|XP_016934546.1|DSUZ
OG0002259	LOC111596523|XP_030079580.1|DHYD	LOC108019131|XP_016942360.1|DSUZ
OG0002260	LOC111604465|XP_023178315.2|DHYD	LOC108005865|XP_016924732.1|DSUZ
OG0002261	LOC111605067|XP_023179166.2|DHYD	LOC108010659|XP_016931046.1|DSUZ
OG0002262	LOC111592113|XP_030081976.1|DHYD	LOC108009754|XP_016929856.1|DSUZ
OG0002263	LOC111596940|XP_023167160.1|DHYD	LOC108007488|XP_036671773.1|DSUZ
OG0002264	LOC111604081|XP_023177733.2|DHYD	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ
OG0002265	LOC111592965|XP_023161225.1|DHYD	LOC108012636|XP_036672098.1|DSUZ
OG0002266	LOC111605624|XP_023180044.1|DHYD	LOC108005557|XP_016924341.1|DSUZ
OG0002267	LOC111592740|XP_023160906.1|DHYD	LOC108013609|XP_016935040.1|DSUZ
OG0002268	LOC111601675|XP_023174142.1|DHYD	LOC108013393|XP_016934733.1|DSUZ
OG0002269	LOC111599941|XP_023171558.2|DHYD	LOC108017699|XP_036669849.1|DSUZ
OG0002270	LOC111594034|XP_023162915.2|DHYD	LOC108009823|XP_016929996.1|DSUZ
OG0002271	LOC111599814|XP_023171369.2|DHYD	LOC108013421|XP_016934773.1|DSUZ
OG0002272	LOC111595282|XP_023164703.1|DHYD	LOC108013526|XP_016934911.1|DSUZ
OG0002273	LOC111593544|XP_023162134.1|DHYD	LOC108011881|XP_036672208.1|DSUZ
OG0002274	LOC111594922|XP_030081211.1|DHYD	LOC108017609|XP_036671388.1|DSUZ, LOC108007761|XP_036678184.1|DSUZ
OG0002275	LOC111602913|XP_023176024.2|DHYD	LOC108013426|XP_016934780.1|DSUZ
OG0002276	LOC111592456|XP_023160413.2|DHYD	LOC108012830|XP_016933779.2|DSUZ
OG0002277	LOC111592449|XP_023160402.1|DHYD	LOC108012817|XP_016933745.1|DSUZ
OG0002278	LOC111604776|XP_023178750.2|DHYD	LOC108012232|XP_036671952.1|DSUZ
OG0002279	LOC111597493|XP_023168019.1|DHYD	LOC108012445|XP_016933304.1|DSUZ
OG0002280	LOC111594881|XP_023164135.2|DHYD	LOC108006686|XP_036671917.1|DSUZ
OG0002281	LOC111605666|XP_023180098.2|DHYD	LOC108006665|XP_036670808.1|DSUZ
OG0002282	LOC111595300|XP_023164723.2|DHYD	LOC108007163|XP_016926270.1|DSUZ
OG0002283	LOC111605260|XP_023179466.2|DHYD	LOC108008759|XP_016928146.1|DSUZ
OG0002284	LOC111593295|XP_023161743.1|DHYD	LOC108019807|XP_016943304.1|DSUZ
OG0002285	LOC111593416|XP_023161926.2|DHYD	LOC108021830|XP_016946124.1|DSUZ
OG0002286	LOC111593911|XP_023162754.2|DHYD	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ
OG0002287	LOC111594033|XP_023162913.2|DHYD	LOC108009969|XP_016930220.1|DSUZ
OG0002288	LOC111599778|XP_023171313.2|DHYD	LOC108013055|XP_016934162.1|DSUZ
OG0002289	LOC111605170|XP_023179326.1|DHYD	LOC108012912|XP_016933922.1|DSUZ
OG0002290	LOC111602260|XP_023175022.2|DHYD	LOC108007729|XP_016926968.1|DSUZ
OG0002291	LOC111599945|XP_023171564.1|DHYD	LOC108018041|XP_016940917.1|DSUZ
OG0002292	LOC111599942|XP_023171559.1|DHYD	LOC108018152|XP_016941104.1|DSUZ
OG0002293	LOC111600001|XP_023171671.2|DHYD	LOC108011186|XP_016931766.1|DSUZ
OG0002294	LOC111596259|XP_023166162.1|DHYD	LOC108006488|XP_016925501.2|DSUZ
OG0002295	LOC111602338|XP_023175111.1|DHYD	LOC108018762|XP_016941834.1|DSUZ
OG0002296	LOC111603874|XP_023177449.2|DHYD	LOC108018708|XP_016941773.1|DSUZ
OG0002297	LOC111602985|XP_023176148.2|DHYD	LOC108004908|XP_036674030.1|DSUZ
OG0002298	LOC111600034|XP_023171720.1|DHYD	LOC108008387|XP_016927721.1|DSUZ
OG0002299	LOC111593196|XP_023161588.1|DHYD	LOC108008634|XP_016928004.1|DSUZ
OG0002300	LOC111602223|XP_023174970.2|DHYD	LOC108006324|XP_016925317.1|DSUZ
OG0002301	LOC111592510|XP_023160508.2|DHYD	LOC108021186|XP_016945261.1|DSUZ
OG0002302	LOC111603743|XP_023177229.2|DHYD	LOC108021114|XP_016945149.1|DSUZ
OG0002303	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD	LOC108004661|XP_016923124.1|DSUZ
OG0002304	LOC111598991|XP_023170262.1|DHYD	LOC108021639|XP_016945936.1|DSUZ
OG0002305	LOC111592277|XP_023160146.2|DHYD	LOC108005905|XP_016924796.1|DSUZ
OG0002306	LOC111603953|XP_023177556.2|DHYD	LOC108021405|XP_016945598.1|DSUZ
OG0002307	LOC111596297|XP_023166221.2|DHYD	LOC108020973|XP_016944910.1|DSUZ
OG0002308	LOC111603880|XP_023177462.2|DHYD	LOC108020882|XP_016944770.1|DSUZ
OG0002309	LOC111603932|XP_023177526.1|DHYD	LOC108016498|XP_016938657.1|DSUZ
OG0002310	LOC111599187|XP_030080347.1|DHYD	LOC108007289|XP_016926421.1|DSUZ
OG0002311	LOC111594348|XP_023163372.2|DHYD	LOC108014712|XP_036672957.1|DSUZ
OG0002312	LOC111592565|XP_023160630.2|DHYD	LOC108021538|XP_016945793.1|DSUZ
OG0002314	LOC111602277|XP_023175041.2|DHYD	LOC108019657|XP_016943033.1|DSUZ
OG0002315	LOC111595473|XP_023165006.2|DHYD	LOC108008404|XP_016927737.1|DSUZ
OG0002316	LOC111596128|XP_023165967.1|DHYD	LOC108008930|XP_016928334.1|DSUZ
OG0002317	LOC111604313|XP_023178131.1|DHYD	LOC108013361|XP_016934671.1|DSUZ
OG0002318	LOC111599332|XP_023170721.2|DHYD	LOC108021504|XP_016945746.1|DSUZ
OG0002319	LOC111603913|XP_023177504.1|DHYD	LOC108005771|XP_016924592.1|DSUZ
OG0002320	LOC111593382|XP_023161872.2|DHYD	LOC108009382|XP_016929179.1|DSUZ
OG0002321	LOC111598013|XP_023168780.1|DHYD	LOC108008443|XP_016927784.1|DSUZ
OG0002322	LOC111600374|XP_023172220.2|DHYD	LOC108021683|XP_016945994.1|DSUZ
OG0002323	LOC111605568|XP_023179912.1|DHYD	LOC108005119|XP_016923785.1|DSUZ
OG0002324	LOC111605097|XP_023179204.2|DHYD	LOC108011053|XP_036671185.1|DSUZ
OG0002325	LOC111597517|XP_023168057.1|DHYD	LOC108014097|XP_016935606.1|DSUZ
OG0002326	LOC111597595|XP_023168164.1|DHYD	LOC108014101|XP_016935615.1|DSUZ
OG0002327	LOC111600242|XP_023172050.2|DHYD	LOC108006022|XP_036674274.1|DSUZ
OG0002328	LOC111592577|XP_023160656.2|DHYD	LOC108005856|XP_016924725.1|DSUZ
OG0002329	LOC111599108|XP_023170429.1|DHYD	LOC108006880|XP_016925955.1|DSUZ
OG0002330	LOC111599095|XP_023170404.1|DHYD	LOC108006057|XP_016924993.1|DSUZ
OG0002331	LOC111594901|XP_023164154.2|DHYD	LOC108011219|XP_016931802.1|DSUZ
OG0002332	LOC111597483|XP_023168002.1|DHYD	LOC108012368|XP_016933211.1|DSUZ
OG0002333	LOC111593912|XP_023162753.1|DHYD	LOC108009475|XP_016929344.1|DSUZ
OG0002334	LOC111596277|XP_023166190.2|DHYD	LOC108005689|XP_016924505.1|DSUZ
OG0002335	LOC111594091|XP_023163009.2|DHYD	LOC108018244|XP_016941259.1|DSUZ
OG0002336	LOC111592278|XP_023160147.2|DHYD	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ
OG0002337	LOC111605214|XP_030081081.1|DHYD	LOC108009071|XP_016928573.1|DSUZ
OG0002338	LOC111600812|XP_023172878.2|DHYD	LOC108020985|XP_016944932.1|DSUZ
OG0002339	LOC111599171|XP_030080329.1|DHYD	LOC108020099|XP_016943692.1|DSUZ
OG0002340	LOC111603770|XP_030080423.1|DHYD	LOC108019665|XP_016943082.2|DSUZ
OG0002341	LOC111597686|XP_023168286.1|DHYD	LOC108008375|XP_016927704.1|DSUZ
OG0002342	LOC111599315|XP_023170693.1|DHYD	LOC108018924|XP_036669333.1|DSUZ
OG0002343	LOC111599301|XP_023170679.2|DHYD	LOC108019307|XP_016942620.2|DSUZ
OG0002344	LOC111594679|XP_023163858.1|DHYD	LOC108006529|XP_036677565.1|DSUZ
OG0002345	LOC111599897|XP_023171488.2|DHYD	LOC108019605|XP_016942972.1|DSUZ
OG0002346	LOC111598778|XP_023169958.2|DHYD	LOC108021593|XP_016945872.1|DSUZ
OG0002347	LOC111602321|XP_023175090.2|DHYD	LOC108010069|XP_016930372.1|DSUZ
