Orthogroup	DHYD.longest_only	DGUA.longest_only
OG0000499	LOC111600628|XP_023172599.1|DHYD	LOC117588142|XP_034135132.1|DGUA
OG0000499	LOC111605300|XP_023179522.1|DHYD	LOC117590686|XP_034139477.1|DGUA
OG0000500	LOC111603333|XP_023176637.2|DHYD	LOC117579239|XP_034120912.1|DGUA
OG0000500	LOC111599229|XP_023170595.2|DHYD	LOC117579751|XP_034121663.1|DGUA
OG0000501	LOC111596380|XP_023166354.2|DHYD	LOC117589780|XP_034137910.1|DGUA, LOC117589850|XP_034138035.1|DGUA, LOC117589938|XP_034138155.1|DGUA, LOC117587707|XP_034134502.1|DGUA
OG0000502	LOC111597052|XP_023167338.1|DHYD	LOC117587412|XP_034134003.1|DGUA
OG0000503	LOC111593060|XP_023161406.2|DHYD	LOC117591887|XP_034141165.1|DGUA, LOC117591880|XP_034141153.1|DGUA, LOC117592260|XP_034141797.1|DGUA
OG0000504	LOC111605654|XP_023180083.2|DHYD	LOC117588862|XP_034136256.1|DGUA
OG0000505	LOC111601616|XP_023174050.2|DHYD	LOC117590284|XP_034138662.1|DGUA
OG0000505	LOC111601617|XP_030079936.1|DHYD	LOC117590289|XP_034138665.1|DGUA
OG0000506	LOC111601344|XP_023173644.2|DHYD	LOC117584952|XP_034130039.1|DGUA
OG0000507	LOC111593499|XP_030079940.1|DHYD	LOC117590947|XP_034139886.1|DGUA
OG0000507	LOC111593500|XP_023162035.1|DHYD	LOC117590948|XP_034139887.1|DGUA
OG0000508	LOC111596887|XP_023167105.2|DHYD	LOC117587140|XP_034133538.1|DGUA
OG0000508	LOC111597412|XP_030079482.1|DHYD	LOC117586889|XP_034133113.1|DGUA
OG0000509	LOC111596627|XP_030081319.1|DHYD	LOC117592291|XP_034141849.1|DGUA
OG0000509	LOC111594118|XP_023163046.1|DHYD	LOC117592289|XP_034141847.1|DGUA
OG0000510	LOC111592519|XP_023160538.2|DHYD	LOC117592543|XP_034142305.1|DGUA
OG0000511	LOC111602504|XP_023175347.2|DHYD	LOC117584423|XP_034129210.1|DGUA
OG0000511	LOC111602452|XP_023175279.2|DHYD	LOC117584517|XP_034129352.1|DGUA
OG0000512	LOC111602494|XP_023175331.2|DHYD	LOC117580410|XP_034122848.1|DGUA
OG0000513	LOC111597638|XP_023168211.2|DHYD	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA
OG0000513	LOC111598968|XP_023170230.2|DHYD	LOC117587784|XP_034134619.1|DGUA
OG0000514	LOC111595808|XP_023165467.2|DHYD	LOC117582192|XP_034125686.1|DGUA
OG0000514	LOC111595862|XP_030079227.1|DHYD	LOC117582374|XP_034125930.1|DGUA
OG0000515	LOC111597674|XP_023168272.1|DHYD	LOC117590615|XP_034139298.1|DGUA
OG0000515	LOC111595057|XP_023164379.1|DHYD	LOC117587137|XP_034133535.1|DGUA
OG0000516	LOC111602030|XP_030079551.1|DHYD	LOC117581038|XP_034123759.1|DGUA
OG0000516	LOC111602063|XP_023174745.2|DHYD	LOC117581035|XP_034123755.1|DGUA
OG0000517	LOC111598097|XP_023168915.1|DHYD	LOC117580264|XP_034122592.1|DGUA
OG0000518	LOC111592833|XP_023161025.2|DHYD	LOC117579863|XP_034121866.1|DGUA
OG0000521	LOC111595958|XP_030080031.1|DHYD	LOC117580624|XP_034123097.1|DGUA
OG0000521	LOC111596169|XP_030080029.1|DHYD	LOC117580857|XP_034123496.1|DGUA
OG0000522	LOC111602233|XP_023174988.2|DHYD	LOC117584103|XP_034128743.1|DGUA
OG0000522	LOC111598827|XP_023170027.2|DHYD	LOC117588531|XP_034135781.1|DGUA
OG0000523	LOC111600814|XP_023172881.1|DHYD	LOC117585167|XP_034130399.1|DGUA
OG0000523	LOC111594079|XP_023162989.1|DHYD	LOC117581281|XP_034124193.1|DGUA
OG0000524	LOC111601791|XP_023174330.2|DHYD	LOC117585858|XP_034131500.1|DGUA, LOC117589529|XP_034137413.1|DGUA
OG0000525	LOC111602095|XP_023174797.2|DHYD	LOC117588692|XP_034136035.1|DGUA, LOC117588681|XP_034136024.1|DGUA
OG0000526	LOC111594352|XP_023163380.2|DHYD	LOC117587947|XP_034134838.1|DGUA
OG0000526	LOC111593598|XP_023162226.1|DHYD	LOC117582321|XP_034125862.1|DGUA
OG0000527	LOC111602174|XP_023174903.1|DHYD	LOC117582543|XP_034126242.1|DGUA
OG0000527	LOC111602152|XP_023174872.2|DHYD	LOC117582261|XP_034125773.1|DGUA
OG0000528	LOC111596125|XP_023165963.2|DHYD	LOC117582217|XP_034125715.1|DGUA
OG0000529	LOC111599312|XP_023170690.2|DHYD	LOC117584201|XP_034128861.1|DGUA
OG0000530	LOC111597573|XP_023168140.2|DHYD	LOC117587107|XP_034133492.1|DGUA
OG0000530	LOC111603062|XP_023176287.1|DHYD	LOC117586930|XP_034133183.1|DGUA
OG0000531	LOC111600560|XP_023172479.1|DHYD	LOC117581913|XP_034125274.1|DGUA
OG0000532	LOC111601426|XP_023173770.2|DHYD	LOC117586174|XP_034131976.1|DGUA
OG0000532	LOC111601494|XP_023173849.1|DHYD	LOC117586168|XP_034131968.1|DGUA
OG0000533	LOC111598396|XP_023169390.1|DHYD	LOC117591023|XP_034140002.1|DGUA
OG0000533	LOC111604888|XP_023178896.1|DHYD	LOC117584918|XP_034129955.1|DGUA
OG0000534	LOC111597222|XP_030080076.1|DHYD	LOC117588420|XP_034135584.1|DGUA
OG0000534	LOC111603140|XP_023176383.2|DHYD, LOC111601121|XP_023173344.2|DHYD	LOC117591342|XP_034140458.1|DGUA
OG0000535	LOC111599263|XP_023170633.1|DHYD	LOC117592473|XP_034142205.1|DGUA
OG0000535	LOC111595592|XP_023165170.1|DHYD	LOC117588538|XP_034135799.1|DGUA
OG0000536	LOC111593083|XP_023161441.2|DHYD, LOC111593098|XP_023161464.2|DHYD	LOC117579628|XP_034121474.1|DGUA
OG0000537	LOC111593799|XP_023162588.2|DHYD	LOC117581231|XP_034124111.1|DGUA
OG0000538	LOC111604354|XP_023178187.1|DHYD	LOC117578875|XP_034120561.1|DGUA
OG0000538	LOC111598006|XP_023168766.1|DHYD	LOC117592248|XP_034141774.1|DGUA
OG0000539	LOC111595172|XP_023164520.1|DHYD	LOC117591092|XP_034140084.1|DGUA
OG0000539	LOC111595165|XP_023164513.1|DHYD	LOC117591108|XP_034140101.1|DGUA
OG0000540	LOC111596102|XP_023165932.1|DHYD	LOC117581807|XP_034125140.1|DGUA
OG0000541	LOC111597696|XP_023168300.1|DHYD	LOC117579910|XP_034121941.1|DGUA
OG0000542	LOC111604801|XP_023178789.2|DHYD	LOC117586318|XP_034132198.1|DGUA
OG0000542	LOC111593703|XP_023162419.1|DHYD	LOC117590622|XP_034139320.1|DGUA
OG0000543	LOC111594828|XP_023164060.1|DHYD	LOC117582918|XP_034126907.1|DGUA
OG0000543	LOC111595610|XP_023165184.2|DHYD	LOC117585389|XP_034130745.1|DGUA
OG0000544	LOC111601045|XP_023173227.1|DHYD	LOC117589142|XP_034136720.1|DGUA
OG0000544	LOC111595332|XP_023164764.1|DHYD	LOC117586516|XP_034132540.1|DGUA
OG0000545	LOC111601520|XP_023173894.2|DHYD	LOC117583333|XP_034127484.1|DGUA
OG0000545	LOC111601443|XP_030078652.1|DHYD	LOC117583306|XP_034127441.1|DGUA
OG0000546	LOC111603558|XP_023176966.2|DHYD	LOC117590120|XP_034138375.1|DGUA
OG0000546	LOC111596748|XP_023166847.1|DHYD	LOC117588273|XP_034135326.1|DGUA
OG0000547	LOC111597263|XP_023167642.1|DHYD	LOC117591012|XP_034139990.1|DGUA
OG0000548	LOC111594371|XP_023163404.2|DHYD	LOC117586846|XP_034133032.1|DGUA
OG0000548	LOC111594370|XP_023163403.2|DHYD	LOC117586854|XP_034133040.1|DGUA
OG0000549	LOC111593805|XP_023162598.1|DHYD	LOC117592114|XP_034141537.1|DGUA
OG0000550	LOC111601730|XP_023174224.2|DHYD	LOC117589006|XP_034136514.1|DGUA
OG0000550	LOC111596321|XP_023166255.1|DHYD	LOC117588562|XP_034135840.1|DGUA
OG0000552	LOC111594576|XP_023163702.2|DHYD	LOC117591454|XP_034140614.1|DGUA
OG0000553	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD	LOC117587553|XP_034134250.1|DGUA
OG0000554	LOC111605581|XP_023179953.2|DHYD	LOC117582816|XP_034126746.1|DGUA
OG0000554	LOC111594453|XP_023163515.2|DHYD	LOC117582812|XP_034126738.1|DGUA
OG0000555	LOC111601060|XP_023173247.1|DHYD	LOC117587275|XP_034133749.1|DGUA
OG0000555	LOC111604484|XP_023178339.1|DHYD	LOC117580172|XP_034122390.1|DGUA
OG0000556	LOC111598310|XP_023169272.1|DHYD	LOC117590430|XP_034138939.1|DGUA
OG0000556	LOC111603437|XP_023176789.1|DHYD	LOC117585901|XP_034131547.1|DGUA
OG0000557	LOC111604581|XP_023178452.2|DHYD	LOC117586284|XP_034132129.1|DGUA
OG0000557	LOC111604564|XP_023178431.2|DHYD	LOC117586286|XP_034132131.1|DGUA
OG0000558	LOC111603017|XP_023176204.1|DHYD	LOC117586154|XP_034131944.1|DGUA
OG0000558	LOC111598667|XP_023169787.2|DHYD	LOC117580884|XP_034123527.1|DGUA
OG0000559	LOC111601778|XP_023174299.2|DHYD	LOC117589837|XP_034137978.1|DGUA
OG0000559	LOC111595083|XP_023164406.2|DHYD	LOC117579238|XP_034120911.1|DGUA
OG0000560	LOC111597007|XP_023167279.1|DHYD	LOC117585147|XP_034130371.1|DGUA
OG0000560	LOC111597006|XP_023167278.1|DHYD	LOC117585128|XP_034130348.1|DGUA
OG0000561	LOC111598714|XP_023169871.2|DHYD	LOC117589361|XP_034137148.1|DGUA
OG0000561	LOC111598750|XP_023169918.2|DHYD	LOC117589364|XP_034137157.1|DGUA
OG0000562	LOC111593112|XP_023161480.2|DHYD	LOC117580154|XP_034122359.1|DGUA
OG0000562	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD	LOC117579209|XP_034120869.1|DGUA
OG0000563	LOC111597261|XP_023167639.2|DHYD, LOC111597229|XP_023167590.2|DHYD, LOC111604480|XP_023178332.1|DHYD	LOC117579196|XP_034120856.1|DGUA
OG0000564	LOC111601717|XP_023174206.1|DHYD	LOC117587186|XP_034133596.1|DGUA
OG0000564	LOC111601679|XP_023174146.1|DHYD	LOC117587187|XP_034133598.1|DGUA, LOC117587188|XP_034133599.1|DGUA
OG0000566	LOC111602385|XP_023175176.1|DHYD	LOC117584925|XP_034129967.1|DGUA
OG0000566	LOC111604753|XP_023178707.1|DHYD	LOC117587076|XP_034133429.1|DGUA
OG0000567	LOC111597252|XP_023167623.1|DHYD	LOC117581492|XP_034124630.1|DGUA
OG0000567	LOC111597331|XP_023167742.2|DHYD	LOC117581493|XP_034124631.1|DGUA
OG0000568	LOC111598233|XP_023169167.2|DHYD	LOC117588354|XP_034135457.1|DGUA
OG0000568	LOC111601981|XP_023174631.2|DHYD	LOC117590112|XP_034138353.1|DGUA
OG0000569	LOC111602724|XP_023175738.1|DHYD	LOC117589738|XP_034137805.1|DGUA
OG0000569	LOC111600813|XP_023172874.1|DHYD	LOC117590059|XP_034138271.1|DGUA
OG0000570	LOC111596953|XP_023167181.2|DHYD	LOC117585278|XP_034130592.1|DGUA
OG0000570	LOC111596961|XP_023167195.2|DHYD	LOC117585271|XP_034130583.1|DGUA
OG0000571	LOC111594258|XP_023163247.2|DHYD	LOC117583103|XP_034127172.1|DGUA
OG0000571	LOC111594260|XP_030078679.1|DHYD	LOC117582993|XP_034127032.1|DGUA
OG0000572	LOC111596609|XP_023166661.1|DHYD	LOC117589584|XP_034137538.1|DGUA
OG0000572	LOC111596591|XP_023166642.1|DHYD	LOC117589787|XP_034137877.1|DGUA
OG0000573	LOC111597783|XP_023168417.2|DHYD	LOC117587512|XP_034134197.1|DGUA
OG0000573	LOC111599905|XP_023171495.1|DHYD	LOC117592092|XP_034141502.1|DGUA
OG0000574	LOC111597298|XP_023167689.2|DHYD	LOC117589057|XP_034136577.1|DGUA
OG0000574	LOC111601545|XP_023173949.1|DHYD	LOC117586278|XP_034132121.1|DGUA
OG0000575	LOC111595126|XP_023164466.2|DHYD	LOC117586972|XP_034133239.1|DGUA
OG0000575	LOC111595051|XP_023164346.2|DHYD	LOC117586973|XP_034133242.1|DGUA
OG0000576	LOC111603412|XP_023176762.2|DHYD	LOC117586383|XP_034132304.1|DGUA
OG0000577	LOC111605564|XP_023179904.1|DHYD	LOC117582211|XP_034125710.1|DGUA
OG0000577	LOC111605561|XP_023179902.1|DHYD	LOC117582212|XP_034125711.1|DGUA
OG0000578	LOC111601242|XP_023173511.2|DHYD	LOC117584092|XP_034128731.1|DGUA
OG0000578	LOC111599661|XP_023171129.2|DHYD	LOC117592651|XP_034142486.1|DGUA
OG0000579	LOC111593268|XP_023161705.1|DHYD	LOC117589609|XP_034137575.1|DGUA
OG0000579	LOC111597243|XP_023167607.1|DHYD	LOC117579079|XP_034120678.1|DGUA
OG0000580	LOC111603021|XP_023176219.2|DHYD	LOC117585508|XP_034130898.1|DGUA
OG0000580	LOC111602980|XP_023176142.2|DHYD	LOC117585507|XP_034130897.1|DGUA
OG0000581	LOC111596434|XP_023166418.2|DHYD	LOC117585100|XP_034130268.1|DGUA
OG0000581	LOC111594057|XP_023162943.1|DHYD	LOC117590359|XP_034138789.1|DGUA
OG0000582	LOC111595070|XP_023164398.1|DHYD	LOC117591657|XP_034140875.1|DGUA
OG0000583	LOC111593932|XP_023162778.1|DHYD	LOC117578733|XP_034120287.1|DGUA
OG0000583	LOC111603806|XP_023177325.1|DHYD	LOC117579684|XP_034121566.1|DGUA
OG0000584	LOC111593777|XP_023162563.1|DHYD	LOC117587725|XP_034134534.1|DGUA
OG0000584	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD	LOC117579666|XP_034121542.1|DGUA, LOC117588224|XP_034135261.1|DGUA
OG0000585	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD	LOC117589047|XP_034136565.1|DGUA, LOC117589071|XP_034136594.1|DGUA
OG0000586	LOC111597975|XP_023168718.2|DHYD	LOC117592047|XP_034141423.1|DGUA
OG0000589	LOC111592357|XP_030080157.1|DHYD	LOC117588744|XP_034136112.1|DGUA
OG0000590	LOC111595919|XP_023165638.1|DHYD	LOC117582989|XP_034127028.1|DGUA
OG0000590	LOC111605431|XP_023179712.1|DHYD	LOC117580648|XP_034123138.1|DGUA
OG0000592	LOC111593899|XP_023162736.2|DHYD	LOC117585643|XP_034131123.1|DGUA
OG0000592	LOC111600679|XP_023172697.2|DHYD	LOC117581799|XP_034125134.1|DGUA
OG0000593	LOC111595398|XP_023164873.1|DHYD	LOC117588805|XP_034136211.1|DGUA
OG0000594	LOC111594451|XP_023163512.1|DHYD	LOC117582712|XP_034126526.1|DGUA
OG0000594	LOC111604560|XP_023178428.1|DHYD	LOC117586283|XP_034132128.1|DGUA
OG0000595	LOC111605572|XP_023179922.1|DHYD	LOC117589615|XP_034137583.1|DGUA
OG0000595	LOC111598220|XP_023169146.1|DHYD	LOC117583377|XP_034127551.1|DGUA
OG0000596	LOC111601915|XP_023174530.2|DHYD	LOC117590742|XP_034139543.1|DGUA
OG0000596	LOC111601319|XP_023173617.2|DHYD	LOC117586675|XP_034132815.1|DGUA
OG0000597	LOC111596407|XP_023166384.2|DHYD	LOC117582731|XP_034126549.1|DGUA
OG0000598	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD	LOC117589712|XP_034137767.1|DGUA
OG0000599	LOC111597568|XP_023168134.2|DHYD	LOC117587247|XP_034133709.1|DGUA
OG0000599	LOC111597569|XP_023168135.2|DHYD	LOC117587144|XP_034133541.1|DGUA
OG0000600	LOC111595722|XP_023165340.1|DHYD	LOC117578500|XP_034119939.1|DGUA
OG0000600	LOC111595725|XP_023165344.1|DHYD	LOC117586868|XP_034133060.1|DGUA
OG0000601	LOC111593157|XP_023161528.2|DHYD	LOC117584252|XP_034128946.1|DGUA
OG0000601	LOC111593163|XP_023161533.1|DHYD	LOC117587595|XP_034134337.1|DGUA
OG0000602	LOC111603941|XP_023177537.2|DHYD	LOC117587992|XP_034134897.1|DGUA
OG0000602	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD	LOC117587993|XP_034134898.1|DGUA
OG0000603	LOC111601936|XP_023174558.2|DHYD	LOC117581775|XP_034125089.1|DGUA
OG0000604	LOC111603542|XP_023176944.1|DHYD	LOC117584229|XP_034128902.1|DGUA
OG0000604	LOC111596067|XP_023165885.1|DHYD	LOC117584228|XP_034128901.1|DGUA
OG0000605	LOC111601154|XP_023173401.2|DHYD	LOC117583867|XP_034128404.1|DGUA
OG0000606	LOC111603499|XP_023176873.2|DHYD	LOC117584923|XP_034129964.1|DGUA
OG0000607	LOC111596833|XP_023166979.1|DHYD	LOC117585348|XP_034130682.1|DGUA
OG0000607	LOC111595484|XP_023165048.1|DHYD	LOC117586092|XP_034131839.1|DGUA
OG0000608	LOC111600241|XP_023172044.1|DHYD	LOC117585552|XP_034130967.1|DGUA
OG0000608	LOC111600252|XP_023172065.1|DHYD	LOC117584929|XP_034129976.1|DGUA
OG0000609	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD, LOC111601816|XP_023174405.2|DHYD	LOC117590797|XP_034139643.1|DGUA
OG0000610	LOC111592275|XP_023160142.1|DHYD	LOC117579557|XP_034121368.1|DGUA
OG0000610	LOC111601249|XP_023173516.1|DHYD	LOC117583646|XP_034127993.1|DGUA
OG0000611	LOC111600146|XP_023171891.1|DHYD	LOC117585964|XP_034131668.1|DGUA
OG0000611	LOC111594124|XP_023163051.2|DHYD	LOC117592288|XP_034141840.1|DGUA
OG0000612	LOC111603340|XP_030079167.1|DHYD	LOC117580539|XP_034123023.1|DGUA, LOC117580242|XP_034122556.1|DGUA
OG0000614	LOC111593076|XP_023161423.2|DHYD	LOC117588579|XP_034135867.1|DGUA
OG0000615	LOC111603150|XP_023176394.1|DHYD	LOC117579823|XP_034121805.1|DGUA
OG0000615	LOC111602718|XP_023175732.2|DHYD	LOC117589730|XP_034137796.1|DGUA
OG0000616	LOC111603109|XP_023176343.2|DHYD	LOC117588730|XP_034136090.1|DGUA
OG0000617	LOC111603495|XP_023176870.2|DHYD	LOC117582826|XP_034126768.1|DGUA
OG0000617	LOC111598297|XP_023169253.2|DHYD	LOC117582775|XP_034126636.1|DGUA
OG0000618	LOC111599431|XP_023170852.2|DHYD	LOC117585391|XP_034130744.1|DGUA
OG0000618	LOC111594908|XP_023164162.1|DHYD	LOC117579105|XP_034120722.1|DGUA
OG0000619	LOC111604249|XP_023178008.1|DHYD	LOC117579367|XP_034121122.1|DGUA
OG0000620	LOC111602819|XP_023175891.1|DHYD	LOC117581579|XP_034124820.1|DGUA
OG0000620	LOC111603737|XP_023177221.2|DHYD	LOC117580022|XP_034122135.1|DGUA
OG0000621	LOC111595025|XP_030080700.1|DHYD	LOC117584987|XP_034130101.1|DGUA, LOC117580759|XP_034123345.1|DGUA
OG0000621	LOC111604520|XP_023178415.1|DHYD	LOC117581388|XP_034124421.1|DGUA
OG0000622	LOC111604778|XP_023178753.2|DHYD	LOC117589044|XP_034136563.1|DGUA
OG0000622	LOC111600479|XP_023172358.2|DHYD	LOC117587041|XP_034133363.1|DGUA
OG0000623	LOC111595393|XP_023164863.1|DHYD	LOC117586964|XP_034133228.1|DGUA
OG0000623	LOC111602902|XP_023176008.1|DHYD	LOC117579413|XP_034121183.1|DGUA
OG0000624	LOC111603217|XP_030080968.1|DHYD	LOC117582085|XP_034125540.1|DGUA, LOC117582076|XP_034125527.1|DGUA
OG0000625	LOC111594856|XP_023164103.2|DHYD	LOC117580303|XP_034122684.1|DGUA
OG0000625	LOC111594850|XP_023164090.1|DHYD	LOC117580313|XP_034122699.1|DGUA
OG0000626	LOC111592181|XP_023160015.2|DHYD	LOC117582928|XP_034126923.1|DGUA
OG0000626	LOC111605285|XP_023179497.2|DHYD	LOC117591983|XP_034141316.1|DGUA
OG0000627	LOC111604761|XP_023178721.1|DHYD	LOC117589193|XP_034136811.1|DGUA
OG0000627	LOC111605598|XP_023179977.1|DHYD	LOC117591399|XP_034140535.1|DGUA
OG0000628	LOC111596303|XP_023166229.1|DHYD	LOC117587890|XP_034134758.1|DGUA
OG0000628	LOC111596646|XP_023166711.1|DHYD	LOC117584012|XP_034128635.1|DGUA
OG0000629	LOC111600276|XP_023172092.2|DHYD	LOC117585483|XP_034130868.1|DGUA
OG0000629	LOC111599207|XP_023170571.1|DHYD	LOC117584833|XP_034129854.1|DGUA
OG0000630	LOC111600321|XP_023172152.1|DHYD	LOC117587638|XP_034134413.1|DGUA
OG0000630	LOC111600410|XP_023172262.2|DHYD	LOC117587683|XP_034134467.1|DGUA
OG0000631	LOC111599386|XP_023170791.2|DHYD	LOC117581821|XP_034125155.1|DGUA
OG0000631	LOC111596318|XP_023166252.2|DHYD	LOC117591147|XP_034140146.1|DGUA
OG0000632	LOC111596100|XP_023165928.1|DHYD	LOC117582272|XP_034125792.1|DGUA
OG0000632	LOC111599127|XP_023170457.2|DHYD	LOC117582523|XP_034126212.1|DGUA
OG0000633	LOC111599227|XP_023170593.2|DHYD	LOC117587501|XP_034134163.1|DGUA
OG0000634	LOC111597011|XP_023167283.2|DHYD	LOC117579861|XP_034121868.1|DGUA
OG0000635	LOC111594670|XP_023163849.2|DHYD	LOC117579755|XP_034121676.1|DGUA
OG0000635	LOC111598171|XP_023169033.1|DHYD	LOC117589248|XP_034136912.1|DGUA
OG0000636	LOC111600582|XP_023172541.1|DHYD	LOC117587665|XP_034134447.1|DGUA
OG0000636	LOC111600597|XP_023172561.1|DHYD	LOC117587680|XP_034134462.1|DGUA
OG0000637	LOC111596742|XP_030079889.1|DHYD	LOC117581470|XP_034124597.1|DGUA
OG0000637	LOC111596743|XP_023166843.2|DHYD	LOC117581269|XP_034124171.1|DGUA
OG0000638	LOC111593458|XP_023161987.1|DHYD	LOC117581215|XP_034124084.1|DGUA
OG0000639	LOC111597500|XP_023168029.2|DHYD	LOC117579090|XP_034120691.1|DGUA
OG0000643	LOC111593276|XP_023161714.2|DHYD	LOC117583164|XP_034127250.1|DGUA
OG0000644	LOC111592765|XP_023160934.2|DHYD, LOC115483771|XP_030081873.1|DHYD	LOC117579187|XP_034120847.1|DGUA, LOC117579116|XP_034120736.1|DGUA
OG0000645	LOC111599079|XP_023170379.1|DHYD	LOC117582322|XP_034125859.1|DGUA
OG0000645	LOC111599077|XP_023170377.2|DHYD	LOC117582325|XP_034125863.1|DGUA
OG0000646	LOC111598901|XP_023170138.2|DHYD	LOC117585005|XP_034130135.1|DGUA
OG0000646	LOC111595918|XP_023165637.2|DHYD	LOC117589673|XP_034137707.1|DGUA
OG0000647	LOC111594585|XP_023163711.2|DHYD	LOC117582836|XP_034126783.1|DGUA
OG0000647	LOC111598212|XP_023169134.2|DHYD	LOC117588352|XP_034135455.1|DGUA
OG0000648	LOC111596578|XP_023166620.1|DHYD	LOC117581055|XP_034123783.1|DGUA
OG0000648	LOC111596551|XP_030079918.1|DHYD	LOC117581366|XP_034124390.1|DGUA
OG0000649	LOC111593012|XP_023161315.1|DHYD	LOC117588311|XP_034135392.1|DGUA
OG0000649	LOC111593067|XP_023161411.1|DHYD	LOC117588433|XP_034135605.1|DGUA
OG0000650	LOC111593709|XP_023162440.1|DHYD	LOC117590638|XP_034139358.1|DGUA
OG0000651	LOC111603676|XP_023177123.1|DHYD	LOC117587038|XP_034133359.1|DGUA
OG0000651	LOC111597501|XP_023168033.1|DHYD	LOC117587089|XP_034133450.1|DGUA
OG0000652	LOC111595319|XP_023164744.1|DHYD	LOC117591566|XP_034140771.1|DGUA
OG0000652	LOC111593505|XP_023162057.1|DHYD	LOC117581065|XP_034123828.1|DGUA
OG0000653	LOC111601387|XP_023173695.1|DHYD	LOC117583021|XP_034127062.1|DGUA, LOC117583524|XP_034127762.1|DGUA
OG0000654	LOC111602885|XP_023175985.2|DHYD	LOC117579525|XP_034121329.1|DGUA
OG0000654	LOC111603693|XP_023177150.1|DHYD	LOC117586979|XP_034133259.1|DGUA
OG0000655	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD	LOC117580176|XP_034122421.1|DGUA
OG0000655	LOC111599045|XP_023170329.2|DHYD	LOC117582532|XP_034126228.1|DGUA
OG0000656	LOC111592027|XP_023159790.1|DHYD	LOC117586054|XP_034131788.1|DGUA
OG0000657	LOC111595742|XP_023165364.2|DHYD	LOC117587237|XP_034133697.1|DGUA
OG0000657	LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD	LOC117582430|XP_034126025.1|DGUA
OG0000658	LOC111598305|XP_023169261.1|DHYD	LOC117588494|XP_034135695.1|DGUA
OG0000658	LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD	LOC117585496|XP_034130886.1|DGUA
OG0000659	LOC111603964|XP_023177569.1|DHYD	LOC117584578|XP_034129445.1|DGUA
OG0000659	LOC111600442|XP_023172305.1|DHYD	LOC117587910|XP_034134782.1|DGUA
OG0000660	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD	LOC117581767|XP_034125062.1|DGUA
OG0000660	LOC111603769|XP_023177271.1|DHYD, LOC111605531|XP_023179859.2|DHYD, LOC111605535|XP_023179866.2|DHYD	LOC117581768|XP_034125065.1|DGUA, LOC117586421|XP_034132353.1|DGUA, LOC117581770|XP_034125066.1|DGUA
OG0000661	LOC111592855|XP_023161063.1|DHYD	LOC117580308|XP_034122692.1|DGUA
OG0000661	LOC111605558|XP_023179894.1|DHYD	LOC117582157|XP_034125641.1|DGUA
OG0000662	LOC111601559|XP_023173969.1|DHYD	LOC117587134|XP_034133532.1|DGUA
OG0000662	LOC111601892|XP_023174503.2|DHYD	LOC117590729|XP_034139528.1|DGUA
OG0000663	LOC111604609|XP_023178491.2|DHYD	LOC117582471|XP_034126099.1|DGUA
OG0000664	LOC111603773|XP_023177276.2|DHYD	LOC117589519|XP_034137401.1|DGUA
OG0000664	LOC111604049|XP_023177674.1|DHYD	LOC117580737|XP_034123304.1|DGUA
OG0000665	LOC111598579|XP_023169652.2|DHYD	LOC117586390|XP_034132312.1|DGUA
OG0000666	LOC111593572|XP_023162205.2|DHYD	LOC117589054|XP_034136578.1|DGUA
OG0000666	LOC111602846|XP_023175926.2|DHYD	LOC117590811|XP_034139668.1|DGUA
OG0000667	LOC111598417|XP_023169427.1|DHYD	LOC117591004|XP_034139977.1|DGUA
OG0000667	LOC111602966|XP_023176114.1|DHYD	LOC117585512|XP_034130902.1|DGUA
OG0000668	LOC111598601|XP_023169685.1|DHYD	LOC117590158|XP_034138435.1|DGUA
OG0000668	LOC111594606|XP_023163749.1|DHYD	LOC117583846|XP_034128356.1|DGUA
OG0000669	LOC111591900|XP_023159576.1|DHYD	LOC117581041|XP_034123762.1|DGUA
OG0000669	LOC111591886|XP_023159558.2|DHYD	LOC117581039|XP_034123760.1|DGUA
OG0000670	LOC111593648|XP_023162296.2|DHYD	LOC117590829|XP_034139694.1|DGUA
OG0000670	LOC111604066|XP_023177700.1|DHYD	LOC117581165|XP_034123999.1|DGUA
OG0000671	LOC111598756|XP_023169935.2|DHYD	LOC117590066|XP_034138282.1|DGUA
OG0000671	LOC111601493|XP_023173848.2|DHYD	LOC117582949|XP_034126952.1|DGUA
OG0000672	LOC111592356|XP_023160280.1|DHYD	LOC117590356|XP_034138783.1|DGUA
