Orthogroup	DHYD.longest_only	DVIR.longest_only
OG0001233	LOC111595816|XP_023165489.1|DHYD	LOC6635630|XP_032294722.1|DVIR
OG0001234	LOC111592110|XP_023159912.1|DHYD	LOC6627060|XP_002050516.1|DVIR
OG0001234	LOC111594012|XP_023162878.1|DHYD	LOC6626532|XP_002050656.1|DVIR
OG0001235	LOC111599105|XP_023170424.2|DHYD	LOC6627851|XP_002052846.1|DVIR
OG0001236	LOC111605688|XP_023180127.2|DHYD	LOC6622545|XP_002048141.1|DVIR
OG0001237	LOC111596687|XP_023166761.1|DHYD	LOC6632514|XP_015025814.1|DVIR
OG0001238	LOC111595167|XP_023164515.1|DHYD	LOC6630930|XP_032293104.1|DVIR
OG0001239	LOC111598313|XP_023169277.1|DHYD	LOC6630422|XP_032294222.1|DVIR
OG0001240	LOC111595162|XP_030078658.1|DHYD	LOC6630994|XP_002053496.1|DVIR
OG0001241	LOC111598531|XP_023169583.2|DHYD	LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR
OG0001242	LOC111593632|XP_023162272.1|DHYD	LOC6634480|XP_002058157.2|DVIR
OG0001243	LOC111605069|XP_023179168.2|DHYD	LOC6622872|XP_032290930.1|DVIR
OG0001244	LOC111595689|XP_023165299.2|DHYD	LOC6630399|XP_032294922.1|DVIR
OG0001245	LOC111595974|XP_023165720.2|DHYD	LOC6630383|XP_002054009.1|DVIR
OG0001246	LOC111600084|XP_023171791.2|DHYD	LOC6625545|XP_002049980.1|DVIR
OG0001247	LOC111600130|XP_023171863.1|DHYD	LOC26531806|XP_015030372.1|DVIR
OG0001248	LOC111592739|XP_023160904.2|DHYD	LOC6623670|XP_002046796.1|DVIR
OG0001249	LOC111605291|XP_023179509.1|DHYD	LOC6633450|XP_032289047.1|DVIR
OG0001252	LOC111603655|XP_023177104.2|DHYD	LOC6629429|XP_002054361.1|DVIR
OG0001253	LOC111594064|XP_023162964.1|DHYD	LOC6625672|XP_002049371.1|DVIR
OG0001254	LOC111602137|XP_023174853.2|DHYD	LOC6635817|XP_032291640.1|DVIR
OG0001255	LOC111597003|XP_023167273.2|DHYD	LOC6626220|XP_002049796.1|DVIR
OG0001256	LOC111598467|XP_023169492.1|DHYD	LOC6622455|XP_002046982.2|DVIR
OG0001257	LOC111593704|XP_023162420.2|DHYD	LOC6636237|XP_015024077.1|DVIR
OG0001258	LOC111602741|XP_023175762.1|DHYD	LOC6629881|XP_002054541.1|DVIR
OG0001260	LOC111594477|XP_023163546.1|DHYD	LOC6632708|XP_002056039.2|DVIR
OG0001261	LOC111600196|XP_023171977.1|DHYD	LOC6632159|XP_002055768.1|DVIR
OG0001262	LOC111604471|XP_023178320.2|DHYD	LOC6622653|XP_002048535.3|DVIR
OG0001263	LOC111596397|XP_023166371.1|DHYD	LOC6630711|XP_002054204.1|DVIR
OG0001264	LOC111601567|XP_030080310.1|DHYD	LOC6627719|XP_032294248.1|DVIR
OG0001265	LOC111595946|XP_023165680.2|DHYD	LOC6631734|XP_032295875.1|DVIR
OG0001266	LOC111605272|XP_023179483.2|DHYD	LOC6636362|XP_002059891.1|DVIR
OG0001267	LOC111597805|XP_023168458.1|DHYD	LOC6630727|XP_002053787.1|DVIR
OG0001268	LOC111596633|XP_023166692.1|DHYD	LOC6632807|XP_002056234.1|DVIR
OG0001269	LOC111592203|XP_023160038.1|DHYD	LOC6625858|XP_002049216.1|DVIR
OG0001270	LOC111598646|XP_023169761.2|DHYD	LOC6633054|XP_032289794.1|DVIR
OG0001271	LOC111600731|XP_023172771.2|DHYD	LOC6625913|XP_002050428.1|DVIR
OG0001272	LOC111601736|XP_023174228.2|DHYD	LOC6624348|XP_002047148.2|DVIR
OG0001273	LOC111601442|XP_023173786.1|DHYD	LOC6630687|XP_032295022.1|DVIR
OG0001274	LOC111604427|XP_023178256.1|DHYD	LOC6624520|XP_002048497.1|DVIR
OG0001275	LOC111605140|XP_023179287.1|DHYD	LOC6631754|XP_002054922.1|DVIR
OG0001276	LOC111596616|XP_023166671.1|DHYD	LOC6624011|XP_002047407.1|DVIR
OG0001277	LOC111597564|XP_023168131.2|DHYD	LOC6622890|XP_032290651.1|DVIR
OG0001278	LOC111603732|XP_023177212.1|DHYD	LOC6623208|XP_032290554.1|DVIR
OG0001279	LOC111603742|XP_023177228.1|DHYD	LOC6623217|XP_002047264.2|DVIR
OG0001280	LOC111600514|XP_023172411.1|DHYD	LOC6623138|XP_002046122.2|DVIR
OG0001281	LOC111591857|XP_023159507.1|DHYD	LOC6622525|XP_002046549.1|DVIR
OG0001282	LOC111603965|XP_023177571.2|DHYD	LOC6634104|XP_015025191.1|DVIR
OG0001283	LOC111594018|XP_023162888.2|DHYD	LOC6626719|XP_002050669.2|DVIR
OG0001284	LOC111599984|XP_030079074.1|DHYD	LOC26530754|XP_015028852.1|DVIR
OG0001285	LOC111598758|XP_023169934.1|DHYD	LOC6624488|XP_015030749.1|DVIR
OG0001286	LOC111596084|XP_023165913.1|DHYD	LOC6628815|XP_002052065.1|DVIR
OG0001287	LOC111600268|XP_023172084.2|DHYD	LOC6629798|XP_032294256.1|DVIR
OG0001288	LOC111599114|XP_023170442.2|DHYD	LOC6628367|XP_002052867.1|DVIR
OG0001289	LOC111601651|XP_023174105.2|DHYD	LOC6628409|XP_002052052.2|DVIR
OG0001290	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD	LOC6628152|XP_032294408.1|DVIR
OG0001291	LOC111600014|XP_023171687.1|DHYD	LOC6625308|XP_002049972.1|DVIR
OG0001292	LOC111594729|XP_023163932.2|DHYD	LOC6625660|XP_015029661.1|DVIR
OG0001293	LOC111605594|XP_023179971.1|DHYD	LOC6633377|XP_002057330.1|DVIR
OG0001294	LOC111603471|XP_023176829.1|DHYD	LOC6632763|XP_032289429.1|DVIR
OG0001295	LOC111602855|XP_023175938.1|DHYD	LOC6636069|XP_002059600.1|DVIR
OG0001296	LOC111605641|XP_023180070.2|DHYD	LOC6622540|XP_015031458.1|DVIR
OG0001296	LOC111593242|XP_030081695.1|DHYD	LOC6633186|XP_002055974.3|DVIR
OG0001297	LOC111601790|XP_023174327.1|DHYD	LOC6629321|XP_002053054.1|DVIR
OG0001298	LOC111602638|XP_023175567.1|DHYD	LOC6635074|XP_002058467.3|DVIR
OG0001299	LOC111604503|XP_023178363.2|DHYD	LOC6636561|XP_002060065.1|DVIR
OG0001300	LOC111598513|XP_023169555.1|DHYD	LOC6632619|XP_002056319.1|DVIR
OG0001300	LOC111605417|XP_023179693.2|DHYD	LOC6625390|XP_002050135.1|DVIR
OG0001301	LOC111597755|XP_023168378.2|DHYD	LOC6627652|XP_002052503.1|DVIR
OG0001302	LOC111594327|XP_023163342.1|DHYD	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR
OG0001303	LOC111602449|XP_023175280.2|DHYD	LOC6632233|XP_002055817.1|DVIR
OG0001304	LOC111592217|XP_023160058.1|DHYD	LOC6626496|XP_002049321.2|DVIR
OG0001305	LOC111594314|XP_023163324.2|DHYD	LOC6624974|XP_002049482.1|DVIR
OG0001305	LOC111598519|XP_023169563.1|DHYD	LOC6633055|XP_032289800.1|DVIR
OG0001306	LOC111595196|XP_023164559.1|DHYD	LOC6631130|XP_002053506.1|DVIR
OG0001307	LOC111594841|XP_023164075.2|DHYD	LOC6624678|XP_002047188.1|DVIR
OG0001308	LOC111596830|XP_023166969.1|DHYD	LOC6633429|XP_032296255.1|DVIR
OG0001309	LOC111604956|XP_023179001.1|DHYD	LOC6629853|XP_015027389.1|DVIR
OG0001310	LOC111598328|XP_023169296.1|DHYD	LOC6632189|XP_032295778.1|DVIR
OG0001311	LOC111603228|XP_030079291.1|DHYD	LOC6635486|XP_032296157.1|DVIR
OG0001312	LOC111592737|XP_023160899.1|DHYD	LOC6623655|XP_032290762.1|DVIR
OG0001313	LOC111600546|XP_023172459.2|DHYD	LOC6626939|XP_002050077.1|DVIR
OG0001314	LOC111600371|XP_023172216.2|DHYD	LOC6634343|XP_002057471.1|DVIR
OG0001315	LOC111604067|XP_023177704.1|DHYD	LOC6633533|XP_002057361.1|DVIR
OG0001316	LOC111593925|XP_023162767.1|DHYD	LOC6626394|XP_002048733.2|DVIR
OG0001317	LOC111601159|XP_023173405.2|DHYD	LOC6627396|XP_002052148.2|DVIR
OG0001319	LOC111600413|XP_023172261.2|DHYD	LOC6634093|XP_002057513.1|DVIR
OG0001320	LOC111597960|XP_023168692.2|DHYD	LOC6626069|XP_015029747.1|DVIR
OG0001321	LOC111593285|XP_023161726.2|DHYD	LOC6626988|XP_002050175.1|DVIR
OG0001322	LOC111604863|XP_023178865.1|DHYD	LOC6632899|XP_032289859.1|DVIR
OG0001323	LOC111602168|XP_023174894.2|DHYD	LOC6627401|XP_002051912.1|DVIR
OG0001323	LOC111602166|XP_023174891.2|DHYD	LOC26530374|XP_015028808.1|DVIR
OG0001324	LOC111595009|XP_023164282.1|DHYD	LOC116652154|XP_032296007.1|DVIR, LOC6635716|XP_002059153.1|DVIR
OG0001325	LOC111597544|XP_023168102.2|DHYD	LOC6631243|XP_002053644.2|DVIR
OG0001326	LOC111603295|XP_023176585.1|DHYD	LOC6632801|XP_032289419.1|DVIR
OG0001328	LOC111596963|XP_030079613.1|DHYD	LOC6636515|XP_002060005.2|DVIR
OG0001329	LOC111594997|XP_023164264.1|DHYD	LOC6631936|XP_002055483.2|DVIR
OG0001330	LOC111592999|XP_023161285.2|DHYD	LOC6630895|XP_032294540.1|DVIR, LOC6631662|XP_015026580.1|DVIR
OG0001331	LOC111598637|XP_023169785.2|DHYD	LOC6634725|XP_002058324.2|DVIR
OG0001332	LOC111598290|XP_023169241.1|DHYD	LOC6632105|XP_002055628.2|DVIR
OG0001333	LOC111591909|XP_023159609.1|DHYD	LOC6636899|XP_002060355.3|DVIR
OG0001334	LOC111592492|XP_023160479.2|DHYD	LOC6629503|XP_002054523.1|DVIR
OG0001335	LOC111592028|XP_023159791.2|DHYD	LOC6629975|XP_002053084.1|DVIR
OG0001337	LOC111603386|XP_023176713.1|DHYD	LOC6632007|XP_032296152.1|DVIR
OG0001338	LOC111595542|XP_023165095.1|DHYD	LOC6625115|XP_015029438.1|DVIR
OG0001339	LOC111604516|XP_023178383.1|DHYD	LOC6636496|XP_002059802.1|DVIR
OG0001340	LOC111600939|XP_023173078.2|DHYD	LOC6622511|XP_002047704.1|DVIR
OG0001341	LOC111593681|XP_023162341.1|DHYD	LOC6630603|XP_002053022.1|DVIR
OG0001342	LOC111599480|XP_023170916.2|DHYD	LOC6627966|XP_032293724.1|DVIR, LOC6627967|XP_002051620.2|DVIR
OG0001342	LOC111596410|XP_023166387.2|DHYD	LOC6635087|XP_002058417.1|DVIR
OG0001343	LOC111594441|XP_023163497.2|DHYD	LOC6634901|XP_002058553.2|DVIR
OG0001344	LOC111597828|XP_023168492.1|DHYD	LOC6632883|XP_015025994.1|DVIR
OG0001345	LOC111594624|XP_023163782.2|DHYD	LOC6632728|XP_002056051.1|DVIR
OG0001346	LOC111599551|XP_023170985.2|DHYD	LOC6629281|XP_002054689.2|DVIR
OG0001347	LOC111593051|XP_023161392.1|DHYD	LOC6631534|XP_032294977.1|DVIR
OG0001349	LOC111595298|XP_023164721.2|DHYD	LOC6623366|XP_002046361.2|DVIR
OG0001349	LOC111601590|XP_023174013.2|DHYD	LOC6624450|XP_002046598.1|DVIR
OG0001349	LOC111601557|XP_023173967.2|DHYD	LOC6624412|XP_015031121.1|DVIR
OG0001350	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD	LOC6623335|XP_002048570.1|DVIR
OG0001351	LOC111593942|XP_023162798.2|DHYD	LOC6627000|XP_002048742.1|DVIR
OG0001352	LOC111603185|XP_023176440.1|DHYD	LOC6635862|XP_032291692.1|DVIR
OG0001353	LOC111595065|XP_023164389.1|DHYD	LOC6623502|XP_002048239.1|DVIR
OG0001354	LOC111603814|XP_023177337.2|DHYD	LOC6626668|XP_032291629.1|DVIR
OG0001355	LOC111593924|XP_023162766.1|DHYD	LOC6625488|XP_002048825.1|DVIR
OG0001356	LOC111600282|XP_023172100.1|DHYD	LOC6630663|XP_032290428.1|DVIR
OG0001357	LOC111595087|XP_023164411.2|DHYD	LOC6637008|XP_002060435.1|DVIR
OG0001358	LOC111592324|XP_023160214.2|DHYD	LOC6622903|XP_002048031.3|DVIR
OG0001359	LOC111605041|XP_023179145.1|DHYD	LOC6627451|XP_002052473.2|DVIR
OG0001360	LOC111593857|XP_023162672.1|DHYD	LOC6626063|XP_002048853.1|DVIR
OG0001361	LOC111603699|XP_023177167.2|DHYD	LOC6623320|XP_002047272.3|DVIR
OG0001362	LOC111603733|XP_023177217.1|DHYD	LOC6623255|XP_002047266.1|DVIR
OG0001363	LOC111604218|XP_023177955.1|DHYD	LOC6630237|XP_002054577.1|DVIR
OG0001364	LOC111593177|XP_023161552.1|DHYD	LOC6635915|XP_032291768.1|DVIR
OG0001365	LOC111601058|XP_023173244.1|DHYD	LOC6624010|XP_015031190.1|DVIR
OG0001366	LOC111601693|XP_023174172.2|DHYD	LOC6624452|XP_002046923.1|DVIR
OG0001367	LOC111593872|XP_023162701.1|DHYD	LOC6625493|XP_032292399.1|DVIR
OG0001368	LOC111603475|XP_023176836.1|DHYD	LOC6636337|XP_032292017.1|DVIR
OG0001369	LOC111597472|XP_023167992.1|DHYD	LOC6631786|XP_002055713.2|DVIR
OG0001370	LOC111603836|XP_023177369.2|DHYD	LOC6626898|XP_015029070.1|DVIR
OG0001371	LOC111594747|XP_023163961.1|DHYD	LOC6629056|XP_015028700.1|DVIR
OG0001372	LOC111597681|XP_023168279.2|DHYD	LOC6625481|XP_032291542.1|DVIR
OG0001373	LOC111602382|XP_023175171.1|DHYD	LOC6627947|XP_002051420.2|DVIR
OG0001374	LOC111593743|XP_023162504.1|DHYD	LOC6626926|XP_002050877.1|DVIR
OG0001375	LOC111604830|XP_023178822.2|DHYD	LOC6632389|XP_002056625.1|DVIR
OG0001376	LOC111605395|XP_023179662.2|DHYD	LOC6625395|XP_002050140.1|DVIR
OG0001377	LOC111602512|XP_023175361.2|DHYD	LOC6628677|XP_002051869.2|DVIR
OG0001378	LOC111596339|XP_023166288.1|DHYD	LOC6628176|XP_015028017.1|DVIR
OG0001379	LOC111600796|XP_023172858.1|DHYD, LOC115482908|XP_030079014.1|DHYD	LOC6627960|XP_015028646.1|DVIR
OG0001380	LOC111600910|XP_030081111.1|DHYD	LOC6635876|XP_032292199.1|DVIR
OG0001381	LOC111600717|XP_023172742.2|DHYD	LOC6627219|XP_002050216.1|DVIR
OG0001382	LOC111599073|XP_023170369.2|DHYD	LOC6628126|XP_032294542.1|DVIR
OG0001382	LOC111599125|XP_030080390.1|DHYD	LOC26531553|XP_032294394.1|DVIR
OG0001383	LOC111597690|XP_023168291.1|DHYD	LOC6626611|XP_002048705.1|DVIR
OG0001384	LOC111600249|XP_023172061.1|DHYD	LOC6634249|XP_015025309.1|DVIR
OG0001385	LOC115483017|XP_030079576.1|DHYD	LOC6634186|XP_002057779.2|DVIR
OG0001386	LOC111594767|XP_023163984.2|DHYD	LOC6629077|XP_032294333.1|DVIR
OG0001387	LOC111600902|XP_023173025.2|DHYD	LOC6628475|XP_002052558.1|DVIR
OG0001388	LOC111603998|XP_023177615.1|DHYD	LOC6627383|XP_015028686.2|DVIR
OG0001389	LOC111605506|XP_023179824.1|DHYD	LOC6630174|XP_002053844.2|DVIR
OG0001390	LOC111599163|XP_023170506.1|DHYD	LOC6628936|XP_032294303.1|DVIR
OG0001391	LOC111600368|XP_023172217.2|DHYD	LOC6634256|XP_002057642.1|DVIR
OG0001392	LOC111601853|XP_030079346.1|DHYD	LOC6635585|XP_002058998.2|DVIR
OG0001393	LOC111592710|XP_023160864.1|DHYD	LOC6636692|XP_002060170.1|DVIR
OG0001394	LOC111597405|XP_023167852.1|DHYD	LOC26530964|XP_015024157.2|DVIR
OG0001395	LOC111602982|XP_023176145.1|DHYD	LOC6630208|XP_015027115.1|DVIR
OG0001396	LOC111598790|XP_023169974.2|DHYD	LOC6624725|XP_002047179.1|DVIR
OG0001396	LOC111600228|XP_023172022.2|DHYD	LOC6631869|XP_002055730.1|DVIR
OG0001397	LOC111604566|XP_023178435.1|DHYD	LOC6632291|XP_002056733.1|DVIR
OG0001398	LOC111604062|XP_030079992.1|DHYD	LOC6636122|XP_002059623.1|DVIR
OG0001399	LOC111599996|XP_023171663.2|DHYD	LOC6625737|XP_015029306.1|DVIR
OG0001400	LOC111594555|XP_023163678.2|DHYD	LOC6632889|XP_002056189.3|DVIR, LOC6632887|XP_002056187.3|DVIR
OG0001401	LOC111600941|XP_023173080.2|DHYD	LOC6624420|XP_032290431.1|DVIR
OG0001402	LOC111595346|XP_023164788.1|DHYD	LOC6622071|XP_002047691.1|DVIR
OG0001403	LOC111605103|XP_030079565.1|DHYD	LOC6622160|XP_002047555.1|DVIR
OG0001404	LOC111599715|XP_023171220.2|DHYD	LOC6635344|XP_015024696.1|DVIR
OG0001405	LOC111597065|XP_023167360.2|DHYD	LOC6627268|XP_002049910.1|DVIR
OG0001406	LOC111601815|XP_023174404.1|DHYD	LOC6635446|XP_002058986.1|DVIR
OG0001407	LOC111594879|XP_023164132.1|DHYD	LOC6622905|XP_002046705.1|DVIR
OG0001408	LOC111592144|XP_023159958.1|DHYD	LOC6625299|XP_032293032.1|DVIR
OG0001411	LOC111602616|XP_030081661.1|DHYD	LOC6634926|XP_002058437.1|DVIR
OG0001412	LOC111596374|XP_023166347.2|DHYD	LOC6627566|XP_032294443.1|DVIR
OG0001413	LOC111600762|XP_023172808.1|DHYD	LOC6625023|XP_032292294.1|DVIR
OG0001414	LOC111596838|XP_023167032.2|DHYD	LOC116651040|XP_032292557.1|DVIR
OG0001414	LOC111596754|XP_023166899.2|DHYD	LOC6626106|XP_032292558.1|DVIR
OG0001415	LOC111594762|XP_023163982.2|DHYD	LOC6626041|XP_002049139.1|DVIR
OG0001416	LOC111598782|XP_023169964.2|DHYD	LOC6627291|XP_015028670.1|DVIR
OG0001417	LOC111598836|XP_023170041.2|DHYD	LOC6633816|XP_002057037.1|DVIR
OG0001417	LOC111591890|XP_023159565.2|DHYD	LOC6633834|XP_002057045.1|DVIR
OG0001418	LOC111592762|XP_023160930.2|DHYD	LOC6623635|XP_002046783.1|DVIR
OG0001419	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD	LOC6634308|XP_002057559.1|DVIR
OG0001420	LOC111596484|XP_023166513.2|DHYD	LOC6633505|XP_002056829.2|DVIR
OG0001422	LOC111598797|XP_023169982.2|DHYD, LOC111598798|XP_023169983.1|DHYD	LOC6622797|XP_002047049.2|DVIR
OG0001422	LOC111598796|XP_023169981.2|DHYD	LOC6622799|XP_002047050.1|DVIR
OG0001423	LOC111599669|XP_023171142.1|DHYD	LOC6626003|XP_002049446.2|DVIR
OG0001423	LOC111593331|XP_023161810.2|DHYD, LOC111604880|XP_023178885.1|DHYD	LOC26530707|XP_015026256.1|DVIR
OG0001423	LOC111593338|XP_023161816.1|DHYD	LOC6633221|XP_015026088.1|DVIR
OG0001424	LOC111597194|XP_023167532.1|DHYD	LOC6630143|XP_002053626.1|DVIR
OG0001426	LOC111599403|XP_023170826.1|DHYD	LOC6628505|XP_002051840.1|DVIR
OG0001427	LOC111594156|XP_023163105.1|DHYD	LOC6625842|XP_002049639.2|DVIR, LOC116651152|XP_032292944.1|DVIR
OG0001429	LOC111593244|XP_023161665.2|DHYD	LOC6629670|XP_002054764.2|DVIR
OG0001430	LOC111605551|XP_023179880.1|DHYD	LOC6630583|XP_032289886.1|DVIR
OG0001431	LOC111598306|XP_023169262.2|DHYD	LOC6632108|XP_002055631.2|DVIR
OG0001432	LOC111605605|XP_023179987.1|DHYD	LOC6633311|XP_032296591.1|DVIR
OG0001433	LOC111595674|XP_023165277.2|DHYD	LOC6630809|XP_002054277.1|DVIR
OG0001434	LOC111603346|XP_023176651.1|DHYD	LOC6631649|XP_002055368.2|DVIR
OG0001435	LOC111600790|XP_023172848.2|DHYD	LOC6627247|XP_002050398.2|DVIR
OG0001436	LOC111596721|XP_023166817.1|DHYD	LOC6633598|XP_002056810.2|DVIR
OG0001437	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD	LOC6628904|XP_002051548.1|DVIR
OG0001438	LOC111596159|XP_023166018.2|DHYD	LOC6629695|XP_002053976.1|DVIR
OG0001439	LOC111600727|XP_023172767.1|DHYD	LOC6629735|XP_002054139.1|DVIR
OG0001440	LOC111603161|XP_023176407.1|DHYD	LOC6636102|XP_002059644.2|DVIR
OG0001441	LOC111593431|XP_023161945.1|DHYD	LOC6634423|XP_002057935.1|DVIR
OG0001442	LOC111605027|XP_023179126.1|DHYD	LOC6627447|XP_002052469.1|DVIR
OG0001442	LOC111592719|XP_023160876.1|DHYD	LOC6636690|XP_002060168.1|DVIR
OG0001443	LOC111603236|XP_023176508.1|DHYD	LOC6632428|XP_002056100.1|DVIR
OG0001444	LOC111599036|XP_023170319.2|DHYD	LOC6630854|XP_002053936.2|DVIR
OG0001445	LOC111595445|XP_023164942.1|DHYD	LOC6634918|XP_002058678.1|DVIR
OG0001446	LOC111603490|XP_023176857.2|DHYD	LOC6635157|XP_032289357.1|DVIR
OG0001447	LOC111592010|XP_023159766.2|DHYD	LOC6632962|XP_032289458.1|DVIR
OG0001447	LOC111592002|XP_023159736.2|DHYD	LOC6632961|XP_002056351.2|DVIR
OG0001448	LOC111603294|XP_023176584.1|DHYD	LOC6632800|XP_015025888.1|DVIR
OG0001449	LOC111599987|XP_023171649.2|DHYD	LOC6627186|XP_002049928.2|DVIR
OG0001449	LOC111605092|XP_023179199.2|DHYD	LOC6622057|XP_002047515.2|DVIR, LOC6624254|XP_002047514.2|DVIR
OG0001450	LOC111603620|XP_023177058.2|DHYD	LOC6630067|XP_002054373.2|DVIR
OG0001450	LOC111602242|XP_023174999.1|DHYD	LOC6627491|XP_032293600.1|DVIR, LOC6629022|XP_002051368.1|DVIR
OG0001451	LOC111593943|XP_023162800.1|DHYD	LOC6636418|XP_032292154.1|DVIR
OG0001452	LOC111603841|XP_023177378.2|DHYD, LOC111603823|XP_030081370.1|DHYD	LOC6625664|XP_032292281.1|DVIR
OG0001453	LOC111600455|XP_023172325.1|DHYD	LOC6623388|XP_002046152.1|DVIR
OG0001454	LOC111602615|XP_023175548.2|DHYD	LOC6632733|XP_002055808.1|DVIR
OG0001455	LOC111603719|XP_023177197.2|DHYD	LOC6622658|XP_032290460.1|DVIR
OG0001456	LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD	LOC6625753|XP_032291770.1|DVIR
OG0001457	LOC111595327|XP_023164754.2|DHYD	LOC6626642|XP_002048778.1|DVIR
OG0001458	LOC111600681|XP_023172703.2|DHYD	LOC6624799|XP_032292295.1|DVIR
OG0001459	LOC111592442|XP_023160394.2|DHYD	LOC6623855|XP_032290329.1|DVIR
OG0001460	LOC111604106|XP_030081318.1|DHYD	LOC6625478|XP_002050334.1|DVIR
OG0001461	LOC111595425|XP_023164956.1|DHYD	LOC6634669|XP_002057985.1|DVIR
OG0001462	LOC111598466|XP_030081599.1|DHYD	LOC6622415|XP_002046978.1|DVIR
OG0001463	LOC111596676|XP_023166748.2|DHYD	LOC6632755|XP_002056477.2|DVIR
OG0001464	LOC111596778|XP_023166897.1|DHYD	LOC6633517|XP_002057235.1|DVIR
OG0001465	LOC111604103|XP_023177773.1|DHYD	LOC6626800|XP_032292567.1|DVIR
OG0001466	LOC111595844|XP_023165522.2|DHYD	LOC6635759|XP_002059225.3|DVIR
OG0001467	LOC111592659|XP_023160779.1|DHYD	LOC6629226|XP_002051252.1|DVIR
OG0001468	LOC111604758|XP_023178716.1|DHYD	LOC6623123|XP_015031289.1|DVIR
OG0001469	LOC111592530|XP_030081414.1|DHYD	LOC6626756|XP_002050707.1|DVIR
OG0001470	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD	LOC6622971|XP_032290604.1|DVIR
OG0001471	LOC111597605|XP_023168174.2|DHYD	LOC6623201|XP_032291106.1|DVIR
OG0001472	LOC111592437|XP_023160389.1|DHYD	LOC6622973|XP_002046502.1|DVIR
OG0001473	LOC111602654|XP_023175595.1|DHYD	LOC6634992|XP_002058494.2|DVIR
OG0001474	LOC111600030|XP_023171714.1|DHYD	LOC6626275|XP_002050041.1|DVIR
OG0001475	LOC111599436|XP_023170858.2|DHYD	LOC6625986|XP_002050064.1|DVIR
OG0001476	LOC111600139|XP_030081248.1|DHYD	LOC6625997|XP_032291595.1|DVIR
OG0001477	LOC111597831|XP_023168495.1|DHYD	LOC6632261|XP_002055896.1|DVIR
OG0001478	LOC111599052|XP_030080233.1|DHYD	LOC6627773|XP_002052835.1|DVIR
OG0001479	LOC111593433|XP_023161948.2|DHYD	LOC6634407|XP_002057928.1|DVIR
OG0001480	LOC111599043|XP_023170327.2|DHYD	LOC6627597|XP_002052828.2|DVIR
OG0001481	LOC111599138|XP_023170469.2|DHYD	LOC6628319|XP_032293983.1|DVIR
OG0001482	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD	LOC6627216|XP_032292693.1|DVIR
OG0001483	LOC111592078|XP_023159866.1|DHYD	LOC6627304|XP_002051285.2|DVIR
OG0001484	LOC111599348|XP_023170745.1|DHYD	LOC6628237|XP_002051807.1|DVIR
OG0001485	LOC111592295|XP_023160166.2|DHYD	LOC6623646|XP_032291095.1|DVIR
OG0001486	LOC111595784|XP_023165436.2|DHYD	LOC6628345|XP_015028510.1|DVIR
OG0001487	LOC111594717|XP_023163911.1|DHYD	LOC26530854|XP_015028867.1|DVIR
OG0001488	LOC111595752|XP_023165382.2|DHYD	LOC6627147|XP_002048716.1|DVIR
OG0001490	LOC111594662|XP_023163832.1|DHYD	LOC6628805|XP_002051228.2|DVIR
OG0001491	LOC111595544|XP_023165098.1|DHYD	LOC6628875|XP_002052341.2|DVIR, LOC6628874|XP_002052340.1|DVIR, LOC6628876|XP_002052342.1|DVIR
OG0001492	LOC111601013|XP_030079271.1|DHYD	LOC26530471|XP_002059192.2|DVIR
OG0001492	LOC111600159|XP_030080151.1|DHYD, LOC111601857|XP_030080153.1|DHYD	LOC116650129|XP_032289339.1|DVIR
OG0001493	LOC111605124|XP_023179248.1|DHYD	LOC6634813|XP_002058139.1|DVIR
OG0001494	LOC111598455|XP_023169478.1|DHYD	LOC6631633|XP_002055136.1|DVIR
OG0001495	LOC111600795|XP_023172854.1|DHYD	LOC6627251|XP_002050402.1|DVIR
OG0001496	LOC111591999|XP_023159732.1|DHYD	LOC6634496|XP_002058234.1|DVIR
OG0001497	LOC111604114|XP_023177789.2|DHYD	LOC6625685|XP_002050318.1|DVIR
OG0001498	LOC111603394|XP_023176727.2|DHYD	LOC6632276|XP_002056414.3|DVIR
OG0001500	LOC111594305|XP_023163312.2|DHYD	LOC6635366|XP_002058890.1|DVIR
OG0001501	LOC111592022|XP_023159783.2|DHYD	LOC116651718|XP_032294565.1|DVIR, LOC6630896|XP_002053125.2|DVIR
OG0001502	LOC111602552|XP_023175475.2|DHYD	LOC6626454|XP_015029404.1|DVIR
OG0001503	LOC111597044|XP_023167327.1|DHYD	LOC6625422|XP_032292789.1|DVIR
OG0001504	LOC111597223|XP_023167577.2|DHYD	LOC6633630|XP_032295937.1|DVIR
OG0001505	LOC111595460|XP_030078560.1|DHYD	LOC6626095|XP_015029787.2|DVIR
