Orthogroup	DHYD.longest_only	DSUB.longest_only
OG0000211	LOC111598335|XP_023169305.1|DHYD	LOC117899353|XP_034665213.1|DSUB
OG0000212	LOC111599117|XP_023170446.2|DHYD	LOC117902050|XP_034669007.1|DSUB
OG0000212	LOC111596241|XP_023166137.2|DHYD	LOC117902051|XP_034669009.1|DSUB
OG0000213	LOC111604466|XP_023178316.2|DHYD	LOC117894820|XP_034657957.1|DSUB
OG0000213	LOC111599994|XP_023171661.2|DHYD	LOC117891467|XP_034652841.1|DSUB
OG0000214	LOC111592364|XP_023160294.1|DHYD	LOC117899660|XP_034665738.1|DSUB
OG0000214	LOC111600883|XP_023172989.1|DHYD	LOC117889853|XP_034650243.1|DSUB
OG0000214	LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD	LOC117897226|XP_034661836.1|DSUB
OG0000215	LOC111599231|XP_023170597.2|DHYD	LOC117894475|XP_034657467.1|DSUB
OG0000215	LOC111594911|XP_023164165.2|DHYD	LOC117894422|XP_034657356.1|DSUB
OG0000216	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB
OG0000216	LOC115482827|XP_030078920.1|DHYD	LOC117903137|XP_034670864.1|DSUB
OG0000217	LOC111601818|XP_023174406.2|DHYD	LOC117903707|XP_034671944.1|DSUB
OG0000217	LOC111595442|XP_023164935.2|DHYD	LOC117901817|XP_034668626.1|DSUB
OG0000217	LOC111601820|XP_023174408.2|DHYD	LOC117903706|XP_034671943.1|DSUB
OG0000218	LOC115482945|XP_030079210.1|DHYD, LOC115482944|XP_030079202.1|DHYD	LOC117890214|XP_034650838.1|DSUB, LOC117901281|XP_034667866.1|DSUB, LOC117901280|XP_034667865.1|DSUB
OG0000218	LOC111599304|XP_023170682.2|DHYD, LOC111599337|XP_030079219.1|DHYD	LOC117901278|XP_034667863.1|DSUB
OG0000218	LOC115482947|XP_030079234.1|DHYD, LOC111599391|XP_030079233.1|DHYD	LOC117901279|XP_034667864.1|DSUB
OG0000219	LOC111593976|XP_023162835.1|DHYD	LOC117890158|XP_034650742.1|DSUB
OG0000219	LOC111593824|XP_023162624.1|DHYD	LOC117890159|XP_034650743.1|DSUB
OG0000219	LOC111593969|XP_030080956.1|DHYD	LOC117891110|XP_034652196.1|DSUB
OG0000220	LOC111599800|XP_030078820.1|DHYD	LOC117895237|XP_034658637.1|DSUB
OG0000220	LOC111599816|XP_023171372.2|DHYD	LOC117894831|XP_034657969.1|DSUB
OG0000220	LOC111599792|XP_023171336.2|DHYD	LOC117893410|XP_034655912.1|DSUB
OG0000221	LOC111593336|XP_023161818.1|DHYD	LOC117890072|XP_034650606.1|DSUB
OG0000221	LOC111593259|XP_023161692.2|DHYD	LOC117896647|XP_034660985.1|DSUB
OG0000221	LOC111592893|XP_023161105.1|DHYD	LOC117890071|XP_034650602.1|DSUB
OG0000222	LOC111600320|XP_023172147.2|DHYD	LOC117900074|XP_034666169.1|DSUB
OG0000222	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD	LOC117900072|XP_034666167.1|DSUB
OG0000223	LOC111597350|XP_023167764.2|DHYD, LOC111595299|XP_023164722.2|DHYD	LOC117893937|XP_034656616.1|DSUB
OG0000223	LOC111592970|XP_023161231.2|DHYD	LOC117895419|XP_034658944.1|DSUB
OG0000224	LOC111602368|XP_023175150.2|DHYD	LOC117891431|XP_034652793.1|DSUB
OG0000224	LOC111593788|XP_023162574.2|DHYD	LOC117891442|XP_034652809.1|DSUB
OG0000225	LOC111593383|XP_023161869.2|DHYD	LOC117898903|XP_034664476.1|DSUB
OG0000225	LOC111593384|XP_023161870.2|DHYD	LOC117898912|XP_034664492.1|DSUB
OG0000225	LOC111593370|XP_023161853.1|DHYD	LOC117898830|XP_034664388.1|DSUB
OG0000226	LOC111598695|XP_023169828.1|DHYD	LOC117894469|XP_034657462.1|DSUB
OG0000226	LOC111598708|XP_023169862.1|DHYD	LOC117894471|XP_034657463.1|DSUB
OG0000226	LOC111598755|XP_023169931.2|DHYD	LOC117894465|XP_034657457.1|DSUB
OG0000228	LOC111598560|XP_023169626.1|DHYD	LOC117897416|XP_034662134.1|DSUB
OG0000228	LOC111604929|XP_023178966.1|DHYD	LOC117897491|XP_034662273.1|DSUB
OG0000228	LOC111601165|XP_023173411.1|DHYD	LOC117900534|XP_034666824.1|DSUB
OG0000229	LOC111599581|XP_030080828.1|DHYD	LOC117897556|XP_034662377.1|DSUB
OG0000229	LOC111600798|XP_030080192.1|DHYD	LOC117897557|XP_034662378.1|DSUB
OG0000229	LOC111602031|XP_030078631.1|DHYD	LOC117897685|XP_034662587.1|DSUB
OG0000230	LOC111594015|XP_023162882.2|DHYD	LOC117890665|XP_034651529.1|DSUB
OG0000230	LOC111594041|XP_030081377.1|DHYD	LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB
OG0000231	LOC111604318|XP_030080983.1|DHYD, LOC111604321|XP_023178143.2|DHYD, LOC111604325|XP_023178150.2|DHYD, LOC111597616|XP_023168183.2|DHYD	LOC117901070|XP_034667573.1|DSUB, LOC117901208|XP_034667754.1|DSUB
OG0000232	LOC111602971|XP_023176126.2|DHYD	LOC117896096|XP_034660038.1|DSUB
OG0000232	LOC111598210|XP_030078944.1|DHYD, LOC115483372|XP_030080945.1|DHYD, LOC115483374|XP_030080947.1|DHYD, LOC115482846|XP_030078946.1|DHYD	LOC117890389|XP_034651084.1|DSUB
OG0000232	LOC115483373|XP_030080946.1|DHYD, LOC111597726|XP_023168336.2|DHYD, LOC115482844|XP_030078943.1|DHYD, LOC115482845|XP_030078945.1|DHYD	LOC117890309|XP_034650979.1|DSUB
OG0000233	LOC111595254|XP_030081265.1|DHYD	LOC117898998|XP_034664634.1|DSUB
OG0000233	LOC111597154|XP_023167475.2|DHYD	LOC117897951|XP_034662941.1|DSUB
OG0000233	LOC111597888|XP_030080732.1|DHYD	LOC117897979|XP_034662982.1|DSUB
OG0000234	LOC111600770|XP_023172816.2|DHYD	LOC117891586|XP_034653005.1|DSUB
OG0000235	LOC111596872|XP_023167090.2|DHYD	LOC117897782|XP_034662722.1|DSUB
OG0000235	LOC111596977|XP_023167231.2|DHYD, LOC115483328|XP_030080602.1|DHYD, LOC111596903|XP_030080601.1|DHYD	LOC117899536|XP_034665501.1|DSUB, LOC117899535|XP_034665500.1|DSUB
OG0000236	LOC111599100|XP_023170410.1|DHYD	LOC117901154|XP_034667695.1|DSUB
OG0000236	LOC111602312|XP_023175081.2|DHYD	LOC117901600|XP_034668303.1|DSUB
OG0000236	LOC111593637|XP_023162281.1|DHYD	LOC117898442|XP_034663742.1|DSUB
OG0000237	LOC111597822|XP_023168520.1|DHYD	LOC117890299|XP_034650958.1|DSUB
OG0000237	LOC111593656|XP_023162309.1|DHYD	LOC117898995|XP_034664629.1|DSUB
OG0000238	LOC111596068|XP_023165886.2|DHYD	LOC117901476|XP_034668131.1|DSUB
OG0000238	LOC111596101|XP_023165931.2|DHYD	LOC117901835|XP_034668659.1|DSUB
OG0000239	LOC111603006|XP_023176179.2|DHYD	LOC117897153|XP_034661716.1|DSUB
OG0000240	LOC111592394|XP_030078670.1|DHYD	LOC117898140|XP_034663227.1|DSUB
OG0000240	LOC111604583|XP_023178453.2|DHYD	LOC117898079|XP_034663148.1|DSUB
OG0000240	LOC111592389|XP_023160333.2|DHYD	LOC117896971|XP_034661411.1|DSUB
OG0000241	LOC111595130|XP_030081381.1|DHYD	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB
OG0000243	LOC111595137|XP_023164475.1|DHYD	LOC117893359|XP_034655841.1|DSUB, LOC117897597|XP_034662446.1|DSUB, LOC117894850|XP_034657997.1|DSUB
OG0000244	LOC111593275|XP_023161713.2|DHYD	LOC117898178|XP_034663277.1|DSUB
OG0000244	LOC111593279|XP_023161718.2|DHYD, LOC111593247|XP_023161671.2|DHYD, LOC111593280|XP_023161719.2|DHYD, LOC111593281|XP_023161721.2|DHYD, LOC111593260|XP_023161694.2|DHYD, LOC111593269|XP_023161708.1|DHYD	LOC117897823|XP_034662767.1|DSUB
OG0000246	LOC111594888|XP_023164145.2|DHYD, LOC111595406|XP_023164887.2|DHYD, LOC111600134|XP_023171874.2|DHYD	LOC117891855|XP_034653504.1|DSUB
OG0000247	LOC111604555|XP_023178416.2|DHYD, LOC111604589|XP_030078677.1|DHYD, LOC111604556|XP_023178417.2|DHYD, LOC111604571|XP_023178441.2|DHYD, LOC111597943|XP_030078800.1|DHYD, LOC111592380|XP_023160322.2|DHYD, LOC111592381|XP_023160323.2|DHYD	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB
OG0000248	LOC111592730|XP_023160888.2|DHYD	LOC117895787|XP_034659578.1|DSUB
OG0000248	LOC111601109|XP_023173323.2|DHYD	LOC117895788|XP_034659581.1|DSUB
OG0000249	LOC111601943|XP_023174566.1|DHYD	LOC117902817|XP_034670334.1|DSUB
OG0000249	LOC111601941|XP_023174564.2|DHYD	LOC117902816|XP_034670333.1|DSUB
OG0000249	LOC111601877|XP_023174487.1|DHYD	LOC117902808|XP_034670321.1|DSUB
OG0000250	LOC111592899|XP_023161113.1|DHYD	LOC117899953|XP_034665998.1|DSUB
OG0000250	LOC111592910|XP_023161127.1|DHYD	LOC117901011|XP_034667501.1|DSUB
OG0000250	LOC111592909|XP_023161126.2|DHYD	LOC117899954|XP_034665999.1|DSUB
OG0000251	LOC111603491|XP_023177259.1|DHYD	LOC117889574|XP_034649867.1|DSUB
OG0000251	LOC111594315|XP_023163325.2|DHYD	LOC117891605|XP_034653029.1|DSUB
OG0000251	LOC111592744|XP_023160909.1|DHYD	LOC117895670|XP_034659382.1|DSUB
OG0000252	LOC111601247|XP_023173514.1|DHYD	LOC117890116|XP_034650678.1|DSUB
OG0000252	LOC111601235|XP_023173499.2|DHYD	LOC117890155|XP_034650738.1|DSUB
OG0000252	LOC111601256|XP_023173529.2|DHYD	LOC117891525|XP_034652916.1|DSUB
OG0000253	LOC111592826|XP_023161019.2|DHYD	LOC117891320|XP_034652626.1|DSUB
OG0000253	LOC111605012|XP_023179103.1|DHYD	LOC117891319|XP_034652625.1|DSUB
OG0000254	LOC111597863|XP_023168555.2|DHYD	LOC117896023|XP_034659922.1|DSUB, LOC117896022|XP_034659920.1|DSUB
OG0000255	LOC111597927|XP_023168649.2|DHYD	LOC117892508|XP_034654680.1|DSUB
OG0000256	LOC111604065|XP_023177702.2|DHYD	LOC117892112|XP_034654018.1|DSUB
OG0000256	LOC111604056|XP_023177690.2|DHYD, LOC111604147|XP_023177842.2|DHYD, LOC111604088|XP_023177751.2|DHYD, LOC111604116|XP_023177796.2|DHYD	LOC117889703|XP_034650012.1|DSUB
OG0000257	LOC111592123|XP_023159926.1|DHYD	LOC117891414|XP_034652753.1|DSUB
OG0000258	LOC111593808|XP_023162605.2|DHYD	LOC117901966|XP_034668838.1|DSUB
OG0000258	LOC111593810|XP_023162607.2|DHYD	LOC117894337|XP_034657213.1|DSUB
OG0000259	LOC111600753|XP_023172799.2|DHYD	LOC117897833|XP_034662787.1|DSUB
OG0000259	LOC111593767|XP_023162554.2|DHYD	LOC117902515|XP_034669830.1|DSUB, LOC117902514|XP_034669829.1|DSUB
OG0000260	LOC115483799|XP_030081920.1|DHYD	LOC117892690|XP_034654992.1|DSUB
OG0000260	LOC111593369|XP_023161852.1|DHYD	LOC117898829|XP_034664386.1|DSUB
OG0000260	LOC111594157|XP_023163106.2|DHYD	LOC117892691|XP_034654993.1|DSUB
OG0000262	LOC111598068|XP_023168870.2|DHYD	LOC117895023|XP_034658282.1|DSUB
OG0000262	LOC111598067|XP_023168869.2|DHYD	LOC117895022|XP_034658281.1|DSUB
OG0000262	LOC111603344|XP_030080921.1|DHYD	LOC117890687|XP_034651565.1|DSUB
OG0000263	LOC111597901|XP_023168605.1|DHYD	LOC117891068|XP_034652133.1|DSUB
OG0000263	LOC111600521|XP_023172424.2|DHYD	LOC117895257|XP_034658669.1|DSUB
OG0000264	LOC111593005|XP_023161301.1|DHYD	LOC117895467|XP_034659036.1|DSUB
OG0000264	LOC111593079|XP_023161434.2|DHYD	LOC117895458|XP_034659025.1|DSUB
OG0000264	LOC111597827|XP_023168485.2|DHYD	LOC117897476|XP_034662222.1|DSUB
OG0000267	LOC111592476|XP_023160460.2|DHYD	LOC117897150|XP_034661713.1|DSUB
OG0000267	LOC111592465|XP_023160434.2|DHYD	LOC117897149|XP_034661712.1|DSUB
OG0000268	LOC111594503|XP_023163583.1|DHYD	LOC117897965|XP_034662964.1|DSUB
OG0000269	LOC111596597|XP_023166645.1|DHYD	LOC117897858|XP_034662822.1|DSUB
OG0000269	LOC111593606|XP_023162235.2|DHYD	LOC117896391|XP_034660587.1|DSUB
OG0000270	LOC111603817|XP_023177343.2|DHYD	LOC117889749|XP_034650086.1|DSUB
OG0000271	LOC111596347|XP_023166306.1|DHYD	LOC117901722|XP_034668491.1|DSUB
OG0000271	LOC111597032|XP_023167315.2|DHYD	LOC117892475|XP_034654618.1|DSUB
OG0000272	LOC111595148|XP_030081310.1|DHYD	LOC117894425|XP_034657359.1|DSUB
OG0000272	LOC111597407|XP_023167862.2|DHYD	LOC117902907|XP_034670356.1|DSUB
OG0000273	LOC111604793|XP_023178779.2|DHYD	LOC117897047|XP_034661520.1|DSUB, LOC117896112|XP_034660057.1|DSUB
OG0000273	LOC111600678|XP_023172701.1|DHYD	LOC117900285|XP_034666487.1|DSUB
OG0000274	LOC111601228|XP_023173493.1|DHYD	LOC117899731|XP_034665866.1|DSUB, LOC117899732|XP_034665867.1|DSUB, LOC117896897|XP_034661321.1|DSUB, LOC117891912|XP_034653626.1|DSUB
OG0000276	LOC111598971|XP_023170233.2|DHYD, LOC111599325|XP_023170710.1|DHYD, LOC111594613|XP_023163771.1|DHYD	LOC117890635|XP_034651473.1|DSUB
OG0000277	LOC111596408|XP_023166388.2|DHYD, LOC115482790|XP_030078655.1|DHYD, LOC115482789|XP_030078654.1|DHYD, LOC115482792|XP_030078656.1|DHYD, LOC111596417|XP_023166400.2|DHYD	LOC117899094|XP_034664761.1|DSUB, LOC117897599|XP_034662448.1|DSUB, LOC117899095|XP_034664762.1|DSUB
OG0000279	LOC111605167|XP_023179323.1|DHYD	LOC117895153|XP_034658481.1|DSUB
OG0000279	LOC111605166|XP_023179322.1|DHYD	LOC117895154|XP_034658482.1|DSUB
OG0000280	LOC111605078|XP_023179180.2|DHYD	LOC117894260|XP_034657106.1|DSUB
OG0000280	LOC111605084|XP_023179188.2|DHYD	LOC117894259|XP_034657105.1|DSUB
OG0000280	LOC111605081|XP_023179182.1|DHYD	LOC117894258|XP_034657103.1|DSUB
OG0000281	LOC111604787|XP_023178768.1|DHYD	LOC117892940|XP_034655154.1|DSUB
OG0000281	LOC111593449|XP_023161973.1|DHYD	LOC117903259|XP_034671053.1|DSUB
OG0000281	LOC111596039|XP_023165843.2|DHYD	LOC117891142|XP_034652252.1|DSUB
OG0000282	LOC111597474|XP_023167990.1|DHYD	LOC117893578|XP_034656142.1|DSUB
OG0000283	LOC111592198|XP_023160035.2|DHYD	LOC117890397|XP_034651092.1|DSUB
OG0000283	LOC111603274|XP_030080705.1|DHYD	LOC117899378|XP_034665251.1|DSUB
OG0000284	LOC111596199|XP_030080501.1|DHYD	LOC117901497|XP_034668157.1|DSUB
OG0000284	LOC111594148|XP_030080521.1|DHYD	LOC117900139|XP_034666258.1|DSUB
OG0000285	LOC111592411|XP_023160354.1|DHYD	LOC117890597|XP_034651425.1|DSUB
OG0000285	LOC111592412|XP_023160355.2|DHYD	LOC117891178|XP_034652393.1|DSUB
OG0000286	LOC115483397|XP_030081046.1|DHYD, LOC111600334|XP_030079519.1|DHYD	LOC117900070|XP_034666164.1|DSUB
OG0000286	LOC115483003|XP_030079521.1|DHYD	LOC117900071|XP_034666165.1|DSUB
OG0000286	LOC111600318|XP_023172145.2|DHYD, LOC115483399|XP_030081048.1|DHYD	LOC117900073|XP_034666168.1|DSUB
OG0000287	LOC111596528|XP_023166566.2|DHYD	LOC117903437|XP_034671352.1|DSUB
OG0000287	LOC111596558|XP_023166600.1|DHYD	LOC117903433|XP_034671347.1|DSUB
OG0000287	LOC111596557|XP_023166599.1|DHYD	LOC117903434|XP_034671348.1|DSUB
OG0000288	LOC115482926|XP_030079092.1|DHYD, LOC115482927|XP_030079093.1|DHYD	LOC117901108|XP_034667632.1|DSUB, LOC117901105|XP_034667628.1|DSUB
OG0000289	LOC115483026|XP_030079636.1|DHYD	LOC117894496|XP_034657496.1|DSUB
OG0000289	LOC115483412|XP_030081121.1|DHYD	LOC117892960|XP_034655184.1|DSUB
OG0000289	LOC111604501|XP_030081176.1|DHYD	LOC117894495|XP_034657494.1|DSUB
OG0000290	LOC111597576|XP_030081805.1|DHYD	LOC117892454|XP_034654594.1|DSUB, LOC117892359|XP_034654458.1|DSUB
OG0000291	LOC111597521|XP_023168062.1|DHYD	LOC117893250|XP_034655706.1|DSUB
OG0000292	LOC111594984|XP_023164255.1|DHYD, LOC111597033|XP_023167316.2|DHYD	LOC117892637|XP_034654883.1|DSUB
OG0000292	LOC111597249|XP_023167617.2|DHYD	LOC117893602|XP_034656168.1|DSUB
OG0000293	LOC111601509|XP_023173872.1|DHYD, LOC111601510|XP_023173873.1|DHYD	LOC117899048|XP_034664699.1|DSUB
OG0000293	LOC111601273|XP_023173557.1|DHYD	LOC117897909|XP_034662878.1|DSUB
OG0000294	LOC111594149|XP_023163093.2|DHYD	LOC117900007|XP_034666081.1|DSUB
OG0000294	LOC111592349|XP_030081775.1|DHYD	LOC117903073|XP_034670731.1|DSUB
OG0000295	LOC111601203|XP_023173461.2|DHYD	LOC117891911|XP_034653625.1|DSUB
OG0000295	LOC111599577|XP_023171019.2|DHYD	LOC117899255|XP_034665033.1|DSUB
OG0000296	LOC111603703|XP_023177174.2|DHYD	LOC117900574|XP_034666875.1|DSUB
OG0000296	LOC111596506|XP_023166536.1|DHYD	LOC117893706|XP_034656284.1|DSUB
OG0000296	LOC111603089|XP_023176317.1|DHYD	LOC117903336|XP_034671174.1|DSUB
OG0000297	LOC111596378|XP_023166351.1|DHYD	LOC117890260|XP_034650908.1|DSUB, LOC117890328|XP_034651009.1|DSUB
OG0000298	LOC111598309|XP_023169270.1|DHYD	LOC117898844|XP_034664413.1|DSUB
OG0000298	LOC111598314|XP_023169282.1|DHYD	LOC117891230|XP_034652470.1|DSUB
OG0000298	LOC111598724|XP_023169883.2|DHYD	LOC117899416|XP_034665297.1|DSUB
OG0000299	LOC111605539|XP_030079657.1|DHYD	LOC117899483|XP_034665406.1|DSUB
OG0000299	LOC111601613|XP_030079663.1|DHYD	LOC117899485|XP_034665414.1|DSUB
OG0000299	LOC111603243|XP_023176518.2|DHYD	LOC117899484|XP_034665411.1|DSUB
OG0000300	LOC111597335|XP_030081654.1|DHYD	LOC117893787|XP_034656422.1|DSUB
OG0000300	LOC111597336|XP_023167748.2|DHYD	LOC117893325|XP_034655805.1|DSUB
OG0000301	LOC111599784|XP_023171324.2|DHYD	LOC117902948|XP_034670460.1|DSUB
OG0000301	LOC111599140|XP_023170471.1|DHYD	LOC117901488|XP_034668147.1|DSUB
OG0000302	LOC111601700|XP_023174184.1|DHYD	LOC117893650|XP_034656231.1|DSUB
OG0000302	LOC111601699|XP_023174183.1|DHYD	LOC117893651|XP_034656232.1|DSUB
OG0000303	LOC111592808|XP_023160987.1|DHYD	LOC117895039|XP_034658304.1|DSUB
OG0000303	LOC111602461|XP_023175289.1|DHYD	LOC117901481|XP_034668141.1|DSUB
OG0000304	LOC111605026|XP_023179125.2|DHYD	LOC117902603|XP_034670006.1|DSUB
OG0000304	LOC111594571|XP_023163697.2|DHYD	LOC117899347|XP_034665190.1|DSUB
OG0000304	LOC111594524|XP_023163622.1|DHYD	LOC117899348|XP_034665191.1|DSUB
OG0000305	LOC111595115|XP_023164451.1|DHYD	LOC117895124|XP_034658424.1|DSUB
OG0000305	LOC111595037|XP_023164331.2|DHYD	LOC117895123|XP_034658423.1|DSUB
OG0000305	LOC111595038|XP_023164332.2|DHYD	LOC117893182|XP_034655566.1|DSUB
OG0000306	LOC111592694|XP_023160835.2|DHYD	LOC117891461|XP_034652835.1|DSUB
OG0000306	LOC111597371|XP_023167796.1|DHYD	LOC117903110|XP_034670827.1|DSUB
OG0000307	LOC111601299|XP_023173583.2|DHYD	LOC117897347|XP_034662011.1|DSUB
OG0000307	LOC111603477|XP_023176834.1|DHYD	LOC117898551|XP_034663922.1|DSUB
OG0000308	LOC111598342|XP_023169317.1|DHYD	LOC117900737|XP_034667103.1|DSUB, LOC117901106|XP_034667630.1|DSUB, LOC117898311|XP_034663486.1|DSUB
OG0000308	LOC111594292|XP_023163301.1|DHYD	LOC117902629|XP_034670040.1|DSUB
OG0000309	LOC115483692|XP_030081585.1|DHYD, LOC115483691|XP_030081584.1|DHYD, LOC115483695|XP_030081604.1|DHYD, LOC115483693|XP_030081586.1|DHYD, LOC115483690|XP_030081583.1|DHYD, LOC111597185|XP_030081605.1|DHYD	LOC117896617|XP_034660942.1|DSUB, LOC117898208|XP_034663320.1|DSUB
OG0000310	LOC111604130|XP_023177814.2|DHYD	LOC117891914|XP_034653628.1|DSUB, LOC117890945|XP_034651974.1|DSUB
OG0000311	LOC111595678|XP_023165282.2|DHYD, LOC111595217|XP_023164599.1|DHYD	LOC117897526|XP_034662335.1|DSUB, LOC117896202|XP_034660220.1|DSUB
OG0000311	LOC111593077|XP_023161432.1|DHYD	LOC117894299|XP_034657159.1|DSUB
OG0000312	LOC111600363|XP_023172207.2|DHYD	LOC117900135|XP_034666252.1|DSUB
OG0000312	LOC111601668|XP_023174130.2|DHYD	LOC117901246|XP_034667813.1|DSUB
OG0000313	LOC111603917|XP_023177510.2|DHYD	LOC117900261|XP_034666457.1|DSUB
OG0000313	LOC111600323|XP_023172153.2|DHYD	LOC117901190|XP_034667733.1|DSUB
OG0000314	LOC111599113|XP_030080290.1|DHYD	LOC117902701|XP_034670138.1|DSUB
OG0000314	LOC111599168|XP_023170516.2|DHYD	LOC117902699|XP_034670136.1|DSUB
OG0000315	LOC111602178|XP_030079199.1|DHYD	LOC117902252|XP_034669401.1|DSUB
OG0000316	LOC111592420|XP_023160363.2|DHYD	LOC117890294|XP_034650953.1|DSUB
OG0000316	LOC111592422|XP_023160365.2|DHYD, LOC111592424|XP_023160367.2|DHYD, LOC111592423|XP_023160366.1|DHYD	LOC117890373|XP_034651060.1|DSUB
OG0000317	LOC111594824|XP_023164057.1|DHYD	LOC117897468|XP_034662210.1|DSUB, LOC117897469|XP_034662211.1|DSUB, LOC117899519|XP_034665462.1|DSUB
OG0000318	LOC111603720|XP_023177201.2|DHYD	LOC117889585|XP_034649884.1|DSUB
OG0000319	LOC111601303|XP_030081597.1|DHYD, LOC111601369|XP_023173675.1|DHYD, LOC115483689|XP_030081582.1|DHYD, LOC115483694|XP_030081593.1|DHYD, LOC115482807|XP_030078802.1|DHYD	LOC117897615|XP_034662471.1|DSUB, LOC117897614|XP_034662470.1|DSUB
OG0000320	LOC111601294|XP_023173573.1|DHYD	LOC117897732|XP_034662652.1|DSUB
OG0000321	LOC111603780|XP_023177289.2|DHYD	LOC117902136|XP_034669161.1|DSUB
OG0000321	LOC111603779|XP_023177288.1|DHYD	LOC117902137|XP_034669163.1|DSUB
OG0000322	LOC111593337|XP_023161815.2|DHYD, LOC111605147|XP_023179297.2|DHYD	LOC117902919|XP_034670389.1|DSUB
OG0000322	LOC111592998|XP_023161272.1|DHYD	LOC117903109|XP_034670826.1|DSUB
OG0000323	LOC111594644|XP_023163806.1|DHYD	LOC117902100|XP_034669095.1|DSUB
OG0000323	LOC111596502|XP_023166531.1|DHYD	LOC117897036|XP_034661507.1|DSUB
OG0000324	LOC111599680|XP_023171153.2|DHYD	LOC117890823|XP_034651787.1|DSUB
OG0000325	LOC111592280|XP_023160149.2|DHYD	LOC117894659|XP_034657724.1|DSUB
OG0000325	LOC111592279|XP_023160148.2|DHYD	LOC117894477|XP_034657469.1|DSUB
OG0000327	LOC111595626|XP_023165204.2|DHYD	LOC117890953|XP_034651985.1|DSUB
OG0000327	LOC111595616|XP_023165190.1|DHYD	LOC117890952|XP_034651984.1|DSUB
OG0000327	LOC111604135|XP_023177821.2|DHYD	LOC117890955|XP_034651987.1|DSUB
OG0000328	LOC111597582|XP_023168149.2|DHYD	LOC117891079|XP_034652150.1|DSUB
OG0000328	LOC111597581|XP_023168148.2|DHYD	LOC117893347|XP_034655827.1|DSUB
OG0000329	LOC111602463|XP_030079181.1|DHYD, LOC111595185|XP_023164533.2|DHYD	LOC117902605|XP_034670007.1|DSUB, LOC117900619|XP_034666937.1|DSUB
OG0000330	LOC111596787|XP_023166911.1|DHYD, LOC111596776|XP_023166900.2|DHYD, LOC111596767|XP_023166887.2|DHYD	LOC117896747|XP_034661104.1|DSUB
OG0000331	LOC111594951|XP_023164216.2|DHYD	LOC117900858|XP_034667269.1|DSUB
OG0000332	LOC111593643|XP_023162289.2|DHYD	LOC117903681|XP_034671910.1|DSUB, LOC117898137|XP_034663222.1|DSUB
OG0000332	LOC111598247|XP_023169179.2|DHYD	LOC117903192|XP_034670967.1|DSUB
OG0000333	LOC111597590|XP_023168156.1|DHYD	LOC117894230|XP_034657037.1|DSUB
OG0000334	LOC111597049|XP_023167335.1|DHYD	LOC117892029|XP_034653843.1|DSUB
OG0000334	LOC111592156|XP_023159974.1|DHYD	LOC117890520|XP_034651317.1|DSUB
OG0000335	LOC111598927|XP_023170170.1|DHYD	LOC117902271|XP_034669423.1|DSUB
OG0000335	LOC115482930|XP_030079106.1|DHYD, LOC111600476|XP_023172359.2|DHYD	LOC117902269|XP_034669419.1|DSUB
OG0000336	LOC111592042|XP_023159806.2|DHYD	LOC117896583|XP_034660894.1|DSUB
OG0000336	LOC111604870|XP_023178874.1|DHYD	LOC117895978|XP_034659829.1|DSUB
OG0000336	LOC111604868|XP_023178871.2|DHYD	LOC117895976|XP_034659826.1|DSUB
OG0000337	LOC111605083|XP_023179187.2|DHYD	LOC117893332|XP_034655813.1|DSUB, LOC117893333|XP_034655814.1|DSUB
OG0000337	LOC111605075|XP_023179177.2|DHYD	LOC117893473|XP_034655986.1|DSUB
OG0000337	LOC111595697|XP_023165310.1|DHYD	LOC117893591|XP_034656156.1|DSUB
OG0000338	LOC111595291|XP_023164714.1|DHYD	LOC117895578|XP_034659190.1|DSUB
OG0000338	LOC111599560|XP_023171035.1|DHYD	LOC117892357|XP_034654454.1|DSUB
OG0000339	LOC111604664|XP_023178592.1|DHYD	LOC117894548|XP_034657560.1|DSUB
OG0000339	LOC111604713|XP_023178653.2|DHYD	LOC117894536|XP_034657546.1|DSUB
OG0000340	LOC111597031|XP_023167314.2|DHYD	LOC117892636|XP_034654879.1|DSUB
OG0000341	LOC111597306|XP_023167698.1|DHYD	LOC117894994|XP_034658234.1|DSUB
OG0000342	LOC111598837|XP_023170043.1|DHYD	LOC117900549|XP_034666847.1|DSUB
OG0000342	LOC111594655|XP_023163823.1|DHYD, LOC111594318|XP_023163329.1|DHYD	LOC117890304|XP_034650969.1|DSUB
OG0000343	LOC111595711|XP_030081562.1|DHYD, LOC111595720|XP_030081560.1|DHYD	LOC117897637|XP_034662502.1|DSUB
