Orthogroup	DHYD.longest_only	DYAK.longest_only
OG0002140	LOC111603132|XP_023176374.2|DHYD	LOC6525236|XP_002101074.1|DYAK
OG0002141	LOC111600803|XP_023172861.1|DHYD	LOC6535215|XP_002095874.1|DYAK
OG0002142	LOC111601983|XP_023174635.1|DHYD	LOC6535287|XP_002095943.1|DYAK
OG0002143	LOC111599471|XP_023170910.2|DHYD	LOC6526392|XP_015053387.1|DYAK
OG0002144	LOC111595890|XP_023165587.2|DHYD	LOC6523773|XP_015046967.1|DYAK
OG0002145	LOC111601449|XP_023173794.1|DHYD	LOC6535778|XP_039231645.1|DYAK
OG0002146	LOC111605592|XP_023179964.1|DHYD	LOC6535289|XP_002095945.1|DYAK
OG0002147	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD	LOC6526028|XP_039226048.1|DYAK
OG0002148	LOC111598080|XP_023168894.2|DHYD	LOC6532815|XP_002093552.1|DYAK
OG0002149	LOC111597923|XP_030081705.1|DHYD	LOC6523753|XP_002099628.1|DYAK
OG0002150	LOC111598117|XP_023168939.1|DHYD	LOC6524788|XP_002100632.1|DYAK
OG0002151	LOC111592672|XP_023160804.1|DHYD	LOC6527133|XP_002088227.2|DYAK
OG0002152	LOC111592937|XP_030080725.1|DHYD	LOC6535569|XP_039232554.1|DYAK
OG0002153	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD	LOC6538026|XP_002098561.1|DYAK
OG0002154	LOC111605112|XP_023179231.1|DHYD	LOC120321172|XP_039228938.1|DYAK
OG0002155	LOC111602000|XP_023174657.1|DHYD	LOC6538940|XP_002099444.1|DYAK
OG0002156	LOC111595337|XP_023164777.2|DHYD	LOC6535184|XP_002095846.1|DYAK
OG0002157	LOC115483332|XP_030080650.1|DHYD	LOC6536916|XP_002097485.2|DYAK
OG0002158	LOC111603527|XP_023176931.2|DHYD	LOC6531060|XP_002091894.1|DYAK
OG0002159	LOC111603840|XP_023177377.1|DHYD	LOC6531820|XP_002092607.1|DYAK
OG0002160	LOC111601511|XP_023173874.2|DHYD	LOC6535958|XP_002096574.3|DYAK
OG0002161	LOC111595976|XP_023165725.1|DHYD	LOC6535632|XP_002096260.1|DYAK
OG0002162	LOC111601799|XP_023174344.2|DHYD	LOC6536491|XP_002097069.2|DYAK
OG0002163	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD	LOC6524107|XP_002099971.1|DYAK
OG0002164	LOC111603016|XP_023176207.1|DHYD	LOC6538491|XP_002099013.1|DYAK
OG0002165	LOC111595924|XP_023165645.2|DHYD	LOC6529491|XP_002090493.1|DYAK
OG0002166	LOC111592913|XP_023161130.1|DHYD	LOC6527431|XP_002088523.1|DYAK
OG0002167	LOC111597987|XP_023168733.1|DHYD	LOC6530977|XP_039228567.1|DYAK
OG0002168	LOC111600075|XP_023171780.2|DHYD	LOC6531907|XP_039228915.1|DYAK
OG0002169	LOC111598675|XP_023169802.2|DHYD	LOC6532510|XP_002093256.1|DYAK
OG0002170	LOC111594140|XP_030080182.1|DHYD	LOC6523705|XP_002099582.1|DYAK
OG0002171	LOC111602739|XP_023175758.1|DHYD	LOC6538796|XP_039232717.1|DYAK
OG0002172	LOC111599589|XP_023171034.1|DHYD	LOC6537851|XP_002098392.1|DYAK
OG0002173	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD	LOC6527201|XP_002088295.1|DYAK
OG0002174	LOC111601452|XP_023173797.2|DHYD	LOC6537304|XP_002097862.1|DYAK
OG0002175	LOC111601453|XP_023173798.1|DHYD	LOC6537305|XP_002097863.1|DYAK
OG0002176	LOC111601502|XP_023173864.1|DHYD	LOC6535640|XP_002096268.1|DYAK
OG0002177	LOC111598604|XP_023169694.1|DHYD	LOC6536718|XP_002097290.1|DYAK
OG0002178	LOC111598226|XP_023169153.2|DHYD	LOC6538300|XP_002098827.1|DYAK
OG0002179	LOC111601350|XP_023173650.2|DHYD	LOC6538575|XP_002099097.2|DYAK
OG0002180	LOC111603233|XP_023176505.2|DHYD	LOC6538875|XP_002099379.3|DYAK
OG0002181	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD	LOC6525926|XP_002101746.1|DYAK
OG0002182	LOC111594612|XP_023163763.2|DHYD	LOC6535980|XP_039231818.1|DYAK
OG0002183	LOC111597978|XP_023168721.1|DHYD	LOC6530967|XP_002091805.1|DYAK
OG0002184	LOC111593245|XP_023161667.1|DHYD	LOC6537350|XP_002097907.1|DYAK
OG0002185	LOC111594967|XP_023164234.2|DHYD	LOC6537189|XP_039231668.1|DYAK
OG0002186	LOC111602295|XP_023175064.2|DHYD	LOC6528074|XP_002089141.1|DYAK
OG0002187	LOC111599876|XP_023171462.1|DHYD	LOC6537759|XP_002098300.1|DYAK
OG0002188	LOC111600103|XP_023171832.1|DHYD	LOC6531965|XP_002092751.1|DYAK
OG0002189	LOC111600826|XP_023172898.1|DHYD	LOC120322354|XP_039233329.1|DYAK, LOC120322241|XP_039233226.1|DYAK, LOC26535209|XP_015044760.1|DYAK
OG0002190	LOC111598274|XP_023169219.1|DHYD	LOC6538808|XP_002099321.1|DYAK
OG0002191	LOC111605711|XP_023180165.2|DHYD	LOC6534746|XP_002095421.1|DYAK
OG0002192	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD	LOC6534204|XP_002094887.1|DYAK
OG0002193	LOC111601798|XP_023174343.2|DHYD	LOC6536514|XP_002097091.1|DYAK
OG0002194	LOC111603488|XP_023176854.1|DHYD	LOC6538254|XP_002098781.1|DYAK
OG0002195	LOC111596485|XP_023166514.2|DHYD	LOC6538781|XP_002099294.2|DYAK
OG0002196	LOC111601347|XP_023173647.1|DHYD	LOC6536545|XP_002097121.1|DYAK
OG0002197	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD	LOC6532186|XP_002092959.1|DYAK
OG0002198	LOC111602795|XP_023175837.2|DHYD	LOC6536001|XP_015047508.2|DYAK
OG0002199	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD	LOC6536184|XP_002096775.1|DYAK
OG0002200	LOC111600866|XP_023172956.1|DHYD	LOC6526003|XP_002101821.1|DYAK
OG0002202	LOC111594506|XP_023163587.2|DHYD	LOC6537006|XP_015048063.1|DYAK
OG0002203	LOC111597067|XP_023167365.2|DHYD	LOC6537301|XP_002097859.1|DYAK
OG0002204	LOC111598811|XP_023170003.1|DHYD	LOC6538612|XP_002099134.1|DYAK
OG0002205	LOC111603304|XP_023176597.1|DHYD	LOC6536934|XP_002097503.1|DYAK
OG0002206	LOC111603502|XP_023176877.2|DHYD	LOC6537789|XP_002098330.1|DYAK
OG0002207	LOC111595898|XP_023165610.2|DHYD	LOC6538168|XP_002098696.2|DYAK
OG0002208	LOC111595362|XP_023164819.2|DHYD	LOC6538172|XP_002098700.1|DYAK
OG0002209	LOC111596470|XP_023166490.2|DHYD	LOC6524038|XP_002099908.1|DYAK
OG0002210	LOC111595687|XP_030080629.1|DHYD	LOC6537543|XP_015048405.1|DYAK
OG0002211	LOC111605521|XP_023179850.1|DHYD	LOC6536947|XP_002097516.1|DYAK
OG0002212	LOC111604273|XP_023178039.2|DHYD	LOC6535636|XP_002096264.1|DYAK
OG0002213	LOC111600825|XP_023172897.1|DHYD	LOC6536148|XP_002096749.1|DYAK
OG0002214	LOC111605460|XP_023179745.2|DHYD	LOC6537636|XP_015048450.1|DYAK
OG0002215	LOC111602008|XP_023174666.2|DHYD	LOC6537269|XP_015048241.2|DYAK
OG0002216	LOC111597048|XP_030082026.1|DHYD	LOC6538030|XP_002098565.1|DYAK
OG0002217	LOC111595685|XP_023165294.2|DHYD	LOC6537282|XP_015048256.1|DYAK
OG0002218	LOC111596820|XP_023166955.2|DHYD	LOC6524831|XP_002100673.1|DYAK
OG0002219	LOC111605547|XP_023179877.2|DHYD	LOC6536963|XP_015048031.1|DYAK
OG0002220	LOC111605498|XP_023179816.2|DHYD	LOC6536964|XP_002097533.3|DYAK
OG0002221	LOC111595656|XP_023165247.2|DHYD	LOC6532532|XP_039230906.1|DYAK
OG0002222	LOC111604082|XP_023177734.1|DHYD	LOC6532070|XP_002092847.2|DYAK
OG0002224	LOC111604174|XP_030081415.1|DHYD	LOC6528453|XP_039227177.1|DYAK
OG0002225	LOC111603070|XP_023176296.2|DHYD	LOC6533343|XP_002094069.2|DYAK
OG0002226	LOC111597645|XP_023168219.1|DHYD	LOC6528304|XP_002089357.1|DYAK
OG0002227	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD	LOC6528898|XP_039227299.1|DYAK
OG0002228	LOC111594154|XP_023163103.1|DHYD	LOC6528558|XP_002089602.1|DYAK
OG0002229	LOC111593896|XP_023162733.2|DHYD	LOC6532086|XP_015051691.1|DYAK
OG0002230	LOC111605264|XP_023179470.2|DHYD	LOC6530055|XP_002091001.1|DYAK
OG0002231	LOC111593798|XP_023162587.2|DHYD	LOC6528402|XP_002089449.1|DYAK
OG0002232	LOC111593327|XP_023161807.1|DHYD	LOC6530715|XP_002091606.1|DYAK
OG0002233	LOC111598706|XP_023169859.1|DHYD	LOC6533892|XP_002094592.2|DYAK
OG0002235	LOC111593755|XP_030081275.1|DHYD	LOC6531612|XP_039228980.1|DYAK
OG0002236	LOC111600106|XP_023171836.1|DHYD	LOC6531949|XP_002092735.1|DYAK
OG0002237	LOC111600104|XP_023171833.2|DHYD	LOC6531964|XP_015051638.1|DYAK
OG0002238	LOC111604657|XP_023178594.2|DHYD	LOC6528330|XP_015053921.1|DYAK
OG0002239	LOC111593555|XP_023162179.1|DHYD	LOC6530074|XP_002091020.1|DYAK
OG0002240	LOC111603847|XP_023177399.1|DHYD	LOC6531591|XP_002092389.1|DYAK
OG0002241	LOC111605680|XP_023180116.1|DHYD	LOC6532559|XP_002093304.2|DYAK
OG0002242	LOC111602911|XP_023176021.2|DHYD	LOC6532715|XP_002093457.1|DYAK
OG0002243	LOC111595978|XP_023165730.2|DHYD	LOC6535793|XP_002096416.1|DYAK
OG0002244	LOC111604777|XP_023178752.2|DHYD	LOC6533657|XP_002094363.1|DYAK
OG0002245	LOC111603035|XP_023176231.2|DHYD	LOC6533366|XP_002094091.1|DYAK
OG0002246	LOC111605736|XP_030080948.1|DHYD	LOC6528332|XP_039226443.1|DYAK
OG0002247	LOC111600076|XP_023171783.1|DHYD	LOC26536030|XP_015051600.1|DYAK
OG0002248	LOC111595271|XP_023164686.2|DHYD	LOC6532950|XP_039230898.1|DYAK
OG0002249	LOC111601563|XP_023173977.1|DHYD	LOC26534760|XP_015049582.1|DYAK
OG0002250	LOC111602128|XP_023174844.2|DHYD	LOC6530732|XP_002091622.1|DYAK
OG0002251	LOC111602085|XP_023174787.1|DHYD	LOC6530734|XP_039228092.1|DYAK
OG0002252	LOC111602115|XP_023174831.2|DHYD	LOC6530751|XP_015052744.2|DYAK
OG0002253	LOC111604085|XP_023177743.2|DHYD	LOC26535160|XP_015051683.1|DYAK
OG0002254	LOC111594825|XP_023164058.1|DHYD	LOC6538655|XP_002099175.1|DYAK
OG0002255	LOC111604737|XP_023178682.1|DHYD	LOC6525190|XP_002101028.1|DYAK
OG0002256	LOC111604080|XP_030081286.1|DHYD	LOC6529368|XP_002090373.1|DYAK
OG0002257	LOC111605261|XP_023179467.2|DHYD	LOC6529294|XP_002090299.1|DYAK
OG0002258	LOC111601029|XP_023173206.2|DHYD	LOC6533249|XP_002093975.1|DYAK
OG0002259	LOC111596523|XP_030079580.1|DHYD	LOC6524899|XP_002100739.1|DYAK
OG0002260	LOC111604465|XP_023178315.2|DHYD	LOC6534896|XP_002095568.2|DYAK
OG0002261	LOC111605067|XP_023179166.2|DHYD	LOC6534917|XP_002095588.1|DYAK
OG0002262	LOC111592113|XP_030081976.1|DHYD	LOC6528800|XP_002089832.2|DYAK
OG0002263	LOC111596940|XP_023167160.1|DHYD	LOC6535106|XP_002095769.1|DYAK
OG0002264	LOC111604081|XP_023177733.2|DHYD	LOC6532071|XP_002092848.1|DYAK
OG0002265	LOC111592965|XP_023161225.1|DHYD	LOC6533611|XP_002094319.1|DYAK
OG0002266	LOC111605624|XP_023180044.1|DHYD	LOC6534861|XP_015050878.1|DYAK
OG0002267	LOC111592740|XP_023160906.1|DHYD	LOC6532638|XP_002093382.1|DYAK
OG0002268	LOC111601675|XP_023174142.1|DHYD	LOC6539382|XP_002086275.1|DYAK
OG0002269	LOC111599941|XP_023171558.2|DHYD	LOC6531527|XP_002092326.1|DYAK
OG0002270	LOC111594034|XP_023162915.2|DHYD	LOC6531486|XP_039228131.1|DYAK
OG0002271	LOC111599814|XP_023171369.2|DHYD	LOC6532626|XP_015049496.1|DYAK
OG0002272	LOC111595282|XP_023164703.1|DHYD	LOC6532418|XP_002093169.1|DYAK
OG0002273	LOC111593544|XP_023162134.1|DHYD	LOC6534555|XP_039230841.1|DYAK
OG0002274	LOC111594922|XP_030081211.1|DHYD	LOC6535120|XP_039230790.1|DYAK
OG0002275	LOC111602913|XP_023176024.2|DHYD	LOC6534360|XP_002095038.1|DYAK
OG0002276	LOC111592456|XP_023160413.2|DHYD	LOC6532383|XP_002093134.2|DYAK
OG0002277	LOC111592449|XP_023160402.1|DHYD	LOC6532376|XP_015049297.2|DYAK
OG0002278	LOC111604776|XP_023178750.2|DHYD	LOC6533058|XP_039230266.1|DYAK
OG0002279	LOC111597493|XP_023168019.1|DHYD	LOC6532591|XP_002093335.3|DYAK
OG0002280	LOC111594881|XP_023164135.2|DHYD	LOC6534398|XP_002095076.2|DYAK
OG0002281	LOC111605666|XP_023180098.2|DHYD	LOC6534409|XP_002095087.1|DYAK
OG0002282	LOC111595300|XP_023164723.2|DHYD	LOC6532811|XP_039230773.1|DYAK
OG0002283	LOC111605260|XP_023179466.2|DHYD	LOC6531844|XP_002092631.1|DYAK
OG0002284	LOC111593295|XP_023161743.1|DHYD	LOC6528525|XP_002089571.1|DYAK
OG0002285	LOC111593416|XP_023161926.2|DHYD	LOC6525457|XP_039233409.1|DYAK
OG0002286	LOC111593911|XP_023162754.2|DHYD	LOC6531766|XP_002092553.2|DYAK
OG0002287	LOC111594033|XP_023162913.2|DHYD	LOC6531485|XP_002092284.1|DYAK
OG0002288	LOC111599778|XP_023171313.2|DHYD	LOC6532627|XP_015049497.1|DYAK
OG0002289	LOC111605170|XP_023179326.1|DHYD	LOC6532696|XP_002093438.1|DYAK
OG0002290	LOC111602260|XP_023175022.2|DHYD	LOC6527124|XP_002088217.1|DYAK
OG0002291	LOC111599945|XP_023171564.1|DHYD	LOC6528429|XP_002089475.2|DYAK
OG0002292	LOC111599942|XP_023171559.1|DHYD	LOC6528334|XP_015054423.1|DYAK
OG0002293	LOC111600001|XP_023171671.2|DHYD	LOC6539197|XP_002086098.3|DYAK
OG0002294	LOC111596259|XP_023166162.1|DHYD	LOC6536195|XP_002096786.1|DYAK
OG0002295	LOC111602338|XP_023175111.1|DHYD	LOC6526995|XP_039226177.1|DYAK
OG0002296	LOC111603874|XP_023177449.2|DHYD	LOC6527870|XP_015052994.1|DYAK
OG0002297	LOC111602985|XP_023176148.2|DHYD	LOC6537220|XP_002097778.2|DYAK
OG0002298	LOC111600034|XP_023171720.1|DHYD	LOC6531973|XP_002092759.1|DYAK
OG0002299	LOC111593196|XP_023161588.1|DHYD	LOC6529341|XP_002090346.1|DYAK
OG0002300	LOC111602223|XP_023174970.2|DHYD	LOC6528129|XP_015053883.1|DYAK
OG0002301	LOC111592510|XP_023160508.2|DHYD	LOC6529207|XP_015052250.1|DYAK
OG0002302	LOC111603743|XP_023177229.2|DHYD	LOC6529200|XP_039229243.1|DYAK
OG0002303	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD	LOC6523820|XP_002099695.1|DYAK
OG0002304	LOC111598991|XP_023170262.1|DHYD	LOC6528277|XP_002089330.1|DYAK
OG0002305	LOC111592277|XP_023160146.2|DHYD	LOC6534792|XP_002095464.1|DYAK
OG0002306	LOC111603953|XP_023177556.2|DHYD	LOC6527736|XP_002088819.1|DYAK
OG0002307	LOC111596297|XP_023166221.2|DHYD	LOC6526464|XP_039227768.1|DYAK
OG0002308	LOC111603880|XP_023177462.2|DHYD	LOC6527872|XP_002088944.1|DYAK
OG0002309	LOC111603932|XP_023177526.1|DHYD	LOC6528161|XP_015054450.1|DYAK
OG0002310	LOC111599187|XP_030080347.1|DHYD	LOC6529232|XP_002090238.1|DYAK
OG0002311	LOC111594348|XP_023163372.2|DHYD	LOC6529747|XP_039229294.1|DYAK
OG0002312	LOC111592565|XP_023160630.2|DHYD	LOC6527489|XP_039226509.1|DYAK
OG0002313	LOC111602589|XP_023175514.1|DHYD	LOC6530404|XP_015051950.1|DYAK
OG0002314	LOC111602277|XP_023175041.2|DHYD	LOC6528614|XP_002089657.1|DYAK
OG0002315	LOC111595473|XP_023165006.2|DHYD	LOC6530204|XP_002091142.1|DYAK
OG0002316	LOC111596128|XP_023165967.1|DHYD	LOC6527226|XP_002088320.1|DYAK
OG0002317	LOC111604313|XP_023178131.1|DHYD	LOC6534172|XP_015050490.1|DYAK
OG0002318	LOC111599332|XP_023170721.2|DHYD	LOC6529609|XP_002090603.1|DYAK
OG0002319	LOC111603913|XP_023177504.1|DHYD	LOC6527464|XP_002088555.1|DYAK
OG0002320	LOC111593382|XP_023161872.2|DHYD	LOC6530716|XP_002091607.1|DYAK
OG0002321	LOC111598013|XP_023168780.1|DHYD	LOC6530164|XP_002091106.2|DYAK
OG0002322	LOC111600374|XP_023172220.2|DHYD	LOC6529217|XP_002090224.1|DYAK
OG0002323	LOC111605568|XP_023179912.1|DHYD	LOC6529246|XP_002090252.1|DYAK
OG0002324	LOC111605097|XP_023179204.2|DHYD	LOC6534914|XP_015050925.1|DYAK
OG0002325	LOC111597517|XP_023168057.1|DHYD	LOC6533644|XP_015050198.1|DYAK
OG0002326	LOC111597595|XP_023168164.1|DHYD	LOC6533645|XP_015050200.1|DYAK
OG0002327	LOC111600242|XP_023172050.2|DHYD	LOC26534581|XP_015047853.1|DYAK
OG0002328	LOC111592577|XP_023160656.2|DHYD	LOC6529777|XP_002090761.1|DYAK
OG0002329	LOC111599108|XP_023170429.1|DHYD	LOC6526387|XP_002087506.1|DYAK
OG0002330	LOC111599095|XP_023170404.1|DHYD	LOC6526389|XP_002087508.1|DYAK
OG0002331	LOC111594901|XP_023164154.2|DHYD	LOC6525854|XP_002101674.1|DYAK
OG0002332	LOC111597483|XP_023168002.1|DHYD	LOC6533454|XP_002094165.1|DYAK
OG0002333	LOC111593912|XP_023162753.1|DHYD	LOC6532131|XP_002092907.2|DYAK
OG0002334	LOC111596277|XP_023166190.2|DHYD	LOC6528109|XP_002089176.1|DYAK
OG0002335	LOC111594091|XP_023163009.2|DHYD	LOC6528669|XP_002089711.2|DYAK
OG0002336	LOC111592278|XP_023160147.2|DHYD	LOC6534992|XP_002095662.2|DYAK
OG0002337	LOC111605214|XP_030081081.1|DHYD	LOC6528772|XP_002089806.2|DYAK
OG0002338	LOC111600812|XP_023172878.2|DHYD	LOC6526970|XP_002088066.1|DYAK
OG0002339	LOC111599171|XP_030080329.1|DHYD	LOC6526683|XP_015053293.1|DYAK
OG0002340	LOC111603770|XP_030080423.1|DHYD	LOC6527323|XP_015053657.1|DYAK
OG0002341	LOC111597686|XP_023168286.1|DHYD	LOC6528856|XP_002089888.1|DYAK
OG0002342	LOC111599315|XP_023170693.1|DHYD	LOC6527582|XP_039226729.1|DYAK
OG0002343	LOC111599301|XP_023170679.2|DHYD	LOC6527598|XP_002088686.2|DYAK
OG0002344	LOC111594679|XP_023163858.1|DHYD	LOC6539147|XP_039227262.1|DYAK
OG0002345	LOC111599897|XP_023171488.2|DHYD	LOC6528500|XP_002089546.1|DYAK
OG0002346	LOC111598778|XP_023169958.2|DHYD	LOC6527000|XP_015053563.1|DYAK
OG0002347	LOC111602321|XP_023175090.2|DHYD	LOC6530177|XP_039229348.1|DYAK
OG0002348	LOC111596221|XP_023166106.2|DHYD	LOC6527695|XP_002088779.1|DYAK
OG0002349	LOC111599887|XP_023171478.1|DHYD	LOC26536309|XP_015054727.1|DYAK
OG0002350	LOC111599916|XP_023171513.2|DHYD	LOC6528499|XP_002089545.1|DYAK
OG0002351	LOC111593548|XP_023162169.2|DHYD	LOC6530119|XP_002091065.1|DYAK
OG0002352	LOC111592699|XP_023160849.1|DHYD	LOC6530036|XP_002090982.1|DYAK
OG0002353	LOC111592066|XP_023159836.1|DHYD	LOC6540552|XP_002087342.2|DYAK
OG0002354	LOC111600385|XP_023172230.2|DHYD	LOC26535576|XP_015054641.1|DYAK, LOC6527802|XP_039227119.1|DYAK
OG0002355	LOC111592075|XP_023159859.2|DHYD	LOC6539240|XP_002086139.2|DYAK
OG0002356	LOC111594185|XP_023163136.2|DHYD	LOC6529553|XP_002090550.1|DYAK
OG0002357	LOC111597075|XP_023167377.2|DHYD	LOC6537292|XP_002097850.1|DYAK
OG0002358	LOC111597443|XP_023167930.1|DHYD	LOC6527985|XP_002089052.1|DYAK
OG0002359	LOC111605292|XP_023179511.1|DHYD	LOC6524299|XP_002100158.2|DYAK
OG0002360	LOC111594705|XP_023163895.2|DHYD	LOC6530319|XP_002091246.1|DYAK
OG0002361	LOC111604452|XP_023178290.1|DHYD	LOC6534872|XP_002095544.1|DYAK
OG0002362	LOC111595195|XP_023164554.2|DHYD	LOC6526927|XP_015053515.1|DYAK
OG0002363	LOC111602107|XP_023174822.2|DHYD	LOC6526968|XP_002088064.1|DYAK
OG0002364	LOC111602018|XP_023174689.2|DHYD	LOC6526966|XP_039226223.1|DYAK
OG0002365	LOC111601061|XP_023173254.2|DHYD	LOC6526964|XP_002088060.1|DYAK
OG0002366	LOC111591961|XP_023159672.1|DHYD	LOC6527628|XP_002088716.2|DYAK
OG0002367	LOC111599402|XP_023170823.1|DHYD	LOC6526508|XP_002087619.1|DYAK
OG0002368	LOC111596358|XP_023166323.1|DHYD	LOC6528068|XP_002089135.1|DYAK
OG0002369	LOC111596876|XP_023167092.2|DHYD	LOC6530134|XP_002091080.1|DYAK
OG0002370	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD	LOC6528185|XP_002089248.2|DYAK
OG0002371	LOC111600319|XP_023172146.1|DHYD	LOC6528183|XP_002089246.1|DYAK
OG0002372	LOC111598489|XP_023169514.2|DHYD	LOC6526801|XP_039226537.1|DYAK
OG0002373	LOC111592923|XP_023161143.1|DHYD	LOC6529529|XP_002090531.1|DYAK
OG0002374	LOC111596179|XP_023166050.1|DHYD	LOC6538623|XP_015048928.1|DYAK
OG0002375	LOC111604968|XP_023179025.2|DHYD	LOC6535989|XP_002096604.1|DYAK
OG0002376	LOC111605053|XP_023179158.1|DHYD	LOC6527011|XP_002088106.1|DYAK
OG0002377	LOC111603573|XP_023176991.2|DHYD	LOC6535411|XP_002096060.1|DYAK
OG0002378	LOC111597242|XP_023167605.2|DHYD	LOC6533960|XP_002094660.1|DYAK
OG0002379	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD	LOC6529409|XP_002090414.1|DYAK
OG0002380	LOC111605141|XP_023179289.1|DHYD	LOC6524009|XP_015045430.1|DYAK
OG0002381	LOC111595640|XP_023165221.1|DHYD	LOC6530350|XP_002091277.1|DYAK
OG0002382	LOC111598281|XP_023169229.2|DHYD	LOC6525292|XP_002101128.1|DYAK
OG0002383	LOC111596973|XP_023167217.2|DHYD	LOC6532438|XP_002093185.1|DYAK
OG0002384	LOC111597221|XP_030079955.1|DHYD	LOC6524451|XP_015045707.1|DYAK
OG0002385	LOC111593701|XP_023162413.2|DHYD	LOC6523724|XP_002099599.1|DYAK
OG0002386	LOC111596694|XP_023166778.2|DHYD	LOC6535740|XP_002096363.1|DYAK
OG0002387	LOC111598255|XP_023169189.2|DHYD	LOC6537856|XP_015048547.1|DYAK
OG0002388	LOC111602950|XP_023176079.2|DHYD	LOC6537217|XP_002097775.2|DYAK
OG0002389	LOC111594830|XP_023164063.1|DHYD	LOC6537877|XP_002098418.1|DYAK
OG0002390	LOC111600943|XP_023173085.2|DHYD	LOC6527171|XP_002088265.1|DYAK
OG0002391	LOC111595471|XP_023165005.2|DHYD	LOC6531657|XP_002092454.1|DYAK
OG0002392	LOC111604483|XP_023178338.2|DHYD	LOC6533023|XP_015049779.1|DYAK
OG0002393	LOC111597775|XP_030079468.1|DHYD	LOC6534442|XP_002095119.1|DYAK
OG0002394	LOC111603008|XP_023176184.1|DHYD	LOC6538492|XP_015048887.1|DYAK
OG0002395	LOC111600267|XP_023172083.2|DHYD	LOC6536579|XP_039231214.1|DYAK
OG0002396	LOC111600890|XP_023172995.2|DHYD	LOC6530507|XP_015052692.1|DYAK
OG0002397	LOC111600123|XP_023171856.1|DHYD	LOC6529110|XP_002090123.1|DYAK
OG0002398	LOC111603215|XP_030079312.1|DHYD	LOC6525234|XP_002101072.2|DYAK
OG0002399	LOC111604369|XP_030081985.1|DHYD	LOC6529080|XP_002090093.1|DYAK
OG0002400	LOC111600567|XP_023172519.2|DHYD	LOC6531632|XP_002092429.2|DYAK
OG0002401	LOC111595880|XP_023165574.2|DHYD	LOC6523699|XP_002099576.1|DYAK
OG0002402	LOC111604631|XP_023178530.2|DHYD	LOC6537081|XP_002097642.2|DYAK
OG0002403	LOC111604650|XP_023178575.2|DHYD	LOC6537080|XP_002097641.1|DYAK
OG0002404	LOC111598325|XP_023169290.2|DHYD	LOC6535249|XP_002095905.1|DYAK
OG0002405	LOC111598640|XP_023169755.1|DHYD	LOC6535404|XP_002096053.1|DYAK
OG0002406	LOC111604721|XP_030079639.1|DHYD	LOC6539324|XP_002086216.1|DYAK
OG0002407	LOC111594430|XP_023163487.2|DHYD	LOC6539029|XP_002099531.1|DYAK
OG0002408	LOC111603553|XP_030080599.1|DHYD	LOC6535417|XP_002096066.1|DYAK
OG0002409	LOC111603315|XP_023176604.2|DHYD	LOC6534097|XP_039230478.1|DYAK
OG0002410	LOC111604994|XP_023179080.2|DHYD	LOC6535726|XP_039231406.1|DYAK
OG0002411	LOC111604919|XP_023178935.1|DHYD	LOC6536303|XP_002096887.1|DYAK
OG0002412	LOC111600801|XP_030081575.1|DHYD	LOC26534951|XP_015044780.2|DYAK
OG0002413	LOC111602039|XP_023174713.1|DHYD	LOC6524064|XP_002099933.1|DYAK
OG0002414	LOC111595390|XP_023164860.1|DHYD	LOC6532343|XP_002093103.1|DYAK
OG0002415	LOC111604574|XP_023178444.2|DHYD	LOC6536783|XP_015047950.1|DYAK
OG0002416	LOC111593712|XP_023162445.1|DHYD	LOC6523720|XP_039233076.1|DYAK
OG0002417	LOC111596000|XP_023165769.1|DHYD	LOC6526260|XP_002087382.1|DYAK
OG0002418	LOC111598520|XP_023169570.2|DHYD	LOC26536186|XP_039232837.1|DYAK
OG0002419	LOC111596815|XP_023166951.2|DHYD	LOC6524244|XP_002100107.1|DYAK
OG0002420	LOC111595301|XP_023164724.1|DHYD	LOC6532813|XP_002093550.2|DYAK
OG0002421	LOC111593366|XP_023161846.2|DHYD	LOC6538721|XP_002099236.1|DYAK
OG0002422	LOC111597159|XP_023167483.2|DHYD	LOC6535969|XP_015047482.2|DYAK
OG0002423	LOC111604467|XP_023178317.2|DHYD	LOC6533673|XP_002094379.1|DYAK
OG0002424	LOC111597707|XP_023168316.1|DHYD	LOC6523694|XP_002099572.1|DYAK
OG0002425	LOC111601954|XP_023174586.2|DHYD	LOC6524846|XP_002100686.2|DYAK
OG0002426	LOC111597471|XP_023167988.2|DHYD	LOC6532295|XP_002093055.1|DYAK
