Orthogroup	DHYD.longest_only	ASTE.longest_only
OG0001468	LOC111604758|XP_023178716.1|DHYD	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE
OG0001469	LOC111592530|XP_030081414.1|DHYD	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC111597605|XP_023168174.2|DHYD	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC111598109|XP_023168930.1|DHYD, LOC111592437|XP_023160389.1|DHYD	LOC118511819|XP_035911252.1|ASTE
OG0001473	LOC111602654|XP_023175595.1|DHYD	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE
OG0001474	LOC111600030|XP_023171714.1|DHYD	LOC118511983|XP_035911615.1|ASTE
OG0001475	LOC111599436|XP_023170858.2|DHYD	LOC118505830|XP_035898077.1|ASTE
OG0001476	LOC111600139|XP_030081248.1|DHYD	LOC118510956|XP_035909305.1|ASTE
OG0001477	LOC111597831|XP_023168495.1|DHYD	LOC118513902|XP_035916117.1|ASTE
OG0001478	LOC111599052|XP_030080233.1|DHYD	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE
OG0001479	LOC111593433|XP_023161948.2|DHYD	LOC118513844|XP_035916015.1|ASTE
OG0001480	LOC111599043|XP_023170327.2|DHYD	LOC118513940|XP_035916216.1|ASTE
OG0001481	LOC111599138|XP_023170469.2|DHYD	LOC118511126|XP_035909752.1|ASTE
OG0001482	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD	LOC118514014|XP_035916376.1|ASTE
OG0001483	LOC111592078|XP_023159866.1|DHYD	LOC118510033|XP_035907314.1|ASTE
OG0001484	LOC111599348|XP_023170745.1|DHYD	LOC118511672|XP_035910923.1|ASTE
OG0001485	LOC111592295|XP_023160166.2|DHYD	LOC118512587|XP_035913119.1|ASTE
OG0001486	LOC111595784|XP_023165436.2|DHYD	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE
OG0001487	LOC111594717|XP_023163911.1|DHYD	LOC118511555|XP_035910677.1|ASTE
OG0001488	LOC111595752|XP_023165382.2|DHYD	LOC118509962|XP_035907234.1|ASTE
OG0001489	LOC111592571|XP_030079053.1|DHYD	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC111594662|XP_023163832.1|DHYD	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC111595544|XP_023165098.1|DHYD	LOC118514099|XP_035916532.1|ASTE
OG0001492	LOC111601013|XP_030079271.1|DHYD, LOC111600159|XP_030080151.1|DHYD, LOC111601857|XP_030080153.1|DHYD	LOC118510657|XP_035908675.1|ASTE
OG0001493	LOC111605124|XP_023179248.1|DHYD	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC111598455|XP_023169478.1|DHYD	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC111600795|XP_023172854.1|DHYD	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC111591999|XP_023159732.1|DHYD	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC111604114|XP_023177789.2|DHYD	LOC118502537|XP_035890702.1|ASTE
OG0001500	LOC111594305|XP_023163312.2|DHYD	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC111592022|XP_023159783.2|DHYD	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC111602552|XP_023175475.2|DHYD	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC111597044|XP_023167327.1|DHYD	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC111597223|XP_023167577.2|DHYD	LOC118507224|XP_035901272.1|ASTE
OG0001505	LOC111595460|XP_030078560.1|DHYD	LOC118503504|XP_035892740.1|ASTE
OG0001506	LOC111592724|XP_023160883.2|DHYD	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC111601268|XP_030082053.1|DHYD	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC111594050|XP_023162936.2|DHYD	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC111597985|XP_023168732.2|DHYD, LOC115482749|XP_030081254.1|DHYD	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC111602344|XP_023175124.1|DHYD	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC111593941|XP_023162799.2|DHYD, LOC115483807|XP_030081996.1|DHYD	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC111593210|XP_023161623.2|DHYD	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC111595754|XP_023165384.2|DHYD	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC111601870|XP_023174478.1|DHYD	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC111596460|XP_023166459.2|DHYD, LOC111596462|XP_023166481.2|DHYD	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC111600195|XP_023171976.1|DHYD	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC111602401|XP_023175188.1|DHYD	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC111599173|XP_023170523.1|DHYD	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC111596884|XP_023167100.1|DHYD	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC111603797|XP_023177313.2|DHYD	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC111595018|XP_023164295.2|DHYD	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC111597549|XP_023168113.2|DHYD	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC111602601|XP_030081615.1|DHYD	LOC118502635|XP_035890979.1|ASTE
OG0001544	LOC111605662|XP_030079693.1|DHYD	LOC118507625|XP_035902243.1|ASTE, LOC118507490|XP_035901911.1|ASTE
OG0001545	LOC111602407|XP_023175203.1|DHYD	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC111602420|XP_023175225.1|DHYD	LOC118508312|XP_035903877.1|ASTE
OG0001548	LOC111593080|XP_023161435.1|DHYD	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC111602527|XP_023175422.1|DHYD	LOC118511070|XP_035909580.1|ASTE
OG0001551	LOC111603483|XP_023176843.2|DHYD	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC111597840|XP_023168513.1|DHYD, LOC111593968|XP_023162827.2|DHYD	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC111604728|XP_023178668.1|DHYD	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC111601753|XP_023174260.1|DHYD, LOC111601771|XP_030081549.1|DHYD	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC111595791|XP_023165446.1|DHYD	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC111602227|XP_023174976.1|DHYD	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC111605114|XP_023179232.2|DHYD	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC111596962|XP_023167191.1|DHYD	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC111596999|XP_023167268.2|DHYD	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC111604908|XP_023178918.2|DHYD	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC111601395|XP_023173706.1|DHYD	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC111605034|XP_023179137.1|DHYD	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC111598591|XP_023169675.1|DHYD	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC111596355|XP_023166322.1|DHYD	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC111605440|XP_023179723.1|DHYD	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC111602693|XP_023175691.1|DHYD	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC111592148|XP_023159963.1|DHYD	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC111601530|XP_023173927.2|DHYD	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC111594468|XP_023163536.2|DHYD	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC111605502|XP_023179819.2|DHYD	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC111597441|XP_023167924.1|DHYD	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC111595357|XP_023164802.2|DHYD	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC111599571|XP_030081124.1|DHYD, LOC115483418|XP_030081175.1|DHYD	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC111602830|XP_023175908.1|DHYD	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC111597176|XP_023167506.2|DHYD, LOC111597177|XP_030080780.1|DHYD	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC111604201|XP_023177926.2|DHYD	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC111592681|XP_023160811.1|DHYD	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC111602367|XP_023175147.2|DHYD	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC111603085|XP_023176506.1|DHYD	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC111604128|XP_023177813.2|DHYD	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC111592348|XP_023160251.2|DHYD	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC111593190|XP_023161576.1|DHYD	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC111599958|XP_023171602.2|DHYD	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC111597473|XP_023167989.2|DHYD	LOC118509247|XP_035905474.1|ASTE
OG0001586	LOC111602892|XP_023175996.1|DHYD	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC111600136|XP_023171880.2|DHYD	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC111604121|XP_023177799.1|DHYD	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC111594727|XP_023163926.2|DHYD	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC111597111|XP_023167423.2|DHYD	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC111595234|XP_030080674.1|DHYD	LOC118509673|XP_035906569.1|ASTE
OG0001593	LOC111591959|XP_030079217.1|DHYD	LOC118513303|XP_035914777.1|ASTE
OG0001594	LOC111601174|XP_030080296.1|DHYD	LOC118508926|XP_035904703.1|ASTE
OG0001595	LOC111605407|XP_023179676.2|DHYD	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC111594086|XP_023163001.2|DHYD	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC111593145|XP_023161513.1|DHYD	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC111600438|XP_030080568.1|DHYD	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC111596279|XP_023166194.2|DHYD	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC111598954|XP_030079785.1|DHYD, LOC115483304|XP_030080528.1|DHYD	LOC118512033|XP_035911718.1|ASTE
OG0001601	LOC111596363|XP_023166328.2|DHYD	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC111603981|XP_023177593.2|DHYD	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC111602048|XP_023174726.1|DHYD, LOC111601362|XP_023173665.1|DHYD	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC111602228|XP_023174977.1|DHYD	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC111600107|XP_023171837.1|DHYD	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC111602518|XP_023175369.1|DHYD	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC111600895|XP_023173003.1|DHYD	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC111600391|XP_023172237.1|DHYD	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC111599485|XP_023170920.2|DHYD, LOC111594947|XP_023164211.1|DHYD	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC111596219|XP_023166104.1|DHYD	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001613	LOC111592562|XP_023160628.1|DHYD	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC111597661|XP_023168251.2|DHYD	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC111592068|XP_023159841.2|DHYD	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC111595408|XP_023164889.2|DHYD	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC111597200|XP_030079024.1|DHYD	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC111597859|XP_023168547.1|DHYD	LOC118506415|XP_035899396.1|ASTE
OG0001619	LOC115483087|XP_030080023.1|DHYD, LOC111593764|XP_023162550.1|DHYD	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC111594421|XP_023163514.1|DHYD	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC111594039|XP_023162922.2|DHYD	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC111603223|XP_023176489.1|DHYD	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC111599075|XP_023170373.2|DHYD	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC111596283|XP_023166201.1|DHYD	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC111604342|XP_023178172.2|DHYD, LOC111592498|XP_023160491.1|DHYD	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC111594956|XP_023164221.1|DHYD	LOC118504252|XP_035894372.1|ASTE
OG0001627	LOC111602979|XP_023176140.2|DHYD	LOC118504929|XP_035895915.1|ASTE
OG0001628	LOC111600279|XP_023172096.2|DHYD	LOC118514678|XP_035917619.1|ASTE
OG0001630	LOC111597165|XP_023167491.2|DHYD	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC111599574|XP_023171014.2|DHYD	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC111603580|XP_023177005.1|DHYD	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC111604559|XP_023178427.1|DHYD	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001634	LOC111598529|XP_023169582.2|DHYD	LOC118506703|XP_035900088.1|ASTE
OG0001635	LOC111602957|XP_023176097.1|DHYD	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC111603635|XP_023177073.1|DHYD	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC111595693|XP_023165306.2|DHYD	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC111596783|XP_023166904.2|DHYD	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC111600886|XP_030080932.1|DHYD	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC111603569|XP_023176983.1|DHYD	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC111593317|XP_023161788.1|DHYD	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC111594990|XP_023164258.1|DHYD	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC111602458|XP_023175286.2|DHYD	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC111591856|XP_023159506.1|DHYD	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC111597101|XP_023167411.1|DHYD	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC111595404|XP_023164883.1|DHYD	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC111601264|XP_030081947.1|DHYD	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC111603320|XP_023176610.2|DHYD	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC111593741|XP_023162501.1|DHYD	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC111594609|XP_023163757.1|DHYD	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001651	LOC111600615|XP_023172581.2|DHYD	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC111603313|XP_023176602.1|DHYD	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC111600997|XP_023173159.2|DHYD	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC111604364|XP_023178200.2|DHYD	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC111592168|XP_023159990.2|DHYD	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC111597211|XP_023167547.2|DHYD	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC111595069|XP_023164394.1|DHYD	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC111591858|XP_023159508.1|DHYD	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC111604328|XP_023178156.1|DHYD	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC111602918|XP_023176031.2|DHYD	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC111602175|XP_023174905.2|DHYD, LOC111602562|XP_023175490.1|DHYD	LOC118508365|XP_035903979.1|ASTE
OG0001662	LOC111592825|XP_023161018.1|DHYD	LOC118510373|XP_035907991.1|ASTE
OG0001678	LOC111596592|XP_030079912.1|DHYD	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC111597238|XP_023167600.2|DHYD	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC111594508|XP_023163593.2|DHYD, LOC111593990|XP_023162849.2|DHYD	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC111596548|XP_023166589.2|DHYD	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC111602400|XP_023175186.2|DHYD	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC111598945|XP_023170191.1|DHYD	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC111597773|XP_023168404.2|DHYD	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC111602495|XP_023175334.2|DHYD	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC111595961|XP_023165703.2|DHYD	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC111591990|XP_023159718.1|DHYD	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC111597304|XP_023167696.2|DHYD	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC111597266|XP_030078961.1|DHYD	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC111594835|XP_023164068.1|DHYD	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC111602506|XP_023175352.1|DHYD	LOC118511295|XP_035910098.1|ASTE
OG0001694	LOC111596682|XP_023166758.2|DHYD	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC111601770|XP_023174281.2|DHYD	LOC118502666|XP_035891025.1|ASTE
OG0001697	LOC111599362|XP_023170762.1|DHYD	LOC118517172|XP_035918969.1|ASTE
OG0001698	LOC111593415|XP_023161916.1|DHYD	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC111601805|XP_023174360.1|DHYD	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC111603629|XP_023177066.2|DHYD	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC111594514|XP_030080684.1|DHYD	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC111603883|XP_023177467.2|DHYD	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC111603478|XP_023176837.2|DHYD	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC111603487|XP_023176852.1|DHYD	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC111594101|XP_030079104.1|DHYD	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC111596596|XP_030080570.1|DHYD	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC111594471|XP_023163540.1|DHYD	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC111598683|XP_023169814.2|DHYD	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC111599432|XP_023170853.1|DHYD	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC111603584|XP_023177006.2|DHYD	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC111602701|XP_023175701.1|DHYD	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC111593603|XP_023162232.1|DHYD, LOC111593608|XP_030078801.1|DHYD	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC111604906|XP_023178914.2|DHYD	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC111603362|XP_023176676.2|DHYD	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC111598234|XP_023169163.2|DHYD	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC111602668|XP_023175621.2|DHYD	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC111596599|XP_030080723.1|DHYD	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC111601320|XP_023173618.2|DHYD, LOC115483700|XP_030081628.1|DHYD	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC111596260|XP_023166164.2|DHYD	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC111598680|XP_023169809.1|DHYD	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC111593560|XP_030081358.1|DHYD	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC115483452|XP_030081321.1|DHYD, LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC111592966|XP_023161226.1|DHYD	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC111605434|XP_023179718.1|DHYD	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC111603275|XP_023176559.1|DHYD	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC111605391|XP_023179655.2|DHYD	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC111602498|XP_023175337.2|DHYD	LOC118510465|XP_035908214.1|ASTE
OG0001732	LOC111602219|XP_023174965.1|DHYD	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC111597733|XP_023168346.1|DHYD	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC111601564|XP_023173978.2|DHYD	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC111604074|XP_023177728.1|DHYD	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC111593789|XP_023162575.2|DHYD	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC111605171|XP_023179327.2|DHYD	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC111601629|XP_023174068.1|DHYD	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC111603835|XP_023177368.2|DHYD	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001741	LOC111594473|XP_023163542.1|DHYD	LOC118511400|XP_035910328.1|ASTE
OG0001742	LOC111600646|XP_023172631.1|DHYD	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC111596967|XP_023167209.2|DHYD	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC111604336|XP_023178199.2|DHYD	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC111599795|XP_023171339.2|DHYD	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC111605346|XP_023179588.2|DHYD	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC111592732|XP_023160892.2|DHYD	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC111604096|XP_023177761.1|DHYD	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC111604111|XP_023177786.2|DHYD	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC111594875|XP_023164126.2|DHYD	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC111594853|XP_023164098.2|DHYD	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC111601566|XP_023173980.2|DHYD	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC111593546|XP_023162167.1|DHYD	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC111601591|XP_030081156.1|DHYD	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC111594019|XP_023162889.1|DHYD, LOC111595628|XP_023165206.1|DHYD	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC111602252|XP_023175011.1|DHYD	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC111595052|XP_023164348.1|DHYD	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC111600579|XP_023172534.1|DHYD	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC111602108|XP_023174818.2|DHYD	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC111604148|XP_023177840.2|DHYD	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC111602244|XP_023175002.1|DHYD	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC111605023|XP_023179122.2|DHYD, LOC111605029|XP_023179127.2|DHYD	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC111603464|XP_023176821.1|DHYD	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC111604618|XP_030081093.1|DHYD	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC111603920|XP_023177513.2|DHYD	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC111599494|XP_023170929.2|DHYD	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC111599092|XP_023170400.1|DHYD	LOC118513979|XP_035916298.1|ASTE
