Orthogroup	DHYD.longest_only	DMAU.longest_only
OG0002393	LOC111597775|XP_030079468.1|DHYD	LOC117139630|XP_033157979.1|DMAU
OG0002394	LOC111603008|XP_023176184.1|DHYD	LOC117142308|XP_033162091.1|DMAU
OG0002395	LOC111600267|XP_023172083.2|DHYD	LOC117144465|XP_033165518.1|DMAU
OG0002396	LOC111600890|XP_023172995.2|DHYD	LOC117138417|XP_033156405.1|DMAU
OG0002397	LOC111600123|XP_023171856.1|DHYD	LOC117137696|XP_033155156.1|DMAU
OG0002398	LOC111603215|XP_030079312.1|DHYD	LOC117146953|XP_033169505.1|DMAU
OG0002399	LOC111604369|XP_030081985.1|DHYD	LOC117137773|XP_033155286.1|DMAU
OG0002400	LOC111600567|XP_023172519.2|DHYD	LOC117136047|XP_033152581.1|DMAU
OG0002401	LOC111595880|XP_023165574.2|DHYD	LOC117146322|XP_033168276.1|DMAU
OG0002402	LOC111604631|XP_023178530.2|DHYD	LOC117144737|XP_033165976.1|DMAU
OG0002403	LOC111604650|XP_023178575.2|DHYD	LOC117145260|XP_033166734.1|DMAU
OG0002404	LOC111598325|XP_023169290.2|DHYD	LOC117145996|XP_033167801.1|DMAU
OG0002405	LOC111598640|XP_023169755.1|DHYD	LOC117144879|XP_033166181.1|DMAU
OG0002406	LOC111604721|XP_030079639.1|DHYD	LOC117140489|XP_033159339.1|DMAU
OG0002407	LOC111594430|XP_023163487.2|DHYD	LOC117142537|XP_033162474.1|DMAU
OG0002408	LOC111603553|XP_030080599.1|DHYD	LOC117143065|XP_033163413.1|DMAU
OG0002409	LOC111603315|XP_023176604.2|DHYD	LOC117139550|XP_033157832.1|DMAU
OG0002410	LOC111604994|XP_023179080.2|DHYD	LOC117144167|XP_033165093.1|DMAU
OG0002411	LOC111604919|XP_023178935.1|DHYD	LOC117143397|XP_033163977.1|DMAU
OG0002412	LOC111600801|XP_030081575.1|DHYD	LOC117141953|XP_033161600.1|DMAU
OG0002413	LOC111602039|XP_023174713.1|DHYD	LOC117146537|XP_033168703.1|DMAU
OG0002414	LOC111595390|XP_023164860.1|DHYD	LOC117141932|XP_033161561.1|DMAU
OG0002415	LOC111604574|XP_023178444.2|DHYD	LOC117143530|XP_033164152.1|DMAU
OG0002416	LOC111593712|XP_023162445.1|DHYD	LOC117146247|XP_033168072.1|DMAU
OG0002417	LOC111596000|XP_023165769.1|DHYD	LOC117135176|XP_033151132.1|DMAU
OG0002418	LOC111598520|XP_023169570.2|DHYD	LOC117139388|XP_033157541.1|DMAU
OG0002419	LOC111596815|XP_023166951.2|DHYD	LOC117147567|XP_033170401.1|DMAU
OG0002420	LOC111595301|XP_023164724.1|DHYD	LOC117141967|XP_033161655.1|DMAU
OG0002421	LOC111593366|XP_023161846.2|DHYD	LOC117145765|XP_033167422.1|DMAU
OG0002422	LOC111597159|XP_023167483.2|DHYD	LOC117143695|XP_033164381.1|DMAU
OG0002423	LOC111604467|XP_023178317.2|DHYD	LOC117141946|XP_033161594.1|DMAU
OG0002424	LOC111597707|XP_023168316.1|DHYD	LOC117146288|XP_033168185.1|DMAU
OG0002425	LOC111601954|XP_023174586.2|DHYD	LOC117146905|XP_033169406.1|DMAU
OG0002426	LOC111597471|XP_023167988.2|DHYD	LOC117140523|XP_033159393.1|DMAU
OG0002427	LOC111595885|XP_023165581.1|DHYD	LOC117146304|XP_033168234.1|DMAU
OG0002428	LOC111593497|XP_023162032.2|DHYD	LOC117148820|XP_033172358.1|DMAU
OG0002429	LOC111604750|XP_023178698.1|DHYD	LOC117139709|XP_033158116.1|DMAU
OG0002430	LOC111597043|XP_023167325.2|DHYD	LOC117138383|XP_033156343.1|DMAU
OG0002431	LOC111600050|XP_023171742.1|DHYD	LOC117138527|XP_033156556.1|DMAU
OG0002432	LOC111600164|XP_023171965.1|DHYD	LOC117148848|XP_033172398.1|DMAU
OG0002433	LOC111603484|XP_023176848.1|DHYD	LOC117146109|XP_033167985.1|DMAU
OG0002434	LOC111598562|XP_023169628.1|DHYD	LOC117143056|XP_033163395.1|DMAU
OG0002435	LOC111602052|XP_023174731.2|DHYD	LOC117146372|XP_033168419.1|DMAU
OG0002436	LOC111592228|XP_023160078.1|DHYD	LOC117135825|XP_033152224.1|DMAU
OG0002437	LOC111595466|XP_023164997.2|DHYD	LOC117136420|XP_033153222.1|DMAU
OG0002438	LOC111596840|XP_030079892.1|DHYD	LOC117146990|XP_033169552.1|DMAU
OG0002439	LOC111596336|XP_023166279.2|DHYD	LOC117135150|XP_033151099.1|DMAU
OG0002440	LOC111603334|XP_030080927.1|DHYD	LOC117140022|XP_033158643.1|DMAU
OG0002441	LOC111592154|XP_023159970.2|DHYD	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU
OG0002442	LOC111604371|XP_023178210.2|DHYD	LOC117137180|XP_033154393.1|DMAU
OG0002443	LOC111596994|XP_023167258.2|DHYD	LOC117135552|XP_033151742.1|DMAU
OG0002444	LOC111596986|XP_023167238.2|DHYD	LOC117135452|XP_033151527.1|DMAU
OG0002445	LOC111595530|XP_023165080.1|DHYD	LOC117135496|XP_033151609.1|DMAU
OG0002446	LOC111601202|XP_023173460.1|DHYD	LOC117137944|XP_033155597.1|DMAU
OG0002447	LOC111597227|XP_023167584.2|DHYD	LOC117139419|XP_033157589.1|DMAU
OG0002448	LOC111597948|XP_023168678.1|DHYD	LOC117136219|XP_033152885.1|DMAU
OG0002449	LOC111593612|XP_023162250.1|DHYD	LOC117137906|XP_033155542.1|DMAU
OG0002450	LOC111597186|XP_023167524.1|DHYD	LOC117144611|XP_033165794.1|DMAU
OG0002451	LOC111598040|XP_023168845.1|DHYD	LOC117137394|XP_033154705.1|DMAU
OG0002452	LOC111595249|XP_023164662.2|DHYD, LOC115483432|XP_030081259.1|DHYD	LOC117135980|XP_033152485.1|DMAU
OG0002453	LOC111595255|XP_023164669.2|DHYD	LOC117135969|XP_033152466.1|DMAU
OG0002454	LOC111598690|XP_023169823.2|DHYD	LOC117139638|XP_033157989.1|DMAU
OG0002455	LOC111598686|XP_023169818.2|DHYD	LOC117139637|XP_033157988.1|DMAU
OG0002456	LOC111599729|XP_023171243.2|DHYD	LOC117136876|XP_033153870.1|DMAU
OG0002457	LOC111604118|XP_023177793.2|DHYD	LOC117136650|XP_033153536.1|DMAU
OG0002458	LOC111602221|XP_023174968.1|DHYD	LOC117150446|XP_033173223.1|DMAU
OG0002459	LOC111599691|XP_023171166.2|DHYD	LOC117135942|XP_033152413.1|DMAU
OG0002460	LOC111599711|XP_023171211.2|DHYD	LOC117137521|XP_033154896.1|DMAU
OG0002461	LOC111599755|XP_023171277.1|DHYD	LOC117138571|XP_033156634.1|DMAU
OG0002462	LOC111597922|XP_030081203.1|DHYD	LOC117136162|XP_033152775.1|DMAU
OG0002463	LOC111600051|XP_023171743.1|DHYD	LOC117136232|XP_033152905.1|DMAU
OG0002464	LOC111604373|XP_023178212.1|DHYD	LOC117137182|XP_033154395.1|DMAU
OG0002465	LOC111604365|XP_023178203.1|DHYD	LOC117137215|XP_033154462.1|DMAU
OG0002466	LOC111593707|XP_023162433.2|DHYD	LOC117146344|XP_033168372.1|DMAU
OG0002467	LOC111593084|XP_023161446.1|DHYD	LOC117141462|XP_033160810.1|DMAU
OG0002468	LOC111604515|XP_023178380.2|DHYD	LOC117140006|XP_033158611.1|DMAU
OG0002469	LOC111602649|XP_023175585.2|DHYD	LOC117144065|XP_033164965.1|DMAU
OG0002470	LOC111599305|XP_023170683.1|DHYD, LOC111597936|XP_023168658.1|DHYD	LOC117138201|XP_033156022.1|DMAU
OG0002471	LOC111592655|XP_023160778.1|DHYD	LOC117137386|XP_033154691.1|DMAU
OG0002472	LOC111598015|XP_023168783.1|DHYD	LOC117137522|XP_033154897.1|DMAU
OG0002473	LOC111592197|XP_023160033.1|DHYD	LOC117137044|XP_033154144.1|DMAU
OG0002474	LOC111597217|XP_023167560.2|DHYD	LOC117141904|XP_033161501.1|DMAU
OG0002475	LOC111603239|XP_023176513.1|DHYD	LOC117142295|XP_033162073.1|DMAU
OG0002476	LOC111600554|XP_023172471.1|DHYD	LOC117136008|XP_033152515.1|DMAU
OG0002477	LOC111594683|XP_023163874.1|DHYD	LOC117138100|XP_033155848.1|DMAU
OG0002478	LOC111598024|XP_023168804.2|DHYD	LOC117136687|XP_033153591.1|DMAU
OG0002479	LOC111597982|XP_023168726.2|DHYD	LOC117136375|XP_033153156.1|DMAU
OG0002480	LOC111600089|XP_023171797.1|DHYD	LOC117138285|XP_033156147.1|DMAU
OG0002481	LOC111593406|XP_023161894.1|DHYD	LOC117146626|XP_033168850.1|DMAU
OG0002482	LOC111595485|XP_023165023.2|DHYD	LOC117137010|XP_033154090.1|DMAU
OG0002483	LOC111600012|XP_023171685.2|DHYD	LOC117137162|XP_033154364.1|DMAU
OG0002484	LOC111600564|XP_023172516.2|DHYD	LOC117137474|XP_033154839.1|DMAU
OG0002485	LOC111598001|XP_023168759.2|DHYD	LOC117135898|XP_033152335.1|DMAU
OG0002486	LOC111592334|XP_023160228.1|DHYD	LOC117140703|XP_033159659.1|DMAU
OG0002487	LOC111592097|XP_023159891.2|DHYD	LOC117136694|XP_033153605.1|DMAU
OG0002488	LOC111597107|XP_023167418.1|DHYD	LOC117135675|XP_033151963.1|DMAU
OG0002489	LOC111604512|XP_023178376.1|DHYD	LOC117140763|XP_033159735.1|DMAU
OG0002490	LOC111594694|XP_023163885.1|DHYD	LOC117136682|XP_033153583.1|DMAU
OG0002491	LOC111600975|XP_030082021.1|DHYD, LOC111600992|XP_030081640.1|DHYD	LOC117139150|XP_033157199.1|DMAU
OG0002492	LOC111595509|XP_023165051.1|DHYD	LOC117135667|XP_033151950.1|DMAU
OG0002493	LOC111598007|XP_023168770.1|DHYD	LOC117138544|XP_033156593.1|DMAU
OG0002494	LOC111603470|XP_023176828.2|DHYD	LOC117144785|XP_033166044.1|DMAU
OG0002495	LOC111602548|XP_023175467.2|DHYD	LOC117137702|XP_033155162.1|DMAU
OG0002496	LOC111595169|XP_023164518.1|DHYD	LOC117144039|XP_033164898.1|DMAU
OG0002497	LOC111604662|XP_023178590.2|DHYD	LOC117141109|XP_033160322.1|DMAU
OG0002498	LOC111601670|XP_023174128.2|DHYD	LOC117141619|XP_033161030.1|DMAU
OG0002499	LOC111598720|XP_030081471.1|DHYD	LOC117139918|XP_033158491.1|DMAU
OG0002500	LOC111603302|XP_023176596.2|DHYD	LOC117146655|XP_033168881.1|DMAU, LOC117145530|XP_033167115.1|DMAU
OG0002501	LOC111604938|XP_023178976.1|DHYD, LOC115482811|XP_030078835.1|DHYD, LOC111604939|XP_023178977.1|DHYD	LOC117150732|XP_033173655.1|DMAU
OG0002502	LOC111605399|XP_023179667.2|DHYD	LOC117137717|XP_033155181.1|DMAU, LOC117137719|XP_033155182.1|DMAU
OG0002504	LOC111597342|XP_023167755.2|DHYD	LOC117139974|XP_033158566.1|DMAU, LOC117139973|XP_033158564.1|DMAU
OG0002505	LOC111604146|XP_023177837.1|DHYD	LOC117137203|XP_033154447.1|DMAU, LOC117137204|XP_033154449.1|DMAU
OG0002508	LOC111603119|XP_023176359.2|DHYD	LOC117148800|XP_033172304.1|DMAU
OG0002509	LOC111604176|XP_023177889.2|DHYD	LOC117137082|XP_033154201.1|DMAU
OG0002510	LOC111598420|XP_023169428.2|DHYD	LOC117147785|XP_033170719.1|DMAU
OG0002511	LOC111605550|XP_023179879.1|DHYD	LOC117142906|XP_033163079.1|DMAU
OG0002512	LOC111593720|XP_023162459.2|DHYD	LOC117146258|XP_033168103.1|DMAU
OG0002513	LOC111602721|XP_023175734.1|DHYD	LOC117143813|XP_033164550.1|DMAU
OG0002514	LOC111598795|XP_023169979.1|DHYD	LOC117140149|XP_033158809.1|DMAU
OG0002516	LOC111596680|XP_023166752.1|DHYD	LOC117145119|XP_033166530.1|DMAU
OG0002517	LOC111596964|XP_023167193.2|DHYD	LOC117148730|XP_033172178.1|DMAU
OG0002518	LOC111605435|XP_023179719.2|DHYD	LOC117145681|XP_033167314.1|DMAU
OG0002519	LOC111600145|XP_023171890.2|DHYD	LOC117138618|XP_033156718.1|DMAU
OG0002520	LOC111598113|XP_023168934.2|DHYD	LOC117148192|XP_033171353.1|DMAU
OG0002521	LOC111603173|XP_023176421.2|DHYD	LOC117148320|XP_033171543.1|DMAU
OG0002522	LOC111592927|XP_023161152.2|DHYD	LOC117143356|XP_033163920.1|DMAU
OG0002523	LOC111598503|XP_023169537.2|DHYD	LOC117142923|XP_033163111.1|DMAU
OG0002524	LOC111598131|XP_023168960.2|DHYD	LOC117146915|XP_033169431.1|DMAU
OG0002525	LOC111601653|XP_023174102.1|DHYD	LOC117140716|XP_033159673.1|DMAU
OG0002526	LOC111602666|XP_023175618.1|DHYD	LOC117143274|XP_033163744.1|DMAU
OG0002528	LOC111598874|XP_023170092.2|DHYD	LOC117147925|XP_033170938.1|DMAU
OG0002529	LOC111602511|XP_023175363.1|DHYD	LOC117143292|XP_033163778.1|DMAU
OG0002530	LOC111600283|XP_023172105.1|DHYD	LOC117147264|XP_033169983.1|DMAU
OG0002531	LOC111596346|XP_023166305.1|DHYD	LOC117135154|XP_033151105.1|DMAU
OG0002532	LOC111598528|XP_023169581.1|DHYD	LOC117141097|XP_033160304.1|DMAU
OG0002533	LOC111603383|XP_023176709.1|DHYD	LOC117146493|XP_033168628.1|DMAU
OG0002534	LOC111600536|XP_023172442.2|DHYD	LOC117138362|XP_033156320.1|DMAU
OG0002535	LOC111592270|XP_023160137.2|DHYD	LOC117139978|XP_033158572.1|DMAU
OG0002536	LOC111599424|XP_023170843.1|DHYD	LOC117144812|XP_033166079.1|DMAU
OG0002537	LOC111600043|XP_023171736.1|DHYD	LOC117136230|XP_033152901.1|DMAU
OG0002539	LOC111593834|XP_023162640.2|DHYD	LOC117138058|XP_033155771.1|DMAU
OG0002540	LOC111594972|XP_023164240.1|DHYD	LOC117143276|XP_033163746.1|DMAU
OG0002541	LOC111596554|XP_023166596.2|DHYD	LOC117147259|XP_033169971.1|DMAU
OG0002542	LOC111591976|XP_023159694.1|DHYD	LOC117147399|XP_033170161.1|DMAU
OG0002543	LOC111602858|XP_023175982.1|DHYD	LOC117148128|XP_033171244.1|DMAU
OG0002544	LOC111598356|XP_023169335.2|DHYD	LOC117143836|XP_033164578.1|DMAU
OG0002545	LOC111602940|XP_023176109.1|DHYD	LOC117146517|XP_033168675.1|DMAU
OG0002547	LOC111592350|XP_023160272.2|DHYD	LOC117148546|XP_033171871.1|DMAU
OG0002548	LOC111592361|XP_023160287.2|DHYD	LOC117147594|XP_033170434.1|DMAU
OG0002549	LOC111604732|XP_030079527.1|DHYD	LOC117146650|XP_033168874.1|DMAU
OG0002550	LOC111596756|XP_030079884.1|DHYD	LOC117146752|XP_033169123.1|DMAU
OG0002551	LOC111601513|XP_030078781.1|DHYD	LOC117145784|XP_033167454.1|DMAU
OG0002552	LOC111594718|XP_023163914.2|DHYD	LOC117135706|XP_033152019.1|DMAU
OG0002553	LOC111603381|XP_023176705.2|DHYD	LOC117146492|XP_033168621.1|DMAU
OG0002554	LOC111603171|XP_023176419.1|DHYD	LOC117148646|XP_033172038.1|DMAU
OG0002555	LOC111605617|XP_030079839.1|DHYD	LOC117148950|XP_033172582.1|DMAU
OG0002556	LOC111596352|XP_023166312.1|DHYD	LOC117135158|XP_033151109.1|DMAU
OG0002557	LOC111596879|XP_023167096.1|DHYD	LOC117147485|XP_033170274.1|DMAU
OG0002558	LOC111602962|XP_023176113.1|DHYD	LOC117145076|XP_033166484.1|DMAU
OG0002559	LOC111594882|XP_023164136.1|DHYD	LOC117139092|XP_033157103.1|DMAU
OG0002560	LOC111599852|XP_023171429.2|DHYD	LOC117145238|XP_033166705.1|DMAU
OG0002561	LOC111601788|XP_023174324.1|DHYD	LOC117142391|XP_033162224.1|DMAU
OG0002562	LOC111605293|XP_023179512.1|DHYD	LOC117148202|XP_033171376.1|DMAU
OG0002563	LOC111598246|XP_030080089.1|DHYD	LOC117148496|XP_033171769.1|DMAU
OG0002564	LOC111592479|XP_023160463.1|DHYD	LOC117145641|XP_033167252.1|DMAU
OG0002565	LOC111599429|XP_030080774.1|DHYD	LOC117143906|XP_033164705.1|DMAU
OG0002566	LOC111605453|XP_030080068.1|DHYD, LOC115483339|XP_030080679.1|DHYD	LOC117143443|XP_033164042.1|DMAU
OG0002567	LOC111598114|XP_023168935.2|DHYD	LOC117148193|XP_033171354.1|DMAU
OG0002568	LOC111604433|XP_023178307.1|DHYD	LOC117145113|XP_033166524.1|DMAU
OG0002569	LOC111605638|XP_023180067.2|DHYD	LOC117140318|XP_033159057.1|DMAU
OG0002570	LOC111596735|XP_023166838.2|DHYD	LOC117143089|XP_033163457.1|DMAU
OG0002571	LOC111596713|XP_023166814.1|DHYD	LOC117143097|XP_033163467.1|DMAU
OG0002572	LOC111594605|XP_023163743.1|DHYD	LOC117137131|XP_033154321.1|DMAU
OG0002573	LOC111592936|XP_023161165.1|DHYD	LOC117143176|XP_033163581.1|DMAU
OG0002574	LOC111592926|XP_023161151.2|DHYD	LOC117143354|XP_033163918.1|DMAU
OG0002575	LOC111592046|XP_023159811.2|DHYD	LOC117143304|XP_033163802.1|DMAU
OG0002576	LOC111598120|XP_023168944.1|DHYD	LOC117148907|XP_033172508.1|DMAU, LOC117148908|XP_033172509.1|DMAU
OG0002577	LOC111594880|XP_023164133.1|DHYD	LOC117141446|XP_033160791.1|DMAU
OG0002578	LOC111599186|XP_023170539.2|DHYD	LOC117142691|XP_033162742.1|DMAU
OG0002579	LOC111595415|XP_023164905.1|DHYD	LOC117146520|XP_033168680.1|DMAU
OG0002580	LOC111605211|XP_023179401.1|DHYD	LOC117137559|XP_033154953.1|DMAU
OG0002581	LOC111603656|XP_030080672.1|DHYD	LOC117142211|XP_033161933.1|DMAU
OG0002582	LOC111598543|XP_023169601.2|DHYD	LOC117145775|XP_033167442.1|DMAU
OG0002583	LOC111601785|XP_023174314.2|DHYD	LOC117145928|XP_033167682.1|DMAU
OG0002584	LOC111604533|XP_023178398.1|DHYD	LOC117139783|XP_033158288.1|DMAU
OG0002585	LOC111604534|XP_023178402.1|DHYD	LOC117139785|XP_033158290.1|DMAU
OG0002586	LOC111602690|XP_023175688.1|DHYD	LOC117143300|XP_033163796.1|DMAU
OG0002587	LOC111605429|XP_023179706.1|DHYD	LOC117142868|XP_033163027.1|DMAU
OG0002588	LOC111602726|XP_023175739.1|DHYD	LOC117142480|XP_033162389.1|DMAU
OG0002589	LOC111601993|XP_023174650.1|DHYD	LOC117143057|XP_033163397.1|DMAU
OG0002590	LOC111595952|XP_023165693.1|DHYD	LOC117147015|XP_033169590.1|DMAU
OG0002591	LOC111601991|XP_023174648.2|DHYD	LOC117142669|XP_033162693.1|DMAU
OG0002592	LOC111593226|XP_030081693.1|DHYD	LOC117144121|XP_033165034.1|DMAU
OG0002593	LOC111593238|XP_030081659.1|DHYD	LOC117144704|XP_033165924.1|DMAU
OG0002594	LOC111599783|XP_023171326.1|DHYD	LOC117143338|XP_033163891.1|DMAU
OG0002595	LOC111595972|XP_030080645.1|DHYD	LOC117143102|XP_033163473.1|DMAU
OG0002596	LOC111605488|XP_023179798.2|DHYD	LOC117143494|XP_033164099.1|DMAU
OG0002597	LOC111595906|XP_023165617.2|DHYD	LOC117143019|XP_033163288.1|DMAU
OG0002598	LOC111603498|XP_023176872.1|DHYD	LOC117144462|XP_033165513.1|DMAU
OG0002599	LOC111598536|XP_023169592.2|DHYD	LOC117144927|XP_033166270.1|DMAU
OG0002600	LOC111600631|XP_023172602.2|DHYD	LOC117137375|XP_033154677.1|DMAU
OG0002601	LOC111602621|XP_030081690.1|DHYD	LOC117143425|XP_033164022.1|DMAU
OG0002602	LOC111596150|XP_030080634.1|DHYD	LOC117143623|XP_033164280.1|DMAU
OG0002603	LOC111594630|XP_023163789.2|DHYD	LOC117143554|XP_033164187.1|DMAU
OG0002604	LOC111594463|XP_023163531.1|DHYD	LOC117143555|XP_033164188.1|DMAU
OG0002605	LOC111595235|XP_023164644.1|DHYD	LOC117145288|XP_033166768.1|DMAU
OG0002606	LOC111594611|XP_023163761.2|DHYD	LOC117142745|XP_033162806.1|DMAU
OG0002607	LOC111594615|XP_023163769.1|DHYD	LOC117145794|XP_033167471.1|DMAU
OG0002608	LOC111604627|XP_023178523.2|DHYD	LOC117145974|XP_033167770.1|DMAU
OG0002609	LOC111603114|XP_023176357.2|DHYD	LOC117135768|XP_033152125.1|DMAU
OG0002610	LOC111602671|XP_023175632.1|DHYD	LOC117145699|XP_033167331.1|DMAU
OG0002611	LOC111595706|XP_023165319.1|DHYD	LOC117142438|XP_033162292.1|DMAU
OG0002612	LOC111595979|XP_023165732.1|DHYD, LOC111598482|XP_023169508.1|DHYD	LOC117144722|XP_033165953.1|DMAU
OG0002613	LOC111596494|XP_030080821.1|DHYD	LOC117142346|XP_033162153.1|DMAU
OG0002614	LOC111601398|XP_030078695.1|DHYD	LOC117145960|XP_033167747.1|DMAU
OG0002615	LOC111600233|XP_030081596.1|DHYD, LOC111600823|XP_023172894.1|DHYD	LOC117139161|XP_033157210.1|DMAU
OG0002616	LOC111593246|XP_023161668.2|DHYD	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU
OG0002617	LOC111598515|XP_023169557.1|DHYD	LOC117143492|XP_033164096.1|DMAU
OG0002618	LOC111605481|XP_023179784.1|DHYD	LOC117143042|XP_033163376.1|DMAU
OG0002619	LOC111594610|XP_023163753.1|DHYD	LOC117145057|XP_033166458.1|DMAU
OG0002620	LOC111593676|XP_023162331.1|DHYD	LOC117142282|XP_033162056.1|DMAU
OG0002621	LOC111597753|XP_023168376.1|DHYD	LOC117144431|XP_033165468.1|DMAU
OG0002622	LOC111600465|XP_023172339.1|DHYD	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC111594803|XP_023164033.2|DHYD	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC111594808|XP_023164038.1|DHYD	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC111594978|XP_030079665.1|DHYD	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC111598159|XP_023169015.2|DHYD	LOC117146415|XP_033168506.1|DMAU
OG0002627	LOC111599724|XP_023171240.2|DHYD	LOC117143254|XP_033163705.1|DMAU
OG0002628	LOC111598723|XP_023169886.2|DHYD	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC115482740|XP_030078826.1|DHYD	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC111603433|XP_030081734.1|DHYD	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC111594526|XP_023163626.2|DHYD	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC111593256|XP_023161688.1|DHYD	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC111592944|XP_023161178.1|DHYD	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC111602614|XP_023175543.2|DHYD	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC111601980|XP_023174630.2|DHYD	LOC117142585|XP_033162546.1|DMAU
OG0002636	LOC111595672|XP_023165269.2|DHYD	LOC117144064|XP_033164964.1|DMAU
OG0002637	LOC111602497|XP_023175336.2|DHYD	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC111596423|XP_023166403.2|DHYD	LOC117142543|XP_033162482.1|DMAU
OG0002639	LOC111592035|XP_023159796.2|DHYD	LOC117142795|XP_033162885.1|DMAU
OG0002640	LOC111594459|XP_023163524.2|DHYD	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC111594521|XP_023163619.1|DHYD	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC111594520|XP_023163618.2|DHYD	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC111594519|XP_023163615.1|DHYD	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC111594602|XP_023163734.2|DHYD	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC111594597|XP_023163730.1|DHYD	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC111593350|XP_023161831.1|DHYD	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC111605465|XP_023179752.1|DHYD	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC111605491|XP_023179804.1|DHYD	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC111598224|XP_023169151.1|DHYD	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC111605463|XP_023179750.2|DHYD	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC111602992|XP_023176157.2|DHYD	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC111603476|XP_023176832.2|DHYD	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC111596328|XP_023166265.2|DHYD	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC111595990|XP_030078786.1|DHYD	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC111595975|XP_023165721.2|DHYD	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC111605522|XP_023179851.1|DHYD	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC111602020|XP_023174687.2|DHYD	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC111597834|XP_023168498.1|DHYD	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC111596158|XP_023166017.2|DHYD	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC111601491|XP_023173847.2|DHYD	LOC117145492|XP_033167060.1|DMAU
OG0002662	LOC111593794|XP_023162581.2|DHYD	LOC117138060|XP_033155773.1|DMAU
OG0002663	LOC111596252|XP_023166153.1|DHYD	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC111596001|XP_023165771.2|DHYD	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC111600686|XP_023172708.1|DHYD	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC111592858|XP_030079491.1|DHYD	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC111603895|XP_023177481.2|DHYD	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC111603059|XP_023176286.1|DHYD	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC111601672|XP_023174133.1|DHYD	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC111604097|XP_023177762.2|DHYD	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC111600081|XP_023171789.2|DHYD	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC111597706|XP_023168311.1|DHYD	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC111592854|XP_023161060.2|DHYD	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC111593800|XP_023162591.2|DHYD	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC111593860|XP_023162675.2|DHYD	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC111605224|XP_023179420.1|DHYD	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC111600131|XP_023171866.2|DHYD	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC111593481|XP_023162011.2|DHYD	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC111597093|XP_023167400.1|DHYD	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC111599428|XP_023170851.1|DHYD	LOC117139003|XP_033156987.1|DMAU
