Orthogroup	DALB.longest_only	BTRY.longest_only
OG0005569	LOC117564960|XP_034099806.1|DALB	LOC120768903|XP_039951594.1|BTRY
OG0005570	LOC117563224|XP_034097311.1|DALB	LOC120769243|XP_039952077.1|BTRY
OG0005571	LOC117567710|XP_034103758.1|DALB	LOC120772091|XP_039956429.1|BTRY
OG0005572	LOC117569793|XP_034106991.1|DALB	LOC120771581|XP_039955586.1|BTRY
OG0005573	LOC117576794|XP_034117744.1|DALB	LOC120766579|XP_039948110.1|BTRY
OG0005574	LOC117570284|XP_034107695.1|DALB	LOC120771275|XP_039955134.1|BTRY
OG0005575	LOC117574671|XP_034114467.1|DALB	LOC120766344|XP_039947704.1|BTRY
OG0005576	LOC117571787|XP_034110037.1|DALB	LOC120771611|XP_039955629.1|BTRY
OG0005577	LOC117569943|XP_034107195.1|DALB	LOC120776856|XP_039963835.1|BTRY
OG0005578	LOC117568517|XP_034105109.1|DALB	LOC120777359|XP_039964561.1|BTRY
OG0005579	LOC117568518|XP_034105111.1|DALB	LOC120777361|XP_039964564.1|BTRY
OG0005580	LOC117571840|XP_034110119.1|DALB	LOC120777069|XP_039964129.1|BTRY
OG0005581	LOC117577879|XP_034118731.1|DALB	LOC120773499|XP_039958375.1|BTRY
OG0005582	LOC117567618|XP_034103600.1|DALB	LOC120778351|XP_039966073.1|BTRY
OG0005583	LOC117570993|XP_034108833.1|DALB	LOC120778009|XP_039965608.1|BTRY
OG0005585	LOC117576256|XP_034116786.1|DALB	LOC120766168|XP_039947451.1|BTRY
OG0005586	LOC117574058|XP_034113565.1|DALB	LOC120775045|XP_039960958.1|BTRY
OG0005587	LOC117570885|XP_034108674.1|DALB	LOC120772160|XP_039956531.1|BTRY
OG0005588	LOC117566804|XP_034102242.1|DALB	LOC120778749|XP_039966657.1|BTRY
OG0005589	LOC117576386|XP_034116989.1|DALB	LOC120781666|XP_039969825.1|BTRY
OG0005590	LOC117572194|XP_034110741.1|DALB	LOC120770025|XP_039953059.1|BTRY
OG0005591	LOC117578132|XP_034119229.1|DALB	LOC120774599|XP_039960263.1|BTRY
OG0005592	LOC117575345|XP_034115401.1|DALB	LOC120766985|XP_039948723.1|BTRY
OG0005593	LOC117568287|XP_034104695.1|DALB	LOC120778056|XP_039965670.1|BTRY
OG0005594	LOC117567095|XP_034102766.1|DALB	LOC120776833|XP_039963788.1|BTRY
OG0005595	LOC117567093|XP_034102764.1|DALB	LOC120776831|XP_039963786.1|BTRY
OG0005596	LOC117566383|XP_034101777.1|DALB	LOC120778860|XP_039966827.1|BTRY
OG0005597	LOC117574875|XP_034114794.1|DALB	LOC120779552|XP_039967828.1|BTRY
OG0005598	LOC117574063|XP_034113577.1|DALB	LOC120767353|XP_039949253.1|BTRY
OG0005599	LOC117569792|XP_034106984.1|DALB	LOC120773074|XP_039957953.1|BTRY
OG0005600	LOC117576408|XP_034117027.1|DALB	LOC120766873|XP_039948538.1|BTRY
OG0005601	LOC117578322|XP_034119669.1|DALB	LOC120774145|XP_039959477.1|BTRY
OG0005602	LOC117575765|XP_034116021.1|DALB	LOC120771916|XP_039956141.1|BTRY
OG0005603	LOC117572454|XP_034111177.1|DALB	LOC120772391|XP_039956915.1|BTRY
OG0005604	LOC117567098|XP_034102768.1|DALB	LOC120770189|XP_039953353.1|BTRY
OG0005605	LOC117566994|XP_034102559.1|DALB	LOC120770372|XP_039953723.1|BTRY
OG0005606	LOC117563832|XP_034098251.1|DALB	LOC120767445|XP_039949441.1|BTRY
OG0005607	LOC117575780|XP_034116040.1|DALB	LOC120782486|XP_039970720.1|BTRY
OG0005608	LOC117575046|XP_034115020.1|DALB	LOC120782485|XP_039970717.1|BTRY
OG0005609	LOC117567725|XP_034103778.1|DALB	LOC120778870|XP_039966847.1|BTRY
OG0005610	LOC117566973|XP_034102525.1|DALB	LOC120776651|XP_039963427.1|BTRY
OG0005611	LOC117569421|XP_034106466.1|DALB	LOC120777061|XP_039964109.1|BTRY
OG0005612	LOC117575033|XP_034115003.1|DALB	LOC120769095|XP_039951892.1|BTRY
OG0005613	LOC117574918|XP_034114859.1|DALB	LOC120766350|XP_039947712.1|BTRY
OG0005614	LOC117574129|XP_034113677.1|DALB	LOC120771293|XP_039955163.1|BTRY
OG0005616	LOC117573541|XP_034112711.1|DALB	LOC120766663|XP_039948231.1|BTRY
OG0005617	LOC117573995|XP_034113434.1|DALB	LOC120779370|XP_039967500.1|BTRY
OG0005618	LOC117567554|XP_034103504.1|DALB	LOC120772329|XP_039956806.1|BTRY
OG0005619	LOC117574718|XP_034114532.1|DALB	LOC120782793|XP_039971201.1|BTRY
OG0005620	LOC117578058|XP_034119083.1|DALB	LOC120775237|XP_039961250.1|BTRY
OG0005621	LOC117564836|XP_034099655.1|DALB	LOC120774496|XP_039960101.1|BTRY
OG0005622	LOC117577998|XP_034118988.1|DALB	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY
OG0005623	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB	LOC120774747|XP_039960438.1|BTRY
OG0005624	LOC117576877|XP_034117874.1|DALB	LOC120777353|XP_039964546.1|BTRY
OG0005625	LOC117573429|XP_034112532.1|DALB	LOC120776560|XP_039963255.1|BTRY
OG0005626	LOC117578074|XP_034119110.1|DALB	LOC120780247|XP_039968441.1|BTRY
OG0005627	LOC117576490|XP_034117155.1|DALB	LOC120769829|XP_039952965.1|BTRY
OG0005628	LOC117576265|XP_034116799.1|DALB	LOC120769419|XP_039952336.1|BTRY
OG0005629	LOC117567260|XP_034103001.1|DALB	LOC120771074|XP_039954822.1|BTRY
OG0005630	LOC117571894|XP_034110250.1|DALB	LOC120771100|XP_039954875.1|BTRY
OG0005631	LOC117568732|XP_034105449.1|DALB	LOC120775133|XP_039961097.1|BTRY
OG0005632	LOC117577874|XP_034118723.1|DALB	LOC120774114|XP_039959410.1|BTRY
OG0005633	LOC117576682|XP_034117569.1|DALB	LOC120782461|XP_039970686.1|BTRY
OG0005634	LOC117576854|XP_034117838.1|DALB	LOC120769140|XP_039951950.1|BTRY
OG0005635	LOC117565242|XP_034100144.1|DALB	LOC120768515|XP_039951177.1|BTRY
OG0005636	LOC117573281|XP_034112261.1|DALB	LOC120770618|XP_039954157.1|BTRY
OG0005637	LOC117573989|XP_034113429.1|DALB	LOC120782613|XP_039970915.1|BTRY
OG0005638	LOC117569662|XP_034106799.1|DALB	LOC120771295|XP_039955161.1|BTRY
OG0005639	LOC117572682|XP_034111607.1|DALB	LOC120770213|XP_039953415.1|BTRY
OG0005640	LOC117576507|XP_034117197.1|DALB	LOC120766226|XP_039947536.1|BTRY
OG0005641	LOC117574628|XP_034114413.1|DALB	LOC120774783|XP_039960493.1|BTRY
OG0005642	LOC117574215|XP_034113813.1|DALB	LOC120775853|XP_039962160.1|BTRY
OG0005643	LOC117570201|XP_034107579.1|DALB	LOC120778756|XP_039966666.1|BTRY
OG0005644	LOC117567286|XP_034103047.1|DALB	LOC120777697|XP_039965105.1|BTRY
OG0005645	LOC117566859|XP_034102348.1|DALB	LOC120774006|XP_039959216.1|BTRY
OG0005646	LOC117569214|XP_034106184.1|DALB	LOC120773953|XP_039959114.1|BTRY
OG0005647	LOC117566887|XP_034102390.1|DALB	LOC120782136|XP_039970208.1|BTRY
OG0005648	LOC117567013|XP_034102590.1|DALB	LOC120778992|XP_039967027.1|BTRY
OG0005649	LOC117574110|XP_034113650.1|DALB	LOC120768825|XP_039951513.1|BTRY
OG0005650	LOC117575065|XP_034115045.1|DALB	LOC120766456|XP_039947913.1|BTRY
OG0005651	LOC117574043|XP_034113539.1|DALB	LOC120774228|XP_039959620.1|BTRY
OG0005652	LOC117576582|XP_034117353.1|DALB	LOC120766201|XP_039947495.1|BTRY
OG0005653	LOC117563542|XP_034097812.1|DALB	LOC120769482|XP_039952439.1|BTRY
OG0005654	LOC117576330|XP_034116893.1|DALB	LOC120766667|XP_039948234.1|BTRY
OG0005655	LOC117573557|XP_034112734.1|DALB	LOC120780172|XP_039968385.1|BTRY
OG0005656	LOC117573538|XP_034112705.1|DALB	LOC120782420|XP_039970605.1|BTRY
OG0005657	LOC117576440|XP_034117088.1|DALB	LOC120782268|XP_039970385.1|BTRY
OG0005658	LOC117573981|XP_034113419.1|DALB	LOC120779394|XP_039967526.1|BTRY
OG0005659	LOC117575648|XP_034115822.1|DALB	LOC120775111|XP_039961065.1|BTRY
OG0005660	LOC117570966|XP_034108800.1|DALB	LOC120777081|XP_039964143.1|BTRY
OG0005661	LOC117576919|XP_034117951.1|DALB	LOC120779092|XP_039967191.1|BTRY
OG0005662	LOC117574099|XP_034113630.1|DALB	LOC120779081|XP_039967166.1|BTRY
OG0005663	LOC117577000|XP_034118072.1|DALB	LOC120775534|XP_039961689.1|BTRY
OG0005664	LOC117573330|XP_034112328.1|DALB	LOC120782175|XP_039970246.1|BTRY
OG0005665	LOC117573735|XP_034113002.1|DALB	LOC120768989|XP_039951760.1|BTRY
OG0005666	LOC117574120|XP_034113788.1|DALB	LOC120774857|XP_039960613.1|BTRY
OG0005667	LOC117567406|XP_034103260.1|DALB	LOC120775983|XP_039962342.1|BTRY
OG0005668	LOC117572564|XP_034111333.1|DALB	LOC120777487|XP_039964760.1|BTRY
OG0005669	LOC117564605|XP_034099351.1|DALB	LOC120768996|XP_039951765.1|BTRY
OG0005670	LOC117576795|XP_034117746.1|DALB	LOC120770992|XP_039954676.1|BTRY
OG0005671	LOC117576620|XP_034117428.1|DALB	LOC120782226|XP_039970323.1|BTRY
OG0005672	LOC117566251|XP_034101695.1|DALB	LOC120781542|XP_039969710.1|BTRY
OG0005673	LOC117571713|XP_034109903.1|DALB	LOC120778260|XP_039965971.1|BTRY
OG0005674	LOC117568007|XP_034104221.1|DALB	LOC120766679|XP_039948254.1|BTRY
OG0005675	LOC117575004|XP_034114971.1|DALB	LOC120766960|XP_039948684.1|BTRY
OG0005676	LOC117569534|XP_034106627.1|DALB	LOC120778050|XP_039965660.1|BTRY
OG0005677	LOC117566915|XP_034102426.1|DALB	LOC120771791|XP_039955922.1|BTRY
OG0005678	LOC117573456|XP_034112569.1|DALB	LOC120780731|XP_039968927.1|BTRY
OG0005679	LOC117576875|XP_034117870.1|DALB	LOC120766244|XP_039947563.1|BTRY
OG0005680	LOC117564004|XP_034098485.1|DALB	LOC120767963|XP_039950290.1|BTRY
OG0005681	LOC117575375|XP_034115438.1|DALB	LOC120779623|XP_039967905.1|BTRY
OG0005682	LOC117575372|XP_034115433.1|DALB	LOC120782400|XP_039970579.1|BTRY
OG0005683	LOC117565236|XP_034100140.1|DALB	LOC120774194|XP_039959559.1|BTRY
OG0005684	LOC117566972|XP_034102524.1|DALB	LOC120777760|XP_039965197.1|BTRY
OG0005685	LOC117578284|XP_034119616.1|DALB	LOC120774208|XP_039959589.1|BTRY
OG0005686	LOC117573944|XP_034113363.1|DALB	LOC120769196|XP_039952028.1|BTRY
OG0005687	LOC117570647|XP_034108305.1|DALB	LOC120778206|XP_039965894.1|BTRY
OG0005688	LOC117569085|XP_034105991.1|DALB	LOC120771659|XP_039955708.1|BTRY
OG0005689	LOC117569981|XP_034107293.1|DALB	LOC120773454|XP_039958281.1|BTRY
OG0005690	LOC117576829|XP_034117794.1|DALB	LOC120777970|XP_039965537.1|BTRY
OG0005691	LOC117574566|XP_034114329.1|DALB	LOC120782254|XP_039970353.1|BTRY
OG0005692	LOC117566216|XP_034101651.1|DALB	LOC120775832|XP_039962131.1|BTRY
OG0005693	LOC117569091|XP_034105999.1|DALB	LOC120778175|XP_039965844.1|BTRY
OG0005694	LOC117576857|XP_034117842.1|DALB	LOC120773428|XP_039958246.1|BTRY
OG0005695	LOC117576688|XP_034117574.1|DALB	LOC120768845|XP_039951531.1|BTRY
OG0005696	LOC117576690|XP_034117577.1|DALB	LOC120782463|XP_039970689.1|BTRY
OG0005697	LOC117576678|XP_034117563.1|DALB	LOC120782460|XP_039970684.1|BTRY
OG0005698	LOC117567162|XP_034102866.1|DALB	LOC120772699|XP_039957376.1|BTRY
OG0005699	LOC117576985|XP_034118062.1|DALB	LOC120772516|XP_039957102.1|BTRY
OG0005700	LOC117578237|XP_034119574.1|DALB	LOC120774871|XP_039960644.1|BTRY
OG0005701	LOC117564056|XP_034098568.1|DALB	LOC120774882|XP_039960676.1|BTRY
OG0005702	LOC117574167|XP_034113750.1|DALB	LOC120770142|XP_039953265.1|BTRY
OG0005703	LOC117572683|XP_034111611.1|DALB	LOC120770848|XP_039954384.1|BTRY
OG0005704	LOC117568905|XP_034105703.1|DALB	LOC120774327|XP_039959811.1|BTRY
OG0005705	LOC117570369|XP_034107854.1|DALB	LOC120778233|XP_039965925.1|BTRY
OG0005706	LOC117576264|XP_034116797.1|DALB	LOC120774540|XP_039960205.1|BTRY
OG0005707	LOC117563701|XP_034098041.1|DALB	LOC120774809|XP_039960541.1|BTRY
OG0005708	LOC117567057|XP_034102679.1|DALB	LOC120773417|XP_039958222.1|BTRY
OG0005709	LOC117576824|XP_034117787.1|DALB	LOC120772940|XP_039957780.1|BTRY
OG0005710	LOC117574100|XP_034113631.1|DALB	LOC120766501|XP_039947990.1|BTRY
OG0005711	LOC117567818|XP_034103948.1|DALB	LOC120777380|XP_039964605.1|BTRY
OG0005712	LOC117563252|XP_034097358.1|DALB	LOC120768505|XP_039951164.1|BTRY
OG0005713	LOC117574370|XP_034114095.1|DALB	LOC120780238|XP_039968429.1|BTRY
OG0005714	LOC117574191|XP_034113780.1|DALB	LOC120772457|XP_039957018.1|BTRY
OG0005715	LOC117574068|XP_034113584.1|DALB	LOC120769126|XP_039951927.1|BTRY
OG0005716	LOC117574975|XP_034114930.1|DALB	LOC120769018|XP_039951797.1|BTRY
OG0005717	LOC117575880|XP_034116208.1|DALB	LOC120769149|XP_039951962.1|BTRY
OG0005718	LOC117573939|XP_034113357.1|DALB	LOC120769180|XP_039952004.1|BTRY
OG0005719	LOC117574155|XP_034113727.1|DALB	LOC120766643|XP_039948197.1|BTRY
OG0005720	LOC117574525|XP_034114278.1|DALB	LOC120773610|XP_039958544.1|BTRY
OG0005721	LOC117574720|XP_034114534.1|DALB	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY
OG0005722	LOC117575613|XP_034115777.1|DALB	LOC120776657|XP_039963460.1|BTRY
OG0005723	LOC117574534|XP_034114288.1|DALB	LOC120766613|XP_039948155.1|BTRY
OG0005724	LOC117572744|XP_034111712.1|DALB	LOC120771715|XP_039955802.1|BTRY
OG0005725	LOC117576613|XP_034117408.1|DALB	LOC120782577|XP_039970854.1|BTRY
OG0005726	LOC117577935|XP_034118831.1|DALB	LOC120775461|XP_039961579.1|BTRY
OG0005727	LOC117576254|XP_034116772.1|DALB	LOC120781520|XP_039969690.1|BTRY
OG0005728	LOC117575002|XP_034114968.1|DALB	LOC120782224|XP_039970322.1|BTRY
OG0005729	LOC117576465|XP_034117124.1|DALB	LOC120772612|XP_039957264.1|BTRY
OG0005730	LOC117576468|XP_034117130.1|DALB	LOC120778019|XP_039965629.1|BTRY
OG0005731	LOC117576467|XP_034117129.1|DALB	LOC120778012|XP_039965616.1|BTRY
OG0005732	LOC117576370|XP_034116952.1|DALB	LOC120770093|XP_039953181.1|BTRY
OG0005733	LOC117576369|XP_034116950.1|DALB	LOC120767027|XP_039948804.1|BTRY
OG0005734	LOC117576398|XP_034117004.1|DALB	LOC120766644|XP_039948198.1|BTRY
OG0005735	LOC117576982|XP_034118052.1|DALB	LOC120771674|XP_039955735.1|BTRY
OG0005736	LOC117576980|XP_034118050.1|DALB	LOC120774357|XP_039959880.1|BTRY
OG0005737	LOC117574665|XP_034114461.1|DALB	LOC120782240|XP_039970341.1|BTRY
OG0005738	LOC117575807|XP_034116089.1|DALB	LOC120782734|XP_039971100.1|BTRY
OG0005739	LOC117573969|XP_034113398.1|DALB	LOC120776003|XP_039962373.1|BTRY
OG0005740	LOC117576804|XP_034117755.1|DALB	LOC120766881|XP_039948558.1|BTRY
OG0005741	LOC117575354|XP_034115410.1|DALB	LOC120782430|XP_039970647.1|BTRY
OG0005742	LOC117573338|XP_034112339.1|DALB	LOC120775179|XP_039961170.1|BTRY
OG0005743	LOC117576411|XP_034117030.1|DALB	LOC120780408|XP_039968626.1|BTRY
OG0005744	LOC117576387|XP_034116990.1|DALB	LOC120772665|XP_039957336.1|BTRY
OG0005745	LOC117576569|XP_034117299.1|DALB	LOC120773898|XP_039959012.1|BTRY
OG0005746	LOC117576574|XP_034117335.1|DALB	LOC120775477|XP_039961614.1|BTRY
OG0005747	LOC117575050|XP_034115023.1|DALB	LOC120774893|XP_039960698.1|BTRY
OG0005748	LOC117575466|XP_034115571.1|DALB	LOC120769512|XP_039952487.1|BTRY
OG0005749	LOC117570711|XP_034108415.1|DALB	LOC120773889|XP_039958992.1|BTRY
OG0005750	LOC117573413|XP_034112509.1|DALB	LOC120773169|XP_039958073.1|BTRY
OG0005751	LOC117570767|XP_034108492.1|DALB	LOC120773760|XP_039958768.1|BTRY
OG0005752	LOC117572417|XP_034111094.1|DALB	LOC120771417|XP_039955332.1|BTRY
OG0005753	LOC117565811|XP_034100995.1|DALB	LOC120768470|XP_039951110.1|BTRY
OG0005754	LOC117572080|XP_034110563.1|DALB	LOC120772135|XP_039956487.1|BTRY
OG0005755	LOC117569272|XP_034106262.1|DALB	LOC120771599|XP_039955609.1|BTRY
OG0005756	LOC117576923|XP_034117956.1|DALB	LOC120779120|XP_039967251.1|BTRY
OG0005757	LOC117576412|XP_034117031.1|DALB	LOC120766192|XP_039947487.1|BTRY
OG0005758	LOC117574658|XP_034114453.1|DALB	LOC120782704|XP_039971087.1|BTRY
OG0005759	LOC117573208|XP_034112098.1|DALB	LOC120780503|XP_039968712.1|BTRY
OG0005760	LOC117575063|XP_034115044.1|DALB	LOC120766886|XP_039948566.1|BTRY
OG0005761	LOC117576164|XP_034116629.1|DALB	LOC120782277|XP_039970411.1|BTRY
OG0005762	LOC117574001|XP_034113456.1|DALB	LOC120766207|XP_039947512.1|BTRY
OG0005763	LOC117566906|XP_034102415.1|DALB	LOC120772019|XP_039956318.1|BTRY
OG0005764	LOC117575632|XP_034115803.1|DALB	LOC120782376|XP_039970551.1|BTRY
OG0005765	LOC117573679|XP_034112914.1|DALB	LOC120778925|XP_039966908.1|BTRY
OG0005766	LOC117573983|XP_034113422.1|DALB	LOC120777663|XP_039965054.1|BTRY
OG0005767	LOC117573562|XP_034112739.1|DALB	LOC120767084|XP_039948887.1|BTRY
OG0005768	LOC117576720|XP_034117631.1|DALB, LOC117572211|XP_034110777.1|DALB	LOC120774367|XP_039959896.1|BTRY
OG0005770	LOC117573749|XP_034113020.1|DALB	LOC120771398|XP_039955304.1|BTRY
OG0005771	LOC117573901|XP_034113300.1|DALB	LOC120770949|XP_039954599.1|BTRY
OG0005772	LOC117573730|XP_034112992.1|DALB	LOC120770608|XP_039954147.1|BTRY
OG0005773	LOC117574352|XP_034114064.1|DALB	LOC120776597|XP_039963309.1|BTRY
OG0005774	LOC117576959|XP_034118024.1|DALB	LOC120766427|XP_039947863.1|BTRY
OG0005775	LOC117571819|XP_034110081.1|DALB	LOC120777443|XP_039964689.1|BTRY
OG0005776	LOC117567563|XP_034103514.1|DALB	LOC120777748|XP_039965175.1|BTRY
OG0005777	LOC117566157|XP_034101537.1|DALB	LOC120767041|XP_039948829.1|BTRY
OG0005779	LOC117573640|XP_034112841.1|DALB	LOC120768234|XP_039950757.1|BTRY
OG0005780	LOC117568072|XP_034104322.1|DALB	LOC120777743|XP_039965167.1|BTRY
OG0005781	LOC117571655|XP_034109781.1|DALB	LOC120778550|XP_039966332.1|BTRY
OG0005782	LOC117571653|XP_034109777.1|DALB	LOC120775827|XP_039962120.1|BTRY
OG0005783	LOC117567411|XP_034103277.1|DALB	LOC120770861|XP_039954411.1|BTRY
OG0005784	LOC117575459|XP_034115558.1|DALB	LOC120766730|XP_039948314.1|BTRY
OG0005785	LOC117574904|XP_034114833.1|DALB	LOC120772848|XP_039957598.1|BTRY
OG0005786	LOC117575037|XP_034115009.1|DALB	LOC120769105|XP_039951904.1|BTRY
OG0005787	LOC117576329|XP_034116887.1|DALB	LOC120782563|XP_039970831.1|BTRY
OG0005788	LOC117572422|XP_034111117.1|DALB	LOC120771278|XP_039955137.1|BTRY
OG0005789	LOC117575954|XP_034116322.1|DALB	LOC120780439|XP_039968648.1|BTRY
OG0005790	LOC117573581|XP_034112759.1|DALB	LOC120775323|XP_039961401.1|BTRY
OG0005791	LOC117575371|XP_034115431.1|DALB	LOC120774226|XP_039959621.1|BTRY
OG0005792	LOC117575374|XP_034115437.1|DALB	LOC120774241|XP_039959640.1|BTRY
OG0005793	LOC117574890|XP_034114818.1|DALB	LOC120766770|XP_039948384.1|BTRY
OG0005794	LOC117567258|XP_034102999.1|DALB	LOC120770844|XP_039954375.1|BTRY
OG0005795	LOC117576287|XP_034116830.1|DALB	LOC120775039|XP_039960946.1|BTRY
OG0005796	LOC117571800|XP_034110056.1|DALB	LOC120769138|XP_039951945.1|BTRY
OG0005797	LOC117571880|XP_034110231.1|DALB	LOC120776346|XP_039962833.1|BTRY
OG0005798	LOC117576443|XP_034117097.1|DALB	LOC120782417|XP_039970601.1|BTRY
OG0005799	LOC117574580|XP_034114351.1|DALB	LOC120770139|XP_039953282.1|BTRY
OG0005800	LOC117574585|XP_034114359.1|DALB	LOC120775793|XP_039962072.1|BTRY
OG0005801	LOC117574584|XP_034114358.1|DALB	LOC120775786|XP_039962061.1|BTRY
OG0005802	LOC117576338|XP_034116903.1|DALB	LOC120782360|XP_039970532.1|BTRY
OG0005803	LOC117573276|XP_034112250.1|DALB	LOC120766301|XP_039947641.1|BTRY
OG0005804	LOC117574527|XP_034114280.1|DALB	LOC120766598|XP_039948137.1|BTRY
OG0005805	LOC117567839|XP_034103978.1|DALB	LOC120770589|XP_039954109.1|BTRY
OG0005806	LOC117576374|XP_034116960.1|DALB	LOC120780249|XP_039968445.1|BTRY
OG0005807	LOC117573305|XP_034112301.1|DALB	LOC120767089|XP_039948903.1|BTRY
OG0005808	LOC117564677|XP_034099439.1|DALB	LOC120779402|XP_039967534.1|BTRY
OG0005809	LOC117572408|XP_034111081.1|DALB	LOC120777368|XP_039964572.1|BTRY
OG0005810	LOC117574587|XP_034114361.1|DALB	LOC120782710|XP_039971062.1|BTRY
OG0005811	LOC117574588|XP_034114362.1|DALB	LOC120782711|XP_039971064.1|BTRY
OG0005812	LOC117575493|XP_034115618.1|DALB	LOC120782643|XP_039970947.1|BTRY
OG0005813	LOC117574042|XP_034113536.1|DALB	LOC120782531|XP_039970785.1|BTRY
OG0005814	LOC117575725|XP_034115958.1|DALB	LOC120782312|XP_039970462.1|BTRY
OG0005815	LOC117566882|XP_034102385.1|DALB	LOC120772600|XP_039957249.1|BTRY
OG0005817	LOC117573729|XP_034112990.1|DALB	LOC120770599|XP_039954139.1|BTRY
OG0005818	LOC117574369|XP_034114094.1|DALB	LOC120767820|XP_039950039.1|BTRY
OG0005819	LOC117575497|XP_034115631.1|DALB	LOC120782603|XP_039970900.1|BTRY
OG0005820	LOC117575498|XP_034115632.1|DALB	LOC120782606|XP_039970904.1|BTRY
OG0005821	LOC117573674|XP_034112894.1|DALB	LOC120775446|XP_039961569.1|BTRY
OG0005822	LOC117565041|XP_034099879.1|DALB	LOC120767553|XP_039949612.1|BTRY
OG0005823	LOC117568665|XP_034105363.1|DALB	LOC120775335|XP_039961410.1|BTRY
OG0005824	LOC117575275|XP_034115305.1|DALB	LOC120766288|XP_039947624.1|BTRY
OG0005825	LOC117570556|XP_034108173.1|DALB	LOC120777279|XP_039964419.1|BTRY
OG0005826	LOC117566865|XP_034102356.1|DALB, LOC117573146|XP_034111976.1|DALB	LOC120780455|XP_039968664.1|BTRY
OG0005827	LOC117576360|XP_034116941.1|DALB	LOC120770123|XP_039953241.1|BTRY
OG0005828	LOC117569359|XP_034106382.1|DALB	LOC120777072|XP_039964133.1|BTRY
OG0005829	LOC117574237|XP_034113842.1|DALB	LOC120782893|XP_039947440.1|BTRY
OG0005830	LOC117571842|XP_034110121.1|DALB	LOC120778496|XP_039966255.1|BTRY
OG0005831	LOC117566839|XP_034102314.1|DALB	LOC120776972|XP_039963999.1|BTRY
OG0005832	LOC117571660|XP_034109789.1|DALB	LOC120777999|XP_039965590.1|BTRY
OG0005833	LOC117571610|XP_034109719.1|DALB	LOC120778928|XP_039966907.1|BTRY
OG0005834	LOC117571623|XP_034109735.1|DALB	LOC120778931|XP_039966912.1|BTRY
OG0005835	LOC117571616|XP_034109728.1|DALB	LOC120778005|XP_039965601.1|BTRY
OG0005836	LOC117572463|XP_034111196.1|DALB	LOC120778742|XP_039966645.1|BTRY
OG0005837	LOC117576373|XP_034116959.1|DALB	LOC120780245|XP_039968438.1|BTRY
OG0005838	LOC117573503|XP_034112625.1|DALB	LOC120777945|XP_039965490.1|BTRY
OG0005839	LOC117564371|XP_034098979.1|DALB	LOC120769311|XP_039952188.1|BTRY
OG0005840	LOC117573334|XP_034112334.1|DALB	LOC120775143|XP_039961109.1|BTRY
OG0005841	LOC117576450|XP_034117112.1|DALB	LOC120777742|XP_039965170.1|BTRY
OG0005842	LOC117577922|XP_034118809.1|DALB	LOC120774753|XP_039960446.1|BTRY
OG0005843	LOC117566611|XP_034102042.1|DALB	LOC120777542|XP_039964863.1|BTRY
OG0005844	LOC117566980|XP_034102534.1|DALB	LOC120776820|XP_039963772.1|BTRY
OG0005845	LOC117574704|XP_034114507.1|DALB	LOC120766160|XP_039947479.1|BTRY
OG0005846	LOC117574503|XP_034114237.1|DALB	LOC120773793|XP_039958828.1|BTRY
OG0005847	LOC117576384|XP_034116981.1|DALB	LOC120767031|XP_039948811.1|BTRY
OG0005848	LOC117569362|XP_034106388.1|DALB	LOC120774390|XP_039959934.1|BTRY
OG0005849	LOC117572412|XP_034111134.1|DALB	LOC120774345|XP_039959858.1|BTRY
OG0005850	LOC117571721|XP_034109922.1|DALB	LOC120775349|XP_039961434.1|BTRY
OG0005851	LOC117563319|XP_034097470.1|DALB	LOC120767803|XP_039950006.1|BTRY
OG0005852	LOC117575492|XP_034115617.1|DALB	LOC120782204|XP_039970294.1|BTRY
OG0005853	LOC117575060|XP_034115037.1|DALB	LOC120774248|XP_039959647.1|BTRY
OG0005854	LOC117574586|XP_034114360.1|DALB	LOC120770178|XP_039953331.1|BTRY
OG0005855	LOC117568057|XP_034104343.1|DALB	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY
OG0005856	LOC117578167|XP_034119336.1|DALB	LOC120774523|XP_039960154.1|BTRY
OG0005857	LOC117573845|XP_034113205.1|DALB	LOC120767045|XP_039948832.1|BTRY
OG0005858	LOC117575036|XP_034115006.1|DALB	LOC120773085|XP_039957988.1|BTRY
OG0005859	LOC117563997|XP_034098478.1|DALB	LOC120767270|XP_039949075.1|BTRY
OG0005860	LOC117576663|XP_034117511.1|DALB	LOC120782816|XP_039971242.1|BTRY
OG0005861	LOC117576397|XP_034117003.1|DALB	LOC120774948|XP_039960765.1|BTRY
OG0005862	LOC117569595|XP_034106717.1|DALB	LOC120770152|XP_039953280.1|BTRY
OG0005863	LOC117566917|XP_034102429.1|DALB	LOC120770211|XP_039953399.1|BTRY
OG0005864	LOC117575419|XP_034115494.1|DALB	LOC120782318|XP_039970473.1|BTRY
OG0005865	LOC117576653|XP_034117484.1|DALB	LOC120782534|XP_039970798.1|BTRY
OG0005866	LOC117567449|XP_034103352.1|DALB	LOC120773071|XP_039957947.1|BTRY
OG0005867	LOC117566005|XP_034101314.1|DALB	LOC120767579|XP_039949658.1|BTRY
