Orthogroup	DALB.longest_only	DSIM.longest_only
OG0001565	LOC117575608|XP_034115770.1|DALB	LOC6728976|XP_039150804.1|DSIM
OG0001566	LOC117575414|XP_034115485.1|DALB	LOC6728595|XP_016035226.1|DSIM
OG0001567	LOC117569382|XP_034106403.1|DALB	LOC6739388|XP_002076290.1|DSIM
OG0001568	LOC117576252|XP_034116770.1|DALB	LOC6728097|XP_016034710.1|DSIM
OG0001569	LOC117575871|XP_034116193.1|DALB	LOC6728185|XP_002103534.1|DSIM
OG0001570	LOC117574197|XP_034113791.1|DALB	LOC6728230|XP_002103579.3|DSIM
OG0001571	LOC117565176|XP_034100059.1|DALB	LOC6731803|XP_016024487.1|DSIM
OG0001572	LOC117577690|XP_034118481.1|DALB	LOC6726122|XP_016039623.1|DSIM
OG0001573	LOC117572789|XP_034111783.1|DALB	LOC6736820|XP_016030472.1|DSIM
OG0001574	LOC117572816|XP_034111809.1|DALB	LOC6724763|XP_016037512.1|DSIM
OG0001575	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB	LOC6729365|XP_016036001.1|DSIM
OG0001576	LOC117576636|XP_034117453.1|DALB	LOC6728555|XP_016035191.1|DSIM
OG0001577	LOC117574344|XP_034114056.1|DALB	LOC6730117|XP_016036878.1|DSIM
OG0001578	LOC117572717|XP_034111671.1|DALB	LOC6735123|XP_002082100.2|DSIM
OG0001579	LOC117565436|XP_034100421.1|DALB	LOC27207981|XP_016040090.1|DSIM
OG0001580	LOC117571885|XP_034110235.1|DALB	LOC6733904|XP_016026946.1|DSIM
OG0001581	LOC117570788|XP_034108531.1|DALB	LOC6725549|XP_039153936.1|DSIM
OG0001582	LOC117571902|XP_034110265.1|DALB	LOC6734175|XP_039147274.1|DSIM, LOC27207112|XP_039147277.1|DSIM
OG0001583	LOC117572182|XP_034110724.1|DALB	LOC6733442|XP_039148744.1|DSIM
OG0001584	LOC117566394|XP_034101793.1|DALB	LOC6736268|XP_002083152.1|DSIM
OG0001585	LOC117568547|XP_034105160.1|DALB	LOC6725696|XP_039153357.1|DSIM
OG0001586	LOC117571409|XP_034109438.1|DALB	LOC6737129|XP_016030762.1|DSIM
OG0001587	LOC117567367|XP_034103200.1|DALB	LOC6733142|XP_002080219.1|DSIM
OG0001588	LOC117569674|XP_034106812.1|DALB	LOC6733415|XP_002080472.1|DSIM
OG0001589	LOC117566042|XP_034101383.1|DALB	LOC27207463|XP_016025926.1|DSIM
OG0001590	LOC117571731|XP_034109930.1|DALB	LOC6735254|XP_016028585.1|DSIM
OG0001591	LOC117574871|XP_034114786.1|DALB	LOC6726142|XP_016039669.1|DSIM, LOC6725765|XP_002106764.2|DSIM, LOC6730041|XP_016036813.1|DSIM
OG0001592	LOC117563622|XP_034097914.1|DALB	LOC6732105|XP_016024769.1|DSIM
OG0001593	LOC117563626|XP_034097923.1|DALB	LOC6732094|XP_016024767.1|DSIM
OG0001594	LOC117565809|XP_034100989.1|DALB	LOC6730979|XP_039148785.1|DSIM
OG0001595	LOC117566957|XP_034102491.1|DALB	LOC6734004|XP_039147438.1|DSIM
OG0001596	LOC117565803|XP_034100983.1|DALB	LOC6732838|XP_002079951.2|DSIM
OG0001597	LOC117565725|XP_034100865.1|DALB	LOC27207476|XP_016022815.2|DSIM
OG0001599	LOC117565621|XP_034100725.1|DALB	LOC6731269|XP_002078427.1|DSIM
OG0001600	LOC117578388|XP_034119715.1|DALB	LOC6732377|XP_016025029.1|DSIM
OG0001601	LOC117564402|XP_034099018.1|DALB	LOC6731168|XP_002078326.1|DSIM
OG0001602	LOC117565233|XP_034100131.1|DALB	LOC6731628|XP_016024312.1|DSIM
OG0001603	LOC117565779|XP_034100946.1|DALB	LOC6731647|XP_016024331.1|DSIM
OG0001604	LOC117577587|XP_034118322.1|DALB	LOC27206643|XP_039153757.1|DSIM
OG0001605	LOC117572758|XP_034111733.1|DALB	LOC6733562|XP_016026509.1|DSIM
OG0001606	LOC117569914|XP_034107148.1|DALB	LOC27206808|XP_016025960.1|DSIM
OG0001607	LOC117564003|XP_034098484.1|DALB	LOC6732548|XP_002079667.1|DSIM
OG0001608	LOC117564349|XP_034098956.1|DALB	LOC27207160|XP_002080157.1|DSIM
OG0001609	LOC117571363|XP_034109363.1|DALB	LOC6734607|XP_039147895.1|DSIM
OG0001610	LOC117566059|XP_034101406.1|DALB	LOC27208850|XP_016025614.1|DSIM
OG0001611	LOC117563994|XP_034098474.1|DALB	LOC6732994|XP_002080073.1|DSIM
OG0001612	LOC117565142|XP_034100013.1|DALB	LOC6731466|XP_002078617.1|DSIM
OG0001614	LOC117571740|XP_034109948.1|DALB	LOC6733633|XP_016026593.1|DSIM
OG0001615	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB	LOC27208639|XP_039148991.1|DSIM
OG0001616	LOC117578392|XP_034119731.1|DALB	LOC6732038|XP_016024727.1|DSIM
OG0001617	LOC117563315|XP_034097464.1|DALB	LOC6732865|XP_016025590.1|DSIM
OG0001618	LOC117573230|XP_034112170.1|DALB	LOC6731795|XP_002078930.2|DSIM
OG0001619	LOC117578402|XP_034119747.1|DALB	LOC6731594|XP_002078735.1|DSIM
OG0001620	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB	LOC6735939|XP_002082849.1|DSIM
OG0001621	LOC117569383|XP_034106404.1|DALB	LOC6734696|XP_016027896.1|DSIM
OG0001622	LOC117563560|XP_034097834.1|DALB	LOC6725502|XP_016038644.1|DSIM
OG0001623	LOC117566113|XP_034101474.1|DALB	LOC6730466|XP_039146931.1|DSIM
OG0001624	LOC117563365|XP_034097555.1|DALB	LOC6731220|XP_016023763.1|DSIM
OG0001625	LOC117571672|XP_034109802.1|DALB, LOC117577418|XP_034118222.1|DALB	LOC6733091|XP_002080168.1|DSIM
OG0001626	LOC117565885|XP_034101118.1|DALB	LOC27209178|XP_016024053.1|DSIM
OG0001627	LOC117573549|XP_034112719.1|DALB	LOC6727997|XP_016034597.1|DSIM
OG0001628	LOC117574367|XP_034114092.1|DALB, LOC117575908|XP_034116245.1|DALB	LOC6729734|XP_002105040.1|DSIM
OG0001630	LOC117574186|XP_034113769.1|DALB	LOC6729364|XP_039151831.1|DSIM
OG0001631	LOC117576611|XP_034117402.1|DALB	LOC6726713|XP_016033191.1|DSIM
OG0001632	LOC117565827|XP_034101025.1|DALB	LOC6731690|XP_016024372.1|DSIM
OG0001633	LOC117573971|XP_034113404.1|DALB	LOC6728508|XP_016035148.1|DSIM
OG0001635	LOC117576211|XP_034116707.1|DALB	LOC6729689|XP_016036356.1|DSIM
OG0001636	LOC117574591|XP_034114365.1|DALB	LOC27209087|XP_016033535.1|DSIM
OG0001637	LOC117575082|XP_034115070.1|DALB	LOC6728803|XP_016035493.1|DSIM
OG0001638	LOC117575434|XP_034115532.1|DALB	LOC6725147|XP_002106173.1|DSIM, LOC6724944|XP_002105981.1|DSIM
OG0001639	LOC117566657|XP_034102092.1|DALB	LOC6733180|XP_002080256.1|DSIM
OG0001640	LOC117573677|XP_034112896.1|DALB	LOC27206457|XP_016033523.1|DSIM
OG0001641	LOC117575815|XP_034116101.1|DALB	LOC6728463|XP_016035085.1|DSIM
OG0001642	LOC117566419|XP_034101842.1|DALB	LOC6725421|XP_002106437.2|DSIM
OG0001643	LOC117565272|XP_034100191.1|DALB	LOC6731410|XP_002078562.1|DSIM
OG0001644	LOC117571125|XP_034109018.1|DALB	LOC6737945|XP_002084764.1|DSIM
OG0001645	LOC117569251|XP_034106216.1|DALB	LOC6735660|XP_002082578.1|DSIM
OG0001646	LOC117569983|XP_034107252.1|DALB	LOC6734866|XP_016028127.1|DSIM
OG0001647	LOC117571866|XP_034110153.1|DALB	LOC6733350|XP_039148143.1|DSIM
OG0001648	LOC117572729|XP_034111691.1|DALB	LOC6738036|XP_016031855.1|DSIM
OG0001649	LOC117571863|XP_034110149.1|DALB	LOC6734457|XP_016027579.1|DSIM
OG0001650	LOC117566996|XP_034102562.1|DALB	LOC6735238|XP_016028560.1|DSIM
OG0001651	LOC117567943|XP_034104129.1|DALB	LOC6735747|XP_016029114.1|DSIM
OG0001652	LOC117567790|XP_034103905.1|DALB	LOC6738518|XP_002085324.2|DSIM
OG0001653	LOC117568506|XP_034105093.1|DALB	LOC6739045|XP_002085839.1|DSIM
OG0001654	LOC117571670|XP_034109801.1|DALB	LOC6734944|XP_016028252.1|DSIM
OG0001655	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB	LOC6733734|XP_002080780.1|DSIM
OG0001656	LOC117565285|XP_034100204.1|DALB	LOC6730779|XP_016023194.1|DSIM
OG0001657	LOC117572810|XP_034111807.1|DALB	LOC6738147|XP_002084960.1|DSIM
OG0001658	LOC117568941|XP_034105770.1|DALB	LOC6737725|XP_002084554.1|DSIM
OG0001659	LOC117572162|XP_034110702.1|DALB	LOC6737967|XP_016031712.1|DSIM
OG0001660	LOC117572406|XP_034111077.1|DALB	LOC6739602|XP_002076492.1|DSIM
OG0001661	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB	LOC6728596|XP_016035227.1|DSIM
OG0001662	LOC117570844|XP_034108616.1|DALB	LOC6737231|XP_002084071.2|DSIM
OG0001663	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB	LOC6728268|XP_016034901.1|DSIM
OG0001664	LOC117572275|XP_034110869.1|DALB	LOC6735253|XP_002082226.1|DSIM
OG0001666	LOC117578384|XP_034119711.1|DALB	LOC6730844|XP_002078008.1|DSIM
OG0001667	LOC117566601|XP_034102034.1|DALB	LOC6735019|XP_002082000.2|DSIM
OG0001668	LOC117566471|XP_034101892.1|DALB, LOC117566472|XP_034101894.1|DALB, LOC117569276|XP_034106271.1|DALB, LOC117567872|XP_034104031.1|DALB, LOC117572370|XP_034111028.1|DALB, LOC117572371|XP_034111029.1|DALB, LOC117572377|XP_034111036.1|DALB, LOC117572409|XP_034111082.1|DALB, LOC117572389|XP_034111052.1|DALB, LOC117567499|XP_034103421.1|DALB, LOC117572383|XP_034111047.1|DALB, LOC117572384|XP_034111048.1|DALB, LOC117572393|XP_034111059.1|DALB, LOC117567679|XP_034103692.1|DALB	LOC6736963|XP_002083810.3|DSIM
OG0001669	LOC117566393|XP_034101792.1|DALB	LOC6736704|XP_002083560.1|DSIM
OG0001670	LOC117571522|XP_034109589.1|DALB	LOC6733196|XP_016026087.1|DSIM
OG0001671	LOC117564452|XP_034099123.1|DALB	LOC6740285|XP_002077162.2|DSIM
OG0001672	LOC117571267|XP_034109221.1|DALB	LOC6735072|XP_002082049.1|DSIM, LOC6735071|XP_002082048.1|DSIM, LOC6735070|XP_016028358.1|DSIM
OG0001673	LOC117569391|XP_034106411.1|DALB	LOC27209037|XP_016028958.1|DSIM, LOC27209202|XP_039148271.1|DSIM
OG0001674	LOC117576693|XP_034117580.1|DALB	LOC6728388|XP_002103736.1|DSIM, LOC27206453|XP_016033265.1|DSIM
OG0001675	LOC117575600|XP_034115759.1|DALB	LOC6729666|XP_002104972.1|DSIM, LOC6729665|XP_002104971.1|DSIM
OG0001678	LOC117578104|XP_034119172.1|DALB	LOC6726285|XP_016039786.1|DSIM
OG0001679	LOC117570744|XP_034108460.1|DALB	LOC6725238|XP_002106260.1|DSIM
OG0001680	LOC117578171|XP_034119354.1|DALB	LOC27209313|XP_016038432.1|DSIM
OG0001681	LOC117577630|XP_034118388.1|DALB	LOC6740045|XP_039153259.1|DSIM
OG0001682	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB	LOC6726323|XP_016039879.1|DSIM
OG0001683	LOC117563348|XP_034097523.1|DALB	LOC6731501|XP_016024177.1|DSIM
OG0001684	LOC117573079|XP_034111853.1|DALB	LOC6739827|XP_016037276.1|DSIM
OG0001685	LOC117565874|XP_034101105.1|DALB	LOC6732499|XP_002079619.1|DSIM
OG0001686	LOC117577946|XP_034118912.1|DALB	LOC27207183|XP_039153699.1|DSIM, LOC6726378|XP_039153698.1|DSIM
OG0001687	LOC117574685|XP_034114485.1|DALB	LOC27206376|XP_016037527.1|DSIM
OG0001688	LOC117567588|XP_034103565.1|DALB	LOC6725232|XP_002106254.1|DSIM, LOC6725230|XP_039152811.1|DSIM
OG0001689	LOC117571053|XP_034108915.1|DALB	LOC6725711|XP_039153549.1|DSIM
OG0001690	LOC117570248|XP_034107647.1|DALB	LOC6739620|XP_016030577.1|DSIM
OG0001691	LOC117565095|XP_034099943.1|DALB	LOC6731406|XP_002078559.1|DSIM
OG0001692	LOC117574128|XP_034113676.1|DALB	LOC6727527|XP_016034103.2|DSIM
OG0001693	LOC117572263|XP_034110858.1|DALB	LOC6725853|XP_016039179.1|DSIM
OG0001694	LOC117575747|XP_034115996.1|DALB	LOC6727549|XP_016034123.1|DSIM
OG0001695	LOC117565244|XP_034100147.1|DALB	LOC6735146|XP_002082123.1|DSIM
OG0001696	LOC117574668|XP_034114464.1|DALB	LOC6728668|XP_016035326.1|DSIM
OG0001697	LOC117573075|XP_034111845.1|DALB	LOC6729524|XP_002104832.1|DSIM
OG0001698	LOC117577970|XP_034118915.1|DALB	LOC6726503|XP_039153526.1|DSIM
OG0001699	LOC117576137|XP_034116589.1|DALB	LOC6728636|XP_002103977.1|DSIM
OG0001700	LOC117576469|XP_034117131.1|DALB	LOC6728757|XP_016035430.1|DSIM
OG0001701	LOC117576600|XP_034117385.1|DALB	LOC6726902|XP_039150462.1|DSIM
OG0001702	LOC117566248|XP_034101690.1|DALB	LOC6731710|XP_002078845.1|DSIM
OG0001703	LOC117575736|XP_034115973.1|DALB	LOC6729181|XP_016035827.1|DSIM
OG0001704	LOC117575737|XP_034115977.1|DALB	LOC6729182|XP_016035829.1|DSIM
OG0001705	LOC117575820|XP_034116111.1|DALB	LOC6730112|XP_016036871.1|DSIM
OG0001706	LOC117563641|XP_034097942.1|DALB	LOC6733159|XP_016026032.1|DSIM
OG0001707	LOC117573422|XP_034112522.1|DALB	LOC6729215|XP_016035868.1|DSIM
OG0001708	LOC117575914|XP_034116259.1|DALB	LOC6728183|XP_039151564.1|DSIM
OG0001709	LOC117570030|XP_034107343.1|DALB	LOC6736767|XP_016030391.1|DSIM
OG0001710	LOC117573706|XP_034112965.1|DALB	LOC6729020|XP_016035682.1|DSIM
OG0001711	LOC117576227|XP_034116731.1|DALB	LOC6729093|XP_016035745.1|DSIM
OG0001712	LOC117574734|XP_034114558.1|DALB	LOC6729323|XP_016035959.1|DSIM
OG0001713	LOC117573695|XP_034112946.1|DALB	LOC6728537|XP_002103882.1|DSIM
OG0001714	LOC117576667|XP_034117529.1|DALB	LOC6726760|XP_016033245.1|DSIM
OG0001715	LOC117566904|XP_034102416.1|DALB	LOC6726194|XP_039153193.1|DSIM
OG0001716	LOC117567760|XP_034103847.1|DALB	LOC6725423|XP_002106439.2|DSIM
OG0001717	LOC117576936|XP_034117971.1|DALB	LOC6730144|XP_016036910.1|DSIM
OG0001718	LOC117573733|XP_034112995.1|DALB	LOC6729137|XP_039151090.1|DSIM
OG0001719	LOC117573423|XP_034112523.1|DALB	LOC6729221|XP_016035872.1|DSIM
OG0001720	LOC117575994|XP_034116382.1|DALB	LOC6728605|XP_016035239.1|DSIM
OG0001721	LOC117576815|XP_034117776.1|DALB	LOC6728957|XP_016035637.1|DSIM
OG0001722	LOC117567853|XP_034103998.1|DALB	LOC6738236|XP_016032085.1|DSIM
OG0001723	LOC117569179|XP_034106139.1|DALB	LOC6733165|XP_016026040.1|DSIM
OG0001724	LOC117566870|XP_034102359.1|DALB	LOC6735565|XP_039148415.1|DSIM
OG0001725	LOC117567144|XP_034102847.1|DALB	LOC6733823|XP_016026803.1|DSIM
OG0001726	LOC117568460|XP_034105027.1|DALB	LOC6738922|XP_016032750.1|DSIM
OG0001727	LOC117575579|XP_034115736.1|DALB	LOC6729123|XP_002104444.1|DSIM
OG0001728	LOC117571921|XP_034110293.1|DALB	LOC6734055|XP_002081091.1|DSIM
OG0001729	LOC117570427|XP_034107971.1|DALB	LOC6736168|XP_039147471.1|DSIM
OG0001730	LOC117564334|XP_034098931.1|DALB	LOC6732049|XP_016024732.1|DSIM
OG0001731	LOC117567127|XP_034102826.1|DALB	LOC6734262|XP_039148430.1|DSIM
OG0001732	LOC117564845|XP_034099670.1|DALB	LOC6731177|XP_002078336.1|DSIM
OG0001733	LOC117568574|XP_034105194.1|DALB	LOC6735525|XP_039147347.1|DSIM
OG0001734	LOC117570685|XP_034108377.1|DALB	LOC6733646|XP_016026610.1|DSIM
OG0001735	LOC117567713|XP_034103764.1|DALB	LOC27206655|XP_016032825.1|DSIM
OG0001736	LOC117568389|XP_034104892.1|DALB	LOC6735178|XP_016028461.1|DSIM
OG0001737	LOC117572739|XP_034111706.1|DALB	LOC6735917|XP_016029272.1|DSIM
OG0001738	LOC117569577|XP_034106691.1|DALB	LOC6738442|XP_016032279.1|DSIM
OG0001740	LOC117570294|XP_034107706.1|DALB	LOC6735861|XP_016029226.1|DSIM
OG0001742	LOC117570749|XP_034108462.1|DALB	LOC6733825|XP_002080869.2|DSIM
OG0001743	LOC117568985|XP_034105847.1|DALB	LOC6736402|XP_002083274.2|DSIM
OG0001744	LOC117567109|XP_034102785.1|DALB	LOC6733259|XP_039148793.1|DSIM
OG0001745	LOC117572236|XP_034110809.1|DALB	LOC6735757|XP_016029126.1|DSIM
OG0001746	LOC117570976|XP_034108812.1|DALB	LOC6737566|XP_002084399.1|DSIM
OG0001747	LOC117566934|XP_034102447.1|DALB	LOC6735014|XP_016028287.2|DSIM
OG0001748	LOC117571326|XP_034109303.1|DALB	LOC6737353|XP_016031087.1|DSIM
OG0001749	LOC117566554|XP_034101986.1|DALB	LOC6736090|XP_002082991.1|DSIM
OG0001750	LOC117571472|XP_034109521.1|DALB	LOC6736089|XP_016029485.1|DSIM
OG0001751	LOC117572096|XP_034110592.1|DALB	LOC6738452|XP_016032286.1|DSIM
OG0001752	LOC117571214|XP_034109152.1|DALB	LOC6736936|XP_002083783.1|DSIM
OG0001753	LOC117567712|XP_034103760.1|DALB	LOC6736651|XP_016030245.2|DSIM
OG0001754	LOC117568560|XP_034105179.1|DALB	LOC6734193|XP_016027225.1|DSIM
OG0001755	LOC117570920|XP_034108726.1|DALB	LOC6736659|XP_016030272.1|DSIM
OG0001756	LOC117569043|XP_034105931.1|DALB	LOC6734703|XP_016027903.1|DSIM
OG0001757	LOC117567091|XP_034102762.1|DALB	LOC6735112|XP_002082089.1|DSIM
OG0001758	LOC117570006|XP_034107292.1|DALB	LOC6737975|XP_016031748.1|DSIM
OG0001759	LOC117566891|XP_034102397.1|DALB	LOC6734900|XP_002081897.3|DSIM
OG0001760	LOC117570291|XP_034107703.1|DALB	LOC6733677|XP_002080724.1|DSIM
OG0001761	LOC117567004|XP_034102575.1|DALB	LOC6735523|XP_039147344.1|DSIM
OG0001762	LOC117566209|XP_034101632.1|DALB	LOC6731255|XP_016023807.1|DSIM
OG0001763	LOC117565391|XP_034100363.1|DALB, LOC117563318|XP_034097468.1|DALB	LOC6731274|XP_016023843.1|DSIM
OG0001764	LOC117575530|XP_034115670.1|DALB	LOC6727811|XP_002103172.1|DSIM
OG0001765	LOC117568183|XP_034104522.1|DALB	LOC6739367|XP_039148519.1|DSIM
OG0001766	LOC117565946|XP_034101222.1|DALB	LOC6731541|XP_016024216.1|DSIM
OG0001767	LOC117563210|XP_034097290.1|DALB, LOC117565355|XP_034100304.1|DALB	LOC6730837|XP_039149525.1|DSIM
OG0001768	LOC117563570|XP_034097845.1|DALB	LOC6730456|XP_002077637.1|DSIM
OG0001769	LOC117564709|XP_034099480.1|DALB	LOC6731130|XP_016023682.1|DSIM
OG0001770	LOC117565264|XP_034100179.1|DALB	LOC6731899|XP_016024567.1|DSIM
OG0001771	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB	LOC6730873|XP_002078037.1|DSIM
OG0001772	LOC117564206|XP_034098778.1|DALB	LOC6731785|XP_002078920.1|DSIM
OG0001773	LOC117565341|XP_034100282.1|DALB	LOC6731717|XP_016024392.2|DSIM
OG0001774	LOC117568853|XP_034105624.1|DALB	LOC6736128|XP_016029521.1|DSIM
OG0001775	LOC117571982|XP_034110421.1|DALB	LOC6725685|XP_016038945.1|DSIM
OG0001776	LOC117564357|XP_034098962.1|DALB	LOC6731227|XP_002078386.1|DSIM
OG0001777	LOC117564135|XP_034098686.1|DALB	LOC6731350|XP_016023938.2|DSIM
OG0001778	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB	LOC6732505|XP_002079625.1|DSIM
OG0001779	LOC117564697|XP_034099461.1|DALB	LOC6731732|XP_039146990.1|DSIM
OG0001780	LOC117569263|XP_034106254.1|DALB	LOC6733166|XP_002080242.1|DSIM
OG0001781	LOC117566058|XP_034101405.1|DALB	LOC6732893|XP_039154289.1|DSIM
OG0001782	LOC117564679|XP_034099436.1|DALB	LOC6732220|XP_016024890.1|DSIM
OG0001783	LOC117563379|XP_034097576.1|DALB	LOC6731577|XP_016024253.1|DSIM
OG0001784	LOC117563801|XP_034098224.1|DALB	LOC6730587|XP_016023032.1|DSIM
OG0001785	LOC117567290|XP_034103052.1|DALB	LOC6733729|XP_002080775.2|DSIM
OG0001786	LOC117565115|XP_034099965.1|DALB	LOC6731324|XP_039147166.1|DSIM
OG0001787	LOC117563785|XP_034098203.1|DALB	LOC6731326|XP_016023907.1|DSIM
OG0001788	LOC117566985|XP_034102541.1|DALB	LOC6734370|XP_002081391.1|DSIM
OG0001789	LOC117569294|XP_034106292.1|DALB, LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB	LOC6735813|XP_002082723.2|DSIM
OG0001790	LOC117564352|XP_034098958.1|DALB	LOC6731346|XP_016023937.1|DSIM
OG0001791	LOC117568301|XP_034104726.1|DALB	LOC6734009|XP_002081050.3|DSIM
OG0001792	LOC117564090|XP_034098614.1|DALB	LOC6732716|XP_039150243.1|DSIM
OG0001793	LOC117567080|XP_034102722.1|DALB	LOC6734463|XP_016027585.1|DSIM
OG0001794	LOC117565792|XP_034100964.1|DALB	LOC6732506|XP_016025162.1|DSIM
OG0001795	LOC117564467|XP_034099146.1|DALB	LOC6732532|XP_039154376.1|DSIM
OG0001796	LOC117566831|XP_034102297.1|DALB	LOC6726190|XP_016039714.1|DSIM
OG0001797	LOC117573152|XP_034111999.1|DALB	LOC6724694|XP_016037248.1|DSIM
OG0001798	LOC117568430|XP_034104980.1|DALB	LOC6734909|XP_002081906.1|DSIM
OG0001799	LOC117575342|XP_034115398.1|DALB	LOC6740263|XP_039153806.1|DSIM
OG0001800	LOC117565025|XP_034099861.1|DALB	LOC6731356|XP_016023948.1|DSIM
OG0001801	LOC117567284|XP_034103041.1|DALB	LOC6737479|XP_016031263.1|DSIM
OG0001802	LOC117575428|XP_034115523.1|DALB	LOC6728899|XP_002104232.1|DSIM
OG0001803	LOC117575248|XP_034115270.1|DALB	LOC6727169|XP_039150783.1|DSIM
OG0001804	LOC117576679|XP_034117564.1|DALB	LOC6726826|XP_016033329.1|DSIM
OG0001805	LOC117572070|XP_034110544.1|DALB	LOC6737255|XP_016030965.1|DSIM
OG0001806	LOC117574794|XP_034114644.1|DALB, LOC117574567|XP_034114333.1|DALB	LOC6729423|XP_039151892.1|DSIM
OG0001807	LOC117573552|XP_034112723.1|DALB	LOC6739729|XP_016034578.1|DSIM
OG0001808	LOC117576960|XP_034118025.1|DALB	LOC6739711|XP_016035161.1|DSIM
OG0001809	LOC117576328|XP_034116886.1|DALB	LOC27206414|XP_016033198.1|DSIM
OG0001810	LOC117575997|XP_034116386.1|DALB	LOC6729199|XP_002104520.1|DSIM
OG0001811	LOC117570244|XP_034107639.1|DALB	LOC6733477|XP_016026433.2|DSIM
OG0001812	LOC117578332|XP_034119688.1|DALB	LOC27209425|XP_016022814.2|DSIM, LOC120285467|XP_039154115.1|DSIM, LOC6726449|XP_016040016.2|DSIM
OG0001813	LOC117576480|XP_034117142.1|DALB	LOC6727447|XP_016034021.1|DSIM
OG0001814	LOC117576740|XP_034117661.1|DALB	LOC6727138|XP_016033615.1|DSIM
OG0001815	LOC117566370|XP_034101759.1|DALB, LOC117575404|XP_034115475.1|DALB	LOC6726844|XP_002102248.1|DSIM
OG0001816	LOC117570703|XP_034108397.1|DALB	LOC6734340|XP_002081362.1|DSIM
OG0001817	LOC117567469|XP_034103379.1|DALB	LOC6733779|XP_016026730.1|DSIM
OG0001818	LOC117569504|XP_034106621.1|DALB	LOC6725637|XP_039152539.1|DSIM
OG0001819	LOC117572128|XP_034110653.1|DALB	LOC6739485|XP_002076382.1|DSIM
OG0001820	LOC117577665|XP_034118443.1|DALB	LOC6725357|XP_016038409.1|DSIM
OG0001821	LOC117570804|XP_034108551.1|DALB	LOC6736109|XP_016029498.1|DSIM
OG0001822	LOC117568631|XP_034105312.1|DALB	LOC6735778|XP_002082691.1|DSIM
OG0001823	LOC117572174|XP_034110716.1|DALB	LOC6737625|XP_002084457.1|DSIM
OG0001824	LOC117564893|XP_034099731.1|DALB	LOC6730596|XP_002077775.1|DSIM
OG0001825	LOC117568316|XP_034104763.1|DALB	LOC6735278|XP_016028642.1|DSIM
OG0001826	LOC117567409|XP_034103274.1|DALB	LOC6733911|XP_002080955.1|DSIM
OG0001827	LOC117568450|XP_034105015.1|DALB	LOC6734857|XP_002081858.2|DSIM
OG0001828	LOC117568417|XP_034104953.1|DALB	LOC6725867|XP_039153913.1|DSIM
OG0001829	LOC117569282|XP_034106279.1|DALB	LOC6734085|XP_016027083.1|DSIM
OG0001830	LOC117566836|XP_034102309.1|DALB	LOC6735805|XP_002082718.1|DSIM
OG0001831	LOC117569815|XP_034107026.1|DALB	LOC6738529|XP_016032371.1|DSIM
OG0001832	LOC117578207|XP_034119441.1|DALB	LOC6725262|XP_016038267.1|DSIM
OG0001833	LOC117570360|XP_034107821.1|DALB, LOC117572032|XP_034110478.1|DALB	LOC6735972|XP_002082881.2|DSIM
OG0001834	LOC117575271|XP_034115296.1|DALB	LOC6728045|XP_002103397.1|DSIM
OG0001837	LOC117568931|XP_034105740.1|DALB	LOC6736243|XP_016029744.1|DSIM
OG0001838	LOC117570137|XP_034107491.1|DALB	LOC27206772|XP_016027364.1|DSIM
OG0001839	LOC117569176|XP_034106136.1|DALB	LOC6730495|XP_002077676.1|DSIM, LOC6735405|XP_002082348.1|DSIM
OG0001840	LOC117565293|XP_034100218.1|DALB	LOC27209436|XP_016025276.1|DSIM, LOC6732590|XP_039149144.1|DSIM
OG0001841	LOC117568968|XP_034105817.1|DALB	LOC27207151|XP_016029760.1|DSIM, LOC6736273|XP_016029758.1|DSIM
OG0001842	LOC117570610|XP_034108259.1|DALB	LOC6736495|XP_002083365.1|DSIM, LOC6731367|XP_002078521.2|DSIM
OG0001843	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB	LOC6738692|XP_002085494.1|DSIM
OG0001844	LOC117568714|XP_034105421.1|DALB	LOC27206223|XP_016031904.1|DSIM, LOC27206224|XP_016031903.1|DSIM
OG0001845	LOC117568380|XP_034104880.1|DALB	LOC27206599|XP_016029213.1|DSIM
OG0001846	LOC117575104|XP_034115097.1|DALB	LOC6727723|XP_002103085.2|DSIM, LOC6727724|XP_002103086.1|DSIM
OG0001848	LOC117573245|XP_034112195.1|DALB	LOC27208523|XP_039149102.1|DSIM
OG0001849	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB	LOC6729309|XP_002104626.1|DSIM
