Orthogroup	DALB.longest_only	DPER.longest_only
OG0000661	LOC117572351|XP_034111002.1|DALB	LOC6602955|XP_026848735.1|DPER
OG0000661	LOC117565090|XP_034099931.1|DALB	LOC6588916|XP_002014812.2|DPER
OG0000662	LOC117570924|XP_034108745.1|DALB	LOC6595855|XP_026845216.1|DPER
OG0000662	LOC117577860|XP_034118700.1|DALB	LOC6596654|XP_026845925.1|DPER
OG0000663	LOC117569390|XP_034106410.1|DALB	LOC6590080|XP_002015670.1|DPER
OG0000664	LOC117570880|XP_034108667.1|DALB	LOC6597552|XP_002022801.1|DPER
OG0000665	LOC117575323|XP_034115370.1|DALB	LOC6594667|XP_002019845.2|DPER
OG0000666	LOC117569897|XP_034107129.1|DALB	LOC6590399|XP_026842089.1|DPER
OG0000666	LOC117578059|XP_034119086.1|DALB	LOC113566903|XP_026849903.1|DPER
OG0000667	LOC117578274|XP_034119594.1|DALB	LOC6599946|XP_026849182.1|DPER
OG0000667	LOC117573551|XP_034112722.1|DALB	LOC6594020|XP_002019718.1|DPER
OG0000668	LOC117573147|XP_034111977.1|DALB	LOC6594373|XP_002019341.2|DPER
OG0000668	LOC117576626|XP_034117441.1|DALB	LOC6587462|XP_002014008.1|DPER
OG0000669	LOC117578037|XP_034119049.1|DALB	LOC113566777|XP_026849656.1|DPER
OG0000669	LOC117578011|XP_034119005.1|DALB	LOC6602864|XP_026849658.1|DPER
OG0000670	LOC117565760|XP_034100947.1|DALB	LOC6600115|XP_002025282.1|DPER
OG0000671	LOC117575061|XP_034115033.1|DALB	LOC6594658|XP_026850622.1|DPER
OG0000671	LOC117575017|XP_034114987.1|DALB	LOC6588398|XP_002012944.1|DPER
OG0000672	LOC117567786|XP_034103901.1|DALB	LOC6599414|XP_026847215.1|DPER
OG0000672	LOC117571431|XP_034109468.1|DALB	LOC6602900|XP_026849665.1|DPER
OG0000673	LOC117576886|XP_034117903.1|DALB	LOC6600063|XP_002025187.1|DPER
OG0000673	LOC117568027|XP_034104258.1|DALB	LOC6602362|XP_002027393.2|DPER
OG0000674	LOC117570553|XP_034108170.1|DALB	LOC113566121|XP_026846047.1|DPER, LOC113566209|XP_026846672.1|DPER
OG0000675	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB	LOC6593976|XP_002019018.1|DPER
OG0000677	LOC117571268|XP_034109222.1|DALB	LOC6595930|XP_002020980.1|DPER
OG0000677	LOC117578262|XP_034119575.1|DALB	LOC6598213|XP_002023338.2|DPER
OG0000678	LOC117574094|XP_034113622.1|DALB	LOC6588569|XP_002014183.1|DPER
OG0000678	LOC117565020|XP_034099855.1|DALB	LOC6595700|XP_002020583.2|DPER
OG0000679	LOC117577714|XP_034118508.1|DALB	LOC6598388|XP_002023511.1|DPER
OG0000680	LOC117577640|XP_034118400.1|DALB	LOC6597453|XP_026846508.1|DPER
OG0000680	LOC117568471|XP_034105051.1|DALB	LOC6597452|XP_026846525.1|DPER
OG0000681	LOC117573364|XP_034112384.1|DALB	LOC6587883|XP_002013320.2|DPER
OG0000681	LOC117566126|XP_034101500.1|DALB	LOC6600127|XP_002025294.1|DPER
OG0000683	LOC117574071|XP_034113592.1|DALB	LOC6588345|XP_026843141.1|DPER
OG0000684	LOC117575991|XP_034116379.1|DALB	LOC6591866|XP_002017356.1|DPER
OG0000684	LOC117576609|XP_034117401.1|DALB	LOC6594998|XP_026850975.1|DPER
OG0000685	LOC117574214|XP_034113812.1|DALB	LOC6598795|XP_002023906.1|DPER
OG0000686	LOC117570004|XP_034107290.1|DALB	LOC6590052|XP_002015525.1|DPER
OG0000686	LOC117578192|XP_034119401.1|DALB	LOC6603117|XP_002028083.1|DPER
OG0000687	LOC117572061|XP_034110530.1|DALB	LOC6601200|XP_002026231.1|DPER
OG0000688	LOC117566937|XP_034102459.1|DALB	LOC6592236|XP_002017587.1|DPER
OG0000689	LOC117570131|XP_034107487.1|DALB	LOC6590035|XP_002016309.1|DPER
OG0000689	LOC117570130|XP_034107486.1|DALB	LOC6590036|XP_002016310.1|DPER
OG0000690	LOC117577602|XP_034118339.1|DALB	LOC6599922|XP_002025050.1|DPER
OG0000691	LOC117563341|XP_034097509.1|DALB	LOC6593879|XP_002019176.1|DPER
OG0000691	LOC117572769|XP_034111749.1|DALB	LOC113565973|XP_026845267.1|DPER
OG0000692	LOC117572055|XP_034110522.1|DALB	LOC6599815|XP_002024915.2|DPER
OG0000693	LOC117578299|XP_034119635.1|DALB	LOC6598420|XP_002023598.1|DPER
OG0000693	LOC117574730|XP_034114551.1|DALB	LOC6594209|XP_026850372.1|DPER
OG0000694	LOC117573076|XP_034111850.1|DALB	LOC6600080|XP_026845124.1|DPER
OG0000694	LOC117572591|XP_034111369.1|DALB	LOC6600480|XP_002025671.1|DPER
OG0000695	LOC117563999|XP_034098480.1|DALB	LOC6593362|XP_026844826.1|DPER
OG0000695	LOC117564236|XP_034098818.1|DALB	LOC6593802|XP_026844825.1|DPER
OG0000696	LOC117563384|XP_034097588.1|DALB	LOC6589599|XP_002014832.1|DPER, LOC6597365|XP_002022406.1|DPER, LOC113566188|XP_026846491.1|DPER, LOC6597364|XP_002022405.1|DPER
OG0000697	LOC117564401|XP_034099016.1|DALB	LOC6589229|XP_002014218.1|DPER, LOC113565665|XP_026844161.1|DPER
OG0000698	LOC117564328|XP_034098925.1|DALB	LOC6588756|XP_002014947.2|DPER
OG0000698	LOC117565639|XP_034100740.1|DALB	LOC6588755|XP_002014946.1|DPER
OG0000699	LOC117564258|XP_034098852.1|DALB	LOC6595455|XP_026844479.1|DPER
OG0000699	LOC117576161|XP_034116627.1|DALB	LOC6603558|XP_002028536.1|DPER
OG0000700	LOC117565951|XP_034101231.1|DALB	LOC6595608|XP_026843989.1|DPER
OG0000700	LOC117564896|XP_034099736.1|DALB	LOC6596368|XP_026843733.1|DPER
OG0000701	LOC117568902|XP_034105696.1|DALB	LOC6590266|XP_002015470.1|DPER
OG0000701	LOC117577732|XP_034118526.1|DALB	LOC6598191|XP_026846344.1|DPER
OG0000702	LOC117574244|XP_034113862.1|DALB	LOC6591924|XP_002017426.1|DPER
OG0000702	LOC117574242|XP_034113854.1|DALB	LOC6591925|XP_026840428.1|DPER
OG0000703	LOC117571007|XP_034108853.1|DALB	LOC6601576|XP_026841293.1|DPER
OG0000704	LOC117577622|XP_034118367.1|DALB	LOC6599967|XP_026849210.1|DPER
OG0000704	LOC117574946|XP_034114891.1|DALB	LOC6598854|XP_002023747.1|DPER
OG0000705	LOC117568186|XP_034104530.1|DALB	LOC6595837|XP_002021426.1|DPER
OG0000706	LOC117565201|XP_034100096.1|DALB	LOC6588941|XP_002014911.2|DPER
OG0000706	LOC117578084|XP_034119137.1|DALB	LOC6600147|XP_002025230.1|DPER
OG0000707	LOC117577825|XP_034118653.1|DALB	LOC6599357|XP_002024480.1|DPER
OG0000708	LOC117566954|XP_034102489.1|DALB	LOC6599101|XP_026849275.1|DPER
OG0000708	LOC117568465|XP_034105038.1|DALB	LOC6597376|XP_026846533.1|DPER
OG0000709	LOC117576075|XP_034116503.1|DALB	LOC6595308|XP_002020435.1|DPER
OG0000709	LOC117567689|XP_034103708.1|DALB	LOC6598385|XP_026846195.1|DPER
OG0000710	LOC117576461|XP_034117123.1|DALB	LOC6594349|XP_002019528.1|DPER
OG0000710	LOC117566942|XP_034102465.1|DALB	LOC6592245|XP_002017596.1|DPER
OG0000711	LOC117571032|XP_034108886.1|DALB	LOC6604737|XP_002029610.2|DPER
OG0000711	LOC117575987|XP_034116783.1|DALB	LOC6599996|XP_002025154.2|DPER
OG0000712	LOC117575191|XP_034115194.1|DALB	LOC6594409|XP_002019673.2|DPER
OG0000712	LOC117575190|XP_034115193.1|DALB	LOC6594213|XP_002019672.1|DPER
OG0000713	LOC117575947|XP_034116299.1|DALB	LOC6587653|XP_026850225.1|DPER
OG0000713	LOC117573086|XP_034111870.1|DALB	LOC6601565|XP_002026685.1|DPER
OG0000714	LOC117577929|XP_034118823.1|DALB	LOC6598443|XP_002023570.1|DPER
OG0000714	LOC117570895|XP_034108689.1|DALB	LOC6599667|XP_002024799.1|DPER
OG0000715	LOC117570535|XP_034108132.1|DALB	LOC6594763|XP_002020100.1|DPER, LOC6604406|XP_002029307.2|DPER, LOC6593922|XP_002018683.2|DPER
OG0000716	LOC117569972|XP_034107243.1|DALB	LOC6600355|XP_002025479.1|DPER
OG0000716	LOC117568974|XP_034105825.1|DALB	LOC6597000|XP_002022247.1|DPER
OG0000717	LOC117566524|XP_034101955.1|DALB	LOC113566502|XP_026848197.1|DPER
OG0000718	LOC117573107|XP_034111920.1|DALB	LOC6602561|XP_026846851.1|DPER
OG0000718	LOC117573166|XP_034112022.1|DALB	LOC6601990|XP_026846840.1|DPER
OG0000719	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB	LOC6602776|XP_002027833.2|DPER
OG0000719	LOC117568699|XP_034105404.1|DALB	LOC6600262|XP_002025427.2|DPER
OG0000720	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB	LOC6587685|XP_002012966.2|DPER
OG0000721	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB	LOC6588779|XP_002014250.1|DPER
OG0000723	LOC117568526|XP_034105120.1|DALB	LOC6603249|XP_002028226.1|DPER
OG0000723	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB	LOC6591103|XP_002016257.1|DPER, LOC6591102|XP_002016256.1|DPER
OG0000724	LOC117569982|XP_034107254.1|DALB	LOC6597728|XP_002023000.2|DPER
OG0000724	LOC117576001|XP_034116395.1|DALB	LOC113565135|XP_026841851.1|DPER
OG0000726	LOC117575529|XP_034115668.1|DALB	LOC6591837|XP_002017205.1|DPER
OG0000726	LOC117574905|XP_034114838.1|DALB	LOC6591836|XP_002017204.1|DPER
OG0000727	LOC117576060|XP_034116485.1|DALB	LOC6594229|XP_026850321.1|DPER
OG0000728	LOC117578224|XP_034119488.1|DALB	LOC6599965|XP_002025042.1|DPER
OG0000729	LOC117574265|XP_034113893.1|DALB	LOC113564930|XP_026840224.1|DPER
OG0000729	LOC117574266|XP_034113894.1|DALB	LOC113565756|XP_026844628.1|DPER
OG0000730	LOC117570590|XP_034108225.1|DALB	LOC113565668|XP_026844174.1|DPER
OG0000730	LOC117565891|XP_034101124.1|DALB	LOC6588948|XP_026843905.1|DPER
OG0000731	LOC117572709|XP_034111657.1|DALB	LOC6599739|XP_002024809.1|DPER
OG0000731	LOC117568865|XP_034105643.1|DALB	LOC6602114|XP_002027128.1|DPER
OG0000732	LOC117569565|XP_034106675.1|DALB	LOC6600555|XP_026847501.1|DPER
OG0000732	LOC117569564|XP_034106673.1|DALB	LOC6600556|XP_002025709.2|DPER
OG0000733	LOC117576057|XP_034116480.1|DALB	LOC6594844|XP_002020248.1|DPER
OG0000733	LOC117568400|XP_034104923.1|DALB	LOC6600336|XP_002025345.2|DPER
OG0000734	LOC117572665|XP_034111555.1|DALB	LOC6603302|XP_026849869.1|DPER
OG0000735	LOC117565984|XP_034101289.1|DALB	LOC6596910|XP_002021871.1|DPER
OG0000735	LOC117565101|XP_034099950.1|DALB	LOC6589235|XP_026844882.1|DPER
OG0000736	LOC117564655|XP_034099405.1|DALB	LOC6589180|XP_002015182.2|DPER
OG0000736	LOC117564656|XP_034099406.1|DALB	LOC6589179|XP_026844979.1|DPER
OG0000737	LOC117566900|XP_034102408.1|DALB	LOC6590400|XP_026841044.1|DPER
OG0000738	LOC117564734|XP_034099512.1|DALB	LOC6589558|XP_002015267.1|DPER
OG0000738	LOC117564431|XP_034099058.1|DALB	LOC6593905|XP_002018782.1|DPER
OG0000739	LOC117573942|XP_034113360.1|DALB	LOC6591559|XP_002017108.1|DPER
OG0000739	LOC117573943|XP_034113361.1|DALB	LOC6591561|XP_026841282.1|DPER
OG0000740	LOC117575420|XP_034115495.1|DALB	LOC6594597|XP_026850661.1|DPER
OG0000741	LOC117563427|XP_034097655.1|DALB	LOC6588370|XP_002012927.1|DPER, LOC113566295|XP_026847087.1|DPER
OG0000742	LOC117573481|XP_034112604.1|DALB	LOC6599377|XP_026847199.1|DPER
OG0000742	LOC117575324|XP_034115374.1|DALB	LOC6599376|XP_026847170.1|DPER
OG0000743	LOC117569820|XP_034107033.1|DALB	LOC6601019|XP_026849767.1|DPER
OG0000744	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB	LOC6602072|XP_002027150.1|DPER
OG0000745	LOC117569015|XP_034105894.1|DALB	LOC6593079|XP_002017892.1|DPER
OG0000745	LOC117566607|XP_034102039.1|DALB	LOC6592991|XP_002017667.2|DPER
OG0000746	LOC117568399|XP_034104922.1|DALB	LOC6590129|XP_002016240.1|DPER
OG0000747	LOC117569971|XP_034107239.1|DALB	LOC6596163|XP_026845334.1|DPER
OG0000747	LOC117569548|XP_034106647.1|DALB	LOC6596166|XP_002021143.1|DPER
OG0000748	LOC117565221|XP_034100120.1|DALB	LOC6596392|XP_002021545.2|DPER
OG0000750	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB	LOC6590010|XP_002015463.2|DPER, LOC6590245|XP_002016537.2|DPER
OG0000751	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB	LOC6593180|XP_026842529.1|DPER
OG0000752	LOC117573324|XP_034112323.1|DALB	LOC6594305|XP_002019803.1|DPER
OG0000753	LOC117576010|XP_034116408.1|DALB	LOC6598725|XP_002023872.1|DPER
OG0000754	LOC117573213|XP_034112120.1|DALB	LOC6597690|XP_026846395.1|DPER
OG0000754	LOC117578190|XP_034119397.1|DALB	LOC6599418|XP_002024468.1|DPER
OG0000755	LOC117575392|XP_034115459.1|DALB	LOC6587525|XP_002014040.2|DPER
OG0000755	LOC117575391|XP_034115458.1|DALB	LOC6587569|XP_002014041.2|DPER
OG0000756	LOC117574861|XP_034114767.1|DALB	LOC6591843|XP_026851062.1|DPER
OG0000757	LOC117572369|XP_034111027.1|DALB	LOC6602948|XP_026848752.1|DPER
OG0000758	LOC117568793|XP_034105543.1|DALB	LOC6599811|XP_026847287.1|DPER
OG0000759	LOC117570747|XP_034108459.1|DALB	LOC6601195|XP_026848183.1|DPER
OG0000759	LOC117569826|XP_034107041.1|DALB	LOC6601192|XP_026849949.1|DPER
OG0000762	LOC117564060|XP_034098574.1|DALB	LOC6593836|XP_002018698.2|DPER
OG0000763	LOC117564355|XP_034098961.1|DALB	LOC6593415|XP_002018594.1|DPER
OG0000763	LOC117563779|XP_034098177.1|DALB	LOC6593457|XP_002018595.1|DPER
OG0000764	LOC117578381|XP_034119710.1|DALB	LOC6598303|XP_026846327.1|DPER
OG0000765	LOC117569387|XP_034106408.1|DALB	LOC6599524|XP_002024651.1|DPER
OG0000765	LOC117576457|XP_034117121.1|DALB	LOC6596692|XP_002021961.1|DPER
OG0000766	LOC117565562|XP_034100621.1|DALB	LOC6593521|XP_026843096.1|DPER
OG0000766	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB	LOC6602757|XP_026847724.1|DPER
OG0000767	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB, LOC117572334|XP_034110963.1|DALB	LOC6602354|XP_026848587.1|DPER
OG0000768	LOC117571269|XP_034109223.1|DALB	LOC6595978|XP_002021044.1|DPER
OG0000769	LOC117575653|XP_034115830.1|DALB	LOC6591780|XP_002017141.1|DPER
OG0000769	LOC117569676|XP_034107211.1|DALB	LOC6597849|XP_002023011.1|DPER
OG0000771	LOC117570925|XP_034108746.1|DALB	LOC6601965|XP_002026995.1|DPER
OG0000772	LOC117571008|XP_034108857.1|DALB	LOC6591157|XP_026842414.1|DPER, LOC113565075|XP_026841294.1|DPER
OG0000774	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB	LOC6590425|XP_002016597.1|DPER
OG0000775	LOC117567754|XP_034103833.1|DALB	LOC113565167|XP_026842180.1|DPER
OG0000775	LOC117568491|XP_034105071.1|DALB	LOC6602047|XP_026842466.1|DPER, LOC6590522|XP_002016451.2|DPER
OG0000776	LOC117569411|XP_034106438.1|DALB	LOC113565848|XP_026845037.1|DPER, LOC113565836|XP_026844982.1|DPER
OG0000778	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB	LOC6591731|XP_002016809.1|DPER
OG0000779	LOC117572674|XP_034111596.1|DALB	LOC6601764|XP_026846923.1|DPER
OG0000780	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER
OG0000781	LOC117563918|XP_034098379.1|DALB	LOC6596856|XP_026846021.1|DPER
OG0000781	LOC117567871|XP_034104030.1|DALB	LOC6603262|XP_002028236.1|DPER
OG0000782	LOC117572470|XP_034111208.1|DALB	LOC6595938|XP_002020988.1|DPER
OG0000782	LOC117577755|XP_034118560.1|DALB	LOC6600071|XP_002025195.1|DPER
OG0000783	LOC117577545|XP_034118266.1|DALB	LOC6598279|XP_002023302.1|DPER
OG0000784	LOC117568520|XP_034105113.1|DALB	LOC6601415|XP_002026484.2|DPER
OG0000784	LOC117577783|XP_034118599.1|DALB	LOC6598155|XP_002023492.1|DPER
OG0000785	LOC117573608|XP_034112796.1|DALB	LOC6587255|XP_026850789.1|DPER, LOC6587251|XP_002013052.1|DPER
OG0000786	LOC117576152|XP_034116613.1|DALB	LOC6604641|XP_026841759.1|DPER
OG0000787	LOC117571502|XP_034109561.1|DALB	LOC6599836|XP_002024855.1|DPER
OG0000788	LOC117571425|XP_034109455.1|DALB	LOC113565626|XP_026843947.1|DPER, LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER
OG0000789	LOC117564469|XP_034099157.1|DALB	LOC6596544|XP_002021681.2|DPER
OG0000790	LOC117565021|XP_034099856.1|DALB	LOC6595598|XP_002020946.1|DPER
OG0000790	LOC117565505|XP_034100527.1|DALB	LOC6595597|XP_002020945.2|DPER
OG0000791	LOC117574096|XP_034113625.1|DALB	LOC6595155|XP_026850677.1|DPER
OG0000792	LOC117565572|XP_034100640.1|DALB	LOC6595629|XP_002020703.1|DPER
OG0000793	LOC117576167|XP_034116638.1|DALB	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER
OG0000794	LOC117577528|XP_034118257.1|DALB	LOC6599935|XP_026849197.1|DPER
OG0000795	LOC117565826|XP_034101029.1|DALB	LOC6600079|XP_002025171.1|DPER
OG0000795	LOC117574662|XP_034114458.1|DALB	LOC6594526|XP_002019418.1|DPER
OG0000796	LOC117574816|XP_034114675.1|DALB	LOC6588117|XP_026841940.1|DPER
OG0000796	LOC117568855|XP_034105629.1|DALB	LOC6602891|XP_002027914.1|DPER
OG0000797	LOC117576924|XP_034117958.1|DALB	LOC6591949|XP_002017493.1|DPER
OG0000798	LOC117570303|XP_034107719.1|DALB	LOC6593100|XP_026841074.1|DPER
OG0000798	LOC117568150|XP_034104449.1|DALB	LOC6593098|XP_002017881.1|DPER
OG0000799	LOC117570043|XP_034107359.1|DALB	LOC6591859|XP_002017349.1|DPER
OG0000799	LOC117564754|XP_034099539.1|DALB	LOC6600033|XP_002025080.1|DPER
OG0000800	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB	LOC113566723|XP_026849420.1|DPER, LOC6599543|XP_026849419.1|DPER
OG0000801	LOC117570288|XP_034107699.1|DALB	LOC6590365|XP_002015845.1|DPER
OG0000802	LOC117577880|XP_034118750.1|DALB	LOC6603113|XP_002028130.1|DPER
OG0000803	LOC117568135|XP_034104434.1|DALB	LOC6603294|XP_002028275.1|DPER
OG0000804	LOC117566768|XP_034102202.1|DALB	LOC6590678|XP_026842072.1|DPER
OG0000806	LOC117564430|XP_034099056.1|DALB	LOC6595696|XP_002020722.2|DPER
OG0000808	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB	LOC6595323|XP_002020450.2|DPER, LOC6595317|XP_026851231.1|DPER, LOC6595325|XP_002020452.1|DPER, LOC113567463|XP_026851226.1|DPER, LOC6595318|XP_026850731.1|DPER, LOC6595316|XP_002020443.2|DPER, LOC6595324|XP_026849148.1|DPER
OG0000810	LOC117566663|XP_034102099.1|DALB	LOC6591013|XP_002015578.1|DPER
OG0000811	LOC117574484|XP_034114213.1|DALB	LOC6594686|XP_002019321.1|DPER
OG0000811	LOC117566860|XP_034102345.1|DALB	LOC6590095|XP_026841071.1|DPER
OG0000812	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER
OG0000813	LOC117571344|XP_034109343.1|DALB	LOC6592962|XP_002017964.1|DPER
OG0000813	LOC117566222|XP_034101658.1|DALB	LOC6588976|XP_026844324.1|DPER
OG0000814	LOC117564229|XP_034098812.1|DALB	LOC6589341|XP_002015317.1|DPER
OG0000815	LOC117563814|XP_034098238.1|DALB	LOC6593305|XP_002018648.1|DPER
OG0000816	LOC117576180|XP_034116662.1|DALB	LOC6600749|XP_002025787.1|DPER
OG0000816	LOC117576460|XP_034117122.1|DALB	LOC6594347|XP_002019526.1|DPER
OG0000817	LOC117576120|XP_034116569.1|DALB	LOC6591651|XP_002016864.1|DPER
OG0000817	LOC117574846|XP_034114734.1|DALB	LOC6591650|XP_002016863.1|DPER
OG0000818	LOC117577975|XP_034118947.1|DALB	LOC6602750|XP_002027779.2|DPER
OG0000819	LOC117569146|XP_034106098.1|DALB	LOC6597590|XP_026848948.1|DPER
OG0000819	LOC117577966|XP_034118909.1|DALB	LOC6597591|XP_002022778.2|DPER
OG0000820	LOC117569058|XP_034105962.1|DALB	LOC6592521|XP_026841340.1|DPER
OG0000821	LOC117570756|XP_034108470.1|DALB	LOC6591222|XP_002015893.1|DPER
OG0000822	LOC117564603|XP_034099350.1|DALB	LOC6593791|XP_002018711.1|DPER
OG0000824	LOC117565859|XP_034101085.1|DALB	LOC6589382|XP_002015054.2|DPER, LOC6597672|XP_026848904.1|DPER, LOC6603274|XP_026845942.1|DPER, LOC6597608|XP_026848952.1|DPER, LOC113566636|XP_026848954.1|DPER, LOC6600726|XP_002025796.2|DPER
OG0000825	LOC117575366|XP_034115422.1|DALB, LOC117572490|XP_034111232.1|DALB	LOC6601417|XP_002026486.1|DPER
OG0000825	LOC117565009|XP_034099844.1|DALB	LOC6596506|XP_002021580.1|DPER
OG0000826	LOC117567653|XP_034103656.1|DALB	LOC6591089|XP_002016121.1|DPER
OG0000828	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB	LOC113564932|XP_026840243.1|DPER, LOC6587249|XP_026851022.1|DPER
OG0000829	LOC117566538|XP_034101970.1|DALB	LOC113566884|XP_026849850.1|DPER, LOC113566883|XP_026849849.1|DPER, LOC113566859|XP_026849822.1|DPER, LOC113566842|XP_026849811.1|DPER, LOC113566078|XP_026845807.1|DPER, LOC6602337|XP_026848570.1|DPER, LOC113567087|XP_026850068.1|DPER, LOC113566905|XP_026849913.1|DPER, LOC113566918|XP_026849930.1|DPER, LOC113566893|XP_026849854.1|DPER, LOC113567315|XP_026850448.1|DPER, LOC113567295|XP_026850437.1|DPER, LOC113567314|XP_026850447.1|DPER, LOC113567316|XP_026850449.1|DPER, LOC113567225|XP_026850200.1|DPER, LOC113567226|XP_026850201.1|DPER, LOC113566860|XP_026849823.1|DPER, LOC113567223|XP_026850198.1|DPER, LOC113566880|XP_026849846.1|DPER, LOC113566825|XP_026849780.1|DPER, LOC113566442|XP_026847748.1|DPER, LOC113566533|XP_026848360.1|DPER, LOC113566858|XP_026849821.1|DPER, LOC113566783|XP_026849678.1|DPER, LOC113566786|XP_026849681.1|DPER, LOC113567044|XP_026850049.1|DPER, LOC113566787|XP_026849682.1|DPER, LOC113566805|XP_026849769.1|DPER, LOC113566784|XP_026849679.1|DPER, LOC113566841|XP_026849810.1|DPER, LOC113567086|XP_026850067.1|DPER, LOC113566080|XP_026845808.1|DPER, LOC113567260|XP_026850324.1|DPER, LOC113566856|XP_026849819.1|DPER, LOC113566861|XP_026849824.1|DPER, LOC113567085|XP_026850066.1|DPER, LOC113567224|XP_026850199.1|DPER, LOC113567003|XP_026850027.1|DPER, LOC113566864|XP_026849828.1|DPER, LOC113566879|XP_026849845.1|DPER, LOC113566785|XP_026849680.1|DPER, LOC113566854|XP_026849817.1|DPER, LOC113566862|XP_026849825.1|DPER, LOC113566881|XP_026849847.1|DPER, LOC113566855|XP_026849818.1|DPER, LOC113566853|XP_026849816.1|DPER, LOC113566882|XP_026849848.1|DPER, LOC113566969|XP_026850013.1|DPER, LOC113566878|XP_026849842.1|DPER
OG0000830	LOC117577972|XP_034118944.1|DALB	LOC6597338|XP_026846485.1|DPER
OG0000831	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB	LOC6592813|XP_002017610.1|DPER
OG0000832	LOC117571986|XP_034110385.1|DALB	LOC6600898|XP_002025962.1|DPER
OG0000833	LOC117572217|XP_034110784.1|DALB	LOC6601512|XP_026847973.1|DPER
OG0000834	LOC117575087|XP_034115075.1|DALB	LOC6595001|XP_002020458.1|DPER
OG0000835	LOC117567566|XP_034103517.1|DALB	LOC6596106|XP_026845571.1|DPER
OG0000836	LOC117563664|XP_034097971.1|DALB	LOC6593736|XP_002018994.1|DPER, LOC6588819|XP_026844483.1|DPER
OG0000837	LOC117571457|XP_034109499.1|DALB	LOC6597555|XP_026848902.1|DPER
OG0000838	LOC117564192|XP_034098757.1|DALB	LOC113565840|XP_026844975.1|DPER
OG0000839	LOC117575398|XP_034115464.1|DALB	LOC6588158|XP_002014122.1|DPER
OG0000840	LOC117573869|XP_034113240.1|DALB	LOC6597491|XP_002022727.1|DPER
OG0000841	LOC117575081|XP_034115067.1|DALB	LOC6594661|XP_026839925.1|DPER
OG0000841	LOC117574907|XP_034114841.1|DALB	LOC6594664|XP_026851058.1|DPER
OG0000843	LOC117567698|XP_034103720.1|DALB	LOC6590498|XP_002015647.1|DPER
OG0000844	LOC117575495|XP_034115629.1|DALB	LOC6594387|XP_002019479.1|DPER
OG0000845	LOC117573836|XP_034113582.1|DALB	LOC6599990|XP_026849223.1|DPER, LOC6599992|XP_026849221.1|DPER
OG0000846	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB	LOC6595165|XP_002020292.1|DPER
OG0000847	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB, LOC117568790|XP_034105520.1|DALB	LOC6592365|XP_026841411.1|DPER, LOC6600967|XP_002026005.1|DPER
OG0000848	LOC117566163|XP_034101553.1|DALB	LOC6589833|XP_002014883.1|DPER
OG0000848	LOC117563377|XP_034097571.1|DALB	LOC6593611|XP_026842935.1|DPER
OG0000849	LOC117565268|XP_034100184.1|DALB	LOC6589203|XP_002014693.2|DPER
OG0000849	LOC117565869|XP_034101097.1|DALB	LOC6595483|XP_002020655.2|DPER
OG0000850	LOC117566587|XP_034102019.1|DALB	LOC6591274|XP_026842882.1|DPER
