Orthogroup	DALB.longest_only	DPSE.longest_only
OG0000141	LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB	LOC6900705|XP_002135068.1|DPSE
OG0000142	LOC117573688|XP_034112934.1|DALB	LOC6897479|XP_002137628.3|DPSE
OG0000142	LOC117573203|XP_034112086.1|DALB	LOC4811728|XP_033232983.1|DPSE
OG0000142	LOC117577839|XP_034118671.1|DALB	LOC6901253|XP_002133954.2|DPSE
OG0000143	LOC117572619|XP_034111465.1|DALB	LOC4813283|XP_001353993.3|DPSE
OG0000143	LOC117570901|XP_034108697.1|DALB	LOC4813434|XP_001353992.4|DPSE
OG0000144	LOC117574830|XP_034114694.1|DALB	LOC6897589|XP_033241591.1|DPSE
OG0000144	LOC117575624|XP_034115793.1|DALB	LOC6901434|XP_033238837.1|DPSE
OG0000144	LOC117564386|XP_034098997.1|DALB	LOC26533897|XP_015044394.2|DPSE
OG0000145	LOC117573665|XP_034112888.1|DALB	LOC4814222|XP_001354408.3|DPSE
OG0000145	LOC117565133|XP_034099995.1|DALB	LOC4817494|XP_001356913.2|DPSE
OG0000145	LOC117564784|XP_034099582.1|DALB	LOC4817492|XP_001356911.2|DPSE
OG0000145	LOC117563990|XP_034098470.1|DALB	LOC4817493|XP_001356912.1|DPSE
OG0000147	LOC117563867|XP_034098313.1|DALB	LOC4816304|XP_001355892.2|DPSE
OG0000147	LOC117573367|XP_034112387.1|DALB	LOC4801881|XP_001358904.3|DPSE
OG0000148	LOC117563553|XP_034097824.1|DALB	LOC4816928|XP_033236378.1|DPSE
OG0000148	LOC117563206|XP_034097284.1|DALB	LOC4816143|XP_033237038.1|DPSE
OG0000149	LOC117565727|XP_034100866.1|DALB	LOC4818071|XP_001357237.3|DPSE
OG0000149	LOC117569224|XP_034106193.1|DALB	LOC4816056|XP_001355620.2|DPSE
OG0000150	LOC117564957|XP_034099803.1|DALB	LOC4817514|XP_001356932.3|DPSE, LOC4817516|XP_033236742.1|DPSE, LOC26533225|XP_015036309.2|DPSE, LOC4817517|XP_001356933.2|DPSE
OG0000151	LOC117568976|XP_034105827.1|DALB, LOC117569351|XP_034106374.1|DALB	LOC4813810|XP_001353304.3|DPSE, LOC117185410|XP_033241554.1|DPSE
OG0000151	LOC117569108|XP_034106017.1|DALB	LOC6900423|XP_002134814.1|DPSE, LOC117185407|XP_033241551.1|DPSE
OG0000151	LOC117563802|XP_034098225.1|DALB	LOC117185413|XP_033241559.1|DPSE, LOC4813811|XP_001353305.2|DPSE
OG0000151	LOC117569728|XP_034106892.1|DALB, LOC117571262|XP_034109214.1|DALB	LOC4813087|XP_001353281.3|DPSE
OG0000152	LOC117576816|XP_034117777.1|DALB	LOC4801596|XP_001358665.3|DPSE
OG0000152	LOC117576823|XP_034117786.1|DALB	LOC4801597|XP_001358666.3|DPSE
OG0000152	LOC117576822|XP_034117785.1|DALB	LOC4801595|XP_001358664.3|DPSE
OG0000153	LOC117575070|XP_034115052.1|DALB	LOC6897277|XP_002137437.2|DPSE
OG0000153	LOC117574202|XP_034113798.1|DALB	LOC4801623|XP_001358681.3|DPSE
OG0000153	LOC117574203|XP_034113799.1|DALB	LOC6897279|XP_002137439.1|DPSE
OG0000154	LOC117574657|XP_034114452.1|DALB	LOC4800918|XP_033241792.1|DPSE
OG0000154	LOC117576746|XP_034117670.1|DALB	LOC4800917|XP_001358106.2|DPSE
OG0000155	LOC117572459|XP_034111186.1|DALB	LOC4813315|XP_001353247.3|DPSE
OG0000155	LOC117571424|XP_034109454.1|DALB	LOC4812763|XP_001353242.2|DPSE
OG0000155	LOC117571421|XP_034109452.1|DALB	LOC4813790|XP_001353243.2|DPSE
OG0000156	LOC117563648|XP_034097949.1|DALB, LOC117577396|XP_034118194.1|DALB	LOC6901919|XP_015041001.2|DPSE, LOC26533927|XP_015042936.2|DPSE
OG0000157	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE
OG0000157	LOC117569547|XP_034106646.1|DALB	LOC4805065|XP_001361529.3|DPSE
OG0000158	LOC117567617|XP_034103599.1|DALB	LOC4805548|XP_001361934.2|DPSE
OG0000158	LOC117571685|XP_034109819.1|DALB	LOC4812810|XP_001353456.2|DPSE
OG0000158	LOC117566851|XP_034102334.1|DALB	LOC4813871|XP_033238538.1|DPSE
OG0000159	LOC117568681|XP_034105378.1|DALB	LOC4813365|XP_033240111.1|DPSE
OG0000159	LOC117568060|XP_034104305.1|DALB	LOC4813653|XP_001353959.3|DPSE
OG0000159	LOC117570809|XP_034108556.1|DALB	LOC4813539|XP_001353160.3|DPSE
OG0000160	LOC117576732|XP_034117649.1|DALB	LOC4800954|XP_001358138.2|DPSE
OG0000160	LOC117576738|XP_034117660.1|DALB	LOC4800957|XP_001358139.3|DPSE
OG0000161	LOC117568300|XP_034104724.1|DALB	LOC117183204|XP_033237423.1|DPSE, LOC117184402|XP_033237422.1|DPSE
OG0000161	LOC117568356|XP_034104848.1|DALB	LOC6900773|XP_002135132.3|DPSE
OG0000161	LOC117575469|XP_034115592.1|DALB	LOC4815754|XP_001355384.4|DPSE
OG0000162	LOC117563513|XP_034097781.1|DALB, LOC117576994|XP_034118071.1|DALB	LOC6902668|XP_002133184.2|DPSE
OG0000162	LOC117563600|XP_034097881.1|DALB	LOC4816956|XP_001356727.2|DPSE
OG0000163	LOC117563889|XP_034098341.1|DALB	LOC6902382|XP_002133322.1|DPSE
OG0000163	LOC117574778|XP_034114619.1|DALB	LOC6897260|XP_002137424.2|DPSE
OG0000164	LOC117572083|XP_034110567.1|DALB	LOC4805308|XP_001361727.1|DPSE
OG0000165	LOC117578114|XP_034119188.1|DALB	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE
OG0000166	LOC117571588|XP_034109694.1|DALB	LOC6898988|XP_002138948.2|DPSE
OG0000166	LOC117569363|XP_034106385.1|DALB, LOC117569361|XP_034106384.1|DALB, LOC117568522|XP_034105115.1|DALB	LOC4805524|XP_001361913.2|DPSE
OG0000166	LOC117567640|XP_034103637.1|DALB	LOC4805523|XP_001361912.3|DPSE
OG0000167	LOC117571205|XP_034109141.1|DALB	LOC4812706|XP_001353086.3|DPSE
OG0000168	LOC117566480|XP_034101903.1|DALB	LOC4804195|XP_015039680.2|DPSE, LOC117183604|XP_033233987.1|DPSE
OG0000168	LOC117574426|XP_034114155.1|DALB, LOC117575196|XP_034115202.1|DALB, LOC117575195|XP_034115201.1|DALB, LOC117575197|XP_034115206.1|DALB	LOC6897213|XP_002137385.3|DPSE
OG0000169	LOC117574182|XP_034113766.1|DALB	LOC6897332|XP_002137485.2|DPSE
OG0000169	LOC117568224|XP_034104588.1|DALB	LOC6900999|XP_002134695.2|DPSE
OG0000169	LOC117574877|XP_034114798.1|DALB	LOC4801348|XP_001358457.2|DPSE
OG0000170	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB	LOC6902949|XP_002132675.1|DPSE
OG0000170	LOC117565263|XP_034100177.1|DALB	LOC4816800|XP_001356660.2|DPSE
OG0000170	LOC117565187|XP_034100080.1|DALB	LOC4816799|XP_001356659.2|DPSE
OG0000171	LOC117578387|XP_034119714.1|DALB	LOC4816415|XP_015036793.2|DPSE
OG0000171	LOC117564246|XP_034098831.1|DALB	LOC4817310|XP_001356348.3|DPSE
OG0000171	LOC117578239|XP_034119547.1|DALB	LOC6901864|XP_033241343.1|DPSE
OG0000172	LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE
OG0000172	LOC117567046|XP_034102648.1|DALB	LOC6898323|XP_002138378.2|DPSE, LOC4803976|XP_001360613.4|DPSE, LOC6900110|XP_002135462.3|DPSE, LOC6898268|XP_033233872.1|DPSE, LOC6899002|XP_033233436.1|DPSE, LOC4812066|XP_033238024.1|DPSE
OG0000173	LOC117571967|XP_034110359.1|DALB	LOC6898259|XP_033233396.1|DPSE
OG0000173	LOC117566583|XP_034102016.1|DALB, LOC117571966|XP_034110358.1|DALB, LOC117571960|XP_034110351.1|DALB	LOC4803831|XP_001360485.1|DPSE
OG0000174	LOC117568649|XP_034105334.1|DALB	LOC4803481|XP_001360199.2|DPSE
OG0000174	LOC117565114|XP_034099964.1|DALB	LOC4816187|XP_001355838.3|DPSE
OG0000174	LOC117567018|XP_034102596.1|DALB	LOC4805188|XP_001361635.2|DPSE
OG0000175	LOC117573592|XP_034112778.1|DALB	LOC6897968|XP_002138067.1|DPSE
OG0000175	LOC117576209|XP_034116701.1|DALB	LOC4802223|XP_002137664.4|DPSE
OG0000176	LOC117568607|XP_034105259.1|DALB	LOC4812013|XP_001352650.2|DPSE
OG0000176	LOC117571990|XP_034110389.1|DALB	LOC6900060|XP_002135424.3|DPSE
OG0000176	LOC117572791|XP_034111785.1|DALB	LOC4812256|XP_033238392.1|DPSE
OG0000176	LOC117572792|XP_034111786.1|DALB	LOC117184506|XP_033238394.1|DPSE
OG0000177	LOC117577910|XP_034118799.1|DALB	LOC4815261|XP_002134398.2|DPSE
OG0000177	LOC117573574|XP_034112753.1|DALB	LOC4801082|XP_001358241.2|DPSE
OG0000177	LOC117571010|XP_034108859.1|DALB, LOC117568418|XP_034104954.1|DALB	LOC26532615|XP_033237501.1|DPSE
OG0000178	LOC117571034|XP_034108891.1|DALB	LOC6902105|XP_002133636.2|DPSE
OG0000179	LOC117566864|XP_034102353.1|DALB	LOC4805135|XP_015040459.2|DPSE
OG0000179	LOC117569415|XP_034106444.1|DALB	LOC6898179|XP_033234236.1|DPSE
OG0000179	LOC117563225|XP_034097312.1|DALB	LOC4817927|XP_033236715.1|DPSE
OG0000180	LOC117567497|XP_034103417.1|DALB, LOC117567495|XP_034103415.1|DALB, LOC117567496|XP_034103416.1|DALB, LOC117567492|XP_034103413.1|DALB, LOC117567493|XP_034103414.1|DALB, LOC117567489|XP_034103410.1|DALB	LOC4804809|XP_001361313.2|DPSE
OG0000181	LOC117576068|XP_034116494.1|DALB	LOC4802751|XP_001359612.1|DPSE
OG0000181	LOC117573610|XP_034112799.1|DALB	LOC4801174|XP_001358308.3|DPSE
OG0000182	LOC117575402|XP_034115472.1|DALB	LOC4802044|XP_001359037.2|DPSE
OG0000182	LOC117575407|XP_034115477.1|DALB, LOC117575401|XP_034115471.1|DALB	LOC4802043|XP_001359036.2|DPSE
OG0000182	LOC117575400|XP_034115470.1|DALB	LOC6897440|XP_002137590.2|DPSE
OG0000183	LOC117568497|XP_034105078.1|DALB	LOC6900177|XP_002135516.2|DPSE
OG0000183	LOC117568151|XP_034104454.1|DALB	LOC4812682|XP_015044112.2|DPSE
OG0000184	LOC117565003|XP_034099839.1|DALB	LOC4817147|XP_001356460.3|DPSE
OG0000184	LOC117564674|XP_034099432.1|DALB, LOC117565570|XP_034100637.1|DALB	LOC4816852|XP_001356459.3|DPSE
OG0000185	LOC117575601|XP_034115761.1|DALB	LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE
OG0000186	LOC117572307|XP_034110932.1|DALB, LOC117572317|XP_034110944.1|DALB	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE
OG0000187	LOC117565650|XP_034100758.1|DALB	LOC4815239|XP_015042164.2|DPSE
OG0000188	LOC117565843|XP_034101051.1|DALB	LOC4814758|XP_001355055.1|DPSE
OG0000188	LOC117577871|XP_034118719.1|DALB	LOC4814826|XP_001355051.3|DPSE
OG0000189	LOC117565678|XP_034100803.1|DALB	LOC6902645|XP_033235428.1|DPSE
OG0000189	LOC117578009|XP_034118997.1|DALB	LOC4814760|XP_033239771.1|DPSE
OG0000189	LOC117572884|XP_034111814.1|DALB	LOC6901103|XP_033238061.1|DPSE
OG0000190	LOC117567663|XP_034103672.1|DALB	LOC4804183|XP_033233972.1|DPSE
OG0000190	LOC117572191|XP_034110739.1|DALB	LOC4815789|XP_033238609.1|DPSE
OG0000190	LOC117570406|XP_034107921.1|DALB	LOC4804182|XP_001360785.3|DPSE
OG0000191	LOC117571552|XP_034109646.1|DALB, LOC117566650|XP_034102083.1|DALB, LOC117566651|XP_034102085.1|DALB, LOC117566648|XP_034102082.1|DALB, LOC117571355|XP_034109355.1|DALB, LOC117572732|XP_034111693.1|DALB, LOC117570093|XP_034107431.1|DALB	LOC6898085|XP_033233403.1|DPSE
OG0000191	LOC117570692|XP_034108385.1|DALB	LOC4804121|XP_001360732.3|DPSE
OG0000192	LOC117576861|XP_034117854.1|DALB, LOC117575019|XP_034114989.1|DALB	LOC4802843|XP_001359679.3|DPSE
OG0000192	LOC117566535|XP_034101967.1|DALB	LOC26532408|XP_015042933.2|DPSE
OG0000192	LOC117566534|XP_034101965.1|DALB	LOC4813888|XP_001353589.3|DPSE
OG0000193	LOC117563405|XP_034097630.1|DALB	LOC4817245|XP_001356707.4|DPSE
OG0000193	LOC117568210|XP_034104572.1|DALB	LOC4812047|XP_001352715.1|DPSE
OG0000195	LOC117569042|XP_034105935.1|DALB	LOC6899792|XP_033239808.1|DPSE, LOC4811669|XP_001352258.2|DPSE, LOC117183193|XP_033237724.1|DPSE
OG0000195	LOC117568341|XP_034104816.1|DALB	LOC4805143|XP_001361595.2|DPSE
OG0000196	LOC117565290|XP_034100210.1|DALB	LOC4816773|XP_015036492.2|DPSE
OG0000196	LOC117565289|XP_034100209.1|DALB	LOC4817701|XP_001357081.4|DPSE
OG0000196	LOC117563956|XP_034098420.1|DALB	LOC4816535|XP_015036495.2|DPSE
OG0000197	LOC117578021|XP_034119016.1|DALB	LOC4815865|XP_001355518.2|DPSE
OG0000197	LOC117578047|XP_034119061.1|DALB	LOC6902142|XP_033240109.1|DPSE
OG0000197	LOC117577991|XP_034118982.1|DALB	LOC4816099|XP_001355514.4|DPSE
OG0000199	LOC117566702|XP_034102139.1|DALB	LOC15382897|XP_004444500.1|DPSE
OG0000199	LOC117570176|XP_034107543.1|DALB	LOC6898920|XP_002138885.2|DPSE
OG0000200	LOC117575860|XP_034116171.1|DALB	LOC6896763|XP_033232743.1|DPSE, LOC6902764|XP_033236196.1|DPSE
OG0000200	LOC117574037|XP_034113527.1|DALB	LOC4800468|XP_001357737.1|DPSE
OG0000201	LOC117575566|XP_034115719.1|DALB, LOC117575567|XP_034115720.1|DALB, LOC117575563|XP_034115715.1|DALB, LOC117575564|XP_034115717.1|DALB, LOC117573568|XP_034112746.1|DALB	LOC4800909|XP_001358098.3|DPSE
OG0000201	LOC117576042|XP_034116458.1|DALB	LOC4800908|XP_001358097.2|DPSE
OG0000202	LOC117573335|XP_034112335.1|DALB	LOC4803189|XP_001359972.1|DPSE
OG0000202	LOC117566720|XP_034102156.1|DALB	LOC4813462|XP_001353498.3|DPSE
OG0000202	LOC117570700|XP_034108394.1|DALB	LOC6898414|XP_002138460.2|DPSE, LOC4813696|XP_001353497.2|DPSE
OG0000202	LOC117569554|XP_034106663.1|DALB	LOC6902317|XP_002133844.2|DPSE, LOC6902316|XP_002133843.2|DPSE
OG0000203	LOC117566696|XP_034102133.1|DALB, LOC117566694|XP_034102132.1|DALB	LOC6898299|XP_002138361.2|DPSE
OG0000203	LOC117567829|XP_034103964.1|DALB, LOC117567827|XP_034103961.1|DALB	LOC4803932|XP_001360573.3|DPSE
OG0000203	LOC117567828|XP_034103963.1|DALB	LOC4803933|XP_015039442.2|DPSE
OG0000204	LOC117572209|XP_034110769.1|DALB, LOC117572215|XP_034110782.1|DALB	LOC6898198|XP_002138267.3|DPSE, LOC6898197|XP_033233413.1|DPSE, LOC6898196|XP_002138265.3|DPSE, LOC6898199|XP_033233414.1|DPSE, LOC4814064|XP_033240619.1|DPSE, LOC117185062|XP_033240618.1|DPSE
OG0000205	LOC117573755|XP_034113030.1|DALB	LOC6896969|XP_002137154.1|DPSE
OG0000205	LOC117576715|XP_034117625.1|DALB	LOC4801828|XP_001358861.1|DPSE
OG0000206	LOC117571486|XP_034109543.1|DALB	LOC4804616|XP_001361149.2|DPSE
OG0000206	LOC117565488|XP_034100482.1|DALB	LOC4817789|XP_001357148.2|DPSE
OG0000206	LOC117568661|XP_034105354.1|DALB	LOC4804615|XP_001361148.1|DPSE
OG0000207	LOC117570854|XP_034108624.1|DALB	LOC4812082|XP_001352422.2|DPSE
OG0000207	LOC117570017|XP_034107324.1|DALB	LOC6900480|XP_002134870.3|DPSE
OG0000208	LOC117566642|XP_034102075.1|DALB	LOC4804859|XP_001361352.5|DPSE, LOC6898681|XP_002138686.2|DPSE
OG0000210	LOC117568543|XP_034105151.1|DALB	LOC4803708|XP_001360382.3|DPSE
OG0000210	LOC117578045|XP_034119055.1|DALB	LOC4816053|XP_001355344.3|DPSE
OG0000211	LOC117575508|XP_034115645.1|DALB	LOC4800838|XP_015038679.2|DPSE
OG0000211	LOC117575517|XP_034115656.1|DALB, LOC117575507|XP_034115642.1|DALB	LOC4800837|XP_001358041.1|DPSE
OG0000212	LOC117564751|XP_034099532.1|DALB	LOC4817234|XP_001356462.4|DPSE
OG0000212	LOC117565894|XP_034101127.1|DALB	LOC4817206|XP_015035836.2|DPSE
OG0000213	LOC117569468|XP_034106527.1|DALB	LOC6900601|XP_002134973.2|DPSE
OG0000213	LOC117571215|XP_034109154.1|DALB	LOC6898024|XP_002138113.2|DPSE
OG0000214	LOC117570634|XP_034108297.1|DALB	LOC4815359|XP_001355083.1|DPSE
OG0000214	LOC117567932|XP_034104111.1|DALB	LOC4803365|XP_001360104.2|DPSE
OG0000214	LOC117574554|XP_034114317.1|DALB, LOC117563668|XP_034097982.1|DALB	LOC6897492|XP_002137641.2|DPSE
OG0000215	LOC117571523|XP_034109590.1|DALB	LOC4812373|XP_001352879.3|DPSE
OG0000215	LOC117570892|XP_034108685.1|DALB	LOC4812359|XP_001352880.2|DPSE
OG0000215	LOC117567071|XP_034102704.1|DALB	LOC4812903|XP_001353579.3|DPSE
OG0000216	LOC117564424|XP_034099053.1|DALB	LOC6902024|XP_002133558.2|DPSE
OG0000217	LOC117569293|XP_034106295.1|DALB	LOC4815688|XP_001355637.1|DPSE
OG0000217	LOC117565530|XP_034100565.1|DALB	LOC6902941|XP_002132667.2|DPSE
OG0000217	LOC117569284|XP_034106285.1|DALB	LOC4815476|XP_033237852.1|DPSE
OG0000218	LOC117565397|XP_034100373.1|DALB, LOC117565399|XP_034100375.1|DALB	LOC6898310|XP_002138372.2|DPSE, LOC26533486|XP_015036172.2|DPSE, LOC6903016|XP_033237020.1|DPSE
OG0000219	LOC117572696|XP_034111639.1|DALB	LOC4803454|XP_001360175.1|DPSE
OG0000219	LOC117572697|XP_034111642.1|DALB	LOC4803452|XP_001360173.1|DPSE
OG0000219	LOC117572694|XP_034111636.1|DALB	LOC4803456|XP_001360177.2|DPSE
OG0000220	LOC117571936|XP_034110318.1|DALB	LOC4813991|XP_001354159.1|DPSE
OG0000220	LOC117568869|XP_034105649.1|DALB	LOC4814004|XP_001354158.1|DPSE
OG0000220	LOC117569234|XP_034106199.1|DALB	LOC4814038|XP_001354160.2|DPSE
OG0000221	LOC117566825|XP_034102280.1|DALB	LOC4805195|XP_001361640.1|DPSE
OG0000221	LOC117566823|XP_034102277.1|DALB	LOC4805196|XP_033234937.1|DPSE
OG0000222	LOC117564429|XP_034099055.1|DALB	LOC6902701|XP_002133215.1|DPSE
OG0000223	LOC117577796|XP_034118615.1|DALB, LOC117570052|XP_034107371.1|DALB	LOC6898748|XP_002138733.2|DPSE, LOC6899938|XP_002135306.2|DPSE
OG0000223	LOC117568106|XP_034104389.1|DALB, LOC117566366|XP_034101750.1|DALB, LOC117566367|XP_034101753.1|DALB, LOC117572101|XP_034110600.1|DALB, LOC117566364|XP_034101749.1|DALB, LOC117572100|XP_034110599.1|DALB, LOC117566371|XP_034101760.1|DALB	LOC4813332|XP_001353228.3|DPSE
OG0000224	LOC117568022|XP_034104241.1|DALB	LOC4804805|XP_001361308.3|DPSE
OG0000224	LOC117572580|XP_034111355.1|DALB	LOC4804703|XP_001361221.2|DPSE
OG0000225	LOC117574895|XP_034114823.1|DALB	LOC4802155|XP_001359130.4|DPSE
OG0000225	LOC117576058|XP_034116481.1|DALB	LOC13036535|XP_003736682.1|DPSE
OG0000225	LOC117573300|XP_034112295.1|DALB	LOC4802156|XP_001359131.4|DPSE
OG0000226	LOC117569215|XP_034106180.1|DALB	LOC4813355|XP_001353876.4|DPSE
OG0000226	LOC117569217|XP_034106182.1|DALB	LOC6900737|XP_002135097.1|DPSE
OG0000226	LOC117572309|XP_034110930.1|DALB	LOC6900736|XP_002135096.3|DPSE
OG0000228	LOC117566121|XP_034101488.1|DALB	LOC6897807|XP_002137912.1|DPSE
OG0000228	LOC117576698|XP_034117586.1|DALB	LOC6897620|XP_033241590.1|DPSE
OG0000228	LOC117565580|XP_034100666.1|DALB	LOC6902547|XP_002133089.2|DPSE
OG0000229	LOC117574960|XP_034114913.1|DALB	LOC4801176|XP_033234303.1|DPSE
OG0000229	LOC117574924|XP_034114864.1|DALB	LOC4803305|XP_001360068.3|DPSE
OG0000230	LOC117566559|XP_034101992.1|DALB	LOC6899082|XP_002138999.2|DPSE, LOC4805635|XP_001362005.3|DPSE, LOC6899081|XP_002138998.2|DPSE
OG0000231	LOC117566613|XP_034102046.1|DALB, LOC117566616|XP_034102048.1|DALB, LOC117566614|XP_034102047.1|DALB, LOC117571234|XP_034109176.1|DALB	LOC6902466|XP_033235707.1|DPSE, LOC6902467|XP_002133012.2|DPSE, LOC6902469|XP_033235452.1|DPSE
OG0000232	LOC117576650|XP_034117478.1|DALB	LOC4802568|XP_001359463.3|DPSE
OG0000232	LOC117566481|XP_034101904.1|DALB	LOC4803434|XP_001360149.2|DPSE
OG0000232	LOC117569347|XP_034106371.1|DALB	LOC4803433|XP_001360148.3|DPSE
OG0000233	LOC117576034|XP_034116445.1|DALB	LOC117183371|XP_033232998.1|DPSE
OG0000233	LOC117574223|XP_034113820.1|DALB	LOC6896892|XP_002137081.2|DPSE
OG0000233	LOC117574222|XP_034113819.1|DALB	LOC6896893|XP_002137082.3|DPSE
OG0000234	LOC117570085|XP_034107421.1|DALB	LOC6898275|XP_033233843.1|DPSE
OG0000234	LOC117566574|XP_034102007.1|DALB	LOC26532611|XP_015039410.1|DPSE
OG0000235	LOC117574358|XP_034114083.1|DALB	LOC4801821|XP_001358854.3|DPSE
OG0000235	LOC117575557|XP_034115708.1|DALB, LOC117575558|XP_034115709.1|DALB	LOC4801823|XP_001358856.3|DPSE, LOC4801822|XP_001358855.2|DPSE
OG0000236	LOC117563565|XP_034097836.1|DALB	LOC6902815|XP_002132552.2|DPSE
OG0000236	LOC117565148|XP_034100017.1|DALB	LOC6902587|XP_002133115.2|DPSE
OG0000236	LOC117569618|XP_034106749.1|DALB	LOC6902137|XP_002133668.2|DPSE
OG0000237	LOC117572202|XP_034110748.1|DALB	LOC4803405|XP_033234938.1|DPSE
OG0000237	LOC117569093|XP_034106004.1|DALB	LOC6897206|XP_002137378.2|DPSE
OG0000238	LOC117564900|XP_034099743.1|DALB	LOC4817449|XP_001356851.3|DPSE
OG0000238	LOC117565438|XP_034100419.1|DALB	LOC4817036|XP_001356852.4|DPSE
OG0000239	LOC117573550|XP_034112721.1|DALB, LOC117573544|XP_034112714.1|DALB	LOC6897523|XP_002137672.2|DPSE
OG0000240	LOC117576203|XP_034116687.1|DALB	LOC4802598|XP_033236476.1|DPSE
OG0000240	LOC117575742|XP_034115986.1|DALB	LOC4802600|XP_001359490.4|DPSE
OG0000240	LOC117573830|XP_034113151.1|DALB	LOC6897546|XP_002137692.3|DPSE
OG0000241	LOC117572642|XP_034111510.1|DALB, LOC117566477|XP_034101899.1|DALB	LOC6897628|XP_002137771.2|DPSE, LOC6900340|XP_033239971.1|DPSE, LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE, LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE, LOC6903043|XP_002132767.2|DPSE
OG0000244	LOC117574348|XP_034114061.1|DALB, LOC117574126|XP_034113674.1|DALB	LOC4801624|XP_001358683.2|DPSE
OG0000244	LOC117574125|XP_034113671.1|DALB, LOC117574127|XP_034113675.1|DALB, LOC117574350|XP_034114062.1|DALB	LOC6897282|XP_002137442.3|DPSE, LOC6897281|XP_002137441.2|DPSE
OG0000246	LOC117569776|XP_034106966.1|DALB, LOC117569978|XP_034107246.1|DALB	LOC4804096|XP_001360714.4|DPSE
OG0000247	LOC117574615|XP_034114394.1|DALB, LOC117576863|XP_034117856.1|DALB, LOC117576864|XP_034117857.1|DALB, LOC117576102|XP_034116550.1|DALB	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE
OG0000248	LOC117572628|XP_034111474.1|DALB	LOC4813216|XP_001353442.3|DPSE
OG0000248	LOC117572312|XP_034110934.1|DALB	LOC4813642|XP_001353443.1|DPSE
OG0000248	LOC117571230|XP_034109169.1|DALB	LOC4803973|XP_001360610.3|DPSE
OG0000249	LOC117565967|XP_034101255.1|DALB	LOC4816954|XP_001356610.1|DPSE
OG0000249	LOC117565966|XP_034101254.1|DALB	LOC4817054|XP_033235668.1|DPSE
OG0000249	LOC117565964|XP_034101251.1|DALB	LOC4817053|XP_001356608.2|DPSE
OG0000250	LOC117565993|XP_034101303.1|DALB	LOC6902470|XP_002133015.1|DPSE
OG0000250	LOC117565991|XP_034101299.1|DALB	LOC4816651|XP_001355902.1|DPSE
OG0000250	LOC117565102|XP_034099951.1|DALB	LOC4816428|XP_001355900.2|DPSE
OG0000251	LOC117578326|XP_034119679.1|DALB	LOC4815596|XP_001355481.3|DPSE
OG0000251	LOC117571305|XP_034109267.1|DALB	LOC4805604|XP_001361981.3|DPSE
OG0000251	LOC117572293|XP_034110893.1|DALB	LOC4812701|XP_015044137.2|DPSE
OG0000252	LOC117568566|XP_034105185.1|DALB	LOC4805249|XP_001361681.4|DPSE
OG0000252	LOC117568667|XP_034105361.1|DALB	LOC117183753|XP_033234708.1|DPSE
OG0000252	LOC117568789|XP_034105519.1|DALB	LOC4805248|XP_001361680.2|DPSE
OG0000253	LOC117572092|XP_034110581.1|DALB, LOC117571226|XP_034109164.1|DALB	LOC4804806|XP_001361307.2|DPSE
OG0000253	LOC117578400|XP_034119746.1|DALB	LOC4804808|XP_001361309.3|DPSE
OG0000254	LOC117574397|XP_034114127.1|DALB	LOC4801462|XP_033233166.1|DPSE, LOC6897220|XP_002137392.2|DPSE
OG0000255	LOC117569644|XP_034106774.1|DALB	LOC4803685|XP_001360362.1|DPSE
OG0000255	LOC117569643|XP_034106773.1|DALB	LOC4803683|XP_001360361.3|DPSE
OG0000256	LOC117567676|XP_034103689.1|DALB	LOC6898212|XP_002138279.2|DPSE
OG0000256	LOC117571090|XP_034108965.1|DALB, LOC117568646|XP_034105332.1|DALB, LOC117568158|XP_034104468.1|DALB, LOC117568156|XP_034104465.1|DALB	LOC4803621|XP_001360310.3|DPSE
OG0000258	LOC117571056|XP_034108916.1|DALB	LOC6903489|XP_002132368.2|DPSE
