Orthogroup	DALB.longest_only	DELE.longest_only
OG0002425	LOC117563351|XP_034097532.1|DALB	LOC108136514|XP_017113263.1|DELE
OG0002426	LOC117566389|XP_034101785.1|DALB	LOC108145959|XP_017127166.1|DELE
OG0002427	LOC117573111|XP_034111925.1|DALB	LOC108145329|XP_017126200.1|DELE
OG0002428	LOC117578291|XP_034119622.1|DALB	LOC108148409|XP_017130937.1|DELE, LOC108134575|XP_017110415.1|DELE
OG0002429	LOC117572605|XP_034111433.1|DALB	LOC108145902|XP_017127044.1|DELE
OG0002430	LOC117570263|XP_034107667.1|DALB	LOC108149656|XP_017132887.1|DELE
OG0002431	LOC117568956|XP_034105806.1|DALB	LOC108143600|XP_017123612.1|DELE
OG0002432	LOC117577048|XP_034118075.1|DALB	LOC108137204|XP_017114284.1|DELE
OG0002433	LOC117576724|XP_034117635.1|DALB	LOC108135852|XP_017112233.1|DELE
OG0002434	LOC117573185|XP_034112060.1|DALB	LOC108139282|XP_017117467.1|DELE
OG0002435	LOC117567219|XP_034102942.1|DALB	LOC108140889|XP_017119412.1|DELE
OG0002436	LOC117567268|XP_034103021.1|DALB	LOC108147582|XP_017129704.1|DELE
OG0002437	LOC117572707|XP_034111656.1|DALB	LOC108149850|XP_017133215.1|DELE
OG0002438	LOC117567429|XP_034103322.1|DALB	LOC108136274|XP_017112831.1|DELE
OG0002440	LOC117567784|XP_034103888.1|DALB	LOC108135607|XP_017111908.1|DELE
OG0002441	LOC117572749|XP_034111716.1|DALB	LOC108141324|XP_017120091.1|DELE
OG0002442	LOC117572142|XP_034110673.1|DALB	LOC108144329|XP_017124528.1|DELE
OG0002443	LOC117571279|XP_034109233.1|DALB	LOC108143488|XP_017123426.1|DELE
OG0002444	LOC117572127|XP_034110646.1|DALB	LOC108143646|XP_017123647.1|DELE
OG0002445	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB	LOC108134666|XP_017110551.1|DELE
OG0002446	LOC117567141|XP_034102846.1|DALB	LOC108149765|XP_017133078.1|DELE
OG0002447	LOC117570543|XP_034108150.1|DALB	LOC108146851|XP_017128549.1|DELE
OG0002448	LOC117566991|XP_034102550.1|DALB	LOC108142044|XP_017121212.1|DELE
OG0002449	LOC117566405|XP_034101809.1|DALB	LOC108144485|XP_017124904.1|DELE
OG0002450	LOC117576498|XP_034117168.1|DALB	LOC108134667|XP_017110555.1|DELE
OG0002451	LOC117568797|XP_034105549.1|DALB	LOC108149712|XP_017132970.1|DELE
OG0002452	LOC117568625|XP_034105305.1|DALB	LOC108134623|XP_017110497.1|DELE
OG0002453	LOC117568621|XP_034105298.1|DALB	LOC108134642|XP_017110520.1|DELE
OG0002454	LOC117570027|XP_034107338.1|DALB	LOC108146257|XP_017127683.1|DELE
OG0002455	LOC117570024|XP_034107335.1|DALB	LOC108146255|XP_017127682.1|DELE
OG0002456	LOC117568051|XP_034104288.1|DALB	LOC108149155|XP_017132042.1|DELE
OG0002457	LOC117566874|XP_034102370.1|DALB	LOC108149618|XP_017132831.1|DELE
OG0002458	LOC117563896|XP_034098348.1|DALB	LOC108149904|XP_017133296.1|DELE
OG0002459	LOC117571949|XP_034110336.1|DALB	LOC108149105|XP_017131992.1|DELE
OG0002460	LOC117570662|XP_034108340.1|DALB	LOC108144884|XP_017125532.1|DELE
OG0002461	LOC117570255|XP_034107659.1|DALB	LOC108144829|XP_017125454.1|DELE
OG0002462	LOC117567707|XP_034103734.1|DALB	LOC108137053|XP_017114043.1|DELE, LOC108137455|XP_017114645.1|DELE
OG0002463	LOC117571446|XP_034109482.1|DALB	LOC108144814|XP_017125431.1|DELE
OG0002464	LOC117572145|XP_034110676.1|DALB	LOC108144331|XP_017124530.1|DELE
OG0002465	LOC117571673|XP_034109804.1|DALB	LOC108143633|XP_017123636.1|DELE
OG0002466	LOC117573144|XP_034111974.1|DALB	LOC108145304|XP_017126123.1|DELE
OG0002467	LOC117570649|XP_034108310.1|DALB	LOC108147538|XP_017129610.1|DELE
OG0002468	LOC117570663|XP_034108341.1|DALB	LOC108146959|XP_017128704.1|DELE
OG0002469	LOC117576818|XP_034117779.1|DALB	LOC108141060|XP_017119703.1|DELE
OG0002470	LOC117569671|XP_034106809.1|DALB	LOC108149885|XP_017133270.1|DELE
OG0002471	LOC117566403|XP_034101807.1|DALB	LOC108141538|XP_017120467.1|DELE
OG0002472	LOC117569416|XP_034106446.1|DALB	LOC108137875|XP_017115302.1|DELE
OG0002473	LOC117567223|XP_034102946.1|DALB	LOC108144809|XP_017125426.1|DELE
OG0002474	LOC117569483|XP_034106547.1|DALB	LOC108136053|XP_017112472.1|DELE
OG0002475	LOC117575184|XP_034115185.1|DALB	LOC108148923|XP_017131729.1|DELE
OG0002476	LOC117570890|XP_034108678.1|DALB	LOC108137561|XP_017114776.1|DELE
OG0002477	LOC117567612|XP_034103592.1|DALB	LOC108144975|XP_017125612.1|DELE, LOC108148249|XP_017130703.1|DELE
OG0002478	LOC117571463|XP_034109505.1|DALB	LOC108143694|XP_017123709.1|DELE, LOC108144490|XP_017124950.1|DELE
OG0002479	LOC117570727|XP_034108440.1|DALB	LOC108149806|XP_017133161.1|DELE
OG0002481	LOC117564139|XP_034098693.1|DALB	LOC108136333|XP_017112926.1|DELE
OG0002482	LOC117566700|XP_034102137.1|DALB	LOC108149056|XP_017131890.1|DELE
OG0002483	LOC117569221|XP_034106189.1|DALB	LOC108141506|XP_017120423.1|DELE
OG0002484	LOC117571746|XP_034109984.1|DALB	LOC108144612|XP_017125122.1|DELE
OG0002485	LOC117567433|XP_034103330.1|DALB	LOC108145458|XP_017126391.1|DELE
OG0002486	LOC117570192|XP_034107568.1|DALB	LOC108142505|XP_017121900.1|DELE
OG0002487	LOC117565663|XP_034100779.1|DALB	LOC108137803|XP_017115229.1|DELE
OG0002488	LOC117567940|XP_034104125.1|DALB	LOC108143708|XP_017123728.1|DELE
OG0002489	LOC117572485|XP_034111226.1|DALB	LOC108146298|XP_017127733.1|DELE
OG0002490	LOC117567616|XP_034103596.1|DALB	LOC108144980|XP_017125621.1|DELE
OG0002491	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB	LOC108146793|XP_017128450.1|DELE
OG0002492	LOC117570422|XP_034107946.1|DALB	LOC108144517|XP_017124946.1|DELE
OG0002493	LOC117568796|XP_034105548.1|DALB	LOC108149690|XP_017132949.1|DELE
OG0002494	LOC117575001|XP_034114967.1|DALB	LOC108139365|XP_017117580.1|DELE
OG0002495	LOC117567939|XP_034104121.1|DALB	LOC108144528|XP_017124967.1|DELE
OG0002496	LOC117576106|XP_034116555.1|DALB	LOC108147110|XP_017128889.1|DELE
OG0002497	LOC117570735|XP_034108447.1|DALB	LOC108145715|XP_017126765.1|DELE
OG0002498	LOC117570241|XP_034107634.1|DALB	LOC108142232|XP_017121440.1|DELE
OG0002499	LOC117571352|XP_034109352.1|DALB	LOC108146426|XP_017127919.1|DELE
OG0002500	LOC117576766|XP_034117706.1|DALB	LOC108148651|XP_017131265.1|DELE
OG0002501	LOC117563880|XP_034098330.1|DALB	LOC108138677|XP_017116513.1|DELE
OG0002502	LOC117572784|XP_034111773.1|DALB	LOC108144722|XP_017125306.1|DELE, LOC108144720|XP_017125305.1|DELE
OG0002504	LOC117571061|XP_034108921.1|DALB	LOC108146649|XP_017128183.1|DELE
OG0002505	LOC117571285|XP_034109242.1|DALB	LOC108145229|XP_017125982.1|DELE
OG0002508	LOC117565880|XP_034101115.1|DALB	LOC108136529|XP_017113294.1|DELE
OG0002509	LOC117570436|XP_034107984.1|DALB	LOC108149654|XP_017132883.1|DELE
OG0002510	LOC117577919|XP_034118807.1|DALB	LOC108140894|XP_017119425.1|DELE
OG0002511	LOC117575857|XP_034116168.1|DALB	LOC108139303|XP_017117491.1|DELE
OG0002512	LOC117573148|XP_034111979.1|DALB	LOC108145320|XP_017126181.1|DELE
OG0002513	LOC117576603|XP_034117390.1|DALB	LOC108139268|XP_017117444.1|DELE
OG0002514	LOC117567043|XP_034102645.1|DALB	LOC108146401|XP_017127889.1|DELE
OG0002516	LOC117576359|XP_034116940.1|DALB	LOC108147316|XP_017129231.1|DELE
OG0002517	LOC117578080|XP_034119122.1|DALB	LOC108138502|XP_017116213.1|DELE
OG0002518	LOC117573461|XP_034112574.1|DALB	LOC108136681|XP_017113492.1|DELE
OG0002519	LOC117572224|XP_034110793.1|DALB	LOC108145455|XP_017126387.1|DELE
OG0002520	LOC117566135|XP_034101512.1|DALB	LOC108141403|XP_017120253.1|DELE
OG0002521	LOC117577394|XP_034118195.1|DALB	LOC108136591|XP_017113393.1|DELE
OG0002522	LOC117575840|XP_034116140.1|DALB	LOC108137031|XP_017114020.1|DELE
OG0002523	LOC117574742|XP_034114569.1|DALB	LOC108143016|XP_017122696.1|DELE
OG0002524	LOC117563974|XP_034098454.1|DALB	LOC108136296|XP_017112870.1|DELE
OG0002525	LOC117572360|XP_034111014.1|DALB	LOC108147452|XP_017129469.1|DELE
OG0002526	LOC117574593|XP_034114368.1|DALB	LOC108141194|XP_017119927.1|DELE
OG0002528	LOC117568720|XP_034105466.1|DALB	LOC108138507|XP_017116231.1|DELE
OG0002529	LOC117574093|XP_034113619.1|DALB	LOC108135275|XP_017111447.1|DELE
OG0002530	LOC117564625|XP_034099373.1|DALB	LOC108139011|XP_017117101.1|DELE
OG0002531	LOC117565082|XP_034099923.1|DALB	LOC108148278|XP_017130728.1|DELE
OG0002532	LOC117573161|XP_034112014.1|DALB	LOC108137048|XP_017114030.1|DELE
OG0002533	LOC117568353|XP_034104846.1|DALB	LOC108140899|XP_017119432.1|DELE
OG0002534	LOC117572610|XP_034111451.1|DALB	LOC108144823|XP_017125443.1|DELE
OG0002535	LOC117571592|XP_034109699.1|DALB	LOC108146086|XP_017127397.1|DELE
OG0002536	LOC117575338|XP_034115387.1|DALB	LOC108148871|XP_017131662.1|DELE
OG0002537	LOC117566711|XP_034102147.1|DALB	LOC108144396|XP_017124665.1|DELE
OG0002539	LOC117568084|XP_034104352.1|DALB	LOC108144617|XP_017125132.1|DELE
OG0002540	LOC117574629|XP_034114409.1|DALB	LOC108140662|XP_017119084.1|DELE
OG0002541	LOC117578295|XP_034119627.1|DALB	LOC108136327|XP_017112918.1|DELE
OG0002542	LOC117578222|XP_034119490.1|DALB	LOC108134892|XP_017110884.1|DELE
OG0002543	LOC117566615|XP_034102084.1|DALB	LOC108138420|XP_017116105.1|DELE
OG0002544	LOC117575525|XP_034115662.1|DALB	LOC108148848|XP_017131621.1|DELE
OG0002545	LOC117574702|XP_034114509.1|DALB	LOC108138437|XP_017116127.1|DELE
OG0002547	LOC117578235|XP_034119529.1|DALB	LOC108141152|XP_017119869.1|DELE
OG0002548	LOC117575867|XP_034116185.1|DALB	LOC108145574|XP_017126577.1|DELE
OG0002549	LOC117569259|XP_034106233.1|DALB	LOC108150007|XP_017133445.1|DELE
OG0002550	LOC117577941|XP_034118850.1|DALB	LOC108138534|XP_017116286.1|DELE
OG0002551	LOC117576378|XP_034116967.1|DALB	LOC108143029|XP_017122715.1|DELE
OG0002552	LOC117564253|XP_034098848.1|DALB	LOC108141698|XP_017120670.1|DELE
OG0002553	LOC117575246|XP_034115273.1|DALB	LOC108140871|XP_017119376.1|DELE
OG0002554	LOC117570135|XP_034107530.1|DALB	LOC108141628|XP_017120589.1|DELE
OG0002555	LOC117577942|XP_034118849.1|DALB	LOC108149878|XP_017133261.1|DELE
OG0002556	LOC117564391|XP_034099003.1|DALB	LOC108148382|XP_017130899.1|DELE
OG0002557	LOC117577789|XP_034118609.1|DALB	LOC108136347|XP_017112943.1|DELE
OG0002558	LOC117575173|XP_034115175.1|DALB	LOC108150392|XP_017134028.1|DELE
OG0002559	LOC117569560|XP_034106670.1|DALB	LOC108134775|XP_017110711.1|DELE
OG0002560	LOC117575326|XP_034115372.1|DALB	LOC108140796|XP_017119283.1|DELE
OG0002561	LOC117573634|XP_034112833.1|DALB	LOC108135790|XP_017112143.1|DELE
OG0002562	LOC117571963|XP_034110357.1|DALB	LOC108142829|XP_017122381.1|DELE
OG0002563	LOC117569417|XP_034106454.1|DALB	LOC108137231|XP_017114299.1|DELE
OG0002564	LOC117575913|XP_034116258.1|DALB	LOC108148601|XP_017131168.1|DELE
OG0002565	LOC117573700|XP_034112956.1|DALB	LOC108143034|XP_017122721.1|DELE
OG0002566	LOC117575837|XP_034116135.1|DALB	LOC108136885|XP_017113827.1|DELE
OG0002567	LOC117566144|XP_034101524.1|DALB	LOC108141297|XP_017120055.1|DELE
OG0002568	LOC117577090|XP_034118082.1|DALB	LOC108143833|XP_017123872.1|DELE
OG0002569	LOC117569025|XP_034105906.1|DALB	LOC108142873|XP_017122436.1|DELE
OG0002570	LOC117575746|XP_034115991.1|DALB	LOC108136817|XP_017113710.1|DELE
OG0002571	LOC117575751|XP_034116000.1|DALB	LOC108136848|XP_017113761.1|DELE
OG0002572	LOC117570893|XP_034108686.1|DALB	LOC108144999|XP_017125650.1|DELE
OG0002573	LOC117576275|XP_034116811.1|DALB	LOC108136753|XP_017113592.1|DELE
OG0002574	LOC117575843|XP_034116144.1|DALB	LOC108137010|XP_017113997.1|DELE
OG0002575	LOC117576367|XP_034116945.1|DALB	LOC108135066|XP_017111098.1|DELE
OG0002576	LOC117574867|XP_034114780.1|DALB	LOC108140908|XP_017119450.1|DELE
OG0002577	LOC117572099|XP_034110597.1|DALB	LOC108135506|XP_017111739.1|DELE
OG0002578	LOC117563643|XP_034097944.1|DALB	LOC108138783|XP_017116747.1|DELE
OG0002579	LOC117578393|XP_034119732.1|DALB	LOC108138264|XP_017115902.1|DELE
OG0002580	LOC117571072|XP_034108933.1|DALB	LOC108145029|XP_017125701.1|DELE
OG0002581	LOC117574050|XP_034113542.1|DALB	LOC108136821|XP_017113715.1|DELE
OG0002582	LOC117573082|XP_034111865.1|DALB	LOC108139129|XP_017117232.1|DELE
OG0002583	LOC117576508|XP_034117198.1|DALB	LOC108140515|XP_017118804.1|DELE
OG0002584	LOC117572486|XP_034111227.1|DALB	LOC108146341|XP_017127800.1|DELE
OG0002585	LOC117572488|XP_034111229.1|DALB	LOC108146343|XP_017127801.1|DELE
OG0002586	LOC117573693|XP_034112945.1|DALB	LOC108135766|XP_017112105.1|DELE
OG0002587	LOC117575249|XP_034115271.1|DALB	LOC108144090|XP_017124231.1|DELE
OG0002588	LOC117574577|XP_034114346.1|DALB	LOC108139201|XP_017117329.1|DELE
OG0002589	LOC117574676|XP_034114473.1|DALB	LOC108148788|XP_017131493.1|DELE
OG0002590	LOC117578202|XP_034119429.1|DALB	LOC108137690|XP_017115052.1|DELE
OG0002591	LOC117574501|XP_034114236.1|DALB	LOC108148801|XP_017131512.1|DELE
OG0002592	LOC117576967|XP_034118036.1|DALB	LOC108147309|XP_017129222.1|DELE
OG0002593	LOC117573372|XP_034112390.1|DALB	LOC108147217|XP_017129071.1|DELE
OG0002594	LOC117573834|XP_034113157.1|DALB	LOC108139232|XP_017117388.1|DELE
OG0002595	LOC117576427|XP_034117062.1|DALB	LOC108135772|XP_017112115.1|DELE
OG0002596	LOC117575233|XP_034115255.1|DALB	LOC108139304|XP_017117492.1|DELE
OG0002597	LOC117576095|XP_034116538.1|DALB	LOC108140673|XP_017119107.1|DELE
OG0002598	LOC117574262|XP_034113888.1|DALB	LOC108148614|XP_017131189.1|DELE
OG0002599	LOC117573212|XP_034112116.1|DALB	LOC108139360|XP_017117572.1|DELE
OG0002600	LOC117568168|XP_034104491.1|DALB	LOC108141482|XP_017120383.1|DELE
OG0002601	LOC117573432|XP_034112538.1|DALB	LOC108140973|XP_017119530.1|DELE
OG0002602	LOC117573389|XP_034112478.1|DALB	LOC108148736|XP_017131404.1|DELE
OG0002603	LOC117575302|XP_034115344.1|DALB	LOC108148608|XP_017131173.1|DELE
OG0002604	LOC117575297|XP_034115338.1|DALB	LOC108149019|XP_017131855.1|DELE
OG0002605	LOC117575548|XP_034115695.1|DALB	LOC108135842|XP_017112215.1|DELE
OG0002606	LOC117574036|XP_034113524.1|DALB	LOC108139204|XP_017117334.1|DELE
OG0002607	LOC117574144|XP_034113710.1|DALB	LOC108140971|XP_017119527.1|DELE
OG0002608	LOC117573744|XP_034113014.1|DALB	LOC108140550|XP_017118888.1|DELE
OG0002609	LOC117567553|XP_034103503.1|DALB	LOC108144846|XP_017125479.1|DELE
OG0002610	LOC117574953|XP_034114901.1|DALB	LOC108141081|XP_017119744.1|DELE
OG0002611	LOC117576947|XP_034117995.1|DALB	LOC108143060|XP_017122762.1|DELE
OG0002612	LOC117575697|XP_034115900.1|DALB	LOC108137014|XP_017114002.1|DELE
OG0002613	LOC117576516|XP_034117216.1|DALB	LOC108136693|XP_017113505.1|DELE
OG0002614	LOC117573571|XP_034112749.1|DALB	LOC108148717|XP_017131370.1|DELE
OG0002615	LOC117573244|XP_034112190.1|DALB	LOC108145960|XP_017127168.1|DELE
OG0002616	LOC117573649|XP_034112860.1|DALB	LOC108147260|XP_017129146.1|DELE
OG0002617	LOC117573156|XP_034112005.1|DALB	LOC108139280|XP_017117465.1|DELE
OG0002618	LOC117574470|XP_034114198.1|DALB	LOC108141139|XP_017119852.1|DELE
OG0002619	LOC117573282|XP_034112263.1|DALB	LOC108140375|XP_017118557.1|DELE
OG0002620	LOC117574296|XP_034113990.1|DALB	LOC108143003|XP_017122673.1|DELE
OG0002621	LOC117573466|XP_034112582.1|DALB	LOC108137392|XP_017114540.1|DELE
OG0002622	LOC117567809|XP_034103935.1|DALB	LOC108146385|XP_017127867.1|DELE
OG0002623	LOC117576606|XP_034117396.1|DALB	LOC108143076|XP_017122781.1|DELE
OG0002624	LOC117574985|XP_034114946.1|DALB	LOC108144050|XP_017124181.1|DELE
OG0002625	LOC117576414|XP_034117032.1|DALB	LOC108143984|XP_017124087.1|DELE
OG0002626	LOC117577774|XP_034118583.1|DALB	LOC108138580|XP_017116355.1|DELE
OG0002627	LOC117573689|XP_034112936.1|DALB	LOC108148711|XP_017131361.1|DELE
OG0002628	LOC117574708|XP_034114512.1|DALB	LOC108148283|XP_017130733.1|DELE
OG0002629	LOC117576382|XP_034116971.1|DALB	LOC108140559|XP_017118910.1|DELE
OG0002630	LOC117574998|XP_034114962.1|DALB	LOC108140556|XP_017118905.1|DELE
OG0002632	LOC117576675|XP_034117561.1|DALB	LOC108139292|XP_017117478.1|DELE
OG0002633	LOC117576277|XP_034116813.1|DALB	LOC108136756|XP_017113596.1|DELE
OG0002634	LOC117576909|XP_034117937.1|DALB	LOC108139328|XP_017117527.1|DELE
OG0002635	LOC117573691|XP_034112943.1|DALB	LOC108135135|XP_017111231.1|DELE, LOC108139243|XP_017117404.1|DELE
OG0002636	LOC117576659|XP_034117505.1|DALB	LOC108141102|XP_017119799.1|DELE
OG0002637	LOC117564333|XP_034098930.1|DALB	LOC108138207|XP_017115815.1|DELE
OG0002638	LOC117576593|XP_034117372.1|DALB	LOC108148750|XP_017131434.1|DELE
OG0002639	LOC117575423|XP_034115512.1|DALB	LOC108140537|XP_017118850.1|DELE
OG0002640	LOC117575598|XP_034115755.1|DALB	LOC108139240|XP_017117400.1|DELE
OG0002641	LOC117575894|XP_034116228.1|DALB	LOC108139116|XP_017117218.1|DELE
OG0002642	LOC117574736|XP_034114560.1|DALB	LOC108139319|XP_017117515.1|DELE
OG0002643	LOC117574735|XP_034114559.1|DALB	LOC108139318|XP_017117513.1|DELE
OG0002644	LOC117574927|XP_034114869.1|DALB	LOC108148391|XP_017130907.1|DELE
OG0002645	LOC117576219|XP_034116716.1|DALB	LOC108148396|XP_017130913.1|DELE
OG0002646	LOC117574571|XP_034114337.1|DALB	LOC108139362|XP_017117577.1|DELE
OG0002647	LOC117576867|XP_034117860.1|DALB	LOC108143872|XP_017123929.1|DELE
OG0002648	LOC117576078|XP_034116516.1|DALB	LOC108141133|XP_017119844.1|DELE
OG0002649	LOC117574428|XP_034114157.1|DALB	LOC108143976|XP_017124074.1|DELE
OG0002650	LOC117576865|XP_034117858.1|DALB	LOC108143873|XP_017123930.1|DELE
OG0002651	LOC117573347|XP_034112363.1|DALB	LOC108135076|XP_017111121.1|DELE
OG0002652	LOC117574997|XP_034114961.1|DALB	LOC108140418|XP_017118627.1|DELE
OG0002653	LOC117576345|XP_034116911.1|DALB	LOC108148652|XP_017131267.1|DELE
OG0002654	LOC117576344|XP_034116910.1|DALB	LOC108148911|XP_017131716.1|DELE
OG0002655	LOC117576618|XP_034117421.1|DALB	LOC108136826|XP_017113726.1|DELE
OG0002656	LOC117574195|XP_034113787.1|DALB	LOC108135311|XP_017111489.1|DELE
OG0002657	LOC117573690|XP_034112942.1|DALB	LOC108139242|XP_017117402.1|DELE
OG0002658	LOC117575437|XP_034115531.1|DALB	LOC108143090|XP_017122796.1|DELE
OG0002659	LOC117573387|XP_034112476.1|DALB	LOC108148909|XP_017131713.1|DELE
OG0002660	LOC117573935|XP_034113356.1|DALB	LOC108138570|XP_017116339.1|DELE
OG0002661	LOC117576172|XP_034116645.1|DALB	LOC108148677|XP_017131303.1|DELE
OG0002662	LOC117568085|XP_034104353.1|DALB	LOC108144616|XP_017125128.1|DELE
OG0002663	LOC117576810|XP_034117768.1|DALB	LOC108136761|XP_017113607.1|DELE
OG0002664	LOC117565806|XP_034100986.1|DALB	LOC108134979|XP_017110995.1|DELE
OG0002665	LOC117570833|XP_034108596.1|DALB	LOC108145549|XP_017126538.1|DELE
OG0002666	LOC117570827|XP_034108583.1|DALB	LOC108145429|XP_017126327.1|DELE
OG0002667	LOC117566914|XP_034102424.1|DALB	LOC108141541|XP_017120470.1|DELE
OG0002668	LOC117572530|XP_034111281.1|DALB	LOC108146053|XP_017127351.1|DELE
OG0002669	LOC117564815|XP_034099628.1|DALB	LOC108142065|XP_017121239.1|DELE
OG0002670	LOC117569785|XP_034106976.1|DALB	LOC108142825|XP_017122378.1|DELE
OG0002671	LOC117570864|XP_034108645.1|DALB	LOC108142214|XP_017121418.1|DELE
OG0002672	LOC117571992|XP_034110391.1|DALB	LOC108144565|XP_017125082.1|DELE, LOC108137379|XP_017114526.1|DELE, LOC108145224|XP_017125969.1|DELE
OG0002673	LOC117571449|XP_034109486.1|DALB	LOC108144514|XP_017124943.1|DELE
OG0002674	LOC117568866|XP_034105646.1|DALB	LOC108141418|XP_017120279.1|DELE
OG0002675	LOC117572350|XP_034111000.1|DALB	LOC108146895|XP_017128622.1|DELE
OG0002676	LOC117567485|XP_034103405.1|DALB	LOC108141405|XP_017120252.1|DELE
OG0002677	LOC117570768|XP_034108493.1|DALB	LOC108136730|XP_017113550.1|DELE, LOC108147359|XP_017129278.1|DELE
OG0002678	LOC117566927|XP_034102440.1|DALB	LOC108144370|XP_017124631.1|DELE
OG0002679	LOC117571399|XP_034109413.1|DALB	LOC108144395|XP_017124664.1|DELE
OG0002680	LOC117577638|XP_034118398.1|DALB	LOC108147710|XP_017129923.1|DELE
OG0002681	LOC117569693|XP_034106839.1|DALB	LOC108145248|XP_017126010.1|DELE
OG0002682	LOC117568605|XP_034105255.1|DALB	LOC108146395|XP_017127882.1|DELE
OG0002684	LOC117577689|XP_034118480.1|DALB	LOC108141623|XP_017120579.1|DELE
OG0002685	LOC117568938|XP_034105757.1|DALB	LOC108146379|XP_017127859.1|DELE
OG0002686	LOC117572059|XP_034110527.1|DALB	LOC108145711|XP_017126761.1|DELE
OG0002687	LOC117568026|XP_034104254.1|DALB	LOC108146169|XP_017127553.1|DELE
OG0002688	LOC117568928|XP_034105730.1|DALB	LOC108146718|XP_017128297.1|DELE
OG0002689	LOC117564230|XP_034098815.1|DALB	LOC108137610|XP_017114873.1|DELE
OG0002690	LOC117571654|XP_034109779.1|DALB, LOC117571651|XP_034109775.1|DALB	LOC108150365|XP_017133992.1|DELE
OG0002691	LOC117567225|XP_034102947.1|DALB	LOC108149192|XP_017132104.1|DELE
OG0002692	LOC117572046|XP_034110510.1|DALB	LOC108144861|XP_017125498.1|DELE
OG0002693	LOC117570674|XP_034108362.1|DALB	LOC108146277|XP_017127705.1|DELE
OG0002694	LOC117569261|XP_034106252.1|DALB	LOC108134808|XP_017110749.1|DELE
OG0002695	LOC117567195|XP_034102915.1|DALB	LOC108147449|XP_017129466.1|DELE
OG0002696	LOC117569843|XP_034107062.1|DALB	LOC108146891|XP_017128616.1|DELE
OG0002697	LOC117569198|XP_034106157.1|DALB	LOC108142746|XP_017122261.1|DELE
OG0002698	LOC117572571|XP_034111341.1|DALB	LOC108146119|XP_017127441.1|DELE
OG0002699	LOC117572074|XP_034110552.1|DALB	LOC108146896|XP_017128625.1|DELE
OG0002700	LOC117572668|XP_034111564.1|DALB	LOC108145909|XP_017127057.1|DELE
OG0002701	LOC117570297|XP_034107710.1|DALB	LOC108143507|XP_017123466.1|DELE
OG0002702	LOC117568069|XP_034104320.1|DALB	LOC108137581|XP_017114804.1|DELE, LOC108143409|XP_017123287.1|DELE
OG0002703	LOC117566654|XP_034102089.1|DALB	LOC108141555|XP_017120483.1|DELE
OG0002704	LOC117567931|XP_034104110.1|DALB	LOC108144589|XP_017125078.1|DELE
OG0002705	LOC117569580|XP_034106693.1|DALB	LOC108142495|XP_017121879.1|DELE
OG0002706	LOC117571075|XP_034108941.1|DALB	LOC108144372|XP_017124634.1|DELE
OG0002707	LOC117568505|XP_034105091.1|DALB	LOC108146036|XP_017127317.1|DELE
OG0002708	LOC117571698|XP_034109885.1|DALB	LOC108146203|XP_017127610.1|DELE
OG0002709	LOC117567163|XP_034102867.1|DALB	LOC108143483|XP_017123419.1|DELE
OG0002710	LOC117567166|XP_034102870.1|DALB	LOC108145397|XP_017126285.1|DELE
OG0002711	LOC117566560|XP_034101993.1|DALB	LOC108145402|XP_017126290.1|DELE
OG0002712	LOC117566897|XP_034102402.1|DALB	LOC108144728|XP_017125314.1|DELE
OG0002713	LOC117568998|XP_034105863.1|DALB	LOC108143502|XP_017123451.1|DELE
OG0002714	LOC117566830|XP_034102290.1|DALB	LOC108149614|XP_017132814.1|DELE
OG0002715	LOC117571937|XP_034110322.1|DALB	LOC108150034|XP_017133486.1|DELE
OG0002716	LOC117569849|XP_034107069.1|DALB	LOC108144300|XP_017124476.1|DELE
OG0002717	LOC117574840|XP_034114725.1|DALB	LOC108143953|XP_017124039.1|DELE
OG0002718	LOC117568742|XP_034105454.1|DALB	LOC108142221|XP_017121425.1|DELE
OG0002719	LOC117576705|XP_034117611.1|DALB	LOC108135581|XP_017111867.1|DELE
OG0002720	LOC117567301|XP_034103076.1|DALB	LOC108147543|XP_017129617.1|DELE
OG0002721	LOC117565720|XP_034100858.1|DALB	LOC108138747|XP_017116636.1|DELE
OG0002722	LOC117571361|XP_034109361.1|DALB	LOC108143328|XP_017123137.1|DELE
OG0002723	LOC117571726|XP_034109924.1|DALB	LOC108144217|XP_017124380.1|DELE
OG0002724	LOC117574294|XP_034113986.1|DALB	LOC108143002|XP_017122672.1|DELE
OG0002725	LOC117563509|XP_034097775.1|DALB, LOC117572052|XP_034110519.1|DALB	LOC108146230|XP_017127643.1|DELE
OG0002726	LOC117572677|XP_034111601.1|DALB, LOC117567341|XP_034103156.1|DALB	LOC108146033|XP_017127312.1|DELE
OG0002727	LOC117567807|XP_034103932.1|DALB	LOC108145708|XP_017126758.1|DELE
OG0002728	LOC117570368|XP_034107849.1|DALB	LOC108143289|XP_017123093.1|DELE
OG0002729	LOC117566848|XP_034102330.1|DALB	LOC108150224|XP_017133755.1|DELE
OG0002730	LOC117569131|XP_034106044.1|DALB	LOC108136430|XP_017113063.1|DELE
OG0002731	LOC117567072|XP_034102707.1|DALB	LOC108146114|XP_017127435.1|DELE
OG0002732	LOC117571160|XP_034109061.1|DALB	LOC108144608|XP_017125119.1|DELE
