Orthogroup	DALB.longest_only	DSUZ.longest_only
OG0002098	LOC117571606|XP_034109714.1|DALB	LOC108017600|XP_036671317.1|DSUZ
OG0002099	LOC117574988|XP_034114949.1|DALB	LOC108006495|XP_036672986.1|DSUZ
OG0002100	LOC117572806|XP_034111798.1|DALB	LOC108011362|XP_016931961.1|DSUZ
OG0002101	LOC117567076|XP_034102713.1|DALB	LOC118877127|XP_036670210.1|DSUZ, LOC108019767|XP_036670204.1|DSUZ
OG0002102	LOC117566809|XP_034102248.1|DALB	LOC108009428|XP_016929248.1|DSUZ
OG0002103	LOC117574900|XP_034114829.1|DALB	LOC108006105|XP_036673031.1|DSUZ
OG0002106	LOC117575973|XP_034116342.1|DALB	LOC118877647|XP_036673114.1|DSUZ, LOC108006503|XP_036672984.1|DSUZ
OG0002109	LOC117574723|XP_034114542.1|DALB, LOC117575278|XP_034115310.1|DALB	LOC108010803|XP_016931226.2|DSUZ, LOC108010768|XP_036675515.1|DSUZ
OG0002110	LOC117563700|XP_034098035.1|DALB	LOC108013364|XP_016935073.2|DSUZ
OG0002111	LOC117564493|XP_034099198.1|DALB	LOC108019237|XP_016942526.1|DSUZ, LOC108019032|XP_016942134.1|DSUZ
OG0002112	LOC117565016|XP_034099852.1|DALB	LOC108019138|XP_016942411.1|DSUZ, LOC108012997|XP_016934069.2|DSUZ, LOC108019213|XP_016942534.2|DSUZ
OG0002113	LOC117575367|XP_034115423.1|DALB	LOC108016107|XP_036673108.1|DSUZ, LOC108017328|XP_036673107.1|DSUZ
OG0002114	LOC117575306|XP_034115350.1|DALB	LOC108019304|XP_016942613.2|DSUZ, LOC108019303|XP_016942612.1|DSUZ
OG0002117	LOC117578098|XP_034119164.1|DALB	LOC108008965|XP_016928389.1|DSUZ
OG0002118	LOC117573149|XP_034111989.1|DALB	LOC108007317|XP_036677431.1|DSUZ
OG0002119	LOC117576428|XP_034117065.1|DALB	LOC108006607|XP_036673216.1|DSUZ
OG0002120	LOC117573221|XP_034112140.1|DALB	LOC108020428|XP_016944229.1|DSUZ
OG0002121	LOC117576121|XP_034116570.1|DALB	LOC108014782|XP_016936464.1|DSUZ
OG0002123	LOC117564608|XP_034099354.1|DALB	LOC108015212|XP_016937040.1|DSUZ
OG0002124	LOC117577700|XP_034118490.1|DALB	LOC108010417|XP_036675971.1|DSUZ
OG0002125	LOC117571548|XP_034109641.1|DALB	LOC108009618|XP_016929592.1|DSUZ
OG0002126	LOC117571805|XP_034110062.1|DALB	LOC108012475|XP_016933358.1|DSUZ
OG0002127	LOC117578196|XP_034119409.1|DALB	LOC108016907|XP_016939311.1|DSUZ
OG0002128	LOC117578063|XP_034119092.1|DALB	LOC108010448|XP_016930797.1|DSUZ
OG0002129	LOC117573358|XP_034112376.1|DALB	LOC108014440|XP_036672899.1|DSUZ
OG0002130	LOC117572250|XP_034110832.1|DALB	LOC108016721|XP_016938938.1|DSUZ
OG0002131	LOC117575274|XP_034115304.1|DALB	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ
OG0002133	LOC117574504|XP_034114250.1|DALB	LOC108005407|XP_016924159.1|DSUZ
OG0002134	LOC117577475|XP_034118251.1|DALB	LOC108016903|XP_016939308.1|DSUZ
OG0002135	LOC117577802|XP_034118622.1|DALB	LOC108019071|XP_036675855.1|DSUZ
OG0002136	LOC117574812|XP_034114670.1|DALB	LOC108015496|XP_036675292.1|DSUZ
OG0002137	LOC117574105|XP_034113644.1|DALB	LOC108007461|XP_016926617.1|DSUZ
OG0002138	LOC117566886|XP_034102394.1|DALB	LOC108016598|XP_016938775.1|DSUZ
OG0002139	LOC117569399|XP_034106429.1|DALB	LOC108019043|XP_016942156.1|DSUZ
OG0002140	LOC117573192|XP_034112078.1|DALB	LOC108016626|XP_036676458.1|DSUZ
OG0002141	LOC117573177|XP_034112038.1|DALB	LOC108011462|XP_016932097.1|DSUZ
OG0002142	LOC117575223|XP_034115241.1|DALB	LOC108011603|XP_016932262.1|DSUZ
OG0002143	LOC117564347|XP_034098953.1|DALB	LOC108021261|XP_016945372.1|DSUZ
OG0002144	LOC117573240|XP_034112180.1|DALB	LOC108020416|XP_016944208.1|DSUZ
OG0002145	LOC117575449|XP_034115552.1|DALB	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ
OG0002146	LOC117575237|XP_034115259.1|DALB	LOC108011640|XP_016932317.1|DSUZ
OG0002147	LOC117567338|XP_034103153.1|DALB	LOC108018857|XP_036675804.1|DSUZ
OG0002148	LOC117568116|XP_034104411.1|DALB	LOC108007073|XP_036671956.1|DSUZ
OG0002149	LOC117573116|XP_034111932.1|DALB	LOC108020406|XP_016944187.1|DSUZ
OG0002150	LOC117573954|XP_034113379.1|DALB	LOC108005403|XP_016924156.1|DSUZ
OG0002152	LOC117576273|XP_034116810.1|DALB	LOC108017514|XP_016940071.2|DSUZ
OG0002153	LOC117574006|XP_034113472.1|DALB	LOC108014308|XP_036674364.1|DSUZ
OG0002154	LOC117566000|XP_034101316.1|DALB	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ
OG0002155	LOC117574886|XP_034114809.1|DALB	LOC108018268|XP_016941278.2|DSUZ
OG0002156	LOC117568890|XP_034105681.1|DALB	LOC108007694|XP_016926918.1|DSUZ
OG0002157	LOC117573681|XP_034112917.1|DALB	LOC108018464|XP_036673902.1|DSUZ
OG0002158	LOC117570529|XP_034108124.1|DALB	LOC108018177|XP_016941165.1|DSUZ
OG0002159	LOC117570298|XP_034107713.1|DALB	LOC108009632|XP_016929611.1|DSUZ
OG0002160	LOC117576324|XP_034116883.1|DALB	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ
OG0002161	LOC117576624|XP_034117435.1|DALB	LOC108020118|XP_016943707.2|DSUZ
OG0002162	LOC117575167|XP_034115161.1|DALB	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ
OG0002163	LOC117578321|XP_034119672.1|DALB, LOC117568784|XP_034105512.1|DALB	LOC108011154|XP_016931729.1|DSUZ
OG0002164	LOC117574074|XP_034113598.1|DALB	LOC108012109|XP_036674464.1|DSUZ
OG0002165	LOC117574558|XP_034114321.1|DALB	LOC108013555|XP_016934959.1|DSUZ
OG0002166	LOC117565083|XP_034099924.1|DALB	LOC108011979|XP_016932729.1|DSUZ
OG0002167	LOC117571036|XP_034108889.1|DALB	LOC108017840|XP_016940483.1|DSUZ
OG0002168	LOC117569112|XP_034106022.1|DALB	LOC108009879|XP_016930075.1|DSUZ
OG0002169	LOC117567283|XP_034103040.1|DALB	LOC108013613|XP_016935043.1|DSUZ
OG0002170	LOC117573167|XP_034112027.1|DALB	LOC108020410|XP_016944195.1|DSUZ
OG0002171	LOC117575340|XP_034115389.1|DALB	LOC108015777|XP_016937819.1|DSUZ
OG0002172	LOC117576146|XP_034116604.1|DALB	LOC108011013|XP_016931528.2|DSUZ
OG0002173	LOC117565449|XP_034100436.1|DALB	LOC108021060|XP_016945056.1|DSUZ
OG0002174	LOC117575154|XP_034115149.1|DALB	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ
OG0002175	LOC117575155|XP_034115150.1|DALB	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ
OG0002176	LOC117575821|XP_034116115.1|DALB	LOC108014140|XP_016935659.2|DSUZ
OG0002177	LOC117575313|XP_034115358.1|DALB	LOC108015681|XP_016937687.1|DSUZ
OG0002179	LOC117575056|XP_034115028.1|DALB	LOC108011004|XP_036673407.1|DSUZ
OG0002180	LOC117576832|XP_034117797.1|DALB	LOC118878777|XP_036677668.1|DSUZ, LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ
OG0002181	LOC117574235|XP_034113841.1|DALB	LOC108014992|XP_016936703.1|DSUZ
OG0002182	LOC117574131|XP_034113680.1|DALB	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ
OG0002184	LOC117576672|XP_034117554.1|DALB	LOC108015940|XP_016938012.2|DSUZ
OG0002185	LOC117576268|XP_034116802.1|DALB	LOC108006412|XP_036673302.1|DSUZ
OG0002186	LOC117565307|XP_034100236.1|DALB	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ
OG0002187	LOC117573772|XP_034113062.1|DALB	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ
OG0002188	LOC117571450|XP_034109488.1|DALB	LOC108010100|XP_016930410.1|DSUZ
OG0002189	LOC117573162|XP_034112015.1|DALB	LOC108007065|XP_016926158.1|DSUZ
OG0002190	LOC117575502|XP_034115636.1|DALB	LOC108012018|XP_036673217.1|DSUZ
OG0002191	LOC117571808|XP_034110070.1|DALB	LOC108012839|XP_016933795.1|DSUZ
OG0002192	LOC117572541|XP_034111301.1|DALB	LOC108007746|XP_016926990.1|DSUZ
OG0002193	LOC117574971|XP_034114927.1|DALB	LOC108020569|XP_016944421.1|DSUZ
OG0002194	LOC117576038|XP_034116451.1|DALB	LOC108019523|XP_036673412.1|DSUZ
OG0002195	LOC117576512|XP_034117212.1|DALB	LOC108015757|XP_016937783.2|DSUZ
OG0002196	LOC117573273|XP_034112244.1|DALB	LOC108010922|XP_016931411.2|DSUZ
OG0002197	LOC117569515|XP_034106597.1|DALB	LOC108013495|XP_016934867.1|DSUZ
OG0002198	LOC117573997|XP_034113437.1|DALB	LOC108016087|XP_036675064.1|DSUZ
OG0002199	LOC117575253|XP_034115278.1|DALB	LOC108006084|XP_016925019.2|DSUZ
OG0002200	LOC117574361|XP_034114085.1|DALB	LOC108019117|XP_016942331.1|DSUZ
OG0002202	LOC117574693|XP_034114492.1|DALB	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ
OG0002203	LOC117574012|XP_034113487.1|DALB	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ
OG0002204	LOC117574509|XP_034114259.1|DALB	LOC108006617|XP_036673212.1|DSUZ
OG0002205	LOC117575610|XP_034115773.1|DALB	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ
OG0002206	LOC117574996|XP_034114960.1|DALB	LOC108005979|XP_036673139.1|DSUZ
OG0002207	LOC117575300|XP_034115341.1|DALB	LOC108008083|XP_036673542.1|DSUZ
OG0002208	LOC117575631|XP_034115800.1|DALB	LOC108014756|XP_036673496.1|DSUZ
OG0002209	LOC117568859|XP_034105641.1|DALB	LOC108015323|XP_016937211.1|DSUZ
OG0002211	LOC117574193|XP_034113782.1|DALB, LOC117574194|XP_034113784.1|DALB	LOC108018303|XP_036674748.1|DSUZ
OG0002212	LOC117576354|XP_034116933.1|DALB	LOC108014139|XP_036672788.1|DSUZ
OG0002213	LOC117575644|XP_034115815.1|DALB	LOC108015981|XP_016938057.1|DSUZ
OG0002215	LOC117575628|XP_034115796.1|DALB	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ
OG0002216	LOC117569369|XP_034106391.1|DALB	LOC108014309|XP_036674153.1|DSUZ
OG0002218	LOC117567011|XP_034102591.1|DALB	LOC108005363|XP_016924103.1|DSUZ
OG0002219	LOC117575470|XP_034115578.1|DALB	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ
OG0002220	LOC117574468|XP_034114196.1|DALB	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ
OG0002221	LOC117571758|XP_034110001.1|DALB	LOC108013479|XP_016934851.1|DSUZ
OG0002222	LOC117567742|XP_034103818.1|DALB	LOC108009535|XP_016929459.1|DSUZ
OG0002223	LOC117572210|XP_034110774.1|DALB	LOC108009094|XP_036668933.1|DSUZ
OG0002224	LOC117570364|XP_034107823.1|DALB	LOC108017926|XP_016940589.1|DSUZ
OG0002225	LOC117570861|XP_034108632.1|DALB	LOC108005912|XP_036671642.1|DSUZ
OG0002226	LOC117566905|XP_034102414.1|DALB	LOC108017794|XP_016940427.1|DSUZ
OG0002227	LOC117568731|XP_034105440.1|DALB	LOC108008193|XP_036669651.1|DSUZ
OG0002228	LOC117568725|XP_034105434.1|DALB	LOC108019568|XP_036669913.1|DSUZ
OG0002229	LOC117567463|XP_034103368.1|DALB	LOC108009266|XP_016928959.1|DSUZ
OG0002230	LOC117571078|XP_034108944.1|DALB	LOC108019819|XP_016943322.1|DSUZ
OG0002231	LOC117568454|XP_034105021.1|DALB	LOC108018146|XP_016941099.2|DSUZ
OG0002232	LOC117572516|XP_034111262.1|DALB	LOC108009591|XP_016929552.1|DSUZ
OG0002233	LOC117569420|XP_034106465.1|DALB	LOC108011746|XP_036670948.1|DSUZ
OG0002235	LOC117568616|XP_034105277.1|DALB	LOC108009391|XP_036669266.1|DSUZ
OG0002236	LOC117571403|XP_034109428.1|DALB	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ
OG0002237	LOC117571445|XP_034109480.1|DALB	LOC108010099|XP_016930409.1|DSUZ
OG0002238	LOC117568311|XP_034104752.1|DALB	LOC108018141|XP_016941088.1|DSUZ
OG0002239	LOC117568203|XP_034104562.1|DALB	LOC108019597|XP_016942928.1|DSUZ
OG0002240	LOC117566964|XP_034102508.1|DALB	LOC108009427|XP_016929246.1|DSUZ
OG0002241	LOC117571493|XP_034109552.1|DALB	LOC108012592|XP_016933500.1|DSUZ
OG0002242	LOC117568463|XP_034105031.1|DALB	LOC108012346|XP_016933184.1|DSUZ
OG0002243	LOC117576521|XP_034117230.1|DALB	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ
OG0002244	LOC117572699|XP_034111644.1|DALB	LOC108014096|XP_016935604.2|DSUZ
OG0002245	LOC117566958|XP_034102495.1|DALB	LOC108006862|XP_036670915.1|DSUZ
OG0002246	LOC117569569|XP_034106682.1|DALB	LOC108018144|XP_016941093.1|DSUZ
OG0002247	LOC117569114|XP_034106025.1|DALB	LOC108009881|XP_016930076.1|DSUZ
OG0002248	LOC117571910|XP_034110279.1|DALB	LOC108020054|XP_036671887.1|DSUZ
OG0002249	LOC117568708|XP_034105413.1|DALB	LOC108012727|XP_016933648.1|DSUZ
OG0002250	LOC117571676|XP_034109808.1|DALB	LOC108008188|XP_036669598.1|DSUZ
OG0002251	LOC117571366|XP_034109368.1|DALB	LOC108008500|XP_016927853.1|DSUZ
OG0002252	LOC117571245|XP_034109190.1|DALB	LOC108010077|XP_016930381.1|DSUZ
OG0002253	LOC117567632|XP_034103622.1|DALB	LOC108010133|XP_016930450.1|DSUZ
OG0002254	LOC117573898|XP_034113297.1|DALB	LOC108011530|XP_036673949.1|DSUZ
OG0002255	LOC117578330|XP_034119684.1|DALB	LOC108015186|XP_016936989.1|DSUZ
OG0002256	LOC117572229|XP_034110798.1|DALB	LOC108009651|XP_016929654.1|DSUZ
OG0002257	LOC117566926|XP_034102437.1|DALB	LOC108009456|XP_016929312.1|DSUZ
OG0002258	LOC117571384|XP_034109393.1|DALB, LOC117571385|XP_034109394.1|DALB	LOC108013284|XP_016934546.1|DSUZ
OG0002259	LOC117571042|XP_034108904.1|DALB	LOC108019131|XP_016942360.1|DSUZ
OG0002260	LOC117569472|XP_034106531.1|DALB	LOC108005865|XP_016924732.1|DSUZ
OG0002261	LOC117572053|XP_034110520.1|DALB	LOC108010659|XP_016931046.1|DSUZ
OG0002262	LOC117569196|XP_034106155.1|DALB	LOC108009754|XP_016929856.1|DSUZ
OG0002263	LOC117567500|XP_034103422.1|DALB	LOC108007488|XP_036671773.1|DSUZ
OG0002264	LOC117567741|XP_034103817.1|DALB	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ
OG0002265	LOC117570064|XP_034107389.1|DALB	LOC108012636|XP_036672098.1|DSUZ
OG0002266	LOC117567385|XP_034103225.1|DALB	LOC108005557|XP_016924341.1|DSUZ
OG0002267	LOC117572625|XP_034111472.1|DALB	LOC108013609|XP_016935040.1|DSUZ
OG0002268	LOC117569164|XP_034106118.1|DALB	LOC108013393|XP_016934733.1|DSUZ
OG0002269	LOC117568191|XP_034104540.1|DALB	LOC108017699|XP_036669849.1|DSUZ
OG0002270	LOC117568779|XP_034105508.1|DALB	LOC108009823|XP_016929996.1|DSUZ
OG0002271	LOC117571935|XP_034110317.1|DALB	LOC108013421|XP_016934773.1|DSUZ
OG0002272	LOC117570673|XP_034108361.1|DALB	LOC108013526|XP_016934911.1|DSUZ
OG0002273	LOC117567734|XP_034103792.1|DALB	LOC108011881|XP_036672208.1|DSUZ
OG0002274	LOC117572344|XP_034110984.1|DALB	LOC108017609|XP_036671388.1|DSUZ, LOC108007761|XP_036678184.1|DSUZ
OG0002275	LOC117568671|XP_034105366.1|DALB	LOC108013426|XP_016934780.1|DSUZ
OG0002276	LOC117568102|XP_034104376.1|DALB	LOC108012830|XP_016933779.2|DSUZ
OG0002277	LOC117569903|XP_034107135.1|DALB	LOC108012817|XP_016933745.1|DSUZ
OG0002278	LOC117571012|XP_034108861.1|DALB	LOC108012232|XP_036671952.1|DSUZ
OG0002279	LOC117568215|XP_034104580.1|DALB	LOC108012445|XP_016933304.1|DSUZ
OG0002280	LOC117569559|XP_034106669.1|DALB	LOC108006686|XP_036671917.1|DSUZ
OG0002281	LOC117571132|XP_034109025.1|DALB	LOC108006665|XP_036670808.1|DSUZ
OG0002282	LOC117570053|XP_034107372.1|DALB	LOC108007163|XP_016926270.1|DSUZ
OG0002283	LOC117566623|XP_034102055.1|DALB	LOC108008759|XP_016928146.1|DSUZ
OG0002284	LOC117572663|XP_034111551.1|DALB	LOC108019807|XP_016943304.1|DSUZ
OG0002285	LOC117565602|XP_034100698.1|DALB	LOC108021830|XP_016946124.1|DSUZ
OG0002286	LOC117569292|XP_034106290.1|DALB	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ
OG0002287	LOC117568370|XP_034104861.1|DALB	LOC108009969|XP_016930220.1|DSUZ
OG0002288	LOC117571934|XP_034110314.1|DALB	LOC108013055|XP_016934162.1|DSUZ
OG0002289	LOC117572018|XP_034110455.1|DALB	LOC108012912|XP_016933922.1|DSUZ
OG0002290	LOC117563899|XP_034098351.1|DALB	LOC108007729|XP_016926968.1|DSUZ
OG0002291	LOC117568034|XP_034104266.1|DALB	LOC108018041|XP_016940917.1|DSUZ
OG0002292	LOC117568426|XP_034104973.1|DALB	LOC108018152|XP_016941104.1|DSUZ
OG0002293	LOC117567365|XP_034103199.1|DALB	LOC108011186|XP_016931766.1|DSUZ
OG0002294	LOC117576826|XP_034117791.1|DALB	LOC108006488|XP_016925501.2|DSUZ
OG0002295	LOC117564065|XP_034098580.1|DALB	LOC108018762|XP_016941834.1|DSUZ
OG0002296	LOC117564436|XP_034099063.1|DALB	LOC108018708|XP_016941773.1|DSUZ
OG0002297	LOC117576140|XP_034116596.1|DALB	LOC108004908|XP_036674030.1|DSUZ
OG0002298	LOC117572736|XP_034111703.1|DALB	LOC108008387|XP_016927721.1|DSUZ
OG0002299	LOC117568021|XP_034104240.1|DALB	LOC108008634|XP_016928004.1|DSUZ
OG0002300	LOC117565370|XP_034100325.1|DALB	LOC108006324|XP_016925317.1|DSUZ
OG0002301	LOC117577409|XP_034118210.1|DALB, LOC117577404|XP_034118209.1|DALB	LOC108021186|XP_016945261.1|DSUZ
OG0002302	LOC117565913|XP_034101171.1|DALB	LOC108021114|XP_016945149.1|DSUZ
OG0002303	LOC117577625|XP_034118382.1|DALB	LOC108004661|XP_016923124.1|DSUZ
OG0002304	LOC117564835|XP_034099650.1|DALB	LOC108021639|XP_016945936.1|DSUZ
OG0002305	LOC117568901|XP_034105695.1|DALB	LOC108005905|XP_016924796.1|DSUZ
OG0002306	LOC117563439|XP_034097666.1|DALB	LOC108021405|XP_016945598.1|DSUZ
OG0002307	LOC117563312|XP_034097458.1|DALB	LOC108020973|XP_016944910.1|DSUZ
OG0002308	LOC117563953|XP_034098417.1|DALB	LOC108020882|XP_016944770.1|DSUZ
OG0002309	LOC117564367|XP_034098975.1|DALB	LOC108016498|XP_016938657.1|DSUZ
OG0002310	LOC117566006|XP_034101315.1|DALB	LOC108007289|XP_016926421.1|DSUZ
OG0002311	LOC117564094|XP_034098621.1|DALB	LOC108014712|XP_036672957.1|DSUZ
OG0002312	LOC117565106|XP_034099955.1|DALB	LOC108021538|XP_016945793.1|DSUZ
OG0002314	LOC117571462|XP_034109504.1|DALB	LOC108019657|XP_016943033.1|DSUZ
OG0002315	LOC117569779|XP_034106970.1|DALB	LOC108008404|XP_016927737.1|DSUZ
OG0002316	LOC117565459|XP_034100452.1|DALB	LOC108008930|XP_016928334.1|DSUZ
OG0002317	LOC117568375|XP_034104869.1|DALB	LOC108013361|XP_016934671.1|DSUZ
OG0002318	LOC117564717|XP_034099491.1|DALB	LOC108021504|XP_016945746.1|DSUZ
OG0002320	LOC117572517|XP_034111263.1|DALB	LOC108009382|XP_016929179.1|DSUZ
OG0002321	LOC117566962|XP_034102503.1|DALB	LOC108008443|XP_016927784.1|DSUZ
OG0002322	LOC117564691|XP_034099457.1|DALB	LOC108021683|XP_016945994.1|DSUZ
OG0002323	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB	LOC108005119|XP_016923785.1|DSUZ
OG0002324	LOC117569300|XP_034106301.1|DALB	LOC108011053|XP_036671185.1|DSUZ
OG0002325	LOC117568196|XP_034104552.1|DALB	LOC108014097|XP_016935606.1|DSUZ
OG0002326	LOC117567536|XP_034103472.1|DALB	LOC108014101|XP_016935615.1|DSUZ
OG0002327	LOC117574888|XP_034114812.1|DALB	LOC108006022|XP_036674274.1|DSUZ
OG0002328	LOC117563393|XP_034097615.1|DALB	LOC108005856|XP_016924725.1|DSUZ
OG0002329	LOC117565371|XP_034100326.1|DALB	LOC108006880|XP_016925955.1|DSUZ
OG0002330	LOC117563504|XP_034097769.1|DALB	LOC108006057|XP_016924993.1|DSUZ
OG0002331	LOC117578165|XP_034119334.1|DALB, LOC117568173|XP_034104496.1|DALB	LOC108011219|XP_016931802.1|DSUZ
OG0002332	LOC117569910|XP_034107140.1|DALB	LOC108012368|XP_016933211.1|DSUZ
OG0002333	LOC117566675|XP_034102113.1|DALB	LOC108009475|XP_016929344.1|DSUZ
OG0002334	LOC117564891|XP_034099729.1|DALB	LOC108005689|XP_016924505.1|DSUZ
OG0002335	LOC117569937|XP_034107185.1|DALB	LOC108018244|XP_016941259.1|DSUZ
OG0002336	LOC117568195|XP_034104547.1|DALB	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ
OG0002337	LOC117571394|XP_034109404.1|DALB	LOC108009071|XP_016928573.1|DSUZ
OG0002338	LOC117563788|XP_034098207.1|DALB	LOC108020985|XP_016944932.1|DSUZ
OG0002339	LOC117564071|XP_034098587.1|DALB	LOC108020099|XP_016943692.1|DSUZ
OG0002340	LOC117565937|XP_034101214.1|DALB	LOC108019665|XP_016943082.2|DSUZ
OG0002341	LOC117570129|XP_034107485.1|DALB	LOC108008375|XP_016927704.1|DSUZ
OG0002342	LOC117563671|XP_034097985.1|DALB	LOC108018924|XP_036669333.1|DSUZ
OG0002343	LOC117563923|XP_034098383.1|DALB	LOC108019307|XP_016942620.2|DSUZ
OG0002344	LOC117564050|XP_034098554.1|DALB	LOC108006529|XP_036677565.1|DSUZ
OG0002345	LOC117572522|XP_034111273.1|DALB	LOC108019605|XP_016942972.1|DSUZ
OG0002346	LOC117563303|XP_034097437.1|DALB	LOC108021593|XP_016945872.1|DSUZ
OG0002347	LOC117568528|XP_034105123.1|DALB	LOC108010069|XP_016930372.1|DSUZ
OG0002348	LOC117566036|XP_034101376.1|DALB	LOC108020987|XP_016944934.1|DSUZ
OG0002349	LOC117572525|XP_034111275.1|DALB	LOC108019816|XP_016943319.1|DSUZ
OG0002350	LOC117572521|XP_034111272.1|DALB	LOC108019813|XP_016943313.1|DSUZ
OG0002351	LOC117570561|XP_034108182.1|DALB	LOC108009832|XP_016930011.1|DSUZ
OG0002352	LOC117570301|XP_034107718.1|DALB	LOC108018247|XP_016941263.1|DSUZ
OG0002353	LOC117565696|XP_034100823.1|DALB	LOC108014507|XP_016936135.1|DSUZ
OG0002354	LOC117563381|XP_034097579.1|DALB	LOC108019146|XP_016942384.1|DSUZ
OG0002355	LOC117565671|XP_034100794.1|DALB	LOC108008007|XP_016927277.1|DSUZ
OG0002356	LOC117564149|XP_034098705.1|DALB	LOC108021351|XP_016945523.1|DSUZ
OG0002357	LOC117574548|XP_034114310.1|DALB	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ
OG0002358	LOC117564880|XP_034099718.1|DALB	LOC108018085|XP_016940980.1|DSUZ
OG0002359	LOC117571924|XP_034110302.1|DALB	LOC108018892|XP_036675759.1|DSUZ
OG0002360	LOC117563723|XP_034098076.1|DALB	LOC108018331|XP_016941365.1|DSUZ
OG0002361	LOC117572380|XP_034111040.1|DALB	LOC108005562|XP_016924347.2|DSUZ
OG0002362	LOC117565565|XP_034100624.1|DALB	LOC108015014|XP_036678595.1|DSUZ
OG0002363	LOC117563786|XP_034098204.1|DALB	LOC108021462|XP_016945684.1|DSUZ
OG0002364	LOC117563783|XP_034098183.1|DALB	LOC108015745|XP_016937773.1|DSUZ
OG0002365	LOC117563498|XP_034097757.1|DALB	LOC108006227|XP_016925158.1|DSUZ
OG0002366	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB	LOC108009436|XP_016929266.1|DSUZ
OG0002367	LOC117564962|XP_034099808.1|DALB	LOC108021432|XP_016945637.1|DSUZ
OG0002368	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB	LOC108014608|XP_016936261.1|DSUZ
OG0002369	LOC117577664|XP_034118445.1|DALB	LOC108013727|XP_016935160.1|DSUZ
OG0002370	LOC117566101|XP_034101461.1|DALB	LOC108009163|XP_016928769.2|DSUZ
OG0002371	LOC117566105|XP_034101467.1|DALB	LOC108018683|XP_016941748.2|DSUZ
OG0002372	LOC117565496|XP_034100494.1|DALB	LOC108020739|XP_016944607.1|DSUZ
OG0002373	LOC117565252|XP_034100156.1|DALB	LOC108014671|XP_016936330.1|DSUZ
OG0002374	LOC117575364|XP_034115418.1|DALB	LOC108014579|XP_036673371.1|DSUZ
OG0002375	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB	LOC108016095|XP_016938182.2|DSUZ
OG0002376	LOC117564723|XP_034099496.1|DALB	LOC108011706|XP_016932409.1|DSUZ
OG0002377	LOC117573671|XP_034112891.1|DALB	LOC108016265|XP_036675171.1|DSUZ
OG0002378	LOC117568032|XP_034104263.1|DALB	LOC108011266|XP_016931863.1|DSUZ
OG0002379	LOC117564621|XP_034099368.1|DALB	LOC108021687|XP_016946004.1|DSUZ
OG0002380	LOC117563625|XP_034097926.1|DALB	LOC108004565|XP_016922990.2|DSUZ
OG0002381	LOC117572440|XP_034111162.1|DALB	LOC108008470|XP_016927815.1|DSUZ
OG0002382	LOC117564627|XP_034099374.1|DALB, LOC117578028|XP_034119019.1|DALB	LOC108015274|XP_016937128.1|DSUZ
OG0002383	LOC117569053|XP_034105948.1|DALB	LOC108013450|XP_016934815.1|DSUZ
OG0002384	LOC117564092|XP_034098624.1|DALB	LOC108016748|XP_036676311.1|DSUZ
OG0002385	LOC117573067|XP_034111828.1|DALB	LOC108020387|XP_016944140.1|DSUZ
