Orthogroup	DALB.longest_only	DVIR.longest_only
OG0000373	LOC117568688|XP_034105389.1|DALB	LOC6622149|XP_002047559.2|DVIR
OG0000373	LOC117564143|XP_034098696.1|DALB	LOC6629250|XP_002052774.2|DVIR, LOC6629251|XP_002052775.1|DVIR, LOC6635691|XP_002059264.1|DVIR
OG0000374	LOC117571575|XP_034109679.1|DALB	LOC6622613|XP_002047522.1|DVIR
OG0000375	LOC117567247|XP_034102986.1|DALB, LOC117567246|XP_034102985.1|DALB, LOC117567245|XP_034102984.1|DALB, LOC117567244|XP_034102983.1|DALB	LOC116650537|XP_032290365.1|DVIR, LOC6623269|XP_002047274.2|DVIR
OG0000376	LOC117577604|XP_034118341.1|DALB	LOC6631359|XP_002055663.1|DVIR
OG0000377	LOC117564203|XP_034098784.1|DALB	LOC6636655|XP_002060133.2|DVIR
OG0000378	LOC117567006|XP_034102582.1|DALB	LOC6626616|XP_002050600.1|DVIR
OG0000378	LOC117572598|XP_034111402.1|DALB	LOC6633790|XP_002056962.1|DVIR
OG0000379	LOC117566832|XP_034102296.1|DALB	LOC6626307|XP_032291609.1|DVIR
OG0000380	LOC117570332|XP_034107774.1|DALB	LOC6623355|XP_002047314.1|DVIR
OG0000381	LOC117563594|XP_034097872.1|DALB, LOC117563630|XP_034097928.1|DALB, LOC117563599|XP_034097879.1|DALB, LOC117563591|XP_034097867.1|DALB	LOC6628737|XP_002051074.1|DVIR
OG0000381	LOC117565286|XP_034100205.1|DALB, LOC117569481|XP_034106541.1|DALB	LOC6627385|XP_002051075.1|DVIR
OG0000381	LOC117564593|XP_034099331.1|DALB	LOC6627386|XP_002051076.1|DVIR
OG0000382	LOC117571255|XP_034109200.1|DALB	LOC6622325|XP_002047918.1|DVIR
OG0000383	LOC117565186|XP_034100079.1|DALB	LOC6628922|XP_002052345.1|DVIR
OG0000383	LOC117564663|XP_034099417.1|DALB	LOC6628955|XP_002052358.2|DVIR
OG0000384	LOC117571100|XP_034108973.1|DALB	LOC6624930|XP_032292262.1|DVIR
OG0000384	LOC117568302|XP_034104736.1|DALB	LOC6624931|XP_002050131.3|DVIR
OG0000385	LOC117577817|XP_034118639.1|DALB	LOC6634703|XP_002058314.3|DVIR
OG0000385	LOC117577818|XP_034118643.1|DALB	LOC6634704|XP_002058315.2|DVIR
OG0000386	LOC117568177|XP_034104503.1|DALB	LOC6636608|XP_002060045.2|DVIR, LOC116650022|XP_032289247.1|DVIR
OG0000386	LOC117575199|XP_034115207.1|DALB	LOC6632705|XP_002055843.1|DVIR
OG0000388	LOC117570811|XP_034108561.1|DALB	LOC6622484|XP_002047952.1|DVIR, LOC6624196|XP_002047435.1|DVIR, LOC6623529|XP_032291310.1|DVIR
OG0000389	LOC117577392|XP_034118191.1|DALB	LOC6635270|XP_002058731.2|DVIR
OG0000389	LOC117570394|XP_034107903.1|DALB	LOC6623180|XP_015031013.1|DVIR
OG0000390	LOC117565866|XP_034101093.1|DALB	LOC6627760|XP_002051133.2|DVIR
OG0000391	LOC117572754|XP_034111729.1|DALB	LOC6626810|XP_002050927.1|DVIR
OG0000391	LOC117570348|XP_034107796.1|DALB	LOC6626946|XP_032291914.1|DVIR
OG0000392	LOC117565444|XP_034100426.1|DALB	LOC6628186|XP_002052920.1|DVIR
OG0000392	LOC117565611|XP_034100706.1|DALB	LOC6628188|XP_002052921.1|DVIR
OG0000393	LOC117563689|XP_034098012.1|DALB	LOC6628271|XP_032294358.1|DVIR
OG0000393	LOC117563690|XP_034098024.1|DALB	LOC6628273|XP_015028603.2|DVIR
OG0000394	LOC117575138|XP_034115139.1|DALB	LOC6633270|XP_002057151.2|DVIR
OG0000394	LOC117575150|XP_034115148.1|DALB	LOC6633271|XP_002057152.1|DVIR
OG0000395	LOC117570546|XP_034108158.1|DALB	LOC26531070|XP_015031685.1|DVIR
OG0000395	LOC117566474|XP_034101896.1|DALB	LOC6624124|XP_002048329.3|DVIR
OG0000395	LOC117566475|XP_034101897.1|DALB	LOC116650721|XP_032291074.1|DVIR
OG0000396	LOC117563219|XP_034097301.1|DALB, LOC117563220|XP_034097303.1|DALB	LOC6629146|XP_002052893.1|DVIR
OG0000397	LOC117572330|XP_034110958.1|DALB, LOC117571299|XP_034109260.1|DALB	LOC6625356|XP_002050323.2|DVIR, LOC6625355|XP_002050322.1|DVIR
OG0000397	LOC117571225|XP_034109163.1|DALB	LOC116651146|XP_032292922.1|DVIR, LOC6626740|XP_032292920.1|DVIR
OG0000398	LOC117571258|XP_034109211.1|DALB	LOC6625599|XP_002050259.2|DVIR
OG0000398	LOC117572238|XP_034110812.1|DALB	LOC6624519|XP_002047653.2|DVIR, LOC6624349|XP_002047652.1|DVIR
OG0000399	LOC117576396|XP_034117001.1|DALB	LOC6631075|XP_015027615.1|DVIR
OG0000399	LOC117576395|XP_034117000.1|DALB	LOC6631076|XP_032295388.1|DVIR, LOC116651955|XP_032295392.1|DVIR
OG0000401	LOC117578333|XP_034119689.1|DALB	LOC6631915|XP_032296271.1|DVIR
OG0000403	LOC117575229|XP_034115248.1|DALB, LOC117565523|XP_034100552.1|DALB	LOC6628992|XP_002052123.1|DVIR
OG0000403	LOC117573582|XP_034112760.1|DALB	LOC6631267|XP_002053819.1|DVIR
OG0000403	LOC117566920|XP_034102431.1|DALB	LOC6626077|XP_032292570.1|DVIR
OG0000404	LOC117575732|XP_034115968.1|DALB	LOC6632792|XP_002056110.2|DVIR
OG0000404	LOC117575731|XP_034115966.1|DALB	LOC6632793|XP_002056111.3|DVIR
OG0000405	LOC117577770|XP_034118574.1|DALB	LOC6634524|XP_032296377.1|DVIR
OG0000405	LOC117575268|XP_034115294.1|DALB	LOC6631219|XP_002053962.1|DVIR
OG0000406	LOC117567823|XP_034103955.1|DALB	LOC6623096|XP_002046615.1|DVIR
OG0000406	LOC117570598|XP_034108232.1|DALB	LOC6636490|XP_002059852.1|DVIR
OG0000407	LOC117570063|XP_034107388.1|DALB	LOC6623995|XP_002046273.1|DVIR
OG0000407	LOC117572447|XP_034111169.1|DALB	LOC6623973|XP_032290458.1|DVIR
OG0000408	LOC117564231|XP_034098813.1|DALB	LOC6634016|XP_002057859.1|DVIR, LOC6634015|XP_032293425.1|DVIR
OG0000408	LOC117564414|XP_034099037.1|DALB	LOC26531741|XP_015025408.1|DVIR
OG0000408	LOC117564537|XP_034099250.1|DALB	LOC6634012|XP_002057855.2|DVIR
OG0000408	LOC117563853|XP_034098272.1|DALB	LOC6628005|XP_002051411.1|DVIR
OG0000409	LOC117570871|XP_034108654.1|DALB	LOC6626944|XP_002050082.1|DVIR
OG0000409	LOC117570740|XP_034108453.1|DALB	LOC6625366|XP_002049062.1|DVIR
OG0000409	LOC117571128|XP_034109020.1|DALB	LOC6625365|XP_002049061.1|DVIR
OG0000409	LOC117569890|XP_034107122.1|DALB	LOC6635796|XP_002059384.2|DVIR
OG0000410	LOC117565316|XP_034100245.1|DALB	LOC6628219|XP_002052705.3|DVIR
OG0000411	LOC117574251|XP_034113871.1|DALB	LOC6629263|XP_032295172.1|DVIR
OG0000411	LOC117564530|XP_034099241.1|DALB	LOC6634116|XP_002057884.1|DVIR
OG0000412	LOC117570393|XP_034107902.1|DALB	LOC6626771|XP_002049835.1|DVIR
OG0000412	LOC117572543|XP_034111304.1|DALB	LOC6624144|XP_002047876.1|DVIR
OG0000413	LOC117575322|XP_034115369.1|DALB	LOC6633161|XP_002056610.1|DVIR
OG0000413	LOC117575051|XP_034115024.1|DALB	LOC6632904|XP_032289862.1|DVIR
OG0000414	LOC117567214|XP_034102934.1|DALB	LOC6626855|XP_002049226.1|DVIR
OG0000415	LOC117567067|XP_034102700.1|DALB	LOC6625903|XP_032292853.1|DVIR
OG0000415	LOC117568229|XP_034104593.1|DALB	LOC6625900|XP_002049712.1|DVIR
OG0000416	LOC117572452|XP_034111179.1|DALB	LOC6634473|XP_002058244.1|DVIR
OG0000416	LOC117567180|XP_034102898.1|DALB	LOC6631751|XP_002055030.1|DVIR
OG0000417	LOC117575059|XP_034115031.1|DALB	LOC6631278|XP_002054062.1|DVIR
OG0000418	LOC117566055|XP_034101403.1|DALB	LOC6633412|XP_002056811.2|DVIR
OG0000418	LOC117569727|XP_034106895.1|DALB	LOC6635436|XP_002059072.2|DVIR
OG0000419	LOC117572567|XP_034111338.1|DALB	LOC6625526|XP_032292265.1|DVIR
OG0000419	LOC117571479|XP_034109532.1|DALB	LOC6625528|XP_002051022.2|DVIR
OG0000421	LOC117563687|XP_034098009.1|DALB	LOC6628515|XP_032293742.1|DVIR
OG0000421	LOC117565567|XP_034100634.1|DALB	LOC6635620|XP_002059139.1|DVIR
OG0000422	LOC117573745|XP_034113016.1|DALB	LOC6630926|XP_002054315.2|DVIR
OG0000423	LOC117568715|XP_034105422.1|DALB	LOC6624795|XP_002049346.2|DVIR
OG0000423	LOC117570125|XP_034107480.1|DALB	LOC6624794|XP_002049345.1|DVIR
OG0000424	LOC117567277|XP_034103034.1|DALB	LOC6635364|XP_015024683.1|DVIR
OG0000424	LOC117570624|XP_034108277.1|DALB	LOC6635365|XP_032293201.1|DVIR
OG0000425	LOC117571118|XP_034109005.1|DALB	LOC6626769|XP_002049833.2|DVIR
OG0000426	LOC117567641|XP_034103638.1|DALB	LOC6625537|XP_002050539.1|DVIR
OG0000428	LOC117568170|XP_034104494.1|DALB	LOC6624025|XP_002046296.1|DVIR
OG0000428	LOC117568169|XP_034104493.1|DALB	LOC6624057|XP_002046295.2|DVIR
OG0000429	LOC117569375|XP_034106396.1|DALB	LOC6625303|XP_032293281.1|DVIR
OG0000429	LOC117568538|XP_034105147.1|DALB	LOC6625302|XP_032293301.1|DVIR
OG0000430	LOC117574689|XP_034114486.1|DALB	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR
OG0000433	LOC117575919|XP_034116268.1|DALB	LOC6633599|XP_002056995.1|DVIR
OG0000433	LOC117572721|XP_034111674.1|DALB	LOC6624694|XP_002047192.1|DVIR
OG0000434	LOC117573374|XP_034112402.1|DALB	LOC6632297|XP_002055986.1|DVIR
OG0000434	LOC117571069|XP_034108930.1|DALB	LOC6635878|XP_002059351.2|DVIR
OG0000435	LOC117567736|XP_034103812.1|DALB	LOC6631572|XP_032296112.1|DVIR
OG0000438	LOC117573307|XP_034112303.1|DALB	LOC6633075|XP_002056147.1|DVIR
OG0000439	LOC117565270|XP_034100188.1|DALB	LOC6633953|XP_002057840.2|DVIR
OG0000439	LOC117571111|XP_034108985.1|DALB	LOC6622954|XP_032290936.1|DVIR
OG0000440	LOC117570223|XP_034107613.1|DALB	LOC6626763|XP_002050917.1|DVIR
OG0000440	LOC117570224|XP_034107614.1|DALB	LOC6626417|XP_015029038.1|DVIR
OG0000440	LOC117567896|XP_034104059.1|DALB	LOC6625760|XP_002048726.2|DVIR
OG0000441	LOC117570102|XP_034107450.1|DALB	LOC6624752|XP_032292151.1|DVIR
OG0000441	LOC117569290|XP_034106286.1|DALB	LOC6624751|XP_032292299.1|DVIR
OG0000443	LOC117569537|XP_034106631.1|DALB	LOC6624489|XP_002047100.1|DVIR
OG0000443	LOC117570957|XP_034108783.1|DALB	LOC6624442|XP_002047101.1|DVIR
OG0000444	LOC117564594|XP_034099337.1|DALB	LOC6629079|XP_002051602.1|DVIR
OG0000444	LOC117564527|XP_034099239.1|DALB	LOC6629198|XP_002051600.1|DVIR
OG0000446	LOC117575905|XP_034116240.1|DALB	LOC6632972|XP_032289825.1|DVIR
OG0000446	LOC117569928|XP_034107178.1|DALB	LOC26530992|XP_015024379.2|DVIR
OG0000448	LOC117576233|XP_034116742.1|DALB	LOC6632922|XP_002055925.1|DVIR
OG0000448	LOC117573579|XP_034112758.1|DALB, LOC117575855|XP_034116166.1|DALB	LOC6632920|XP_002055923.2|DVIR
OG0000448	LOC117564935|XP_034099780.1|DALB	LOC6627517|XP_002051626.1|DVIR
OG0000449	LOC117572037|XP_034110488.1|DALB	LOC6623397|XP_002046815.1|DVIR
OG0000449	LOC117564461|XP_034099137.1|DALB	LOC6633923|XP_002057615.2|DVIR
OG0000450	LOC117578232|XP_034119507.1|DALB	LOC6631951|XP_032295430.1|DVIR
OG0000450	LOC117566468|XP_034101893.1|DALB	LOC6631321|XP_015026456.1|DVIR
OG0000451	LOC117577647|XP_034118420.1|DALB	LOC6634727|XP_002058326.1|DVIR
OG0000451	LOC117577648|XP_034118423.1|DALB	LOC6634729|XP_002058328.1|DVIR
OG0000454	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB	LOC6628227|XP_002051175.1|DVIR
OG0000455	LOC117568561|XP_034105180.1|DALB	LOC6626215|XP_002050743.1|DVIR
OG0000455	LOC117569000|XP_034105872.1|DALB	LOC6625184|XP_002050742.1|DVIR
OG0000456	LOC117573143|XP_034111972.1|DALB	LOC6636214|XP_002059715.2|DVIR
OG0000456	LOC117563277|XP_034097400.1|DALB	LOC6634129|XP_032289015.1|DVIR
OG0000457	LOC117565212|XP_034100110.1|DALB	LOC6627633|XP_002051099.1|DVIR
OG0000457	LOC117564515|XP_034099226.1|DALB	LOC6628705|XP_002051323.2|DVIR
OG0000458	LOC117563861|XP_034098286.1|DALB	LOC6635764|XP_015024523.1|DVIR
OG0000460	LOC117565458|XP_034100451.1|DALB	LOC6627660|XP_002051724.1|DVIR
OG0000462	LOC117575942|XP_034116293.1|DALB	LOC26530806|XP_015027827.1|DVIR
OG0000462	LOC117575940|XP_034116292.1|DALB	LOC26531733|XP_015027930.1|DVIR
OG0000463	LOC117574386|XP_034114111.1|DALB	LOC6630610|XP_002054485.2|DVIR
OG0000463	LOC117574482|XP_034114210.1|DALB, LOC117574479|XP_034114208.1|DALB	LOC6629547|XP_032292309.1|DVIR
OG0000464	LOC117563862|XP_034098309.1|DALB	LOC6635762|XP_015024407.1|DVIR
OG0000464	LOC117566161|XP_034101552.1|DALB	LOC6628869|XP_002052335.2|DVIR
OG0000465	LOC117576223|XP_034116725.1|DALB	LOC6630641|XP_032288927.1|DVIR
OG0000465	LOC117576222|XP_034116722.1|DALB	LOC6630604|XP_002053023.1|DVIR
OG0000466	LOC117570655|XP_034108330.1|DALB	LOC6635471|XP_015024613.1|DVIR
OG0000466	LOC117564787|XP_034099588.1|DALB	LOC6635652|XP_002059120.1|DVIR
OG0000467	LOC117571055|XP_034108913.1|DALB	LOC6636513|XP_032292686.1|DVIR
OG0000467	LOC117568018|XP_034104237.1|DALB	LOC6636427|XP_032291673.1|DVIR
OG0000468	LOC117571922|XP_034110294.1|DALB	LOC6635965|XP_002059330.1|DVIR
OG0000469	LOC117565858|XP_034101077.1|DALB	LOC26531633|XP_032293899.1|DVIR
OG0000469	LOC117565982|XP_034101278.1|DALB	LOC6628977|XP_002052729.2|DVIR
OG0000470	LOC117567360|XP_034103189.1|DALB	LOC6624115|XP_002048640.1|DVIR
OG0000470	LOC117570696|XP_034108390.1|DALB	LOC6623584|XP_032290408.1|DVIR
OG0000471	LOC117571140|XP_034109033.1|DALB	LOC6636857|XP_002060287.1|DVIR
OG0000471	LOC117564774|XP_034099564.1|DALB	LOC6627352|XP_002051963.2|DVIR
OG0000473	LOC117578220|XP_034119485.1|DALB	LOC6632052|XP_002055249.1|DVIR
OG0000473	LOC117573572|XP_034112789.1|DALB	LOC6633398|XP_002057208.2|DVIR
OG0000474	LOC117567868|XP_034104029.1|DALB	LOC6631703|XP_002055351.1|DVIR
OG0000474	LOC117568378|XP_034104876.1|DALB	LOC6624562|XP_002048563.2|DVIR
OG0000475	LOC117575976|XP_034116347.1|DALB	LOC6629941|XP_002054369.2|DVIR
OG0000475	LOC117568537|XP_034105146.1|DALB	LOC26531120|XP_015030288.1|DVIR
OG0000475	LOC117575974|XP_034116343.1|DALB	LOC26531386|XP_032295277.1|DVIR
OG0000476	LOC117574092|XP_034113618.1|DALB	LOC6629949|XP_002053007.2|DVIR
OG0000476	LOC117574302|XP_034113999.1|DALB	LOC6629950|XP_015027269.1|DVIR
OG0000477	LOC117576734|XP_034117651.1|DALB	LOC6630953|XP_002053943.1|DVIR
OG0000477	LOC117576735|XP_034117653.1|DALB	LOC6630954|XP_002053944.1|DVIR
OG0000478	LOC117577931|XP_034118825.1|DALB	LOC6631782|XP_002055709.1|DVIR
OG0000478	LOC117574156|XP_034113728.1|DALB	LOC6630997|XP_002053499.1|DVIR
OG0000479	LOC117576315|XP_034116861.1|DALB	LOC6629776|XP_002052990.1|DVIR
OG0000480	LOC117564375|XP_034098985.1|DALB	LOC6629122|XP_002052114.1|DVIR
OG0000480	LOC117564374|XP_034098982.1|DALB	LOC6629120|XP_002052112.1|DVIR
OG0000482	LOC117576116|XP_034116565.1|DALB	LOC6632349|XP_002056711.1|DVIR
OG0000482	LOC117576192|XP_034116676.1|DALB	LOC6632502|XP_002056520.1|DVIR
OG0000483	LOC117574894|XP_034114822.1|DALB	LOC6630656|XP_002053312.1|DVIR
OG0000483	LOC117573301|XP_034112297.1|DALB	LOC6630657|XP_002053313.2|DVIR
OG0000484	LOC117575936|XP_034116287.1|DALB	LOC6630348|XP_002054597.1|DVIR
OG0000484	LOC117576719|XP_034117630.1|DALB	LOC6630349|XP_002054598.1|DVIR
OG0000485	LOC117568025|XP_034104248.1|DALB	LOC6622212|XP_015030467.1|DVIR
OG0000485	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB	LOC6624170|XP_002048365.1|DVIR
OG0000486	LOC117568199|XP_034104555.1|DALB	LOC116650930|XP_032292028.1|DVIR
OG0000487	LOC117572563|XP_034111331.1|DALB	LOC26531076|XP_015030278.1|DVIR
OG0000487	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB	LOC26531897|XP_015030376.2|DVIR
OG0000489	LOC117576379|XP_034116968.1|DALB	LOC6629365|XP_002054443.1|DVIR
OG0000489	LOC117567573|XP_034103540.1|DALB	LOC6631808|XP_032295745.1|DVIR
OG0000490	LOC117578022|XP_034119012.1|DALB	LOC6635583|XP_002058996.3|DVIR
OG0000490	LOC117574832|XP_034114709.1|DALB	LOC6634698|XP_032296379.1|DVIR
OG0000491	LOC117567551|XP_034103500.1|DALB	LOC6635812|XP_002059321.1|DVIR
OG0000492	LOC117569977|XP_034107244.1|DALB	LOC6626120|XP_032292939.1|DVIR
OG0000492	LOC117564509|XP_034099216.1|DALB	LOC6634260|XP_002057542.1|DVIR
OG0000493	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB	LOC6625196|XP_002048749.1|DVIR
OG0000494	LOC117565717|XP_034100859.1|DALB	LOC6634515|XP_032296435.1|DVIR, LOC116652283|XP_032296480.1|DVIR
OG0000494	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB	LOC6630857|XP_015027275.1|DVIR
OG0000494	LOC117563507|XP_034097772.1|DALB	LOC6628513|XP_002051499.1|DVIR
OG0000495	LOC117570390|XP_034107900.1|DALB	LOC6633236|XP_032288949.1|DVIR
OG0000495	LOC117570750|XP_034108463.1|DALB	LOC6635917|XP_002059286.1|DVIR
OG0000496	LOC117566054|XP_034101400.1|DALB	LOC6634241|XP_002057792.1|DVIR
OG0000496	LOC117565995|XP_034101305.1|DALB	LOC6628882|XP_002051662.1|DVIR
OG0000497	LOC117565266|XP_034100182.1|DALB	LOC6635648|XP_002059194.2|DVIR
OG0000497	LOC117564629|XP_034099376.1|DALB	LOC6635649|XP_002059195.2|DVIR
OG0000498	LOC117573306|XP_034112302.1|DALB	LOC6629340|XP_002053317.2|DVIR
OG0000498	LOC117575291|XP_034115329.1|DALB	LOC6629342|XP_002053319.3|DVIR
OG0000499	LOC117566916|XP_034102428.1|DALB	LOC6625342|XP_002050424.2|DVIR
OG0000499	LOC117578361|XP_034119695.1|DALB	LOC6633407|XP_032288799.1|DVIR
OG0000500	LOC117568873|XP_034105654.1|DALB	LOC6624707|XP_002048373.1|DVIR
OG0000500	LOC117568872|XP_034105653.1|DALB	LOC6623877|XP_002048370.2|DVIR
OG0000501	LOC117566728|XP_034102162.1|DALB	LOC6624804|XP_002049654.2|DVIR
OG0000502	LOC117570858|XP_034108629.1|DALB	LOC6626559|XP_002049809.1|DVIR
OG0000503	LOC117566793|XP_034102227.1|DALB	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR
OG0000504	LOC117570036|XP_034107352.1|DALB	LOC6622641|XP_002047019.1|DVIR
OG0000505	LOC117573327|XP_034112331.1|DALB	LOC6635516|XP_015024619.1|DVIR
OG0000505	LOC117571310|XP_034109279.1|DALB	LOC6635573|XP_002058928.1|DVIR
OG0000506	LOC117573661|XP_034112880.1|DALB	LOC6632313|XP_002055790.1|DVIR
OG0000506	LOC117573805|XP_034113108.1|DALB	LOC6633108|XP_002055791.2|DVIR
OG0000507	LOC117576971|XP_034118043.1|DALB	LOC6634405|XP_032289263.1|DVIR
OG0000507	LOC117568198|XP_034104558.1|DALB	LOC6634406|XP_002057927.1|DVIR
OG0000508	LOC117571360|XP_034109359.1|DALB	LOC6622632|XP_032291372.1|DVIR
OG0000508	LOC117571471|XP_034109516.1|DALB	LOC6624655|XP_032291375.1|DVIR
OG0000509	LOC117567337|XP_034103147.1|DALB	LOC6624850|XP_032292418.1|DVIR
OG0000509	LOC117567334|XP_034103144.1|DALB	LOC6627103|XP_032292417.1|DVIR
OG0000510	LOC117572436|XP_034111155.1|DALB	LOC6626757|XP_002050708.1|DVIR
OG0000511	LOC117564449|XP_034099117.1|DALB	LOC6627928|XP_002051994.1|DVIR
OG0000511	LOC117564447|XP_034099116.1|DALB	LOC6627929|XP_002051995.1|DVIR
OG0000512	LOC117566003|XP_034101311.1|DALB	LOC6627910|XP_002051760.1|DVIR
OG0000513	LOC117566895|XP_034102401.1|DALB	LOC6626707|XP_002050469.1|DVIR
OG0000513	LOC117565466|XP_034100463.1|DALB	LOC6628067|XP_002051536.1|DVIR
OG0000514	LOC117565332|XP_034100270.1|DALB	LOC6635747|XP_002059218.3|DVIR
OG0000514	LOC117564904|XP_034099748.1|DALB	LOC6635746|XP_032294678.1|DVIR
OG0000515	LOC117573227|XP_034112167.1|DALB	LOC6636204|XP_002059694.1|DVIR
OG0000515	LOC117570797|XP_034108543.1|DALB	LOC6622056|XP_032290853.1|DVIR
OG0000516	LOC117578001|XP_034118993.1|DALB	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR
OG0000517	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB	LOC6622665|XP_002047694.1|DVIR
OG0000517	LOC117571814|XP_034110075.1|DALB	LOC26531561|XP_015031760.1|DVIR
OG0000521	LOC117577891|XP_034118760.1|DALB	LOC6631329|XP_032295927.1|DVIR
OG0000521	LOC117567494|XP_034103418.1|DALB	LOC6631324|XP_032295977.1|DVIR
OG0000522	LOC117577337|XP_034118181.1|DALB	LOC6636666|XP_002060144.1|DVIR
OG0000523	LOC117574359|XP_034114084.1|DALB	LOC6629702|XP_002052960.1|DVIR
OG0000523	LOC117569690|XP_034106838.1|DALB	LOC6631562|XP_002055439.1|DVIR
OG0000524	LOC117573923|XP_034113327.1|DALB	LOC6629407|XP_002053064.1|DVIR
OG0000525	LOC117567161|XP_034102865.1|DALB	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR
OG0000526	LOC117564252|XP_034098847.1|DALB	LOC6628331|XP_002051203.2|DVIR
OG0000526	LOC117572745|XP_034111713.1|DALB	LOC6625070|XP_032293348.1|DVIR
OG0000527	LOC117565756|XP_034100898.1|DALB	LOC6629171|XP_032294634.1|DVIR
OG0000527	LOC117566242|XP_034101679.1|DALB	LOC6627405|XP_032294080.1|DVIR
OG0000528	LOC117578385|XP_034119712.1|DALB	LOC6628001|XP_002051790.2|DVIR
OG0000529	LOC117565740|XP_034100876.1|DALB	LOC6627522|XP_002051969.1|DVIR
OG0000529	LOC117564582|XP_034099314.1|DALB	LOC6628865|XP_002052084.1|DVIR
OG0000530	LOC117571193|XP_034109126.1|DALB	LOC26531513|XP_015031752.2|DVIR
OG0000530	LOC117571162|XP_034109063.1|DALB	LOC6624333|XP_002047446.1|DVIR
OG0000531	LOC117565336|XP_034100276.1|DALB	LOC6627748|XP_002051302.1|DVIR
OG0000531	LOC117565556|XP_034100615.1|DALB	LOC6627505|XP_002052788.1|DVIR
OG0000532	LOC117576083|XP_034116522.1|DALB	LOC6631259|XP_002053247.1|DVIR
OG0000532	LOC117575284|XP_034115318.1|DALB	LOC6631258|XP_002053246.2|DVIR
OG0000533	LOC117569997|XP_034107280.1|DALB	LOC6631740|XP_032295653.1|DVIR
OG0000533	LOC117573993|XP_034113432.1|DALB	LOC6633158|XP_002056607.1|DVIR
OG0000534	LOC117578034|XP_034119039.1|DALB	LOC6633330|XP_032296545.1|DVIR
OG0000534	LOC117568271|XP_034104653.1|DALB	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR
OG0000535	LOC117567969|XP_034104168.1|DALB	LOC6625541|XP_002050543.2|DVIR
OG0000535	LOC117570234|XP_034107629.1|DALB	LOC6627010|XP_015029414.1|DVIR
OG0000536	LOC117569953|XP_034107207.1|DALB	LOC6623961|XP_032290753.1|DVIR
OG0000537	LOC117570048|XP_034107366.1|DALB	LOC6624865|XP_002048884.1|DVIR
OG0000538	LOC117568064|XP_034104311.1|DALB	LOC6627243|XP_032293171.1|DVIR
OG0000538	LOC117568809|XP_034105561.1|DALB	LOC6626442|XP_002048910.1|DVIR
OG0000539	LOC117574978|XP_034114935.1|DALB	LOC6630431|XP_002053472.1|DVIR
OG0000539	LOC117576115|XP_034116563.1|DALB	LOC6630432|XP_002053473.1|DVIR
OG0000540	LOC117565442|XP_034100424.1|DALB	LOC6628813|XP_002052063.2|DVIR
OG0000542	LOC117574053|XP_034113556.1|DALB	LOC6629822|XP_002053190.2|DVIR
OG0000542	LOC117573207|XP_034112097.1|DALB	LOC6636224|XP_002059704.1|DVIR
OG0000543	LOC117573902|XP_034113301.1|DALB	LOC116650893|XP_032291762.1|DVIR
OG0000543	LOC117572386|XP_034111050.1|DALB	LOC6625811|XP_032292234.1|DVIR
OG0000544	LOC117568673|XP_034105370.1|DALB	LOC6623918|XP_002046849.1|DVIR
OG0000544	LOC117575460|XP_034115560.1|DALB	LOC6629813|XP_015027787.2|DVIR
OG0000545	LOC117575100|XP_034115092.1|DALB	LOC6630498|XP_002054392.2|DVIR
OG0000545	LOC117575101|XP_034115093.1|DALB	LOC6630500|XP_032295041.1|DVIR
OG0000546	LOC117573648|XP_034112859.1|DALB	LOC6630668|XP_002054626.1|DVIR
OG0000546	LOC117577896|XP_034118770.1|DALB	LOC6631674|XP_002055000.2|DVIR
OG0000547	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB	LOC6633268|XP_002057149.1|DVIR, LOC6632744|XP_002056459.1|DVIR
OG0000548	LOC117571554|XP_034109648.1|DALB	LOC6623890|XP_002048282.1|DVIR
OG0000548	LOC117570985|XP_034108822.1|DALB	LOC6623834|XP_002048281.1|DVIR
OG0000549	LOC117569957|XP_034107218.1|DALB	LOC6625577|XP_032292703.1|DVIR
OG0000550	LOC117570320|XP_034107753.1|DALB	LOC6628699|XP_002052564.2|DVIR
OG0000550	LOC117569649|XP_034106785.1|DALB	LOC6627337|XP_015028733.1|DVIR
OG0000551	LOC117570425|XP_034107964.1|DALB	LOC6626650|XP_032292310.1|DVIR
OG0000552	LOC117576695|XP_034117582.1|DALB	LOC26530496|XP_015026246.1|DVIR, LOC6633175|XP_002056157.2|DVIR
