Orthogroup	DALB.longest_only	DSEC.longest_only
OG0001529	LOC117572442|XP_034111167.1|DALB	LOC6612522|XP_002037030.1|DSEC
OG0001530	LOC117565716|XP_034100855.1|DALB	LOC6611792|XP_002036314.1|DSEC
OG0001531	LOC117571201|XP_034109137.1|DALB	LOC6609889|XP_002034539.1|DSEC
OG0001534	LOC117568395|XP_034104912.1|DALB	LOC6612256|XP_032580168.1|DSEC
OG0001535	LOC117575985|XP_034116367.1|DALB	LOC6615179|XP_032580055.1|DSEC
OG0001536	LOC117575953|XP_034116323.1|DALB	LOC6614820|XP_002039239.1|DSEC
OG0001537	LOC117566226|XP_034101663.1|DALB	LOC6617264|XP_002041591.1|DSEC
OG0001538	LOC117577694|XP_034118488.1|DALB	LOC6618670|XP_032582136.1|DSEC
OG0001539	LOC117569449|XP_034106504.1|DALB	LOC6615696|XP_032570061.1|DSEC
OG0001540	LOC117564789|XP_034099598.1|DALB	LOC6621136|XP_002045315.1|DSEC
OG0001541	LOC117569730|XP_034106894.1|DALB	LOC6616574|XP_002040933.1|DSEC
OG0001542	LOC117574521|XP_034114272.1|DALB	LOC6606911|XP_032577139.1|DSEC
OG0001543	LOC117567228|XP_034102953.1|DALB	LOC6617969|XP_002042277.2|DSEC
OG0001544	LOC117570438|XP_034108023.1|DALB	LOC6612545|XP_032581489.1|DSEC
OG0001545	LOC117578266|XP_034119582.1|DALB	LOC6615252|XP_032582746.1|DSEC, LOC6620716|XP_032582113.1|DSEC
OG0001546	LOC117578255|XP_034119570.1|DALB	LOC6615251|XP_002039656.2|DSEC
OG0001547	LOC117573400|XP_034112496.1|DALB	LOC6616227|XP_002040592.2|DSEC
OG0001548	LOC117570968|XP_034108805.1|DALB	LOC6617952|XP_002042260.2|DSEC
OG0001549	LOC117564445|XP_034099097.1|DALB	LOC6614425|XP_032583709.1|DSEC
OG0001550	LOC117575559|XP_034115711.1|DALB	LOC6606970|XP_032577642.1|DSEC
OG0001551	LOC117574656|XP_034114451.1|DALB	LOC6607512|XP_032577583.1|DSEC
OG0001552	LOC117575024|XP_034114993.1|DALB	LOC6607142|XP_002031928.1|DSEC
OG0001553	LOC117577676|XP_034118460.1|DALB	LOC6612577|XP_032581040.1|DSEC
OG0001554	LOC117576849|XP_034117832.1|DALB	LOC6606938|XP_002031732.2|DSEC
OG0001555	LOC117565340|XP_034100281.1|DALB	LOC6614609|XP_002039037.1|DSEC
OG0001556	LOC117572757|XP_034111732.1|DALB	LOC6609752|XP_002034406.1|DSEC
OG0001557	LOC117568810|XP_034105565.1|DALB	LOC6619900|XP_032581649.1|DSEC
OG0001558	LOC117570538|XP_034108140.1|DALB	LOC6619998|XP_032580368.1|DSEC
OG0001559	LOC117575279|XP_034115311.1|DALB	LOC6607719|XP_002032482.1|DSEC
OG0001560	LOC117576536|XP_034117252.1|DALB	LOC6614310|XP_032579474.1|DSEC
OG0001561	LOC117576029|XP_034116429.1|DALB	LOC6616763|XP_002041100.1|DSEC
OG0001562	LOC117578399|XP_034119745.1|DALB	LOC6611424|XP_002035968.1|DSEC
OG0001563	LOC117573081|XP_034111862.1|DALB	LOC6620135|XP_002044347.1|DSEC
OG0001564	LOC117576321|XP_034116873.1|DALB	LOC6607335|XP_032578554.1|DSEC
OG0001565	LOC117575608|XP_034115770.1|DALB	LOC6607310|XP_032577806.1|DSEC
OG0001566	LOC117575414|XP_034115485.1|DALB	LOC6606905|XP_002031699.1|DSEC
OG0001567	LOC117569382|XP_034106403.1|DALB	LOC6608654|XP_002033388.1|DSEC
OG0001568	LOC117576252|XP_034116770.1|DALB	LOC6606400|XP_032579137.1|DSEC
OG0001569	LOC117575871|XP_034116193.1|DALB	LOC6606491|XP_002031292.1|DSEC
OG0001570	LOC117574197|XP_034113791.1|DALB	LOC6606541|XP_002031342.1|DSEC
OG0001571	LOC117565176|XP_034100059.1|DALB	LOC6611981|XP_032583112.1|DSEC
OG0001572	LOC117577690|XP_034118481.1|DALB	LOC6617918|XP_002042226.1|DSEC
OG0001573	LOC117572789|XP_034111783.1|DALB	LOC6610826|XP_002035392.2|DSEC
OG0001574	LOC117572816|XP_034111809.1|DALB	LOC6615845|XP_032580246.1|DSEC
OG0001575	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB	LOC6607704|XP_002032468.1|DSEC
OG0001576	LOC117576636|XP_034117453.1|DALB	LOC6606862|XP_002031656.1|DSEC
OG0001577	LOC117574344|XP_034114056.1|DALB	LOC6612759|XP_032576594.1|DSEC
OG0001578	LOC117572717|XP_034111671.1|DALB	LOC6609801|XP_002034455.1|DSEC
OG0001579	LOC117565436|XP_034100421.1|DALB	LOC116803113|XP_032582962.1|DSEC, LOC6615055|XP_032580390.1|DSEC
OG0001580	LOC117571885|XP_034110235.1|DALB	LOC6608557|XP_032571031.1|DSEC, LOC116800703|XP_032573053.1|DSEC
OG0001581	LOC117570788|XP_034108531.1|DALB	LOC6617466|XP_002041783.2|DSEC
OG0001582	LOC117571902|XP_034110265.1|DALB	LOC6608860|XP_032571863.1|DSEC, LOC6608859|XP_032572212.1|DSEC
OG0001583	LOC117572182|XP_034110724.1|DALB	LOC6608073|XP_002032821.1|DSEC
OG0001584	LOC117566394|XP_034101793.1|DALB	LOC6610241|XP_002034836.1|DSEC
OG0001585	LOC117568547|XP_034105160.1|DALB	LOC6619895|XP_032580226.1|DSEC
OG0001586	LOC117571409|XP_034109438.1|DALB	LOC6611138|XP_002035695.1|DSEC
OG0001587	LOC117567367|XP_034103200.1|DALB	LOC6620406|XP_002044615.1|DSEC
OG0001588	LOC117569674|XP_034106812.1|DALB	LOC6608038|XP_002032786.1|DSEC
OG0001589	LOC117566042|XP_034101383.1|DALB	LOC6620745|XP_002044947.1|DSEC
OG0001590	LOC117571732|XP_034109931.1|DALB	LOC6609935|XP_032572120.1|DSEC
OG0001591	LOC117574871|XP_034114786.1|DALB	LOC6617947|XP_032580507.1|DSEC, LOC6620204|XP_002044411.2|DSEC, LOC6612686|XP_032577137.1|DSEC
OG0001592	LOC117563622|XP_034097914.1|DALB	LOC6617753|XP_032576545.1|DSEC
OG0001593	LOC117563626|XP_034097923.1|DALB	LOC6617742|XP_002042054.1|DSEC
OG0001594	LOC117565809|XP_034100989.1|DALB	LOC6613359|XP_032569730.1|DSEC
OG0001595	LOC117566957|XP_034102491.1|DALB	LOC6608674|XP_032570831.1|DSEC
OG0001596	LOC117565803|XP_034100983.1|DALB	LOC6614708|XP_002039135.1|DSEC
OG0001597	LOC117565725|XP_034100865.1|DALB	LOC116803617|XP_032583550.1|DSEC, LOC116803619|XP_032583557.1|DSEC, LOC116803612|XP_032583535.1|DSEC
OG0001599	LOC117565621|XP_034100725.1|DALB	LOC6611443|XP_002035986.1|DSEC
OG0001600	LOC117578388|XP_034119715.1|DALB	LOC6611317|XP_032579060.1|DSEC
OG0001601	LOC117564402|XP_034099018.1|DALB	LOC6613583|XP_002038051.1|DSEC
OG0001602	LOC117565233|XP_034100131.1|DALB	LOC6611809|XP_032574360.1|DSEC
OG0001603	LOC117565779|XP_034100946.1|DALB	LOC6611828|XP_002036350.1|DSEC
OG0001604	LOC117577587|XP_034118322.1|DALB	LOC6612269|XP_032582174.1|DSEC
OG0001605	LOC117572758|XP_034111733.1|DALB	LOC6608202|XP_002032947.1|DSEC
OG0001606	LOC117569914|XP_034107148.1|DALB	LOC116800582|XP_032572236.1|DSEC
OG0001607	LOC117564003|XP_034098484.1|DALB	LOC6614416|XP_002038849.1|DSEC
OG0001608	LOC117564349|XP_034098956.1|DALB	LOC116800459|XP_032571468.1|DSEC, LOC116800460|XP_032571478.1|DSEC, LOC6619342|XP_002043517.2|DSEC
OG0001609	LOC117571363|XP_034109363.1|DALB	LOC6609275|XP_032571343.1|DSEC
OG0001610	LOC117566059|XP_034101406.1|DALB	LOC6614768|XP_002039187.1|DSEC
OG0001611	LOC117563994|XP_034098474.1|DALB	LOC6618194|XP_002042469.1|DSEC
OG0001612	LOC117565142|XP_034100013.1|DALB	LOC6611645|XP_002036181.1|DSEC
OG0001614	LOC117571740|XP_034109948.1|DALB	LOC6608269|XP_032571892.1|DSEC
OG0001615	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB	LOC116800522|XP_032571843.1|DSEC
OG0001616	LOC117578392|XP_034119731.1|DALB	LOC6617691|XP_002042003.1|DSEC
OG0001617	LOC117563315|XP_034097464.1|DALB	LOC6614736|XP_032569984.1|DSEC
OG0001618	LOC117573230|XP_034112170.1|DALB	LOC6611973|XP_002036490.2|DSEC
OG0001619	LOC117578402|XP_034119747.1|DALB	LOC6611774|XP_002036297.1|DSEC
OG0001620	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB	LOC6615774|XP_032570297.1|DSEC
OG0001621	LOC117569383|XP_034106404.1|DALB	LOC6609364|XP_002034053.1|DSEC
OG0001622	LOC117563560|XP_034097834.1|DALB	LOC6619768|XP_002043981.1|DSEC
OG0001623	LOC117566113|XP_034101474.1|DALB	LOC6617260|XP_032574083.1|DSEC
OG0001624	LOC117563365|XP_034097555.1|DALB	LOC6613634|XP_002038104.1|DSEC
OG0001625	LOC117571672|XP_034109802.1|DALB, LOC117577418|XP_034118222.1|DALB	LOC6619307|XP_002043524.1|DSEC
OG0001626	LOC117565885|XP_034101118.1|DALB	LOC6611608|XP_002036145.1|DSEC
OG0001627	LOC117573549|XP_034112719.1|DALB	LOC6621117|XP_032578663.1|DSEC
OG0001628	LOC117574367|XP_034114092.1|DALB, LOC117575908|XP_034116245.1|DALB	LOC6617042|XP_002041370.1|DSEC
OG0001629	LOC117573131|XP_034111953.1|DALB	LOC6620523|XP_032579279.1|DSEC
OG0001630	LOC117574186|XP_034113769.1|DALB	LOC6607703|XP_002032467.1|DSEC
OG0001631	LOC117576611|XP_034117402.1|DALB	LOC6613845|XP_032578151.1|DSEC
OG0001632	LOC117565827|XP_034101025.1|DALB	LOC6611871|XP_002036389.1|DSEC
OG0001633	LOC117573971|XP_034113404.1|DALB	LOC6606812|XP_002031609.1|DSEC
OG0001634	LOC117577388|XP_034118186.1|DALB	LOC116801437|XP_032576851.1|DSEC
OG0001635	LOC117576211|XP_034116707.1|DALB	LOC6616993|XP_032578541.1|DSEC
OG0001637	LOC117575082|XP_034115070.1|DALB	LOC6607127|XP_002031915.1|DSEC
OG0001638	LOC117575434|XP_034115532.1|DALB	LOC6612441|XP_002036949.2|DSEC, LOC6616646|XP_002041003.1|DSEC, LOC6616130|XP_002040495.1|DSEC
OG0001639	LOC117566657|XP_034102092.1|DALB	LOC6619141|XP_002043381.1|DSEC
OG0001640	LOC117573677|XP_034112896.1|DALB	LOC6621645|XP_032577074.1|DSEC
OG0001641	LOC117575815|XP_034116101.1|DALB	LOC6606765|XP_002031562.1|DSEC
OG0001642	LOC117566419|XP_034101842.1|DALB	LOC6620169|XP_002044380.1|DSEC
OG0001643	LOC117565272|XP_034100191.1|DALB	LOC6611589|XP_002036126.1|DSEC
OG0001644	LOC117571125|XP_034109018.1|DALB	LOC6605571|XP_002030393.1|DSEC
OG0001645	LOC117569251|XP_034106216.1|DALB	LOC6615476|XP_002039856.1|DSEC
OG0001646	LOC117569983|XP_034107252.1|DALB	LOC6609550|XP_032571493.1|DSEC
OG0001647	LOC117571866|XP_034110153.1|DALB	LOC6607979|XP_032572871.1|DSEC
OG0001648	LOC117572729|XP_034111691.1|DALB	LOC6605664|XP_032575123.1|DSEC
OG0001649	LOC117571863|XP_034110149.1|DALB	LOC6609118|XP_002033820.1|DSEC
OG0001650	LOC117566996|XP_034102562.1|DALB	LOC6609916|XP_002034566.1|DSEC
OG0001651	LOC117567943|XP_034104129.1|DALB	LOC6615580|XP_032573028.1|DSEC
OG0001652	LOC117567790|XP_034103905.1|DALB	LOC6606138|XP_002030946.2|DSEC
OG0001653	LOC117568506|XP_034105093.1|DALB	LOC6616492|XP_002040852.1|DSEC
OG0001654	LOC117571670|XP_034109801.1|DALB	LOC6609634|XP_032572253.1|DSEC
OG0001655	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB	LOC6608376|XP_002033112.1|DSEC
OG0001656	LOC117565285|XP_034100204.1|DALB	LOC6613160|XP_032583324.1|DSEC
OG0001657	LOC117572810|XP_034111807.1|DALB	LOC6605776|XP_002030591.1|DSEC
OG0001658	LOC117568941|XP_034105770.1|DALB	LOC6605350|XP_002030184.1|DSEC
OG0001659	LOC117572162|XP_034110702.1|DALB	LOC6605591|XP_002030410.1|DSEC
OG0001660	LOC117572406|XP_034111077.1|DALB	LOC6610350|XP_002034936.1|DSEC
OG0001661	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB	LOC6606906|XP_002031700.1|DSEC
OG0001662	LOC117570844|XP_034108616.1|DALB	LOC6604833|XP_002029678.1|DSEC
OG0001663	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB	LOC6606577|XP_032578803.1|DSEC
OG0001664	LOC117572275|XP_034110869.1|DALB	LOC6609932|XP_002034582.1|DSEC
OG0001666	LOC117578384|XP_034119711.1|DALB	LOC6613226|XP_032569884.1|DSEC
OG0001667	LOC117566601|XP_034102034.1|DALB	LOC6609705|XP_002034362.2|DSEC
OG0001668	LOC117566471|XP_034101892.1|DALB, LOC117566472|XP_034101894.1|DALB, LOC117569276|XP_034106271.1|DALB, LOC117567872|XP_034104031.1|DALB, LOC117572370|XP_034111028.1|DALB, LOC117572371|XP_034111029.1|DALB, LOC117572377|XP_034111036.1|DALB, LOC117572409|XP_034111082.1|DALB, LOC117572389|XP_034111052.1|DALB, LOC117567499|XP_034103421.1|DALB, LOC117572383|XP_034111047.1|DALB, LOC117572384|XP_034111048.1|DALB, LOC117572393|XP_034111059.1|DALB, LOC117567679|XP_034103692.1|DALB	LOC6610963|XP_002035520.1|DSEC
OG0001669	LOC117566393|XP_034101792.1|DALB	LOC6610699|XP_002035265.2|DSEC
OG0001670	LOC117571522|XP_034109589.1|DALB	LOC6619159|XP_032572640.1|DSEC
OG0001671	LOC117564452|XP_034099123.1|DALB	LOC6620347|XP_032582567.1|DSEC
OG0001672	LOC117571267|XP_034109221.1|DALB	LOC6609755|XP_032572032.1|DSEC
OG0001673	LOC117569391|XP_034106411.1|DALB	LOC116800512|XP_032571810.1|DSEC, LOC116800511|XP_032571809.1|DSEC
OG0001674	LOC117576693|XP_034117580.1|DALB	LOC6606695|XP_002031495.1|DSEC, LOC6613919|XP_032576810.1|DSEC
OG0001675	LOC117575600|XP_034115759.1|DALB	LOC6616971|XP_002041299.1|DSEC, LOC6616970|XP_002041298.1|DSEC
OG0001678	LOC117578104|XP_034119172.1|DALB	LOC6618088|XP_032580068.1|DSEC
OG0001679	LOC117570744|XP_034108460.1|DALB	LOC6612326|XP_002036836.1|DSEC
OG0001680	LOC117578171|XP_034119354.1|DALB	LOC6619002|XP_002043247.2|DSEC
OG0001681	LOC117577630|XP_034118388.1|DALB	LOC6617477|XP_032581702.1|DSEC
OG0001682	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB	LOC6614819|XP_002039238.1|DSEC
OG0001683	LOC117563348|XP_034097523.1|DALB	LOC6611677|XP_032579879.1|DSEC
OG0001684	LOC117573079|XP_034111853.1|DALB	LOC6619460|XP_032579780.1|DSEC
OG0001685	LOC117565874|XP_034101105.1|DALB	LOC6613681|XP_002038151.1|DSEC
OG0001686	LOC117577946|XP_034118912.1|DALB	LOC116802218|XP_032581873.1|DSEC, LOC6614906|XP_032581874.1|DSEC
OG0001687	LOC117574685|XP_034114485.1|DALB	LOC6615855|XP_032581108.1|DSEC
OG0001688	LOC117567588|XP_034103565.1|DALB	LOC6612333|XP_002036843.1|DSEC, LOC6612334|XP_032581990.1|DSEC
OG0001689	LOC117571053|XP_034108915.1|DALB	LOC6619907|XP_002044119.2|DSEC
OG0001690	LOC117570248|XP_034107647.1|DALB	LOC6610924|XP_002035481.1|DSEC
OG0001691	LOC117565095|XP_034099943.1|DALB	LOC6611585|XP_002036123.2|DSEC
OG0001692	LOC117574128|XP_034113676.1|DALB	LOC6613718|XP_002038188.1|DSEC
OG0001693	LOC117572263|XP_034110858.1|DALB	LOC6618663|XP_032581562.1|DSEC
OG0001694	LOC117575747|XP_034115996.1|DALB	LOC6613741|XP_002038211.2|DSEC
OG0001695	LOC117565244|XP_034100147.1|DALB	LOC6609825|XP_002034479.1|DSEC
OG0001696	LOC117574668|XP_034114464.1|DALB	LOC6606977|XP_002031769.2|DSEC
OG0001697	LOC117573075|XP_034111845.1|DALB	LOC6619639|XP_002043854.1|DSEC
OG0001698	LOC117577970|XP_034118915.1|DALB	LOC6615098|XP_032580674.1|DSEC
OG0001699	LOC117576137|XP_034116589.1|DALB	LOC6606944|XP_002031738.1|DSEC
OG0001700	LOC117576469|XP_034117131.1|DALB	LOC6607078|XP_002031866.1|DSEC
OG0001701	LOC117576600|XP_034117385.1|DALB	LOC6614047|XP_032577458.1|DSEC
OG0001702	LOC117566248|XP_034101690.1|DALB	LOC6611893|XP_002036410.1|DSEC
OG0001703	LOC117575736|XP_034115973.1|DALB	LOC6607517|XP_002032286.2|DSEC
OG0001704	LOC117575737|XP_034115977.1|DALB	LOC6607518|XP_002032287.2|DSEC
OG0001705	LOC117575820|XP_034116111.1|DALB	LOC6612754|XP_032577008.1|DSEC
OG0001706	LOC117563641|XP_034097942.1|DALB	LOC6619116|XP_002043356.1|DSEC
OG0001707	LOC117573422|XP_034112522.1|DALB	LOC6607557|XP_032577104.1|DSEC
OG0001708	LOC117575914|XP_034116259.1|DALB	LOC6606489|XP_002031290.1|DSEC
OG0001709	LOC117570030|XP_034107343.1|DALB	LOC6610768|XP_002035334.1|DSEC
OG0001710	LOC117573706|XP_034112965.1|DALB	LOC6607348|XP_002032121.1|DSEC
OG0001711	LOC117576227|XP_034116731.1|DALB	LOC6607424|XP_032578696.1|DSEC
OG0001712	LOC117574734|XP_034114558.1|DALB	LOC6607663|XP_032576830.1|DSEC
OG0001713	LOC117573695|XP_034112946.1|DALB	LOC6606842|XP_002031639.2|DSEC
OG0001714	LOC117576667|XP_034117529.1|DALB	LOC6613905|XP_032579215.1|DSEC
OG0001715	LOC117566904|XP_034102416.1|DALB	LOC6618003|XP_002042311.2|DSEC
OG0001716	LOC117567760|XP_034103847.1|DALB	LOC6620173|XP_002044384.1|DSEC
OG0001717	LOC117576936|XP_034117971.1|DALB	LOC6612783|XP_032579054.1|DSEC
OG0001718	LOC117573733|XP_034112995.1|DALB	LOC6607470|XP_032578573.1|DSEC
OG0001719	LOC117573423|XP_034112523.1|DALB	LOC6607563|XP_032576632.1|DSEC
OG0001720	LOC117575994|XP_034116382.1|DALB	LOC6606915|XP_032578893.1|DSEC
OG0001721	LOC117576815|XP_034117776.1|DALB	LOC6607294|XP_002032073.1|DSEC
OG0001722	LOC117567853|XP_034103998.1|DALB	LOC6605862|XP_032573859.1|DSEC
OG0001723	LOC117569179|XP_034106139.1|DALB	LOC6619122|XP_002043362.1|DSEC
OG0001724	LOC117566870|XP_034102359.1|DALB	LOC6615381|XP_032572247.1|DSEC
OG0001725	LOC117567144|XP_034102847.1|DALB	LOC6608464|XP_032572309.1|DSEC
OG0001726	LOC117568460|XP_034105027.1|DALB	LOC6616370|XP_002040730.1|DSEC
OG0001727	LOC117575579|XP_034115736.1|DALB	LOC6607454|XP_002032223.1|DSEC
OG0001728	LOC117571921|XP_034110293.1|DALB	LOC6608724|XP_002033448.1|DSEC
OG0001729	LOC117570427|XP_034107971.1|DALB	LOC6618921|XP_032571585.1|DSEC
OG0001730	LOC117564334|XP_034098931.1|DALB	LOC6617702|XP_002042014.2|DSEC
OG0001731	LOC117567127|XP_034102826.1|DALB	LOC6608942|XP_032571686.1|DSEC
OG0001732	LOC117564845|XP_034099670.1|DALB	LOC6613594|XP_002038063.1|DSEC
OG0001733	LOC117568574|XP_034105194.1|DALB	LOC6615345|XP_002039743.1|DSEC
OG0001734	LOC117570685|XP_034108377.1|DALB	LOC6608281|XP_032571568.1|DSEC
OG0001735	LOC117567713|XP_034103764.1|DALB	LOC116801097|XP_032574602.1|DSEC
OG0001736	LOC117568389|XP_034104892.1|DALB	LOC6609855|XP_032570861.1|DSEC
OG0001737	LOC117572739|XP_034111706.1|DALB	LOC6615756|XP_002040127.2|DSEC
OG0001738	LOC117569577|XP_034106691.1|DALB	LOC6606067|XP_002030877.1|DSEC
OG0001740	LOC117570294|XP_034107706.1|DALB	LOC6615698|XP_002040069.2|DSEC
OG0001742	LOC117570749|XP_034108462.1|DALB	LOC6608466|XP_002033200.2|DSEC
OG0001743	LOC117568985|XP_034105847.1|DALB	LOC6610394|XP_032575531.1|DSEC
OG0001744	LOC117567109|XP_034102785.1|DALB	LOC6607885|XP_032570103.1|DSEC
OG0001745	LOC117572236|XP_034110809.1|DALB	LOC6615591|XP_032572070.1|DSEC
OG0001746	LOC117570976|XP_034108812.1|DALB	LOC6605173|XP_002030012.1|DSEC
OG0001747	LOC117566934|XP_034102447.1|DALB	LOC6609700|XP_032571896.1|DSEC
OG0001748	LOC117571326|XP_034109303.1|DALB	LOC6604950|XP_032575291.1|DSEC
OG0001749	LOC117566554|XP_034101986.1|DALB	LOC6618838|XP_002043087.1|DSEC
OG0001750	LOC117571472|XP_034109521.1|DALB	LOC6618836|XP_032571987.1|DSEC
OG0001751	LOC117572096|XP_034110592.1|DALB	LOC6606077|XP_032575183.1|DSEC
OG0001752	LOC117571214|XP_034109152.1|DALB	LOC6610938|XP_002035495.1|DSEC
OG0001753	LOC117567712|XP_034103760.1|DALB	LOC6610644|XP_032573611.1|DSEC
OG0001754	LOC117568560|XP_034105179.1|DALB	LOC6608875|XP_002033589.1|DSEC
OG0001755	LOC117570920|XP_034108726.1|DALB	LOC6610654|XP_032575320.1|DSEC
OG0001756	LOC117569043|XP_034105931.1|DALB	LOC6609372|XP_032573040.1|DSEC
OG0001757	LOC117567091|XP_034102762.1|DALB	LOC6609792|XP_002034446.1|DSEC
OG0001758	LOC117570006|XP_034107292.1|DALB	LOC6605599|XP_032573278.1|DSEC
OG0001759	LOC117566891|XP_034102397.1|DALB	LOC6609590|XP_002034267.1|DSEC
OG0001760	LOC117570291|XP_034107703.1|DALB	LOC6608315|XP_002033052.1|DSEC
OG0001761	LOC117567004|XP_034102575.1|DALB	LOC6615343|XP_032570221.1|DSEC
OG0001762	LOC117566209|XP_034101632.1|DALB	LOC6611428|XP_002035972.2|DSEC
OG0001763	LOC117565391|XP_034100363.1|DALB, LOC117563318|XP_034097468.1|DALB	LOC6611454|XP_032578141.1|DSEC
OG0001764	LOC117575530|XP_034115670.1|DALB	LOC6616871|XP_002041207.1|DSEC
OG0001765	LOC117568183|XP_034104522.1|DALB	LOC6608363|XP_032572939.1|DSEC
OG0001766	LOC117565946|XP_034101222.1|DALB	LOC6611719|XP_002036252.1|DSEC
OG0001767	LOC117563210|XP_034097290.1|DALB, LOC117565355|XP_034100304.1|DALB	LOC6613220|XP_002037698.2|DSEC
OG0001768	LOC117563570|XP_034097845.1|DALB	LOC6617251|XP_002041578.1|DSEC
OG0001769	LOC117564709|XP_034099480.1|DALB	LOC6613541|XP_002038009.2|DSEC
OG0001770	LOC117565264|XP_034100179.1|DALB	LOC6612075|XP_002036592.1|DSEC
OG0001771	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB	LOC6621141|XP_002045320.1|DSEC
OG0001772	LOC117564206|XP_034098778.1|DALB	LOC6611964|XP_002036481.1|DSEC
OG0001773	LOC117565341|XP_034100282.1|DALB	LOC6611900|XP_032582892.1|DSEC
OG0001774	LOC117568853|XP_034105624.1|DALB	LOC6618876|XP_002043124.2|DSEC
OG0001775	LOC117571982|XP_034110421.1|DALB	LOC6619875|XP_002044088.1|DSEC
OG0001776	LOC117564357|XP_034098962.1|DALB	LOC6611398|XP_032569881.1|DSEC
OG0001777	LOC117564135|XP_034098686.1|DALB	LOC6611527|XP_002036068.1|DSEC
OG0001778	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB	LOC6613687|XP_002038157.1|DSEC
OG0001779	LOC117564697|XP_034099461.1|DALB	LOC6611912|XP_032569873.1|DSEC
OG0001780	LOC117569263|XP_034106254.1|DALB	LOC6619124|XP_032570511.1|DSEC
OG0001781	LOC117566058|XP_034101405.1|DALB	LOC6614767|XP_032582941.1|DSEC
OG0001782	LOC117564679|XP_034099436.1|DALB	LOC6617880|XP_002042188.2|DSEC
OG0001783	LOC117563379|XP_034097576.1|DALB	LOC6611759|XP_002036282.1|DSEC
OG0001784	LOC117563801|XP_034098224.1|DALB	LOC6617389|XP_002041714.1|DSEC
OG0001785	LOC117567290|XP_034103052.1|DALB	LOC6608371|XP_002033107.1|DSEC
OG0001786	LOC117565115|XP_034099965.1|DALB	LOC6611504|XP_002036045.1|DSEC
OG0001787	LOC117563785|XP_034098203.1|DALB	LOC6611506|XP_032575646.1|DSEC
OG0001788	LOC117566985|XP_034102541.1|DALB	LOC6609060|XP_002033763.1|DSEC
OG0001789	LOC117569294|XP_034106292.1|DALB, LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB	LOC6615650|XP_002040021.1|DSEC
OG0001790	LOC117564352|XP_034098958.1|DALB	LOC6611523|XP_032570130.1|DSEC
OG0001791	LOC117568301|XP_034104726.1|DALB	LOC6608679|XP_002033408.1|DSEC
OG0001792	LOC117564090|XP_034098614.1|DALB	LOC6614589|XP_032580535.1|DSEC
OG0001793	LOC117567080|XP_034102722.1|DALB	LOC6609124|XP_032570503.1|DSEC
OG0001794	LOC117565792|XP_034100964.1|DALB	LOC6613688|XP_032583463.1|DSEC
OG0001795	LOC117564467|XP_034099146.1|DALB	LOC6614395|XP_032583523.1|DSEC
OG0001796	LOC117566831|XP_034102297.1|DALB	LOC6618000|XP_002042308.1|DSEC
OG0001797	LOC117573152|XP_034111999.1|DALB	LOC6619447|XP_002043661.2|DSEC
OG0001798	LOC117568430|XP_034104980.1|DALB	LOC6620933|XP_002045128.2|DSEC
OG0001799	LOC117575342|XP_034115398.1|DALB	LOC116802026|XP_032580782.1|DSEC
OG0001800	LOC117565025|XP_034099861.1|DALB	LOC6611533|XP_002036072.2|DSEC
OG0001801	LOC117567284|XP_034103041.1|DALB	LOC6605091|XP_032573929.1|DSEC
OG0001802	LOC117575428|XP_034115523.1|DALB	LOC6607229|XP_002032013.2|DSEC
OG0001803	LOC117575248|XP_034115270.1|DALB	LOC6614330|XP_002038770.1|DSEC
OG0001804	LOC117576679|XP_034117564.1|DALB	LOC6613962|XP_032576862.1|DSEC
OG0001805	LOC117572070|XP_034110544.1|DALB	LOC6604853|XP_032575508.1|DSEC
OG0001806	LOC117574794|XP_034114644.1|DALB, LOC117574567|XP_034114333.1|DALB	LOC6607764|XP_002032527.1|DSEC
OG0001807	LOC117573552|XP_034112723.1|DALB	LOC6606286|XP_032576737.1|DSEC
OG0001808	LOC117576960|XP_034118025.1|DALB	LOC6606820|XP_032576925.1|DSEC
OG0001809	LOC117576328|XP_034116886.1|DALB	LOC6613849|XP_002038318.2|DSEC
OG0001810	LOC117575997|XP_034116386.1|DALB	LOC6607539|XP_002032308.1|DSEC
OG0001811	LOC117570244|XP_034107639.1|DALB	LOC6608103|XP_002032851.1|DSEC
OG0001812	LOC117578332|XP_034119688.1|DALB	LOC6614995|XP_032581492.1|DSEC
OG0001813	LOC117576480|XP_034117142.1|DALB	LOC6619064|XP_032576515.1|DSEC
OG0001814	LOC117576740|XP_034117661.1|DALB	LOC6614299|XP_002038739.1|DSEC
