Orthogroup	DALB.longest_only	DSUP.longest_only
OG0001606	LOC117569914|XP_034107148.1|DALB	LOC119562732|XP_037731862.1|DSUP
OG0001607	LOC117564003|XP_034098484.1|DALB	LOC119547350|XP_037710093.1|DSUP
OG0001608	LOC117564349|XP_034098956.1|DALB	LOC119547001|XP_037709595.1|DSUP
OG0001609	LOC117571363|XP_034109363.1|DALB	LOC119550665|XP_037715439.1|DSUP, LOC119550668|XP_037715441.1|DSUP, LOC119549602|XP_037713693.1|DSUP
OG0001610	LOC117566059|XP_034101406.1|DALB	LOC119547635|XP_037710501.1|DSUP
OG0001611	LOC117563994|XP_034098474.1|DALB	LOC119547077|XP_037709697.1|DSUP
OG0001612	LOC117565142|XP_034100013.1|DALB	LOC119547263|XP_037709972.1|DSUP
OG0001614	LOC117571740|XP_034109948.1|DALB	LOC119550819|XP_037715689.1|DSUP
OG0001616	LOC117578392|XP_034119731.1|DALB	LOC119546403|XP_037708589.1|DSUP
OG0001617	LOC117563315|XP_034097464.1|DALB	LOC119546042|XP_037707990.1|DSUP
OG0001618	LOC117573230|XP_034112170.1|DALB	LOC119547284|XP_037709996.1|DSUP
OG0001619	LOC117578402|XP_034119747.1|DALB	LOC119548510|XP_037711725.1|DSUP
OG0001620	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB	LOC119551598|XP_037716928.1|DSUP
OG0001621	LOC117569383|XP_034106404.1|DALB	LOC119550978|XP_037715941.1|DSUP
OG0001622	LOC117563560|XP_034097834.1|DALB	LOC119556117|XP_037723920.1|DSUP
OG0001623	LOC117566113|XP_034101474.1|DALB	LOC119546563|XP_037708861.1|DSUP
OG0001624	LOC117563365|XP_034097555.1|DALB	LOC119546154|XP_037708191.1|DSUP
OG0001625	LOC117571672|XP_034109802.1|DALB, LOC117577418|XP_034118222.1|DALB	LOC119546437|XP_037708635.1|DSUP
OG0001626	LOC117565885|XP_034101118.1|DALB	LOC119548356|XP_037711499.1|DSUP
OG0001627	LOC117573549|XP_034112719.1|DALB	LOC119551705|XP_037717109.1|DSUP
OG0001628	LOC117574367|XP_034114092.1|DALB, LOC117575908|XP_034116245.1|DALB	LOC119553927|XP_037720547.1|DSUP
OG0001629	LOC117573131|XP_034111953.1|DALB	LOC119553225|XP_037719413.1|DSUP
OG0001630	LOC117574186|XP_034113769.1|DALB	LOC119563069|XP_037732212.1|DSUP
OG0001631	LOC117576611|XP_034117402.1|DALB	LOC119559927|XP_037729059.1|DSUP
OG0001632	LOC117565827|XP_034101025.1|DALB	LOC119547856|XP_037710815.1|DSUP
OG0001633	LOC117573971|XP_034113404.1|DALB	LOC119548253|XP_037711328.1|DSUP
OG0001634	LOC117577388|XP_034118186.1|DALB	LOC119559042|XP_037728097.1|DSUP
OG0001635	LOC117576211|XP_034116707.1|DALB	LOC119553322|XP_037719583.1|DSUP
OG0001636	LOC117574591|XP_034114365.1|DALB	LOC119559951|XP_037729109.1|DSUP
OG0001637	LOC117575082|XP_034115070.1|DALB	LOC119548411|XP_037711582.1|DSUP
OG0001638	LOC117575434|XP_034115532.1|DALB	LOC119556278|XP_037724256.1|DSUP
OG0001639	LOC117566657|XP_034102092.1|DALB	LOC119559407|XP_037728404.1|DSUP
OG0001640	LOC117573677|XP_034112896.1|DALB	LOC119560088|XP_037729334.1|DSUP
OG0001641	LOC117575815|XP_034116101.1|DALB	LOC119555584|XP_037722990.1|DSUP
OG0001642	LOC117566419|XP_034101842.1|DALB	LOC119558273|XP_037727574.1|DSUP
OG0001643	LOC117565272|XP_034100191.1|DALB	LOC119548432|XP_037711606.1|DSUP
OG0001644	LOC117571125|XP_034109018.1|DALB	LOC119555107|XP_037722259.1|DSUP
OG0001645	LOC117569251|XP_034106216.1|DALB	LOC119550463|XP_037715076.1|DSUP
OG0001646	LOC117569983|XP_034107252.1|DALB	LOC119552188|XP_037717963.1|DSUP
OG0001647	LOC117571866|XP_034110153.1|DALB	LOC119550551|XP_037715210.1|DSUP
OG0001648	LOC117572729|XP_034111691.1|DALB	LOC119554758|XP_037721713.1|DSUP
OG0001649	LOC117571863|XP_034110149.1|DALB	LOC119549800|XP_037713994.1|DSUP
OG0001650	LOC117566996|XP_034102562.1|DALB	LOC119550313|XP_037714845.1|DSUP
OG0001651	LOC117567943|XP_034104129.1|DALB	LOC119550210|XP_037714690.1|DSUP
OG0001652	LOC117567790|XP_034103905.1|DALB	LOC119555519|XP_037722872.1|DSUP
OG0001653	LOC117568506|XP_034105093.1|DALB	LOC119552993|XP_037718939.1|DSUP
OG0001654	LOC117571670|XP_034109801.1|DALB	LOC119550233|XP_037714729.1|DSUP
OG0001655	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB	LOC119551574|XP_037716902.1|DSUP
OG0001656	LOC117565285|XP_034100204.1|DALB	LOC119548305|XP_037711405.1|DSUP
OG0001657	LOC117572810|XP_034111807.1|DALB	LOC119554770|XP_037721739.1|DSUP
OG0001658	LOC117568941|XP_034105770.1|DALB	LOC119554092|XP_037720768.1|DSUP
OG0001659	LOC117572162|XP_034110702.1|DALB	LOC119553117|XP_037719227.1|DSUP
OG0001660	LOC117572406|XP_034111077.1|DALB	LOC119555184|XP_037722364.1|DSUP
OG0001661	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP
OG0001662	LOC117570844|XP_034108616.1|DALB	LOC119553240|XP_037719438.1|DSUP
OG0001663	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB	LOC119562987|XP_037732094.1|DSUP
OG0001664	LOC117572275|XP_034110869.1|DALB	LOC119550567|XP_037715284.1|DSUP
OG0001666	LOC117578384|XP_034119711.1|DALB	LOC119547432|XP_037710220.1|DSUP
OG0001667	LOC117566601|XP_034102034.1|DALB	LOC119551676|XP_037717059.1|DSUP
OG0001668	LOC117566471|XP_034101892.1|DALB, LOC117566472|XP_034101894.1|DALB, LOC117569276|XP_034106271.1|DALB, LOC117567872|XP_034104031.1|DALB, LOC117572370|XP_034111028.1|DALB, LOC117572371|XP_034111029.1|DALB, LOC117572377|XP_034111036.1|DALB, LOC117572409|XP_034111082.1|DALB, LOC117572389|XP_034111052.1|DALB, LOC117567499|XP_034103421.1|DALB, LOC117572383|XP_034111047.1|DALB, LOC117572384|XP_034111048.1|DALB, LOC117572393|XP_034111059.1|DALB, LOC117567679|XP_034103692.1|DALB	LOC119555626|XP_037723075.1|DSUP
OG0001669	LOC117566393|XP_034101792.1|DALB	LOC119555256|XP_037722482.1|DSUP
OG0001670	LOC117571522|XP_034109589.1|DALB	LOC119557073|XP_037725553.1|DSUP, LOC119557180|XP_037725722.1|DSUP, LOC119559458|XP_037728492.1|DSUP
OG0001671	LOC117564452|XP_034099123.1|DALB	LOC119558301|XP_037727627.1|DSUP, LOC119557507|XP_037726208.1|DSUP
OG0001672	LOC117571267|XP_034109221.1|DALB	LOC119550084|XP_037714487.1|DSUP
OG0001673	LOC117569391|XP_034106411.1|DALB	LOC119549347|XP_037713261.1|DSUP, LOC119549348|XP_037713262.1|DSUP
OG0001674	LOC117576693|XP_034117580.1|DALB	LOC119559838|XP_037728863.1|DSUP, LOC119560928|XP_037730591.1|DSUP
OG0001675	LOC117575600|XP_034115759.1|DALB	LOC119551974|XP_037717620.1|DSUP, LOC119561602|XP_037731130.1|DSUP
OG0001678	LOC117578104|XP_034119172.1|DALB	LOC119555920|XP_037723546.1|DSUP
OG0001679	LOC117570744|XP_034108460.1|DALB	LOC119557428|XP_037726108.1|DSUP
OG0001680	LOC117578171|XP_034119354.1|DALB	LOC119556628|XP_037724879.1|DSUP
OG0001681	LOC117577630|XP_034118388.1|DALB	LOC119556546|XP_037724757.1|DSUP
OG0001682	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB	LOC119556526|XP_037724731.1|DSUP
OG0001683	LOC117563348|XP_034097523.1|DALB	LOC119547693|XP_037710589.1|DSUP
OG0001684	LOC117573079|XP_034111853.1|DALB	LOC119563147|XP_037732374.1|DSUP
OG0001685	LOC117565874|XP_034101105.1|DALB	LOC119547107|XP_037709745.1|DSUP
OG0001686	LOC117577946|XP_034118912.1|DALB	LOC119557139|XP_037725649.1|DSUP
OG0001687	LOC117574685|XP_034114485.1|DALB	LOC119557302|XP_037725940.1|DSUP
OG0001688	LOC117567588|XP_034103565.1|DALB	LOC119557396|XP_037726068.1|DSUP
OG0001689	LOC117571053|XP_034108915.1|DALB	LOC119555866|XP_037723447.1|DSUP
OG0001690	LOC117570248|XP_034107647.1|DALB	LOC119555090|XP_037722236.1|DSUP
OG0001691	LOC117565095|XP_034099943.1|DALB	LOC119547299|XP_037710017.1|DSUP
OG0001692	LOC117574128|XP_034113676.1|DALB	LOC119561065|XP_037730834.1|DSUP
OG0001693	LOC117572263|XP_034110858.1|DALB	LOC119557591|XP_037726321.1|DSUP
OG0001694	LOC117575747|XP_034115996.1|DALB	LOC119563294|XP_037732554.1|DSUP
OG0001695	LOC117565244|XP_034100147.1|DALB	LOC119549491|XP_037713522.1|DSUP
OG0001696	LOC117574668|XP_034114464.1|DALB	LOC119545814|XP_037707637.1|DSUP
OG0001697	LOC117573075|XP_034111845.1|DALB	LOC119551256|XP_037716441.1|DSUP
OG0001698	LOC117577970|XP_034118915.1|DALB	LOC119556003|XP_037723665.1|DSUP
OG0001699	LOC117576137|XP_034116589.1|DALB	LOC119562407|XP_037731532.1|DSUP
OG0001700	LOC117576469|XP_034117131.1|DALB	LOC119548716|XP_037712121.1|DSUP
OG0001701	LOC117576600|XP_034117385.1|DALB	LOC119560486|XP_037729877.1|DSUP
OG0001702	LOC117566248|XP_034101690.1|DALB	LOC119548141|XP_037711167.1|DSUP
OG0001703	LOC117575736|XP_034115973.1|DALB	LOC119554970|XP_037722030.1|DSUP
OG0001704	LOC117575737|XP_034115977.1|DALB	LOC119553572|XP_037719951.1|DSUP
OG0001705	LOC117575820|XP_034116111.1|DALB	LOC119561105|XP_037730931.1|DSUP
OG0001706	LOC117563641|XP_034097942.1|DALB	LOC119562209|XP_037731333.1|DSUP
OG0001707	LOC117573422|XP_034112522.1|DALB	LOC119545771|XP_037707546.1|DSUP
OG0001708	LOC117575914|XP_034116259.1|DALB	LOC119560679|XP_037730181.1|DSUP
OG0001709	LOC117570030|XP_034107343.1|DALB	LOC119554541|XP_037721427.1|DSUP
OG0001710	LOC117573706|XP_034112965.1|DALB	LOC119560683|XP_037730185.1|DSUP
OG0001711	LOC117576227|XP_034116731.1|DALB	LOC119560973|XP_037730672.1|DSUP
OG0001712	LOC117574734|XP_034114558.1|DALB	LOC119549228|XP_037713045.1|DSUP
OG0001713	LOC117573695|XP_034112946.1|DALB	LOC119562032|XP_037731319.1|DSUP
OG0001714	LOC117576667|XP_034117529.1|DALB	LOC119560966|XP_037730647.1|DSUP
OG0001715	LOC117566904|XP_034102416.1|DALB	LOC119556064|XP_037723802.1|DSUP
OG0001716	LOC117567760|XP_034103847.1|DALB	LOC119557777|XP_037726605.1|DSUP
OG0001717	LOC117576936|XP_034117971.1|DALB	LOC119563428|XP_037732741.1|DSUP
OG0001718	LOC117573733|XP_034112995.1|DALB	LOC119545836|XP_037707717.1|DSUP
OG0001719	LOC117573423|XP_034112523.1|DALB	LOC119554866|XP_037721879.1|DSUP
OG0001720	LOC117575994|XP_034116382.1|DALB	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP
OG0001721	LOC117576815|XP_034117776.1|DALB	LOC119560706|XP_037730227.1|DSUP
OG0001722	LOC117567853|XP_034103998.1|DALB	LOC119552857|XP_037718661.1|DSUP
OG0001723	LOC117569179|XP_034106139.1|DALB	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP
OG0001724	LOC117566870|XP_034102359.1|DALB	LOC119548992|XP_037712519.1|DSUP
OG0001725	LOC117567144|XP_034102847.1|DALB	LOC119550401|XP_037714982.1|DSUP
OG0001726	LOC117568460|XP_034105027.1|DALB	LOC119552584|XP_037718146.1|DSUP
OG0001727	LOC117575579|XP_034115736.1|DALB	LOC119563111|XP_037732282.1|DSUP
OG0001728	LOC117571921|XP_034110293.1|DALB	LOC119549196|XP_037712953.1|DSUP
OG0001729	LOC117570427|XP_034107971.1|DALB	LOC119551450|XP_037716721.1|DSUP
OG0001730	LOC117564334|XP_034098931.1|DALB	LOC119547038|XP_037709640.1|DSUP
OG0001731	LOC117567127|XP_034102826.1|DALB	LOC119549334|XP_037713242.1|DSUP
OG0001732	LOC117564845|XP_034099670.1|DALB	LOC119561855|XP_037731263.1|DSUP
OG0001733	LOC117568574|XP_034105194.1|DALB	LOC119549988|XP_037714322.1|DSUP
OG0001734	LOC117570685|XP_034108377.1|DALB	LOC119550634|XP_037715398.1|DSUP
OG0001735	LOC117567713|XP_034103764.1|DALB	LOC119552904|XP_037718757.1|DSUP
OG0001736	LOC117568389|XP_034104892.1|DALB	LOC119551747|XP_037717196.1|DSUP
OG0001737	LOC117572739|XP_034111706.1|DALB	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP
OG0001738	LOC117569577|XP_034106691.1|DALB	LOC119554971|XP_037722027.1|DSUP
OG0001740	LOC117570294|XP_034107706.1|DALB	LOC119552170|XP_037717922.1|DSUP
OG0001742	LOC117570749|XP_034108462.1|DALB	LOC119550885|XP_037715801.1|DSUP
OG0001743	LOC117568985|XP_034105847.1|DALB	LOC119555242|XP_037722453.1|DSUP, LOC119553458|XP_037719788.1|DSUP, LOC119555523|XP_037722875.1|DSUP, LOC119557109|XP_037725616.1|DSUP
OG0001744	LOC117567109|XP_034102785.1|DALB	LOC119551339|XP_037716569.1|DSUP
OG0001745	LOC117572236|XP_034110809.1|DALB	LOC119549385|XP_037713353.1|DSUP
OG0001746	LOC117570976|XP_034108812.1|DALB	LOC119553700|XP_037720188.1|DSUP
OG0001747	LOC117566934|XP_034102447.1|DALB	LOC119549312|XP_037713215.1|DSUP
OG0001748	LOC117571326|XP_034109303.1|DALB	LOC119553149|XP_037719292.1|DSUP
OG0001749	LOC117566554|XP_034101986.1|DALB	LOC119548989|XP_037712517.1|DSUP
OG0001750	LOC117571472|XP_034109521.1|DALB	LOC119548987|XP_037712515.1|DSUP
OG0001751	LOC117572096|XP_034110592.1|DALB	LOC119555294|XP_037722538.1|DSUP
OG0001752	LOC117571214|XP_034109152.1|DALB	LOC119553726|XP_037720240.1|DSUP
OG0001753	LOC117567712|XP_034103760.1|DALB	LOC119552813|XP_037718583.1|DSUP
OG0001754	LOC117568560|XP_034105179.1|DALB	LOC119549084|XP_037712728.1|DSUP
OG0001755	LOC117570920|XP_034108726.1|DALB	LOC119554433|XP_037721255.1|DSUP
OG0001756	LOC117569043|XP_034105931.1|DALB	LOC119552058|XP_037717747.1|DSUP
OG0001757	LOC117567091|XP_034102762.1|DALB	LOC119551939|XP_037717527.1|DSUP
OG0001758	LOC117570006|XP_034107292.1|DALB	LOC119553043|XP_037719036.1|DSUP
OG0001759	LOC117566891|XP_034102397.1|DALB	LOC119552047|XP_037717718.1|DSUP
OG0001760	LOC117570291|XP_034107703.1|DALB	LOC119550058|XP_037714445.1|DSUP
OG0001761	LOC117567004|XP_034102575.1|DALB	LOC119549987|XP_037714318.1|DSUP
OG0001762	LOC117566209|XP_034101632.1|DALB	LOC119547761|XP_037710695.1|DSUP
OG0001763	LOC117565391|XP_034100363.1|DALB, LOC117563318|XP_034097468.1|DALB	LOC119546045|XP_037707997.1|DSUP
OG0001764	LOC117575530|XP_034115670.1|DALB	LOC119555211|XP_037722403.1|DSUP
OG0001765	LOC117568183|XP_034104522.1|DALB	LOC119550916|XP_037715858.1|DSUP
OG0001766	LOC117565946|XP_034101222.1|DALB	LOC119546369|XP_037708525.1|DSUP
OG0001767	LOC117563210|XP_034097290.1|DALB, LOC117565355|XP_034100304.1|DALB	LOC119548359|XP_037711502.1|DSUP
OG0001768	LOC117563570|XP_034097845.1|DALB	LOC119548211|XP_037711273.1|DSUP
OG0001769	LOC117564709|XP_034099480.1|DALB	LOC119547446|XP_037710234.1|DSUP
OG0001770	LOC117565264|XP_034100179.1|DALB	LOC119547021|XP_037709619.1|DSUP
OG0001771	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB	LOC119548393|XP_037711547.1|DSUP
OG0001772	LOC117564206|XP_034098778.1|DALB	LOC119547575|XP_037710404.1|DSUP
OG0001773	LOC117565341|XP_034100282.1|DALB	LOC119547619|XP_037710473.1|DSUP
OG0001774	LOC117568853|XP_034105624.1|DALB	LOC119550767|XP_037715621.1|DSUP
OG0001775	LOC117571982|XP_034110421.1|DALB	LOC119558065|XP_037727162.1|DSUP
OG0001776	LOC117564357|XP_034098962.1|DALB	LOC119548709|XP_037712102.1|DSUP
OG0001777	LOC117564135|XP_034098686.1|DALB	LOC119548064|XP_037711078.1|DSUP
OG0001778	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB	LOC119548799|XP_037712305.1|DSUP
OG0001779	LOC117564697|XP_034099461.1|DALB	LOC119548666|XP_037712023.1|DSUP
OG0001780	LOC117569263|XP_034106254.1|DALB	LOC119559145|XP_037728141.1|DSUP
OG0001781	LOC117566058|XP_034101405.1|DALB	LOC119547634|XP_037710499.1|DSUP
OG0001782	LOC117564679|XP_034099436.1|DALB	LOC119546679|XP_037709071.1|DSUP
OG0001783	LOC117563379|XP_034097576.1|DALB	LOC119548479|XP_037711678.1|DSUP
OG0001784	LOC117563801|XP_034098224.1|DALB	LOC119545999|XP_037707925.1|DSUP
OG0001785	LOC117567290|XP_034103052.1|DALB	LOC119549766|XP_037713950.1|DSUP
OG0001786	LOC117565115|XP_034099965.1|DALB	LOC119546511|XP_037708762.1|DSUP
OG0001787	LOC117563785|XP_034098203.1|DALB	LOC119546412|XP_037708599.1|DSUP
OG0001788	LOC117566985|XP_034102541.1|DALB	LOC119559449|XP_037728480.1|DSUP
OG0001789	LOC117569294|XP_034106292.1|DALB, LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB	LOC119550869|XP_037715777.1|DSUP
OG0001790	LOC117564352|XP_034098958.1|DALB	LOC119548481|XP_037711682.1|DSUP
OG0001791	LOC117568301|XP_034104726.1|DALB	LOC119552052|XP_037717723.1|DSUP
OG0001792	LOC117564090|XP_034098614.1|DALB	LOC119546001|XP_037707929.1|DSUP
OG0001793	LOC117567080|XP_034102722.1|DALB	LOC119549620|XP_037713721.1|DSUP
OG0001794	LOC117565792|XP_034100964.1|DALB	LOC119548801|XP_037712306.1|DSUP
OG0001795	LOC117564467|XP_034099146.1|DALB	LOC119546709|XP_037709118.1|DSUP
OG0001796	LOC117566831|XP_034102297.1|DALB	LOC119557056|XP_037725532.1|DSUP
OG0001797	LOC117573152|XP_034111999.1|DALB	LOC119558948|XP_037728075.1|DSUP
OG0001798	LOC117568430|XP_034104980.1|DALB	LOC119550358|XP_037714910.1|DSUP
OG0001799	LOC117575342|XP_034115398.1|DALB	LOC119556580|XP_037724807.1|DSUP
OG0001800	LOC117565025|XP_034099861.1|DALB	LOC119546379|XP_037708541.1|DSUP
OG0001801	LOC117567284|XP_034103041.1|DALB	LOC119553095|XP_037719179.1|DSUP
OG0001802	LOC117575428|XP_034115523.1|DALB	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP
OG0001803	LOC117575248|XP_034115270.1|DALB	LOC119560001|XP_037729201.1|DSUP
OG0001804	LOC117576679|XP_034117564.1|DALB	LOC119560989|XP_037730695.1|DSUP
OG0001805	LOC117572070|XP_034110544.1|DALB	LOC119552829|XP_037718612.1|DSUP
OG0001806	LOC117574794|XP_034114644.1|DALB, LOC117574567|XP_034114333.1|DALB	LOC119545785|XP_037707585.1|DSUP
OG0001807	LOC117573552|XP_034112723.1|DALB	LOC119549840|XP_037714067.1|DSUP
OG0001808	LOC117576960|XP_034118025.1|DALB	LOC119563002|XP_037732117.1|DSUP
OG0001809	LOC117576328|XP_034116886.1|DALB	LOC119560601|XP_037730057.1|DSUP
OG0001810	LOC117575997|XP_034116386.1|DALB	LOC119554847|XP_037721856.1|DSUP
OG0001811	LOC117570244|XP_034107639.1|DALB	LOC119551713|XP_037717115.1|DSUP
OG0001812	LOC117578332|XP_034119688.1|DALB	LOC119557714|XP_037726524.1|DSUP
OG0001813	LOC117576480|XP_034117142.1|DALB	LOC119559918|XP_037729048.1|DSUP
OG0001814	LOC117576740|XP_034117661.1|DALB	LOC119561062|XP_037730826.1|DSUP
OG0001815	LOC117566370|XP_034101759.1|DALB, LOC117575404|XP_034115475.1|DALB	LOC119560618|XP_037730084.1|DSUP
OG0001816	LOC117570703|XP_034108397.1|DALB	LOC119551877|XP_037717400.1|DSUP
OG0001817	LOC117567469|XP_034103379.1|DALB	LOC119551152|XP_037716273.1|DSUP
OG0001818	LOC117569504|XP_034106621.1|DALB	LOC119556912|XP_037725327.1|DSUP
OG0001819	LOC117572128|XP_034110653.1|DALB	LOC119551135|XP_037716253.1|DSUP
OG0001820	LOC117577665|XP_034118443.1|DALB	LOC119556573|XP_037724800.1|DSUP
OG0001821	LOC117570804|XP_034108551.1|DALB	LOC119550267|XP_037714773.1|DSUP
OG0001822	LOC117568631|XP_034105312.1|DALB	LOC119550155|XP_037714594.1|DSUP
OG0001823	LOC117572174|XP_034110716.1|DALB	LOC119553527|XP_037719880.1|DSUP
OG0001824	LOC117564893|XP_034099731.1|DALB	LOC119548175|XP_037711216.1|DSUP
OG0001825	LOC117568316|XP_034104763.1|DALB	LOC119549532|XP_037713580.1|DSUP
OG0001826	LOC117567409|XP_034103274.1|DALB	LOC119551314|XP_037716537.1|DSUP
OG0001827	LOC117568450|XP_034105015.1|DALB	LOC119551400|XP_037716663.1|DSUP
OG0001828	LOC117568417|XP_034104953.1|DALB	LOC119555924|XP_037723551.1|DSUP
OG0001829	LOC117569282|XP_034106279.1|DALB	LOC119551793|XP_037717268.1|DSUP
OG0001830	LOC117566836|XP_034102309.1|DALB	LOC119551153|XP_037716275.1|DSUP
OG0001831	LOC117569815|XP_034107026.1|DALB	LOC119553523|XP_037719874.1|DSUP
OG0001832	LOC117578207|XP_034119441.1|DALB	LOC119556871|XP_037725273.1|DSUP
OG0001833	LOC117570360|XP_034107821.1|DALB, LOC117572032|XP_034110478.1|DALB	LOC119550194|XP_037714666.1|DSUP
OG0001834	LOC117575271|XP_034115296.1|DALB	LOC119560916|XP_037730546.1|DSUP
OG0001837	LOC117568931|XP_034105740.1|DALB	LOC119553483|XP_037719821.1|DSUP
OG0001838	LOC117570137|XP_034107491.1|DALB	LOC119550985|XP_037715947.1|DSUP
OG0001839	LOC117569176|XP_034106136.1|DALB	LOC119547566|XP_037710395.1|DSUP, LOC119550968|XP_037715931.1|DSUP
OG0001840	LOC117565293|XP_034100218.1|DALB	LOC119548025|XP_037711027.1|DSUP, LOC119548018|XP_037711018.1|DSUP, LOC119548019|XP_037711019.1|DSUP
OG0001841	LOC117568968|XP_034105817.1|DALB	LOC119553974|XP_037720606.1|DSUP, LOC119553715|XP_037720223.1|DSUP
OG0001842	LOC117570610|XP_034108259.1|DALB	LOC119554217|XP_037720971.1|DSUP, LOC119546707|XP_037709115.1|DSUP, LOC119546920|XP_037709479.1|DSUP
OG0001843	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB	LOC119555133|XP_037722287.1|DSUP, LOC119555135|XP_037722290.1|DSUP, LOC119555134|XP_037722288.1|DSUP, LOC119555137|XP_037722292.1|DSUP
OG0001844	LOC117568714|XP_034105421.1|DALB	LOC119554121|XP_037720819.1|DSUP, LOC119554398|XP_037721211.1|DSUP
OG0001845	LOC117568380|XP_034104880.1|DALB	LOC119550639|XP_037715405.1|DSUP
OG0001846	LOC117575104|XP_034115097.1|DALB	LOC119561869|XP_037731276.1|DSUP, LOC119561728|XP_037731141.1|DSUP
OG0001848	LOC117573245|XP_034112195.1|DALB	LOC119562301|XP_037731387.1|DSUP
OG0001849	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB	LOC119562886|XP_037731930.1|DSUP
OG0001850	LOC117573070|XP_034111829.1|DALB	LOC119549524|XP_037713612.1|DSUP
OG0001851	LOC117573088|XP_034111871.1|DALB	LOC119548726|XP_037712201.1|DSUP
OG0001852	LOC117567048|XP_034102656.1|DALB	LOC119552698|XP_037718362.1|DSUP
OG0001853	LOC117573835|XP_034113159.1|DALB	LOC119545835|XP_037707692.1|DSUP
OG0001854	LOC117566365|XP_034101754.1|DALB	LOC119555885|XP_037723475.1|DSUP
OG0001855	LOC117569054|XP_034105955.1|DALB	LOC119549686|XP_037713829.1|DSUP, LOC119551311|XP_037716534.1|DSUP
OG0001856	LOC117578103|XP_034119171.1|DALB	LOC119557162|XP_037725690.1|DSUP
OG0001857	LOC117573494|XP_034112616.1|DALB	LOC119556188|XP_037724059.1|DSUP
OG0001858	LOC117570007|XP_034107310.1|DALB	LOC119557658|XP_037726441.1|DSUP
OG0001859	LOC117577748|XP_034118551.1|DALB	LOC119557815|XP_037726681.1|DSUP
OG0001860	LOC117569627|XP_034106755.1|DALB	LOC119554752|XP_037721708.1|DSUP
OG0001862	LOC117574866|XP_034114774.1|DALB, LOC117575031|XP_034115001.1|DALB	LOC119557696|XP_037726497.1|DSUP
OG0001863	LOC117564266|XP_034098863.1|DALB, LOC117564256|XP_034098853.1|DALB	LOC119553176|XP_037719344.1|DSUP, LOC119556297|XP_037724299.1|DSUP
OG0001864	LOC117576309|XP_034116855.1|DALB	LOC119560954|XP_037730625.1|DSUP
OG0001865	LOC117567273|XP_034103031.1|DALB	LOC119556160|XP_037723990.1|DSUP
OG0001866	LOC117575801|XP_034116070.1|DALB	LOC119563300|XP_037732557.1|DSUP
OG0001867	LOC117572102|XP_034110601.1|DALB	LOC119555648|XP_037723134.1|DSUP
OG0001868	LOC117563849|XP_034098269.1|DALB	LOC119547928|XP_037710901.1|DSUP
OG0001869	LOC117575740|XP_034115980.1|DALB	LOC119562962|XP_037732065.1|DSUP
OG0001870	LOC117568087|XP_034104360.1|DALB	LOC119556443|XP_037724605.1|DSUP
OG0001871	LOC117569373|XP_034106398.1|DALB	LOC119557400|XP_037726073.1|DSUP
OG0001872	LOC117575605|XP_034115768.1|DALB	LOC119555255|XP_037722485.1|DSUP
OG0001873	LOC117574993|XP_034114953.1|DALB	LOC119560474|XP_037729862.1|DSUP
OG0001874	LOC117573073|XP_034111843.1|DALB	LOC119546958|XP_037709533.1|DSUP
OG0001875	LOC117576755|XP_034117683.1|DALB	LOC119563503|XP_037732874.1|DSUP
OG0001876	LOC117567146|XP_034102849.1|DALB	LOC119556543|XP_037724754.1|DSUP
OG0001877	LOC117578147|XP_034119255.1|DALB	LOC119557052|XP_037725526.1|DSUP
OG0001878	LOC117573768|XP_034113054.1|DALB	LOC119557578|XP_037726308.1|DSUP
OG0001879	LOC117573130|XP_034111949.1|DALB	LOC119563248|XP_037732487.1|DSUP
OG0001880	LOC117575819|XP_034116110.1|DALB	LOC119560743|XP_037730285.1|DSUP
OG0001881	LOC117576218|XP_034116715.1|DALB	LOC119560628|XP_037730099.1|DSUP
OG0001883	LOC117573866|XP_034113232.1|DALB	LOC119563018|XP_037732140.1|DSUP
OG0001885	LOC117564664|XP_034099418.1|DALB, LOC117565485|XP_034100478.1|DALB	LOC119548485|XP_037711686.1|DSUP
OG0001886	LOC117576949|XP_034117998.1|DALB	LOC119555852|XP_037723417.1|DSUP, LOC119555843|XP_037723403.1|DSUP
