Orthogroup	DALB.longest_only	DHYD.longest_only
OG0001607	LOC117564003|XP_034098484.1|DALB	LOC111602518|XP_023175369.1|DHYD
OG0001608	LOC117564349|XP_034098956.1|DALB	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD
OG0001609	LOC117571363|XP_034109363.1|DALB	LOC111600895|XP_023173003.1|DHYD
OG0001610	LOC117566059|XP_034101406.1|DALB	LOC111600391|XP_023172237.1|DHYD
OG0001611	LOC117563994|XP_034098474.1|DALB	LOC111594947|XP_023164211.1|DHYD
OG0001612	LOC117565142|XP_034100013.1|DALB	LOC111596219|XP_023166104.1|DHYD
OG0001614	LOC117571740|XP_034109948.1|DALB	LOC111597661|XP_023168251.2|DHYD
OG0001615	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB	LOC111592068|XP_023159841.2|DHYD
OG0001616	LOC117578392|XP_034119731.1|DALB	LOC111595408|XP_023164889.2|DHYD
OG0001617	LOC117563315|XP_034097464.1|DALB	LOC111597200|XP_030079024.1|DHYD
OG0001618	LOC117573230|XP_034112170.1|DALB	LOC111597859|XP_023168547.1|DHYD
OG0001619	LOC117578402|XP_034119747.1|DALB	LOC115483087|XP_030080023.1|DHYD
OG0001620	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB	LOC111594421|XP_023163514.1|DHYD
OG0001621	LOC117569383|XP_034106404.1|DALB	LOC111594039|XP_023162922.2|DHYD
OG0001622	LOC117563560|XP_034097834.1|DALB	LOC111603223|XP_023176489.1|DHYD
OG0001623	LOC117566113|XP_034101474.1|DALB	LOC111599075|XP_023170373.2|DHYD
OG0001624	LOC117563365|XP_034097555.1|DALB	LOC111596283|XP_023166201.1|DHYD
OG0001625	LOC117571672|XP_034109802.1|DALB	LOC111604342|XP_023178172.2|DHYD
OG0001625	LOC117577418|XP_034118222.1|DALB	LOC111592498|XP_023160491.1|DHYD
OG0001626	LOC117565885|XP_034101118.1|DALB	LOC111594956|XP_023164221.1|DHYD
OG0001627	LOC117573549|XP_034112719.1|DALB	LOC111602979|XP_023176140.2|DHYD
OG0001628	LOC117575908|XP_034116245.1|DALB	LOC111600279|XP_023172096.2|DHYD
OG0001629	LOC117573131|XP_034111953.1|DALB	LOC111598505|XP_023169543.2|DHYD
OG0001630	LOC117574186|XP_034113769.1|DALB	LOC111597165|XP_023167491.2|DHYD
OG0001631	LOC117576611|XP_034117402.1|DALB	LOC111599574|XP_023171014.2|DHYD
OG0001632	LOC117565827|XP_034101025.1|DALB	LOC111603580|XP_023177005.1|DHYD
OG0001633	LOC117573971|XP_034113404.1|DALB	LOC111604559|XP_023178427.1|DHYD
OG0001634	LOC117577388|XP_034118186.1|DALB	LOC111598529|XP_023169582.2|DHYD
OG0001635	LOC117576211|XP_034116707.1|DALB	LOC111602957|XP_023176097.1|DHYD
OG0001636	LOC117574591|XP_034114365.1|DALB	LOC111603635|XP_023177073.1|DHYD
OG0001637	LOC117575082|XP_034115070.1|DALB	LOC111595693|XP_023165306.2|DHYD
OG0001638	LOC117575434|XP_034115532.1|DALB	LOC111596783|XP_023166904.2|DHYD
OG0001639	LOC117566657|XP_034102092.1|DALB	LOC111600886|XP_030080932.1|DHYD
OG0001640	LOC117573677|XP_034112896.1|DALB	LOC111603569|XP_023176983.1|DHYD
OG0001641	LOC117575815|XP_034116101.1|DALB	LOC111593317|XP_023161788.1|DHYD
OG0001642	LOC117566419|XP_034101842.1|DALB	LOC111594990|XP_023164258.1|DHYD
OG0001643	LOC117565272|XP_034100191.1|DALB	LOC111602458|XP_023175286.2|DHYD
OG0001644	LOC117571125|XP_034109018.1|DALB	LOC111591856|XP_023159506.1|DHYD
OG0001645	LOC117569251|XP_034106216.1|DALB	LOC111597101|XP_023167411.1|DHYD
OG0001646	LOC117569983|XP_034107252.1|DALB	LOC111595404|XP_023164883.1|DHYD
OG0001647	LOC117571866|XP_034110153.1|DALB	LOC111601264|XP_030081947.1|DHYD
OG0001648	LOC117572729|XP_034111691.1|DALB	LOC111603320|XP_023176610.2|DHYD
OG0001649	LOC117571863|XP_034110149.1|DALB	LOC111593741|XP_023162501.1|DHYD
OG0001650	LOC117566996|XP_034102562.1|DALB	LOC111594609|XP_023163757.1|DHYD
OG0001651	LOC117567943|XP_034104129.1|DALB	LOC111600615|XP_023172581.2|DHYD
OG0001652	LOC117567790|XP_034103905.1|DALB	LOC111603313|XP_023176602.1|DHYD
OG0001653	LOC117568506|XP_034105093.1|DALB	LOC111600997|XP_023173159.2|DHYD
OG0001654	LOC117571670|XP_034109801.1|DALB	LOC111604364|XP_023178200.2|DHYD
OG0001655	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB	LOC111592168|XP_023159990.2|DHYD
OG0001656	LOC117565285|XP_034100204.1|DALB	LOC111597211|XP_023167547.2|DHYD
OG0001657	LOC117572810|XP_034111807.1|DALB	LOC111595069|XP_023164394.1|DHYD
OG0001658	LOC117568941|XP_034105770.1|DALB	LOC111591858|XP_023159508.1|DHYD
OG0001659	LOC117572162|XP_034110702.1|DALB	LOC111604328|XP_023178156.1|DHYD
OG0001660	LOC117572406|XP_034111077.1|DALB	LOC111602918|XP_023176031.2|DHYD
OG0001661	LOC117563433|XP_034097658.1|DALB	LOC111602175|XP_023174905.2|DHYD
OG0001661	LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB	LOC111602562|XP_023175490.1|DHYD
OG0001662	LOC117570844|XP_034108616.1|DALB	LOC111592825|XP_023161018.1|DHYD
OG0001663	LOC117573956|XP_034113386.1|DALB	LOC111594420|XP_023163476.2|DHYD
OG0001663	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB	LOC111594557|XP_023163681.2|DHYD
OG0001664	LOC117572275|XP_034110869.1|DALB	LOC111595091|XP_023164422.1|DHYD
OG0001666	LOC117578384|XP_034119711.1|DALB	LOC111596133|XP_023165975.2|DHYD, LOC111596134|XP_023165977.2|DHYD, LOC111596135|XP_023165978.2|DHYD
OG0001667	LOC117566601|XP_034102034.1|DALB	LOC111605367|XP_023179614.2|DHYD
OG0001668	LOC117567679|XP_034103692.1|DALB	LOC111596948|XP_023167172.2|DHYD
OG0001669	LOC117566393|XP_034101792.1|DALB	LOC111597476|XP_023167993.2|DHYD
OG0001670	LOC117571522|XP_034109589.1|DALB	LOC111604338|XP_023178169.1|DHYD
OG0001671	LOC117564452|XP_034099123.1|DALB	LOC111601949|XP_023174573.1|DHYD, LOC111601662|XP_023174117.1|DHYD
OG0001672	LOC117571267|XP_034109221.1|DALB	LOC111604406|XP_023178230.2|DHYD
OG0001673	LOC117569391|XP_034106411.1|DALB	LOC111602569|XP_023175493.2|DHYD
OG0001674	LOC117576693|XP_034117580.1|DALB	LOC111604799|XP_023178784.1|DHYD
OG0001675	LOC117575600|XP_034115759.1|DALB	LOC111604999|XP_023179088.1|DHYD
OG0001678	LOC117578104|XP_034119172.1|DALB	LOC111596592|XP_030079912.1|DHYD
OG0001679	LOC117570744|XP_034108460.1|DALB	LOC111597238|XP_023167600.2|DHYD
OG0001680	LOC117578171|XP_034119354.1|DALB	LOC111593990|XP_023162849.2|DHYD
OG0001681	LOC117577630|XP_034118388.1|DALB	LOC111596548|XP_023166589.2|DHYD
OG0001682	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB	LOC111602400|XP_023175186.2|DHYD
OG0001683	LOC117563348|XP_034097523.1|DALB	LOC111598945|XP_023170191.1|DHYD
OG0001684	LOC117573079|XP_034111853.1|DALB	LOC111597773|XP_023168404.2|DHYD
OG0001685	LOC117565874|XP_034101105.1|DALB	LOC111602495|XP_023175334.2|DHYD
OG0001686	LOC117577946|XP_034118912.1|DALB	LOC111595961|XP_023165703.2|DHYD
OG0001687	LOC117574685|XP_034114485.1|DALB	LOC111591990|XP_023159718.1|DHYD
OG0001688	LOC117567588|XP_034103565.1|DALB	LOC111597304|XP_023167696.2|DHYD
OG0001689	LOC117571053|XP_034108915.1|DALB	LOC111597266|XP_030078961.1|DHYD
OG0001690	LOC117570248|XP_034107647.1|DALB	LOC111594835|XP_023164068.1|DHYD
OG0001691	LOC117565095|XP_034099943.1|DALB	LOC111602506|XP_023175352.1|DHYD
OG0001692	LOC117574128|XP_034113676.1|DALB	LOC111604229|XP_023177973.2|DHYD
OG0001693	LOC117572263|XP_034110858.1|DALB	LOC111604955|XP_023179004.1|DHYD
OG0001694	LOC117575747|XP_034115996.1|DALB	LOC111596682|XP_023166758.2|DHYD
OG0001695	LOC117565244|XP_034100147.1|DALB	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD
OG0001696	LOC117574668|XP_034114464.1|DALB	LOC111601770|XP_023174281.2|DHYD
OG0001697	LOC117573075|XP_034111845.1|DALB	LOC111598559|XP_023169624.1|DHYD
OG0001698	LOC117577970|XP_034118915.1|DALB	LOC111593415|XP_023161916.1|DHYD
OG0001699	LOC117576137|XP_034116589.1|DALB	LOC111601805|XP_023174360.1|DHYD
OG0001700	LOC117576469|XP_034117131.1|DALB	LOC111603629|XP_023177066.2|DHYD
OG0001701	LOC117576600|XP_034117385.1|DALB	LOC111594514|XP_030080684.1|DHYD
OG0001702	LOC117566248|XP_034101690.1|DALB	LOC111603883|XP_023177467.2|DHYD
OG0001703	LOC117575736|XP_034115973.1|DALB	LOC111603478|XP_023176837.2|DHYD
OG0001704	LOC117575737|XP_034115977.1|DALB	LOC111603487|XP_023176852.1|DHYD
OG0001705	LOC117575820|XP_034116111.1|DALB	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD
OG0001706	LOC117563641|XP_034097942.1|DALB	LOC111594101|XP_030079104.1|DHYD
OG0001707	LOC117573422|XP_034112522.1|DALB	LOC111596596|XP_030080570.1|DHYD
OG0001708	LOC117575914|XP_034116259.1|DALB	LOC111594471|XP_023163540.1|DHYD
OG0001709	LOC117570030|XP_034107343.1|DALB	LOC111598683|XP_023169814.2|DHYD
OG0001710	LOC117573706|XP_034112965.1|DALB	LOC111599432|XP_023170853.1|DHYD
OG0001711	LOC117576227|XP_034116731.1|DALB	LOC111603584|XP_023177006.2|DHYD
OG0001712	LOC117574734|XP_034114558.1|DALB	LOC111602701|XP_023175701.1|DHYD
OG0001713	LOC117573695|XP_034112946.1|DALB	LOC111593603|XP_023162232.1|DHYD
OG0001713	LOC117576157|XP_034116622.1|DALB	LOC111593608|XP_030078801.1|DHYD
OG0001714	LOC117576667|XP_034117529.1|DALB	LOC111604906|XP_023178914.2|DHYD
OG0001715	LOC117566904|XP_034102416.1|DALB	LOC111603362|XP_023176676.2|DHYD
OG0001716	LOC117567760|XP_034103847.1|DALB	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD
OG0001717	LOC117576936|XP_034117971.1|DALB	LOC111598234|XP_023169163.2|DHYD
OG0001718	LOC117573733|XP_034112995.1|DALB	LOC111602668|XP_023175621.2|DHYD
OG0001719	LOC117573423|XP_034112523.1|DALB	LOC111596599|XP_030080723.1|DHYD
OG0001720	LOC117575994|XP_034116382.1|DALB	LOC111601320|XP_023173618.2|DHYD
OG0001721	LOC117576815|XP_034117776.1|DALB	LOC111596260|XP_023166164.2|DHYD
OG0001722	LOC117567853|XP_034103998.1|DALB	LOC111598680|XP_023169809.1|DHYD
OG0001723	LOC117569179|XP_034106139.1|DALB	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD
OG0001724	LOC117566870|XP_034102359.1|DALB	LOC111593560|XP_030081358.1|DHYD
OG0001725	LOC117567144|XP_034102847.1|DALB	LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD
OG0001726	LOC117568460|XP_034105027.1|DALB	LOC111592966|XP_023161226.1|DHYD
OG0001727	LOC117575579|XP_034115736.1|DALB	LOC111605434|XP_023179718.1|DHYD
OG0001728	LOC117571921|XP_034110293.1|DALB	LOC111603275|XP_023176559.1|DHYD
OG0001729	LOC117570427|XP_034107971.1|DALB	LOC111605391|XP_023179655.2|DHYD
OG0001730	LOC117564334|XP_034098931.1|DALB	LOC111602498|XP_023175337.2|DHYD
OG0001731	LOC117567127|XP_034102826.1|DALB	LOC111595326|XP_023164751.2|DHYD
OG0001732	LOC117564845|XP_034099670.1|DALB	LOC111602219|XP_023174965.1|DHYD
OG0001733	LOC117568574|XP_034105194.1|DALB	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD
OG0001734	LOC117570685|XP_034108377.1|DALB	LOC111597733|XP_023168346.1|DHYD
OG0001735	LOC117567713|XP_034103764.1|DALB	LOC111601564|XP_023173978.2|DHYD
OG0001736	LOC117568389|XP_034104892.1|DALB	LOC111604074|XP_023177728.1|DHYD
OG0001737	LOC117572739|XP_034111706.1|DALB	LOC111593789|XP_023162575.2|DHYD
OG0001738	LOC117569577|XP_034106691.1|DALB	LOC111605171|XP_023179327.2|DHYD
OG0001740	LOC117570294|XP_034107706.1|DALB	LOC111603835|XP_023177368.2|DHYD
OG0001742	LOC117570749|XP_034108462.1|DALB	LOC111600646|XP_023172631.1|DHYD
OG0001743	LOC117568985|XP_034105847.1|DALB	LOC111596967|XP_023167209.2|DHYD
OG0001744	LOC117567109|XP_034102785.1|DALB	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD
OG0001745	LOC117572236|XP_034110809.1|DALB	LOC111604336|XP_023178199.2|DHYD
OG0001746	LOC117570976|XP_034108812.1|DALB	LOC111599795|XP_023171339.2|DHYD
OG0001747	LOC117566934|XP_034102447.1|DALB	LOC111605346|XP_023179588.2|DHYD
OG0001748	LOC117571326|XP_034109303.1|DALB	LOC111592732|XP_023160892.2|DHYD
OG0001749	LOC117566554|XP_034101986.1|DALB	LOC111604096|XP_023177761.1|DHYD
OG0001750	LOC117571472|XP_034109521.1|DALB	LOC111604111|XP_023177786.2|DHYD
OG0001751	LOC117572096|XP_034110592.1|DALB	LOC111594875|XP_023164126.2|DHYD
OG0001752	LOC117571214|XP_034109152.1|DALB	LOC111594853|XP_023164098.2|DHYD
OG0001753	LOC117567712|XP_034103760.1|DALB	LOC111601566|XP_023173980.2|DHYD
OG0001754	LOC117568560|XP_034105179.1|DALB	LOC111593546|XP_023162167.1|DHYD
OG0001755	LOC117570920|XP_034108726.1|DALB	LOC111601591|XP_030081156.1|DHYD
OG0001756	LOC117569043|XP_034105931.1|DALB	LOC111594019|XP_023162889.1|DHYD
OG0001756	LOC117572438|XP_034111158.1|DALB	LOC111595628|XP_023165206.1|DHYD
OG0001757	LOC117567091|XP_034102762.1|DALB	LOC111602252|XP_023175011.1|DHYD
OG0001758	LOC117570006|XP_034107292.1|DALB	LOC111595052|XP_023164348.1|DHYD
OG0001759	LOC117566891|XP_034102397.1|DALB	LOC111600579|XP_023172534.1|DHYD
OG0001760	LOC117570291|XP_034107703.1|DALB	LOC111602108|XP_023174818.2|DHYD
OG0001761	LOC117567004|XP_034102575.1|DALB	LOC111604148|XP_023177840.2|DHYD
OG0001762	LOC117566209|XP_034101632.1|DALB	LOC111602244|XP_023175002.1|DHYD
OG0001763	LOC117565391|XP_034100363.1|DALB	LOC111605023|XP_023179122.2|DHYD
OG0001763	LOC117563318|XP_034097468.1|DALB	LOC111605029|XP_023179127.2|DHYD
OG0001764	LOC117575530|XP_034115670.1|DALB	LOC111603464|XP_023176821.1|DHYD
OG0001765	LOC117568183|XP_034104522.1|DALB	LOC111604618|XP_030081093.1|DHYD
OG0001766	LOC117565946|XP_034101222.1|DALB	LOC111603920|XP_023177513.2|DHYD
OG0001767	LOC117563210|XP_034097290.1|DALB	LOC111599494|XP_023170929.2|DHYD
OG0001768	LOC117563570|XP_034097845.1|DALB	LOC111599092|XP_023170400.1|DHYD
OG0001769	LOC117564709|XP_034099480.1|DALB	LOC111602300|XP_023175068.2|DHYD
OG0001770	LOC117565264|XP_034100179.1|DALB	LOC111600845|XP_023172922.2|DHYD
OG0001771	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD
OG0001772	LOC117564206|XP_034098778.1|DALB	LOC111597781|XP_023168414.1|DHYD
OG0001773	LOC117565341|XP_034100282.1|DALB	LOC111603868|XP_023177443.2|DHYD
OG0001774	LOC117568853|XP_034105624.1|DALB	LOC111593833|XP_023162639.2|DHYD
OG0001775	LOC117571982|XP_034110421.1|DALB	LOC111605338|XP_023179583.1|DHYD
OG0001776	LOC117564357|XP_034098962.1|DALB	LOC111596281|XP_023166196.1|DHYD
OG0001777	LOC117564135|XP_034098686.1|DALB	LOC111600698|XP_023172724.2|DHYD
OG0001778	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB	LOC111602536|XP_023175434.1|DHYD
OG0001779	LOC117564697|XP_034099461.1|DALB	LOC111603983|XP_030079083.1|DHYD
OG0001780	LOC117569263|XP_034106254.1|DALB	LOC111600899|XP_023173008.1|DHYD
OG0001781	LOC117566058|XP_034101405.1|DALB	LOC111600369|XP_023172213.2|DHYD
OG0001782	LOC117564679|XP_034099436.1|DALB	LOC111594776|XP_023163994.2|DHYD
OG0001783	LOC117563379|XP_034097576.1|DALB	LOC111600384|XP_023172229.1|DHYD
OG0001784	LOC117563801|XP_034098224.1|DALB	LOC111595795|XP_023165453.2|DHYD
OG0001785	LOC117567290|XP_034103052.1|DALB	LOC111605246|XP_023179451.2|DHYD
OG0001786	LOC117565115|XP_034099965.1|DALB	LOC111600724|XP_023172768.2|DHYD
OG0001787	LOC117563785|XP_034098203.1|DALB	LOC111601053|XP_030080281.1|DHYD
OG0001788	LOC117566985|XP_034102541.1|DALB	LOC111595569|XP_023165134.2|DHYD
OG0001789	LOC117569294|XP_034106292.1|DALB	LOC111593927|XP_023162774.1|DHYD
OG0001789	LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB	LOC111593133|XP_023161505.2|DHYD
OG0001790	LOC117564352|XP_034098958.1|DALB	LOC111601111|XP_023173329.2|DHYD
OG0001791	LOC117568301|XP_034104726.1|DALB	LOC111605415|XP_023179689.2|DHYD
OG0001792	LOC117564090|XP_034098614.1|DALB	LOC111605541|XP_023179871.2|DHYD
OG0001793	LOC117567080|XP_034102722.1|DALB	LOC111593288|XP_030081006.1|DHYD
OG0001794	LOC117565792|XP_034100964.1|DALB	LOC111602535|XP_023175433.2|DHYD
OG0001795	LOC117564467|XP_034099146.1|DALB	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD
OG0001796	LOC117566831|XP_034102297.1|DALB	LOC111598302|XP_023169258.1|DHYD
OG0001797	LOC117573152|XP_034111999.1|DALB	LOC111598115|XP_023168940.1|DHYD
OG0001798	LOC117568430|XP_034104980.1|DALB	LOC111600584|XP_023172539.1|DHYD
OG0001799	LOC117575342|XP_034115398.1|DALB	LOC111596867|XP_023167081.1|DHYD
OG0001800	LOC117565025|XP_034099861.1|DALB	LOC111601898|XP_023174512.2|DHYD
OG0001801	LOC117567284|XP_034103041.1|DALB	LOC111598745|XP_023169913.2|DHYD
OG0001802	LOC117575428|XP_034115523.1|DALB	LOC111595302|XP_023164730.1|DHYD
OG0001803	LOC117575248|XP_034115270.1|DALB	LOC111592379|XP_030078720.1|DHYD
OG0001804	LOC117576679|XP_034117564.1|DALB	LOC111603589|XP_023177013.1|DHYD
OG0001805	LOC117572070|XP_034110544.1|DALB	LOC111601024|XP_023173200.1|DHYD
OG0001806	LOC117574794|XP_034114644.1|DALB	LOC111598897|XP_023170131.2|DHYD
OG0001806	LOC117574567|XP_034114333.1|DALB	LOC111593361|XP_030078732.1|DHYD
OG0001807	LOC117573552|XP_034112723.1|DALB	LOC111602986|XP_023176150.1|DHYD
OG0001808	LOC117576960|XP_034118025.1|DALB	LOC111604587|XP_023178463.1|DHYD
OG0001809	LOC117576328|XP_034116886.1|DALB	LOC111600859|XP_023172946.2|DHYD
OG0001810	LOC117575997|XP_034116386.1|DALB	LOC111599593|XP_023171044.2|DHYD
OG0001811	LOC117570244|XP_034107639.1|DALB	LOC111593286|XP_023161727.2|DHYD
OG0001812	LOC117578332|XP_034119688.1|DALB	LOC111604186|XP_023177949.1|DHYD
OG0001813	LOC117576480|XP_034117142.1|DALB	LOC111604277|XP_030080854.1|DHYD
OG0001814	LOC117576740|XP_034117661.1|DALB	LOC111596232|XP_023166120.2|DHYD
OG0001815	LOC117566370|XP_034101759.1|DALB, LOC117575404|XP_034115475.1|DALB	LOC111604843|XP_023178843.2|DHYD
OG0001816	LOC117570703|XP_034108397.1|DALB	LOC111599709|XP_023171208.1|DHYD
OG0001817	LOC117567469|XP_034103379.1|DALB	LOC111600143|XP_030081219.1|DHYD, LOC111600020|XP_030081215.1|DHYD
OG0001818	LOC117569504|XP_034106621.1|DALB	LOC111605416|XP_023179694.2|DHYD
OG0001819	LOC117572128|XP_034110653.1|DALB	LOC111597000|XP_023167269.2|DHYD
OG0001820	LOC117577665|XP_034118443.1|DALB	LOC111602856|XP_023175939.1|DHYD
OG0001821	LOC117570804|XP_034108551.1|DALB	LOC111593846|XP_023162660.2|DHYD
OG0001822	LOC117568631|XP_034105312.1|DALB	LOC111593744|XP_023162505.1|DHYD
OG0001823	LOC117569664|XP_034106802.1|DALB, LOC117572174|XP_034110716.1|DALB	LOC111604418|XP_023178242.1|DHYD
OG0001824	LOC117564893|XP_034099731.1|DALB	LOC111596286|XP_023166208.2|DHYD
OG0001825	LOC117568316|XP_034104763.1|DALB	LOC111594467|XP_023163557.2|DHYD
OG0001826	LOC117567409|XP_034103274.1|DALB	LOC111600045|XP_023171738.1|DHYD
OG0001827	LOC117568450|XP_034105015.1|DALB	LOC111592165|XP_023159986.2|DHYD
OG0001828	LOC117568417|XP_034104953.1|DALB	LOC111593003|XP_023161297.2|DHYD, LOC111598712|XP_023169869.2|DHYD
OG0001829	LOC117569282|XP_034106279.1|DALB	LOC111595434|XP_023164926.1|DHYD
OG0001830	LOC117566836|XP_034102309.1|DALB	LOC111599663|XP_023171134.2|DHYD
OG0001831	LOC117569815|XP_034107026.1|DALB	LOC111593520|XP_023162076.1|DHYD
OG0001832	LOC117578207|XP_034119441.1|DALB	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD
OG0001833	LOC117570360|XP_034107821.1|DALB	LOC111596673|XP_023166745.2|DHYD
OG0001833	LOC117572032|XP_034110478.1|DALB	LOC111600091|XP_023171798.2|DHYD
OG0001834	LOC117575271|XP_034115296.1|DALB	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD
OG0001837	LOC117568931|XP_034105740.1|DALB	LOC111598696|XP_023169830.2|DHYD
OG0001837	LOC117568359|XP_034104851.1|DALB	LOC111592785|XP_023160956.2|DHYD
OG0001838	LOC117570137|XP_034107491.1|DALB	LOC111597660|XP_030081021.1|DHYD
OG0001839	LOC117569176|XP_034106136.1|DALB	LOC111600776|XP_023172824.1|DHYD
OG0001840	LOC117565293|XP_034100218.1|DALB	LOC111603537|XP_023176941.1|DHYD
OG0001841	LOC117568968|XP_034105817.1|DALB	LOC111597511|XP_023168048.2|DHYD
OG0001842	LOC117570610|XP_034108259.1|DALB	LOC111597786|XP_023168428.1|DHYD
OG0001843	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB	LOC111605098|XP_023179208.2|DHYD
OG0001844	LOC117568714|XP_034105421.1|DALB	LOC115483473|XP_030081443.1|DHYD
OG0001845	LOC117568380|XP_034104880.1|DALB	LOC111592770|XP_023160944.1|DHYD
OG0001846	LOC117575104|XP_034115097.1|DALB	LOC111601486|XP_023173842.2|DHYD
OG0001848	LOC117573245|XP_034112195.1|DALB	LOC111598636|XP_023169748.2|DHYD
OG0001849	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB	LOC111598355|XP_023169334.1|DHYD
OG0001850	LOC117573070|XP_034111829.1|DALB	LOC111594139|XP_023163074.2|DHYD
OG0001851	LOC117573088|XP_034111871.1|DALB	LOC111600230|XP_030079833.1|DHYD
OG0001852	LOC117567048|XP_034102656.1|DALB	LOC115482982|XP_030079462.1|DHYD, LOC111601098|XP_023173302.2|DHYD
OG0001853	LOC117573835|XP_034113159.1|DALB	LOC111596097|XP_023165930.2|DHYD
OG0001854	LOC117566365|XP_034101754.1|DALB	LOC111604042|XP_023177665.2|DHYD
OG0001855	LOC117569054|XP_034105955.1|DALB	LOC111594945|XP_023164210.1|DHYD
OG0001856	LOC117578103|XP_034119171.1|DALB	LOC111603129|XP_023176371.1|DHYD
OG0001857	LOC117573494|XP_034112616.1|DALB	LOC111593031|XP_023161365.2|DHYD
OG0001858	LOC117570007|XP_034107310.1|DALB	LOC111603213|XP_030079318.1|DHYD
OG0001859	LOC117577748|XP_034118551.1|DALB	LOC111603384|XP_023176711.1|DHYD
OG0001860	LOC117569627|XP_034106755.1|DALB	LOC111599785|XP_023171327.2|DHYD
OG0001862	LOC117574866|XP_034114774.1|DALB, LOC117575031|XP_034115001.1|DALB	LOC111604236|XP_023177981.2|DHYD
OG0001863	LOC117564256|XP_034098853.1|DALB	LOC111598257|XP_023169200.1|DHYD
OG0001864	LOC117576309|XP_034116855.1|DALB	LOC111602017|XP_023174682.2|DHYD
OG0001865	LOC117574378|XP_034114103.1|DALB	LOC111600817|XP_023172886.1|DHYD
OG0001865	LOC117567273|XP_034103031.1|DALB	LOC111598300|XP_023169255.1|DHYD
OG0001866	LOC117575801|XP_034116070.1|DALB	LOC111594523|XP_023163621.2|DHYD
OG0001867	LOC117572102|XP_034110601.1|DALB	LOC111601092|XP_023173286.2|DHYD
OG0001868	LOC117563849|XP_034098269.1|DALB	LOC111602214|XP_023174959.2|DHYD
OG0001869	LOC117575740|XP_034115980.1|DALB	LOC111599767|XP_023171295.2|DHYD
OG0001870	LOC117568087|XP_034104360.1|DALB	LOC111597332|XP_030078957.1|DHYD
OG0001871	LOC117569373|XP_034106398.1|DALB	LOC111605448|XP_023179736.2|DHYD
OG0001872	LOC117575605|XP_034115768.1|DALB	LOC111592477|XP_023160461.2|DHYD
OG0001873	LOC117574993|XP_034114953.1|DALB	LOC111595801|XP_023165462.2|DHYD
OG0001874	LOC117573073|XP_034111843.1|DALB	LOC111598573|XP_023169642.2|DHYD
OG0001875	LOC117576755|XP_034117683.1|DALB	LOC111601977|XP_023174627.2|DHYD
OG0001876	LOC117567146|XP_034102849.1|DALB	LOC111593726|XP_023162476.2|DHYD, LOC115483462|XP_030081404.1|DHYD
OG0001877	LOC117578147|XP_034119255.1|DALB	LOC111605310|XP_023179537.1|DHYD
OG0001878	LOC117573768|XP_034113054.1|DALB	LOC111605477|XP_023179778.1|DHYD
OG0001879	LOC117573130|XP_034111949.1|DALB	LOC111598585|XP_023169663.2|DHYD
OG0001880	LOC117575819|XP_034116110.1|DALB	LOC111601503|XP_023173865.1|DHYD
OG0001881	LOC117576218|XP_034116715.1|DALB	LOC111602653|XP_023175594.1|DHYD
OG0001883	LOC117573866|XP_034113232.1|DALB	LOC111599610|XP_023171065.2|DHYD
OG0001885	LOC117564664|XP_034099418.1|DALB	LOC111601163|XP_023173409.1|DHYD
OG0001886	LOC117576949|XP_034117998.1|DALB	LOC111595707|XP_023165320.2|DHYD
OG0001887	LOC117569788|XP_034106981.1|DALB	LOC111592118|XP_023159917.1|DHYD
OG0001888	LOC117575854|XP_034116165.1|DALB	LOC111604798|XP_023178783.1|DHYD
OG0001889	LOC117570571|XP_034108201.1|DALB	LOC111593042|XP_023161377.2|DHYD
