Orthogroup	DALB.longest_only	DMEL.longest_only
OG0000346	LOC117570387|XP_034107890.1|DALB	scb|NP_523750.2|DMEL, ItgaPS5|NP_611808.2|DMEL, ItgaPS4|NP_611025.2|DMEL
OG0000347	LOC117571200|XP_034109135.1|DALB	DnaJ-1|NP_523936.2|DMEL
OG0000347	LOC117564059|XP_034098572.1|DALB	CG5001|NP_001245832.1|DMEL
OG0000348	LOC117565333|XP_034100273.1|DALB	insv|NP_608690.2|DMEL
OG0000349	LOC117566057|XP_034101404.1|DALB	barr|NP_477106.1|DMEL
OG0000350	LOC117571014|XP_034108863.1|DALB	CG17826|NP_648528.1|DMEL
OG0000350	LOC117571016|XP_034108865.1|DALB	CG7252|NP_648527.1|DMEL
OG0000350	LOC117571017|XP_034108866.1|DALB	CG31077|NP_733185.2|DMEL
OG0000351	LOC117568760|XP_034105487.1|DALB	tpr|NP_611611.1|DMEL
OG0000351	LOC117566488|XP_034101912.1|DALB	CG18735|NP_652645.1|DMEL
OG0000353	LOC117574901|XP_034114830.1|DALB	CG7483|NP_649788.2|DMEL
OG0000353	LOC117563247|XP_034097350.1|DALB	eIF4A|NP_476595.1|DMEL
OG0000354	LOC117566174|XP_034101568.1|DALB	CG4270|NP_608663.1|DMEL
OG0000354	LOC117566180|XP_034101577.1|DALB	CG16995|NP_608668.2|DMEL
OG0000355	LOC117572656|XP_034111540.1|DALB	sut1|NP_523658.1|DMEL
OG0000355	LOC117566977|XP_034102529.1|DALB	CG7882|NP_724438.1|DMEL
OG0000356	LOC117563677|XP_034097995.1|DALB	Ugt36E1|NP_609911.1|DMEL
OG0000356	LOC117564977|XP_034099813.1|DALB	Ugt36D1|NP_609910.1|DMEL
OG0000358	LOC117575053|XP_034115027.1|DALB	MtnC|NP_650882.1|DMEL
OG0000358	LOC117574632|XP_034114419.1|DALB	MtnB|NP_524413.1|DMEL
OG0000358	LOC117576990|XP_034118066.1|DALB, LOC117576989|XP_034118065.1|DALB, LOC117576987|XP_034118064.1|DALB	MtnD|NP_788695.2|DMEL
OG0000360	LOC117573973|XP_034113406.1|DALB, LOC117573727|XP_034112988.1|DALB	CG11878|NP_651369.1|DMEL, CG11889|NP_651367.1|DMEL, CG11891|NP_001027211.3|DMEL
OG0000361	LOC117565676|XP_034100800.1|DALB	CG5265|NP_650605.1|DMEL, CRAT|NP_649650.2|DMEL
OG0000361	LOC117565673|XP_034100796.1|DALB	CG5122|NP_609601.1|DMEL
OG0000362	LOC117573184|XP_034112059.1|DALB	Arf102F|NP_524631.1|DMEL
OG0000362	LOC117568679|XP_034105375.1|DALB	Arf79F|NP_001097667.1|DMEL
OG0000363	LOC117575649|XP_034115823.1|DALB	msi|NP_733108.2|DMEL
OG0000363	LOC117568929|XP_034105731.1|DALB	Rbp6|NP_001097631.1|DMEL
OG0000364	LOC117567728|XP_034103780.1|DALB	sls|NP_001261304.1|DMEL
OG0000364	LOC117567729|XP_034103781.1|DALB	zormin|NP_001261317.1|DMEL
OG0000365	LOC117567394|XP_034103236.1|DALB	dpr1|NP_995908.2|DMEL
OG0000365	LOC117566145|XP_034101522.1|DALB	dpr2|NP_001162945.3|DMEL
OG0000366	LOC117578282|XP_034119610.1|DALB	CG44422|NP_572699.2|DMEL
OG0000366	LOC117575390|XP_034115456.1|DALB	CG5890|NP_001356889.1|DMEL
OG0000367	LOC117568412|XP_034104944.1|DALB	CalpB|NP_524016.4|DMEL
OG0000367	LOC117569812|XP_034107020.1|DALB	CalpA|NP_001286613.1|DMEL
OG0000368	LOC117567355|XP_034103180.1|DALB	Akr1B|NP_001261716.1|DMEL
OG0000368	LOC117567356|XP_034103184.1|DALB	CG6083|NP_648485.1|DMEL
OG0000371	LOC117564180|XP_034098743.1|DALB	Or9a|NP_511107.1|DMEL
OG0000371	LOC117569188|XP_034106148.1|DALB	Or98b|NP_524540.4|DMEL
OG0000372	LOC117564011|XP_034098496.1|DALB	CG31680|NP_724273.1|DMEL, CG17472|NP_610040.1|DMEL, Sfp38D|NP_001163023.1|DMEL
OG0000373	LOC117568688|XP_034105389.1|DALB	CG11018|NP_611438.1|DMEL
OG0000375	LOC117567247|XP_034102986.1|DALB, LOC117567246|XP_034102985.1|DALB, LOC117567245|XP_034102984.1|DALB, LOC117567244|XP_034102983.1|DALB, LOC117567248|XP_034102987.1|DALB, LOC117567249|XP_034102988.1|DALB, LOC117567252|XP_034102992.1|DALB	CG18179|NP_648340.1|DMEL, CG18180|NP_648341.1|DMEL, CG8329|NP_648339.1|DMEL
OG0000376	LOC117568119|XP_034104412.1|DALB	RpS14a|NP_524884.1|DMEL, RpS14b|NP_536352.1|DMEL
OG0000377	LOC117564203|XP_034098784.1|DALB	regucalcin|NP_727588.2|DMEL
OG0000377	LOC117571135|XP_034109028.1|DALB	smp-30|NP_001262580.1|DMEL
OG0000378	LOC117567006|XP_034102582.1|DALB	CG5009|NP_611264.2|DMEL
OG0000378	LOC117572598|XP_034111402.1|DALB	CG4586|NP_572371.1|DMEL
OG0000379	LOC117566832|XP_034102296.1|DALB	Dgat2|NP_610318.1|DMEL, CG1941|NP_610317.1|DMEL, CG1946|NP_610319.2|DMEL
OG0000380	LOC117570332|XP_034107774.1|DALB	Ldh|NP_476581.1|DMEL
OG0000381	LOC117563594|XP_034097872.1|DALB, LOC117563630|XP_034097928.1|DALB, LOC117563599|XP_034097879.1|DALB, LOC117563591|XP_034097867.1|DALB	CG8708|NP_724653.1|DMEL
OG0000381	LOC117564593|XP_034099331.1|DALB	C1GalTA|NP_609258.1|DMEL
OG0000382	LOC117571255|XP_034109200.1|DALB	mael|NP_788566.1|DMEL
OG0000383	LOC117565186|XP_034100079.1|DALB	CG3609|NP_608675.1|DMEL
OG0000383	LOC117564663|XP_034099417.1|DALB	CG13280|NP_609812.1|DMEL
OG0000384	LOC117571100|XP_034108973.1|DALB	en|NP_523700.2|DMEL
OG0000384	LOC117568302|XP_034104736.1|DALB	inv|NP_523699.3|DMEL
OG0000385	LOC117577817|XP_034118639.1|DALB	yin|NP_001284844.1|DMEL
OG0000385	LOC117577818|XP_034118643.1|DALB	CG2930|NP_001284845.1|DMEL
OG0000386	LOC117568177|XP_034104503.1|DALB	CG7514|NP_647923.1|DMEL
OG0000386	LOC117575199|XP_034115207.1|DALB	CG1907|NP_651703.1|DMEL
OG0000387	LOC117566169|XP_034101562.1|DALB	CG17234|NP_722785.1|DMEL, Send2|NP_609708.2|DMEL, Send1|NP_608662.1|DMEL
OG0000388	LOC117570811|XP_034108561.1|DALB, LOC117571661|XP_034109790.1|DALB, LOC117572166|XP_034110707.1|DALB	CG5704|NP_652068.1|DMEL, CG15879|NP_647694.1|DMEL, CG15820|NP_647696.1|DMEL
OG0000389	LOC117577392|XP_034118191.1|DALB	lovit|NP_001303415.1|DMEL
OG0000389	LOC117570394|XP_034107903.1|DALB	Slc45-1|NP_648292.1|DMEL
OG0000390	LOC117565866|XP_034101093.1|DALB	aub|NP_476734.1|DMEL
OG0000391	LOC117572754|XP_034111729.1|DALB	5-HT1A|NP_001356890.1|DMEL
OG0000391	LOC117570348|XP_034107796.1|DALB	5-HT1B|NP_001137708.2|DMEL
OG0000392	LOC117565444|XP_034100426.1|DALB	mid|NP_608927.2|DMEL
OG0000392	LOC117565611|XP_034100706.1|DALB	H15|NP_608926.2|DMEL
OG0000393	LOC117563689|XP_034098012.1|DALB	CadN|NP_001027277.1|DMEL
OG0000393	LOC117563690|XP_034098024.1|DALB	CadN2|NP_001036368.2|DMEL
OG0000394	LOC117575138|XP_034115139.1|DALB	CG15202|NP_572690.1|DMEL
OG0000394	LOC117575150|XP_034115148.1|DALB	CG15199|NP_572689.1|DMEL
OG0000395	LOC117570546|XP_034108158.1|DALB	CG14125|NP_001261731.1|DMEL
OG0000395	LOC117566474|XP_034101896.1|DALB	CG11570|NP_001356902.1|DMEL
OG0000395	LOC117566475|XP_034101897.1|DALB	CG43294|NP_001356903.1|DMEL
OG0000396	LOC117563219|XP_034097301.1|DALB, LOC117563220|XP_034097303.1|DALB	CG13794|NP_609137.2|DMEL, CG13793|NP_609136.2|DMEL, CG33296|NP_995644.2|DMEL, CG13795|NP_609138.3|DMEL
OG0000398	LOC117571258|XP_034109211.1|DALB	CG30270|NP_001356893.1|DMEL
OG0000399	LOC117576396|XP_034117001.1|DALB	CG6330|NP_733175.1|DMEL
OG0000399	LOC117576395|XP_034117000.1|DALB	CG3788|NP_611738.1|DMEL
OG0000400	LOC117578083|XP_034119135.1|DALB	CG12177|NP_572911.1|DMEL
OG0000401	LOC117578333|XP_034119689.1|DALB	CG32110|NP_729837.1|DMEL, Ulp1|NP_573362.1|DMEL
OG0000403	LOC117573582|XP_034112760.1|DALB	Drice|NP_524551.2|DMEL
OG0000403	LOC117566920|XP_034102431.1|DALB	Dcp-1|NP_476974.1|DMEL
OG0000404	LOC117575731|XP_034115966.1|DALB	CG9733|NP_651784.2|DMEL
OG0000405	LOC117577770|XP_034118574.1|DALB	CG6428|NP_570088.1|DMEL
OG0000405	LOC117575268|XP_034115294.1|DALB	CG8526|NP_649953.1|DMEL
OG0000406	LOC117567823|XP_034103955.1|DALB	TpnC73F|NP_524122.2|DMEL
OG0000406	LOC117570598|XP_034108232.1|DALB	TpnC47D|NP_476968.1|DMEL
OG0000407	LOC117570063|XP_034107388.1|DALB	CG5144|NP_648284.1|DMEL
OG0000407	LOC117572447|XP_034111169.1|DALB	Argk|NP_729446.1|DMEL
OG0000408	LOC117564231|XP_034098813.1|DALB, LOC117564414|XP_034099037.1|DALB, LOC117564537|XP_034099250.1|DALB	CG8138|NP_650260.1|DMEL
OG0000408	LOC117563853|XP_034098272.1|DALB	CG14013|NP_608941.1|DMEL
OG0000409	LOC117570871|XP_034108654.1|DALB	Pgm2b|NP_610992.2|DMEL
OG0000409	LOC117570740|XP_034108453.1|DALB	Pgm2a|NP_610453.1|DMEL
OG0000410	LOC117565316|XP_034100245.1|DALB	CG15143|NP_609848.1|DMEL, CG15144|NP_609849.2|DMEL, CG15145|NP_609850.2|DMEL
OG0000411	LOC117574251|XP_034113871.1|DALB	Cks85A|NP_649817.1|DMEL
OG0000411	LOC117564530|XP_034099241.1|DALB	Cks30A|NP_476947.1|DMEL
OG0000412	LOC117570393|XP_034107902.1|DALB	Mpcp1|NP_611468.1|DMEL
OG0000412	LOC117572543|XP_034111304.1|DALB	Mpcp2|NP_524069.2|DMEL
OG0000413	LOC117575322|XP_034115369.1|DALB	Or85e|NP_001262374.1|DMEL
OG0000413	LOC117575308|XP_034115353.1|DALB, LOC117575051|XP_034115024.1|DALB	Or83a|NP_524234.2|DMEL
OG0000414	LOC117567214|XP_034102934.1|DALB	Strica|NP_610193.1|DMEL
OG0000415	LOC117567067|XP_034102700.1|DALB	HmgD|NP_726109.1|DMEL
OG0000415	LOC117568229|XP_034104593.1|DALB	HmgZ|NP_726106.1|DMEL
OG0000416	LOC117572452|XP_034111179.1|DALB	Cyp4g1|NP_525031.1|DMEL
OG0000416	LOC117567180|XP_034102898.1|DALB	Cyp4g15|NP_572721.1|DMEL
OG0000417	LOC117575059|XP_034115031.1|DALB	CG9717|NP_651812.1|DMEL
OG0000418	LOC117566055|XP_034101403.1|DALB	CG17636|NP_001245442.1|DMEL
OG0000418	LOC117569727|XP_034106895.1|DALB	Ggt-1|NP_573303.1|DMEL
OG0000419	LOC117572567|XP_034111338.1|DALB	SRPK|NP_001369087.1|DMEL
OG0000421	LOC117563687|XP_034098009.1|DALB	ck|NP_523571.1|DMEL
OG0000421	LOC117565567|XP_034100634.1|DALB	Myo28B1|NP_723294.1|DMEL
OG0000422	LOC117573745|XP_034113016.1|DALB	FASN3|NP_001015405.3|DMEL
OG0000423	LOC117568715|XP_034105422.1|DALB	Pepck1|NP_523784.2|DMEL
OG0000423	LOC117570125|XP_034107480.1|DALB	Pepck2|NP_611341.1|DMEL
OG0000424	LOC117567277|XP_034103034.1|DALB	betaGlu|NP_651893.1|DMEL
OG0000424	LOC117570624|XP_034108277.1|DALB	CG15117|NP_725851.1|DMEL
OG0000425	LOC117571691|XP_034109872.1|DALB	resilin|NP_611157.1|DMEL
OG0000425	LOC117571118|XP_034109005.1|DALB	Cpr56F|NP_611470.1|DMEL
OG0000426	LOC117568371|XP_034104865.1|DALB, LOC117567641|XP_034103638.1|DALB	CG12896|NP_610584.2|DMEL, Prx2540-1|NP_724931.1|DMEL, Prx2540-2|NP_523683.1|DMEL
OG0000428	LOC117568170|XP_034104494.1|DALB	CG33286|NP_001097653.1|DMEL, CG33287|NP_001137993.1|DMEL
OG0000428	LOC117568169|XP_034104493.1|DALB	CG12983|NP_001137992.1|DMEL
OG0000429	LOC117569375|XP_034106396.1|DALB	etaTry|NP_523692.1|DMEL
OG0000429	LOC117568538|XP_034105147.1|DALB	kappaTry|NP_610674.5|DMEL
OG0000430	LOC117574689|XP_034114486.1|DALB	CG14315|NP_650677.1|DMEL
OG0000433	LOC117575919|XP_034116268.1|DALB	CG7536|NP_573265.1|DMEL
OG0000433	LOC117572721|XP_034111674.1|DALB	CG10483|NP_648000.1|DMEL
OG0000434	LOC117573374|XP_034112402.1|DALB	CG5590|NP_651578.1|DMEL
OG0000435	LOC117567736|XP_034103812.1|DALB	CG1986|NP_572590.1|DMEL
OG0000438	LOC117573307|XP_034112303.1|DALB	Jasper|NP_651768.1|DMEL
OG0000439	LOC117565270|XP_034100188.1|DALB	SoxN|NP_001260269.1|DMEL
OG0000439	LOC117571111|XP_034108985.1|DALB	Sox21a|NP_001261827.1|DMEL
OG0000440	LOC117570223|XP_034107613.1|DALB	CG10344|NP_611671.1|DMEL
OG0000440	LOC117567896|XP_034104059.1|DALB	CG4676|NP_610853.1|DMEL
OG0000441	LOC117570102|XP_034107450.1|DALB	CG9822|NP_611581.1|DMEL
OG0000441	LOC117569290|XP_034106286.1|DALB	CG17974|NP_611582.1|DMEL
OG0000442	LOC117568984|XP_034105842.1|DALB	Ubi-p63E|NP_728908.1|DMEL
OG0000443	LOC117569537|XP_034106631.1|DALB	CG32483|NP_728540.1|DMEL
OG0000443	LOC117570957|XP_034108783.1|DALB	hiro|NP_612051.1|DMEL
OG0000444	LOC117564594|XP_034099337.1|DALB	CG9287|NP_609244.1|DMEL
OG0000444	LOC117564527|XP_034099239.1|DALB	CG9289|NP_609245.1|DMEL
OG0000446	LOC117575905|XP_034116240.1|DALB	CG43673|NP_001259580.1|DMEL
OG0000446	LOC117569928|XP_034107178.1|DALB	CG34220|NP_001097253.1|DMEL
OG0000448	LOC117576233|XP_034116742.1|DALB	CG11318|NP_651842.3|DMEL
OG0000448	LOC117564935|XP_034099780.1|DALB	CG15556|NP_651845.2|DMEL
OG0000449	LOC117572037|XP_034110488.1|DALB	Krn|NP_524129.1|DMEL
OG0000449	LOC117564461|XP_034099137.1|DALB	spi|NP_476909.2|DMEL
OG0000450	LOC117578232|XP_034119507.1|DALB	X11Lbeta|NP_727440.3|DMEL
OG0000450	LOC117566468|XP_034101893.1|DALB	X11L|NP_001285376.1|DMEL
OG0000451	LOC117577647|XP_034118420.1|DALB	CG14778|NP_569918.1|DMEL
OG0000451	LOC117577648|XP_034118423.1|DALB	CG14777|NP_569917.1|DMEL
OG0000454	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB	CG15580|NP_649610.1|DMEL, CG18171|NP_647651.1|DMEL
OG0000456	LOC117573143|XP_034111972.1|DALB	Dyrk3|NP_001033810.1|DMEL
OG0000456	LOC117563277|XP_034097400.1|DALB	Dyrk2|NP_001260456.1|DMEL
OG0000457	LOC117565212|XP_034100110.1|DALB	DIP-zeta|NP_723442.2|DMEL
OG0000457	LOC117564515|XP_034099226.1|DALB	DIP-epsilon|NP_001137799.1|DMEL
OG0000458	LOC117563861|XP_034098286.1|DALB	MRP|NP_723772.2|DMEL
OG0000460	LOC117565458|XP_034100451.1|DALB	CG7420|NP_001259871.1|DMEL
OG0000462	LOC117575942|XP_034116293.1|DALB	CG3581|NP_650799.1|DMEL
OG0000462	LOC117575940|XP_034116292.1|DALB	CG31245|NP_732415.1|DMEL
OG0000463	LOC117574386|XP_034114111.1|DALB	Ir94g|NP_651147.2|DMEL
OG0000463	LOC117574482|XP_034114210.1|DALB, LOC117574479|XP_034114208.1|DALB, LOC117574478|XP_034114207.1|DALB	Ir20a|NP_608456.1|DMEL, Ir94h|NP_651148.2|DMEL
OG0000464	LOC117563862|XP_034098309.1|DALB	CG5787|NP_609589.1|DMEL
OG0000465	LOC117576223|XP_034116725.1|DALB	tld|NP_524487.2|DMEL
OG0000465	LOC117576222|XP_034116722.1|DALB	tok|NP_476879.1|DMEL
OG0000466	LOC117570655|XP_034108330.1|DALB	Gs2|NP_001285121.1|DMEL
OG0000466	LOC117564787|XP_034099588.1|DALB	Gs1|NP_476570.1|DMEL
OG0000467	LOC117571055|XP_034108913.1|DALB	pk|NP_724538.1|DMEL
OG0000467	LOC117568018|XP_034104237.1|DALB	esn|NP_001260760.1|DMEL
OG0000468	LOC117571922|XP_034110294.1|DALB	eEF1alpha1|NP_477375.1|DMEL
OG0000469	LOC117565858|XP_034101077.1|DALB	bru2|NP_001036356.1|DMEL
OG0000469	LOC117565982|XP_034101278.1|DALB	bru1|NP_723737.1|DMEL
OG0000470	LOC117567360|XP_034103189.1|DALB	eg|NP_524206.1|DMEL
OG0000470	LOC117570696|XP_034108390.1|DALB	knrl|NP_788552.1|DMEL
OG0000471	LOC117571140|XP_034109033.1|DALB	PIG-Wb|NP_647654.1|DMEL
OG0000471	LOC117564774|XP_034099564.1|DALB	PIG-Wa|NP_608679.1|DMEL
OG0000473	LOC117578220|XP_034119485.1|DALB	SmydA-9|NP_572539.2|DMEL
OG0000473	LOC117573572|XP_034112789.1|DALB	SmydA-8|NP_001014717.1|DMEL
OG0000474	LOC117567868|XP_034104029.1|DALB	CG4880|NP_573177.1|DMEL
OG0000474	LOC117568378|XP_034104876.1|DALB	CG7557|NP_648464.1|DMEL
OG0000475	LOC117575976|XP_034116347.1|DALB	PyK|NP_524448.3|DMEL
OG0000475	LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB	CG7069|NP_651030.1|DMEL
OG0000476	LOC117574092|XP_034113618.1|DALB	GstZ1|NP_649894.1|DMEL
OG0000476	LOC117574302|XP_034113999.1|DALB	GstZ2|NP_649895.1|DMEL
OG0000477	LOC117576734|XP_034117651.1|DALB	CG7910|NP_649765.1|DMEL
OG0000477	LOC117576735|XP_034117653.1|DALB	CG7900|NP_001097707.1|DMEL
OG0000478	LOC117577931|XP_034118825.1|DALB	CG32633|NP_572898.1|DMEL
OG0000478	LOC117574156|XP_034113728.1|DALB	CG31086|NP_733139.1|DMEL
OG0000479	LOC117576315|XP_034116861.1|DALB	CG16749|NP_649881.1|DMEL, CG12951|NP_649880.1|DMEL
OG0000480	LOC117564375|XP_034098985.1|DALB	Pgk|NP_476676.1|DMEL
OG0000480	LOC117564374|XP_034098982.1|DALB	CG9961|NP_608704.2|DMEL
OG0000482	LOC117576116|XP_034116565.1|DALB	CG4860|NP_650163.2|DMEL
OG0000482	LOC117576192|XP_034116676.1|DALB	Arc42|NP_650840.1|DMEL
OG0000483	LOC117574894|XP_034114822.1|DALB	CG33341|NP_996282.1|DMEL
OG0000483	LOC117573301|XP_034112297.1|DALB	CG13614|NP_651256.2|DMEL
OG0000484	LOC117575936|XP_034116287.1|DALB	CG18493|NP_650803.1|DMEL
OG0000484	LOC117576719|XP_034117630.1|DALB	CG3734|NP_650802.1|DMEL
OG0000485	LOC117568025|XP_034104248.1|DALB	CG32196|NP_730334.2|DMEL
OG0000485	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB	CG4306|NP_649038.1|DMEL
OG0000486	LOC117568199|XP_034104555.1|DALB	Eglp4|NP_001261154.1|DMEL
OG0000486	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB	Eglp2|NP_788433.2|DMEL
OG0000487	LOC117572563|XP_034111331.1|DALB	Arc2|NP_610956.1|DMEL
OG0000487	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB	Arc1|NP_610955.1|DMEL
OG0000489	LOC117576379|XP_034116968.1|DALB	Ir100a|NP_651898.2|DMEL
OG0000489	LOC117567573|XP_034103540.1|DALB	Ir10a|NP_001096949.1|DMEL
OG0000490	LOC117578022|XP_034119012.1|DALB	DIP-alpha|NP_726871.1|DMEL
OG0000490	LOC117574832|XP_034114709.1|DALB	DIP-beta|NP_001138225.1|DMEL
OG0000491	LOC117567551|XP_034103500.1|DALB	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL
OG0000492	LOC117569977|XP_034107244.1|DALB	CG8800|NP_610483.1|DMEL
OG0000492	LOC117564509|XP_034099216.1|DALB	CG10839|NP_609776.1|DMEL
OG0000493	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB	Mst98Cb|NP_524539.1|DMEL, Mst98Ca|NP_524899.1|DMEL
OG0000494	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL
OG0000494	LOC117563507|XP_034097772.1|DALB	vig|NP_523572.1|DMEL
OG0000495	LOC117570390|XP_034107900.1|DALB	CG4607|NP_572380.1|DMEL
OG0000495	LOC117570750|XP_034108463.1|DALB	CG8249|NP_611060.2|DMEL
OG0000496	LOC117566054|XP_034101400.1|DALB	CG9171|NP_723117.1|DMEL
OG0000496	LOC117565995|XP_034101305.1|DALB	CG15483|NP_609592.1|DMEL
OG0000497	LOC117565266|XP_034100182.1|DALB	Pvf2|NP_523499.2|DMEL
OG0000497	LOC117564629|XP_034099376.1|DALB	Pvf3|NP_001097107.1|DMEL
OG0000498	LOC117573306|XP_034112302.1|DALB	CG5768|NP_001369031.1|DMEL
OG0000498	LOC117575291|XP_034115329.1|DALB	CG13616|NP_651262.1|DMEL
OG0000499	LOC117566916|XP_034102428.1|DALB	Vha36-1|NP_651987.1|DMEL
OG0000499	LOC117578361|XP_034119695.1|DALB	Vha36-3|NP_570008.1|DMEL
OG0000500	LOC117568873|XP_034105654.1|DALB	AstC-R1|NP_649040.2|DMEL
OG0000500	LOC117568872|XP_034105653.1|DALB	AstC-R2|NP_001303398.1|DMEL
OG0000502	LOC117570858|XP_034108629.1|DALB	CG15657|NP_611554.1|DMEL
OG0000503	LOC117566793|XP_034102227.1|DALB	Gr59b|NP_523818.2|DMEL, Gr59a|NP_726287.2|DMEL
OG0000504	LOC117570036|XP_034107352.1|DALB	CG9701|NP_648918.1|DMEL
OG0000505	LOC117573327|XP_034112331.1|DALB	kirre|NP_726844.1|DMEL
OG0000505	LOC117571310|XP_034109279.1|DALB	rst|NP_525058.2|DMEL
OG0000506	LOC117573661|XP_034112880.1|DALB	CG31106|NP_733086.2|DMEL
OG0000506	LOC117573805|XP_034113108.1|DALB	CG31103|NP_001097914.1|DMEL
OG0000507	LOC117576971|XP_034118043.1|DALB	Ant2|NP_511110.1|DMEL
OG0000507	LOC117568198|XP_034104558.1|DALB	sesB|NP_727448.1|DMEL
OG0000508	LOC117571360|XP_034109359.1|DALB	CG32320|NP_001097472.3|DMEL
OG0000508	LOC117571471|XP_034109516.1|DALB	CG6845|NP_612000.3|DMEL
OG0000509	LOC117567337|XP_034103147.1|DALB	Sema2a|NP_477507.1|DMEL
OG0000509	LOC117567334|XP_034103144.1|DALB	Sema2b|NP_001261024.1|DMEL
OG0000510	LOC117572436|XP_034111155.1|DALB	CG8323|NP_610933.1|DMEL
OG0000511	LOC117564449|XP_034099117.1|DALB	Cyt-b5-r|NP_477154.1|DMEL
OG0000511	LOC117564447|XP_034099116.1|DALB	CG17928|NP_609810.1|DMEL
OG0000512	LOC117566003|XP_034101311.1|DALB	Gr32a|NP_523543.3|DMEL
OG0000513	LOC117566895|XP_034102401.1|DALB	CG3270|NP_610228.1|DMEL
OG0000513	LOC117565466|XP_034100463.1|DALB	l_2_37Bb|NP_536791.1|DMEL
OG0000514	LOC117565332|XP_034100270.1|DALB	pdm2|NP_723763.1|DMEL
OG0000514	LOC117564904|XP_034099748.1|DALB	nub|NP_001097153.1|DMEL
OG0000515	LOC117573227|XP_034112167.1|DALB	ATPsynbeta|NP_001259081.1|DMEL
OG0000515	LOC117570797|XP_034108543.1|DALB	ATPsynbetaL|NP_648836.2|DMEL
OG0000516	LOC117578001|XP_034118993.1|DALB	CG9522|NP_644677.1|DMEL
OG0000516	LOC117564564|XP_034099291.1|DALB	CG12539|NP_572976.1|DMEL
OG0000517	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB	CG17029|NP_648821.1|DMEL
OG0000519	LOC117578139|XP_034119244.1|DALB, LOC117578141|XP_034119248.1|DALB, LOC117578142|XP_034119251.1|DALB, LOC117578140|XP_034119247.1|DALB	Sgs3|NP_524024.1|DMEL, Sgs7|NP_476718.1|DMEL, Sgs8|NP_476719.2|DMEL
OG0000521	LOC117577891|XP_034118760.1|DALB	CCKLR-17D3|NP_001097023.1|DMEL
OG0000521	LOC117567494|XP_034103418.1|DALB	CCKLR-17D1|NP_001097021.1|DMEL
OG0000522	LOC117577337|XP_034118181.1|DALB	CG9911|NP_573111.1|DMEL
OG0000523	LOC117574359|XP_034114084.1|DALB	Stt3B|NP_524494.1|DMEL
OG0000523	LOC117569690|XP_034106838.1|DALB	Stt3A|NP_608425.1|DMEL
OG0000524	LOC117573923|XP_034113327.1|DALB	Irp-1A|NP_477371.1|DMEL, Irp-1B|NP_524303.2|DMEL
OG0000525	LOC117567161|XP_034102865.1|DALB	CG30345|NP_724760.2|DMEL, CG30344|NP_724759.1|DMEL
OG0000526	LOC117564252|XP_034098847.1|DALB	PCNA2|NP_609994.1|DMEL
OG0000526	LOC117572745|XP_034111713.1|DALB	PCNA|NP_476905.1|DMEL
OG0000527	LOC117565756|XP_034100898.1|DALB	ed|NP_523469.2|DMEL
OG0000527	LOC117566242|XP_034101679.1|DALB	fred|NP_608812.3|DMEL
OG0000528	LOC117578385|XP_034119712.1|DALB	CG33281|NP_995620.1|DMEL
OG0000529	LOC117565740|XP_034100876.1|DALB	CG34447|NP_001097060.1|DMEL
OG0000529	LOC117564582|XP_034099314.1|DALB	CG14034|NP_001036339.1|DMEL
OG0000530	LOC117571193|XP_034109126.1|DALB	CG32079|NP_729645.3|DMEL
OG0000530	LOC117571163|XP_034109065.1|DALB, LOC117571162|XP_034109063.1|DALB	CG1139|NP_647686.1|DMEL
OG0000531	LOC117565556|XP_034100615.1|DALB	CG31802|NP_724103.1|DMEL
OG0000532	LOC117576083|XP_034116522.1|DALB	CG4367|NP_001287421.2|DMEL
OG0000532	LOC117575284|XP_034115318.1|DALB	CG4362|NP_650876.1|DMEL
OG0000533	LOC117569997|XP_034107280.1|DALB	SLIRP1|NP_001027083.1|DMEL
OG0000533	LOC117573993|XP_034113432.1|DALB	SLIRP2|NP_649808.1|DMEL
OG0000534	LOC117578034|XP_034119039.1|DALB	sno|NP_001096967.1|DMEL
OG0000534	LOC117568271|XP_034104653.1|DALB	CG3491|NP_609731.1|DMEL
OG0000535	LOC117567969|XP_034104168.1|DALB	CG12895|NP_001260868.1|DMEL
OG0000535	LOC117570234|XP_034107629.1|DALB	CG14757|NP_610363.1|DMEL
OG0000536	LOC117569953|XP_034107207.1|DALB	frm|NP_001137887.1|DMEL
OG0000537	LOC117570048|XP_034107366.1|DALB	Incenp|NP_523648.3|DMEL
