Orthogroup	DALB.longest_only	DANA.longest_only
OG0002566	LOC117575837|XP_034116135.1|DALB	LOC6500899|XP_032308209.1|DANA
OG0002567	LOC117566144|XP_034101524.1|DALB	LOC6503901|XP_001963811.1|DANA
OG0002568	LOC117577090|XP_034118082.1|DALB	LOC6500967|XP_001954262.1|DANA
OG0002569	LOC117569025|XP_034105906.1|DALB	LOC6506780|XP_001957257.1|DANA
OG0002570	LOC117575746|XP_034115991.1|DALB	LOC6500880|XP_001954097.3|DANA
OG0002571	LOC117575751|XP_034116000.1|DALB	LOC6500882|XP_001954100.2|DANA
OG0002572	LOC117570893|XP_034108686.1|DALB	LOC6496007|XP_032306961.1|DANA
OG0002573	LOC117576275|XP_034116811.1|DALB	LOC6500887|XP_032307695.1|DANA
OG0002574	LOC117575843|XP_034116144.1|DALB	LOC6499693|XP_001954124.2|DANA
OG0002575	LOC117576367|XP_034116945.1|DALB	LOC6499325|XP_001954865.1|DANA
OG0002576	LOC117574867|XP_034114780.1|DALB	LOC6502203|XP_032308727.1|DANA
OG0002577	LOC117572099|XP_034110597.1|DALB	LOC6493044|XP_001956939.1|DANA
OG0002578	LOC117563643|XP_034097944.1|DALB	LOC6506679|XP_001965224.1|DANA
OG0002579	LOC117578393|XP_034119732.1|DALB	LOC6497236|XP_001962502.1|DANA
OG0002580	LOC117571072|XP_034108933.1|DALB	LOC6495940|XP_001959896.1|DANA
OG0002581	LOC117574050|XP_034113542.1|DALB	LOC6500760|XP_032308438.1|DANA
OG0002582	LOC117573082|XP_034111865.1|DALB	LOC6494556|XP_001965929.1|DANA
OG0002583	LOC117576508|XP_034117198.1|DALB	LOC6500245|XP_032312318.1|DANA
OG0002584	LOC117572486|XP_034111227.1|DALB	LOC6506307|XP_001958147.1|DANA
OG0002585	LOC117572488|XP_034111229.1|DALB	LOC6506306|XP_001958148.1|DANA
OG0002586	LOC117573693|XP_034112945.1|DALB	LOC6505870|XP_001964519.2|DANA
OG0002587	LOC117575249|XP_034115271.1|DALB	LOC6498964|XP_001955599.1|DANA
OG0002588	LOC117574577|XP_034114346.1|DALB	LOC6505685|XP_001964460.1|DANA
OG0002589	LOC117574676|XP_034114473.1|DALB	LOC6501340|XP_001955027.2|DANA
OG0002590	LOC117578202|XP_034119429.1|DALB	LOC6504154|XP_001964287.3|DANA
OG0002591	LOC117574501|XP_034114236.1|DALB	LOC6505953|XP_001964674.1|DANA
OG0002592	LOC117576967|XP_034118036.1|DALB	LOC6499095|XP_001955311.1|DANA
OG0002593	LOC117573372|XP_034112390.1|DALB	LOC6499092|XP_032310416.1|DANA
OG0002594	LOC117573834|XP_034113157.1|DALB	LOC6499030|XP_032311428.1|DANA
OG0002595	LOC117576427|XP_034117062.1|DALB	LOC6505871|XP_014760829.1|DANA
OG0002596	LOC117575233|XP_034115255.1|DALB	LOC6500387|XP_032309704.1|DANA
OG0002597	LOC117576095|XP_034116538.1|DALB	LOC6500237|XP_001952966.1|DANA
OG0002598	LOC117574262|XP_034113888.1|DALB	LOC6499510|XP_001954473.2|DANA
OG0002599	LOC117573212|XP_034112116.1|DALB	LOC6494382|XP_001965928.1|DANA
OG0002600	LOC117568168|XP_034104491.1|DALB	LOC6494162|XP_001960844.1|DANA
OG0002601	LOC117573432|XP_034112538.1|DALB	LOC6501371|XP_001955095.1|DANA
OG0002602	LOC117573389|XP_034112478.1|DALB	LOC6501357|XP_001955064.1|DANA
OG0002603	LOC117575302|XP_034115344.1|DALB	LOC6501592|XP_014767115.1|DANA
OG0002604	LOC117575297|XP_034115338.1|DALB	LOC6501591|XP_001955535.1|DANA
OG0002605	LOC117575548|XP_034115695.1|DALB	LOC6499901|XP_001953670.1|DANA
OG0002606	LOC117574036|XP_034113524.1|DALB	LOC6499666|XP_032307203.1|DANA
OG0002607	LOC117574144|XP_034113710.1|DALB	LOC6500929|XP_001954189.1|DANA
OG0002608	LOC117573744|XP_034113014.1|DALB	LOC6505700|XP_001964431.1|DANA
OG0002609	LOC117567553|XP_034103503.1|DALB	LOC6494658|XP_001959919.2|DANA
OG0002610	LOC117574953|XP_034114901.1|DALB	LOC6494447|XP_001965919.1|DANA
OG0002611	LOC117576947|XP_034117995.1|DALB	LOC6499999|XP_001953435.1|DANA
OG0002612	LOC117575697|XP_034115900.1|DALB	LOC6505671|XP_001964492.2|DANA
OG0002613	LOC117576516|XP_034117216.1|DALB	LOC6502727|XP_014760691.1|DANA
OG0002614	LOC117573571|XP_034112749.1|DALB	LOC6501646|XP_032312146.1|DANA
OG0002615	LOC117573244|XP_034112190.1|DALB	LOC6506881|XP_001957068.1|DANA
OG0002616	LOC117573649|XP_034112860.1|DALB	LOC6501478|XP_001955328.1|DANA
OG0002617	LOC117573156|XP_034112005.1|DALB	LOC6501606|XP_001955575.2|DANA
OG0002618	LOC117574470|XP_034114198.1|DALB	LOC6499602|XP_001954317.1|DANA
OG0002619	LOC117573282|XP_034112263.1|DALB	LOC6500647|XP_014766648.1|DANA
OG0002620	LOC117574296|XP_034113990.1|DALB	LOC6500003|XP_001953424.2|DANA
OG0002621	LOC117573466|XP_034112582.1|DALB	LOC6500780|XP_001953905.1|DANA
OG0002622	LOC117567809|XP_034103935.1|DALB	LOC6506794|XP_001957224.1|DANA
OG0002623	LOC117576606|XP_034117396.1|DALB	LOC6499379|XP_032310597.1|DANA
OG0002624	LOC117574985|XP_034114946.1|DALB	LOC6499746|XP_001954003.2|DANA
OG0002625	LOC117576414|XP_034117032.1|DALB	LOC6500838|XP_032305543.1|DANA
OG0002626	LOC117577774|XP_034118583.1|DALB	LOC6503875|XP_001963758.1|DANA
OG0002627	LOC117573689|XP_034112936.1|DALB	LOC6506022|XP_032312362.1|DANA
OG0002628	LOC117574708|XP_034114512.1|DALB	LOC6499152|XP_032309820.1|DANA
OG0002629	LOC117576382|XP_034116971.1|DALB	LOC6499650|XP_032309320.1|DANA
OG0002630	LOC117574998|XP_034114962.1|DALB	LOC6501317|XP_032307363.1|DANA
OG0002632	LOC117576675|XP_034117561.1|DALB	LOC6501557|XP_001955469.1|DANA
OG0002633	LOC117576277|XP_034116813.1|DALB	LOC6499695|XP_032308252.1|DANA
OG0002634	LOC117576909|XP_034117937.1|DALB	LOC6508273|XP_001955605.1|DANA
OG0002635	LOC117573691|XP_034112943.1|DALB	LOC6499938|XP_001953597.1|DANA
OG0002636	LOC117576659|XP_034117505.1|DALB	LOC6500473|XP_001953290.1|DANA
OG0002637	LOC117564333|XP_034098930.1|DALB	LOC6506117|XP_001965117.1|DANA
OG0002638	LOC117576593|XP_034117372.1|DALB	LOC6499012|XP_001955515.2|DANA
OG0002639	LOC117575423|XP_034115512.1|DALB	LOC6499407|XP_001954699.1|DANA
OG0002640	LOC117575598|XP_034115755.1|DALB	LOC6501387|XP_001955132.1|DANA
OG0002641	LOC117575894|XP_034116228.1|DALB	LOC6501390|XP_001955135.1|DANA
OG0002642	LOC117574736|XP_034114560.1|DALB	LOC6501391|XP_001955136.1|DANA
OG0002643	LOC117574735|XP_034114559.1|DALB	LOC6501392|XP_032309314.1|DANA
OG0002644	LOC117574927|XP_034114869.1|DALB	LOC6499174|XP_001955164.2|DANA
OG0002645	LOC117576219|XP_034116716.1|DALB	LOC6499169|XP_032309504.1|DANA
OG0002646	LOC117574571|XP_034114337.1|DALB	LOC6503449|XP_001967501.1|DANA
OG0002647	LOC117576867|XP_034117860.1|DALB	LOC6501045|XP_001954451.1|DANA
OG0002648	LOC117576078|XP_034116516.1|DALB	LOC6499356|XP_001954804.1|DANA
OG0002649	LOC117574428|XP_034114157.1|DALB	LOC6500824|XP_001953982.1|DANA
OG0002650	LOC117576865|XP_034117858.1|DALB	LOC6499519|XP_032305784.1|DANA
OG0002651	LOC117573347|XP_034112363.1|DALB	LOC6499205|XP_001955114.1|DANA
OG0002652	LOC117574997|XP_034114961.1|DALB	LOC6500779|XP_032312267.1|DANA
OG0002653	LOC117576345|XP_034116911.1|DALB	LOC6499236|XP_001955051.1|DANA
OG0002654	LOC117576344|XP_034116910.1|DALB	LOC6501352|XP_001955049.2|DANA
OG0002655	LOC117576618|XP_034117421.1|DALB	LOC6505669|XP_014760752.1|DANA
OG0002656	LOC117574195|XP_034113787.1|DALB	LOC6500174|XP_001953088.1|DANA
OG0002657	LOC117573690|XP_034112942.1|DALB	LOC6500627|XP_001953596.1|DANA
OG0002658	LOC117575437|XP_034115531.1|DALB	LOC6499387|XP_001954736.1|DANA
OG0002659	LOC117573387|XP_034112476.1|DALB	LOC6499223|XP_032309377.1|DANA
OG0002660	LOC117573935|XP_034113356.1|DALB	LOC6505011|XP_001965635.2|DANA
OG0002661	LOC117576172|XP_034116645.1|DALB	LOC6498926|XP_001955667.2|DANA
OG0002662	LOC117568085|XP_034104353.1|DALB	LOC6494406|XP_014762782.1|DANA
OG0002663	LOC117576810|XP_034117768.1|DALB	LOC6501650|XP_001955682.1|DANA
OG0002664	LOC117565806|XP_034100986.1|DALB	LOC6497689|XP_032307714.1|DANA
OG0002665	LOC117570833|XP_034108596.1|DALB	LOC6494069|XP_001961036.1|DANA
OG0002666	LOC117570827|XP_034108583.1|DALB	LOC6494071|XP_032307144.1|DANA
OG0002667	LOC117566914|XP_034102424.1|DALB	LOC6495757|XP_001959511.1|DANA
OG0002668	LOC117572530|XP_034111281.1|DALB	LOC6507598|XP_001955976.2|DANA
OG0002669	LOC117564815|XP_034099628.1|DALB	LOC6497194|XP_001962580.3|DANA
OG0002670	LOC117569785|XP_034106976.1|DALB	LOC6493197|XP_001957244.1|DANA
OG0002671	LOC117570864|XP_034108645.1|DALB	LOC6506787|XP_032310059.1|DANA
OG0002672	LOC117571992|XP_034110391.1|DALB	LOC6495649|XP_032306977.1|DANA
OG0002673	LOC117571449|XP_034109486.1|DALB	LOC6495737|XP_001959467.1|DANA
OG0002674	LOC117568866|XP_034105646.1|DALB	LOC6494871|XP_032307057.1|DANA
OG0002675	LOC117572350|XP_034111000.1|DALB	LOC6493444|XP_001957765.1|DANA
OG0002676	LOC117567485|XP_034103405.1|DALB	LOC6496407|XP_032306228.1|DANA
OG0002677	LOC117570768|XP_034108493.1|DALB	LOC6495552|XP_032306828.1|DANA
OG0002678	LOC117566927|XP_034102440.1|DALB	LOC6495270|XP_001958730.2|DANA
OG0002679	LOC117571399|XP_034109413.1|DALB	LOC6494901|XP_014763064.1|DANA
OG0002680	LOC117577638|XP_034118398.1|DALB	LOC6503634|XP_001964031.1|DANA
OG0002681	LOC117569693|XP_034106839.1|DALB	LOC6494800|XP_014762988.1|DANA
OG0002682	LOC117568605|XP_034105255.1|DALB	LOC6507711|XP_001956187.1|DANA
OG0002684	LOC117577689|XP_034118480.1|DALB	LOC6501835|XP_001967170.1|DANA
OG0002685	LOC117568938|XP_034105757.1|DALB	LOC6492956|XP_032310176.1|DANA
OG0002686	LOC117572059|XP_034110527.1|DALB	LOC6507496|XP_001955888.1|DANA
OG0002687	LOC117568026|XP_034104254.1|DALB	LOC6493639|XP_014764477.1|DANA
OG0002688	LOC117568928|XP_034105730.1|DALB	LOC6492980|XP_001956783.1|DANA
OG0002689	LOC117564230|XP_034098815.1|DALB	LOC6502272|XP_001966140.1|DANA
OG0002690	LOC117571654|XP_034109779.1|DALB, LOC117571651|XP_034109775.1|DALB	LOC6507874|XP_001956506.1|DANA
OG0002691	LOC117567225|XP_034102947.1|DALB	LOC6496392|XP_001960810.1|DANA
OG0002692	LOC117572046|XP_034110510.1|DALB	LOC6496320|XP_001960695.3|DANA
OG0002693	LOC117570674|XP_034108362.1|DALB	LOC6507452|XP_001955984.1|DANA
OG0002694	LOC117569261|XP_034106252.1|DALB	LOC6495634|XP_001959267.1|DANA
OG0002695	LOC117567195|XP_034102915.1|DALB	LOC6506627|XP_001957515.1|DANA
OG0002696	LOC117569843|XP_034107062.1|DALB	LOC6506556|XP_001957655.1|DANA
OG0002697	LOC117569198|XP_034106157.1|DALB	LOC6493198|XP_001957248.3|DANA
OG0002698	LOC117572571|XP_034111341.1|DALB	LOC6506900|XP_001957038.1|DANA
OG0002699	LOC117572074|XP_034110552.1|DALB	LOC6506495|XP_001957768.1|DANA
OG0002700	LOC117572668|XP_034111564.1|DALB	LOC6506400|XP_032309569.1|DANA
OG0002701	LOC117570297|XP_034107710.1|DALB	LOC6495896|XP_032306570.1|DANA
OG0002702	LOC117568069|XP_034104320.1|DALB	LOC6494685|XP_001959860.1|DANA
OG0002703	LOC117566654|XP_034102089.1|DALB	LOC6493901|XP_032311505.1|DANA
OG0002704	LOC117567931|XP_034104110.1|DALB	LOC6495169|XP_001958919.1|DANA
OG0002705	LOC117569580|XP_034106693.1|DALB	LOC6506180|XP_032310617.1|DANA
OG0002706	LOC117571075|XP_034108941.1|DALB	LOC6495267|XP_001958734.1|DANA
OG0002707	LOC117568505|XP_034105091.1|DALB	LOC6507512|XP_032310805.1|DANA
OG0002708	LOC117571698|XP_034109885.1|DALB	LOC116655810|XP_032310093.1|DANA
OG0002709	LOC117567163|XP_034102867.1|DALB	LOC6495794|XP_014763494.1|DANA
OG0002710	LOC117567166|XP_034102870.1|DALB	LOC6495066|XP_001959139.1|DANA
OG0002711	LOC117566560|XP_034101993.1|DALB	LOC6495582|XP_001959141.2|DANA
OG0002712	LOC117566897|XP_034102402.1|DALB	LOC6496060|XP_032306427.1|DANA
OG0002713	LOC117568998|XP_034105863.1|DALB	LOC6496239|XP_032306499.1|DANA
OG0002714	LOC117566830|XP_034102290.1|DALB	LOC6494559|XP_001960104.1|DANA
OG0002715	LOC117571937|XP_034110322.1|DALB	LOC6504492|XP_001967002.1|DANA
OG0002716	LOC117569849|XP_034107069.1|DALB	LOC6496192|XP_032306802.1|DANA
OG0002717	LOC117574840|XP_034114725.1|DALB	LOC6500029|XP_001953359.1|DANA
OG0002718	LOC117568742|XP_034105454.1|DALB	LOC6506198|XP_001958356.2|DANA
OG0002719	LOC117576705|XP_034117611.1|DALB	LOC6500221|XP_001952994.1|DANA
OG0002720	LOC117567301|XP_034103076.1|DALB	LOC6506602|XP_001957564.3|DANA
OG0002721	LOC117565720|XP_034100858.1|DALB	LOC6497526|XP_001961903.1|DANA
OG0002722	LOC117571361|XP_034109361.1|DALB	LOC6494674|XP_001959885.1|DANA
OG0002723	LOC117571726|XP_034109924.1|DALB	LOC6495844|XP_001959695.1|DANA
OG0002724	LOC117574294|XP_034113986.1|DALB	LOC6500543|XP_001953425.1|DANA
OG0002725	LOC117563509|XP_034097775.1|DALB, LOC117572052|XP_034110519.1|DALB	LOC6506352|XP_001958050.2|DANA
OG0002726	LOC117572677|XP_034111601.1|DALB, LOC117567341|XP_034103156.1|DALB	LOC6507502|XP_001955872.1|DANA
OG0002727	LOC117567807|XP_034103932.1|DALB	LOC6506911|XP_001957009.1|DANA, LOC6493081|XP_001957006.1|DANA
OG0002728	LOC117570368|XP_034107849.1|DALB	LOC6496235|XP_001960510.1|DANA
OG0002729	LOC117566848|XP_034102330.1|DALB	LOC6493358|XP_014764346.1|DANA
OG0002730	LOC117569131|XP_034106044.1|DALB	LOC6496547|XP_014763874.1|DANA
OG0002731	LOC117567072|XP_034102707.1|DALB	LOC6507389|XP_001956105.1|DANA
OG0002732	LOC117571160|XP_034109061.1|DALB	LOC6495144|XP_001958963.2|DANA
OG0002733	LOC117565437|XP_034100418.1|DALB	LOC6496069|XP_001960152.1|DANA
OG0002734	LOC117572734|XP_034111699.1|DALB	LOC6496811|XP_032312041.1|DANA
OG0002735	LOC117569927|XP_034107172.1|DALB	LOC6494867|XP_032306347.1|DANA
OG0002736	LOC117567111|XP_034102801.1|DALB	LOC6496565|XP_001961164.1|DANA
OG0002737	LOC117568209|XP_034104570.1|DALB	LOC6506381|XP_001957985.1|DANA
OG0002738	LOC117569336|XP_034106357.1|DALB	LOC6507646|XP_014765381.1|DANA
OG0002739	LOC117570090|XP_034107426.1|DALB	LOC6506251|XP_001958262.1|DANA
OG0002740	LOC117570088|XP_034107424.1|DALB	LOC6506252|XP_001958261.2|DANA
OG0002741	LOC117571586|XP_034109692.1|DALB	LOC6495831|XP_001959673.1|DANA
OG0002742	LOC117569220|XP_034106187.1|DALB	LOC6495715|XP_001959425.3|DANA
OG0002743	LOC117566551|XP_034101984.1|DALB	LOC6506871|XP_014764931.1|DANA
OG0002744	LOC117566827|XP_034102287.1|DALB	LOC6506933|XP_001956961.1|DANA
OG0002745	LOC117566380|XP_034101773.1|DALB	LOC6507468|XP_001955955.1|DANA
OG0002746	LOC117571979|XP_034110375.1|DALB	LOC6496412|XP_032306136.1|DANA
OG0002747	LOC117573977|XP_034113411.1|DALB	LOC6501378|XP_001955115.1|DANA
OG0002748	LOC117570829|XP_034108593.1|DALB	LOC6503221|XP_001967707.1|DANA
OG0002749	LOC117568376|XP_034104874.1|DALB	LOC6494769|XP_032306380.1|DANA
OG0002750	LOC117571860|XP_034110146.1|DALB	LOC6494223|XP_001960711.2|DANA
OG0002751	LOC117568398|XP_034104920.1|DALB	LOC6494083|XP_032306330.1|DANA
OG0002752	LOC117567701|XP_034103723.1|DALB	LOC6495931|XP_001959874.1|DANA
OG0002753	LOC117568610|XP_034105262.1|DALB	LOC6495468|XP_001958915.2|DANA
OG0002754	LOC117566347|XP_034101725.1|DALB	LOC6493756|XP_032310729.1|DANA
OG0002755	LOC117567465|XP_034103375.1|DALB	LOC6495783|XP_001959571.1|DANA
OG0002756	LOC117567737|XP_034103813.1|DALB	LOC6507106|XP_001956660.1|DANA
OG0002757	LOC117567239|XP_034102967.1|DALB	LOC6507281|XP_032309682.1|DANA
OG0002758	LOC117566939|XP_034102460.1|DALB	LOC6494540|XP_001960140.2|DANA
OG0002759	LOC117570250|XP_034107649.1|DALB	LOC6494531|XP_014762825.1|DANA
OG0002760	LOC117570442|XP_034107990.1|DALB	LOC6494384|XP_001960426.1|DANA
OG0002761	LOC117569211|XP_034106174.1|DALB	LOC6493985|XP_001961200.1|DANA
OG0002762	LOC117567090|XP_034102746.1|DALB	LOC6495033|XP_014763114.1|DANA
OG0002763	LOC117569393|XP_034106413.1|DALB	LOC6506996|XP_032309964.1|DANA
OG0002764	LOC117572035|XP_034110482.1|DALB	LOC6506535|XP_032309514.1|DANA
OG0002765	LOC117567648|XP_034103647.1|DALB	LOC6494553|XP_032306223.1|DANA
OG0002766	LOC117567649|XP_034103651.1|DALB	LOC6496048|XP_001960115.1|DANA
OG0002767	LOC117570680|XP_034108370.1|DALB	LOC6496075|XP_001960168.1|DANA
OG0002768	LOC117568445|XP_034105006.1|DALB	LOC6495722|XP_001959438.1|DANA
OG0002769	LOC117571905|XP_034110273.1|DALB	LOC6495296|XP_001958681.1|DANA
OG0002770	LOC117564353|XP_034098959.1|DALB	LOC6496854|XP_001963269.1|DANA
OG0002771	LOC117569315|XP_034106318.1|DALB	LOC6493451|XP_032310611.1|DANA
OG0002772	LOC117569422|XP_034106472.1|DALB	LOC6506493|XP_001957773.1|DANA
OG0002773	LOC117569854|XP_034107079.1|DALB	LOC6495765|XP_001959528.2|DANA
OG0002774	LOC117572326|XP_034110951.1|DALB	LOC6494948|XP_001959345.2|DANA
OG0002775	LOC117570704|XP_034108398.1|DALB	LOC6506949|XP_032310087.1|DANA
OG0002776	LOC117568213|XP_034104576.1|DALB	LOC6493555|XP_001957987.1|DANA
OG0002777	LOC117571136|XP_034109029.1|DALB	LOC6506567|XP_001957629.1|DANA
OG0002778	LOC117571131|XP_034109023.1|DALB	LOC6506566|XP_001957631.1|DANA
OG0002779	LOC117568143|XP_034104441.1|DALB	LOC6507746|XP_001956260.1|DANA
OG0002780	LOC117573673|XP_034112893.1|DALB	LOC6500111|XP_001953202.1|DANA
OG0002781	LOC117570730|XP_034108443.1|DALB	LOC6494942|XP_001959354.1|DANA
OG0002782	LOC117567508|XP_034103440.1|DALB	LOC6507099|XP_001956670.1|DANA
OG0002783	LOC117572177|XP_034110719.1|DALB	LOC6506844|XP_032310621.1|DANA
OG0002784	LOC117569453|XP_034106510.1|DALB	LOC6495983|XP_001959977.1|DANA
OG0002785	LOC117572342|XP_034110983.1|DALB	LOC6493799|XP_001958462.1|DANA
OG0002786	LOC117569524|XP_034106613.1|DALB	LOC6493381|XP_001957643.1|DANA
OG0002787	LOC117571386|XP_034109395.1|DALB	LOC6493749|XP_001958363.1|DANA
OG0002788	LOC117571389|XP_034109399.1|DALB	LOC6506196|XP_001958364.1|DANA
OG0002789	LOC117567577|XP_034103544.1|DALB	LOC6506937|XP_001956948.1|DANA
OG0002790	LOC117567537|XP_034103473.1|DALB	LOC6506449|XP_001957862.1|DANA
OG0002791	LOC117572216|XP_034110783.1|DALB	LOC6506294|XP_001958184.1|DANA
OG0002792	LOC117570758|XP_034108475.1|DALB	LOC6495776|XP_001959550.1|DANA
OG0002793	LOC117571501|XP_034109560.1|DALB	LOC6507291|XP_001956304.1|DANA
OG0002794	LOC117571198|XP_034109132.1|DALB	LOC6506626|XP_001957517.1|DANA
OG0002795	LOC117567834|XP_034103968.1|DALB	LOC6493771|XP_001958406.1|DANA
OG0002796	LOC117569874|XP_034107103.1|DALB	LOC6506637|XP_001957496.2|DANA
OG0002797	LOC117567541|XP_034103478.1|DALB	LOC6506448|XP_001957864.1|DANA
OG0002798	LOC117564735|XP_034099513.1|DALB	LOC26515060|XP_032311538.1|DANA, LOC6502438|XP_001961664.3|DANA
OG0002799	LOC117566388|XP_034101784.1|DALB	LOC6507049|XP_001956747.3|DANA
OG0002800	LOC117569522|XP_034106608.1|DALB	LOC6493382|XP_032310120.1|DANA
OG0002801	LOC117571722|XP_034109918.1|DALB	LOC6507954|XP_014763513.1|DANA
OG0002802	LOC117566693|XP_034102131.1|DALB	LOC6494778|XP_014762963.1|DANA
OG0002803	LOC117563938|XP_034098402.1|DALB	LOC6497466|XP_001962022.1|DANA
OG0002804	LOC117572498|XP_034111240.1|DALB	LOC6494750|XP_001959738.1|DANA
OG0002805	LOC117569334|XP_034106355.1|DALB	LOC6494068|XP_001961037.1|DANA
OG0002806	LOC117572219|XP_034110786.1|DALB	LOC6493666|XP_001958186.1|DANA
OG0002807	LOC117569494|XP_034106568.1|DALB	LOC6496408|XP_001960849.2|DANA
OG0002808	LOC117570828|XP_034108590.1|DALB	LOC6496314|XP_001960681.1|DANA
OG0002809	LOC117568403|XP_034104928.1|DALB	LOC6507446|XP_001956003.2|DANA
OG0002810	LOC117572240|XP_034110815.1|DALB	LOC6492957|XP_032309539.1|DANA
OG0002811	LOC117569473|XP_034106532.1|DALB	LOC6493719|XP_001958302.1|DANA
OG0002812	LOC117567130|XP_034102831.1|DALB	LOC6495782|XP_001959568.2|DANA
OG0002813	LOC117572294|XP_034110894.1|DALB	LOC6493978|XP_001961215.1|DANA
OG0002814	LOC117570099|XP_034107446.1|DALB	LOC6495658|XP_001959323.1|DANA
OG0002815	LOC117571896|XP_034110255.1|DALB	LOC6495300|XP_001958671.2|DANA
OG0002816	LOC117569958|XP_034107221.1|DALB	LOC6495645|XP_001959293.1|DANA
OG0002817	LOC117571830|XP_034110100.1|DALB	LOC6496681|XP_001961390.1|DANA
OG0002818	LOC117567147|XP_034102851.1|DALB	LOC6494876|XP_001959505.3|DANA
OG0002819	LOC117572093|XP_034110582.1|DALB	LOC6507735|XP_032309538.1|DANA
OG0002820	LOC117572352|XP_034111003.1|DALB	LOC6493739|XP_032310268.1|DANA
OG0002821	LOC117569062|XP_034105965.1|DALB	LOC6493737|XP_001958340.2|DANA
OG0002822	LOC117570423|XP_034107948.1|DALB	LOC6494944|XP_001959350.1|DANA
OG0002823	LOC117570939|XP_034108760.1|DALB	LOC6496476|XP_001960979.1|DANA
OG0002824	LOC117569591|XP_034106712.1|DALB	LOC6495923|XP_001959863.1|DANA
OG0002825	LOC117567870|XP_034104028.1|DALB	LOC6493843|XP_032310034.1|DANA
OG0002826	LOC117569450|XP_034106505.1|DALB	LOC6494635|XP_001959973.1|DANA
OG0002827	LOC117573214|XP_034112119.1|DALB	LOC6502091|XP_001966234.1|DANA
OG0002828	LOC117567696|XP_034103714.1|DALB	LOC6494971|XP_001959305.3|DANA
OG0002829	LOC117567324|XP_034103122.1|DALB	LOC6495365|XP_001958672.2|DANA
OG0002830	LOC117572331|XP_034110959.1|DALB	LOC6496604|XP_032311558.1|DANA
OG0002831	LOC117563287|XP_034097420.1|DALB	LOC6497144|XP_001962668.2|DANA
OG0002832	LOC117563713|XP_034098055.1|DALB	LOC6497184|XP_001962600.1|DANA
OG0002833	LOC117570435|XP_034107982.1|DALB	LOC6494392|XP_032306825.1|DANA
OG0002834	LOC117569161|XP_034106116.1|DALB	LOC6495304|XP_001958662.1|DANA
OG0002835	LOC117568088|XP_034104357.1|DALB	LOC6495301|XP_001958666.1|DANA
OG0002836	LOC117566814|XP_034102262.1|DALB	LOC6494816|XP_001959606.1|DANA
OG0002837	LOC117570304|XP_034107723.1|DALB	LOC6495618|XP_001959231.3|DANA
OG0002838	LOC117571959|XP_034110350.1|DALB	LOC6494503|XP_001960212.1|DANA
OG0002839	LOC117570837|XP_034108603.1|DALB	LOC6494240|XP_001960678.1|DANA
OG0002840	LOC117563380|XP_034097578.1|DALB	LOC6498363|XP_014762093.1|DANA
OG0002841	LOC117564145|XP_034098699.1|DALB	LOC6498053|XP_001961977.1|DANA
OG0002842	LOC117564617|XP_034099362.1|DALB	LOC6505611|XP_001964974.1|DANA
OG0002843	LOC117572375|XP_034111033.1|DALB	LOC6496474|XP_001960975.1|DANA
OG0002844	LOC117569484|XP_034106551.1|DALB	LOC6493261|XP_001957373.2|DANA
OG0002845	LOC117566128|XP_034101497.1|DALB	LOC6506276|XP_001965146.1|DANA
OG0002846	LOC117572183|XP_034110727.1|DALB	LOC6496479|XP_032306338.1|DANA
OG0002847	LOC117566125|XP_034101495.1|DALB	LOC6504212|XP_001965145.1|DANA
OG0002848	LOC117565997|XP_034101306.1|DALB	LOC6497664|XP_001961611.1|DANA
OG0002849	LOC117564396|XP_034099007.1|DALB	LOC6498215|XP_001962318.1|DANA
OG0002850	LOC117563911|XP_034098364.1|DALB	LOC6505695|XP_001964985.1|DANA
OG0002851	LOC117566198|XP_034101606.1|DALB	LOC6498602|XP_001963139.1|DANA
OG0002852	LOC117568303|XP_034104737.1|DALB	LOC6495242|XP_032306125.1|DANA, LOC6495405|XP_001958773.1|DANA
OG0002853	LOC117563961|XP_034098428.1|DALB	LOC6497756|XP_001961419.2|DANA
OG0002854	LOC117565537|XP_034100572.1|DALB	LOC6497683|XP_001961577.2|DANA
OG0002855	LOC117564268|XP_034098861.1|DALB	LOC6497296|XP_014761620.1|DANA
OG0002856	LOC117565615|XP_034100711.1|DALB	LOC6497305|XP_014761628.1|DANA
OG0002857	LOC117565513|XP_034100535.1|DALB	LOC6498297|XP_001962485.2|DANA
OG0002858	LOC117566233|XP_034101672.1|DALB	LOC6498324|XP_001962545.3|DANA
OG0002859	LOC117563709|XP_034098047.1|DALB	LOC6496723|XP_001967332.1|DANA
OG0002860	LOC117563752|XP_034098124.1|DALB	LOC6497123|XP_001962712.2|DANA
OG0002861	LOC117565451|XP_034100440.1|DALB	LOC6496887|XP_001963205.1|DANA
OG0002862	LOC117564346|XP_034098951.1|DALB	LOC6497552|XP_001961837.1|DANA
OG0002863	LOC117564838|XP_034099654.1|DALB	LOC6497493|XP_001961969.1|DANA
OG0002864	LOC117564839|XP_034099656.1|DALB	LOC6498049|XP_032307696.1|DANA
OG0002865	LOC117570743|XP_034108456.1|DALB, LOC117570316|XP_034107749.1|DALB	LOC6495092|XP_001959082.1|DANA
OG0002866	LOC117566877|XP_034102377.1|DALB	LOC6493351|XP_001957576.1|DANA
OG0002868	LOC117563745|XP_034098116.1|DALB	LOC6498108|XP_001962092.3|DANA
