Orthogroup	DALB.longest_only	DMIR.longest_only
OG0000657	LOC117564144|XP_034098698.1|DALB	LOC108162797|XP_017153188.1|DMIR
OG0000658	LOC117569426|XP_034106479.1|DALB	LOC108159010|XP_017147377.1|DMIR
OG0000658	LOC117573941|XP_034113359.1|DALB	LOC108155981|XP_017142658.1|DMIR
OG0000659	LOC117563557|XP_034097828.1|DALB	LOC108163114|XP_017153704.2|DMIR, LOC117189162|XP_033250122.1|DMIR, LOC117189161|XP_033250120.1|DMIR
OG0000660	LOC117564213|XP_034098789.1|DALB	LOC108161991|XP_017151948.1|DMIR
OG0000660	LOC117564216|XP_034098795.1|DALB	LOC108161990|XP_033249466.1|DMIR, LOC108161994|XP_017151951.1|DMIR
OG0000661	LOC117572351|XP_034111002.1|DALB	LOC108151080|XP_017134951.1|DMIR
OG0000661	LOC117565090|XP_034099931.1|DALB	LOC108163656|XP_033248849.1|DMIR
OG0000662	LOC117570924|XP_034108745.1|DALB	LOC108153236|XP_017138562.1|DMIR
OG0000662	LOC117577860|XP_034118700.1|DALB	LOC108153761|XP_017139388.1|DMIR
OG0000663	LOC117569390|XP_034106410.1|DALB	LOC117194726|XP_033255120.1|DMIR, LOC117195136|XP_033255679.1|DMIR, LOC117195145|XP_033255684.1|DMIR, LOC117194457|XP_033254915.1|DMIR, LOC117194386|XP_033254850.1|DMIR, LOC117194623|XP_033255041.1|DMIR, LOC117189282|XP_033250338.1|DMIR, LOC117194634|XP_033255044.1|DMIR, LOC117195141|XP_033255682.1|DMIR, LOC117194643|XP_033255051.1|DMIR, LOC117194446|XP_033254905.1|DMIR, LOC117190422|XP_033251390.1|DMIR, LOC117192051|XP_033252658.1|DMIR, LOC108158873|XP_033252391.1|DMIR, LOC117194415|XP_033254876.1|DMIR, LOC117191355|XP_033252139.1|DMIR, LOC117191356|XP_033252140.1|DMIR, LOC117189612|XP_033250624.1|DMIR, LOC117189610|XP_033250623.1|DMIR, LOC117194621|XP_033255039.1|DMIR, LOC117194668|XP_033255072.1|DMIR, LOC117188453|XP_033248243.1|DMIR
OG0000664	LOC117570880|XP_034108667.1|DALB	LOC108162169|XP_017152252.1|DMIR
OG0000665	LOC117573325|XP_034112325.1|DALB	LOC108157483|XP_017145061.1|DMIR
OG0000665	LOC117575323|XP_034115370.1|DALB	LOC108157337|XP_017144844.1|DMIR
OG0000666	LOC117569897|XP_034107129.1|DALB	LOC108160416|XP_017149901.1|DMIR
OG0000666	LOC117578059|XP_034119086.1|DALB	LOC108151708|XP_017135967.1|DMIR
OG0000667	LOC117578274|XP_034119594.1|DALB	LOC108153546|XP_017139105.1|DMIR
OG0000667	LOC117573551|XP_034112722.1|DALB	LOC108155610|XP_017142024.1|DMIR
OG0000668	LOC117573147|XP_034111977.1|DALB	LOC108157091|XP_017144444.1|DMIR
OG0000668	LOC117576626|XP_034117441.1|DALB	LOC108155375|XP_017141636.1|DMIR
OG0000669	LOC117578037|XP_034119049.1|DALB	LOC108155826|XP_017142420.2|DMIR
OG0000669	LOC117578011|XP_034119005.1|DALB	LOC108155815|XP_017142392.1|DMIR
OG0000670	LOC117565760|XP_034100947.1|DALB	LOC108155223|XP_017141400.1|DMIR
OG0000671	LOC117575061|XP_034115033.1|DALB	LOC108157100|XP_017144456.1|DMIR
OG0000671	LOC117575017|XP_034114987.1|DALB	LOC108157073|XP_017144397.2|DMIR
OG0000672	LOC117567786|XP_034103901.1|DALB	LOC108165115|XP_017156662.1|DMIR
OG0000673	LOC117576886|XP_034117903.1|DALB	LOC108155609|XP_017142027.1|DMIR
OG0000673	LOC117568027|XP_034104258.1|DALB	LOC108153078|XP_017138350.1|DMIR
OG0000674	LOC117570553|XP_034108170.1|DALB	LOC117193298|XP_033253928.1|DMIR, LOC117189541|XP_033250572.1|DMIR, LOC117192949|XP_033253564.1|DMIR, LOC117192950|XP_033253566.1|DMIR, LOC117190563|XP_033251512.1|DMIR, LOC117189546|XP_033250582.1|DMIR, LOC117189539|XP_033250568.1|DMIR, LOC117189543|XP_033250576.1|DMIR, LOC117188059|XP_033247208.1|DMIR, LOC117193547|XP_033254183.1|DMIR, LOC117187086|XP_033244841.1|DMIR, LOC117189538|XP_033250566.1|DMIR, LOC117189536|XP_033250562.1|DMIR, LOC117189537|XP_033250564.1|DMIR, LOC117194886|XP_033255238.1|DMIR, LOC117187711|XP_033246347.1|DMIR, LOC117191050|XP_033251912.1|DMIR, LOC117189545|XP_033250581.1|DMIR, LOC108164764|XP_033246628.1|DMIR, LOC117189553|XP_033250590.1|DMIR, LOC117189542|XP_033250574.1|DMIR, LOC117186150|XP_033242223.1|DMIR, LOC117189544|XP_033250579.1|DMIR
OG0000675	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB	LOC108162717|XP_017153069.1|DMIR
OG0000677	LOC117571268|XP_034109222.1|DALB	LOC117185886|XP_033243427.1|DMIR, LOC108152965|XP_033243032.1|DMIR
OG0000677	LOC117578262|XP_034119575.1|DALB	LOC108158926|XP_017147223.1|DMIR
OG0000678	LOC117574094|XP_034113622.1|DALB	LOC108156434|XP_017143379.1|DMIR
OG0000678	LOC117565020|XP_034099855.1|DALB	LOC108163583|XP_017154444.1|DMIR
OG0000679	LOC117577714|XP_034118508.1|DALB	LOC108164960|XP_017156457.1|DMIR
OG0000680	LOC117577640|XP_034118400.1|DALB	LOC108164641|XP_033252348.1|DMIR
OG0000680	LOC117568471|XP_034105051.1|DALB	LOC108164640|XP_017155975.1|DMIR
OG0000681	LOC117573364|XP_034112384.1|DALB	LOC108156738|XP_017143886.1|DMIR
OG0000681	LOC117566126|XP_034101500.1|DALB	LOC108154583|XP_033248164.1|DMIR
OG0000683	LOC117574071|XP_034113592.1|DALB	LOC108156369|XP_017143264.1|DMIR
OG0000684	LOC117575991|XP_034116379.1|DALB	LOC108157745|XP_017145414.1|DMIR
OG0000684	LOC117576609|XP_034117401.1|DALB	LOC108155634|XP_017142060.1|DMIR
OG0000685	LOC117574214|XP_034113812.1|DALB	LOC108156088|XP_017142865.1|DMIR
OG0000686	LOC117570004|XP_034107290.1|DALB	LOC108160429|XP_017149921.2|DMIR, LOC117188095|XP_033247316.1|DMIR
OG0000686	LOC117578192|XP_034119401.1|DALB	LOC108165130|XP_017156684.1|DMIR
OG0000687	LOC117572061|XP_034110530.1|DALB	LOC108165535|XP_017157098.1|DMIR
OG0000688	LOC117566937|XP_034102459.1|DALB	LOC117189311|XP_033250356.1|DMIR, LOC117192394|XP_033252962.1|DMIR, LOC117193867|XP_033254448.1|DMIR, LOC117193863|XP_033254447.1|DMIR, LOC117189317|XP_033250359.1|DMIR, LOC117193855|XP_033254444.1|DMIR, LOC117193859|XP_033254446.1|DMIR, LOC117189315|XP_033250358.1|DMIR, LOC117193871|XP_033254452.1|DMIR, LOC117194302|XP_033254768.1|DMIR, LOC117193870|XP_033254451.1|DMIR, LOC117193311|XP_033253936.1|DMIR, LOC117193313|XP_033253938.1|DMIR, LOC117193310|XP_033253935.1|DMIR, LOC117193312|XP_033253937.1|DMIR, LOC117194301|XP_033254767.1|DMIR, LOC117194884|XP_033255235.1|DMIR, LOC117193309|XP_033253934.1|DMIR, LOC117189309|XP_033250355.1|DMIR, LOC108159063|XP_017147493.1|DMIR
OG0000689	LOC117570131|XP_034107487.1|DALB	LOC108158871|XP_017147100.1|DMIR, LOC117190752|XP_033251706.1|DMIR
OG0000689	LOC117570130|XP_034107486.1|DALB	LOC108157985|XP_033251705.1|DMIR
OG0000690	LOC117577602|XP_034118339.1|DALB	LOC108153194|XP_017138504.1|DMIR
OG0000691	LOC117563341|XP_034097509.1|DALB	LOC108163455|XP_017154233.1|DMIR
OG0000691	LOC117572769|XP_034111749.1|DALB	LOC108153043|XP_017138292.1|DMIR
OG0000692	LOC117572055|XP_034110522.1|DALB	LOC108150954|XP_017134777.2|DMIR
OG0000693	LOC117578299|XP_034119635.1|DALB	LOC108152152|XP_017136761.1|DMIR
OG0000693	LOC117574730|XP_034114551.1|DALB	LOC108157534|XP_017145126.1|DMIR
OG0000694	LOC117573076|XP_034111850.1|DALB	LOC108164638|XP_017155974.1|DMIR
OG0000694	LOC117572591|XP_034111369.1|DALB	LOC108150755|XP_017134538.1|DMIR
OG0000695	LOC117563999|XP_034098480.1|DALB	LOC108162129|XP_017152197.2|DMIR
OG0000695	LOC117564236|XP_034098818.1|DALB	LOC108162126|XP_017152192.1|DMIR
OG0000696	LOC117563384|XP_034097588.1|DALB	LOC108162702|XP_017153046.1|DMIR, LOC108161285|XP_017150995.1|DMIR, LOC108161295|XP_017151005.1|DMIR, LOC117189087|XP_033249955.1|DMIR, LOC117189089|XP_033249961.1|DMIR
OG0000697	LOC117577858|XP_034118698.1|DALB	LOC108164016|XP_017155084.1|DMIR
OG0000697	LOC117564401|XP_034099016.1|DALB	LOC108162960|XP_017153447.1|DMIR
OG0000698	LOC117564328|XP_034098925.1|DALB	LOC108164055|XP_017155124.1|DMIR
OG0000698	LOC117565639|XP_034100740.1|DALB	LOC108161709|XP_017151517.1|DMIR
OG0000699	LOC117564258|XP_034098852.1|DALB	LOC108163515|XP_033249235.1|DMIR
OG0000699	LOC117576161|XP_034116627.1|DALB	LOC108153995|XP_017139578.1|DMIR
OG0000700	LOC117565951|XP_034101231.1|DALB	LOC108164059|XP_017155132.1|DMIR
OG0000700	LOC117564896|XP_034099736.1|DALB	LOC108164146|XP_033249315.1|DMIR
OG0000701	LOC117568902|XP_034105696.1|DALB	LOC108157945|XP_017145578.1|DMIR
OG0000701	LOC117577732|XP_034118526.1|DALB	LOC108165313|XP_017156840.1|DMIR
OG0000702	LOC117574244|XP_034113862.1|DALB	LOC108155972|XP_017142646.2|DMIR
OG0000702	LOC117574242|XP_034113854.1|DALB	LOC108155971|XP_017142638.1|DMIR
OG0000703	LOC117571007|XP_034108853.1|DALB	LOC117185710|XP_033253958.1|DMIR, LOC108158883|XP_017147146.1|DMIR
OG0000704	LOC117577622|XP_034118367.1|DALB	LOC108156039|XP_033247370.1|DMIR
OG0000704	LOC117574946|XP_034114891.1|DALB	LOC108156236|XP_017143073.1|DMIR
OG0000705	LOC117568186|XP_034104530.1|DALB	LOC108151645|XP_017135839.1|DMIR
OG0000706	LOC117565201|XP_034100096.1|DALB	LOC108164196|XP_017155308.1|DMIR
OG0000706	LOC117578084|XP_034119137.1|DALB	LOC108152724|XP_017137753.1|DMIR
OG0000707	LOC117577825|XP_034118653.1|DALB	LOC108156087|XP_017142868.1|DMIR
OG0000708	LOC117566954|XP_034102489.1|DALB	LOC108160052|XP_017149328.1|DMIR
OG0000708	LOC117568465|XP_034105038.1|DALB	LOC108154386|XP_017140142.1|DMIR
OG0000709	LOC117576075|XP_034116503.1|DALB	LOC108156029|XP_017142770.1|DMIR
OG0000709	LOC117567689|XP_034103708.1|DALB	LOC108152105|XP_017136649.1|DMIR
OG0000710	LOC117576461|XP_034117123.1|DALB	LOC108157165|XP_017144565.1|DMIR
OG0000710	LOC117566942|XP_034102465.1|DALB	LOC117193603|XP_033254239.1|DMIR, LOC108159495|XP_017148327.1|DMIR
OG0000711	LOC117571032|XP_034108886.1|DALB	LOC108153724|XP_017139341.1|DMIR
OG0000711	LOC117575987|XP_034116783.1|DALB	LOC108161471|XP_017151230.1|DMIR
OG0000712	LOC117575191|XP_034115194.1|DALB	LOC108155533|XP_017141890.1|DMIR
OG0000712	LOC117575190|XP_034115193.1|DALB	LOC108156812|XP_017143995.1|DMIR
OG0000713	LOC117575947|XP_034116299.1|DALB	LOC108154497|XP_017140286.1|DMIR
OG0000713	LOC117573086|XP_034111870.1|DALB	LOC108158941|XP_017147250.1|DMIR, LOC117193359|XP_033253965.1|DMIR
OG0000714	LOC117577929|XP_034118823.1|DALB	LOC108157368|XP_017144902.1|DMIR
OG0000714	LOC117570895|XP_034108689.1|DALB	LOC108152615|XP_017137575.1|DMIR
OG0000715	LOC117570535|XP_034108132.1|DALB	LOC117189004|XP_033249734.1|DMIR, LOC108150803|XP_033243435.1|DMIR, LOC117186986|XP_033244401.1|DMIR, LOC108154230|XP_017139946.1|DMIR, LOC108154286|XP_017140025.1|DMIR, LOC117189155|XP_033250114.1|DMIR, LOC108161445|XP_017151195.1|DMIR, LOC117188569|XP_033248442.1|DMIR
OG0000716	LOC117569972|XP_034107243.1|DALB	LOC108150822|XP_017134622.1|DMIR
OG0000716	LOC117568974|XP_034105825.1|DALB	LOC108152960|XP_017138150.1|DMIR
OG0000717	LOC117566524|XP_034101955.1|DALB	LOC108165355|XP_017156878.1|DMIR
OG0000718	LOC117573107|XP_034111920.1|DALB	LOC108164497|XP_033250308.1|DMIR
OG0000718	LOC117573166|XP_034112022.1|DALB	LOC108164412|XP_017155572.1|DMIR
OG0000719	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB	LOC108152640|XP_017137620.1|DMIR
OG0000719	LOC117568699|XP_034105404.1|DALB	LOC108152971|XP_017138183.2|DMIR
OG0000720	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB	LOC108154901|XP_017140840.1|DMIR
OG0000721	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB	LOC108164212|XP_017155333.1|DMIR
OG0000723	LOC117568526|XP_034105120.1|DALB	LOC117189382|XP_033250397.1|DMIR, LOC117188521|XP_033248416.1|DMIR
OG0000723	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB	LOC108160925|XP_017150698.1|DMIR, LOC117190403|XP_033251371.1|DMIR, LOC108160924|XP_017150697.1|DMIR
OG0000724	LOC117569982|XP_034107254.1|DALB	LOC108163040|XP_017153585.1|DMIR
OG0000724	LOC117576001|XP_034116395.1|DALB	LOC108155953|XP_017142606.1|DMIR
OG0000726	LOC117575529|XP_034115668.1|DALB	LOC108154125|XP_017139744.1|DMIR
OG0000726	LOC117574905|XP_034114838.1|DALB	LOC108154123|XP_017139743.1|DMIR
OG0000727	LOC117576060|XP_034116485.1|DALB	LOC108153848|XP_017139435.1|DMIR
OG0000727	LOC117575357|XP_034115413.1|DALB	LOC117187387|XP_033245830.1|DMIR
OG0000728	LOC117578224|XP_034119488.1|DALB	LOC108153169|XP_017138467.1|DMIR
OG0000729	LOC117574265|XP_034113893.1|DALB	LOC108155651|XP_017142091.2|DMIR
OG0000729	LOC117574266|XP_034113894.1|DALB	LOC108155652|XP_017142092.1|DMIR
OG0000730	LOC117570590|XP_034108225.1|DALB	LOC108163042|XP_017153582.1|DMIR
OG0000730	LOC117565891|XP_034101124.1|DALB	LOC108163030|XP_017153563.1|DMIR
OG0000731	LOC117572709|XP_034111657.1|DALB	LOC108152601|XP_017137546.1|DMIR
OG0000731	LOC117568865|XP_034105643.1|DALB	LOC108160996|XP_017150793.1|DMIR
OG0000732	LOC117569565|XP_034106675.1|DALB	LOC108151599|XP_017135767.1|DMIR
OG0000732	LOC117569564|XP_034106673.1|DALB	LOC108151597|XP_017135765.1|DMIR
OG0000733	LOC117576057|XP_034116480.1|DALB	LOC108157645|XP_017145281.1|DMIR
OG0000733	LOC117568400|XP_034104923.1|DALB	LOC108151477|XP_017135599.1|DMIR
OG0000734	LOC117572665|XP_034111555.1|DALB	LOC108152969|XP_017138171.1|DMIR
OG0000735	LOC117565984|XP_034101289.1|DALB	LOC108151098|XP_017134981.1|DMIR
OG0000735	LOC117565101|XP_034099950.1|DALB	LOC108161794|XP_017151632.1|DMIR
OG0000736	LOC117564655|XP_034099405.1|DALB	LOC108162261|XP_017152397.1|DMIR
OG0000736	LOC117564656|XP_034099406.1|DALB	LOC108162262|XP_017152398.1|DMIR
OG0000737	LOC117566900|XP_034102408.1|DALB	LOC117190076|XP_033251049.1|DMIR, LOC108159498|XP_017148331.1|DMIR
OG0000738	LOC117564734|XP_034099512.1|DALB	LOC108163789|XP_017154761.1|DMIR
OG0000738	LOC117564431|XP_034099058.1|DALB	LOC108162441|XP_017152668.1|DMIR
OG0000739	LOC117573942|XP_034113360.1|DALB	LOC108155982|XP_017142660.1|DMIR
OG0000739	LOC117573943|XP_034113361.1|DALB	LOC108155983|XP_017142662.1|DMIR
OG0000740	LOC117575420|XP_034115495.1|DALB	LOC108157510|XP_033245116.1|DMIR
OG0000741	LOC117563427|XP_034097655.1|DALB	LOC108156391|XP_017143298.1|DMIR, LOC108160112|XP_033243600.1|DMIR
OG0000742	LOC117573481|XP_034112604.1|DALB	LOC108165009|XP_017156532.1|DMIR
OG0000742	LOC117575324|XP_034115374.1|DALB	LOC108164936|XP_017156414.2|DMIR
OG0000743	LOC117569820|XP_034107033.1|DALB	LOC108151199|XP_017135159.1|DMIR
OG0000744	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB	LOC108158491|XP_017146291.1|DMIR
OG0000745	LOC117569015|XP_034105894.1|DALB	LOC117192096|XP_033252689.1|DMIR, LOC108158293|XP_017146021.1|DMIR
OG0000745	LOC117566607|XP_034102039.1|DALB	LOC117192684|XP_033253304.1|DMIR, LOC108159618|XP_017148562.2|DMIR
OG0000746	LOC117568399|XP_034104922.1|DALB	LOC108160300|XP_017149701.1|DMIR
OG0000747	LOC117569971|XP_034107239.1|DALB	LOC108152881|XP_017138003.1|DMIR
OG0000747	LOC117569548|XP_034106647.1|DALB	LOC108153498|XP_017139038.1|DMIR
OG0000748	LOC117565221|XP_034100120.1|DALB	LOC117194864|XP_033255221.1|DMIR, LOC117194775|XP_033255158.1|DMIR, LOC117188716|XP_033248875.1|DMIR, LOC117194430|XP_033254888.1|DMIR, LOC117195181|XP_033255714.1|DMIR, LOC117194429|XP_033254887.1|DMIR, LOC117194428|XP_033254884.1|DMIR, LOC117195180|XP_033255712.1|DMIR, LOC117194427|XP_033254882.1|DMIR, LOC117195206|XP_033255737.1|DMIR, LOC108161506|XP_017151271.2|DMIR, LOC117195137|XP_033255680.1|DMIR
OG0000750	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB	LOC117191683|XP_033252375.1|DMIR, LOC108157994|XP_017145626.1|DMIR
OG0000751	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB	LOC108160025|XP_017149252.1|DMIR
OG0000752	LOC117573324|XP_034112323.1|DALB	LOC117188387|XP_033248072.1|DMIR, LOC108155615|XP_017142033.1|DMIR
OG0000753	LOC117576010|XP_034116408.1|DALB	LOC108154828|XP_017140720.1|DMIR
OG0000753	LOC117571892|XP_034110248.1|DALB	LOC108153861|XP_033244549.1|DMIR
OG0000754	LOC117573213|XP_034112120.1|DALB	LOC108164938|XP_017156419.1|DMIR
OG0000754	LOC117578190|XP_034119397.1|DALB	LOC108161858|XP_017151723.1|DMIR
OG0000755	LOC117575392|XP_034115459.1|DALB	LOC108157633|XP_017145262.1|DMIR
OG0000755	LOC117575391|XP_034115458.1|DALB	LOC108157742|XP_017145409.1|DMIR
OG0000756	LOC117574861|XP_034114767.1|DALB	LOC108155442|XP_017141748.1|DMIR
OG0000757	LOC117572369|XP_034111027.1|DALB	LOC108153490|XP_017139020.1|DMIR
OG0000758	LOC117568793|XP_034105543.1|DALB	LOC108151275|XP_017135291.1|DMIR
OG0000759	LOC117570747|XP_034108459.1|DALB	LOC108153150|XP_017138441.1|DMIR
OG0000759	LOC117569826|XP_034107041.1|DALB	LOC108153151|XP_017138442.2|DMIR
OG0000760	LOC117570110|XP_034107462.1|DALB	LOC108160854|XP_033247757.1|DMIR, LOC117190140|XP_033251114.1|DMIR, LOC117191793|XP_033252445.1|DMIR
OG0000762	LOC117564060|XP_034098574.1|DALB	LOC108162195|XP_017152290.1|DMIR
OG0000763	LOC117564355|XP_034098961.1|DALB	LOC108164166|XP_017155266.2|DMIR
OG0000763	LOC117563779|XP_034098177.1|DALB	LOC108164167|XP_017155267.2|DMIR
OG0000764	LOC117578381|XP_034119710.1|DALB	LOC117188395|XP_033248122.1|DMIR, LOC108164660|XP_017156002.2|DMIR, LOC117188751|XP_033248956.1|DMIR
OG0000765	LOC117569387|XP_034106408.1|DALB	LOC108150829|XP_017134626.1|DMIR
OG0000765	LOC117576457|XP_034117121.1|DALB	LOC108153020|XP_017138259.1|DMIR
OG0000766	LOC117565562|XP_034100621.1|DALB	LOC108161230|XP_017150943.1|DMIR
OG0000766	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB	LOC108165064|XP_017156601.1|DMIR
OG0000767	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB, LOC117572334|XP_034110963.1|DALB	LOC108151209|XP_017135175.1|DMIR
OG0000768	LOC117571269|XP_034109223.1|DALB	LOC117195292|XP_033255791.1|DMIR, LOC117186831|XP_033244020.1|DMIR, LOC117195290|XP_033255789.1|DMIR, LOC117186421|XP_033243098.1|DMIR, LOC117195291|XP_033255790.1|DMIR, LOC117186417|XP_033243079.1|DMIR, LOC117186200|XP_033242398.1|DMIR, LOC117186202|XP_033242399.1|DMIR, LOC117186830|XP_033244019.1|DMIR, LOC117186404|XP_033243049.1|DMIR, LOC117186829|XP_033244018.1|DMIR, LOC117195266|XP_033255776.1|DMIR, LOC117195289|XP_033255788.1|DMIR, LOC117186419|XP_033243091.1|DMIR, LOC108160313|XP_033255785.1|DMIR, LOC117186383|XP_033243000.1|DMIR, LOC117186420|XP_033243095.1|DMIR
OG0000769	LOC117575653|XP_034115830.1|DALB	LOC108157569|XP_017145177.1|DMIR
OG0000769	LOC117569676|XP_034107211.1|DALB	LOC108160584|XP_017150171.1|DMIR
OG0000771	LOC117570925|XP_034108746.1|DALB	LOC108152305|XP_017137020.1|DMIR
OG0000772	LOC117571008|XP_034108857.1|DALB	LOC108159894|XP_017149005.1|DMIR, LOC108158884|XP_033253959.1|DMIR, LOC117185711|XP_033247665.1|DMIR
OG0000774	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB	LOC117185762|XP_033246893.1|DMIR, LOC108158898|XP_017147174.2|DMIR
OG0000775	LOC117567754|XP_034103833.1|DALB	LOC108158426|XP_017146195.1|DMIR
OG0000775	LOC117568491|XP_034105071.1|DALB	LOC117185964|XP_033253347.1|DMIR, LOC108158122|XP_017145791.1|DMIR, LOC108159924|XP_017149053.1|DMIR, LOC117190812|XP_033251743.1|DMIR
OG0000776	LOC117569411|XP_034106438.1|DALB	LOC108156063|XP_033244347.1|DMIR, LOC108156062|XP_017142834.1|DMIR
OG0000778	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB	LOC117187272|XP_033245502.1|DMIR
OG0000779	LOC117572674|XP_034111596.1|DALB	LOC108156156|XP_017142973.1|DMIR
OG0000780	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB	LOC117193913|XP_033254475.1|DMIR, LOC108158493|XP_017146293.2|DMIR, LOC117192574|XP_033253184.1|DMIR, LOC108158492|XP_017146292.1|DMIR
OG0000781	LOC117563918|XP_034098379.1|DALB	LOC108152604|XP_017137553.1|DMIR
OG0000781	LOC117567871|XP_034104030.1|DALB	LOC108153668|XP_017139271.1|DMIR
OG0000782	LOC117572470|XP_034111208.1|DALB	LOC108152770|XP_017137836.1|DMIR
OG0000782	LOC117577755|XP_034118560.1|DALB	LOC108158478|XP_017146275.1|DMIR
OG0000783	LOC117577545|XP_034118266.1|DALB	LOC108153601|XP_017139181.1|DMIR
OG0000784	LOC117568520|XP_034105113.1|DALB	LOC108150799|XP_017134592.1|DMIR
OG0000784	LOC117577783|XP_034118599.1|DALB	LOC108164388|XP_017155495.1|DMIR
OG0000785	LOC117573608|XP_034112796.1|DALB	LOC108156504|XP_017143493.1|DMIR, LOC108156874|XP_017144092.1|DMIR
OG0000786	LOC117576152|XP_034116613.1|DALB	LOC108155631|XP_017142056.1|DMIR
OG0000787	LOC117571502|XP_034109561.1|DALB	LOC108151594|XP_017135762.1|DMIR
OG0000788	LOC117571425|XP_034109455.1|DALB	LOC108163842|XP_017154845.1|DMIR, LOC108152357|XP_017137118.1|DMIR, LOC108154415|XP_017140176.1|DMIR
OG0000789	LOC117563724|XP_034098077.1|DALB	LOC108161149|XP_017150860.1|DMIR
OG0000789	LOC117564469|XP_034099157.1|DALB	LOC108161749|XP_017151571.1|DMIR
OG0000790	LOC117565021|XP_034099856.1|DALB	LOC108161846|XP_017151700.1|DMIR
OG0000790	LOC117565505|XP_034100527.1|DALB	LOC108161844|XP_017151699.1|DMIR
OG0000791	LOC117574096|XP_034113625.1|DALB	LOC108156357|XP_017143248.1|DMIR
OG0000792	LOC117565572|XP_034100640.1|DALB	LOC108164318|XP_033249835.1|DMIR
OG0000793	LOC117576167|XP_034116638.1|DALB	LOC108155185|XP_017141345.1|DMIR, LOC108154372|XP_033253442.1|DMIR, LOC108151572|XP_017135737.1|DMIR
OG0000794	LOC117577528|XP_034118257.1|DALB	LOC108153801|XP_017139421.1|DMIR
OG0000795	LOC117565826|XP_034101029.1|DALB	LOC108164796|XP_017156209.1|DMIR
OG0000795	LOC117574662|XP_034114458.1|DALB	LOC108157438|XP_017144981.1|DMIR
OG0000796	LOC117574816|XP_034114675.1|DALB	LOC108157752|XP_017145422.1|DMIR
OG0000796	LOC117568855|XP_034105629.1|DALB	LOC108155269|XP_017141468.1|DMIR
OG0000797	LOC117576924|XP_034117958.1|DALB	LOC108157426|XP_017144964.2|DMIR
OG0000798	LOC117570303|XP_034107719.1|DALB	LOC117189871|XP_033250835.1|DMIR, LOC108159253|XP_017147868.1|DMIR
OG0000798	LOC117568150|XP_034104449.1|DALB	LOC108159251|XP_017147862.1|DMIR, LOC117185765|XP_033250832.1|DMIR
OG0000799	LOC117570043|XP_034107359.1|DALB	LOC108157758|XP_017145428.1|DMIR
OG0000799	LOC117564754|XP_034099539.1|DALB	LOC108156249|XP_017143092.1|DMIR
OG0000800	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB	LOC108152168|XP_017136778.1|DMIR, LOC108152011|XP_017136477.1|DMIR
OG0000801	LOC117569202|XP_034106161.1|DALB	LOC108161365|XP_033248820.1|DMIR
OG0000801	LOC117570288|XP_034107699.1|DALB	LOC108160486|XP_017149997.1|DMIR, LOC117192062|XP_033252667.1|DMIR, LOC117192063|XP_033252668.1|DMIR, LOC117189957|XP_033250928.1|DMIR
OG0000802	LOC117577880|XP_034118750.1|DALB	LOC108165039|XP_017156566.1|DMIR
OG0000803	LOC117568135|XP_034104434.1|DALB	LOC108153527|XP_033243204.1|DMIR
OG0000804	LOC117566768|XP_034102202.1|DALB	LOC117187774|XP_033246497.1|DMIR, LOC108159797|XP_017148850.2|DMIR
