Orthogroup	DALB.longest_only	ASTE.longest_only
OG0000978	LOC117573698|XP_034112951.1|DALB	LOC118508060|XP_035903408.1|ASTE
OG0000988	LOC117565941|XP_034101218.1|DALB, LOC117573288|XP_034112282.1|DALB	LOC118511282|XP_035910069.1|ASTE
OG0000990	LOC117578241|XP_034119552.1|DALB	LOC118517440|XP_035919462.1|ASTE
OG0000991	LOC117577906|XP_034118798.1|DALB	LOC118512066|XP_035911834.1|ASTE
OG0000992	LOC117573420|XP_034112517.1|DALB	LOC118505427|XP_035897082.1|ASTE
OG0000994	LOC117564544|XP_034099258.1|DALB	LOC118504834|XP_035895732.1|ASTE
OG0000994	LOC117577746|XP_034118548.1|DALB	LOC118504833|XP_035895730.1|ASTE
OG0000995	LOC117567794|XP_034103912.1|DALB	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC117569493|XP_034106565.1|DALB	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC117570903|XP_034108698.1|DALB	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC117572254|XP_034110833.1|DALB	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC117565821|XP_034101016.1|DALB	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC117567199|XP_034102918.1|DALB	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC117569255|XP_034106219.1|DALB	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC117565196|XP_034100091.1|DALB	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC117575955|XP_034116324.1|DALB	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC117575813|XP_034116097.1|DALB	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC117570208|XP_034107592.1|DALB	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC117571697|XP_034109882.1|DALB	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC117573232|XP_034112174.1|DALB, LOC117568272|XP_034104654.1|DALB	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC117575770|XP_034116027.1|DALB	LOC118510858|XP_035909084.1|ASTE
OG0001020	LOC117567376|XP_034103215.1|DALB	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001021	LOC117566208|XP_034101627.1|DALB	LOC118504539|XP_035895002.1|ASTE
OG0001022	LOC117564466|XP_034099149.1|DALB	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001025	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC117572768|XP_034111747.1|DALB	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC117563841|XP_034098261.1|DALB	LOC118509366|XP_035905783.1|ASTE
OG0001029	LOC117569349|XP_034106373.1|DALB	LOC118506615|XP_035899873.1|ASTE
OG0001031	LOC117565334|XP_034100274.1|DALB	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC117565668|XP_034100790.1|DALB	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC117569149|XP_034106100.1|DALB, LOC117566751|XP_034102186.1|DALB	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC117575862|XP_034116174.1|DALB	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC117577741|XP_034118543.1|DALB	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC117571187|XP_034109115.1|DALB	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC117569790|XP_034106983.1|DALB	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC117572650|XP_034111520.1|DALB	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC117568166|XP_034104488.1|DALB	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC117570904|XP_034108700.1|DALB	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001049	LOC117563877|XP_034098326.1|DALB, LOC117572710|XP_034111659.1|DALB	LOC118510290|XP_035907799.1|ASTE
OG0001050	LOC117572583|XP_034111358.1|DALB	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC117565410|XP_034100387.1|DALB	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC117563456|XP_034097699.1|DALB	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC117573519|XP_034112643.1|DALB	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC117576831|XP_034117796.1|DALB, LOC117574968|XP_034114923.1|DALB	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC117573846|XP_034113209.1|DALB	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC117563256|XP_034097369.1|DALB, LOC117570954|XP_034108781.1|DALB	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC117575555|XP_034115710.1|DALB	LOC118505311|XP_035896842.1|ASTE
OG0001074	LOC117567898|XP_034104063.1|DALB	LOC118503056|XP_035891814.1|ASTE
OG0001077	LOC117569698|XP_034106852.1|DALB	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC117571270|XP_034109227.1|DALB	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC117571612|XP_034109723.1|DALB	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC117567041|XP_034102643.1|DALB	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC117568326|XP_034104798.1|DALB	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC117567179|XP_034102892.1|DALB	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC117571066|XP_034108926.1|DALB	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC117572129|XP_034110654.1|DALB	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC117563726|XP_034098081.1|DALB	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC117572629|XP_034111479.1|DALB	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC117567599|XP_034103575.1|DALB	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC117571369|XP_034109375.1|DALB	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001091	LOC117568133|XP_034104432.1|DALB	LOC118513159|XP_035914499.1|ASTE, LOC118513162|XP_035914502.1|ASTE, LOC118514468|XP_035917286.1|ASTE, LOC118513160|XP_035914501.1|ASTE
OG0001092	LOC117565305|XP_034100234.1|DALB	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC117563550|XP_034097820.1|DALB	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC117564619|XP_034099364.1|DALB	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC117567862|XP_034104015.1|DALB	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC117564048|XP_034098549.1|DALB	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC117575479|XP_034115603.1|DALB	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC117566704|XP_034102141.1|DALB, LOC117568923|XP_034105727.1|DALB	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC117567506|XP_034103438.1|DALB	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC117574165|XP_034113745.1|DALB	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC117577885|XP_034118753.1|DALB, LOC117566766|XP_034102199.1|DALB, LOC117570636|XP_034108294.1|DALB	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC117569145|XP_034106083.1|DALB	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC117573248|XP_034112198.1|DALB	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001107	LOC117565098|XP_034099948.1|DALB	LOC118516022|XP_035917982.1|ASTE, LOC118516808|XP_035918581.1|ASTE, LOC118515939|XP_035917973.1|ASTE, LOC118516142|XP_035917995.1|ASTE, LOC118516658|XP_035918515.1|ASTE, LOC118515700|XP_035917942.1|ASTE, LOC118516657|XP_035918513.1|ASTE, LOC118515737|XP_035917948.1|ASTE, LOC118516301|XP_035918017.1|ASTE, LOC118515355|XP_035917907.1|ASTE, LOC118516659|XP_035918516.1|ASTE, LOC118515887|XP_035917967.1|ASTE, LOC118516723|XP_035918562.1|ASTE, LOC118517309|XP_035919188.1|ASTE, LOC118515699|XP_035917941.1|ASTE, LOC118515725|XP_035917945.1|ASTE, LOC118516230|XP_035918006.1|ASTE, LOC118515754|XP_035917951.1|ASTE, LOC118515624|XP_035917934.1|ASTE, LOC118516791|XP_035918578.1|ASTE, LOC118507603|XP_035902169.1|ASTE, LOC118516787|XP_035918574.1|ASTE, LOC118516223|XP_035918004.1|ASTE, LOC118516170|XP_035917998.1|ASTE, LOC118507745|XP_035902640.1|ASTE
OG0001118	LOC117577856|XP_034118695.1|DALB	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC117575118|XP_034115107.1|DALB	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC117576088|XP_034116528.1|DALB	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001121	LOC117571825|XP_034110086.1|DALB	LOC118512075|XP_035911900.1|ASTE, LOC118512052|XP_035911792.1|ASTE
OG0001122	LOC117570724|XP_034108429.1|DALB	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC117575044|XP_034115018.1|DALB	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC117575376|XP_034115439.1|DALB	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001126	LOC117568394|XP_034104898.1|DALB	LOC118514360|XP_035917078.1|ASTE
OG0001127	LOC117569771|XP_034106959.1|DALB	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC117568896|XP_034105688.1|DALB	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
OG0001129	LOC117563751|XP_034098123.1|DALB	LOC118511039|XP_035909525.1|ASTE
OG0001130	LOC117564994|XP_034099830.1|DALB	LOC118511149|XP_035909769.1|ASTE
OG0001131	LOC117573165|XP_034112021.1|DALB	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE
OG0001133	LOC117563361|XP_034097542.1|DALB	LOC118513755|XP_035915813.1|ASTE
OG0001134	LOC117568847|XP_034105615.1|DALB	LOC118502438|XP_035890559.1|ASTE
OG0001135	LOC117576431|XP_034117071.1|DALB	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE
OG0001136	LOC117573877|XP_034113245.1|DALB	LOC118502679|XP_035891077.1|ASTE
OG0001137	LOC117574951|XP_034114896.1|DALB	LOC118507713|XP_035902501.1|ASTE
OG0001138	LOC117567042|XP_034102644.1|DALB	LOC118509208|XP_035905374.1|ASTE
OG0001139	LOC117571325|XP_034109302.1|DALB	LOC118512386|XP_035912651.1|ASTE
OG0001153	LOC117568314|XP_034104756.1|DALB	LOC118508003|XP_035903270.1|ASTE
OG0001154	LOC117564345|XP_034098948.1|DALB	LOC118512659|XP_035913299.1|ASTE
OG0001157	LOC117576483|XP_034117145.1|DALB	LOC118504721|XP_035895504.1|ASTE
OG0001158	LOC117565636|XP_034100736.1|DALB	LOC118509830|XP_035906897.1|ASTE
OG0001160	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB	LOC118506788|XP_035900298.1|ASTE
OG0001162	LOC117574552|XP_034114314.1|DALB	LOC118505144|XP_035896396.1|ASTE
OG0001163	LOC117575205|XP_034115216.1|DALB	LOC118507505|XP_035901931.1|ASTE
OG0001164	LOC117574790|XP_034114637.1|DALB	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE
OG0001165	LOC117569451|XP_034106506.1|DALB	LOC118507467|XP_035901855.1|ASTE
OG0001167	LOC117569731|XP_034106896.1|DALB	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE
OG0001168	LOC117571849|XP_034110131.1|DALB	LOC118509897|XP_035907038.1|ASTE
OG0001169	LOC117572465|XP_034111204.1|DALB	LOC118509719|XP_035906701.1|ASTE
OG0001170	LOC117573424|XP_034112526.1|DALB	LOC118507819|XP_035902790.1|ASTE
OG0001171	LOC117572136|XP_034110662.1|DALB	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE
OG0001172	LOC117570134|XP_034107490.1|DALB	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE
OG0001174	LOC117567918|XP_034104088.1|DALB	LOC118510344|XP_035907928.1|ASTE
OG0001175	LOC117572648|XP_034111518.1|DALB, LOC117566824|XP_034102283.1|DALB	LOC118506996|XP_035900774.1|ASTE
OG0001176	LOC117568626|XP_034105308.1|DALB	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE
OG0001178	LOC117568384|XP_034104886.1|DALB	LOC118511785|XP_035911195.1|ASTE
OG0001179	LOC117568304|XP_034104738.1|DALB	LOC118512602|XP_035913151.1|ASTE
OG0001180	LOC117573171|XP_034112034.1|DALB	LOC118510715|XP_035908811.1|ASTE
OG0001181	LOC117569941|XP_034107190.1|DALB	LOC118505739|XP_035897822.1|ASTE
OG0001182	LOC117574277|XP_034113917.1|DALB	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE
OG0001183	LOC117568713|XP_034105419.1|DALB, LOC117573502|XP_034112620.1|DALB	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE
OG0001185	LOC117573534|XP_034112676.1|DALB	LOC118507718|XP_035902509.1|ASTE
OG0001186	LOC117569076|XP_034105981.1|DALB, LOC117571955|XP_034110344.1|DALB	LOC118506012|XP_035898491.1|ASTE
OG0001187	LOC117567136|XP_034102838.1|DALB	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE
OG0001188	LOC117568935|XP_034105751.1|DALB	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE
OG0001189	LOC117568052|XP_034104289.1|DALB	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE
OG0001190	LOC117568825|XP_034105594.1|DALB	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE
OG0001191	LOC117565705|XP_034100837.1|DALB	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE
OG0001192	LOC117564503|XP_034099211.1|DALB	LOC118507442|XP_035901817.1|ASTE
OG0001194	LOC117577568|XP_034118302.1|DALB	LOC118505981|XP_035898435.1|ASTE
OG0001195	LOC117570897|XP_034108691.1|DALB	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE
OG0001201	LOC117574341|XP_034114052.1|DALB	LOC118507003|XP_035900789.1|ASTE
OG0001202	LOC117572403|XP_034111078.1|DALB	LOC118517404|XP_035919371.1|ASTE
OG0001203	LOC117573226|XP_034112164.1|DALB	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE
OG0001204	LOC117565835|XP_034101036.1|DALB	LOC118516568|XP_035918429.1|ASTE
OG0001205	LOC117576681|XP_034117568.1|DALB	LOC118517643|XP_035919856.1|ASTE
OG0001206	LOC117567475|XP_034103397.1|DALB, LOC117564954|XP_034099800.1|DALB, LOC117576986|XP_034118063.1|DALB	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE
OG0001207	LOC117566189|XP_034101597.1|DALB, LOC117576517|XP_034117221.1|DALB	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE
OG0001208	LOC117578077|XP_034119115.1|DALB	LOC118505348|XP_035897352.1|ASTE
OG0001209	LOC117574614|XP_034114392.1|DALB	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE
OG0001210	LOC117577709|XP_034118504.1|DALB	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE
OG0001211	LOC117574211|XP_034113807.1|DALB	LOC118504432|XP_035894765.1|ASTE
OG0001212	LOC117577925|XP_034118818.1|DALB	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE
OG0001213	LOC117575912|XP_034116256.1|DALB	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE
OG0001214	LOC117573465|XP_034112581.1|DALB	LOC118507998|XP_035903262.1|ASTE
OG0001217	LOC117564634|XP_034099387.1|DALB, LOC117563791|XP_034098212.1|DALB	LOC118503463|XP_035892642.1|ASTE
OG0001218	LOC117573425|XP_034112527.1|DALB, LOC117573426|XP_034112528.1|DALB	LOC118507811|XP_035902772.1|ASTE
OG0001220	LOC117570318|XP_034107751.1|DALB	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE
OG0001221	LOC117569679|XP_034106818.1|DALB	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE
OG0001223	LOC117567117|XP_034102811.1|DALB	LOC118514347|XP_035917058.1|ASTE
OG0001224	LOC117567927|XP_034104104.1|DALB	LOC118506033|XP_035898545.1|ASTE
OG0001225	LOC117568940|XP_034105764.1|DALB	LOC118509675|XP_035906574.1|ASTE
OG0001226	LOC117567826|XP_034103960.1|DALB	LOC118511394|XP_035910317.1|ASTE
OG0001227	LOC117565183|XP_034100072.1|DALB	LOC118511067|XP_035909568.1|ASTE
OG0001228	LOC117578304|XP_034119649.1|DALB	LOC118512395|XP_035912669.1|ASTE
OG0001229	LOC117569028|XP_034105910.1|DALB	LOC118514527|XP_035917400.1|ASTE
OG0001230	LOC117568309|XP_034104750.1|DALB	LOC118509042|XP_035905008.1|ASTE
OG0001231	LOC117565681|XP_034100805.1|DALB	LOC118511796|XP_035911219.1|ASTE
OG0001233	LOC117566236|XP_034101675.1|DALB	LOC118508945|XP_035904747.1|ASTE
OG0001234	LOC117571987|XP_034110386.1|DALB	LOC118511242|XP_035909975.1|ASTE
OG0001235	LOC117566219|XP_034101654.1|DALB	LOC118510723|XP_035908825.1|ASTE
OG0001236	LOC117571273|XP_034109226.1|DALB	LOC118505735|XP_035897816.1|ASTE
OG0001237	LOC117573844|XP_034113203.1|DALB	LOC118505306|XP_035896830.1|ASTE
OG0001238	LOC117575761|XP_034116014.1|DALB	LOC118504642|XP_035895262.1|ASTE
OG0001240	LOC117574154|XP_034113726.1|DALB	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE
OG0001241	LOC117566698|XP_034102135.1|DALB, LOC117577389|XP_034118187.1|DALB	LOC118506705|XP_035900090.1|ASTE
OG0001242	LOC117572701|XP_034111648.1|DALB, LOC117577559|XP_034118288.1|DALB	LOC118502640|XP_035890980.1|ASTE
OG0001246	LOC117569883|XP_034107113.1|DALB, LOC117566735|XP_034102168.1|DALB	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE
OG0001247	LOC117569183|XP_034106142.1|DALB	LOC118508155|XP_035903585.1|ASTE
OG0001249	LOC117564616|XP_034099366.1|DALB	LOC118508107|XP_035903494.1|ASTE
OG0001257	LOC117573250|XP_034112207.1|DALB	LOC118509652|XP_035906493.1|ASTE
OG0001258	LOC117575112|XP_034115102.1|DALB	LOC118505200|XP_035896573.1|ASTE
OG0001259	LOC117574289|XP_034113944.1|DALB	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE
OG0001260	LOC117575472|XP_034115580.1|DALB	LOC118512715|XP_035913451.1|ASTE
OG0001261	LOC117575972|XP_034116345.1|DALB	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE
OG0001263	LOC117573702|XP_034112961.1|DALB	LOC118508293|XP_035903835.1|ASTE
OG0001264	LOC117566011|XP_034101323.1|DALB	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE
OG0001266	LOC117571973|XP_034110366.1|DALB	LOC118507536|XP_035902006.1|ASTE
OG0001267	LOC117575549|XP_034115697.1|DALB	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE
OG0001269	LOC117567450|XP_034103354.1|DALB	LOC118507188|XP_035901153.1|ASTE
OG0001270	LOC117576926|XP_034117960.1|DALB	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE
OG0001271	LOC117568208|XP_034104569.1|DALB	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE
OG0001272	LOC117568281|XP_034104684.1|DALB	LOC118509409|XP_035905868.1|ASTE
OG0001273	LOC117575075|XP_034115060.1|DALB	LOC118507925|XP_035903121.1|ASTE
OG0001274	LOC117570742|XP_034108455.1|DALB	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE
OG0001276	LOC117568691|XP_034105392.1|DALB	LOC118513068|XP_035914309.1|ASTE
OG0001277	LOC117569960|XP_034107224.1|DALB	LOC118512920|XP_035913964.1|ASTE
OG0001278	LOC117567236|XP_034102958.1|DALB	LOC118512294|XP_035912414.1|ASTE
OG0001279	LOC117571559|XP_034109655.1|DALB	LOC118512298|XP_035912422.1|ASTE
OG0001280	LOC117569756|XP_034106939.1|DALB	LOC118514238|XP_035916834.1|ASTE
OG0001281	LOC117572414|XP_034111087.1|DALB	LOC118512634|XP_035913223.1|ASTE
OG0001283	LOC117572416|XP_034111092.1|DALB	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC117565517|XP_034100543.1|DALB	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC117568913|XP_034105710.1|DALB	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC117565165|XP_034100041.1|DALB	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC117575981|XP_034116356.1|DALB	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC117565108|XP_034099957.1|DALB	LOC118512489|XP_035912886.1|ASTE
OG0001289	LOC117565064|XP_034099902.1|DALB, LOC117565646|XP_034100751.1|DALB	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC117563755|XP_034098128.1|DALB	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC117567201|XP_034102920.1|DALB	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC117572410|XP_034111083.1|DALB	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
OG0001293	LOC117572786|XP_034111780.1|DALB	LOC118506581|XP_035899830.1|ASTE
OG0001294	LOC117566517|XP_034101949.1|DALB, LOC117571308|XP_034109273.1|DALB, LOC117571045|XP_034108903.1|DALB, LOC117573737|XP_034113006.1|DALB	LOC118504858|XP_035895786.1|ASTE
OG0001295	LOC117573071|XP_034111837.1|DALB	LOC118505807|XP_035898040.1|ASTE
OG0001296	LOC117567348|XP_034103166.1|DALB, LOC117574834|XP_034114710.1|DALB	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE
OG0001297	LOC117575570|XP_034115723.1|DALB	LOC118505340|XP_035896889.1|ASTE
OG0001298	LOC117574210|XP_034113805.1|DALB	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE
OG0001299	LOC117566409|XP_034101821.1|DALB	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE
OG0001300	LOC117574085|XP_034113611.1|DALB, LOC117571353|XP_034109353.1|DALB	LOC118505015|XP_035896097.1|ASTE
OG0001301	LOC117564501|XP_034099208.1|DALB	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE
OG0001302	LOC117570091|XP_034107428.1|DALB	LOC118506830|XP_035900433.1|ASTE
OG0001303	LOC117575045|XP_034115019.1|DALB	LOC118517568|XP_035919706.1|ASTE
OG0001304	LOC117567267|XP_034103017.1|DALB	LOC118502579|XP_035890806.1|ASTE
