Orthogroup	DALB.longest_only	DBIA.longest_only
OG0000798	LOC117570303|XP_034107719.1|DALB	LOC108029669|XP_016957594.1|DBIA
OG0000798	LOC117568150|XP_034104449.1|DALB	LOC108029646|XP_016957545.1|DBIA
OG0000799	LOC117570043|XP_034107359.1|DALB	LOC108031195|XP_016959905.1|DBIA
OG0000799	LOC117564754|XP_034099539.1|DALB	LOC108023502|XP_016948526.1|DBIA
OG0000800	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB	LOC108028026|XP_016955151.1|DBIA
OG0000801	LOC117569202|XP_034106161.1|DALB	LOC108022339|XP_016946690.1|DBIA
OG0000801	LOC117570288|XP_034107699.1|DALB	LOC108022806|XP_016947429.1|DBIA
OG0000802	LOC117577880|XP_034118750.1|DALB	LOC108033222|XP_016962975.1|DBIA, LOC108033034|XP_016962649.1|DBIA
OG0000803	LOC117568135|XP_034104434.1|DALB	LOC108035452|XP_016966579.1|DBIA
OG0000804	LOC117566768|XP_034102202.1|DALB	LOC108022258|XP_016946606.1|DBIA
OG0000805	LOC117565329|XP_034100266.1|DALB	LOC108029385|XP_016957102.1|DBIA
OG0000806	LOC117564430|XP_034099056.1|DALB	LOC108027682|XP_016954719.1|DBIA
OG0000808	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB	LOC108025152|XP_016950916.1|DBIA, LOC108025148|XP_016950913.1|DBIA
OG0000810	LOC117566663|XP_034102099.1|DALB	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA, LOC108030430|XP_016958806.1|DBIA
OG0000811	LOC117574484|XP_034114213.1|DALB	LOC108024956|XP_016950679.1|DBIA
OG0000811	LOC117566860|XP_034102345.1|DALB	LOC108036336|XP_016967866.1|DBIA
OG0000812	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB	LOC108032985|XP_016962551.1|DBIA, LOC108030494|XP_016958872.1|DBIA
OG0000813	LOC117571344|XP_034109343.1|DALB	LOC108029492|XP_016957251.1|DBIA
OG0000813	LOC117566222|XP_034101658.1|DALB	LOC108029232|XP_016956915.1|DBIA
OG0000814	LOC117564229|XP_034098812.1|DALB	LOC108033733|XP_016963777.1|DBIA
OG0000815	LOC117563814|XP_034098238.1|DALB	LOC108029237|XP_016956920.1|DBIA
OG0000816	LOC117576180|XP_034116662.1|DALB	LOC108025951|XP_016952138.1|DBIA
OG0000816	LOC117576460|XP_034117122.1|DALB	LOC108027246|XP_016954087.1|DBIA
OG0000817	LOC117576120|XP_034116569.1|DALB	LOC108025082|XP_016950830.1|DBIA
OG0000817	LOC117574846|XP_034114734.1|DALB	LOC108025081|XP_016950829.1|DBIA
OG0000818	LOC117577975|XP_034118947.1|DALB	LOC108023739|XP_016948866.1|DBIA
OG0000818	LOC117563856|XP_034098280.1|DALB	LOC108033682|XP_016963637.1|DBIA
OG0000819	LOC117569146|XP_034106098.1|DALB	LOC108023181|XP_016947912.1|DBIA
OG0000819	LOC117577966|XP_034118909.1|DALB	LOC108023746|XP_016948873.1|DBIA
OG0000820	LOC117578329|XP_034119683.1|DALB	LOC108024118|XP_016949387.1|DBIA
OG0000820	LOC117569058|XP_034105962.1|DALB	LOC108036674|XP_016968445.1|DBIA
OG0000821	LOC117570756|XP_034108470.1|DALB	LOC108023119|XP_016947875.1|DBIA
OG0000822	LOC117564603|XP_034099350.1|DALB	LOC108036136|XP_016967611.1|DBIA
OG0000824	LOC117565859|XP_034101085.1|DALB	LOC108034366|XP_016964745.1|DBIA
OG0000825	LOC117575366|XP_034115422.1|DALB, LOC117572490|XP_034111232.1|DALB	LOC108034767|XP_016965201.1|DBIA
OG0000825	LOC117565009|XP_034099844.1|DALB	LOC108032483|XP_016961793.1|DBIA
OG0000826	LOC117567653|XP_034103656.1|DALB	LOC108022661|XP_016947216.1|DBIA
OG0000828	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB	LOC108024456|XP_016949862.1|DBIA, LOC108024374|XP_016949767.1|DBIA
OG0000830	LOC117577972|XP_034118944.1|DALB	LOC108025903|XP_016952075.1|DBIA
OG0000831	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB	LOC108034924|XP_016965669.1|DBIA
OG0000832	LOC117571986|XP_034110385.1|DALB	LOC108036537|XP_016968250.1|DBIA
OG0000833	LOC117572217|XP_034110784.1|DALB	LOC108035942|XP_016967227.1|DBIA
OG0000834	LOC117575087|XP_034115075.1|DALB	LOC108025122|XP_016950877.1|DBIA
OG0000835	LOC117567566|XP_034103517.1|DALB	LOC108028383|XP_016955670.1|DBIA
OG0000836	LOC117563664|XP_034097971.1|DALB	LOC108033338|XP_016963113.1|DBIA, LOC108034206|XP_016964527.1|DBIA
OG0000837	LOC117571457|XP_034109499.1|DALB	LOC108021962|XP_016946283.1|DBIA
OG0000838	LOC117564192|XP_034098757.1|DALB	LOC108033381|XP_016963190.1|DBIA
OG0000839	LOC117575398|XP_034115464.1|DALB	LOC108027201|XP_016953997.1|DBIA
OG0000839	LOC117575446|XP_034115547.1|DALB	LOC108030966|XP_016959655.1|DBIA
OG0000840	LOC117573869|XP_034113240.1|DALB	LOC108029605|XP_016957468.1|DBIA, LOC108022027|XP_016946362.1|DBIA
OG0000841	LOC117575081|XP_034115067.1|DALB	LOC108021903|XP_016946210.1|DBIA, LOC108036876|XP_016968741.1|DBIA
OG0000843	LOC117567698|XP_034103720.1|DALB	LOC108026772|XP_016953405.1|DBIA
OG0000844	LOC117575495|XP_034115629.1|DALB	LOC108027182|XP_016953971.1|DBIA
OG0000845	LOC117573836|XP_034113582.1|DALB	LOC108023770|XP_016948899.1|DBIA, LOC108023659|XP_016948767.1|DBIA
OG0000846	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB	LOC108026354|XP_016952750.1|DBIA
OG0000847	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB, LOC117568790|XP_034105520.1|DALB	LOC108026530|XP_016952967.1|DBIA, LOC108029389|XP_016957105.1|DBIA, LOC108022549|XP_016947022.1|DBIA
OG0000848	LOC117566163|XP_034101553.1|DALB	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA
OG0000848	LOC117563377|XP_034097571.1|DALB	LOC108033388|XP_016963197.1|DBIA
OG0000849	LOC117565268|XP_034100184.1|DALB	LOC108033366|XP_016963165.1|DBIA
OG0000849	LOC117565869|XP_034101097.1|DALB	LOC108027685|XP_016954722.1|DBIA
OG0000850	LOC117566587|XP_034102019.1|DALB	LOC108026617|XP_016953090.1|DBIA
OG0000850	LOC117571257|XP_034109209.1|DALB	LOC108026616|XP_016953089.1|DBIA
OG0000851	LOC117569866|XP_034107091.1|DALB, LOC117569900|XP_034107133.1|DALB	LOC108036198|XP_016967678.1|DBIA
OG0000852	LOC117571313|XP_034109283.1|DALB	LOC108029720|XP_016957687.1|DBIA
OG0000854	LOC117564351|XP_034098960.1|DALB	LOC108034803|XP_016965362.1|DBIA
OG0000855	LOC117563386|XP_034097604.1|DALB	LOC108023617|XP_016948712.1|DBIA
OG0000856	LOC117569733|XP_034106900.1|DALB	LOC108030887|XP_016959542.1|DBIA
OG0000857	LOC117577736|XP_034118534.1|DALB	LOC108027617|XP_016954627.1|DBIA
OG0000858	LOC117574039|XP_034113530.1|DALB	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA
OG0000860	LOC117571603|XP_034109711.1|DALB	LOC108035212|XP_016966212.1|DBIA
OG0000861	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB	LOC108022326|XP_016946676.1|DBIA
OG0000862	LOC117571590|XP_034109697.1|DALB	LOC108022781|XP_016947383.1|DBIA, LOC108033848|XP_016963971.1|DBIA
OG0000863	LOC117575971|XP_034116341.1|DALB	LOC108032081|XP_016961394.1|DBIA
OG0000863	LOC117575838|XP_034116136.1|DALB, LOC117570619|XP_034108272.1|DALB	LOC108031572|XP_016960618.1|DBIA
OG0000864	LOC117564202|XP_034098771.1|DALB	LOC108032431|XP_016961741.1|DBIA
OG0000864	LOC117570321|XP_034107757.1|DALB	LOC108036375|XP_016967966.1|DBIA
OG0000865	LOC117575252|XP_034115276.1|DALB	LOC108024549|XP_016950017.1|DBIA
OG0000866	LOC117564052|XP_034098561.1|DALB	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA
OG0000867	LOC117563227|XP_034097321.1|DALB	LOC108028994|XP_016956525.1|DBIA
OG0000867	LOC117563463|XP_034097706.1|DALB	LOC108033664|XP_016963592.1|DBIA
OG0000868	LOC117571006|XP_034108856.1|DALB	LOC108025924|XP_016952104.1|DBIA
OG0000869	LOC117575920|XP_034116264.1|DALB	LOC108027241|XP_016954081.1|DBIA
OG0000870	LOC117567202|XP_034102922.1|DALB	LOC108026739|XP_016953348.1|DBIA
OG0000871	LOC117568338|XP_034104814.1|DALB	LOC108030336|XP_016958688.1|DBIA
OG0000872	LOC117570794|XP_034108544.1|DALB	LOC108035763|XP_016966952.1|DBIA
OG0000872	LOC117569913|XP_034107147.1|DALB	LOC108026733|XP_016953335.1|DBIA
OG0000873	LOC117572458|XP_034111183.1|DALB	LOC108030805|XP_016959388.1|DBIA
OG0000874	LOC117577957|XP_034118893.1|DALB	LOC108021941|XP_016946257.1|DBIA
OG0000874	LOC117567168|XP_034102873.1|DALB	LOC108036511|XP_016968202.1|DBIA
OG0000875	LOC117569159|XP_034106114.1|DALB	LOC108028672|XP_016956093.1|DBIA
OG0000877	LOC117567651|XP_034103654.1|DALB	LOC108030799|XP_016959370.1|DBIA
OG0000877	LOC117577654|XP_034118432.1|DALB	LOC108023272|XP_016948046.1|DBIA
OG0000878	LOC117569782|XP_034106974.1|DALB	LOC108023045|XP_016947775.1|DBIA
OG0000878	LOC117565388|XP_034100359.1|DALB	LOC108033780|XP_016963876.1|DBIA
OG0000879	LOC117567924|XP_034104100.1|DALB	LOC108029459|XP_016957199.1|DBIA
OG0000880	LOC117578164|XP_034119332.1|DALB	LOC108023284|XP_016948065.1|DBIA
OG0000880	LOC117571659|XP_034109788.1|DALB	LOC108034713|XP_016965143.1|DBIA
OG0000881	LOC117568171|XP_034104495.1|DALB	LOC108028163|XP_016955312.1|DBIA, LOC108028684|XP_016956113.1|DBIA, LOC108028809|XP_016956284.1|DBIA
OG0000882	LOC117577749|XP_034118552.1|DALB	LOC108033194|XP_016962927.1|DBIA
OG0000883	LOC117566190|XP_034101600.1|DALB	LOC108023924|XP_016949098.1|DBIA
OG0000884	LOC117565015|XP_034099851.1|DALB	LOC108027723|XP_016954765.1|DBIA
OG0000884	LOC117576785|XP_034117731.1|DALB	LOC108033082|XP_016962741.1|DBIA
OG0000885	LOC117574622|XP_034114401.1|DALB	LOC108031805|XP_016961014.1|DBIA
OG0000886	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB	LOC108024717|XP_016950301.1|DBIA
OG0000887	LOC117570999|XP_034108842.1|DALB	LOC108025607|XP_016951631.1|DBIA
OG0000888	LOC117572636|XP_034111489.1|DALB	LOC108029387|XP_016957107.1|DBIA
OG0000889	LOC117568569|XP_034105189.1|DALB	LOC108030753|XP_016959289.1|DBIA
OG0000890	LOC117569594|XP_034106716.1|DALB	LOC108026855|XP_016953523.1|DBIA
OG0000891	LOC117564662|XP_034099415.1|DALB	LOC108033990|XP_016964204.1|DBIA
OG0000892	LOC117568130|XP_034104428.1|DALB	LOC108028343|XP_016955584.1|DBIA
OG0000893	LOC117576917|XP_034117949.1|DALB	LOC108027010|XP_016953697.1|DBIA
OG0000894	LOC117573664|XP_034112883.1|DALB	LOC108027393|XP_016954318.1|DBIA
OG0000895	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB	LOC108036594|XP_016968343.1|DBIA
OG0000896	LOC117564767|XP_034099560.1|DALB	LOC108023636|XP_016948741.1|DBIA
OG0000897	LOC117574931|XP_034114871.1|DALB	LOC108025126|XP_016950882.1|DBIA
OG0000897	LOC117575471|XP_034115579.1|DALB	LOC108025141|XP_016950902.1|DBIA
OG0000898	LOC117563873|XP_034098322.1|DALB, LOC117567227|XP_034102949.1|DALB, LOC117570101|XP_034107448.1|DALB	LOC108029917|XP_016957900.1|DBIA, LOC108026833|XP_016953493.1|DBIA
OG0000899	LOC117575903|XP_034116239.1|DALB	LOC108031468|XP_016960401.1|DBIA, LOC108032200|XP_016961547.1|DBIA
OG0000900	LOC117566584|XP_034102017.1|DALB	LOC108026604|XP_016953066.1|DBIA
OG0000900	LOC117569985|XP_034107255.1|DALB	LOC108026599|XP_016953059.1|DBIA
OG0000901	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB	LOC108022426|XP_016946801.1|DBIA
OG0000902	LOC117569181|XP_034106144.1|DALB	LOC108023784|XP_016948912.1|DBIA
OG0000902	LOC117578119|XP_034119194.1|DALB	LOC108023783|XP_016948911.1|DBIA
OG0000904	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB	LOC108035259|XP_016966304.1|DBIA, LOC108035053|XP_016965922.1|DBIA
OG0000906	LOC117569191|XP_034106151.1|DALB, LOC117569194|XP_034106153.1|DALB	LOC108022390|XP_016946765.1|DBIA
OG0000907	LOC117567700|XP_034103722.1|DALB	LOC108026771|XP_016953404.1|DBIA
OG0000909	LOC117575793|XP_034116060.1|DALB	LOC108024413|XP_016949817.1|DBIA
OG0000911	LOC117569329|XP_034106350.1|DALB	LOC108023061|XP_016947797.1|DBIA
OG0000912	LOC117571931|XP_034110310.1|DALB	LOC108030517|XP_016958895.1|DBIA
OG0000913	LOC117567402|XP_034103252.1|DALB	LOC108030589|XP_016959050.1|DBIA
OG0000915	LOC117568462|XP_034105030.1|DALB	LOC108036285|XP_016967785.1|DBIA
OG0000916	LOC117565140|XP_034100003.1|DALB	LOC108036094|XP_016967534.1|DBIA
OG0000917	LOC117566187|XP_034101596.1|DALB	LOC108032529|XP_016961877.1|DBIA
OG0000918	LOC117566068|XP_034101417.1|DALB	LOC108032861|XP_016962354.1|DBIA, LOC108027669|XP_016954703.1|DBIA
OG0000920	LOC117578265|XP_034119578.1|DALB	LOC108033176|XP_016962902.1|DBIA
OG0000922	LOC117566843|XP_034102322.1|DALB	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA
OG0000923	LOC117574976|XP_034114933.1|DALB	LOC108028090|XP_016955223.1|DBIA, LOC108031671|XP_016960800.1|DBIA
OG0000924	LOC117569933|XP_034107186.1|DALB	LOC108034936|XP_016965734.1|DBIA
OG0000925	LOC117576127|XP_034116577.1|DALB	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA
OG0000926	LOC117574374|XP_034114098.1|DALB	LOC108027133|XP_016953840.1|DBIA
OG0000926	LOC117574600|XP_034114378.1|DALB	LOC108026094|XP_016952283.1|DBIA
OG0000927	LOC117573509|XP_034112629.1|DALB	LOC108025319|XP_016951219.1|DBIA
OG0000927	LOC117573508|XP_034112628.1|DALB	LOC108025318|XP_016951217.1|DBIA
OG0000928	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB	LOC108032695|XP_016962158.1|DBIA, LOC108032696|XP_016962162.1|DBIA
OG0000929	LOC117563995|XP_034098476.1|DALB	LOC108029241|XP_016956925.1|DBIA
OG0000929	LOC117563996|XP_034098477.1|DALB	LOC108029242|XP_016956926.1|DBIA
OG0000930	LOC117571734|XP_034109944.1|DALB	LOC108030526|XP_016958905.1|DBIA, LOC108030663|XP_016959174.1|DBIA
OG0000931	LOC117571251|XP_034109196.1|DALB	LOC108022289|XP_016946637.1|DBIA
OG0000931	LOC117563946|XP_034098408.1|DALB	LOC108032440|XP_016961753.1|DBIA
OG0000932	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB	LOC108028073|XP_016955203.1|DBIA
OG0000933	LOC117570383|XP_034107869.1|DALB	LOC108022179|XP_016946520.1|DBIA
OG0000933	LOC117570384|XP_034107872.1|DALB	LOC108023095|XP_016947845.1|DBIA
OG0000934	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB	LOC108029734|XP_016957710.1|DBIA, LOC108029735|XP_016957711.1|DBIA
OG0000935	LOC117573817|XP_034113134.1|DALB	LOC108024492|XP_016949915.1|DBIA
OG0000936	LOC117570689|XP_034108386.1|DALB	LOC108023944|XP_016949121.1|DBIA
OG0000938	LOC117573958|XP_034113392.1|DALB	LOC108026675|XP_016953240.1|DBIA
OG0000939	LOC117564610|XP_034099357.1|DALB	LOC108033849|XP_016963972.1|DBIA
OG0000940	LOC117577954|XP_034118888.1|DALB	LOC108021992|XP_016946321.1|DBIA
OG0000940	LOC117569688|XP_034106829.1|DALB	LOC108031095|XP_016959796.1|DBIA
OG0000941	LOC117577589|XP_034118324.1|DALB	LOC108023734|XP_016948861.1|DBIA
OG0000942	LOC117566829|XP_034102289.1|DALB	LOC108028254|XP_016955428.1|DBIA
OG0000943	LOC117567542|XP_034103480.1|DALB	LOC108030082|XP_016958208.1|DBIA
OG0000944	LOC117577556|XP_034118280.1|DALB	LOC108024028|XP_016949284.1|DBIA
OG0000944	LOC117575856|XP_034116167.1|DALB	LOC108032445|XP_016961759.1|DBIA
OG0000945	LOC117567513|XP_034103449.1|DALB	LOC108029172|XP_016956812.1|DBIA, LOC108029257|XP_016956945.1|DBIA
OG0000946	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB	LOC108036735|XP_016968529.1|DBIA
OG0000947	LOC117571451|XP_034109489.1|DALB	LOC108026655|XP_016953181.1|DBIA
OG0000948	LOC117572178|XP_034110721.1|DALB	LOC108035440|XP_016966563.1|DBIA
OG0000949	LOC117565923|XP_034101190.1|DALB	LOC108032391|XP_016961736.1|DBIA
OG0000949	LOC117565933|XP_034101213.1|DALB	LOC108032497|XP_016961846.1|DBIA
OG0000950	LOC117576214|XP_034116710.1|DALB	LOC108027072|XP_016953775.1|DBIA
OG0000951	LOC117576018|XP_034116417.1|DALB	LOC108027414|XP_016954341.1|DBIA
OG0000952	LOC117563833|XP_034098252.1|DALB	LOC108036808|XP_016968648.1|DBIA, LOC108036647|XP_016968416.1|DBIA, LOC108034291|XP_016964640.1|DBIA, LOC108022616|XP_016947148.1|DBIA
OG0000954	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB	LOC108029423|XP_016957156.1|DBIA
OG0000955	LOC117573900|XP_034113299.1|DALB	LOC108024331|XP_016949722.1|DBIA
OG0000955	LOC117574481|XP_034114209.1|DALB	LOC108024332|XP_016949723.1|DBIA
OG0000956	LOC117576792|XP_034117742.1|DALB	LOC108032080|XP_016961392.1|DBIA
OG0000956	LOC117576100|XP_034116549.1|DALB	LOC108032176|XP_016961518.1|DBIA
OG0000957	LOC117566541|XP_034101973.1|DALB	LOC108022106|XP_016946438.1|DBIA
OG0000958	LOC117568423|XP_034104963.1|DALB	LOC108024911|XP_016950590.1|DBIA, LOC108022365|XP_016946735.1|DBIA
OG0000959	LOC117565374|XP_034100334.1|DALB, LOC117574475|XP_034114204.1|DALB	LOC108035876|XP_016967115.1|DBIA, LOC108025390|XP_016951352.1|DBIA
OG0000960	LOC117575827|XP_034116122.1|DALB, LOC117576993|XP_034118070.1|DALB, LOC117575902|XP_034116238.1|DALB, LOC117574508|XP_034114258.1|DALB, LOC117575901|XP_034116235.1|DALB, LOC117569004|XP_034105882.1|DALB, LOC117577091|XP_034118083.1|DALB	LOC108023246|XP_016948014.1|DBIA
OG0000961	LOC117571816|XP_034110078.1|DALB	LOC108030558|XP_016958942.1|DBIA
OG0000961	LOC117571815|XP_034110076.1|DALB	LOC108030561|XP_016958947.1|DBIA
OG0000963	LOC117577968|XP_034118914.1|DALB	LOC108035825|XP_016967064.1|DBIA
OG0000964	LOC117570877|XP_034108661.1|DALB	LOC108035768|XP_016966961.1|DBIA, LOC108022663|XP_016947219.1|DBIA
OG0000965	LOC117576869|XP_034117866.1|DALB	LOC108023687|XP_016948797.1|DBIA
OG0000966	LOC117568065|XP_034104314.1|DALB	LOC108029326|XP_016957010.1|DBIA, LOC108025117|XP_016950871.1|DBIA
OG0000968	LOC117568512|XP_034105105.1|DALB	LOC108035402|XP_016966511.1|DBIA
OG0000969	LOC117567320|XP_034103110.1|DALB	LOC108022171|XP_016946505.1|DBIA
OG0000970	LOC117573597|XP_034112782.1|DALB	LOC108026396|XP_016952808.1|DBIA
OG0000971	LOC117564194|XP_034098759.1|DALB	LOC108035276|XP_016966329.1|DBIA, LOC108034965|XP_016965767.1|DBIA
OG0000972	LOC117567498|XP_034103419.1|DALB	LOC108028304|XP_016955515.1|DBIA
OG0000973	LOC117570199|XP_034107580.1|DALB	LOC108025685|XP_016951709.1|DBIA
OG0000974	LOC117566391|XP_034101790.1|DALB	LOC108034728|XP_016965156.1|DBIA
OG0000975	LOC117573970|XP_034113401.1|DALB	LOC108024728|XP_016950310.1|DBIA
OG0000976	LOC117574839|XP_034114721.1|DALB	LOC108031403|XP_016960276.1|DBIA
OG0000977	LOC117573533|XP_034112674.1|DALB	LOC108032003|XP_016961288.1|DBIA
OG0000978	LOC117573698|XP_034112951.1|DALB	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA
OG0000979	LOC117572496|XP_034111238.1|DALB	LOC108026659|XP_016953187.1|DBIA
OG0000980	LOC117576728|XP_034117640.1|DALB	LOC108030947|XP_016959635.1|DBIA
OG0000981	LOC117565479|XP_034100475.1|DALB	LOC108033460|XP_016963284.1|DBIA
OG0000982	LOC117575424|XP_034115515.1|DALB	LOC108025034|XP_016950778.1|DBIA, LOC108031626|XP_016960720.1|DBIA, LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA
OG0000984	LOC117571238|XP_034109183.1|DALB	LOC108025983|XP_016952165.1|DBIA
OG0000985	LOC117567459|XP_034103365.1|DALB	LOC108022061|XP_016946395.1|DBIA
OG0000985	LOC117568882|XP_034105673.1|DALB	LOC108022060|XP_016946393.1|DBIA
OG0000986	LOC117565557|XP_034100616.1|DALB	LOC108033370|XP_016963177.1|DBIA
OG0000987	LOC117564830|XP_034099646.1|DALB	LOC108032487|XP_016961796.1|DBIA
OG0000990	LOC117578241|XP_034119552.1|DALB	LOC108024263|XP_016949639.1|DBIA
OG0000991	LOC117577906|XP_034118798.1|DALB	LOC108033083|XP_016962746.1|DBIA
OG0000992	LOC117573420|XP_034112517.1|DALB	LOC108036245|XP_016967742.1|DBIA, LOC108024866|XP_016950497.1|DBIA
OG0000993	LOC117575298|XP_034115339.1|DALB	LOC108025362|XP_016951311.1|DBIA, LOC108025013|XP_016950757.1|DBIA
OG0000994	LOC117577746|XP_034118548.1|DALB	LOC108033218|XP_016962970.1|DBIA
OG0000995	LOC117567794|XP_034103912.1|DALB	LOC108033495|XP_016963323.1|DBIA
OG0000996	LOC117569493|XP_034106565.1|DALB	LOC108030191|XP_016958431.1|DBIA
OG0000997	LOC117570903|XP_034108698.1|DALB	LOC108036898|XP_016968767.1|DBIA, LOC108029851|XP_016957829.1|DBIA
OG0000998	LOC117572254|XP_034110833.1|DALB	LOC108027963|XP_016955080.1|DBIA
OG0000999	LOC117565821|XP_034101016.1|DALB	LOC108022270|XP_016946617.1|DBIA, LOC108023695|XP_016948808.1|DBIA
OG0001000	LOC117567199|XP_034102918.1|DALB	LOC108022035|XP_016946370.1|DBIA
OG0001001	LOC117569255|XP_034106219.1|DALB	LOC108026741|XP_016953350.1|DBIA
OG0001002	LOC117565196|XP_034100091.1|DALB	LOC108034190|XP_016964501.1|DBIA
OG0001003	LOC117575955|XP_034116324.1|DALB	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA
OG0001004	LOC117575813|XP_034116097.1|DALB	LOC108031123|XP_016959824.1|DBIA
OG0001005	LOC117570208|XP_034107592.1|DALB	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA
OG0001006	LOC117571697|XP_034109882.1|DALB	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA
OG0001007	LOC117573232|XP_034112174.1|DALB, LOC117568272|XP_034104654.1|DALB	LOC108028678|XP_016956107.1|DBIA
OG0001008	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB	LOC108024457|XP_016949863.1|DBIA, LOC108025611|XP_016951635.1|DBIA
OG0001009	LOC117575770|XP_034116027.1|DALB	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA
OG0001010	LOC117565022|XP_034099858.1|DALB	LOC108023365|XP_016948253.1|DBIA, LOC108036842|XP_016968696.1|DBIA
OG0001011	LOC117564539|XP_034099251.1|DALB	LOC108033538|XP_016963371.1|DBIA
OG0001012	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB	LOC108032969|XP_016962529.1|DBIA, LOC108033023|XP_016962640.1|DBIA
OG0001013	LOC117572469|XP_034111207.1|DALB	LOC108035090|XP_016965999.1|DBIA
OG0001013	LOC117568614|XP_034105266.1|DALB	LOC108028086|XP_016955217.1|DBIA
OG0001014	LOC117569474|XP_034106533.1|DALB	LOC108028474|XP_016955824.1|DBIA
OG0001014	LOC117568105|XP_034104388.1|DALB	LOC108035368|XP_016966456.1|DBIA
OG0001015	LOC117577743|XP_034118545.1|DALB	LOC108027598|XP_016954606.1|DBIA
OG0001015	LOC117577812|XP_034118633.1|DALB	LOC108027629|XP_016954640.1|DBIA
OG0001016	LOC117564638|XP_034099390.1|DALB, LOC117569705|XP_034106864.1|DALB	LOC108026095|XP_016952284.1|DBIA, LOC108026106|XP_016952295.1|DBIA, LOC108033045|XP_016962660.1|DBIA
OG0001017	LOC117571541|XP_034109625.1|DALB	LOC108036378|XP_016967968.1|DBIA
OG0001020	LOC117567376|XP_034103215.1|DALB	LOC108027548|XP_016954498.1|DBIA
OG0001021	LOC117566208|XP_034101627.1|DALB	LOC108034022|XP_016964246.1|DBIA
OG0001022	LOC117564466|XP_034099149.1|DALB	LOC108025890|XP_016952057.1|DBIA
OG0001025	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA
OG0001026	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB	LOC108029578|XP_016957429.1|DBIA
OG0001027	LOC117572768|XP_034111747.1|DALB	LOC108035934|XP_016967212.1|DBIA
OG0001028	LOC117563841|XP_034098261.1|DALB	LOC108029018|XP_016956552.1|DBIA
OG0001029	LOC117569349|XP_034106373.1|DALB	LOC108036516|XP_016968211.1|DBIA
OG0001031	LOC117565334|XP_034100274.1|DALB	LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA
OG0001032	LOC117565668|XP_034100790.1|DALB	LOC108027376|XP_016954296.1|DBIA
OG0001033	LOC117566751|XP_034102186.1|DALB	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA
OG0001034	LOC117567281|XP_034103039.1|DALB	LOC108035141|XP_016966071.1|DBIA
