Orthogroup	DALB.longest_only	DBUS.longest_only
OG0000428	LOC117568170|XP_034104494.1|DALB	LOC108600418|XP_017843469.1|DBUS
OG0000428	LOC117568169|XP_034104493.1|DALB	LOC108600419|XP_017843470.2|DBUS
OG0000429	LOC117568538|XP_034105147.1|DALB	LOC117134709|XP_033149127.1|DBUS
OG0000430	LOC117574689|XP_034114486.1|DALB	LOC108602430|XP_017846037.1|DBUS
OG0000433	LOC117575919|XP_034116268.1|DALB	LOC108606800|XP_017852752.1|DBUS
OG0000433	LOC117572721|XP_034111674.1|DALB	LOC108599596|XP_017842035.1|DBUS
OG0000434	LOC117573374|XP_034112402.1|DALB	LOC108603339|XP_017847560.1|DBUS
OG0000434	LOC117570392|XP_034107897.1|DALB, LOC117571069|XP_034108930.1|DALB	LOC108596629|XP_017838065.1|DBUS
OG0000435	LOC117567736|XP_034103812.1|DALB	LOC108605027|XP_017850084.1|DBUS
OG0000438	LOC117573307|XP_034112303.1|DALB	LOC108601968|XP_017845445.1|DBUS
OG0000439	LOC117565270|XP_034100188.1|DALB	LOC108594507|XP_033150665.1|DBUS
OG0000439	LOC117571111|XP_034108985.1|DALB	LOC108598194|XP_017840298.2|DBUS
OG0000440	LOC117570223|XP_034107613.1|DALB, LOC117570224|XP_034107614.1|DALB, LOC117570222|XP_034107612.1|DALB	LOC108597650|XP_017839794.1|DBUS, LOC108597649|XP_017839793.1|DBUS
OG0000440	LOC117567896|XP_034104059.1|DALB	LOC108595640|XP_017836400.1|DBUS
OG0000441	LOC117570102|XP_034107450.1|DALB	LOC108595815|XP_017836594.1|DBUS
OG0000441	LOC117569290|XP_034106286.1|DALB	LOC108595711|XP_017836482.1|DBUS
OG0000442	LOC117568984|XP_034105842.1|DALB	LOC108599457|XP_017841782.2|DBUS
OG0000443	LOC117569537|XP_034106631.1|DALB	LOC108598826|XP_017841067.1|DBUS
OG0000443	LOC117570957|XP_034108783.1|DALB	LOC108598965|XP_017841225.1|DBUS
OG0000444	LOC117564594|XP_034099337.1|DALB	LOC108594808|XP_017835439.1|DBUS
OG0000444	LOC117564527|XP_034099239.1|DALB	LOC108594820|XP_017835450.1|DBUS
OG0000446	LOC117575905|XP_034116240.1|DALB	LOC108601956|XP_017845430.2|DBUS
OG0000446	LOC117569928|XP_034107178.1|DALB	LOC108596488|XP_033149121.1|DBUS
OG0000448	LOC117576233|XP_034116742.1|DALB	LOC108601744|XP_017845153.2|DBUS
OG0000448	LOC117573579|XP_034112758.1|DALB, LOC117575855|XP_034116166.1|DALB	LOC108601626|XP_033150119.1|DBUS
OG0000449	LOC117572037|XP_034110488.1|DALB	LOC108600043|XP_017842877.1|DBUS
OG0000449	LOC117564461|XP_034099137.1|DALB	LOC108596492|XP_017837795.1|DBUS
OG0000450	LOC117578232|XP_034119507.1|DALB	LOC108605329|XP_033150295.1|DBUS
OG0000450	LOC117566468|XP_034101893.1|DALB	LOC108606942|XP_017852983.1|DBUS
OG0000451	LOC117577647|XP_034118420.1|DALB	LOC108606406|XP_017851980.1|DBUS
OG0000451	LOC117577648|XP_034118423.1|DALB	LOC108606405|XP_017851979.1|DBUS
OG0000454	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB	LOC108607945|XP_017854550.1|DBUS, LOC108607946|XP_017854551.2|DBUS, LOC108597283|XP_033149976.1|DBUS
OG0000455	LOC117568561|XP_034105180.1|DALB	LOC108596901|XP_017838580.1|DBUS
OG0000456	LOC117563277|XP_034097400.1|DALB	LOC108608258|XP_033150053.1|DBUS
OG0000457	LOC117565212|XP_034100110.1|DALB	LOC108598909|XP_033150733.1|DBUS
OG0000457	LOC117564515|XP_034099226.1|DALB	LOC108607636|XP_033149578.1|DBUS
OG0000458	LOC117563861|XP_034098286.1|DALB	LOC108607022|XP_033149992.1|DBUS
OG0000460	LOC117565458|XP_034100451.1|DALB	LOC108608333|XP_017855163.1|DBUS
OG0000462	LOC117575942|XP_034116293.1|DALB	LOC108603008|XP_017846892.1|DBUS
OG0000462	LOC117575940|XP_034116292.1|DALB	LOC108603007|XP_017846890.1|DBUS
OG0000463	LOC117574386|XP_034114111.1|DALB	LOC108601515|XP_017844903.1|DBUS
OG0000463	LOC117574482|XP_034114210.1|DALB, LOC117574479|XP_034114208.1|DALB, LOC117574478|XP_034114207.1|DALB	LOC108601481|XP_033150130.1|DBUS, LOC108595813|XP_017836596.2|DBUS
OG0000464	LOC117563862|XP_034098309.1|DALB	LOC108607097|XP_033150843.1|DBUS
OG0000464	LOC117566161|XP_034101552.1|DALB	LOC108606232|XP_017851656.1|DBUS
OG0000465	LOC117576223|XP_034116725.1|DALB	LOC108605063|XP_017850119.1|DBUS
OG0000465	LOC117576222|XP_034116722.1|DALB	LOC108602829|XP_017846552.1|DBUS
OG0000466	LOC117570655|XP_034108330.1|DALB	LOC108606045|XP_017851382.1|DBUS
OG0000466	LOC117564787|XP_034099588.1|DALB	LOC108594401|XP_017835057.1|DBUS
OG0000467	LOC117571055|XP_034108913.1|DALB	LOC117134632|XP_017837083.1|DBUS
OG0000467	LOC117568018|XP_034104237.1|DALB	LOC108594730|XP_033148919.1|DBUS
OG0000468	LOC117571922|XP_034110294.1|DALB	LOC108596066|XP_017836950.1|DBUS
OG0000469	LOC117565858|XP_034101077.1|DALB	LOC108608447|XP_033150823.1|DBUS
OG0000469	LOC117565982|XP_034101278.1|DALB	LOC108607865|XP_033150865.1|DBUS
OG0000470	LOC117567360|XP_034103189.1|DALB	LOC108599162|XP_017841438.1|DBUS
OG0000470	LOC117570696|XP_034108390.1|DALB	LOC108600871|XP_017844171.1|DBUS
OG0000471	LOC117571140|XP_034109033.1|DALB	LOC108599012|XP_017841278.1|DBUS
OG0000471	LOC117564774|XP_034099564.1|DALB	LOC108597544|XP_017839642.2|DBUS
OG0000473	LOC117578220|XP_034119485.1|DALB	LOC108606785|XP_017852707.1|DBUS
OG0000473	LOC117573572|XP_034112789.1|DALB	LOC108606568|XP_017852275.1|DBUS
OG0000474	LOC117567868|XP_034104029.1|DALB	LOC108606889|XP_017852903.1|DBUS
OG0000474	LOC117568378|XP_034104876.1|DALB	LOC108599045|XP_017841314.1|DBUS
OG0000475	LOC117575976|XP_034116347.1|DALB	LOC108603139|XP_017847164.1|DBUS
OG0000475	LOC117568537|XP_034105146.1|DALB	LOC108596826|XP_017838432.1|DBUS
OG0000475	LOC117575974|XP_034116343.1|DALB	LOC108603138|XP_033149782.1|DBUS
OG0000476	LOC117574092|XP_034113618.1|DALB	LOC108601874|XP_017845333.1|DBUS
OG0000476	LOC117574302|XP_034113999.1|DALB	LOC108601876|XP_017845334.1|DBUS
OG0000477	LOC117576734|XP_034117651.1|DALB	LOC108603330|XP_017847543.1|DBUS
OG0000477	LOC117576735|XP_034117653.1|DALB	LOC108603329|XP_017847541.1|DBUS
OG0000478	LOC117577931|XP_034118825.1|DALB, LOC117574156|XP_034113728.1|DALB	LOC108604187|XP_017849026.1|DBUS
OG0000479	LOC117576315|XP_034116861.1|DALB	LOC108596434|XP_017837656.1|DBUS, LOC108602210|XP_017845746.1|DBUS
OG0000480	LOC117564375|XP_034098985.1|DALB	LOC108608176|XP_017854923.1|DBUS
OG0000480	LOC117564374|XP_034098982.1|DALB	LOC108608263|XP_017855045.2|DBUS
OG0000482	LOC117576116|XP_034116565.1|DALB	LOC108602417|XP_017846021.1|DBUS
OG0000482	LOC117576192|XP_034116676.1|DALB	LOC108602929|XP_017846761.1|DBUS
OG0000483	LOC117574894|XP_034114822.1|DALB	LOC108601521|XP_017844910.1|DBUS
OG0000483	LOC117573301|XP_034112297.1|DALB	LOC108601522|XP_017844911.1|DBUS
OG0000484	LOC117575936|XP_034116287.1|DALB	LOC108601234|XP_017844622.1|DBUS
OG0000484	LOC117576719|XP_034117630.1|DALB	LOC108603005|XP_017846888.1|DBUS
OG0000485	LOC117568025|XP_034104248.1|DALB	LOC108598797|XP_017841030.2|DBUS
OG0000485	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB	LOC108598796|XP_017841029.1|DBUS
OG0000486	LOC117568199|XP_034104555.1|DALB	LOC108596151|XP_017837135.1|DBUS, LOC108596152|XP_017837136.1|DBUS
OG0000486	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB	LOC108596150|XP_017837133.1|DBUS
OG0000487	LOC117572563|XP_034111331.1|DALB	LOC108596686|XP_017838191.1|DBUS
OG0000487	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB	LOC108596684|XP_017838190.1|DBUS
OG0000489	LOC117576379|XP_034116968.1|DALB	LOC108601233|XP_017844621.1|DBUS
OG0000489	LOC117567573|XP_034103540.1|DALB	LOC108605120|XP_017850171.1|DBUS
OG0000490	LOC117578022|XP_034119012.1|DALB	LOC108604935|XP_017849993.2|DBUS
OG0000490	LOC117574832|XP_034114709.1|DALB	LOC108605671|XP_033150192.1|DBUS
OG0000491	LOC117567551|XP_034103500.1|DALB	LOC108596506|XP_017837835.1|DBUS
OG0000492	LOC117569977|XP_034107244.1|DALB	LOC108595995|XP_017836771.1|DBUS
OG0000493	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB	LOC108594289|XP_017834920.1|DBUS
OG0000494	LOC117565717|XP_034100859.1|DALB	LOC108606028|XP_017851344.1|DBUS
OG0000494	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB	LOC108601934|XP_017845401.1|DBUS
OG0000494	LOC117563507|XP_034097772.1|DALB	LOC108607321|XP_017853484.2|DBUS
OG0000495	LOC117570390|XP_034107900.1|DALB	LOC108607252|XP_017853424.1|DBUS
OG0000495	LOC117570750|XP_034108463.1|DALB	LOC108595134|XP_033148928.1|DBUS
OG0000496	LOC117566054|XP_034101400.1|DALB	LOC108607804|XP_017854336.2|DBUS
OG0000496	LOC117565995|XP_034101305.1|DALB	LOC108606710|XP_033150553.1|DBUS
OG0000497	LOC117565266|XP_034100182.1|DALB	LOC108608244|XP_017855020.1|DBUS
OG0000497	LOC117564629|XP_034099376.1|DALB	LOC108608243|XP_017855019.1|DBUS
OG0000498	LOC117573306|XP_034112302.1|DALB	LOC108601527|XP_017844916.1|DBUS
OG0000498	LOC117575291|XP_034115329.1|DALB	LOC108601529|XP_017844918.1|DBUS
OG0000499	LOC117566916|XP_034102428.1|DALB	LOC108595373|XP_017836089.1|DBUS
OG0000499	LOC117578361|XP_034119695.1|DALB	LOC108605782|XP_017851073.1|DBUS
OG0000500	LOC117568873|XP_034105654.1|DALB	LOC108598631|XP_017840820.1|DBUS
OG0000500	LOC117568872|XP_034105653.1|DALB	LOC108598855|XP_033149397.1|DBUS
OG0000501	LOC117566728|XP_034102162.1|DALB	LOC108596166|XP_017837162.1|DBUS, LOC108596167|XP_017837163.1|DBUS
OG0000502	LOC117570858|XP_034108629.1|DALB	LOC108595426|XP_017836143.1|DBUS
OG0000504	LOC117570036|XP_034107352.1|DALB	LOC108596168|XP_017837167.1|DBUS, LOC108601108|XP_033149346.1|DBUS
OG0000505	LOC117573327|XP_034112331.1|DALB	LOC108606873|XP_017852885.1|DBUS
OG0000505	LOC117571310|XP_034109279.1|DALB	LOC108605502|XP_017850739.1|DBUS
OG0000506	LOC117573661|XP_034112880.1|DALB	LOC108602955|XP_017846796.1|DBUS
OG0000506	LOC117573805|XP_034113108.1|DALB	LOC108602956|XP_017846797.1|DBUS
OG0000507	LOC117576971|XP_034118043.1|DALB	LOC108606223|XP_017851609.1|DBUS
OG0000507	LOC117568198|XP_034104558.1|DALB	LOC117134647|XP_017851605.1|DBUS
OG0000508	LOC117571360|XP_034109359.1|DALB	LOC108599042|XP_017841310.1|DBUS
OG0000508	LOC117571471|XP_034109516.1|DALB	LOC108598122|XP_017840227.1|DBUS
OG0000509	LOC117567337|XP_034103147.1|DALB	LOC108596839|XP_017838456.1|DBUS
OG0000509	LOC117567334|XP_034103144.1|DALB	LOC108596688|XP_017838193.1|DBUS
OG0000510	LOC117572436|XP_034111155.1|DALB	LOC108596336|XP_017837479.1|DBUS
OG0000511	LOC117564449|XP_034099117.1|DALB	LOC108594496|XP_017835181.1|DBUS
OG0000511	LOC117564447|XP_034099116.1|DALB	LOC108598453|XP_017840588.2|DBUS
OG0000513	LOC117566895|XP_034102401.1|DALB	LOC108597032|XP_017838814.1|DBUS
OG0000513	LOC117565466|XP_034100463.1|DALB	LOC108597626|XP_017839762.2|DBUS
OG0000514	LOC117565332|XP_034100270.1|DALB	LOC108599549|XP_017841933.2|DBUS
OG0000514	LOC117564904|XP_034099748.1|DALB	LOC108608448|XP_017855316.1|DBUS
OG0000515	LOC117573227|XP_034112167.1|DALB	LOC108607415|XP_017853695.1|DBUS
OG0000515	LOC117570797|XP_034108543.1|DALB	LOC108600368|XP_017843395.1|DBUS
OG0000516	LOC117578001|XP_034118993.1|DALB	LOC108605975|XP_033150222.1|DBUS
OG0000516	LOC117564564|XP_034099291.1|DALB	LOC108605334|XP_033150223.1|DBUS
OG0000517	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB	LOC108599512|XP_017841869.2|DBUS
OG0000517	LOC117571814|XP_034110075.1|DALB	LOC108599510|XP_017841866.1|DBUS
OG0000518	LOC117572704|XP_034111651.1|DALB	LOC108600991|XP_017844343.2|DBUS
OG0000519	LOC117578139|XP_034119244.1|DALB, LOC117578141|XP_034119248.1|DALB, LOC117578142|XP_034119251.1|DALB, LOC117578140|XP_034119247.1|DALB	LOC108604951|XP_033150406.1|DBUS, LOC108606625|XP_017852400.1|DBUS
OG0000521	LOC117577891|XP_034118760.1|DALB	LOC108605597|XP_017850861.1|DBUS
OG0000521	LOC117567494|XP_034103418.1|DALB	LOC108607174|XP_033150359.1|DBUS
OG0000522	LOC117577337|XP_034118181.1|DALB	LOC108605160|XP_017850231.1|DBUS
OG0000523	LOC117574359|XP_034114084.1|DALB	LOC108604389|XP_017849335.1|DBUS
OG0000523	LOC117569690|XP_034106838.1|DALB	LOC108606259|XP_017851704.1|DBUS
OG0000524	LOC117573923|XP_034113327.1|DALB	LOC108603982|XP_017848697.1|DBUS
OG0000525	LOC117567161|XP_034102865.1|DALB	LOC108597586|XP_017839695.1|DBUS
OG0000526	LOC117564252|XP_034098847.1|DALB	LOC108603066|XP_017847004.2|DBUS
OG0000526	LOC117572745|XP_034111713.1|DALB	LOC108596578|XP_017837991.1|DBUS
OG0000527	LOC117565756|XP_034100898.1|DALB	LOC108607852|XP_017854421.2|DBUS
OG0000527	LOC117566242|XP_034101679.1|DALB	LOC108595917|XP_033149916.1|DBUS
OG0000528	LOC117578385|XP_034119712.1|DALB	LOC108607615|XP_017854017.1|DBUS
OG0000529	LOC117565740|XP_034100876.1|DALB	LOC108598475|XP_017840655.1|DBUS
OG0000529	LOC117564582|XP_034099314.1|DALB	LOC108606430|XP_017852034.1|DBUS, LOC108606441|XP_017852045.1|DBUS
OG0000530	LOC117571193|XP_034109126.1|DALB	LOC108598640|XP_017840834.2|DBUS
OG0000530	LOC117571162|XP_034109063.1|DALB	LOC108599143|XP_033149536.1|DBUS
OG0000531	LOC117565336|XP_034100276.1|DALB	LOC108600171|XP_017843069.1|DBUS
OG0000531	LOC117565556|XP_034100615.1|DALB	LOC108607925|XP_017854528.2|DBUS
OG0000532	LOC117576083|XP_034116522.1|DALB	LOC108602981|XP_017846856.1|DBUS, LOC108602982|XP_017846857.2|DBUS
OG0000532	LOC117575284|XP_034115318.1|DALB	LOC108602983|XP_017846858.1|DBUS
OG0000533	LOC117569997|XP_034107280.1|DALB	LOC108606118|XP_017851461.1|DBUS
OG0000533	LOC117573993|XP_034113432.1|DALB	LOC108604646|XP_017849685.1|DBUS
OG0000534	LOC117578034|XP_034119039.1|DALB	LOC108606757|XP_017852651.1|DBUS
OG0000534	LOC117568271|XP_034104653.1|DALB	LOC108601002|XP_033149627.1|DBUS
OG0000535	LOC117567969|XP_034104168.1|DALB	LOC108595799|XP_017836579.1|DBUS
OG0000535	LOC117570234|XP_034107629.1|DALB	LOC108595694|XP_017836465.1|DBUS
OG0000536	LOC117569953|XP_034107207.1|DALB	LOC108600702|XP_017843912.1|DBUS
OG0000537	LOC117570048|XP_034107366.1|DALB	LOC108595146|XP_017835801.1|DBUS
OG0000538	LOC117568064|XP_034104311.1|DALB	LOC108597300|XP_017839267.1|DBUS
OG0000538	LOC117568809|XP_034105561.1|DALB	LOC108595482|XP_017836221.1|DBUS
OG0000539	LOC117574978|XP_034114935.1|DALB	LOC108602420|XP_017846023.1|DBUS
OG0000539	LOC117576115|XP_034116563.1|DALB	LOC108602112|XP_017845626.1|DBUS
OG0000540	LOC117565442|XP_034100424.1|DALB	LOC108602949|XP_017846792.1|DBUS
OG0000542	LOC117574053|XP_034113556.1|DALB	LOC108602847|XP_017846605.1|DBUS
OG0000542	LOC117573207|XP_034112097.1|DALB	LOC108607338|XP_017853510.1|DBUS
OG0000543	LOC117573902|XP_034113301.1|DALB	LOC108602308|XP_017845880.1|DBUS
OG0000543	LOC117572386|XP_034111050.1|DALB	LOC108597250|XP_017839191.1|DBUS
OG0000544	LOC117568673|XP_034105370.1|DALB	LOC108598572|XP_017840747.1|DBUS
OG0000544	LOC117575460|XP_034115560.1|DALB	LOC108601988|XP_017845471.1|DBUS
OG0000545	LOC117575100|XP_034115092.1|DALB	LOC108604827|XP_017849929.1|DBUS
OG0000545	LOC117575101|XP_034115093.1|DALB	LOC108601838|XP_017845270.1|DBUS
OG0000546	LOC117573648|XP_034112859.1|DALB	LOC108601923|XP_017845389.1|DBUS
OG0000546	LOC117577896|XP_034118770.1|DALB	LOC108606610|XP_017852368.1|DBUS
OG0000547	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB	LOC117134897|XP_033150171.1|DBUS, LOC117134917|XP_033150290.1|DBUS
OG0000548	LOC117571556|XP_034109651.1|DALB	LOC108600001|XP_017842770.1|DBUS
OG0000548	LOC117571554|XP_034109648.1|DALB	LOC108599999|XP_017842768.1|DBUS
OG0000548	LOC117570985|XP_034108822.1|DALB	LOC108598747|XP_017840972.1|DBUS
OG0000549	LOC117569957|XP_034107218.1|DALB	LOC108597358|XP_017839362.1|DBUS
OG0000550	LOC117570320|XP_034107753.1|DALB	LOC108600246|XP_017843171.1|DBUS
OG0000550	LOC117569649|XP_034106785.1|DALB	LOC108599789|XP_017842337.1|DBUS
OG0000551	LOC117570425|XP_034107964.1|DALB	LOC117134707|XP_033149110.1|DBUS
OG0000552	LOC117576695|XP_034117582.1|DALB	LOC108604775|XP_017849861.1|DBUS
OG0000552	LOC117576694|XP_034117581.1|DALB	LOC108604553|XP_017849570.1|DBUS
OG0000553	LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB	LOC108607710|XP_017854200.1|DBUS
OG0000554	LOC117576527|XP_034117241.1|DALB	LOC108603333|XP_017847547.1|DBUS
OG0000554	LOC117574065|XP_034113579.1|DALB	LOC108603906|XP_017848577.1|DBUS
OG0000555	LOC117570039|XP_034107354.1|DALB	LOC108598841|XP_017841083.1|DBUS
OG0000555	LOC117569697|XP_034106847.1|DALB	LOC108600745|XP_017843982.2|DBUS
OG0000556	LOC117569341|XP_034106365.1|DALB	LOC108606358|XP_017851895.1|DBUS
OG0000556	LOC117575005|XP_034114973.1|DALB	LOC108601830|XP_017845260.1|DBUS
OG0000557	LOC117575409|XP_034115480.1|DALB	LOC108602380|XP_017845981.1|DBUS
OG0000557	LOC117576870|XP_034117862.1|DALB	LOC108601916|XP_017845382.1|DBUS
OG0000558	LOC117576425|XP_034117059.1|DALB	LOC108603053|XP_017846977.1|DBUS
OG0000558	LOC117565670|XP_034100797.1|DALB	LOC108606036|XP_017851352.1|DBUS
OG0000559	LOC117575571|XP_034115725.1|DALB	LOC108601255|XP_033149943.1|DBUS
OG0000559	LOC117568325|XP_034104797.1|DALB	LOC108598234|XP_017840339.2|DBUS
OG0000560	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB	LOC108596462|XP_017837702.1|DBUS
OG0000560	LOC117567915|XP_034104085.1|DALB	LOC108596461|XP_017837700.1|DBUS
OG0000561	LOC117570739|XP_034108452.1|DALB	LOC108598408|XP_017840520.2|DBUS
OG0000561	LOC117570772|XP_034108498.1|DALB	LOC108599822|XP_017842414.2|DBUS
OG0000562	LOC117568411|XP_034104943.1|DALB	LOC108600189|XP_017843087.1|DBUS
OG0000562	LOC117567105|XP_034102777.1|DALB	LOC108600901|XP_017844217.1|DBUS
OG0000563	LOC117570842|XP_034108613.1|DALB	LOC108598153|XP_017840259.1|DBUS
OG0000563	LOC117572449|XP_034111172.1|DALB, LOC117571420|XP_034109451.1|DALB	LOC108600836|XP_017844121.1|DBUS, LOC108599041|XP_017841309.1|DBUS, LOC108599197|XP_017841481.1|DBUS
OG0000563	LOC117571656|XP_034109782.1|DALB	LOC108599600|XP_017842042.1|DBUS
OG0000564	LOC117569885|XP_034107115.1|DALB	LOC108599307|XP_017841598.1|DBUS
OG0000564	LOC117569684|XP_034106823.1|DALB	LOC108599368|XP_017841662.1|DBUS
OG0000565	LOC117573121|XP_034111937.1|DALB, LOC117567050|XP_034102663.1|DALB	LOC108604899|XP_017849967.1|DBUS
OG0000566	LOC117575463|XP_034115566.1|DALB	LOC108603666|XP_017848148.1|DBUS
OG0000566	LOC117572277|XP_034110872.1|DALB	LOC108601114|XP_017844522.1|DBUS
OG0000567	LOC117577760|XP_034118562.1|DALB	LOC108605691|XP_017850972.1|DBUS
OG0000567	LOC117577978|XP_034118955.1|DALB	LOC108605747|XP_017851035.1|DBUS
OG0000568	LOC117567383|XP_034103226.1|DALB	LOC108607079|XP_033150286.1|DBUS
OG0000568	LOC117573488|XP_034112606.1|DALB	LOC108604579|XP_017849599.1|DBUS
OG0000569	LOC117563357|XP_034097537.1|DALB, LOC117576605|XP_034117395.1|DALB	LOC108603949|XP_017848630.1|DBUS
OG0000569	LOC117573194|XP_034112079.1|DALB	LOC117134664|XP_033148957.1|DBUS
OG0000570	LOC117576577|XP_034117342.1|DALB	LOC108601811|XP_017845236.1|DBUS
OG0000570	LOC117576578|XP_034117343.1|DALB	LOC108601699|XP_017845101.1|DBUS
OG0000571	LOC117574018|XP_034113497.1|DALB	LOC108603985|XP_017848703.2|DBUS
OG0000571	LOC117576764|XP_034117702.1|DALB	LOC108604085|XP_017848851.1|DBUS
OG0000572	LOC117574189|XP_034113773.1|DALB	LOC108602301|XP_033149931.1|DBUS
OG0000572	LOC117575540|XP_034115685.1|DALB	LOC108602272|XP_017845817.1|DBUS
OG0000573	LOC117568114|XP_034104406.1|DALB	LOC108600971|XP_017844317.1|DBUS
OG0000573	LOC117566653|XP_034102087.1|DALB	LOC108596604|XP_017838025.1|DBUS
OG0000574	LOC117567035|XP_034102632.1|DALB	LOC108599664|XP_017842135.1|DBUS
OG0000574	LOC117575445|XP_034115546.1|DALB	LOC108603891|XP_017848554.1|DBUS
OG0000575	LOC117570493|XP_034108078.1|DALB	LOC108600792|XP_017844056.1|DBUS
OG0000575	LOC117570894|XP_034108687.1|DALB	LOC108598396|XP_017840505.2|DBUS
OG0000576	LOC117576193|XP_034116677.1|DALB	LOC108602041|XP_017845537.1|DBUS
OG0000577	LOC117563678|XP_034097996.1|DALB	LOC108594299|XP_017835027.2|DBUS
OG0000577	LOC117563369|XP_034097560.1|DALB	LOC108608040|XP_017854710.2|DBUS
OG0000578	LOC117563541|XP_034097811.1|DALB	LOC108594415|XP_017835074.2|DBUS
OG0000578	LOC117566833|XP_034102300.1|DALB	LOC108596764|XP_017838345.1|DBUS
OG0000579	LOC117574311|XP_034114011.1|DALB	LOC108602480|XP_017846092.1|DBUS
OG0000579	LOC117568033|XP_034104264.1|DALB	LOC108600915|XP_017844237.2|DBUS
OG0000580	LOC117573545|XP_034112716.1|DALB	LOC108601859|XP_017845304.1|DBUS
OG0000580	LOC117573543|XP_034112713.1|DALB	LOC108602009|XP_017845502.1|DBUS
OG0000581	LOC117574002|XP_034113459.1|DALB	LOC108602855|XP_017846620.1|DBUS
OG0000581	LOC117572373|XP_034111034.1|DALB	LOC108606591|XP_017852323.2|DBUS
OG0000582	LOC117572467|XP_034111205.1|DALB	LOC108598531|XP_017840702.2|DBUS
OG0000582	LOC117572271|XP_034110865.1|DALB	LOC108597207|XP_017839135.1|DBUS
OG0000583	LOC117569459|XP_034106516.1|DALB	LOC108595124|XP_017835774.1|DBUS
OG0000583	LOC117569458|XP_034106515.1|DALB	LOC108596976|XP_017838717.1|DBUS
OG0000584	LOC117564165|XP_034098722.1|DALB	LOC108603596|XP_017848031.1|DBUS
OG0000584	LOC117563586|XP_034097863.1|DALB, LOC117564368|XP_034098976.1|DALB	LOC108605753|XP_017851046.1|DBUS
OG0000585	LOC117569442|XP_034106496.1|DALB, LOC117569920|XP_034107163.1|DALB	LOC108599352|XP_017841645.2|DBUS, LOC108599402|XP_017841701.2|DBUS
OG0000586	LOC117571332|XP_034109314.1|DALB	LOC108597480|XP_017839544.2|DBUS
OG0000589	LOC117570513|XP_034108145.1|DALB	LOC108606426|XP_017852018.1|DBUS
OG0000590	LOC117574715|XP_034114528.1|DALB	LOC108602365|XP_017845957.1|DBUS
OG0000590	LOC117574333|XP_034114042.1|DALB	LOC108605500|XP_017850737.1|DBUS
OG0000592	LOC117572376|XP_034111035.1|DALB	LOC108595030|XP_017835658.1|DBUS
OG0000592	LOC117571583|XP_034109690.1|DALB	LOC108595670|XP_017836438.1|DBUS
OG0000593	LOC117563424|XP_034097650.1|DALB	LOC108601217|XP_017844609.1|DBUS
OG0000593	LOC117566355|XP_034101733.1|DALB	LOC108597144|XP_017839027.1|DBUS
OG0000594	LOC117574067|XP_034113581.1|DALB	LOC108603904|XP_017848574.1|DBUS
OG0000594	LOC117576155|XP_034116619.1|DALB	LOC108602022|XP_017845514.1|DBUS
OG0000595	LOC117575204|XP_034115214.1|DALB	LOC108603987|XP_017849475.1|DBUS
OG0000595	LOC117573641|XP_034112843.1|DALB	LOC108602346|XP_017845930.1|DBUS
OG0000596	LOC117577918|XP_034118806.1|DALB	LOC108606622|XP_017852397.1|DBUS
OG0000596	LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB	LOC108602102|XP_017845615.1|DBUS
OG0000597	LOC117574431|XP_034114159.1|DALB	LOC108601607|XP_033149792.1|DBUS
OG0000598	LOC117574273|XP_034113913.1|DALB	LOC108601674|XP_017845068.1|DBUS
OG0000599	LOC117566392|XP_034101791.1|DALB	LOC108598021|XP_017840125.2|DBUS
OG0000600	LOC117570761|XP_034108482.1|DALB	LOC108595133|XP_017835783.1|DBUS
OG0000601	LOC117565708|XP_034100844.1|DALB	LOC108607665|XP_017854114.2|DBUS
OG0000601	LOC117565706|XP_034100839.1|DALB	LOC108607664|XP_017854100.1|DBUS
OG0000603	LOC117566116|XP_034101478.1|DALB	LOC108607538|XP_017853908.1|DBUS
OG0000604	LOC117564075|XP_034098592.1|DALB	LOC108606212|XP_017851590.1|DBUS
OG0000604	LOC117564382|XP_034098992.1|DALB	LOC108600146|XP_033150916.1|DBUS
OG0000605	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB	LOC108600259|XP_017843707.2|DBUS
OG0000607	LOC117573731|XP_034112993.1|DALB	LOC108603848|XP_017848490.1|DBUS
OG0000607	LOC117573336|XP_034112336.1|DALB	LOC108604803|XP_017849894.1|DBUS
