Orthogroup	DSAN.longest_only	DANA.longest_only
OG0002261	LOC120449670|XP_039488204.1|DSAN	LOC6506353|XP_001958048.1|DANA
OG0002262	LOC120450021|XP_039488682.1|DSAN	LOC6494347|XP_001960490.2|DANA
OG0002263	LOC120447541|XP_039484921.1|DSAN	LOC6506791|XP_001957235.1|DANA
OG0002264	LOC120444494|XP_039480136.1|DSAN	LOC6494106|XP_001960964.3|DANA
OG0002265	LOC120448341|XP_039486238.1|DSAN	LOC6493474|XP_001957830.1|DANA
OG0002266	LOC120449628|XP_039488149.1|DSAN	LOC6493700|XP_001958263.1|DANA
OG0002267	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN	LOC6493014|XP_001956854.1|DANA
OG0002268	LOC120447524|XP_039484891.1|DSAN	LOC6506833|XP_001957149.1|DANA
OG0002269	LOC120445295|XP_039481532.1|DSAN	LOC6494362|XP_001960463.1|DANA
OG0002270	LOC120445828|XP_039482382.1|DSAN	LOC6494151|XP_001960862.1|DANA
OG0002271	LOC120448772|XP_039486890.1|DSAN	LOC6507005|XP_001956842.1|DANA
OG0002272	LOC120450424|XP_039489366.1|DSAN	LOC6507453|XP_001955982.1|DANA
OG0002273	LOC120450361|XP_039489277.1|DSAN	LOC6493240|XP_032310651.1|DANA
OG0002274	LOC120449495|XP_039487912.1|DSAN	LOC6493800|XP_032310517.1|DANA
OG0002275	LOC120448570|XP_039486564.1|DSAN	LOC6507033|XP_001956786.1|DANA
OG0002276	LOC120448593|XP_039486612.1|DSAN	LOC6507656|XP_014765388.1|DANA
OG0002277	LOC120449739|XP_039488307.1|DSAN	LOC26515182|XP_032310620.1|DANA
OG0002278	LOC120448389|XP_039486311.1|DSAN	LOC6493334|XP_032310304.1|DANA
OG0002279	LOC120448237|XP_039486075.1|DSAN	LOC6493552|XP_001957983.2|DANA
OG0002280	LOC120448606|XP_039486642.1|DSAN	LOC6506571|XP_001957621.2|DANA
OG0002281	LOC120449921|XP_039488547.1|DSAN	LOC6493374|XP_001957630.1|DANA
OG0002282	LOC120450192|XP_039488992.1|DSAN	LOC6493400|XP_001957672.1|DANA
OG0002283	LOC120445682|XP_039482173.1|DSAN	LOC6494702|XP_001959827.1|DANA
OG0002284	LOC120443905|XP_039479268.1|DSAN	LOC6494080|XP_001961016.1|DANA
OG0002285	LOC120455898|XP_039498329.1|DSAN	LOC6503633|XP_001964032.1|DANA
OG0002286	LOC120445669|XP_039482152.1|DSAN	LOC6494167|XP_001960837.2|DANA
OG0002287	LOC120445347|XP_039481618.1|DSAN	LOC6494152|XP_001960861.2|DANA
OG0002288	LOC120450470|XP_039489443.1|DSAN	LOC6493007|XP_014764177.1|DANA
OG0002289	LOC120449389|XP_039487764.1|DSAN	LOC6493032|XP_001956905.1|DANA
OG0002290	LOC120443700|XP_039478875.1|DSAN	LOC6498208|XP_001962304.1|DANA
OG0002291	LOC120443962|XP_039479359.1|DSAN	LOC6496515|XP_032306271.1|DANA
OG0002292	LOC120458825|XP_039502573.1|DSAN	LOC6494627|XP_032306813.1|DANA
OG0002293	LOC120458101|XP_039501564.1|DSAN	LOC116656506|XP_032312044.1|DANA
OG0002294	LOC120450788|XP_039489885.1|DSAN	LOC6499467|XP_001954578.1|DANA
OG0002295	LOC120458389|XP_039501946.1|DSAN	LOC6497762|XP_032307525.1|DANA
OG0002296	LOC120458340|XP_039501894.1|DSAN	LOC6504632|XP_032310945.1|DANA
OG0002297	LOC120450754|XP_039489811.1|DSAN	LOC6494642|XP_032312349.1|DANA
OG0002298	LOC120446320|XP_039483169.1|DSAN	LOC6494228|XP_014762676.1|DANA
OG0002299	LOC120446648|XP_039483653.1|DSAN	LOC6495295|XP_001958682.1|DANA
OG0002300	LOC120458724|XP_039502408.1|DSAN	LOC6497139|XP_032311257.1|DANA
OG0002301	LOC120445637|XP_039482110.1|DSAN	LOC6497250|XP_014761583.1|DANA
OG0002302	LOC120444938|XP_039480873.1|DSAN	LOC6497245|XP_014761579.1|DANA
OG0002303	LOC120456250|XP_039498904.1|DSAN	LOC6504026|XP_001964030.3|DANA
OG0002304	LOC120458142|XP_039501620.1|DSAN	LOC6497814|XP_001961502.1|DANA
OG0002305	LOC120448128|XP_039485879.1|DSAN	LOC6506774|XP_001957266.1|DANA
OG0002306	LOC120444011|XP_039479426.1|DSAN	LOC6497199|XP_001962571.1|DANA
OG0002307	LOC120453586|XP_039494284.1|DSAN	LOC6496839|XP_001963298.1|DANA
OG0002308	LOC120445171|XP_039481289.1|DSAN	LOC6504621|XP_001964891.2|DANA
OG0002309	LOC120452932|XP_039493347.1|DSAN	LOC6497214|XP_001962544.1|DANA
OG0002310	LOC120457702|XP_039501132.1|DSAN	LOC6497964|XP_001961805.1|DANA
OG0002311	LOC120446767|XP_039483838.1|DSAN	LOC6497253|XP_032307674.1|DANA
OG0002312	LOC120455558|XP_039497843.1|DSAN	LOC6504345|XP_001965013.2|DANA
OG0002313	LOC120446047|XP_039482756.1|DSAN	LOC6496367|XP_014763782.1|DANA
OG0002314	LOC120458774|XP_039502487.1|DSAN	LOC6495425|XP_001958821.1|DANA
OG0002315	LOC120446332|XP_039483180.1|DSAN	LOC6495496|XP_014763336.1|DANA
OG0002316	LOC120458758|XP_039502464.1|DSAN	LOC6498439|XP_001962824.2|DANA
OG0002317	LOC120448091|XP_039485819.1|DSAN	LOC6506324|XP_014764707.1|DANA
OG0002318	LOC120446579|XP_039483535.1|DSAN	LOC6497895|XP_001961666.1|DANA
OG0002319	LOC120458285|XP_039501816.1|DSAN	LOC6505710|XP_001964990.1|DANA
OG0002320	LOC120445040|XP_039481063.1|DSAN	LOC6495577|XP_001959131.1|DANA
OG0002321	LOC120446873|XP_039484013.1|DSAN	LOC6494935|XP_032305946.1|DANA
OG0002322	LOC120457797|XP_039501228.1|DSAN	LOC6497156|XP_001962654.3|DANA
OG0002323	LOC120457735|XP_039501169.1|DSAN	LOC6497559|XP_001961819.1|DANA
OG0002324	LOC120450521|XP_039489533.1|DSAN	LOC6493586|XP_014764453.1|DANA
OG0002325	LOC120449542|XP_039488002.1|DSAN	LOC6506450|XP_001957860.2|DANA
OG0002326	LOC120449543|XP_039488003.1|DSAN	LOC6493494|XP_001957861.1|DANA
OG0002327	LOC120452541|XP_039492743.1|DSAN	LOC6499531|XP_001954430.2|DANA
OG0002328	LOC120445573|XP_039481995.1|DSAN	LOC6497264|XP_032307707.1|DANA
OG0002329	LOC120458233|XP_039501752.1|DSAN	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA
OG0002330	LOC120458235|XP_039501754.1|DSAN	LOC6497554|XP_001961833.3|DANA
OG0002331	LOC120457197|XP_039500485.1|DSAN	LOC6502008|XP_014759698.1|DANA
OG0002332	LOC120448977|XP_039487171.1|DSAN	LOC6506889|XP_001957054.3|DANA
OG0002333	LOC120444953|XP_039480892.1|DSAN	LOC6494397|XP_001960404.2|DANA
OG0002334	LOC120456308|XP_039498995.1|DSAN	LOC6498390|XP_001962698.2|DANA
OG0002335	LOC120448385|XP_039486307.1|DSAN	LOC6495575|XP_001959125.2|DANA
OG0002336	LOC120449439|XP_039487843.1|DSAN	LOC6493655|XP_001958170.1|DANA
OG0002337	LOC120448179|XP_039485964.1|DSAN	LOC6495348|XP_014763269.1|DANA
OG0002338	LOC120457789|XP_039501221.1|DSAN	LOC6507050|XP_001965300.1|DANA
OG0002339	LOC120453485|XP_039494158.1|DSAN	LOC6503279|XP_001967587.2|DANA
OG0002340	LOC120452681|XP_039493003.1|DSAN	LOC6504300|XP_001965064.2|DANA
OG0002341	LOC120458553|XP_039502168.1|DSAN	LOC6495761|XP_001959517.1|DANA
OG0002342	LOC120444364|XP_039479916.1|DSAN	LOC6498527|XP_001962998.2|DANA
OG0002343	LOC120444755|XP_039480621.1|DSAN	LOC6496989|XP_014761464.1|DANA
OG0002344	LOC120443880|XP_039479199.1|DSAN	LOC6496775|XP_014760193.1|DANA
OG0002345	LOC120445862|XP_039482441.1|DSAN	LOC6494094|XP_001960990.1|DANA
OG0002346	LOC120458418|XP_039501993.1|DSAN	LOC6497286|XP_001962389.1|DANA
OG0002347	LOC120446934|XP_039484119.1|DSAN	LOC6495487|XP_001958955.1|DANA
OG0002348	LOC120458613|XP_039502254.1|DSAN	LOC6498077|XP_014761964.1|DANA
OG0002349	LOC120445901|XP_039482491.1|DSAN	LOC26515533|XP_014764135.1|DANA
OG0002350	LOC120445847|XP_039482417.1|DSAN	LOC6496482|XP_001960989.1|DANA
OG0002351	LOC120446260|XP_039483067.1|DSAN	LOC6495703|XP_001959405.1|DANA
OG0002352	LOC120445368|XP_039481675.1|DSAN	LOC6495771|XP_001959542.1|DANA
OG0002353	LOC120457610|XP_039501051.1|DSAN	LOC6505397|XP_001966897.2|DANA
OG0002354	LOC120454861|XP_039496341.1|DSAN	LOC6497173|XP_032310998.1|DANA
OG0002355	LOC120447167|XP_039484556.1|DSAN	LOC6505383|XP_032309133.1|DANA
OG0002356	LOC120451444|XP_039491096.1|DSAN, LOC120444458|XP_039480058.1|DSAN	LOC6496825|XP_001963325.2|DANA
OG0002357	LOC120452419|XP_039492572.1|DSAN	LOC6500256|XP_014766457.1|DANA
OG0002358	LOC120458875|XP_039502646.1|DSAN	LOC6498559|XP_001963062.1|DANA
OG0002359	LOC120456295|XP_039498976.1|DSAN	LOC6501909|XP_001966688.2|DANA
OG0002360	LOC120447126|XP_039484493.1|DSAN	LOC6497372|XP_001962217.2|DANA
OG0002361	LOC120447970|XP_039485595.1|DSAN	LOC6493704|XP_001958271.1|DANA
OG0002362	LOC120451306|XP_039490810.1|DSAN	LOC6496844|XP_032310888.1|DANA
OG0002363	LOC120458051|XP_039501495.1|DSAN	LOC6496862|XP_001963254.1|DANA
OG0002364	LOC120444120|XP_039479588.1|DSAN	LOC6496860|XP_032310902.1|DANA
OG0002365	LOC120458813|XP_039502545.1|DSAN	LOC6496858|XP_001963258.1|DANA
OG0002366	LOC120453951|XP_039494833.1|DSAN	LOC6504226|XP_032311356.1|DANA
OG0002367	LOC120458638|XP_039502297.1|DSAN	LOC6497425|XP_001962113.1|DANA
OG0002368	LOC120443688|XP_039478862.1|DSAN	LOC6498218|XP_001962325.2|DANA
OG0002369	LOC120445731|XP_039482235.1|DSAN	LOC6503170|XP_001963568.1|DANA
OG0002370	LOC120458055|XP_039501498.1|DSAN	LOC6497100|XP_001962756.1|DANA
OG0002371	LOC120458065|XP_039501510.1|DSAN	LOC6498415|XP_001962758.1|DANA
OG0002372	LOC120446774|XP_039483856.1|DSAN	LOC6497836|XP_001961543.2|DANA
OG0002373	LOC120444515|XP_039480168.1|DSAN	LOC6503545|XP_001965292.1|DANA
OG0002374	LOC120452645|XP_039492893.1|DSAN	LOC6499113|XP_001955274.2|DANA
OG0002375	LOC120453138|XP_039493622.1|DSAN	LOC6501227|XP_001954800.1|DANA
OG0002376	LOC120458802|XP_039502532.1|DSAN	LOC6498243|XP_032307398.1|DANA
OG0002377	LOC120451036|XP_039490297.1|DSAN	LOC6500491|XP_001953337.1|DANA
OG0002378	LOC120448297|XP_039486168.1|DSAN	LOC6507801|XP_001956371.1|DANA
OG0002379	LOC120445484|XP_039481865.1|DSAN	LOC6503320|XP_001965403.1|DANA
OG0002380	LOC120455540|XP_039497811.1|DSAN	LOC6503093|XP_001963411.1|DANA
OG0002381	LOC120447081|XP_039484412.1|DSAN	LOC6495743|XP_001959478.1|DANA
OG0002382	LOC120455284|XP_039497251.1|DSAN	LOC6504504|XP_032308154.1|DANA
OG0002383	LOC120448911|XP_039487068.1|DSAN	LOC6507458|XP_001955970.2|DANA
OG0002384	LOC120455105|XP_039496920.1|DSAN	LOC6504142|XP_032308706.1|DANA
OG0002385	LOC120454922|XP_039496601.1|DSAN	LOC6506063|XP_001966651.2|DANA
OG0002386	LOC120454515|XP_039495808.1|DSAN	LOC6500410|XP_032312292.1|DANA
OG0002387	LOC120452087|XP_039492088.1|DSAN	LOC6499773|XP_032305793.1|DANA
OG0002388	LOC120451476|XP_039491125.1|DSAN	LOC6494631|XP_001965946.2|DANA
OG0002389	LOC120452220|XP_039492280.1|DSAN	LOC6499041|XP_001955444.1|DANA
OG0002390	LOC120458443|XP_039502023.1|DSAN	LOC6498623|XP_001963177.1|DANA
OG0002391	LOC120445108|XP_039481186.1|DSAN	LOC6496253|XP_032307075.1|DANA
OG0002392	LOC120448750|XP_039486867.1|DSAN	LOC6507723|XP_001956216.2|DANA
OG0002393	LOC120448108|XP_039485845.1|DSAN	LOC6493391|XP_032310130.1|DANA
OG0002394	LOC120450841|XP_039489965.1|DSAN	LOC6500051|XP_001953313.1|DANA
OG0002395	LOC120452716|XP_039493012.1|DSAN	LOC6499522|XP_001954447.2|DANA
OG0002396	LOC120447005|XP_039484245.1|DSAN	LOC6495872|XP_001959759.1|DANA
OG0002397	LOC120458647|XP_039502310.1|DSAN	LOC6497377|XP_001962209.1|DANA
OG0002398	LOC120456443|XP_039499209.1|DSAN	LOC6501934|XP_001966719.1|DANA
OG0002399	LOC120458412|XP_039501980.1|DSAN	LOC6493909|XP_001961345.2|DANA
OG0002400	LOC120445476|XP_039481855.1|DSAN	LOC6495973|XP_001959955.2|DANA
OG0002401	LOC120454867|XP_039496353.1|DSAN	LOC6505486|XP_032311767.1|DANA
OG0002402	LOC120452832|XP_039493187.1|DSAN	LOC6498955|XP_001955611.1|DANA
OG0002403	LOC120453573|XP_039494266.1|DSAN	LOC6498956|XP_032312351.1|DANA
OG0002404	LOC120451634|XP_039491426.1|DSAN	LOC6500470|XP_001953284.1|DANA
OG0002405	LOC120452798|XP_039493128.1|DSAN	LOC6500495|XP_001953343.1|DANA
OG0002406	LOC120448030|XP_039485705.1|DSAN	LOC6493084|XP_001957011.1|DANA
OG0002407	LOC120451159|XP_039490527.1|DSAN	LOC6505626|XP_032305496.1|DANA
OG0002408	LOC120451276|XP_039490754.1|DSAN	LOC6500488|XP_001953331.1|DANA
OG0002409	LOC120448230|XP_039486063.1|DSAN	LOC6507234|XP_032309990.1|DANA
OG0002410	LOC120452892|XP_039493284.1|DSAN	LOC6500142|XP_001953143.1|DANA
OG0002411	LOC120452864|XP_039493243.1|DSAN	LOC6501210|XP_001954770.1|DANA
OG0002412	LOC120457866|XP_039501324.1|DSAN, LOC120457865|XP_039501317.1|DSAN	LOC26514071|XP_014765568.1|DANA
OG0002413	LOC120456522|XP_039499325.1|DSAN	LOC6504110|XP_001964199.1|DANA
OG0002414	LOC120450401|XP_039489331.1|DSAN	LOC6507083|XP_001956700.1|DANA
OG0002415	LOC120452179|XP_039492221.1|DSAN	LOC6500025|XP_001953374.2|DANA
OG0002416	LOC120454880|XP_039496396.1|DSAN	LOC6504367|XP_014759443.1|DANA
OG0002417	LOC120443929|XP_039479306.1|DSAN	LOC6497682|XP_001961580.1|DANA
OG0002418	LOC120451161|XP_039490529.1|DSAN	LOC6505769|XP_001964347.3|DANA
OG0002419	LOC120455308|XP_039497291.1|DSAN	LOC6502216|XP_001966013.1|DANA
OG0002420	LOC120450195|XP_039488994.1|DSAN	LOC6493401|XP_001957674.1|DANA
OG0002421	LOC120453352|XP_039493958.1|DSAN	LOC6503409|XP_001967485.3|DANA
OG0002422	LOC120452509|XP_039492697.1|DSAN	LOC6500589|XP_001953528.1|DANA
OG0002423	LOC120448096|XP_039485833.1|DSAN	LOC6507870|XP_032309869.1|DANA
OG0002424	LOC120454881|XP_039496402.1|DSAN	LOC6501811|XP_001967404.1|DANA
OG0002425	LOC120455567|XP_039497863.1|DSAN	LOC6504583|XP_001966583.1|DANA
OG0002426	LOC120449512|XP_039487951.1|DSAN	LOC6492958|XP_001956748.1|DANA
OG0002427	LOC120454830|XP_039496233.1|DSAN	LOC6501808|XP_001967400.1|DANA
OG0002428	LOC120457079|XP_039500192.1|DSAN	LOC6503126|XP_001963471.3|DANA
OG0002429	LOC120450619|XP_039489694.1|DSAN	LOC6493115|XP_032310335.1|DANA
OG0002430	LOC120450041|XP_039488734.1|DSAN	LOC6495554|XP_001959092.1|DANA
OG0002431	LOC120445872|XP_039482449.1|DSAN	LOC6495193|XP_001958882.1|DANA
OG0002432	LOC120455364|XP_039497405.1|DSAN	LOC6503547|XP_001964180.1|DANA
OG0002433	LOC120453142|XP_039493632.1|DSAN	LOC6498845|XP_001955812.1|DANA
OG0002434	LOC120451527|XP_039491231.1|DSAN	LOC6498978|XP_001955574.1|DANA
OG0002435	LOC120455906|XP_039498344.1|DSAN	LOC6502312|XP_032309399.1|DANA
OG0002436	LOC120444346|XP_039479856.1|DSAN	LOC6505766|XP_001964341.1|DANA, LOC6496560|XP_001961149.1|DANA
OG0002437	LOC120444378|XP_039479918.1|DSAN	LOC6496544|XP_001961113.1|DANA
OG0002438	LOC120455011|XP_039496768.1|DSAN	LOC6502232|XP_001966030.1|DANA
OG0002439	LOC120443685|XP_039478859.1|DSAN	LOC6498219|XP_001962326.1|DANA
OG0002440	LOC120448193|XP_039485993.1|DSAN	LOC6507207|XP_001956476.1|DANA
OG0002441	LOC120448220|XP_039486049.1|DSAN	LOC6494352|XP_001960484.1|DANA
OG0002442	LOC120447100|XP_039484444.1|DSAN	LOC6494509|XP_001960201.1|DANA
OG0002443	LOC120444389|XP_039479939.1|DSAN	LOC6493945|XP_032311500.1|DANA
OG0002444	LOC120444291|XP_039479743.1|DSAN	LOC6494514|XP_001960195.1|DANA
OG0002445	LOC120446028|XP_039482722.1|DSAN	LOC6494025|XP_001961128.2|DANA
OG0002446	LOC120445114|XP_039481195.1|DSAN	LOC6494204|XP_001960754.3|DANA
OG0002447	LOC120448013|XP_039485662.1|DSAN	LOC6506219|XP_001958323.2|DANA
OG0002448	LOC120445981|XP_039482647.1|DSAN	LOC6496103|XP_001960231.1|DANA
OG0002449	LOC120446859|XP_039483992.1|DSAN	LOC6494281|XP_001960610.1|DANA
OG0002450	LOC120453803|XP_039494610.1|DSAN	LOC6500228|XP_001952985.1|DANA
OG0002451	LOC120443895|XP_039479256.1|DSAN	LOC6495239|XP_001958783.1|DANA
OG0002452	LOC120445240|XP_039481440.1|DSAN	LOC6494747|XP_001959744.2|DANA
OG0002453	LOC120445650|XP_039482127.1|DSAN	LOC6494746|XP_001959745.1|DANA
OG0002454	LOC120449031|XP_039487249.1|DSAN	LOC6507409|XP_032309636.1|DANA
OG0002455	LOC120449030|XP_039487248.1|DSAN	LOC6507650|XP_001956073.1|DANA
OG0002456	LOC120446695|XP_039483726.1|DSAN	LOC6494171|XP_032306665.1|DANA
OG0002457	LOC120444082|XP_039479535.1|DSAN	LOC6496029|XP_014763604.1|DANA
OG0002458	LOC120457186|XP_039500465.1|DSAN	LOC6506122|XP_001958506.2|DANA
OG0002459	LOC120446494|XP_039483434.1|DSAN	LOC6496535|XP_001961092.1|DANA
OG0002460	LOC120446575|XP_039483530.1|DSAN	LOC6496308|XP_001960666.1|DANA
OG0002461	LOC120446910|XP_039484080.1|DSAN	LOC6496269|XP_001960577.1|DANA
OG0002462	LOC120444651|XP_039480414.1|DSAN	LOC6494440|XP_032305953.1|DANA
OG0002463	LOC120446308|XP_039483156.1|DSAN	LOC6494896|XP_001959472.1|DANA
OG0002464	LOC120447102|XP_039484447.1|DSAN	LOC6494507|XP_001960204.1|DANA
OG0002465	LOC120458220|XP_039501734.1|DSAN	LOC6493907|XP_001961349.1|DANA
OG0002466	LOC120454857|XP_039496323.1|DSAN	LOC6505482|XP_014759913.1|DANA
OG0002467	LOC120449938|XP_039488569.1|DSAN	LOC6493332|XP_001957538.1|DANA
OG0002468	LOC120448741|XP_039486854.1|DSAN	LOC6506667|XP_001957447.3|DANA
OG0002469	LOC120451194|XP_039490578.1|DSAN	LOC6500973|XP_001954279.1|DANA
OG0002470	LOC120448449|XP_039486402.1|DSAN	LOC6495071|XP_001959129.1|DANA
OG0002471	LOC120457704|XP_039501137.1|DSAN	LOC6495313|XP_001958646.1|DANA
OG0002472	LOC120444366|XP_039479891.1|DSAN	LOC6495684|XP_032305987.1|DANA
OG0002473	LOC120445321|XP_039481576.1|DSAN	LOC6494323|XP_001960533.1|DANA
OG0002474	LOC120450647|XP_039489739.1|DSAN	LOC6506719|XP_032309548.1|DANA
OG0002475	LOC120452014|XP_039491990.1|DSAN	LOC6498988|XP_001955553.1|DANA
OG0002476	LOC120446501|XP_039483443.1|DSAN	LOC6494764|XP_001959719.1|DANA
OG0002477	LOC120446537|XP_039483487.1|DSAN	LOC6494608|XP_001960018.1|DANA
OG0002478	LOC120445591|XP_039482019.1|DSAN	LOC6494446|XP_001960305.3|DANA
OG0002479	LOC120445373|XP_039481689.1|DSAN	LOC6494886|XP_001959489.1|DANA
OG0002480	LOC120457843|XP_039501288.1|DSAN	LOC6497632|XP_014760118.1|DANA
OG0002481	LOC120457074|XP_039500188.1|DSAN	LOC6503886|XP_001963783.1|DANA
OG0002482	LOC120445356|XP_039481635.1|DSAN	LOC26515203|XP_014764103.1|DANA
OG0002483	LOC120445919|XP_039482510.1|DSAN	LOC6494917|XP_001959426.1|DANA
OG0002484	LOC120444728|XP_039480587.1|DSAN	LOC6494643|XP_001959960.1|DANA
OG0002485	LOC120458500|XP_039502105.1|DSAN	LOC6495416|XP_001958799.1|DANA
OG0002486	LOC120449629|XP_039488151.1|DSAN	LOC116655408|XP_032309160.1|DANA, LOC116655409|XP_032309161.1|DANA, LOC6502341|XP_001967696.1|DANA, LOC6507841|XP_001956454.2|DANA
OG0002487	LOC120445129|XP_039481210.1|DSAN	LOC26515215|XP_014759560.1|DANA
OG0002488	LOC120445893|XP_039482481.1|DSAN	LOC6496127|XP_001960285.1|DANA
OG0002489	LOC120448178|XP_039485958.1|DSAN	LOC6493642|XP_032310609.1|DANA
OG0002490	LOC120444706|XP_039480511.1|DSAN	LOC6494612|XP_001960015.1|DANA
OG0002491	LOC120450403|XP_039489333.1|DSAN	LOC6493564|XP_032310817.1|DANA
OG0002492	LOC120444349|XP_039479861.1|DSAN	LOC6495501|XP_001958985.1|DANA
OG0002493	LOC120444682|XP_039480480.1|DSAN	LOC6495415|XP_001958792.3|DANA
OG0002494	LOC120453294|XP_039493858.1|DSAN	LOC6501255|XP_001954861.1|DANA
OG0002495	LOC120445613|XP_039482057.1|DSAN	LOC6495164|XP_001958930.1|DANA
OG0002496	LOC120452861|XP_039493239.1|DSAN	LOC6499592|XP_001954335.1|DANA
OG0002497	LOC120447853|XP_039485395.1|DSAN	LOC6493179|XP_001957209.1|DANA
OG0002498	LOC120449343|XP_039487684.1|DSAN	LOC6493152|XP_001957158.1|DANA
OG0002499	LOC120449808|XP_039488387.1|DSAN	LOC6506707|XP_001957388.1|DANA
OG0002500	LOC120455069|XP_039496855.1|DSAN, LOC120453422|XP_039494055.1|DSAN	LOC6505876|XP_001964532.1|DANA, LOC6505458|XP_001964917.2|DANA
OG0002501	LOC120445643|XP_039482121.1|DSAN	LOC6506188|XP_001965127.1|DANA
OG0002502	LOC120445221|XP_039481411.1|DSAN	LOC6502540|XP_001958770.3|DANA
OG0002504	LOC120448891|XP_039487042.1|DSAN	LOC6506387|XP_001957967.1|DANA
OG0002505	LOC120445055|XP_039481107.1|DSAN, LOC120445053|XP_039481105.1|DSAN	LOC6494969|XP_001959308.1|DANA
OG0002506	LOC120452022|XP_039492004.1|DSAN	LOC6501621|XP_001955622.1|DANA
OG0002508	LOC120456152|XP_039498716.1|DSAN	LOC6505065|XP_001965528.1|DANA
OG0002509	LOC120456420|XP_039499189.1|DSAN	LOC6494568|XP_001960090.1|DANA
OG0002510	LOC120456897|XP_039499933.1|DSAN	LOC6504830|XP_032309072.1|DANA
OG0002511	LOC120454596|XP_039495982.1|DSAN	LOC6500391|XP_032309052.1|DANA
OG0002512	LOC120454853|XP_039496307.1|DSAN	LOC6506064|XP_032311670.1|DANA
OG0002513	LOC120452606|XP_039492838.1|DSAN	LOC6505682|XP_032305551.1|DANA
OG0002514	LOC120448756|XP_039486874.1|DSAN	LOC6507075|XP_001956709.2|DANA
OG0002516	LOC120453570|XP_039494261.1|DSAN	LOC6501014|XP_001954376.1|DANA
OG0002517	LOC120456852|XP_039499844.1|DSAN	LOC6505254|XP_014760329.1|DANA
OG0002518	LOC120452164|XP_039492200.1|DSAN	LOC6502667|XP_001954129.2|DANA
OG0002519	LOC120445030|XP_039481045.1|DSAN	LOC6495825|XP_001959663.1|DANA
OG0002520	LOC120455425|XP_039497536.1|DSAN	LOC6503749|XP_001963810.1|DANA, LOC116655454|XP_032309237.1|DANA
OG0002521	LOC120456596|XP_039499439.1|DSAN	LOC6505166|XP_032307964.1|DANA
OG0002522	LOC120453064|XP_039493523.1|DSAN	LOC6499694|XP_001954122.1|DANA
OG0002523	LOC120451067|XP_039490360.1|DSAN	LOC6499988|XP_001953476.1|DANA
OG0002524	LOC120456486|XP_039499283.1|DSAN	LOC6503770|XP_014761074.1|DANA
OG0002525	LOC120449085|XP_039487323.1|DSAN	LOC6506608|XP_001957554.1|DANA
OG0002526	LOC120454342|XP_039495488.1|DSAN	LOC6505678|XP_001964475.1|DANA
OG0002527	LOC120451747|XP_039491602.1|DSAN	LOC6501096|XP_032309337.1|DANA
OG0002528	LOC120456672|XP_039499546.1|DSAN	LOC6503529|XP_032308736.1|DANA
OG0002529	LOC120451871|XP_039491812.1|DSAN	LOC6500697|XP_001953748.1|DANA
OG0002530	LOC120446141|XP_039482900.1|DSAN	LOC6498290|XP_001962471.1|DANA
OG0002531	LOC120458114|XP_039501579.1|DSAN	LOC6497321|XP_032307756.1|DANA
OG0002532	LOC120457597|XP_039501042.1|DSAN	LOC6503233|XP_001965845.1|DANA
OG0002533	LOC120455521|XP_039497733.1|DSAN	LOC6503955|XP_001963913.1|DANA
OG0002534	LOC120445993|XP_039482659.1|DSAN	LOC6495240|XP_001958781.1|DANA
OG0002535	LOC120449444|XP_039487851.1|DSAN	LOC6493656|XP_001958171.2|DANA
OG0002536	LOC120452685|XP_039492970.1|DSAN	LOC6505528|XP_001964758.1|DANA
OG0002537	LOC120446306|XP_039483154.1|DSAN	LOC6495735|XP_001959464.1|DANA
OG0002539	LOC120444762|XP_039480625.1|DSAN	LOC6494407|XP_001960390.1|DANA
OG0002541	LOC120456072|XP_039498595.1|DSAN	LOC6505273|XP_001965661.1|DANA
OG0002542	LOC120455088|XP_039496896.1|DSAN	LOC6502992|XP_001963453.1|DANA
OG0002543	LOC120454941|XP_039496644.1|DSAN	LOC6503655|XP_001963994.1|DANA
OG0002544	LOC120454678|XP_039496127.1|DSAN	LOC6499730|XP_001954047.3|DANA
OG0002545	LOC120457352|XP_039500801.1|DSAN	LOC6504047|XP_001964078.1|DANA
OG0002547	LOC120456037|XP_039498543.1|DSAN	LOC6503015|XP_001963407.1|DANA
OG0002548	LOC120456429|XP_039499195.1|DSAN	LOC6502313|XP_032311932.1|DANA, LOC116656435|XP_032311925.1|DANA, LOC116656443|XP_032311946.1|DANA, LOC116656441|XP_032311945.1|DANA
OG0002549	LOC120456474|XP_039499271.1|DSAN	LOC6504429|XP_001966998.1|DANA
OG0002550	LOC120456855|XP_039499852.1|DSAN	LOC6501973|XP_014759688.1|DANA
OG0002551	LOC120452367|XP_039492491.1|DSAN	LOC6500288|XP_001952892.1|DANA
OG0002552	LOC120457707|XP_039501136.1|DSAN	LOC6506874|XP_001965266.1|DANA
OG0002553	LOC120456568|XP_039499382.1|DSAN	LOC6503692|XP_001963912.2|DANA
OG0002554	LOC120457421|XP_039500953.1|DSAN	LOC6503707|XP_001963886.1|DANA
OG0002555	LOC120455776|XP_039498165.1|DSAN	LOC6503494|XP_001964274.1|DANA
OG0002556	LOC120443687|XP_039478861.1|DSAN	LOC6497320|XP_001962323.1|DANA
