Orthogroup	DSAN.longest_only	DVIR.longest_only
OG0000304	LOC120451428|XP_039491036.1|DSAN	LOC6629752|XP_002053894.2|DVIR
OG0000305	LOC120449912|XP_039488538.1|DSAN	LOC6624552|XP_002048253.2|DVIR
OG0000305	LOC120448799|XP_039486923.1|DSAN	LOC6623676|XP_002048251.1|DVIR
OG0000305	LOC120448800|XP_039486924.1|DSAN	LOC6624672|XP_002048250.1|DVIR
OG0000306	LOC120446511|XP_039483453.1|DSAN	LOC6624940|XP_002049039.1|DVIR
OG0000306	LOC120446386|XP_039483256.1|DSAN	LOC6628060|XP_002051529.1|DVIR
OG0000306	LOC120457239|XP_039500557.1|DSAN	LOC6633321|XP_032296574.1|DVIR
OG0000307	LOC120452340|XP_039492438.1|DSAN	LOC6629363|XP_032292253.1|DVIR
OG0000307	LOC120454325|XP_039495462.1|DSAN	LOC6632309|XP_032289777.1|DVIR
OG0000308	LOC120453137|XP_039493625.1|DSAN, LOC120454637|XP_039496070.1|DSAN, LOC120454638|XP_039496071.1|DSAN	LOC6630424|XP_002053736.1|DVIR
OG0000308	LOC120455927|XP_039498391.1|DSAN	LOC6634058|XP_002057891.1|DVIR
OG0000309	LOC120453916|XP_039494785.1|DSAN, LOC120453801|XP_039494608.1|DSAN, LOC120453797|XP_039494607.1|DSAN	LOC6629955|XP_002053613.1|DVIR
OG0000310	LOC120456880|XP_039499912.1|DSAN	LOC6631531|XP_002055338.1|DVIR, LOC116650489|XP_032290122.1|DVIR, LOC6626471|XP_002050373.1|DVIR
OG0000311	LOC120453350|XP_039493954.1|DSAN	LOC6630806|XP_015026962.1|DVIR, LOC6627632|XP_002051098.2|DVIR
OG0000311	LOC120455166|XP_039497026.1|DSAN	LOC6632056|XP_002055109.1|DVIR
OG0000312	LOC120447028|XP_039484296.1|DSAN	LOC6634109|XP_032293864.1|DVIR
OG0000312	LOC120446864|XP_039484003.1|DSAN	LOC6627720|XP_015028651.1|DVIR
OG0000313	LOC120444304|XP_039479765.1|DSAN	LOC6628146|XP_002052433.1|DVIR
OG0000313	LOC120444153|XP_039479665.1|DSAN	LOC6633976|XP_002057484.1|DVIR
OG0000314	LOC120458239|XP_039501759.1|DSAN	LOC6628315|XP_002052739.1|DVIR
OG0000314	LOC120443795|XP_039479059.1|DSAN	LOC6628314|XP_032293982.1|DVIR
OG0000315	LOC120443988|XP_039479396.1|DSAN, LOC120446328|XP_039483179.1|DSAN, LOC120446653|XP_039483657.1|DSAN, LOC120458689|XP_039502360.1|DSAN	LOC6629170|XP_002051909.1|DVIR
OG0000316	LOC120445553|XP_039481958.1|DSAN	LOC6627031|XP_002050946.2|DVIR
OG0000316	LOC120445567|XP_039481984.1|DSAN	LOC6627033|XP_032292256.1|DVIR
OG0000317	LOC120451516|XP_039491210.1|DSAN	LOC116651261|XP_032293176.1|DVIR
OG0000319	LOC120450935|XP_039490136.1|DSAN, LOC120450936|XP_039490137.1|DSAN, LOC120453232|XP_039493766.1|DSAN	LOC6629723|XP_002053603.2|DVIR, LOC6629724|XP_002053604.1|DVIR, LOC6630416|XP_002053291.1|DVIR
OG0000320	LOC120451620|XP_039491405.1|DSAN	LOC6633166|XP_002055796.2|DVIR
OG0000321	LOC120447393|XP_039484728.1|DSAN	LOC6627886|XP_032294458.1|DVIR
OG0000321	LOC120447429|XP_039484731.1|DSAN	LOC6627887|XP_002052293.2|DVIR
OG0000322	LOC120452137|XP_039492157.1|DSAN	LOC6633096|XP_002056279.2|DVIR
OG0000322	LOC120456757|XP_039499687.1|DSAN	LOC6634783|XP_032296376.1|DVIR
OG0000322	LOC120457037|XP_039500138.1|DSAN	LOC6633392|XP_002056776.1|DVIR
OG0000323	LOC120443885|XP_039479278.1|DSAN	LOC6634317|XP_002057457.1|DVIR
OG0000323	LOC120454365|XP_039495523.1|DSAN	LOC6635151|XP_002058635.2|DVIR
OG0000324	LOC120444611|XP_039480326.1|DSAN	LOC6635346|XP_002058873.2|DVIR
OG0000325	LOC120450281|XP_039489132.1|DSAN	LOC6624446|XP_002047583.1|DVIR
OG0000325	LOC120450282|XP_039489133.1|DSAN	LOC6624325|XP_002047582.1|DVIR
OG0000326	LOC120457982|XP_039501410.1|DSAN	LOC6627854|XP_032294374.1|DVIR, LOC6630108|XP_032288878.1|DVIR, LOC6630841|XP_032294533.1|DVIR
OG0000327	LOC120447192|XP_039484618.1|DSAN	LOC6625259|XP_002050688.1|DVIR
OG0000327	LOC120458393|XP_039501947.1|DSAN	LOC6625258|XP_002050687.2|DVIR
OG0000327	LOC120458771|XP_039502482.1|DSAN	LOC6625257|XP_002050686.2|DVIR
OG0000328	LOC120446340|XP_039483194.1|DSAN	LOC6623998|XP_002047840.2|DVIR
OG0000328	LOC120447700|XP_039485162.1|DSAN	LOC6623939|XP_002047839.1|DVIR
OG0000329	LOC120458552|XP_039502167.1|DSAN	LOC6624393|XP_002047887.1|DVIR
OG0000329	LOC120451802|XP_039491693.1|DSAN	LOC6627805|XP_002051767.1|DVIR
OG0000330	LOC120453565|XP_039494257.1|DSAN, LOC120451391|XP_039490989.1|DSAN, LOC120455693|XP_039498035.1|DSAN	LOC116650668|XP_032290899.1|DVIR
OG0000331	LOC120443763|XP_039478991.1|DSAN	LOC6628041|XP_015028515.1|DVIR
OG0000332	LOC120458046|XP_039501488.1|DSAN	LOC6633382|XP_002056793.1|DVIR
OG0000332	LOC120456520|XP_039499321.1|DSAN	LOC6632187|XP_002055642.2|DVIR
OG0000333	LOC120448584|XP_039486594.1|DSAN	LOC6623853|XP_002047831.2|DVIR
OG0000334	LOC120458362|XP_039501913.1|DSAN, LOC120456082|XP_039498607.1|DSAN	LOC6626702|XP_002049901.1|DVIR
OG0000334	LOC120445124|XP_039481206.1|DSAN	LOC6625879|XP_002049329.1|DVIR
OG0000335	LOC120444451|XP_039480047.1|DSAN	LOC6633943|XP_002057613.1|DVIR
OG0000335	LOC120444448|XP_039480042.1|DSAN	LOC6633922|XP_032293633.1|DVIR
OG0000336	LOC120452794|XP_039493122.1|DSAN	LOC6632571|XP_002056330.1|DVIR
OG0000336	LOC120450905|XP_039490088.1|DSAN	LOC6630488|XP_002053195.1|DVIR
OG0000336	LOC120450904|XP_039490087.1|DSAN	LOC6630487|XP_015027238.1|DVIR
OG0000337	LOC120447576|XP_039484975.1|DSAN	LOC6624346|XP_032291252.1|DVIR
OG0000337	LOC120457000|XP_039500088.1|DSAN	LOC6622621|XP_032290498.1|DVIR
OG0000337	LOC120448631|XP_039486687.1|DSAN	LOC116649788|XP_032288798.1|DVIR
OG0000338	LOC120450429|XP_039489373.1|DSAN	LOC6624390|XP_032290896.1|DVIR
OG0000338	LOC120445724|XP_039482229.1|DSAN	LOC6627233|XP_002050522.1|DVIR
OG0000339	LOC120447876|XP_039485419.1|DSAN	LOC6623523|XP_002046195.1|DVIR
OG0000340	LOC120446481|XP_039483418.1|DSAN	LOC6627223|XP_002049852.1|DVIR
OG0000341	LOC120447793|XP_039485288.1|DSAN, LOC120447795|XP_039485290.1|DSAN, LOC120449244|XP_039487554.1|DSAN, LOC120449567|XP_039488054.1|DSAN, LOC120449764|XP_039488336.1|DSAN	LOC6622426|XP_002048426.1|DVIR
OG0000342	LOC120457091|XP_039500211.1|DSAN	LOC6636671|XP_002060149.1|DVIR
OG0000342	LOC120446056|XP_039482767.1|DSAN	LOC6631407|XP_002055416.1|DVIR, LOC6624973|XP_002049481.2|DVIR
OG0000343	LOC120452782|XP_039493108.1|DSAN	LOC6629592|XP_002052999.1|DVIR
OG0000344	LOC120446157|XP_039482921.1|DSAN	LOC6625816|XP_002050598.2|DVIR
OG0000344	LOC120453645|XP_039494373.1|DSAN	LOC6635085|XP_002058415.1|DVIR
OG0000345	LOC120458125|XP_039501600.1|DSAN	LOC6635881|XP_002059354.1|DVIR
OG0000345	LOC120446836|XP_039483955.1|DSAN	LOC6626995|XP_032293082.1|DVIR
OG0000346	LOC120446925|XP_039484101.1|DSAN, LOC120444939|XP_039480877.1|DSAN, LOC120444913|XP_039480840.1|DSAN	LOC6636472|XP_002059921.1|DVIR
OG0000347	LOC120450035|XP_039488720.1|DSAN	LOC6624009|XP_002047401.1|DVIR
OG0000347	LOC120458951|XP_039502751.1|DSAN	LOC6627535|XP_015028234.1|DVIR
OG0000348	LOC120458461|XP_039502045.1|DSAN	LOC6628887|XP_032294611.1|DVIR
OG0000348	LOC120458193|XP_039501697.1|DSAN	LOC6627480|XP_032294250.1|DVIR
OG0000349	LOC120446068|XP_039482781.1|DSAN	LOC6634352|XP_002057816.1|DVIR
OG0000350	LOC120447733|XP_039485211.1|DSAN	LOC6624163|XP_032291194.1|DVIR
OG0000350	LOC120450184|XP_039488982.1|DSAN	LOC6624215|XP_032291193.1|DVIR
OG0000350	LOC120453192|XP_039493691.1|DSAN	LOC6630571|XP_002053920.2|DVIR
OG0000351	LOC120445578|XP_039482000.1|DSAN	LOC6627015|XP_032292806.1|DVIR
OG0000351	LOC120445487|XP_039481868.1|DSAN	LOC116651100|XP_032292810.1|DVIR
OG0000353	LOC120452545|XP_039492754.1|DSAN	LOC6629839|XP_002054539.1|DVIR
OG0000353	LOC120451287|XP_039490771.1|DSAN	LOC6628915|XP_002051383.1|DVIR
OG0000354	LOC120450225|XP_039489040.1|DSAN	LOC6628416|XP_002052329.2|DVIR
OG0000354	LOC120450236|XP_039489052.1|DSAN	LOC6628870|XP_002052336.1|DVIR
OG0000355	LOC120451381|XP_039490977.1|DSAN	LOC6626312|XP_002050391.1|DVIR
OG0000355	LOC120458291|XP_039501823.1|DSAN	LOC6625535|XP_002051017.2|DVIR, LOC6625536|XP_002051018.1|DVIR
OG0000358	LOC120452188|XP_039492232.1|DSAN	LOC6630382|XP_002054008.1|DVIR
OG0000358	LOC120454524|XP_039495823.1|DSAN	LOC6629899|XP_002053994.1|DVIR
OG0000359	LOC120449684|XP_039488234.1|DSAN, LOC120447794|XP_039485289.1|DSAN, LOC120449785|XP_039488360.1|DSAN, LOC120449245|XP_039487555.1|DSAN, LOC120449564|XP_039488050.1|DSAN	LOC6622131|XP_002048427.1|DVIR
OG0000360	LOC120452495|XP_039492679.1|DSAN, LOC120452446|XP_039492609.1|DSAN, LOC120452443|XP_039492607.1|DSAN, LOC120452445|XP_039492608.1|DSAN	LOC6630633|XP_002053631.3|DVIR
OG0000361	LOC120454472|XP_039495737.1|DSAN, LOC120451868|XP_039491806.1|DSAN	LOC6629248|XP_002051272.2|DVIR
OG0000361	LOC120458385|XP_039501938.1|DSAN	LOC6629004|XP_032293481.1|DVIR
OG0000362	LOC120454848|XP_039496295.1|DSAN	LOC6636218|XP_002059719.1|DVIR
OG0000362	LOC120450509|XP_039489496.1|DSAN	LOC6622984|XP_002047666.1|DVIR
OG0000363	LOC120454583|XP_039495943.1|DSAN	LOC6632747|XP_032289618.1|DVIR
OG0000363	LOC120447472|XP_039484797.1|DSAN	LOC6624106|XP_032290277.1|DVIR
OG0000365	LOC120446106|XP_039482834.1|DSAN	LOC6635815|XP_015024216.1|DVIR
OG0000365	LOC120443839|XP_039479134.1|DSAN	LOC6635784|XP_002059180.3|DVIR
OG0000366	LOC120455786|XP_039498179.1|DSAN	LOC6631804|XP_032295746.1|DVIR
OG0000366	LOC120453455|XP_039494104.1|DSAN	LOC6630235|XP_032294927.1|DVIR
OG0000367	LOC120449291|XP_039487611.1|DSAN	LOC6624243|XP_002047113.1|DVIR
OG0000367	LOC120445880|XP_039482459.1|DSAN	LOC6626796|XP_002049947.1|DVIR
OG0000368	LOC120447769|XP_039485253.1|DSAN	LOC6623736|XP_002048595.2|DVIR
OG0000370	LOC120450284|XP_039489135.1|DSAN	LOC6626754|XP_002050257.1|DVIR, LOC6626753|XP_002050256.1|DVIR
OG0000370	LOC120445335|XP_039481604.1|DSAN	LOC26531085|XP_032290566.1|DVIR, LOC6623033|XP_002047218.1|DVIR
OG0000371	LOC120455897|XP_039498328.1|DSAN	LOC6636006|XP_002059506.2|DVIR
OG0000372	LOC120446803|XP_039483896.1|DSAN, LOC120446802|XP_039483895.1|DSAN	LOC26530947|XP_015028877.2|DVIR
OG0000373	LOC120445095|XP_039481160.1|DSAN	LOC6622149|XP_002047559.2|DVIR
OG0000374	LOC120448842|XP_039486981.1|DSAN, LOC120457993|XP_039501418.1|DSAN, LOC120457987|XP_039501414.1|DSAN, LOC120457873|XP_039501334.1|DSAN, LOC120457534|XP_039501013.1|DSAN, LOC120457992|XP_039501417.1|DSAN, LOC120457540|XP_039501018.1|DSAN, LOC120457998|XP_039501422.1|DSAN, LOC120457877|XP_039501336.1|DSAN, LOC120457995|XP_039501420.1|DSAN, LOC120457659|XP_039501088.1|DSAN, LOC120457661|XP_039501091.1|DSAN, LOC120457660|XP_039501090.1|DSAN, LOC120457994|XP_039501419.1|DSAN, LOC120457874|XP_039501335.1|DSAN, LOC120457996|XP_039501421.1|DSAN, LOC120457985|XP_039501413.1|DSAN, LOC120457640|XP_039501070.1|DSAN, LOC120457658|XP_039501087.1|DSAN, LOC120457642|XP_039501073.1|DSAN, LOC120457657|XP_039501086.1|DSAN	LOC6622613|XP_002047522.1|DVIR
OG0000375	LOC120447510|XP_039484856.1|DSAN, LOC120447511|XP_039484857.1|DSAN, LOC120447512|XP_039484858.1|DSAN	LOC116650537|XP_032290365.1|DVIR, LOC6623269|XP_002047274.2|DVIR
OG0000376	LOC120456229|XP_039498848.1|DSAN	LOC6633807|XP_002057096.1|DVIR
OG0000377	LOC120456332|XP_039499033.1|DSAN	LOC6636655|XP_002060133.2|DVIR
OG0000378	LOC120444839|XP_039480730.1|DSAN	LOC6626616|XP_002050600.1|DVIR
OG0000378	LOC120456423|XP_039499188.1|DSAN	LOC6633790|XP_002056962.1|DVIR
OG0000379	LOC120458539|XP_039502153.1|DSAN, LOC120458538|XP_039502152.1|DSAN, LOC120458274|XP_039501806.1|DSAN	LOC6626307|XP_032291609.1|DVIR
OG0000380	LOC120449675|XP_039488211.1|DSAN	LOC6623355|XP_002047314.1|DVIR
OG0000381	LOC120458858|XP_039502620.1|DSAN	LOC6628737|XP_002051074.1|DVIR
OG0000381	LOC120457841|XP_039501287.1|DSAN	LOC6627386|XP_002051076.1|DVIR
OG0000382	LOC120448734|XP_039486846.1|DSAN	LOC6622325|XP_002047918.1|DVIR
OG0000383	LOC120443755|XP_039478952.1|DSAN	LOC6628922|XP_002052345.1|DVIR
OG0000383	LOC120447095|XP_039484435.1|DSAN	LOC6628955|XP_002052358.2|DVIR
OG0000384	LOC120446456|XP_039483386.1|DSAN	LOC6624930|XP_032292262.1|DVIR
OG0000384	LOC120446639|XP_039483641.1|DSAN	LOC6624931|XP_002050131.3|DVIR
OG0000385	LOC120456990|XP_039500074.1|DSAN	LOC6634703|XP_002058314.3|DVIR
OG0000385	LOC120456991|XP_039500076.1|DSAN	LOC6634704|XP_002058315.2|DVIR
OG0000386	LOC120449779|XP_039488353.1|DSAN	LOC6636608|XP_002060045.2|DVIR, LOC116650022|XP_032289247.1|DVIR
OG0000386	LOC120453047|XP_039493501.1|DSAN	LOC6632705|XP_002055843.1|DVIR
OG0000388	LOC120450119|XP_039488875.1|DSAN, LOC120450118|XP_039488874.1|DSAN, LOC120450120|XP_039488876.1|DSAN	LOC6622484|XP_002047952.1|DVIR, LOC6624196|XP_002047435.1|DVIR, LOC6623529|XP_032291310.1|DVIR
OG0000389	LOC120457546|XP_039501022.1|DSAN, LOC120458931|XP_039502720.1|DSAN	LOC6635270|XP_002058731.2|DVIR
OG0000389	LOC120449134|XP_039487381.1|DSAN	LOC6623180|XP_015031013.1|DVIR
OG0000390	LOC120443682|XP_039478888.1|DSAN	LOC6627760|XP_002051133.2|DVIR
OG0000391	LOC120445461|XP_039481839.1|DSAN	LOC6626810|XP_002050927.1|DVIR
OG0000391	LOC120446389|XP_039483259.1|DSAN	LOC6626946|XP_032291914.1|DVIR
OG0000392	LOC120458466|XP_039502051.1|DSAN	LOC6628186|XP_002052920.1|DVIR
OG0000392	LOC120458833|XP_039502589.1|DSAN	LOC6628188|XP_002052921.1|DVIR
OG0000393	LOC120446413|XP_039483295.1|DSAN	LOC6628271|XP_032294358.1|DVIR
OG0000393	LOC120444801|XP_039480682.1|DSAN	LOC6628273|XP_015028603.2|DVIR
OG0000394	LOC120455126|XP_039496953.1|DSAN	LOC6633270|XP_002057151.2|DVIR
OG0000394	LOC120455125|XP_039496952.1|DSAN	LOC6633271|XP_002057152.1|DVIR
OG0000395	LOC120450185|XP_039488983.1|DSAN	LOC26531070|XP_015031685.1|DVIR
OG0000395	LOC120450186|XP_039488984.1|DSAN	LOC6624124|XP_002048329.3|DVIR
OG0000395	LOC120450188|XP_039488987.1|DSAN	LOC116650721|XP_032291074.1|DVIR
OG0000396	LOC120452047|XP_039492045.1|DSAN, LOC120452070|XP_039492070.1|DSAN	LOC6629146|XP_002052893.1|DVIR
OG0000398	LOC120445337|XP_039481607.1|DSAN	LOC6625599|XP_002050259.2|DVIR
OG0000399	LOC120452869|XP_039493248.1|DSAN	LOC6631075|XP_015027615.1|DVIR
OG0000399	LOC120445627|XP_039482086.1|DSAN	LOC6631076|XP_032295388.1|DVIR, LOC116651955|XP_032295392.1|DVIR
OG0000401	LOC120447999|XP_039485646.1|DSAN, LOC120455448|XP_039497588.1|DSAN	LOC6631915|XP_032296271.1|DVIR
OG0000402	LOC120456074|XP_039498597.1|DSAN	LOC6631433|XP_002055541.1|DVIR
OG0000403	LOC120453123|XP_039493604.1|DSAN	LOC6631267|XP_002053819.1|DVIR
OG0000403	LOC120445677|XP_039482166.1|DSAN	LOC6626077|XP_032292570.1|DVIR
OG0000404	LOC120454321|XP_039495457.1|DSAN	LOC6632793|XP_002056111.3|DVIR
OG0000405	LOC120455570|XP_039497871.1|DSAN	LOC6634524|XP_032296377.1|DVIR
OG0000405	LOC120451895|XP_039491838.1|DSAN	LOC6631219|XP_002053962.1|DVIR
OG0000406	LOC120450351|XP_039489259.1|DSAN	LOC6623096|XP_002046615.1|DVIR
OG0000406	LOC120457722|XP_039501156.1|DSAN	LOC6636490|XP_002059852.1|DVIR
OG0000407	LOC120449452|XP_039487858.1|DSAN	LOC6623995|XP_002046273.1|DVIR
OG0000407	LOC120449450|XP_039487855.1|DSAN	LOC6623973|XP_032290458.1|DVIR
OG0000408	LOC120452141|XP_039492164.1|DSAN	LOC6634016|XP_002057859.1|DVIR, LOC6634015|XP_032293425.1|DVIR, LOC26531741|XP_015025408.1|DVIR, LOC6634012|XP_002057855.2|DVIR
OG0000408	LOC120458271|XP_039501798.1|DSAN	LOC6628005|XP_002051411.1|DVIR
OG0000409	LOC120446617|XP_039483597.1|DSAN	LOC6626944|XP_002050082.1|DVIR
OG0000409	LOC120444613|XP_039480332.1|DSAN	LOC6625366|XP_002049062.1|DVIR
OG0000410	LOC120444590|XP_039480293.1|DSAN, LOC120444591|XP_039480296.1|DSAN, LOC120446706|XP_039483741.1|DSAN	LOC6628219|XP_002052705.3|DVIR
OG0000411	LOC120454576|XP_039495910.1|DSAN	LOC6629263|XP_032295172.1|DVIR
OG0000411	LOC120458559|XP_039502178.1|DSAN	LOC6634116|XP_002057884.1|DVIR
OG0000412	LOC120446211|XP_039483000.1|DSAN	LOC6626771|XP_002049835.1|DVIR
OG0000412	LOC120450639|XP_039489723.1|DSAN	LOC6624144|XP_002047876.1|DVIR
OG0000413	LOC120452263|XP_039492327.1|DSAN	LOC6633161|XP_002056610.1|DVIR
OG0000413	LOC120454544|XP_039495858.1|DSAN	LOC6632904|XP_032289862.1|DVIR
OG0000414	LOC120458363|XP_039501910.1|DSAN	LOC6626855|XP_002049226.1|DVIR
OG0000415	LOC120446086|XP_039482808.1|DSAN	LOC6625903|XP_032292853.1|DVIR
OG0000415	LOC120445841|XP_039482402.1|DSAN	LOC6625900|XP_002049712.1|DVIR
OG0000416	LOC120456269|XP_039498931.1|DSAN	LOC6634473|XP_002058244.1|DVIR
OG0000416	LOC120456557|XP_039499371.1|DSAN	LOC6631751|XP_002055030.1|DVIR
OG0000417	LOC120452921|XP_039493318.1|DSAN	LOC6631278|XP_002054062.1|DVIR
OG0000418	LOC120446823|XP_039483934.1|DSAN	LOC6633412|XP_002056811.2|DVIR
OG0000418	LOC120457177|XP_039500406.1|DSAN	LOC6635436|XP_002059072.2|DVIR
OG0000419	LOC120447058|XP_039484381.1|DSAN	LOC6625526|XP_032292265.1|DVIR
OG0000419	LOC120455233|XP_039497143.1|DSAN	LOC6634623|XP_032296400.1|DVIR
OG0000421	LOC120458318|XP_039501861.1|DSAN	LOC6628515|XP_032293742.1|DVIR
OG0000421	LOC120449584|XP_039488083.1|DSAN	LOC6635620|XP_002059139.1|DVIR
OG0000422	LOC120457854|XP_039501306.1|DSAN	LOC6630926|XP_002054315.2|DVIR
OG0000423	LOC120445516|XP_039481907.1|DSAN	LOC6624795|XP_002049346.2|DVIR
OG0000423	LOC120446142|XP_039482901.1|DSAN	LOC6624794|XP_002049345.1|DVIR
OG0000424	LOC120451290|XP_039490775.1|DSAN	LOC6635364|XP_015024683.1|DVIR
OG0000424	LOC120446385|XP_039483253.1|DSAN	LOC6635365|XP_032293201.1|DVIR
OG0000425	LOC120446716|XP_039483761.1|DSAN	LOC6626769|XP_002049833.2|DVIR
OG0000426	LOC120458703|XP_039502381.1|DSAN, LOC120458729|XP_039502412.1|DSAN, LOC120458498|XP_039502099.1|DSAN	LOC6625537|XP_002050539.1|DVIR
OG0000428	LOC120449887|XP_039488498.1|DSAN, LOC120448112|XP_039485849.1|DSAN	LOC6624025|XP_002046296.1|DVIR
OG0000428	LOC120448111|XP_039485848.1|DSAN	LOC6624057|XP_002046295.2|DVIR
OG0000429	LOC120446258|XP_039483065.1|DSAN	LOC6625303|XP_032293281.1|DVIR
OG0000429	LOC120457776|XP_039501207.1|DSAN	LOC6625302|XP_032293301.1|DVIR
OG0000429	LOC120444684|XP_039480481.1|DSAN	LOC116651269|XP_032293282.1|DVIR
OG0000430	LOC120452944|XP_039493360.1|DSAN, LOC120452941|XP_039493356.1|DSAN	LOC116652119|XP_032295928.1|DVIR, LOC6629479|XP_002054074.1|DVIR, LOC6629482|XP_032295631.1|DVIR
OG0000430	LOC120452268|XP_039492331.1|DSAN	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR
OG0000433	LOC120457337|XP_039500778.1|DSAN	LOC6633599|XP_002056995.1|DVIR
OG0000433	LOC120449700|XP_039488249.1|DSAN	LOC6624694|XP_002047192.1|DVIR
OG0000434	LOC120453076|XP_039493536.1|DSAN	LOC6632297|XP_002055986.1|DVIR
OG0000435	LOC120456736|XP_039499659.1|DSAN	LOC6631572|XP_032296112.1|DVIR
OG0000437	LOC120446992|XP_039484230.1|DSAN	LOC6628087|XP_002051147.1|DVIR
OG0000437	LOC120456391|XP_039499156.1|DSAN	LOC6629200|XP_002052619.1|DVIR
OG0000438	LOC120453590|XP_039494286.1|DSAN	LOC6633075|XP_002056147.1|DVIR
OG0000439	LOC120458146|XP_039501626.1|DSAN	LOC6633953|XP_002057840.2|DVIR
OG0000439	LOC120449954|XP_039488589.1|DSAN	LOC6622954|XP_032290936.1|DVIR
OG0000440	LOC120444601|XP_039480310.1|DSAN	LOC6626763|XP_002050917.1|DVIR
OG0000440	LOC120445849|XP_039482415.1|DSAN	LOC6625760|XP_002048726.2|DVIR
OG0000441	LOC120446037|XP_039482735.1|DSAN	LOC6624752|XP_032292151.1|DVIR
OG0000441	LOC120445116|XP_039481197.1|DSAN	LOC6624751|XP_032292299.1|DVIR
OG0000443	LOC120449811|XP_039488391.1|DSAN	LOC6624489|XP_002047100.1|DVIR
OG0000443	LOC120449810|XP_039488390.1|DSAN	LOC6624442|XP_002047101.1|DVIR
OG0000444	LOC120455542|XP_039497817.1|DSAN	LOC6629079|XP_002051602.1|DVIR
OG0000444	LOC120458569|XP_039502201.1|DSAN	LOC6629198|XP_002051600.1|DVIR
OG0000446	LOC120455007|XP_039496761.1|DSAN	LOC6632972|XP_032289825.1|DVIR
OG0000446	LOC120458549|XP_039502164.1|DSAN	LOC26530992|XP_015024379.2|DVIR
OG0000447	LOC120449935|XP_039488567.1|DSAN	LOC6622324|XP_002046392.1|DVIR
OG0000448	LOC120453892|XP_039494743.1|DSAN	LOC6632922|XP_002055925.1|DVIR
OG0000448	LOC120453277|XP_039493839.1|DSAN	LOC6627517|XP_002051626.1|DVIR
OG0000449	LOC120448191|XP_039485990.1|DSAN	LOC6623397|XP_002046815.1|DVIR
OG0000449	LOC120444449|XP_039480044.1|DSAN	LOC6633923|XP_002057615.2|DVIR
OG0000450	LOC120455472|XP_039497628.1|DSAN	LOC6631951|XP_032295430.1|DVIR
OG0000450	LOC120455561|XP_039497849.1|DSAN	LOC6631321|XP_015026456.1|DVIR
OG0000451	LOC120457357|XP_039500809.1|DSAN	LOC6634727|XP_002058326.1|DVIR
OG0000451	LOC120457358|XP_039500812.1|DSAN	LOC6634729|XP_002058328.1|DVIR
OG0000453	LOC120453808|XP_039494616.1|DSAN	LOC6629644|XP_002054849.2|DVIR
OG0000453	LOC120454118|XP_039495082.1|DSAN	LOC6629567|XP_002054850.1|DVIR
OG0000454	LOC120453921|XP_039494790.1|DSAN, LOC120449932|XP_039488563.1|DSAN	LOC6628227|XP_002051175.1|DVIR
OG0000455	LOC120446816|XP_039483919.1|DSAN	LOC6625184|XP_002050742.1|DVIR
OG0000456	LOC120454870|XP_039496361.1|DSAN	LOC6636214|XP_002059715.2|DVIR
OG0000456	LOC120447077|XP_039484406.1|DSAN	LOC6634129|XP_032289015.1|DVIR
OG0000457	LOC120458536|XP_039502149.1|DSAN	LOC6627633|XP_002051099.1|DVIR
OG0000457	LOC120443734|XP_039478923.1|DSAN	LOC6628705|XP_002051323.2|DVIR
OG0000458	LOC120454586|XP_039495971.1|DSAN	LOC6635764|XP_015024523.1|DVIR
OG0000460	LOC120456770|XP_039499705.1|DSAN	LOC6627660|XP_002051724.1|DVIR
OG0000462	LOC120454337|XP_039495481.1|DSAN	LOC26530806|XP_015027827.1|DVIR
OG0000462	LOC120454338|XP_039495482.1|DSAN	LOC26531733|XP_015027930.1|DVIR
OG0000463	LOC120452412|XP_039492565.1|DSAN	LOC6630610|XP_002054485.2|DVIR
OG0000463	LOC120456790|XP_039499743.1|DSAN, LOC120454237|XP_039495276.1|DSAN	LOC6629547|XP_032292309.1|DVIR
OG0000464	LOC120454647|XP_039496085.1|DSAN	LOC6635763|XP_002059229.2|DVIR
OG0000464	LOC120451504|XP_039491234.1|DSAN	LOC6635762|XP_015024407.1|DVIR
OG0000464	LOC120450126|XP_039488888.1|DSAN	LOC6628869|XP_002052335.2|DVIR
OG0000465	LOC120453490|XP_039494161.1|DSAN	LOC6630641|XP_032288927.1|DVIR
OG0000465	LOC120451374|XP_039490958.1|DSAN	LOC6630604|XP_002053023.1|DVIR
OG0000466	LOC120456026|XP_039498531.1|DSAN	LOC6635471|XP_015024613.1|DVIR
OG0000466	LOC120451303|XP_039490842.1|DSAN	LOC6635652|XP_002059120.1|DVIR
OG0000467	LOC120443744|XP_039478935.1|DSAN	LOC6636513|XP_032292686.1|DVIR
OG0000467	LOC120457609|XP_039501054.1|DSAN	LOC6636427|XP_032291673.1|DVIR
OG0000468	LOC120452733|XP_039493036.1|DSAN	LOC6629331|XP_002053872.1|DVIR
OG0000468	LOC120444382|XP_039479922.1|DSAN	LOC6635965|XP_002059330.1|DVIR
OG0000469	LOC120457300|XP_039500759.1|DSAN	LOC26531633|XP_032293899.1|DVIR
OG0000469	LOC120443847|XP_039479141.1|DSAN	LOC6628977|XP_002052729.2|DVIR
OG0000470	LOC120448728|XP_039486834.1|DSAN	LOC6624115|XP_002048640.1|DVIR
