Orthogroup	DSAN.longest_only	DGUA.longest_only
OG0002605	LOC120452851|XP_039493222.1|DSAN	LOC117589649|XP_034137673.1|DGUA
OG0002606	LOC120453896|XP_039494747.1|DSAN	LOC117582885|XP_034126851.1|DGUA
OG0002607	LOC120453882|XP_039494732.1|DSAN	LOC117582900|XP_034126884.1|DGUA
OG0002608	LOC120451470|XP_039491092.1|DSAN	LOC117585989|XP_034131702.1|DGUA
OG0002609	LOC120445580|XP_039482005.1|DSAN	LOC117584757|XP_034129751.1|DGUA
OG0002610	LOC120454125|XP_039495098.1|DSAN	LOC117589926|XP_034138099.1|DGUA
OG0002611	LOC120452779|XP_039493102.1|DSAN	LOC117583764|XP_034128207.1|DGUA
OG0002612	LOC120452870|XP_039493250.1|DSAN	LOC117584975|XP_034130069.1|DGUA
OG0002613	LOC120451334|XP_039490845.1|DSAN	LOC117585601|XP_034131037.1|DGUA
OG0002614	LOC120451177|XP_039490547.1|DSAN	LOC117582945|XP_034126945.1|DGUA
OG0002615	LOC120447746|XP_039485228.1|DSAN	LOC117587071|XP_034133412.1|DGUA
OG0002616	LOC120451328|XP_039490838.1|DSAN	LOC117583554|XP_034127806.1|DGUA
OG0002617	LOC120452177|XP_039492219.1|DSAN	LOC117585801|XP_034131399.1|DGUA
OG0002618	LOC120452474|XP_039492648.1|DSAN	LOC117590191|XP_034138509.1|DGUA
OG0002619	LOC120453466|XP_039494122.1|DSAN	LOC117582846|XP_034126794.1|DGUA
OG0002620	LOC120453386|XP_039494002.1|DSAN	LOC117583440|XP_034127632.1|DGUA
OG0002621	LOC120453012|XP_039493461.1|DSAN	LOC117589500|XP_034137369.1|DGUA
OG0002622	LOC120448965|XP_039487158.1|DSAN	LOC117588928|XP_034136394.1|DGUA
OG0002623	LOC120450825|XP_039489940.1|DSAN	LOC117583491|XP_034127720.1|DGUA
OG0002624	LOC120452978|XP_039493408.1|DSAN	LOC117585400|XP_034130756.1|DGUA
OG0002625	LOC120454183|XP_039495197.1|DSAN	LOC117585717|XP_034131245.1|DGUA
OG0002626	LOC120456217|XP_039498833.1|DSAN	LOC117591169|XP_034140182.1|DGUA
OG0002627	LOC120450948|XP_039490155.1|DSAN	LOC117589674|XP_034137708.1|DGUA
OG0002628	LOC120451111|XP_039490458.1|DSAN	LOC117585196|XP_034130461.1|DGUA
OG0002629	LOC120453005|XP_039493446.1|DSAN	LOC117586072|XP_034131814.1|DGUA
OG0002630	LOC120454703|XP_039496173.1|DSAN	LOC117585530|XP_034130937.1|DGUA
OG0002631	LOC120452372|XP_039492498.1|DSAN	LOC117583396|XP_034127570.1|DGUA
OG0002632	LOC120453033|XP_039493487.1|DSAN	LOC117589551|XP_034137452.1|DGUA
OG0002633	LOC120454571|XP_039495904.1|DSAN	LOC117589951|XP_034138133.1|DGUA
OG0002634	LOC120451539|XP_039491252.1|DSAN	LOC117585780|XP_034131357.1|DGUA
OG0002635	LOC120451894|XP_039491837.1|DSAN	LOC117585689|XP_034131195.1|DGUA
OG0002636	LOC120450750|XP_039489806.1|DSAN	LOC117590029|XP_034138216.1|DGUA
OG0002637	LOC120447828|XP_039485348.1|DSAN, LOC120443816|XP_039479091.1|DSAN	LOC117584660|XP_034129578.1|DGUA
OG0002638	LOC120450828|XP_039489944.1|DSAN	LOC117583626|XP_034127966.1|DGUA
OG0002639	LOC120451643|XP_039491437.1|DSAN	LOC117590080|XP_034138309.1|DGUA
OG0002640	LOC120451145|XP_039490506.1|DSAN	LOC117583843|XP_034128351.1|DGUA
OG0002641	LOC120451511|XP_039491204.1|DSAN	LOC117583176|XP_034127265.1|DGUA
OG0002642	LOC120451510|XP_039491202.1|DSAN	LOC117583073|XP_034127137.1|DGUA
OG0002643	LOC120451509|XP_039491200.1|DSAN	LOC117583072|XP_034127136.1|DGUA
OG0002644	LOC120452395|XP_039492543.1|DSAN	LOC117582910|XP_034126896.1|DGUA
OG0002645	LOC120453423|XP_039494056.1|DSAN	LOC117583247|XP_034127362.1|DGUA
OG0002646	LOC120454301|XP_039495433.1|DSAN	LOC117585777|XP_034131354.1|DGUA
OG0002647	LOC120452590|XP_039492815.1|DSAN	LOC117589554|XP_034137456.1|DGUA
OG0002648	LOC120453880|XP_039494726.1|DSAN	LOC117589581|XP_034137533.1|DGUA
OG0002649	LOC120453854|XP_039494691.1|DSAN	LOC117585000|XP_034130129.1|DGUA
OG0002650	LOC120452589|XP_039492813.1|DSAN	LOC117589553|XP_034137455.1|DGUA
OG0002651	LOC120451486|XP_039491142.1|DSAN	LOC117586751|XP_034132949.1|DGUA
OG0002652	LOC120452020|XP_039491998.1|DSAN	LOC117589503|XP_034137376.1|DGUA
OG0002653	LOC120451138|XP_039490487.1|DSAN	LOC117583837|XP_034128325.1|DGUA
OG0002654	LOC120453956|XP_039494837.1|DSAN	LOC117583836|XP_034128324.1|DGUA
OG0002655	LOC120454399|XP_039495586.1|DSAN	LOC117585762|XP_034131317.1|DGUA
OG0002656	LOC120451558|XP_039491293.1|DSAN	LOC117589595|XP_034137554.1|DGUA
OG0002657	LOC120451893|XP_039491835.1|DSAN	LOC117585688|XP_034131194.1|DGUA
OG0002658	LOC120452101|XP_039492111.1|DSAN	LOC117583328|XP_034127480.1|DGUA
OG0002659	LOC120452563|XP_039492777.1|DSAN	LOC117583113|XP_034127188.1|DGUA
OG0002660	LOC120456863|XP_039499886.1|DSAN	LOC117581557|XP_034124780.1|DGUA
OG0002661	LOC120453957|XP_039494838.1|DSAN	LOC117582944|XP_034126942.1|DGUA
OG0002662	LOC120444763|XP_039480626.1|DSAN	LOC117586604|XP_034132701.1|DGUA
OG0002663	LOC120451657|XP_039491466.1|DSAN	LOC117585358|XP_034130695.1|DGUA
OG0002664	LOC120444045|XP_039479485.1|DSAN	LOC117581874|XP_034125228.1|DGUA
OG0002665	LOC120448082|XP_039485804.1|DSAN	LOC117590719|XP_034139516.1|DGUA
OG0002666	LOC120443966|XP_039479363.1|DSAN	LOC117578840|XP_034120508.1|DGUA
OG0002667	LOC120443991|XP_039479401.1|DSAN	LOC117586403|XP_034132330.1|DGUA
OG0002668	LOC120449930|XP_039488558.1|DSAN	LOC117587101|XP_034133477.1|DGUA
OG0002669	LOC120457741|XP_039501177.1|DSAN	LOC117587793|XP_034134630.1|DGUA
OG0002670	LOC120447718|XP_039485189.1|DSAN	LOC117589451|XP_034137292.1|DGUA
OG0002671	LOC120448069|XP_039485771.1|DSAN	LOC117589178|XP_034136788.1|DGUA
OG0002672	LOC120445028|XP_039481044.1|DSAN	LOC117581857|XP_034125210.1|DGUA
OG0002673	LOC120446313|XP_039483163.1|DSAN	LOC117578562|XP_034120026.1|DGUA
OG0002674	LOC120443990|XP_039479398.1|DSAN	LOC117586248|XP_034132082.1|DGUA
OG0002675	LOC120450272|XP_039489119.1|DSAN	LOC117580319|XP_034122706.1|DGUA
OG0002676	LOC120447030|XP_039484301.1|DSAN	LOC117580477|XP_034122954.1|DGUA
OG0002677	LOC120458806|XP_039502533.1|DSAN	LOC117581200|XP_034124066.1|DGUA
OG0002678	LOC120457729|XP_039501163.1|DSAN	LOC117591867|XP_034141126.1|DGUA
OG0002679	LOC120446303|XP_039483145.1|DSAN	LOC117592445|XP_034142094.1|DGUA
OG0002680	LOC120456247|XP_039498902.1|DSAN	LOC117580639|XP_034123121.1|DGUA
OG0002681	LOC120445056|XP_039481108.1|DSAN	LOC117586631|XP_034132784.1|DGUA
OG0002682	LOC120450127|XP_039488886.1|DSAN	LOC117579057|XP_034120651.1|DGUA
OG0002683	LOC120454250|XP_039495309.1|DSAN	LOC117586451|XP_034132384.1|DGUA
OG0002684	LOC120455775|XP_039498164.1|DSAN	LOC117588411|XP_034135569.1|DGUA
OG0002685	LOC120449718|XP_039488274.1|DSAN	LOC117589342|XP_034137089.1|DGUA
OG0002686	LOC120447838|XP_039485377.1|DSAN	LOC117589090|XP_034136619.1|DGUA
OG0002687	LOC120448212|XP_039486024.1|DSAN	LOC117579630|XP_034121487.1|DGUA
OG0002688	LOC120449707|XP_039488258.1|DSAN	LOC117587212|XP_034133658.1|DGUA
OG0002689	LOC120456333|XP_039499037.1|DSAN	LOC117581340|XP_034124354.1|DGUA
OG0002690	LOC120447940|XP_039485552.1|DSAN	LOC117579908|XP_034121935.1|DGUA
OG0002691	LOC120446168|XP_039482932.1|DSAN	LOC117590143|XP_034138415.1|DGUA
OG0002692	LOC120444927|XP_039480861.1|DSAN	LOC117581744|XP_034125036.1|DGUA
OG0002693	LOC120450426|XP_039489368.1|DSAN	LOC117579802|XP_034121768.1|DGUA
OG0002694	LOC120446743|XP_039483805.1|DSAN	LOC117592465|XP_034142185.1|DGUA
OG0002695	LOC120450038|XP_039488727.1|DSAN	LOC117586900|XP_034133135.1|DGUA
OG0002696	LOC120448280|XP_039486143.1|DSAN	LOC117589076|XP_034136603.1|DGUA
OG0002697	LOC120447501|XP_039484835.1|DSAN	LOC117589270|XP_034136950.1|DGUA
OG0002698	LOC120447724|XP_039485195.1|DSAN	LOC117580203|XP_034122484.1|DGUA
OG0002699	LOC120450275|XP_039489125.1|DSAN	LOC117580316|XP_034122702.1|DGUA
OG0002700	LOC120450241|XP_039489056.1|DSAN	LOC117587448|XP_034134031.1|DGUA
OG0002701	LOC120446733|XP_039483785.1|DSAN	LOC117579623|XP_034121471.1|DGUA
OG0002702	LOC120444968|XP_039480917.1|DSAN	LOC117582605|XP_034126368.1|DGUA
OG0002703	LOC120454558|XP_039495886.1|DSAN	LOC117587291|XP_034133773.1|DGUA
OG0002704	LOC120446927|XP_039484109.1|DSAN	LOC117592174|XP_034141663.1|DGUA
OG0002705	LOC120447737|XP_039485214.1|DSAN	LOC117587508|XP_034134190.1|DGUA
OG0002706	LOC120457712|XP_039501144.1|DSAN	LOC117591870|XP_034141135.1|DGUA
OG0002707	LOC120449432|XP_039487828.1|DSAN	LOC117586875|XP_034133064.1|DGUA
OG0002708	LOC120447855|XP_039485397.1|DSAN	LOC117589280|XP_034136961.1|DGUA
OG0002709	LOC120443862|XP_039479161.1|DSAN	LOC117588790|XP_034136192.1|DGUA
OG0002710	LOC120446650|XP_039483655.1|DSAN	LOC117588857|XP_034136254.1|DGUA
OG0002711	LOC120445811|XP_039482359.1|DSAN	LOC117583330|XP_034127485.1|DGUA
OG0002712	LOC120445568|XP_039481985.1|DSAN	LOC117591962|XP_034141286.1|DGUA
OG0002713	LOC120446815|XP_039483912.1|DSAN	LOC117588605|XP_034135909.1|DGUA
OG0002714	LOC120458244|XP_039501770.1|DSAN	LOC117592075|XP_034141473.1|DGUA
OG0002715	LOC120456644|XP_039499503.1|DSAN	LOC117580651|XP_034123140.1|DGUA
OG0002716	LOC120445152|XP_039481249.1|DSAN	LOC117582441|XP_034126043.1|DGUA
OG0002717	LOC120452120|XP_039492132.1|DSAN	LOC117586300|XP_034132147.1|DGUA
OG0002718	LOC120450082|XP_039488809.1|DSAN	LOC117589052|XP_034136572.1|DGUA
OG0002719	LOC120451622|XP_039491407.1|DSAN	LOC117586678|XP_034132821.1|DGUA
OG0002720	LOC120449231|XP_039487537.1|DSAN	LOC117588851|XP_034136241.1|DGUA
OG0002721	LOC120446710|XP_039483749.1|DSAN	LOC117588002|XP_034134914.1|DGUA
OG0002722	LOC120458700|XP_039502377.1|DSAN	LOC117578784|XP_034120386.1|DGUA
OG0002723	LOC120445089|XP_039481151.1|DSAN	LOC117585217|XP_034130502.1|DGUA
OG0002724	LOC120453383|XP_039493999.1|DSAN	LOC117583439|XP_034127631.1|DGUA
OG0002725	LOC120448266|XP_039486122.1|DSAN	LOC117580141|XP_034122333.1|DGUA
OG0002726	LOC120450328|XP_039489226.1|DSAN	LOC117589162|XP_034136756.1|DGUA
OG0002727	LOC120450193|XP_039488993.1|DSAN	LOC117589203|XP_034136829.1|DGUA
OG0002728	LOC120447108|XP_039484461.1|DSAN	LOC117578896|XP_034120590.1|DGUA
OG0002729	LOC120449028|XP_039487244.1|DSAN	LOC117587090|XP_034133451.1|DGUA
OG0002730	LOC120444303|XP_039479759.1|DSAN	LOC117588291|XP_034135401.1|DGUA
OG0002731	LOC120447666|XP_039485117.1|DSAN	LOC117587477|XP_034134096.1|DGUA
OG0002732	LOC120444974|XP_039480928.1|DSAN	LOC117592667|XP_034142518.1|DGUA
OG0002733	LOC120446427|XP_039483324.1|DSAN	LOC117578770|XP_034120366.1|DGUA
OG0002734	LOC120458755|XP_039502466.1|DSAN	LOC117591331|XP_034140441.1|DGUA
OG0002735	LOC120457521|XP_039501003.1|DSAN	LOC117586310|XP_034132176.1|DGUA
OG0002736	LOC120457577|XP_039501028.1|DSAN	LOC117578656|XP_034120165.1|DGUA
OG0002737	LOC120448234|XP_039486068.1|DSAN	LOC117579259|XP_034120937.1|DGUA
OG0002738	LOC120448643|XP_039486704.1|DSAN	LOC117587374|XP_034133914.1|DGUA
OG0002739	LOC120449626|XP_039488142.1|DSAN	LOC117589029|XP_034136548.1|DGUA
OG0002740	LOC120449624|XP_039488141.1|DSAN	LOC117589028|XP_034136547.1|DGUA
OG0002741	LOC120445012|XP_039481011.1|DSAN	LOC117590031|XP_034138259.1|DGUA
OG0002742	LOC120445920|XP_039482511.1|DSAN	LOC117578422|XP_034119774.1|DGUA
OG0002743	LOC120450100|XP_039488827.1|DSAN	LOC117589132|XP_034136709.1|DGUA
OG0002744	LOC120448250|XP_039486095.1|DSAN	LOC117586851|XP_034133036.1|DGUA
OG0002745	LOC120450136|XP_039488897.1|DSAN	LOC117587290|XP_034133768.1|DGUA
OG0002746	LOC120444891|XP_039480810.1|DSAN	LOC117579174|XP_034120832.1|DGUA
OG0002747	LOC120453062|XP_039493521.1|DSAN	LOC117583336|XP_034127488.1|DGUA
OG0002748	LOC120445755|XP_039482270.1|DSAN	LOC117592364|XP_034141953.1|DGUA
OG0002750	LOC120446719|XP_039483765.1|DSAN	LOC117592123|XP_034141559.1|DGUA
OG0002751	LOC120457875|XP_039501337.1|DSAN	LOC117578551|XP_034120018.1|DGUA
OG0002752	LOC120447904|XP_039485488.1|DSAN	LOC117591048|XP_034140038.1|DGUA
OG0002753	LOC120445928|XP_039482522.1|DSAN	LOC117590366|XP_034138847.1|DGUA
OG0002754	LOC120450331|XP_039489231.1|DSAN	LOC117589231|XP_034136879.1|DGUA
OG0002755	LOC120446145|XP_039482906.1|DSAN	LOC117585632|XP_034131111.1|DGUA
OG0002756	LOC120450334|XP_039489234.1|DSAN, LOC120450335|XP_039489235.1|DSAN	LOC117586825|XP_034132996.1|DGUA
OG0002757	LOC120447503|XP_039484838.1|DSAN	LOC117580017|XP_034122114.1|DGUA
OG0002758	LOC120445631|XP_039482090.1|DSAN	LOC117591960|XP_034141281.1|DGUA
OG0002759	LOC120446919|XP_039484094.1|DSAN	LOC117592576|XP_034142352.1|DGUA
OG0002760	LOC120445454|XP_039481833.1|DSAN	LOC117584424|XP_034129214.1|DGUA
OG0002761	LOC120445906|XP_039482495.1|DSAN	LOC117590360|XP_034138795.1|DGUA
OG0002762	LOC120445959|XP_039482584.1|DSAN	LOC117587525|XP_034134220.1|DGUA
OG0002763	LOC120449679|XP_039488220.1|DSAN	LOC117580031|XP_034122149.1|DGUA
OG0002764	LOC120447514|XP_039484859.1|DSAN	LOC117586999|XP_034133291.1|DGUA
OG0002765	LOC120444899|XP_039480822.1|DSAN	LOC117582359|XP_034125909.1|DGUA
OG0002766	LOC120446379|XP_039483246.1|DSAN	LOC117590848|XP_034139740.1|DGUA
OG0002767	LOC120444335|XP_039479826.1|DSAN	LOC117592569|XP_034142344.1|DGUA
OG0002768	LOC120445947|XP_039482561.1|DSAN	LOC117592564|XP_034142334.1|DGUA
OG0002769	LOC120445107|XP_039481185.1|DSAN	LOC117592142|XP_034141588.1|DGUA
OG0002770	LOC120457183|XP_039500434.1|DSAN	LOC117584122|XP_034128764.1|DGUA
OG0002771	LOC120449142|XP_039487400.1|DSAN	LOC117579510|XP_034121308.1|DGUA
OG0002772	LOC120449289|XP_039487610.1|DSAN	LOC117579161|XP_034120810.1|DGUA
OG0002773	LOC120446156|XP_039482920.1|DSAN	LOC117587927|XP_034134808.1|DGUA
OG0002774	LOC120446560|XP_039483512.1|DSAN	LOC117591895|XP_034141170.1|DGUA
OG0002775	LOC120448340|XP_039486237.1|DSAN	LOC117589443|XP_034137273.1|DGUA
OG0002776	LOC120448231|XP_039486064.1|DSAN	LOC117579263|XP_034120947.1|DGUA
OG0002777	LOC120449924|XP_039488551.1|DSAN	LOC117589227|XP_034136870.1|DGUA
OG0002778	LOC120447783|XP_039485271.1|DSAN	LOC117589223|XP_034136863.1|DGUA
OG0002779	LOC120447604|XP_039485008.1|DSAN	LOC117580300|XP_034122679.1|DGUA
OG0002780	LOC120451769|XP_039491632.1|DSAN	LOC117586409|XP_034132336.1|DGUA
OG0002781	LOC120445520|XP_039481913.1|DSAN	LOC117591801|XP_034141001.1|DGUA
OG0002782	LOC120448085|XP_039485812.1|DSAN	LOC117579877|XP_034121890.1|DGUA
OG0002783	LOC120447542|XP_039484922.1|DSAN	LOC117589050|XP_034136569.1|DGUA
OG0002784	LOC120444553|XP_039480237.1|DSAN	LOC117578732|XP_034120286.1|DGUA
OG0002785	LOC120450568|XP_039489615.1|DSAN	LOC117579104|XP_034120721.1|DGUA
OG0002786	LOC120448550|XP_039486537.1|DSAN	LOC117589124|XP_034136697.1|DGUA
OG0002787	LOC120448040|XP_039485717.1|DSAN	LOC117587511|XP_034134195.1|DGUA
OG0002788	LOC120448041|XP_039485718.1|DSAN	LOC117587513|XP_034134201.1|DGUA
OG0002789	LOC120448279|XP_039486142.1|DSAN	LOC117586844|XP_034133027.1|DGUA
OG0002790	LOC120449544|XP_039488004.1|DSAN	LOC117587471|XP_034134092.1|DGUA
OG0002791	LOC120450278|XP_039489128.1|DSAN	LOC117579042|XP_034120629.1|DGUA
OG0002792	LOC120444877|XP_039480790.1|DSAN	LOC117578703|XP_034120241.1|DGUA
OG0002793	LOC120450219|XP_039489027.1|DSAN	LOC117580103|XP_034122258.1|DGUA
OG0002794	LOC120450029|XP_039488710.1|DSAN	LOC117586890|XP_034133114.1|DGUA
OG0002795	LOC120449022|XP_039487236.1|DSAN	LOC117587333|XP_034133859.1|DGUA
OG0002796	LOC120449158|XP_039487432.1|DSAN	LOC117580429|XP_034122876.1|DGUA
OG0002797	LOC120449547|XP_039488008.1|DSAN	LOC117586842|XP_034133024.1|DGUA
OG0002798	LOC120446586|XP_039483541.1|DSAN	LOC117582052|XP_034125487.1|DGUA
OG0002799	LOC120449511|XP_039487948.1|DSAN	LOC117587189|XP_034133600.1|DGUA
OG0002800	LOC120447562|XP_039484952.1|DSAN	LOC117589109|XP_034136654.1|DGUA
OG0002801	LOC120444686|XP_039480487.1|DSAN	LOC117578645|XP_034120151.1|DGUA
OG0002802	LOC120444287|XP_039479737.1|DSAN	LOC117578883|XP_034120568.1|DGUA
OG0002803	LOC120445170|XP_039481284.1|DSAN	LOC117582044|XP_034125477.1|DGUA
OG0002804	LOC120444264|XP_039479709.1|DSAN	LOC117592321|XP_034141891.1|DGUA
OG0002805	LOC120448087|XP_039485817.1|DSAN	LOC117580288|XP_034122657.1|DGUA
OG0002806	LOC120450280|XP_039489131.1|DSAN	LOC117585072|XP_034130228.1|DGUA, LOC117579043|XP_034120630.1|DGUA
OG0002807	LOC120447035|XP_039484315.1|DSAN	LOC117579945|XP_034122000.1|DGUA
OG0002808	LOC120444422|XP_039479986.1|DSAN	LOC117591250|XP_034140328.1|DGUA
OG0002809	LOC120448488|XP_039486451.1|DSAN	LOC117589416|XP_034137236.1|DGUA
OG0002810	LOC120450264|XP_039489089.1|DSAN	LOC117589341|XP_034137086.1|DGUA
OG0002811	LOC120448858|XP_039487002.1|DSAN	LOC117580467|XP_034122934.1|DGUA
OG0002812	LOC120446993|XP_039484227.1|DSAN	LOC117585629|XP_034131097.1|DGUA
OG0002813	LOC120446956|XP_039484144.1|DSAN	LOC117579334|XP_034121054.1|DGUA
OG0002814	LOC120445007|XP_039480990.1|DSAN	LOC117584748|XP_034129769.1|DGUA
OG0002815	LOC120444578|XP_039480272.1|DSAN	LOC117590810|XP_034139671.1|DGUA
OG0002816	LOC120446125|XP_039482883.1|DSAN	LOC117592570|XP_034142348.1|DGUA
OG0002817	LOC120445216|XP_039481405.1|DSAN	LOC117591935|XP_034141235.1|DGUA
OG0002818	LOC120450614|XP_039489722.1|DSAN	LOC117592428|XP_034142070.1|DGUA
OG0002819	LOC120448144|XP_039485903.1|DSAN	LOC117589206|XP_034136831.1|DGUA
OG0002820	LOC120449130|XP_039487377.1|DSAN	LOC117589218|XP_034136855.1|DGUA
OG0002821	LOC120448005|XP_039485652.1|DSAN	LOC117587315|XP_034133834.1|DGUA
OG0002822	LOC120444564|XP_039480254.1|DSAN	LOC117592541|XP_034142304.1|DGUA
OG0002823	LOC120443726|XP_039478914.1|DSAN	LOC117580702|XP_034123242.1|DGUA
OG0002824	LOC120449290|XP_039487614.1|DSAN	LOC117591097|XP_034140092.1|DGUA
OG0002825	LOC120448824|XP_039486956.1|DSAN	LOC117580496|XP_034122975.1|DGUA
OG0002826	LOC120444923|XP_039480855.1|DSAN	LOC117578734|XP_034120288.1|DGUA
OG0002827	LOC120454826|XP_039496226.1|DSAN	LOC117590594|XP_034139245.1|DGUA
OG0002828	LOC120445017|XP_039481019.1|DSAN	LOC117581819|XP_034125157.1|DGUA
OG0002829	LOC120445727|XP_039482230.1|DSAN	LOC117591653|XP_034140868.1|DGUA, LOC117592509|XP_034142248.1|DGUA
OG0002830	LOC120444516|XP_039480169.1|DSAN	LOC117592523|XP_034142265.1|DGUA
OG0002831	LOC120457790|XP_039501218.1|DSAN	LOC117588017|XP_034134939.1|DGUA
OG0002832	LOC120458566|XP_039502193.1|DSAN	LOC117584755|XP_034129740.1|DGUA
OG0002833	LOC120445155|XP_039481263.1|DSAN	LOC117592201|XP_034141702.1|DGUA
OG0002834	LOC120446852|XP_039483978.1|DSAN	LOC117588054|XP_034135039.1|DGUA
OG0002835	LOC120445127|XP_039481208.1|DSAN	LOC117583659|XP_034128015.1|DGUA
OG0002836	LOC120458623|XP_039502273.1|DSAN	LOC117583713|XP_034128099.1|DGUA
OG0002837	LOC120446231|XP_039483033.1|DSAN	LOC117592393|XP_034142001.1|DGUA
OG0002838	LOC120445408|XP_039481756.1|DSAN	LOC117592088|XP_034141495.1|DGUA
OG0002839	LOC120446888|XP_039484037.1|DSAN	LOC117592369|XP_034141959.1|DGUA
OG0002840	LOC120453282|XP_039493843.1|DSAN	LOC117583900|XP_034128463.1|DGUA
OG0002841	LOC120446318|XP_039483171.1|DSAN	LOC117582433|XP_034126027.1|DGUA
OG0002842	LOC120446177|XP_039482950.1|DSAN	LOC117584214|XP_034128874.1|DGUA
OG0002843	LOC120446821|XP_039483936.1|DSAN	LOC117587394|XP_034133942.1|DGUA
OG0002844	LOC120448747|XP_039486861.1|DSAN	LOC117591260|XP_034140337.1|DGUA
OG0002845	LOC120456920|XP_039499994.1|DSAN	LOC117584771|XP_034129764.1|DGUA
OG0002846	LOC120458117|XP_039501588.1|DSAN	LOC117582381|XP_034125948.1|DGUA
OG0002847	LOC120456893|XP_039499930.1|DSAN	LOC117584769|XP_034129762.1|DGUA
OG0002848	LOC120445098|XP_039481173.1|DSAN	LOC117582464|XP_034126081.1|DGUA
OG0002849	LOC120458580|XP_039502212.1|DSAN	LOC117588094|XP_034135056.1|DGUA
OG0002850	LOC120446502|XP_039483447.1|DSAN	LOC117588209|XP_034135237.1|DGUA
OG0002851	LOC120447763|XP_039485247.1|DSAN	LOC117584279|XP_034128987.1|DGUA
OG0002852	LOC120446206|XP_039482993.1|DSAN	LOC117592255|XP_034141785.1|DGUA
OG0002853	LOC120452385|XP_039492517.1|DSAN	LOC117584610|XP_034129516.1|DGUA
OG0002854	LOC120444700|XP_039480503.1|DSAN	LOC117581810|XP_034125142.1|DGUA
OG0002855	LOC120458815|XP_039502555.1|DSAN	LOC117584866|XP_034129906.1|DGUA
OG0002856	LOC120458587|XP_039502226.1|DSAN	LOC117587520|XP_034134205.1|DGUA
OG0002857	LOC120444788|XP_039480666.1|DSAN	LOC117591137|XP_034140139.1|DGUA
OG0002858	LOC120444023|XP_039479456.1|DSAN	LOC117582410|XP_034125990.1|DGUA
OG0002859	LOC120445938|XP_039482945.1|DSAN	LOC117583872|XP_034128409.1|DGUA
OG0002860	LOC120445625|XP_039482080.1|DSAN	LOC117588180|XP_034135190.1|DGUA
OG0002861	LOC120444090|XP_039479551.1|DSAN	LOC117584224|XP_034128896.1|DGUA
OG0002862	LOC120453616|XP_039494333.1|DSAN	LOC117582078|XP_034125528.1|DGUA
OG0002863	LOC120443851|XP_039479147.1|DSAN	LOC117582594|XP_034126344.1|DGUA
OG0002864	LOC120443855|XP_039479151.1|DSAN	LOC117582597|XP_034126347.1|DGUA
OG0002865	LOC120458316|XP_039501856.1|DSAN	LOC117590736|XP_034139540.1|DGUA
OG0002866	LOC120448367|XP_039486270.1|DSAN	LOC117589308|XP_034136997.1|DGUA
OG0002867	LOC120458414|XP_039501983.1|DSAN	LOC117587989|XP_034134893.1|DGUA
OG0002868	LOC120454912|XP_039496547.1|DSAN	LOC117582350|XP_034125892.1|DGUA
OG0002869	LOC120454925|XP_039496617.1|DSAN	LOC117582358|XP_034125905.1|DGUA
OG0002871	LOC120449796|XP_039488376.1|DSAN	LOC117588113|XP_034135077.1|DGUA
OG0002872	LOC120443801|XP_039479067.1|DSAN	LOC117587704|XP_034134492.1|DGUA
OG0002873	LOC120444997|XP_039480969.1|DSAN	LOC117588034|XP_034134972.1|DGUA
OG0002874	LOC120450611|XP_039489684.1|DSAN	LOC117588127|XP_034135097.1|DGUA
OG0002875	LOC120455722|XP_039498073.1|DSAN	LOC117584119|XP_034128761.1|DGUA
OG0002876	LOC120456358|XP_039499088.1|DSAN	LOC117591439|XP_034140597.1|DGUA
OG0002877	LOC120446875|XP_039484017.1|DSAN	LOC117582298|XP_034125828.1|DGUA
OG0002878	LOC120445732|XP_039482236.1|DSAN	LOC117581990|XP_034125376.1|DGUA
OG0002879	LOC120447642|XP_039485086.1|DSAN	LOC117580276|XP_034122620.1|DGUA
OG0002880	LOC120456394|XP_039499155.1|DSAN	LOC117590744|XP_034139545.1|DGUA
OG0002881	LOC120451841|XP_039491754.1|DSAN	LOC117581971|XP_034125348.1|DGUA
OG0002882	LOC120446472|XP_039483409.1|DSAN	LOC117591392|XP_034140532.1|DGUA
OG0002883	LOC120443933|XP_039479309.1|DSAN	LOC117582387|XP_034125952.1|DGUA
OG0002884	LOC120448102|XP_039485842.1|DSAN	LOC117584227|XP_034128900.1|DGUA
OG0002885	LOC120449752|XP_039488320.1|DSAN	LOC117579049|XP_034120636.1|DGUA
OG0002886	LOC120446951|XP_039484141.1|DSAN	LOC117582622|XP_034126386.1|DGUA
OG0002887	LOC120446959|XP_039484152.1|DSAN	LOC117582623|XP_034126387.1|DGUA
OG0002888	LOC120457737|XP_039501170.1|DSAN	LOC117588155|XP_034135145.1|DGUA
OG0002889	LOC120450486|XP_039489466.1|DSAN	LOC117589439|XP_034137270.1|DGUA
OG0002890	LOC120444996|XP_039480968.1|DSAN	LOC117588033|XP_034134971.1|DGUA
OG0002891	LOC120454832|XP_039496240.1|DSAN	LOC117587524|XP_034134216.1|DGUA
OG0002892	LOC120447296|XP_039484719.1|DSAN	LOC117582494|XP_034126157.1|DGUA
OG0002893	LOC120454364|XP_039495527.1|DSAN	LOC117584004|XP_034128624.1|DGUA
OG0002894	LOC120449292|XP_039487612.1|DSAN	LOC117580393|XP_034122823.1|DGUA
OG0002895	LOC120445455|XP_039481834.1|DSAN	LOC117578611|XP_034120102.1|DGUA
