Orthogroup	DSAN.longest_only	DMIR.longest_only
OG0001854	LOC120457226|XP_039500534.1|DSAN	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR
OG0001855	LOC120445233|XP_039481427.1|DSAN	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR
OG0001856	LOC120457303|XP_039500720.1|DSAN	LOC108162502|XP_017152769.1|DMIR
OG0001857	LOC120455810|XP_039498205.1|DSAN	LOC108164580|XP_017155888.1|DMIR
OG0001858	LOC120456154|XP_039498725.1|DSAN	LOC108164717|XP_017156090.1|DMIR
OG0001859	LOC120456732|XP_039499653.1|DSAN	LOC108159869|XP_017148962.1|DMIR
OG0001860	LOC120448461|XP_039486412.1|DSAN	LOC108152929|XP_017138104.1|DMIR
OG0001861	LOC120452597|XP_039492830.1|DSAN	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR
OG0001862	LOC120456000|XP_039498490.1|DSAN	LOC108164659|XP_017156001.1|DMIR
OG0001863	LOC120456859|XP_039499871.1|DSAN	LOC108160992|XP_017150790.1|DMIR
OG0001864	LOC120451354|XP_039490918.1|DSAN	LOC108154926|XP_033244992.1|DMIR
OG0001865	LOC120455297|XP_039497272.1|DSAN	LOC108151685|XP_017135918.1|DMIR
OG0001866	LOC120453207|XP_039493727.1|DSAN	LOC108155997|XP_017142684.1|DMIR
OG0001867	LOC120450300|XP_039489172.1|DSAN	LOC108151384|XP_017135441.1|DMIR
OG0001868	LOC120457694|XP_039501123.1|DSAN	LOC108163085|XP_017153654.1|DMIR
OG0001869	LOC120452688|XP_039492972.1|DSAN	LOC108157824|XP_017145513.1|DMIR
OG0001870	LOC120456699|XP_039499599.1|DSAN	LOC108154350|XP_017140108.1|DMIR
OG0001871	LOC120457336|XP_039500777.1|DSAN	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR
OG0001872	LOC120453313|XP_039493903.1|DSAN	LOC108157555|XP_017145148.1|DMIR
OG0001873	LOC120451754|XP_039491613.1|DSAN	LOC108156939|XP_017144191.1|DMIR
OG0001874	LOC120450985|XP_039490220.1|DSAN	LOC108154085|XP_017139688.1|DMIR
OG0001875	LOC120453545|XP_039494232.1|DSAN	LOC108155507|XP_017141836.2|DMIR
OG0001876	LOC120455164|XP_039497022.1|DSAN	LOC117186089|XP_033242080.1|DMIR, LOC117186645|XP_033243572.1|DMIR
OG0001877	LOC120456957|XP_039500034.1|DSAN	LOC108159225|XP_017147819.1|DMIR
OG0001878	LOC120454443|XP_039495680.1|DSAN	LOC108156254|XP_017143094.1|DMIR
OG0001879	LOC120453673|XP_039494418.1|DSAN	LOC108154072|XP_017139655.1|DMIR
OG0001880	LOC120451833|XP_039491742.1|DSAN	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR
OG0001881	LOC120451986|XP_039491947.1|DSAN	LOC108154548|XP_017140340.2|DMIR
OG0001882	LOC120451186|XP_039490569.1|DSAN	LOC108155602|XP_017142013.1|DMIR
OG0001883	LOC120454501|XP_039495787.1|DSAN	LOC108156814|XP_033244995.1|DMIR
OG0001884	LOC120451496|XP_039491181.1|DSAN	LOC108155667|XP_017142120.1|DMIR
OG0001885	LOC120458226|XP_039501742.1|DSAN	LOC108162298|XP_017152453.1|DMIR
OG0001886	LOC120452780|XP_039493103.1|DSAN	LOC108155773|XP_017142319.1|DMIR
OG0001887	LOC120447223|XP_039484676.1|DSAN	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR
OG0001888	LOC120451027|XP_039490291.1|DSAN	LOC108157321|XP_017144826.1|DMIR
OG0001889	LOC120455111|XP_039496932.1|DSAN	LOC108158523|XP_017146396.1|DMIR
OG0001890	LOC120450444|XP_039489391.1|DSAN	LOC108156826|XP_017144018.1|DMIR, LOC108153279|XP_017138636.1|DMIR
OG0001891	LOC120451268|XP_039490734.1|DSAN	LOC108157065|XP_033245079.1|DMIR
OG0001892	LOC120457594|XP_039501041.1|DSAN	LOC108156468|XP_017143421.1|DMIR
OG0001893	LOC120453288|XP_039493850.1|DSAN	LOC108155734|XP_017142239.1|DMIR
OG0001894	LOC120443727|XP_039478916.1|DSAN	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR
OG0001895	LOC120454821|XP_039496209.1|DSAN	LOC108164443|XP_017155636.1|DMIR
OG0001896	LOC120457837|XP_039501273.1|DSAN	LOC108163129|XP_017153729.1|DMIR
OG0001897	LOC120450837|XP_039489954.1|DSAN	LOC108153980|XP_033244133.1|DMIR
OG0001898	LOC120456045|XP_039498552.1|DSAN	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR
OG0001899	LOC120453497|XP_039494170.1|DSAN	LOC108157274|XP_017144759.1|DMIR
OG0001900	LOC120449763|XP_039488335.1|DSAN	LOC108151214|XP_017135183.1|DMIR
OG0001901	LOC120451755|XP_039491619.1|DSAN	LOC108163204|XP_033248477.1|DMIR
OG0001902	LOC120457662|XP_039501092.1|DSAN, LOC120457663|XP_039501093.1|DSAN	LOC108154923|XP_033245642.1|DMIR
OG0001903	LOC120452335|XP_039492432.1|DSAN	LOC117187278|XP_033245509.1|DMIR, LOC108156141|XP_033245783.1|DMIR, LOC117188309|XP_033247840.1|DMIR, LOC117188292|XP_033247765.1|DMIR
OG0001904	LOC120453417|XP_039494050.1|DSAN	LOC108155091|XP_017141202.1|DMIR
OG0001905	LOC120457124|XP_039500275.1|DSAN	LOC108156400|XP_017143327.1|DMIR
OG0001906	LOC120454264|XP_039495345.1|DSAN	LOC108156679|XP_033244517.1|DMIR
OG0001907	LOC120457230|XP_039500542.1|DSAN	LOC108164644|XP_017155983.1|DMIR
OG0001908	LOC120453364|XP_039493972.1|DSAN	LOC108155280|XP_017141478.1|DMIR
OG0001909	LOC120456041|XP_039498548.1|DSAN	LOC108165174|XP_017156735.1|DMIR, LOC108164402|XP_033246370.1|DMIR
OG0001910	LOC120454449|XP_039495692.1|DSAN	LOC108156726|XP_017143869.1|DMIR
OG0001911	LOC120451237|XP_039490685.1|DSAN	LOC108156326|XP_033244586.1|DMIR
OG0001912	LOC120446398|XP_039483267.1|DSAN	LOC108160918|XP_017150686.1|DMIR
OG0001913	LOC120458442|XP_039502020.1|DSAN	LOC108163975|XP_033249392.1|DMIR
OG0001914	LOC120451652|XP_039491455.1|DSAN	LOC108154977|XP_033245332.1|DMIR
OG0001915	LOC120450112|XP_039488862.1|DSAN	LOC108152445|XP_017137281.1|DMIR
OG0001916	LOC120445366|XP_039481673.1|DSAN	LOC117187952|XP_033246845.1|DMIR, LOC117188086|XP_033247303.1|DMIR, LOC117188182|XP_033247549.1|DMIR, LOC117188137|XP_033247389.1|DMIR, LOC108160140|XP_017149437.2|DMIR
OG0001917	LOC120448064|XP_039485763.1|DSAN	LOC108165372|XP_017156897.1|DMIR
OG0001918	LOC120448963|XP_039487156.1|DSAN	LOC108151793|XP_017136130.1|DMIR
OG0001919	LOC120444489|XP_039480129.1|DSAN	LOC108159738|XP_017148764.2|DMIR, LOC117187908|XP_033246743.1|DMIR
OG0001920	LOC120450613|XP_039489683.1|DSAN	LOC108165586|XP_017157147.1|DMIR
OG0001921	LOC120446500|XP_039483442.1|DSAN	LOC117188101|XP_033247330.1|DMIR, LOC117188106|XP_033247335.1|DMIR, LOC108159472|XP_017148284.2|DMIR
OG0001922	LOC120446173|XP_039482941.1|DSAN	LOC108158363|XP_017146106.2|DMIR, LOC117188464|XP_033248268.1|DMIR
OG0001923	LOC120448378|XP_039486282.1|DSAN	LOC108153288|XP_017138651.1|DMIR
OG0001924	LOC120457606|XP_039501049.1|DSAN	LOC117188899|XP_033249348.1|DMIR, LOC117186222|XP_033242511.1|DMIR
OG0001925	LOC120449233|XP_039487540.1|DSAN	LOC108151065|XP_017134933.2|DMIR
OG0001926	LOC120448556|XP_039486545.1|DSAN	LOC108153430|XP_017138921.1|DMIR
OG0001927	LOC120444767|XP_039480630.1|DSAN	LOC117190011|XP_033250993.1|DMIR, LOC108158146|XP_017145855.1|DMIR
OG0001928	LOC120447714|XP_039485180.1|DSAN	LOC108155998|XP_017142687.1|DMIR, LOC108151427|XP_017135508.1|DMIR
OG0001929	LOC120450020|XP_039488677.1|DSAN	LOC108151193|XP_017135129.1|DMIR
OG0001930	LOC120444784|XP_039480657.1|DSAN	LOC117189825|XP_033250780.1|DMIR, LOC108159815|XP_017148874.1|DMIR
OG0001931	LOC120447851|XP_039485392.1|DSAN	LOC108153127|XP_017138405.2|DMIR
OG0001932	LOC120450363|XP_039489280.1|DSAN	LOC108151925|XP_017136333.1|DMIR
OG0001933	LOC120444729|XP_039480588.1|DSAN, LOC120444598|XP_039480306.1|DSAN	LOC117188298|XP_033247816.1|DMIR, LOC108159022|XP_017147421.1|DMIR
OG0001934	LOC120448941|XP_039487119.1|DSAN	LOC108151192|XP_017135128.1|DMIR
OG0001935	LOC120448587|XP_039486602.1|DSAN	LOC108151283|XP_017135301.1|DMIR
OG0001937	LOC120446926|XP_039484105.1|DSAN	LOC117187884|XP_033246695.1|DMIR, LOC108159752|XP_017148785.1|DMIR, LOC117190000|XP_033250974.1|DMIR
OG0001938	LOC120457716|XP_039501147.1|DSAN	LOC117193626|XP_033254260.1|DMIR, LOC108158916|XP_017147203.1|DMIR, LOC117193630|XP_033254267.1|DMIR
OG0001939	LOC120446649|XP_039483654.1|DSAN	LOC117189867|XP_033250831.1|DMIR, LOC108159603|XP_017148546.1|DMIR
OG0001940	LOC120443832|XP_039479117.1|DSAN	LOC108159125|XP_017147599.1|DMIR
OG0001941	LOC120449489|XP_039487902.1|DSAN	LOC108165590|XP_033243951.1|DMIR, LOC117186793|XP_033243954.1|DMIR, LOC117186794|XP_033243958.1|DMIR, LOC117186795|XP_033243961.1|DMIR
OG0001942	LOC120458824|XP_039502572.1|DSAN	LOC117190775|XP_033251725.1|DMIR, LOC108159996|XP_017149203.2|DMIR
OG0001943	LOC120448589|XP_039486606.1|DSAN	LOC108151285|XP_017135305.1|DMIR
OG0001944	LOC120448687|XP_039486768.1|DSAN	LOC108151930|XP_017136344.1|DMIR
OG0001945	LOC120443724|XP_039478907.1|DSAN	LOC108160309|XP_017149712.1|DMIR, LOC117185689|XP_033253786.1|DMIR
OG0001946	LOC120449185|XP_039487471.1|DSAN	LOC117193040|XP_033253667.1|DMIR, LOC108158125|XP_017145796.1|DMIR
OG0001947	LOC120445446|XP_039481817.1|DSAN	LOC117193563|XP_033254201.1|DMIR, LOC108159577|XP_017148514.1|DMIR
OG0001948	LOC120456811|XP_039499788.1|DSAN	LOC108162848|XP_017153284.1|DMIR
OG0001949	LOC120448557|XP_039486546.1|DSAN	LOC108153345|XP_033242879.1|DMIR
OG0001950	LOC120454255|XP_039495316.1|DSAN	LOC108155501|XP_017141824.1|DMIR
OG0001951	LOC120446440|XP_039483345.1|DSAN	LOC108158563|XP_017146476.1|DMIR, LOC117189861|XP_033250822.1|DMIR
OG0001952	LOC120444007|XP_039479421.1|DSAN	LOC108159932|XP_033246782.1|DMIR
OG0001953	LOC120445684|XP_039482174.1|DSAN	LOC117193670|XP_033254297.1|DMIR, LOC108160575|XP_017150151.1|DMIR
OG0001955	LOC120444521|XP_039480198.1|DSAN	LOC108158137|XP_017145839.1|DMIR, LOC117192369|XP_033252924.1|DMIR
OG0001956	LOC120450484|XP_039489465.1|DSAN	LOC108152329|XP_017137065.1|DMIR
OG0001957	LOC120445076|XP_039481137.1|DSAN	LOC108159033|XP_017147443.1|DMIR, LOC117189789|XP_033250749.1|DMIR, LOC117189790|XP_033250750.1|DMIR
OG0001958	LOC120445203|XP_039481372.1|DSAN	LOC117194036|XP_033254568.1|DMIR, LOC108159207|XP_017147770.1|DMIR
OG0001959	LOC120449989|XP_039488632.1|DSAN	LOC108153037|XP_017138282.1|DMIR
OG0001960	LOC120448594|XP_039486626.1|DSAN	LOC108151320|XP_017135362.1|DMIR
OG0001961	LOC120446030|XP_039482725.1|DSAN	LOC108160437|XP_033253994.1|DMIR, LOC117185780|XP_017149934.1|DMIR
OG0001962	LOC120443725|XP_039478912.1|DSAN	LOC117189661|XP_033250658.1|DMIR, LOC117189662|XP_033250659.1|DMIR, LOC108158978|XP_017147310.1|DMIR
OG0001963	LOC120449922|XP_039488549.1|DSAN	LOC108152792|XP_017137863.1|DMIR
OG0001964	LOC120448437|XP_039486380.1|DSAN	LOC108152705|XP_017137714.1|DMIR
OG0001965	LOC120449693|XP_039488243.1|DSAN	LOC108152169|XP_033242594.1|DMIR
OG0001966	LOC120452257|XP_039492320.1|DSAN	LOC108155585|XP_017141983.1|DMIR
OG0001967	LOC120445054|XP_039481106.1|DSAN	LOC108158485|XP_017146282.2|DMIR, LOC117188122|XP_033247360.1|DMIR
OG0001968	LOC120449940|XP_039488573.1|DSAN	LOC108153721|XP_017139338.1|DMIR
OG0001969	LOC120447182|XP_039484607.1|DSAN	LOC117192718|XP_033253343.1|DMIR, LOC108158093|XP_017145749.1|DMIR
OG0001970	LOC120445261|XP_039481484.1|DSAN	LOC117190684|XP_033251636.1|DMIR, LOC108160360|XP_017149819.1|DMIR
OG0001971	LOC120446744|XP_039483801.1|DSAN	LOC108158051|XP_017145686.1|DMIR
OG0001972	LOC120458102|XP_039501565.1|DSAN, LOC120458103|XP_039501566.1|DSAN	LOC117188308|XP_033247838.1|DMIR
OG0001973	LOC120445307|XP_039481551.1|DSAN	LOC108160758|XP_017150447.1|DMIR
OG0001974	LOC120447919|XP_039485513.1|DSAN	LOC117193290|XP_033253922.1|DMIR, LOC108160497|XP_017150022.1|DMIR
OG0001975	LOC120448630|XP_039486686.1|DSAN	LOC108153156|XP_017138448.1|DMIR
OG0001976	LOC120446936|XP_039484121.1|DSAN	LOC108159881|XP_017148983.2|DMIR, LOC117187934|XP_033246821.1|DMIR
OG0001977	LOC120444098|XP_039479562.1|DSAN	LOC108162152|XP_017152218.1|DMIR
OG0001978	LOC120447234|XP_039484693.1|DSAN	LOC108162398|XP_017152609.1|DMIR
OG0001979	LOC120446031|XP_039482729.1|DSAN	LOC108163041|XP_017153581.1|DMIR
OG0001980	LOC120454459|XP_039495711.1|DSAN	LOC108162500|XP_017152754.1|DMIR
OG0001981	LOC120452908|XP_039493308.1|DSAN	LOC108162263|XP_017152399.1|DMIR
OG0001982	LOC120458186|XP_039501688.1|DSAN	LOC108161920|XP_017151825.1|DMIR
OG0001983	LOC120450270|XP_039489110.1|DSAN	LOC117189156|XP_033250115.1|DMIR
OG0001984	LOC120458577|XP_039502210.1|DSAN	LOC108162958|XP_017153446.2|DMIR
OG0001985	LOC120443997|XP_039479409.1|DSAN	LOC108161784|XP_017151615.1|DMIR
OG0001986	LOC120443697|XP_039478872.1|DSAN	LOC108163650|XP_017154557.1|DMIR
OG0001987	LOC120456244|XP_039498896.1|DSAN	LOC108153505|XP_017139050.1|DMIR
OG0001988	LOC120446181|XP_039482954.1|DSAN	LOC117194952|XP_033255315.1|DMIR, LOC108159296|XP_017147954.1|DMIR
OG0001989	LOC120450791|XP_039489890.1|DSAN	LOC108161300|XP_017151008.1|DMIR
OG0001990	LOC120458610|XP_039502250.1|DSAN	LOC108162799|XP_017153190.1|DMIR
OG0001991	LOC120444328|XP_039479818.1|DSAN	LOC117188761|XP_033248991.1|DMIR
OG0001992	LOC120456567|XP_039499386.1|DSAN	LOC108163703|XP_017154632.1|DMIR
OG0001993	LOC120455773|XP_039498166.1|DSAN	LOC108163319|XP_017154033.1|DMIR
OG0001994	LOC120454606|XP_039495999.1|DSAN	LOC108156546|XP_017143552.1|DMIR
OG0001995	LOC120446473|XP_039483410.1|DSAN	LOC108163058|XP_017153619.2|DMIR
OG0001997	LOC120447036|XP_039484316.1|DSAN	LOC108159402|XP_017148132.1|DMIR, LOC117192245|XP_033252800.1|DMIR
OG0001998	LOC120447033|XP_039484308.1|DSAN	LOC108159400|XP_017148126.2|DMIR, LOC117192243|XP_033252798.1|DMIR, LOC117192244|XP_033252799.1|DMIR
OG0001999	LOC120458323|XP_039501873.1|DSAN	LOC117191450|XP_033252203.1|DMIR, LOC108159921|XP_017149048.2|DMIR
OG0002000	LOC120458885|XP_039502656.1|DSAN	LOC108163549|XP_017154399.1|DMIR
OG0002001	LOC120447046|XP_039484343.1|DSAN	LOC108162852|XP_017153285.1|DMIR
OG0002002	LOC120444769|XP_039480634.1|DSAN	LOC108158151|XP_017145860.1|DMIR
OG0002003	LOC120443765|XP_039478996.1|DSAN	LOC108162344|XP_017152530.1|DMIR
OG0002004	LOC120444803|XP_039480684.1|DSAN	LOC108162316|XP_017152485.1|DMIR
OG0002005	LOC120443902|XP_039479265.1|DSAN	LOC108161429|XP_033249279.1|DMIR, LOC117188868|XP_033249280.1|DMIR, LOC117188869|XP_033249281.1|DMIR, LOC117188866|XP_033249276.1|DMIR, LOC108161428|XP_017151182.1|DMIR
OG0002006	LOC120444018|XP_039479443.1|DSAN	LOC108162884|XP_033248687.1|DMIR
OG0002007	LOC120446368|XP_039483236.1|DSAN	LOC108163364|XP_017154103.2|DMIR
OG0002008	LOC120454920|XP_039496597.1|DSAN	LOC108164397|XP_033250157.1|DMIR
OG0002009	LOC120445514|XP_039481905.1|DSAN	LOC108160989|XP_017150782.2|DMIR, LOC117188459|XP_033248262.1|DMIR
OG0002010	LOC120454850|XP_039496303.1|DSAN	LOC108162339|XP_033248420.1|DMIR
OG0002011	LOC120444989|XP_039480954.1|DSAN	LOC108162000|XP_017151970.2|DMIR
OG0002012	LOC120458716|XP_039502399.1|DSAN	LOC108162474|XP_017152713.1|DMIR
OG0002013	LOC120446434|XP_039483334.1|DSAN	LOC108163525|XP_033249359.1|DMIR
OG0002014	LOC120445068|XP_039481128.1|DSAN	LOC117193486|XP_033254127.1|DMIR, LOC108159327|XP_017148011.1|DMIR
OG0002015	LOC120449360|XP_039487710.1|DSAN	LOC108162944|XP_017153424.1|DMIR
OG0002016	LOC120458941|XP_039502734.1|DSAN	LOC108159966|XP_017149134.1|DMIR, LOC117192390|XP_033252956.1|DMIR, LOC117192389|XP_033252952.1|DMIR
OG0002017	LOC120458004|XP_039501433.1|DSAN	LOC108163699|XP_017154623.2|DMIR
OG0002018	LOC120444003|XP_039479414.1|DSAN	LOC108163295|XP_017153990.1|DMIR
OG0002019	LOC120456783|XP_039499733.1|DSAN	LOC108162678|XP_017153011.1|DMIR
OG0002020	LOC120446213|XP_039483002.1|DSAN	LOC108162644|XP_033249684.1|DMIR
OG0002021	LOC120445008|XP_039480994.1|DSAN	LOC108158479|XP_017146273.1|DMIR
OG0002022	LOC120457773|XP_039501204.1|DSAN	LOC108161801|XP_017151640.2|DMIR
OG0002023	LOC120452104|XP_039492114.1|DSAN	LOC108154180|XP_017139843.1|DMIR
OG0002025	LOC120450768|XP_039489858.1|DSAN	LOC108163420|XP_017154177.1|DMIR
OG0002026	LOC120448195|XP_039485995.1|DSAN	LOC108150989|XP_017134828.1|DMIR
OG0002027	LOC120444956|XP_039480900.1|DSAN	LOC108158827|XP_017147013.1|DMIR
OG0002028	LOC120446846|XP_039483973.1|DSAN	LOC108160502|XP_017150029.1|DMIR, LOC117190248|XP_033251192.1|DMIR, LOC117190257|XP_033251205.1|DMIR
OG0002029	LOC120449876|XP_039488485.1|DSAN	LOC108163891|XP_017154899.2|DMIR, LOC117189158|XP_033250118.1|DMIR, LOC117189159|XP_033250119.1|DMIR, LOC108151739|XP_017136046.2|DMIR
OG0002030	LOC120444508|XP_039480159.1|DSAN	LOC108159537|XP_017148402.2|DMIR, LOC117188073|XP_033247265.1|DMIR
OG0002031	LOC120446274|XP_039483089.1|DSAN	LOC108159005|XP_017147367.1|DMIR, LOC117192019|XP_033252631.1|DMIR
OG0002032	LOC120454665|XP_039496110.1|DSAN	LOC108155334|XP_017141573.1|DMIR
OG0002033	LOC120455518|XP_039497729.1|DSAN	LOC108158394|XP_017146144.1|DMIR
OG0002034	LOC120457170|XP_039500386.1|DSAN	LOC108151896|XP_017136288.1|DMIR
OG0002035	LOC120450923|XP_039490123.1|DSAN	LOC108155866|XP_017142473.1|DMIR
OG0002036	LOC120452656|XP_039492909.1|DSAN	LOC108155240|XP_017141418.1|DMIR
OG0002037	LOC120448394|XP_039486315.1|DSAN	LOC108152919|XP_017138087.1|DMIR
OG0002038	LOC120451507|XP_039491195.1|DSAN	LOC108157028|XP_017144328.2|DMIR
OG0002039	LOC120457533|XP_039501012.1|DSAN	LOC108157109|XP_017144472.1|DMIR
OG0002040	LOC120457862|XP_039501311.1|DSAN	LOC108154972|XP_017140977.1|DMIR
OG0002041	LOC120444114|XP_039479578.1|DSAN	LOC117192471|XP_033253055.1|DMIR, LOC108159985|XP_017149176.1|DMIR
OG0002042	LOC120453377|XP_039493986.1|DSAN	LOC108155765|XP_033244262.1|DMIR
OG0002043	LOC120452963|XP_039493387.1|DSAN	LOC108155871|XP_017142479.1|DMIR
OG0002044	LOC120454689|XP_039496150.1|DSAN	LOC108155638|XP_017142069.2|DMIR
OG0002045	LOC120453302|XP_039493869.1|DSAN	LOC108154443|XP_017140204.1|DMIR
OG0002046	LOC120454901|XP_039496506.1|DSAN	LOC108164578|XP_017155886.1|DMIR
OG0002047	LOC120455355|XP_039497391.1|DSAN	LOC108156629|XP_017143701.1|DMIR
OG0002048	LOC120453868|XP_039494707.1|DSAN	LOC108156270|XP_017143128.1|DMIR
OG0002049	LOC120452591|XP_039492816.1|DSAN	LOC108155494|XP_017141811.1|DMIR
OG0002050	LOC120453928|XP_039494796.1|DSAN	LOC108155281|XP_017141479.1|DMIR
OG0002051	LOC120444624|XP_039480363.1|DSAN	LOC117193581|XP_033254215.1|DMIR, LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR
OG0002052	LOC120448875|XP_039487024.1|DSAN	LOC108165380|XP_017156907.1|DMIR
OG0002053	LOC120451741|XP_039491583.1|DSAN	LOC108156809|XP_017143991.1|DMIR
OG0002054	LOC120450802|XP_039489904.1|DSAN	LOC108155480|XP_017141792.1|DMIR
OG0002055	LOC120451784|XP_039491668.1|DSAN	LOC108154275|XP_017140013.1|DMIR
OG0002056	LOC120449402|XP_039487782.1|DSAN	LOC108151368|XP_017135418.1|DMIR
OG0002057	LOC120447827|XP_039485350.1|DSAN	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR
OG0002058	LOC120447985|XP_039485615.1|DSAN	LOC108165591|XP_017157155.1|DMIR
OG0002059	LOC120453533|XP_039494219.1|DSAN	LOC108154254|XP_017139977.1|DMIR
OG0002060	LOC120445879|XP_039482457.1|DSAN	LOC117190461|XP_033251424.1|DMIR, LOC108159945|XP_017149089.1|DMIR
OG0002061	LOC120444926|XP_039480860.1|DSAN	LOC108160080|XP_017149336.1|DMIR, LOC117190050|XP_033251025.1|DMIR
OG0002062	LOC120456161|XP_039498734.1|DSAN	LOC108156467|XP_017143423.1|DMIR
OG0002063	LOC120457408|XP_039500939.1|DSAN	LOC108164036|XP_017155106.1|DMIR
OG0002064	LOC120447638|XP_039485079.1|DSAN	LOC117186133|XP_033242197.1|DMIR
OG0002065	LOC120449602|XP_039488104.1|DSAN	LOC108152088|XP_033242271.1|DMIR
OG0002066	LOC120453604|XP_039494304.1|DSAN	LOC108155591|XP_017141995.1|DMIR
OG0002067	LOC120446847|XP_039483974.1|DSAN	LOC108159432|XP_017148192.1|DMIR
OG0002068	LOC120444479|XP_039480092.1|DSAN	LOC117187877|XP_033246661.1|DMIR, LOC117187876|XP_033246660.1|DMIR, LOC117185769|XP_033246655.1|DMIR, LOC117185858|XP_033246653.1|DMIR, LOC117189664|XP_033250661.1|DMIR
OG0002069	LOC120457491|XP_039500976.1|DSAN	LOC117188774|XP_033249028.1|DMIR
OG0002070	LOC120454385|XP_039495562.1|DSAN	LOC108155608|XP_017142023.1|DMIR
OG0002071	LOC120452641|XP_039492890.1|DSAN	LOC108155330|XP_017141560.1|DMIR
OG0002072	LOC120444574|XP_039480269.1|DSAN	LOC117194185|XP_033254735.1|DMIR, LOC108158578|XP_017146510.1|DMIR
OG0002073	LOC120449195|XP_039487482.1|DSAN	LOC108151222|XP_033243458.1|DMIR
OG0002074	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN	LOC117189844|XP_033250809.1|DMIR, LOC108160515|XP_017150054.1|DMIR
OG0002075	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN	LOC108162382|XP_017152588.1|DMIR
OG0002076	LOC120445624|XP_039482071.1|DSAN	LOC117185701|XP_033246485.1|DMIR, LOC108158605|XP_033254676.1|DMIR
OG0002077	LOC120449715|XP_039488270.1|DSAN	LOC108152463|XP_017137320.1|DMIR
OG0002078	LOC120444535|XP_039480215.1|DSAN	LOC108159140|XP_017147624.1|DMIR, LOC117193641|XP_033254276.1|DMIR
OG0002079	LOC120447487|XP_039484817.1|DSAN	LOC108151025|XP_017134874.1|DMIR
OG0002080	LOC120446913|XP_039484083.1|DSAN	LOC108160690|XP_017150331.1|DMIR
OG0002081	LOC120444338|XP_039479832.1|DSAN	LOC117192647|XP_033253260.1|DMIR, LOC117192648|XP_033253261.1|DMIR, LOC108158936|XP_017147234.2|DMIR, LOC117188227|XP_033247628.1|DMIR
OG0002082	LOC120446748|XP_039483820.1|DSAN	LOC117192975|XP_033253588.1|DMIR, LOC108159551|XP_033247590.1|DMIR
OG0002083	LOC120456839|XP_039499825.1|DSAN	LOC108164652|XP_033246938.1|DMIR
OG0002084	LOC120445465|XP_039481844.1|DSAN	LOC108158991|XP_017147327.1|DMIR, LOC117190039|XP_033251018.1|DMIR, LOC117190037|XP_033251016.1|DMIR, LOC117190036|XP_033251015.1|DMIR, LOC117190038|XP_033251017.1|DMIR, LOC117190542|XP_033251492.1|DMIR
OG0002085	LOC120444658|XP_039480433.1|DSAN	LOC108160127|XP_017149410.1|DMIR
OG0002086	LOC120444276|XP_039479724.1|DSAN	LOC117190644|XP_033251581.1|DMIR, LOC108160487|XP_017149998.1|DMIR, LOC117192068|XP_033252670.1|DMIR, LOC117189958|XP_033250929.1|DMIR
OG0002087	LOC120448785|XP_039486908.1|DSAN	LOC108150984|XP_017134816.2|DMIR
OG0002088	LOC120447947|XP_039485561.1|DSAN	LOC108151520|XP_017135658.1|DMIR
OG0002089	LOC120458520|XP_039502131.1|DSAN	LOC117194110|XP_033254643.1|DMIR, LOC108159350|XP_017148047.1|DMIR
OG0002090	LOC120448498|XP_039486464.1|DSAN	LOC108151981|XP_017136434.1|DMIR
OG0002091	LOC120445645|XP_039482119.1|DSAN	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR
OG0002092	LOC120447914|XP_039485497.1|DSAN	LOC108152365|XP_017137132.1|DMIR
OG0002093	LOC120445344|XP_039481615.1|DSAN	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR
OG0002094	LOC120446085|XP_039482807.1|DSAN	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR
OG0002095	LOC120455090|XP_039496897.1|DSAN	LOC108155279|XP_017141489.1|DMIR
OG0002096	LOC120444638|XP_039480382.1|DSAN	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR
OG0002097	LOC120448200|XP_039486003.1|DSAN	LOC117194011|XP_033254536.1|DMIR, LOC108158802|XP_017146977.1|DMIR, LOC117193967|XP_033254509.1|DMIR
OG0002099	LOC120450999|XP_039490244.1|DSAN	LOC108157057|XP_017144376.1|DMIR
