Orthogroup	DSAN.longest_only	DPSE.longest_only
OG0000250	LOC120445398|XP_039481746.1|DSAN	LOC6902470|XP_002133015.1|DPSE
OG0000250	LOC120443723|XP_039478906.1|DSAN	LOC4816651|XP_001355902.1|DPSE
OG0000250	LOC120445389|XP_039481732.1|DSAN	LOC4816428|XP_001355900.2|DPSE
OG0000251	LOC120455359|XP_039497399.1|DSAN	LOC4815596|XP_001355481.3|DPSE
OG0000251	LOC120446798|XP_039483888.1|DSAN	LOC4805604|XP_001361981.3|DPSE
OG0000251	LOC120447762|XP_039485241.1|DSAN	LOC4812701|XP_015044137.2|DPSE
OG0000252	LOC120446524|XP_039483470.1|DSAN	LOC4805249|XP_001361681.4|DPSE
OG0000252	LOC120445445|XP_039481815.1|DSAN	LOC117183753|XP_033234708.1|DPSE
OG0000252	LOC120446525|XP_039483471.1|DSAN	LOC4805248|XP_001361680.2|DPSE
OG0000253	LOC120444405|XP_039479962.1|DSAN, LOC120444403|XP_039479960.1|DSAN	LOC4804806|XP_001361307.2|DPSE
OG0000253	LOC120444397|XP_039479952.1|DSAN, LOC120444398|XP_039479953.1|DSAN	LOC4804808|XP_001361309.3|DPSE
OG0000254	LOC120451613|XP_039491387.1|DSAN, LOC120454214|XP_039495245.1|DSAN, LOC120451614|XP_039491388.1|DSAN, LOC120454223|XP_039495257.1|DSAN	LOC4801462|XP_033233166.1|DPSE, LOC6897220|XP_002137392.2|DPSE
OG0000255	LOC120446870|XP_039484010.1|DSAN	LOC4803685|XP_001360362.1|DPSE
OG0000255	LOC120446869|XP_039484008.1|DSAN	LOC4803683|XP_001360361.3|DPSE
OG0000256	LOC120445220|XP_039481410.1|DSAN	LOC6898212|XP_002138279.2|DPSE
OG0000256	LOC120445860|XP_039482435.1|DSAN	LOC4803621|XP_001360310.3|DPSE
OG0000257	LOC120446845|XP_039483972.1|DSAN	LOC4803393|XP_001357527.2|DPSE
OG0000258	LOC120443745|XP_039478941.1|DSAN	LOC6903489|XP_002132368.2|DPSE
OG0000258	LOC120443746|XP_039478942.1|DSAN	LOC6896859|XP_002137050.2|DPSE
OG0000258	LOC120443748|XP_039478944.1|DSAN	LOC6900544|XP_002134928.2|DPSE
OG0000259	LOC120453974|XP_039494860.1|DSAN	LOC4800635|XP_001357872.4|DPSE
OG0000259	LOC120444093|XP_039479554.1|DSAN, LOC120458431|XP_039502007.1|DSAN, LOC120458531|XP_039502142.1|DSAN, LOC120454892|XP_039496474.1|DSAN	LOC4816168|XP_033237034.1|DPSE
OG0000260	LOC120443972|XP_039479378.1|DSAN	LOC4803591|XP_001360292.2|DPSE
OG0000260	LOC120453346|XP_039493949.1|DSAN	LOC6897484|XP_002137633.2|DPSE
OG0000260	LOC120443979|XP_039479387.1|DSAN	LOC4803594|XP_001360293.2|DPSE
OG0000261	LOC120458713|XP_039502395.1|DSAN	LOC6903061|XP_033235985.1|DPSE
OG0000261	LOC120443935|XP_039479317.1|DSAN	LOC117184047|XP_033235983.1|DPSE
OG0000262	LOC120449176|XP_039487452.1|DSAN	LOC4814152|XP_001354221.2|DPSE
OG0000262	LOC120449027|XP_039487243.1|DSAN	LOC6900950|XP_002134651.2|DPSE
OG0000262	LOC120444876|XP_039480789.1|DSAN	LOC4804040|XP_001360667.2|DPSE
OG0000263	LOC120446008|XP_039482692.1|DSAN	LOC4804268|XP_001360850.4|DPSE
OG0000263	LOC120449271|XP_039487588.1|DSAN	LOC4813749|XP_001353826.3|DPSE
OG0000264	LOC120455240|XP_039497156.1|DSAN	LOC4814957|XP_001354675.3|DPSE
OG0000264	LOC120457261|XP_039500610.1|DSAN	LOC6903699|XP_033238568.1|DPSE
OG0000264	LOC120453823|XP_039494640.1|DSAN	LOC6896671|XP_033241760.1|DPSE
OG0000265	LOC120447517|XP_039484872.1|DSAN, LOC120445440|XP_039481807.1|DSAN, LOC120445316|XP_039481569.1|DSAN, LOC120445987|XP_039482654.1|DSAN, LOC120449847|XP_039488439.1|DSAN	LOC26533489|XP_033240601.1|DPSE, LOC26532572|XP_015043605.2|DPSE
OG0000266	LOC120445289|XP_039481526.1|DSAN	LOC26534101|XP_015036958.2|DPSE, LOC6898654|XP_002138659.1|DPSE
OG0000266	LOC120445510|XP_039481902.1|DSAN	LOC15382870|XP_004444303.1|DPSE
OG0000267	LOC120453312|XP_039493902.1|DSAN	LOC4800389|XP_001357674.3|DPSE
OG0000267	LOC120453130|XP_039493612.1|DSAN	LOC4800390|XP_033234321.1|DPSE
OG0000268	LOC120451678|XP_039491493.1|DSAN	LOC4801921|XP_001358939.1|DPSE
OG0000268	LOC120453718|XP_039494477.1|DSAN	LOC4801922|XP_015037460.2|DPSE
OG0000269	LOC120454235|XP_039495271.1|DSAN	LOC4801222|XP_001358345.3|DPSE
OG0000269	LOC120452889|XP_039493280.1|DSAN	LOC4802171|XP_033232396.1|DPSE
OG0000270	LOC120446730|XP_039483781.1|DSAN	LOC6898515|XP_033233829.1|DPSE
OG0000271	LOC120458582|XP_039502215.1|DSAN	LOC4817872|XP_001357188.1|DPSE
OG0000271	LOC120444523|XP_039480200.1|DSAN	LOC15382901|XP_004444271.2|DPSE
OG0000271	LOC120446981|XP_039484205.1|DSAN	LOC4803358|XP_001360108.4|DPSE
OG0000272	LOC120448059|XP_039485758.1|DSAN	LOC6900405|XP_033239375.1|DPSE
OG0000272	LOC120454882|XP_039496403.1|DSAN	LOC4811801|XP_015044228.2|DPSE
OG0000273	LOC120453932|XP_039494811.1|DSAN	LOC6897647|XP_002137790.3|DPSE
OG0000273	LOC120449226|XP_039487535.1|DSAN	LOC6902569|XP_002133097.1|DPSE
OG0000273	LOC120453883|XP_039494733.1|DSAN	LOC6897763|XP_003736800.3|DPSE
OG0000274	LOC120445113|XP_039481194.1|DSAN	LOC6897269|XP_002137429.2|DPSE, LOC6897287|XP_002137447.2|DPSE, LOC4803982|XP_001360617.3|DPSE
OG0000275	LOC120448228|XP_039486060.1|DSAN, LOC120457474|XP_039500958.1|DSAN, LOC120457490|XP_039500975.1|DSAN, LOC120457641|XP_039501071.1|DSAN, LOC120457528|XP_039501008.1|DSAN, LOC120457664|XP_039501095.1|DSAN, LOC120457601|XP_039501046.1|DSAN, LOC120455550|XP_039497829.1|DSAN, LOC120457526|XP_039501005.1|DSAN, LOC120457262|XP_039500614.1|DSAN, LOC120457549|XP_039501024.1|DSAN, LOC120457484|XP_039500972.1|DSAN, LOC120445537|XP_039481940.1|DSAN, LOC120457833|XP_039501265.1|DSAN	LOC117184984|XP_033240227.1|DPSE, LOC117184542|XP_033238612.1|DPSE, LOC117184745|XP_033239459.1|DPSE, LOC117184780|XP_033239548.1|DPSE, LOC117183229|XP_033232303.1|DPSE, LOC117184690|XP_033239200.1|DPSE, LOC117184672|XP_033239160.1|DPSE, LOC117185032|XP_033240408.1|DPSE, LOC117184812|XP_033239644.1|DPSE, LOC117183728|XP_033234565.1|DPSE
OG0000277	LOC120454213|XP_039495244.1|DSAN, LOC120453693|XP_039494448.1|DSAN	LOC4800970|XP_033232696.1|DPSE
OG0000277	LOC120454035|XP_039494963.1|DSAN	LOC4800968|XP_033233115.1|DPSE
OG0000277	LOC120453832|XP_039494659.1|DSAN	LOC4800969|XP_001358151.2|DPSE
OG0000278	LOC120455695|XP_039498037.1|DSAN	LOC117184236|XP_033236732.1|DPSE
OG0000279	LOC120448763|XP_039486883.1|DSAN	LOC4812730|XP_001353109.3|DPSE
OG0000279	LOC120449119|XP_039487363.1|DSAN	LOC6900325|XP_002135646.2|DPSE
OG0000280	LOC120447578|XP_039484977.1|DSAN	LOC4812040|XP_001352944.3|DPSE
OG0000280	LOC120447580|XP_039484978.1|DSAN	LOC4812240|XP_001352945.4|DPSE
OG0000280	LOC120447577|XP_039484976.1|DSAN	LOC6900262|XP_002135591.3|DPSE
OG0000281	LOC120448714|XP_039486817.1|DSAN	LOC4812514|XP_001352852.2|DPSE
OG0000281	LOC120455875|XP_039498287.1|DSAN	LOC4814446|XP_033239823.1|DPSE
OG0000281	LOC120457039|XP_039500140.1|DSAN	LOC4815170|XP_001355124.3|DPSE
OG0000282	LOC120447775|XP_039485262.1|DSAN	LOC4813095|XP_033241089.1|DPSE
OG0000284	LOC120455373|XP_039497423.1|DSAN	LOC4816625|XP_001356182.3|DPSE
OG0000284	LOC120458762|XP_039502470.1|DSAN	LOC4816281|XP_033235930.1|DPSE
OG0000285	LOC120446331|XP_039483178.1|DSAN	LOC4804056|XP_001360677.2|DPSE
OG0000285	LOC120446087|XP_039482810.1|DSAN	LOC4804058|XP_001360679.3|DPSE
OG0000286	LOC120458058|XP_039501502.1|DSAN	LOC4816402|XP_001356217.2|DPSE
OG0000286	LOC120458060|XP_039501504.1|DSAN	LOC4816639|XP_001356222.2|DPSE
OG0000286	LOC120458062|XP_039501508.1|DSAN	LOC4816634|XP_001356221.2|DPSE
OG0000287	LOC120455589|XP_039497896.1|DSAN	LOC4815584|XP_033241077.1|DPSE
OG0000287	LOC120456619|XP_039499475.1|DSAN	LOC4815812|XP_033241078.1|DPSE
OG0000287	LOC120456621|XP_039499478.1|DSAN	LOC6902196|XP_002133723.2|DPSE
OG0000288	LOC120444030|XP_039479469.1|DSAN	LOC6903430|XP_002132309.2|DPSE, LOC6903431|XP_002132310.3|DPSE
OG0000288	LOC120444031|XP_039479470.1|DSAN, LOC120444032|XP_039479472.1|DSAN	LOC6903432|XP_002132311.2|DPSE
OG0000289	LOC120447648|XP_039485092.1|DSAN	LOC6900049|XP_002135413.3|DPSE
OG0000289	LOC120447654|XP_039485101.1|DSAN	LOC6900064|XP_002135428.3|DPSE
OG0000289	LOC120447646|XP_039485091.1|DSAN	LOC4812126|XP_033239936.1|DPSE
OG0000290	LOC120458738|XP_039502435.1|DSAN	LOC6898420|XP_033234595.1|DPSE
OG0000290	LOC120458736|XP_039502433.1|DSAN, LOC120458735|XP_039502432.1|DSAN	LOC4804225|XP_033234594.1|DPSE
OG0000290	LOC120443940|XP_039479321.1|DSAN	LOC6898421|XP_033233390.1|DPSE
OG0000292	LOC120446482|XP_039483420.1|DSAN	LOC4804683|XP_001361204.1|DPSE
OG0000292	LOC120450213|XP_039489019.1|DSAN	LOC6900831|XP_002135189.1|DPSE
OG0000293	LOC120454542|XP_039495855.1|DSAN	LOC6896817|XP_002137020.2|DPSE
OG0000293	LOC120457332|XP_039500775.1|DSAN	LOC4816408|XP_001356068.4|DPSE
OG0000294	LOC120443887|XP_039479245.1|DSAN	LOC4816326|XP_033235567.1|DPSE
OG0000294	LOC120457125|XP_039500276.1|DSAN	LOC6901693|XP_033240484.1|DPSE
OG0000295	LOC120447084|XP_039484417.1|DSAN	LOC4803989|XP_001360622.3|DPSE
OG0000295	LOC120451951|XP_039491906.1|DSAN	LOC6897089|XP_002137273.2|DPSE
OG0000296	LOC120445268|XP_039481500.1|DSAN	LOC6903392|XP_002132271.2|DPSE
OG0000296	LOC120449941|XP_039488575.1|DSAN	LOC4811989|XP_001352490.4|DPSE
OG0000296	LOC120454974|XP_039496691.1|DSAN	LOC4814998|XP_001354646.1|DPSE
OG0000297	LOC120456355|XP_039499081.1|DSAN, LOC120458911|XP_039502690.1|DSAN	LOC6898146|XP_002138224.2|DPSE, LOC4803600|XP_001360296.4|DPSE
OG0000298	LOC120455334|XP_039497346.1|DSAN	LOC4815646|XP_001355655.1|DPSE
OG0000298	LOC120455854|XP_039498259.1|DSAN	LOC6903582|XP_002132450.1|DPSE
OG0000298	LOC120455794|XP_039498185.1|DSAN	LOC6902685|XP_002133200.3|DPSE
OG0000299	LOC120453391|XP_039494010.1|DSAN	LOC4801277|XP_033233198.1|DPSE
OG0000299	LOC120453393|XP_039494016.1|DSAN	LOC117183220|XP_033233213.1|DPSE
OG0000299	LOC120453392|XP_039494015.1|DSAN	LOC4801278|XP_001358398.3|DPSE
OG0000300	LOC120449590|XP_039488087.1|DSAN	LOC26532098|XP_033237386.1|DPSE
OG0000300	LOC120449591|XP_039488088.1|DSAN	LOC4813853|XP_033239121.1|DPSE
OG0000300	LOC120447778|XP_039485265.1|DSAN	LOC4813186|XP_001353951.3|DPSE
OG0000301	LOC120454893|XP_039496470.1|DSAN	LOC117184349|XP_033237256.1|DPSE
OG0000301	LOC120452056|XP_039492056.1|DSAN	LOC4817295|XP_001356463.1|DPSE
OG0000302	LOC120447525|XP_039484892.1|DSAN	LOC4813644|XP_001354079.2|DPSE
OG0000302	LOC120447526|XP_039484894.1|DSAN	LOC4813218|XP_001354080.2|DPSE
OG0000303	LOC120456718|XP_039499633.1|DSAN	LOC26532636|XP_015042225.2|DPSE
OG0000303	LOC120449491|XP_039487911.1|DSAN, LOC120449484|XP_039487898.1|DSAN	LOC6902978|XP_002132704.2|DPSE
OG0000304	LOC120451427|XP_039491035.1|DSAN	LOC6897050|XP_002137234.2|DPSE
OG0000304	LOC120451428|XP_039491036.1|DSAN	LOC6897051|XP_002137235.2|DPSE
OG0000305	LOC120449912|XP_039488538.1|DSAN	LOC4813541|XP_033237375.1|DPSE
OG0000305	LOC120448800|XP_039486924.1|DSAN	LOC6900344|XP_033239977.1|DPSE
OG0000306	LOC120446511|XP_039483453.1|DSAN	LOC4803725|XP_001360398.2|DPSE
OG0000306	LOC120457239|XP_039500557.1|DSAN	LOC6901320|XP_002134021.1|DPSE
OG0000307	LOC120452340|XP_039492438.1|DSAN	LOC6897965|XP_002138064.4|DPSE
OG0000307	LOC120454325|XP_039495462.1|DSAN	LOC6897092|XP_033233062.1|DPSE
OG0000308	LOC120453137|XP_039493625.1|DSAN	LOC4817912|XP_001357252.1|DPSE, LOC6903371|XP_002132253.2|DPSE
OG0000308	LOC120454637|XP_039496070.1|DSAN, LOC120454638|XP_039496071.1|DSAN	LOC6897153|XP_003736488.2|DPSE
OG0000308	LOC120455927|XP_039498391.1|DSAN	LOC6903381|XP_002132263.1|DPSE
OG0000309	LOC120453916|XP_039494785.1|DSAN, LOC120453801|XP_039494608.1|DSAN, LOC120453797|XP_039494607.1|DSAN	LOC6897977|XP_002138076.2|DPSE, LOC6897978|XP_002138077.2|DPSE, LOC4803229|XP_001360005.1|DPSE
OG0000310	LOC120456880|XP_039499912.1|DSAN	LOC6898326|XP_015039526.2|DPSE, LOC6901217|XP_002133918.2|DPSE
OG0000311	LOC120453350|XP_039493954.1|DSAN	LOC4800898|XP_001358092.3|DPSE
OG0000311	LOC120455166|XP_039497026.1|DSAN	LOC4815061|XP_001355037.2|DPSE
OG0000312	LOC120447028|XP_039484296.1|DSAN	LOC6903368|XP_033235618.1|DPSE
OG0000312	LOC120446864|XP_039484003.1|DSAN	LOC4817262|XP_015036102.2|DPSE
OG0000313	LOC120444304|XP_039479765.1|DSAN	LOC6903376|XP_015035319.2|DPSE
OG0000313	LOC120444153|XP_039479665.1|DSAN	LOC6903759|XP_033235956.1|DPSE, LOC6904117|XP_033235957.1|DPSE, LOC6902709|XP_033235145.1|DPSE
OG0000314	LOC120458239|XP_039501759.1|DSAN	LOC6902567|XP_015036663.2|DPSE
OG0000314	LOC120443795|XP_039479059.1|DSAN	LOC6902568|XP_033235397.1|DPSE
OG0000315	LOC120446328|XP_039483179.1|DSAN, LOC120446653|XP_039483657.1|DSAN, LOC120458689|XP_039502360.1|DSAN	LOC6902834|XP_002132570.3|DPSE
OG0000316	LOC120445553|XP_039481958.1|DSAN	LOC4804060|XP_001360681.3|DPSE
OG0000316	LOC120445567|XP_039481984.1|DSAN	LOC6898349|XP_002138402.2|DPSE, LOC4804059|XP_001360680.2|DPSE
OG0000318	LOC120457527|XP_039501007.1|DSAN	LOC26532509|XP_015044522.2|DPSE
OG0000319	LOC120450935|XP_039490136.1|DSAN, LOC120450936|XP_039490137.1|DSAN, LOC120453232|XP_039493766.1|DSAN	LOC26532861|XP_033232774.1|DPSE, LOC4803148|XP_001359938.3|DPSE
OG0000320	LOC120451620|XP_039491405.1|DSAN	LOC4802112|XP_001359093.3|DPSE
OG0000320	LOC120451662|XP_039491474.1|DSAN	LOC4817805|XP_001357113.2|DPSE
OG0000320	LOC120452408|XP_039492563.1|DSAN	LOC6897290|XP_015037340.2|DPSE
OG0000321	LOC120447393|XP_039484728.1|DSAN	LOC4817559|XP_001356966.4|DPSE
OG0000321	LOC120447429|XP_039484731.1|DSAN	LOC4817558|XP_001356965.3|DPSE
OG0000322	LOC120452137|XP_039492157.1|DSAN, LOC120456757|XP_039499687.1|DSAN	LOC6902088|XP_033239953.1|DPSE
OG0000322	LOC120457037|XP_039500138.1|DSAN	LOC6902175|XP_033240800.1|DPSE
OG0000323	LOC120443885|XP_039479278.1|DSAN	LOC4816406|XP_001356250.2|DPSE
OG0000323	LOC120454365|XP_039495523.1|DSAN	LOC4801777|XP_001358816.1|DPSE
OG0000324	LOC120444611|XP_039480326.1|DSAN	LOC4804386|XP_001360957.3|DPSE
OG0000325	LOC120450281|XP_039489132.1|DSAN	LOC4812079|XP_001352912.1|DPSE
OG0000325	LOC120450282|XP_039489133.1|DSAN	LOC4812298|XP_001352914.1|DPSE
OG0000327	LOC120447192|XP_039484618.1|DSAN	LOC4804916|XP_001361401.4|DPSE
OG0000327	LOC120458393|XP_039501947.1|DSAN	LOC4804918|XP_001361402.4|DPSE
OG0000327	LOC120458771|XP_039502482.1|DSAN	LOC4804917|XP_001361403.3|DPSE
OG0000328	LOC120446340|XP_039483194.1|DSAN	LOC4805588|XP_033233550.1|DPSE
OG0000328	LOC120447701|XP_039485163.1|DSAN	LOC4812892|XP_001353773.3|DPSE
OG0000328	LOC120447700|XP_039485162.1|DSAN	LOC4812891|XP_001353772.4|DPSE
OG0000329	LOC120451802|XP_039491693.1|DSAN	LOC4816136|XP_001355793.2|DPSE
OG0000331	LOC120458074|XP_039501524.1|DSAN	LOC117183910|XP_033235261.1|DPSE, LOC26533173|XP_033235255.1|DPSE, LOC6902481|XP_033235262.1|DPSE, LOC6902478|XP_015036555.2|DPSE, LOC6902482|XP_002133027.3|DPSE
OG0000331	LOC120443763|XP_039478991.1|DSAN	LOC4816736|XP_001355921.3|DPSE
OG0000332	LOC120458046|XP_039501488.1|DSAN	LOC6901932|XP_002133466.3|DPSE
OG0000332	LOC120456520|XP_039499321.1|DSAN	LOC4815127|XP_033240065.1|DPSE
OG0000333	LOC120448584|XP_039486594.1|DSAN	LOC4813862|XP_001353768.3|DPSE
OG0000333	LOC120450162|XP_039488940.1|DSAN	LOC4812753|XP_001353869.1|DPSE
OG0000334	LOC120456082|XP_039498607.1|DSAN	LOC4811785|XP_001352353.1|DPSE
OG0000334	LOC120445124|XP_039481206.1|DSAN	LOC4804189|XP_001360791.2|DPSE
OG0000335	LOC120444451|XP_039480047.1|DSAN	LOC4816217|XP_001355821.2|DPSE
OG0000335	LOC120444448|XP_039480042.1|DSAN	LOC4816216|XP_001355820.4|DPSE
OG0000336	LOC120452794|XP_039493122.1|DSAN	LOC4802852|XP_001359687.3|DPSE
OG0000336	LOC120450905|XP_039490088.1|DSAN	LOC6897568|XP_002137713.4|DPSE
OG0000336	LOC120450904|XP_039490087.1|DSAN	LOC4802340|XP_033234442.1|DPSE
OG0000337	LOC120447576|XP_039484975.1|DSAN	LOC6900260|XP_002135589.2|DPSE, LOC6900263|XP_015044032.1|DPSE
OG0000337	LOC120457000|XP_039500088.1|DSAN	LOC6900380|XP_002134773.2|DPSE
OG0000337	LOC120448631|XP_039486687.1|DSAN	LOC4813029|XP_001353805.2|DPSE
OG0000338	LOC120450429|XP_039489373.1|DSAN	LOC6900118|XP_015043836.2|DPSE
OG0000338	LOC120445724|XP_039482229.1|DSAN	LOC4804206|XP_033233731.1|DPSE
OG0000339	LOC120447869|XP_039485411.1|DSAN	LOC6900475|XP_002134865.2|DPSE
OG0000339	LOC120447876|XP_039485419.1|DSAN	LOC6900144|XP_002135484.2|DPSE, LOC6900476|XP_002134866.2|DPSE, LOC6900143|XP_002135483.1|DPSE
OG0000340	LOC120446481|XP_039483418.1|DSAN	LOC6898612|XP_002138617.2|DPSE
OG0000341	LOC120447793|XP_039485288.1|DSAN, LOC120447795|XP_039485290.1|DSAN	LOC6900339|XP_033239067.1|DPSE, LOC4813572|XP_001353614.2|DPSE
OG0000341	LOC120449567|XP_039488054.1|DSAN, LOC120449764|XP_039488336.1|DSAN	LOC4812968|XP_001353131.2|DPSE
OG0000342	LOC120457091|XP_039500211.1|DSAN	LOC6903397|XP_002132276.1|DPSE, LOC4814783|XP_001355106.2|DPSE
OG0000342	LOC120446056|XP_039482767.1|DSAN	LOC6899056|XP_002138981.1|DPSE
OG0000343	LOC120452782|XP_039493108.1|DSAN	LOC4800599|XP_001357845.3|DPSE
OG0000344	LOC120446157|XP_039482921.1|DSAN	LOC6898900|XP_002138870.1|DPSE
OG0000344	LOC120453645|XP_039494373.1|DSAN	LOC4800262|XP_015038742.2|DPSE
OG0000345	LOC120458125|XP_039501600.1|DSAN	LOC4805005|XP_001361475.1|DPSE
OG0000345	LOC120446836|XP_039483955.1|DSAN	LOC6898583|XP_015040086.2|DPSE
OG0000346	LOC120446925|XP_039484101.1|DSAN, LOC120444939|XP_039480877.1|DSAN, LOC120444913|XP_039480840.1|DSAN	LOC4803362|XP_001360105.3|DPSE
OG0000347	LOC120450035|XP_039488720.1|DSAN	LOC4812114|XP_001352723.2|DPSE
OG0000347	LOC120458951|XP_039502751.1|DSAN	LOC4817618|XP_015036377.1|DPSE
OG0000348	LOC120458461|XP_039502045.1|DSAN	LOC4816341|XP_001355982.3|DPSE
OG0000348	LOC120458193|XP_039501697.1|DSAN	LOC4817695|XP_001357077.3|DPSE
OG0000349	LOC120446068|XP_039482781.1|DSAN	LOC4816365|XP_001356112.2|DPSE, LOC6901757|XP_033238691.1|DPSE, LOC117184562|XP_033238692.1|DPSE, LOC117184265|XP_033236925.1|DPSE, LOC6902615|XP_033236918.1|DPSE, LOC6902613|XP_033236922.1|DPSE, LOC6903865|XP_033236915.1|DPSE
OG0000350	LOC120447733|XP_039485211.1|DSAN	LOC117184479|XP_033238170.1|DPSE
OG0000350	LOC120450184|XP_039488982.1|DSAN	LOC4813254|XP_033238168.1|DPSE
OG0000350	LOC120453192|XP_039493691.1|DSAN	LOC6897056|XP_002137240.3|DPSE
OG0000351	LOC120445578|XP_039482000.1|DSAN	LOC4805246|XP_001361678.3|DPSE
OG0000351	LOC120445487|XP_039481868.1|DSAN	LOC4805245|XP_001361677.3|DPSE
OG0000353	LOC120452545|XP_039492754.1|DSAN	LOC4801811|XP_001358845.1|DPSE
OG0000353	LOC120451287|XP_039490771.1|DSAN	LOC4817945|XP_001357204.2|DPSE
OG0000354	LOC120450225|XP_039489040.1|DSAN	LOC4816841|XP_001356631.2|DPSE
OG0000354	LOC120450236|XP_039489052.1|DSAN	LOC4817041|XP_001356627.4|DPSE
OG0000355	LOC120451381|XP_039490977.1|DSAN	LOC4804351|XP_001360924.2|DPSE
OG0000355	LOC120458291|XP_039501823.1|DSAN	LOC4804849|XP_001361343.3|DPSE, LOC6898675|XP_002138680.2|DPSE
OG0000356	LOC120445775|XP_039482307.1|DSAN	LOC4817331|XP_001356665.3|DPSE
OG0000356	LOC120445851|XP_039482423.1|DSAN	LOC4816868|XP_001356663.2|DPSE
OG0000358	LOC120452188|XP_039492232.1|DSAN	LOC6897362|XP_002137515.2|DPSE
OG0000358	LOC120454524|XP_039495823.1|DSAN	LOC6897368|XP_002137521.1|DPSE
OG0000359	LOC120447794|XP_039485289.1|DSAN	LOC4813553|XP_001353132.2|DPSE, LOC6900593|XP_033240841.1|DPSE
OG0000359	LOC120449785|XP_039488360.1|DSAN	LOC4813174|XP_001353130.2|DPSE
OG0000360	LOC120452495|XP_039492679.1|DSAN, LOC120452446|XP_039492609.1|DSAN, LOC120452443|XP_039492607.1|DSAN, LOC120452445|XP_039492608.1|DSAN	LOC4802351|XP_001359284.2|DPSE
OG0000361	LOC120454472|XP_039495737.1|DSAN, LOC120451868|XP_039491806.1|DSAN	LOC6902756|XP_002133268.2|DPSE
OG0000361	LOC120458385|XP_039501938.1|DSAN	LOC4816455|XP_015036545.2|DPSE
OG0000362	LOC120454848|XP_039496295.1|DSAN	LOC4811758|XP_001352329.1|DPSE
OG0000362	LOC120450509|XP_039489496.1|DSAN	LOC4813437|XP_001353378.1|DPSE
OG0000363	LOC120454583|XP_039495943.1|DSAN	LOC6897597|XP_033241884.1|DPSE
OG0000363	LOC120447472|XP_039484797.1|DSAN	LOC6900901|XP_033240760.1|DPSE
OG0000364	LOC120450111|XP_039488853.1|DSAN	LOC6900857|XP_033241373.1|DPSE
OG0000365	LOC120446106|XP_039482834.1|DSAN	LOC6898484|XP_002138526.3|DPSE
OG0000365	LOC120443839|XP_039479134.1|DSAN	LOC6899816|XP_002135718.3|DPSE
OG0000366	LOC120455786|XP_039498179.1|DSAN	LOC4815236|XP_033239445.1|DPSE
OG0000366	LOC120453455|XP_039494104.1|DSAN	LOC4802650|XP_033236276.1|DPSE
OG0000367	LOC120449291|XP_039487611.1|DSAN	LOC4813290|XP_001353717.2|DPSE
OG0000367	LOC120445880|XP_039482459.1|DSAN	LOC6898114|XP_033233883.1|DPSE
OG0000368	LOC120447768|XP_039485249.1|DSAN	LOC4812913|XP_015043305.1|DPSE
OG0000368	LOC120447769|XP_039485253.1|DSAN	LOC4813333|XP_001353907.2|DPSE
OG0000370	LOC120447615|XP_039485042.1|DSAN	LOC4812481|XP_001352913.3|DPSE
OG0000370	LOC120445335|XP_039481604.1|DSAN	LOC6898262|XP_002138328.2|DPSE
OG0000371	LOC120455897|XP_039498328.1|DSAN	LOC4814486|XP_001354859.2|DPSE
OG0000371	LOC120457714|XP_039501145.1|DSAN	LOC4804730|XP_001361244.3|DPSE
OG0000371	LOC120453961|XP_039494844.1|DSAN	LOC4801313|XP_001358429.3|DPSE
OG0000372	LOC120448292|XP_039486164.1|DSAN	LOC4816180|XP_001355736.4|DPSE
OG0000373	LOC120445095|XP_039481160.1|DSAN	LOC4804951|XP_001361432.4|DPSE
OG0000374	LOC120448842|XP_039486981.1|DSAN, LOC120457993|XP_039501418.1|DSAN, LOC120457987|XP_039501414.1|DSAN, LOC120457873|XP_039501334.1|DSAN, LOC120457534|XP_039501013.1|DSAN, LOC120457992|XP_039501417.1|DSAN, LOC120457540|XP_039501018.1|DSAN, LOC120457998|XP_039501422.1|DSAN, LOC120457877|XP_039501336.1|DSAN, LOC120457995|XP_039501420.1|DSAN, LOC120457659|XP_039501088.1|DSAN, LOC120457661|XP_039501091.1|DSAN, LOC120457660|XP_039501090.1|DSAN, LOC120457994|XP_039501419.1|DSAN, LOC120457874|XP_039501335.1|DSAN, LOC120457996|XP_039501421.1|DSAN, LOC120457985|XP_039501413.1|DSAN, LOC120457640|XP_039501070.1|DSAN, LOC120457658|XP_039501087.1|DSAN, LOC120457642|XP_039501073.1|DSAN, LOC120457657|XP_039501086.1|DSAN	LOC6903020|XP_015036185.2|DPSE
OG0000375	LOC120447510|XP_039484856.1|DSAN, LOC120447511|XP_039484857.1|DSAN, LOC120447512|XP_039484858.1|DSAN	LOC4812692|XP_001353075.3|DPSE, LOC4812693|XP_001353076.2|DPSE
OG0000376	LOC120456229|XP_039498848.1|DSAN	LOC6903261|XP_002132960.1|DPSE
OG0000377	LOC120456332|XP_039499033.1|DSAN	LOC4815330|XP_001354682.4|DPSE
OG0000377	LOC120451358|XP_039490928.1|DSAN	LOC26532961|XP_015038960.2|DPSE
OG0000378	LOC120444839|XP_039480730.1|DSAN	LOC4805369|XP_001361780.1|DPSE
OG0000378	LOC120456423|XP_039499188.1|DSAN	LOC4816031|XP_001355272.3|DPSE
OG0000379	LOC120458539|XP_039502153.1|DSAN	LOC4804130|XP_001360736.3|DPSE
