Orthogroup	DSAN.longest_only	DNOV.longest_only
OG0002544	LOC120454678|XP_039496127.1|DSAN	LOC115761360|XP_030558966.1|DNOV
OG0002545	LOC120457352|XP_039500801.1|DSAN	LOC115768458|XP_030568885.1|DNOV
OG0002547	LOC120456037|XP_039498543.1|DSAN	LOC115767580|XP_030567725.1|DNOV
OG0002548	LOC120456429|XP_039499195.1|DSAN	LOC115765391|XP_030564779.1|DNOV
OG0002549	LOC120456474|XP_039499271.1|DSAN	LOC115767222|XP_030567279.1|DNOV
OG0002550	LOC120456855|XP_039499852.1|DSAN	LOC115765085|XP_030564320.1|DNOV
OG0002551	LOC120452367|XP_039492491.1|DSAN	LOC115771724|XP_030573408.1|DNOV
OG0002552	LOC120457707|XP_039501136.1|DSAN	LOC115758635|XP_030555230.1|DNOV
OG0002553	LOC120456568|XP_039499382.1|DSAN	LOC115767837|XP_030568040.1|DNOV
OG0002554	LOC120457421|XP_039500953.1|DSAN	LOC115768339|XP_030568762.1|DNOV
OG0002555	LOC120455776|XP_039498165.1|DSAN	LOC115768599|XP_030569109.1|DNOV
OG0002556	LOC120443687|XP_039478861.1|DSAN	LOC115759210|XP_030555961.1|DNOV
OG0002557	LOC120456681|XP_039499572.1|DSAN	LOC115768799|XP_030569355.1|DNOV
OG0002558	LOC120453081|XP_039493542.1|DSAN	LOC115764613|XP_030563629.1|DNOV
OG0002559	LOC120447063|XP_039484425.1|DSAN	LOC115771290|XP_030572773.1|DNOV
OG0002560	LOC120453149|XP_039493639.1|DSAN	LOC115761193|XP_030558726.1|DNOV
OG0002561	LOC120454600|XP_039495988.1|DSAN	LOC115761895|XP_030559761.1|DNOV
OG0002562	LOC120456563|XP_039499377.1|DSAN	LOC115766385|XP_030566148.1|DNOV
OG0002563	LOC120457244|XP_039500563.1|DSAN	LOC115766395|XP_030566167.1|DNOV
OG0002564	LOC120453976|XP_039494862.1|DSAN	LOC115759635|XP_030556484.1|DNOV
OG0002565	LOC120450824|XP_039489937.1|DSAN	LOC115771746|XP_030573447.1|DNOV
OG0002566	LOC120452163|XP_039492199.1|DSAN	LOC115761289|XP_030558873.1|DNOV
OG0002567	LOC120455426|XP_039497537.1|DSAN	LOC115767730|XP_030567900.1|DNOV
OG0002568	LOC120453601|XP_039494301.1|DSAN	LOC115768911|XP_030569498.1|DNOV
OG0002569	LOC120449597|XP_039488098.1|DSAN	LOC115770308|XP_030571403.1|DNOV
OG0002570	LOC120453260|XP_039493817.1|DSAN	LOC115761771|XP_030559560.1|DNOV
OG0002571	LOC120453094|XP_039493559.1|DSAN	LOC115761713|XP_030559448.1|DNOV
OG0002572	LOC120446090|XP_039482814.1|DSAN	LOC115766584|XP_030566430.1|DNOV
OG0002573	LOC120452973|XP_039493403.1|DSAN	LOC115761276|XP_030558852.1|DNOV
OG0002574	LOC120453106|XP_039493573.1|DSAN	LOC115761583|XP_030559233.1|DNOV
OG0002575	LOC120451715|XP_039491551.1|DSAN	LOC115770956|XP_030572284.1|DNOV
OG0002576	LOC120455492|XP_039497675.1|DSAN	LOC115767584|XP_030567730.1|DNOV
OG0002577	LOC120450259|XP_039489083.1|DSAN	LOC115771101|XP_030572520.1|DNOV
OG0002578	LOC120458776|XP_039502489.1|DSAN	LOC115760227|XP_030557340.1|DNOV
OG0002579	LOC120444980|XP_039480945.1|DSAN	LOC115760015|XP_030557036.1|DNOV
OG0002580	LOC120445704|XP_039482198.1|DSAN	LOC115762460|XP_030560528.1|DNOV
OG0002581	LOC120452523|XP_039492713.1|DSAN	LOC115757708|XP_030553922.1|DNOV
OG0002582	LOC120452607|XP_039492840.1|DSAN	LOC115760400|XP_030557561.1|DNOV
OG0002583	LOC120453305|XP_039493880.1|DSAN	LOC115762003|XP_030559931.1|DNOV
OG0002584	LOC120448044|XP_039485722.1|DSAN	LOC115769868|XP_030570730.1|DNOV
OG0002585	LOC120448046|XP_039485724.1|DSAN	LOC115769872|XP_030570733.1|DNOV
OG0002586	LOC120451834|XP_039491743.1|DSAN	LOC115764656|XP_030563699.1|DNOV
OG0002587	LOC120454200|XP_039495230.1|DSAN	LOC115772063|XP_030573868.1|DNOV
OG0002588	LOC120450921|XP_039490119.1|DSAN	LOC115759519|XP_030556324.1|DNOV
OG0002589	LOC120451294|XP_039490781.1|DSAN	LOC115772002|XP_030573793.1|DNOV
OG0002590	LOC120455651|XP_039497976.1|DSAN	LOC115765187|XP_030564475.1|DNOV
OG0002591	LOC120451280|XP_039490759.1|DSAN	LOC115771981|XP_030573761.1|DNOV
OG0002592	LOC120453135|XP_039493620.1|DSAN	LOC115764998|XP_030564198.1|DNOV
OG0002593	LOC120451352|XP_039490904.1|DSAN	LOC115764857|XP_030563987.1|DNOV
OG0002594	LOC120451105|XP_039490446.1|DSAN	LOC115761188|XP_030558719.1|DNOV
OG0002595	LOC120451824|XP_039491726.1|DSAN	LOC115771820|XP_030573558.1|DNOV
OG0002596	LOC120452906|XP_039493302.1|DSAN	LOC115761612|XP_030559273.1|DNOV
OG0002597	LOC120451498|XP_039491184.1|DSAN	LOC115761322|XP_030558915.1|DNOV
OG0002598	LOC120452682|XP_039492966.1|DSAN	LOC115768628|XP_030569151.1|DNOV
OG0002599	LOC120454428|XP_039495651.1|DSAN	LOC115760380|XP_030557536.1|DNOV
OG0002600	LOC120450368|XP_039489289.1|DSAN	LOC115765480|XP_030564931.1|DNOV
OG0002601	LOC120451968|XP_039491928.1|DSAN	LOC115764175|XP_030562922.1|DNOV
OG0002602	LOC120452154|XP_039492178.1|DSAN	LOC115757744|XP_030553990.1|DNOV
OG0002603	LOC120453010|XP_039493458.1|DSAN	LOC115761221|XP_030558769.1|DNOV
OG0002604	LOC120453695|XP_039494450.1|DSAN	LOC115761474|XP_030559100.1|DNOV
OG0002605	LOC120452851|XP_039493222.1|DSAN	LOC115764785|XP_030563885.1|DNOV
OG0002606	LOC120453896|XP_039494747.1|DSAN	LOC115764117|XP_030562840.1|DNOV
OG0002607	LOC120453882|XP_039494732.1|DSAN	LOC115764121|XP_030562850.1|DNOV
OG0002608	LOC120451470|XP_039491092.1|DSAN	LOC115770803|XP_030572085.1|DNOV
OG0002609	LOC120445580|XP_039482005.1|DSAN	LOC115762527|XP_030560652.1|DNOV
OG0002610	LOC120454125|XP_039495098.1|DSAN	LOC115764072|XP_030562779.1|DNOV
OG0002611	LOC120452779|XP_039493102.1|DSAN	LOC115761937|XP_030559832.1|DNOV
OG0002612	LOC120452870|XP_039493250.1|DSAN	LOC115772039|XP_030573837.1|DNOV
OG0002613	LOC120451334|XP_039490845.1|DSAN	LOC115764205|XP_030562955.1|DNOV
OG0002614	LOC120451177|XP_039490547.1|DSAN	LOC115772040|XP_030573838.1|DNOV
OG0002615	LOC120447746|XP_039485228.1|DSAN	LOC115760348|XP_030557490.1|DNOV
OG0002616	LOC120451328|XP_039490838.1|DSAN	LOC115764664|XP_030563711.1|DNOV
OG0002617	LOC120452177|XP_039492219.1|DSAN	LOC115760343|XP_030557483.1|DNOV
OG0002618	LOC120452474|XP_039492648.1|DSAN	LOC115761554|XP_030559197.1|DNOV
OG0002619	LOC120453466|XP_039494122.1|DSAN	LOC115761744|XP_030559497.1|DNOV
OG0002620	LOC120453386|XP_039494002.1|DSAN	LOC115762010|XP_030559938.1|DNOV
OG0002621	LOC120453012|XP_039493461.1|DSAN	LOC115761606|XP_030559268.1|DNOV
OG0002622	LOC120448965|XP_039487158.1|DSAN	LOC115762648|XP_030560813.1|DNOV
OG0002623	LOC120450825|XP_039489940.1|DSAN	LOC115761809|XP_030559615.1|DNOV
OG0002624	LOC120452978|XP_039493408.1|DSAN	LOC115761813|XP_030559621.1|DNOV
OG0002625	LOC120454183|XP_039495197.1|DSAN	LOC115761421|XP_030559042.1|DNOV
OG0002626	LOC120456217|XP_039498833.1|DSAN	LOC115768884|XP_030569455.1|DNOV
OG0002627	LOC120450948|XP_039490155.1|DSAN	LOC115761173|XP_030558691.1|DNOV
OG0002628	LOC120451111|XP_039490458.1|DSAN	LOC115771761|XP_030573472.1|DNOV
OG0002629	LOC120453005|XP_039493446.1|DSAN	LOC115770874|XP_030572171.1|DNOV
OG0002630	LOC120454703|XP_039496173.1|DSAN	LOC115761283|XP_030558864.1|DNOV
OG0002631	LOC120452372|XP_039492498.1|DSAN	LOC115761764|XP_030559536.1|DNOV
OG0002632	LOC120453033|XP_039493487.1|DSAN	LOC115764734|XP_030563807.1|DNOV
OG0002633	LOC120454571|XP_039495904.1|DSAN	LOC115761280|XP_030558859.1|DNOV
OG0002634	LOC120451539|XP_039491252.1|DSAN	LOC115759440|XP_030556216.1|DNOV
OG0002635	LOC120451894|XP_039491837.1|DSAN	LOC115771911|XP_030573661.1|DNOV
OG0002636	LOC120450750|XP_039489806.1|DSAN	LOC115764735|XP_030563808.1|DNOV
OG0002637	LOC120447828|XP_039485348.1|DSAN, LOC120443816|XP_039479091.1|DSAN	LOC115758368|XP_030554816.1|DNOV
OG0002638	LOC120450828|XP_039489944.1|DSAN	LOC115761183|XP_030558707.1|DNOV
OG0002639	LOC120451643|XP_039491437.1|DSAN	LOC115766133|XP_030565814.1|DNOV
OG0002640	LOC120451145|XP_039490506.1|DSAN	LOC115764123|XP_030562853.1|DNOV
OG0002641	LOC120451511|XP_039491204.1|DSAN	LOC115764057|XP_030562764.1|DNOV
OG0002642	LOC120451510|XP_039491202.1|DSAN	LOC115764056|XP_030562763.1|DNOV
OG0002643	LOC120451509|XP_039491200.1|DSAN	LOC115764039|XP_030562735.1|DNOV
OG0002644	LOC120452395|XP_039492543.1|DSAN	LOC115764154|XP_030562890.1|DNOV
OG0002645	LOC120453423|XP_039494056.1|DSAN	LOC115764051|XP_030562753.1|DNOV
OG0002646	LOC120454301|XP_039495433.1|DSAN	LOC115770910|XP_030572215.1|DNOV
OG0002647	LOC120452590|XP_039492815.1|DSAN	LOC115771790|XP_030573520.1|DNOV
OG0002648	LOC120453880|XP_039494726.1|DSAN	LOC115766111|XP_030565791.1|DNOV
OG0002649	LOC120453854|XP_039494691.1|DSAN	LOC115771687|XP_030573364.1|DNOV
OG0002650	LOC120452589|XP_039492813.1|DSAN	LOC115771788|XP_030573519.1|DNOV
OG0002651	LOC120451486|XP_039491142.1|DSAN	LOC115770958|XP_030572287.1|DNOV
OG0002652	LOC120452020|XP_039491998.1|DSAN	LOC115761448|XP_030559075.1|DNOV
OG0002653	LOC120451138|XP_039490487.1|DSAN	LOC115764026|XP_030562718.1|DNOV
OG0002654	LOC120453956|XP_039494837.1|DSAN	LOC115763977|XP_030562642.1|DNOV
OG0002655	LOC120454399|XP_039495586.1|DSAN	LOC115771994|XP_030573780.1|DNOV
OG0002656	LOC120451558|XP_039491293.1|DSAN	LOC115761797|XP_030559599.1|DNOV
OG0002657	LOC120451893|XP_039491835.1|DSAN	LOC115771961|XP_030573730.1|DNOV
OG0002658	LOC120452101|XP_039492111.1|DSAN	LOC115764984|XP_030564171.1|DNOV
OG0002659	LOC120452563|XP_039492777.1|DSAN	LOC115772129|XP_030573969.1|DNOV
OG0002660	LOC120456863|XP_039499886.1|DSAN	LOC115765132|XP_030564388.1|DNOV
OG0002661	LOC120453957|XP_039494838.1|DSAN	LOC115757700|XP_030553905.1|DNOV
OG0002662	LOC120444763|XP_039480626.1|DSAN	LOC115762059|XP_030560000.1|DNOV
OG0002663	LOC120451657|XP_039491466.1|DSAN	LOC115764988|XP_030564181.1|DNOV
OG0002664	LOC120444045|XP_039479485.1|DSAN	LOC115765478|XP_030564920.1|DNOV
OG0002665	LOC120448082|XP_039485804.1|DSAN	LOC115758362|XP_030554813.1|DNOV
OG0002666	LOC120443966|XP_039479363.1|DSAN	LOC115758308|XP_030554738.1|DNOV
OG0002667	LOC120443991|XP_039479401.1|DSAN	LOC115760055|XP_030557096.1|DNOV
OG0002668	LOC120449930|XP_039488558.1|DSAN	LOC115762551|XP_030560685.1|DNOV
OG0002669	LOC120457741|XP_039501177.1|DSAN	LOC115763366|XP_030561753.1|DNOV
OG0002670	LOC120447718|XP_039485189.1|DSAN	LOC115766721|XP_030566532.1|DNOV
OG0002671	LOC120448069|XP_039485771.1|DSAN	LOC115769739|XP_030570539.1|DNOV
OG0002672	LOC120445028|XP_039481044.1|DSAN	LOC115763874|XP_030562514.1|DNOV
OG0002673	LOC120446313|XP_039483163.1|DSAN	LOC115762591|XP_030560745.1|DNOV
OG0002674	LOC120443990|XP_039479398.1|DSAN	LOC115760801|XP_030558157.1|DNOV
OG0002675	LOC120450272|XP_039489119.1|DSAN	LOC115762827|XP_030561052.1|DNOV
OG0002676	LOC120447030|XP_039484301.1|DSAN	LOC115762090|XP_030560046.1|DNOV
OG0002677	LOC120458806|XP_039502533.1|DSAN	LOC115762402|XP_030560447.1|DNOV
OG0002678	LOC120457729|XP_039501163.1|DSAN	LOC115762251|XP_030560263.1|DNOV
OG0002679	LOC120446303|XP_039483145.1|DSAN	LOC115760482|XP_030557678.1|DNOV
OG0002680	LOC120456247|XP_039498902.1|DSAN	LOC115768611|XP_030569127.1|DNOV
OG0002681	LOC120445056|XP_039481108.1|DSAN	LOC115760475|XP_030557669.1|DNOV
OG0002682	LOC120450127|XP_039488886.1|DSAN	LOC115766971|XP_030566924.1|DNOV
OG0002683	LOC120454250|XP_039495309.1|DSAN	LOC115766189|XP_030565892.1|DNOV
OG0002684	LOC120455775|XP_039498164.1|DSAN	LOC115767862|XP_030568080.1|DNOV
OG0002685	LOC120449718|XP_039488274.1|DSAN	LOC115762869|XP_030561104.1|DNOV
OG0002686	LOC120447838|XP_039485377.1|DSAN	LOC115769951|XP_030570857.1|DNOV
OG0002687	LOC120448212|XP_039486024.1|DSAN	LOC115769448|XP_030570119.1|DNOV
OG0002688	LOC120449707|XP_039488258.1|DSAN	LOC115771085|XP_030572498.1|DNOV
OG0002689	LOC120456333|XP_039499037.1|DSAN	LOC115765191|XP_030564478.1|DNOV
OG0002690	LOC120447940|XP_039485552.1|DSAN	LOC115769903|XP_030570787.1|DNOV
OG0002691	LOC120446168|XP_039482932.1|DSAN	LOC115760861|XP_030558275.1|DNOV
OG0002692	LOC120444927|XP_039480861.1|DSAN	LOC115771556|XP_030573165.1|DNOV
OG0002693	LOC120450426|XP_039489368.1|DSAN	LOC115762815|XP_030561038.1|DNOV
OG0002694	LOC120446743|XP_039483805.1|DSAN	LOC115760450|XP_030557627.1|DNOV
OG0002695	LOC120450038|XP_039488727.1|DSAN	LOC115762922|XP_030561163.1|DNOV
OG0002696	LOC120448280|XP_039486143.1|DSAN	LOC115762932|XP_030561173.1|DNOV
OG0002697	LOC120447501|XP_039484835.1|DSAN	LOC115770477|XP_030571625.1|DNOV
OG0002698	LOC120447724|XP_039485195.1|DSAN	LOC115762666|XP_030560837.1|DNOV
OG0002699	LOC120450275|XP_039489125.1|DSAN	LOC115770995|XP_030572349.1|DNOV
OG0002700	LOC120450241|XP_039489056.1|DSAN	LOC115769376|XP_030570023.1|DNOV
OG0002701	LOC120446733|XP_039483785.1|DSAN	LOC115760568|XP_030557839.1|DNOV
OG0002702	LOC120444968|XP_039480917.1|DSAN	LOC115762169|XP_030560145.1|DNOV
OG0002703	LOC120454558|XP_039495886.1|DSAN	LOC115762310|XP_030560337.1|DNOV
OG0002704	LOC120446927|XP_039484109.1|DSAN	LOC115762254|XP_030560267.1|DNOV
OG0002705	LOC120447737|XP_039485214.1|DSAN	LOC115769891|XP_030570767.1|DNOV, LOC115769893|XP_030570770.1|DNOV
OG0002706	LOC120457712|XP_039501144.1|DSAN	LOC115762267|XP_030560287.1|DNOV
OG0002707	LOC120449432|XP_039487828.1|DSAN	LOC115762664|XP_030560832.1|DNOV, LOC115762965|XP_030561204.1|DNOV
OG0002708	LOC120447855|XP_039485397.1|DSAN	LOC115762923|XP_030561164.1|DNOV
OG0002709	LOC120443862|XP_039479161.1|DSAN	LOC115762124|XP_030560089.1|DNOV
OG0002710	LOC120446650|XP_039483655.1|DSAN	LOC115762273|XP_030560296.1|DNOV
OG0002711	LOC120445811|XP_039482359.1|DSAN	LOC115762288|XP_030560312.1|DNOV
OG0002712	LOC120445568|XP_039481985.1|DSAN	LOC115761075|XP_030558557.1|DNOV
OG0002713	LOC120446815|XP_039483912.1|DSAN	LOC115760810|XP_030558184.1|DNOV
OG0002714	LOC120458244|XP_039501770.1|DSAN	LOC115760705|XP_030558030.1|DNOV
OG0002715	LOC120456644|XP_039499503.1|DSAN	LOC115767214|XP_030567269.1|DNOV
OG0002716	LOC120445152|XP_039481249.1|DSAN	LOC115762415|XP_030560467.1|DNOV
OG0002717	LOC120452120|XP_039492132.1|DSAN	LOC115766142|XP_030565835.1|DNOV
OG0002718	LOC120450082|XP_039488809.1|DSAN	LOC115771116|XP_030572540.1|DNOV
OG0002719	LOC120451622|XP_039491407.1|DSAN	LOC115766075|XP_030565739.1|DNOV
OG0002720	LOC120449231|XP_039487537.1|DSAN	LOC115771260|XP_030572735.1|DNOV
OG0002721	LOC120446710|XP_039483749.1|DSAN	LOC115763321|XP_030561681.1|DNOV
OG0002722	LOC120458700|XP_039502377.1|DSAN	LOC115762433|XP_030560490.1|DNOV
OG0002723	LOC120445089|XP_039481151.1|DSAN	LOC115760931|XP_030558365.1|DNOV
OG0002724	LOC120453383|XP_039493999.1|DSAN	LOC115762009|XP_030559937.1|DNOV
OG0002725	LOC120448266|XP_039486122.1|DSAN	LOC115771389|XP_030572934.1|DNOV
OG0002726	LOC120450328|XP_039489226.1|DSAN	LOC115769966|XP_030570876.1|DNOV
OG0002727	LOC120450193|XP_039488993.1|DSAN	LOC115769597|XP_030570344.1|DNOV
OG0002728	LOC120447108|XP_039484461.1|DSAN	LOC115760501|XP_030557718.1|DNOV
OG0002729	LOC120449028|XP_039487244.1|DSAN	LOC115770278|XP_030571365.1|DNOV
OG0002730	LOC120444303|XP_039479759.1|DSAN	LOC115758087|XP_030554464.1|DNOV
OG0002731	LOC120447666|XP_039485117.1|DSAN	LOC115765835|XP_030565420.1|DNOV
OG0002732	LOC120444974|XP_039480928.1|DSAN	LOC115760528|XP_030557768.1|DNOV
OG0002733	LOC120446427|XP_039483324.1|DSAN	LOC115760185|XP_030557274.1|DNOV
OG0002734	LOC120458755|XP_039502466.1|DSAN	LOC115758068|XP_030554445.1|DNOV
OG0002735	LOC120457521|XP_039501003.1|DSAN	LOC115760832|XP_030558219.1|DNOV
OG0002736	LOC120457577|XP_039501028.1|DSAN	LOC115760834|XP_030558227.1|DNOV
OG0002737	LOC120448234|XP_039486068.1|DSAN	LOC115771463|XP_030573041.1|DNOV
OG0002738	LOC120448643|XP_039486704.1|DSAN	LOC115766950|XP_030566897.1|DNOV
OG0002739	LOC120449626|XP_039488142.1|DSAN	LOC115770053|XP_030570999.1|DNOV
OG0002740	LOC120449624|XP_039488141.1|DSAN	LOC115770052|XP_030570996.1|DNOV
OG0002741	LOC120445012|XP_039481011.1|DSAN	LOC115757795|XP_030554074.1|DNOV
OG0002742	LOC120445920|XP_039482511.1|DSAN	LOC115759618|XP_030556463.1|DNOV
OG0002743	LOC120450100|XP_039488827.1|DSAN	LOC115771283|XP_030572764.1|DNOV
OG0002744	LOC120448250|XP_039486095.1|DSAN	LOC115767492|XP_030567664.1|DNOV
OG0002745	LOC120450136|XP_039488897.1|DSAN	LOC115767145|XP_030567174.1|DNOV
OG0002746	LOC120444891|XP_039480810.1|DSAN	LOC115760564|XP_030557830.1|DNOV
OG0002747	LOC120453062|XP_039493521.1|DSAN	LOC115771992|XP_030573774.1|DNOV
OG0002748	LOC120445755|XP_039482270.1|DSAN	LOC115764293|XP_030563090.1|DNOV
OG0002749	LOC120447031|XP_039484303.1|DSAN	LOC115762302|XP_030560329.1|DNOV
OG0002750	LOC120446719|XP_039483765.1|DSAN	LOC115760725|XP_030558059.1|DNOV
OG0002751	LOC120457875|XP_039501337.1|DSAN	LOC115759515|XP_030556322.1|DNOV
OG0002752	LOC120447904|XP_039485488.1|DSAN	LOC115762316|XP_030560346.1|DNOV
OG0002753	LOC120445928|XP_039482522.1|DSAN	LOC115762432|XP_030560489.1|DNOV
OG0002754	LOC120450331|XP_039489231.1|DSAN	LOC115762878|XP_030561112.1|DNOV
OG0002755	LOC120446145|XP_039482906.1|DSAN	LOC115760953|XP_030558401.1|DNOV
OG0002756	LOC120450334|XP_039489234.1|DSAN, LOC120450335|XP_039489235.1|DSAN	LOC115771505|XP_030573094.1|DNOV
OG0002757	LOC120447503|XP_039484838.1|DSAN	LOC115769554|XP_030570258.1|DNOV
OG0002758	LOC120445631|XP_039482090.1|DSAN	LOC115761071|XP_030558551.1|DNOV
OG0002759	LOC120446919|XP_039484094.1|DSAN	LOC115762046|XP_030559982.1|DNOV
OG0002760	LOC120445454|XP_039481833.1|DSAN	LOC115760987|XP_030558455.1|DNOV
OG0002761	LOC120445906|XP_039482495.1|DSAN	LOC115762828|XP_030561056.1|DNOV
OG0002762	LOC120445959|XP_039482584.1|DSAN	LOC115760806|XP_030558178.1|DNOV
OG0002763	LOC120449679|XP_039488220.1|DSAN	LOC115771238|XP_030572699.1|DNOV
OG0002764	LOC120447514|XP_039484859.1|DSAN	LOC115771053|XP_030572460.1|DNOV
OG0002765	LOC120444899|XP_039480822.1|DSAN	LOC115762152|XP_030560128.1|DNOV
OG0002766	LOC120446379|XP_039483246.1|DSAN	LOC115763269|XP_030561611.1|DNOV
OG0002767	LOC120444335|XP_039479826.1|DSAN	LOC115760571|XP_030557845.1|DNOV
OG0002768	LOC120445947|XP_039482561.1|DSAN	LOC115771347|XP_030572880.1|DNOV
OG0002769	LOC120445107|XP_039481185.1|DSAN	LOC115762055|XP_030559997.1|DNOV
OG0002770	LOC120457183|XP_039500434.1|DSAN	LOC115760070|XP_030557110.1|DNOV
OG0002771	LOC120449142|XP_039487400.1|DSAN	LOC115769496|XP_030570175.1|DNOV
OG0002772	LOC120449289|XP_039487610.1|DSAN	LOC115769631|XP_030570399.1|DNOV
OG0002773	LOC120446156|XP_039482920.1|DSAN	LOC115766132|XP_030565853.1|DNOV
OG0002774	LOC120446560|XP_039483512.1|DSAN	LOC115761069|XP_030558548.1|DNOV
OG0002775	LOC120448340|XP_039486237.1|DSAN	LOC115771213|XP_030572673.1|DNOV
OG0002776	LOC120448231|XP_039486064.1|DSAN	LOC115771465|XP_030573044.1|DNOV
OG0002777	LOC120449924|XP_039488551.1|DSAN	LOC115769802|XP_030570629.1|DNOV
OG0002778	LOC120447783|XP_039485271.1|DSAN	LOC115769797|XP_030570625.1|DNOV
OG0002779	LOC120447604|XP_039485008.1|DSAN	LOC115771284|XP_030572765.1|DNOV
OG0002780	LOC120451769|XP_039491632.1|DSAN	LOC115759470|XP_030556263.1|DNOV
OG0002781	LOC120445520|XP_039481913.1|DSAN	LOC115757965|XP_030554305.1|DNOV
OG0002782	LOC120448085|XP_039485812.1|DSAN	LOC115769957|XP_030570862.1|DNOV
OG0002783	LOC120447542|XP_039484922.1|DSAN	LOC115771045|XP_030572444.1|DNOV
OG0002784	LOC120444553|XP_039480237.1|DSAN	LOC115761063|XP_030558541.1|DNOV
OG0002785	LOC120450568|XP_039489615.1|DSAN	LOC115769412|XP_030570080.1|DNOV
OG0002786	LOC120448550|XP_039486537.1|DSAN	LOC115767643|XP_030567790.1|DNOV, LOC115765813|XP_030565395.1|DNOV
OG0002787	LOC120448040|XP_039485717.1|DSAN	LOC115771033|XP_030572429.1|DNOV
OG0002788	LOC120448041|XP_039485718.1|DSAN	LOC115771034|XP_030572430.1|DNOV
OG0002789	LOC120448279|XP_039486142.1|DSAN	LOC115767952|XP_030568195.1|DNOV
OG0002790	LOC120449544|XP_039488004.1|DSAN	LOC115770019|XP_030570935.1|DNOV
OG0002791	LOC120450278|XP_039489128.1|DSAN	LOC115771428|XP_030572992.1|DNOV
OG0002792	LOC120444877|XP_039480790.1|DSAN	LOC115760523|XP_030557757.1|DNOV
OG0002793	LOC120450219|XP_039489027.1|DSAN	LOC115769534|XP_030570235.1|DNOV
OG0002794	LOC120450029|XP_039488710.1|DSAN	LOC115769358|XP_030569995.1|DNOV
OG0002795	LOC120449022|XP_039487236.1|DSAN	LOC115769516|XP_030570214.1|DNOV
OG0002796	LOC120449158|XP_039487432.1|DSAN	LOC115769768|XP_030570591.1|DNOV
OG0002797	LOC120449547|XP_039488008.1|DSAN	LOC115770024|XP_030570939.1|DNOV
OG0002798	LOC120446586|XP_039483541.1|DSAN	LOC115758843|XP_030555483.1|DNOV
OG0002799	LOC120449511|XP_039487948.1|DSAN	LOC115770484|XP_030571628.1|DNOV
OG0002800	LOC120447562|XP_039484952.1|DSAN	LOC115765809|XP_030565388.1|DNOV
OG0002801	LOC120444686|XP_039480487.1|DSAN	LOC115761117|XP_030558609.1|DNOV
OG0002802	LOC120444287|XP_039479737.1|DSAN	LOC115760735|XP_030558070.1|DNOV
OG0002803	LOC120445170|XP_039481284.1|DSAN	LOC115759798|XP_030556739.1|DNOV
OG0002804	LOC120444264|XP_039479709.1|DSAN	LOC115760924|XP_030558359.1|DNOV
OG0002805	LOC120448087|XP_039485817.1|DSAN	LOC115757991|XP_030554344.1|DNOV
OG0002806	LOC120450280|XP_039489131.1|DSAN	LOC115771429|XP_030572993.1|DNOV
OG0002807	LOC120447035|XP_039484315.1|DSAN	LOC115762092|XP_030560053.1|DNOV
OG0002808	LOC120444422|XP_039479986.1|DSAN	LOC115758959|XP_030555624.1|DNOV
OG0002809	LOC120448488|XP_039486451.1|DSAN	LOC115771109|XP_030572529.1|DNOV
OG0002810	LOC120450264|XP_039489089.1|DSAN	LOC115762604|XP_030560757.1|DNOV
OG0002811	LOC120448858|XP_039487002.1|DSAN	LOC115769283|XP_030569870.1|DNOV
OG0002812	LOC120446993|XP_039484227.1|DSAN	LOC115761112|XP_030558602.1|DNOV
OG0002813	LOC120446956|XP_039484144.1|DSAN	LOC115763764|XP_030562342.1|DNOV
OG0002814	LOC120445007|XP_039480990.1|DSAN	LOC115761150|XP_030558680.1|DNOV
OG0002815	LOC120444578|XP_039480272.1|DSAN	LOC115762148|XP_030560120.1|DNOV
OG0002816	LOC120446125|XP_039482883.1|DSAN	LOC115758450|XP_030555018.1|DNOV
OG0002817	LOC120445216|XP_039481405.1|DSAN	LOC115765297|XP_030564653.1|DNOV
OG0002818	LOC120450614|XP_039489722.1|DSAN	LOC115760595|XP_030557888.1|DNOV
OG0002819	LOC120448144|XP_039485903.1|DSAN	LOC115762727|XP_030560921.1|DNOV
OG0002820	LOC120449130|XP_039487377.1|DSAN	LOC115762830|XP_030561057.1|DNOV
OG0002821	LOC120448005|XP_039485652.1|DSAN	LOC115770285|XP_030571379.1|DNOV
OG0002822	LOC120444564|XP_039480254.1|DSAN	LOC115761053|XP_030558529.1|DNOV
OG0002823	LOC120443726|XP_039478914.1|DSAN	LOC115762065|XP_030560011.1|DNOV
OG0002824	LOC120449290|XP_039487614.1|DSAN	LOC115762041|XP_030559970.1|DNOV
OG0002825	LOC120448824|XP_039486956.1|DSAN	LOC115770511|XP_030571671.1|DNOV
OG0002826	LOC120444923|XP_039480855.1|DSAN	LOC115762386|XP_030560426.1|DNOV
OG0002827	LOC120454826|XP_039496226.1|DSAN	LOC115766727|XP_030566544.1|DNOV
OG0002828	LOC120445017|XP_039481019.1|DSAN	LOC115763790|XP_030562383.1|DNOV
OG0002829	LOC120445727|XP_039482230.1|DSAN	LOC115762422|XP_030560477.1|DNOV
OG0002831	LOC120457790|XP_039501218.1|DSAN	LOC115759312|XP_030556082.1|DNOV, LOC115758604|XP_030555191.1|DNOV
OG0002832	LOC120458566|XP_039502193.1|DSAN	LOC115763026|XP_030561287.1|DNOV
OG0002833	LOC120445155|XP_039481263.1|DSAN	LOC115760500|XP_030557712.1|DNOV
