Orthogroup	DSAN.longest_only	BCOP.longest_only
OG0001957	LOC120445076|XP_039481137.1|DSAN	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC120445203|XP_039481372.1|DSAN	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC120449989|XP_039488632.1|DSAN	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC120448594|XP_039486626.1|DSAN	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001961	LOC120446030|XP_039482725.1|DSAN	LOC119079675|XP_037043622.1|BCOP
OG0001962	LOC120443725|XP_039478912.1|DSAN	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC120449922|XP_039488549.1|DSAN	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC120448437|XP_039486380.1|DSAN	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC120449693|XP_039488243.1|DSAN	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP
OG0001966	LOC120452257|XP_039492320.1|DSAN	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC120445054|XP_039481106.1|DSAN	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC120449940|XP_039488573.1|DSAN	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC120447182|XP_039484607.1|DSAN	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC120445261|XP_039481484.1|DSAN	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC120446744|XP_039483801.1|DSAN	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC120458102|XP_039501565.1|DSAN, LOC120458103|XP_039501566.1|DSAN	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC120445307|XP_039481551.1|DSAN	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC120447919|XP_039485513.1|DSAN	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC120448630|XP_039486686.1|DSAN	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP
OG0001976	LOC120446936|XP_039484121.1|DSAN	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC120447234|XP_039484693.1|DSAN	LOC119066330|XP_037024625.1|BCOP
OG0001979	LOC120446031|XP_039482729.1|DSAN	LOC119070930|XP_037031369.1|BCOP
OG0001980	LOC120454459|XP_039495711.1|DSAN	LOC119078499|XP_037041948.1|BCOP
OG0001982	LOC120458186|XP_039501688.1|DSAN	LOC119081937|XP_037047088.1|BCOP
OG0001983	LOC120450270|XP_039489110.1|DSAN	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP
OG0001984	LOC120458577|XP_039502210.1|DSAN	LOC119078695|XP_037042252.1|BCOP
OG0001985	LOC120443997|XP_039479409.1|DSAN	LOC119078457|XP_037041886.1|BCOP
OG0001986	LOC120443697|XP_039478872.1|DSAN	LOC119072804|XP_037033996.1|BCOP
OG0001987	LOC120456244|XP_039498896.1|DSAN	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP
OG0001988	LOC120446181|XP_039482954.1|DSAN	LOC119074080|XP_037035925.1|BCOP
OG0001989	LOC120450791|XP_039489890.1|DSAN	LOC119076077|XP_037038621.1|BCOP
OG0001990	LOC120458610|XP_039502250.1|DSAN	LOC119066370|XP_037024689.1|BCOP
OG0001991	LOC120444328|XP_039479818.1|DSAN	LOC119076320|XP_037038884.1|BCOP
OG0001992	LOC120456567|XP_039499386.1|DSAN	LOC119075686|XP_037038099.1|BCOP
OG0001993	LOC120455773|XP_039498166.1|DSAN	LOC119071486|XP_037032232.1|BCOP
OG0001994	LOC120454606|XP_039495999.1|DSAN	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP
OG0001995	LOC120446473|XP_039483410.1|DSAN	LOC119085141|XP_037051313.1|BCOP
OG0001996	LOC120458124|XP_039501596.1|DSAN	LOC119076361|XP_037038960.1|BCOP
OG0001997	LOC120447036|XP_039484316.1|DSAN	LOC119073369|XP_037034684.1|BCOP
OG0001998	LOC120447033|XP_039484308.1|DSAN	LOC119073380|XP_037034699.1|BCOP
OG0001999	LOC120458323|XP_039501873.1|DSAN	LOC119083775|XP_037049456.1|BCOP
OG0002000	LOC120458885|XP_039502656.1|DSAN	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP
OG0002001	LOC120447046|XP_039484343.1|DSAN	LOC119085307|XP_037051552.1|BCOP
OG0002002	LOC120444769|XP_039480634.1|DSAN	LOC119081466|XP_037046350.1|BCOP
OG0002003	LOC120443765|XP_039478996.1|DSAN	LOC119076345|XP_037038935.1|BCOP
OG0002004	LOC120444803|XP_039480684.1|DSAN	LOC119082567|XP_037047988.1|BCOP
OG0002005	LOC120443902|XP_039479265.1|DSAN	LOC119066968|XP_037025594.1|BCOP
OG0002006	LOC120444018|XP_039479443.1|DSAN	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP
OG0002007	LOC120446368|XP_039483236.1|DSAN	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP
OG0002008	LOC120454920|XP_039496597.1|DSAN	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP
OG0002009	LOC120445514|XP_039481905.1|DSAN	LOC119076740|XP_037039568.1|BCOP
OG0002010	LOC120454850|XP_039496303.1|DSAN	LOC119072338|XP_037033424.1|BCOP
OG0002011	LOC120444989|XP_039480954.1|DSAN	LOC119076348|XP_037038940.1|BCOP
OG0002012	LOC120458716|XP_039502399.1|DSAN	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP
OG0002013	LOC120446434|XP_039483334.1|DSAN	LOC119072256|XP_037033334.1|BCOP
OG0002014	LOC120445068|XP_039481128.1|DSAN	LOC119068127|XP_037027481.1|BCOP
OG0002015	LOC120449360|XP_039487710.1|DSAN	LOC119077146|XP_037040226.1|BCOP
OG0002016	LOC120458941|XP_039502734.1|DSAN	LOC119081426|XP_037046240.1|BCOP
OG0002017	LOC120458004|XP_039501433.1|DSAN	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP
OG0002018	LOC120444003|XP_039479414.1|DSAN	LOC119075634|XP_037038010.1|BCOP
OG0002019	LOC120456783|XP_039499733.1|DSAN	LOC119079090|XP_037042801.1|BCOP
OG0002020	LOC120446213|XP_039483002.1|DSAN	LOC119085889|XP_037052320.1|BCOP
OG0002021	LOC120445008|XP_039480994.1|DSAN	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP
OG0002022	LOC120457773|XP_039501204.1|DSAN	LOC119070933|XP_037031376.1|BCOP
OG0002023	LOC120452104|XP_039492114.1|DSAN	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP
OG0002024	LOC120456508|XP_039499312.1|DSAN	LOC119066321|XP_037024605.1|BCOP
OG0002025	LOC120450768|XP_039489858.1|DSAN	LOC119085816|XP_037052200.1|BCOP
OG0002026	LOC120448195|XP_039485995.1|DSAN	LOC119070840|XP_037031248.1|BCOP
OG0002027	LOC120444956|XP_039480900.1|DSAN	LOC119082838|XP_037048389.1|BCOP
OG0002028	LOC120446846|XP_039483973.1|DSAN	LOC119082846|XP_037048407.1|BCOP
OG0002029	LOC120449876|XP_039488485.1|DSAN	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP
OG0002030	LOC120444508|XP_039480159.1|DSAN	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP
OG0002031	LOC120446274|XP_039483089.1|DSAN	LOC119066123|XP_037024303.1|BCOP
OG0002032	LOC120454665|XP_039496110.1|DSAN	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP
OG0002033	LOC120455518|XP_039497729.1|DSAN	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP
OG0002034	LOC120457170|XP_039500386.1|DSAN	LOC119074965|XP_037037248.1|BCOP
OG0002035	LOC120450923|XP_039490123.1|DSAN	LOC119076751|XP_037039593.1|BCOP
OG0002036	LOC120452656|XP_039492909.1|DSAN	LOC119076673|XP_037039463.1|BCOP
OG0002037	LOC120448394|XP_039486315.1|DSAN	LOC119074391|XP_037036405.1|BCOP
OG0002038	LOC120451507|XP_039491195.1|DSAN	LOC119082225|XP_037047573.1|BCOP
OG0002039	LOC120457533|XP_039501012.1|DSAN	LOC119069135|XP_037028936.1|BCOP
OG0002040	LOC120457862|XP_039501311.1|DSAN	LOC119076843|XP_037039742.1|BCOP
OG0002041	LOC120444114|XP_039479578.1|DSAN	LOC119071703|XP_037032588.1|BCOP
OG0002042	LOC120453377|XP_039493986.1|DSAN	LOC119071706|XP_037032598.1|BCOP
OG0002043	LOC120452963|XP_039493387.1|DSAN	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP
OG0002044	LOC120454689|XP_039496150.1|DSAN	LOC119074435|XP_037036458.1|BCOP
OG0002045	LOC120453302|XP_039493869.1|DSAN	LOC119076462|XP_037039124.1|BCOP
OG0002046	LOC120454901|XP_039496506.1|DSAN	LOC119074348|XP_037036338.1|BCOP
OG0002047	LOC120455355|XP_039497391.1|DSAN	LOC119084246|XP_037050039.1|BCOP
OG0002048	LOC120453868|XP_039494707.1|DSAN	LOC119076119|XP_037038682.1|BCOP
OG0002049	LOC120452591|XP_039492816.1|DSAN	LOC119066552|XP_037024990.1|BCOP
OG0002050	LOC120453928|XP_039494796.1|DSAN	LOC119074831|XP_037037016.1|BCOP
OG0002051	LOC120444624|XP_039480363.1|DSAN	LOC119074387|XP_037036401.1|BCOP
OG0002053	LOC120451741|XP_039491583.1|DSAN	LOC119067125|XP_037025799.1|BCOP
OG0002054	LOC120450802|XP_039489904.1|DSAN	LOC119076474|XP_037039146.1|BCOP
OG0002055	LOC120451784|XP_039491668.1|DSAN	LOC119078030|XP_037041338.1|BCOP
OG0002056	LOC120449402|XP_039487782.1|DSAN	LOC119072096|XP_037033145.1|BCOP
OG0002057	LOC120447827|XP_039485350.1|DSAN	LOC119083151|XP_037048692.1|BCOP
OG0002058	LOC120447985|XP_039485615.1|DSAN	LOC119083154|XP_037048696.1|BCOP
OG0002059	LOC120453533|XP_039494219.1|DSAN	LOC119071955|XP_037032980.1|BCOP
OG0002060	LOC120445879|XP_039482457.1|DSAN	LOC119072723|XP_037033893.1|BCOP
OG0002061	LOC120444926|XP_039480860.1|DSAN	LOC119075375|XP_037037700.1|BCOP
OG0002062	LOC120456161|XP_039498734.1|DSAN	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP
OG0002063	LOC120457408|XP_039500939.1|DSAN	LOC119074412|XP_037036437.1|BCOP
OG0002064	LOC120447638|XP_039485079.1|DSAN	LOC119084475|XP_037050355.1|BCOP
OG0002065	LOC120449602|XP_039488104.1|DSAN	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP
OG0002066	LOC120453604|XP_039494304.1|DSAN	LOC119074548|XP_037036613.1|BCOP
OG0002067	LOC120446847|XP_039483974.1|DSAN	LOC119074674|XP_037036852.1|BCOP
OG0002068	LOC120444479|XP_039480092.1|DSAN	LOC119074954|XP_037037238.1|BCOP
OG0002069	LOC120457491|XP_039500976.1|DSAN	LOC119074755|XP_037036916.1|BCOP
OG0002070	LOC120454385|XP_039495562.1|DSAN	LOC119068727|XP_037028316.1|BCOP
OG0002071	LOC120452641|XP_039492890.1|DSAN	LOC119071555|XP_037032373.1|BCOP
OG0002072	LOC120444574|XP_039480269.1|DSAN	LOC119080154|XP_037044269.1|BCOP
OG0002073	LOC120449195|XP_039487482.1|DSAN	LOC119078320|XP_037041719.1|BCOP
OG0002074	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN	LOC119074748|XP_037036906.1|BCOP
OG0002075	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN	LOC119078225|XP_037041580.1|BCOP
OG0002076	LOC120445624|XP_039482071.1|DSAN	LOC119070671|XP_037030998.1|BCOP
OG0002077	LOC120449715|XP_039488270.1|DSAN	LOC119072345|XP_037033428.1|BCOP
OG0002078	LOC120444535|XP_039480215.1|DSAN	LOC119070722|XP_037031070.1|BCOP
OG0002079	LOC120447487|XP_039484817.1|DSAN	LOC119071814|XP_037032777.1|BCOP
OG0002080	LOC120446913|XP_039484083.1|DSAN	LOC119070971|XP_037031441.1|BCOP
OG0002081	LOC120444338|XP_039479832.1|DSAN	LOC119079101|XP_037042814.1|BCOP
OG0002082	LOC120446748|XP_039483820.1|DSAN	LOC119076952|XP_037039900.1|BCOP
OG0002083	LOC120456839|XP_039499825.1|DSAN	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP
OG0002084	LOC120445465|XP_039481844.1|DSAN	LOC119071316|XP_037032094.1|BCOP
OG0002085	LOC120444658|XP_039480433.1|DSAN	LOC119082803|XP_037048343.1|BCOP
OG0002086	LOC120444276|XP_039479724.1|DSAN	LOC119071097|XP_037031637.1|BCOP
OG0002087	LOC120448785|XP_039486908.1|DSAN	LOC119066517|XP_037024925.1|BCOP
OG0002088	LOC120447947|XP_039485561.1|DSAN	LOC119071860|XP_037032817.1|BCOP
OG0002089	LOC120458520|XP_039502131.1|DSAN	LOC119071904|XP_037032912.1|BCOP
OG0002090	LOC120448498|XP_039486464.1|DSAN	LOC119066947|XP_037025561.1|BCOP
OG0002091	LOC120445645|XP_039482119.1|DSAN	LOC119074240|XP_037036157.1|BCOP
OG0002092	LOC120447914|XP_039485497.1|DSAN	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP
OG0002093	LOC120445344|XP_039481615.1|DSAN	LOC119066901|XP_037025485.1|BCOP
OG0002094	LOC120446085|XP_039482807.1|DSAN	LOC119083173|XP_037048728.1|BCOP
OG0002095	LOC120455090|XP_039496897.1|DSAN	LOC119074654|XP_037036828.1|BCOP
OG0002096	LOC120444638|XP_039480382.1|DSAN	LOC119071682|XP_037032558.1|BCOP
OG0002097	LOC120448200|XP_039486003.1|DSAN	LOC119072630|XP_037033769.1|BCOP
OG0002098	LOC120448377|XP_039486280.1|DSAN	LOC119066099|XP_037024266.1|BCOP
OG0002099	LOC120450999|XP_039490244.1|DSAN	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP
OG0002100	LOC120449009|XP_039487219.1|DSAN	LOC119071084|XP_037031618.1|BCOP
OG0002101	LOC120443970|XP_039479373.1|DSAN	LOC119066386|XP_037024713.1|BCOP
OG0002102	LOC120445884|XP_039482464.1|DSAN	LOC119071138|XP_037031727.1|BCOP
OG0002103	LOC120452546|XP_039492755.1|DSAN	LOC119085732|XP_037052097.1|BCOP
OG0002105	LOC120458231|XP_039501750.1|DSAN	LOC119069623|XP_037029617.1|BCOP, LOC119083924|XP_037049633.1|BCOP, LOC119082950|XP_037048494.1|BCOP, LOC119078121|XP_037041469.1|BCOP
OG0002106	LOC120451851|XP_039491775.1|DSAN	LOC119069921|XP_037030037.1|BCOP, LOC119066113|XP_037024289.1|BCOP, LOC119066695|XP_037025187.1|BCOP, LOC119084692|XP_037050667.1|BCOP, LOC119076372|XP_037038977.1|BCOP, LOC119071196|XP_037031877.1|BCOP
OG0002107	LOC120447727|XP_039485206.1|DSAN	LOC119077008|XP_037040013.1|BCOP
OG0002117	LOC120444281|XP_039479730.1|DSAN	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP
OG0002118	LOC120457522|XP_039501000.1|DSAN	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP
OG0002119	LOC120452304|XP_039492380.1|DSAN	LOC119070028|XP_037030208.1|BCOP
OG0002120	LOC120454895|XP_039496476.1|DSAN	LOC119085060|XP_037051186.1|BCOP
OG0002121	LOC120453511|XP_039494190.1|DSAN	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP
OG0002123	LOC120444097|XP_039479558.1|DSAN	LOC119083896|XP_037049601.1|BCOP
OG0002124	LOC120456721|XP_039499638.1|DSAN	LOC119069671|XP_037029684.1|BCOP
OG0002125	LOC120445278|XP_039481511.1|DSAN	LOC119079473|XP_037043301.1|BCOP
OG0002126	LOC120449334|XP_039487669.1|DSAN	LOC119073593|XP_037035062.1|BCOP
OG0002127	LOC120455844|XP_039498248.1|DSAN	LOC119085600|XP_037051916.1|BCOP
OG0002128	LOC120457265|XP_039500617.1|DSAN	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP
OG0002129	LOC120454508|XP_039495794.1|DSAN	LOC119068015|XP_037027269.1|BCOP
OG0002131	LOC120452536|XP_039492736.1|DSAN	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP
OG0002132	LOC120458332|XP_039501884.1|DSAN	LOC119076232|XP_037038785.1|BCOP
OG0002133	LOC120455645|XP_039497970.1|DSAN	LOC119068988|XP_037028755.1|BCOP
OG0002134	LOC120455717|XP_039498066.1|DSAN	LOC119084479|XP_037050362.1|BCOP
OG0002135	LOC120456177|XP_039498780.1|DSAN	LOC119068606|XP_037028151.1|BCOP
OG0002136	LOC120452252|XP_039492314.1|DSAN	LOC119070453|XP_037030699.1|BCOP
OG0002137	LOC120450770|XP_039489857.1|DSAN	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP
OG0002138	LOC120456267|XP_039498926.1|DSAN	LOC119083180|XP_037048738.1|BCOP
OG0002139	LOC120455571|XP_039497872.1|DSAN	LOC119067435|XP_037026303.1|BCOP
OG0002140	LOC120456264|XP_039498922.1|DSAN	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP
OG0002141	LOC120448527|XP_039486500.1|DSAN	LOC119068176|XP_037027559.1|BCOP
OG0002142	LOC120453471|XP_039494134.1|DSAN	LOC119068290|XP_037027723.1|BCOP
OG0002143	LOC120453624|XP_039494343.1|DSAN	LOC119068125|XP_037027478.1|BCOP
OG0002144	LOC120454834|XP_039496243.1|DSAN	LOC119080273|XP_037044430.1|BCOP
OG0002145	LOC120452902|XP_039493294.1|DSAN	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP
OG0002146	LOC120451156|XP_039490524.1|DSAN	LOC119069157|XP_037028956.1|BCOP
OG0002147	LOC120455116|XP_039496940.1|DSAN	LOC119068311|XP_037027749.1|BCOP
OG0002148	LOC120449749|XP_039488317.1|DSAN	LOC119068400|XP_037027855.1|BCOP
OG0002149	LOC120454866|XP_039496351.1|DSAN	LOC119075571|XP_037037936.1|BCOP
OG0002150	LOC120456516|XP_039499317.1|DSAN	LOC119085647|XP_037051979.1|BCOP
OG0002151	LOC120458852|XP_039502613.1|DSAN	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP
OG0002152	LOC120452971|XP_039493401.1|DSAN	LOC119082372|XP_037047794.1|BCOP
OG0002153	LOC120450888|XP_039490062.1|DSAN	LOC119068706|XP_037028290.1|BCOP
OG0002154	LOC120457356|XP_039500808.1|DSAN	LOC119067768|XP_037026807.1|BCOP
OG0002155	LOC120453837|XP_039494665.1|DSAN	LOC119069323|XP_037029275.1|BCOP
OG0002156	LOC120448729|XP_039486835.1|DSAN	LOC119081040|XP_037045635.1|BCOP
OG0002157	LOC120451191|XP_039490573.1|DSAN	LOC119069857|XP_037029927.1|BCOP
OG0002158	LOC120444481|XP_039480095.1|DSAN	LOC119074956|XP_037037240.1|BCOP, LOC119068516|XP_037028020.1|BCOP
OG0002159	LOC120446736|XP_039483793.1|DSAN	LOC119068701|XP_037028287.1|BCOP
OG0002160	LOC120454138|XP_039495129.1|DSAN	LOC119068295|XP_037027729.1|BCOP
OG0002161	LOC120451837|XP_039491747.1|DSAN	LOC119085218|XP_037051427.1|BCOP
OG0002162	LOC120452664|XP_039492937.1|DSAN	LOC119067373|XP_037026189.1|BCOP
OG0002163	LOC120455778|XP_039498169.1|DSAN	LOC119067190|XP_037025916.1|BCOP
OG0002164	LOC120453004|XP_039493443.1|DSAN	LOC119068336|XP_037027789.1|BCOP
OG0002165	LOC120444433|XP_039480017.1|DSAN	LOC119068466|XP_037027955.1|BCOP
OG0002166	LOC120458177|XP_039501675.1|DSAN	LOC119066227|XP_037024446.1|BCOP
OG0002167	LOC120446552|XP_039483502.1|DSAN	LOC119066372|XP_037024695.1|BCOP
OG0002168	LOC120445214|XP_039481402.1|DSAN	LOC119068986|XP_037028752.1|BCOP
OG0002169	LOC120447726|XP_039485202.1|DSAN	LOC119068737|XP_037028331.1|BCOP
OG0002170	LOC120454889|XP_039496457.1|DSAN	LOC119083567|XP_037049205.1|BCOP
OG0002171	LOC120451782|XP_039491665.1|DSAN	LOC119069264|XP_037029217.1|BCOP
OG0002172	LOC120453544|XP_039494230.1|DSAN	LOC119067940|XP_037027151.1|BCOP
OG0002173	LOC120458759|XP_039502467.1|DSAN	LOC119078710|XP_037042275.1|BCOP
OG0002174	LOC120452145|XP_039492169.1|DSAN	LOC119082710|XP_037048184.1|BCOP
OG0002175	LOC120452146|XP_039492170.1|DSAN	LOC119082813|XP_037048363.1|BCOP
OG0002176	LOC120451829|XP_039491738.1|DSAN	LOC119067918|XP_037027114.1|BCOP
OG0002177	LOC120452708|XP_039493002.1|DSAN	LOC119067430|XP_037026297.1|BCOP
OG0002178	LOC120451379|XP_039490969.1|DSAN	LOC119069100|XP_037028887.1|BCOP
OG0002179	LOC120452124|XP_039492140.1|DSAN	LOC119067624|XP_037026612.1|BCOP
OG0002180	LOC120450993|XP_039490232.1|DSAN	LOC119068090|XP_037027402.1|BCOP
OG0002181	LOC120456299|XP_039498980.1|DSAN	LOC119069061|XP_037028831.1|BCOP
OG0002182	LOC120453875|XP_039494714.1|DSAN	LOC119067226|XP_037025967.1|BCOP
OG0002183	LOC120444608|XP_039480318.1|DSAN	LOC119071530|XP_037032309.1|BCOP
OG0002184	LOC120451724|XP_039491561.1|DSAN	LOC119067354|XP_037026158.1|BCOP
OG0002185	LOC120451256|XP_039490715.1|DSAN	LOC119069969|XP_037030103.1|BCOP
OG0002186	LOC120458547|XP_039502162.1|DSAN	LOC119079315|XP_037043004.1|BCOP
OG0002187	LOC120452793|XP_039493120.1|DSAN	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP
OG0002188	LOC120446314|XP_039483164.1|DSAN	LOC119080885|XP_037045359.1|BCOP
OG0002189	LOC120457525|XP_039501004.1|DSAN	LOC119069499|XP_037029465.1|BCOP
OG0002190	LOC120450893|XP_039490066.1|DSAN	LOC119084695|XP_037050671.1|BCOP
OG0002191	LOC120450451|XP_039489404.1|DSAN	LOC119067687|XP_037026702.1|BCOP
OG0002192	LOC120448422|XP_039486356.1|DSAN	LOC119078993|XP_037042652.1|BCOP
OG0002193	LOC120452103|XP_039492113.1|DSAN	LOC119085773|XP_037052160.1|BCOP
OG0002194	LOC120453941|XP_039494820.1|DSAN	LOC119070038|XP_037030217.1|BCOP
OG0002195	LOC120451330|XP_039490841.1|DSAN	LOC119067218|XP_037025959.1|BCOP
OG0002196	LOC120452914|XP_039493311.1|DSAN	LOC119078582|XP_037042054.1|BCOP
OG0002197	LOC120449241|XP_039487550.1|DSAN	LOC119069309|XP_037029255.1|BCOP
OG0002198	LOC120450757|XP_039489819.1|DSAN	LOC119068092|XP_037027404.1|BCOP
OG0002199	LOC120452949|XP_039493366.1|DSAN	LOC119074834|XP_037037026.1|BCOP
OG0002200	LOC120455445|XP_039497586.1|DSAN	LOC119070571|XP_037030872.1|BCOP
OG0002202	LOC120451144|XP_039490501.1|DSAN	LOC119068798|XP_037028455.1|BCOP
OG0002203	LOC120452422|XP_039492581.1|DSAN	LOC119069182|XP_037029011.1|BCOP
OG0002204	LOC120451820|XP_039491723.1|DSAN	LOC119069037|XP_037028801.1|BCOP
OG0002205	LOC120452884|XP_039493273.1|DSAN	LOC119070447|XP_037030693.1|BCOP
OG0002206	LOC120451941|XP_039491895.1|DSAN	LOC119067466|XP_037026348.1|BCOP
OG0002207	LOC120452271|XP_039492336.1|DSAN	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP
OG0002208	LOC120453108|XP_039493575.1|DSAN	LOC119068186|XP_037027576.1|BCOP
OG0002209	LOC120457410|XP_039500942.1|DSAN	LOC119076431|XP_037039074.1|BCOP
OG0002210	LOC120451058|XP_039490349.1|DSAN	LOC119067337|XP_037026136.1|BCOP
OG0002211	LOC120451557|XP_039491291.1|DSAN	LOC119070046|XP_037030224.1|BCOP
OG0002212	LOC120451832|XP_039491741.1|DSAN	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP
OG0002213	LOC120454461|XP_039495709.1|DSAN	LOC119069748|XP_037029784.1|BCOP
OG0002214	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN	LOC119069073|XP_037028846.1|BCOP
OG0002215	LOC120452674|XP_039492952.1|DSAN	LOC119069952|XP_037030076.1|BCOP
OG0002216	LOC120450886|XP_039490060.1|DSAN	LOC119081256|XP_037045888.1|BCOP
OG0002217	LOC120454397|XP_039495582.1|DSAN	LOC119069242|XP_037029190.1|BCOP
OG0002218	LOC120456047|XP_039498558.1|DSAN	LOC119067252|XP_037026023.1|BCOP
OG0002219	LOC120451981|XP_039491943.1|DSAN	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP
OG0002220	LOC120451139|XP_039490494.1|DSAN	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP
OG0002221	LOC120448822|XP_039486955.1|DSAN	LOC119084830|XP_037050808.1|BCOP
OG0002222	LOC120444495|XP_039480138.1|DSAN	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP
OG0002224	LOC120448548|XP_039486540.1|DSAN	LOC119081716|XP_037046729.1|BCOP
OG0002225	LOC120449355|XP_039487701.1|DSAN	LOC119073439|XP_037034818.1|BCOP
OG0002226	LOC120444931|XP_039480869.1|DSAN	LOC119081374|XP_037046151.1|BCOP
OG0002227	LOC120458731|XP_039502413.1|DSAN	LOC119080299|XP_037044467.1|BCOP
OG0002228	LOC120447000|XP_039484242.1|DSAN	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP
OG0002229	LOC120444285|XP_039479735.1|DSAN	LOC119081545|XP_037046455.1|BCOP
