Orthogroup	DSAN.longest_only	DSUP.longest_only
OG0000711	LOC120455765|XP_039498152.1|DSAN	LOC119556629|XP_037724880.1|DSUP
OG0000712	LOC120454438|XP_039495667.1|DSAN	LOC119559971|XP_037729135.1|DSUP
OG0000712	LOC120454436|XP_039495666.1|DSAN	LOC119560644|XP_037730126.1|DSUP
OG0000713	LOC120451767|XP_039491631.1|DSAN	LOC119560831|XP_037730406.1|DSUP
OG0000713	LOC120446250|XP_039483055.1|DSAN	LOC119549997|XP_037714338.1|DSUP
OG0000714	LOC120457381|XP_039500858.1|DSAN	LOC119555888|XP_037723481.1|DSUP
OG0000714	LOC120450128|XP_039488887.1|DSAN	LOC119555598|XP_037723022.1|DSUP
OG0000715	LOC120448797|XP_039486922.1|DSAN	LOC119554209|XP_037720938.1|DSUP
OG0000715	LOC120448312|XP_039486193.1|DSAN	LOC119554412|XP_037721230.1|DSUP
OG0000716	LOC120456891|XP_039499923.1|DSAN	LOC119556945|XP_037725366.1|DSUP
OG0000716	LOC120448924|XP_039487089.1|DSAN	LOC119553497|XP_037719837.1|DSUP
OG0000717	LOC120450008|XP_039488659.1|DSAN	LOC119554879|XP_037721893.1|DSUP
OG0000718	LOC120454846|XP_039496283.1|DSAN	LOC119550917|XP_037715884.1|DSUP
OG0000718	LOC120454904|XP_039496514.1|DSAN	LOC119556025|XP_037723775.1|DSUP
OG0000719	LOC120449995|XP_039488639.1|DSAN	LOC119554108|XP_037720802.1|DSUP
OG0000719	LOC120448583|XP_039486592.1|DSAN	LOC119554476|XP_037721320.1|DSUP
OG0000720	LOC120452650|XP_039492902.1|DSAN	LOC119557676|XP_037726476.1|DSUP
OG0000720	LOC120451165|XP_039490535.1|DSAN	LOC119560839|XP_037730418.1|DSUP
OG0000721	LOC120458300|XP_039501833.1|DSAN	LOC119546993|XP_037709585.1|DSUP
OG0000722	LOC120446336|XP_039483186.1|DSAN	LOC119550165|XP_037714628.1|DSUP
OG0000722	LOC120446335|XP_039483185.1|DSAN	LOC119550329|XP_037714863.1|DSUP
OG0000722	LOC120446334|XP_039483184.1|DSAN	LOC119549850|XP_037714074.1|DSUP
OG0000723	LOC120445346|XP_039481617.1|DSAN, LOC120445185|XP_039481333.1|DSAN	LOC119551691|XP_037717088.1|DSUP
OG0000724	LOC120455183|XP_039497052.1|DSAN	LOC119556956|XP_037725391.1|DSUP
OG0000724	LOC120452933|XP_039493348.1|DSAN	LOC119562734|XP_037731865.1|DSUP
OG0000726	LOC120452320|XP_039492408.1|DSAN	LOC119555093|XP_037722240.1|DSUP
OG0000726	LOC120452321|XP_039492409.1|DSAN	LOC119555100|XP_037722250.1|DSUP
OG0000727	LOC120452856|XP_039493231.1|DSAN	LOC119560649|XP_037730134.1|DSUP
OG0000727	LOC120453659|XP_039494386.1|DSAN	LOC119560912|XP_037730541.1|DSUP
OG0000728	LOC120456309|XP_039498996.1|DSAN	LOC119558141|XP_037727301.1|DSUP
OG0000728	LOC120453771|XP_039494542.1|DSAN	LOC119563243|XP_037732478.1|DSUP
OG0000729	LOC120451289|XP_039490774.1|DSAN	LOC119562955|XP_037732056.1|DSUP
OG0000729	LOC120453437|XP_039494079.1|DSAN	LOC119563441|XP_037732760.1|DSUP
OG0000730	LOC120457188|XP_039500467.1|DSAN	LOC119556899|XP_037725311.1|DSUP
OG0000730	LOC120446969|XP_039484176.1|DSAN	LOC119546491|XP_037708716.1|DSUP
OG0000731	LOC120449379|XP_039487747.1|DSAN	LOC119554839|XP_037721841.1|DSUP
OG0000731	LOC120446487|XP_039483426.1|DSAN	LOC119551725|XP_037717155.1|DSUP
OG0000732	LOC120448613|XP_039486658.1|DSAN	LOC119554153|XP_037720869.1|DSUP
OG0000732	LOC120448612|XP_039486657.1|DSAN	LOC119554152|XP_037720868.1|DSUP
OG0000733	LOC120452722|XP_039493020.1|DSAN	LOC119557492|XP_037726194.1|DSUP
OG0000733	LOC120448293|XP_039486165.1|DSAN	LOC119552874|XP_037718702.1|DSUP
OG0000734	LOC120456995|XP_039500081.1|DSAN	LOC119558038|XP_037727114.1|DSUP
OG0000734	LOC120450499|XP_039489480.1|DSAN	LOC119552949|XP_037718853.1|DSUP
OG0000735	LOC120456631|XP_039499488.1|DSAN	LOC119556841|XP_037725240.1|DSUP
OG0000735	LOC120447158|XP_039484547.1|DSAN	LOC119548147|XP_037711175.1|DSUP
OG0000736	LOC120444109|XP_039479571.1|DSAN	LOC119547917|XP_037710885.1|DSUP
OG0000736	LOC120444110|XP_039479573.1|DSAN	LOC119548672|XP_037712039.1|DSUP
OG0000737	LOC120444809|XP_039480695.1|DSAN	LOC119549271|XP_037713110.1|DSUP
OG0000738	LOC120446122|XP_039482884.1|DSAN	LOC119547765|XP_037710701.1|DSUP
OG0000738	LOC120453163|XP_039493660.1|DSAN	LOC119547185|XP_037709848.1|DSUP
OG0000739	LOC120451554|XP_039491288.1|DSAN	LOC119560301|XP_037729600.1|DSUP
OG0000739	LOC120451553|XP_039491287.1|DSAN	LOC119560781|XP_037730335.1|DSUP
OG0000740	LOC120451164|XP_039490534.1|DSAN	LOC119560320|XP_037729629.1|DSUP
OG0000741	LOC120455249|XP_039497179.1|DSAN	LOC119555838|XP_037723394.1|DSUP
OG0000741	LOC120452622|XP_039492862.1|DSAN	LOC119559213|XP_037728215.1|DSUP
OG0000742	LOC120456342|XP_039499055.1|DSAN	LOC119557057|XP_037725533.1|DSUP
OG0000742	LOC120456343|XP_039499059.1|DSAN	LOC119557278|XP_037725891.1|DSUP
OG0000743	LOC120450399|XP_039489328.1|DSAN	LOC119554683|XP_037721613.1|DSUP
OG0000743	LOC120446654|XP_039483659.1|DSAN	LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP
OG0000744	LOC120445341|XP_039481611.1|DSAN	LOC119550507|XP_037715139.1|DSUP
OG0000745	LOC120445279|XP_039481513.1|DSAN	LOC119550952|XP_037715906.1|DSUP
OG0000745	LOC120445394|XP_039481739.1|DSAN	LOC119550455|XP_037715063.1|DSUP
OG0000746	LOC120450433|XP_039489380.1|DSAN	LOC119550651|XP_037715420.1|DSUP
OG0000746	LOC120458786|XP_039502501.1|DSAN	LOC119549955|XP_037714266.1|DSUP
OG0000747	LOC120449095|XP_039487337.1|DSAN	LOC119554430|XP_037721250.1|DSUP
OG0000747	LOC120449682|XP_039488227.1|DSAN	LOC119554982|XP_037722043.1|DSUP
OG0000748	LOC120451182|XP_039490563.1|DSAN	LOC119547354|XP_037710096.1|DSUP
OG0000748	LOC120457348|XP_039500796.1|DSAN	LOC119557235|XP_037725847.1|DSUP
OG0000749	LOC120449621|XP_039488533.1|DSAN, LOC120454243|XP_039495290.1|DSAN	LOC119553627|XP_037720029.1|DSUP, LOC119545811|XP_037707623.1|DSUP
OG0000749	LOC120451494|XP_039491179.1|DSAN	LOC119560245|XP_037729536.1|DSUP
OG0000750	LOC120446196|XP_039482979.1|DSAN	LOC119549828|XP_037714035.1|DSUP, LOC119549829|XP_037714036.1|DSUP
OG0000750	LOC120452781|XP_039493104.1|DSAN	LOC119562920|XP_037731997.1|DSUP
OG0000751	LOC120445685|XP_039482175.1|DSAN	LOC119551885|XP_037717409.1|DSUP
OG0000751	LOC120445004|XP_039480985.1|DSAN	LOC119551722|XP_037717151.1|DSUP
OG0000752	LOC120452345|XP_039492450.1|DSAN	LOC119563204|XP_037732423.1|DSUP
OG0000752	LOC120450332|XP_039489236.1|DSAN	LOC119547222|XP_037709910.1|DSUP, LOC119547189|XP_037709851.1|DSUP, LOC119547141|XP_037709784.1|DSUP, LOC119547295|XP_037710011.1|DSUP
OG0000753	LOC120451405|XP_039491007.1|DSAN	LOC119560347|XP_037729671.1|DSUP
OG0000753	LOC120448620|XP_039486666.1|DSAN	LOC119553970|XP_037720602.1|DSUP
OG0000754	LOC120455549|XP_039497823.1|DSAN	LOC119556179|XP_037724046.1|DSUP
OG0000754	LOC120456428|XP_039499194.1|DSAN	LOC119557663|XP_037726450.1|DSUP
OG0000755	LOC120451610|XP_039491377.1|DSAN	LOC119550523|XP_037715165.1|DSUP
OG0000755	LOC120451629|XP_039491420.1|DSAN	LOC119551647|XP_037717014.1|DSUP
OG0000756	LOC120452282|XP_039492347.1|DSAN	LOC119559442|XP_037728473.1|DSUP
OG0000756	LOC120452261|XP_039492325.1|DSAN	LOC119558920|XP_037728051.1|DSUP
OG0000757	LOC120449687|XP_039488237.1|DSAN	LOC119555074|XP_037722211.1|DSUP
OG0000758	LOC120448310|XP_039486189.1|DSAN	LOC119553353|XP_037719623.1|DSUP
OG0000758	LOC120448308|XP_039486186.1|DSAN	LOC119553352|XP_037719618.1|DSUP
OG0000759	LOC120449421|XP_039487813.1|DSAN	LOC119554831|XP_037721833.1|DSUP
OG0000759	LOC120449390|XP_039487765.1|DSAN	LOC119554508|XP_037721374.1|DSUP
OG0000760	LOC120446267|XP_039483079.1|DSAN	LOC119551249|XP_037716421.1|DSUP
OG0000761	LOC120458100|XP_039501561.1|DSAN	LOC119547483|XP_037710297.1|DSUP
OG0000761	LOC120447786|XP_039485279.1|DSAN	LOC119548303|XP_037711399.1|DSUP
OG0000762	LOC120443783|XP_039479046.1|DSAN	LOC119548193|XP_037711248.1|DSUP
OG0000762	LOC120452096|XP_039492108.1|DSAN	LOC119547513|XP_037710334.1|DSUP
OG0000763	LOC120457814|XP_039501245.1|DSAN	LOC119548184|XP_037711227.1|DSUP
OG0000763	LOC120457815|XP_039501246.1|DSAN	LOC119548185|XP_037711228.1|DSUP
OG0000764	LOC120454708|XP_039496187.1|DSAN	LOC119559812|XP_037728825.1|DSUP
OG0000764	LOC120455673|XP_039498009.1|DSAN	LOC119558353|XP_037727780.1|DSUP
OG0000765	LOC120448567|XP_039486557.1|DSAN	LOC119554622|XP_037721544.1|DSUP
OG0000765	LOC120455465|XP_039497620.1|DSAN	LOC119557365|XP_037726034.1|DSUP
OG0000766	LOC120451292|XP_039490783.1|DSAN	LOC119547617|XP_037710470.1|DSUP
OG0000766	LOC120456772|XP_039499703.1|DSAN	LOC119557788|XP_037726616.1|DSUP
OG0000767	LOC120454112|XP_039495075.1|DSAN	LOC119560339|XP_037729659.1|DSUP
OG0000767	LOC120449383|XP_039487752.1|DSAN	LOC119553433|XP_037719750.1|DSUP
OG0000768	LOC120449035|XP_039487252.1|DSAN	LOC119554688|XP_037721618.1|DSUP
OG0000769	LOC120453946|XP_039494825.1|DSAN	LOC119556301|XP_037724309.1|DSUP
OG0000769	LOC120456317|XP_039499005.1|DSAN	LOC119557315|XP_037725955.1|DSUP
OG0000770	LOC120443993|XP_039479405.1|DSAN	LOC119551612|XP_037716950.1|DSUP
OG0000771	LOC120450627|XP_039489709.1|DSAN	LOC119554103|XP_037720781.1|DSUP
OG0000771	LOC120450626|XP_039489708.1|DSAN	LOC119554420|XP_037721237.1|DSUP
OG0000772	LOC120445453|XP_039481832.1|DSAN	LOC119551455|XP_037716731.1|DSUP
OG0000772	LOC120447203|XP_039484631.1|DSAN	LOC119552098|XP_037717810.1|DSUP
OG0000774	LOC120444426|XP_039479994.1|DSAN	LOC119552087|XP_037717792.1|DSUP
OG0000774	LOC120444427|XP_039480000.1|DSAN	LOC119552085|XP_037717790.1|DSUP
OG0000774	LOC120444424|XP_039479993.1|DSAN	LOC119552086|XP_037717791.1|DSUP
OG0000775	LOC120447149|XP_039484530.1|DSAN	LOC119549842|XP_037714062.1|DSUP
OG0000775	LOC120445689|XP_039482182.1|DSAN	LOC119549108|XP_037712777.1|DSUP
OG0000776	LOC120451265|XP_039490728.1|DSAN	LOC119560665|XP_037730167.1|DSUP
OG0000776	LOC120449636|XP_039488159.1|DSAN	LOC119552945|XP_037718840.1|DSUP
OG0000776	LOC120449632|XP_039488154.1|DSAN	LOC119552944|XP_037718833.1|DSUP
OG0000777	LOC120452893|XP_039493285.1|DSAN	LOC119563520|XP_037732916.1|DSUP
OG0000777	LOC120454181|XP_039495196.1|DSAN	LOC119553538|XP_037719904.1|DSUP
OG0000777	LOC120454083|XP_039495028.1|DSAN	LOC119563317|XP_037732580.1|DSUP
OG0000777	LOC120452337|XP_039492435.1|DSAN	LOC119563350|XP_037732626.1|DSUP
OG0000778	LOC120450456|XP_039489410.1|DSAN	LOC119552863|XP_037718677.1|DSUP
OG0000779	LOC120455935|XP_039498398.1|DSAN	LOC119556439|XP_037724600.1|DSUP
OG0000780	LOC120447226|XP_039484684.1|DSAN	LOC119550420|XP_037715011.1|DSUP
OG0000781	LOC120455404|XP_039497475.1|DSAN	LOC119558190|XP_037727397.1|DSUP
OG0000781	LOC120449594|XP_039488093.1|DSAN	LOC119552605|XP_037718195.1|DSUP
OG0000782	LOC120447554|XP_039484940.1|DSAN	LOC119552799|XP_037718559.1|DSUP
OG0000782	LOC120456517|XP_039499319.1|DSAN	LOC119556575|XP_037724802.1|DSUP
OG0000783	LOC120457419|XP_039500951.1|DSAN	LOC119557271|XP_037725886.1|DSUP
OG0000784	LOC120448569|XP_039486563.1|DSAN	LOC119554322|XP_037721111.1|DSUP
OG0000784	LOC120456359|XP_039499089.1|DSAN	LOC119556313|XP_037724326.1|DSUP
OG0000785	LOC120451561|XP_039491298.1|DSAN	LOC119551164|XP_037716293.1|DSUP
OG0000785	LOC120452243|XP_039492304.1|DSAN	LOC119547124|XP_037709767.1|DSUP
OG0000786	LOC120454896|XP_039496485.1|DSAN	LOC119558831|XP_037728027.1|DSUP
OG0000786	LOC120451725|XP_039491565.1|DSAN	LOC119559749|XP_037728742.1|DSUP
OG0000787	LOC120450218|XP_039489026.1|DSAN	LOC119555711|XP_037723317.1|DSUP
OG0000787	LOC120457321|XP_039500761.1|DSAN	LOC119557024|XP_037725492.1|DSUP
OG0000788	LOC120446414|XP_039483307.1|DSAN	LOC119547460|XP_037710267.1|DSUP
OG0000788	LOC120447944|XP_039485556.1|DSAN	LOC119552879|XP_037718707.1|DSUP
OG0000789	LOC120444123|XP_039479611.1|DSAN	LOC119546356|XP_037708512.1|DSUP
OG0000789	LOC120458655|XP_039502320.1|DSAN	LOC119548569|XP_037711815.1|DSUP
OG0000790	LOC120443927|XP_039479304.1|DSAN	LOC119548080|XP_037711093.1|DSUP
OG0000790	LOC120443926|XP_039479303.1|DSAN	LOC119548078|XP_037711092.1|DSUP
OG0000791	LOC120451799|XP_039491688.1|DSAN	LOC119552657|XP_037718292.1|DSUP
OG0000791	LOC120451390|XP_039490987.1|DSAN	LOC119563058|XP_037732201.1|DSUP
OG0000792	LOC120458644|XP_039502307.1|DSAN	LOC119546676|XP_037709066.1|DSUP
OG0000793	LOC120450868|XP_039490025.1|DSAN	LOC119561096|XP_037730917.1|DSUP
OG0000793	LOC120455917|XP_039498360.1|DSAN	LOC119558110|XP_037727263.1|DSUP
OG0000794	LOC120458949|XP_039502749.1|DSAN	LOC119548660|XP_037712007.1|DSUP
OG0000794	LOC120455208|XP_039497100.1|DSAN	LOC119558029|XP_037727091.1|DSUP
OG0000795	LOC120456266|XP_039498925.1|DSAN	LOC119556113|XP_037723913.1|DSUP
OG0000795	LOC120451950|XP_039491905.1|DSAN	LOC119557314|XP_037725956.1|DSUP
OG0000796	LOC120452605|XP_039492836.1|DSAN	LOC119560254|XP_037729546.1|DSUP
OG0000796	LOC120457242|XP_039500561.1|DSAN	LOC119557864|XP_037726790.1|DSUP
OG0000797	LOC120450781|XP_039489874.1|DSAN	LOC119563396|XP_037732683.1|DSUP
OG0000797	LOC120454499|XP_039495784.1|DSAN	LOC119563398|XP_037732685.1|DSUP
OG0000798	LOC120447178|XP_039484574.1|DSAN	LOC119551274|XP_037716465.1|DSUP
OG0000798	LOC120447177|XP_039484570.1|DSAN	LOC119549207|XP_037712977.1|DSUP
OG0000799	LOC120453969|XP_039494854.1|DSAN	LOC119557970|XP_037726951.1|DSUP
OG0000799	LOC120456459|XP_039499240.1|DSAN	LOC119556044|XP_037723766.1|DSUP
OG0000800	LOC120447811|XP_039485321.1|DSAN	LOC119554919|XP_037721951.1|DSUP
OG0000801	LOC120445881|XP_039482462.1|DSAN	LOC119550907|XP_037715824.1|DSUP
OG0000801	LOC120444270|XP_039479718.1|DSAN	LOC119551654|XP_037717018.1|DSUP
OG0000802	LOC120456940|XP_039500013.1|DSAN	LOC119556672|XP_037724963.1|DSUP
OG0000802	LOC120455607|XP_039497922.1|DSAN	LOC119557697|XP_037726498.1|DSUP
OG0000803	LOC120455820|XP_039498222.1|DSAN	LOC119547648|XP_037710517.1|DSUP
OG0000803	LOC120448514|XP_039486482.1|DSAN	LOC119554271|XP_037721050.1|DSUP
OG0000804	LOC120444647|XP_039480407.1|DSAN	LOC119550585|XP_037715307.1|DSUP
OG0000804	LOC120451707|XP_039491541.1|DSAN	LOC119560083|XP_037729328.1|DSUP
OG0000805	LOC120446543|XP_039483492.1|DSAN	LOC119550356|XP_037714908.1|DSUP
OG0000805	LOC120446578|XP_039483534.1|DSAN	LOC119550492|XP_037715112.1|DSUP
OG0000806	LOC120456731|XP_039499657.1|DSAN	LOC119548551|XP_037711775.1|DSUP
OG0000807	LOC120449645|XP_039488172.1|DSAN	LOC119555082|XP_037722224.1|DSUP
OG0000807	LOC120449082|XP_039487320.1|DSAN	LOC119553671|XP_037720112.1|DSUP
OG0000807	LOC120454383|XP_039495565.1|DSAN	LOC119547847|XP_037710805.1|DSUP
OG0000808	LOC120452924|XP_039493322.1|DSAN	LOC119554177|XP_037720898.1|DSUP
OG0000808	LOC120452928|XP_039493329.1|DSAN	LOC119554166|XP_037720887.1|DSUP
OG0000810	LOC120457617|XP_039501061.1|DSAN	LOC119551246|XP_037716417.1|DSUP
OG0000811	LOC120444327|XP_039479813.1|DSAN	LOC119550597|XP_037715335.1|DSUP
OG0000812	LOC120455352|XP_039497379.1|DSAN	LOC119557281|XP_037725896.1|DSUP
OG0000812	LOC120450359|XP_039489275.1|DSAN	LOC119552778|XP_037718517.1|DSUP
OG0000813	LOC120445997|XP_039482664.1|DSAN	LOC119552075|XP_037717778.1|DSUP
OG0000814	LOC120445121|XP_039481202.1|DSAN	LOC119546553|XP_037708840.1|DSUP
OG0000815	LOC120458043|XP_039501486.1|DSAN	LOC119547747|XP_037710671.1|DSUP
OG0000816	LOC120456056|XP_039498572.1|DSAN	LOC119556463|XP_037724638.1|DSUP
OG0000816	LOC120450930|XP_039490130.1|DSAN	LOC119559793|XP_037728801.1|DSUP
OG0000817	LOC120453171|XP_039493665.1|DSAN	LOC119563282|XP_037732534.1|DSUP
OG0000817	LOC120453172|XP_039493666.1|DSAN	LOC119563283|XP_037732536.1|DSUP
OG0000818	LOC120456248|XP_039498903.1|DSAN	LOC119556705|XP_037725030.1|DSUP
OG0000818	LOC120457839|XP_039501313.1|DSAN	LOC119548649|XP_037711992.1|DSUP
OG0000819	LOC120455813|XP_039498207.1|DSAN	LOC119557002|XP_037725461.1|DSUP
OG0000819	LOC120456883|XP_039499914.1|DSAN	LOC119556436|XP_037724597.1|DSUP
OG0000820	LOC120455095|XP_039496906.1|DSAN	LOC119556108|XP_037723907.1|DSUP
OG0000820	LOC120446226|XP_039483027.1|DSAN	LOC119550974|XP_037715936.1|DSUP
OG0000821	LOC120452061|XP_039492058.1|DSAN	LOC119560947|XP_037730617.1|DSUP
OG0000821	LOC120446324|XP_039483174.1|DSAN	LOC119551770|XP_037717225.1|DSUP
OG0000822	LOC120447780|XP_039485268.1|DSAN	LOC119552533|XP_037718080.1|DSUP
OG0000822	LOC120455573|XP_039497878.1|DSAN	LOC119548798|XP_037712301.1|DSUP
OG0000823	LOC120452150|XP_039492173.1|DSAN	LOC119560496|XP_037729895.1|DSUP, LOC119560607|XP_037730067.1|DSUP
OG0000824	LOC120458685|XP_039502356.1|DSAN	LOC119546742|XP_037709168.1|DSUP
OG0000825	LOC120447781|XP_039485269.1|DSAN	LOC119552532|XP_037718079.1|DSUP
OG0000825	LOC120449965|XP_039488607.1|DSAN	LOC119547412|XP_037710189.1|DSUP
OG0000826	LOC120446185|XP_039482961.1|DSAN	LOC119552046|XP_037717717.1|DSUP
OG0000827	LOC120449279|XP_039487596.1|DSAN, LOC120449276|XP_039487592.1|DSAN, LOC120449278|XP_039487594.1|DSAN, LOC120449280|XP_039487597.1|DSAN	LOC119553996|XP_037720631.1|DSUP, LOC119553892|XP_037720487.1|DSUP, LOC119554101|XP_037720778.1|DSUP, LOC119553738|XP_037720260.1|DSUP
OG0000828	LOC120452032|XP_039492015.1|DSAN, LOC120452031|XP_039492013.1|DSAN	LOC119562972|XP_037732076.1|DSUP
OG0000830	LOC120456576|XP_039499398.1|DSAN	LOC119556322|XP_037724337.1|DSUP
OG0000831	LOC120448994|XP_039487194.1|DSAN	LOC119553781|XP_037720316.1|DSUP
OG0000832	LOC120444575|XP_039480270.1|DSAN	LOC119551843|XP_037717344.1|DSUP
OG0000833	LOC120450279|XP_039489129.1|DSAN	LOC119555527|XP_037722880.1|DSUP
OG0000834	LOC120452176|XP_039492218.1|DSAN	LOC119556825|XP_037725212.1|DSUP
OG0000835	LOC120447995|XP_039485626.1|DSAN	LOC119555686|XP_037723248.1|DSUP
OG0000836	LOC120444786|XP_039480663.1|DSAN	LOC119546921|XP_037709480.1|DSUP
OG0000836	LOC120446466|XP_039483405.1|DSAN	LOC119546215|XP_037708280.1|DSUP
OG0000837	LOC120444654|XP_039480428.1|DSAN	LOC119551124|XP_037716235.1|DSUP
OG0000837	LOC120456017|XP_039498514.1|DSAN	LOC119557450|XP_037726143.1|DSUP
OG0000838	LOC120446392|XP_039483264.1|DSAN	LOC119546557|XP_037708849.1|DSUP
OG0000838	LOC120445305|XP_039481548.1|DSAN	LOC119546558|XP_037708850.1|DSUP
OG0000839	LOC120454532|XP_039495840.1|DSAN	LOC119560707|XP_037730228.1|DSUP
OG0000839	LOC120451944|XP_039491897.1|DSAN	LOC119560326|XP_037729636.1|DSUP
OG0000840	LOC120458694|XP_039502372.1|DSAN	LOC119559469|XP_037728507.1|DSUP
OG0000840	LOC120455729|XP_039498077.1|DSAN	LOC119557438|XP_037726128.1|DSUP
OG0000841	LOC120451377|XP_039490961.1|DSAN	LOC119562331|XP_037731418.1|DSUP
OG0000842	LOC120444150|XP_039479660.1|DSAN	LOC119550281|XP_037714798.1|DSUP, LOC119550149|XP_037714587.1|DSUP
OG0000842	LOC120453999|XP_039494901.1|DSAN	LOC119547884|XP_037710853.1|DSUP
OG0000843	LOC120444653|XP_039480427.1|DSAN	LOC119551213|XP_037716376.1|DSUP
OG0000844	LOC120444529|XP_039480210.1|DSAN	LOC119549890|XP_037714125.1|DSUP
OG0000844	LOC120453662|XP_039494404.1|DSAN	LOC119559947|XP_037729102.1|DSUP
OG0000845	LOC120455685|XP_039498028.1|DSAN	LOC119557928|XP_037726865.1|DSUP
OG0000845	LOC120455684|XP_039498027.1|DSAN	LOC119557304|XP_037725942.1|DSUP
OG0000846	LOC120450891|XP_039490065.1|DSAN	LOC119556817|XP_037725199.1|DSUP
OG0000847	LOC120446471|XP_039483408.1|DSAN	LOC119549781|XP_037713971.1|DSUP
OG0000847	LOC120444283|XP_039479732.1|DSAN	LOC119552009|XP_037717667.1|DSUP
OG0000848	LOC120458084|XP_039501535.1|DSAN	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP
OG0000848	LOC120445536|XP_039481937.1|DSAN	LOC119547075|XP_037709690.1|DSUP
OG0000849	LOC120458656|XP_039502321.1|DSAN	LOC119547068|XP_037709681.1|DSUP
OG0000849	LOC120458664|XP_039502331.1|DSAN	LOC119546972|XP_037709548.1|DSUP
OG0000850	LOC120446442|XP_039483353.1|DSAN	LOC119551003|XP_037715985.1|DSUP
OG0000850	LOC120446441|XP_039483352.1|DSAN	LOC119551002|XP_037715983.1|DSUP
OG0000851	LOC120446458|XP_039483389.1|DSAN	LOC119550812|XP_037715681.1|DSUP
OG0000852	LOC120445583|XP_039482009.1|DSAN	LOC119551582|XP_037716912.1|DSUP
OG0000854	LOC120456889|XP_039499921.1|DSAN	LOC119556126|XP_037723941.1|DSUP
OG0000854	LOC120456885|XP_039499915.1|DSAN	LOC119556124|XP_037723938.1|DSUP
OG0000855	LOC120456587|XP_039499429.1|DSAN	LOC119556918|XP_037725333.1|DSUP
OG0000855	LOC120452454|XP_039492618.1|DSAN	LOC119560653|XP_037730146.1|DSUP
OG0000856	LOC120456765|XP_039499697.1|DSAN	LOC119556944|XP_037725364.1|DSUP
OG0000856	LOC120448942|XP_039487120.1|DSAN	LOC119553907|XP_037720506.1|DSUP
OG0000857	LOC120456001|XP_039498491.1|DSAN	LOC119556007|XP_037723699.1|DSUP
OG0000858	LOC120454674|XP_039496124.1|DSAN	LOC119546751|XP_037709186.1|DSUP
OG0000858	LOC120454671|XP_039496121.1|DSAN	LOC119546743|XP_037709172.1|DSUP
OG0000860	LOC120447951|XP_039485571.1|DSAN	LOC119552494|XP_037718024.1|DSUP
OG0000860	LOC120448017|XP_039485680.1|DSAN	LOC119552622|XP_037718216.1|DSUP
OG0000861	LOC120445935|XP_039482533.1|DSAN	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP
OG0000862	LOC120445067|XP_039481127.1|DSAN	LOC119551252|XP_037716425.1|DSUP
OG0000862	LOC120449568|XP_039488058.1|DSAN	LOC119546890|XP_037709438.1|DSUP
OG0000863	LOC120452710|XP_039493008.1|DSAN	LOC119560369|XP_037729703.1|DSUP
OG0000863	LOC120451101|XP_039490441.1|DSAN	LOC119560306|XP_037729607.1|DSUP
OG0000864	LOC120458866|XP_039502633.1|DSAN	LOC119547503|XP_037710323.1|DSUP
OG0000864	LOC120456710|XP_039499618.1|DSAN	LOC119557822|XP_037726690.1|DSUP
OG0000865	LOC120457342|XP_039500785.1|DSAN	LOC119558265|XP_037727544.1|DSUP
OG0000865	LOC120454494|XP_039495776.1|DSAN	LOC119561712|XP_037731140.1|DSUP
OG0000866	LOC120458947|XP_039502742.1|DSAN	LOC119548658|XP_037712000.1|DSUP
OG0000866	LOC120458948|XP_039502745.1|DSAN	LOC119548659|XP_037712002.1|DSUP
OG0000867	LOC120458860|XP_039502624.1|DSAN	LOC119547358|XP_037710103.1|DSUP
OG0000867	LOC120456126|XP_039498692.1|DSAN	LOC119548502|XP_037711709.1|DSUP
OG0000868	LOC120456055|XP_039498570.1|DSAN	LOC119557784|XP_037726611.1|DSUP
OG0000869	LOC120450850|XP_039489994.1|DSAN	LOC119560343|XP_037729667.1|DSUP
OG0000870	LOC120446059|XP_039482770.1|DSAN	LOC119549962|XP_037714281.1|DSUP
OG0000871	LOC120444943|XP_039480880.1|DSAN	LOC119551015|XP_037715997.1|DSUP
OG0000872	LOC120455959|XP_039498435.1|DSAN	LOC119556700|XP_037725024.1|DSUP
OG0000872	LOC120444483|XP_039480097.1|DSAN	LOC119549224|XP_037713034.1|DSUP
OG0000873	LOC120448886|XP_039487036.1|DSAN	LOC119553214|XP_037719399.1|DSUP
OG0000874	LOC120455890|XP_039498317.1|DSAN	LOC119556963|XP_037725398.1|DSUP
OG0000874	LOC120445218|XP_039481407.1|DSAN	LOC119549428|XP_037713439.1|DSUP
OG0000875	LOC120449630|XP_039488152.1|DSAN	LOC119553249|XP_037719454.1|DSUP
OG0000877	LOC120450519|XP_039489528.1|DSAN	LOC119553150|XP_037719298.1|DSUP
OG0000877	LOC120456282|XP_039498957.1|DSAN	LOC119557005|XP_037725464.1|DSUP
OG0000878	LOC120446343|XP_039483198.1|DSAN	LOC119551820|XP_037717309.1|DSUP
OG0000878	LOC120458936|XP_039502725.1|DSAN	LOC119547136|XP_037709776.1|DSUP
OG0000879	LOC120445790|XP_039482330.1|DSAN	LOC119551910|XP_037717453.1|DSUP
