Orthogroup	DSAN.longest_only	ASTE.longest_only
OG0001631	LOC120451271|XP_039490742.1|DSAN	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC120451245|XP_039490697.1|DSAN	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC120454480|XP_039495748.1|DSAN	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001635	LOC120451787|XP_039491672.1|DSAN	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC120451991|XP_039491953.1|DSAN	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC120451184|XP_039490566.1|DSAN	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC120454984|XP_039496709.1|DSAN	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC120452080|XP_039492081.1|DSAN	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC120451770|XP_039491633.1|DSAN	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC120451649|XP_039491449.1|DSAN	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC120456181|XP_039498786.1|DSAN	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC120449496|XP_039487926.1|DSAN, LOC120449403|XP_039487788.1|DSAN	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC120449669|XP_039488203.1|DSAN	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC120446902|XP_039484057.1|DSAN	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC120446917|XP_039484091.1|DSAN	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC120457109|XP_039500272.1|DSAN	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC120447468|XP_039484789.1|DSAN	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC120446721|XP_039483767.1|DSAN	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC120444607|XP_039480315.1|DSAN	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001651	LOC120445191|XP_039481345.1|DSAN	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC120450600|XP_039489656.1|DSAN	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC120447441|XP_039484732.1|DSAN	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC120446480|XP_039483417.1|DSAN	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC120448253|XP_039486104.1|DSAN	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC120458820|XP_039502562.1|DSAN	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC120448203|XP_039486004.1|DSAN	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC120450473|XP_039489449.1|DSAN	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC120448119|XP_039485860.1|DSAN	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC120450427|XP_039489369.1|DSAN	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC120451452|XP_039491065.1|DSAN	LOC118508365|XP_035903979.1|ASTE
OG0001662	LOC120448198|XP_039485998.1|DSAN	LOC118510373|XP_035907991.1|ASTE
OG0001678	LOC120455176|XP_039497041.1|DSAN	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC120455440|XP_039497571.1|DSAN	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC120455680|XP_039498024.1|DSAN	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC120455220|XP_039497124.1|DSAN	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC120456730|XP_039499650.1|DSAN	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC120452665|XP_039492939.1|DSAN	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC120454923|XP_039496605.1|DSAN	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC120445469|XP_039481850.1|DSAN	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC120457013|XP_039500104.1|DSAN	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC120456279|XP_039498953.1|DSAN	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC120456080|XP_039498605.1|DSAN	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC120455799|XP_039498194.1|DSAN	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC120447927|XP_039485520.1|DSAN	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC120443994|XP_039479406.1|DSAN, LOC120458609|XP_039502249.1|DSAN	LOC118511295|XP_035910098.1|ASTE
OG0001694	LOC120453089|XP_039493550.1|DSAN	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC120444480|XP_039480093.1|DSAN	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC120451220|XP_039490634.1|DSAN	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC120455315|XP_039497299.1|DSAN	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC120454510|XP_039495799.1|DSAN	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC120451382|XP_039490973.1|DSAN	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC120450960|XP_039490181.1|DSAN	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC120445101|XP_039481181.1|DSAN	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC120453795|XP_039494600.1|DSAN	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC120453939|XP_039494818.1|DSAN	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC120453121|XP_039493598.1|DSAN	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC120451974|XP_039491938.1|DSAN	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC120454231|XP_039495266.1|DSAN	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC120453909|XP_039494775.1|DSAN	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC120448996|XP_039487198.1|DSAN	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC120452575|XP_039492792.1|DSAN	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC120450896|XP_039490071.1|DSAN	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC120450772|XP_039489862.1|DSAN	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC120450933|XP_039490134.1|DSAN	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC120454158|XP_039495155.1|DSAN	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC120456490|XP_039499290.1|DSAN	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC120456200|XP_039498814.1|DSAN	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC120452986|XP_039493416.1|DSAN	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC120451248|XP_039490698.1|DSAN	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC120451531|XP_039491240.1|DSAN	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC120453439|XP_039494081.1|DSAN	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC120453164|XP_039493657.1|DSAN	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC120448033|XP_039485710.1|DSAN	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC120458212|XP_039501725.1|DSAN	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC120447076|XP_039484401.1|DSAN	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC120449795|XP_039488409.1|DSAN	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC120450593|XP_039489649.1|DSAN	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC120453017|XP_039493468.1|DSAN	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC120445328|XP_039481586.1|DSAN	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC120446690|XP_039483717.1|DSAN	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC120443817|XP_039479093.1|DSAN	LOC118510465|XP_035908214.1|ASTE
OG0001732	LOC120458760|XP_039502468.1|DSAN	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC120445063|XP_039481121.1|DSAN	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC120444163|XP_039479679.1|DSAN	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC120447915|XP_039485499.1|DSAN	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC120446346|XP_039483206.1|DSAN	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC120445427|XP_039481787.1|DSAN	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC120449420|XP_039487812.1|DSAN	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC120447170|XP_039484561.1|DSAN	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC120444550|XP_039480234.1|DSAN	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001742	LOC120452749|XP_039493061.1|DSAN	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC120450467|XP_039489440.1|DSAN	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC120443948|XP_039479331.1|DSAN	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC120445333|XP_039481594.1|DSAN	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC120449465|XP_039487870.1|DSAN	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC120445253|XP_039481461.1|DSAN	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC120449612|XP_039488116.1|DSAN	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC120444499|XP_039480145.1|DSAN	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC120444497|XP_039480142.1|DSAN	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC120450255|XP_039489079.1|DSAN	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC120449014|XP_039487226.1|DSAN	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC120448290|XP_039486160.1|DSAN	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC120446632|XP_039483629.1|DSAN	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC120450172|XP_039488954.1|DSAN	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC120445363|XP_039481668.1|DSAN	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC120444394|XP_039479950.1|DSAN	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC120447893|XP_039485439.1|DSAN	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC120446186|XP_039482962.1|DSAN	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC120458717|XP_039502400.1|DSAN	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC120445034|XP_039481054.1|DSAN	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC120458224|XP_039501739.1|DSAN	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC120455182|XP_039497481.1|DSAN	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC120452322|XP_039492410.1|DSAN	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC120443882|XP_039479225.1|DSAN	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC120455089|XP_039496900.1|DSAN	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC120458687|XP_039502358.1|DSAN	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC120458338|XP_039501889.1|DSAN	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC120455581|XP_039497890.1|DSAN	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC120444086|XP_039479545.1|DSAN	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC120458648|XP_039502311.1|DSAN	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC120458029|XP_039501472.1|DSAN	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC120447032|XP_039484306.1|DSAN	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC120452218|XP_039492281.1|DSAN	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC120455891|XP_039498323.1|DSAN	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC120443714|XP_039478894.1|DSAN	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC120443916|XP_039479289.1|DSAN	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC120455282|XP_039497246.1|DSAN	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC120445714|XP_039482209.1|DSAN	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC120458886|XP_039502657.1|DSAN	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC120454854|XP_039496318.1|DSAN	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC120454357|XP_039495515.1|DSAN	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC120448209|XP_039486025.1|DSAN	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC120458136|XP_039501614.1|DSAN	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC120444688|XP_039480492.1|DSAN	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC120444531|XP_039480212.1|DSAN	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC120445670|XP_039482153.1|DSAN	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC120458491|XP_039502091.1|DSAN	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC120447039|XP_039484319.1|DSAN	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC120444845|XP_039480737.1|DSAN	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC120444259|XP_039479699.1|DSAN	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC120443715|XP_039478895.1|DSAN	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC120446404|XP_039483278.1|DSAN	LOC118510682|XP_035908738.1|ASTE
OG0001798	LOC120445989|XP_039482656.1|DSAN	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC120456432|XP_039499198.1|DSAN	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC120458315|XP_039501855.1|DSAN	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC120448929|XP_039487100.1|DSAN	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC120451698|XP_039491527.1|DSAN	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC120451790|XP_039491675.1|DSAN	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC120454067|XP_039495010.1|DSAN	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC120447931|XP_039485530.1|DSAN	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC120454300|XP_039495432.1|DSAN	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC120452596|XP_039492828.1|DSAN	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC120451134|XP_039490481.1|DSAN	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC120451066|XP_039490359.1|DSAN	LOC118513263|XP_035914719.1|ASTE
OG0001811	LOC120458330|XP_039501881.1|DSAN	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC120455362|XP_039497403.1|DSAN	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC120450755|XP_039489812.1|DSAN	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC120451021|XP_039490280.1|DSAN	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC120446070|XP_039482783.1|DSAN	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC120458394|XP_039501948.1|DSAN	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC120456086|XP_039498612.1|DSAN	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC120444293|XP_039479748.1|DSAN	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC120454935|XP_039496635.1|DSAN	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC120446327|XP_039483176.1|DSAN	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC120445237|XP_039481436.1|DSAN	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC120448103|XP_039485839.1|DSAN	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC120443809|XP_039479084.1|DSAN	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC120445381|XP_039481698.1|DSAN	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC120446223|XP_039483023.1|DSAN	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC120445749|XP_039482261.1|DSAN	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC120455122|XP_039496949.1|DSAN	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC120446561|XP_039483514.1|DSAN	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC120446488|XP_039483427.1|DSAN	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC120448358|XP_039486260.1|DSAN	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC120456036|XP_039498540.1|DSAN	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC120445419|XP_039481769.1|DSAN	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC120454094|XP_039495039.1|DSAN	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001837	LOC120449818|XP_039488400.1|DSAN	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC120450087|XP_039488814.1|DSAN	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC120453648|XP_039494375.1|DSAN	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC120454863|XP_039496346.1|DSAN	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC120454831|XP_039496234.1|DSAN	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC120450147|XP_039488911.1|DSAN	LOC118509475|XP_035906008.1|ASTE
OG0001853	LOC120451348|XP_039490871.1|DSAN	LOC118509380|XP_035905817.1|ASTE
OG0001854	LOC120457226|XP_039500534.1|DSAN	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC120445233|XP_039481427.1|DSAN	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC120457303|XP_039500720.1|DSAN	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC120455810|XP_039498205.1|DSAN	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC120456154|XP_039498725.1|DSAN	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC120456732|XP_039499653.1|DSAN	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC120448461|XP_039486412.1|DSAN	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC120452597|XP_039492830.1|DSAN	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC120456000|XP_039498490.1|DSAN	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC120456859|XP_039499871.1|DSAN	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC120451354|XP_039490918.1|DSAN	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC120455297|XP_039497272.1|DSAN	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC120453207|XP_039493727.1|DSAN	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC120450300|XP_039489172.1|DSAN	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC120457694|XP_039501123.1|DSAN	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC120452688|XP_039492972.1|DSAN	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC120456699|XP_039499599.1|DSAN	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC120457336|XP_039500777.1|DSAN	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC120453313|XP_039493903.1|DSAN	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC120451754|XP_039491613.1|DSAN	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC120450985|XP_039490220.1|DSAN	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC120453545|XP_039494232.1|DSAN	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC120455164|XP_039497022.1|DSAN	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC120456957|XP_039500034.1|DSAN	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC120454443|XP_039495680.1|DSAN	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC120453673|XP_039494418.1|DSAN	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC120451833|XP_039491742.1|DSAN	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC120451986|XP_039491947.1|DSAN	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC120451186|XP_039490569.1|DSAN	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC120454501|XP_039495787.1|DSAN	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC120451496|XP_039491181.1|DSAN	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC120458226|XP_039501742.1|DSAN	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC120452780|XP_039493103.1|DSAN	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC120447223|XP_039484676.1|DSAN	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC120451027|XP_039490291.1|DSAN	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC120455111|XP_039496932.1|DSAN	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC120450444|XP_039489391.1|DSAN	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC120451268|XP_039490734.1|DSAN	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC120457594|XP_039501041.1|DSAN	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC120453288|XP_039493850.1|DSAN	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC120443727|XP_039478916.1|DSAN	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC120454821|XP_039496209.1|DSAN	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC120457837|XP_039501273.1|DSAN	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC120450837|XP_039489954.1|DSAN	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC120456045|XP_039498552.1|DSAN	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC120453497|XP_039494170.1|DSAN	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC120449763|XP_039488335.1|DSAN	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC120451755|XP_039491619.1|DSAN	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC120457662|XP_039501092.1|DSAN, LOC120457663|XP_039501093.1|DSAN	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC120452335|XP_039492432.1|DSAN	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC120453417|XP_039494050.1|DSAN	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC120457124|XP_039500275.1|DSAN	LOC118508456|XP_035904151.1|ASTE
OG0001906	LOC120454264|XP_039495345.1|DSAN	LOC118504404|XP_035894725.1|ASTE
OG0001907	LOC120457230|XP_039500542.1|DSAN	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC120453364|XP_039493972.1|DSAN	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC120456041|XP_039498548.1|DSAN	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC120454449|XP_039495692.1|DSAN	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC120451237|XP_039490685.1|DSAN	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC120446398|XP_039483267.1|DSAN	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC120451652|XP_039491455.1|DSAN	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC120450112|XP_039488862.1|DSAN	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC120445366|XP_039481673.1|DSAN	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC120448064|XP_039485763.1|DSAN	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC120448963|XP_039487156.1|DSAN	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC120444489|XP_039480129.1|DSAN	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC120450613|XP_039489683.1|DSAN	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC120446500|XP_039483442.1|DSAN	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC120446173|XP_039482941.1|DSAN	LOC118512105|XP_035911969.1|ASTE
OG0001924	LOC120457606|XP_039501049.1|DSAN	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC120448556|XP_039486545.1|DSAN	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC120444767|XP_039480630.1|DSAN	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC120447714|XP_039485180.1|DSAN	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC120450020|XP_039488677.1|DSAN	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC120444784|XP_039480657.1|DSAN	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC120450363|XP_039489280.1|DSAN	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC120444729|XP_039480588.1|DSAN, LOC120444598|XP_039480306.1|DSAN	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC120448941|XP_039487119.1|DSAN	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC120448587|XP_039486602.1|DSAN	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC120446926|XP_039484105.1|DSAN	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC120457716|XP_039501147.1|DSAN	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC120446649|XP_039483654.1|DSAN	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC120443832|XP_039479117.1|DSAN	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC120449489|XP_039487902.1|DSAN	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC120458824|XP_039502572.1|DSAN	LOC118511431|XP_035910415.1|ASTE
