Orthogroup	DSAN.longest_only	DALB.longest_only
OG0000626	LOC120445676|XP_039482165.1|DSAN	LOC117569433|XP_034106484.1|DALB
OG0000627	LOC120449610|XP_039488112.1|DSAN	LOC117572507|XP_034111252.1|DALB
OG0000627	LOC120456747|XP_039499671.1|DSAN	LOC117574429|XP_034114161.1|DALB
OG0000628	LOC120458476|XP_039502070.1|DSAN	LOC117565246|XP_034100148.1|DALB
OG0000629	LOC120453441|XP_039494082.1|DSAN	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB
OG0000629	LOC120457821|XP_039501255.1|DSAN	LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	LOC120446016|XP_039482704.1|DSAN	LOC117564045|XP_034098545.1|DALB
OG0000630	LOC120446110|XP_039482838.1|DSAN	LOC117565056|XP_034099894.1|DALB
OG0000631	LOC120456572|XP_039499397.1|DSAN	LOC117564713|XP_034099485.1|DALB
OG0000631	LOC120455098|XP_039496911.1|DSAN	LOC117565173|XP_034100055.1|DALB
OG0000632	LOC120458304|XP_039501838.1|DSAN	LOC117565524|XP_034100553.1|DALB
OG0000632	LOC120445148|XP_039481246.1|DSAN	LOC117565870|XP_034101098.1|DALB
OG0000635	LOC120444703|XP_039480508.1|DSAN	LOC117567613|XP_034103593.1|DALB
OG0000635	LOC120455006|XP_039496760.1|DSAN	LOC117577669|XP_034118448.1|DALB
OG0000636	LOC120445250|XP_039481458.1|DSAN	LOC117564269|XP_034098862.1|DALB
OG0000636	LOC120445274|XP_039481505.1|DSAN	LOC117564177|XP_034098736.1|DALB
OG0000637	LOC120455866|XP_039498272.1|DSAN	LOC117567319|XP_034103113.1|DALB
OG0000637	LOC120455782|XP_039498173.1|DSAN	LOC117576420|XP_034117048.1|DALB
OG0000638	LOC120453651|XP_039494379.1|DSAN	LOC117569856|XP_034107080.1|DALB
OG0000638	LOC120457250|XP_039500576.1|DSAN	LOC117565791|XP_034100967.1|DALB
OG0000639	LOC120450645|XP_039489733.1|DSAN	LOC117572595|XP_034111394.1|DALB
OG0000641	LOC120458026|XP_039501465.1|DSAN, LOC120444081|XP_039479534.1|DSAN, LOC120458535|XP_039502148.1|DSAN, LOC120458880|XP_039502651.1|DSAN	LOC117574421|XP_034114149.1|DALB, LOC117576933|XP_034117967.1|DALB
OG0000642	LOC120446801|XP_039483892.1|DSAN	LOC117563538|XP_034097808.1|DALB
OG0000643	LOC120454279|XP_039495382.1|DSAN, LOC120454280|XP_039495383.1|DSAN, LOC120454277|XP_039495381.1|DSAN, LOC120454296|XP_039495425.1|DSAN	LOC117574455|XP_034114184.1|DALB
OG0000644	LOC120448974|XP_039487168.1|DSAN, LOC120449769|XP_039488341.1|DSAN, LOC120449768|XP_039488340.1|DSAN	LOC117567265|XP_034103015.1|DALB
OG0000645	LOC120450304|XP_039489182.1|DSAN	LOC117564942|XP_034099787.1|DALB
OG0000645	LOC120453263|XP_039493823.1|DSAN	LOC117563298|XP_034097433.1|DALB, LOC117563299|XP_034097434.1|DALB
OG0000646	LOC120451966|XP_039491925.1|DSAN	LOC117576972|XP_034118040.1|DALB
OG0000646	LOC120450876|XP_039490037.1|DSAN	LOC117573382|XP_034112460.1|DALB
OG0000647	LOC120454193|XP_039495218.1|DSAN	LOC117575946|XP_034116298.1|DALB
OG0000647	LOC120455325|XP_039497335.1|DSAN	LOC117569887|XP_034107121.1|DALB
OG0000648	LOC120457042|XP_039500144.1|DSAN	LOC117577850|XP_034118682.1|DALB
OG0000648	LOC120455742|XP_039498098.1|DSAN	LOC117577986|XP_034118972.1|DALB
OG0000649	LOC120455181|XP_039497051.1|DSAN	LOC117577572|XP_034118299.1|DALB
OG0000649	LOC120455180|XP_039497048.1|DSAN	LOC117577482|XP_034118253.1|DALB
OG0000650	LOC120451331|XP_039490843.1|DSAN	LOC117576519|XP_034117219.1|DALB
OG0000650	LOC120454824|XP_039496222.1|DSAN	LOC117573113|XP_034111930.1|DALB
OG0000651	LOC120450344|XP_039489253.1|DSAN	LOC117567804|XP_034103930.1|DALB
OG0000651	LOC120450498|XP_039489478.1|DSAN	LOC117568586|XP_034105209.1|DALB
OG0000652	LOC120458370|XP_039501927.1|DSAN	LOC117569337|XP_034106358.1|DALB
OG0000652	LOC120456932|XP_039500004.1|DSAN	LOC117577682|XP_034118468.1|DALB
OG0000653	LOC120451404|XP_039491006.1|DSAN, LOC120451413|XP_039491018.1|DSAN	LOC117576011|XP_034116409.1|DALB
OG0000654	LOC120450411|XP_039489348.1|DSAN	LOC117572400|XP_034111072.1|DALB
OG0000654	LOC120450105|XP_039488834.1|DSAN	LOC117566801|XP_034102235.1|DALB
OG0000655	LOC120444469|XP_039480079.1|DSAN	LOC117567327|XP_034103125.1|DALB
OG0000656	LOC120451785|XP_039491669.1|DSAN	LOC117574283|XP_034113925.1|DALB
OG0000657	LOC120449330|XP_039487664.1|DSAN	LOC117568889|XP_034105680.1|DALB
OG0000657	LOC120446297|XP_039483139.1|DSAN	LOC117564144|XP_034098698.1|DALB
OG0000658	LOC120456400|XP_039499163.1|DSAN	LOC117569426|XP_034106479.1|DALB
OG0000658	LOC120451552|XP_039491285.1|DSAN	LOC117573941|XP_034113359.1|DALB
OG0000659	LOC120445541|XP_039481946.1|DSAN	LOC117563557|XP_034097828.1|DALB
OG0000660	LOC120458163|XP_039501653.1|DSAN	LOC117564213|XP_034098789.1|DALB
OG0000661	LOC120450274|XP_039489124.1|DSAN	LOC117572351|XP_034111002.1|DALB
OG0000661	LOC120453800|XP_039494611.1|DSAN	LOC117565090|XP_034099931.1|DALB
OG0000662	LOC120450625|XP_039489706.1|DSAN	LOC117570924|XP_034108745.1|DALB
OG0000662	LOC120451091|XP_039490415.1|DSAN	LOC117577860|XP_034118700.1|DALB
OG0000663	LOC120445154|XP_039481261.1|DSAN	LOC117569390|XP_034106410.1|DALB
OG0000664	LOC120453886|XP_039494737.1|DSAN	LOC117564016|XP_034098505.1|DALB
OG0000664	LOC120455363|XP_039497404.1|DSAN	LOC117570880|XP_034108667.1|DALB
OG0000665	LOC120454654|XP_039496090.1|DSAN	LOC117573325|XP_034112325.1|DALB
OG0000665	LOC120454653|XP_039496089.1|DSAN	LOC117575323|XP_034115370.1|DALB
OG0000666	LOC120444718|XP_039480530.1|DSAN	LOC117569897|XP_034107129.1|DALB
OG0000666	LOC120454980|XP_039496706.1|DSAN	LOC117578059|XP_034119086.1|DALB
OG0000667	LOC120457002|XP_039500090.1|DSAN	LOC117578274|XP_034119594.1|DALB
OG0000667	LOC120454381|XP_039495553.1|DSAN	LOC117573551|XP_034112722.1|DALB
OG0000668	LOC120457542|XP_039501020.1|DSAN, LOC120447464|XP_039484787.1|DSAN	LOC117573147|XP_034111977.1|DALB
OG0000668	LOC120454262|XP_039495343.1|DSAN	LOC117576626|XP_034117441.1|DALB
OG0000669	LOC120455826|XP_039498225.1|DSAN	LOC117578037|XP_034119049.1|DALB
OG0000669	LOC120455825|XP_039498224.1|DSAN	LOC117578011|XP_034119005.1|DALB
OG0000670	LOC120447050|XP_039484360.1|DSAN, LOC120455057|XP_039496845.1|DSAN	LOC117565760|XP_034100947.1|DALB
OG0000671	LOC120451856|XP_039491783.1|DSAN	LOC117575061|XP_034115033.1|DALB
OG0000671	LOC120453960|XP_039494843.1|DSAN	LOC117575017|XP_034114987.1|DALB
OG0000672	LOC120456969|XP_039500049.1|DSAN	LOC117567786|XP_034103901.1|DALB
OG0000672	LOC120455084|XP_039496883.1|DSAN	LOC117571431|XP_034109468.1|DALB
OG0000673	LOC120457291|XP_039500680.1|DSAN	LOC117576886|XP_034117903.1|DALB
OG0000673	LOC120448420|XP_039486353.1|DSAN	LOC117568027|XP_034104258.1|DALB
OG0000675	LOC120456273|XP_039498942.1|DSAN	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB
OG0000677	LOC120450477|XP_039489455.1|DSAN	LOC117571268|XP_034109222.1|DALB
OG0000677	LOC120456261|XP_039498918.1|DSAN	LOC117578262|XP_034119575.1|DALB
OG0000678	LOC120451872|XP_039491813.1|DSAN	LOC117574094|XP_034113622.1|DALB
OG0000678	LOC120458138|XP_039501616.1|DSAN	LOC117565020|XP_034099855.1|DALB
OG0000679	LOC120456931|XP_039500003.1|DSAN	LOC117577714|XP_034118508.1|DALB
OG0000680	LOC120455793|XP_039498184.1|DSAN	LOC117577640|XP_034118400.1|DALB
OG0000680	LOC120456865|XP_039499889.1|DSAN	LOC117568471|XP_034105051.1|DALB
OG0000681	LOC120452262|XP_039492326.1|DSAN	LOC117573364|XP_034112384.1|DALB
OG0000681	LOC120456003|XP_039498495.1|DSAN	LOC117566126|XP_034101500.1|DALB
OG0000683	LOC120454361|XP_039495520.1|DSAN	LOC117574071|XP_034113592.1|DALB
OG0000684	LOC120453683|XP_039494434.1|DSAN	LOC117575991|XP_034116379.1|DALB
OG0000684	LOC120451566|XP_039491310.1|DSAN	LOC117576609|XP_034117401.1|DALB
OG0000685	LOC120450973|XP_039490198.1|DSAN	LOC117574214|XP_034113812.1|DALB
OG0000686	LOC120458110|XP_039501574.1|DSAN	LOC117570004|XP_034107290.1|DALB
OG0000686	LOC120456828|XP_039499810.1|DSAN	LOC117578192|XP_034119401.1|DALB
OG0000687	LOC120446241|XP_039483046.1|DSAN	LOC117568559|XP_034105178.1|DALB
OG0000687	LOC120447842|XP_039485382.1|DSAN	LOC117572061|XP_034110530.1|DALB
OG0000688	LOC120445255|XP_039481476.1|DSAN	LOC117566937|XP_034102459.1|DALB
OG0000689	LOC120458555|XP_039502171.1|DSAN	LOC117570131|XP_034107487.1|DALB
OG0000689	LOC120458554|XP_039502170.1|DSAN	LOC117570130|XP_034107486.1|DALB
OG0000690	LOC120456693|XP_039499593.1|DSAN	LOC117577602|XP_034118339.1|DALB
OG0000691	LOC120458570|XP_039502202.1|DSAN	LOC117563341|XP_034097509.1|DALB
OG0000691	LOC120448619|XP_039486665.1|DSAN	LOC117572769|XP_034111749.1|DALB
OG0000692	LOC120447815|XP_039485324.1|DSAN	LOC117572055|XP_034110522.1|DALB
OG0000693	LOC120456351|XP_039499071.1|DSAN	LOC117578299|XP_034119635.1|DALB
OG0000693	LOC120451508|XP_039491198.1|DSAN	LOC117574730|XP_034114551.1|DALB
OG0000694	LOC120456327|XP_039499027.1|DSAN	LOC117573076|XP_034111850.1|DALB
OG0000694	LOC120449661|XP_039488192.1|DSAN	LOC117572591|XP_034111369.1|DALB
OG0000695	LOC120457964|XP_039501403.1|DSAN	LOC117563999|XP_034098480.1|DALB
OG0000695	LOC120456656|XP_039499524.1|DSAN	LOC117564236|XP_034098818.1|DALB
OG0000696	LOC120449745|XP_039488314.1|DSAN	LOC117563384|XP_034097588.1|DALB
OG0000697	LOC120457330|XP_039500772.1|DSAN	LOC117577858|XP_034118698.1|DALB
OG0000697	LOC120458583|XP_039502216.1|DSAN	LOC117564401|XP_034099016.1|DALB
OG0000698	LOC120458870|XP_039502636.1|DSAN	LOC117564328|XP_034098925.1|DALB
OG0000698	LOC120458807|XP_039502537.1|DSAN	LOC117565639|XP_034100740.1|DALB
OG0000699	LOC120454037|XP_039494967.1|DSAN	LOC117564258|XP_034098852.1|DALB
OG0000699	LOC120454023|XP_039494946.1|DSAN	LOC117576161|XP_034116627.1|DALB
OG0000700	LOC120457293|XP_039500688.1|DSAN	LOC117565951|XP_034101231.1|DALB
OG0000700	LOC120458189|XP_039501691.1|DSAN	LOC117564896|XP_034099736.1|DALB
OG0000701	LOC120445978|XP_039482644.1|DSAN	LOC117568902|XP_034105696.1|DALB
OG0000701	LOC120456994|XP_039500080.1|DSAN	LOC117577732|XP_034118526.1|DALB
OG0000702	LOC120452386|XP_039492535.1|DSAN	LOC117574244|XP_034113862.1|DALB
OG0000702	LOC120452384|XP_039492511.1|DSAN	LOC117574242|XP_034113854.1|DALB
OG0000703	LOC120447202|XP_039484628.1|DSAN	LOC117571007|XP_034108853.1|DALB
OG0000704	LOC120456663|XP_039499530.1|DSAN	LOC117577622|XP_034118367.1|DALB
OG0000704	LOC120453638|XP_039494365.1|DSAN	LOC117574946|XP_034114891.1|DALB
OG0000705	LOC120447907|XP_039485490.1|DSAN	LOC117568186|XP_034104530.1|DALB
OG0000706	LOC120446469|XP_039483406.1|DSAN	LOC117565201|XP_034100096.1|DALB
OG0000706	LOC120457407|XP_039500938.1|DSAN	LOC117578084|XP_034119137.1|DALB
OG0000707	LOC120446827|XP_039483942.1|DSAN	LOC117571527|XP_034109597.1|DALB
OG0000707	LOC120455251|XP_039497182.1|DSAN	LOC117577825|XP_034118653.1|DALB
OG0000708	LOC120455177|XP_039497042.1|DSAN	LOC117566954|XP_034102489.1|DALB
OG0000708	LOC120457366|XP_039500830.1|DSAN	LOC117568465|XP_034105038.1|DALB
OG0000709	LOC120452929|XP_039493332.1|DSAN	LOC117576075|XP_034116503.1|DALB
OG0000709	LOC120457187|XP_039500464.1|DSAN	LOC117567689|XP_034103708.1|DALB
OG0000710	LOC120451962|XP_039491920.1|DSAN	LOC117576461|XP_034117123.1|DALB
OG0000710	LOC120444757|XP_039480619.1|DSAN	LOC117566942|XP_034102465.1|DALB
OG0000711	LOC120449857|XP_039488450.1|DSAN	LOC117571032|XP_034108886.1|DALB
OG0000711	LOC120455765|XP_039498152.1|DSAN	LOC117575987|XP_034116783.1|DALB
OG0000712	LOC120454438|XP_039495667.1|DSAN	LOC117575191|XP_034115194.1|DALB
OG0000712	LOC120454436|XP_039495666.1|DSAN	LOC117575190|XP_034115193.1|DALB
OG0000713	LOC120451767|XP_039491631.1|DSAN	LOC117575947|XP_034116299.1|DALB
OG0000713	LOC120446250|XP_039483055.1|DSAN	LOC117573086|XP_034111870.1|DALB
OG0000714	LOC120457381|XP_039500858.1|DSAN	LOC117577929|XP_034118823.1|DALB
OG0000714	LOC120450128|XP_039488887.1|DSAN	LOC117570895|XP_034108689.1|DALB
OG0000715	LOC120448797|XP_039486922.1|DSAN	LOC117570536|XP_034108134.1|DALB
OG0000715	LOC120448312|XP_039486193.1|DSAN	LOC117570535|XP_034108132.1|DALB
OG0000716	LOC120456891|XP_039499923.1|DSAN	LOC117569972|XP_034107243.1|DALB
OG0000716	LOC120448924|XP_039487089.1|DSAN	LOC117568974|XP_034105825.1|DALB
OG0000717	LOC120450008|XP_039488659.1|DSAN	LOC117566524|XP_034101955.1|DALB
OG0000718	LOC120454846|XP_039496283.1|DSAN	LOC117573107|XP_034111920.1|DALB
OG0000718	LOC120454904|XP_039496514.1|DSAN	LOC117573166|XP_034112022.1|DALB
OG0000719	LOC120449995|XP_039488639.1|DSAN	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB
OG0000719	LOC120448583|XP_039486592.1|DSAN	LOC117568699|XP_034105404.1|DALB
OG0000720	LOC120452650|XP_039492902.1|DSAN, LOC120451165|XP_039490535.1|DSAN	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB
OG0000721	LOC120458300|XP_039501833.1|DSAN	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB
OG0000723	LOC120445346|XP_039481617.1|DSAN, LOC120445185|XP_039481333.1|DSAN	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB
OG0000724	LOC120455183|XP_039497052.1|DSAN	LOC117569982|XP_034107254.1|DALB
OG0000724	LOC120452933|XP_039493348.1|DSAN	LOC117576001|XP_034116395.1|DALB
OG0000726	LOC120452320|XP_039492408.1|DSAN	LOC117575529|XP_034115668.1|DALB
OG0000726	LOC120452321|XP_039492409.1|DSAN	LOC117574905|XP_034114838.1|DALB
OG0000727	LOC120452856|XP_039493231.1|DSAN	LOC117576060|XP_034116485.1|DALB
OG0000727	LOC120453659|XP_039494386.1|DSAN	LOC117575357|XP_034115413.1|DALB
OG0000728	LOC120456309|XP_039498996.1|DSAN	LOC117578224|XP_034119488.1|DALB
OG0000729	LOC120451289|XP_039490774.1|DSAN	LOC117574265|XP_034113893.1|DALB
OG0000729	LOC120453437|XP_039494079.1|DSAN	LOC117574266|XP_034113894.1|DALB
OG0000730	LOC120457188|XP_039500467.1|DSAN	LOC117570590|XP_034108225.1|DALB
OG0000730	LOC120446969|XP_039484176.1|DSAN	LOC117565891|XP_034101124.1|DALB
OG0000731	LOC120449379|XP_039487747.1|DSAN	LOC117572709|XP_034111657.1|DALB
OG0000731	LOC120446487|XP_039483426.1|DSAN	LOC117568865|XP_034105643.1|DALB
OG0000732	LOC120448613|XP_039486658.1|DSAN	LOC117569565|XP_034106675.1|DALB
OG0000732	LOC120448612|XP_039486657.1|DSAN	LOC117569564|XP_034106673.1|DALB
OG0000733	LOC120452722|XP_039493020.1|DSAN	LOC117576057|XP_034116480.1|DALB
OG0000733	LOC120448293|XP_039486165.1|DSAN	LOC117568400|XP_034104923.1|DALB
OG0000734	LOC120450499|XP_039489480.1|DSAN	LOC117572665|XP_034111555.1|DALB
OG0000735	LOC120456631|XP_039499488.1|DSAN	LOC117565984|XP_034101289.1|DALB
OG0000735	LOC120447158|XP_039484547.1|DSAN	LOC117565101|XP_034099950.1|DALB
OG0000736	LOC120444109|XP_039479571.1|DSAN	LOC117564655|XP_034099405.1|DALB
OG0000736	LOC120444110|XP_039479573.1|DSAN	LOC117564656|XP_034099406.1|DALB
OG0000737	LOC120444809|XP_039480695.1|DSAN	LOC117566900|XP_034102408.1|DALB
OG0000738	LOC120446122|XP_039482884.1|DSAN	LOC117564734|XP_034099512.1|DALB
OG0000738	LOC120453163|XP_039493660.1|DSAN	LOC117564431|XP_034099058.1|DALB
OG0000739	LOC120451554|XP_039491288.1|DSAN	LOC117573942|XP_034113360.1|DALB
OG0000739	LOC120451553|XP_039491287.1|DSAN	LOC117573943|XP_034113361.1|DALB
OG0000740	LOC120451164|XP_039490534.1|DSAN	LOC117575420|XP_034115495.1|DALB
OG0000741	LOC120455249|XP_039497179.1|DSAN, LOC120452622|XP_039492862.1|DSAN	LOC117563427|XP_034097655.1|DALB
OG0000742	LOC120456342|XP_039499055.1|DSAN	LOC117573481|XP_034112604.1|DALB
OG0000742	LOC120456343|XP_039499059.1|DSAN	LOC117575324|XP_034115374.1|DALB
OG0000743	LOC120450399|XP_039489328.1|DSAN	LOC117569820|XP_034107033.1|DALB
OG0000743	LOC120446654|XP_039483659.1|DSAN	LOC117571542|XP_034109626.1|DALB
OG0000744	LOC120445341|XP_039481611.1|DSAN	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB
OG0000745	LOC120445279|XP_039481513.1|DSAN	LOC117569015|XP_034105894.1|DALB
OG0000745	LOC120445394|XP_039481739.1|DSAN	LOC117566607|XP_034102039.1|DALB
OG0000746	LOC120450433|XP_039489380.1|DSAN, LOC120458786|XP_039502501.1|DSAN	LOC117568399|XP_034104922.1|DALB
OG0000747	LOC120449095|XP_039487337.1|DSAN	LOC117569971|XP_034107239.1|DALB
OG0000747	LOC120449682|XP_039488227.1|DSAN	LOC117569548|XP_034106647.1|DALB
OG0000748	LOC120451182|XP_039490563.1|DSAN	LOC117565221|XP_034100120.1|DALB
OG0000750	LOC120446196|XP_039482979.1|DSAN	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB
OG0000751	LOC120445004|XP_039480985.1|DSAN	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB
OG0000752	LOC120452345|XP_039492450.1|DSAN, LOC120450332|XP_039489236.1|DSAN	LOC117573324|XP_034112323.1|DALB
OG0000753	LOC120451405|XP_039491007.1|DSAN	LOC117576010|XP_034116408.1|DALB
OG0000753	LOC120448620|XP_039486666.1|DSAN	LOC117571892|XP_034110248.1|DALB
OG0000754	LOC120455549|XP_039497823.1|DSAN	LOC117573213|XP_034112120.1|DALB
OG0000754	LOC120456428|XP_039499194.1|DSAN	LOC117578190|XP_034119397.1|DALB
OG0000755	LOC120451610|XP_039491377.1|DSAN	LOC117575392|XP_034115459.1|DALB
OG0000755	LOC120451629|XP_039491420.1|DSAN	LOC117575391|XP_034115458.1|DALB
OG0000756	LOC120452282|XP_039492347.1|DSAN	LOC117574861|XP_034114767.1|DALB
OG0000756	LOC120452261|XP_039492325.1|DSAN	LOC117574986|XP_034114947.1|DALB
OG0000757	LOC120449687|XP_039488237.1|DSAN	LOC117572369|XP_034111027.1|DALB
OG0000758	LOC120448310|XP_039486189.1|DSAN	LOC117568793|XP_034105543.1|DALB
OG0000758	LOC120448308|XP_039486186.1|DSAN	LOC117568792|XP_034105540.1|DALB
OG0000759	LOC120449421|XP_039487813.1|DSAN	LOC117570747|XP_034108459.1|DALB
OG0000759	LOC120449390|XP_039487765.1|DSAN	LOC117569826|XP_034107041.1|DALB
OG0000760	LOC120446267|XP_039483079.1|DSAN	LOC117570110|XP_034107462.1|DALB
OG0000762	LOC120443783|XP_039479046.1|DSAN	LOC117564060|XP_034098574.1|DALB
OG0000762	LOC120452096|XP_039492108.1|DSAN	LOC117565606|XP_034100702.1|DALB
OG0000763	LOC120457814|XP_039501245.1|DSAN	LOC117564355|XP_034098961.1|DALB
OG0000763	LOC120457815|XP_039501246.1|DSAN	LOC117563779|XP_034098177.1|DALB
OG0000764	LOC120454708|XP_039496187.1|DSAN	LOC117574354|XP_034114069.1|DALB
OG0000764	LOC120455673|XP_039498009.1|DSAN	LOC117578381|XP_034119710.1|DALB
OG0000765	LOC120448567|XP_039486557.1|DSAN	LOC117569387|XP_034106408.1|DALB
OG0000765	LOC120455465|XP_039497620.1|DSAN	LOC117576457|XP_034117121.1|DALB
OG0000766	LOC120451292|XP_039490783.1|DSAN	LOC117565562|XP_034100621.1|DALB
OG0000766	LOC120456772|XP_039499703.1|DSAN	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	LOC120454112|XP_039495075.1|DSAN	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB
OG0000767	LOC120449383|XP_039487752.1|DSAN	LOC117572334|XP_034110963.1|DALB
OG0000768	LOC120449035|XP_039487252.1|DSAN	LOC117571269|XP_034109223.1|DALB
OG0000769	LOC120453946|XP_039494825.1|DSAN	LOC117575653|XP_034115830.1|DALB
OG0000769	LOC120456317|XP_039499005.1|DSAN	LOC117569676|XP_034107211.1|DALB
OG0000771	LOC120450626|XP_039489708.1|DSAN	LOC117570925|XP_034108746.1|DALB
OG0000772	LOC120445453|XP_039481832.1|DSAN, LOC120447203|XP_039484631.1|DSAN	LOC117571008|XP_034108857.1|DALB
OG0000773	LOC120455093|XP_039496901.1|DSAN	LOC117570853|XP_034108623.1|DALB, LOC117577238|XP_034118118.1|DALB, LOC117571192|XP_034109122.1|DALB
OG0000774	LOC120444426|XP_039479994.1|DSAN, LOC120444427|XP_039480000.1|DSAN, LOC120444424|XP_039479993.1|DSAN	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB
OG0000775	LOC120447149|XP_039484530.1|DSAN	LOC117567754|XP_034103833.1|DALB
OG0000775	LOC120445689|XP_039482182.1|DSAN	LOC117568491|XP_034105071.1|DALB
OG0000776	LOC120451265|XP_039490728.1|DSAN, LOC120449636|XP_039488159.1|DSAN, LOC120449632|XP_039488154.1|DSAN	LOC117569411|XP_034106438.1|DALB
OG0000779	LOC120455935|XP_039498398.1|DSAN	LOC117572674|XP_034111596.1|DALB
OG0000780	LOC120447226|XP_039484684.1|DSAN	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	LOC120455404|XP_039497475.1|DSAN	LOC117563918|XP_034098379.1|DALB
OG0000781	LOC120449594|XP_039488093.1|DSAN	LOC117567871|XP_034104030.1|DALB
OG0000782	LOC120447554|XP_039484940.1|DSAN	LOC117572470|XP_034111208.1|DALB
OG0000782	LOC120456517|XP_039499319.1|DSAN	LOC117577755|XP_034118560.1|DALB
OG0000783	LOC120457419|XP_039500951.1|DSAN	LOC117577545|XP_034118266.1|DALB
OG0000784	LOC120448569|XP_039486563.1|DSAN	LOC117568520|XP_034105113.1|DALB
OG0000784	LOC120456359|XP_039499089.1|DSAN	LOC117577783|XP_034118599.1|DALB
OG0000785	LOC120451561|XP_039491298.1|DSAN, LOC120452243|XP_039492304.1|DSAN	LOC117573608|XP_034112796.1|DALB
OG0000786	LOC120451725|XP_039491565.1|DSAN	LOC117576152|XP_034116613.1|DALB
OG0000787	LOC120450218|XP_039489026.1|DSAN	LOC117571502|XP_034109561.1|DALB
OG0000788	LOC120446414|XP_039483307.1|DSAN, LOC120447944|XP_039485556.1|DSAN	LOC117571425|XP_034109455.1|DALB
OG0000789	LOC120444123|XP_039479611.1|DSAN	LOC117563724|XP_034098077.1|DALB
OG0000789	LOC120458655|XP_039502320.1|DSAN	LOC117564469|XP_034099157.1|DALB
OG0000790	LOC120443927|XP_039479304.1|DSAN	LOC117565021|XP_034099856.1|DALB
OG0000790	LOC120443926|XP_039479303.1|DSAN	LOC117565505|XP_034100527.1|DALB
OG0000791	LOC120451390|XP_039490987.1|DSAN	LOC117574096|XP_034113625.1|DALB
OG0000792	LOC120458644|XP_039502307.1|DSAN	LOC117565572|XP_034100640.1|DALB
OG0000793	LOC120450868|XP_039490025.1|DSAN, LOC120455917|XP_039498360.1|DSAN	LOC117576167|XP_034116638.1|DALB
OG0000794	LOC120458949|XP_039502749.1|DSAN, LOC120455208|XP_039497100.1|DSAN	LOC117577528|XP_034118257.1|DALB
OG0000795	LOC120456266|XP_039498925.1|DSAN	LOC117565826|XP_034101029.1|DALB
OG0000795	LOC120451950|XP_039491905.1|DSAN	LOC117574662|XP_034114458.1|DALB
OG0000796	LOC120452605|XP_039492836.1|DSAN	LOC117574816|XP_034114675.1|DALB
OG0000796	LOC120457242|XP_039500561.1|DSAN	LOC117568855|XP_034105629.1|DALB
OG0000797	LOC120450781|XP_039489874.1|DSAN	LOC117576924|XP_034117958.1|DALB
OG0000798	LOC120447178|XP_039484574.1|DSAN	LOC117570303|XP_034107719.1|DALB
OG0000798	LOC120447177|XP_039484570.1|DSAN	LOC117568150|XP_034104449.1|DALB
OG0000799	LOC120453969|XP_039494854.1|DSAN	LOC117570043|XP_034107359.1|DALB
OG0000799	LOC120456459|XP_039499240.1|DSAN	LOC117564754|XP_034099539.1|DALB
OG0000800	LOC120447811|XP_039485321.1|DSAN	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB
OG0000801	LOC120445881|XP_039482462.1|DSAN	LOC117569202|XP_034106161.1|DALB
OG0000801	LOC120444270|XP_039479718.1|DSAN	LOC117570288|XP_034107699.1|DALB
OG0000802	LOC120456940|XP_039500013.1|DSAN, LOC120455607|XP_039497922.1|DSAN	LOC117577880|XP_034118750.1|DALB
OG0000803	LOC120448514|XP_039486482.1|DSAN	LOC117568135|XP_034104434.1|DALB
OG0000804	LOC120444647|XP_039480407.1|DSAN	LOC117566768|XP_034102202.1|DALB
OG0000805	LOC120446578|XP_039483534.1|DSAN	LOC117565329|XP_034100266.1|DALB
OG0000806	LOC120456731|XP_039499657.1|DSAN	LOC117564430|XP_034099056.1|DALB
OG0000808	LOC120452924|XP_039493322.1|DSAN, LOC120452928|XP_039493329.1|DSAN	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB
