Orthogroup	DSAN.longest_only	DSIM.longest_only
OG0002216	LOC120450886|XP_039490060.1|DSAN	LOC6730075|XP_002105368.1|DSIM
OG0002217	LOC120454397|XP_039495582.1|DSAN	LOC6728070|XP_016034688.1|DSIM
OG0002218	LOC120456047|XP_039498558.1|DSAN	LOC120285356|XP_039153572.1|DSIM, LOC27206592|XP_016039407.1|DSIM
OG0002219	LOC120451981|XP_039491943.1|DSAN	LOC6728216|XP_016034855.1|DSIM
OG0002220	LOC120451139|XP_039490494.1|DSAN	LOC6728215|XP_016034854.2|DSIM
OG0002221	LOC120448822|XP_039486955.1|DSAN	LOC6737456|XP_016031225.1|DSIM
OG0002222	LOC120444495|XP_039480138.1|DSAN	LOC6736086|XP_016029483.1|DSIM
OG0002223	LOC120444324|XP_039479807.1|DSAN	LOC6734758|XP_039148130.1|DSIM
OG0002224	LOC120448548|XP_039486540.1|DSAN	LOC6739296|XP_039148670.1|DSIM
OG0002225	LOC120449355|XP_039487701.1|DSAN	LOC6737158|XP_016030815.1|DSIM
OG0002226	LOC120444931|XP_039480869.1|DSAN	LOC6733250|XP_002080313.1|DSIM
OG0002227	LOC120458731|XP_039502413.1|DSAN	LOC6733850|XP_039148574.1|DSIM
OG0002228	LOC120447000|XP_039484242.1|DSAN	LOC6733516|XP_039147778.1|DSIM
OG0002229	LOC120444285|XP_039479735.1|DSAN	LOC6736101|XP_016029492.1|DSIM
OG0002230	LOC120444468|XP_039480074.1|DSAN	LOC6734216|XP_016027261.1|DSIM
OG0002231	LOC120458173|XP_039501672.1|DSAN	LOC6739284|XP_002076191.3|DSIM
OG0002232	LOC120445032|XP_039481051.1|DSAN	LOC6735471|XP_002082410.2|DSIM
OG0002233	LOC120448302|XP_039486176.1|DSAN	LOC6737830|XP_016031605.1|DSIM
OG0002235	LOC120444777|XP_039480647.1|DSAN	LOC6735690|XP_016029068.1|DSIM
OG0002236	LOC120444644|XP_039480403.1|DSAN	LOC6735986|XP_016029348.1|DSIM
OG0002237	LOC120446307|XP_039483155.1|DSAN	LOC6735996|XP_016029370.1|DSIM
OG0002238	LOC120449108|XP_039487354.1|DSAN	LOC6733275|XP_016026166.1|DSIM
OG0002239	LOC120446636|XP_039483637.1|DSAN	LOC6734195|XP_002081224.1|DSIM
OG0002240	LOC120446286|XP_039483109.1|DSAN	LOC6735675|XP_016029046.1|DSIM
OG0002241	LOC120450224|XP_039489035.1|DSAN	LOC6737431|XP_016031204.1|DSIM
OG0002242	LOC120448189|XP_039485988.1|DSAN	LOC6737281|XP_039149424.1|DSIM
OG0002243	LOC120451269|XP_039490739.1|DSAN	LOC6727346|XP_002102731.1|DSIM
OG0002244	LOC120450364|XP_039489282.1|DSAN	LOC6737613|XP_039149898.1|DSIM
OG0002245	LOC120450631|XP_039489714.1|DSAN	LOC6737180|XP_016030868.1|DSIM
OG0002246	LOC120453247|XP_039493797.1|DSAN	LOC6733278|XP_016026168.1|DSIM
OG0002247	LOC120445215|XP_039481403.1|DSAN	LOC27207209|XP_016029302.1|DSIM
OG0002248	LOC120447556|XP_039484943.1|DSAN	LOC6736763|XP_039149400.1|DSIM
OG0002249	LOC120449576|XP_039488064.1|DSAN	LOC6737259|XP_016030970.1|DSIM
OG0002250	LOC120446790|XP_039483880.1|DSAN	LOC6735455|XP_002082395.2|DSIM
OG0002251	LOC120446354|XP_039483217.1|DSAN	LOC6735452|XP_016028760.1|DSIM
OG0002252	LOC120446105|XP_039482830.1|DSAN	LOC6735434|XP_016028738.1|DSIM
OG0002253	LOC120445836|XP_039482391.1|DSAN	LOC27208013|XP_016029476.1|DSIM
OG0002254	LOC120454408|XP_039495604.1|DSAN	LOC6729473|XP_016036146.1|DSIM
OG0002255	LOC120455361|XP_039497402.1|DSAN	LOC6726447|XP_002107404.1|DSIM
OG0002256	LOC120444626|XP_039480368.1|DSAN	LOC6733902|XP_016026944.1|DSIM
OG0002257	LOC120457728|XP_039501162.1|DSAN	LOC6733970|XP_016027008.1|DSIM
OG0002258	LOC120448024|XP_039485699.1|DSAN	LOC6737065|XP_002083912.2|DSIM
OG0002259	LOC120457236|XP_039500552.1|DSAN	LOC27206398|XP_016039496.1|DSIM
OG0002260	LOC120450553|XP_039489591.1|DSAN	LOC6738737|XP_039149143.1|DSIM
OG0002261	LOC120449670|XP_039488204.1|DSAN	LOC6738715|XP_002085516.1|DSIM
OG0002262	LOC120450021|XP_039488682.1|DSAN	LOC6733756|XP_016026710.1|DSIM
OG0002263	LOC120447541|XP_039484921.1|DSAN	LOC6738247|XP_016032128.1|DSIM
OG0002264	LOC120444494|XP_039480136.1|DSAN	LOC6736087|XP_002082988.2|DSIM
OG0002265	LOC120448341|XP_039486238.1|DSAN	LOC6737567|XP_002084400.1|DSIM
OG0002266	LOC120449628|XP_039488149.1|DSAN	LOC6738772|XP_016032590.1|DSIM
OG0002267	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN	LOC6737361|XP_002084199.1|DSIM
OG0002268	LOC120447524|XP_039484891.1|DSAN	LOC6738984|XP_002085779.1|DSIM
OG0002269	LOC120445295|XP_039481532.1|DSAN	LOC6734653|XP_016027824.1|DSIM
OG0002270	LOC120445828|XP_039482382.1|DSAN	LOC6734697|XP_039147334.1|DSIM
OG0002271	LOC120448772|XP_039486890.1|DSAN	LOC6737373|XP_016031114.1|DSIM
OG0002272	LOC120450424|XP_039489366.1|DSAN	LOC6736381|XP_039150167.1|DSIM
OG0002273	LOC120450361|XP_039489277.1|DSAN	LOC6738209|XP_016032042.1|DSIM
OG0002274	LOC120449495|XP_039487912.1|DSAN	LOC6739671|XP_016032909.1|DSIM
OG0002275	LOC120448570|XP_039486564.1|DSAN	LOC6738431|XP_002085240.1|DSIM
OG0002276	LOC120448593|XP_039486612.1|DSAN	LOC6736352|XP_016029834.1|DSIM
OG0002277	LOC120449739|XP_039488307.1|DSAN	LOC27206733|XP_039150054.1|DSIM
OG0002278	LOC120448389|XP_039486311.1|DSAN	LOC6736874|XP_002083727.1|DSIM
OG0002279	LOC120448237|XP_039486075.1|DSAN	LOC6737402|XP_002084240.3|DSIM
OG0002280	LOC120448606|XP_039486642.1|DSAN	LOC6738391|XP_016032222.1|DSIM
OG0002281	LOC120449921|XP_039488547.1|DSAN	LOC6738382|XP_002085191.1|DSIM
OG0002282	LOC120450192|XP_039488992.1|DSAN	LOC6736627|XP_039149247.1|DSIM
OG0002283	LOC120445682|XP_039482173.1|DSAN	LOC6739499|XP_016029249.1|DSIM
OG0002284	LOC120443905|XP_039479268.1|DSAN	LOC6739320|XP_002080540.1|DSIM
OG0002285	LOC120455898|XP_039498329.1|DSAN	LOC6725345|XP_039153480.1|DSIM
OG0002286	LOC120445669|XP_039482152.1|DSAN	LOC6735814|XP_002082724.1|DSIM
OG0002287	LOC120445347|XP_039481618.1|DSAN	LOC6734698|XP_016027898.1|DSIM
OG0002288	LOC120450470|XP_039489443.1|DSAN	LOC6737372|XP_016031111.1|DSIM
OG0002289	LOC120449389|XP_039487764.1|DSAN	LOC6737303|XP_002084143.1|DSIM
OG0002290	LOC120443700|XP_039478875.1|DSAN	LOC6731178|XP_002078337.1|DSIM
OG0002291	LOC120443962|XP_039479359.1|DSAN	LOC6739288|XP_016026301.1|DSIM
OG0002292	LOC120458825|XP_039502573.1|DSAN	LOC6733280|XP_016026174.1|DSIM
OG0002293	LOC120458101|XP_039501564.1|DSAN	LOC6733145|XP_016026016.1|DSIM
OG0002294	LOC120450788|XP_039489885.1|DSAN	LOC6728950|XP_002104278.1|DSIM
OG0002295	LOC120458389|XP_039501946.1|DSAN	LOC6731303|XP_016023871.1|DSIM
OG0002296	LOC120458340|XP_039501894.1|DSAN	LOC6731644|XP_039147065.1|DSIM
OG0002297	LOC120450754|XP_039489811.1|DSAN	LOC6728005|XP_039151004.1|DSIM
OG0002298	LOC120446320|XP_039483169.1|DSAN	LOC6736008|XP_016029384.1|DSIM
OG0002299	LOC120446648|XP_039483653.1|DSAN	LOC6739374|XP_002076283.1|DSIM
OG0002300	LOC120458724|XP_039502408.1|DSAN	LOC6731099|XP_016023627.1|DSIM
OG0002301	LOC120445637|XP_039482110.1|DSAN	LOC6733085|XP_016025792.1|DSIM
OG0002302	LOC120444938|XP_039480873.1|DSAN	LOC6733096|XP_002080173.2|DSIM
OG0002303	LOC120456250|XP_039498904.1|DSAN	LOC6724793|XP_016037571.1|DSIM
OG0002304	LOC120458142|XP_039501620.1|DSAN	LOC6732378|XP_016025032.1|DSIM
OG0002305	LOC120448128|XP_039485879.1|DSAN	LOC6738846|XP_002085646.2|DSIM
OG0002306	LOC120444011|XP_039479426.1|DSAN	LOC6731522|XP_039148097.1|DSIM
OG0002307	LOC120453586|XP_039494284.1|DSAN	LOC6730614|XP_016023051.1|DSIM
OG0002308	LOC120445171|XP_039481289.1|DSAN	LOC6731646|XP_002078786.1|DSIM
OG0002309	LOC120452932|XP_039493347.1|DSAN	LOC27207015|XP_016023586.1|DSIM
OG0002310	LOC120457702|XP_039501132.1|DSAN	LOC6733057|XP_016025738.1|DSIM
OG0002311	LOC120446767|XP_039483838.1|DSAN	LOC6732854|XP_039149814.1|DSIM
OG0002312	LOC120455558|XP_039497843.1|DSAN	LOC6732193|XP_016024876.1|DSIM
OG0002313	LOC120446047|XP_039482756.1|DSAN	LOC6734501|XP_016027626.1|DSIM
OG0002314	LOC120458774|XP_039502487.1|DSAN	LOC6733561|XP_002080616.3|DSIM
OG0002315	LOC120446332|XP_039483180.1|DSAN	LOC6734076|XP_016027074.1|DSIM
OG0002316	LOC120458758|XP_039502464.1|DSAN	LOC6731926|XP_016024596.1|DSIM
OG0002317	LOC120448091|XP_039485819.1|DSAN	LOC6738112|XP_016031944.1|DSIM
OG0002318	LOC120446579|XP_039483535.1|DSAN	LOC6732710|XP_002079824.1|DSIM
OG0002319	LOC120458285|XP_039501816.1|DSAN	LOC6732168|XP_016024858.1|DSIM
OG0002320	LOC120445040|XP_039481063.1|DSAN	LOC6735470|XP_016028775.1|DSIM
OG0002321	LOC120446873|XP_039484013.1|DSAN	LOC6739417|XP_016027109.1|DSIM
OG0002322	LOC120457797|XP_039501228.1|DSAN	LOC6733074|XP_002080151.2|DSIM
OG0002323	LOC120457735|XP_039501169.1|DSAN	LOC6733041|XP_002080120.1|DSIM
OG0002324	LOC120450521|XP_039489533.1|DSAN	LOC6738719|XP_016032535.1|DSIM
OG0002325	LOC120449542|XP_039488002.1|DSAN	LOC6737600|XP_016031386.1|DSIM
OG0002326	LOC120449543|XP_039488003.1|DSAN	LOC6737602|XP_016031387.1|DSIM
OG0002327	LOC120452541|XP_039492743.1|DSAN	LOC27206728|XP_016035200.1|DSIM
OG0002328	LOC120445573|XP_039481995.1|DSAN	LOC6732879|XP_016025605.1|DSIM
OG0002329	LOC120458233|XP_039501752.1|DSAN	LOC6730534|XP_016022989.1|DSIM
OG0002330	LOC120458235|XP_039501754.1|DSAN	LOC6730537|XP_002077716.1|DSIM
OG0002331	LOC120457197|XP_039500485.1|DSAN	LOC6740214|XP_002077093.1|DSIM
OG0002332	LOC120448977|XP_039487171.1|DSAN	LOC6736542|XP_002083412.2|DSIM
OG0002333	LOC120444953|XP_039480892.1|DSAN	LOC6736147|XP_016029533.1|DSIM
OG0002334	LOC120456308|XP_039498995.1|DSAN	LOC6731120|XP_016023662.1|DSIM
OG0002335	LOC120448385|XP_039486307.1|DSAN	LOC6733623|XP_016026585.1|DSIM
OG0002336	LOC120449439|XP_039487843.1|DSAN	LOC6738639|XP_002085441.1|DSIM
OG0002337	LOC120448179|XP_039485964.1|DSAN	LOC6733726|XP_016026696.1|DSIM
OG0002338	LOC120457789|XP_039501221.1|DSAN	LOC6731325|XP_016023906.1|DSIM
OG0002339	LOC120453485|XP_039494158.1|DSAN	LOC6730827|XP_016023244.1|DSIM
OG0002340	LOC120452681|XP_039493003.1|DSAN	LOC6732030|XP_016024725.1|DSIM
OG0002341	LOC120458553|XP_039502168.1|DSAN	LOC6733811|XP_002080855.1|DSIM
OG0002342	LOC120444364|XP_039479916.1|DSAN	LOC6739217|XP_016023568.1|DSIM
OG0002343	LOC120444755|XP_039480621.1|DSAN	LOC6739212|XP_039148274.1|DSIM
OG0002344	LOC120443880|XP_039479199.1|DSAN	LOC27208349|XP_039147864.1|DSIM
OG0002345	LOC120445862|XP_039482441.1|DSAN	LOC6733451|XP_002080508.2|DSIM
OG0002346	LOC120458418|XP_039501993.1|DSAN	LOC27209426|XP_016023863.1|DSIM
OG0002347	LOC120446934|XP_039484119.1|DSAN	LOC27208667|XP_016027101.1|DSIM
OG0002348	LOC120458613|XP_039502254.1|DSAN	LOC6731478|XP_016024160.1|DSIM
OG0002349	LOC120445901|XP_039482491.1|DSAN	LOC27208194|XP_016026398.1|DSIM
OG0002350	LOC120445847|XP_039482417.1|DSAN	LOC6733450|XP_016026399.1|DSIM
OG0002351	LOC120446260|XP_039483067.1|DSAN	LOC6734147|XP_002081176.1|DSIM
OG0002352	LOC120445368|XP_039481675.1|DSAN	LOC6734237|XP_016027288.1|DSIM
OG0002353	LOC120457610|XP_039501051.1|DSAN	LOC6740731|XP_016025968.1|DSIM
OG0002354	LOC120454861|XP_039496341.1|DSAN	LOC6731580|XP_002078721.1|DSIM
OG0002355	LOC120447167|XP_039484556.1|DSAN	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM
OG0002356	LOC120451444|XP_039491096.1|DSAN, LOC120444458|XP_039480058.1|DSAN	LOC6732524|XP_002079643.2|DSIM
OG0002357	LOC120452419|XP_039492572.1|DSAN	LOC6728080|XP_039150450.1|DSIM
OG0002358	LOC120458875|XP_039502646.1|DSAN	LOC6731759|XP_002078894.1|DSIM
OG0002359	LOC120456295|XP_039498976.1|DSAN	LOC120285377|XP_039153896.1|DSIM, LOC6725037|XP_002106068.1|DSIM
OG0002360	LOC120447126|XP_039484493.1|DSAN	LOC6732989|XP_002080068.1|DSIM
OG0002361	LOC120447970|XP_039485595.1|DSAN	LOC6738762|XP_016032572.1|DSIM
OG0002362	LOC120451306|XP_039490810.1|DSAN	LOC6731370|XP_016023977.1|DSIM
OG0002363	LOC120458051|XP_039501495.1|DSAN	LOC6731327|XP_002078483.1|DSIM
OG0002364	LOC120444120|XP_039479588.1|DSAN	LOC6731330|XP_039154561.1|DSIM
OG0002365	LOC120458813|XP_039502545.1|DSAN	LOC6731332|XP_002078488.2|DSIM
OG0002366	LOC120453951|XP_039494833.1|DSAN	LOC6731014|XP_016023498.1|DSIM
OG0002367	LOC120458638|XP_039502297.1|DSAN	LOC6730654|XP_016023090.1|DSIM
OG0002368	LOC120443688|XP_039478862.1|DSAN	LOC6731159|XP_016023710.1|DSIM
OG0002369	LOC120445731|XP_039482235.1|DSAN	LOC6726475|XP_016040098.2|DSIM
OG0002370	LOC120458055|XP_039501498.1|DSAN	LOC6732283|XP_016024949.1|DSIM
OG0002371	LOC120458065|XP_039501510.1|DSAN	LOC6732281|XP_016024948.1|DSIM
OG0002372	LOC120446774|XP_039483856.1|DSAN	LOC6730942|XP_039147181.1|DSIM
OG0002373	LOC120444515|XP_039480168.1|DSAN	LOC6732543|XP_016025197.1|DSIM
OG0002374	LOC120452645|XP_039492893.1|DSAN	LOC6729506|XP_016036183.1|DSIM
OG0002375	LOC120453138|XP_039493622.1|DSAN	LOC6727146|XP_002102539.1|DSIM
OG0002376	LOC120458802|XP_039502532.1|DSAN	LOC6731287|XP_016023850.1|DSIM
OG0002377	LOC120451036|XP_039490297.1|DSAN	LOC6726812|XP_002102219.1|DSIM
OG0002378	LOC120448297|XP_039486168.1|DSAN	LOC6737901|XP_002084729.1|DSIM
OG0002379	LOC120445484|XP_039481865.1|DSAN	LOC6732516|XP_002079636.1|DSIM
OG0002380	LOC120455540|XP_039497811.1|DSAN	LOC27208268|XP_039154049.1|DSIM
OG0002381	LOC120447081|XP_039484412.1|DSAN	LOC6734447|XP_002081467.1|DSIM
OG0002382	LOC120455284|XP_039497251.1|DSAN	LOC27206587|XP_016038559.1|DSIM
OG0002383	LOC120448911|XP_039487068.1|DSAN	LOC6736399|XP_016029905.1|DSIM
OG0002384	LOC120455105|XP_039496920.1|DSAN	LOC6739945|XP_039152680.1|DSIM
OG0002385	LOC120454922|XP_039496601.1|DSAN	LOC6724708|XP_016022623.1|DSIM
OG0002386	LOC120454515|XP_039495808.1|DSAN	LOC6727402|XP_016033950.1|DSIM
OG0002387	LOC120452087|XP_039492088.1|DSAN	LOC6729206|XP_016035851.1|DSIM
OG0002388	LOC120451476|XP_039491125.1|DSAN	LOC6728001|XP_016034600.1|DSIM
OG0002389	LOC120452220|XP_039492280.1|DSAN	LOC6729225|XP_002104546.1|DSIM
OG0002390	LOC120458443|XP_039502023.1|DSAN	LOC6731871|XP_002079006.1|DSIM
OG0002391	LOC120445108|XP_039481186.1|DSAN	LOC6734895|XP_002081892.2|DSIM
OG0002392	LOC120448750|XP_039486867.1|DSAN	LOC6736835|XP_039149347.1|DSIM
OG0002393	LOC120448108|XP_039485845.1|DSAN	LOC6738346|XP_016032192.1|DSIM
OG0002394	LOC120450841|XP_039489965.1|DSAN	LOC6729635|XP_002104943.2|DSIM
OG0002395	LOC120452716|XP_039493012.1|DSAN	LOC6728577|XP_016035209.1|DSIM
OG0002396	LOC120447005|XP_039484245.1|DSAN	LOC6734602|XP_016027750.1|DSIM
OG0002397	LOC120458647|XP_039502310.1|DSAN	LOC27206147|XP_016026037.1|DSIM
OG0002398	LOC120456443|XP_039499209.1|DSAN	LOC6725504|XP_016038647.1|DSIM
OG0002399	LOC120458412|XP_039501980.1|DSAN	LOC6733190|XP_016026076.2|DSIM
OG0002400	LOC120445476|XP_039481855.1|DSAN	LOC6734921|XP_016028195.1|DSIM
OG0002401	LOC120454867|XP_039496353.1|DSAN	LOC27207119|XP_016037206.1|DSIM
OG0002402	LOC120452832|XP_039493187.1|DSAN	LOC6727866|XP_016034440.1|DSIM
OG0002403	LOC120453573|XP_039494266.1|DSAN	LOC6727865|XP_002103220.1|DSIM
OG0002404	LOC120451634|XP_039491426.1|DSAN	LOC27208027|XP_016033127.1|DSIM
OG0002405	LOC120452798|XP_039493128.1|DSAN	LOC6726807|XP_016033307.1|DSIM
OG0002406	LOC120448030|XP_039485705.1|DSAN	LOC6738332|XP_002085142.1|DSIM
OG0002407	LOC120451159|XP_039490527.1|DSAN	LOC6730358|XP_016037128.1|DSIM
OG0002408	LOC120451276|XP_039490754.1|DSAN	LOC6726818|XP_016033319.1|DSIM
OG0002409	LOC120448230|XP_039486063.1|DSAN	LOC27207139|XP_016031850.1|DSIM
OG0002410	LOC120452892|XP_039493284.1|DSAN	LOC6727415|XP_016033974.1|DSIM
OG0002411	LOC120452864|XP_039493243.1|DSAN	LOC6728850|XP_002104184.1|DSIM
OG0002412	LOC120457866|XP_039501324.1|DSAN, LOC120457865|XP_039501317.1|DSAN	LOC27208043|XP_039154266.1|DSIM
OG0002413	LOC120456522|XP_039499325.1|DSAN	LOC27206838|XP_016038360.1|DSIM
OG0002414	LOC120450401|XP_039489331.1|DSAN	LOC6736313|XP_002083197.1|DSIM
OG0002415	LOC120452179|XP_039492221.1|DSAN	LOC6728398|XP_039151947.1|DSIM
OG0002416	LOC120454880|XP_039496396.1|DSAN	LOC6724702|XP_016037272.1|DSIM
OG0002417	LOC120443929|XP_039479306.1|DSAN	LOC6730411|XP_002077592.1|DSIM
OG0002418	LOC120451161|XP_039490529.1|DSAN	LOC6739816|XP_016025865.2|DSIM
OG0002419	LOC120455308|XP_039497291.1|DSAN	LOC6725092|XP_002106119.1|DSIM
OG0002420	LOC120450195|XP_039488994.1|DSAN	LOC6736631|XP_016030216.1|DSIM
OG0002421	LOC120453352|XP_039493958.1|DSAN	LOC6729406|XP_016036052.1|DSIM
OG0002422	LOC120452509|XP_039492697.1|DSAN	LOC6727166|XP_016033656.1|DSIM
OG0002423	LOC120448096|XP_039485833.1|DSAN	LOC6737629|XP_016031398.1|DSIM
OG0002424	LOC120454881|XP_039496402.1|DSAN	LOC27208340|XP_016037190.1|DSIM
OG0002425	LOC120455567|XP_039497863.1|DSAN	LOC6726033|XP_016039419.1|DSIM
OG0002426	LOC120449512|XP_039487951.1|DSAN	LOC6736272|XP_002083156.1|DSIM
OG0002427	LOC120454830|XP_039496233.1|DSAN	LOC6724688|XP_002105737.2|DSIM
OG0002428	LOC120457079|XP_039500192.1|DSAN	LOC27206829|XP_039152615.1|DSIM
OG0002429	LOC120450619|XP_039489694.1|DSAN	LOC6736521|XP_016030099.1|DSIM
OG0002430	LOC120450041|XP_039488734.1|DSAN	LOC6733353|XP_016026265.1|DSIM
OG0002431	LOC120445872|XP_039482449.1|DSAN	LOC6735260|XP_016028609.1|DSIM
OG0002432	LOC120455364|XP_039497405.1|DSAN	LOC6725116|XP_002106142.2|DSIM
OG0002433	LOC120453142|XP_039493632.1|DSAN	LOC27206449|XP_016034079.2|DSIM
OG0002434	LOC120451527|XP_039491231.1|DSAN	LOC6728754|XP_016035429.1|DSIM
OG0002435	LOC120455906|XP_039498344.1|DSAN	LOC6740059|XP_039153669.1|DSIM
OG0002436	LOC120444346|XP_039479856.1|DSAN	LOC6734390|XP_016027512.1|DSIM
OG0002437	LOC120444378|XP_039479918.1|DSAN	LOC6734351|XP_016027426.1|DSIM
OG0002438	LOC120455011|XP_039496768.1|DSAN	LOC6724893|XP_039152674.1|DSIM
OG0002439	LOC120443685|XP_039478859.1|DSAN	LOC6731158|XP_016023708.1|DSIM
OG0002440	LOC120448193|XP_039485993.1|DSAN	LOC6738521|XP_016032364.1|DSIM
OG0002441	LOC120448220|XP_039486049.1|DSAN	LOC6733748|XP_016026708.1|DSIM
OG0002442	LOC120447100|XP_039484444.1|DSAN	LOC6734940|XP_002081937.1|DSIM
OG0002443	LOC120444389|XP_039479939.1|DSAN	LOC6733918|XP_039147981.1|DSIM
OG0002444	LOC120444291|XP_039479743.1|DSAN	LOC27208017|XP_039148137.1|DSIM
OG0002445	LOC120446028|XP_039482722.1|DSAN	LOC6734368|XP_016027449.1|DSIM
OG0002446	LOC120445114|XP_039481195.1|DSAN	LOC6734532|XP_002081541.1|DSIM
OG0002447	LOC120448013|XP_039485662.1|DSAN	LOC6737879|XP_016031661.1|DSIM
OG0002448	LOC120445981|XP_039482647.1|DSAN	LOC6735605|XP_016028967.1|DSIM
OG0002449	LOC120446859|XP_039483992.1|DSAN	LOC6734830|XP_016028063.1|DSIM
OG0002450	LOC120453803|XP_039494610.1|DSAN	LOC6728624|XP_002103965.2|DSIM
OG0002451	LOC120443895|XP_039479256.1|DSAN	LOC6733615|XP_016026573.1|DSIM
OG0002452	LOC120445240|XP_039481440.1|DSAN	LOC6735693|XP_002082609.1|DSIM
OG0002453	LOC120445650|XP_039482127.1|DSAN	LOC6735692|XP_002082608.2|DSIM
OG0002454	LOC120449031|XP_039487249.1|DSAN	LOC6736263|XP_016029752.1|DSIM
OG0002455	LOC120449030|XP_039487248.1|DSAN	LOC6736264|XP_002083148.2|DSIM
OG0002456	LOC120446695|XP_039483726.1|DSAN	LOC6735799|XP_039147421.1|DSIM
OG0002457	LOC120444082|XP_039479535.1|DSAN	LOC6733400|XP_016026322.1|DSIM
OG0002458	LOC120457186|XP_039500465.1|DSAN	LOC6739222|XP_002076132.2|DSIM
OG0002459	LOC120446494|XP_039483434.1|DSAN	LOC6734330|XP_016027403.1|DSIM
OG0002460	LOC120446575|XP_039483530.1|DSAN	LOC27206597|XP_039148049.1|DSIM
OG0002461	LOC120446910|XP_039484080.1|DSAN	LOC6734861|XP_002081862.2|DSIM
OG0002462	LOC120444651|XP_039480414.1|DSAN	LOC6735220|XP_016028533.1|DSIM
OG0002463	LOC120446308|XP_039483156.1|DSAN	LOC6735995|XP_002082904.1|DSIM
OG0002464	LOC120447102|XP_039484447.1|DSAN	LOC6734938|XP_002081935.1|DSIM
OG0002465	LOC120458220|XP_039501734.1|DSAN	LOC6733187|XP_002080263.1|DSIM
OG0002466	LOC120454857|XP_039496323.1|DSAN	LOC27207985|XP_016037292.1|DSIM
OG0002467	LOC120449938|XP_039488569.1|DSAN	LOC6736882|XP_016030527.1|DSIM
OG0002468	LOC120448741|XP_039486854.1|DSAN	LOC6737920|XP_016031688.1|DSIM
OG0002469	LOC120451194|XP_039490578.1|DSAN	LOC6726651|XP_016033139.1|DSIM
OG0002470	LOC120448449|XP_039486402.1|DSAN	LOC6739364|XP_002076270.2|DSIM
OG0002471	LOC120457704|XP_039501137.1|DSAN	LOC6733713|XP_016026681.1|DSIM
OG0002472	LOC120444366|XP_039479891.1|DSAN	LOC6734111|XP_016027123.1|DSIM
OG0002473	LOC120445321|XP_039481576.1|DSAN	LOC6734044|XP_002081080.1|DSIM
OG0002474	LOC120450647|XP_039489739.1|DSAN	LOC6738170|XP_039150306.1|DSIM
OG0002475	LOC120452014|XP_039491990.1|DSAN	LOC6730195|XP_016036951.1|DSIM
OG0002476	LOC120446501|XP_039483443.1|DSAN	LOC6735718|XP_002082634.1|DSIM
OG0002477	LOC120446537|XP_039483487.1|DSAN	LOC6735341|XP_002082289.2|DSIM
OG0002478	LOC120445591|XP_039482019.1|DSAN	LOC27206180|XP_039147460.1|DSIM
OG0002479	LOC120445373|XP_039481689.1|DSAN	LOC6734436|XP_002081456.1|DSIM
OG0002480	LOC120457843|XP_039501288.1|DSAN	LOC6739534|XP_039148378.1|DSIM
OG0002481	LOC120457074|XP_039500188.1|DSAN	LOC27206677|XP_016037722.1|DSIM
OG0002482	LOC120445356|XP_039481635.1|DSAN	LOC6734349|XP_016027425.1|DSIM
OG0002483	LOC120445919|XP_039482510.1|DSAN	LOC6735956|XP_002082865.1|DSIM
OG0002484	LOC120444728|XP_039480587.1|DSAN	LOC6734926|XP_002081923.1|DSIM
OG0002485	LOC120458500|XP_039502105.1|DSAN	LOC6733595|XP_002080649.1|DSIM
OG0002486	LOC120449629|XP_039488151.1|DSAN	LOC6738783|XP_002085583.1|DSIM
OG0002487	LOC120445129|XP_039481210.1|DSAN	LOC27207868|XP_016025850.1|DSIM
OG0002488	LOC120445893|XP_039482481.1|DSAN	LOC27206187|XP_016029013.1|DSIM
OG0002489	LOC120448178|XP_039485958.1|DSAN	LOC6738658|XP_016032479.1|DSIM
OG0002490	LOC120444706|XP_039480511.1|DSAN	LOC6735345|XP_002082292.2|DSIM
OG0002491	LOC120450403|XP_039489333.1|DSAN	LOC6739035|XP_016032873.1|DSIM
OG0002492	LOC120444349|XP_039479861.1|DSAN	LOC6735051|XP_039148567.1|DSIM
OG0002493	LOC120444682|XP_039480480.1|DSAN	LOC6733606|XP_002080660.1|DSIM
OG0002494	LOC120453294|XP_039493858.1|DSAN	LOC6728761|XP_016035440.1|DSIM
OG0002495	LOC120445613|XP_039482057.1|DSAN	LOC6734584|XP_039148632.1|DSIM
OG0002496	LOC120452861|XP_039493239.1|DSAN	LOC6729701|XP_002105007.1|DSIM
OG0002497	LOC120447853|XP_039485395.1|DSAN	LOC6738273|XP_002085084.3|DSIM
OG0002498	LOC120449343|XP_039487684.1|DSAN	LOC6738991|XP_016032817.1|DSIM
OG0002499	LOC120449808|XP_039488387.1|DSAN	LOC6736239|XP_016029742.1|DSIM
OG0002500	LOC120455069|XP_039496855.1|DSAN	LOC6740232|XP_002077111.1|DSIM
OG0002500	LOC120453422|XP_039494055.1|DSAN	LOC27206426|XP_016036653.1|DSIM
OG0002501	LOC120445643|XP_039482121.1|DSAN	LOC6731012|XP_002078173.2|DSIM
OG0002502	LOC120445221|XP_039481411.1|DSAN	LOC27209259|XP_016027031.1|DSIM
OG0002502	LOC120445646|XP_039482120.1|DSAN	LOC6739390|XP_002076296.1|DSIM
