Orthogroup	DSAN.longest_only	DHYD.longest_only
OG0002091	LOC120445645|XP_039482119.1|DSAN	LOC111599671|XP_023171144.1|DHYD
OG0002092	LOC120447914|XP_039485497.1|DSAN	LOC111604699|XP_023178637.2|DHYD
OG0002093	LOC120445344|XP_039481615.1|DSAN	LOC111597001|XP_023167270.2|DHYD
OG0002094	LOC120446085|XP_039482807.1|DSAN	LOC111600142|XP_023171886.1|DHYD
OG0002095	LOC120455090|XP_039496897.1|DSAN	LOC111598161|XP_023169018.1|DHYD
OG0002096	LOC120444638|XP_039480382.1|DSAN	LOC111597944|XP_023168668.2|DHYD
OG0002097	LOC120448200|XP_039486003.1|DSAN	LOC111592166|XP_023159987.2|DHYD
OG0002098	LOC120448377|XP_039486280.1|DSAN	LOC111592343|XP_023160240.1|DHYD
OG0002099	LOC120450999|XP_039490244.1|DSAN	LOC111602768|XP_023175799.2|DHYD
OG0002100	LOC120449009|XP_039487219.1|DSAN	LOC111595088|XP_023164412.1|DHYD
OG0002101	LOC120443970|XP_039479373.1|DSAN	LOC111596377|XP_030081919.1|DHYD
OG0002102	LOC120445884|XP_039482464.1|DSAN	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD
OG0002103	LOC120452546|XP_039492755.1|DSAN	LOC111602735|XP_023175755.2|DHYD
OG0002106	LOC120451851|XP_039491775.1|DSAN	LOC111603585|XP_023177008.2|DHYD
OG0002107	LOC120447727|XP_039485206.1|DSAN	LOC111600761|XP_023172811.1|DHYD
OG0002108	LOC120452760|XP_039493078.1|DSAN	LOC111601439|XP_023173783.2|DHYD
OG0002109	LOC120451070|XP_039490363.1|DSAN, LOC120451072|XP_039490365.1|DSAN	LOC111598608|XP_023169710.2|DHYD
OG0002111	LOC120458215|XP_039501728.1|DSAN, LOC120458217|XP_039501732.1|DSAN	LOC111600331|XP_023172162.2|DHYD
OG0002112	LOC120458453|XP_039502034.1|DSAN	LOC111596093|XP_023165922.2|DHYD
OG0002113	LOC120453217|XP_039493741.1|DSAN, LOC120453517|XP_039494199.1|DSAN	LOC111601436|XP_023173780.2|DHYD
OG0002115	LOC120445923|XP_039482516.1|DSAN, LOC120445922|XP_039482514.1|DSAN	LOC111597680|XP_023168277.2|DHYD
OG0002116	LOC120444987|XP_039480952.1|DSAN, LOC120448435|XP_039486378.1|DSAN	LOC111593785|XP_023162571.2|DHYD
OG0002117	LOC120444281|XP_039479730.1|DSAN	LOC111603158|XP_023176403.2|DHYD
OG0002118	LOC120457522|XP_039501000.1|DSAN	LOC111598510|XP_023169551.2|DHYD
OG0002119	LOC120452304|XP_039492380.1|DSAN	LOC111598810|XP_023170002.2|DHYD
OG0002120	LOC120454895|XP_039496476.1|DSAN	LOC111597697|XP_030081712.1|DHYD
OG0002121	LOC120453511|XP_039494190.1|DSAN	LOC111595229|XP_023164628.2|DHYD
OG0002123	LOC120444097|XP_039479558.1|DSAN	LOC111592897|XP_023161107.2|DHYD
OG0002124	LOC120456721|XP_039499638.1|DSAN	LOC111603221|XP_030079309.1|DHYD
OG0002125	LOC120445278|XP_039481511.1|DSAN	LOC111602547|XP_023175462.2|DHYD
OG0002126	LOC120449334|XP_039487669.1|DSAN	LOC111605701|XP_023180144.2|DHYD
OG0002127	LOC120455844|XP_039498248.1|DSAN	LOC111596563|XP_023166605.2|DHYD
OG0002128	LOC120457265|XP_039500617.1|DSAN	LOC111603227|XP_030079290.1|DHYD
OG0002129	LOC120454508|XP_039495794.1|DSAN	LOC111604250|XP_023178004.2|DHYD
OG0002130	LOC120457360|XP_039500817.1|DSAN	LOC111605070|XP_023179173.2|DHYD
OG0002131	LOC120452536|XP_039492736.1|DSAN	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD
OG0002132	LOC120458332|XP_039501884.1|DSAN	LOC111603890|XP_023177475.1|DHYD
OG0002133	LOC120455645|XP_039497970.1|DSAN	LOC111602405|XP_023175198.1|DHYD
OG0002134	LOC120455717|XP_039498066.1|DSAN	LOC111593428|XP_023161940.1|DHYD
OG0002135	LOC120456177|XP_039498780.1|DSAN	LOC111597246|XP_023167612.1|DHYD
OG0002136	LOC120452252|XP_039492314.1|DSAN	LOC111597842|XP_023168516.2|DHYD
OG0002137	LOC120450770|XP_039489857.1|DSAN	LOC111602704|XP_023175707.1|DHYD
OG0002138	LOC120456267|XP_039498926.1|DSAN	LOC111602851|XP_023175932.1|DHYD
OG0002139	LOC120455571|XP_039497872.1|DSAN	LOC111596324|XP_030079962.1|DHYD
OG0002140	LOC120456264|XP_039498922.1|DSAN	LOC111603132|XP_023176374.2|DHYD
OG0002141	LOC120448527|XP_039486500.1|DSAN	LOC111600803|XP_023172861.1|DHYD
OG0002142	LOC120453471|XP_039494134.1|DSAN	LOC111601983|XP_023174635.1|DHYD
OG0002143	LOC120453624|XP_039494343.1|DSAN	LOC111599471|XP_023170910.2|DHYD
OG0002144	LOC120454834|XP_039496243.1|DSAN	LOC111595890|XP_023165587.2|DHYD
OG0002145	LOC120452902|XP_039493294.1|DSAN	LOC111601449|XP_023173794.1|DHYD
OG0002146	LOC120451156|XP_039490524.1|DSAN	LOC111605592|XP_023179964.1|DHYD
OG0002147	LOC120455116|XP_039496940.1|DSAN	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD
OG0002148	LOC120449749|XP_039488317.1|DSAN	LOC111598080|XP_023168894.2|DHYD
OG0002149	LOC120454866|XP_039496351.1|DSAN	LOC111597923|XP_030081705.1|DHYD
OG0002150	LOC120456516|XP_039499317.1|DSAN	LOC111598117|XP_023168939.1|DHYD
OG0002151	LOC120458852|XP_039502613.1|DSAN	LOC111592672|XP_023160804.1|DHYD
OG0002152	LOC120452971|XP_039493401.1|DSAN	LOC111592937|XP_030080725.1|DHYD
OG0002153	LOC120450888|XP_039490062.1|DSAN	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD
OG0002154	LOC120457356|XP_039500808.1|DSAN	LOC111605112|XP_023179231.1|DHYD
OG0002155	LOC120453837|XP_039494665.1|DSAN	LOC111602000|XP_023174657.1|DHYD
OG0002156	LOC120448729|XP_039486835.1|DSAN	LOC111595337|XP_023164777.2|DHYD
OG0002157	LOC120451191|XP_039490573.1|DSAN	LOC115483332|XP_030080650.1|DHYD
OG0002158	LOC120444481|XP_039480095.1|DSAN	LOC111603527|XP_023176931.2|DHYD
OG0002159	LOC120446736|XP_039483793.1|DSAN	LOC111603840|XP_023177377.1|DHYD
OG0002160	LOC120454138|XP_039495129.1|DSAN	LOC111601511|XP_023173874.2|DHYD
OG0002161	LOC120451837|XP_039491747.1|DSAN	LOC111595976|XP_023165725.1|DHYD
OG0002162	LOC120452664|XP_039492937.1|DSAN	LOC111601799|XP_023174344.2|DHYD
OG0002163	LOC120455778|XP_039498169.1|DSAN	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD
OG0002164	LOC120453004|XP_039493443.1|DSAN	LOC111603016|XP_023176207.1|DHYD
OG0002165	LOC120444433|XP_039480017.1|DSAN	LOC111595924|XP_023165645.2|DHYD
OG0002166	LOC120458177|XP_039501675.1|DSAN	LOC111592913|XP_023161130.1|DHYD
OG0002167	LOC120446552|XP_039483502.1|DSAN	LOC111597987|XP_023168733.1|DHYD
OG0002168	LOC120445214|XP_039481402.1|DSAN	LOC111600075|XP_023171780.2|DHYD
OG0002169	LOC120447726|XP_039485202.1|DSAN	LOC111598675|XP_023169802.2|DHYD
OG0002170	LOC120454889|XP_039496457.1|DSAN	LOC111594140|XP_030080182.1|DHYD
OG0002171	LOC120451782|XP_039491665.1|DSAN	LOC111602739|XP_023175758.1|DHYD
OG0002172	LOC120453544|XP_039494230.1|DSAN	LOC111599589|XP_023171034.1|DHYD
OG0002173	LOC120458759|XP_039502467.1|DSAN	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD
OG0002174	LOC120452145|XP_039492169.1|DSAN	LOC111601452|XP_023173797.2|DHYD
OG0002175	LOC120452146|XP_039492170.1|DSAN	LOC111601453|XP_023173798.1|DHYD
OG0002176	LOC120451829|XP_039491738.1|DSAN	LOC111601502|XP_023173864.1|DHYD
OG0002177	LOC120452708|XP_039493002.1|DSAN	LOC111598604|XP_023169694.1|DHYD
OG0002178	LOC120451379|XP_039490969.1|DSAN	LOC111598226|XP_023169153.2|DHYD
OG0002179	LOC120452124|XP_039492140.1|DSAN	LOC111601350|XP_023173650.2|DHYD
OG0002180	LOC120450993|XP_039490232.1|DSAN	LOC111603233|XP_023176505.2|DHYD
OG0002181	LOC120456299|XP_039498980.1|DSAN	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD
OG0002182	LOC120453875|XP_039494714.1|DSAN	LOC111594612|XP_023163763.2|DHYD
OG0002183	LOC120444608|XP_039480318.1|DSAN	LOC111597978|XP_023168721.1|DHYD
OG0002184	LOC120451724|XP_039491561.1|DSAN	LOC111593245|XP_023161667.1|DHYD
OG0002185	LOC120451256|XP_039490715.1|DSAN	LOC111594967|XP_023164234.2|DHYD
OG0002186	LOC120458547|XP_039502162.1|DSAN	LOC111602295|XP_023175064.2|DHYD
OG0002187	LOC120452793|XP_039493120.1|DSAN	LOC111599876|XP_023171462.1|DHYD
OG0002188	LOC120446314|XP_039483164.1|DSAN	LOC111600103|XP_023171832.1|DHYD
OG0002189	LOC120457525|XP_039501004.1|DSAN	LOC111600826|XP_023172898.1|DHYD
OG0002190	LOC120450893|XP_039490066.1|DSAN	LOC111598274|XP_023169219.1|DHYD
OG0002191	LOC120450451|XP_039489404.1|DSAN	LOC111605711|XP_023180165.2|DHYD
OG0002192	LOC120448422|XP_039486356.1|DSAN	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD
OG0002193	LOC120452103|XP_039492113.1|DSAN	LOC111601798|XP_023174343.2|DHYD
OG0002194	LOC120453941|XP_039494820.1|DSAN	LOC111603488|XP_023176854.1|DHYD
OG0002195	LOC120451330|XP_039490841.1|DSAN	LOC111596485|XP_023166514.2|DHYD
OG0002196	LOC120452914|XP_039493311.1|DSAN	LOC111601347|XP_023173647.1|DHYD
OG0002197	LOC120449241|XP_039487550.1|DSAN	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD
OG0002198	LOC120450757|XP_039489819.1|DSAN	LOC111602795|XP_023175837.2|DHYD
OG0002199	LOC120452949|XP_039493366.1|DSAN	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD
OG0002200	LOC120455445|XP_039497586.1|DSAN	LOC111600866|XP_023172956.1|DHYD
OG0002202	LOC120451144|XP_039490501.1|DSAN	LOC111594506|XP_023163587.2|DHYD
OG0002203	LOC120452422|XP_039492581.1|DSAN	LOC111597067|XP_023167365.2|DHYD
OG0002204	LOC120451820|XP_039491723.1|DSAN	LOC111598811|XP_023170003.1|DHYD
OG0002205	LOC120452884|XP_039493273.1|DSAN	LOC111603304|XP_023176597.1|DHYD
OG0002206	LOC120451941|XP_039491895.1|DSAN	LOC111603502|XP_023176877.2|DHYD
OG0002207	LOC120452271|XP_039492336.1|DSAN	LOC111595898|XP_023165610.2|DHYD
OG0002208	LOC120453108|XP_039493575.1|DSAN	LOC111595362|XP_023164819.2|DHYD
OG0002209	LOC120457410|XP_039500942.1|DSAN	LOC111596470|XP_023166490.2|DHYD
OG0002210	LOC120451058|XP_039490349.1|DSAN	LOC111595687|XP_030080629.1|DHYD
OG0002211	LOC120451557|XP_039491291.1|DSAN	LOC111605521|XP_023179850.1|DHYD
OG0002212	LOC120451832|XP_039491741.1|DSAN	LOC111604273|XP_023178039.2|DHYD
OG0002213	LOC120454461|XP_039495709.1|DSAN	LOC111600825|XP_023172897.1|DHYD
OG0002214	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN	LOC111605460|XP_023179745.2|DHYD
OG0002215	LOC120452674|XP_039492952.1|DSAN	LOC111602008|XP_023174666.2|DHYD
OG0002216	LOC120450886|XP_039490060.1|DSAN	LOC111597048|XP_030082026.1|DHYD
OG0002217	LOC120454397|XP_039495582.1|DSAN	LOC111595685|XP_023165294.2|DHYD
OG0002218	LOC120456047|XP_039498558.1|DSAN	LOC111596820|XP_023166955.2|DHYD
OG0002219	LOC120451981|XP_039491943.1|DSAN	LOC111605547|XP_023179877.2|DHYD
OG0002220	LOC120451139|XP_039490494.1|DSAN	LOC111605498|XP_023179816.2|DHYD
OG0002221	LOC120448822|XP_039486955.1|DSAN	LOC111595656|XP_023165247.2|DHYD
OG0002222	LOC120444495|XP_039480138.1|DSAN	LOC111604082|XP_023177734.1|DHYD
OG0002224	LOC120448548|XP_039486540.1|DSAN	LOC111604174|XP_030081415.1|DHYD
OG0002225	LOC120449355|XP_039487701.1|DSAN	LOC111603070|XP_023176296.2|DHYD
OG0002226	LOC120444931|XP_039480869.1|DSAN	LOC111597645|XP_023168219.1|DHYD
OG0002227	LOC120458731|XP_039502413.1|DSAN	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD
OG0002228	LOC120447000|XP_039484242.1|DSAN	LOC111594154|XP_023163103.1|DHYD
OG0002229	LOC120444285|XP_039479735.1|DSAN	LOC111593896|XP_023162733.2|DHYD
OG0002230	LOC120444468|XP_039480074.1|DSAN	LOC111605264|XP_023179470.2|DHYD
OG0002231	LOC120458173|XP_039501672.1|DSAN	LOC111593798|XP_023162587.2|DHYD
OG0002232	LOC120445032|XP_039481051.1|DSAN	LOC111593327|XP_023161807.1|DHYD
OG0002233	LOC120448302|XP_039486176.1|DSAN	LOC111598706|XP_023169859.1|DHYD
OG0002235	LOC120444777|XP_039480647.1|DSAN	LOC111593755|XP_030081275.1|DHYD
OG0002236	LOC120444644|XP_039480403.1|DSAN	LOC111600106|XP_023171836.1|DHYD
OG0002237	LOC120446307|XP_039483155.1|DSAN	LOC111600104|XP_023171833.2|DHYD
OG0002238	LOC120449108|XP_039487354.1|DSAN	LOC111604657|XP_023178594.2|DHYD
OG0002239	LOC120446636|XP_039483637.1|DSAN	LOC111593555|XP_023162179.1|DHYD
OG0002240	LOC120446286|XP_039483109.1|DSAN	LOC111603847|XP_023177399.1|DHYD
OG0002241	LOC120450224|XP_039489035.1|DSAN	LOC111605680|XP_023180116.1|DHYD
OG0002242	LOC120448189|XP_039485988.1|DSAN	LOC111602911|XP_023176021.2|DHYD
OG0002243	LOC120451269|XP_039490739.1|DSAN	LOC111595978|XP_023165730.2|DHYD
OG0002244	LOC120450364|XP_039489282.1|DSAN	LOC111604777|XP_023178752.2|DHYD
OG0002245	LOC120450631|XP_039489714.1|DSAN	LOC111603035|XP_023176231.2|DHYD
OG0002246	LOC120453247|XP_039493797.1|DSAN	LOC111605736|XP_030080948.1|DHYD
OG0002247	LOC120445215|XP_039481403.1|DSAN	LOC111600076|XP_023171783.1|DHYD
OG0002248	LOC120447556|XP_039484943.1|DSAN	LOC111595271|XP_023164686.2|DHYD
OG0002249	LOC120449576|XP_039488064.1|DSAN	LOC111601563|XP_023173977.1|DHYD
OG0002250	LOC120446790|XP_039483880.1|DSAN	LOC111602128|XP_023174844.2|DHYD
OG0002251	LOC120446354|XP_039483217.1|DSAN	LOC111602085|XP_023174787.1|DHYD
OG0002252	LOC120446105|XP_039482830.1|DSAN	LOC111602115|XP_023174831.2|DHYD
OG0002253	LOC120445836|XP_039482391.1|DSAN	LOC111604085|XP_023177743.2|DHYD
OG0002254	LOC120454408|XP_039495604.1|DSAN	LOC111594825|XP_023164058.1|DHYD
OG0002255	LOC120455361|XP_039497402.1|DSAN	LOC111604737|XP_023178682.1|DHYD
OG0002256	LOC120444626|XP_039480368.1|DSAN	LOC111604080|XP_030081286.1|DHYD
OG0002257	LOC120457728|XP_039501162.1|DSAN	LOC111605261|XP_023179467.2|DHYD
OG0002258	LOC120448024|XP_039485699.1|DSAN	LOC111601029|XP_023173206.2|DHYD
OG0002259	LOC120457236|XP_039500552.1|DSAN	LOC111596523|XP_030079580.1|DHYD
OG0002260	LOC120450553|XP_039489591.1|DSAN	LOC111604465|XP_023178315.2|DHYD
OG0002261	LOC120449670|XP_039488204.1|DSAN	LOC111605067|XP_023179166.2|DHYD
OG0002262	LOC120450021|XP_039488682.1|DSAN	LOC111592113|XP_030081976.1|DHYD
OG0002263	LOC120447541|XP_039484921.1|DSAN	LOC111596940|XP_023167160.1|DHYD
OG0002264	LOC120444494|XP_039480136.1|DSAN	LOC111604081|XP_023177733.2|DHYD
OG0002265	LOC120448341|XP_039486238.1|DSAN	LOC111592965|XP_023161225.1|DHYD
OG0002266	LOC120449628|XP_039488149.1|DSAN	LOC111605624|XP_023180044.1|DHYD
OG0002267	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN	LOC111592740|XP_023160906.1|DHYD
OG0002268	LOC120447524|XP_039484891.1|DSAN	LOC111601675|XP_023174142.1|DHYD
OG0002269	LOC120445295|XP_039481532.1|DSAN	LOC111599941|XP_023171558.2|DHYD
OG0002270	LOC120445828|XP_039482382.1|DSAN	LOC111594034|XP_023162915.2|DHYD
OG0002271	LOC120448772|XP_039486890.1|DSAN	LOC111599814|XP_023171369.2|DHYD
OG0002272	LOC120450424|XP_039489366.1|DSAN	LOC111595282|XP_023164703.1|DHYD
OG0002273	LOC120450361|XP_039489277.1|DSAN	LOC111593544|XP_023162134.1|DHYD
OG0002274	LOC120449495|XP_039487912.1|DSAN	LOC111594922|XP_030081211.1|DHYD
OG0002275	LOC120448570|XP_039486564.1|DSAN	LOC111602913|XP_023176024.2|DHYD
OG0002276	LOC120448593|XP_039486612.1|DSAN	LOC111592456|XP_023160413.2|DHYD
OG0002277	LOC120449739|XP_039488307.1|DSAN	LOC111592449|XP_023160402.1|DHYD
OG0002278	LOC120448389|XP_039486311.1|DSAN	LOC111604776|XP_023178750.2|DHYD
OG0002279	LOC120448237|XP_039486075.1|DSAN	LOC111597493|XP_023168019.1|DHYD
OG0002280	LOC120448606|XP_039486642.1|DSAN	LOC111594881|XP_023164135.2|DHYD
OG0002281	LOC120449921|XP_039488547.1|DSAN	LOC111605666|XP_023180098.2|DHYD
OG0002282	LOC120450192|XP_039488992.1|DSAN	LOC111595300|XP_023164723.2|DHYD
OG0002283	LOC120445682|XP_039482173.1|DSAN	LOC111605260|XP_023179466.2|DHYD
OG0002284	LOC120443905|XP_039479268.1|DSAN	LOC111593295|XP_023161743.1|DHYD
OG0002285	LOC120455898|XP_039498329.1|DSAN	LOC111593416|XP_023161926.2|DHYD
OG0002286	LOC120445669|XP_039482152.1|DSAN	LOC111593911|XP_023162754.2|DHYD
OG0002287	LOC120445347|XP_039481618.1|DSAN	LOC111594033|XP_023162913.2|DHYD
OG0002288	LOC120450470|XP_039489443.1|DSAN	LOC111599778|XP_023171313.2|DHYD
OG0002289	LOC120449389|XP_039487764.1|DSAN	LOC111605170|XP_023179326.1|DHYD
OG0002290	LOC120443700|XP_039478875.1|DSAN	LOC111602260|XP_023175022.2|DHYD
OG0002291	LOC120443962|XP_039479359.1|DSAN	LOC111599945|XP_023171564.1|DHYD
OG0002292	LOC120458825|XP_039502573.1|DSAN	LOC111599942|XP_023171559.1|DHYD
OG0002293	LOC120458101|XP_039501564.1|DSAN	LOC111600001|XP_023171671.2|DHYD
OG0002294	LOC120450788|XP_039489885.1|DSAN	LOC111596259|XP_023166162.1|DHYD
OG0002295	LOC120458389|XP_039501946.1|DSAN	LOC111602338|XP_023175111.1|DHYD
OG0002296	LOC120458340|XP_039501894.1|DSAN	LOC111603874|XP_023177449.2|DHYD
OG0002297	LOC120450754|XP_039489811.1|DSAN	LOC111602985|XP_023176148.2|DHYD
OG0002298	LOC120446320|XP_039483169.1|DSAN	LOC111600034|XP_023171720.1|DHYD
OG0002299	LOC120446648|XP_039483653.1|DSAN	LOC111593196|XP_023161588.1|DHYD
OG0002300	LOC120458724|XP_039502408.1|DSAN	LOC111602223|XP_023174970.2|DHYD
OG0002301	LOC120445637|XP_039482110.1|DSAN	LOC111592510|XP_023160508.2|DHYD
OG0002302	LOC120444938|XP_039480873.1|DSAN	LOC111603743|XP_023177229.2|DHYD
OG0002303	LOC120456250|XP_039498904.1|DSAN	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD
OG0002304	LOC120458142|XP_039501620.1|DSAN	LOC111598991|XP_023170262.1|DHYD
OG0002305	LOC120448128|XP_039485879.1|DSAN	LOC111592277|XP_023160146.2|DHYD
OG0002306	LOC120444011|XP_039479426.1|DSAN	LOC111603953|XP_023177556.2|DHYD
OG0002307	LOC120453586|XP_039494284.1|DSAN	LOC111596297|XP_023166221.2|DHYD
OG0002308	LOC120445171|XP_039481289.1|DSAN	LOC111603880|XP_023177462.2|DHYD
OG0002309	LOC120452932|XP_039493347.1|DSAN	LOC111603932|XP_023177526.1|DHYD
OG0002310	LOC120457702|XP_039501132.1|DSAN	LOC111599187|XP_030080347.1|DHYD
OG0002311	LOC120446767|XP_039483838.1|DSAN	LOC111594348|XP_023163372.2|DHYD
OG0002312	LOC120455558|XP_039497843.1|DSAN	LOC111592565|XP_023160630.2|DHYD
OG0002313	LOC120446047|XP_039482756.1|DSAN	LOC111602589|XP_023175514.1|DHYD
OG0002314	LOC120458774|XP_039502487.1|DSAN	LOC111602277|XP_023175041.2|DHYD
OG0002315	LOC120446332|XP_039483180.1|DSAN	LOC111595473|XP_023165006.2|DHYD
OG0002316	LOC120458758|XP_039502464.1|DSAN	LOC111596128|XP_023165967.1|DHYD
OG0002317	LOC120448091|XP_039485819.1|DSAN	LOC111604313|XP_023178131.1|DHYD
OG0002318	LOC120446579|XP_039483535.1|DSAN	LOC111599332|XP_023170721.2|DHYD
OG0002319	LOC120458285|XP_039501816.1|DSAN	LOC111603913|XP_023177504.1|DHYD
OG0002320	LOC120445040|XP_039481063.1|DSAN	LOC111593382|XP_023161872.2|DHYD
OG0002321	LOC120446873|XP_039484013.1|DSAN	LOC111598013|XP_023168780.1|DHYD
OG0002322	LOC120457797|XP_039501228.1|DSAN	LOC111600374|XP_023172220.2|DHYD
OG0002323	LOC120457735|XP_039501169.1|DSAN	LOC111605568|XP_023179912.1|DHYD
OG0002324	LOC120450521|XP_039489533.1|DSAN	LOC111605097|XP_023179204.2|DHYD
OG0002325	LOC120449542|XP_039488002.1|DSAN	LOC111597517|XP_023168057.1|DHYD
OG0002326	LOC120449543|XP_039488003.1|DSAN	LOC111597595|XP_023168164.1|DHYD
OG0002327	LOC120452541|XP_039492743.1|DSAN	LOC111600242|XP_023172050.2|DHYD
OG0002328	LOC120445573|XP_039481995.1|DSAN	LOC111592577|XP_023160656.2|DHYD
OG0002329	LOC120458233|XP_039501752.1|DSAN	LOC111599108|XP_023170429.1|DHYD
OG0002330	LOC120458235|XP_039501754.1|DSAN	LOC111599095|XP_023170404.1|DHYD
OG0002331	LOC120457197|XP_039500485.1|DSAN	LOC111594901|XP_023164154.2|DHYD
OG0002332	LOC120448977|XP_039487171.1|DSAN	LOC111597483|XP_023168002.1|DHYD
OG0002333	LOC120444953|XP_039480892.1|DSAN	LOC111593912|XP_023162753.1|DHYD
OG0002334	LOC120456308|XP_039498995.1|DSAN	LOC111596277|XP_023166190.2|DHYD
OG0002335	LOC120448385|XP_039486307.1|DSAN	LOC111594091|XP_023163009.2|DHYD
OG0002336	LOC120449439|XP_039487843.1|DSAN	LOC111592278|XP_023160147.2|DHYD
OG0002337	LOC120448179|XP_039485964.1|DSAN	LOC111605214|XP_030081081.1|DHYD
OG0002338	LOC120457789|XP_039501221.1|DSAN	LOC111600812|XP_023172878.2|DHYD
OG0002339	LOC120453485|XP_039494158.1|DSAN	LOC111599171|XP_030080329.1|DHYD
OG0002340	LOC120452681|XP_039493003.1|DSAN	LOC111603770|XP_030080423.1|DHYD
OG0002341	LOC120458553|XP_039502168.1|DSAN	LOC111597686|XP_023168286.1|DHYD
OG0002342	LOC120444364|XP_039479916.1|DSAN	LOC111599315|XP_023170693.1|DHYD
OG0002343	LOC120444755|XP_039480621.1|DSAN	LOC111599301|XP_023170679.2|DHYD
OG0002344	LOC120443880|XP_039479199.1|DSAN	LOC111594679|XP_023163858.1|DHYD
OG0002345	LOC120445862|XP_039482441.1|DSAN	LOC111599897|XP_023171488.2|DHYD
OG0002346	LOC120458418|XP_039501993.1|DSAN	LOC111598778|XP_023169958.2|DHYD
OG0002347	LOC120446934|XP_039484119.1|DSAN	LOC111602321|XP_023175090.2|DHYD
OG0002348	LOC120458613|XP_039502254.1|DSAN	LOC111596221|XP_023166106.2|DHYD
OG0002349	LOC120445901|XP_039482491.1|DSAN	LOC111599887|XP_023171478.1|DHYD
OG0002350	LOC120445847|XP_039482417.1|DSAN	LOC111599916|XP_023171513.2|DHYD
OG0002351	LOC120446260|XP_039483067.1|DSAN	LOC111593548|XP_023162169.2|DHYD
OG0002352	LOC120445368|XP_039481675.1|DSAN	LOC111592699|XP_023160849.1|DHYD
OG0002353	LOC120457610|XP_039501051.1|DSAN	LOC111592066|XP_023159836.1|DHYD
OG0002354	LOC120454861|XP_039496341.1|DSAN	LOC111600385|XP_023172230.2|DHYD
OG0002355	LOC120447167|XP_039484556.1|DSAN	LOC111592075|XP_023159859.2|DHYD
OG0002356	LOC120451444|XP_039491096.1|DSAN, LOC120444458|XP_039480058.1|DSAN	LOC111594185|XP_023163136.2|DHYD
OG0002357	LOC120452419|XP_039492572.1|DSAN	LOC111597075|XP_023167377.2|DHYD
OG0002358	LOC120458875|XP_039502646.1|DSAN	LOC111597443|XP_023167930.1|DHYD
OG0002359	LOC120456295|XP_039498976.1|DSAN	LOC111605292|XP_023179511.1|DHYD
OG0002360	LOC120447126|XP_039484493.1|DSAN	LOC111594705|XP_023163895.2|DHYD
OG0002361	LOC120447970|XP_039485595.1|DSAN	LOC111604452|XP_023178290.1|DHYD
OG0002362	LOC120451306|XP_039490810.1|DSAN	LOC111595195|XP_023164554.2|DHYD
OG0002363	LOC120458051|XP_039501495.1|DSAN	LOC111602107|XP_023174822.2|DHYD
OG0002364	LOC120444120|XP_039479588.1|DSAN	LOC111602018|XP_023174689.2|DHYD
OG0002365	LOC120458813|XP_039502545.1|DSAN	LOC111601061|XP_023173254.2|DHYD
OG0002366	LOC120453951|XP_039494833.1|DSAN	LOC111591961|XP_023159672.1|DHYD
OG0002367	LOC120458638|XP_039502297.1|DSAN	LOC111599402|XP_023170823.1|DHYD
OG0002368	LOC120443688|XP_039478862.1|DSAN	LOC111596358|XP_023166323.1|DHYD
OG0002369	LOC120445731|XP_039482235.1|DSAN	LOC111596876|XP_023167092.2|DHYD
OG0002370	LOC120458055|XP_039501498.1|DSAN	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD
OG0002371	LOC120458065|XP_039501510.1|DSAN	LOC111600319|XP_023172146.1|DHYD
OG0002372	LOC120446774|XP_039483856.1|DSAN	LOC111598489|XP_023169514.2|DHYD
OG0002373	LOC120444515|XP_039480168.1|DSAN	LOC111592923|XP_023161143.1|DHYD
OG0002374	LOC120452645|XP_039492893.1|DSAN	LOC111596179|XP_023166050.1|DHYD
OG0002375	LOC120453138|XP_039493622.1|DSAN	LOC111604968|XP_023179025.2|DHYD
OG0002376	LOC120458802|XP_039502532.1|DSAN	LOC111605053|XP_023179158.1|DHYD
OG0002377	LOC120451036|XP_039490297.1|DSAN	LOC111603573|XP_023176991.2|DHYD
OG0002378	LOC120448297|XP_039486168.1|DSAN	LOC111597242|XP_023167605.2|DHYD
OG0002379	LOC120445484|XP_039481865.1|DSAN	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD
