Orthogroup	DSAN.longest_only	DBUS.longest_only
OG0001332	LOC120455478|XP_039497647.1|DSAN	LOC108606355|XP_017851893.1|DBUS
OG0001333	LOC120458249|XP_039501772.1|DSAN	LOC108605555|XP_017850804.1|DBUS
OG0001334	LOC120452874|XP_039493255.1|DSAN	LOC108604723|XP_017849790.1|DBUS
OG0001335	LOC120452572|XP_039492788.1|DSAN	LOC108603850|XP_017848492.1|DBUS
OG0001337	LOC120456473|XP_039499265.1|DSAN	LOC108606596|XP_017852332.1|DBUS
OG0001338	LOC120446915|XP_039484087.1|DSAN	LOC108595193|XP_017835866.1|DBUS
OG0001339	LOC120444579|XP_039480273.1|DSAN	LOC108596553|XP_017837939.1|DBUS
OG0001340	LOC120457591|XP_039501035.1|DSAN	LOC108598625|XP_017840813.1|DBUS
OG0001341	LOC120453145|XP_039493635.1|DSAN	LOC108601888|XP_017845352.1|DBUS
OG0001342	LOC120454410|XP_039495612.1|DSAN	LOC108603694|XP_017848208.1|DBUS
OG0001343	LOC120452835|XP_039493196.1|DSAN, LOC120452834|XP_039493194.1|DSAN	LOC108601461|XP_017844848.1|DBUS
OG0001344	LOC120452771|XP_039493094.1|DSAN	LOC108604331|XP_017849246.1|DBUS
OG0001345	LOC120454454|XP_039495699.1|DSAN	LOC108604561|XP_017849579.1|DBUS
OG0001346	LOC120453109|XP_039493578.1|DSAN	LOC108603922|XP_017848603.1|DBUS
OG0001347	LOC120457279|XP_039500650.1|DSAN	LOC108605756|XP_017851047.1|DBUS
OG0001348	LOC120455063|XP_039496848.1|DSAN	LOC108606593|XP_017852328.1|DBUS
OG0001349	LOC120449527|XP_039487974.1|DSAN	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS
OG0001350	LOC120449870|XP_039488463.1|DSAN	LOC108598568|XP_017840741.1|DBUS
OG0001351	LOC120458654|XP_039502319.1|DSAN	LOC108596489|XP_017837765.1|DBUS
OG0001352	LOC120458600|XP_039502234.1|DSAN	LOC108596956|XP_017838686.1|DBUS
OG0001353	LOC120448202|XP_039486002.1|DSAN	LOC108598863|XP_017841109.1|DBUS
OG0001354	LOC120445093|XP_039481156.1|DSAN	LOC108597548|XP_017839645.1|DBUS
OG0001355	LOC120444536|XP_039480217.1|DSAN	LOC108608201|XP_017854964.1|DBUS
OG0001356	LOC120451676|XP_039491491.1|DSAN	LOC108603481|XP_017847818.1|DBUS
OG0001357	LOC120448070|XP_039485775.1|DSAN	LOC108599937|XP_017842647.1|DBUS
OG0001358	LOC120447496|XP_039484827.1|DSAN	LOC108601013|XP_033149737.1|DBUS
OG0001359	LOC120444189|XP_039479694.1|DSAN	LOC108607831|XP_017854379.1|DBUS
OG0001360	LOC120458467|XP_039502054.1|DSAN	LOC108597645|XP_017839783.1|DBUS
OG0001361	LOC120447505|XP_039484849.1|DSAN	LOC108598068|XP_017840171.2|DBUS
OG0001362	LOC120448870|XP_039487016.1|DSAN	LOC108598904|XP_017841156.1|DBUS
OG0001363	LOC120451521|XP_039491223.1|DSAN	LOC108603230|XP_017847334.1|DBUS
OG0001364	LOC120445909|XP_039482499.1|DSAN	LOC108594659|XP_033150978.1|DBUS
OG0001365	LOC120447935|XP_039485533.1|DSAN	LOC108598726|XP_017840944.1|DBUS
OG0001366	LOC120448364|XP_039486265.1|DSAN	LOC108598007|XP_017840111.1|DBUS
OG0001367	LOC120445401|XP_039481745.1|DSAN	LOC108597360|XP_017839366.1|DBUS
OG0001368	LOC120447089|XP_039484430.1|DSAN	LOC108596324|XP_017837435.1|DBUS
OG0001369	LOC120456639|XP_039499495.1|DSAN	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS
OG0001370	LOC120446731|XP_039483782.1|DSAN	LOC108597523|XP_033149017.1|DBUS
OG0001371	LOC120457838|XP_039501285.1|DSAN	LOC108607473|XP_017853801.2|DBUS
OG0001372	LOC120445921|XP_039482513.1|DSAN	LOC117134648|XP_033150995.1|DBUS, LOC108596137|XP_033150994.1|DBUS
OG0001373	LOC120449057|XP_039487326.1|DSAN	LOC108594271|XP_017834892.1|DBUS
OG0001374	LOC120446722|XP_039483768.1|DSAN	LOC108597148|XP_017839031.1|DBUS
OG0001375	LOC120451518|XP_039491213.1|DSAN	LOC108603073|XP_017847040.1|DBUS
OG0001376	LOC120446545|XP_039483495.1|DSAN	LOC108595300|XP_017836003.1|DBUS
OG0001377	LOC120449372|XP_039487741.1|DSAN, LOC120443995|XP_039479407.1|DSAN	LOC108608145|XP_033149788.1|DBUS
OG0001378	LOC120458422|XP_039501994.1|DSAN	LOC108594229|XP_017834829.1|DBUS
OG0001379	LOC120458073|XP_039501519.1|DSAN	LOC108598264|XP_017840372.1|DBUS
OG0001380	LOC120458546|XP_039502161.1|DSAN, LOC120458562|XP_039502184.1|DSAN, LOC120457340|XP_039500787.1|DSAN	LOC108595043|XP_017835672.1|DBUS
OG0001381	LOC120444314|XP_039479791.1|DSAN	LOC108595321|XP_017836030.1|DBUS
OG0001382	LOC120458792|XP_039502510.1|DSAN	LOC108607844|XP_017854400.1|DBUS
OG0001383	LOC120443692|XP_039478869.1|DSAN	LOC108595829|XP_017836609.1|DBUS
OG0001384	LOC120446517|XP_039483462.1|DSAN	LOC108598577|XP_017840755.1|DBUS
OG0001385	LOC120457912|XP_039501384.1|DSAN	LOC108608450|XP_017855317.1|DBUS
OG0001387	LOC120458289|XP_039501821.1|DSAN	LOC108598246|XP_017840353.1|DBUS
OG0001389	LOC120453709|XP_039494465.1|DSAN	LOC108604784|XP_017849871.1|DBUS
OG0001390	LOC120458781|XP_039502495.1|DSAN	LOC108594356|XP_017835003.1|DBUS
OG0001391	LOC120444300|XP_039479755.1|DSAN	LOC108598536|XP_017840708.1|DBUS
OG0001392	LOC120455323|XP_039497334.1|DSAN	LOC108605779|XP_017851071.1|DBUS
OG0001393	LOC120444386|XP_039479928.1|DSAN	LOC108605858|XP_017851158.1|DBUS
OG0001394	LOC120444588|XP_039480295.1|DSAN	LOC108607399|XP_017853663.1|DBUS
OG0001395	LOC120454417|XP_039495622.1|DSAN	LOC108604118|XP_017848892.1|DBUS
OG0001396	LOC120455605|XP_039497919.1|DSAN	LOC108606696|XP_017852554.1|DBUS
OG0001397	LOC120453375|XP_039493983.1|DSAN	LOC108604774|XP_017849860.1|DBUS
OG0001398	LOC120457276|XP_039500639.1|DSAN	LOC108607125|XP_017853250.1|DBUS
OG0001399	LOC120455879|XP_039498300.1|DSAN	LOC108596987|XP_017838741.1|DBUS
OG0001400	LOC120450810|XP_039489919.1|DSAN	LOC108601668|XP_017845058.1|DBUS
OG0001401	LOC120448535|XP_039486513.1|DSAN	LOC108598163|XP_017840269.2|DBUS
OG0001402	LOC120449566|XP_039488052.1|DSAN	LOC108599508|XP_017841864.2|DBUS
OG0001403	LOC120449650|XP_039488176.1|DSAN	LOC108598770|XP_017841000.1|DBUS
OG0001404	LOC120444774|XP_039480641.1|DSAN	LOC108596388|XP_017837551.1|DBUS
OG0001405	LOC120444292|XP_039479747.1|DSAN	LOC108595288|XP_017836318.1|DBUS
OG0001406	LOC120455196|XP_039497073.1|DSAN	LOC108605766|XP_017851058.1|DBUS
OG0001407	LOC120450258|XP_039489082.1|DSAN	LOC108599593|XP_017842028.1|DBUS
OG0001408	LOC120446677|XP_039483685.1|DSAN	LOC108594829|XP_017835456.1|DBUS
OG0001411	LOC120451540|XP_039491254.1|DSAN	LOC108602089|XP_017845602.1|DBUS
OG0001412	LOC120447069|XP_039484392.1|DSAN, LOC120451727|XP_039491610.1|DSAN	LOC108608298|XP_017855113.1|DBUS
OG0001413	LOC120446678|XP_039483686.1|DSAN, LOC120446522|XP_039483468.1|DSAN	LOC108594880|XP_033150919.1|DBUS
OG0001414	LOC120453798|XP_039495002.1|DSAN	LOC117134724|XP_033149227.1|DBUS
OG0001415	LOC120444584|XP_039480279.1|DSAN, LOC120444583|XP_039480278.1|DSAN	LOC108594961|XP_017835584.1|DBUS
OG0001416	LOC120451814|XP_039491715.1|DSAN	LOC108608066|XP_017854745.2|DBUS
OG0001418	LOC120450310|XP_039489198.1|DSAN, LOC120449756|XP_039488325.1|DSAN	LOC108598592|XP_017840774.2|DBUS
OG0001419	LOC120458757|XP_039502463.1|DSAN, LOC120458756|XP_039502462.1|DSAN	LOC108605387|XP_017850549.1|DBUS
OG0001420	LOC120451597|XP_039491351.1|DSAN	LOC108605789|XP_017851081.2|DBUS, LOC108599333|XP_017841626.1|DBUS
OG0001421	LOC120450878|XP_039490038.1|DSAN, LOC120448173|XP_039485950.1|DSAN	LOC108600667|XP_017843855.2|DBUS
OG0001422	LOC120449096|XP_039487338.1|DSAN	LOC108600965|XP_017844309.1|DBUS
OG0001423	LOC120453708|XP_039494464.1|DSAN, LOC120453706|XP_039494463.1|DSAN	LOC108595872|XP_017836653.1|DBUS, LOC108602144|XP_017845666.1|DBUS
OG0001426	LOC120458503|XP_039502104.1|DSAN	LOC108608426|XP_017855283.1|DBUS
OG0001426	LOC120456243|XP_039498894.1|DSAN	LOC108606009|XP_017851322.1|DBUS
OG0001427	LOC120443978|XP_039479384.1|DSAN, LOC120458840|XP_039502599.1|DSAN	LOC108596209|XP_017837222.1|DBUS
OG0001429	LOC120452313|XP_039492397.1|DSAN	LOC108604066|XP_017848819.1|DBUS
OG0001430	LOC120454598|XP_039495984.1|DSAN	LOC108603079|XP_017847056.1|DBUS
OG0001431	LOC120455556|XP_039497837.1|DSAN	LOC108606357|XP_017851894.1|DBUS
OG0001432	LOC120455952|XP_039498429.1|DSAN	LOC108607127|XP_017853254.1|DBUS
OG0001433	LOC120452876|XP_039493260.1|DSAN	LOC108602309|XP_017845881.1|DBUS
OG0001434	LOC120455292|XP_039497266.1|DSAN	LOC108605749|XP_017851037.1|DBUS
OG0001435	LOC120443913|XP_039479288.1|DSAN	LOC108597036|XP_017838818.1|DBUS
OG0001436	LOC120451187|XP_039490570.1|DSAN	LOC108605711|XP_017850992.1|DBUS
OG0001437	LOC120446405|XP_039483283.1|DSAN	LOC108607997|XP_017854647.1|DBUS
OG0001438	LOC120451039|XP_039490301.1|DSAN	LOC108601828|XP_017845258.1|DBUS
OG0001439	LOC120452182|XP_039492226.1|DSAN	LOC108602275|XP_017845821.1|DBUS
OG0001440	LOC120454970|XP_039496685.1|DSAN	LOC108606032|XP_017851349.1|DBUS
OG0001442	LOC120458487|XP_039502086.1|DSAN	LOC108602126|XP_017845645.1|DBUS
OG0001443	LOC120452157|XP_039492187.1|DSAN	LOC108603880|XP_017848541.1|DBUS
OG0001444	LOC120453851|XP_039494689.1|DSAN	LOC108604586|XP_017849606.1|DBUS
OG0001445	LOC120450916|XP_039490107.1|DSAN	LOC108604055|XP_017848806.1|DBUS
OG0001446	LOC120451008|XP_039490258.1|DSAN	LOC108602389|XP_017845990.1|DBUS
OG0001447	LOC120451549|XP_039491270.1|DSAN	LOC108603658|XP_017848124.1|DBUS
OG0001448	LOC120451383|XP_039490975.1|DSAN	LOC108602767|XP_017846428.1|DBUS
OG0001449	LOC120447249|XP_039484709.1|DSAN	LOC108595985|XP_017836762.1|DBUS
OG0001450	LOC120449578|XP_039488069.1|DSAN	LOC108608538|XP_033150726.1|DBUS
OG0001451	LOC120456009|XP_039498504.1|DSAN	LOC108597063|XP_017838876.1|DBUS
OG0001452	LOC120444979|XP_039480938.1|DSAN	LOC108595903|XP_033149142.1|DBUS
OG0001453	LOC120448892|XP_039487043.1|DSAN	LOC108600341|XP_017843353.2|DBUS
OG0001454	LOC120451241|XP_039490687.1|DSAN	LOC108604341|XP_017849257.1|DBUS
OG0001455	LOC120449688|XP_039488238.1|DSAN	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS
OG0001456	LOC120446604|XP_039483779.1|DSAN	LOC108596118|XP_017837051.2|DBUS
OG0001457	LOC120446991|XP_039484226.1|DSAN	LOC108596084|XP_017836991.1|DBUS
OG0001458	LOC120446034|XP_039482731.1|DSAN	LOC108595459|XP_017836189.1|DBUS
OG0001459	LOC120449961|XP_039488597.1|DSAN	LOC108598886|XP_017841136.1|DBUS
OG0001460	LOC120443760|XP_039479020.1|DSAN, LOC120450648|XP_039489743.1|DSAN	LOC108596263|XP_017837308.1|DBUS
OG0001462	LOC120447806|XP_039485316.1|DSAN	LOC108599471|XP_017841799.2|DBUS
OG0001463	LOC120452566|XP_039492779.1|DSAN	LOC108602703|XP_017846344.1|DBUS
OG0001464	LOC120455978|XP_039498465.1|DSAN	LOC108599562|XP_017841947.1|DBUS
OG0001465	LOC120446228|XP_039483029.1|DSAN	LOC108597304|XP_017839272.1|DBUS
OG0001466	LOC120444021|XP_039479459.1|DSAN	LOC108608363|XP_017855201.2|DBUS
OG0001467	LOC120455306|XP_039497292.1|DSAN	LOC108608001|XP_017854655.1|DBUS
OG0001468	LOC120449890|XP_039488503.1|DSAN	LOC108598570|XP_017840744.2|DBUS
OG0001469	LOC120447043|XP_039484339.1|DSAN, LOC120452099|XP_039492109.1|DSAN	LOC108596337|XP_017837480.1|DBUS
OG0001470	LOC120450602|XP_039489659.1|DSAN	LOC108598839|XP_017841082.2|DBUS
OG0001471	LOC120450536|XP_039489561.1|DSAN	LOC108598023|XP_033149452.1|DBUS
OG0001472	LOC120449869|XP_039488462.1|DSAN	LOC108598977|XP_017841240.1|DBUS
OG0001473	LOC120452745|XP_039493054.1|DSAN	LOC108602693|XP_017846321.1|DBUS
OG0001474	LOC120455541|XP_039497813.1|DSAN	LOC108604911|XP_017849970.1|DBUS
OG0001475	LOC120443989|XP_039479397.1|DSAN	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS
OG0001476	LOC120457175|XP_039500402.1|DSAN	LOC117135033|XP_033150751.1|DBUS
OG0001477	LOC120451227|XP_039490647.1|DSAN	LOC108604328|XP_017849243.1|DBUS
OG0001478	LOC120454132|XP_039495113.1|DSAN	LOC108607716|XP_017854207.1|DBUS
OG0001479	LOC120445264|XP_039481493.1|DSAN, LOC120456251|XP_039498905.1|DSAN	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS
OG0001480	LOC120449709|XP_039488263.1|DSAN	LOC108594429|XP_017835092.1|DBUS
OG0001481	LOC120446505|XP_039483446.1|DSAN	LOC108607492|XP_017853828.1|DBUS
OG0001482	LOC120446188|XP_039482969.1|DSAN	LOC108594933|XP_017835556.1|DBUS
OG0001483	LOC120457496|XP_039500983.1|DSAN	LOC108608142|XP_017854873.1|DBUS
OG0001484	LOC120449856|XP_039488453.1|DSAN	LOC108598984|XP_033149607.1|DBUS
OG0001485	LOC120449474|XP_039487883.1|DSAN	LOC108598086|XP_017840188.1|DBUS
OG0001486	LOC120458211|XP_039501722.1|DSAN	LOC108594491|XP_017835173.1|DBUS
OG0001487	LOC120447056|XP_039484383.1|DSAN	LOC108603795|XP_017848385.2|DBUS
OG0001488	LOC120446626|XP_039483620.1|DSAN	LOC108595450|XP_017836179.1|DBUS
OG0001489	LOC120446591|XP_039483546.1|DSAN	LOC108595698|XP_017836473.1|DBUS
OG0001490	LOC120449264|XP_039487584.1|DSAN	LOC108602378|XP_017845976.1|DBUS
OG0001491	LOC120450194|XP_039488997.1|DSAN	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS
OG0001492	LOC120451995|XP_039491960.1|DSAN	LOC108606108|XP_017851448.1|DBUS
OG0001493	LOC120455096|XP_039496907.1|DSAN	LOC108605234|XP_017850336.1|DBUS
OG0001494	LOC120455795|XP_039498186.1|DSAN	LOC108606052|XP_017851389.1|DBUS
OG0001495	LOC120443949|XP_039479335.1|DSAN	LOC108597506|XP_017839583.1|DBUS
OG0001496	LOC120456222|XP_039498839.1|DSAN	LOC108605591|XP_017850853.1|DBUS
OG0001497	LOC120457997|XP_039501423.1|DSAN	LOC108596990|XP_017838748.1|DBUS
OG0001498	LOC120451922|XP_039491869.1|DSAN	LOC108604026|XP_033149874.1|DBUS
OG0001500	LOC120444633|XP_039480373.1|DSAN	LOC108595141|XP_017835795.1|DBUS
OG0001501	LOC120453236|XP_039493771.1|DSAN	LOC108598980|XP_017841244.2|DBUS
OG0001502	LOC120444919|XP_039480847.1|DSAN	LOC108597221|XP_017839153.1|DBUS
OG0001503	LOC120450059|XP_039488754.1|DSAN	LOC108594685|XP_017835315.1|DBUS
OG0001504	LOC120457172|XP_039500400.1|DSAN	LOC108606484|XP_017852112.1|DBUS
OG0001505	LOC120446114|XP_039482843.1|DSAN	LOC108596015|XP_033149200.1|DBUS
OG0001506	LOC120446631|XP_039483627.1|DSAN	LOC108597639|XP_017839775.1|DBUS
OG0001507	LOC120445640|XP_039482115.1|DSAN	LOC108595005|XP_017835629.1|DBUS
OG0001508	LOC120445648|XP_039482124.1|DSAN	LOC108595466|XP_017836200.1|DBUS
OG0001509	LOC120446804|XP_039483898.1|DSAN	LOC108594921|XP_017835545.1|DBUS
OG0001510	LOC120443771|XP_039478999.1|DSAN	LOC108608138|XP_017854864.1|DBUS
OG0001511	LOC120445892|XP_039482478.1|DSAN	LOC108597145|XP_017839028.1|DBUS
OG0001512	LOC120448529|XP_039486503.1|DSAN	LOC108600835|XP_017844119.1|DBUS
OG0001513	LOC120447830|XP_039485351.1|DSAN	LOC108598229|XP_033149754.1|DBUS
OG0001515	LOC120454968|XP_039496683.1|DSAN	LOC108606768|XP_017852669.1|DBUS
OG0001517	LOC120452855|XP_039493230.1|DSAN	LOC108601751|XP_017845164.1|DBUS
OG0001518	LOC120456500|XP_039499301.1|DSAN	LOC108605740|XP_017851027.1|DBUS
OG0001520	LOC120451670|XP_039491481.1|DSAN, LOC120451671|XP_039491482.1|DSAN	LOC108602350|XP_017845939.1|DBUS
OG0001521	LOC120444637|XP_039480379.1|DSAN	LOC108607650|XP_033150801.1|DBUS
OG0001522	LOC120444794|XP_039480677.1|DSAN, LOC120443733|XP_039478922.1|DSAN	LOC108608415|XP_017855263.2|DBUS
OG0001524	LOC120444930|XP_039480865.1|DSAN, LOC120446019|XP_039482708.1|DSAN	LOC108594661|XP_017835292.1|DBUS
OG0001525	LOC120456081|XP_039498606.1|DSAN, LOC120455692|XP_039498034.1|DSAN	LOC108603586|XP_017848016.1|DBUS
OG0001526	LOC120455215|XP_039497114.1|DSAN, LOC120455216|XP_039497115.1|DSAN	LOC108606055|XP_017851390.1|DBUS
OG0001527	LOC120455960|XP_039498438.1|DSAN	LOC108607266|XP_033150240.1|DBUS
OG0001528	LOC120452133|XP_039492151.1|DSAN, LOC120452449|XP_039492613.1|DSAN	LOC108604346|XP_017849263.1|DBUS
OG0001529	LOC120455902|XP_039498338.1|DSAN	LOC108605745|XP_017851031.1|DBUS
OG0001530	LOC120458094|XP_039501556.1|DSAN	LOC108604692|XP_017849742.1|DBUS
OG0001531	LOC120446667|XP_039483672.1|DSAN	LOC108595523|XP_017836267.1|DBUS
OG0001534	LOC120457401|XP_039500914.1|DSAN	LOC108605294|XP_017850433.1|DBUS
OG0001535	LOC120456328|XP_039499030.1|DSAN	LOC108606925|XP_017852961.1|DBUS
OG0001536	LOC120456719|XP_039499634.1|DSAN	LOC108605736|XP_017851020.1|DBUS
OG0001537	LOC120458334|XP_039501885.1|DSAN	LOC108600395|XP_017843437.1|DBUS
OG0001538	LOC120455797|XP_039498189.1|DSAN	LOC108606341|XP_017851874.1|DBUS
OG0001539	LOC120444548|XP_039480232.1|DSAN	LOC108597052|XP_017838860.1|DBUS
OG0001540	LOC120443850|XP_039479145.1|DSAN	LOC108594259|XP_017834873.1|DBUS
OG0001541	LOC120448849|XP_039486989.1|DSAN	LOC108599413|XP_017841713.1|DBUS
OG0001542	LOC120452407|XP_039492559.1|DSAN	LOC108604323|XP_017849237.1|DBUS
OG0001543	LOC120455706|XP_039498048.1|DSAN	LOC108605541|XP_017850782.1|DBUS
OG0001544	LOC120456712|XP_039499628.1|DSAN	LOC108604973|XP_017850032.2|DBUS
OG0001545	LOC120456805|XP_039499776.1|DSAN	LOC108605664|XP_017850940.1|DBUS
OG0001546	LOC120455592|XP_039497898.1|DSAN	LOC108607110|XP_017853228.1|DBUS
OG0001548	LOC120457264|XP_039500612.1|DSAN	LOC108607175|XP_017853318.1|DBUS
OG0001549	LOC120445172|XP_039481306.1|DSAN	LOC108606567|XP_017852509.1|DBUS
OG0001550	LOC120452823|XP_039493162.1|DSAN	LOC108601741|XP_017845150.1|DBUS
OG0001551	LOC120452630|XP_039492873.1|DSAN	LOC108603464|XP_017847791.1|DBUS
OG0001552	LOC120451418|XP_039491022.1|DSAN	LOC108603924|XP_017848607.1|DBUS
OG0001553	LOC120456822|XP_039499805.1|DSAN	LOC108605093|XP_033150208.1|DBUS
OG0001554	LOC120450988|XP_039490225.1|DSAN	LOC108601588|XP_017844977.1|DBUS
OG0001556	LOC120445918|XP_039482509.1|DSAN	LOC108595646|XP_017836410.1|DBUS
OG0001557	LOC120455073|XP_039496858.1|DSAN	LOC108605208|XP_017850300.1|DBUS
OG0001558	LOC120455877|XP_039498290.1|DSAN	LOC108606946|XP_017852991.1|DBUS
OG0001559	LOC120453340|XP_039493939.1|DSAN	LOC108601659|XP_017845048.1|DBUS
OG0001560	LOC120453140|XP_039493624.1|DSAN	LOC108603381|XP_017847641.1|DBUS
OG0001561	LOC120452758|XP_039493074.1|DSAN	LOC108601657|XP_017845045.1|DBUS
OG0001562	LOC120444248|XP_039479698.1|DSAN	LOC108607833|XP_017854382.1|DBUS
OG0001563	LOC120448667|XP_039486738.1|DSAN	LOC108603397|XP_017847669.1|DBUS
OG0001564	LOC120450767|XP_039489841.1|DSAN	LOC108603070|XP_017847022.1|DBUS
OG0001565	LOC120453472|XP_039494135.1|DSAN	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC120451453|XP_039491066.1|DSAN	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC120446531|XP_039483478.1|DSAN	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC120451084|XP_039490385.1|DSAN	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC120453901|XP_039494760.1|DSAN	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC120451559|XP_039491296.1|DSAN	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC120458298|XP_039501831.1|DSAN	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC120456629|XP_039499485.1|DSAN	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC120448051|XP_039485734.1|DSAN	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC120456277|XP_039498949.1|DSAN	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC120451656|XP_039491465.1|DSAN	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC120453231|XP_039493765.1|DSAN	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC120451305|XP_039490804.1|DSAN	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC120444910|XP_039480836.1|DSAN	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC120457217|XP_039500520.1|DSAN	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC120445134|XP_039481219.1|DSAN	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC120455705|XP_039498047.1|DSAN	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC120446862|XP_039483996.1|DSAN	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC120448826|XP_039486961.1|DSAN	LOC108596789|XP_017838381.1|DBUS
OG0001584	LOC120449315|XP_039487641.1|DSAN	LOC108598370|XP_017840481.1|DBUS
OG0001585	LOC120455020|XP_039496780.1|DSAN	LOC108605203|XP_017850292.1|DBUS
OG0001586	LOC120447943|XP_039485555.1|DSAN	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC120458512|XP_039502117.1|DSAN	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC120458150|XP_039501630.1|DSAN	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC120448688|XP_039486773.1|DSAN	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC120447008|XP_039484249.1|DSAN	LOC108596608|XP_017838028.1|DBUS
OG0001591	LOC120452048|XP_039492043.1|DSAN	LOC108604407|XP_017849362.1|DBUS
OG0001592	LOC120457394|XP_039500902.1|DSAN	LOC108607582|XP_033149779.1|DBUS
OG0001593	LOC120455638|XP_039498000.1|DSAN	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC120451455|XP_039491071.1|DSAN	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC120445788|XP_039482327.1|DSAN	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC120445322|XP_039481577.1|DSAN	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC120444216|XP_039479706.1|DSAN, LOC120444130|XP_039479627.1|DSAN	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC120454710|XP_039496194.1|DSAN	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC120449148|XP_039487420.1|DSAN	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC120458579|XP_039502211.1|DSAN	LOC108608443|XP_017855308.1|DBUS
OG0001602	LOC120457798|XP_039501232.1|DSAN	LOC108598647|XP_017840847.2|DBUS
OG0001603	LOC120458661|XP_039502328.1|DSAN	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC120456460|XP_039499241.1|DSAN	LOC108605171|XP_033150421.1|DBUS
OG0001605	LOC120458269|XP_039501796.1|DSAN	LOC108595155|XP_017835814.1|DBUS
OG0001607	LOC120445762|XP_039482292.1|DSAN, LOC120457611|XP_039501052.1|DSAN, LOC120457612|XP_039501053.1|DSAN, LOC120457613|XP_039501055.1|DSAN	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC120447097|XP_039484439.1|DSAN	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC120444912|XP_039480839.1|DSAN	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC120445715|XP_039482214.1|DSAN	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC120445690|XP_039482181.1|DSAN	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC120458246|XP_039501768.1|DSAN	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC120458205|XP_039501717.1|DSAN	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC120458471|XP_039502059.1|DSAN	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC120444367|XP_039479901.1|DSAN	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC120444973|XP_039480932.1|DSAN	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC120444587|XP_039480290.1|DSAN	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC120449841|XP_039488435.1|DSAN	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC120453174|XP_039493672.1|DSAN	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC120444678|XP_039480472.1|DSAN	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC120445725|XP_039482227.1|DSAN	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC120455370|XP_039497411.1|DSAN	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC120443867|XP_039479168.1|DSAN	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC120444004|XP_039479417.1|DSAN	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC120444929|XP_039480864.1|DSAN	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS
