Orthogroup	DSAN.longest_only	DPER.longest_only
OG0000153	LOC120451577|XP_039491320.1|DSAN	LOC6588597|XP_002013631.1|DPER
OG0000153	LOC120453833|XP_039494660.1|DSAN	LOC6588624|XP_002013628.1|DPER
OG0000153	LOC120451576|XP_039491319.1|DSAN	LOC6588591|XP_002013629.2|DPER
OG0000154	LOC120452631|XP_039492875.1|DSAN	LOC6598833|XP_026849429.1|DPER
OG0000154	LOC120452632|XP_039492876.1|DSAN	LOC6598832|XP_026849435.1|DPER
OG0000154	LOC120449197|XP_039487492.1|DSAN	LOC113566039|XP_026845649.1|DPER
OG0000155	LOC120449186|XP_039487468.1|DSAN	LOC6597170|XP_002022348.1|DPER
OG0000155	LOC120449265|XP_039487581.1|DSAN	LOC6597196|XP_002022341.1|DPER
OG0000155	LOC120448978|XP_039487172.1|DSAN	LOC6597197|XP_002022342.1|DPER
OG0000157	LOC120458565|XP_039502192.1|DSAN	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER
OG0000157	LOC120447552|XP_039484939.1|DSAN	LOC113565052|XP_026841013.1|DPER
OG0000158	LOC120444707|XP_039480514.1|DSAN	LOC6600977|XP_026841188.1|DPER
OG0000158	LOC120449667|XP_039488200.1|DSAN	LOC113565999|XP_026845403.1|DPER
OG0000158	LOC120448946|XP_039487126.1|DSAN	LOC6596108|XP_002021261.2|DPER
OG0000159	LOC120447635|XP_039485072.1|DSAN	LOC6596168|XP_002021145.2|DPER
OG0000159	LOC120448194|XP_039485994.1|DSAN	LOC6598893|XP_026847869.1|DPER
OG0000159	LOC120448642|XP_039486703.1|DSAN	LOC6597048|XP_026845483.1|DPER
OG0000160	LOC120451440|XP_039491049.1|DSAN	LOC6587958|XP_002012778.1|DPER
OG0000160	LOC120453850|XP_039494688.1|DSAN	LOC6587907|XP_002012779.1|DPER
OG0000161	LOC120449817|XP_039488398.1|DSAN	LOC6600571|XP_026847610.1|DPER
OG0000161	LOC120457147|XP_039500352.1|DSAN	LOC6603227|XP_026845349.1|DPER
OG0000162	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN	LOC6603387|XP_002028373.1|DPER
OG0000162	LOC120447628|XP_039485066.1|DSAN	LOC6589167|XP_002015024.2|DPER
OG0000163	LOC120449329|XP_039487663.1|DSAN	LOC6593292|XP_002019185.1|DPER
OG0000163	LOC120458089|XP_039501541.1|DSAN	LOC6587704|XP_026840272.1|DPER
OG0000164	LOC120444701|XP_039480506.1|DSAN	LOC6592834|XP_002017686.1|DPER
OG0000165	LOC120455780|XP_039498171.1|DSAN	LOC6598661|XP_002023779.2|DPER, LOC6600107|XP_026846681.1|DPER
OG0000166	LOC120445044|XP_039481091.1|DSAN	LOC6600875|XP_002025910.1|DPER
OG0000166	LOC120445051|XP_039481102.1|DSAN	LOC6600870|XP_002025905.1|DPER
OG0000166	LOC120445045|XP_039481092.1|DSAN	LOC6600871|XP_026841757.1|DPER
OG0000167	LOC120448505|XP_039486473.1|DSAN	LOC6602505|XP_002027550.1|DPER
OG0000167	LOC120448889|XP_039487040.1|DSAN	LOC6602503|XP_026848840.1|DPER
OG0000167	LOC120449994|XP_039488638.1|DSAN	LOC6602506|XP_002027551.1|DPER
OG0000167	LOC120448507|XP_039486474.1|DSAN	LOC6602504|XP_002027549.2|DPER
OG0000168	LOC120458325|XP_039501877.1|DSAN	LOC113565162|XP_026842146.1|DPER, LOC6590047|XP_026842172.1|DPER
OG0000168	LOC120454271|XP_039495369.1|DSAN	LOC6588476|XP_002013825.2|DPER
OG0000168	LOC120452727|XP_039493026.1|DSAN	LOC6595264|XP_026851077.1|DPER
OG0000168	LOC120454268|XP_039495357.1|DSAN	LOC6595262|XP_002020078.2|DPER, LOC6595263|XP_026851130.1|DPER
OG0000169	LOC120452629|XP_039492872.1|DSAN	LOC6588463|XP_002013457.1|DPER
OG0000169	LOC120447495|XP_039484826.1|DSAN	LOC6599645|XP_002024755.2|DPER
OG0000169	LOC120451692|XP_039491521.1|DSAN	LOC6588226|XP_002013958.1|DPER
OG0000170	LOC120445951|XP_039482572.1|DSAN	LOC6589767|XP_026844617.1|DPER
OG0000170	LOC120445950|XP_039482569.1|DSAN	LOC6589766|XP_002014925.1|DPER
OG0000170	LOC120446322|XP_039483172.1|DSAN	LOC6589768|XP_002014927.1|DPER
OG0000171	LOC120445878|XP_039482751.1|DSAN	LOC6598082|XP_026843556.1|DPER
OG0000171	LOC120451198|XP_039490587.1|DSAN	LOC6588676|XP_026844905.1|DPER
OG0000171	LOC120456869|XP_039499896.1|DSAN	LOC6603374|XP_026845885.1|DPER
OG0000172	LOC120448014|XP_039485669.1|DSAN	LOC6600600|XP_002025590.2|DPER
OG0000173	LOC120445686|XP_039482176.1|DSAN	LOC6590945|XP_002016015.1|DPER
OG0000173	LOC120446598|XP_039483562.1|DSAN	LOC6590933|XP_002016012.1|DPER
OG0000174	LOC120452240|XP_039492303.1|DSAN	LOC6590910|XP_026842071.1|DPER
OG0000174	LOC120458882|XP_039502652.1|DSAN	LOC6593850|XP_002019218.1|DPER
OG0000174	LOC120445713|XP_039482207.1|DSAN	LOC6592364|XP_002017969.1|DPER
OG0000175	LOC120451302|XP_039490802.1|DSAN	LOC6594575|XP_002019826.1|DPER
OG0000175	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN	LOC6592066|XP_026848234.1|DPER
OG0000176	LOC120450130|XP_039488890.1|DSAN	LOC6599669|XP_002024801.1|DPER
OG0000176	LOC120450131|XP_039488891.1|DSAN	LOC6599665|XP_002024797.1|DPER
OG0000176	LOC120448053|XP_039485736.1|DSAN	LOC113566346|XP_026847408.1|DPER
OG0000176	LOC120448055|XP_039485738.1|DSAN	LOC6599662|XP_002024794.1|DPER
OG0000177	LOC120455520|XP_039497732.1|DSAN	LOC113566297|XP_026847132.1|DPER
OG0000177	LOC120447459|XP_039484773.1|DSAN	LOC113566771|XP_026849641.1|DPER
OG0000178	LOC120456378|XP_039499133.1|DSAN	LOC113566101|XP_026845952.1|DPER
OG0000179	LOC120455127|XP_039496958.1|DSAN	LOC6593033|XP_002017710.1|DPER
OG0000179	LOC120444365|XP_039479889.1|DSAN	LOC6591109|XP_026841469.1|DPER
OG0000179	LOC120458115|XP_039501582.1|DSAN	LOC6593359|XP_026843516.1|DPER
OG0000180	LOC120444401|XP_039479957.1|DSAN	LOC6592321|XP_002018555.1|DPER
OG0000180	LOC120444399|XP_039479955.1|DSAN, LOC120444402|XP_039479959.1|DSAN	LOC6592323|XP_002018557.1|DPER
OG0000181	LOC120452336|XP_039492433.1|DSAN	LOC6594585|XP_002019290.1|DPER
OG0000181	LOC120452244|XP_039492305.1|DSAN	LOC6587450|XP_002013053.1|DPER
OG0000181	LOC120453640|XP_039494368.1|DSAN	LOC6598755|XP_026845471.1|DPER
OG0000182	LOC120450801|XP_039489902.1|DSAN	LOC6588239|XP_002014129.1|DPER
OG0000182	LOC120451020|XP_039490279.1|DSAN	LOC6587677|XP_002014128.1|DPER
OG0000182	LOC120451018|XP_039490277.1|DSAN	LOC6588170|XP_002014127.1|DPER
OG0000183	LOC120448380|XP_039486296.1|DSAN	LOC6601664|XP_002026729.1|DPER
OG0000183	LOC120449076|XP_039487309.1|DSAN	LOC6601932|XP_026848776.1|DPER
OG0000184	LOC120449599|XP_039488103.1|DSAN	LOC6588908|XP_026844068.1|DPER
OG0000184	LOC120458704|XP_039502382.1|DSAN	LOC6588910|XP_002014616.1|DPER
OG0000185	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN	LOC6590477|XP_002016663.1|DPER
OG0000185	LOC120453713|XP_039494470.1|DSAN	LOC6591758|XP_002017419.1|DPER, LOC6591757|XP_002017418.1|DPER
OG0000186	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN	LOC6596899|XP_026849895.1|DPER, LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER, LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER
OG0000187	LOC120456188|XP_039498799.1|DSAN	LOC6597643|XP_002022746.1|DPER
OG0000188	LOC120455320|XP_039497328.1|DSAN	LOC6599347|XP_026847209.1|DPER
OG0000188	LOC120457066|XP_039500178.1|DSAN	LOC6599448|XP_026847207.1|DPER
OG0000189	LOC120458020|XP_039501457.1|DSAN	LOC6596288|XP_026843746.1|DPER
OG0000189	LOC120455411|XP_039497487.1|DSAN	LOC6598151|XP_026846353.1|DPER
OG0000189	LOC120455883|XP_039498301.1|DSAN	LOC6602585|XP_026845877.1|DPER
OG0000190	LOC120444868|XP_039480767.1|DSAN	LOC6590354|XP_026841949.1|DPER
OG0000190	LOC120455354|XP_039497386.1|DSAN	LOC6597034|XP_026845712.1|DPER
OG0000190	LOC120446498|XP_039483440.1|DSAN	LOC6590351|XP_002016420.1|DPER
OG0000191	LOC120458827|XP_039502576.1|DSAN	LOC6590792|XP_002015536.2|DPER
OG0000191	LOC120446294|XP_039483122.1|DSAN	LOC6590807|XP_002016353.1|DPER
OG0000192	LOC120454228|XP_039495262.1|DSAN	LOC113567323|XP_026850501.1|DPER
OG0000192	LOC120450167|XP_039488949.1|DSAN	LOC113565988|XP_026845379.1|DPER
OG0000192	LOC120450166|XP_039488948.1|DSAN	LOC6595906|XP_026845380.1|DPER
OG0000193	LOC120458359|XP_039501907.1|DSAN	LOC6589745|XP_002014996.2|DPER
OG0000193	LOC120450306|XP_039489188.1|DSAN	LOC6599609|XP_002024765.1|DPER
OG0000195	LOC120457200|XP_039500488.1|DSAN	LOC6603752|XP_002028717.1|DPER, LOC6604179|XP_026846674.1|DPER, LOC6600099|XP_002025203.1|DPER
OG0000195	LOC120444945|XP_039480884.1|DSAN	LOC6592776|XP_026841766.1|DPER
OG0000196	LOC120445832|XP_039482387.1|DSAN	LOC6603541|XP_002028512.2|DPER
OG0000196	LOC120446245|XP_039483051.1|DSAN	LOC6595424|XP_026844783.1|DPER
OG0000196	LOC120446081|XP_039482797.1|DSAN	LOC6603537|XP_026843437.1|DPER
OG0000197	LOC120455822|XP_039498220.1|DSAN	LOC6602888|XP_026845135.1|DPER
OG0000197	LOC120455833|XP_039498236.1|DSAN	LOC6602885|XP_026849666.1|DPER
OG0000197	LOC120455817|XP_039498216.1|DSAN	LOC6602886|XP_026849657.1|DPER
OG0000198	LOC120444917|XP_039480844.1|DSAN, LOC120444915|XP_039480842.1|DSAN, LOC120444142|XP_039479644.1|DSAN	LOC6603161|XP_002028176.1|DPER, LOC6601311|XP_026841453.1|DPER
OG0000199	LOC120444932|XP_039480866.1|DSAN	LOC6592860|XP_026841442.1|DPER
OG0000199	LOC120445794|XP_039482337.1|DSAN	LOC6592303|XP_002017566.1|DPER
OG0000200	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN	LOC6595234|XP_002020256.2|DPER
OG0000201	LOC120453936|XP_039494815.1|DSAN	LOC6598809|XP_026844368.1|DPER
OG0000201	LOC120453749|XP_039494516.1|DSAN	LOC6598806|XP_002023978.1|DPER
OG0000202	LOC120451630|XP_039491421.1|DSAN	LOC6594185|XP_002019816.1|DPER
OG0000202	LOC120449862|XP_039488456.1|DSAN	LOC6595806|XP_002021318.1|DPER
OG0000202	LOC120449861|XP_039488455.1|DSAN	LOC6590775|XP_002016463.2|DPER
OG0000203	LOC120445393|XP_039481734.1|DSAN	LOC6591309|XP_002016132.2|DPER
OG0000203	LOC120446174|XP_039482943.1|DSAN	LOC113565072|XP_026841210.1|DPER
OG0000203	LOC120446375|XP_039483240.1|DSAN	LOC6591307|XP_026842078.1|DPER
OG0000204	LOC120457769|XP_039501200.1|DSAN	LOC6592823|XP_002017752.1|DPER
OG0000204	LOC120448934|XP_039487104.1|DSAN, LOC120448796|XP_039486920.1|DSAN, LOC120448906|XP_039487063.1|DSAN, LOC120449094|XP_039487335.1|DSAN	LOC6590320|XP_026841115.1|DPER, LOC6590319|XP_026841116.1|DPER, LOC6599536|XP_026849433.1|DPER
OG0000205	LOC120450955|XP_039490175.1|DSAN	LOC6587789|XP_002012764.1|DPER
OG0000205	LOC120453498|XP_039494178.1|DSAN	LOC6588211|XP_002013381.1|DPER
OG0000206	LOC120446694|XP_039483725.1|DSAN	LOC6592540|XP_002018315.1|DPER
OG0000206	LOC120458312|XP_039501853.1|DSAN	LOC6595407|XP_026844785.1|DPER
OG0000206	LOC120445251|XP_039481459.1|DSAN	LOC6592539|XP_002018314.1|DPER
OG0000207	LOC120449692|XP_039488241.1|DSAN	LOC6600993|XP_002026179.1|DPER
OG0000207	LOC120448303|XP_039486177.1|DSAN	LOC6596224|XP_026845243.1|DPER
OG0000208	LOC120446129|XP_039482888.1|DSAN, LOC120444905|XP_039480831.1|DSAN, LOC120444906|XP_039480832.1|DSAN	LOC6602109|XP_002027123.1|DPER
OG0000208	LOC120446166|XP_039482931.1|DSAN, LOC120446562|XP_039483515.1|DSAN, LOC120444901|XP_039480825.1|DSAN	LOC6602110|XP_002027124.1|DPER
OG0000209	LOC120458830|XP_039502588.1|DSAN	LOC6590794|XP_026842909.1|DPER
OG0000210	LOC120445463|XP_039481842.1|DSAN	LOC6590462|XP_002015853.1|DPER
OG0000210	LOC120456185|XP_039498794.1|DSAN	LOC6600424|XP_026848404.1|DPER
OG0000211	LOC120454645|XP_039496080.1|DSAN	LOC6598704|XP_002023883.1|DPER
OG0000211	LOC120448844|XP_039486983.1|DSAN	LOC6588600|XP_002013948.1|DPER, LOC6591472|XP_002017463.1|DPER
OG0000211	LOC120452704|XP_039492996.1|DSAN	LOC6598706|XP_002023885.1|DPER
OG0000212	LOC120455241|XP_039497160.1|DSAN	LOC6589194|XP_002014618.1|DPER
OG0000212	LOC120445179|XP_039481364.1|DSAN	LOC6589193|XP_026844063.1|DPER
OG0000213	LOC120450554|XP_039489594.1|DSAN	LOC6602286|XP_026848556.1|DPER
OG0000213	LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN	LOC6590765|XP_002015397.2|DPER
OG0000214	LOC120455517|XP_039497724.1|DSAN	LOC6599389|XP_026847075.1|DPER
OG0000214	LOC120446928|XP_039484113.1|DSAN	LOC6591196|XP_002015445.1|DPER
OG0000214	LOC120452569|XP_039492785.1|DSAN	LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER
OG0000215	LOC120450462|XP_039489416.1|DSAN	LOC6602193|XP_026848038.1|DPER
OG0000215	LOC120449307|XP_039487632.1|DSAN	LOC6602192|XP_026848037.1|DPER
OG0000215	LOC120450463|XP_039489419.1|DSAN	LOC6595839|XP_026845456.1|DPER
OG0000216	LOC120448183|XP_039485972.1|DSAN	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER
OG0000216	LOC120456714|XP_039499630.1|DSAN	LOC6603240|XP_002028216.1|DPER
OG0000217	LOC120455889|XP_039498315.1|DSAN	LOC6597347|XP_002022549.1|DPER
OG0000217	LOC120455888|XP_039498314.1|DSAN	LOC6597348|XP_002022550.1|DPER
OG0000218	LOC120458865|XP_039502631.1|DSAN	LOC6590871|XP_002016163.1|DPER, LOC6588743|XP_002015090.1|DPER, LOC6588859|XP_002015089.1|DPER
OG0000218	LOC120447976|XP_039485608.1|DSAN	LOC6588857|XP_002015087.1|DPER
OG0000218	LOC120447968|XP_039485596.1|DSAN	LOC6588858|XP_002015088.1|DPER
OG0000219	LOC120458787|XP_039502502.1|DSAN	LOC6590590|XP_026841508.1|DPER
OG0000219	LOC120458946|XP_039502740.1|DSAN	LOC6590884|XP_026841510.1|DPER
OG0000219	LOC120458169|XP_039501660.1|DSAN	LOC6590592|XP_026841509.1|DPER
OG0000220	LOC120449767|XP_039488339.1|DSAN	LOC6603022|XP_002028043.1|DPER
OG0000220	LOC120449846|XP_039488438.1|DSAN	LOC6603020|XP_002028041.1|DPER
OG0000220	LOC120449800|XP_039488379.1|DSAN	LOC6603021|XP_002028042.1|DPER
OG0000221	LOC120445236|XP_039481434.1|DSAN	LOC6592960|XP_002017962.1|DPER
OG0000221	LOC120451987|XP_039491948.1|DSAN	LOC6588577|XP_002013622.2|DPER
OG0000221	LOC120445235|XP_039481429.1|DSAN	LOC6592959|XP_026841017.1|DPER
OG0000222	LOC120458059|XP_039501503.1|DSAN	LOC6598101|XP_002023243.2|DPER
OG0000223	LOC120450346|XP_039489255.1|DSAN	LOC6591058|XP_002016640.2|DPER, LOC6601011|XP_026849708.1|DPER
OG0000223	LOC120449263|XP_039487580.1|DSAN	LOC6597131|XP_002022319.1|DPER
OG0000223	LOC120449380|XP_039487749.1|DSAN	LOC6595822|XP_026845396.1|DPER
OG0000224	LOC120446619|XP_039483599.1|DSAN	LOC6592904|XP_026840866.1|DPER
OG0000224	LOC120447037|XP_039484317.1|DSAN	LOC6592353|XP_002018425.1|DPER
OG0000225	LOC120453839|XP_039494667.1|DSAN	LOC113566005|XP_026845454.1|DPER
OG0000225	LOC120453759|XP_039494526.1|DSAN	LOC6592129|XP_026839946.1|DPER
OG0000225	LOC120453860|XP_039494699.1|DSAN	LOC6592112|XP_002016838.2|DPER
OG0000226	LOC120448275|XP_039486137.1|DSAN	LOC6602823|XP_002027825.2|DPER
OG0000226	LOC120448278|XP_039486141.1|DSAN	LOC6602822|XP_002027824.1|DPER
OG0000226	LOC120450267|XP_039489106.1|DSAN	LOC6602817|XP_002027819.2|DPER
OG0000228	LOC120451043|XP_039490331.1|DSAN	LOC113564959|XP_026840570.1|DPER
OG0000228	LOC120455838|XP_039498242.1|DSAN, LOC120451122|XP_039490478.1|DSAN	LOC6596405|XP_026843531.1|DPER
OG0000229	LOC120453243|XP_039493779.1|DSAN	LOC6587187|XP_026840041.1|DPER
OG0000229	LOC120452036|XP_039492021.1|DSAN	LOC6594363|XP_026850362.1|DPER
OG0000230	LOC120444893|XP_039480814.1|DSAN	LOC6601345|XP_002026389.1|DPER, LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER
OG0000231	LOC120453902|XP_039494766.1|DSAN, LOC120453935|XP_039494816.1|DSAN, LOC120453925|XP_039494797.1|DSAN, LOC120458856|XP_039502617.1|DSAN	LOC6602220|XP_026843182.1|DPER, LOC6602219|XP_026843183.1|DPER, LOC6602218|XP_002027295.1|DPER
OG0000232	LOC120453459|XP_039494110.1|DSAN	LOC6591535|XP_002017319.2|DPER
OG0000232	LOC120443956|XP_039479346.1|DSAN	LOC6590307|XP_002015511.1|DPER
OG0000232	LOC120443952|XP_039479336.1|DSAN	LOC6590306|XP_002015510.2|DPER
OG0000233	LOC120453118|XP_039493594.1|DSAN	LOC6595052|XP_026846751.1|DPER
OG0000233	LOC120452065|XP_039492062.1|DSAN	LOC6598675|XP_002023762.2|DPER
OG0000233	LOC120452077|XP_039492075.1|DSAN	LOC6598677|XP_002023764.1|DPER
OG0000234	LOC120446074|XP_039482788.1|DSAN, LOC120446073|XP_039482786.1|DSAN	LOC113565260|XP_026842896.1|DPER
OG0000234	LOC120446627|XP_039483621.1|DSAN	LOC6590230|XP_026842894.1|DPER
OG0000235	LOC120452127|XP_039492144.1|DSAN	LOC6588111|XP_002013388.1|DPER
OG0000235	LOC120452126|XP_039492142.1|DSAN	LOC6587804|XP_002013387.1|DPER
OG0000235	LOC120452731|XP_039493034.1|DSAN	LOC6587986|XP_002013386.1|DPER
OG0000236	LOC120458228|XP_039501745.1|DSAN	LOC6589563|XP_026844814.1|DPER
OG0000236	LOC120458187|XP_039501689.1|DSAN	LOC6596549|XP_026843606.1|DPER
OG0000236	LOC120457028|XP_039500124.1|DSAN	LOC113566778|XP_026849659.1|DPER
OG0000237	LOC120443953|XP_039479337.1|DSAN	LOC6590277|XP_026841369.1|DPER
OG0000237	LOC120458837|XP_039502594.1|DSAN	LOC113565387|XP_026842995.1|DPER, LOC6588533|XP_002013838.1|DPER
OG0000238	LOC120444681|XP_039480476.1|DSAN, LOC120444680|XP_039480474.1|DSAN	LOC6589112|XP_026844118.1|DPER
OG0000238	LOC120444683|XP_039480479.1|DSAN	LOC6589111|XP_002015230.2|DPER
OG0000239	LOC120451675|XP_039491490.1|DSAN, LOC120452403|XP_039492554.1|DSAN	LOC6591504|XP_002016954.1|DPER
OG0000240	LOC120453009|XP_039493454.1|DSAN	LOC6591862|XP_026850168.1|DPER
OG0000240	LOC120453465|XP_039494116.1|DSAN	LOC6591864|XP_002017354.1|DPER
OG0000240	LOC120451708|XP_039491543.1|DSAN	LOC6591667|XP_026850989.1|DPER
OG0000241	LOC120450584|XP_039489637.1|DSAN	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER
OG0000242	LOC120457504|XP_039500990.1|DSAN, LOC120457535|XP_039501014.1|DSAN, LOC120457629|XP_039501062.1|DSAN	LOC113567167|XP_026850141.1|DPER, LOC113567102|XP_026850080.1|DPER, LOC113566204|XP_026846611.1|DPER, LOC113566042|XP_026845670.1|DPER, LOC113567206|XP_026850182.1|DPER, LOC113566839|XP_026849809.1|DPER, LOC113566932|XP_026849944.1|DPER, LOC113566125|XP_026846060.1|DPER, LOC113566975|XP_026850016.1|DPER, LOC113567054|XP_026850055.1|DPER, LOC113566863|XP_026849826.1|DPER, LOC113566958|XP_026850002.1|DPER
OG0000243	LOC120450197|XP_039488999.1|DSAN	LOC6591382|XP_002017246.1|DPER, LOC113566401|XP_026847612.1|DPER, LOC6600587|XP_026847647.1|DPER
OG0000244	LOC120453666|XP_039494410.1|DSAN, LOC120453427|XP_039494066.1|DSAN	LOC6588573|XP_002013626.1|DPER
OG0000244	LOC120453068|XP_039493526.1|DSAN	LOC6588654|XP_026840020.1|DPER, LOC6588634|XP_002013625.1|DPER
OG0000246	LOC120446911|XP_039484081.1|DSAN	LOC6589975|XP_002016323.2|DPER
OG0000247	LOC120447895|XP_039485471.1|DSAN, LOC120447894|XP_039485470.1|DSAN	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER
OG0000248	LOC120448134|XP_039485886.1|DSAN	LOC6604155|XP_026845361.1|DPER
OG0000248	LOC120447689|XP_039485153.1|DSAN	LOC6596088|XP_002021241.2|DPER
OG0000248	LOC120446830|XP_039483946.1|DSAN	LOC6590727|XP_002016178.1|DPER
OG0000249	LOC120445782|XP_039482323.1|DSAN	LOC6588766|XP_002014851.1|DPER
OG0000249	LOC120445766|XP_039482300.1|DSAN	LOC6588765|XP_002014850.1|DPER
OG0000249	LOC120455752|XP_039498120.1|DSAN	LOC6588764|XP_002014849.1|DPER
OG0000250	LOC120445398|XP_039481746.1|DSAN	LOC113565518|XP_026843585.1|DPER
OG0000250	LOC120443723|XP_039478906.1|DSAN	LOC6602262|XP_002027292.1|DPER
OG0000250	LOC120445389|XP_039481732.1|DSAN	LOC6602217|XP_026843584.1|DPER
OG0000251	LOC120455359|XP_039497399.1|DSAN	LOC6597681|XP_026848890.1|DPER
OG0000251	LOC120446798|XP_039483888.1|DSAN	LOC6601282|XP_002026354.1|DPER
OG0000251	LOC120447762|XP_039485241.1|DSAN	LOC6604362|XP_002029266.2|DPER
OG0000252	LOC120446524|XP_039483470.1|DSAN	LOC6592595|XP_002018075.2|DPER
OG0000252	LOC120445445|XP_039481815.1|DSAN	LOC6592710|XP_026841740.1|DPER
OG0000252	LOC120446525|XP_039483471.1|DSAN	LOC6592596|XP_002018076.1|DPER
OG0000253	LOC120444405|XP_039479962.1|DSAN, LOC120444403|XP_039479960.1|DSAN	LOC6592319|XP_002018553.1|DPER
OG0000253	LOC120444397|XP_039479952.1|DSAN, LOC120444398|XP_039479953.1|DSAN	LOC6592318|XP_002018552.1|DPER
OG0000254	LOC120451613|XP_039491387.1|DSAN, LOC120454214|XP_039495245.1|DSAN, LOC120451614|XP_039491388.1|DSAN, LOC120454223|XP_039495257.1|DSAN	LOC6588301|XP_026842421.1|DPER, LOC6588328|XP_002013800.1|DPER
OG0000255	LOC120446870|XP_039484010.1|DSAN	LOC6590196|XP_026841102.1|DPER
OG0000255	LOC120446869|XP_039484008.1|DSAN	LOC6590197|XP_002015828.1|DPER
OG0000256	LOC120445220|XP_039481410.1|DSAN	LOC6591225|XP_026842138.1|DPER
OG0000256	LOC120445860|XP_039482435.1|DSAN	LOC6590485|XP_026842610.1|DPER
OG0000257	LOC120446845|XP_039483972.1|DSAN	LOC6590918|XP_002015409.1|DPER
OG0000258	LOC120443745|XP_039478941.1|DSAN	LOC6593335|XP_026843500.1|DPER
OG0000258	LOC120443746|XP_039478942.1|DSAN	LOC6594861|XP_026850612.1|DPER
OG0000258	LOC120443748|XP_039478944.1|DSAN	LOC6595746|XP_026845387.1|DPER
OG0000259	LOC120453974|XP_039494860.1|DSAN	LOC113567331|XP_026850586.1|DPER
OG0000259	LOC120444093|XP_039479554.1|DSAN, LOC120458431|XP_039502007.1|DSAN, LOC120458531|XP_039502142.1|DSAN, LOC120454892|XP_039496474.1|DSAN	LOC6593441|XP_002019197.2|DPER
OG0000260	LOC120443972|XP_039479378.1|DSAN	LOC6589920|XP_002015722.1|DPER
OG0000260	LOC120453346|XP_039493949.1|DSAN	LOC6592114|XP_002016840.2|DPER
OG0000260	LOC120443979|XP_039479387.1|DSAN	LOC6589921|XP_002015723.1|DPER
OG0000261	LOC120458713|XP_039502395.1|DSAN	LOC6588988|XP_002015170.1|DPER
OG0000261	LOC120443935|XP_039479317.1|DSAN	LOC6588989|XP_002015171.1|DPER
OG0000262	LOC120449176|XP_039487452.1|DSAN	LOC6599470|XP_026849432.1|DPER
OG0000262	LOC120449027|XP_039487243.1|DSAN	LOC6599469|XP_026849407.1|DPER
OG0000262	LOC120444876|XP_039480789.1|DSAN	LOC6590715|XP_026841027.1|DPER
OG0000263	LOC120446008|XP_039482692.1|DSAN	LOC6590218|XP_002016531.2|DPER
OG0000263	LOC120449271|XP_039487588.1|DSAN	LOC6601424|XP_002026460.2|DPER
OG0000264	LOC120455240|XP_039497156.1|DSAN	LOC6598542|XP_026846178.1|DPER
OG0000264	LOC120457261|XP_039500610.1|DSAN	LOC6598543|XP_002023739.1|DPER
OG0000264	LOC120453823|XP_039494640.1|DSAN	LOC6594744|XP_002020396.1|DPER
OG0000265	LOC120447517|XP_039484872.1|DSAN, LOC120445440|XP_039481807.1|DSAN, LOC120445316|XP_039481569.1|DSAN, LOC120445987|XP_039482654.1|DSAN, LOC120449847|XP_039488439.1|DSAN	LOC6601071|XP_026847310.1|DPER
OG0000266	LOC120445289|XP_039481526.1|DSAN	LOC113565566|XP_026843720.1|DPER, LOC6592880|XP_002018547.1|DPER
OG0000266	LOC120445510|XP_039481902.1|DSAN	LOC6592882|XP_002018549.1|DPER
OG0000267	LOC120453312|XP_039493902.1|DSAN	LOC6594786|XP_002020540.1|DPER
