Orthogroup	DSAN.longest_only	DKIK.longest_only
OG0000345	LOC120446836|XP_039483955.1|DSAN	LOC108081793|XP_017032500.1|DKIK
OG0000346	LOC120446925|XP_039484101.1|DSAN	LOC108078285|XP_017027542.1|DKIK
OG0000346	LOC120444939|XP_039480877.1|DSAN, LOC120444913|XP_039480840.1|DSAN	LOC108080433|XP_017030655.1|DKIK
OG0000347	LOC120450035|XP_039488720.1|DSAN	LOC108083140|XP_017034311.1|DKIK
OG0000347	LOC120458951|XP_039502751.1|DSAN	LOC108074444|XP_017021971.1|DKIK
OG0000348	LOC120458461|XP_039502045.1|DSAN	LOC108077443|XP_017026251.1|DKIK
OG0000348	LOC120458193|XP_039501697.1|DSAN	LOC108077313|XP_017026090.1|DKIK
OG0000349	LOC120446068|XP_039482781.1|DSAN	LOC108072608|XP_017019320.1|DKIK
OG0000350	LOC120447733|XP_039485211.1|DSAN	LOC108073774|XP_017021030.1|DKIK
OG0000350	LOC120450184|XP_039488982.1|DSAN	LOC108073805|XP_017021068.1|DKIK
OG0000350	LOC120453192|XP_039493691.1|DSAN	LOC108084987|XP_017036900.1|DKIK
OG0000351	LOC120445578|XP_039482000.1|DSAN	LOC108072382|XP_017018971.1|DKIK
OG0000351	LOC120445487|XP_039481868.1|DSAN	LOC108072383|XP_017018974.1|DKIK
OG0000353	LOC120452545|XP_039492754.1|DSAN	LOC108085031|XP_017036967.1|DKIK
OG0000353	LOC120451287|XP_039490771.1|DSAN	LOC108075892|XP_017023995.1|DKIK
OG0000354	LOC120450225|XP_039489040.1|DSAN	LOC108074538|XP_017022115.1|DKIK
OG0000354	LOC120450236|XP_039489052.1|DSAN	LOC108074545|XP_017022128.1|DKIK
OG0000355	LOC120451381|XP_039490977.1|DSAN	LOC108076779|XP_017025271.1|DKIK
OG0000355	LOC120458291|XP_039501823.1|DSAN	LOC108070928|XP_017017068.1|DKIK
OG0000356	LOC120445775|XP_039482307.1|DSAN	LOC108079649|XP_017029531.1|DKIK
OG0000356	LOC120445851|XP_039482423.1|DSAN	LOC108079534|XP_017029359.1|DKIK
OG0000357	LOC120458333|XP_039501918.1|DSAN, LOC120458243|XP_039501805.1|DSAN	LOC108079465|XP_017029299.1|DKIK
OG0000358	LOC120452188|XP_039492232.1|DSAN	LOC108084142|XP_017035676.1|DKIK
OG0000358	LOC120452279|XP_039492344.1|DSAN	LOC108084114|XP_017035633.1|DKIK
OG0000358	LOC120454524|XP_039495823.1|DSAN	LOC108072954|XP_017019870.1|DKIK
OG0000359	LOC120447794|XP_039485289.1|DSAN	LOC108082980|XP_017034091.1|DKIK, LOC108082967|XP_017034079.1|DKIK
OG0000359	LOC120449785|XP_039488360.1|DSAN	LOC108082966|XP_017034078.1|DKIK
OG0000359	LOC120449245|XP_039487555.1|DSAN	LOC108082964|XP_017034075.1|DKIK
OG0000360	LOC120452446|XP_039492609.1|DSAN	LOC108071367|XP_017017599.1|DKIK
OG0000360	LOC120452443|XP_039492607.1|DSAN	LOC108071283|XP_017017462.1|DKIK, LOC108071280|XP_017017461.1|DKIK
OG0000360	LOC120452445|XP_039492608.1|DSAN	LOC108071366|XP_017017597.1|DKIK
OG0000361	LOC120454472|XP_039495737.1|DSAN, LOC120451868|XP_039491806.1|DSAN	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK
OG0000361	LOC120458385|XP_039501938.1|DSAN	LOC108076860|XP_017025379.1|DKIK
OG0000362	LOC120454848|XP_039496295.1|DSAN	LOC108085509|XP_017037625.1|DKIK
OG0000362	LOC120450509|XP_039489496.1|DSAN	LOC108083316|XP_017034542.1|DKIK
OG0000363	LOC120454583|XP_039495943.1|DSAN	LOC108081049|XP_017031508.1|DKIK
OG0000363	LOC120447472|XP_039484797.1|DSAN	LOC108078917|XP_017028543.1|DKIK
OG0000364	LOC120450111|XP_039488853.1|DSAN	LOC108075035|XP_017022780.1|DKIK
OG0000365	LOC120446106|XP_039482834.1|DSAN	LOC108076827|XP_017025350.1|DKIK
OG0000365	LOC120443839|XP_039479134.1|DSAN	LOC108076900|XP_017025429.1|DKIK
OG0000366	LOC120455786|XP_039498179.1|DSAN	LOC108081463|XP_017032141.1|DKIK
OG0000366	LOC120453455|XP_039494104.1|DSAN	LOC108077678|XP_017026589.1|DKIK
OG0000367	LOC120449291|XP_039487611.1|DSAN	LOC108078846|XP_017028430.1|DKIK
OG0000367	LOC120445880|XP_039482459.1|DSAN	LOC108076616|XP_017025028.1|DKIK
OG0000368	LOC120447768|XP_039485249.1|DSAN	LOC108073834|XP_017021102.1|DKIK
OG0000368	LOC120447769|XP_039485253.1|DSAN	LOC108073870|XP_017021146.1|DKIK
OG0000370	LOC120447615|XP_039485042.1|DSAN	LOC108085493|XP_017037601.1|DKIK
OG0000370	LOC120450284|XP_039489135.1|DSAN	LOC108085497|XP_017037606.1|DKIK
OG0000370	LOC120445335|XP_039481604.1|DSAN	LOC108080061|XP_017030132.1|DKIK
OG0000371	LOC120455897|XP_039498328.1|DSAN	LOC108083770|XP_017035184.1|DKIK
OG0000371	LOC120457714|XP_039501145.1|DSAN	LOC108078060|XP_017027114.1|DKIK
OG0000371	LOC120453961|XP_039494844.1|DSAN	LOC108085574|XP_017037703.1|DKIK
OG0000372	LOC120448292|XP_039486164.1|DSAN	LOC108071901|XP_017018321.1|DKIK
OG0000372	LOC120446803|XP_039483896.1|DSAN, LOC120446802|XP_039483895.1|DSAN	LOC108074555|XP_017022142.1|DKIK, LOC108074556|XP_017022144.1|DKIK
OG0000373	LOC120445095|XP_039481160.1|DSAN	LOC108082127|XP_017032918.1|DKIK
OG0000375	LOC120447510|XP_039484856.1|DSAN, LOC120447511|XP_039484857.1|DSAN	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK
OG0000375	LOC120447512|XP_039484858.1|DSAN	LOC108078684|XP_017028120.1|DKIK
OG0000376	LOC120456228|XP_039498847.1|DSAN	LOC108079441|XP_017029264.1|DKIK
OG0000377	LOC120456332|XP_039499033.1|DSAN	LOC108079951|XP_017029996.1|DKIK
OG0000377	LOC120451358|XP_039490928.1|DSAN	LOC108075491|XP_017023439.1|DKIK
OG0000378	LOC120444839|XP_039480730.1|DSAN	LOC108072969|XP_017019891.1|DKIK
OG0000378	LOC120456423|XP_039499188.1|DSAN	LOC108084242|XP_017035869.1|DKIK
OG0000379	LOC120458539|XP_039502153.1|DSAN	LOC108070907|XP_017017052.1|DKIK
OG0000379	LOC120458538|XP_039502152.1|DSAN	LOC108070909|XP_017017053.1|DKIK
OG0000379	LOC120458274|XP_039501806.1|DSAN	LOC108070876|XP_017017009.1|DKIK
OG0000380	LOC120449675|XP_039488211.1|DSAN	LOC108071660|XP_017017953.1|DKIK
OG0000381	LOC120458858|XP_039502620.1|DSAN	LOC108075796|XP_017023854.1|DKIK
OG0000381	LOC120457841|XP_039501287.1|DSAN	LOC108082838|XP_017033892.1|DKIK
OG0000382	LOC120448734|XP_039486846.1|DSAN	LOC108072814|XP_017019600.1|DKIK
OG0000383	LOC120443755|XP_039478952.1|DSAN	LOC108074604|XP_017022209.1|DKIK
OG0000383	LOC120447095|XP_039484435.1|DSAN	LOC108077116|XP_017025799.1|DKIK
OG0000384	LOC120446456|XP_039483386.1|DSAN	LOC108073142|XP_017020139.1|DKIK
OG0000384	LOC120446639|XP_039483641.1|DSAN	LOC108073127|XP_017020115.1|DKIK
OG0000385	LOC120456990|XP_039500074.1|DSAN	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK
OG0000385	LOC120456991|XP_039500076.1|DSAN	LOC108079241|XP_017029014.1|DKIK
OG0000386	LOC120449779|XP_039488353.1|DSAN	LOC108078654|XP_017028074.1|DKIK
OG0000386	LOC120449778|XP_039488351.1|DSAN	LOC108078647|XP_017028064.1|DKIK
OG0000386	LOC120453047|XP_039493501.1|DSAN	LOC108074383|XP_017021898.1|DKIK
OG0000387	LOC120450069|XP_039488781.1|DSAN, LOC120458085|XP_039501536.1|DSAN, LOC120450617|XP_039489697.1|DSAN, LOC120458863|XP_039502632.1|DSAN, LOC120458790|XP_039502508.1|DSAN	LOC108079572|XP_017029405.1|DKIK
OG0000388	LOC120450119|XP_039488875.1|DSAN	LOC108075045|XP_017022802.1|DKIK
OG0000388	LOC120450118|XP_039488874.1|DSAN	LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK
OG0000389	LOC120449134|XP_039487381.1|DSAN	LOC108078911|XP_017028532.1|DKIK
OG0000390	LOC120443682|XP_039478888.1|DSAN	LOC108077010|XP_017025577.1|DKIK
OG0000391	LOC120445461|XP_039481839.1|DSAN	LOC108082331|XP_017033150.1|DKIK
OG0000391	LOC120446389|XP_039483259.1|DSAN	LOC108082354|XP_017033182.1|DKIK
OG0000392	LOC120458466|XP_039502051.1|DSAN	LOC108081362|XP_017032003.1|DKIK
OG0000392	LOC120458833|XP_039502589.1|DSAN	LOC108081453|XP_017032132.1|DKIK
OG0000393	LOC120446413|XP_039483295.1|DSAN	LOC108074822|XP_017022509.1|DKIK
OG0000393	LOC120444801|XP_039480682.1|DSAN	LOC108074771|XP_017022437.1|DKIK
OG0000394	LOC120455126|XP_039496953.1|DSAN	LOC108084456|XP_017036154.1|DKIK
OG0000394	LOC120455125|XP_039496952.1|DSAN	LOC108084459|XP_017036159.1|DKIK
OG0000395	LOC120450185|XP_039488983.1|DSAN	LOC108073819|XP_017021086.1|DKIK
OG0000395	LOC120450186|XP_039488984.1|DSAN	LOC108073772|XP_017021027.1|DKIK
OG0000395	LOC120450188|XP_039488987.1|DSAN	LOC108073830|XP_017021098.1|DKIK
OG0000396	LOC120452047|XP_039492045.1|DSAN, LOC120452070|XP_039492070.1|DSAN	LOC108079665|XP_017029551.1|DKIK
OG0000397	LOC120443936|XP_039479318.1|DSAN	LOC108077902|XP_017026929.1|DKIK, LOC108077903|XP_017026930.1|DKIK
OG0000398	LOC120445337|XP_039481607.1|DSAN	LOC108076214|XP_017024443.1|DKIK
OG0000399	LOC120452869|XP_039493248.1|DSAN	LOC108075654|XP_017023689.1|DKIK
OG0000399	LOC120445627|XP_039482086.1|DSAN	LOC108086118|XP_017038454.1|DKIK
OG0000400	LOC120456462|XP_039499242.1|DSAN	LOC108084262|XP_017035905.1|DKIK
OG0000400	LOC120455548|XP_039497821.1|DSAN	LOC108084288|XP_017035940.1|DKIK
OG0000401	LOC120455448|XP_039497588.1|DSAN	LOC108085230|XP_017037258.1|DKIK
OG0000402	LOC120456074|XP_039498597.1|DSAN	LOC108083784|XP_017035199.1|DKIK
OG0000403	LOC120453123|XP_039493604.1|DSAN	LOC108073480|XP_017020623.1|DKIK
OG0000403	LOC120445677|XP_039482166.1|DSAN	LOC108076303|XP_017024563.1|DKIK
OG0000404	LOC120454321|XP_039495457.1|DSAN	LOC108085838|XP_017038084.1|DKIK
OG0000405	LOC120455570|XP_039497871.1|DSAN	LOC108071184|XP_017017359.1|DKIK
OG0000405	LOC120451895|XP_039491838.1|DSAN	LOC108084223|XP_017035837.1|DKIK
OG0000406	LOC120450351|XP_039489259.1|DSAN	LOC108078611|XP_017028020.1|DKIK
OG0000406	LOC120457722|XP_039501156.1|DSAN	LOC108082334|XP_017033153.1|DKIK
OG0000407	LOC120449452|XP_039487858.1|DSAN	LOC108078765|XP_017028292.1|DKIK
OG0000407	LOC120449450|XP_039487855.1|DSAN	LOC108078763|XP_017028290.1|DKIK
OG0000408	LOC120452141|XP_039492164.1|DSAN	LOC108073184|XP_017020182.1|DKIK
OG0000408	LOC120458271|XP_039501798.1|DSAN	LOC108073620|XP_017020808.1|DKIK
OG0000409	LOC120446617|XP_039483597.1|DSAN	LOC108072887|XP_017019697.1|DKIK
OG0000409	LOC120444613|XP_039480332.1|DSAN	LOC108078205|XP_017027378.1|DKIK
OG0000410	LOC120444590|XP_039480293.1|DSAN	LOC108085359|XP_017037418.1|DKIK
OG0000410	LOC120444591|XP_039480296.1|DSAN	LOC108085330|XP_017037375.1|DKIK
OG0000410	LOC120446706|XP_039483741.1|DSAN	LOC108085329|XP_017037374.1|DKIK
OG0000411	LOC120454576|XP_039495910.1|DSAN	LOC108085431|XP_017037511.1|DKIK
OG0000411	LOC120458559|XP_039502178.1|DSAN	LOC108082111|XP_017032900.1|DKIK
OG0000412	LOC120446211|XP_039483000.1|DSAN	LOC108076714|XP_017025165.1|DKIK
OG0000412	LOC120450639|XP_039489723.1|DSAN	LOC108072804|XP_017019584.1|DKIK
OG0000413	LOC120452263|XP_039492327.1|DSAN	LOC108083175|XP_017034351.1|DKIK
OG0000413	LOC120454544|XP_039495858.1|DSAN	LOC108075362|XP_017023261.1|DKIK
OG0000414	LOC120445330|XP_039481589.1|DSAN	LOC108082351|XP_017033176.1|DKIK
OG0000414	LOC120458363|XP_039501910.1|DSAN	LOC108071389|XP_017017622.1|DKIK
OG0000415	LOC120446086|XP_039482808.1|DSAN	LOC108072374|XP_017018963.1|DKIK
OG0000415	LOC120445841|XP_039482402.1|DSAN	LOC108072387|XP_017018980.1|DKIK
OG0000416	LOC120456269|XP_039498931.1|DSAN	LOC108082924|XP_017034002.1|DKIK
OG0000416	LOC120456557|XP_039499371.1|DSAN	LOC108071784|XP_017018136.1|DKIK
OG0000417	LOC120452966|XP_039493391.1|DSAN	LOC108081123|XP_017031626.1|DKIK
OG0000417	LOC120452921|XP_039493318.1|DSAN	LOC108073751|XP_017021008.1|DKIK
OG0000418	LOC120446823|XP_039483934.1|DSAN	LOC108080261|XP_017030412.1|DKIK
OG0000418	LOC120457177|XP_039500406.1|DSAN	LOC108084968|XP_017036877.1|DKIK
OG0000419	LOC120447058|XP_039484381.1|DSAN	LOC108078168|XP_017027313.1|DKIK
OG0000419	LOC120455233|XP_039497143.1|DSAN	LOC108080554|XP_017030848.1|DKIK
OG0000421	LOC120458318|XP_039501861.1|DSAN	LOC108085242|XP_017037275.1|DKIK
OG0000421	LOC120449584|XP_039488083.1|DSAN	LOC108073640|XP_017020848.1|DKIK
OG0000423	LOC120445516|XP_039481907.1|DSAN	LOC108081152|XP_017031680.1|DKIK
OG0000423	LOC120446142|XP_039482901.1|DSAN	LOC108081134|XP_017031644.1|DKIK
OG0000424	LOC120451290|XP_039490775.1|DSAN	LOC108073403|XP_017020484.1|DKIK
OG0000424	LOC120446385|XP_039483253.1|DSAN	LOC108082605|XP_017033569.1|DKIK
OG0000425	LOC120445493|XP_039481874.1|DSAN	LOC108076249|XP_017024486.1|DKIK
OG0000425	LOC120446716|XP_039483761.1|DSAN	LOC108076593|XP_017024995.1|DKIK
OG0000426	LOC120458703|XP_039502381.1|DSAN, LOC120458729|XP_039502412.1|DSAN, LOC120458498|XP_039502099.1|DSAN	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK
OG0000428	LOC120449887|XP_039488498.1|DSAN	LOC108080197|XP_017030338.1|DKIK
OG0000428	LOC120448111|XP_039485848.1|DSAN	LOC108080193|XP_017030334.1|DKIK
OG0000429	LOC120457776|XP_039501207.1|DSAN	LOC108077906|XP_017026933.1|DKIK
OG0000429	LOC120444684|XP_039480481.1|DSAN	LOC108078209|XP_017027382.1|DKIK
OG0000430	LOC120452944|XP_039493360.1|DSAN, LOC120452941|XP_039493356.1|DSAN	LOC108073692|XP_017020913.1|DKIK
OG0000430	LOC120452268|XP_039492331.1|DSAN	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK
OG0000431	LOC120446594|XP_039483559.1|DSAN, LOC120446593|XP_039483558.1|DSAN, LOC120452919|XP_039493320.1|DSAN	LOC108074970|XP_017022692.1|DKIK, LOC108074969|XP_017022691.1|DKIK, LOC108075366|XP_017023265.1|DKIK, LOC108075442|XP_017023386.1|DKIK, LOC108075467|XP_017023411.1|DKIK, LOC108075472|XP_017023415.1|DKIK, LOC108075468|XP_017023412.1|DKIK, LOC108075445|XP_017023388.1|DKIK, LOC108075461|XP_017023405.1|DKIK, LOC108075460|XP_017023404.1|DKIK, LOC108075478|XP_017023421.1|DKIK, LOC108075132|XP_017022904.1|DKIK, LOC108075180|XP_017023002.1|DKIK
OG0000433	LOC120457337|XP_039500778.1|DSAN	LOC108083445|XP_017034694.1|DKIK
OG0000433	LOC120449700|XP_039488249.1|DSAN	LOC108084394|XP_017036078.1|DKIK
OG0000434	LOC120453076|XP_039493536.1|DSAN	LOC108083633|XP_017034992.1|DKIK
OG0000435	LOC120456736|XP_039499659.1|DSAN	LOC108080042|XP_017030109.1|DKIK
OG0000437	LOC120446992|XP_039484230.1|DSAN	LOC108077166|XP_017025890.1|DKIK
OG0000437	LOC120456391|XP_039499156.1|DSAN	LOC108077262|XP_017026017.1|DKIK
OG0000438	LOC120453590|XP_039494286.1|DSAN	LOC108085874|XP_017038125.1|DKIK
OG0000439	LOC120458146|XP_039501626.1|DSAN	LOC108076349|XP_017024634.1|DKIK
OG0000439	LOC120449954|XP_039488589.1|DSAN	LOC108083169|XP_017034345.1|DKIK
OG0000440	LOC120444601|XP_039480310.1|DSAN	LOC108077986|XP_017027018.1|DKIK
OG0000440	LOC120445849|XP_039482415.1|DSAN	LOC108082620|XP_017033588.1|DKIK
OG0000441	LOC120446037|XP_039482735.1|DSAN	LOC108074643|XP_017022247.1|DKIK
OG0000441	LOC120445116|XP_039481197.1|DSAN	LOC108074644|XP_017022249.1|DKIK
OG0000443	LOC120449811|XP_039488391.1|DSAN	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK
OG0000443	LOC120449810|XP_039488390.1|DSAN	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK
OG0000444	LOC120455542|XP_039497817.1|DSAN	LOC108074770|XP_017022436.1|DKIK
OG0000444	LOC120458569|XP_039502201.1|DSAN	LOC108074843|XP_017022540.1|DKIK
OG0000445	LOC120458845|XP_039502605.1|DSAN, LOC120445781|XP_039482319.1|DSAN	LOC108072256|XP_017018815.1|DKIK
OG0000446	LOC120455007|XP_039496761.1|DSAN	LOC108071671|XP_017017965.1|DKIK
OG0000446	LOC120455560|XP_039497848.1|DSAN	LOC108071847|XP_017018250.1|DKIK
OG0000446	LOC120458549|XP_039502164.1|DSAN	LOC108081512|XP_017032220.1|DKIK
OG0000447	LOC120449935|XP_039488567.1|DSAN	LOC108079776|XP_017029708.1|DKIK
OG0000448	LOC120453892|XP_039494743.1|DSAN	LOC108082707|XP_017033707.1|DKIK
OG0000448	LOC120453277|XP_039493839.1|DSAN	LOC108082730|XP_017033728.1|DKIK
OG0000449	LOC120448191|XP_039485990.1|DSAN	LOC108071941|XP_017018395.1|DKIK
OG0000449	LOC120444449|XP_039480044.1|DSAN	LOC108072563|XP_017019234.1|DKIK
OG0000450	LOC120455472|XP_039497628.1|DSAN	LOC108079404|XP_017029217.1|DKIK
OG0000450	LOC120455561|XP_039497849.1|DSAN	LOC108084703|XP_017036529.1|DKIK
OG0000451	LOC120457357|XP_039500809.1|DSAN	LOC108076082|XP_017024283.1|DKIK
OG0000451	LOC120457358|XP_039500812.1|DSAN	LOC108076081|XP_017024282.1|DKIK
OG0000453	LOC120453808|XP_039494616.1|DSAN	LOC108084913|XP_017036799.1|DKIK
OG0000453	LOC120454118|XP_039495082.1|DSAN	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK
OG0000454	LOC120453921|XP_039494790.1|DSAN	LOC108070654|XP_017016711.1|DKIK
OG0000454	LOC120449932|XP_039488563.1|DSAN	LOC108079774|XP_017029706.1|DKIK
OG0000455	LOC120446816|XP_039483919.1|DSAN	LOC108078224|XP_017027407.1|DKIK
OG0000456	LOC120454870|XP_039496361.1|DSAN	LOC108072278|XP_017018836.1|DKIK
OG0000456	LOC120447077|XP_039484406.1|DSAN	LOC108074417|XP_017021940.1|DKIK
OG0000457	LOC120458536|XP_039502149.1|DSAN	LOC108082674|XP_017033662.1|DKIK
OG0000457	LOC120443734|XP_039478923.1|DSAN	LOC108082816|XP_017033863.1|DKIK
OG0000458	LOC120454586|XP_039495971.1|DSAN	LOC108077048|XP_017025684.1|DKIK
OG0000460	LOC120456770|XP_039499705.1|DSAN	LOC108074617|XP_017022232.1|DKIK
OG0000462	LOC120454337|XP_039495481.1|DSAN	LOC108084354|XP_017036007.1|DKIK
OG0000462	LOC120454336|XP_039495480.1|DSAN	LOC108084353|XP_017036005.1|DKIK
OG0000462	LOC120454338|XP_039495482.1|DSAN	LOC108084355|XP_017036008.1|DKIK
OG0000463	LOC120452412|XP_039492565.1|DSAN	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK
OG0000463	LOC120456790|XP_039499743.1|DSAN	LOC108079928|XP_017029952.1|DKIK
OG0000463	LOC120454237|XP_039495276.1|DSAN	LOC108081015|XP_017031444.1|DKIK
OG0000464	LOC120454647|XP_039496085.1|DSAN	LOC108077050|XP_017025685.1|DKIK
OG0000464	LOC120451504|XP_039491234.1|DSAN	LOC108077213|XP_017025952.1|DKIK
OG0000464	LOC120450126|XP_039488888.1|DSAN	LOC108074537|XP_017022113.1|DKIK
OG0000465	LOC120453490|XP_039494161.1|DSAN	LOC108073582|XP_017020757.1|DKIK
OG0000465	LOC120451374|XP_039490958.1|DSAN	LOC108073460|XP_017020584.1|DKIK
OG0000466	LOC120456026|XP_039498531.1|DSAN	LOC108074182|XP_017021608.1|DKIK
OG0000466	LOC120451303|XP_039490842.1|DSAN	LOC108079659|XP_017029545.1|DKIK
OG0000467	LOC120443744|XP_039478935.1|DSAN	LOC108081325|XP_017031949.1|DKIK
OG0000467	LOC120457609|XP_039501054.1|DSAN	LOC108081341|XP_017031974.1|DKIK
OG0000468	LOC120452733|XP_039493036.1|DSAN	LOC108084970|XP_017036876.1|DKIK
OG0000468	LOC120444382|XP_039479922.1|DSAN	LOC108082452|XP_017033312.1|DKIK
OG0000469	LOC120457300|XP_039500759.1|DSAN	LOC108076038|XP_017024189.1|DKIK
OG0000469	LOC120443847|XP_039479141.1|DSAN	LOC108076065|XP_017024252.1|DKIK
OG0000470	LOC120448728|XP_039486834.1|DSAN	LOC108070393|XP_017016331.1|DKIK
OG0000470	LOC120449114|XP_039487358.1|DSAN	LOC108075274|XP_017023144.1|DKIK
OG0000471	LOC120449934|XP_039488566.1|DSAN	LOC108079721|XP_017029619.1|DKIK
OG0000471	LOC120458506|XP_039502108.1|DSAN	LOC108077428|XP_017026222.1|DKIK
OG0000473	LOC120456564|XP_039499379.1|DSAN	LOC108071783|XP_017018135.1|DKIK
OG0000473	LOC120456569|XP_039499387.1|DSAN	LOC108083596|XP_017034948.1|DKIK
OG0000474	LOC120455294|XP_039497269.1|DSAN	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK
OG0000474	LOC120450057|XP_039488748.1|DSAN	LOC108073876|XP_017021151.1|DKIK
OG0000475	LOC120451279|XP_039490756.1|DSAN	LOC108075636|XP_017023667.1|DKIK
OG0000475	LOC120451277|XP_039490755.1|DSAN	LOC108075549|XP_017023543.1|DKIK
OG0000476	LOC120451627|XP_039491415.1|DSAN	LOC108073314|XP_017020364.1|DKIK
OG0000476	LOC120453351|XP_039493955.1|DSAN	LOC108073304|XP_017020350.1|DKIK
OG0000477	LOC120453150|XP_039493640.1|DSAN	LOC108071406|XP_017017637.1|DKIK
OG0000477	LOC120451362|XP_039490932.1|DSAN	LOC108071405|XP_017017636.1|DKIK
OG0000478	LOC120456930|XP_039500001.1|DSAN	LOC108071712|XP_017018022.1|DKIK
OG0000478	LOC120452522|XP_039492711.1|DSAN	LOC108078864|XP_017028465.1|DKIK
OG0000479	LOC120452621|XP_039492861.1|DSAN, LOC120452778|XP_039493101.1|DSAN	LOC108073343|XP_017020396.1|DKIK
OG0000480	LOC120448808|XP_039487325.1|DSAN	LOC108086211|XP_017038563.1|DKIK
OG0000480	LOC120448028|XP_039486133.1|DSAN	LOC108086210|XP_017038562.1|DKIK
OG0000482	LOC120451049|XP_039490339.1|DSAN	LOC108080476|XP_017030709.1|DKIK
OG0000482	LOC120450865|XP_039490022.1|DSAN	LOC108075900|XP_017024048.1|DKIK
OG0000483	LOC120452808|XP_039493145.1|DSAN	LOC108073197|XP_017020201.1|DKIK
OG0000483	LOC120452807|XP_039493144.1|DSAN	LOC108073174|XP_017020169.1|DKIK
OG0000484	LOC120454335|XP_039495479.1|DSAN	LOC108084350|XP_017036002.1|DKIK
OG0000484	LOC120454332|XP_039495474.1|DSAN	LOC108084351|XP_017036003.1|DKIK
OG0000485	LOC120449639|XP_039488164.1|DSAN	LOC108080610|XP_017030923.1|DKIK
OG0000485	LOC120449638|XP_039488163.1|DSAN	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK
OG0000486	LOC120444855|XP_039480750.1|DSAN	LOC108076431|XP_017024774.1|DKIK
OG0000487	LOC120445159|XP_039481267.1|DSAN	LOC108074667|XP_017022275.1|DKIK
OG0000487	LOC120445809|XP_039482356.1|DSAN	LOC108074745|XP_017022408.1|DKIK
OG0000488	LOC120455432|XP_039497562.1|DSAN	LOC108086095|XP_017038411.1|DKIK
OG0000488	LOC120455439|XP_039497574.1|DSAN	LOC108086096|XP_017038412.1|DKIK
OG0000488	LOC120446745|XP_039483807.1|DSAN	LOC108082664|XP_017033651.1|DKIK, LOC108082692|XP_017033686.1|DKIK
OG0000489	LOC120452366|XP_039492490.1|DSAN	LOC108077567|XP_017026451.1|DKIK
OG0000489	LOC120456555|XP_039499368.1|DSAN	LOC108084511|XP_017036237.1|DKIK
OG0000490	LOC120455328|XP_039497340.1|DSAN	LOC108079994|XP_017030049.1|DKIK
OG0000490	LOC120456652|XP_039499516.1|DSAN	LOC108079926|XP_017029950.1|DKIK
OG0000491	LOC120446906|XP_039484066.1|DSAN	LOC108072985|XP_017019916.1|DKIK
OG0000492	LOC120445523|XP_039481921.1|DSAN	LOC108076274|XP_017024511.1|DKIK
OG0000492	LOC120454143|XP_039495138.1|DSAN	LOC108075819|XP_017023881.1|DKIK
OG0000493	LOC120453371|XP_039493978.1|DSAN, LOC120453370|XP_039493977.1|DSAN	LOC108077890|XP_017026916.1|DKIK
OG0000494	LOC120452078|XP_039492076.1|DSAN	LOC108073506|XP_017020668.1|DKIK
OG0000494	LOC120443826|XP_039479108.1|DSAN	LOC108085241|XP_017037272.1|DKIK
OG0000495	LOC120455621|XP_039497936.1|DSAN	LOC108084975|XP_017036890.1|DKIK
OG0000495	LOC120447183|XP_039484605.1|DSAN	LOC108082614|XP_017033583.1|DKIK
OG0000496	LOC120449556|XP_039488027.1|DSAN	LOC108074467|XP_017022027.1|DKIK
OG0000497	LOC120458342|XP_039501892.1|DSAN	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK
OG0000497	LOC120456255|XP_039498911.1|DSAN	LOC108072849|XP_017019649.1|DKIK
OG0000498	LOC120452504|XP_039492688.1|DSAN	LOC108073161|XP_017020156.1|DKIK
OG0000499	LOC120444493|XP_039480135.1|DSAN	LOC108076167|XP_017024383.1|DKIK
OG0000499	LOC120455636|XP_039497960.1|DSAN	LOC108085747|XP_017037969.1|DKIK
OG0000500	LOC120448490|XP_039486454.1|DSAN	LOC108080611|XP_017030924.1|DKIK
OG0000500	LOC120448315|XP_039486197.1|DSAN	LOC108080589|XP_017030883.1|DKIK
OG0000501	LOC120458518|XP_039502126.1|DSAN	LOC108076884|XP_017025404.1|DKIK
OG0000502	LOC120445073|XP_039481134.1|DSAN	LOC108078460|XP_017027841.1|DKIK
