Orthogroup	DSAN.longest_only	SLEB.longest_only
OG0002400	LOC120445476|XP_039481855.1|DSAN	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB
OG0002401	LOC120454867|XP_039496353.1|DSAN	LOC115627918|XP_030379673.1|SLEB
OG0002402	LOC120452832|XP_039493187.1|DSAN	LOC115625287|XP_030376158.1|SLEB
OG0002403	LOC120453573|XP_039494266.1|DSAN	LOC115621324|XP_030370804.1|SLEB
OG0002404	LOC120451634|XP_039491426.1|DSAN	LOC115620509|XP_030369628.1|SLEB
OG0002405	LOC120452798|XP_039493128.1|DSAN	LOC115624222|XP_030374696.1|SLEB
OG0002406	LOC120448030|XP_039485705.1|DSAN	LOC115622115|XP_030371819.1|SLEB
OG0002407	LOC120451159|XP_039490527.1|DSAN	LOC115620394|XP_030369466.1|SLEB
OG0002408	LOC120451276|XP_039490754.1|DSAN	LOC115625056|XP_030375778.1|SLEB
OG0002409	LOC120448230|XP_039486063.1|DSAN	LOC115633107|XP_030386351.1|SLEB
OG0002410	LOC120452892|XP_039493284.1|DSAN	LOC115623956|XP_030374381.1|SLEB
OG0002411	LOC120452864|XP_039493243.1|DSAN	LOC115623530|XP_030373772.1|SLEB
OG0002412	LOC120457866|XP_039501324.1|DSAN, LOC120457865|XP_039501317.1|DSAN	LOC115628660|XP_030380687.1|SLEB
OG0002413	LOC120456522|XP_039499325.1|DSAN	LOC115629846|XP_030382286.1|SLEB
OG0002414	LOC120450401|XP_039489331.1|DSAN	LOC115633056|XP_030386261.1|SLEB
OG0002415	LOC120452179|XP_039492221.1|DSAN	LOC115623387|XP_030373548.1|SLEB
OG0002416	LOC120454880|XP_039496396.1|DSAN	LOC115627861|XP_030379582.1|SLEB
OG0002418	LOC120451161|XP_039490529.1|DSAN	LOC115620589|XP_030369758.1|SLEB
OG0002419	LOC120455308|XP_039497291.1|DSAN	LOC115629362|XP_030381676.1|SLEB
OG0002420	LOC120450195|XP_039488994.1|DSAN	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB
OG0002421	LOC120453352|XP_039493958.1|DSAN	LOC115625415|XP_030376314.1|SLEB
OG0002422	LOC120452509|XP_039492697.1|DSAN	LOC115623520|XP_030373761.1|SLEB
OG0002423	LOC120448096|XP_039485833.1|DSAN	LOC115622335|XP_030372107.1|SLEB
OG0002424	LOC120454881|XP_039496402.1|DSAN	LOC115628016|XP_030379806.1|SLEB
OG0002425	LOC120455567|XP_039497863.1|DSAN	LOC115626778|XP_030378104.1|SLEB
OG0002426	LOC120449512|XP_039487951.1|DSAN	LOC115623080|XP_030373139.1|SLEB
OG0002427	LOC120454830|XP_039496233.1|DSAN	LOC115627865|XP_030379606.1|SLEB
OG0002428	LOC120457079|XP_039500192.1|DSAN	LOC115627112|XP_030378538.1|SLEB
OG0002429	LOC120450619|XP_039489694.1|DSAN	LOC115622869|XP_030372816.1|SLEB
OG0002430	LOC120450041|XP_039488734.1|DSAN	LOC115629395|XP_030381709.1|SLEB
OG0002431	LOC120445872|XP_039482449.1|DSAN	LOC115620073|XP_030369095.1|SLEB
OG0002432	LOC120455364|XP_039497405.1|DSAN	LOC115627150|XP_030378588.1|SLEB
OG0002433	LOC120453142|XP_039493632.1|DSAN	LOC115622016|XP_030371731.1|SLEB
OG0002434	LOC120451527|XP_039491231.1|DSAN	LOC115628085|XP_030379922.1|SLEB
OG0002435	LOC120455906|XP_039498344.1|DSAN	LOC115629480|XP_030381811.1|SLEB
OG0002436	LOC120444346|XP_039479856.1|DSAN	LOC115620070|XP_030369086.1|SLEB
OG0002437	LOC120444378|XP_039479918.1|DSAN	LOC115634559|XP_030388235.1|SLEB
OG0002438	LOC120455011|XP_039496768.1|DSAN	LOC115627458|XP_030378988.1|SLEB
OG0002439	LOC120443685|XP_039478859.1|DSAN	LOC115626255|XP_030377418.1|SLEB
OG0002440	LOC120448193|XP_039485993.1|DSAN	LOC115632228|XP_030385148.1|SLEB
OG0002441	LOC120448220|XP_039486049.1|DSAN	LOC115633933|XP_030387309.1|SLEB
OG0002442	LOC120447100|XP_039484444.1|DSAN	LOC115624532|XP_030375116.1|SLEB
OG0002443	LOC120444389|XP_039479939.1|DSAN	LOC115629147|XP_030381370.1|SLEB
OG0002444	LOC120444291|XP_039479743.1|DSAN	LOC115624620|XP_030375230.1|SLEB
OG0002445	LOC120446028|XP_039482722.1|DSAN	LOC115625329|XP_030376217.1|SLEB
OG0002446	LOC120445114|XP_039481195.1|DSAN	LOC115631021|XP_030383500.1|SLEB
OG0002447	LOC120448013|XP_039485662.1|DSAN	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB
OG0002448	LOC120445981|XP_039482647.1|DSAN	LOC115621395|XP_030370900.1|SLEB
OG0002449	LOC120446859|XP_039483992.1|DSAN	LOC115630118|XP_030382593.1|SLEB
OG0002450	LOC120453803|XP_039494610.1|DSAN	LOC115624096|XP_030374545.1|SLEB
OG0002451	LOC120443895|XP_039479256.1|DSAN	LOC115634330|XP_030387847.1|SLEB
OG0002452	LOC120445240|XP_039481440.1|DSAN	LOC115634006|XP_030387392.1|SLEB
OG0002453	LOC120445650|XP_039482127.1|DSAN	LOC115623695|XP_030374033.1|SLEB
OG0002454	LOC120449031|XP_039487249.1|DSAN	LOC115622627|XP_030372494.1|SLEB
OG0002455	LOC120449030|XP_039487248.1|DSAN	LOC115622475|XP_030372279.1|SLEB
OG0002456	LOC120446695|XP_039483726.1|DSAN	LOC115624950|XP_030375661.1|SLEB
OG0002457	LOC120444082|XP_039479535.1|DSAN	LOC115619962|XP_030368853.1|SLEB
OG0002458	LOC120457186|XP_039500465.1|DSAN	LOC115624895|XP_030375607.1|SLEB
OG0002459	LOC120446494|XP_039483434.1|DSAN	LOC115627098|XP_030378518.1|SLEB
OG0002460	LOC120446575|XP_039483530.1|DSAN	LOC115624947|XP_030375658.1|SLEB
OG0002461	LOC120446910|XP_039484080.1|DSAN	LOC115634616|XP_030388324.1|SLEB
OG0002462	LOC120444651|XP_039480414.1|DSAN	LOC115634446|XP_030388029.1|SLEB
OG0002463	LOC120446308|XP_039483156.1|DSAN	LOC115626822|XP_030378166.1|SLEB
OG0002464	LOC120447102|XP_039484447.1|DSAN	LOC115624736|XP_030375421.1|SLEB
OG0002465	LOC120458220|XP_039501734.1|DSAN	LOC115624655|XP_030375296.1|SLEB
OG0002466	LOC120454857|XP_039496323.1|DSAN	LOC115627784|XP_030379454.1|SLEB
OG0002467	LOC120449938|XP_039488569.1|DSAN	LOC115622344|XP_030372116.1|SLEB
OG0002468	LOC120448741|XP_039486854.1|DSAN	LOC115634111|XP_030387534.1|SLEB
OG0002469	LOC120451194|XP_039490578.1|DSAN	LOC115621804|XP_030371447.1|SLEB
OG0002470	LOC120448449|XP_039486402.1|DSAN	LOC115621985|XP_030371702.1|SLEB
OG0002471	LOC120457704|XP_039501137.1|DSAN	LOC115634817|XP_030388595.1|SLEB
OG0002472	LOC120444366|XP_039479891.1|DSAN	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB
OG0002473	LOC120445321|XP_039481576.1|DSAN	LOC115624669|XP_030375322.1|SLEB
OG0002474	LOC120450647|XP_039489739.1|DSAN	LOC115622898|XP_030372877.1|SLEB
OG0002475	LOC120452014|XP_039491990.1|DSAN	LOC115621671|XP_030371242.1|SLEB
OG0002476	LOC120446501|XP_039483443.1|DSAN	LOC115619978|XP_030368875.1|SLEB
OG0002477	LOC120446537|XP_039483487.1|DSAN	LOC115632990|XP_030386173.1|SLEB
OG0002478	LOC120445591|XP_039482019.1|DSAN	LOC115627076|XP_030378523.1|SLEB
OG0002479	LOC120445373|XP_039481689.1|DSAN	LOC115624756|XP_030375448.1|SLEB
OG0002480	LOC120457843|XP_039501288.1|DSAN	LOC115634254|XP_030387708.1|SLEB
OG0002481	LOC120457074|XP_039500188.1|DSAN	LOC115629104|XP_030381286.1|SLEB
OG0002482	LOC120445356|XP_039481635.1|DSAN	LOC115634245|XP_030387699.1|SLEB
OG0002483	LOC120445919|XP_039482510.1|DSAN	LOC115624229|XP_030374709.1|SLEB
OG0002484	LOC120444728|XP_039480587.1|DSAN	LOC115621714|XP_030371288.1|SLEB
OG0002485	LOC120458500|XP_039502105.1|DSAN	LOC115630963|XP_030383401.1|SLEB
OG0002486	LOC120449629|XP_039488151.1|DSAN	LOC115624749|XP_030375437.1|SLEB
OG0002487	LOC120445129|XP_039481210.1|DSAN	LOC115625836|XP_030376895.1|SLEB
OG0002488	LOC120445893|XP_039482481.1|DSAN	LOC115624607|XP_030375217.1|SLEB
OG0002489	LOC120448178|XP_039485958.1|DSAN	LOC115621007|XP_030370390.1|SLEB
OG0002490	LOC120444706|XP_039480511.1|DSAN	LOC115634007|XP_030387393.1|SLEB
OG0002491	LOC120450403|XP_039489333.1|DSAN	LOC115633101|XP_030386341.1|SLEB
OG0002492	LOC120444349|XP_039479861.1|DSAN	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC120444682|XP_039480480.1|DSAN	LOC115626982|XP_030378361.1|SLEB
OG0002494	LOC120453294|XP_039493858.1|DSAN	LOC115623923|XP_030374340.1|SLEB
OG0002495	LOC120445613|XP_039482057.1|DSAN	LOC115622644|XP_030372550.1|SLEB
OG0002496	LOC120452861|XP_039493239.1|DSAN	LOC115625351|XP_030376245.1|SLEB
OG0002497	LOC120447853|XP_039485395.1|DSAN	LOC115633163|XP_030386434.1|SLEB
OG0002498	LOC120449343|XP_039487684.1|DSAN	LOC115622424|XP_030372219.1|SLEB
OG0002499	LOC120449808|XP_039488387.1|DSAN	LOC115622805|XP_030372733.1|SLEB
OG0002500	LOC120455069|XP_039496855.1|DSAN, LOC120453422|XP_039494055.1|DSAN	LOC115621795|XP_030371429.1|SLEB
OG0002501	LOC120445643|XP_039482121.1|DSAN	LOC115630701|XP_030383213.1|SLEB
OG0002502	LOC120445221|XP_039481411.1|DSAN, LOC120445646|XP_039482120.1|DSAN	LOC115633537|XP_030386857.1|SLEB
OG0002504	LOC120448891|XP_039487042.1|DSAN	LOC115622209|XP_030371965.1|SLEB
OG0002505	LOC120445055|XP_039481107.1|DSAN, LOC120445053|XP_039481105.1|DSAN	LOC115627972|XP_030379727.1|SLEB
OG0002507	LOC120448168|XP_039485940.1|DSAN	LOC115626341|XP_030377549.1|SLEB
OG0002508	LOC120456152|XP_039498716.1|DSAN	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC120456420|XP_039499189.1|DSAN	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC120456897|XP_039499933.1|DSAN	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC120454596|XP_039495982.1|DSAN	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC120454853|XP_039496307.1|DSAN	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC120452606|XP_039492838.1|DSAN	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC120448756|XP_039486874.1|DSAN	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC120453570|XP_039494261.1|DSAN	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC120456852|XP_039499844.1|DSAN	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC120452164|XP_039492200.1|DSAN	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC120445030|XP_039481045.1|DSAN	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC120455425|XP_039497536.1|DSAN	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC120456596|XP_039499439.1|DSAN	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC120453064|XP_039493523.1|DSAN	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC120451067|XP_039490360.1|DSAN	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC120456486|XP_039499283.1|DSAN	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC120449085|XP_039487323.1|DSAN	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC120454342|XP_039495488.1|DSAN	LOC115620424|XP_030369511.1|SLEB
OG0002528	LOC120456672|XP_039499546.1|DSAN	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC120451871|XP_039491812.1|DSAN	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC120446141|XP_039482900.1|DSAN	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC120458114|XP_039501579.1|DSAN	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC120457597|XP_039501042.1|DSAN	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC120455521|XP_039497733.1|DSAN	LOC115626735|XP_030378042.1|SLEB
OG0002534	LOC120445993|XP_039482659.1|DSAN	LOC115629335|XP_030381645.1|SLEB
OG0002535	LOC120449444|XP_039487851.1|DSAN	LOC115633953|XP_030387333.1|SLEB
OG0002536	LOC120452685|XP_039492970.1|DSAN	LOC115621066|XP_030370451.1|SLEB
OG0002537	LOC120446306|XP_039483154.1|DSAN	LOC115634580|XP_030388273.1|SLEB
OG0002539	LOC120444762|XP_039480625.1|DSAN	LOC115634715|XP_030388458.1|SLEB
OG0002540	LOC120451953|XP_039491910.1|DSAN	LOC115621578|XP_030371128.1|SLEB
OG0002541	LOC120456072|XP_039498595.1|DSAN	LOC115627779|XP_030379448.1|SLEB
OG0002542	LOC120455088|XP_039496896.1|DSAN	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC120454941|XP_039496644.1|DSAN	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC120454678|XP_039496127.1|DSAN	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC120457352|XP_039500801.1|DSAN	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC120456037|XP_039498543.1|DSAN	LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC120456429|XP_039499195.1|DSAN	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC120456474|XP_039499271.1|DSAN	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC120456855|XP_039499852.1|DSAN	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC120452367|XP_039492491.1|DSAN	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC120457707|XP_039501136.1|DSAN	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC120456568|XP_039499382.1|DSAN	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC120457421|XP_039500953.1|DSAN	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC120455776|XP_039498165.1|DSAN	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC120443687|XP_039478861.1|DSAN	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC120456681|XP_039499572.1|DSAN	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC120453081|XP_039493542.1|DSAN	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC120447063|XP_039484425.1|DSAN	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC120453149|XP_039493639.1|DSAN	LOC115620522|XP_030369648.1|SLEB
OG0002561	LOC120454600|XP_039495988.1|DSAN	LOC115620350|XP_030369411.1|SLEB
OG0002562	LOC120456563|XP_039499377.1|DSAN	LOC115627250|XP_030378736.1|SLEB
OG0002563	LOC120457244|XP_039500563.1|DSAN	LOC115627248|XP_030378733.1|SLEB
OG0002564	LOC120453976|XP_039494862.1|DSAN	LOC115620254|XP_030369264.1|SLEB
OG0002565	LOC120450824|XP_039489937.1|DSAN	LOC115621236|XP_030370687.1|SLEB
OG0002566	LOC120452163|XP_039492199.1|DSAN	LOC115620364|XP_030369429.1|SLEB
OG0002567	LOC120455426|XP_039497537.1|DSAN	LOC115629877|XP_030382335.1|SLEB
OG0002568	LOC120453601|XP_039494301.1|DSAN	LOC115626895|XP_030378265.1|SLEB
OG0002569	LOC120449597|XP_039488098.1|DSAN	LOC115625221|XP_030376064.1|SLEB
OG0002570	LOC120453260|XP_039493817.1|DSAN	LOC115621653|XP_030371216.1|SLEB
OG0002571	LOC120453094|XP_039493559.1|DSAN	LOC115621675|XP_030371246.1|SLEB
OG0002572	LOC120446090|XP_039482814.1|DSAN	LOC115634285|XP_030387798.1|SLEB
OG0002573	LOC120452973|XP_039493403.1|DSAN	LOC115621416|XP_030370925.1|SLEB
OG0002574	LOC120453106|XP_039493573.1|DSAN	LOC115620657|XP_030369867.1|SLEB
OG0002575	LOC120451715|XP_039491551.1|DSAN	LOC115623620|XP_030373902.1|SLEB
OG0002576	LOC120455492|XP_039497675.1|DSAN	LOC115627182|XP_030378643.1|SLEB
OG0002577	LOC120450259|XP_039489083.1|DSAN	LOC115632339|XP_030385303.1|SLEB
OG0002578	LOC120458776|XP_039502489.1|DSAN	LOC115630596|XP_030383075.1|SLEB
OG0002579	LOC120444980|XP_039480945.1|DSAN	LOC115631872|XP_030384580.1|SLEB
OG0002580	LOC120445704|XP_039482198.1|DSAN	LOC115633807|XP_030387151.1|SLEB
OG0002581	LOC120452523|XP_039492713.1|DSAN	LOC115621016|XP_030370396.1|SLEB
OG0002582	LOC120452607|XP_039492840.1|DSAN	LOC115628093|XP_030379930.1|SLEB
OG0002583	LOC120453305|XP_039493880.1|DSAN	LOC115621615|XP_030371170.1|SLEB
OG0002584	LOC120448044|XP_039485722.1|DSAN	LOC115633037|XP_030386245.1|SLEB
OG0002585	LOC120448046|XP_039485724.1|DSAN	LOC115634021|XP_030387413.1|SLEB
OG0002586	LOC120451834|XP_039491743.1|DSAN	LOC115620328|XP_030369382.1|SLEB
OG0002587	LOC120454200|XP_039495230.1|DSAN	LOC115620684|XP_030369913.1|SLEB
OG0002588	LOC120450921|XP_039490119.1|DSAN	LOC115620442|XP_030369530.1|SLEB
OG0002589	LOC120451294|XP_039490781.1|DSAN	LOC115620623|XP_030369810.1|SLEB
OG0002590	LOC120455651|XP_039497976.1|DSAN	LOC115627630|XP_030379226.1|SLEB
OG0002591	LOC120451280|XP_039490759.1|DSAN	LOC115620668|XP_030369884.1|SLEB
OG0002592	LOC120453135|XP_039493620.1|DSAN	LOC115621610|XP_030371163.1|SLEB
OG0002593	LOC120451352|XP_039490904.1|DSAN	LOC115621178|XP_030370602.1|SLEB
OG0002594	LOC120451105|XP_039490446.1|DSAN	LOC115620759|XP_030370016.1|SLEB
OG0002595	LOC120451824|XP_039491726.1|DSAN	LOC115620212|XP_030369209.1|SLEB
OG0002596	LOC120452906|XP_039493302.1|DSAN	LOC115621124|XP_030370530.1|SLEB
OG0002597	LOC120451498|XP_039491184.1|DSAN	LOC115620726|XP_030369966.1|SLEB
OG0002598	LOC120452682|XP_039492966.1|DSAN	LOC115620194|XP_030369185.1|SLEB
OG0002599	LOC120454428|XP_039495651.1|DSAN	LOC115628083|XP_030379920.1|SLEB
OG0002600	LOC120450368|XP_039489289.1|DSAN	LOC115620345|XP_030369409.1|SLEB
OG0002601	LOC120451968|XP_039491928.1|DSAN	LOC115623876|XP_030374284.1|SLEB
OG0002602	LOC120452154|XP_039492178.1|DSAN	LOC115621853|XP_030371525.1|SLEB
OG0002603	LOC120453010|XP_039493458.1|DSAN	LOC115621625|XP_030371181.1|SLEB
OG0002604	LOC120453695|XP_039494450.1|DSAN	LOC115621781|XP_030371396.1|SLEB
OG0002605	LOC120452851|XP_039493222.1|DSAN	LOC115620690|XP_030369919.1|SLEB
OG0002606	LOC120453896|XP_039494747.1|DSAN	LOC115621484|XP_030371005.1|SLEB
OG0002607	LOC120453882|XP_039494732.1|DSAN	LOC115621488|XP_030371014.1|SLEB
OG0002608	LOC120451470|XP_039491092.1|DSAN	LOC115625145|XP_030375926.1|SLEB
OG0002609	LOC120445580|XP_039482005.1|DSAN	LOC115632020|XP_030384827.1|SLEB
OG0002610	LOC120454125|XP_039495098.1|DSAN	LOC115623660|XP_030373978.1|SLEB
OG0002611	LOC120452779|XP_039493102.1|DSAN	LOC115625517|XP_030376441.1|SLEB
OG0002612	LOC120452870|XP_039493250.1|DSAN	LOC115620887|XP_030370229.1|SLEB
OG0002613	LOC120451334|XP_039490845.1|DSAN	LOC115620505|XP_030369620.1|SLEB
OG0002614	LOC120451177|XP_039490547.1|DSAN	LOC115621173|XP_030370597.1|SLEB
OG0002615	LOC120447746|XP_039485228.1|DSAN	LOC115633443|XP_030386756.1|SLEB
OG0002616	LOC120451328|XP_039490838.1|DSAN	LOC115620844|XP_030370143.1|SLEB
OG0002617	LOC120452177|XP_039492219.1|DSAN	LOC115628078|XP_030379912.1|SLEB
OG0002618	LOC120452474|XP_039492648.1|DSAN	LOC115621963|XP_030371671.1|SLEB
OG0002619	LOC120453466|XP_039494122.1|DSAN	LOC115625432|XP_030376334.1|SLEB
OG0002620	LOC120453386|XP_039494002.1|DSAN	LOC115625616|XP_030376613.1|SLEB
OG0002621	LOC120453012|XP_039493461.1|DSAN	LOC115620703|XP_030369936.1|SLEB
OG0002622	LOC120448965|XP_039487158.1|DSAN	LOC115632182|XP_030385076.1|SLEB
OG0002623	LOC120450825|XP_039489940.1|DSAN	LOC115620823|XP_030370113.1|SLEB
OG0002624	LOC120452978|XP_039493408.1|DSAN	LOC115621141|XP_030370558.1|SLEB
OG0002625	LOC120454183|XP_039495197.1|DSAN	LOC115620732|XP_030369978.1|SLEB
OG0002626	LOC120456217|XP_039498833.1|DSAN	LOC115626689|XP_030377977.1|SLEB
OG0002627	LOC120450948|XP_039490155.1|DSAN	LOC115620261|XP_030369272.1|SLEB
OG0002628	LOC120451111|XP_039490458.1|DSAN	LOC115621433|XP_030370945.1|SLEB
OG0002629	LOC120453005|XP_039493446.1|DSAN	LOC115625375|XP_030376273.1|SLEB
OG0002630	LOC120454703|XP_039496173.1|DSAN	LOC115623637|XP_030373939.1|SLEB
OG0002631	LOC120452372|XP_039492498.1|DSAN	LOC115621075|XP_030370464.1|SLEB
OG0002632	LOC120453033|XP_039493487.1|DSAN	LOC115621754|XP_030371348.1|SLEB
OG0002633	LOC120454571|XP_039495904.1|DSAN	LOC115620221|XP_030369221.1|SLEB
OG0002634	LOC120451539|XP_039491252.1|DSAN	LOC115629457|XP_030381783.1|SLEB
OG0002635	LOC120451894|XP_039491837.1|DSAN	LOC115621387|XP_030370881.1|SLEB
OG0002636	LOC120450750|XP_039489806.1|DSAN	LOC115620698|XP_030369929.1|SLEB
OG0002637	LOC120447828|XP_039485348.1|DSAN, LOC120443816|XP_039479091.1|DSAN	LOC115631430|XP_030384022.1|SLEB
OG0002638	LOC120450828|XP_039489944.1|DSAN	LOC115622023|XP_030371742.1|SLEB
OG0002639	LOC120451643|XP_039491437.1|DSAN	LOC115623360|XP_030373505.1|SLEB
OG0002640	LOC120451145|XP_039490506.1|DSAN	LOC115622008|XP_030371723.1|SLEB
OG0002641	LOC120451511|XP_039491204.1|DSAN	LOC115621212|XP_030370654.1|SLEB
OG0002642	LOC120451510|XP_039491202.1|DSAN	LOC115621372|XP_030370859.1|SLEB
OG0002643	LOC120451509|XP_039491200.1|DSAN	LOC115620654|XP_030369864.1|SLEB
OG0002644	LOC120452395|XP_039492543.1|DSAN	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB
OG0002645	LOC120453423|XP_039494056.1|DSAN	LOC115620851|XP_030370155.1|SLEB
OG0002646	LOC120454301|XP_039495433.1|DSAN	LOC115625255|XP_030376110.1|SLEB
OG0002647	LOC120452590|XP_039492815.1|DSAN	LOC115621276|XP_030370739.1|SLEB
OG0002648	LOC120453880|XP_039494726.1|DSAN	LOC115625164|XP_030375956.1|SLEB
OG0002649	LOC120453854|XP_039494691.1|DSAN	LOC115622809|XP_030372737.1|SLEB
OG0002650	LOC120452589|XP_039492813.1|DSAN	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB
OG0002651	LOC120451486|XP_039491142.1|DSAN	LOC115623690|XP_030374021.1|SLEB
OG0002652	LOC120452020|XP_039491998.1|DSAN	LOC115621707|XP_030371274.1|SLEB
OG0002653	LOC120451138|XP_039490487.1|DSAN	LOC115620270|XP_030369292.1|SLEB
OG0002654	LOC120453956|XP_039494837.1|DSAN	LOC115622037|XP_030371764.1|SLEB
OG0002655	LOC120454399|XP_039495586.1|DSAN	LOC115620640|XP_030369840.1|SLEB
OG0002656	LOC120451558|XP_039491293.1|DSAN	LOC115620490|XP_030369590.1|SLEB
OG0002657	LOC120451893|XP_039491835.1|DSAN	LOC115621418|XP_030370927.1|SLEB
OG0002658	LOC120452101|XP_039492111.1|DSAN	LOC115620761|XP_030370021.1|SLEB
OG0002659	LOC120452563|XP_039492777.1|DSAN	LOC115620541|XP_030369684.1|SLEB
OG0002660	LOC120456863|XP_039499886.1|DSAN	LOC115627484|XP_030379023.1|SLEB
OG0002661	LOC120453957|XP_039494838.1|DSAN	LOC115621606|XP_030371158.1|SLEB
OG0002662	LOC120444763|XP_039480626.1|DSAN	LOC115634716|XP_030388459.1|SLEB
OG0002663	LOC120451657|XP_039491466.1|DSAN	LOC115625051|XP_030375764.1|SLEB
OG0002664	LOC120444045|XP_039479485.1|DSAN	LOC115631578|XP_030384232.1|SLEB
OG0002665	LOC120448082|XP_039485804.1|DSAN	LOC115632028|XP_030384839.1|SLEB
OG0002666	LOC120443966|XP_039479363.1|DSAN	LOC115634560|XP_030388236.1|SLEB
OG0002667	LOC120443991|XP_039479401.1|DSAN	LOC115628039|XP_030379846.1|SLEB
OG0002668	LOC120449930|XP_039488558.1|DSAN	LOC115628285|XP_030380182.1|SLEB
OG0002669	LOC120457741|XP_039501177.1|DSAN	LOC115628488|XP_030380476.1|SLEB
OG0002670	LOC120447718|XP_039485189.1|DSAN	LOC115632128|XP_030384994.1|SLEB
OG0002671	LOC120448069|XP_039485771.1|DSAN	LOC115632211|XP_030385126.1|SLEB
OG0002672	LOC120445028|XP_039481044.1|DSAN	LOC115634166|XP_030387607.1|SLEB
OG0002673	LOC120446313|XP_039483163.1|DSAN	LOC115631702|XP_030384392.1|SLEB
OG0002674	LOC120443990|XP_039479398.1|DSAN	LOC115628019|XP_030379810.1|SLEB
OG0002675	LOC120450272|XP_039489119.1|DSAN	LOC115622346|XP_030372118.1|SLEB
OG0002676	LOC120447030|XP_039484301.1|DSAN	LOC115628778|XP_030380852.1|SLEB
OG0002677	LOC120458806|XP_039502533.1|DSAN	LOC115633609|XP_030386907.1|SLEB
OG0002678	LOC120457729|XP_039501163.1|DSAN	LOC115630475|XP_030382913.1|SLEB
OG0002679	LOC120446303|XP_039483145.1|DSAN	LOC115634105|XP_030387522.1|SLEB
OG0002680	LOC120456247|XP_039498902.1|DSAN	LOC115629670|XP_030382048.1|SLEB
OG0002681	LOC120445056|XP_039481108.1|DSAN	LOC115624631|XP_030375247.1|SLEB
OG0002682	LOC120450127|XP_039488886.1|DSAN	LOC115623289|XP_030373433.1|SLEB
OG0002683	LOC120454250|XP_039495309.1|DSAN	LOC115625319|XP_030376201.1|SLEB
OG0002684	LOC120455775|XP_039498164.1|DSAN	LOC115627859|XP_030379580.1|SLEB
OG0002685	LOC120449718|XP_039488274.1|DSAN	LOC115632638|XP_030385728.1|SLEB
OG0002686	LOC120447838|XP_039485377.1|DSAN	LOC115632803|XP_030385914.1|SLEB
OG0002687	LOC120448212|XP_039486024.1|DSAN	LOC115630263|XP_030382660.1|SLEB
OG0002688	LOC120449707|XP_039488258.1|DSAN	LOC115623148|XP_030373217.1|SLEB
OG0002689	LOC120456333|XP_039499037.1|DSAN	LOC115633271|XP_030386539.1|SLEB
OG0002690	LOC120447940|XP_039485552.1|DSAN	LOC115628255|XP_030380137.1|SLEB
OG0002691	LOC120446168|XP_039482932.1|DSAN	LOC115634307|XP_030387823.1|SLEB
