Orthogroup	DSAN.longest_only	DFIC.longest_only
OG0000375	LOC120447510|XP_039484856.1|DSAN	LOC108087429|XP_017040272.1|DFIC
OG0000375	LOC120447511|XP_039484857.1|DSAN	LOC108087430|XP_017040273.1|DFIC, LOC108087410|XP_017040238.1|DFIC
OG0000375	LOC120447512|XP_039484858.1|DSAN	LOC108087433|XP_017040275.1|DFIC
OG0000376	LOC120456228|XP_039498847.1|DSAN	LOC108093991|XP_017049896.1|DFIC
OG0000377	LOC120456332|XP_039499033.1|DSAN	LOC108098112|XP_017056315.1|DFIC
OG0000378	LOC120444839|XP_039480730.1|DSAN	LOC108093898|XP_017049747.1|DFIC
OG0000378	LOC120456423|XP_039499188.1|DSAN	LOC108092914|XP_017048261.1|DFIC
OG0000379	LOC120458539|XP_039502153.1|DSAN	LOC108101460|XP_017061293.1|DFIC
OG0000379	LOC120458538|XP_039502152.1|DSAN	LOC108101452|XP_017061281.1|DFIC
OG0000379	LOC120458274|XP_039501806.1|DSAN	LOC108101550|XP_017061436.1|DFIC
OG0000380	LOC120446696|XP_039483727.1|DSAN	LOC108094909|XP_017051244.1|DFIC
OG0000380	LOC120449675|XP_039488211.1|DSAN	LOC108093243|XP_017048707.1|DFIC
OG0000381	LOC120458858|XP_039502620.1|DSAN	LOC108092568|XP_017047698.1|DFIC
OG0000381	LOC120457841|XP_039501287.1|DSAN	LOC108098744|XP_017057367.1|DFIC, LOC108091343|XP_017046015.1|DFIC
OG0000382	LOC120448734|XP_039486846.1|DSAN	LOC108088797|XP_017042256.1|DFIC
OG0000383	LOC120443755|XP_039478952.1|DSAN	LOC108092379|XP_017047413.1|DFIC
OG0000383	LOC120447095|XP_039484435.1|DSAN	LOC108098250|XP_017056530.1|DFIC, LOC108101137|XP_017060849.1|DFIC
OG0000384	LOC120446456|XP_039483386.1|DSAN	LOC108086474|XP_017038889.1|DFIC
OG0000384	LOC120446639|XP_039483641.1|DSAN	LOC108086460|XP_017038875.1|DFIC
OG0000385	LOC120456990|XP_039500074.1|DSAN	LOC108091320|XP_017045944.1|DFIC
OG0000385	LOC120456991|XP_039500076.1|DSAN	LOC108091319|XP_017045942.1|DFIC
OG0000386	LOC120449779|XP_039488353.1|DSAN	LOC108096468|XP_017053570.1|DFIC, LOC108096269|XP_017053219.1|DFIC
OG0000386	LOC120449778|XP_039488351.1|DSAN	LOC108096173|XP_017053045.1|DFIC
OG0000386	LOC120453047|XP_039493501.1|DSAN	LOC108088539|XP_017041873.1|DFIC
OG0000387	LOC120450069|XP_039488781.1|DSAN, LOC120458085|XP_039501536.1|DSAN, LOC120450617|XP_039489697.1|DSAN, LOC120458863|XP_039502632.1|DSAN	LOC108100824|XP_017060381.1|DFIC, LOC108100785|XP_017060315.1|DFIC, LOC108100834|XP_017060394.1|DFIC, LOC108100816|XP_017060372.1|DFIC, LOC108092400|XP_017047452.1|DFIC, LOC108092394|XP_017047444.1|DFIC, LOC108092392|XP_017047442.1|DFIC, LOC108092395|XP_017047447.1|DFIC, LOC108092396|XP_017047448.1|DFIC, LOC108092393|XP_017047443.1|DFIC, LOC108092398|XP_017047450.1|DFIC, LOC108092397|XP_017047449.1|DFIC, LOC108095765|XP_017052467.1|DFIC, LOC108091143|XP_017045668.1|DFIC
OG0000388	LOC120450119|XP_039488875.1|DSAN	LOC108099924|XP_017059086.1|DFIC
OG0000388	LOC120450118|XP_039488874.1|DSAN	LOC108099911|XP_017059065.1|DFIC
OG0000388	LOC120450120|XP_039488876.1|DSAN	LOC108099082|XP_017057875.1|DFIC
OG0000389	LOC120449134|XP_039487381.1|DSAN	LOC108096346|XP_017053382.1|DFIC
OG0000390	LOC120443682|XP_039478888.1|DSAN	LOC108100024|XP_017059224.1|DFIC
OG0000391	LOC120445461|XP_039481839.1|DSAN	LOC108095217|XP_017051720.1|DFIC
OG0000391	LOC120446389|XP_039483259.1|DSAN	LOC108095244|XP_017051759.1|DFIC
OG0000392	LOC120458466|XP_039502051.1|DSAN	LOC108089785|XP_017043669.1|DFIC
OG0000392	LOC120458833|XP_039502589.1|DSAN	LOC108089996|XP_017043986.1|DFIC
OG0000393	LOC120446413|XP_039483295.1|DSAN	LOC108100355|XP_017059682.1|DFIC
OG0000393	LOC120444801|XP_039480682.1|DSAN	LOC108100700|XP_017060217.1|DFIC
OG0000394	LOC120455126|XP_039496953.1|DSAN	LOC108091198|XP_017045769.1|DFIC
OG0000394	LOC120455125|XP_039496952.1|DSAN	LOC108091200|XP_017045771.1|DFIC
OG0000395	LOC120450185|XP_039488983.1|DSAN	LOC108100636|XP_017060127.1|DFIC
OG0000395	LOC120450186|XP_039488984.1|DSAN	LOC108100139|XP_017059381.1|DFIC
OG0000395	LOC120450188|XP_039488987.1|DSAN	LOC108100138|XP_017059380.1|DFIC
OG0000396	LOC120452047|XP_039492045.1|DSAN, LOC120452070|XP_039492070.1|DSAN	LOC108100802|XP_017060354.1|DFIC
OG0000397	LOC120443936|XP_039479318.1|DSAN	LOC108090401|XP_017044538.1|DFIC
OG0000398	LOC120445337|XP_039481607.1|DSAN	LOC108096750|XP_017054093.1|DFIC
OG0000399	LOC120452869|XP_039493248.1|DSAN	LOC108095889|XP_017052689.1|DFIC
OG0000399	LOC120445627|XP_039482086.1|DSAN	LOC108096693|XP_017053998.1|DFIC
OG0000400	LOC120456462|XP_039499242.1|DSAN	LOC108097633|XP_017055549.1|DFIC
OG0000400	LOC120455548|XP_039497821.1|DSAN	LOC108097800|XP_017055820.1|DFIC
OG0000401	LOC120447999|XP_039485646.1|DSAN	LOC108089493|XP_017043268.1|DFIC
OG0000401	LOC120455448|XP_039497588.1|DSAN	LOC108094613|XP_017050781.1|DFIC
OG0000402	LOC120456074|XP_039498597.1|DSAN	LOC108088699|XP_017042128.1|DFIC
OG0000403	LOC120453123|XP_039493604.1|DSAN	LOC108088400|XP_017041643.1|DFIC
OG0000403	LOC120445677|XP_039482166.1|DSAN	LOC108087660|XP_017040639.1|DFIC
OG0000404	LOC120454321|XP_039495457.1|DSAN	LOC108099666|XP_017058790.1|DFIC
OG0000405	LOC120455570|XP_039497871.1|DSAN	LOC108091301|XP_017045912.1|DFIC
OG0000405	LOC120451895|XP_039491838.1|DSAN	LOC108098888|XP_017057563.1|DFIC
OG0000406	LOC120450351|XP_039489259.1|DSAN	LOC108099966|XP_017059142.1|DFIC
OG0000406	LOC120457722|XP_039501156.1|DSAN	LOC108086450|XP_017038857.1|DFIC
OG0000407	LOC120449452|XP_039487858.1|DSAN	LOC108093787|XP_017049559.1|DFIC
OG0000407	LOC120449450|XP_039487855.1|DSAN	LOC108093774|XP_017049538.1|DFIC
OG0000408	LOC120452141|XP_039492164.1|DSAN	LOC108087098|XP_017039768.1|DFIC
OG0000408	LOC120458271|XP_039501798.1|DSAN	LOC108093424|XP_017048966.1|DFIC
OG0000409	LOC120446617|XP_039483597.1|DSAN	LOC108086772|XP_017039307.1|DFIC
OG0000409	LOC120444613|XP_039480332.1|DSAN	LOC108090394|XP_017044532.1|DFIC
OG0000410	LOC120444590|XP_039480293.1|DSAN	LOC108090615|XP_017044879.1|DFIC
OG0000410	LOC120444591|XP_039480296.1|DSAN	LOC108090630|XP_017044897.1|DFIC
OG0000410	LOC120446706|XP_039483741.1|DSAN	LOC108090596|XP_017044837.1|DFIC
OG0000411	LOC120454576|XP_039495910.1|DSAN	LOC108099452|XP_017058481.1|DFIC
OG0000411	LOC120458559|XP_039502178.1|DSAN	LOC108097820|XP_017055828.1|DFIC
OG0000412	LOC120446211|XP_039483000.1|DSAN	LOC108094955|XP_017051306.1|DFIC
OG0000412	LOC120450639|XP_039489723.1|DSAN	LOC108086928|XP_017039521.1|DFIC
OG0000413	LOC120452263|XP_039492327.1|DSAN	LOC108099307|XP_017058189.1|DFIC
OG0000413	LOC120454544|XP_039495858.1|DSAN	LOC108090211|XP_017044291.1|DFIC
OG0000414	LOC120445330|XP_039481589.1|DSAN	LOC108093604|XP_017049219.1|DFIC, LOC108093643|XP_017049291.1|DFIC
OG0000414	LOC120458363|XP_039501910.1|DSAN	LOC108091134|XP_017045657.1|DFIC
OG0000415	LOC120446086|XP_039482808.1|DSAN	LOC108090831|XP_017045182.1|DFIC
OG0000415	LOC120445841|XP_039482402.1|DSAN	LOC108096772|XP_017054136.1|DFIC
OG0000416	LOC120456269|XP_039498931.1|DSAN	LOC108092941|XP_017048297.1|DFIC
OG0000416	LOC120456557|XP_039499371.1|DSAN	LOC108091110|XP_017045622.1|DFIC
OG0000417	LOC120452966|XP_039493391.1|DSAN	LOC108099606|XP_017058715.1|DFIC
OG0000417	LOC120452921|XP_039493318.1|DSAN	LOC108099642|XP_017058760.1|DFIC
OG0000418	LOC120446823|XP_039483934.1|DSAN	LOC108092814|XP_017048075.1|DFIC
OG0000418	LOC120457177|XP_039500406.1|DSAN	LOC108088663|XP_017042080.1|DFIC
OG0000419	LOC120447058|XP_039484381.1|DSAN	LOC108101844|XP_017061852.1|DFIC
OG0000419	LOC120455233|XP_039497143.1|DSAN	LOC108094720|XP_017050948.1|DFIC
OG0000421	LOC120458318|XP_039501861.1|DSAN	LOC108101743|XP_017061692.1|DFIC
OG0000421	LOC120449584|XP_039488083.1|DSAN	LOC108100873|XP_017060454.1|DFIC
OG0000422	LOC120457854|XP_039501306.1|DSAN	LOC108096986|XP_017054458.1|DFIC
OG0000423	LOC120445516|XP_039481907.1|DSAN	LOC108096817|XP_017054198.1|DFIC
OG0000423	LOC120446142|XP_039482901.1|DSAN	LOC108096704|XP_017054027.1|DFIC
OG0000424	LOC120451290|XP_039490775.1|DSAN	LOC108098672|XP_017057256.1|DFIC
OG0000424	LOC120446385|XP_039483253.1|DSAN	LOC108095234|XP_017051747.1|DFIC
OG0000425	LOC120445493|XP_039481874.1|DSAN	LOC108090325|XP_017044426.1|DFIC
OG0000425	LOC120446716|XP_039483761.1|DSAN	LOC108094952|XP_017051304.1|DFIC
OG0000426	LOC120458703|XP_039502381.1|DSAN, LOC120458729|XP_039502412.1|DSAN, LOC120458498|XP_039502099.1|DSAN	LOC108096682|XP_017053972.1|DFIC, LOC108096681|XP_017053971.1|DFIC, LOC108096649|XP_017053903.1|DFIC, LOC108096650|XP_017053904.1|DFIC
OG0000428	LOC120449887|XP_039488498.1|DSAN	LOC108093195|XP_017048645.1|DFIC
OG0000428	LOC120448112|XP_039485849.1|DSAN	LOC108093194|XP_017048644.1|DFIC
OG0000428	LOC120448111|XP_039485848.1|DSAN	LOC108093193|XP_017048643.1|DFIC
OG0000429	LOC120446258|XP_039483065.1|DSAN	LOC108086382|XP_017038772.1|DFIC
OG0000429	LOC120457776|XP_039501207.1|DSAN	LOC108086465|XP_017038881.1|DFIC
OG0000429	LOC120444684|XP_039480481.1|DSAN	LOC108086473|XP_017038888.1|DFIC
OG0000430	LOC120452944|XP_039493360.1|DSAN	LOC108086801|XP_017039331.1|DFIC
OG0000430	LOC120452268|XP_039492331.1|DSAN	LOC108087111|XP_017039782.1|DFIC
OG0000431	LOC120446594|XP_039483559.1|DSAN, LOC120446593|XP_039483558.1|DSAN, LOC120452919|XP_039493320.1|DSAN	LOC108101486|XP_017061329.1|DFIC, LOC108098317|XP_017056629.1|DFIC
OG0000433	LOC120457337|XP_039500778.1|DSAN	LOC108091080|XP_017045573.1|DFIC
OG0000433	LOC120449700|XP_039488249.1|DSAN	LOC108093272|XP_017048740.1|DFIC
OG0000434	LOC120453076|XP_039493536.1|DSAN	LOC108095885|XP_017052685.1|DFIC
OG0000435	LOC120456736|XP_039499659.1|DSAN	LOC108097453|XP_017055214.1|DFIC
OG0000437	LOC120446992|XP_039484230.1|DSAN	LOC108089263|XP_017042923.1|DFIC
OG0000437	LOC120456391|XP_039499156.1|DSAN	LOC108100101|XP_017059335.1|DFIC
OG0000438	LOC120453590|XP_039494286.1|DSAN	LOC108097725|XP_017055713.1|DFIC
OG0000439	LOC120458146|XP_039501626.1|DSAN	LOC108098745|XP_017057369.1|DFIC
OG0000439	LOC120449954|XP_039488589.1|DSAN	LOC108086956|XP_017039558.1|DFIC
OG0000440	LOC120444601|XP_039480310.1|DSAN	LOC108096908|XP_017054347.1|DFIC
OG0000440	LOC120445849|XP_039482415.1|DSAN	LOC108087848|XP_017040916.1|DFIC
OG0000441	LOC120446037|XP_039482735.1|DSAN	LOC108087758|XP_017040777.1|DFIC
OG0000441	LOC120445116|XP_039481197.1|DSAN	LOC108087773|XP_017040791.1|DFIC
OG0000443	LOC120449811|XP_039488391.1|DSAN	LOC108100219|XP_017059488.1|DFIC, LOC108099972|XP_017059171.1|DFIC
OG0000443	LOC120449810|XP_039488390.1|DSAN	LOC108100182|XP_017059444.1|DFIC
OG0000444	LOC120455542|XP_039497817.1|DSAN	LOC108098738|XP_017057358.1|DFIC
OG0000444	LOC120458569|XP_039502201.1|DSAN	LOC108098726|XP_017057334.1|DFIC
OG0000446	LOC120455007|XP_039496761.1|DSAN	LOC108094710|XP_017050936.1|DFIC
OG0000446	LOC120455560|XP_039497848.1|DSAN	LOC108088571|XP_017041906.1|DFIC
OG0000446	LOC120458549|XP_039502164.1|DSAN	LOC108093700|XP_017049379.1|DFIC
OG0000447	LOC120449935|XP_039488567.1|DSAN	LOC108100322|XP_017059618.1|DFIC
OG0000448	LOC120453892|XP_039494743.1|DSAN	LOC108086874|XP_017039425.1|DFIC
OG0000448	LOC120453277|XP_039493839.1|DSAN	LOC108086869|XP_017039420.1|DFIC
OG0000449	LOC120448191|XP_039485990.1|DSAN	LOC108099910|XP_017059061.1|DFIC
OG0000449	LOC120444449|XP_039480044.1|DSAN	LOC108094459|XP_017050527.1|DFIC
OG0000450	LOC120455472|XP_039497628.1|DSAN	LOC108091182|XP_017045730.1|DFIC
OG0000450	LOC120455561|XP_039497849.1|DSAN	LOC108098077|XP_017056259.1|DFIC
OG0000451	LOC120457357|XP_039500809.1|DSAN	LOC108097293|XP_017054994.1|DFIC
OG0000451	LOC120457358|XP_039500812.1|DSAN	LOC108097292|XP_017054993.1|DFIC
OG0000453	LOC120453808|XP_039494616.1|DSAN	LOC108092228|XP_017047254.1|DFIC
OG0000453	LOC120454118|XP_039495082.1|DSAN	LOC108092226|XP_017047249.1|DFIC
OG0000454	LOC120453921|XP_039494790.1|DSAN	LOC108091832|XP_017046700.1|DFIC
OG0000454	LOC120449932|XP_039488563.1|DSAN	LOC108100320|XP_017059616.1|DFIC
OG0000455	LOC120444835|XP_039480725.1|DSAN	LOC108096776|XP_017054141.1|DFIC
OG0000456	LOC120454870|XP_039496361.1|DSAN	LOC108101973|XP_017062056.1|DFIC
OG0000456	LOC120447077|XP_039484406.1|DSAN	LOC108090038|XP_017044021.1|DFIC
OG0000457	LOC120458536|XP_039502149.1|DSAN	LOC108093464|XP_017049035.1|DFIC
OG0000457	LOC120443734|XP_039478923.1|DSAN	LOC108092999|XP_017048384.1|DFIC
OG0000458	LOC120454586|XP_039495971.1|DSAN	LOC108092260|XP_017047272.1|DFIC
OG0000460	LOC120456770|XP_039499705.1|DSAN	LOC108094179|XP_017050127.1|DFIC
OG0000461	LOC120445780|XP_039482318.1|DSAN	LOC108094406|XP_017050462.1|DFIC
OG0000462	LOC120454337|XP_039495481.1|DSAN	LOC108101066|XP_017060744.1|DFIC
OG0000462	LOC120454336|XP_039495480.1|DSAN	LOC108101065|XP_017060743.1|DFIC
OG0000462	LOC120454338|XP_039495482.1|DSAN	LOC108101067|XP_017060745.1|DFIC
OG0000463	LOC120452412|XP_039492565.1|DSAN	LOC108091622|XP_017046407.1|DFIC
OG0000463	LOC120456790|XP_039499743.1|DSAN	LOC108092776|XP_017047998.1|DFIC
OG0000463	LOC120454237|XP_039495276.1|DSAN	LOC108091621|XP_017046406.1|DFIC
OG0000464	LOC120454647|XP_039496085.1|DSAN	LOC108092263|XP_017047284.1|DFIC
OG0000464	LOC120451504|XP_039491234.1|DSAN	LOC108092266|XP_017047287.1|DFIC
OG0000464	LOC120450126|XP_039488888.1|DSAN	LOC108092408|XP_017047462.1|DFIC
OG0000465	LOC120453490|XP_039494161.1|DSAN	LOC108099673|XP_017058801.1|DFIC
OG0000465	LOC120451374|XP_039490958.1|DSAN	LOC108099533|XP_017058594.1|DFIC
OG0000466	LOC120456026|XP_039498531.1|DSAN	LOC108091068|XP_017045558.1|DFIC
OG0000466	LOC120451303|XP_039490842.1|DSAN	LOC108091481|XP_017046190.1|DFIC
OG0000467	LOC120443744|XP_039478935.1|DSAN	LOC108094263|XP_017050218.1|DFIC
OG0000467	LOC120457609|XP_039501054.1|DSAN	LOC108094198|XP_017050140.1|DFIC
OG0000468	LOC120452733|XP_039493036.1|DSAN	LOC108100752|XP_017060273.1|DFIC
OG0000468	LOC120444382|XP_039479922.1|DSAN	LOC108093750|XP_017049506.1|DFIC
OG0000469	LOC120457300|XP_039500759.1|DSAN	LOC108094500|XP_017050591.1|DFIC
OG0000469	LOC120443847|XP_039479141.1|DSAN	LOC108094498|XP_017050587.1|DFIC
OG0000470	LOC120448728|XP_039486834.1|DSAN	LOC108088820|XP_017042277.1|DFIC
OG0000470	LOC120449114|XP_039487358.1|DSAN	LOC108100575|XP_017060041.1|DFIC
OG0000471	LOC120449934|XP_039488566.1|DSAN	LOC108100720|XP_017060242.1|DFIC
OG0000471	LOC120458506|XP_039502108.1|DSAN	LOC108092566|XP_017047695.1|DFIC
OG0000473	LOC120456564|XP_039499379.1|DSAN	LOC108088725|XP_017042161.1|DFIC
OG0000473	LOC120456569|XP_039499387.1|DSAN	LOC108097332|XP_017055052.1|DFIC
OG0000474	LOC120455294|XP_039497269.1|DSAN	LOC108098060|XP_017056236.1|DFIC
OG0000474	LOC120450057|XP_039488748.1|DSAN	LOC108100185|XP_017059443.1|DFIC
OG0000475	LOC120451279|XP_039490756.1|DSAN	LOC108099555|XP_017058627.1|DFIC
OG0000475	LOC120451277|XP_039490755.1|DSAN	LOC108099483|XP_017058531.1|DFIC
OG0000476	LOC120451627|XP_039491415.1|DSAN	LOC108099272|XP_017058137.1|DFIC, LOC108099316|XP_017058216.1|DFIC
OG0000476	LOC120453351|XP_039493955.1|DSAN	LOC108099650|XP_017058769.1|DFIC
OG0000477	LOC120453150|XP_039493640.1|DSAN	LOC108099636|XP_017058755.1|DFIC
OG0000477	LOC120451362|XP_039490932.1|DSAN	LOC108099637|XP_017058756.1|DFIC
OG0000478	LOC120456930|XP_039500001.1|DSAN	LOC108102203|XP_017062394.1|DFIC
OG0000478	LOC120452522|XP_039492711.1|DSAN	LOC108095881|XP_017052677.1|DFIC
OG0000479	LOC120452621|XP_039492861.1|DSAN	LOC108099581|XP_017058675.1|DFIC
OG0000479	LOC120452778|XP_039493101.1|DSAN	LOC108099300|XP_017058185.1|DFIC
OG0000480	LOC120448808|XP_039487325.1|DSAN	LOC108092360|XP_017047385.1|DFIC
OG0000480	LOC120448028|XP_039486133.1|DSAN	LOC108092357|XP_017047381.1|DFIC
OG0000482	LOC120451049|XP_039490339.1|DSAN	LOC108088084|XP_017041228.1|DFIC
OG0000482	LOC120450865|XP_039490022.1|DSAN	LOC108101096|XP_017060797.1|DFIC
OG0000483	LOC120452808|XP_039493145.1|DSAN	LOC108091937|XP_017046814.1|DFIC
OG0000483	LOC120452807|XP_039493144.1|DSAN	LOC108091898|XP_017046771.1|DFIC
OG0000484	LOC120454335|XP_039495479.1|DSAN	LOC108101061|XP_017060736.1|DFIC
OG0000484	LOC120454332|XP_039495474.1|DSAN	LOC108101062|XP_017060737.1|DFIC
OG0000485	LOC120449639|XP_039488164.1|DSAN	LOC108099937|XP_017059096.1|DFIC
OG0000485	LOC120449638|XP_039488163.1|DSAN	LOC108099722|XP_017058834.1|DFIC, LOC108099936|XP_017059093.1|DFIC
OG0000486	LOC120444855|XP_039480750.1|DSAN	LOC108087694|XP_017040695.1|DFIC
OG0000487	LOC120445159|XP_039481267.1|DSAN	LOC108101466|XP_017061300.1|DFIC
OG0000487	LOC120445809|XP_039482356.1|DSAN	LOC108101580|XP_017061481.1|DFIC
OG0000488	LOC120455432|XP_039497562.1|DSAN	LOC108091466|XP_017046172.1|DFIC
OG0000488	LOC120455439|XP_039497574.1|DSAN	LOC108091467|XP_017046173.1|DFIC, LOC108097857|XP_017055883.1|DFIC, LOC108095769|XP_017052541.1|DFIC
OG0000488	LOC120446745|XP_039483807.1|DSAN	LOC108089280|XP_017042948.1|DFIC
OG0000489	LOC120452366|XP_039492490.1|DSAN	LOC108098686|XP_017057284.1|DFIC
OG0000489	LOC120456555|XP_039499368.1|DSAN	LOC108091156|XP_017045681.1|DFIC
OG0000490	LOC120455328|XP_039497340.1|DSAN	LOC108097318|XP_017055027.1|DFIC
OG0000490	LOC120456652|XP_039499516.1|DSAN	LOC108092804|XP_017048063.1|DFIC
OG0000491	LOC120446907|XP_039484067.1|DSAN	LOC108087734|XP_017040744.1|DFIC
OG0000491	LOC120446906|XP_039484066.1|DSAN	LOC108087733|XP_017040743.1|DFIC
OG0000492	LOC120445523|XP_039481921.1|DSAN	LOC108090324|XP_017044425.1|DFIC
OG0000492	LOC120454143|XP_039495138.1|DSAN	LOC108101359|XP_017061158.1|DFIC, LOC108102104|XP_017062259.1|DFIC
OG0000493	LOC120453371|XP_039493978.1|DSAN, LOC120453370|XP_039493977.1|DSAN	LOC108086286|XP_017038664.1|DFIC, LOC108086287|XP_017038665.1|DFIC
OG0000494	LOC120452078|XP_039492076.1|DSAN	LOC108095847|XP_017052631.1|DFIC
OG0000494	LOC120443826|XP_039479108.1|DSAN	LOC108094925|XP_017051276.1|DFIC, LOC108101739|XP_017061687.1|DFIC
OG0000495	LOC120455621|XP_039497936.1|DSAN	LOC108092967|XP_017048345.1|DFIC
OG0000495	LOC120447183|XP_039484605.1|DSAN	LOC108087627|XP_017040573.1|DFIC
OG0000496	LOC120449556|XP_039488027.1|DSAN	LOC108091896|XP_017046806.1|DFIC
OG0000496	LOC120451347|XP_039490872.1|DSAN	LOC108095270|XP_017051831.1|DFIC, LOC108092259|XP_017047263.1|DFIC, LOC108095191|XP_017051716.1|DFIC
OG0000497	LOC120458342|XP_039501892.1|DSAN	LOC108100122|XP_017059364.1|DFIC
OG0000497	LOC120456255|XP_039498911.1|DSAN	LOC108093314|XP_017048790.1|DFIC
OG0000498	LOC120452504|XP_039492688.1|DSAN	LOC108091921|XP_017046796.1|DFIC
OG0000499	LOC120444493|XP_039480135.1|DSAN	LOC108101874|XP_017061899.1|DFIC
OG0000499	LOC120455636|XP_039497960.1|DSAN	LOC108092944|XP_017048301.1|DFIC
OG0000500	LOC120448490|XP_039486454.1|DSAN	LOC108099769|XP_017058886.1|DFIC
OG0000500	LOC120448315|XP_039486197.1|DSAN	LOC108099953|XP_017059118.1|DFIC
OG0000501	LOC120458518|XP_039502126.1|DSAN	LOC108101147|XP_017060859.1|DFIC
OG0000502	LOC120445073|XP_039481134.1|DSAN	LOC108095196|XP_017051692.1|DFIC
OG0000503	LOC120446724|XP_039483771.1|DSAN	LOC108096508|XP_017053607.1|DFIC
OG0000503	LOC120446725|XP_039483772.1|DSAN	LOC108096507|XP_017053606.1|DFIC
OG0000504	LOC120448148|XP_039485916.1|DSAN	LOC108089401|XP_017043079.1|DFIC
OG0000505	LOC120456682|XP_039499574.1|DSAN	LOC108097282|XP_017054972.1|DFIC
OG0000505	LOC120456531|XP_039499336.1|DSAN	LOC108097208|XP_017054844.1|DFIC
OG0000506	LOC120453973|XP_039494859.1|DSAN	LOC108095677|XP_017052334.1|DFIC
OG0000506	LOC120454649|XP_039496084.1|DSAN	LOC108095679|XP_017052336.1|DFIC
OG0000507	LOC120455013|XP_039496771.1|DSAN	LOC108091229|XP_017045823.1|DFIC
OG0000507	LOC120455014|XP_039496772.1|DSAN	LOC108091162|XP_017045690.1|DFIC
OG0000508	LOC120448898|XP_039487050.1|DSAN	LOC108100199|XP_017059462.1|DFIC
OG0000508	LOC120449434|XP_039487833.1|DSAN	LOC108099052|XP_017057804.1|DFIC
OG0000509	LOC120445315|XP_039481560.1|DSAN	LOC108090483|XP_017044673.1|DFIC
OG0000509	LOC120445285|XP_039481521.1|DSAN	LOC108090384|XP_017044521.1|DFIC
OG0000510	LOC120445376|XP_039481692.1|DSAN	LOC108093816|XP_017049620.1|DFIC
OG0000510	LOC120445375|XP_039481691.1|DSAN	LOC108093815|XP_017049619.1|DFIC
OG0000511	LOC120445175|XP_039481322.1|DSAN	LOC108098211|XP_017056466.1|DFIC
OG0000511	LOC120446563|XP_039483516.1|DSAN	LOC108098289|XP_017056585.1|DFIC
OG0000512	LOC120458428|XP_039502002.1|DSAN	LOC108100069|XP_017059293.1|DFIC
OG0000512	LOC120449299|XP_039487624.1|DSAN	LOC108100475|XP_017059896.1|DFIC
OG0000513	LOC120446039|XP_039482741.1|DSAN	LOC108094250|XP_017050198.1|DFIC
OG0000513	LOC120446075|XP_039482789.1|DSAN	LOC108101212|XP_017060950.1|DFIC
OG0000514	LOC120458276|XP_039501802.1|DSAN	LOC108095085|XP_017051509.1|DFIC
OG0000514	LOC120456441|XP_039499211.1|DSAN	LOC108094513|XP_017050602.1|DFIC, LOC108096214|XP_017053132.1|DFIC
OG0000515	LOC120454898|XP_039496503.1|DSAN	LOC108095042|XP_017051425.1|DFIC
OG0000515	LOC120449881|XP_039488489.1|DSAN	LOC108089640|XP_017043495.1|DFIC
OG0000516	LOC120455827|XP_039498226.1|DSAN	LOC108101676|XP_017061589.1|DFIC
OG0000516	LOC120455823|XP_039498221.1|DSAN	LOC108101679|XP_017061592.1|DFIC
OG0000517	LOC120447477|XP_039484807.1|DSAN	LOC108096293|XP_017053255.1|DFIC
OG0000517	LOC120447481|XP_039484810.1|DSAN	LOC108096291|XP_017053253.1|DFIC
OG0000518	LOC120447932|XP_039485531.1|DSAN	LOC108089002|XP_017042562.1|DFIC
OG0000519	LOC120447722|XP_039485192.1|DSAN, LOC120447721|XP_039485191.1|DSAN, LOC120449891|XP_039488506.1|DSAN, LOC120449761|XP_039488331.1|DSAN, LOC120449562|XP_039488046.1|DSAN	LOC108091406|XP_017046085.1|DFIC
OG0000521	LOC120455756|XP_039498128.1|DSAN	LOC108088737|XP_017042177.1|DFIC
OG0000521	LOC120456715|XP_039499631.1|DSAN	LOC108088556|XP_017041892.1|DFIC
OG0000522	LOC120451924|XP_039491873.1|DSAN	LOC108093556|XP_017049139.1|DFIC
OG0000522	LOC120457229|XP_039500541.1|DSAN	LOC108102134|XP_017062293.1|DFIC
OG0000523	LOC120453674|XP_039494421.1|DSAN	LOC108095784|XP_017052529.1|DFIC
OG0000523	LOC120457084|XP_039500197.1|DSAN	LOC108097957|XP_017056054.1|DFIC
OG0000524	LOC120452825|XP_039493164.1|DSAN	LOC108095937|XP_017052763.1|DFIC
OG0000524	LOC120452260|XP_039492324.1|DSAN	LOC108087321|XP_017040140.1|DFIC
OG0000525	LOC120443860|XP_039479159.1|DSAN	LOC108090410|XP_017044551.1|DFIC
OG0000525	LOC120443859|XP_039479158.1|DSAN	LOC108090409|XP_017044550.1|DFIC
OG0000526	LOC120445405|XP_039481754.1|DSAN	LOC108093256|XP_017048725.1|DFIC, LOC108092741|XP_017047959.1|DFIC
OG0000526	LOC120447210|XP_039484656.1|DSAN	LOC108094869|XP_017051180.1|DFIC
OG0000527	LOC120444046|XP_039479522.1|DSAN	LOC108091458|XP_017046147.1|DFIC
OG0000527	LOC120443838|XP_039479129.1|DSAN	LOC108091497|XP_017046219.1|DFIC
OG0000528	LOC120443800|XP_039479066.1|DSAN	LOC108092549|XP_017047673.1|DFIC
OG0000529	LOC120450494|XP_039489476.1|DSAN	LOC108092307|XP_017047330.1|DFIC
OG0000529	LOC120458715|XP_039502397.1|DSAN	LOC108089817|XP_017043708.1|DFIC
