Orthogroup	DSAN.longest_only	DEUG.longest_only
OG0000234	LOC120446074|XP_039482788.1|DSAN	LOC108106352|XP_017068821.1|DEUG
OG0000234	LOC120446073|XP_039482786.1|DSAN	LOC108106290|XP_017068746.1|DEUG
OG0000234	LOC120446627|XP_039483621.1|DSAN	LOC108106289|XP_017068744.1|DEUG
OG0000235	LOC120452127|XP_039492144.1|DSAN	LOC108109399|XP_017073386.1|DEUG
OG0000235	LOC120452126|XP_039492142.1|DSAN	LOC108109348|XP_017073297.1|DEUG
OG0000235	LOC120452731|XP_039493034.1|DSAN	LOC108109380|XP_017073362.1|DEUG
OG0000236	LOC120458228|XP_039501745.1|DSAN	LOC108110470|XP_017075027.1|DEUG
OG0000236	LOC120458187|XP_039501689.1|DSAN	LOC108103375|XP_017064310.1|DEUG
OG0000236	LOC120457028|XP_039500124.1|DSAN	LOC108111853|XP_017076951.1|DEUG
OG0000237	LOC120443953|XP_039479337.1|DSAN	LOC108106640|XP_017069335.1|DEUG
OG0000237	LOC120447720|XP_039485190.1|DSAN	LOC108109847|XP_017074091.1|DEUG
OG0000237	LOC120455444|XP_039497583.1|DSAN	LOC108104986|XP_017066851.1|DEUG
OG0000238	LOC120444681|XP_039480476.1|DSAN	LOC108115423|XP_017082348.1|DEUG
OG0000238	LOC120444680|XP_039480474.1|DSAN	LOC108115538|XP_017082529.1|DEUG
OG0000238	LOC120444683|XP_039480479.1|DSAN	LOC108115539|XP_017082532.1|DEUG
OG0000239	LOC120451675|XP_039491490.1|DSAN	LOC108116511|XP_017083936.1|DEUG
OG0000239	LOC120452403|XP_039492554.1|DSAN	LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG
OG0000240	LOC120453009|XP_039493454.1|DSAN	LOC108111802|XP_017076882.1|DEUG
OG0000240	LOC120453465|XP_039494116.1|DSAN	LOC108111816|XP_017076909.1|DEUG
OG0000240	LOC120451708|XP_039491543.1|DSAN	LOC108116140|XP_017083359.1|DEUG
OG0000241	LOC120450584|XP_039489637.1|DSAN	LOC108118218|XP_017086283.1|DEUG
OG0000243	LOC120452117|XP_039492129.1|DSAN	LOC108109616|XP_017073669.1|DEUG
OG0000243	LOC120444092|XP_039479553.1|DSAN	LOC108110425|XP_017074981.1|DEUG
OG0000244	LOC120453666|XP_039494410.1|DSAN	LOC108111645|XP_017076664.1|DEUG
OG0000244	LOC120453427|XP_039494066.1|DSAN	LOC108111646|XP_017076665.1|DEUG
OG0000244	LOC120453068|XP_039493526.1|DSAN	LOC108111697|XP_017076736.1|DEUG
OG0000246	LOC120446911|XP_039484081.1|DSAN	LOC108112473|XP_017077819.1|DEUG
OG0000247	LOC120447895|XP_039485471.1|DSAN	LOC108107539|XP_017070568.1|DEUG
OG0000247	LOC120447894|XP_039485470.1|DSAN	LOC108107954|XP_017071280.1|DEUG
OG0000248	LOC120448134|XP_039485886.1|DSAN	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG
OG0000248	LOC120447689|XP_039485153.1|DSAN	LOC108108572|XP_017072152.1|DEUG
OG0000248	LOC120446830|XP_039483946.1|DSAN	LOC108106284|XP_017068740.1|DEUG
OG0000249	LOC120445782|XP_039482323.1|DSAN	LOC108106111|XP_017068477.1|DEUG
OG0000249	LOC120445766|XP_039482300.1|DSAN	LOC108106110|XP_017068476.1|DEUG
OG0000249	LOC120455752|XP_039498120.1|DSAN	LOC108106106|XP_017068471.1|DEUG
OG0000250	LOC120445398|XP_039481746.1|DSAN	LOC108108387|XP_017071930.1|DEUG
OG0000250	LOC120443723|XP_039478906.1|DSAN	LOC108108406|XP_017071951.1|DEUG
OG0000250	LOC120445389|XP_039481732.1|DSAN	LOC108108003|XP_017071350.1|DEUG
OG0000251	LOC120455359|XP_039497399.1|DSAN	LOC108103757|XP_017064863.1|DEUG
OG0000251	LOC120446798|XP_039483888.1|DSAN	LOC108107225|XP_017070132.1|DEUG
OG0000251	LOC120447762|XP_039485241.1|DSAN	LOC108108294|XP_017071787.1|DEUG
OG0000252	LOC120446524|XP_039483470.1|DSAN	LOC108112356|XP_017077673.1|DEUG
OG0000252	LOC120445445|XP_039481815.1|DSAN	LOC108112447|XP_017077783.1|DEUG
OG0000252	LOC120446525|XP_039483471.1|DSAN	LOC108112343|XP_017077660.1|DEUG
OG0000253	LOC120444405|XP_039479962.1|DSAN	LOC108112290|XP_017077601.1|DEUG
OG0000253	LOC120444403|XP_039479960.1|DSAN	LOC108112273|XP_017077585.1|DEUG
OG0000253	LOC120444397|XP_039479952.1|DSAN	LOC108112182|XP_017077480.1|DEUG
OG0000253	LOC120444398|XP_039479953.1|DSAN	LOC108112203|XP_017077508.1|DEUG
OG0000254	LOC120454214|XP_039495245.1|DSAN	LOC108115562|XP_017082558.1|DEUG
OG0000254	LOC120451614|XP_039491388.1|DSAN	LOC108115564|XP_017082559.1|DEUG
OG0000254	LOC120454223|XP_039495257.1|DSAN	LOC108115561|XP_017082557.1|DEUG
OG0000254	LOC120443938|XP_039479320.1|DSAN	LOC108106216|XP_017068630.1|DEUG
OG0000255	LOC120446870|XP_039484010.1|DSAN	LOC108106568|XP_017069225.1|DEUG
OG0000255	LOC120446869|XP_039484008.1|DSAN	LOC108106567|XP_017069222.1|DEUG
OG0000256	LOC120445220|XP_039481410.1|DSAN	LOC108111983|XP_017077192.1|DEUG
OG0000256	LOC120445860|XP_039482435.1|DSAN	LOC108112019|XP_017077248.1|DEUG
OG0000257	LOC120446845|XP_039483972.1|DSAN	LOC108107497|XP_017070534.1|DEUG
OG0000258	LOC120443747|XP_039478943.1|DSAN	LOC108112644|XP_017078249.1|DEUG
OG0000258	LOC120443745|XP_039478941.1|DSAN	LOC108112642|XP_017078247.1|DEUG
OG0000258	LOC120443746|XP_039478942.1|DSAN	LOC108112643|XP_017078248.1|DEUG
OG0000258	LOC120443748|XP_039478944.1|DSAN	LOC108112645|XP_017078250.1|DEUG
OG0000259	LOC120453974|XP_039494860.1|DSAN	LOC108115944|XP_017083069.1|DEUG
OG0000259	LOC120458432|XP_039502008.1|DSAN	LOC108110424|XP_017074980.1|DEUG
OG0000259	LOC120444093|XP_039479554.1|DSAN, LOC120458431|XP_039502007.1|DSAN, LOC120458531|XP_039502142.1|DSAN, LOC120454892|XP_039496474.1|DSAN	LOC108111215|XP_017076103.1|DEUG
OG0000260	LOC120443972|XP_039479378.1|DSAN	LOC108113446|XP_017079512.1|DEUG
OG0000260	LOC120453346|XP_039493949.1|DSAN	LOC108116553|XP_017083979.1|DEUG
OG0000260	LOC120443979|XP_039479387.1|DSAN	LOC108113492|XP_017079570.1|DEUG
OG0000261	LOC120458713|XP_039502395.1|DSAN	LOC108102549|XP_017063099.1|DEUG
OG0000261	LOC120443935|XP_039479317.1|DSAN	LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG
OG0000262	LOC120449176|XP_039487452.1|DSAN, LOC120449027|XP_039487243.1|DSAN	LOC108107534|XP_017070564.1|DEUG
OG0000262	LOC120444876|XP_039480789.1|DSAN	LOC108113073|XP_017079003.1|DEUG
OG0000263	LOC120446008|XP_039482692.1|DSAN	LOC108106740|XP_017069466.1|DEUG
OG0000263	LOC120449271|XP_039487588.1|DSAN	LOC108107812|XP_017071031.1|DEUG
OG0000264	LOC120455240|XP_039497156.1|DSAN	LOC108103876|XP_017065091.1|DEUG
OG0000264	LOC120457261|XP_039500610.1|DSAN	LOC108103908|XP_017065145.1|DEUG
OG0000264	LOC120453823|XP_039494640.1|DSAN	LOC108104228|XP_017065663.1|DEUG
OG0000265	LOC120447517|XP_039484872.1|DSAN	LOC108104743|XP_017066472.1|DEUG
OG0000265	LOC120445440|XP_039481807.1|DSAN, LOC120445316|XP_039481569.1|DSAN, LOC120445987|XP_039482654.1|DSAN	LOC108113242|XP_017079276.1|DEUG, LOC108113244|XP_017079279.1|DEUG
OG0000265	LOC120449847|XP_039488439.1|DSAN	LOC108108234|XP_017071690.1|DEUG
OG0000266	LOC120445511|XP_039481903.1|DSAN	LOC108112262|XP_017077574.1|DEUG
OG0000266	LOC120445289|XP_039481526.1|DSAN	LOC108110648|XP_017075241.1|DEUG, LOC108112263|XP_017077575.1|DEUG
OG0000266	LOC120445510|XP_039481902.1|DSAN	LOC108112403|XP_017077733.1|DEUG
OG0000267	LOC120453312|XP_039493902.1|DSAN	LOC108111452|XP_017076412.1|DEUG
OG0000267	LOC120453130|XP_039493612.1|DSAN	LOC108111454|XP_017076415.1|DEUG
OG0000268	LOC120451678|XP_039491493.1|DSAN	LOC108115243|XP_017082089.1|DEUG
OG0000268	LOC120453718|XP_039494477.1|DSAN	LOC108115239|XP_017082085.1|DEUG
OG0000269	LOC120454235|XP_039495271.1|DSAN	LOC108108851|XP_017072556.1|DEUG
OG0000269	LOC120452889|XP_039493280.1|DSAN	LOC108116676|XP_017084164.1|DEUG
OG0000270	LOC120446730|XP_039483781.1|DSAN	LOC108108911|XP_017072650.1|DEUG
OG0000271	LOC120458582|XP_039502215.1|DSAN	LOC108113441|XP_017079500.1|DEUG
OG0000271	LOC120444523|XP_039480200.1|DSAN	LOC108112881|XP_017078715.1|DEUG
OG0000271	LOC120446981|XP_039484205.1|DSAN	LOC108112584|XP_017078112.1|DEUG
OG0000272	LOC120448059|XP_039485758.1|DSAN	LOC108104908|XP_017066730.1|DEUG
OG0000272	LOC120454882|XP_039496403.1|DSAN	LOC108108777|XP_017072440.1|DEUG
OG0000273	LOC120453932|XP_039494811.1|DSAN	LOC108116381|XP_017083725.1|DEUG
OG0000273	LOC120449226|XP_039487535.1|DSAN	LOC108110710|XP_017075343.1|DEUG
OG0000273	LOC120453883|XP_039494733.1|DSAN	LOC108115153|XP_017081952.1|DEUG
OG0000274	LOC120445113|XP_039481194.1|DSAN	LOC108106277|XP_017068732.1|DEUG, LOC108106674|XP_017069393.1|DEUG
OG0000274	LOC120445475|XP_039481854.1|DSAN	LOC108112052|XP_017077294.1|DEUG
OG0000277	LOC120454213|XP_039495244.1|DSAN	LOC108109413|XP_017073400.1|DEUG
OG0000277	LOC120453693|XP_039494448.1|DSAN	LOC108117033|XP_017084691.1|DEUG
OG0000277	LOC120454035|XP_039494963.1|DSAN	LOC108109412|XP_017073399.1|DEUG
OG0000277	LOC120453832|XP_039494659.1|DSAN	LOC108109458|XP_017073446.1|DEUG
OG0000278	LOC120455695|XP_039498037.1|DSAN	LOC108116367|XP_017083694.1|DEUG
OG0000279	LOC120448763|XP_039486883.1|DSAN	LOC108109771|XP_017073934.1|DEUG
OG0000279	LOC120449119|XP_039487363.1|DSAN	LOC108109905|XP_017074200.1|DEUG
OG0000280	LOC120447578|XP_039484977.1|DSAN	LOC108108731|XP_017072357.1|DEUG
OG0000280	LOC120447580|XP_039484978.1|DSAN	LOC108108732|XP_017072358.1|DEUG
OG0000280	LOC120447577|XP_039484976.1|DSAN	LOC108108730|XP_017072356.1|DEUG
OG0000281	LOC120448714|XP_039486817.1|DSAN	LOC108114627|XP_017081183.1|DEUG
OG0000281	LOC120455875|XP_039498287.1|DSAN	LOC108105021|XP_017066908.1|DEUG
OG0000281	LOC120457039|XP_039500140.1|DSAN	LOC108103557|XP_017064573.1|DEUG
OG0000282	LOC120447775|XP_039485262.1|DSAN	LOC108107658|XP_017070733.1|DEUG
OG0000282	LOC120455768|XP_039498156.1|DSAN	LOC108103658|XP_017064703.1|DEUG
OG0000283	LOC120445331|XP_039481590.1|DSAN	LOC108106299|XP_017068759.1|DEUG
OG0000284	LOC120455373|XP_039497423.1|DSAN	LOC108105180|XP_017067121.1|DEUG
OG0000284	LOC120458762|XP_039502470.1|DSAN	LOC108105196|XP_017067136.1|DEUG
OG0000285	LOC120446331|XP_039483178.1|DSAN	LOC108112011|XP_017077238.1|DEUG
OG0000285	LOC120446087|XP_039482810.1|DSAN	LOC108112043|XP_017077284.1|DEUG
OG0000286	LOC120458058|XP_039501502.1|DSAN	LOC108105816|XP_017068046.1|DEUG, LOC108105723|XP_017067927.1|DEUG
OG0000286	LOC120458060|XP_039501504.1|DSAN	LOC108105817|XP_017068047.1|DEUG
OG0000286	LOC120458062|XP_039501508.1|DSAN	LOC108105819|XP_017068048.1|DEUG
OG0000287	LOC120455589|XP_039497896.1|DSAN	LOC108103495|XP_017064493.1|DEUG
OG0000287	LOC120456619|XP_039499475.1|DSAN	LOC108103498|XP_017064497.1|DEUG
OG0000287	LOC120456621|XP_039499478.1|DSAN	LOC108103499|XP_017064498.1|DEUG
OG0000288	LOC120444034|XP_039479474.1|DSAN	LOC108105719|XP_017067923.1|DEUG
OG0000288	LOC120444030|XP_039479469.1|DSAN	LOC108105721|XP_017067925.1|DEUG
OG0000288	LOC120444031|XP_039479470.1|DSAN	LOC108105718|XP_017067921.1|DEUG
OG0000288	LOC120444032|XP_039479472.1|DSAN	LOC108105811|XP_017068039.1|DEUG
OG0000289	LOC120447648|XP_039485092.1|DSAN	LOC108108227|XP_017071682.1|DEUG
OG0000289	LOC120447654|XP_039485101.1|DSAN	LOC108107629|XP_017070687.1|DEUG
OG0000289	LOC120447646|XP_039485091.1|DSAN	LOC108108228|XP_017071683.1|DEUG
OG0000290	LOC120458738|XP_039502435.1|DSAN	LOC108106212|XP_017068625.1|DEUG
OG0000290	LOC120458736|XP_039502433.1|DSAN	LOC108106479|XP_017069046.1|DEUG
OG0000290	LOC120458735|XP_039502432.1|DSAN	LOC108106214|XP_017068628.1|DEUG
OG0000290	LOC120443940|XP_039479321.1|DSAN	LOC108106213|XP_017068626.1|DEUG
OG0000291	LOC120449348|XP_039487693.1|DSAN	LOC108105919|XP_017068188.1|DEUG, LOC108105955|XP_017068245.1|DEUG
OG0000291	LOC120450479|XP_039489460.1|DSAN, LOC120450480|XP_039489461.1|DSAN	LOC108114711|XP_017081300.1|DEUG
OG0000292	LOC120446482|XP_039483420.1|DSAN	LOC108113356|XP_017079410.1|DEUG
OG0000292	LOC120450213|XP_039489019.1|DSAN	LOC108107886|XP_017071162.1|DEUG
OG0000293	LOC120454542|XP_039495855.1|DSAN	LOC108116547|XP_017083974.1|DEUG
OG0000293	LOC120457332|XP_039500775.1|DSAN	LOC108111017|XP_017075819.1|DEUG
OG0000293	LOC120453478|XP_039494144.1|DSAN	LOC108116581|XP_017084011.1|DEUG
OG0000294	LOC120443887|XP_039479245.1|DSAN	LOC108118243|XP_017062874.1|DEUG
OG0000294	LOC120457125|XP_039500276.1|DSAN	LOC108102911|XP_017063647.1|DEUG
OG0000295	LOC120447084|XP_039484417.1|DSAN	LOC108106493|XP_017069072.1|DEUG
OG0000295	LOC120451951|XP_039491906.1|DSAN	LOC108115774|XP_017082835.1|DEUG
OG0000295	LOC120444504|XP_039480152.1|DSAN	LOC108107406|XP_017070421.1|DEUG
OG0000295	LOC120447523|XP_039484893.1|DSAN	LOC108104512|XP_017066121.1|DEUG
OG0000296	LOC120445268|XP_039481500.1|DSAN	LOC108114785|XP_017081386.1|DEUG
OG0000296	LOC120449941|XP_039488575.1|DSAN	LOC108104616|XP_017066278.1|DEUG
OG0000296	LOC120454974|XP_039496691.1|DSAN	LOC108103356|XP_017064290.1|DEUG
OG0000297	LOC120456355|XP_039499081.1|DSAN	LOC108113329|XP_017079378.1|DEUG
OG0000297	LOC120458911|XP_039502690.1|DSAN	LOC108113385|XP_017079446.1|DEUG
OG0000298	LOC120455334|XP_039497346.1|DSAN	LOC108104313|XP_017065786.1|DEUG
OG0000298	LOC120455854|XP_039498259.1|DSAN	LOC108104315|XP_017065789.1|DEUG
OG0000298	LOC120455794|XP_039498185.1|DSAN	LOC108112547|XP_017077972.1|DEUG, LOC108104998|XP_017066864.1|DEUG
OG0000299	LOC120453391|XP_039494010.1|DSAN	LOC108116947|XP_017084584.1|DEUG
OG0000299	LOC120453393|XP_039494016.1|DSAN	LOC108116985|XP_017084638.1|DEUG
OG0000299	LOC120453392|XP_039494015.1|DSAN	LOC108116980|XP_017084631.1|DEUG
OG0000300	LOC120449590|XP_039488087.1|DSAN	LOC108108481|XP_017072028.1|DEUG
OG0000300	LOC120449591|XP_039488088.1|DSAN	LOC108108422|XP_017071963.1|DEUG
OG0000300	LOC120447778|XP_039485265.1|DSAN	LOC108108477|XP_017072024.1|DEUG
OG0000301	LOC120454893|XP_039496470.1|DSAN	LOC108102385|XP_017062811.1|DEUG
OG0000301	LOC120452056|XP_039492056.1|DSAN	LOC108118319|XP_017086424.1|DEUG
OG0000302	LOC120447525|XP_039484892.1|DSAN	LOC108114548|XP_017081081.1|DEUG
OG0000302	LOC120447526|XP_039484894.1|DSAN	LOC108114549|XP_017081082.1|DEUG
OG0000303	LOC120456718|XP_039499633.1|DSAN	LOC108106058|XP_017068405.1|DEUG
OG0000303	LOC120449484|XP_039487898.1|DSAN	LOC108107165|XP_017070066.1|DEUG
OG0000304	LOC120451427|XP_039491035.1|DSAN	LOC108109387|XP_017073373.1|DEUG
OG0000304	LOC120451428|XP_039491036.1|DSAN	LOC108109393|XP_017073379.1|DEUG
OG0000304	LOC120451429|XP_039491038.1|DSAN	LOC108109392|XP_017073378.1|DEUG
OG0000305	LOC120449912|XP_039488538.1|DSAN	LOC108118256|XP_017086335.1|DEUG
OG0000305	LOC120448799|XP_039486923.1|DSAN	LOC108118255|XP_017086334.1|DEUG
OG0000305	LOC120448800|XP_039486924.1|DSAN	LOC108118240|XP_017086313.1|DEUG
OG0000306	LOC120446511|XP_039483453.1|DSAN	LOC108112257|XP_017077568.1|DEUG
OG0000306	LOC120446386|XP_039483256.1|DSAN	LOC108112240|XP_017077550.1|DEUG
OG0000306	LOC120457239|XP_039500557.1|DSAN	LOC108111873|XP_017076988.1|DEUG
OG0000307	LOC120452340|XP_039492438.1|DSAN	LOC108105271|XP_017067246.1|DEUG
OG0000307	LOC120454325|XP_039495462.1|DSAN	LOC108115794|XP_017082860.1|DEUG
OG0000308	LOC120454637|XP_039496070.1|DSAN	LOC108117275|XP_017085116.1|DEUG
OG0000308	LOC120454638|XP_039496071.1|DSAN	LOC108117276|XP_017085117.1|DEUG
OG0000308	LOC120455927|XP_039498391.1|DSAN	LOC108106175|XP_017068585.1|DEUG
OG0000309	LOC120453916|XP_039494785.1|DSAN	LOC108116521|XP_017083948.1|DEUG
OG0000309	LOC120453801|XP_039494608.1|DSAN	LOC108116358|XP_017083671.1|DEUG
OG0000309	LOC120453797|XP_039494607.1|DSAN	LOC108116357|XP_017083670.1|DEUG
OG0000310	LOC120456880|XP_039499912.1|DSAN	LOC108103012|XP_017063824.1|DEUG
OG0000311	LOC120453350|XP_039493954.1|DSAN	LOC108105244|XP_017067208.1|DEUG, LOC108105243|XP_017067207.1|DEUG
OG0000311	LOC120455166|XP_039497026.1|DSAN	LOC108109688|XP_017073782.1|DEUG
OG0000312	LOC120447028|XP_039484296.1|DSAN	LOC108108341|XP_017071869.1|DEUG
OG0000312	LOC120446864|XP_039484003.1|DSAN	LOC108110934|XP_017075714.1|DEUG
OG0000313	LOC120444304|XP_039479765.1|DSAN	LOC108110834|XP_017075563.1|DEUG
OG0000313	LOC120444153|XP_039479665.1|DSAN	LOC108105867|XP_017068132.1|DEUG
OG0000314	LOC120458239|XP_039501759.1|DSAN	LOC108111170|XP_017076038.1|DEUG
OG0000314	LOC120443795|XP_039479059.1|DSAN	LOC108111077|XP_017075897.1|DEUG
OG0000315	LOC120443988|XP_039479396.1|DSAN	LOC108110605|XP_017075192.1|DEUG, LOC108110629|XP_017075217.1|DEUG
OG0000315	LOC120458689|XP_039502360.1|DSAN	LOC108110436|XP_017074992.1|DEUG
OG0000316	LOC120445553|XP_039481958.1|DSAN	LOC108111917|XP_017077047.1|DEUG
OG0000316	LOC120445567|XP_039481984.1|DSAN	LOC108111914|XP_017077042.1|DEUG
OG0000317	LOC120451516|XP_039491210.1|DSAN	LOC108108825|XP_017072510.1|DEUG
OG0000317	LOC120454227|XP_039495261.1|DSAN	LOC108108822|XP_017072507.1|DEUG
OG0000319	LOC120450935|XP_039490136.1|DSAN, LOC120450936|XP_039490137.1|DSAN, LOC120453232|XP_039493766.1|DSAN	LOC108116339|XP_017083642.1|DEUG, LOC108116338|XP_017083641.1|DEUG, LOC108116336|XP_017083640.1|DEUG
OG0000320	LOC120451620|XP_039491405.1|DSAN	LOC108116421|XP_017083798.1|DEUG
OG0000320	LOC120451662|XP_039491474.1|DSAN	LOC108110433|XP_017074988.1|DEUG
OG0000320	LOC120452408|XP_039492563.1|DSAN	LOC108116796|XP_017084333.1|DEUG
OG0000321	LOC120447393|XP_039484728.1|DSAN	LOC108104061|XP_017065412.1|DEUG
OG0000321	LOC120447429|XP_039484731.1|DSAN	LOC108104060|XP_017065411.1|DEUG
OG0000322	LOC120452137|XP_039492157.1|DSAN	LOC108105547|XP_017067672.1|DEUG
OG0000322	LOC120456757|XP_039499687.1|DSAN	LOC108118545|XP_017086787.1|DEUG
OG0000322	LOC120457037|XP_039500138.1|DSAN	LOC108103669|XP_017064716.1|DEUG
OG0000323	LOC120443885|XP_039479278.1|DSAN	LOC108105868|XP_017068133.1|DEUG
OG0000323	LOC120454365|XP_039495523.1|DSAN	LOC108116708|XP_017084215.1|DEUG
OG0000324	LOC120444611|XP_039480326.1|DSAN	LOC108114898|XP_017081557.1|DEUG
OG0000325	LOC120450281|XP_039489132.1|DSAN	LOC108108660|XP_017072254.1|DEUG
OG0000325	LOC120450282|XP_039489133.1|DSAN	LOC108108661|XP_017072255.1|DEUG
OG0000327	LOC120447192|XP_039484618.1|DSAN	LOC108112767|XP_017078516.1|DEUG
OG0000327	LOC120458393|XP_039501947.1|DSAN	LOC108113367|XP_017079423.1|DEUG
OG0000327	LOC120458771|XP_039502482.1|DSAN	LOC108112184|XP_017077483.1|DEUG
OG0000328	LOC120446340|XP_039483194.1|DSAN	LOC108107199|XP_017070105.1|DEUG
OG0000328	LOC120447701|XP_039485163.1|DSAN	LOC108114000|XP_017080235.1|DEUG
OG0000328	LOC120447700|XP_039485162.1|DSAN	LOC108113999|XP_017080234.1|DEUG
OG0000329	LOC120458552|XP_039502167.1|DSAN	LOC108106076|XP_017068424.1|DEUG
OG0000329	LOC120451802|XP_039491693.1|DSAN	LOC108107012|XP_017069846.1|DEUG
OG0000330	LOC120453565|XP_039494257.1|DSAN	LOC108115904|XP_017083028.1|DEUG, LOC108115906|XP_017083030.1|DEUG, LOC108115907|XP_017083033.1|DEUG, LOC108115909|XP_017083035.1|DEUG, LOC108115905|XP_017083029.1|DEUG, LOC108115908|XP_017083034.1|DEUG
OG0000330	LOC120451391|XP_039490989.1|DSAN	LOC108115901|XP_017083026.1|DEUG
OG0000331	LOC120458074|XP_039501524.1|DSAN	LOC108106193|XP_017068608.1|DEUG
OG0000331	LOC120443763|XP_039478991.1|DSAN	LOC108106169|XP_017068574.1|DEUG
OG0000332	LOC120458046|XP_039501488.1|DSAN	LOC108111167|XP_017076034.1|DEUG
OG0000332	LOC120456520|XP_039499321.1|DSAN	LOC108117183|XP_017084964.1|DEUG
OG0000333	LOC120448584|XP_039486594.1|DSAN	LOC108114658|XP_017081221.1|DEUG
OG0000333	LOC120450162|XP_039488940.1|DSAN	LOC108107999|XP_017071339.1|DEUG
OG0000334	LOC120458362|XP_039501913.1|DSAN	LOC108113162|XP_017079164.1|DEUG
OG0000334	LOC120456082|XP_039498607.1|DSAN	LOC108115203|XP_017082019.1|DEUG
OG0000334	LOC120445124|XP_039481206.1|DSAN	LOC108113174|XP_017079179.1|DEUG
OG0000335	LOC120444451|XP_039480047.1|DSAN	LOC108114805|XP_017081408.1|DEUG
OG0000335	LOC120444448|XP_039480042.1|DSAN	LOC108114774|XP_017081373.1|DEUG
OG0000336	LOC120452794|XP_039493122.1|DSAN	LOC108116488|XP_017083909.1|DEUG
OG0000336	LOC120450905|XP_039490088.1|DSAN	LOC108113808|XP_017080006.1|DEUG
OG0000336	LOC120450904|XP_039490087.1|DSAN	LOC108113789|XP_017079986.1|DEUG
OG0000337	LOC120447576|XP_039484975.1|DSAN	LOC108108669|XP_017072263.1|DEUG
OG0000337	LOC120457000|XP_039500088.1|DSAN	LOC108102451|XP_017062944.1|DEUG
OG0000337	LOC120448631|XP_039486687.1|DSAN	LOC108108425|XP_017071966.1|DEUG
OG0000338	LOC120450429|XP_039489373.1|DSAN	LOC108102837|XP_017063519.1|DEUG
OG0000338	LOC120445724|XP_039482229.1|DSAN	LOC108104832|XP_017066618.1|DEUG
OG0000339	LOC120447869|XP_039485411.1|DSAN	LOC108114281|XP_017080667.1|DEUG
OG0000339	LOC120447876|XP_039485419.1|DSAN	LOC108114279|XP_017080665.1|DEUG
OG0000340	LOC120446481|XP_039483418.1|DSAN	LOC108113124|XP_017079116.1|DEUG
OG0000341	LOC120447793|XP_039485288.1|DSAN	LOC108118169|XP_017086216.1|DEUG
OG0000341	LOC120447795|XP_039485290.1|DSAN	LOC108118172|XP_017086219.1|DEUG
OG0000341	LOC120449244|XP_039487554.1|DSAN	LOC108118195|XP_017086244.1|DEUG
OG0000341	LOC120449567|XP_039488054.1|DSAN	LOC108118175|XP_017086223.1|DEUG
OG0000341	LOC120449764|XP_039488336.1|DSAN	LOC108118200|XP_017086250.1|DEUG
OG0000342	LOC120457091|XP_039500211.1|DSAN	LOC108103031|XP_017063846.1|DEUG
OG0000342	LOC120454137|XP_039495127.1|DSAN	LOC108110189|XP_017074630.1|DEUG
OG0000342	LOC120446056|XP_039482767.1|DSAN	LOC108107220|XP_017070126.1|DEUG
OG0000343	LOC120452782|XP_039493108.1|DSAN	LOC108109831|XP_017074065.1|DEUG
OG0000344	LOC120446157|XP_039482921.1|DSAN	LOC108112243|XP_017077554.1|DEUG
OG0000344	LOC120453645|XP_039494373.1|DSAN	LOC108111339|XP_017076255.1|DEUG
OG0000345	LOC120458125|XP_039501600.1|DSAN	LOC108112624|XP_017078215.1|DEUG
OG0000345	LOC120446836|XP_039483955.1|DSAN	LOC108111936|XP_017077088.1|DEUG
OG0000346	LOC120446925|XP_039484101.1|DSAN	LOC108106715|XP_017069437.1|DEUG
OG0000347	LOC120450035|XP_039488720.1|DSAN	LOC108107639|XP_017070713.1|DEUG
OG0000347	LOC120458951|XP_039502751.1|DSAN	LOC108102564|XP_017063127.1|DEUG
OG0000348	LOC120458461|XP_039502045.1|DSAN	LOC108110473|XP_017075030.1|DEUG
OG0000348	LOC120458193|XP_039501697.1|DSAN	LOC108102533|XP_017063058.1|DEUG
OG0000349	LOC120446068|XP_039482781.1|DSAN	LOC108114873|XP_017081515.1|DEUG
OG0000350	LOC120447733|XP_039485211.1|DSAN	LOC108107633|XP_017070692.1|DEUG
OG0000350	LOC120450184|XP_039488982.1|DSAN	LOC108107640|XP_017070715.1|DEUG
OG0000350	LOC120453192|XP_039493691.1|DSAN	LOC108115740|XP_017082800.1|DEUG
OG0000351	LOC120445578|XP_039482000.1|DSAN	LOC108112177|XP_017077474.1|DEUG
OG0000351	LOC120445487|XP_039481868.1|DSAN	LOC108112178|XP_017077475.1|DEUG
OG0000353	LOC120452545|XP_039492754.1|DSAN	LOC108109547|XP_017073606.1|DEUG
OG0000353	LOC120451287|XP_039490771.1|DSAN	LOC108113425|XP_017079472.1|DEUG
OG0000354	LOC120450225|XP_039489040.1|DSAN	LOC108110557|XP_017075136.1|DEUG
OG0000354	LOC120450236|XP_039489052.1|DSAN	LOC108110662|XP_017075266.1|DEUG
OG0000355	LOC120451381|XP_039490977.1|DSAN	LOC108109066|XP_017072896.1|DEUG
OG0000355	LOC120458291|XP_039501823.1|DSAN	LOC108112228|XP_017077537.1|DEUG
OG0000356	LOC120445775|XP_039482307.1|DSAN	LOC108107057|XP_017069909.1|DEUG
