Orthogroup	DSAN.longest_only	DSUB.longest_only
OG0000306	LOC120457239|XP_039500557.1|DSAN	LOC117903110|XP_034670827.1|DSUB
OG0000307	LOC120452340|XP_039492438.1|DSAN	LOC117897347|XP_034662011.1|DSUB
OG0000307	LOC120454325|XP_039495462.1|DSAN	LOC117898551|XP_034663922.1|DSUB
OG0000308	LOC120453137|XP_039493625.1|DSAN	LOC117900737|XP_034667103.1|DSUB, LOC117901106|XP_034667630.1|DSUB
OG0000308	LOC120454637|XP_039496070.1|DSAN, LOC120454638|XP_039496071.1|DSAN	LOC117898311|XP_034663486.1|DSUB
OG0000308	LOC120455927|XP_039498391.1|DSAN	LOC117902629|XP_034670040.1|DSUB
OG0000309	LOC120453916|XP_039494785.1|DSAN, LOC120453801|XP_039494608.1|DSAN, LOC120453797|XP_039494607.1|DSAN	LOC117896617|XP_034660942.1|DSUB, LOC117898208|XP_034663320.1|DSUB
OG0000310	LOC120456880|XP_039499912.1|DSAN	LOC117891914|XP_034653628.1|DSUB, LOC117890945|XP_034651974.1|DSUB
OG0000311	LOC120453350|XP_039493954.1|DSAN	LOC117896202|XP_034660220.1|DSUB
OG0000311	LOC120455166|XP_039497026.1|DSAN	LOC117894299|XP_034657159.1|DSUB
OG0000312	LOC120447028|XP_039484296.1|DSAN	LOC117900135|XP_034666252.1|DSUB
OG0000312	LOC120446864|XP_039484003.1|DSAN	LOC117901246|XP_034667813.1|DSUB
OG0000313	LOC120444304|XP_039479765.1|DSAN	LOC117900261|XP_034666457.1|DSUB
OG0000313	LOC120444153|XP_039479665.1|DSAN	LOC117901190|XP_034667733.1|DSUB
OG0000314	LOC120458239|XP_039501759.1|DSAN	LOC117902701|XP_034670138.1|DSUB
OG0000314	LOC120443795|XP_039479059.1|DSAN	LOC117902699|XP_034670136.1|DSUB
OG0000315	LOC120446328|XP_039483179.1|DSAN, LOC120446653|XP_039483657.1|DSAN, LOC120458689|XP_039502360.1|DSAN	LOC117902252|XP_034669401.1|DSUB
OG0000316	LOC120445553|XP_039481958.1|DSAN	LOC117890294|XP_034650953.1|DSUB
OG0000316	LOC120445567|XP_039481984.1|DSAN	LOC117890373|XP_034651060.1|DSUB
OG0000318	LOC120446854|XP_039483980.1|DSAN, LOC120457527|XP_039501007.1|DSAN	LOC117889585|XP_034649884.1|DSUB
OG0000319	LOC120450935|XP_039490136.1|DSAN, LOC120450936|XP_039490137.1|DSAN, LOC120453232|XP_039493766.1|DSAN	LOC117897615|XP_034662471.1|DSUB, LOC117897614|XP_034662470.1|DSUB
OG0000320	LOC120451620|XP_039491405.1|DSAN	LOC117897732|XP_034662652.1|DSUB
OG0000320	LOC120451662|XP_039491474.1|DSAN	LOC117901401|XP_034668026.1|DSUB
OG0000320	LOC120452408|XP_039492563.1|DSAN	LOC117896806|XP_034661201.1|DSUB
OG0000321	LOC120447393|XP_039484728.1|DSAN	LOC117902136|XP_034669161.1|DSUB
OG0000321	LOC120447429|XP_039484731.1|DSAN	LOC117902137|XP_034669163.1|DSUB
OG0000322	LOC120452137|XP_039492157.1|DSAN, LOC120456757|XP_039499687.1|DSAN	LOC117902919|XP_034670389.1|DSUB
OG0000322	LOC120457037|XP_039500138.1|DSAN	LOC117903109|XP_034670826.1|DSUB
OG0000323	LOC120443885|XP_039479278.1|DSAN	LOC117902100|XP_034669095.1|DSUB
OG0000323	LOC120454365|XP_039495523.1|DSAN	LOC117897036|XP_034661507.1|DSUB
OG0000324	LOC120444611|XP_039480326.1|DSAN	LOC117890823|XP_034651787.1|DSUB
OG0000325	LOC120450281|XP_039489132.1|DSAN	LOC117894659|XP_034657724.1|DSUB
OG0000325	LOC120450282|XP_039489133.1|DSAN	LOC117894477|XP_034657469.1|DSUB
OG0000327	LOC120447192|XP_039484618.1|DSAN	LOC117890953|XP_034651985.1|DSUB
OG0000327	LOC120458393|XP_039501947.1|DSAN	LOC117890952|XP_034651984.1|DSUB
OG0000327	LOC120458771|XP_039502482.1|DSAN	LOC117890955|XP_034651987.1|DSUB
OG0000328	LOC120446340|XP_039483194.1|DSAN	LOC117891079|XP_034652150.1|DSUB
OG0000328	LOC120447701|XP_039485163.1|DSAN	LOC117893351|XP_034655832.1|DSUB
OG0000328	LOC120447700|XP_039485162.1|DSAN	LOC117893347|XP_034655827.1|DSUB
OG0000329	LOC120451802|XP_039491693.1|DSAN	LOC117902605|XP_034670007.1|DSUB
OG0000330	LOC120453565|XP_039494257.1|DSAN, LOC120451391|XP_039490989.1|DSAN, LOC120455693|XP_039498035.1|DSAN	LOC117896747|XP_034661104.1|DSUB
OG0000331	LOC120458074|XP_039501524.1|DSAN	LOC117901925|XP_034668785.1|DSUB, LOC117901773|XP_034668564.1|DSUB, LOC117901226|XP_034667788.1|DSUB
OG0000331	LOC120443763|XP_039478991.1|DSAN	LOC117900858|XP_034667269.1|DSUB
OG0000332	LOC120458046|XP_039501488.1|DSAN	LOC117903681|XP_034671910.1|DSUB, LOC117898137|XP_034663222.1|DSUB
OG0000332	LOC120456520|XP_039499321.1|DSAN	LOC117903192|XP_034670967.1|DSUB
OG0000333	LOC120448584|XP_039486594.1|DSAN	LOC117894230|XP_034657037.1|DSUB
OG0000333	LOC120450162|XP_039488940.1|DSAN	LOC117894460|XP_034657451.1|DSUB
OG0000334	LOC120456082|XP_039498607.1|DSAN	LOC117892029|XP_034653843.1|DSUB
OG0000334	LOC120445124|XP_039481206.1|DSAN	LOC117890520|XP_034651317.1|DSUB
OG0000335	LOC120444451|XP_039480047.1|DSAN	LOC117902271|XP_034669423.1|DSUB
OG0000335	LOC120444448|XP_039480042.1|DSAN	LOC117902269|XP_034669419.1|DSUB
OG0000336	LOC120452794|XP_039493122.1|DSAN	LOC117896583|XP_034660894.1|DSUB
OG0000336	LOC120450905|XP_039490088.1|DSAN	LOC117895978|XP_034659829.1|DSUB
OG0000336	LOC120450904|XP_039490087.1|DSAN	LOC117895976|XP_034659826.1|DSUB
OG0000337	LOC120447576|XP_039484975.1|DSAN	LOC117893332|XP_034655813.1|DSUB, LOC117893333|XP_034655814.1|DSUB
OG0000337	LOC120457000|XP_039500088.1|DSAN	LOC117893473|XP_034655986.1|DSUB
OG0000337	LOC120448631|XP_039486687.1|DSAN	LOC117893591|XP_034656156.1|DSUB
OG0000338	LOC120450429|XP_039489373.1|DSAN	LOC117895578|XP_034659190.1|DSUB
OG0000338	LOC120445724|XP_039482229.1|DSAN	LOC117892357|XP_034654454.1|DSUB
OG0000339	LOC120447869|XP_039485411.1|DSAN	LOC117894548|XP_034657560.1|DSUB
OG0000339	LOC120447876|XP_039485419.1|DSAN	LOC117894536|XP_034657546.1|DSUB
OG0000340	LOC120446481|XP_039483418.1|DSAN	LOC117892636|XP_034654879.1|DSUB
OG0000341	LOC120447793|XP_039485288.1|DSAN, LOC120447795|XP_039485290.1|DSAN	LOC117894994|XP_034658234.1|DSUB
OG0000342	LOC120457091|XP_039500211.1|DSAN	LOC117900549|XP_034666847.1|DSUB
OG0000342	LOC120446056|XP_039482767.1|DSAN	LOC117890304|XP_034650969.1|DSUB
OG0000343	LOC120452782|XP_039493108.1|DSAN	LOC117897637|XP_034662502.1|DSUB
OG0000344	LOC120446157|XP_039482921.1|DSAN	LOC117890222|XP_034650850.1|DSUB
OG0000344	LOC120453645|XP_039494373.1|DSAN	LOC117896300|XP_034660413.1|DSUB
OG0000345	LOC120458125|XP_039501600.1|DSAN	LOC117891285|XP_034652567.1|DSUB
OG0000345	LOC120446836|XP_039483955.1|DSAN	LOC117890999|XP_034652039.1|DSUB
OG0000346	LOC120446925|XP_039484101.1|DSAN, LOC120444939|XP_039480877.1|DSAN, LOC120444913|XP_039480840.1|DSAN	LOC117890209|XP_034650832.1|DSUB
OG0000347	LOC120450035|XP_039488720.1|DSAN	LOC117894249|XP_034657091.1|DSUB
OG0000347	LOC120458951|XP_039502751.1|DSAN	LOC117901624|XP_034668343.1|DSUB
OG0000348	LOC120458461|XP_039502045.1|DSAN	LOC117901783|XP_034668583.1|DSUB
OG0000348	LOC120458193|XP_039501697.1|DSAN	LOC117900771|XP_034667142.1|DSUB
OG0000349	LOC120446068|XP_039482781.1|DSAN	LOC117901418|XP_034668045.1|DSUB
OG0000350	LOC120447733|XP_039485211.1|DSAN, LOC120450184|XP_039488982.1|DSAN	LOC117893519|XP_034656049.1|DSUB
OG0000350	LOC120453192|XP_039493691.1|DSAN	LOC117899344|XP_034665188.1|DSUB
OG0000351	LOC120445578|XP_039482000.1|DSAN	LOC117892035|XP_034653851.1|DSUB
OG0000351	LOC120445487|XP_039481868.1|DSAN	LOC117892037|XP_034653852.1|DSUB
OG0000353	LOC120452545|XP_039492754.1|DSAN	LOC117899202|XP_034664965.1|DSUB
OG0000353	LOC120451287|XP_039490771.1|DSAN	LOC117902638|XP_034670051.1|DSUB
OG0000354	LOC120450225|XP_039489040.1|DSAN	LOC117900929|XP_034667384.1|DSUB
OG0000354	LOC120450236|XP_039489052.1|DSAN	LOC117900930|XP_034667385.1|DSUB
OG0000355	LOC120451381|XP_039490977.1|DSAN	LOC117891105|XP_034652185.1|DSUB
OG0000355	LOC120458291|XP_039501823.1|DSAN	LOC117892437|XP_034654568.1|DSUB
OG0000356	LOC120445775|XP_039482307.1|DSAN	LOC117902257|XP_034669406.1|DSUB
OG0000356	LOC120445851|XP_039482423.1|DSAN	LOC117902254|XP_034669403.1|DSUB
OG0000358	LOC120452188|XP_039492232.1|DSAN	LOC117896664|XP_034661001.1|DSUB
OG0000358	LOC120452279|XP_039492344.1|DSAN	LOC117897010|XP_034661467.1|DSUB
OG0000358	LOC120454524|XP_039495823.1|DSAN	LOC117895999|XP_034659885.1|DSUB
OG0000359	LOC120447794|XP_039485289.1|DSAN	LOC117894993|XP_034658232.1|DSUB
OG0000360	LOC120452495|XP_039492679.1|DSAN, LOC120452446|XP_039492609.1|DSAN, LOC120452443|XP_039492607.1|DSAN, LOC120452445|XP_039492608.1|DSAN	LOC117897268|XP_034661884.1|DSUB
OG0000361	LOC120454472|XP_039495737.1|DSAN, LOC120451868|XP_039491806.1|DSAN	LOC117900157|XP_034666288.1|DSUB
OG0000361	LOC120458385|XP_039501938.1|DSAN	LOC117901763|XP_034668542.1|DSUB
OG0000362	LOC120454848|XP_039496295.1|DSAN	LOC117902966|XP_034670511.1|DSUB
OG0000362	LOC120450509|XP_039489496.1|DSAN	LOC117895354|XP_034658829.1|DSUB
OG0000363	LOC120454583|XP_039495943.1|DSAN	LOC117897733|XP_034662653.1|DSUB
OG0000363	LOC120447472|XP_039484797.1|DSAN	LOC117893562|XP_034656116.1|DSUB
OG0000364	LOC120450110|XP_039488852.1|DSAN	LOC117893117|XP_034655451.1|DSUB
OG0000365	LOC120446106|XP_039482834.1|DSAN	LOC117890979|XP_034652011.1|DSUB
OG0000365	LOC120443839|XP_039479134.1|DSAN	LOC117900502|XP_034666784.1|DSUB
OG0000366	LOC120455786|XP_039498179.1|DSAN	LOC117896792|XP_034661194.1|DSUB
OG0000366	LOC120453455|XP_039494104.1|DSAN	LOC117899469|XP_034665377.1|DSUB
OG0000367	LOC120449291|XP_039487611.1|DSAN	LOC117895052|XP_034658320.1|DSUB
OG0000367	LOC120445880|XP_039482459.1|DSAN	LOC117890868|XP_034651845.1|DSUB, LOC117889724|XP_034650037.1|DSUB
OG0000368	LOC120447768|XP_039485249.1|DSAN	LOC117893247|XP_034655701.1|DSUB
OG0000368	LOC120447769|XP_039485253.1|DSAN	LOC117895829|XP_034659657.1|DSUB
OG0000370	LOC120447615|XP_039485042.1|DSAN	LOC117894478|XP_034657470.1|DSUB
OG0000370	LOC120450284|XP_039489135.1|DSAN	LOC117893329|XP_034655810.1|DSUB
OG0000370	LOC120445335|XP_039481604.1|DSAN	LOC117892427|XP_034654556.1|DSUB
OG0000371	LOC120455897|XP_039498328.1|DSAN	LOC117892013|XP_034653800.1|DSUB
OG0000371	LOC120457714|XP_039501145.1|DSAN	LOC117890751|XP_034651701.1|DSUB
OG0000371	LOC120453961|XP_039494844.1|DSAN	LOC117899167|XP_034664917.1|DSUB
OG0000372	LOC120448292|XP_039486164.1|DSAN	LOC117900386|XP_034666631.1|DSUB
OG0000373	LOC120445095|XP_039481160.1|DSAN	LOC117890611|XP_034651442.1|DSUB
OG0000374	LOC120448842|XP_039486981.1|DSAN, LOC120457993|XP_039501418.1|DSAN, LOC120457987|XP_039501414.1|DSAN, LOC120457873|XP_039501334.1|DSAN, LOC120457534|XP_039501013.1|DSAN, LOC120457992|XP_039501417.1|DSAN, LOC120457540|XP_039501018.1|DSAN, LOC120457998|XP_039501422.1|DSAN, LOC120457877|XP_039501336.1|DSAN, LOC120457995|XP_039501420.1|DSAN, LOC120457659|XP_039501088.1|DSAN, LOC120457661|XP_039501091.1|DSAN, LOC120457660|XP_039501090.1|DSAN, LOC120457994|XP_039501419.1|DSAN, LOC120457874|XP_039501335.1|DSAN, LOC120457996|XP_039501421.1|DSAN, LOC120457985|XP_039501413.1|DSAN, LOC120457640|XP_039501070.1|DSAN, LOC120457658|XP_039501087.1|DSAN, LOC120457642|XP_039501073.1|DSAN, LOC120457657|XP_039501086.1|DSAN	LOC117893472|XP_034655985.1|DSUB
OG0000375	LOC120447510|XP_039484856.1|DSAN, LOC120447511|XP_039484857.1|DSAN, LOC120447512|XP_039484858.1|DSAN	LOC117894217|XP_034657024.1|DSUB, LOC117894216|XP_034657023.1|DSUB
OG0000376	LOC120456228|XP_039498847.1|DSAN	LOC117903482|XP_034671440.1|DSUB
OG0000376	LOC120456229|XP_039498848.1|DSAN	LOC117900440|XP_034666701.1|DSUB
OG0000377	LOC120456332|XP_039499033.1|DSAN	LOC117903549|XP_034671634.1|DSUB
OG0000377	LOC120451358|XP_039490928.1|DSAN	LOC117896538|XP_034660812.1|DSUB
OG0000378	LOC120444839|XP_039480730.1|DSAN	LOC117891845|XP_034653487.1|DSUB
OG0000378	LOC120456423|XP_039499188.1|DSAN	LOC117903793|XP_034672113.1|DSUB
OG0000379	LOC120458539|XP_039502153.1|DSAN	LOC117892661|XP_034654939.1|DSUB
OG0000379	LOC120458538|XP_039502152.1|DSAN	LOC117892660|XP_034654937.1|DSUB
OG0000379	LOC120458274|XP_039501806.1|DSAN	LOC117891835|XP_034653477.1|DSUB
OG0000380	LOC120446696|XP_039483727.1|DSAN	LOC117891563|XP_034652973.1|DSUB
OG0000380	LOC120449675|XP_039488211.1|DSAN	LOC117895027|XP_034658288.1|DSUB
OG0000381	LOC120458858|XP_039502620.1|DSAN	LOC117900412|XP_034666660.1|DSUB
OG0000381	LOC120457841|XP_039501287.1|DSAN	LOC117902520|XP_034669836.1|DSUB
OG0000382	LOC120448734|XP_039486846.1|DSAN	LOC117895616|XP_034659256.1|DSUB
OG0000383	LOC120443755|XP_039478952.1|DSAN	LOC117902799|XP_034670309.1|DSUB
OG0000383	LOC120447095|XP_039484435.1|DSAN	LOC117902584|XP_034669973.1|DSUB
OG0000384	LOC120446456|XP_039483386.1|DSAN	LOC117891367|XP_034652695.1|DSUB
OG0000384	LOC120446639|XP_039483641.1|DSAN	LOC117892277|XP_034654288.1|DSUB
OG0000385	LOC120456990|XP_039500074.1|DSAN	LOC117897472|XP_034662217.1|DSUB
OG0000385	LOC120456991|XP_039500076.1|DSAN	LOC117894961|XP_034658186.1|DSUB
OG0000386	LOC120449779|XP_039488353.1|DSAN	LOC117895857|XP_034659714.1|DSUB
OG0000386	LOC120453047|XP_039493501.1|DSAN	LOC117897506|XP_034662286.1|DSUB
OG0000387	LOC120450069|XP_039488781.1|DSAN, LOC120458085|XP_039501536.1|DSAN, LOC120450617|XP_039489697.1|DSAN, LOC120458863|XP_039502632.1|DSAN, LOC120458790|XP_039502508.1|DSAN	LOC117900926|XP_034667380.1|DSUB
OG0000388	LOC120450119|XP_039488875.1|DSAN, LOC120450118|XP_039488874.1|DSAN	LOC117893124|XP_034655464.1|DSUB
OG0000388	LOC120450120|XP_039488876.1|DSAN	LOC117893125|XP_034655465.1|DSUB
OG0000389	LOC120457546|XP_039501022.1|DSAN, LOC120458931|XP_039502720.1|DSAN	LOC117896317|XP_034660439.1|DSUB
OG0000389	LOC120449134|XP_039487381.1|DSAN	LOC117893735|XP_034656351.1|DSUB
OG0000390	LOC120443682|XP_039478888.1|DSAN	LOC117902163|XP_034669192.1|DSUB
OG0000391	LOC120445461|XP_039481839.1|DSAN	LOC117890856|XP_034651833.1|DSUB
OG0000391	LOC120446389|XP_039483259.1|DSAN	LOC117891397|XP_034652731.1|DSUB
OG0000392	LOC120458466|XP_039502051.1|DSAN	LOC117901576|XP_034668266.1|DSUB
OG0000392	LOC120458833|XP_039502589.1|DSAN	LOC117901771|XP_034668559.1|DSUB
OG0000393	LOC120446413|XP_039483295.1|DSAN	LOC117902199|XP_034669291.1|DSUB
OG0000393	LOC120444801|XP_039480682.1|DSAN	LOC117902201|XP_034669305.1|DSUB
OG0000394	LOC120455126|XP_039496953.1|DSAN	LOC117903144|XP_034670874.1|DSUB
OG0000394	LOC120455125|XP_039496952.1|DSAN	LOC117903145|XP_034670875.1|DSUB
OG0000395	LOC120450185|XP_039488983.1|DSAN	LOC117894769|XP_034657878.1|DSUB
OG0000395	LOC120450186|XP_039488984.1|DSAN	LOC117893522|XP_034656053.1|DSUB
OG0000395	LOC120450188|XP_039488987.1|DSAN	LOC117894776|XP_034657893.1|DSUB
OG0000396	LOC120452047|XP_039492045.1|DSAN, LOC120452070|XP_039492070.1|DSAN	LOC117901487|XP_034668145.1|DSUB
OG0000397	LOC120443936|XP_039479318.1|DSAN, LOC120452970|XP_039493802.1|DSAN	LOC117889859|XP_034650251.1|DSUB, LOC117890739|XP_034651681.1|DSUB, LOC117889858|XP_034650250.1|DSUB, LOC117889857|XP_034650249.1|DSUB
OG0000399	LOC120452869|XP_039493248.1|DSAN	LOC117896903|XP_034661330.1|DSUB
OG0000399	LOC120445627|XP_039482086.1|DSAN	LOC117896902|XP_034661328.1|DSUB
OG0000400	LOC120456462|XP_039499242.1|DSAN	LOC117903030|XP_034670652.1|DSUB
OG0000400	LOC120455548|XP_039497821.1|DSAN	LOC117903029|XP_034670651.1|DSUB
OG0000401	LOC120447999|XP_039485646.1|DSAN, LOC120455448|XP_039497588.1|DSAN	LOC117898664|XP_034664134.1|DSUB
OG0000402	LOC120456074|XP_039498597.1|DSAN	LOC117903357|XP_034671202.1|DSUB
OG0000403	LOC120453123|XP_039493604.1|DSAN	LOC117896471|XP_034660696.1|DSUB
OG0000403	LOC120445677|XP_039482166.1|DSAN	LOC117889979|XP_034650451.1|DSUB
OG0000404	LOC120454321|XP_039495457.1|DSAN	LOC117897975|XP_034662978.1|DSUB
OG0000405	LOC120455570|XP_039497871.1|DSAN	LOC117898907|XP_034664490.1|DSUB
OG0000405	LOC120451895|XP_039491838.1|DSAN	LOC117896128|XP_034660076.1|DSUB
OG0000406	LOC120450351|XP_039489259.1|DSAN	LOC117893571|XP_034656133.1|DSUB
OG0000406	LOC120457722|XP_039501156.1|DSAN	LOC117890780|XP_034651742.1|DSUB
OG0000407	LOC120449452|XP_039487858.1|DSAN	LOC117895239|XP_034658639.1|DSUB, LOC117895366|XP_034658844.1|DSUB
OG0000407	LOC120449450|XP_039487855.1|DSAN	LOC117895365|XP_034658840.1|DSUB
OG0000408	LOC120452141|XP_039492164.1|DSAN	LOC117896860|XP_034661280.1|DSUB
OG0000408	LOC120458271|XP_039501798.1|DSAN	LOC117901988|XP_034668889.1|DSUB
OG0000409	LOC120446617|XP_039483597.1|DSAN	LOC117890143|XP_034650722.1|DSUB
OG0000409	LOC120444613|XP_039480332.1|DSAN	LOC117891773|XP_034653327.1|DSUB
OG0000410	LOC120444590|XP_039480293.1|DSAN, LOC120444591|XP_039480296.1|DSAN, LOC120446706|XP_039483741.1|DSAN	LOC117901463|XP_034668111.1|DSUB
OG0000411	LOC120454576|XP_039495910.1|DSAN	LOC117898376|XP_034663608.1|DSUB
OG0000411	LOC120458559|XP_039502178.1|DSAN	LOC117901893|XP_034668745.1|DSUB
OG0000412	LOC120446211|XP_039483000.1|DSAN	LOC117891981|XP_034653747.1|DSUB
OG0000412	LOC120450639|XP_039489723.1|DSAN	LOC117893015|XP_034655262.1|DSUB
OG0000413	LOC120452263|XP_039492327.1|DSAN	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB
OG0000413	LOC120454544|XP_039495858.1|DSAN	LOC117898759|XP_034664274.1|DSUB
OG0000414	LOC120458363|XP_039501910.1|DSAN	LOC117890475|XP_034651229.1|DSUB
OG0000415	LOC120446086|XP_039482808.1|DSAN	LOC117892016|XP_034653799.1|DSUB
OG0000415	LOC120445841|XP_039482402.1|DSAN	LOC117892015|XP_034653798.1|DSUB
OG0000416	LOC120456269|XP_039498931.1|DSAN	LOC117889639|XP_034649988.1|DSUB
OG0000416	LOC120456557|XP_039499371.1|DSAN	LOC117892274|XP_034654328.1|DSUB
OG0000417	LOC120452966|XP_039493391.1|DSAN	LOC117897621|XP_034662478.1|DSUB
OG0000417	LOC120452921|XP_039493318.1|DSAN	LOC117897750|XP_034662680.1|DSUB
OG0000418	LOC120446823|XP_039483934.1|DSAN	LOC117889852|XP_034650246.1|DSUB
OG0000418	LOC120457177|XP_039500406.1|DSAN	LOC117899642|XP_034665704.1|DSUB
OG0000419	LOC120447058|XP_039484381.1|DSAN	LOC117891270|XP_034652535.1|DSUB
OG0000419	LOC120455233|XP_039497143.1|DSAN	LOC117903263|XP_034671057.1|DSUB
OG0000421	LOC120458318|XP_039501861.1|DSAN	LOC117900085|XP_034666181.1|DSUB
OG0000421	LOC120449584|XP_039488083.1|DSAN	LOC117902049|XP_034669006.1|DSUB
OG0000422	LOC120457854|XP_039501306.1|DSAN	LOC117896311|XP_034660427.1|DSUB
OG0000423	LOC120445516|XP_039481907.1|DSAN	LOC117890165|XP_034650752.1|DSUB
OG0000423	LOC120446142|XP_039482901.1|DSAN	LOC117890166|XP_034650753.1|DSUB
OG0000424	LOC120451290|XP_039490775.1|DSAN	LOC117890930|XP_034651955.1|DSUB
OG0000424	LOC120446385|XP_039483253.1|DSAN	LOC117890903|XP_034651889.1|DSUB
OG0000425	LOC120445493|XP_039481874.1|DSAN	LOC117892103|XP_034654002.1|DSUB
OG0000425	LOC120446716|XP_039483761.1|DSAN	LOC117891983|XP_034653750.1|DSUB
OG0000426	LOC120458703|XP_039502381.1|DSAN, LOC120458729|XP_039502412.1|DSAN, LOC120458498|XP_039502099.1|DSAN	LOC117892067|XP_034653945.1|DSUB
OG0000428	LOC120449887|XP_039488498.1|DSAN, LOC120448112|XP_039485849.1|DSAN	LOC117894173|XP_034656968.1|DSUB, LOC117894172|XP_034656967.1|DSUB
OG0000428	LOC120448111|XP_039485848.1|DSAN	LOC117894175|XP_034656971.1|DSUB
OG0000429	LOC120457776|XP_039501207.1|DSAN	LOC117889707|XP_034650019.1|DSUB
OG0000430	LOC120452944|XP_039493360.1|DSAN, LOC120452941|XP_039493356.1|DSAN	LOC117896917|XP_034661347.1|DSUB
OG0000430	LOC120452268|XP_039492331.1|DSAN	LOC117896709|XP_034661056.1|DSUB, LOC117896708|XP_034661055.1|DSUB
OG0000433	LOC120457337|XP_039500778.1|DSAN	LOC117889594|XP_034649895.1|DSUB
OG0000433	LOC120449700|XP_039488249.1|DSAN	LOC117895488|XP_034659069.1|DSUB
OG0000434	LOC120453076|XP_039493536.1|DSAN	LOC117897784|XP_034662724.1|DSUB
OG0000435	LOC120456736|XP_039499659.1|DSAN	LOC117892221|XP_034654216.1|DSUB
OG0000437	LOC120446992|XP_039484230.1|DSAN	LOC117901454|XP_034668094.1|DSUB
OG0000437	LOC120456391|XP_039499156.1|DSAN	LOC117900219|XP_034666394.1|DSUB
OG0000438	LOC120453590|XP_039494286.1|DSAN	LOC117897432|XP_034662161.1|DSUB
OG0000439	LOC120458146|XP_039501626.1|DSAN	LOC117901405|XP_034668030.1|DSUB
OG0000439	LOC120449954|XP_039488589.1|DSAN	LOC117893468|XP_034655982.1|DSUB
OG0000440	LOC120444601|XP_039480310.1|DSAN	LOC117891731|XP_034653215.1|DSUB
OG0000440	LOC120445849|XP_039482415.1|DSAN	LOC117890865|XP_034651843.1|DSUB
OG0000441	LOC120446037|XP_039482735.1|DSAN	LOC117891894|XP_034653588.1|DSUB
OG0000441	LOC120445116|XP_039481197.1|DSAN	LOC117891893|XP_034653587.1|DSUB
OG0000442	LOC120449788|XP_039488362.1|DSAN	LOC117893574|XP_034656136.1|DSUB
OG0000443	LOC120449811|XP_039488391.1|DSAN	LOC117892944|XP_034655158.1|DSUB
OG0000443	LOC120449810|XP_039488390.1|DSAN	LOC117892943|XP_034655157.1|DSUB
OG0000444	LOC120455542|XP_039497817.1|DSAN	LOC117900652|XP_034666976.1|DSUB
OG0000444	LOC120458569|XP_039502201.1|DSAN	LOC117900642|XP_034666964.1|DSUB
OG0000446	LOC120455007|XP_039496761.1|DSAN, LOC120455560|XP_039497848.1|DSAN	LOC117891520|XP_034652911.1|DSUB
OG0000446	LOC120458549|XP_039502164.1|DSAN	LOC117891190|XP_034652415.1|DSUB
OG0000447	LOC120449935|XP_039488567.1|DSAN	LOC117893569|XP_034656131.1|DSUB
OG0000448	LOC120453892|XP_039494743.1|DSAN	LOC117897812|XP_034662752.1|DSUB
OG0000448	LOC120453277|XP_039493839.1|DSAN	LOC117898054|XP_034663108.1|DSUB
OG0000449	LOC120448191|XP_039485990.1|DSAN	LOC117893499|XP_034656026.1|DSUB
OG0000449	LOC120444449|XP_039480044.1|DSAN	LOC117902270|XP_034669421.1|DSUB
OG0000450	LOC120455472|XP_039497628.1|DSAN	LOC117893052|XP_034655327.1|DSUB
OG0000450	LOC120455561|XP_039497849.1|DSAN	LOC117889922|XP_034650342.1|DSUB
OG0000451	LOC120457357|XP_039500809.1|DSAN	LOC117903786|XP_034672102.1|DSUB
OG0000451	LOC120457358|XP_039500812.1|DSAN	LOC117903784|XP_034672101.1|DSUB
OG0000453	LOC120453808|XP_039494616.1|DSAN	LOC117898028|XP_034663057.1|DSUB
OG0000453	LOC120454118|XP_039495082.1|DSAN	LOC117898152|XP_034663241.1|DSUB
OG0000454	LOC120453921|XP_039494790.1|DSAN	LOC117898919|XP_034664518.1|DSUB
OG0000454	LOC120449932|XP_039488563.1|DSAN	LOC117893558|XP_034656111.1|DSUB
OG0000456	LOC120454870|XP_039496361.1|DSAN	LOC117902938|XP_034670433.1|DSUB
OG0000456	LOC120447077|XP_039484406.1|DSAN	LOC117902715|XP_034670168.1|DSUB
OG0000457	LOC120458536|XP_039502149.1|DSAN	LOC117901869|XP_034668716.1|DSUB
OG0000457	LOC120443734|XP_039478923.1|DSAN	LOC117900473|XP_034666743.1|DSUB
OG0000458	LOC120454586|XP_039495971.1|DSAN	LOC117902176|XP_034669210.1|DSUB
OG0000460	LOC120456770|XP_039499705.1|DSAN	LOC117900638|XP_034666959.1|DSUB
OG0000462	LOC120454337|XP_039495481.1|DSAN	LOC117899554|XP_034665534.1|DSUB
OG0000462	LOC120454338|XP_039495482.1|DSAN	LOC117899555|XP_034665535.1|DSUB
OG0000463	LOC120452412|XP_039492565.1|DSAN	LOC117899482|XP_034665405.1|DSUB
OG0000463	LOC120456790|XP_039499743.1|DSAN, LOC120454237|XP_039495276.1|DSAN	LOC117899481|XP_034665404.1|DSUB
OG0000464	LOC120454647|XP_039496085.1|DSAN	LOC117902178|XP_034669226.1|DSUB
OG0000464	LOC120451504|XP_039491234.1|DSAN	LOC117901010|XP_034667499.1|DSUB
OG0000464	LOC120450126|XP_039488888.1|DSAN	LOC117900923|XP_034667377.1|DSUB, LOC117901344|XP_034667945.1|DSUB
