Orthogroup	DEUG.longest_only	DSEC.longest_only
OG0001430	LOC108116891|XP_017084481.1|DEUG	LOC6606506|XP_002031307.1|DSEC
OG0001431	LOC108116948|XP_017084590.1|DEUG	LOC6619759|XP_002043973.2|DSEC
OG0001432	LOC108103424|XP_017064380.1|DEUG	LOC6620195|XP_002044406.1|DSEC
OG0001433	LOC108115728|XP_017082791.1|DEUG	LOC6607491|XP_002032260.1|DSEC
OG0001434	LOC108118294|XP_017086391.1|DEUG	LOC6612573|XP_032580900.1|DSEC
OG0001435	LOC108109001|XP_017072757.1|DEUG	LOC6608118|XP_002032866.1|DSEC
OG0001436	LOC108105511|XP_017067625.1|DEUG	LOC6617136|XP_002041463.1|DSEC
OG0001437	LOC108106071|XP_017068418.1|DEUG	LOC6611666|XP_002036201.1|DSEC
OG0001438	LOC108116022|XP_017083198.1|DEUG	LOC6612612|XP_002037116.1|DSEC
OG0001439	LOC108110247|XP_017074724.1|DEUG	LOC6619202|XP_002043423.1|DSEC
OG0001440	LOC108102934|XP_017063685.1|DEUG	LOC6618510|XP_002042770.1|DSEC
OG0001441	LOC108105102|XP_017067026.1|DEUG	LOC6615099|XP_032582455.1|DSEC
OG0001442	LOC108106983|XP_017069808.1|DEUG	LOC6611478|XP_002036019.1|DSEC
OG0001443	LOC108111370|XP_017076291.1|DEUG	LOC6612832|XP_032576665.1|DSEC
OG0001444	LOC108109557|XP_017073618.1|DEUG	LOC6607328|XP_002032101.1|DSEC
OG0001445	LOC108114976|XP_017081688.1|DEUG	LOC6613816|XP_002038285.1|DSEC
OG0001446	LOC108115682|XP_017082740.1|DEUG	LOC6607526|XP_002032295.2|DSEC
OG0001447	LOC108116454|XP_017083862.1|DEUG	LOC6606768|XP_032579446.1|DSEC
OG0001448	LOC108111429|XP_017076381.1|DEUG	LOC6612856|XP_002037348.1|DSEC
OG0001449	LOC108113217|XP_017079242.1|DEUG	LOC6609379|XP_002034068.1|DSEC
OG0001450	LOC108102502|XP_017063014.1|DEUG	LOC6613543|XP_032570017.1|DSEC
OG0001451	LOC108112442|XP_017077775.1|DEUG	LOC6607946|XP_032571002.1|DSEC
OG0001452	LOC108112134|XP_017077372.1|DEUG	LOC6609919|XP_032571034.1|DSEC
OG0001453	LOC108114562|XP_017081101.1|DEUG	LOC6616389|XP_002040749.1|DSEC
OG0001454	LOC108117252|XP_017085091.1|DEUG	LOC6616804|XP_002041141.1|DSEC
OG0001455	LOC108114442|XP_017080924.1|DEUG	LOC6606040|XP_032575384.1|DSEC
OG0001456	LOC108106523|XP_017069120.1|DEUG	LOC6608488|XP_032571539.1|DSEC
OG0001457	LOC108112558|XP_017077993.1|DEUG	LOC6608941|XP_002033655.1|DSEC
OG0001458	LOC108106271|XP_017068725.1|DEUG	LOC6609139|XP_032572245.1|DSEC
OG0001459	LOC108108127|XP_017071537.1|DEUG	LOC6610944|XP_002035501.1|DSEC
OG0001460	LOC108112589|XP_017078120.1|DEUG	LOC6608022|XP_032572836.1|DSEC
OG0001461	LOC108105071|XP_017066982.1|DEUG	LOC6615004|XP_002039421.2|DSEC
OG0001462	LOC108107935|XP_017071252.1|DEUG	LOC6610586|XP_002035159.1|DSEC
OG0001463	LOC108113607|XP_017079753.1|DEUG	LOC6616947|XP_032577600.1|DSEC
OG0001464	LOC108104390|XP_017065918.1|DEUG	LOC6616041|XP_002040407.1|DSEC
OG0001465	LOC108113250|XP_017079286.1|DEUG	LOC6608561|XP_002033295.1|DSEC
OG0001466	LOC108104105|XP_017065493.1|DEUG	LOC6617766|XP_002042078.1|DSEC
OG0001467	LOC108111655|XP_017076678.1|DEUG	LOC6612144|XP_002036661.1|DSEC
OG0001468	LOC108108266|XP_017071713.1|DEUG	LOC6604998|XP_002029841.1|DSEC
OG0001469	LOC108106461|XP_017069015.1|DEUG	LOC6609100|XP_002033803.1|DSEC, LOC6616967|XP_002041295.2|DSEC
OG0001470	LOC108113951|XP_017080152.1|DEUG	LOC6616238|XP_032574987.1|DSEC
OG0001471	LOC108104676|XP_017066356.1|DEUG	LOC6610251|XP_032575874.1|DSEC
OG0001472	LOC108114375|XP_017080816.1|DEUG	LOC6605986|XP_002030798.1|DSEC
OG0001473	LOC108114945|XP_017081618.1|DEUG	LOC6613797|XP_032577946.1|DSEC
OG0001474	LOC108103250|XP_017064142.1|DEUG	LOC6612296|XP_002036806.1|DSEC
OG0001475	LOC108104840|XP_017066637.1|DEUG	LOC6608451|XP_002033185.1|DSEC
OG0001476	LOC108109968|XP_017074274.1|DEUG	LOC6614874|XP_032581716.1|DSEC
OG0001477	LOC108111421|XP_017076368.1|DEUG	LOC6612737|XP_002037240.1|DSEC
OG0001478	LOC108110747|XP_017075444.1|DEUG	LOC6617256|XP_002041583.2|DSEC
OG0001480	LOC108111005|XP_017075805.1|DEUG	LOC6617249|XP_002041576.1|DSEC
OG0001481	LOC108115472|XP_017082421.1|DEUG	LOC6618151|XP_032576100.1|DSEC
OG0001482	LOC108112429|XP_017077761.1|DEUG	LOC6609415|XP_002034100.1|DSEC
OG0001483	LOC108118309|XP_017086410.1|DEUG	LOC6620478|XP_032570359.1|DSEC
OG0001484	LOC108110438|XP_017074994.1|DEUG	LOC6621143|XP_002045309.1|DSEC
OG0001485	LOC108108622|XP_017072210.1|DEUG	LOC6618358|XP_002042629.1|DSEC
OG0001486	LOC108106192|XP_017068605.1|DEUG	LOC6611603|XP_002036140.1|DSEC
OG0001487	LOC108117613|XP_017085628.1|DEUG	LOC116802419|XP_032582788.1|DSEC, LOC116802410|XP_032582770.1|DSEC, LOC116802417|XP_032582785.1|DSEC, LOC116802418|XP_032582786.1|DSEC
OG0001488	LOC108111911|XP_017077039.1|DEUG	LOC6608983|XP_002033697.1|DSEC
OG0001489	LOC108114815|XP_017081422.1|DEUG	LOC6614747|XP_032569904.1|DSEC
OG0001490	LOC108110765|XP_017075469.1|DEUG	LOC6613166|XP_002037647.1|DSEC
OG0001491	LOC108110661|XP_017075263.1|DEUG	LOC6613085|XP_032573078.1|DSEC
OG0001492	LOC108106908|XP_017069648.1|DEUG	LOC6609419|XP_002034104.1|DSEC
OG0001493	LOC108105079|XP_017066992.1|DEUG	LOC6615023|XP_032582534.1|DSEC
OG0001494	LOC108104980|XP_017066842.1|DEUG	LOC6618982|XP_002043227.1|DSEC
OG0001495	LOC108109010|XP_017072771.1|DEUG	LOC6608122|XP_002032870.1|DSEC
OG0001496	LOC108117428|XP_017085331.1|DEUG	LOC6620249|XP_032580772.1|DSEC
OG0001497	LOC108104608|XP_017066271.1|DEUG	LOC6608324|XP_002033061.1|DSEC
OG0001498	LOC108115046|XP_017081783.1|DEUG	LOC6614234|XP_032577907.1|DSEC
OG0001500	LOC108111990|XP_017077207.1|DEUG	LOC6609894|XP_002034544.1|DSEC
OG0001501	LOC108111721|XP_017076762.1|DEUG	LOC6606745|XP_032579315.1|DSEC
OG0001502	LOC108106386|XP_017068881.1|DEUG	LOC6609240|XP_032570872.1|DSEC
OG0001503	LOC108113198|XP_017079214.1|DEUG	LOC6607983|XP_032572909.1|DSEC
OG0001504	LOC108103685|XP_017064763.1|DEUG	LOC6612195|XP_002036707.1|DSEC
OG0001505	LOC108112171|XP_017077437.1|DEUG	LOC6609578|XP_032571145.1|DSEC
OG0001506	LOC108112842|XP_017078643.1|DEUG	LOC6608880|XP_032572137.1|DSEC
OG0001507	LOC108112703|XP_017078413.1|DEUG	LOC6620711|XP_032571692.1|DSEC
OG0001508	LOC108108897|XP_017072608.1|DEUG	LOC6621007|XP_032573096.1|DSEC
OG0001509	LOC108112358|XP_017077675.1|DEUG	LOC6615420|XP_032572047.1|DSEC
OG0001510	LOC108113428|XP_017079476.1|DEUG	LOC6613556|XP_032571314.1|DSEC
OG0001511	LOC108107451|XP_017070487.1|DEUG	LOC6618936|XP_032571454.1|DSEC
OG0001512	LOC108102712|XP_017063341.1|DEUG	LOC6611153|XP_002035710.1|DSEC
OG0001513	LOC108118341|XP_017086464.1|DEUG	LOC6620129|XP_032573492.1|DSEC
OG0001515	LOC108105464|XP_017067553.1|DEUG	LOC6615918|XP_002040286.1|DSEC
OG0001516	LOC108111309|XP_017076192.1|DEUG	LOC6612880|XP_002037372.1|DSEC
OG0001516	LOC108111272|XP_017076149.1|DEUG	LOC6612881|XP_002037373.2|DSEC
OG0001517	LOC108116185|XP_017083414.1|DEUG	LOC6614207|XP_002038652.1|DSEC
OG0001517	LOC108115879|XP_017083008.1|DEUG	LOC6618700|XP_002042959.1|DSEC
OG0001518	LOC108118090|XP_017086132.1|DEUG	LOC6619831|XP_002044044.2|DSEC
OG0001519	LOC108108597|XP_017072186.1|DEUG, LOC108115075|XP_017081813.1|DEUG	LOC6614287|XP_002038727.1|DSEC
OG0001520	LOC108115321|XP_017082217.1|DEUG	LOC6614040|XP_032577373.1|DSEC
OG0001520	LOC108115322|XP_017082218.1|DEUG	LOC116801449|XP_032576992.1|DSEC
OG0001521	LOC108106984|XP_017069809.1|DEUG	LOC6614711|XP_002039138.1|DSEC
OG0001522	LOC108107587|XP_017070638.1|DEUG, LOC108118397|XP_017086562.1|DEUG	LOC6614381|XP_002038820.2|DSEC
OG0001522	LOC108102467|XP_017062965.1|DEUG	LOC116801066|XP_032574425.1|DSEC
OG0001523	LOC108112268|XP_017077579.1|DEUG	LOC6615501|XP_002039880.1|DSEC
OG0001523	LOC108112225|XP_017077534.1|DEUG	LOC6615500|XP_002039879.2|DSEC
OG0001524	LOC108106324|XP_017068784.1|DEUG	LOC6608705|XP_002033429.2|DSEC
OG0001526	LOC108102951|XP_017063718.1|DEUG	LOC6621303|XP_002045477.1|DSEC
OG0001526	LOC108102952|XP_017063719.1|DEUG	LOC116801958|XP_032580190.1|DSEC
OG0001527	LOC108103185|XP_017064061.1|DEUG, LOC108103186|XP_017064062.1|DEUG	LOC6617491|XP_032580616.1|DSEC
OG0001528	LOC108113726|XP_017079899.1|DEUG	LOC6606954|XP_032579321.1|DSEC
OG0001529	LOC108103538|XP_017064556.1|DEUG	LOC6612522|XP_002037030.1|DSEC
OG0001530	LOC108108527|XP_017072091.1|DEUG	LOC6611792|XP_002036314.1|DSEC
OG0001531	LOC108111912|XP_017077040.1|DEUG	LOC6609889|XP_002034539.1|DSEC
OG0001534	LOC108109721|XP_017073843.1|DEUG	LOC6612256|XP_032580168.1|DSEC
OG0001535	LOC108114768|XP_017081404.1|DEUG	LOC6615179|XP_032580055.1|DSEC
OG0001536	LOC108117475|XP_017085391.1|DEUG	LOC6614820|XP_002039239.1|DSEC
OG0001537	LOC108110732|XP_017075411.1|DEUG	LOC6617264|XP_002041591.1|DSEC
OG0001538	LOC108118357|XP_017086512.1|DEUG	LOC6618670|XP_032582136.1|DSEC
OG0001539	LOC108109037|XP_017072824.1|DEUG	LOC6615696|XP_032570061.1|DSEC
OG0001540	LOC108110751|XP_017075449.1|DEUG	LOC6621136|XP_002045315.1|DSEC
OG0001541	LOC108116752|XP_017084258.1|DEUG	LOC6616574|XP_002040933.1|DSEC
OG0001542	LOC108116444|XP_017083843.1|DEUG	LOC6606911|XP_032577139.1|DSEC
OG0001543	LOC108103966|XP_017065229.1|DEUG	LOC6617969|XP_002042277.2|DSEC
OG0001544	LOC108110387|XP_017074922.1|DEUG	LOC6612545|XP_032581489.1|DSEC
OG0001545	LOC108105910|XP_017068173.1|DEUG	LOC6620716|XP_032582113.1|DSEC
OG0001546	LOC108117711|XP_017085755.1|DEUG	LOC6615251|XP_002039656.2|DSEC
OG0001547	LOC108118129|XP_017086179.1|DEUG	LOC6616227|XP_002040592.2|DSEC
OG0001548	LOC108103930|XP_017065171.1|DEUG	LOC6617952|XP_002042260.2|DSEC
OG0001549	LOC108118432|XP_017086622.1|DEUG	LOC6614425|XP_032583709.1|DSEC
OG0001550	LOC108117482|XP_017085442.1|DEUG	LOC6606970|XP_032577642.1|DSEC
OG0001551	LOC108115702|XP_017082761.1|DEUG	LOC6607512|XP_032577583.1|DSEC
OG0001552	LOC108112850|XP_017078661.1|DEUG	LOC6607142|XP_002031928.1|DSEC
OG0001553	LOC108118289|XP_017086379.1|DEUG	LOC6612577|XP_032581040.1|DSEC
OG0001554	LOC108116453|XP_017083859.1|DEUG	LOC6606938|XP_002031732.2|DSEC
OG0001555	LOC108106946|XP_017069703.1|DEUG	LOC6614609|XP_002039037.1|DSEC
OG0001556	LOC108113255|XP_017079292.1|DEUG	LOC6609752|XP_002034406.1|DSEC
OG0001557	LOC108109976|XP_017074286.1|DEUG	LOC6619900|XP_032581649.1|DSEC
OG0001558	LOC108115202|XP_017082016.1|DEUG	LOC6619998|XP_032580368.1|DSEC
OG0001559	LOC108116674|XP_017084160.1|DEUG	LOC6607719|XP_002032482.1|DSEC
OG0001560	LOC108109292|XP_017073278.1|DEUG, LOC108109282|XP_017073266.1|DEUG, LOC108115147|XP_017081936.1|DEUG	LOC6614310|XP_032579474.1|DSEC
OG0001561	LOC108111595|XP_017076605.1|DEUG	LOC6616763|XP_002041100.1|DSEC
OG0001562	LOC108106933|XP_017069687.1|DEUG	LOC6611424|XP_002035968.1|DSEC
OG0001563	LOC108114750|XP_017081351.1|DEUG, LOC108117453|XP_017085358.1|DEUG, LOC108112068|XP_017077306.1|DEUG	LOC6620135|XP_002044347.1|DSEC
OG0001564	LOC108109464|XP_017073468.1|DEUG	LOC6607335|XP_032578554.1|DSEC
OG0001565	LOC108109501|XP_017073529.1|DEUG	LOC6607310|XP_032577806.1|DSEC
OG0001566	LOC108116462|XP_017083881.1|DEUG	LOC6606905|XP_002031699.1|DSEC
OG0001567	LOC108106763|XP_017069492.1|DEUG	LOC6608654|XP_002033388.1|DSEC
OG0001568	LOC108111664|XP_017076684.1|DEUG	LOC6606400|XP_032579137.1|DSEC
OG0001569	LOC108116990|XP_017084644.1|DEUG	LOC6606491|XP_002031292.1|DSEC
OG0001570	LOC108116846|XP_017084390.1|DEUG, LOC108116828|XP_017084368.1|DEUG	LOC6606541|XP_002031342.1|DSEC
OG0001571	LOC108111237|XP_017076129.1|DEUG	LOC6611981|XP_032583112.1|DSEC
OG0001572	LOC108103023|XP_017063839.1|DEUG	LOC6617918|XP_002042226.1|DSEC
OG0001573	LOC108107794|XP_017070994.1|DEUG	LOC6610826|XP_002035392.2|DSEC
OG0001574	LOC108105518|XP_017067633.1|DEUG	LOC6615845|XP_032580246.1|DSEC
OG0001575	LOC108116586|XP_017084018.1|DEUG	LOC6607704|XP_002032468.1|DSEC
OG0001576	LOC108116471|XP_017083891.1|DEUG	LOC6606862|XP_002031656.1|DSEC
OG0001577	LOC108111401|XP_017076327.1|DEUG	LOC6612759|XP_032576594.1|DSEC
OG0001578	LOC108113281|XP_017079319.1|DEUG	LOC6609801|XP_002034455.1|DSEC
OG0001579	LOC108105030|XP_017066916.1|DEUG	LOC116803113|XP_032582962.1|DSEC, LOC6615055|XP_032580390.1|DSEC
OG0001580	LOC108112976|XP_017078873.1|DEUG	LOC6608557|XP_032571031.1|DSEC, LOC116800703|XP_032573053.1|DSEC
OG0001581	LOC108103148|XP_017064010.1|DEUG	LOC6617466|XP_002041783.2|DSEC
OG0001582	LOC108106648|XP_017069352.1|DEUG	LOC6608860|XP_032571863.1|DSEC, LOC6608859|XP_032572212.1|DSEC
OG0001583	LOC108113043|XP_017078961.1|DEUG	LOC6608073|XP_002032821.1|DSEC
OG0001584	LOC108104625|XP_017066289.1|DEUG	LOC6610241|XP_002034836.1|DSEC
OG0001585	LOC108109956|XP_017074259.1|DEUG	LOC6619895|XP_032580226.1|DSEC
OG0001586	LOC108102727|XP_017063355.1|DEUG	LOC6611138|XP_002035695.1|DSEC
OG0001587	LOC108104158|XP_017065548.1|DEUG	LOC6620406|XP_002044615.1|DSEC
OG0001588	LOC108112693|XP_017078383.1|DEUG	LOC6608038|XP_002032786.1|DSEC
OG0001589	LOC108102330|XP_017062619.1|DEUG	LOC6620745|XP_002044947.1|DSEC
OG0001591	LOC108116067|XP_017083268.1|DEUG	LOC6617947|XP_032580507.1|DSEC, LOC6620204|XP_002044411.2|DSEC, LOC6612686|XP_032577137.1|DSEC
OG0001592	LOC108104042|XP_017065365.1|DEUG	LOC6617753|XP_032576545.1|DSEC
OG0001593	LOC108104144|XP_017065534.1|DEUG	LOC6617742|XP_002042054.1|DSEC
OG0001594	LOC108102534|XP_017063080.1|DEUG	LOC6613359|XP_032569730.1|DSEC
OG0001595	LOC108106676|XP_017069395.1|DEUG	LOC6608674|XP_032570831.1|DSEC
OG0001596	LOC108106987|XP_017069813.1|DEUG	LOC6614708|XP_002039135.1|DSEC
OG0001597	LOC108115188|XP_017081996.1|DEUG	LOC116803617|XP_032583550.1|DSEC, LOC116803619|XP_032583557.1|DSEC, LOC116803612|XP_032583535.1|DSEC
OG0001598	LOC108105822|XP_017068052.1|DEUG	LOC6611259|XP_002035814.2|DSEC
OG0001599	LOC108107049|XP_017069900.1|DEUG	LOC6611443|XP_002035986.1|DSEC
OG0001600	LOC108105824|XP_017068056.1|DEUG	LOC6611317|XP_032579060.1|DSEC
OG0001601	LOC108113451|XP_017079514.1|DEUG	LOC6613583|XP_002038051.1|DSEC
OG0001602	LOC108108267|XP_017071718.1|DEUG	LOC6611809|XP_032574360.1|DSEC
OG0001603	LOC108111243|XP_017076135.1|DEUG	LOC6611828|XP_002036350.1|DSEC
OG0001604	LOC108103244|XP_017064135.1|DEUG	LOC6612269|XP_032582174.1|DSEC
OG0001605	LOC108104609|XP_017066272.1|DEUG	LOC6608202|XP_002032947.1|DSEC
OG0001606	LOC108111828|XP_017076923.1|DEUG	LOC116800582|XP_032572236.1|DSEC
OG0001607	LOC108118445|XP_017086642.1|DEUG	LOC6614416|XP_002038849.1|DSEC
OG0001608	LOC108114858|XP_017081492.1|DEUG	LOC116800459|XP_032571468.1|DSEC, LOC116800460|XP_032571478.1|DSEC, LOC6619342|XP_002043517.2|DSEC
OG0001609	LOC108112258|XP_017077569.1|DEUG	LOC6609275|XP_032571343.1|DSEC
OG0001610	LOC108114861|XP_017081499.1|DEUG	LOC6614768|XP_002039187.1|DSEC
OG0001611	LOC108115519|XP_017082509.1|DEUG	LOC6618194|XP_002042469.1|DSEC
OG0001612	LOC108106084|XP_017068431.1|DEUG	LOC6611645|XP_002036181.1|DSEC
OG0001613	LOC108110823|XP_017075547.1|DEUG	LOC6621777|XP_032575672.1|DSEC
OG0001614	LOC108104596|XP_017066248.1|DEUG	LOC6608269|XP_032571892.1|DSEC
OG0001615	LOC108113883|XP_017080079.1|DEUG	LOC116800522|XP_032571843.1|DSEC
OG0001616	LOC108104111|XP_017065500.1|DEUG	LOC6617691|XP_002042003.1|DSEC
OG0001617	LOC108114839|XP_017081470.1|DEUG	LOC6614736|XP_032569984.1|DSEC
OG0001618	LOC108110894|XP_017075641.1|DEUG	LOC6611973|XP_002036490.2|DSEC
OG0001619	LOC108111219|XP_017076108.1|DEUG	LOC6611774|XP_002036297.1|DSEC
OG0001620	LOC108107483|XP_017070518.1|DEUG	LOC6615774|XP_032570297.1|DSEC
OG0001621	LOC108112414|XP_017077745.1|DEUG	LOC6609364|XP_002034053.1|DSEC
OG0001622	LOC108103152|XP_017064015.1|DEUG	LOC6619768|XP_002043981.1|DSEC
OG0001623	LOC108110962|XP_017075751.1|DEUG	LOC6617260|XP_032574083.1|DSEC
OG0001624	LOC108106991|XP_017069818.1|DEUG	LOC6613634|XP_002038104.1|DSEC
OG0001625	LOC108114843|XP_017081478.1|DEUG	LOC6619307|XP_002043524.1|DSEC
OG0001626	LOC108106147|XP_017068535.1|DEUG	LOC6611608|XP_002036145.1|DSEC
OG0001627	LOC108105615|XP_017067785.1|DEUG	LOC6621117|XP_032578663.1|DSEC
OG0001628	LOC108113555|XP_017079637.1|DEUG	LOC6617042|XP_002041370.1|DSEC
OG0001629	LOC108115326|XP_017082227.1|DEUG, LOC108118071|XP_017086106.1|DEUG	LOC6620523|XP_032579279.1|DSEC
OG0001630	LOC108116712|XP_017084222.1|DEUG	LOC6607703|XP_002032467.1|DSEC
OG0001631	LOC108114925|XP_017081601.1|DEUG	LOC6613845|XP_032578151.1|DSEC
OG0001632	LOC108110694|XP_017075314.1|DEUG	LOC6611871|XP_002036389.1|DSEC
OG0001633	LOC108116440|XP_017083837.1|DEUG	LOC6606812|XP_002031609.1|DSEC
OG0001634	LOC108118499|XP_017086724.1|DEUG	LOC116801437|XP_032576851.1|DSEC
OG0001635	LOC108113642|XP_017079801.1|DEUG	LOC6616993|XP_032578541.1|DSEC
OG0001637	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG	LOC6607127|XP_002031915.1|DSEC
OG0001638	LOC108103303|XP_017064215.1|DEUG	LOC6612441|XP_002036949.2|DSEC, LOC6616646|XP_002041003.1|DSEC, LOC6616130|XP_002040495.1|DSEC
OG0001639	LOC108110359|XP_017074887.1|DEUG	LOC6619141|XP_002043381.1|DSEC
OG0001640	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG	LOC6621645|XP_032577074.1|DSEC
OG0001641	LOC108116434|XP_017083822.1|DEUG	LOC6606765|XP_002031562.1|DSEC
OG0001642	LOC108103441|XP_017064411.1|DEUG	LOC6620169|XP_002044380.1|DSEC
OG0001643	LOC108107162|XP_017070063.1|DEUG	LOC6611589|XP_002036126.1|DSEC
OG0001644	LOC108113833|XP_017080030.1|DEUG	LOC6605571|XP_002030393.1|DSEC
OG0001645	LOC108112313|XP_017077628.1|DEUG	LOC6615476|XP_002039856.1|DSEC
OG0001646	LOC108112480|XP_017077828.1|DEUG	LOC6609550|XP_032571493.1|DSEC
OG0001647	LOC108112570|XP_017078026.1|DEUG	LOC6607979|XP_032572871.1|DSEC
OG0001648	LOC108105948|XP_017068233.1|DEUG	LOC6605664|XP_032575123.1|DSEC
OG0001649	LOC108106514|XP_017069097.1|DEUG	LOC6609118|XP_002033820.1|DSEC
OG0001650	LOC108111961|XP_017077151.1|DEUG	LOC6609916|XP_002034566.1|DSEC
OG0001651	LOC108112938|XP_017078822.1|DEUG	LOC6615580|XP_032573028.1|DSEC
OG0001652	LOC108108613|XP_017072201.1|DEUG	LOC6606138|XP_002030946.2|DSEC
OG0001653	LOC108108763|XP_017072419.1|DEUG	LOC6616492|XP_002040852.1|DSEC
OG0001654	LOC108112780|XP_017078544.1|DEUG	LOC6609634|XP_032572253.1|DSEC
OG0001655	LOC108104814|XP_017066587.1|DEUG	LOC6608376|XP_002033112.1|DSEC
OG0001656	LOC108111175|XP_017076044.1|DEUG	LOC6613160|XP_032583324.1|DSEC
OG0001657	LOC108118224|XP_017086291.1|DEUG	LOC6605776|XP_002030591.1|DSEC
OG0001658	LOC108114431|XP_017080911.1|DEUG, LOC108117684|XP_017085700.1|DEUG	LOC6605350|XP_002030184.1|DSEC
OG0001659	LOC108104017|XP_017065336.1|DEUG	LOC6605591|XP_002030410.1|DSEC
OG0001660	LOC108102810|XP_017063476.1|DEUG	LOC6610350|XP_002034936.1|DSEC
OG0001661	LOC108116461|XP_017083880.1|DEUG	LOC6606906|XP_002031700.1|DSEC
OG0001662	LOC108109886|XP_017074177.1|DEUG	LOC6604833|XP_002029678.1|DSEC
OG0001663	LOC108115800|XP_017082914.1|DEUG, LOC108116904|XP_017084506.1|DEUG	LOC6606577|XP_032578803.1|DSEC
OG0001664	LOC108109181|XP_017073099.1|DEUG	LOC6609932|XP_002034582.1|DSEC
OG0001666	LOC108111037|XP_017075855.1|DEUG	LOC6613226|XP_032569884.1|DSEC
OG0001667	LOC108112918|XP_017078794.1|DEUG	LOC6609705|XP_002034362.2|DSEC
OG0001668	LOC108108077|XP_017071448.1|DEUG	LOC6610963|XP_002035520.1|DSEC
OG0001669	LOC108107665|XP_017070742.1|DEUG	LOC6610699|XP_002035265.2|DSEC
OG0001670	LOC108110346|XP_017074868.1|DEUG	LOC6619159|XP_032572640.1|DSEC
OG0001671	LOC108102391|XP_017062822.1|DEUG	LOC6620347|XP_032582567.1|DSEC
OG0001672	LOC108112254|XP_017077565.1|DEUG	LOC6609755|XP_032572032.1|DSEC
OG0001673	LOC108113277|XP_017079315.1|DEUG	LOC116800512|XP_032571810.1|DSEC
OG0001673	LOC108112957|XP_017078846.1|DEUG	LOC116800511|XP_032571809.1|DSEC
OG0001674	LOC108111734|XP_017076777.1|DEUG	LOC6606695|XP_002031495.1|DSEC
OG0001674	LOC108114983|XP_017081703.1|DEUG	LOC6613919|XP_032576810.1|DSEC
OG0001675	LOC108113654|XP_017079814.1|DEUG	LOC6616971|XP_002041299.1|DSEC
OG0001675	LOC108113653|XP_017079813.1|DEUG, LOC108109108|XP_017072991.1|DEUG	LOC6616970|XP_002041298.1|DSEC
OG0001676	LOC108108868|XP_017072575.1|DEUG	LOC116800621|XP_032572438.1|DSEC
OG0001676	LOC108108867|XP_017072574.1|DEUG	LOC116800572|XP_032572197.1|DSEC
OG0001678	LOC108105335|XP_017067317.1|DEUG	LOC6618088|XP_032580068.1|DSEC
OG0001679	LOC108103267|XP_017064167.1|DEUG	LOC6612326|XP_002036836.1|DSEC
OG0001680	LOC108104974|XP_017066833.1|DEUG	LOC6619002|XP_002043247.2|DSEC
OG0001681	LOC108103194|XP_017064071.1|DEUG	LOC6617477|XP_032581702.1|DSEC
OG0001682	LOC108117632|XP_017085649.1|DEUG	LOC6614819|XP_002039238.1|DSEC
OG0001683	LOC108106170|XP_017068575.1|DEUG	LOC6611677|XP_032579879.1|DSEC
OG0001684	LOC108102367|XP_017062771.1|DEUG	LOC6619460|XP_032579780.1|DSEC
OG0001685	LOC108103138|XP_017064037.1|DEUG	LOC6613681|XP_002038151.1|DSEC
OG0001686	LOC108106055|XP_017068402.1|DEUG	LOC116802218|XP_032581873.1|DSEC, LOC6614906|XP_032581874.1|DSEC
OG0001687	LOC108105415|XP_017067452.1|DEUG	LOC6615855|XP_032581108.1|DSEC
OG0001688	LOC108103235|XP_017064124.1|DEUG	LOC6612333|XP_002036843.1|DSEC, LOC6612334|XP_032581990.1|DSEC
OG0001689	LOC108109987|XP_017074311.1|DEUG	LOC6619907|XP_002044119.2|DSEC
OG0001690	LOC108107750|XP_017070903.1|DEUG	LOC6610924|XP_002035481.1|DSEC
OG0001691	LOC108106855|XP_017069587.1|DEUG	LOC6611585|XP_002036123.2|DSEC
OG0001692	LOC108117179|XP_017084957.1|DEUG	LOC6613717|XP_032576629.1|DSEC, LOC6613718|XP_002038188.1|DSEC
OG0001693	LOC108118390|XP_017086553.1|DEUG	LOC6618663|XP_032581562.1|DSEC
OG0001694	LOC108116806|XP_017084342.1|DEUG	LOC6613741|XP_002038211.2|DSEC
OG0001695	LOC108113365|XP_017079422.1|DEUG	LOC6609825|XP_002034479.1|DSEC
OG0001696	LOC108117489|XP_017085454.1|DEUG	LOC6606977|XP_002031769.2|DSEC
OG0001697	LOC108113703|XP_017079869.1|DEUG	LOC6619639|XP_002043854.1|DSEC
OG0001698	LOC108105052|XP_017066945.1|DEUG	LOC6615098|XP_032580674.1|DSEC
OG0001699	LOC108113722|XP_017079893.1|DEUG	LOC6606944|XP_002031738.1|DSEC
OG0001700	LOC108109722|XP_017073854.1|DEUG	LOC6607078|XP_002031866.1|DSEC
OG0001701	LOC108115352|XP_017082262.1|DEUG	LOC6614047|XP_032577458.1|DSEC
OG0001702	LOC108110774|XP_017075480.1|DEUG	LOC6611893|XP_002036410.1|DSEC
OG0001703	LOC108115577|XP_017082576.1|DEUG	LOC6607517|XP_002032286.2|DSEC
OG0001704	LOC108115579|XP_017082579.1|DEUG	LOC6607518|XP_002032287.2|DSEC
OG0001705	LOC108111407|XP_017076346.1|DEUG	LOC6612754|XP_032577008.1|DSEC
OG0001706	LOC108105566|XP_017067699.1|DEUG	LOC6619116|XP_002043356.1|DSEC
