Orthogroup	DEUG.longest_only	DERE.longest_only
OG0001953	LOC108113258|XP_017079297.1|DEUG	LOC6548022|XP_026836709.1|DERE
OG0001954	LOC108104802|XP_017066572.1|DEUG	LOC6542182|XP_026835604.1|DERE
OG0001955	LOC108112170|XP_017077436.1|DEUG	LOC6547456|XP_001976205.1|DERE
OG0001956	LOC108109799|XP_017073997.1|DEUG	LOC6544158|XP_001971384.3|DERE
OG0001957	LOC108109076|XP_017072924.1|DEUG	LOC6547858|XP_026836524.1|DERE
OG0001958	LOC108112877|XP_017078703.1|DEUG	LOC6546931|XP_026836294.1|DERE
OG0001959	LOC108114023|XP_017080259.1|DEUG	LOC6544550|XP_001973472.1|DERE
OG0001960	LOC108102790|XP_017063447.1|DEUG	LOC6545669|XP_001971144.1|DERE
OG0001961	LOC108107433|XP_017070450.1|DEUG	LOC6548577|XP_015012699.1|DERE
OG0001962	LOC108113284|XP_017079323.1|DEUG	LOC6542604|XP_026835478.1|DERE
OG0001963	LOC108114604|XP_017081154.1|DEUG	LOC6543632|XP_001973012.1|DERE
OG0001964	LOC108102748|XP_017063388.1|DEUG	LOC6544577|XP_001971456.1|DERE
OG0001965	LOC108114146|XP_017080419.1|DEUG	LOC6545432|XP_001972121.2|DERE
OG0001966	LOC108107557|XP_017070637.1|DEUG	LOC6552242|XP_001979754.1|DERE
OG0001967	LOC108109271|XP_017073249.1|DEUG	LOC6547670|XP_026836670.1|DERE
OG0001968	LOC108114737|XP_017081338.1|DEUG	LOC6543549|XP_001972302.1|DERE
OG0001969	LOC108112766|XP_017078515.1|DEUG	LOC6543021|XP_001970613.1|DERE
OG0001970	LOC108113135|XP_017079131.1|DEUG	LOC6547340|XP_001976293.1|DERE
OG0001971	LOC108109085|XP_017072940.1|DEUG	LOC6547261|XP_001974868.2|DERE
OG0001972	LOC108113481|XP_017079553.1|DEUG	LOC6541127|XP_001970841.1|DERE
OG0001973	LOC108109230|XP_017073192.1|DEUG	LOC6547796|XP_015012645.1|DERE
OG0001974	LOC108104493|XP_017066096.1|DEUG	LOC6540756|XP_001970327.1|DERE
OG0001975	LOC108103595|XP_017064612.1|DEUG	LOC6546526|XP_001971261.1|DERE
OG0001976	LOC108106583|XP_017069253.1|DEUG	LOC6546898|XP_001975977.1|DERE
OG0001977	LOC108106926|XP_017069674.1|DEUG	LOC6542181|XP_026835450.1|DERE
OG0001978	LOC108105710|XP_017067913.1|DEUG	LOC6549192|XP_001974411.1|DERE
OG0001979	LOC108107008|XP_017069841.1|DEUG	LOC6541858|XP_001970202.1|DERE
OG0001980	LOC108104184|XP_017065610.1|DEUG	LOC6542153|XP_001968113.1|DERE
OG0001981	LOC108102631|XP_017063234.1|DEUG	LOC6540697|XP_026835125.1|DERE, LOC113563686|XP_026835614.1|DERE
OG0001982	LOC108109345|XP_017073292.1|DEUG	LOC26526885|XP_015012874.1|DERE
OG0001984	LOC108113450|XP_017079513.1|DEUG	LOC6543524|XP_026834820.1|DERE
OG0001985	LOC108110736|XP_017075429.1|DEUG	LOC6540854|XP_026834438.1|DERE
OG0001986	LOC108106909|XP_017069649.1|DEUG	LOC6541601|XP_001970064.1|DERE
OG0001987	LOC108118519|XP_017086753.1|DEUG	LOC6555801|XP_026838871.1|DERE
OG0001988	LOC108112529|XP_017077944.1|DEUG	LOC6548147|XP_026837112.1|DERE
OG0001989	LOC108110431|XP_017074986.1|DEUG	LOC6543488|XP_001968209.3|DERE
OG0001990	LOC108111139|XP_017075994.1|DEUG	LOC6542403|XP_026834918.1|DERE
OG0001991	LOC108118109|XP_017086147.1|DEUG	LOC26526371|XP_015012792.2|DERE
OG0001992	LOC108104115|XP_017065504.1|DEUG	LOC6541163|XP_001969755.2|DERE
OG0001993	LOC108106990|XP_017069817.1|DEUG	LOC6540948|XP_001970021.1|DERE
OG0001994	LOC108117171|XP_017084941.1|DEUG	LOC6553688|XP_026838400.1|DERE
OG0001995	LOC108106996|XP_017069824.1|DEUG	LOC6549285|XP_001974247.1|DERE
OG0001996	LOC108102650|XP_017063274.1|DEUG	LOC6540587|XP_026834961.1|DERE
OG0001997	LOC108107292|XP_017070238.1|DEUG	LOC6548446|XP_001976664.1|DERE
OG0001998	LOC108107288|XP_017070231.1|DEUG	LOC6548448|XP_001976666.2|DERE
OG0001999	LOC108104799|XP_017066559.1|DEUG	LOC6541288|XP_026834066.1|DERE
OG0002000	LOC108106196|XP_017068612.1|DEUG	LOC6543460|XP_001970281.1|DERE
OG0002001	LOC108105675|XP_017067866.1|DEUG	LOC6549431|XP_001974402.3|DERE
OG0002002	LOC108106667|XP_017069386.1|DEUG	LOC6546547|XP_001975912.1|DERE
OG0002003	LOC108110700|XP_017075330.1|DEUG	LOC6542328|XP_026835174.1|DERE
OG0002004	LOC108103079|XP_017063918.1|DEUG	LOC6549251|XP_015012082.1|DERE
OG0002005	LOC108102463|XP_017062999.1|DEUG	LOC6543308|XP_015015081.1|DERE
OG0002006	LOC108106969|XP_017069760.1|DEUG	LOC6541088|XP_026834720.1|DERE
OG0002007	LOC108106168|XP_017068573.1|DEUG	LOC6543494|XP_015014537.1|DERE
OG0002008	LOC108102371|XP_017062779.1|DEUG	LOC6555836|XP_015008684.1|DERE
OG0002009	LOC108112245|XP_017077556.1|DEUG	LOC6547402|XP_001976310.1|DERE
OG0002010	LOC108110978|XP_017075775.1|DEUG	LOC6542324|XP_001969250.1|DERE
OG0002011	LOC108114881|XP_017081528.1|DEUG	LOC6548911|XP_001974178.1|DERE
OG0002012	LOC108102548|XP_017063098.1|DEUG	LOC6540647|XP_001968782.3|DERE
OG0002014	LOC108109217|XP_017073170.1|DEUG	LOC6547746|XP_001975000.1|DERE
OG0002015	LOC108106864|XP_017069597.1|DEUG	LOC6541683|XP_001970192.1|DERE
OG0002016	LOC108104518|XP_017066136.1|DEUG	LOC6540765|XP_001970387.1|DERE
OG0002017	LOC108111047|XP_017075865.1|DEUG	LOC6542987|XP_001969913.1|DERE
OG0002018	LOC108106989|XP_017069815.1|DEUG	LOC6540936|XP_001970022.1|DERE
OG0002019	LOC108104122|XP_017065513.1|DEUG	LOC6543049|XP_026834642.1|DERE
OG0002020	LOC108106935|XP_017069689.1|DEUG	LOC6549649|XP_001974254.1|DERE
OG0002021	LOC108109121|XP_017073005.1|DEUG	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE
OG0002022	LOC108115506|XP_017082487.1|DEUG	LOC6548951|XP_001974074.3|DERE
OG0002023	LOC108116962|XP_017084607.1|DEUG	LOC6553738|XP_001980324.1|DERE
OG0002024	LOC108111137|XP_017075992.1|DEUG	LOC6541718|XP_001969443.1|DERE
OG0002025	LOC108112173|XP_017077465.1|DEUG	LOC6542572|XP_001969837.1|DERE
OG0002026	LOC108108713|XP_017072335.1|DEUG	LOC6544287|XP_001973715.1|DERE
OG0002027	LOC108112504|XP_017077872.1|DEUG	LOC6546696|XP_026836760.1|DERE
OG0002028	LOC108107326|XP_017070300.1|DEUG	LOC6548011|XP_026836904.1|DERE
OG0002029	LOC108107635|XP_017070709.1|DEUG	LOC6544672|XP_001972009.1|DERE
OG0002030	LOC108107206|XP_017070111.1|DEUG	LOC6548563|XP_001976635.1|DERE
OG0002031	LOC108106412|XP_017068921.1|DEUG	LOC6549423|XP_015012399.1|DERE
OG0002032	LOC108110194|XP_017074644.1|DEUG	LOC6553543|XP_001979326.1|DERE
OG0002033	LOC108117609|XP_017085622.1|DEUG	LOC6551498|XP_001977193.1|DERE
OG0002034	LOC108118538|XP_017086777.1|DEUG	LOC6555570|XP_015008758.1|DERE
OG0002035	LOC108109475|XP_017073489.1|DEUG	LOC6552516|XP_001980941.2|DERE
OG0002036	LOC108108361|XP_017071892.1|DEUG	LOC6552210|XP_001980729.3|DERE
OG0002037	LOC108108042|XP_017071405.1|DEUG	LOC6543755|XP_001971873.1|DERE
OG0002038	LOC108117307|XP_017085156.1|DEUG	LOC6554000|XP_001979459.1|DERE
OG0002039	LOC108117443|XP_017085352.1|DEUG	LOC6544442|XP_001973812.1|DERE
OG0002040	LOC108104322|XP_017065794.1|DEUG	LOC26526448|XP_026839378.1|DERE
OG0002041	LOC108104542|XP_017066171.1|DEUG	LOC6542984|XP_026834008.1|DERE
OG0002042	LOC108116210|XP_017083484.1|DEUG	LOC6552662|XP_001979170.2|DERE
OG0002043	LOC108115365|XP_017082281.1|DEUG	LOC6552739|XP_001978983.1|DERE
OG0002044	LOC108115616|XP_017082638.1|DEUG	LOC6554890|XP_015009342.1|DERE
OG0002045	LOC108109587|XP_017073653.1|DEUG	LOC6552758|XP_001980947.3|DERE
OG0002046	LOC108117721|XP_017085769.1|DEUG	LOC6555830|XP_001982696.2|DERE
OG0002047	LOC108103751|XP_017064848.1|DEUG	LOC6550349|XP_026837573.1|DERE
OG0002048	LOC108111726|XP_017076768.1|DEUG	LOC6553982|XP_026834875.1|DERE
OG0002049	LOC108116362|XP_017083675.1|DEUG	LOC6553856|XP_001980560.1|DERE
OG0002050	LOC108116378|XP_017083708.1|DEUG	LOC6553106|XP_026832093.1|DERE
OG0002051	LOC108106682|XP_017069402.1|DEUG	LOC26526356|XP_015012787.1|DERE
OG0002052	LOC108114669|XP_017081237.1|DEUG	LOC6545320|XP_001973246.1|DERE
OG0002053	LOC108109541|XP_017073599.1|DEUG	LOC6552677|XP_001980916.3|DERE
OG0002054	LOC108115324|XP_017082221.1|DEUG	LOC6552782|XP_001978968.1|DERE
OG0002055	LOC108111792|XP_017076870.1|DEUG	LOC6553786|XP_001980485.1|DERE
OG0002056	LOC108107821|XP_017071057.1|DEUG	LOC6545308|XP_001972550.1|DERE
OG0002057	LOC108111178|XP_017076047.1|DEUG	LOC6542802|XP_001969966.1|DERE
OG0002058	LOC108104649|XP_017066319.1|DEUG	LOC6544828|XP_001970986.3|DERE
OG0002059	LOC108113749|XP_017079932.1|DEUG	LOC6554729|XP_001981792.1|DERE
OG0002060	LOC108106699|XP_017069421.1|DEUG	LOC6549079|XP_026836677.1|DERE
OG0002061	LOC108107439|XP_017070468.1|DEUG	LOC6548115|XP_026836395.1|DERE
OG0002062	LOC108117693|XP_017085711.1|DEUG	LOC6549952|XP_026837541.1|DERE
OG0002063	LOC108109724|XP_017073858.1|DEUG	LOC6551594|XP_001978459.1|DERE
OG0002064	LOC108108141|XP_017071557.1|DEUG	LOC6543638|XP_001971842.1|DERE
OG0002065	LOC108107826|XP_017071065.1|DEUG	LOC6546286|XP_026832377.1|DERE
OG0002066	LOC108116352|XP_017083656.1|DEUG	LOC6553151|XP_026831565.1|DERE
OG0002067	LOC108107327|XP_017070302.1|DEUG	LOC6548010|XP_001976473.1|DERE
OG0002068	LOC108113089|XP_017079024.1|DEUG	LOC6546635|XP_001974707.1|DERE
OG0002069	LOC108107025|XP_017069862.1|DEUG	LOC26526230|XP_015015476.1|DERE
OG0002070	LOC108116524|XP_017083950.1|DEUG	LOC6551927|XP_001980625.1|DERE
OG0002071	LOC108113742|XP_017079920.1|DEUG	LOC6554142|XP_001981901.1|DERE
OG0002072	LOC108113368|XP_017079424.1|DEUG	LOC6548778|XP_001975433.1|DERE
OG0002073	LOC108104276|XP_017065716.1|DEUG	LOC6545900|XP_015013114.1|DERE
OG0002074	LOC108106780|XP_017069510.1|DEUG	LOC6549033|XP_001975542.1|DERE
OG0002075	LOC108107164|XP_017070065.1|DEUG	LOC26526052|XP_015015441.1|DERE
OG0002076	LOC108112911|XP_017078771.1|DEUG	LOC6547356|XP_015012638.1|DERE
OG0002077	LOC108102794|XP_017063451.1|DEUG	LOC6545496|XP_015013609.1|DERE
OG0002078	LOC108106249|XP_017068704.1|DEUG	LOC6549270|XP_001975712.2|DERE
OG0002079	LOC108114332|XP_017080745.1|DEUG	LOC6545790|XP_001973440.1|DERE
OG0002080	LOC108113176|XP_017079182.1|DEUG	LOC6548274|XP_026837004.1|DERE
OG0002081	LOC108107495|XP_017070532.1|DEUG	LOC6547775|XP_001976570.1|DERE
OG0002082	LOC108112714|XP_017078429.1|DEUG	LOC6548500|XP_026835633.1|DERE
OG0002083	LOC108103296|XP_017064204.1|DEUG	LOC6555599|XP_026838356.1|DERE
OG0002084	LOC108112671|XP_017078299.1|DEUG	LOC6547763|XP_001976385.1|DERE
OG0002085	LOC108112964|XP_017078853.1|DEUG	LOC6548244|XP_026835765.1|DERE
OG0002086	LOC108113323|XP_017079366.1|DEUG	LOC6548200|XP_026837108.1|DERE
OG0002087	LOC108107558|XP_017070600.1|DEUG	LOC26526062|XP_026833953.1|DERE
OG0002088	LOC108114396|XP_017080858.1|DEUG	LOC6546054|XP_015014114.2|DERE
OG0002089	LOC108104511|XP_017066120.1|DEUG	LOC6542321|XP_001970421.1|DERE
OG0002090	LOC108114570|XP_017081110.1|DEUG	LOC6545372|XP_001972621.1|DERE
OG0002091	LOC108107234|XP_017070141.1|DEUG	LOC6548291|XP_001976576.2|DERE
OG0002092	LOC108114255|XP_017080640.1|DEUG	LOC6545401|XP_001973264.1|DERE
OG0002093	LOC108112009|XP_017077236.1|DEUG	LOC6548174|XP_001975157.2|DERE
OG0002094	LOC108107232|XP_017070139.1|DEUG	LOC6548207|XP_001976486.1|DERE
OG0002095	LOC108105108|XP_017067031.1|DEUG	LOC6550416|XP_001977801.1|DERE
OG0002096	LOC108106469|XP_017069028.1|DEUG	LOC6549535|XP_026837081.1|DERE
OG0002097	LOC108104812|XP_017066585.1|DEUG	LOC6541760|XP_001969175.2|DERE
OG0002098	LOC108108800|XP_017072470.1|DEUG	LOC6543924|XP_026833489.1|DERE
OG0002099	LOC108109528|XP_017073581.1|DEUG	LOC6552909|XP_001980972.1|DERE
OG0002100	LOC108118242|XP_017086319.1|DEUG	LOC6544345|XP_001973088.3|DERE
OG0002101	LOC108113412|XP_017079458.1|DEUG	LOC6542090|XP_026834055.1|DERE
OG0002102	LOC108109088|XP_017072946.1|DEUG	LOC6547599|XP_026836042.1|DERE
OG0002103	LOC108109548|XP_017073607.1|DEUG	LOC6552917|XP_001980980.1|DERE
OG0002105	LOC108102654|XP_017063281.1|DEUG	LOC6541001|XP_001968248.1|DERE
OG0002106	LOC108109540|XP_017073598.1|DEUG	LOC6552965|XP_026838283.1|DERE
OG0002107	LOC108111001|XP_017075800.1|DEUG	LOC6542678|XP_001969925.1|DERE
OG0002108	LOC108111598|XP_017076608.1|DEUG	LOC6552347|XP_026831938.1|DERE
OG0002109	LOC108109016|XP_017072790.1|DEUG	LOC26526583|XP_015009388.1|DERE
OG0002109	LOC108109007|XP_017072770.1|DEUG	LOC26526382|XP_015009378.1|DERE
OG0002110	LOC108108509|XP_017072066.1|DEUG	LOC6545253|XP_001973310.1|DERE
OG0002110	LOC108105720|XP_017067924.1|DEUG	LOC6542923|XP_001969604.1|DERE
OG0002111	LOC108110618|XP_017075206.1|DEUG	LOC6542690|XP_001969242.1|DERE
OG0002111	LOC108110426|XP_017074982.1|DEUG	LOC6542605|XP_001969243.1|DERE
OG0002112	LOC108111346|XP_017076270.1|DEUG	LOC6555987|XP_001982852.1|DERE
OG0002113	LOC108106109|XP_017068515.1|DEUG	LOC6552227|XP_001979748.1|DERE
OG0002114	LOC108111296|XP_017076175.1|DEUG	LOC6554366|XP_001981256.1|DERE
OG0002114	LOC108111315|XP_017076198.1|DEUG	LOC6554367|XP_001981257.1|DERE
OG0002115	LOC108112516|XP_017077898.1|DEUG	LOC6547077|XP_015012350.1|DERE
OG0002116	LOC108114855|XP_017081490.1|DEUG	LOC6549114|XP_001974186.3|DERE
OG0002117	LOC108109279|XP_017073260.1|DEUG	LOC6547657|XP_001974814.1|DERE
OG0002119	LOC108113728|XP_017079903.1|DEUG	LOC6555447|XP_001981891.1|DERE
OG0002120	LOC108102378|XP_017062791.1|DEUG	LOC6555887|XP_026839276.1|DERE
OG0002121	LOC108116026|XP_017083202.1|DEUG	LOC6554872|XP_001981368.1|DERE
OG0002123	LOC108107033|XP_017069879.1|DEUG	LOC6542814|XP_001970199.2|DERE
OG0002124	LOC108110002|XP_017074328.1|DEUG	LOC6550132|XP_015010773.1|DERE
OG0002125	LOC108106383|XP_017068872.1|DEUG	LOC6548973|XP_001975556.1|DERE
OG0002126	LOC108113940|XP_017080137.1|DEUG	LOC6546122|XP_026833527.1|DERE
OG0002127	LOC108105381|XP_017067411.1|DEUG	LOC6549841|XP_001977572.1|DERE
OG0002128	LOC108109934|XP_017074225.1|DEUG	LOC6550252|XP_026838072.1|DERE
OG0002129	LOC108117176|XP_017084949.1|DEUG	LOC6554092|XP_001979604.2|DERE
OG0002130	LOC108102459|XP_017062956.1|DEUG	LOC6555639|XP_001982522.1|DERE
OG0002131	LOC108105267|XP_017067236.1|DEUG	LOC6551861|XP_001979658.3|DERE
OG0002132	LOC108110968|XP_017075758.1|DEUG	LOC6542598|XP_001969408.1|DERE
OG0002133	LOC108103859|XP_017065055.1|DEUG	LOC6551233|XP_001978345.1|DERE
OG0002134	LOC108105364|XP_017067379.1|DEUG	LOC6549771|XP_001977591.1|DERE
OG0002135	LOC108103448|XP_017064418.1|DEUG	LOC6551734|XP_026837371.1|DERE
OG0002136	LOC108111424|XP_017076372.1|DEUG	LOC6554434|XP_001981285.2|DERE
OG0002137	LOC108116599|XP_017084042.1|DEUG	LOC6555073|XP_015008887.1|DERE
OG0002138	LOC108117624|XP_017085643.1|DEUG	LOC6550218|XP_001977613.1|DERE
OG0002139	LOC108110403|XP_017074958.1|DEUG	LOC6550887|XP_026838017.1|DERE
OG0002140	LOC108103158|XP_017064028.1|DEUG	LOC6549893|XP_026838523.1|DERE
OG0002141	LOC108108645|XP_017072240.1|DEUG	LOC6544507|XP_001973791.1|DERE
OG0002142	LOC108115018|XP_017081749.1|DEUG	LOC6552136|XP_001978818.1|DERE
OG0002143	LOC108102643|XP_017063254.1|DEUG	LOC6543251|XP_026834047.1|DERE
OG0002145	LOC108117286|XP_017085129.1|DEUG	LOC6553995|XP_001979454.1|DERE
OG0002146	LOC108104166|XP_017065558.1|DEUG, LOC108114993|XP_017081716.1|DEUG	LOC6552147|XP_001978820.1|DERE
OG0002147	LOC108110130|XP_017074525.1|DEUG	LOC6551402|XP_001977221.3|DERE
OG0002148	LOC108108210|XP_017071660.1|DEUG	LOC6546049|XP_026833757.1|DERE
OG0002149	LOC108102369|XP_017062776.1|DEUG	LOC6555834|XP_026839056.1|DERE
OG0002150	LOC108110054|XP_017074418.1|DEUG	LOC6550705|XP_001978119.1|DERE
OG0002151	LOC108110512|XP_017075081.1|DEUG	LOC6542949|XP_001969975.2|DERE
OG0002152	LOC108116875|XP_017084457.1|DEUG	LOC6551844|XP_001979641.3|DERE
OG0002153	LOC108115946|XP_017083071.1|DEUG	LOC6554595|XP_001981330.1|DERE
OG0002154	LOC108102458|XP_017062955.1|DEUG	LOC6555640|XP_015008794.1|DERE
OG0002155	LOC108113490|XP_017079565.1|DEUG	LOC6555127|XP_001981146.2|DERE
OG0002156	LOC108116780|XP_017084305.1|DEUG	LOC6544109|XP_001973764.1|DERE
OG0002157	LOC108116869|XP_017084436.1|DEUG	LOC6553629|XP_001980312.1|DERE
OG0002158	LOC108113091|XP_017079025.1|DEUG	LOC6546636|XP_001974708.1|DERE
OG0002159	LOC108109115|XP_017072997.1|DEUG	LOC6547903|XP_001976397.1|DERE
OG0002160	LOC108115066|XP_017081804.1|DEUG	LOC6553400|XP_001979269.3|DERE
OG0002161	LOC108117250|XP_017085088.1|DEUG	LOC6554071|XP_001979581.1|DERE
OG0002162	LOC108111994|XP_017077395.1|DEUG	LOC6552103|XP_015009956.1|DERE
OG0002163	LOC108103362|XP_017064296.1|DEUG	LOC6550840|XP_026838584.1|DERE
OG0002164	LOC108113645|XP_017079803.1|DEUG	LOC6554670|XP_026831531.1|DERE
OG0002165	LOC108118453|XP_017086660.1|DEUG	LOC6549574|XP_026836335.1|DERE
OG0002166	LOC108108460|XP_017072006.1|DEUG	LOC6541789|XP_001969694.1|DERE
OG0002167	LOC108112053|XP_017077296.1|DEUG	LOC6547102|XP_001974782.1|DERE
OG0002168	LOC108107401|XP_017070410.1|DEUG	LOC6548013|XP_026836903.1|DERE
OG0002169	LOC108114710|XP_017081298.1|DEUG	LOC6543970|XP_001972220.1|DERE
OG0002170	LOC108108703|XP_017072301.1|DEUG	LOC6555870|XP_026839059.1|DERE
OG0002171	LOC108116598|XP_017084040.1|DEUG	LOC26526507|XP_026831785.1|DERE
OG0002172	LOC108115638|XP_017082680.1|DEUG	LOC6554619|XP_001982177.1|DERE
OG0002173	LOC108110505|XP_017075073.1|DEUG	LOC6543051|XP_001969904.1|DERE
OG0002174	LOC108111636|XP_017076655.1|DEUG, LOC108111642|XP_017076662.1|DEUG	LOC6552138|XP_001979931.1|DERE
OG0002175	LOC108111643|XP_017076663.1|DEUG	LOC6552633|XP_001979930.1|DERE
OG0002176	LOC108117119|XP_017084839.1|DEUG	LOC6553900|XP_001979573.1|DERE
OG0002177	LOC108111530|XP_017076539.1|DEUG	LOC6552656|XP_001979855.1|DERE
OG0002178	LOC108115806|XP_017082884.1|DEUG	LOC6554807|XP_001981585.1|DERE
OG0002179	LOC108113790|XP_017079987.1|DEUG	LOC6555481|XP_015009274.2|DERE
OG0002181	LOC108103139|XP_017064000.1|DEUG	LOC6549795|XP_001977318.1|DERE
OG0002182	LOC108115148|XP_017081941.1|DEUG	LOC6553577|XP_015009618.2|DERE
OG0002183	LOC108112034|XP_017077270.1|DEUG	LOC6547203|XP_001974789.1|DERE
OG0002184	LOC108111682|XP_017076711.1|DEUG	LOC6552608|XP_001979888.1|DERE
OG0002185	LOC108105622|XP_017067793.1|DEUG	LOC6553094|XP_026833944.1|DERE
OG0002186	LOC108113405|XP_017079447.1|DEUG	LOC6543493|XP_001969511.1|DERE
OG0002187	LOC108115626|XP_017082666.1|DEUG	LOC6555168|XP_001982266.1|DERE
OG0002188	LOC108107435|XP_017070460.1|DEUG	LOC6548119|XP_001976533.1|DERE
OG0002189	LOC108113826|XP_017080024.1|DEUG	LOC26526499|XP_015014290.1|DERE
OG0002190	LOC108116678|XP_017084167.1|DEUG	LOC6555203|XP_001982071.1|DERE
OG0002191	LOC108114199|XP_017080506.1|DEUG	LOC6546301|XP_026833000.1|DERE
OG0002192	LOC108108657|XP_017072250.1|DEUG	LOC6546319|XP_001972827.1|DERE
OG0002193	LOC108117515|XP_017085500.1|DEUG	LOC6552034|XP_001980679.1|DERE
OG0002194	LOC108115796|XP_017082865.1|DEUG	LOC6554357|XP_001981532.1|DERE
OG0002195	LOC108116690|XP_017084193.1|DEUG	LOC6554348|XP_001982046.1|DERE
OG0002196	LOC108116282|XP_017083558.1|DEUG	LOC6551765|XP_001980649.1|DERE
OG0002197	LOC108104627|XP_017066291.1|DEUG	LOC6544639|XP_001970974.2|DERE
OG0002198	LOC108115056|XP_017081791.1|DEUG	LOC6553605|XP_026839437.1|DERE
OG0002199	LOC108109516|XP_017073556.1|DEUG	LOC6552924|XP_001980997.1|DERE
OG0002200	LOC108105104|XP_017067028.1|DEUG	LOC6551457|XP_001977248.1|DERE
OG0002202	LOC108116893|XP_017084488.1|DEUG	LOC6553393|XP_026832119.1|DERE
OG0002203	LOC108111635|XP_017076654.1|DEUG, LOC108111675|XP_017076701.1|DEUG	LOC6552139|XP_001979932.3|DERE
OG0002204	LOC108113729|XP_017079904.1|DEUG	LOC6555448|XP_001981892.1|DERE
OG0002205	LOC108116835|XP_017084376.1|DEUG	LOC6553203|XP_001980296.1|DERE
OG0002206	LOC108115700|XP_017082759.1|DEUG	LOC6554915|XP_001982237.1|DERE
OG0002207	LOC108116056|XP_017083246.1|DEUG	LOC6555453|XP_001981453.3|DERE
OG0002208	LOC108116109|XP_017083320.1|DEUG	LOC6555455|XP_001981455.1|DERE
OG0002209	LOC108109750|XP_017073907.1|DEUG	LOC6551540|XP_001978452.1|DERE
OG0002210	LOC108115386|XP_017082310.1|DEUG	LOC6552712|XP_026831603.1|DERE
OG0002211	LOC108116953|XP_017084596.1|DEUG	LOC6552747|XP_026839373.1|DERE
OG0002212	LOC108117121|XP_017084841.1|DEUG	LOC6554067|XP_001979577.1|DERE
OG0002213	LOC108116146|XP_017083371.1|DEUG	LOC6553183|XP_001979102.1|DERE
OG0002214	LOC108109432|XP_017073421.1|DEUG	LOC6552940|XP_001981017.3|DERE
OG0002215	LOC108109209|XP_017073143.1|DEUG	LOC6552819|XP_026831444.1|DERE
OG0002216	LOC108116071|XP_017083275.1|DEUG	LOC6554599|XP_001981334.1|DERE
OG0002217	LOC108105241|XP_017067205.1|DEUG	LOC6552769|XP_001979954.1|DERE
OG0002218	LOC108110066|XP_017074436.1|DEUG	LOC6550825|XP_001978083.1|DERE
OG0002219	LOC108116976|XP_017084625.1|DEUG	LOC6553475|XP_026831678.1|DERE
OG0002220	LOC108116798|XP_017084334.1|DEUG	LOC6553474|XP_001980268.2|DERE
OG0002221	LOC108114624|XP_017081180.1|DEUG	LOC6545830|XP_026833942.1|DERE
OG0002222	LOC108107367|XP_017070360.1|DEUG	LOC6548260|XP_001976625.2|DERE
OG0002223	LOC108112636|XP_017078234.1|DEUG	LOC6548683|XP_026836616.1|DERE
OG0002224	LOC108112564|XP_017078001.1|DEUG	LOC6541082|XP_026834935.1|DERE
OG0002225	LOC108104917|XP_017066754.1|DEUG	LOC6544055|XP_026833391.1|DERE
OG0002226	LOC108106403|XP_017068903.1|DEUG	LOC6541471|XP_001970746.1|DERE
OG0002227	LOC108106474|XP_017069039.1|DEUG	LOC6542537|XP_026834120.1|DERE
OG0002228	LOC108105408|XP_017067444.1|DEUG	LOC6541455|XP_001970492.1|DERE
OG0002229	LOC108107358|XP_017070348.1|DEUG	LOC6548569|XP_001976641.2|DERE
OG0002230	LOC108112543|XP_017077968.1|DEUG	LOC6546667|XP_001975860.1|DERE
OG0002231	LOC108113113|XP_017079099.1|DEUG	LOC6542927|XP_001970649.1|DERE
OG0002232	LOC108109160|XP_017073072.1|DEUG	LOC6547660|XP_001974987.1|DERE
OG0002233	LOC108108208|XP_017071658.1|DEUG	LOC6545012|XP_001972539.2|DERE
OG0002234	LOC108106692|XP_017069414.1|DEUG	LOC6547117|XP_001976108.1|DERE
OG0002235	LOC108112672|XP_017078300.1|DEUG	LOC6548470|XP_026836561.1|DERE
OG0002236	LOC108107315|XP_017070277.1|DEUG	LOC6548056|XP_001976517.2|DERE
OG0002237	LOC108107434|XP_017070457.1|DEUG	LOC6548400|XP_026836443.1|DERE
OG0002238	LOC108113024|XP_017078940.1|DEUG	LOC6541031|XP_015014715.1|DERE
OG0002239	LOC108112846|XP_017078648.1|DEUG	LOC6546726|XP_001975879.1|DERE
OG0002240	LOC108112933|XP_017078813.1|DEUG	LOC6548078|XP_001975170.1|DERE
OG0002241	LOC108117391|XP_017085278.1|DEUG	LOC6545820|XP_001972173.2|DERE
OG0002242	LOC108109825|XP_017074050.1|DEUG	LOC6545674|XP_001971656.1|DERE
OG0002243	LOC108117146|XP_017084893.1|DEUG	LOC6553722|XP_001979433.1|DERE
OG0002244	LOC108114342|XP_017080763.1|DEUG	LOC6544035|XP_001972338.1|DERE
OG0002245	LOC108109815|XP_017074029.1|DEUG	LOC6543945|XP_001971402.3|DERE
OG0002246	LOC108113183|XP_017079197.1|DEUG	LOC6543118|XP_026835007.1|DERE
OG0002247	LOC108107402|XP_017070411.1|DEUG	LOC26527057|XP_015012905.1|DERE
OG0002248	LOC108107912|XP_017071221.1|DEUG	LOC6543887|XP_026833911.1|DERE
OG0002249	LOC108109911|XP_017074208.1|DEUG	LOC26527080|XP_015014393.1|DERE
OG0002250	LOC108108901|XP_017072614.1|DEUG	LOC6547824|XP_001974972.1|DERE
OG0002251	LOC108109274|XP_017073254.1|DEUG	LOC6547822|XP_026836725.1|DERE
