Orthogroup	DEUG.longest_only	DPSE.longest_only
OG0000788	LOC108102730|XP_017063366.1|DEUG	LOC4813004|XP_001353231.1|DPSE, LOC6897384|XP_002137536.2|DPSE
OG0000789	LOC108102470|XP_017062968.1|DEUG	LOC6902584|XP_015036688.2|DPSE
OG0000789	LOC108102487|XP_017062988.1|DEUG	LOC4816757|XP_001356076.4|DPSE
OG0000790	LOC108104171|XP_017065565.1|DEUG	LOC4817753|XP_001357104.3|DPSE
OG0000791	LOC108113587|XP_017079722.1|DEUG	LOC6902658|XP_002133174.2|DPSE
OG0000791	LOC108116032|XP_017083210.1|DEUG	LOC4800487|XP_001357754.3|DPSE
OG0000792	LOC108111217|XP_017076110.1|DEUG	LOC6903194|XP_002132893.3|DPSE
OG0000793	LOC108117185|XP_017084966.1|DEUG, LOC108103150|XP_017064013.1|DEUG	LOC4802908|XP_001359734.3|DPSE, LOC6901468|XP_033240372.1|DPSE, LOC6902194|XP_002133721.1|DPSE
OG0000794	LOC108102562|XP_017063125.1|DEUG, LOC108109732|XP_017073869.1|DEUG	LOC6902183|XP_002133710.1|DPSE
OG0000795	LOC108110146|XP_017074549.1|DEUG	LOC6902160|XP_002133691.1|DPSE
OG0000795	LOC108111570|XP_017076582.1|DEUG	LOC6903723|XP_002136753.1|DPSE
OG0000796	LOC108109415|XP_017073405.1|DEUG	LOC4801514|XP_001358593.3|DPSE
OG0000796	LOC108111881|XP_017077000.1|DEUG	LOC4815737|XP_001355501.1|DPSE
OG0000797	LOC108109914|XP_017074211.1|DEUG	LOC6897748|XP_002137853.1|DPSE
OG0000797	LOC108109927|XP_017074219.1|DEUG	LOC6897747|XP_002137852.1|DPSE
OG0000798	LOC108114915|XP_017081588.1|DEUG, LOC108114912|XP_017081580.1|DEUG	LOC6898470|XP_033235084.1|DPSE
OG0000799	LOC108111730|XP_017076772.1|DEUG	LOC6897659|XP_002137798.4|DPSE
OG0000799	LOC108103224|XP_017064112.1|DEUG	LOC4815860|XP_001355604.2|DPSE
OG0000800	LOC108114145|XP_017080416.1|DEUG	LOC6900961|XP_015042428.1|DPSE, LOC6900963|XP_002134664.2|DPSE
OG0000801	LOC108112149|XP_017077386.1|DEUG	LOC6902416|XP_033235697.1|DPSE
OG0000801	LOC108113322|XP_017079365.1|DEUG	LOC4803699|XP_001360375.1|DPSE
OG0000802	LOC108103199|XP_017064077.1|DEUG, LOC108103205|XP_017064084.1|DEUG	LOC4815185|XP_001355089.2|DPSE
OG0000803	LOC108110884|XP_017075631.1|DEUG	LOC4816580|XP_001356060.2|DPSE
OG0000803	LOC108108171|XP_017071602.1|DEUG	LOC4813637|XP_001353662.3|DPSE
OG0000804	LOC108106808|XP_017069544.1|DEUG	LOC6898182|XP_002138253.2|DPSE
OG0000804	LOC108116139|XP_017083358.1|DEUG	LOC4802286|XP_001359234.3|DPSE
OG0000805	LOC108111910|XP_017077038.1|DEUG	LOC4803338|XP_001360127.3|DPSE
OG0000806	LOC108111181|XP_017076056.1|DEUG	LOC4817638|XP_001357033.4|DPSE
OG0000807	LOC108114001|XP_017080236.1|DEUG, LOC108111165|XP_017076032.1|DEUG	LOC4817646|XP_001357038.4|DPSE
OG0000808	LOC108112984|XP_017078921.1|DEUG, LOC108111276|XP_017076152.1|DEUG	LOC6896701|XP_003736216.2|DPSE, LOC6896696|XP_002136910.3|DPSE
OG0000808	LOC108111275|XP_017076151.1|DEUG	LOC6896704|XP_015038825.2|DPSE, LOC6896697|XP_002136911.3|DPSE, LOC6896695|XP_015038826.2|DPSE, LOC117184456|XP_033238184.1|DPSE, LOC6896702|XP_002136916.2|DPSE
OG0000810	LOC108112908|XP_017078764.1|DEUG, LOC108112909|XP_017078765.1|DEUG, LOC108106252|XP_017068706.1|DEUG	LOC4803475|XP_001360193.1|DPSE
OG0000811	LOC108112639|XP_017078238.1|DEUG	LOC4803800|XP_015039365.2|DPSE
OG0000812	LOC108115215|XP_017082050.1|DEUG	LOC6903619|XP_033238096.1|DPSE
OG0000812	LOC108104290|XP_017065753.1|DEUG	LOC6900180|XP_002135519.2|DPSE
OG0000813	LOC108112758|XP_017078503.1|DEUG	LOC4805193|XP_001361638.1|DPSE
OG0000813	LOC108111101|XP_017075931.1|DEUG	LOC6902807|XP_015035809.2|DPSE
OG0000814	LOC108103476|XP_017064507.1|DEUG	LOC4817490|XP_001356909.3|DPSE
OG0000815	LOC108102669|XP_017063299.1|DEUG	LOC6903573|XP_002132442.2|DPSE
OG0000816	LOC108111835|XP_017076929.1|DEUG	LOC6901195|XP_002133896.1|DPSE
OG0000816	LOC108115160|XP_017081960.1|DEUG	LOC4802958|XP_001359772.1|DPSE
OG0000817	LOC108113529|XP_017079612.1|DEUG	LOC6897494|XP_033232306.1|DPSE
OG0000817	LOC108113530|XP_017079613.1|DEUG, LOC108108993|XP_017072744.1|DEUG	LOC117183231|XP_033232305.1|DPSE
OG0000818	LOC108105507|XP_017067620.1|DEUG	LOC4814728|XP_001354503.2|DPSE
OG0000819	LOC108117429|XP_017085336.1|DEUG	LOC6901808|XP_033240150.1|DPSE
OG0000819	LOC108117415|XP_017085316.1|DEUG	LOC4815052|XP_001355189.3|DPSE
OG0000820	LOC108112774|XP_017078532.1|DEUG	LOC4805315|XP_001361735.1|DPSE
OG0000821	LOC108116832|XP_017084372.1|DEUG	LOC4801421|XP_001358517.3|DPSE
OG0000821	LOC108113378|XP_017079436.1|DEUG	LOC6898210|XP_002138278.2|DPSE
OG0000822	LOC108108461|XP_017072004.1|DEUG	LOC6900700|XP_002135064.3|DPSE
OG0000822	LOC108106093|XP_017068440.1|DEUG	LOC4818026|XP_001357427.3|DPSE
OG0000823	LOC108111716|XP_017076756.1|DEUG, LOC108111811|XP_017076903.1|DEUG	LOC4800879|XP_001358074.3|DPSE
OG0000824	LOC108104034|XP_017065358.1|DEUG	LOC6902991|XP_002132713.2|DPSE, LOC6901828|XP_015042178.2|DPSE, LOC6899845|XP_002135691.2|DPSE, LOC117184847|XP_033239769.1|DPSE, LOC6901827|XP_002134495.1|DPSE, LOC6901191|XP_002133892.3|DPSE
OG0000825	LOC108114078|XP_017080322.1|DEUG	LOC4813492|XP_001353807.1|DPSE
OG0000825	LOC108105154|XP_017067079.1|DEUG	LOC4816329|XP_002133085.2|DPSE
OG0000826	LOC108112534|XP_017077949.1|DEUG	LOC4803924|XP_001360565.4|DPSE
OG0000828	LOC108111585|XP_017076595.1|DEUG, LOC108111599|XP_017076610.1|DEUG	LOC13036525|XP_003736435.1|DPSE, LOC6897100|XP_002137284.3|DPSE
OG0000830	LOC108105074|XP_017066986.1|DEUG	LOC4814884|XP_015041820.1|DPSE
OG0000831	LOC108108187|XP_017071622.1|DEUG	LOC6898899|XP_002138869.1|DPSE
OG0000832	LOC108113369|XP_017079425.1|DEUG	LOC4805476|XP_001361871.2|DPSE
OG0000832	LOC108114845|XP_017081480.1|DEUG	LOC6903386|XP_002132265.2|DPSE
OG0000833	LOC108108539|XP_017072101.1|DEUG	LOC4812349|XP_001352911.3|DPSE
OG0000834	LOC108111308|XP_017076191.1|DEUG	LOC4800284|XP_001357610.3|DPSE
OG0000835	LOC108107817|XP_017071051.1|DEUG	LOC4813207|XP_033238319.1|DPSE
OG0000836	LOC108114767|XP_017081368.1|DEUG	LOC6903394|XP_002132273.3|DPSE
OG0000836	LOC108110784|XP_017075493.1|DEUG	LOC117184006|XP_033235755.1|DPSE
OG0000837	LOC108107425|XP_017070444.1|DEUG	LOC26533021|XP_015039152.1|DPSE
OG0000837	LOC108110321|XP_017074834.1|DEUG	LOC4815279|XP_001355169.1|DPSE
OG0000838	LOC108107180|XP_017070088.1|DEUG	LOC26533009|XP_015036082.1|DPSE
OG0000838	LOC108106884|XP_017069621.1|DEUG	LOC26531996|XP_015036083.1|DPSE
OG0000839	LOC108115337|XP_017082240.1|DEUG	LOC6897436|XP_002137588.1|DPSE
OG0000840	LOC108111620|XP_017076641.1|DEUG, LOC108104970|XP_017066830.1|DEUG	LOC4815162|XP_001355158.2|DPSE
OG0000841	LOC108102357|XP_017062746.1|DEUG, LOC108111611|XP_017076628.1|DEUG	LOC6897787|XP_015038079.2|DPSE
OG0000842	LOC108109302|XP_017073286.1|DEUG	LOC4804020|XP_033234889.1|DPSE
OG0000842	LOC108117231|XP_017085053.1|DEUG	LOC4800531|XP_001357795.1|DPSE
OG0000843	LOC108107457|XP_017070493.1|DEUG	LOC6898118|XP_033233424.1|DPSE
OG0000844	LOC108107350|XP_017070339.1|DEUG	LOC4804317|XP_033233876.1|DPSE
OG0000844	LOC108116201|XP_017083447.1|DEUG	LOC6897844|XP_002137949.1|DPSE
OG0000845	LOC108117528|XP_017085518.1|DEUG	LOC4816019|XP_001355559.3|DPSE
OG0000845	LOC108117518|XP_017085505.1|DEUG	LOC4815653|XP_001355560.3|DPSE
OG0000846	LOC108111292|XP_017076170.1|DEUG, LOC108116107|XP_017083317.1|DEUG, LOC108116106|XP_017083315.1|DEUG, LOC108116086|XP_017083292.1|DEUG, LOC108115900|XP_017083025.1|DEUG, LOC108116105|XP_017083314.1|DEUG, LOC108105562|XP_017067697.1|DEUG	LOC6896778|XP_015038816.2|DPSE
OG0000847	LOC108112211|XP_017077517.1|DEUG	LOC4805187|XP_001361634.2|DPSE
OG0000847	LOC108107421|XP_017070438.1|DEUG	LOC4805434|XP_001361835.3|DPSE
OG0000848	LOC108111166|XP_017076033.1|DEUG	LOC4817394|XP_001356632.3|DPSE
OG0000848	LOC108114773|XP_017081372.1|DEUG	LOC4817929|XP_015035340.2|DPSE
OG0000849	LOC108104018|XP_017065339.1|DEUG	LOC4816992|XP_001356503.3|DPSE
OG0000849	LOC108102526|XP_017063051.1|DEUG	LOC6903173|XP_002132873.2|DPSE
OG0000850	LOC108112485|XP_017077843.1|DEUG	LOC4803846|XP_001360499.4|DPSE
OG0000850	LOC108112415|XP_017077746.1|DEUG	LOC4803845|XP_001360498.2|DPSE
OG0000851	LOC108112740|XP_017078467.1|DEUG	LOC26533472|XP_015035091.1|DPSE
OG0000852	LOC108111902|XP_017077028.1|DEUG	LOC26533166|XP_033234705.1|DPSE
OG0000854	LOC108103341|XP_017064265.1|DEUG	LOC6901946|XP_002133480.1|DPSE
OG0000854	LOC108103337|XP_017064261.1|DEUG	LOC4815859|XP_001355326.4|DPSE
OG0000855	LOC108102447|XP_017062931.1|DEUG	LOC4815564|XP_001355426.1|DPSE
OG0000855	LOC108109452|XP_017073440.1|DEUG	LOC4801799|XP_001358833.3|DPSE
OG0000856	LOC108108787|XP_017072450.1|DEUG	LOC4813957|XP_001354116.1|DPSE
OG0000857	LOC108117691|XP_017085709.1|DEUG	LOC4814313|XP_001354424.3|DPSE
OG0000858	LOC108116921|XP_017084550.1|DEUG, LOC108105446|XP_017067564.1|DEUG, LOC108117003|XP_017084659.1|DEUG	LOC6897182|XP_002137362.2|DPSE
OG0000860	LOC108114399|XP_017080861.1|DEUG	LOC6900284|XP_002135606.3|DPSE
OG0000860	LOC108107741|XP_017070890.1|DEUG	LOC4811876|XP_001352735.4|DPSE
OG0000861	LOC108109190|XP_017073114.1|DEUG	LOC4804536|XP_001361084.3|DPSE
OG0000862	LOC108109256|XP_017073227.1|DEUG	LOC4805519|XP_001361909.1|DPSE
OG0000862	LOC108102496|XP_017063008.1|DEUG	LOC4817922|XP_001357223.4|DPSE
OG0000863	LOC108115660|XP_017082707.1|DEUG	LOC4801683|XP_001358733.4|DPSE
OG0000864	LOC108103839|XP_017065017.1|DEUG	LOC4814266|XP_033238543.1|DPSE
OG0000865	LOC108110513|XP_017075085.1|DEUG	LOC4802696|XP_001359563.2|DPSE
OG0000866	LOC108102560|XP_017063121.1|DEUG, LOC108102561|XP_017063122.1|DEUG	LOC4817616|XP_015036376.2|DPSE, LOC117184191|XP_033236621.1|DPSE
OG0000867	LOC108111004|XP_017075804.1|DEUG	LOC117183914|XP_033235284.1|DPSE
OG0000868	LOC108111885|XP_017077009.1|DEUG	LOC6901312|XP_002134013.2|DPSE, LOC6902833|XP_033236380.1|DPSE, LOC6902925|XP_002132651.2|DPSE, LOC6896871|XP_002137061.2|DPSE, LOC4814476|XP_001354562.1|DPSE
OG0000869	LOC108116205|XP_017083472.1|DEUG	LOC4802931|XP_001359747.1|DPSE
OG0000870	LOC108107256|XP_017070174.1|DEUG	LOC4803520|XP_001360233.3|DPSE
OG0000871	LOC108106732|XP_017069459.1|DEUG	LOC4805144|XP_001361596.1|DPSE
OG0000872	LOC108107336|XP_017070312.1|DEUG	LOC4804308|XP_001360888.3|DPSE
OG0000873	LOC108108765|XP_017072421.1|DEUG	LOC4811904|XP_001352890.4|DPSE
OG0000874	LOC108112883|XP_017078717.1|DEUG	LOC4805685|XP_004444578.1|DPSE
OG0000875	LOC108107585|XP_017070635.1|DEUG	LOC6903678|XP_002136794.1|DPSE
OG0000877	LOC108108756|XP_017072406.1|DEUG	LOC6900269|XP_002135597.2|DPSE
OG0000877	LOC108105416|XP_017067453.1|DEUG	LOC4815240|XP_001354780.2|DPSE
OG0000878	LOC108112208|XP_017077514.1|DEUG	LOC4803713|XP_001360387.3|DPSE
OG0000878	LOC108110552|XP_017075130.1|DEUG	LOC4817397|XP_001356315.3|DPSE
OG0000879	LOC108109019|XP_017072780.1|DEUG	LOC6898034|XP_002138123.2|DPSE
OG0000880	LOC108105414|XP_017067451.1|DEUG	LOC6901830|XP_002133853.1|DPSE
OG0000880	LOC108114008|XP_017080243.1|DEUG	LOC4813609|XP_001353769.3|DPSE
OG0000881	LOC108113929|XP_017080124.1|DEUG, LOC108114076|XP_017080320.1|DEUG, LOC108113927|XP_017080123.1|DEUG	LOC4813400|XP_001353216.2|DPSE
OG0000882	LOC108103997|XP_017065274.1|DEUG	LOC6902198|XP_002133725.2|DPSE
OG0000883	LOC108102961|XP_017063747.1|DEUG	LOC4814732|XP_001354820.2|DPSE
OG0000884	LOC108102512|XP_017063026.1|DEUG	LOC6903251|XP_002132950.2|DPSE
OG0000885	LOC108117251|XP_017085089.1|DEUG	LOC4801836|XP_015037411.2|DPSE
OG0000886	LOC108116887|XP_017084476.1|DEUG	LOC4801436|XP_001358531.1|DPSE
OG0000887	LOC108111854|XP_017076952.1|DEUG	LOC4814589|XP_015041466.2|DPSE
OG0000888	LOC108104658|XP_017066329.1|DEUG	LOC4812112|XP_015043626.2|DPSE
OG0000889	LOC108116782|XP_017084311.1|DEUG	LOC4812587|XP_033237575.1|DPSE
OG0000890	LOC108113182|XP_017079196.1|DEUG	LOC4803852|XP_001360503.4|DPSE
OG0000891	LOC108104083|XP_017065467.1|DEUG	LOC4817802|XP_001357160.2|DPSE
OG0000892	LOC108114064|XP_017080307.1|DEUG	LOC4813648|XP_033238009.1|DPSE
OG0000892	LOC108114365|XP_017080804.1|DEUG	LOC4812334|XP_015044066.2|DPSE
OG0000893	LOC108115103|XP_017081838.1|DEUG	LOC4802952|XP_001359765.4|DPSE
OG0000894	LOC108115139|XP_017081922.1|DEUG, LOC108116115|XP_017083328.1|DEUG	LOC6897541|XP_002137687.3|DPSE, LOC13036451|XP_003736704.3|DPSE
OG0000894	LOC108116236|XP_017083516.1|DEUG	LOC4803288|XP_001360053.2|DPSE
OG0000895	LOC108112990|XP_017078890.1|DEUG, LOC108112989|XP_017078889.1|DEUG	LOC6898252|XP_002138318.2|DPSE, LOC4803811|XP_001360469.3|DPSE
OG0000896	LOC108103223|XP_017064111.1|DEUG	LOC6902200|XP_002133727.1|DPSE
OG0000897	LOC108113552|XP_017079635.1|DEUG	LOC4802205|XP_001359171.2|DPSE
OG0000897	LOC108113554|XP_017079636.1|DEUG	LOC4802209|XP_001359177.3|DPSE
OG0000898	LOC108112223|XP_017077530.1|DEUG	LOC4805359|XP_001361772.3|DPSE
OG0000898	LOC108112266|XP_017077577.1|DEUG	LOC4805502|XP_001361896.4|DPSE
OG0000899	LOC108109523|XP_017073570.1|DEUG	LOC4801586|XP_015037325.2|DPSE
OG0000900	LOC108112943|XP_017078829.1|DEUG	LOC4803843|XP_001360496.2|DPSE
OG0000900	LOC108112942|XP_017078827.1|DEUG	LOC4803842|XP_001360495.2|DPSE
OG0000901	LOC108112160|XP_017077398.1|DEUG	LOC4805262|XP_015040511.2|DPSE
OG0000901	LOC108112161|XP_017077399.1|DEUG	LOC4805263|XP_002138819.2|DPSE
OG0000902	LOC108117424|XP_017085326.1|DEUG	LOC26533428|XP_015042163.2|DPSE
OG0000902	LOC108117411|XP_017085308.1|DEUG	LOC26533097|XP_033240128.1|DPSE, LOC117184476|XP_033238157.1|DPSE
OG0000903	LOC108107649|XP_017070724.1|DEUG	LOC6900431|XP_015042750.1|DPSE
OG0000903	LOC108107622|XP_017070680.1|DEUG	LOC4813479|XP_001353338.1|DPSE
OG0000904	LOC108108094|XP_017071479.1|DEUG	LOC13036337|XP_033237382.1|DPSE
OG0000906	LOC108106753|XP_017069482.1|DEUG	LOC6898631|XP_002138636.2|DPSE
OG0000906	LOC108106752|XP_017069481.1|DEUG	LOC6898633|XP_002138638.2|DPSE
OG0000907	LOC108107459|XP_017070494.1|DEUG	LOC4803531|XP_001360242.3|DPSE
OG0000909	LOC108105442|XP_017067516.1|DEUG, LOC108116541|XP_017083968.1|DEUG	LOC4801576|XP_001358646.2|DPSE
OG0000910	LOC108116422|XP_017083799.1|DEUG	LOC4815686|XP_033240674.1|DPSE
OG0000911	LOC108113080|XP_017079014.1|DEUG	LOC6898776|XP_002138753.2|DPSE
OG0000912	LOC108118251|XP_017086329.1|DEUG, LOC108118181|XP_017086229.1|DEUG	LOC4813233|XP_001353425.1|DPSE
OG0000913	LOC108107766|XP_017070945.1|DEUG	LOC117183184|XP_033239852.1|DPSE
OG0000913	LOC108107768|XP_017070948.1|DEUG	LOC4812958|XP_033239851.1|DPSE
OG0000914	LOC108106319|XP_017068779.1|DEUG	LOC4804276|XP_001360857.3|DPSE
OG0000915	LOC108112391|XP_017077720.1|DEUG	LOC4803824|XP_001360479.2|DPSE
OG0000916	LOC108106102|XP_017068455.1|DEUG, LOC108106114|XP_017068479.1|DEUG	LOC4817334|XP_015036032.2|DPSE
OG0000917	LOC108106133|XP_017068511.1|DEUG	LOC4816732|XP_033236591.1|DPSE
OG0000918	LOC108113660|XP_017079822.1|DEUG, LOC108110546|XP_017075124.1|DEUG	LOC6902763|XP_002133275.3|DPSE
OG0000920	LOC108115190|XP_017082000.1|DEUG	LOC4815341|XP_033237458.1|DPSE
OG0000921	LOC108103635|XP_017064673.1|DEUG, LOC108103626|XP_017064662.1|DEUG	LOC6901107|XP_033237824.1|DPSE, LOC6901109|XP_033237826.1|DPSE
OG0000922	LOC108108201|XP_017071642.1|DEUG	LOC4812644|XP_001353033.3|DPSE
OG0000923	LOC108108437|XP_017071980.1|DEUG, LOC108109472|XP_017073485.1|DEUG	LOC6897425|XP_002137577.3|DPSE
OG0000924	LOC108103844|XP_017065029.1|DEUG	LOC4816086|XP_001355382.3|DPSE
OG0000925	LOC108113489|XP_017079564.1|DEUG, LOC108113487|XP_017079562.1|DEUG	LOC4800310|XP_001357597.2|DPSE
OG0000926	LOC108116593|XP_017084028.1|DEUG	LOC6897536|XP_002137680.2|DPSE
OG0000926	LOC108116289|XP_017083566.1|DEUG	LOC6898008|XP_002138101.1|DPSE
OG0000927	LOC108113536|XP_017079620.1|DEUG	LOC4801325|XP_001358438.2|DPSE
OG0000927	LOC108113520|XP_017079601.1|DEUG	LOC4801328|XP_001358439.1|DPSE
OG0000928	LOC108111220|XP_017076109.1|DEUG	LOC6902398|XP_002133333.2|DPSE
OG0000928	LOC108110518|XP_017075087.1|DEUG	LOC4816220|XP_001355831.3|DPSE
OG0000929	LOC108111110|XP_017075948.1|DEUG	LOC4816539|XP_033236937.1|DPSE
OG0000929	LOC108111112|XP_017075949.1|DEUG	LOC117184268|XP_033236936.1|DPSE
OG0000930	LOC108114408|XP_017080872.1|DEUG	LOC6900424|XP_002134815.2|DPSE, LOC6900406|XP_002134798.2|DPSE
OG0000931	LOC108112320|XP_017077638.1|DEUG	LOC4803722|XP_001360395.4|DPSE
OG0000931	LOC108105142|XP_017067064.1|DEUG	LOC6902671|XP_002133187.3|DPSE
OG0000932	LOC108113974|XP_017080181.1|DEUG	LOC6900421|XP_033238172.1|DPSE, LOC117185412|XP_033241558.1|DPSE
OG0000932	LOC108113987|XP_017080218.1|DEUG	LOC6900422|XP_002134813.3|DPSE, LOC117185409|XP_033241553.1|DPSE
OG0000933	LOC108108917|XP_017072657.1|DEUG	LOC4804408|XP_001360977.2|DPSE
OG0000933	LOC108108931|XP_017072674.1|DEUG	LOC4804407|XP_001360976.2|DPSE
OG0000934	LOC108113366|XP_017079426.1|DEUG, LOC108113401|XP_017079448.1|DEUG	LOC4803601|XP_001360297.1|DPSE, LOC6898147|XP_033234242.1|DPSE
OG0000935	LOC108115973|XP_017083115.1|DEUG	LOC6897310|XP_033232282.1|DPSE
OG0000936	LOC108118115|XP_017086154.1|DEUG	LOC26532160|XP_015044553.2|DPSE
OG0000936	LOC108102897|XP_017063591.1|DEUG	LOC6901507|XP_002134193.2|DPSE
OG0000937	LOC108115875|XP_017082995.1|DEUG	LOC4801140|XP_033241657.1|DPSE
OG0000938	LOC108110056|XP_017074422.1|DEUG	LOC26533083|XP_015041004.1|DPSE
OG0000939	LOC108107034|XP_017069881.1|DEUG, LOC108106826|XP_017069552.1|DEUG	LOC4817185|XP_001356477.3|DPSE
OG0000940	LOC108102822|XP_017063497.1|DEUG	LOC4814159|XP_001354256.1|DPSE
OG0000941	LOC108103183|XP_017064058.1|DEUG	LOC4815590|XP_001355660.1|DPSE
OG0000942	LOC108114184|XP_017080479.1|DEUG	LOC4813021|XP_001354065.3|DPSE
OG0000943	LOC108106333|XP_017068795.1|DEUG	LOC4803914|XP_001360559.4|DPSE
OG0000944	LOC108103020|XP_017063835.1|DEUG	LOC4814501|XP_001354891.1|DPSE
OG0000945	LOC108102796|XP_017063456.1|DEUG	LOC4812003|XP_001352468.3|DPSE
OG0000946	LOC108118336|XP_017086460.1|DEUG	LOC4816842|XP_001356876.3|DPSE
OG0000947	LOC108107268|XP_017070188.1|DEUG	LOC4804300|XP_001360880.1|DPSE
OG0000948	LOC108108096|XP_017071482.1|DEUG	LOC117184919|XP_033240003.1|DPSE, LOC6900185|XP_002135523.3|DPSE, LOC6900186|XP_002135524.3|DPSE
OG0000949	LOC108118376|XP_017086538.1|DEUG, LOC108103937|XP_017065184.1|DEUG	LOC4815457|XP_033241155.1|DPSE
OG0000950	LOC108105042|XP_017066934.1|DEUG	LOC4815792|XP_015041178.2|DPSE
OG0000950	LOC108115087|XP_017081824.1|DEUG	LOC4802969|XP_001359780.2|DPSE
OG0000951	LOC108111789|XP_017076864.1|DEUG	LOC4800834|XP_001358038.1|DPSE
OG0000952	LOC108104125|XP_017065516.1|DEUG	LOC6903301|XP_002132489.2|DPSE
OG0000954	LOC108111612|XP_017076629.1|DEUG	LOC4805569|XP_001361954.3|DPSE, LOC6899046|XP_002138973.2|DPSE
OG0000955	LOC108108828|XP_017072514.1|DEUG, LOC108108820|XP_017072506.1|DEUG	LOC13036366|XP_003736263.2|DPSE
OG0000955	LOC108108819|XP_017072505.1|DEUG, LOC108108826|XP_017072511.1|DEUG	LOC4800544|XP_001357805.4|DPSE
OG0000956	LOC108117031|XP_017084688.1|DEUG	LOC6897986|XP_033237319.1|DPSE
OG0000957	LOC108112090|XP_017077329.1|DEUG	LOC4804101|XP_001360718.4|DPSE
OG0000957	LOC108112091|XP_017077330.1|DEUG	LOC4804099|XP_033234656.1|DPSE
OG0000958	LOC108116919|XP_017084547.1|DEUG	LOC4801415|XP_001358513.2|DPSE
OG0000958	LOC108107239|XP_017070146.1|DEUG	LOC6898563|XP_002138583.3|DPSE
OG0000959	LOC108108435|XP_017071978.1|DEUG, LOC108115783|XP_017082845.1|DEUG	LOC4813682|XP_033239497.1|DPSE
OG0000960	LOC108102431|XP_017062898.1|DEUG	LOC6902073|XP_002133606.3|DPSE
OG0000961	LOC108117343|XP_017085206.1|DEUG	LOC4812207|XP_001353023.3|DPSE
OG0000961	LOC108117345|XP_017085208.1|DEUG	LOC4812400|XP_001353024.3|DPSE
OG0000962	LOC108116545|XP_017083972.1|DEUG, LOC108116560|XP_017083989.1|DEUG, LOC108116535|XP_017083962.1|DEUG, LOC108116544|XP_017083971.1|DEUG	LOC4800551|XP_001357811.3|DPSE
OG0000963	LOC108109926|XP_017074215.1|DEUG	LOC4814282|XP_001354364.2|DPSE
OG0000964	LOC108109937|XP_017074227.1|DEUG	LOC6903898|XP_002136619.3|DPSE
OG0000965	LOC108103191|XP_017064067.1|DEUG	LOC4814657|XP_001354589.2|DPSE, LOC26533227|XP_033240544.1|DPSE, LOC26533584|XP_033241526.1|DPSE, LOC117185047|XP_033240542.1|DPSE, LOC117185053|XP_033240550.1|DPSE, LOC117185052|XP_033240549.1|DPSE
OG0000966	LOC108106415|XP_017068927.1|DEUG, LOC108113491|XP_017079566.1|DEUG	LOC4800312|XP_001357594.2|DPSE
OG0000968	LOC108114660|XP_017081227.1|DEUG	LOC4811883|XP_015043705.1|DPSE
OG0000969	LOC108109079|XP_017072930.1|DEUG	LOC4805509|XP_033234604.1|DPSE
OG0000970	LOC108116088|XP_017083295.1|DEUG	LOC6901606|XP_002134276.2|DPSE, LOC6901605|XP_002134275.2|DPSE, LOC6896874|XP_002137064.4|DPSE
OG0000971	LOC108118496|XP_017086720.1|DEUG	LOC4816951|XP_001356525.2|DPSE
OG0000972	LOC108108076|XP_017071447.1|DEUG	LOC4813874|XP_015043212.2|DPSE
OG0000973	LOC108118147|XP_017086193.1|DEUG	LOC6901265|XP_015041535.2|DPSE, LOC6901276|XP_002133977.2|DPSE, LOC4814952|XP_033240375.1|DPSE
OG0000974	LOC108107667|XP_017070743.1|DEUG	LOC4813578|XP_001353667.2|DPSE
OG0000975	LOC108116248|XP_017083527.1|DEUG, LOC108116439|XP_017083835.1|DEUG	LOC6897052|XP_002137236.2|DPSE, LOC6897818|XP_002137923.1|DPSE
OG0000976	LOC108109479|XP_017073496.1|DEUG	LOC4802637|XP_015037964.2|DPSE
OG0000977	LOC108105607|XP_017067771.1|DEUG	LOC117183590|XP_033233901.1|DPSE
OG0000977	LOC108105603|XP_017067767.1|DEUG	LOC6897919|XP_033233856.1|DPSE
OG0000978	LOC108112464|XP_017077806.1|DEUG, LOC108116341|XP_017083645.1|DEUG	LOC4803207|XP_001359987.2|DPSE
OG0000979	LOC108112967|XP_017078858.1|DEUG	LOC4805200|XP_001361645.2|DPSE
OG0000980	LOC108115779|XP_017082839.1|DEUG	LOC4801124|XP_001358268.2|DPSE
OG0000980	LOC108115719|XP_017082782.1|DEUG	LOC4800906|XP_001358096.3|DPSE
OG0000981	LOC108110945|XP_017075728.1|DEUG	LOC6899794|XP_002135741.1|DPSE
OG0000982	LOC108116249|XP_017083528.1|DEUG, LOC108110551|XP_017075133.1|DEUG, LOC108111763|XP_017076816.1|DEUG	LOC13036348|XP_003736833.2|DPSE
OG0000984	LOC108113716|XP_017079886.1|DEUG	LOC26532175|XP_033236372.1|DPSE
OG0000984	LOC108113413|XP_017079456.1|DEUG	LOC6903602|XP_002132202.3|DPSE
OG0000985	LOC108112578|XP_017078088.1|DEUG	LOC6898602|XP_002138611.1|DPSE
OG0000985	LOC108112580|XP_017078089.1|DEUG, LOC108112466|XP_017077808.1|DEUG	LOC6898601|XP_002138610.2|DPSE
OG0000986	LOC108118398|XP_017086563.1|DEUG	LOC4817501|XP_001356920.2|DPSE
OG0000986	LOC108114777|XP_017081376.1|DEUG	LOC4818028|XP_033236244.1|DPSE
OG0000987	LOC108110631|XP_017075218.1|DEUG	LOC6902233|XP_002133761.2|DPSE
