Orthogroup	DEUG.longest_only	DSUP.longest_only
OG0000190	LOC108113353|XP_017079405.1|DEUG	LOC119551571|XP_037716899.1|DSUP
OG0000191	LOC108113132|XP_017079125.1|DEUG	LOC119549557|XP_037713634.1|DSUP
OG0000191	LOC108113324|XP_017079369.1|DEUG	LOC119551659|XP_037717025.1|DSUP
OG0000192	LOC108116312|XP_017083591.1|DEUG	LOC119553728|XP_037720248.1|DSUP
OG0000192	LOC108114095|XP_017080343.1|DEUG	LOC119555494|XP_037722835.1|DSUP
OG0000192	LOC108114035|XP_017080270.1|DEUG	LOC119553298|XP_037719543.1|DSUP
OG0000193	LOC108111230|XP_017076121.1|DEUG	LOC119548289|XP_037711383.1|DSUP
OG0000193	LOC108110615|XP_017075203.1|DEUG	LOC119548291|XP_037711384.1|DSUP
OG0000193	LOC108107714|XP_017070812.1|DEUG	LOC119554708|XP_037721647.1|DSUP
OG0000194	LOC108108935|XP_017072678.1|DEUG	LOC119551426|XP_037716697.1|DSUP
OG0000194	LOC108108861|XP_017072567.1|DEUG	LOC119549638|XP_037713753.1|DSUP
OG0000194	LOC108108862|XP_017072568.1|DEUG	LOC119549639|XP_037713754.1|DSUP, LOC119558387|XP_037727843.1|DSUP, LOC119549616|XP_037713716.1|DSUP, LOC119549621|XP_037713726.1|DSUP, LOC119549615|XP_037713715.1|DSUP, LOC119549619|XP_037713719.1|DSUP, LOC119549640|XP_037713755.1|DSUP
OG0000194	LOC108108978|XP_017072723.1|DEUG, LOC108109055|XP_017072862.1|DEUG, LOC108109053|XP_017072860.1|DEUG	LOC119549718|XP_037713880.1|DSUP, LOC119549990|XP_037714326.1|DSUP
OG0000194	LOC108108991|XP_017072738.1|DEUG	LOC119558626|XP_037727960.1|DSUP, LOC119551231|XP_037716397.1|DSUP
OG0000194	LOC108108860|XP_017072566.1|DEUG	LOC119558625|XP_037727959.1|DSUP, LOC119550760|XP_037715612.1|DSUP
OG0000194	LOC108108853|XP_017072559.1|DEUG	LOC119549460|XP_037713487.1|DSUP
OG0000195	LOC108109234|XP_017073195.1|DEUG	LOC119550338|XP_037714886.1|DSUP, LOC119558632|XP_037727965.1|DSUP
OG0000195	LOC108105410|XP_017067446.1|DEUG	LOC119558089|XP_037727225.1|DSUP
OG0000195	LOC108106786|XP_017069519.1|DEUG	LOC119550341|XP_037714889.1|DSUP
OG0000196	LOC108118482|XP_017086703.1|DEUG	LOC119548017|XP_037711016.1|DSUP
OG0000196	LOC108118491|XP_017086714.1|DEUG	LOC119547906|XP_037710872.1|DSUP
OG0000196	LOC108118467|XP_017086678.1|DEUG	LOC119548091|XP_037711106.1|DSUP
OG0000197	LOC108104331|XP_017065807.1|DEUG	LOC119558229|XP_037727476.1|DSUP
OG0000197	LOC108104340|XP_017065823.1|DEUG	LOC119558239|XP_037727491.1|DSUP
OG0000197	LOC108104326|XP_017065800.1|DEUG	LOC119558226|XP_037727472.1|DSUP
OG0000198	LOC108111903|XP_017077030.1|DEUG	LOC119549476|XP_037713504.1|DSUP
OG0000198	LOC108106219|XP_017068633.1|DEUG, LOC108106220|XP_017068635.1|DEUG, LOC108106221|XP_017068636.1|DEUG	LOC119551690|XP_037717086.1|DSUP
OG0000199	LOC108113298|XP_017079338.1|DEUG, LOC108113297|XP_017079337.1|DEUG	LOC119551443|XP_037716714.1|DSUP
OG0000199	LOC108112348|XP_017077664.1|DEUG	LOC119550263|XP_037714769.1|DSUP
OG0000199	LOC108113299|XP_017079339.1|DEUG	LOC119551442|XP_037716713.1|DSUP
OG0000200	LOC108116098|XP_017083305.1|DEUG	LOC119563032|XP_037732160.1|DSUP
OG0000200	LOC108116028|XP_017083204.1|DEUG	LOC119548069|XP_037711087.1|DSUP
OG0000200	LOC108116073|XP_017083277.1|DEUG	LOC119560543|XP_037729977.1|DSUP
OG0000201	LOC108115578|XP_017082578.1|DEUG	LOC119555244|XP_037722459.1|DSUP
OG0000201	LOC108115723|XP_017082785.1|DEUG	LOC119563438|XP_037732757.1|DSUP
OG0000202	LOC108105297|XP_017067280.1|DEUG	LOC119563491|XP_037732854.1|DSUP
OG0000202	LOC108113988|XP_017080219.1|DEUG	LOC119553900|XP_037720498.1|DSUP
OG0000202	LOC108113989|XP_017080220.1|DEUG	LOC119554123|XP_037720824.1|DSUP
OG0000203	LOC108113373|XP_017079430.1|DEUG	LOC119551568|XP_037716893.1|DSUP
OG0000203	LOC108112195|XP_017077496.1|DEUG	LOC119551446|XP_037716716.1|DSUP
OG0000204	LOC108106358|XP_017068828.1|DEUG	LOC119551070|XP_037716121.1|DSUP
OG0000204	LOC108114460|XP_017080953.1|DEUG	LOC119553287|XP_037719526.1|DSUP, LOC119553286|XP_037719525.1|DSUP
OG0000204	LOC108114017|XP_017080252.1|DEUG	LOC119553284|XP_037719522.1|DSUP, LOC119553285|XP_037719523.1|DSUP
OG0000205	LOC108105553|XP_017067681.1|DEUG	LOC119561941|XP_037731294.1|DSUP
OG0000205	LOC108117189|XP_017084979.1|DEUG	LOC119559825|XP_037728843.1|DSUP
OG0000206	LOC108107208|XP_017070113.1|DEUG	LOC119550537|XP_037715187.1|DSUP
OG0000206	LOC108104033|XP_017065357.1|DEUG	LOC119546776|XP_037709256.1|DSUP
OG0000206	LOC108107200|XP_017070106.1|DEUG	LOC119550479|XP_037715095.1|DSUP
OG0000207	LOC108107617|XP_017070675.1|DEUG	LOC119553024|XP_037719009.1|DSUP
OG0000207	LOC108107572|XP_017070621.1|DEUG	LOC119553026|XP_037719010.1|DSUP
OG0000207	LOC108108188|XP_017071623.1|DEUG	LOC119553798|XP_037720337.1|DSUP
OG0000208	LOC108112080|XP_017077317.1|DEUG	LOC119549584|XP_037713670.1|DSUP
OG0000208	LOC108112078|XP_017077315.1|DEUG, LOC108112077|XP_017077314.1|DEUG	LOC119549587|XP_037713673.1|DSUP
OG0000208	LOC108112075|XP_017077312.1|DEUG	LOC119549597|XP_037713685.1|DSUP
OG0000208	LOC108112081|XP_017077318.1|DEUG, LOC108112082|XP_017077320.1|DEUG	LOC119549582|XP_037713668.1|DSUP, LOC119549581|XP_037713666.1|DSUP, LOC119550707|XP_037715514.1|DSUP
OG0000208	LOC108112079|XP_017077316.1|DEUG	LOC119549583|XP_037713669.1|DSUP, LOC119549580|XP_037713665.1|DSUP
OG0000209	LOC108106824|XP_017069550.1|DEUG	LOC119547019|XP_037709616.1|DSUP
OG0000209	LOC108106074|XP_017068420.1|DEUG, LOC108106177|XP_017068589.1|DEUG	LOC119546255|XP_037708341.1|DSUP, LOC119546256|XP_037708343.1|DSUP, LOC119546254|XP_037708339.1|DSUP, LOC119548664|XP_037712021.1|DSUP, LOC119548663|XP_037712020.1|DSUP, LOC119546526|XP_037708791.1|DSUP, LOC119546527|XP_037708792.1|DSUP, LOC119546671|XP_037709058.1|DSUP
OG0000209	LOC108106823|XP_017069548.1|DEUG	LOC119547114|XP_037709751.1|DSUP
OG0000209	LOC108113087|XP_017079022.1|DEUG	LOC119552063|XP_037717756.1|DSUP
OG0000210	LOC108113372|XP_017079429.1|DEUG	LOC119551500|XP_037716793.1|DSUP
OG0000210	LOC108110735|XP_017075428.1|DEUG, LOC108111250|XP_017076137.1|DEUG	LOC119546293|XP_037708402.1|DSUP, LOC119546295|XP_037708407.1|DSUP
OG0000210	LOC108117417|XP_017085315.1|DEUG	LOC119556835|XP_037725228.1|DSUP
OG0000211	LOC108111762|XP_017076813.1|DEUG	LOC119560862|XP_037730458.1|DSUP
OG0000212	LOC108118340|XP_017086463.1|DEUG	LOC119546991|XP_037709580.1|DSUP
OG0000212	LOC108118330|XP_017086447.1|DEUG	LOC119548563|XP_037711797.1|DSUP
OG0000212	LOC108112702|XP_017078412.1|DEUG	LOC119548999|XP_037712534.1|DSUP
OG0000212	LOC108105192|XP_017067132.1|DEUG	LOC119547701|XP_037710603.1|DSUP
OG0000213	LOC108107975|XP_017071308.1|DEUG	LOC119555282|XP_037722513.1|DSUP
OG0000213	LOC108102362|XP_017062760.1|DEUG	LOC119562592|XP_037731743.1|DSUP
OG0000214	LOC108103160|XP_017064031.1|DEUG	LOC119556269|XP_037724247.1|DSUP
OG0000214	LOC108106596|XP_017069275.1|DEUG	LOC119549960|XP_037714278.1|DSUP
OG0000214	LOC108113535|XP_017079619.1|DEUG	LOC119557984|XP_037727004.1|DSUP
OG0000215	LOC108108687|XP_017072280.1|DEUG	LOC119552555|XP_037718103.1|DSUP
OG0000215	LOC108108812|XP_017072487.1|DEUG	LOC119555030|XP_037722103.1|DSUP
OG0000215	LOC108108793|XP_017072457.1|DEUG	LOC119553982|XP_037720616.1|DSUP
OG0000216	LOC108114315|XP_017080718.1|DEUG	LOC119555290|XP_037722534.1|DSUP
OG0000216	LOC108103615|XP_017064644.1|DEUG	LOC119557204|XP_037725788.1|DSUP
OG0000217	LOC108110307|XP_017074806.1|DEUG	LOC119556741|XP_037725080.1|DSUP
OG0000217	LOC108105645|XP_017067822.1|DEUG	LOC119546973|XP_037709549.1|DSUP
OG0000217	LOC108110306|XP_017074805.1|DEUG	LOC119556740|XP_037725079.1|DSUP
OG0000218	LOC108110819|XP_017075541.1|DEUG	LOC119548149|XP_037711177.1|DSUP
OG0000219	LOC108112726|XP_017078454.1|DEUG	LOC119552146|XP_037717871.1|DSUP
OG0000219	LOC108112727|XP_017078455.1|DEUG	LOC119552147|XP_037717872.1|DSUP
OG0000219	LOC108112725|XP_017078453.1|DEUG	LOC119552145|XP_037717870.1|DSUP
OG0000220	LOC108108283|XP_017071774.1|DEUG	LOC119553737|XP_037720259.1|DSUP
OG0000220	LOC108108280|XP_017071772.1|DEUG	LOC119553623|XP_037720020.1|DSUP
OG0000220	LOC108108277|XP_017071769.1|DEUG	LOC119553622|XP_037720018.1|DSUP
OG0000221	LOC108112757|XP_017078500.1|DEUG	LOC119552074|XP_037717776.1|DSUP
OG0000221	LOC108111658|XP_017076677.1|DEUG	LOC119560566|XP_037730012.1|DSUP
OG0000221	LOC108112756|XP_017078498.1|DEUG	LOC119552072|XP_037717772.1|DSUP
OG0000222	LOC108105821|XP_017068050.1|DEUG	LOC119545971|XP_037707867.1|DSUP
OG0000223	LOC108114207|XP_017080516.1|DEUG	LOC119554701|XP_037721633.1|DSUP
OG0000223	LOC108102726|XP_017063354.1|DEUG	LOC119554669|XP_037721598.1|DSUP
OG0000223	LOC108107650|XP_017070725.1|DEUG, LOC108108214|XP_017071669.1|DEUG, LOC108108213|XP_017071663.1|DEUG	LOC119555113|XP_037722265.1|DSUP
OG0000223	LOC108108135|XP_017071550.1|DEUG	LOC119554840|XP_037721843.1|DSUP
OG0000224	LOC108112217|XP_017077522.1|DEUG	LOC119550143|XP_037714579.1|DSUP
OG0000224	LOC108107294|XP_017070239.1|DEUG	LOC119550772|XP_037715629.1|DSUP
OG0000225	LOC108116582|XP_017084012.1|DEUG	LOC119545684|XP_037707351.1|DSUP
OG0000225	LOC108116577|XP_017084007.1|DEUG	LOC119563447|XP_037732769.1|DSUP
OG0000225	LOC108116576|XP_017084006.1|DEUG	LOC119563467|XP_037732805.1|DSUP
OG0000226	LOC108114480|XP_017080987.1|DEUG	LOC119555617|XP_037723064.1|DSUP
OG0000226	LOC108114482|XP_017080989.1|DEUG	LOC119555620|XP_037723066.1|DSUP
OG0000226	LOC108114228|XP_017080583.1|DEUG	LOC119555616|XP_037723063.1|DSUP, LOC119555622|XP_037723069.1|DSUP
OG0000227	LOC108108065|XP_017071431.1|DEUG	LOC119552873|XP_037718701.1|DSUP, LOC119552871|XP_037718698.1|DSUP
OG0000227	LOC108107787|XP_017070978.1|DEUG	LOC119550432|XP_037715032.1|DSUP, LOC119553914|XP_037720517.1|DSUP
OG0000227	LOC108107786|XP_017070977.1|DEUG	LOC119553734|XP_037720252.1|DSUP, LOC119550555|XP_037715268.1|DSUP
OG0000227	LOC108107631|XP_017070690.1|DEUG	LOC119554619|XP_037721540.1|DSUP
OG0000228	LOC108115287|XP_017082154.1|DEUG	LOC119560929|XP_037730592.1|DSUP
OG0000228	LOC108117681|XP_017085698.1|DEUG	LOC119556927|XP_037725343.1|DSUP
OG0000228	LOC108105137|XP_017067059.1|DEUG	LOC119547364|XP_037710108.1|DSUP
OG0000229	LOC108115757|XP_017082814.1|DEUG	LOC119557242|XP_037725858.1|DSUP
OG0000229	LOC108110237|XP_017074714.1|DEUG	LOC119561078|XP_037730862.1|DSUP
OG0000230	LOC108112087|XP_017077325.1|DEUG	LOC119550353|XP_037714903.1|DSUP, LOC119550354|XP_037714906.1|DSUP
OG0000231	LOC108104029|XP_017065352.1|DEUG	LOC119546685|XP_037709083.1|DSUP, LOC119546587|XP_037708926.1|DSUP, LOC119546585|XP_037708920.1|DSUP
OG0000231	LOC108104025|XP_017065346.1|DEUG	LOC119546601|XP_037708960.1|DSUP, LOC119546780|XP_037709262.1|DSUP
OG0000231	LOC108107891|XP_017071178.1|DEUG	LOC119546094|XP_037708102.1|DSUP, LOC119547044|XP_037709651.1|DSUP
OG0000232	LOC108111478|XP_017076441.1|DEUG	LOC119563257|XP_037732499.1|DSUP
OG0000232	LOC108106240|XP_017068655.1|DEUG	LOC119551341|XP_037716586.1|DSUP
OG0000232	LOC108106357|XP_017068827.1|DEUG	LOC119550737|XP_037715581.1|DSUP
OG0000233	LOC108111405|XP_017076344.1|DEUG	LOC119555594|XP_037723017.1|DSUP
OG0000233	LOC108109396|XP_017073381.1|DEUG	LOC119557880|XP_037726811.1|DSUP
OG0000233	LOC108109398|XP_017073385.1|DEUG	LOC119557871|XP_037726800.1|DSUP
OG0000234	LOC108106290|XP_017068746.1|DEUG	LOC119551558|XP_037716882.1|DSUP
OG0000234	LOC108106289|XP_017068744.1|DEUG	LOC119551887|XP_037717413.1|DSUP
OG0000235	LOC108109399|XP_017073386.1|DEUG	LOC119557757|XP_037726581.1|DSUP
OG0000235	LOC108109348|XP_017073297.1|DEUG	LOC119563346|XP_037732621.1|DSUP
OG0000235	LOC108109380|XP_017073362.1|DEUG	LOC119554003|XP_037720642.1|DSUP
OG0000236	LOC108110470|XP_017075027.1|DEUG	LOC119546689|XP_037709094.1|DSUP
OG0000236	LOC108103375|XP_017064310.1|DEUG	LOC119546664|XP_037709051.1|DSUP
OG0000236	LOC108111853|XP_017076951.1|DEUG	LOC119556694|XP_037725018.1|DSUP
OG0000237	LOC108106640|XP_017069335.1|DEUG	LOC119550524|XP_037715161.1|DSUP
OG0000237	LOC108109847|XP_017074091.1|DEUG	LOC119555371|XP_037722640.1|DSUP
OG0000238	LOC108115423|XP_017082348.1|DEUG	LOC119546420|XP_037708614.1|DSUP
OG0000238	LOC108115538|XP_017082529.1|DEUG	LOC119546419|XP_037708612.1|DSUP
OG0000238	LOC108115539|XP_017082532.1|DEUG	LOC119546422|XP_037708615.1|DSUP
OG0000239	LOC108116511|XP_017083936.1|DEUG	LOC119545779|XP_037707577.1|DSUP
OG0000239	LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG	LOC119560451|XP_037729828.1|DSUP
OG0000240	LOC108111802|XP_017076882.1|DEUG	LOC119563106|XP_037732276.1|DSUP
OG0000240	LOC108111816|XP_017076909.1|DEUG	LOC119562933|XP_037732013.1|DSUP
OG0000240	LOC108116140|XP_017083359.1|DEUG	LOC119560084|XP_037729329.1|DSUP
OG0000241	LOC108118218|XP_017086283.1|DEUG	LOC119554258|XP_037721025.1|DSUP
OG0000243	LOC108109616|XP_017073669.1|DEUG	LOC119560952|XP_037730619.1|DSUP
OG0000243	LOC108118190|XP_017086241.1|DEUG, LOC108118189|XP_017086239.1|DEUG	LOC119555203|XP_037722386.1|DSUP
OG0000244	LOC108111645|XP_017076664.1|DEUG	LOC119560197|XP_037729487.1|DSUP
OG0000244	LOC108111646|XP_017076665.1|DEUG	LOC119560189|XP_037729481.1|DSUP
OG0000244	LOC108111697|XP_017076736.1|DEUG	LOC119560094|XP_037729343.1|DSUP
OG0000246	LOC108112473|XP_017077819.1|DEUG	LOC119552184|XP_037717957.1|DSUP
OG0000247	LOC108107539|XP_017070568.1|DEUG	LOC119552785|XP_037718538.1|DSUP
OG0000247	LOC108107954|XP_017071280.1|DEUG	LOC119552786|XP_037718539.1|DSUP
OG0000248	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG	LOC119553507|XP_037719858.1|DSUP
OG0000248	LOC108108572|XP_017072152.1|DEUG	LOC119552688|XP_037718341.1|DSUP
OG0000248	LOC108106284|XP_017068740.1|DEUG	LOC119550520|XP_037715158.1|DSUP
OG0000249	LOC108106111|XP_017068477.1|DEUG	LOC119546839|XP_037709360.1|DSUP
OG0000249	LOC108106110|XP_017068476.1|DEUG	LOC119546838|XP_037709359.1|DSUP
OG0000249	LOC108106106|XP_017068471.1|DEUG	LOC119546837|XP_037709358.1|DSUP
OG0000250	LOC108108387|XP_017071930.1|DEUG	LOC119546401|XP_037708584.1|DSUP
OG0000250	LOC108108406|XP_017071951.1|DEUG	LOC119547036|XP_037709638.1|DSUP
OG0000250	LOC108108003|XP_017071350.1|DEUG	LOC119546400|XP_037708583.1|DSUP
OG0000251	LOC108103757|XP_017064863.1|DEUG	LOC119556074|XP_037723824.1|DSUP
OG0000251	LOC108107225|XP_017070132.1|DEUG	LOC119550640|XP_037715406.1|DSUP
OG0000251	LOC108108294|XP_017071787.1|DEUG	LOC119552909|XP_037718763.1|DSUP
OG0000252	LOC108112356|XP_017077673.1|DEUG	LOC119550750|XP_037715599.1|DSUP
OG0000252	LOC108112447|XP_017077783.1|DEUG	LOC119551764|XP_037717218.1|DSUP, LOC119551903|XP_037717445.1|DSUP
OG0000252	LOC108112343|XP_017077660.1|DEUG	LOC119550762|XP_037715614.1|DSUP
OG0000253	LOC108112290|XP_017077601.1|DEUG	LOC119551554|XP_037716877.1|DSUP
OG0000253	LOC108112273|XP_017077585.1|DEUG	LOC119551555|XP_037716879.1|DSUP
OG0000253	LOC108112182|XP_017077480.1|DEUG	LOC119550969|XP_037715932.1|DSUP
OG0000253	LOC108112203|XP_017077508.1|DEUG	LOC119551547|XP_037716869.1|DSUP
OG0000254	LOC108115562|XP_017082558.1|DEUG	LOC119560305|XP_037729606.1|DSUP
OG0000254	LOC108115564|XP_017082559.1|DEUG	LOC119560304|XP_037729605.1|DSUP
OG0000254	LOC108106216|XP_017068630.1|DEUG	LOC119549467|XP_037713497.1|DSUP
OG0000255	LOC108106568|XP_017069225.1|DEUG	LOC119550178|XP_037714643.1|DSUP
OG0000255	LOC108106567|XP_017069222.1|DEUG	LOC119550177|XP_037714640.1|DSUP
OG0000256	LOC108111983|XP_017077192.1|DEUG	LOC119549631|XP_037713745.1|DSUP
OG0000256	LOC108112019|XP_017077248.1|DEUG	LOC119551040|XP_037716079.1|DSUP
OG0000257	LOC108107497|XP_017070534.1|DEUG	LOC119551882|XP_037717405.1|DSUP
OG0000258	LOC108112644|XP_017078249.1|DEUG	LOC119549787|XP_037713980.1|DSUP
OG0000258	LOC108112642|XP_017078247.1|DEUG	LOC119549786|XP_037713979.1|DSUP
OG0000258	LOC108112645|XP_017078250.1|DEUG	LOC119549788|XP_037713981.1|DSUP
OG0000259	LOC108115944|XP_017083069.1|DEUG	LOC119560325|XP_037729635.1|DSUP, LOC119563485|XP_037732840.1|DSUP, LOC119555674|XP_037723225.1|DSUP
OG0000259	LOC108110424|XP_017074980.1|DEUG	LOC119548268|XP_037711343.1|DSUP
OG0000259	LOC108111215|XP_017076103.1|DEUG	LOC119546190|XP_037708244.1|DSUP
OG0000260	LOC108113446|XP_017079512.1|DEUG	LOC119551806|XP_037717295.1|DSUP
OG0000260	LOC108116553|XP_017083979.1|DEUG	LOC119556961|XP_037725400.1|DSUP
OG0000260	LOC108113492|XP_017079570.1|DEUG	LOC119551812|XP_037717301.1|DSUP
OG0000261	LOC108102549|XP_017063099.1|DEUG	LOC119546031|XP_037707977.1|DSUP
OG0000261	LOC108102544|XP_017063091.1|DEUG	LOC119546035|XP_037707983.1|DSUP
OG0000261	LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG	LOC119546033|XP_037707978.1|DSUP
OG0000262	LOC108107534|XP_017070564.1|DEUG	LOC119552515|XP_037718061.1|DSUP
OG0000262	LOC108113073|XP_017079003.1|DEUG	LOC119549115|XP_037712796.1|DSUP, LOC119549114|XP_037712795.1|DSUP
OG0000263	LOC108106740|XP_017069466.1|DEUG	LOC119551478|XP_037716769.1|DSUP
OG0000263	LOC108107812|XP_017071031.1|DEUG	LOC119553936|XP_037720554.1|DSUP
OG0000264	LOC108103876|XP_017065091.1|DEUG	LOC119558277|XP_037727580.1|DSUP
OG0000264	LOC108103908|XP_017065145.1|DEUG	LOC119556362|XP_037724452.1|DSUP
OG0000264	LOC108104228|XP_017065663.1|DEUG	LOC119555380|XP_037722655.1|DSUP
OG0000265	LOC108106465|XP_017069023.1|DEUG	LOC119552038|XP_037717707.1|DSUP, LOC119552036|XP_037717705.1|DSUP
OG0000265	LOC108104743|XP_017066472.1|DEUG	LOC119552706|XP_037718384.1|DSUP, LOC119552707|XP_037718385.1|DSUP
OG0000265	LOC108113242|XP_017079276.1|DEUG, LOC108113244|XP_017079279.1|DEUG	LOC119549934|XP_037714239.1|DSUP, LOC119550282|XP_037714800.1|DSUP, LOC119551445|XP_037716715.1|DSUP, LOC119550439|XP_037715042.1|DSUP, LOC119550283|XP_037714801.1|DSUP
OG0000265	LOC108108234|XP_017071690.1|DEUG	LOC119549870|XP_037714096.1|DSUP, LOC119554801|XP_037721779.1|DSUP, LOC119554803|XP_037721782.1|DSUP
OG0000266	LOC108112262|XP_017077574.1|DEUG	LOC119551045|XP_037716083.1|DSUP
OG0000266	LOC108110648|XP_017075241.1|DEUG	LOC119548603|XP_037711888.1|DSUP
OG0000266	LOC108112263|XP_017077575.1|DEUG	LOC119550151|XP_037714590.1|DSUP
OG0000266	LOC108112403|XP_017077733.1|DEUG	LOC119551043|XP_037716082.1|DSUP
OG0000267	LOC108111452|XP_017076412.1|DEUG	LOC119556078|XP_037723854.1|DSUP
OG0000267	LOC108111454|XP_017076415.1|DEUG	LOC119554298|XP_037721090.1|DSUP
OG0000268	LOC108115243|XP_017082089.1|DEUG	LOC119559990|XP_037729182.1|DSUP
OG0000268	LOC108115239|XP_017082085.1|DEUG	LOC119559982|XP_037729168.1|DSUP
OG0000269	LOC108108851|XP_017072556.1|DEUG	LOC119545773|XP_037707551.1|DSUP
OG0000269	LOC108116676|XP_017084164.1|DEUG	LOC119560426|XP_037729794.1|DSUP
OG0000270	LOC108108911|XP_017072650.1|DEUG	LOC119550202|XP_037714679.1|DSUP, LOC119558806|XP_037727999.1|DSUP
OG0000271	LOC108113441|XP_017079500.1|DEUG	LOC119562583|XP_037731732.1|DSUP
OG0000271	LOC108112881|XP_017078715.1|DEUG	LOC119549441|XP_037713462.1|DSUP
OG0000271	LOC108112584|XP_017078112.1|DEUG	LOC119551720|XP_037717149.1|DSUP
OG0000272	LOC108109812|XP_017074025.1|DEUG, LOC108104908|XP_017066730.1|DEUG	LOC119553078|XP_037719136.1|DSUP
OG0000272	LOC108108777|XP_017072440.1|DEUG	LOC119547069|XP_037709722.1|DSUP
OG0000273	LOC108116381|XP_017083725.1|DEUG	LOC119563192|XP_037732407.1|DSUP
OG0000273	LOC108110710|XP_017075343.1|DEUG	LOC119547220|XP_037709907.1|DSUP
OG0000273	LOC108115153|XP_017081952.1|DEUG	LOC119560514|XP_037729917.1|DSUP
OG0000274	LOC108106277|XP_017068732.1|DEUG, LOC108106674|XP_017069393.1|DEUG	LOC119549030|XP_037712642.1|DSUP, LOC119549029|XP_037712641.1|DSUP, LOC119549031|XP_037712643.1|DSUP
OG0000274	LOC108112052|XP_017077294.1|DEUG	LOC119550987|XP_037715951.1|DSUP
OG0000276	LOC108111463|XP_017076423.1|DEUG	LOC119555131|XP_037722289.1|DSUP
OG0000276	LOC108111963|XP_017077155.1|DEUG	LOC119550386|XP_037714965.1|DSUP
OG0000276	LOC108111986|XP_017077197.1|DEUG	LOC119550698|XP_037715492.1|DSUP
OG0000277	LOC108109413|XP_017073400.1|DEUG	LOC119560314|XP_037729620.1|DSUP
OG0000277	LOC108117033|XP_017084691.1|DEUG	LOC119560246|XP_037729538.1|DSUP
OG0000277	LOC108109412|XP_017073399.1|DEUG	LOC119560424|XP_037729789.1|DSUP
OG0000277	LOC108109458|XP_017073446.1|DEUG	LOC119560422|XP_037729787.1|DSUP
OG0000278	LOC108116367|XP_017083694.1|DEUG	LOC119555913|XP_037723534.1|DSUP
OG0000278	LOC108114818|XP_017081431.1|DEUG	LOC119556492|XP_037724678.1|DSUP, LOC119556724|XP_037725050.1|DSUP, LOC119556006|XP_037723698.1|DSUP, LOC119556955|XP_037725390.1|DSUP, LOC119557898|XP_037726832.1|DSUP, LOC119556005|XP_037723697.1|DSUP, LOC119556851|XP_037725249.1|DSUP, LOC119557793|XP_037726624.1|DSUP, LOC119549222|XP_037713031.1|DSUP, LOC119560102|XP_037729376.1|DSUP, LOC119560142|XP_037729422.1|DSUP, LOC119558342|XP_037727745.1|DSUP, LOC119556979|XP_037725425.1|DSUP, LOC119558345|XP_037727751.1|DSUP
OG0000278	LOC108115948|XP_017083072.1|DEUG	LOC119554224|XP_037720980.1|DSUP, LOC119555957|XP_037723604.1|DSUP, LOC119550482|XP_037715099.1|DSUP, LOC119550867|XP_037715774.1|DSUP, LOC119549504|XP_037713543.1|DSUP, LOC119549503|XP_037713542.1|DSUP, LOC119555907|XP_037723526.1|DSUP, LOC119545648|XP_037707301.1|DSUP, LOC119563511|XP_037732884.1|DSUP, LOC119557029|XP_037725501.1|DSUP, LOC119560830|XP_037730404.1|DSUP, LOC119557798|XP_037726633.1|DSUP, LOC119557783|XP_037726614.1|DSUP, LOC119547789|XP_037710731.1|DSUP, LOC119546887|XP_037709431.1|DSUP, LOC119547628|XP_037710486.1|DSUP, LOC119547529|XP_037710351.1|DSUP
OG0000279	LOC108109771|XP_017073934.1|DEUG	LOC119554005|XP_037720640.1|DSUP
OG0000279	LOC108109905|XP_017074200.1|DEUG	LOC119554006|XP_037720641.1|DSUP
OG0000280	LOC108108731|XP_017072357.1|DEUG	LOC119555128|XP_037722282.1|DSUP
OG0000280	LOC108108732|XP_017072358.1|DEUG	LOC119555129|XP_037722283.1|DSUP
OG0000280	LOC108108730|XP_017072356.1|DEUG	LOC119555127|XP_037722281.1|DSUP
OG0000281	LOC108114627|XP_017081183.1|DEUG	LOC119562376|XP_037731466.1|DSUP, LOC119553767|XP_037720302.1|DSUP
OG0000281	LOC108105021|XP_017066908.1|DEUG	LOC119556996|XP_037725454.1|DSUP
OG0000281	LOC108103557|XP_017064573.1|DEUG	LOC119556544|XP_037724755.1|DSUP
OG0000282	LOC108107658|XP_017070733.1|DEUG	LOC119553486|XP_037719823.1|DSUP
OG0000282	LOC108103658|XP_017064703.1|DEUG	LOC119556718|XP_037725043.1|DSUP
OG0000282	LOC108107659|XP_017070734.1|DEUG	LOC119555257|XP_037722483.1|DSUP
OG0000283	LOC108106299|XP_017068759.1|DEUG	LOC119550607|XP_037715358.1|DSUP
OG0000283	LOC108115826|XP_017082906.1|DEUG	LOC119545703|XP_037707384.1|DSUP
OG0000284	LOC108105180|XP_017067121.1|DEUG	LOC119546200|XP_037708256.1|DSUP
OG0000284	LOC108105196|XP_017067136.1|DEUG	LOC119546678|XP_037709069.1|DSUP
OG0000285	LOC108112011|XP_017077238.1|DEUG	LOC119551646|XP_037717009.1|DSUP
OG0000285	LOC108112043|XP_017077284.1|DEUG	LOC119551247|XP_037716418.1|DSUP
