Orthogroup	DEUG.longest_only	SLEB.longest_only
OG0002248	LOC108107912|XP_017071221.1|DEUG	LOC115624989|XP_030375717.1|SLEB
OG0002249	LOC108109911|XP_017074208.1|DEUG	LOC115622515|XP_030372329.1|SLEB
OG0002250	LOC108108901|XP_017072614.1|DEUG	LOC115634673|XP_030388392.1|SLEB
OG0002251	LOC108109274|XP_017073254.1|DEUG	LOC115634674|XP_030388393.1|SLEB
OG0002252	LOC108109205|XP_017073136.1|DEUG	LOC115620012|XP_030368973.1|SLEB
OG0002253	LOC108107461|XP_017070496.1|DEUG	LOC115624581|XP_030375181.1|SLEB
OG0002254	LOC108117462|XP_017085373.1|DEUG	LOC115620972|XP_030370353.1|SLEB
OG0002255	LOC108103759|XP_017064866.1|DEUG	LOC115629150|XP_030381373.1|SLEB
OG0002256	LOC108112585|XP_017078113.1|DEUG	LOC115628490|XP_030380484.1|SLEB
OG0002257	LOC108106420|XP_017068938.1|DEUG	LOC115633350|XP_030386648.1|SLEB
OG0002258	LOC108114104|XP_017080352.1|DEUG	LOC115622305|XP_030372070.1|SLEB
OG0002260	LOC108107974|XP_017071307.1|DEUG	LOC115622216|XP_030371973.1|SLEB
OG0002261	LOC108108675|XP_017072268.1|DEUG	LOC115623553|XP_030373808.1|SLEB
OG0002262	LOC108104833|XP_017066623.1|DEUG	LOC115634791|XP_030388559.1|SLEB
OG0002263	LOC108114539|XP_017081071.1|DEUG	LOC115632436|XP_030385440.1|SLEB
OG0002264	LOC108107366|XP_017070359.1|DEUG	LOC115626809|XP_030378182.1|SLEB
OG0002265	LOC108113991|XP_017080223.1|DEUG	LOC115632858|XP_030385978.1|SLEB
OG0002266	LOC108107614|XP_017070673.1|DEUG	LOC115624816|XP_030375522.1|SLEB
OG0002267	LOC108108322|XP_017071839.1|DEUG	LOC115632152|XP_030385029.1|SLEB
OG0002268	LOC108114546|XP_017081080.1|DEUG	LOC115622653|XP_030372522.1|SLEB
OG0002269	LOC108112777|XP_017078539.1|DEUG	LOC115623638|XP_030373985.1|SLEB
OG0002270	LOC108112999|XP_017078899.1|DEUG	LOC115622630|XP_030372500.1|SLEB
OG0002271	LOC108108347|XP_017071877.1|DEUG	LOC115622444|XP_030372245.1|SLEB
OG0002272	LOC108102805|XP_017063473.1|DEUG	LOC115628439|XP_030380401.1|SLEB
OG0002273	LOC108118204|XP_017086252.1|DEUG	LOC115634139|XP_030387567.1|SLEB
OG0002274	LOC108108708|XP_017072306.1|DEUG	LOC115634574|XP_030388258.1|SLEB
OG0002275	LOC108114632|XP_017081187.1|DEUG	LOC115622664|XP_030372537.1|SLEB
OG0002276	LOC108102789|XP_017063439.1|DEUG	LOC115628348|XP_030380273.1|SLEB
OG0002277	LOC108102863|XP_017063554.1|DEUG	LOC115628281|XP_030380170.1|SLEB
OG0002278	LOC108107518|XP_017070548.1|DEUG	LOC115622351|XP_030372125.1|SLEB
OG0002279	LOC108117372|XP_017085247.1|DEUG	LOC115622725|XP_030372625.1|SLEB
OG0002280	LOC108114186|XP_017080484.1|DEUG	LOC115632369|XP_030385348.1|SLEB
OG0002281	LOC108114463|XP_017080957.1|DEUG	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB
OG0002282	LOC108108032|XP_017071393.1|DEUG	LOC115632826|XP_030385938.1|SLEB
OG0002283	LOC108109188|XP_017073111.1|DEUG	LOC115634640|XP_030388356.1|SLEB
OG0002284	LOC108109068|XP_017072901.1|DEUG	LOC115633750|XP_030387085.1|SLEB
OG0002285	LOC108103286|XP_017064186.1|DEUG	LOC115629673|XP_030382051.1|SLEB
OG0002286	LOC108113194|XP_017079210.1|DEUG	LOC115623804|XP_030374210.1|SLEB
OG0002287	LOC108113123|XP_017079115.1|DEUG	LOC115628409|XP_030380398.1|SLEB
OG0002288	LOC108108303|XP_017071806.1|DEUG	LOC115623246|XP_030373369.1|SLEB
OG0002289	LOC108109822|XP_017074047.1|DEUG	LOC115632534|XP_030385599.1|SLEB
OG0002290	LOC108113415|XP_017079457.1|DEUG	LOC115626452|XP_030377688.1|SLEB
OG0002291	LOC108112619|XP_017078200.1|DEUG	LOC115632965|XP_030386129.1|SLEB
OG0002292	LOC108113072|XP_017079001.1|DEUG	LOC115633720|XP_030387044.1|SLEB
OG0002293	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG	LOC115633735|XP_030387066.1|SLEB
OG0002294	LOC108109421|XP_017073408.1|DEUG	LOC115625315|XP_030376196.1|SLEB
OG0002295	LOC108106973|XP_017069778.1|DEUG	LOC115629022|XP_030381178.1|SLEB
OG0002297	LOC108105609|XP_017067775.1|DEUG	LOC115628956|XP_030381092.1|SLEB
OG0002298	LOC108107345|XP_017070332.1|DEUG	LOC115626224|XP_030377386.1|SLEB
OG0002299	LOC108106651|XP_017069356.1|DEUG	LOC115620374|XP_030369480.1|SLEB
OG0002300	LOC108103376|XP_017064311.1|DEUG	LOC115628567|XP_030380590.1|SLEB
OG0002301	LOC108114863|XP_017081504.1|DEUG	LOC115628970|XP_030381106.1|SLEB
OG0002302	LOC108114826|XP_017081447.1|DEUG	LOC115625861|XP_030376929.1|SLEB
OG0002303	LOC108103290|XP_017064192.1|DEUG	LOC115629702|XP_030382080.1|SLEB
OG0002304	LOC108105844|XP_017068094.1|DEUG	LOC115626371|XP_030377586.1|SLEB
OG0002305	LOC108114625|XP_017081181.1|DEUG	LOC115628170|XP_030380011.1|SLEB
OG0002306	LOC108106176|XP_017068586.1|DEUG	LOC115628522|XP_030380535.1|SLEB
OG0002307	LOC108111738|XP_017076784.1|DEUG	LOC115631633|XP_030384302.1|SLEB
OG0002308	LOC108110916|XP_017075675.1|DEUG	LOC115625673|XP_030376669.1|SLEB
OG0002309	LOC108102589|XP_017063180.1|DEUG	LOC115630618|XP_030383105.1|SLEB
OG0002310	LOC108115511|XP_017082495.1|DEUG	LOC115628525|XP_030380544.1|SLEB
OG0002311	LOC108114807|XP_017081409.1|DEUG	LOC115626183|XP_030377320.1|SLEB
OG0002312	LOC108111143|XP_017076000.1|DEUG	LOC115625923|XP_030377018.1|SLEB
OG0002313	LOC108106659|XP_017069369.1|DEUG	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB
OG0002314	LOC108104454|XP_017066007.1|DEUG	LOC115634610|XP_030388320.1|SLEB
OG0002315	LOC108106805|XP_017069539.1|DEUG	LOC115633643|XP_030386944.1|SLEB
OG0002316	LOC108111837|XP_017076934.1|DEUG	LOC115631649|XP_030384320.1|SLEB
OG0002317	LOC108104281|XP_017065732.1|DEUG	LOC115632585|XP_030385665.1|SLEB
OG0002318	LOC108105690|XP_017067889.1|DEUG	LOC115630417|XP_030382812.1|SLEB
OG0002319	LOC108111195|XP_017076079.1|DEUG	LOC115626161|XP_030377296.1|SLEB
OG0002320	LOC108109078|XP_017072929.1|DEUG	LOC115630504|XP_030382960.1|SLEB
OG0002321	LOC108106785|XP_017069518.1|DEUG	LOC115628164|XP_030380004.1|SLEB
OG0002322	LOC108103415|XP_017064362.1|DEUG	LOC115625778|XP_030376809.1|SLEB
OG0002323	LOC108115532|XP_017082524.1|DEUG	LOC115628510|XP_030380514.1|SLEB
OG0002324	LOC108108795|XP_017072460.1|DEUG	LOC115626669|XP_030377956.1|SLEB
OG0002325	LOC108114148|XP_017080422.1|DEUG	LOC115622713|XP_030372609.1|SLEB
OG0002326	LOC108114152|XP_017080431.1|DEUG	LOC115622125|XP_030371837.1|SLEB
OG0002327	LOC108116370|XP_017083696.1|DEUG, LOC108116372|XP_017083701.1|DEUG	LOC115623373|XP_030373524.1|SLEB
OG0002328	LOC108114876|XP_017081521.1|DEUG	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB
OG0002329	LOC108102680|XP_017063310.1|DEUG	LOC115630644|XP_030383144.1|SLEB
OG0002330	LOC108102682|XP_017063312.1|DEUG	LOC115630490|XP_030382936.1|SLEB
OG0002331	LOC108106048|XP_017068391.1|DEUG	LOC115628729|XP_030380793.1|SLEB
OG0002332	LOC108108173|XP_017071604.1|DEUG	LOC115622572|XP_030372411.1|SLEB
OG0002333	LOC108107334|XP_017070309.1|DEUG	LOC115619945|XP_030368836.1|SLEB
OG0002334	LOC108102504|XP_017063017.1|DEUG	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB
OG0002335	LOC108104594|XP_017066246.1|DEUG	LOC115624626|XP_030375244.1|SLEB
OG0002336	LOC108108515|XP_017072073.1|DEUG	LOC115628438|XP_030380399.1|SLEB
OG0002337	LOC108104793|XP_017066546.1|DEUG	LOC115627141|XP_030378582.1|SLEB
OG0002338	LOC108107142|XP_017070035.1|DEUG	LOC115631260|XP_030383831.1|SLEB
OG0002339	LOC108110999|XP_017075797.1|DEUG	LOC115628456|XP_030380433.1|SLEB
OG0002340	LOC108104088|XP_017065472.1|DEUG	LOC115631476|XP_030384090.1|SLEB
OG0002341	LOC108104870|XP_017066685.1|DEUG	LOC115628652|XP_030380683.1|SLEB
OG0002342	LOC108102567|XP_017063135.1|DEUG	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB
OG0002343	LOC108102598|XP_017063191.1|DEUG	LOC115631017|XP_030383489.1|SLEB
OG0002344	LOC108104240|XP_017065679.1|DEUG, LOC108103094|XP_017063940.1|DEUG	LOC115629841|XP_030382282.1|SLEB
OG0002345	LOC108112623|XP_017078214.1|DEUG	LOC115629649|XP_030382023.1|SLEB
OG0002346	LOC108106979|XP_017069800.1|DEUG	LOC115625888|XP_030376970.1|SLEB
OG0002347	LOC108106718|XP_017069440.1|DEUG	LOC115633688|XP_030387005.1|SLEB
OG0002348	LOC108106166|XP_017068566.1|DEUG	LOC115631387|XP_030383969.1|SLEB
OG0002349	LOC108112628|XP_017078223.1|DEUG	LOC115633919|XP_030387289.1|SLEB
OG0002350	LOC108112621|XP_017078212.1|DEUG	LOC115629611|XP_030381971.1|SLEB
OG0002351	LOC108106782|XP_017069513.1|DEUG	LOC115626994|XP_030378372.1|SLEB
OG0002352	LOC108112965|XP_017078855.1|DEUG	LOC115634054|XP_030387498.1|SLEB
OG0002353	LOC108112067|XP_017077302.1|DEUG	LOC115626187|XP_030377325.1|SLEB
OG0002354	LOC108110981|XP_017075777.1|DEUG	LOC115626368|XP_030377582.1|SLEB
OG0002355	LOC108118125|XP_017086161.1|DEUG	LOC115625684|XP_030376680.1|SLEB
OG0002356	LOC108118473|XP_017086686.1|DEUG	LOC115630397|XP_030382780.1|SLEB
OG0002357	LOC108105239|XP_017067199.1|DEUG	LOC115625253|XP_030376106.1|SLEB
OG0002358	LOC108110921|XP_017075685.1|DEUG	LOC115630494|XP_030382942.1|SLEB
OG0002359	LOC108118298|XP_017086399.1|DEUG	LOC115627066|XP_030378473.1|SLEB
OG0002360	LOC108115466|XP_017082409.1|DEUG	LOC115630585|XP_030383064.1|SLEB
OG0002361	LOC108107565|XP_017070612.1|DEUG	LOC115623164|XP_030373238.1|SLEB
OG0002362	LOC108118328|XP_017086436.1|DEUG	LOC115631490|XP_030384108.1|SLEB
OG0002363	LOC108107148|XP_017070040.1|DEUG	LOC115631139|XP_030383668.1|SLEB
OG0002364	LOC108106960|XP_017069730.1|DEUG	LOC115631982|XP_030384747.1|SLEB
OG0002365	LOC108107085|XP_017069951.1|DEUG	LOC115631278|XP_030383852.1|SLEB
OG0002366	LOC108102597|XP_017063189.1|DEUG	LOC115630760|XP_030383275.1|SLEB
OG0002367	LOC108110789|XP_017075498.1|DEUG	LOC115630992|XP_030383442.1|SLEB
OG0002368	LOC108113463|XP_017079532.1|DEUG	LOC115626337|XP_030377542.1|SLEB
OG0002369	LOC108114949|XP_017081624.1|DEUG	LOC115629583|XP_030381936.1|SLEB
OG0002370	LOC108105743|XP_017067948.1|DEUG	LOC115626037|XP_030377147.1|SLEB
OG0002371	LOC108105832|XP_017068068.1|DEUG	LOC115625676|XP_030376673.1|SLEB
OG0002372	LOC108110766|XP_017075470.1|DEUG	LOC115628600|XP_030380643.1|SLEB
OG0002373	LOC108118448|XP_017086645.1|DEUG	LOC115631115|XP_030383635.1|SLEB
OG0002374	LOC108113816|XP_017080014.1|DEUG	LOC115621914|XP_030371610.1|SLEB
OG0002375	LOC108115146|XP_017081934.1|DEUG	LOC115624037|XP_030374475.1|SLEB
OG0002376	LOC108106976|XP_017069784.1|DEUG	LOC115625993|XP_030377097.1|SLEB
OG0002377	LOC108115305|XP_017082192.1|DEUG	LOC115625060|XP_030375792.1|SLEB
OG0002378	LOC108114501|XP_017081010.1|DEUG	LOC115622674|XP_030372548.1|SLEB
OG0002379	LOC108118068|XP_017086137.1|DEUG	LOC115631570|XP_030384222.1|SLEB
OG0002380	LOC108103249|XP_017064140.1|DEUG	LOC115629361|XP_030381673.1|SLEB
OG0002381	LOC108106791|XP_017069525.1|DEUG	LOC115626713|XP_030378016.1|SLEB
OG0002382	LOC108118080|XP_017086113.1|DEUG	LOC115627104|XP_030378521.1|SLEB
OG0002383	LOC108113928|XP_017080127.1|DEUG	LOC115628329|XP_030380246.1|SLEB
OG0002384	LOC108103633|XP_017064667.1|DEUG	LOC115630231|XP_030382644.1|SLEB
OG0002385	LOC108102324|XP_017062601.1|DEUG	LOC115627979|XP_030379735.1|SLEB
OG0002386	LOC108108662|XP_017072259.1|DEUG, LOC108117101|XP_017084801.1|DEUG	LOC115623844|XP_030374245.1|SLEB
OG0002387	LOC108108833|XP_017072525.1|DEUG, LOC108115582|XP_017082582.1|DEUG	LOC115620570|XP_030369724.1|SLEB
OG0002388	LOC108105604|XP_017067768.1|DEUG	LOC115625272|XP_030376135.1|SLEB
OG0002389	LOC108108842|XP_017072540.1|DEUG	LOC115620296|XP_030369338.1|SLEB
OG0002390	LOC108111097|XP_017075926.1|DEUG	LOC115630543|XP_030383013.1|SLEB
OG0002391	LOC108112971|XP_017078862.1|DEUG	LOC115632949|XP_030386109.1|SLEB
OG0002392	LOC108108157|XP_017071579.1|DEUG	LOC115622399|XP_030372188.1|SLEB
OG0002393	LOC108114612|XP_017081162.1|DEUG	LOC115628294|XP_030380200.1|SLEB
OG0002394	LOC108113651|XP_017079811.1|DEUG	LOC115625219|XP_030376059.1|SLEB
OG0002394	LOC108116536|XP_017083963.1|DEUG	LOC115628109|XP_030379951.1|SLEB
OG0002395	LOC108116344|XP_017083647.1|DEUG	LOC115624348|XP_030374861.1|SLEB
OG0002396	LOC108112825|XP_017078617.1|DEUG	LOC115626919|XP_030378291.1|SLEB
OG0002397	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG	LOC115626081|XP_030377197.1|SLEB
OG0002398	LOC108103161|XP_017064032.1|DEUG	LOC115633420|XP_030386739.1|SLEB
OG0002399	LOC108110368|XP_017074910.1|DEUG	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB
OG0002400	LOC108113363|XP_017079418.1|DEUG	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB
OG0002401	LOC108108760|XP_017072417.1|DEUG	LOC115627918|XP_030379673.1|SLEB
OG0002402	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG	LOC115625287|XP_030376158.1|SLEB
OG0002403	LOC108116518|XP_017083945.1|DEUG	LOC115621324|XP_030370804.1|SLEB
OG0002404	LOC108114754|XP_017081353.1|DEUG, LOC108112065|XP_017077299.1|DEUG	LOC115620509|XP_030369628.1|SLEB
OG0002405	LOC108115363|XP_017082279.1|DEUG	LOC115624222|XP_030374696.1|SLEB
OG0002406	LOC108114557|XP_017081092.1|DEUG	LOC115622115|XP_030371819.1|SLEB
OG0002407	LOC108109382|XP_017073364.1|DEUG	LOC115620394|XP_030369466.1|SLEB
OG0002408	LOC108115339|XP_017082243.1|DEUG	LOC115625056|XP_030375778.1|SLEB
OG0002409	LOC108105953|XP_017068243.1|DEUG	LOC115633107|XP_030386351.1|SLEB
OG0002410	LOC108117168|XP_017084935.1|DEUG	LOC115623956|XP_030374381.1|SLEB
OG0002411	LOC108108339|XP_017071860.1|DEUG	LOC115623530|XP_030373772.1|SLEB
OG0002412	LOC108112959|XP_017078851.1|DEUG	LOC115628660|XP_030380687.1|SLEB
OG0002413	LOC108109758|XP_017073920.1|DEUG	LOC115629846|XP_030382286.1|SLEB
OG0002414	LOC108102841|XP_017063523.1|DEUG	LOC115633056|XP_030386261.1|SLEB
OG0002415	LOC108111776|XP_017076832.1|DEUG	LOC115623387|XP_030373548.1|SLEB
OG0002416	LOC108102323|XP_017062597.1|DEUG	LOC115627861|XP_030379582.1|SLEB
OG0002418	LOC108112806|XP_017078628.1|DEUG	LOC115620589|XP_030369758.1|SLEB
OG0002419	LOC108103545|XP_017064562.1|DEUG	LOC115629362|XP_030381676.1|SLEB
OG0002420	LOC108108189|XP_017071626.1|DEUG	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB
OG0002421	LOC108116549|XP_017083976.1|DEUG	LOC115625415|XP_030376314.1|SLEB
OG0002422	LOC108115137|XP_017081920.1|DEUG	LOC115623520|XP_030373761.1|SLEB
OG0002423	LOC108114554|XP_017081090.1|DEUG	LOC115622335|XP_030372107.1|SLEB
OG0002424	LOC108108936|XP_017072682.1|DEUG	LOC115628016|XP_030379806.1|SLEB
OG0002425	LOC108110071|XP_017074442.1|DEUG	LOC115626778|XP_030378104.1|SLEB
OG0002426	LOC108104672|XP_017066353.1|DEUG	LOC115623080|XP_030373139.1|SLEB
OG0002427	LOC108108752|XP_017072404.1|DEUG	LOC115627865|XP_030379606.1|SLEB
OG0002428	LOC108105061|XP_017066969.1|DEUG	LOC115627112|XP_030378538.1|SLEB
OG0002429	LOC108107868|XP_017071135.1|DEUG	LOC115622869|XP_030372816.1|SLEB
OG0002430	LOC108113196|XP_017079212.1|DEUG	LOC115629395|XP_030381709.1|SLEB
OG0002431	LOC108109236|XP_017073198.1|DEUG	LOC115620073|XP_030369095.1|SLEB
OG0002432	LOC108110317|XP_017074819.1|DEUG	LOC115627150|XP_030378588.1|SLEB
OG0002433	LOC108117108|XP_017084818.1|DEUG	LOC115622016|XP_030371731.1|SLEB
OG0002434	LOC108110007|XP_017074336.1|DEUG	LOC115628085|XP_030379922.1|SLEB
OG0002435	LOC108110136|XP_017074535.1|DEUG	LOC115629480|XP_030381811.1|SLEB
OG0002436	LOC108106634|XP_017069328.1|DEUG	LOC115620070|XP_030369086.1|SLEB
OG0002437	LOC108106442|XP_017068964.1|DEUG	LOC115634559|XP_030388235.1|SLEB
OG0002438	LOC108104421|XP_017065963.1|DEUG	LOC115627458|XP_030378988.1|SLEB
OG0002439	LOC108113430|XP_017079481.1|DEUG	LOC115626255|XP_030377418.1|SLEB
OG0002440	LOC108108589|XP_017072172.1|DEUG	LOC115632228|XP_030385148.1|SLEB
OG0002441	LOC108104792|XP_017066544.1|DEUG	LOC115633933|XP_030387309.1|SLEB
OG0002442	LOC108112781|XP_017078547.1|DEUG	LOC115624532|XP_030375116.1|SLEB
OG0002443	LOC108112776|XP_017078534.1|DEUG	LOC115629147|XP_030381370.1|SLEB
OG0002444	LOC108111954|XP_017077134.1|DEUG	LOC115624620|XP_030375230.1|SLEB
OG0002445	LOC108106714|XP_017069436.1|DEUG	LOC115625329|XP_030376217.1|SLEB
OG0002446	LOC108106675|XP_017069394.1|DEUG	LOC115631021|XP_030383500.1|SLEB
OG0002447	LOC108108027|XP_017071381.1|DEUG	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB
OG0002448	LOC108113275|XP_017079313.1|DEUG	LOC115621395|XP_030370900.1|SLEB
OG0002449	LOC108112599|XP_017078142.1|DEUG	LOC115630118|XP_030382593.1|SLEB
OG0002450	LOC108116360|XP_017083673.1|DEUG	LOC115624096|XP_030374545.1|SLEB
OG0002451	LOC108104495|XP_017066098.1|DEUG	LOC115634330|XP_030387847.1|SLEB
OG0002452	LOC108113352|XP_017079404.1|DEUG	LOC115634006|XP_030387392.1|SLEB
OG0002453	LOC108112673|XP_017078305.1|DEUG	LOC115623695|XP_030374033.1|SLEB
OG0002454	LOC108104714|XP_017066422.1|DEUG	LOC115622627|XP_030372494.1|SLEB
OG0002455	LOC108104712|XP_017066421.1|DEUG	LOC115622475|XP_030372279.1|SLEB
OG0002456	LOC108113076|XP_017079008.1|DEUG	LOC115624950|XP_030375661.1|SLEB
OG0002457	LOC108112817|XP_017078604.1|DEUG	LOC115619962|XP_030368853.1|SLEB
OG0002458	LOC108113406|XP_017079450.1|DEUG	LOC115624895|XP_030375607.1|SLEB
OG0002459	LOC108114897|XP_017081555.1|DEUG	LOC115627098|XP_030378518.1|SLEB
OG0002460	LOC108107468|XP_017070504.1|DEUG	LOC115624947|XP_030375658.1|SLEB
OG0002461	LOC108112472|XP_017077818.1|DEUG	LOC115634616|XP_030388324.1|SLEB
OG0002462	LOC108111959|XP_017077142.1|DEUG	LOC115634446|XP_030388029.1|SLEB
OG0002463	LOC108107261|XP_017070180.1|DEUG	LOC115626822|XP_030378166.1|SLEB
OG0002464	LOC108113051|XP_017078970.1|DEUG	LOC115624736|XP_030375421.1|SLEB
OG0002465	LOC108110364|XP_017074904.1|DEUG	LOC115624655|XP_030375296.1|SLEB
OG0002466	LOC108102312|XP_017062564.1|DEUG	LOC115627784|XP_030379454.1|SLEB
OG0002467	LOC108107597|XP_017070649.1|DEUG	LOC115622344|XP_030372116.1|SLEB
OG0002468	LOC108113843|XP_017080042.1|DEUG	LOC115634111|XP_030387534.1|SLEB
OG0002469	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG	LOC115621804|XP_030371447.1|SLEB
OG0002470	LOC108104562|XP_017066194.1|DEUG	LOC115621985|XP_030371702.1|SLEB
OG0002471	LOC108104502|XP_017066108.1|DEUG	LOC115634817|XP_030388595.1|SLEB
OG0002472	LOC108106371|XP_017068845.1|DEUG	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB
OG0002473	LOC108106768|XP_017069496.1|DEUG	LOC115624669|XP_030375322.1|SLEB
OG0002474	LOC108118205|XP_017086255.1|DEUG	LOC115622898|XP_030372877.1|SLEB
OG0002475	LOC108111355|XP_017076277.1|DEUG	LOC115621671|XP_030371242.1|SLEB
OG0002476	LOC108112894|XP_017078739.1|DEUG	LOC115619978|XP_030368875.1|SLEB
OG0002477	LOC108109291|XP_017073274.1|DEUG	LOC115632990|XP_030386173.1|SLEB
OG0002478	LOC108112001|XP_017077226.1|DEUG	LOC115627076|XP_030378523.1|SLEB
OG0002479	LOC108106455|XP_017069010.1|DEUG	LOC115624756|XP_030375448.1|SLEB
OG0002480	LOC108105315|XP_017067296.1|DEUG	LOC115634254|XP_030387708.1|SLEB
OG0002481	LOC108104393|XP_017065922.1|DEUG	LOC115629104|XP_030381286.1|SLEB
OG0002482	LOC108106325|XP_017068785.1|DEUG	LOC115634245|XP_030387699.1|SLEB
OG0002483	LOC108107440|XP_017070469.1|DEUG	LOC115624229|XP_030374709.1|SLEB
OG0002484	LOC108112681|XP_017078361.1|DEUG	LOC115621714|XP_030371288.1|SLEB
OG0002485	LOC108104510|XP_017066116.1|DEUG	LOC115630963|XP_030383401.1|SLEB
OG0002486	LOC108114336|XP_017080751.1|DEUG	LOC115624749|XP_030375437.1|SLEB
OG0002487	LOC108118104|XP_017086144.1|DEUG	LOC115625836|XP_030376895.1|SLEB
OG0002488	LOC108113240|XP_017079273.1|DEUG	LOC115624607|XP_030375217.1|SLEB
OG0002489	LOC108108552|XP_017072122.1|DEUG	LOC115621007|XP_030370390.1|SLEB
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC115634007|XP_030387393.1|SLEB
OG0002491	LOC108108753|XP_017072400.1|DEUG	LOC115633101|XP_030386341.1|SLEB
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC115626982|XP_030378361.1|SLEB
OG0002494	LOC108110217|XP_017074692.1|DEUG	LOC115623923|XP_030374340.1|SLEB
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC115622644|XP_030372550.1|SLEB
OG0002496	LOC108113632|XP_017079789.1|DEUG	LOC115625351|XP_030376245.1|SLEB
OG0002497	LOC108114257|XP_017080643.1|DEUG	LOC115633163|XP_030386434.1|SLEB
OG0002498	LOC108114743|XP_017081349.1|DEUG	LOC115622424|XP_030372219.1|SLEB
OG0002499	LOC108104623|XP_017066285.1|DEUG	LOC115622805|XP_030372733.1|SLEB
OG0002500	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG	LOC115621795|XP_030371429.1|SLEB
OG0002501	LOC108102527|XP_017063052.1|DEUG	LOC115630701|XP_030383213.1|SLEB
OG0002502	LOC108106226|XP_017068641.1|DEUG, LOC108106255|XP_017068708.1|DEUG	LOC115633537|XP_030386857.1|SLEB
OG0002504	LOC108114044|XP_017080281.1|DEUG	LOC115622209|XP_030371965.1|SLEB
OG0002505	LOC108109155|XP_017073063.1|DEUG, LOC108109156|XP_017073064.1|DEUG	LOC115627972|XP_030379727.1|SLEB
OG0002507	LOC108110841|XP_017075575.1|DEUG	LOC115626341|XP_030377549.1|SLEB
OG0002508	LOC108109960|XP_017074264.1|DEUG	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC108113262|XP_017079300.1|DEUG	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC108102424|XP_017062891.1|DEUG	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC108116926|XP_017084556.1|DEUG	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC108102327|XP_017062607.1|DEUG	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC108110358|XP_017074891.1|DEUG	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC108102862|XP_017063553.1|DEUG	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC108113602|XP_017079746.1|DEUG	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC108102970|XP_017063760.1|DEUG	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC108116809|XP_017084346.1|DEUG	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC108109141|XP_017073028.1|DEUG	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC108103245|XP_017064136.1|DEUG	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC108109993|XP_017074317.1|DEUG	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC108116967|XP_017084611.1|DEUG	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC108109049|XP_017072855.1|DEUG	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC108103668|XP_017064715.1|DEUG	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC108107550|XP_017070592.1|DEUG	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC108105601|XP_017067765.1|DEUG	LOC115620424|XP_030369511.1|SLEB
OG0002528	LOC108103676|XP_017064725.1|DEUG	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC108114837|XP_017081469.1|DEUG	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC108113470|XP_017079541.1|DEUG	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC108118308|XP_017086407.1|DEUG	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC108112679|XP_017078320.1|DEUG	LOC115626735|XP_030378042.1|SLEB
