Orthogroup	DEUG.longest_only	DNOV.longest_only
OG0001597	LOC108115188|XP_017081996.1|DEUG	LOC115758464|XP_030554996.1|DNOV
OG0001599	LOC108107049|XP_017069900.1|DEUG	LOC115759195|XP_030555935.1|DNOV
OG0001600	LOC108105824|XP_017068056.1|DEUG	LOC115758498|XP_030555042.1|DNOV
OG0001601	LOC108113451|XP_017079514.1|DEUG	LOC115758905|XP_030555562.1|DNOV
OG0001602	LOC108108267|XP_017071718.1|DEUG	LOC115762996|XP_030561241.1|DNOV
OG0001603	LOC108111243|XP_017076135.1|DEUG	LOC115763555|XP_030562034.1|DNOV
OG0001604	LOC108103244|XP_017064135.1|DEUG	LOC115766386|XP_030566151.1|DNOV
OG0001605	LOC108104609|XP_017066272.1|DEUG	LOC115760957|XP_030558406.1|DNOV
OG0001606	LOC108111828|XP_017076923.1|DEUG	LOC115763012|XP_030561265.1|DNOV
OG0001607	LOC108118445|XP_017086642.1|DEUG	LOC115759012|XP_030555683.1|DNOV
OG0001608	LOC108114858|XP_017081492.1|DEUG	LOC115762973|XP_030561210.1|DNOV
OG0001609	LOC108112258|XP_017077569.1|DEUG	LOC115762353|XP_030560382.1|DNOV
OG0001610	LOC108114861|XP_017081499.1|DEUG	LOC115763409|XP_030561819.1|DNOV
OG0001611	LOC108115519|XP_017082509.1|DEUG	LOC115768307|XP_030568715.1|DNOV, LOC115760302|XP_030557449.1|DNOV
OG0001612	LOC108106084|XP_017068431.1|DEUG	LOC115759943|XP_030556943.1|DNOV
OG0001613	LOC108110823|XP_017075547.1|DEUG	LOC115763189|XP_030561509.1|DNOV
OG0001614	LOC108104596|XP_017066248.1|DEUG	LOC115760723|XP_030558055.1|DNOV
OG0001615	LOC108113883|XP_017080079.1|DEUG	LOC115758468|XP_030555001.1|DNOV
OG0001616	LOC108110842|XP_017075613.1|DEUG, LOC108104111|XP_017065500.1|DEUG	LOC115760296|XP_030557443.1|DNOV
OG0001617	LOC108114839|XP_017081470.1|DEUG	LOC115758348|XP_030554788.1|DNOV
OG0001618	LOC108110894|XP_017075641.1|DEUG	LOC115766781|XP_030566653.1|DNOV
OG0001619	LOC108111219|XP_017076108.1|DEUG	LOC115763246|XP_030561584.1|DNOV
OG0001620	LOC108107483|XP_017070518.1|DEUG	LOC115769048|XP_030569618.1|DNOV, LOC115769051|XP_030569621.1|DNOV
OG0001621	LOC108112414|XP_017077745.1|DEUG	LOC115760663|XP_030557990.1|DNOV
OG0001622	LOC108103152|XP_017064015.1|DEUG	LOC115767260|XP_030567340.1|DNOV
OG0001623	LOC108110962|XP_017075751.1|DEUG	LOC115765999|XP_030565627.1|DNOV
OG0001624	LOC108106991|XP_017069818.1|DEUG	LOC115763539|XP_030562015.1|DNOV
OG0001625	LOC108114843|XP_017081478.1|DEUG	LOC115767445|XP_030567602.1|DNOV, LOC115763236|XP_030561572.1|DNOV
OG0001626	LOC108106147|XP_017068535.1|DEUG	LOC115760102|XP_030557151.1|DNOV
OG0001627	LOC108105615|XP_017067785.1|DEUG	LOC115766086|XP_030565756.1|DNOV, LOC115766242|XP_030565965.1|DNOV
OG0001628	LOC108113555|XP_017079637.1|DEUG	LOC115762541|XP_030560675.1|DNOV, LOC115770566|XP_030571738.1|DNOV, LOC115762539|XP_030560673.1|DNOV
OG0001629	LOC108115326|XP_017082227.1|DEUG, LOC108118071|XP_017086106.1|DEUG	LOC115760386|XP_030557542.1|DNOV
OG0001630	LOC108116712|XP_017084222.1|DEUG	LOC115764113|XP_030562835.1|DNOV
OG0001632	LOC108110694|XP_017075314.1|DEUG	LOC115759819|XP_030556771.1|DNOV
OG0001633	LOC108116440|XP_017083837.1|DEUG	LOC115767920|XP_030568149.1|DNOV
OG0001634	LOC108118499|XP_017086724.1|DEUG	LOC115760353|XP_030557502.1|DNOV
OG0001635	LOC108113642|XP_017079801.1|DEUG	LOC115765634|XP_030565147.1|DNOV
OG0001636	LOC108116192|XP_017083423.1|DEUG	LOC115759438|XP_030556213.1|DNOV
OG0001637	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG	LOC115761969|XP_030559871.1|DNOV
OG0001638	LOC108103303|XP_017064215.1|DEUG	LOC115768038|XP_030568320.1|DNOV
OG0001639	LOC108110359|XP_017074887.1|DEUG	LOC115762437|XP_030560493.1|DNOV
OG0001640	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG	LOC115759471|XP_030556265.1|DNOV
OG0001641	LOC108116434|XP_017083822.1|DEUG	LOC115770711|XP_030571968.1|DNOV
OG0001642	LOC108103441|XP_017064411.1|DEUG	LOC115765255|XP_030564594.1|DNOV
OG0001643	LOC108107162|XP_017070063.1|DEUG	LOC115759043|XP_030555727.1|DNOV
OG0001644	LOC108113833|XP_017080030.1|DEUG	LOC115771484|XP_030573066.1|DNOV
OG0001645	LOC108112313|XP_017077628.1|DEUG	LOC115771742|XP_030573434.1|DNOV
OG0001646	LOC108112480|XP_017077828.1|DEUG	LOC115757791|XP_030554064.1|DNOV
OG0001647	LOC108112570|XP_017078026.1|DEUG	LOC115764471|XP_030563401.1|DNOV
OG0001648	LOC108105948|XP_017068233.1|DEUG	LOC115768772|XP_030569326.1|DNOV
OG0001649	LOC108106514|XP_017069097.1|DEUG	LOC115760627|XP_030557938.1|DNOV
OG0001650	LOC108111961|XP_017077151.1|DEUG	LOC115766513|XP_030566334.1|DNOV
OG0001651	LOC108112938|XP_017078822.1|DEUG	LOC115771027|XP_030572419.1|DNOV
OG0001652	LOC108108613|XP_017072201.1|DEUG	LOC115767714|XP_030567878.1|DNOV
OG0001653	LOC108108763|XP_017072419.1|DEUG	LOC115766725|XP_030566546.1|DNOV, LOC115770755|XP_030572030.1|DNOV
OG0001654	LOC108112780|XP_017078544.1|DEUG	LOC115767487|XP_030567655.1|DNOV
OG0001655	LOC108104814|XP_017066587.1|DEUG	LOC115758295|XP_030554722.1|DNOV
OG0001656	LOC108111175|XP_017076044.1|DEUG	LOC115763070|XP_030561359.1|DNOV
OG0001657	LOC108118224|XP_017086291.1|DEUG	LOC115770086|XP_030571058.1|DNOV
OG0001658	LOC108114431|XP_017080911.1|DEUG, LOC108117684|XP_017085700.1|DEUG	LOC115771536|XP_030573134.1|DNOV
OG0001659	LOC108104017|XP_017065336.1|DEUG	LOC115770154|XP_030571167.1|DNOV
OG0001660	LOC108102810|XP_017063476.1|DEUG	LOC115771195|XP_030572651.1|DNOV
OG0001661	LOC108116461|XP_017083880.1|DEUG	LOC115764994|XP_030564192.1|DNOV
OG0001662	LOC108109886|XP_017074177.1|DEUG	LOC115762947|XP_030561192.1|DNOV
OG0001663	LOC108116903|XP_017084505.1|DEUG	LOC115761673|XP_030559387.1|DNOV
OG0001663	LOC108115800|XP_017082914.1|DEUG, LOC108116904|XP_017084506.1|DEUG	LOC115761672|XP_030559386.1|DNOV
OG0001664	LOC108109181|XP_017073099.1|DEUG	LOC115757858|XP_030554154.1|DNOV
OG0001666	LOC108111037|XP_017075855.1|DEUG	LOC115758821|XP_030555458.1|DNOV
OG0001667	LOC108112918|XP_017078794.1|DEUG	LOC115761096|XP_030558578.1|DNOV
OG0001668	LOC108108077|XP_017071448.1|DEUG	LOC115767645|XP_030567792.1|DNOV
OG0001669	LOC108107665|XP_017070742.1|DEUG, LOC108107705|XP_017070800.1|DEUG	LOC115770353|XP_030571451.1|DNOV
OG0001670	LOC108110129|XP_017074524.1|DEUG, LOC108110346|XP_017074868.1|DEUG	LOC115767460|XP_030567625.1|DNOV
OG0001671	LOC108102391|XP_017062822.1|DEUG	LOC115764377|XP_030563199.1|DNOV, LOC115760308|XP_030557457.1|DNOV
OG0001672	LOC108112254|XP_017077565.1|DEUG	LOC115758313|XP_030554739.1|DNOV, LOC115758315|XP_030554741.1|DNOV
OG0001673	LOC108113277|XP_017079315.1|DEUG, LOC108112957|XP_017078846.1|DEUG	LOC115769348|XP_030570017.1|DNOV
OG0001674	LOC108111734|XP_017076777.1|DEUG, LOC108114983|XP_017081703.1|DEUG	LOC115763664|XP_030562195.1|DNOV
OG0001675	LOC108113654|XP_017079814.1|DEUG, LOC108113653|XP_017079813.1|DEUG, LOC108109108|XP_017072991.1|DEUG	LOC115763827|XP_030562440.1|DNOV
OG0001676	LOC108108866|XP_017072573.1|DEUG, LOC108108868|XP_017072575.1|DEUG, LOC108108867|XP_017072574.1|DEUG	LOC115762323|XP_030560350.1|DNOV
OG0001678	LOC108105335|XP_017067317.1|DEUG	LOC115764287|XP_030563079.1|DNOV
OG0001679	LOC108103267|XP_017064167.1|DEUG	LOC115768682|XP_030569226.1|DNOV
OG0001680	LOC108104974|XP_017066833.1|DEUG	LOC115772090|XP_030573910.1|DNOV, LOC115768818|XP_030569376.1|DNOV
OG0001681	LOC108103194|XP_017064071.1|DEUG	LOC115765136|XP_030564394.1|DNOV
OG0001682	LOC108117632|XP_017085649.1|DEUG	LOC115766521|XP_030566348.1|DNOV, LOC115766903|XP_030566841.1|DNOV
OG0001683	LOC108106170|XP_017068575.1|DEUG	LOC115763329|XP_030561693.1|DNOV
OG0001684	LOC108102367|XP_017062771.1|DEUG	LOC115766746|XP_030566583.1|DNOV
OG0001685	LOC108103138|XP_017064037.1|DEUG	LOC115758401|XP_030554904.1|DNOV
OG0001686	LOC108106055|XP_017068402.1|DEUG	LOC115766336|XP_030566089.1|DNOV
OG0001687	LOC108105415|XP_017067452.1|DEUG	LOC115768145|XP_030568500.1|DNOV
OG0001688	LOC108103235|XP_017064124.1|DEUG	LOC115768672|XP_030569215.1|DNOV
OG0001689	LOC108109987|XP_017074311.1|DEUG	LOC115768836|XP_030569393.1|DNOV
OG0001690	LOC108107750|XP_017070903.1|DEUG	LOC115769816|XP_030570644.1|DNOV
OG0001691	LOC108106855|XP_017069587.1|DEUG	LOC115758956|XP_030555617.1|DNOV
OG0001692	LOC108117179|XP_017084957.1|DEUG	LOC115764064|XP_030562772.1|DNOV
OG0001693	LOC108118390|XP_017086553.1|DEUG	LOC115768791|XP_030569347.1|DNOV
OG0001694	LOC108116806|XP_017084342.1|DEUG	LOC115761709|XP_030559444.1|DNOV
OG0001695	LOC108113365|XP_017079422.1|DEUG	LOC115763945|XP_030562600.1|DNOV, LOC115763963|XP_030562621.1|DNOV
OG0001696	LOC108117489|XP_017085454.1|DEUG	LOC115761829|XP_030559631.1|DNOV
OG0001697	LOC108113703|XP_017079869.1|DEUG	LOC115760379|XP_030557535.1|DNOV
OG0001698	LOC108105052|XP_017066945.1|DEUG	LOC115768217|XP_030568601.1|DNOV
OG0001699	LOC108113722|XP_017079893.1|DEUG	LOC115762020|XP_030559948.1|DNOV
OG0001699	LOC108116351|XP_017083654.1|DEUG	LOC115761869|XP_030559728.1|DNOV
OG0001700	LOC108109722|XP_017073854.1|DEUG	LOC115759572|XP_030556398.1|DNOV
OG0001701	LOC108115352|XP_017082262.1|DEUG	LOC115764158|XP_030562896.1|DNOV
OG0001702	LOC108110774|XP_017075480.1|DEUG	LOC115763608|XP_030562096.1|DNOV
OG0001703	LOC108115577|XP_017082576.1|DEUG	LOC115768650|XP_030569183.1|DNOV
OG0001704	LOC108115579|XP_017082579.1|DEUG	LOC115768633|XP_030569159.1|DNOV
OG0001705	LOC108111407|XP_017076346.1|DEUG	LOC115760584|XP_030557869.1|DNOV
OG0001706	LOC108105566|XP_017067699.1|DEUG	LOC115763609|XP_030562097.1|DNOV
OG0001707	LOC108108845|XP_017072545.1|DEUG	LOC115771787|XP_030573517.1|DNOV
OG0001708	LOC108116994|XP_017084648.1|DEUG	LOC115764098|XP_030562811.1|DNOV
OG0001709	LOC108108071|XP_017071440.1|DEUG	LOC115769677|XP_030570454.1|DNOV
OG0001710	LOC108109550|XP_017073609.1|DEUG	LOC115771750|XP_030573457.1|DNOV
OG0001711	LOC108115646|XP_017082689.1|DEUG	LOC115772017|XP_030573808.1|DNOV
OG0001712	LOC108116601|XP_017084046.1|DEUG	LOC115764678|XP_030563726.1|DNOV
OG0001713	LOC108116329|XP_017083629.1|DEUG	LOC115770873|XP_030572170.1|DNOV
OG0001714	LOC108114971|XP_017081673.1|DEUG	LOC115763644|XP_030562139.1|DNOV
OG0001715	LOC108103470|XP_017064458.1|DEUG	LOC115765240|XP_030564558.1|DNOV
OG0001716	LOC108103442|XP_017064412.1|DEUG	LOC115767354|XP_030567467.1|DNOV, LOC115765289|XP_030564639.1|DNOV
OG0001717	LOC108111396|XP_017076320.1|DEUG	LOC115761177|XP_030558699.1|DNOV
OG0001718	LOC108115567|XP_017082563.1|DEUG	LOC115761452|XP_030559079.1|DNOV
OG0001719	LOC108108834|XP_017072527.1|DEUG	LOC115772057|XP_030573861.1|DNOV
OG0001720	LOC108116244|XP_017083524.1|DEUG	LOC115764973|XP_030564158.1|DNOV
OG0001721	LOC108109440|XP_017073430.1|DEUG	LOC115765003|XP_030564209.1|DNOV
OG0001722	LOC108114430|XP_017080908.1|DEUG	LOC115769439|XP_030570108.1|DNOV
OG0001723	LOC108105563|XP_017067698.1|DEUG	LOC115762128|XP_030560093.1|DNOV
OG0001724	LOC108109048|XP_017072849.1|DEUG	LOC115760764|XP_030558104.1|DNOV
OG0001725	LOC108104788|XP_017066536.1|DEUG	LOC115760937|XP_030558375.1|DNOV
OG0001726	LOC108114348|XP_017080777.1|DEUG	LOC115762693|XP_030560875.1|DNOV
OG0001727	LOC108115697|XP_017082756.1|DEUG	LOC115772075|XP_030573886.1|DNOV
OG0001728	LOC108106722|XP_017069448.1|DEUG	LOC115762406|XP_030560456.1|DNOV
OG0001729	LOC108107270|XP_017070191.1|DEUG	LOC115760521|XP_030557751.1|DNOV
OG0001730	LOC108104094|XP_017065479.1|DEUG	LOC115758369|XP_030554817.1|DNOV
OG0001731	LOC108112557|XP_017077991.1|DEUG	LOC115761107|XP_030558595.1|DNOV
OG0001732	LOC108113480|XP_017079552.1|DEUG	LOC115759351|XP_030556133.1|DNOV
OG0001733	LOC108108896|XP_017072606.1|DEUG	LOC115762398|XP_030560444.1|DNOV
OG0001734	LOC108104443|XP_017065993.1|DEUG	LOC115760920|XP_030558353.1|DNOV
OG0001735	LOC108114514|XP_017081024.1|DEUG	LOC115767136|XP_030567158.1|DNOV
OG0001736	LOC108112031|XP_017077268.1|DEUG	LOC115761616|XP_030559301.1|DNOV
OG0001737	LOC108109137|XP_017073023.1|DEUG	LOC115762451|XP_030560514.1|DNOV
OG0001738	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG	LOC115771009|XP_030572375.1|DNOV
OG0001739	LOC108113003|XP_017078910.1|DEUG	LOC115760094|XP_030557139.1|DNOV
OG0001740	LOC108109039|XP_017072826.1|DEUG	LOC115760765|XP_030558109.1|DNOV
OG0001741	LOC108109391|XP_017073377.1|DEUG	LOC115766113|XP_030565794.1|DNOV
OG0001742	LOC108104791|XP_017066542.1|DEUG	LOC115760073|XP_030557113.1|DNOV
OG0001744	LOC108106536|XP_017069163.1|DEUG	LOC115761853|XP_030560103.1|DNOV
OG0001745	LOC108112484|XP_017077837.1|DEUG	LOC115758318|XP_030554745.1|DNOV, LOC115767030|XP_030567052.1|DNOV
OG0001746	LOC108114349|XP_017080778.1|DEUG	LOC115770036|XP_030570963.1|DNOV
OG0001747	LOC108112523|XP_017077937.1|DEUG	LOC115760738|XP_030558074.1|DNOV
OG0001748	LOC108108282|XP_017071773.1|DEUG	LOC115771148|XP_030572580.1|DNOV
OG0001749	LOC108107419|XP_017070437.1|DEUG	LOC115771122|XP_030572550.1|DNOV
OG0001750	LOC108107417|XP_017070435.1|DEUG	LOC115771103|XP_030572526.1|DNOV
OG0001751	LOC108108519|XP_017072077.1|DEUG	LOC115770986|XP_030572335.1|DNOV
OG0001752	LOC108107524|XP_017070554.1|DEUG	LOC115769737|XP_030570536.1|DNOV
OG0001753	LOC108107938|XP_017071256.1|DEUG	LOC115767135|XP_030567156.1|DNOV
OG0001754	LOC108113156|XP_017079154.1|DEUG	LOC115760794|XP_030558149.1|DNOV
OG0001755	LOC108107716|XP_017070815.1|DEUG	LOC115767174|XP_030567217.1|DNOV
OG0001756	LOC108112814|XP_017078601.1|DEUG	LOC115760554|XP_030557810.1|DNOV
OG0001757	LOC108112650|XP_017078270.1|DEUG	LOC115761094|XP_030558576.1|DNOV
OG0001758	LOC108104005|XP_017065287.1|DEUG	LOC115770040|XP_030570970.1|DNOV, LOC115757656|XP_030554237.1|DNOV
OG0001759	LOC108112535|XP_017077950.1|DEUG	LOC115760005|XP_030557027.1|DNOV
OG0001760	LOC108104559|XP_017066191.1|DEUG	LOC115762069|XP_030560018.1|DNOV
OG0001761	LOC108109262|XP_017073234.1|DEUG	LOC115771810|XP_030573551.1|DNOV
OG0001762	LOC108107007|XP_017069836.1|DEUG	LOC115758847|XP_030555489.1|DNOV
OG0001763	LOC108107016|XP_017069849.1|DEUG	LOC115760261|XP_030557385.1|DNOV, LOC115760262|XP_030557386.1|DNOV
OG0001764	LOC108111512|XP_017076516.1|DEUG	LOC115761281|XP_030558861.1|DNOV
OG0001765	LOC108104475|XP_017066044.1|DEUG	LOC115762159|XP_030560133.1|DNOV
OG0001766	LOC108110838|XP_017075568.1|DEUG	LOC115760124|XP_030557182.1|DNOV
OG0001767	LOC108111201|XP_017076084.1|DEUG	LOC115758735|XP_030555345.1|DNOV, LOC115758692|XP_030555297.1|DNOV
OG0001768	LOC108111173|XP_017076041.1|DEUG	LOC115765893|XP_030565495.1|DNOV
OG0001769	LOC108102474|XP_017062971.1|DEUG	LOC115759320|XP_030556090.1|DNOV
OG0001770	LOC108111067|XP_017075884.1|DEUG	LOC115760045|XP_030557072.1|DNOV
OG0001771	LOC108111233|XP_017076125.1|DEUG	LOC115758600|XP_030555183.1|DNOV, LOC115758555|XP_030555113.1|DNOV
OG0001772	LOC108110829|XP_017075555.1|DEUG	LOC115763960|XP_030562618.1|DNOV
OG0001773	LOC108111013|XP_017075816.1|DEUG	LOC115763441|XP_030561866.1|DNOV
OG0001774	LOC108107289|XP_017070234.1|DEUG	LOC115762089|XP_030560044.1|DNOV
OG0001775	LOC108117274|XP_017085119.1|DEUG	LOC115768166|XP_030568522.1|DNOV
OG0001776	LOC108107042|XP_017069892.1|DEUG	LOC115763405|XP_030561816.1|DNOV
OG0001777	LOC108107098|XP_017069969.1|DEUG	LOC115759805|XP_030556749.1|DNOV
OG0001778	LOC108114301|XP_017081096.1|DEUG	LOC115759119|XP_030555822.1|DNOV
OG0001779	LOC108110756|XP_017075454.1|DEUG	LOC115763358|XP_030561743.1|DNOV
OG0001780	LOC108105584|XP_017067712.1|DEUG	LOC115762062|XP_030560008.1|DNOV
OG0001781	LOC108114860|XP_017081495.1|DEUG	LOC115763435|XP_030561858.1|DNOV
OG0001782	LOC108105790|XP_017068006.1|DEUG	LOC115769235|XP_030569808.1|DNOV
OG0001783	LOC108110979|XP_017075776.1|DEUG	LOC115763051|XP_030561336.1|DNOV
OG0001784	LOC108111021|XP_017075828.1|DEUG	LOC115758503|XP_030555050.1|DNOV
OG0001785	LOC108104795|XP_017066553.1|DEUG	LOC115762228|XP_030560223.1|DNOV
OG0001786	LOC108107157|XP_017070053.1|DEUG	LOC115760122|XP_030557179.1|DNOV
OG0001787	LOC108107028|XP_017069865.1|DEUG	LOC115759854|XP_030556815.1|DNOV, LOC115759983|XP_030556997.1|DNOV
OG0001788	LOC108106784|XP_017069515.1|DEUG	LOC115758091|XP_030554470.1|DNOV
OG0001789	LOC108113195|XP_017079211.1|DEUG	LOC115766544|XP_030566377.1|DNOV
OG0001790	LOC108107171|XP_017070075.1|DEUG	LOC115760171|XP_030557251.1|DNOV
OG0001791	LOC108106546|XP_017069192.1|DEUG	LOC115770853|XP_030572184.1|DNOV
OG0001792	LOC108107041|XP_017069890.1|DEUG	LOC115760120|XP_030557175.1|DNOV
OG0001793	LOC108106526|XP_017069141.1|DEUG	LOC115758192|XP_030554598.1|DNOV
OG0001794	LOC108115125|XP_017082287.1|DEUG	LOC115758830|XP_030555467.1|DNOV
OG0001795	LOC108118424|XP_017086594.1|DEUG, LOC108118422|XP_017086588.1|DEUG	LOC115760281|XP_030557410.1|DNOV
OG0001796	LOC108103505|XP_017064505.1|DEUG	LOC115767199|XP_030567249.1|DNOV
OG0001797	LOC108102337|XP_017062648.1|DEUG	LOC115766752|XP_030566590.1|DNOV
OG0001798	LOC108112803|XP_017078581.1|DEUG	LOC115758715|XP_030555328.1|DNOV
OG0001799	LOC108117675|XP_017085693.1|DEUG	LOC115765318|XP_030564678.1|DNOV
OG0001800	LOC108107158|XP_017070055.1|DEUG	LOC115759785|XP_030556720.1|DNOV
OG0001801	LOC108114662|XP_017081230.1|DEUG	LOC115769914|XP_030570797.1|DNOV
OG0001802	LOC108109536|XP_017073590.1|DEUG	LOC115759552|XP_030556374.1|DNOV
OG0001803	LOC108115175|XP_017081985.1|DEUG	LOC115763836|XP_030562455.1|DNOV
OG0001804	LOC108115327|XP_017082224.1|DEUG	LOC115759416|XP_030556168.1|DNOV
OG0001805	LOC108109863|XP_017074137.1|DEUG	LOC115770990|XP_030572342.1|DNOV
OG0001806	LOC108117512|XP_017085489.1|DEUG	LOC115770844|XP_030572141.1|DNOV, LOC115770909|XP_030572213.1|DNOV
OG0001807	LOC108105612|XP_017067780.1|DEUG	LOC115766065|XP_030565725.1|DNOV
OG0001808	LOC108116365|XP_017083684.1|DEUG	LOC115767883|XP_030568106.1|DNOV
OG0001810	LOC108115639|XP_017082681.1|DEUG	LOC115764652|XP_030563693.1|DNOV
OG0001811	LOC108109298|XP_017073283.1|DEUG	LOC115759566|XP_030556395.1|DNOV
OG0001812	LOC108103761|XP_017064868.1|DEUG	LOC115769132|XP_030569699.1|DNOV
OG0001813	LOC108117087|XP_017084774.1|DEUG	LOC115759659|XP_030556513.1|DNOV
OG0001814	LOC108115162|XP_017081962.1|DEUG	LOC115764616|XP_030563634.1|DNOV
OG0001815	LOC108115399|XP_017082325.1|DEUG	LOC115763695|XP_030562242.1|DNOV
OG0001816	LOC108114922|XP_017081599.1|DEUG	LOC115764576|XP_030563583.1|DNOV
OG0001817	LOC108104806|XP_017066577.1|DEUG	LOC115763938|XP_030562592.1|DNOV
OG0001818	LOC108111833|XP_017076927.1|DEUG, LOC108117589|XP_017085580.1|DEUG	LOC115768188|XP_030568557.1|DNOV
OG0001819	LOC108111955|XP_017077137.1|DEUG	LOC115765190|XP_030564481.1|DNOV
OG0001820	LOC108104926|XP_017066767.1|DEUG	LOC115767226|XP_030567283.1|DNOV
OG0001821	LOC108107202|XP_017070108.1|DEUG	LOC115761152|XP_030558683.1|DNOV
OG0001822	LOC108112244|XP_017077555.1|DEUG	LOC115760908|XP_030558338.1|DNOV
OG0001823	LOC108114307|XP_017080700.1|DEUG	LOC115766248|XP_030565971.1|DNOV
OG0001824	LOC108111054|XP_017075875.1|DEUG	LOC115760255|XP_030557376.1|DNOV
OG0001825	LOC108108904|XP_017072617.1|DEUG	LOC115767430|XP_030567569.1|DNOV
OG0001826	LOC108112772|XP_017078529.1|DEUG	LOC115759727|XP_030556608.1|DNOV
OG0001827	LOC108112478|XP_017077824.1|DEUG	LOC115758236|XP_030554648.1|DNOV
OG0001828	LOC108118378|XP_017086539.1|DEUG	LOC115767872|XP_030568092.1|DNOV, LOC115769940|XP_030570844.1|DNOV
OG0001829	LOC108106764|XP_017069493.1|DEUG	LOC115757828|XP_030554112.1|DNOV
OG0001830	LOC108112226|XP_017077535.1|DEUG	LOC115757906|XP_030554217.1|DNOV
OG0001831	LOC108108610|XP_017072197.1|DEUG	LOC115771387|XP_030572932.1|DNOV
OG0001832	LOC108103256|XP_017064153.1|DEUG	LOC115767569|XP_030567714.1|DNOV, LOC115767568|XP_030567713.1|DNOV, LOC115764066|XP_030562774.1|DNOV
OG0001833	LOC108107258|XP_017070175.1|DEUG	LOC115763798|XP_030562401.1|DNOV, LOC115761868|XP_030559731.1|DNOV
OG0001834	LOC108116162|XP_017083386.1|DEUG	LOC115761629|XP_030559318.1|DNOV
OG0001837	LOC108104629|XP_017066293.1|DEUG	LOC115769944|XP_030570848.1|DNOV
OG0001838	LOC108112051|XP_017077293.1|DEUG	LOC115760883|XP_030558305.1|DNOV
OG0001839	LOC108110585|XP_017075171.1|DEUG, LOC108108971|XP_017072716.1|DEUG	LOC115761395|XP_030559016.1|DNOV
OG0001841	LOC108104674|XP_017066355.1|DEUG, LOC108104673|XP_017066354.1|DEUG	LOC115770178|XP_030571198.1|DNOV
OG0001842	LOC108107688|XP_017070781.1|DEUG, LOC108107166|XP_017070067.1|DEUG	LOC115768084|XP_030568419.1|DNOV
OG0001843	LOC108108734|XP_017072361.1|DEUG, LOC108108733|XP_017072359.1|DEUG	LOC115769341|XP_030569962.1|DNOV
OG0001844	LOC108104259|XP_017065696.1|DEUG, LOC108104260|XP_017065697.1|DEUG	LOC115770246|XP_030571314.1|DNOV
OG0001845	LOC108112311|XP_017077626.1|DEUG	LOC115766547|XP_030566379.1|DNOV
OG0001846	LOC108117024|XP_017084682.1|DEUG, LOC108117023|XP_017084680.1|DEUG	LOC115771853|XP_030573595.1|DNOV
OG0001849	LOC108102449|XP_017062945.1|DEUG	LOC115761359|XP_030558965.1|DNOV
OG0001850	LOC108102376|XP_017062785.1|DEUG	LOC115766803|XP_030566688.1|DNOV
OG0001851	LOC108102308|XP_017062558.1|DEUG	LOC115766706|XP_030566484.1|DNOV
OG0001852	LOC108104724|XP_017066445.1|DEUG	LOC115762768|XP_030560977.1|DNOV
OG0001853	LOC108113576|XP_017079656.1|DEUG	LOC115764018|XP_030562707.1|DNOV
OG0001854	LOC108110074|XP_017074445.1|DEUG	LOC115766463|XP_030566258.1|DNOV
OG0001855	LOC108112430|XP_017077762.1|DEUG	LOC115764515|XP_030563472.1|DNOV
OG0001856	LOC108116505|XP_017083933.1|DEUG	LOC115767288|XP_030567379.1|DNOV
OG0001857	LOC108109714|XP_017073835.1|DEUG	LOC115764274|XP_030563059.1|DNOV
OG0001858	LOC108109961|XP_017074265.1|DEUG	LOC115764273|XP_030563058.1|DNOV
OG0001859	LOC108114590|XP_017081173.1|DEUG	LOC115767823|XP_030568024.1|DNOV
OG0001860	LOC108108640|XP_017072230.1|DEUG	LOC115770400|XP_030571513.1|DNOV
OG0001861	LOC108115812|XP_017082889.1|DEUG	LOC115757772|XP_030554057.1|DNOV
OG0001862	LOC108117688|XP_017085704.1|DEUG	LOC115764693|XP_030563747.1|DNOV
OG0001863	LOC108102997|XP_017063803.1|DEUG	LOC115765257|XP_030564596.1|DNOV
OG0001864	LOC108109136|XP_017073026.1|DEUG	LOC115772134|XP_030573974.1|DNOV
OG0001865	LOC108103491|XP_017064488.1|DEUG	LOC115766372|XP_030566132.1|DNOV
OG0001866	LOC108102444|XP_017062930.1|DEUG, LOC108116968|XP_017084612.1|DEUG	LOC115761422|XP_030559043.1|DNOV
OG0001867	LOC108108496|XP_017072038.1|DEUG	LOC115771049|XP_030572457.1|DNOV
OG0001868	LOC108103404|XP_017064350.1|DEUG	LOC115758670|XP_030555273.1|DNOV
OG0001869	LOC108110161|XP_017074572.1|DEUG	LOC115761194|XP_030558727.1|DNOV
OG0001870	LOC108103239|XP_017064128.1|DEUG	LOC115768684|XP_030569229.1|DNOV
OG0001871	LOC108117284|XP_017085130.1|DEUG	LOC115768171|XP_030568529.1|DNOV
OG0001872	LOC108111453|XP_017076413.1|DEUG	LOC115759595|XP_030556424.1|DNOV
OG0001873	LOC108117629|XP_017085650.1|DEUG	LOC115764771|XP_030563870.1|DNOV
OG0001874	LOC108113735|XP_017079911.1|DEUG	LOC115760351|XP_030557501.1|DNOV
