Orthogroup	DEUG.longest_only	DMIR.longest_only
OG0000525	LOC108104555|XP_017066186.1|DEUG	LOC108159598|XP_017148541.1|DMIR
OG0000526	LOC108114811|XP_017081421.1|DEUG	LOC108161341|XP_017151067.1|DMIR
OG0000526	LOC108109215|XP_017073149.1|DEUG	LOC108160012|XP_017149233.2|DMIR, LOC117193688|XP_033254309.1|DMIR, LOC117193689|XP_033254310.1|DMIR, LOC108160006|XP_017149226.1|DMIR
OG0000527	LOC108110657|XP_017075258.1|DEUG	LOC108162104|XP_017152155.1|DMIR
OG0000527	LOC108111032|XP_017075848.1|DEUG	LOC108162660|XP_017152985.1|DMIR
OG0000528	LOC108110490|XP_017075057.1|DEUG	LOC108164165|XP_017155265.1|DMIR
OG0000529	LOC108110538|XP_017075108.1|DEUG	LOC108163947|XP_017154976.2|DMIR
OG0000530	LOC108114155|XP_017080435.1|DEUG	LOC108152120|XP_017136693.1|DMIR
OG0000530	LOC108113616|XP_017079769.1|DEUG	LOC108153760|XP_017139387.1|DMIR
OG0000531	LOC108105668|XP_017067857.1|DEUG	LOC108163229|XP_017153875.1|DMIR
OG0000532	LOC108117098|XP_017084799.1|DEUG	LOC108154526|XP_017140318.1|DMIR
OG0000532	LOC108117086|XP_017084747.1|DEUG	LOC108157228|XP_017144674.1|DMIR
OG0000533	LOC108117714|XP_017085758.1|DEUG	LOC108163050|XP_017153613.1|DMIR
OG0000533	LOC108109477|XP_017073491.1|DEUG	LOC108155868|XP_017142476.1|DMIR
OG0000534	LOC108103808|XP_017064977.1|DEUG	LOC108158419|XP_017146187.1|DMIR
OG0000534	LOC108105823|XP_017068055.1|DEUG	LOC108163603|XP_017154481.1|DMIR
OG0000535	LOC108112462|XP_017077804.1|DEUG	LOC117188058|XP_033247202.1|DMIR, LOC108158515|XP_017146381.2|DMIR
OG0000535	LOC108109288|XP_017073270.1|DEUG	LOC108160010|XP_017149229.1|DMIR, LOC117191773|XP_033252434.1|DMIR
OG0000536	LOC108108090|XP_017071470.1|DEUG	LOC108150905|XP_017134708.1|DMIR
OG0000537	LOC108113355|XP_017079408.1|DEUG	LOC117187954|XP_033246853.1|DMIR, LOC117188098|XP_033247319.1|DMIR, LOC108157955|XP_033247353.1|DMIR, LOC108160241|XP_033248168.1|DMIR, LOC117190072|XP_033251043.1|DMIR, LOC117189479|XP_033250504.1|DMIR, LOC117189823|XP_033250777.1|DMIR, LOC117190488|XP_033251446.1|DMIR, LOC117190216|XP_033251159.1|DMIR
OG0000538	LOC108113053|XP_017078972.1|DEUG	LOC117187732|XP_033246408.1|DMIR, LOC117191819|XP_033252473.1|DMIR, LOC108158398|XP_033252442.1|DMIR
OG0000538	LOC108104551|XP_017066181.1|DEUG	LOC117194200|XP_033254746.1|DMIR, LOC108158958|XP_017147275.1|DMIR
OG0000539	LOC108113537|XP_017079621.1|DEUG	LOC108157614|XP_017145234.1|DMIR
OG0000539	LOC108113649|XP_017079809.1|DEUG	LOC108157546|XP_017145140.1|DMIR
OG0000540	LOC108115424|XP_017082349.1|DEUG	LOC108164149|XP_017155243.1|DMIR
OG0000541	LOC108112337|XP_017077655.1|DEUG	LOC117193402|XP_033254045.1|DMIR, LOC108160852|XP_017150598.1|DMIR, LOC117193403|XP_033254046.1|DMIR
OG0000542	LOC108113718|XP_017079888.1|DEUG	LOC108155047|XP_017141110.1|DMIR
OG0000542	LOC108102311|XP_017062563.1|DEUG	LOC108164464|XP_017155687.1|DMIR
OG0000543	LOC108108840|XP_017072537.1|DEUG	LOC108156691|XP_017143824.1|DMIR
OG0000543	LOC108108882|XP_017072589.1|DEUG	LOC117190401|XP_033251367.1|DMIR, LOC108158192|XP_017145900.1|DMIR
OG0000544	LOC108114631|XP_017081186.1|DEUG	LOC108152877|XP_017137997.1|DMIR
OG0000544	LOC108115167|XP_017081974.1|DEUG	LOC108154852|XP_017140762.1|DMIR
OG0000545	LOC108117292|XP_017085137.1|DEUG	LOC108157416|XP_017144956.1|DMIR
OG0000545	LOC108117263|XP_017085105.1|DEUG	LOC108157383|XP_017144903.1|DMIR
OG0000546	LOC108116177|XP_017083407.1|DEUG	LOC108156588|XP_033244251.1|DMIR, LOC117187157|XP_033245118.1|DMIR
OG0000546	LOC108102901|XP_017063608.1|DEUG	LOC108160653|XP_017150318.1|DMIR
OG0000548	LOC108114171|XP_017080455.1|DEUG	LOC108153642|XP_017139234.1|DMIR
OG0000548	LOC108114172|XP_017080456.1|DEUG	LOC108153443|XP_017138947.1|DMIR
OG0000549	LOC108109191|XP_017073115.1|DEUG	LOC117194129|XP_033254666.1|DMIR, LOC117194130|XP_033254667.1|DMIR, LOC108158686|XP_017146708.1|DMIR
OG0000550	LOC108105269|XP_017067238.1|DEUG	LOC108165598|XP_017157162.1|DMIR
OG0000550	LOC108104657|XP_017066328.1|DEUG	LOC108165596|XP_017157159.1|DMIR
OG0000551	LOC108112497|XP_017077865.1|DEUG	LOC117192397|XP_033252965.1|DMIR
OG0000552	LOC108111351|XP_017076272.1|DEUG	LOC108156015|XP_017142728.1|DMIR
OG0000552	LOC108111451|XP_017076411.1|DEUG	LOC108156014|XP_017142727.1|DMIR
OG0000553	LOC108110939|XP_017075722.1|DEUG	LOC108162252|XP_017152389.1|DMIR
OG0000554	LOC108116704|XP_017084210.1|DEUG	LOC108157174|XP_017144585.1|DMIR
OG0000554	LOC108116705|XP_017084211.1|DEUG	LOC108157175|XP_017144586.1|DMIR
OG0000555	LOC108104636|XP_017066299.1|DEUG	LOC117186632|XP_033243536.1|DMIR, LOC108152733|XP_017137765.2|DMIR, LOC108153277|XP_017138635.1|DMIR
OG0000555	LOC108107775|XP_017070959.1|DEUG	LOC108151735|XP_017136026.1|DMIR
OG0000556	LOC108105371|XP_017067396.1|DEUG	LOC108161754|XP_017151579.1|DMIR
OG0000556	LOC108116500|XP_017083922.1|DEUG	LOC117187240|XP_033245389.1|DMIR, LOC117187239|XP_033245387.1|DMIR, LOC117187241|XP_033245390.1|DMIR, LOC117187238|XP_033245384.1|DMIR, LOC108155847|XP_017142448.1|DMIR
OG0000557	LOC108111741|XP_017076783.1|DEUG	LOC108153880|XP_017139470.1|DMIR
OG0000557	LOC108111736|XP_017076779.1|DEUG	LOC108153881|XP_017139471.1|DMIR
OG0000558	LOC108116321|XP_017083617.1|DEUG	LOC108155557|XP_017141937.1|DMIR
OG0000558	LOC108104947|XP_017066800.1|DEUG	LOC108156833|XP_017144072.1|DMIR
OG0000559	LOC108112189|XP_017077528.1|DEUG	LOC108156838|XP_017144037.2|DMIR
OG0000559	LOC108118186|XP_017086234.1|DEUG	LOC108152749|XP_017137794.1|DMIR
OG0000560	LOC108113247|XP_017079283.1|DEUG	LOC117189550|XP_033250587.1|DMIR, LOC108159637|XP_017148589.1|DMIR
OG0000560	LOC108113246|XP_017079281.1|DEUG	LOC117189549|XP_033250586.1|DMIR, LOC108159636|XP_017148588.1|DMIR
OG0000561	LOC108108172|XP_017071603.1|DEUG	LOC108153510|XP_017139055.1|DMIR
OG0000561	LOC108107573|XP_017070622.1|DEUG	LOC108153563|XP_017139127.1|DMIR
OG0000562	LOC108114401|XP_017080863.1|DEUG	LOC108152208|XP_017136857.1|DMIR
OG0000562	LOC108114579|XP_017081122.1|DEUG	LOC108153094|XP_017138364.1|DMIR
OG0000563	LOC108113936|XP_017080132.1|DEUG	LOC108153620|XP_033242960.1|DMIR
OG0000564	LOC108114025|XP_017080262.1|DEUG	LOC108152260|XP_017136957.1|DMIR
OG0000564	LOC108113996|XP_017080229.1|DEUG	LOC108152261|XP_017136958.1|DMIR, LOC108152262|XP_017136959.1|DMIR
OG0000566	LOC108117297|XP_017085145.1|DEUG	LOC108155717|XP_017142206.1|DMIR
OG0000566	LOC108108062|XP_017071427.1|DEUG	LOC108152669|XP_017137655.1|DMIR
OG0000567	LOC108103197|XP_017064074.1|DEUG	LOC108165046|XP_017156574.1|DMIR
OG0000567	LOC108103213|XP_017064097.1|DEUG	LOC108164926|XP_017156403.1|DMIR
OG0000568	LOC108104311|XP_017065784.1|DEUG	LOC117185798|XP_033249913.1|DMIR
OG0000568	LOC108115030|XP_017081764.1|DEUG	LOC108157133|XP_017144521.1|DMIR
OG0000569	LOC108110369|XP_017074911.1|DEUG	LOC108155369|XP_017141622.1|DMIR
OG0000569	LOC108117015|XP_017084672.1|DEUG	LOC108156849|XP_017144061.1|DMIR
OG0000570	LOC108116717|XP_017084227.1|DEUG	LOC108156721|XP_017143860.1|DMIR
OG0000570	LOC108116695|XP_017084198.1|DEUG	LOC108156722|XP_017143861.1|DMIR
OG0000571	LOC108116057|XP_017083247.1|DEUG	LOC108157642|XP_017145276.1|DMIR
OG0000571	LOC108115998|XP_017083159.1|DEUG	LOC108157243|XP_033245175.1|DMIR
OG0000572	LOC108116814|XP_017084352.1|DEUG	LOC108154296|XP_017140036.1|DMIR
OG0000572	LOC108116825|XP_017084364.1|DEUG	LOC108157792|XP_017145472.1|DMIR
OG0000573	LOC108108099|XP_017071489.1|DEUG	LOC108153046|XP_017138299.1|DMIR
OG0000573	LOC108109145|XP_017073037.1|DEUG	LOC117187830|XP_033246589.1|DMIR, LOC108160231|XP_017149574.2|DMIR
OG0000574	LOC108114187|XP_017080485.1|DEUG	LOC108151596|XP_017135764.1|DMIR
OG0000574	LOC108117259|XP_017085099.1|DEUG	LOC108157619|XP_017145244.1|DMIR
OG0000575	LOC108108107|XP_017071505.1|DEUG	LOC108153235|XP_017138561.1|DMIR
OG0000575	LOC108108142|XP_017071558.1|DEUG	LOC108153412|XP_017138896.1|DMIR
OG0000576	LOC108116188|XP_017083418.1|DEUG, LOC108116187|XP_017083417.1|DEUG	LOC108157715|XP_017145374.1|DMIR
OG0000577	LOC108107058|XP_017069911.1|DEUG	LOC108161710|XP_017151518.1|DMIR
OG0000577	LOC108107018|XP_017069854.1|DEUG	LOC108161705|XP_017151512.1|DMIR
OG0000578	LOC108110704|XP_017075336.1|DEUG	LOC108163271|XP_017153961.2|DMIR
OG0000578	LOC108113167|XP_017079171.1|DEUG	LOC108160551|XP_017150108.1|DMIR
OG0000579	LOC108116830|XP_017084370.1|DEUG	LOC108154369|XP_017140123.1|DMIR
OG0000579	LOC108114503|XP_017081011.1|DEUG	LOC108152574|XP_017137502.1|DMIR
OG0000580	LOC108116459|XP_017083877.1|DEUG	LOC108155607|XP_017142022.1|DMIR
OG0000580	LOC108116414|XP_017083787.1|DEUG	LOC108155606|XP_033244068.1|DMIR
OG0000581	LOC108110214|XP_017074681.1|DEUG	LOC108156470|XP_017143427.1|DMIR
OG0000581	LOC108102943|XP_017063702.1|DEUG	LOC108164756|XP_017156146.1|DMIR
OG0000582	LOC108114379|XP_017080823.1|DEUG	LOC108152766|XP_017137830.1|DMIR
OG0000582	LOC108109179|XP_017073096.1|DEUG	LOC117188037|XP_033247081.1|DMIR, LOC108158599|XP_017146547.2|DMIR
OG0000583	LOC108109046|XP_017072834.1|DEUG	LOC108159135|XP_017147618.1|DMIR, LOC117189982|XP_033250955.1|DMIR
OG0000583	LOC108109045|XP_017072832.1|DEUG	LOC108160536|XP_017150087.1|DMIR, LOC117192290|XP_033252840.1|DMIR
OG0000584	LOC108110519|XP_017075088.1|DEUG	LOC108163793|XP_017154769.1|DMIR
OG0000584	LOC108110523|XP_017075092.1|DEUG	LOC108159566|XP_017148492.1|DMIR, LOC108163792|XP_017154768.1|DMIR
OG0000585	LOC108109897|XP_017074193.1|DEUG, LOC108109783|XP_017073951.1|DEUG	LOC108153695|XP_017139309.1|DMIR, LOC108153693|XP_017139308.1|DMIR
OG0000586	LOC108113294|XP_017079334.1|DEUG	LOC108160378|XP_017149845.1|DMIR
OG0000586	LOC108112041|XP_017077283.1|DEUG	LOC108159053|XP_017147474.1|DMIR
OG0000589	LOC108116982|XP_017084637.1|DEUG	LOC117194527|XP_033254969.1|DMIR, LOC108153560|XP_017139133.1|DMIR, LOC117194508|XP_033254951.1|DMIR, LOC117194550|XP_033254989.1|DMIR, LOC117194529|XP_033254970.1|DMIR, LOC117194517|XP_033254958.1|DMIR, LOC108151183|XP_033255728.1|DMIR, LOC117191258|XP_033252066.1|DMIR, LOC117189291|XP_033250344.1|DMIR, LOC117194511|XP_033254952.1|DMIR, LOC117194551|XP_033254990.1|DMIR, LOC117194552|XP_033254991.1|DMIR, LOC117194700|XP_033255101.1|DMIR, LOC117194699|XP_033255100.1|DMIR, LOC117194512|XP_033254953.1|DMIR, LOC117195127|XP_033255669.1|DMIR, LOC117195128|XP_033255670.1|DMIR, LOC117189292|XP_033250345.1|DMIR, LOC117194704|XP_033255104.1|DMIR, LOC117195130|XP_033255673.1|DMIR, LOC117194575|XP_033255008.1|DMIR, LOC117194565|XP_033255000.1|DMIR, LOC117195129|XP_033255672.1|DMIR, LOC117192159|XP_033252710.1|DMIR, LOC117194707|XP_033255107.1|DMIR
OG0000590	LOC108115589|XP_017082591.1|DEUG	LOC108154319|XP_017140067.1|DMIR
OG0000590	LOC108110396|XP_017074945.1|DEUG	LOC108164690|XP_017156049.1|DMIR
OG0000592	LOC108113022|XP_017078939.1|DEUG	LOC117189441|XP_033250447.1|DMIR, LOC108158972|XP_017147299.1|DMIR
OG0000592	LOC108106343|XP_017068812.1|DEUG	LOC108158243|XP_017145965.2|DMIR, LOC117191493|XP_033252236.1|DMIR, LOC117191867|XP_033252524.1|DMIR
OG0000593	LOC108115956|XP_017083082.1|DEUG	LOC108154409|XP_017140168.1|DMIR
OG0000593	LOC108104940|XP_017066791.1|DEUG	LOC117186193|XP_033242375.1|DMIR
OG0000594	LOC108116047|XP_017083234.1|DEUG	LOC108154736|XP_017140593.1|DMIR
OG0000594	LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG	LOC108157725|XP_017145384.1|DMIR
OG0000595	LOC108116957|XP_017084601.1|DEUG	LOC108155130|XP_017141263.1|DMIR
OG0000595	LOC108115988|XP_017083137.1|DEUG	LOC108155106|XP_017141226.1|DMIR
OG0000596	LOC108105413|XP_017067450.1|DEUG	LOC108153523|XP_017139071.2|DMIR
OG0000596	LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG	LOC108156919|XP_017144158.1|DMIR
OG0000597	LOC108117476|XP_017085387.1|DEUG	LOC108155164|XP_017141318.1|DMIR
OG0000597	LOC108104001|XP_017065280.1|DEUG	LOC108154018|XP_033246164.1|DMIR
OG0000598	LOC108116917|XP_017084545.1|DEUG	LOC108157623|XP_017145248.1|DMIR
OG0000599	LOC108104715|XP_017066425.1|DEUG	LOC108151841|XP_017136212.1|DMIR
OG0000600	LOC108113328|XP_017079374.1|DEUG	LOC117191191|XP_033252023.1|DMIR, LOC108160709|XP_017150368.1|DMIR
OG0000600	LOC108113283|XP_017079321.1|DEUG	LOC117190981|XP_033251851.1|DMIR, LOC108160707|XP_017150366.1|DMIR
OG0000601	LOC108107110|XP_017069988.1|DEUG	LOC108161425|XP_017151174.1|DMIR
OG0000601	LOC108110865|XP_017075601.1|DEUG	LOC108162429|XP_033250092.1|DMIR
OG0000602	LOC108111242|XP_017076134.1|DEUG	LOC108163853|XP_017154856.1|DMIR
OG0000602	LOC108110493|XP_017075061.1|DEUG	LOC108164214|XP_017155336.1|DMIR
OG0000603	LOC108106149|XP_017068538.1|DEUG	LOC108163151|XP_017153756.1|DMIR
OG0000604	LOC108110868|XP_017075604.1|DEUG	LOC108163785|XP_017154757.2|DMIR
OG0000604	LOC108110870|XP_017075605.1|DEUG	LOC108161720|XP_017151529.1|DMIR
OG0000605	LOC108115505|XP_017082486.1|DEUG	LOC108161799|XP_017151638.2|DMIR
OG0000606	LOC108115657|XP_017082705.1|DEUG	LOC108157126|XP_017144507.1|DMIR
OG0000607	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG	LOC108156929|XP_017144173.1|DMIR
OG0000607	LOC108110244|XP_017074720.1|DEUG	LOC108155453|XP_017141758.1|DMIR
OG0000608	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG	LOC108157802|XP_017145483.1|DMIR
OG0000608	LOC108113590|XP_017079726.1|DEUG	LOC108156486|XP_017143456.1|DMIR
OG0000609	LOC108110750|XP_017075452.1|DEUG	LOC108161378|XP_017151114.1|DMIR
OG0000609	LOC108110310|XP_017074809.1|DEUG	LOC108160308|XP_017149717.1|DMIR
OG0000610	LOC108108627|XP_017072216.1|DEUG	LOC108151421|XP_033243666.1|DMIR
OG0000610	LOC108112393|XP_017077723.1|DEUG	LOC117193535|XP_033254172.1|DMIR, LOC108159772|XP_017148820.1|DMIR
OG0000611	LOC108109142|XP_017073029.1|DEUG	LOC108159326|XP_033247539.1|DMIR, LOC117185872|XP_033252846.1|DMIR
OG0000611	LOC108113308|XP_017079349.1|DEUG	LOC117188236|XP_033247646.1|DMIR, LOC108160713|XP_033252067.1|DMIR
OG0000612	LOC108108408|XP_017071949.1|DEUG, LOC108108409|XP_017071950.1|DEUG	LOC108152813|XP_033243517.1|DMIR, LOC108152808|XP_017137884.1|DMIR
OG0000612	LOC108108410|XP_017071952.1|DEUG	LOC108152809|XP_017137885.1|DMIR
OG0000614	LOC108111298|XP_017076180.1|DEUG	LOC108154061|XP_017139641.2|DMIR
OG0000614	LOC108109678|XP_017073757.1|DEUG	LOC108156941|XP_017144197.1|DMIR
OG0000615	LOC108109938|XP_017074228.1|DEUG	LOC108151619|XP_017135807.1|DMIR
OG0000615	LOC108110053|XP_017074421.1|DEUG	LOC108155366|XP_017141619.1|DMIR, LOC117190155|XP_033251116.1|DMIR, LOC117190826|XP_033251755.1|DMIR, LOC117191438|XP_033252196.1|DMIR
OG0000616	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG	LOC108164742|XP_017156126.1|DMIR
OG0000617	LOC108115802|XP_017082876.1|DEUG	LOC108156760|XP_017143912.1|DMIR
OG0000617	LOC108111820|XP_017076917.1|DEUG	LOC108155625|XP_017142046.1|DMIR
OG0000618	LOC108109549|XP_017073608.1|DEUG	LOC108156222|XP_017143048.1|DMIR
OG0000618	LOC108108749|XP_017072394.1|DEUG	LOC108153057|XP_017138318.1|DMIR
OG0000619	LOC108111979|XP_017077181.1|DEUG	LOC108160222|XP_033250850.1|DMIR, LOC117187680|XP_033246245.1|DMIR
OG0000620	LOC108105014|XP_017066902.1|DEUG	LOC108156830|XP_017144031.1|DMIR
OG0000620	LOC108117355|XP_017085222.1|DEUG	LOC108151967|XP_017136405.1|DMIR
OG0000621	LOC108117147|XP_017084894.1|DEUG	LOC108157069|XP_017144393.1|DMIR
OG0000621	LOC108105470|XP_017067558.1|DEUG	LOC108155767|XP_017142306.1|DMIR
OG0000622	LOC108114602|XP_017081151.1|DEUG	LOC108153711|XP_017139328.1|DMIR
OG0000622	LOC108108321|XP_017071838.1|DEUG	LOC108153565|XP_033243175.1|DMIR
OG0000623	LOC108102839|XP_017063521.1|DEUG	LOC108153146|XP_017138436.1|DMIR
OG0000623	LOC108102735|XP_017063372.1|DEUG	LOC108153015|XP_017138250.1|DMIR
OG0000624	LOC108113154|XP_017079152.1|DEUG	LOC117190717|XP_033251677.1|DMIR, LOC108158984|XP_017147318.1|DMIR
OG0000625	LOC108107929|XP_017071244.1|DEUG	LOC108152326|XP_017137061.1|DMIR
OG0000625	LOC108107930|XP_017071248.1|DEUG	LOC108152328|XP_017137063.1|DMIR
OG0000626	LOC108104769|XP_017066494.1|DEUG	LOC108159864|XP_017148954.1|DMIR, LOC117193970|XP_033254510.1|DMIR
OG0000626	LOC108109243|XP_017073209.1|DEUG	LOC108160119|XP_017149401.1|DMIR
OG0000627	LOC108108604|XP_017072192.1|DEUG	LOC108153612|XP_017139200.1|DMIR
OG0000627	LOC108110276|XP_017074751.1|DEUG	LOC108163931|XP_017154956.1|DMIR
OG0000628	LOC108110580|XP_017075165.1|DEUG	LOC108163852|XP_033249303.1|DMIR
OG0000628	LOC108110804|XP_017075523.1|DEUG	LOC108162514|XP_017152784.1|DMIR
OG0000629	LOC108116526|XP_017083953.1|DEUG	LOC108157552|XP_017145145.1|DMIR
OG0000629	LOC108115487|XP_017082461.1|DEUG	LOC108162750|XP_017153118.2|DMIR
OG0000630	LOC108107029|XP_017069866.1|DEUG	LOC108163434|XP_017154207.1|DMIR
OG0000630	LOC108107090|XP_017069956.1|DEUG	LOC108163399|XP_017154150.2|DMIR
OG0000631	LOC108104117|XP_017065506.1|DEUG	LOC108163704|XP_017154633.1|DMIR
OG0000631	LOC108105175|XP_017067115.1|DEUG	LOC108163340|XP_017154066.1|DMIR
OG0000632	LOC108102667|XP_017063296.1|DEUG	LOC108161388|XP_017151126.1|DMIR
OG0000632	LOC108102530|XP_017063056.1|DEUG	LOC108162597|XP_017152904.1|DMIR
OG0000633	LOC108107950|XP_017071271.1|DEUG	LOC108151024|XP_017134873.1|DMIR
OG0000633	LOC108107538|XP_017070567.1|DEUG	LOC108151008|XP_033242463.1|DMIR
OG0000634	LOC108112903|XP_017078749.1|DEUG	LOC108159633|XP_033246612.1|DMIR
OG0000635	LOC108109171|XP_017073084.1|DEUG	LOC108160100|XP_017149378.1|DMIR
OG0000635	LOC108115221|XP_017082066.1|DEUG	LOC117186659|XP_033243588.1|DMIR, LOC117186670|XP_033243601.1|DMIR, LOC117186672|XP_033243602.1|DMIR
OG0000636	LOC108106897|XP_017069635.1|DEUG	LOC108164306|XP_017155444.1|DMIR
OG0000636	LOC108106905|XP_017069643.1|DEUG	LOC108161460|XP_017151212.2|DMIR
OG0000637	LOC108103691|XP_017064769.1|DEUG	LOC108164885|XP_017156323.1|DMIR
OG0000637	LOC108103690|XP_017064768.1|DEUG	LOC108158187|XP_033248192.1|DMIR
OG0000638	LOC108116715|XP_017084225.1|DEUG	LOC108157309|XP_017144802.1|DMIR
OG0000638	LOC108103947|XP_017065200.1|DEUG	LOC108161453|XP_017151208.1|DMIR, LOC108164927|XP_017156404.1|DMIR, LOC117186182|XP_033242334.1|DMIR, LOC108151268|XP_017135279.1|DMIR
OG0000639	LOC108114134|XP_017080399.1|DEUG	LOC108152078|XP_017136600.1|DMIR
OG0000641	LOC108110420|XP_017074976.1|DEUG	LOC117188681|XP_033248766.1|DMIR, LOC117188678|XP_033248761.1|DMIR, LOC117188679|XP_033248762.1|DMIR, LOC117188680|XP_033248765.1|DMIR, LOC108161195|XP_017150905.2|DMIR, LOC117188686|XP_033248769.1|DMIR
OG0000641	LOC108115049|XP_017081786.1|DEUG	LOC117188693|XP_033248815.1|DMIR, LOC108161220|XP_033248816.1|DMIR
OG0000642	LOC108105728|XP_017067931.1|DEUG	LOC108163836|XP_017154837.1|DMIR, LOC108163837|XP_033249211.1|DMIR
OG0000643	LOC108115752|XP_017082810.1|DEUG, LOC108115753|XP_017082811.1|DEUG, LOC108115750|XP_017082809.1|DEUG, LOC108115749|XP_017082808.1|DEUG	LOC108153972|XP_017139557.1|DMIR
OG0000644	LOC108114651|XP_017081212.1|DEUG, LOC108114007|XP_017080242.1|DEUG, LOC108113919|XP_017080114.1|DEUG	LOC108151253|XP_017135258.1|DMIR, LOC108152757|XP_017137809.1|DMIR
OG0000645	LOC108113184|XP_017079200.1|DEUG	LOC108163523|XP_033249621.1|DMIR, LOC108163524|XP_017154361.1|DMIR
OG0000646	LOC108116686|XP_017084188.1|DEUG	LOC108155918|XP_017142558.1|DMIR
OG0000646	LOC108116025|XP_017083201.1|DEUG	LOC117186943|XP_033244239.1|DMIR
OG0000647	LOC108115405|XP_017082332.1|DEUG	LOC108154615|XP_017140421.2|DMIR
OG0000647	LOC108104307|XP_017065774.1|DEUG	LOC108165081|XP_017156620.1|DMIR
OG0000648	LOC108105393|XP_017067425.1|DEUG	LOC108165019|XP_017156545.1|DMIR
OG0000648	LOC108105322|XP_017067304.1|DEUG	LOC108165076|XP_017156616.1|DMIR
OG0000649	LOC108109958|XP_017074262.1|DEUG	LOC117188655|XP_033248725.1|DMIR
OG0000649	LOC108109965|XP_017074270.1|DEUG	LOC117189217|XP_033250168.1|DMIR
OG0000650	LOC108116610|XP_017084063.1|DEUG	LOC108154912|XP_033244844.1|DMIR
OG0000650	LOC108102382|XP_017062809.1|DEUG	LOC108164481|XP_017155727.1|DMIR
OG0000651	LOC108114205|XP_017080513.1|DEUG	LOC108151855|XP_017136229.1|DMIR
OG0000651	LOC108108089|XP_017071469.1|DEUG	LOC108152898|XP_017138034.1|DMIR
OG0000652	LOC108113185|XP_017079201.1|DEUG	LOC117190768|XP_033251720.1|DMIR, LOC108159128|XP_017147609.1|DMIR
OG0000652	LOC108104435|XP_017065982.1|DEUG	LOC108164552|XP_017155854.1|DMIR
OG0000653	LOC108111757|XP_017076803.1|DEUG	LOC108154827|XP_017140718.1|DMIR
OG0000653	LOC108115014|XP_017081744.1|DEUG	LOC108156216|XP_017143045.1|DMIR
OG0000654	LOC108102828|XP_017063506.1|DEUG	LOC108151762|XP_017136092.1|DMIR
OG0000654	LOC108114343|XP_017080764.1|DEUG	LOC108152239|XP_017136921.1|DMIR
OG0000655	LOC108112546|XP_017077971.1|DEUG	LOC108159591|XP_017148531.1|DMIR, LOC117185817|XP_033254279.1|DMIR
OG0000655	LOC108102558|XP_017063118.1|DEUG	LOC117188749|XP_033248941.1|DMIR
OG0000656	LOC108111794|XP_017076872.1|DEUG	LOC108154278|XP_017140018.1|DMIR
OG0000657	LOC108104638|XP_017066303.1|DEUG	LOC108165394|XP_017156921.1|DMIR
OG0000657	LOC108111009|XP_017075810.1|DEUG	LOC108162797|XP_017153188.1|DMIR
OG0000658	LOC108105385|XP_017067418.1|DEUG	LOC108159010|XP_017147377.1|DMIR
OG0000658	LOC108116173|XP_017083402.1|DEUG	LOC108155981|XP_017142658.1|DMIR
OG0000659	LOC108111083|XP_017075907.1|DEUG	LOC108163177|XP_017153803.1|DMIR
OG0000659	LOC108107107|XP_017069985.1|DEUG	LOC108163114|XP_017153704.2|DMIR, LOC117189162|XP_033250122.1|DMIR, LOC117189161|XP_033250120.1|DMIR
OG0000660	LOC108111148|XP_017076005.1|DEUG	LOC108161991|XP_017151948.1|DMIR
OG0000661	LOC108102739|XP_017063377.1|DEUG	LOC108151080|XP_017134951.1|DMIR
OG0000661	LOC108102586|XP_017063176.1|DEUG	LOC108163656|XP_033248849.1|DMIR
OG0000662	LOC108108110|XP_017071509.1|DEUG	LOC108153236|XP_017138562.1|DMIR
OG0000662	LOC108117089|XP_017084776.1|DEUG	LOC108153761|XP_017139388.1|DMIR
OG0000663	LOC108107275|XP_017070205.1|DEUG	LOC117194726|XP_033255120.1|DMIR, LOC117195136|XP_033255679.1|DMIR, LOC117195145|XP_033255684.1|DMIR, LOC117194457|XP_033254915.1|DMIR, LOC117194386|XP_033254850.1|DMIR, LOC117194623|XP_033255041.1|DMIR, LOC117189282|XP_033250338.1|DMIR, LOC117194634|XP_033255044.1|DMIR, LOC117195141|XP_033255682.1|DMIR, LOC117194643|XP_033255051.1|DMIR, LOC117194446|XP_033254905.1|DMIR, LOC117190422|XP_033251390.1|DMIR, LOC117192051|XP_033252658.1|DMIR, LOC108158873|XP_033252391.1|DMIR, LOC117194415|XP_033254876.1|DMIR, LOC117191355|XP_033252139.1|DMIR, LOC117191356|XP_033252140.1|DMIR, LOC117189612|XP_033250624.1|DMIR, LOC117189610|XP_033250623.1|DMIR, LOC117194621|XP_033255039.1|DMIR, LOC117194668|XP_033255072.1|DMIR, LOC117188453|XP_033248243.1|DMIR
OG0000664	LOC108110316|XP_017074818.1|DEUG	LOC108162169|XP_017152252.1|DMIR
OG0000665	LOC108113690|XP_017079855.1|DEUG	LOC108157483|XP_017145061.1|DMIR
OG0000665	LOC108113805|XP_017080003.1|DEUG	LOC108157337|XP_017144844.1|DMIR
