Orthogroup	DEUG.longest_only	DBUS.longest_only
OG0002477	LOC108109291|XP_017073274.1|DEUG	LOC108595238|XP_017835925.1|DBUS
OG0002478	LOC108112001|XP_017077226.1|DEUG	LOC108595413|XP_017836130.1|DBUS
OG0002479	LOC108106455|XP_017069010.1|DEUG	LOC108596097|XP_017837005.1|DBUS
OG0002480	LOC108105315|XP_017067296.1|DEUG	LOC108596547|XP_017837928.1|DBUS
OG0002481	LOC108104393|XP_017065922.1|DEUG	LOC108606508|XP_017852167.1|DBUS
OG0002483	LOC108107440|XP_017070469.1|DEUG	LOC108596566|XP_017837958.1|DBUS
OG0002484	LOC108112681|XP_017078361.1|DEUG	LOC108595520|XP_017836263.1|DBUS
OG0002485	LOC108104510|XP_017066116.1|DEUG	LOC108596938|XP_017838660.1|DBUS
OG0002486	LOC108114336|XP_017080751.1|DEUG	LOC108599249|XP_017841534.2|DBUS
OG0002487	LOC108118104|XP_017086144.1|DEUG	LOC108608293|XP_033149337.1|DBUS
OG0002488	LOC108113240|XP_017079273.1|DEUG	LOC108595135|XP_017835787.1|DBUS
OG0002489	LOC108108552|XP_017072122.1|DEUG	LOC108598469|XP_017840603.2|DBUS
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC108595173|XP_017835839.1|DBUS
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC108596288|XP_017837365.1|DBUS
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC108595313|XP_017836020.1|DBUS
OG0002494	LOC108110217|XP_017074692.1|DEUG	LOC108602429|XP_033148944.1|DBUS
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC108597323|XP_017839301.1|DBUS
OG0002496	LOC108113632|XP_017079789.1|DEUG	LOC108602517|XP_017846139.1|DBUS
OG0002497	LOC108114257|XP_017080643.1|DEUG	LOC108598098|XP_017840203.1|DBUS
OG0002498	LOC108114743|XP_017081349.1|DEUG	LOC108599384|XP_017841680.1|DBUS
OG0002499	LOC108104623|XP_017066285.1|DEUG	LOC108598580|XP_017840760.1|DBUS
OG0002500	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG	LOC108594972|XP_017835594.1|DBUS
OG0002501	LOC108102527|XP_017063052.1|DEUG	LOC108602562|XP_017846188.2|DBUS
OG0002502	LOC108106226|XP_017068641.1|DEUG, LOC108106255|XP_017068708.1|DEUG	LOC108595808|XP_017836588.1|DBUS
OG0002504	LOC108114044|XP_017080281.1|DEUG	LOC108598160|XP_017840265.2|DBUS
OG0002505	LOC108109155|XP_017073063.1|DEUG, LOC108109156|XP_017073064.1|DEUG	LOC108596260|XP_017837307.1|DBUS
OG0002508	LOC108109960|XP_017074264.1|DEUG	LOC108607027|XP_033150302.1|DBUS
OG0002509	LOC108113262|XP_017079300.1|DEUG	LOC108595024|XP_017835648.1|DBUS
OG0002510	LOC108102424|XP_017062891.1|DEUG	LOC108605166|XP_017850240.2|DBUS
OG0002511	LOC108116926|XP_017084556.1|DEUG	LOC108604294|XP_017849197.1|DBUS
OG0002512	LOC108102327|XP_017062607.1|DEUG	LOC108607424|XP_017853720.1|DBUS
OG0002513	LOC108110358|XP_017074891.1|DEUG	LOC108603948|XP_017848628.1|DBUS
OG0002514	LOC108102862|XP_017063553.1|DEUG	LOC108600148|XP_017843030.1|DBUS
OG0002516	LOC108113602|XP_017079746.1|DEUG	LOC108602158|XP_017845679.1|DBUS
OG0002517	LOC108102970|XP_017063760.1|DEUG	LOC108606374|XP_033150381.1|DBUS
OG0002518	LOC108116809|XP_017084346.1|DEUG	LOC108602648|XP_017846283.1|DBUS
OG0002519	LOC108109141|XP_017073028.1|DEUG	LOC108597616|XP_017839745.1|DBUS
OG0002520	LOC108103245|XP_017064136.1|DEUG	LOC108606869|XP_017852868.1|DBUS
OG0002521	LOC108109993|XP_017074317.1|DEUG	LOC108605410|XP_017850568.1|DBUS
OG0002522	LOC108116967|XP_017084611.1|DEUG	LOC108602003|XP_017845493.1|DBUS
OG0002523	LOC108109049|XP_017072855.1|DEUG	LOC108603914|XP_017848585.1|DBUS
OG0002524	LOC108103668|XP_017064715.1|DEUG	LOC108605252|XP_017850359.1|DBUS
OG0002525	LOC108107550|XP_017070592.1|DEUG	LOC108598414|XP_017840527.1|DBUS
OG0002526	LOC108105601|XP_017067765.1|DEUG	LOC108603044|XP_017846951.1|DBUS
OG0002528	LOC108103676|XP_017064725.1|DEUG	LOC108605195|XP_017850278.1|DBUS
OG0002529	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG	LOC108604299|XP_017849205.1|DBUS
OG0002530	LOC108114837|XP_017081469.1|DEUG	LOC108607824|XP_017854361.1|DBUS
OG0002531	LOC108113470|XP_017079541.1|DEUG	LOC108608570|XP_017855490.1|DBUS
OG0002532	LOC108118308|XP_017086407.1|DEUG	LOC108601649|XP_017845038.1|DBUS
OG0002533	LOC108112679|XP_017078320.1|DEUG	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS
OG0002534	LOC108106774|XP_017069504.1|DEUG	LOC108595209|XP_017835886.1|DBUS
OG0002535	LOC108108558|XP_017072128.1|DEUG	LOC108598702|XP_017840916.1|DBUS
OG0002536	LOC108116061|XP_017083261.1|DEUG	LOC108602821|XP_017846541.1|DBUS
OG0002537	LOC108107260|XP_017070179.1|DEUG	LOC108595215|XP_017835891.1|DBUS
OG0002539	LOC108107479|XP_017070514.1|DEUG	LOC108595162|XP_017835822.1|DBUS
OG0002540	LOC108105637|XP_017067815.1|DEUG	LOC108604166|XP_017848988.1|DBUS
OG0002541	LOC108105391|XP_017067423.1|DEUG	LOC108607207|XP_017853361.1|DBUS
OG0002542	LOC108105097|XP_017067020.1|DEUG	LOC108607167|XP_017853309.1|DBUS
OG0002543	LOC108103882|XP_017065100.1|DEUG	LOC108605705|XP_017850986.1|DBUS
OG0002544	LOC108115677|XP_017082731.1|DEUG	LOC108604428|XP_017849388.1|DBUS
OG0002545	LOC108102464|XP_017062962.1|DEUG	LOC108606854|XP_017852840.1|DBUS
OG0002547	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG	LOC108605856|XP_017851154.1|DBUS
OG0002548	LOC108102945|XP_017063706.1|DEUG	LOC108605712|XP_017850993.1|DBUS
OG0002549	LOC108103500|XP_017064499.1|DEUG	LOC108606877|XP_017852889.1|DBUS
OG0002550	LOC108102898|XP_017063592.1|DEUG	LOC108606791|XP_017852730.1|DBUS
OG0002551	LOC108109377|XP_017073359.1|DEUG	LOC108604813|XP_017849910.1|DBUS
OG0002552	LOC108115425|XP_017082350.1|DEUG	LOC108597120|XP_017838992.2|DBUS
OG0002553	LOC108112662|XP_017078290.1|DEUG	LOC108607264|XP_017853444.1|DBUS
OG0002554	LOC108103262|XP_017064163.1|DEUG	LOC108607098|XP_017853211.1|DBUS
OG0002555	LOC108103360|XP_017064294.1|DEUG	LOC108605095|XP_017850149.1|DBUS
OG0002556	LOC108113461|XP_017079531.1|DEUG	LOC108608571|XP_017855491.2|DBUS
OG0002557	LOC108118363|XP_017086521.1|DEUG	LOC108606862|XP_017852855.1|DBUS
OG0002558	LOC108116638|XP_017084107.1|DEUG	LOC108603246|XP_017847366.1|DBUS
OG0002559	LOC108111893|XP_017077018.1|DEUG	LOC108600140|XP_017843022.1|DBUS
OG0002560	LOC108110241|XP_017074718.1|DEUG	LOC108601779|XP_017845195.1|DBUS
OG0002561	LOC108117214|XP_017085027.1|DEUG	LOC108604029|XP_017848768.1|DBUS
OG0002562	LOC108117294|XP_017085142.1|DEUG	LOC108605974|XP_017851285.1|DBUS
OG0002563	LOC108105357|XP_017067362.1|DEUG	LOC108604952|XP_017850011.1|DBUS
OG0002564	LOC108111320|XP_017076204.1|DEUG	LOC108604395|XP_017849342.1|DBUS
OG0002565	LOC108112907|XP_017078767.1|DEUG	LOC108604531|XP_017849534.1|DBUS
OG0002566	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG	LOC108604251|XP_017849122.1|DBUS
OG0002567	LOC108103246|XP_017064137.1|DEUG	LOC108606346|XP_017851882.1|DBUS
OG0002568	LOC108109419|XP_017073406.1|DEUG	LOC108605862|XP_017851162.1|DBUS
OG0002569	LOC108113956|XP_017080158.1|DEUG	LOC108598983|XP_017841246.2|DBUS
OG0002570	LOC108116885|XP_017084472.1|DEUG	LOC108603835|XP_017848467.1|DBUS
OG0002571	LOC108116888|XP_017084478.1|DEUG	LOC108603291|XP_017847449.1|DBUS
OG0002572	LOC108108989|XP_017072736.1|DEUG	LOC108595955|XP_017836731.1|DBUS
OG0002573	LOC108116877|XP_017084459.1|DEUG	LOC108604267|XP_017849150.1|DBUS
OG0002574	LOC108116995|XP_017084649.1|DEUG	LOC108601910|XP_017845377.1|DBUS
OG0002575	LOC108111482|XP_017076454.1|DEUG	LOC108603508|XP_017847871.1|DBUS
OG0002576	LOC108102414|XP_017062869.1|DEUG	LOC108605626|XP_017850899.1|DBUS
OG0002577	LOC108108523|XP_017072084.1|DEUG	LOC108599594|XP_017842029.1|DBUS
OG0002578	LOC108102637|XP_017063246.1|DEUG	LOC108594441|XP_017835105.1|DBUS
OG0002579	LOC108104126|XP_017065517.1|DEUG	LOC108607801|XP_017854329.1|DBUS
OG0002580	LOC108113306|XP_017079347.1|DEUG	LOC108595543|XP_017836291.1|DBUS
OG0002581	LOC108116626|XP_017084093.1|DEUG	LOC108603703|XP_017848224.1|DBUS
OG0002582	LOC108110561|XP_017075146.1|DEUG	LOC108603401|XP_017847676.1|DBUS
OG0002583	LOC108117481|XP_017085432.1|DEUG	LOC108603064|XP_017846991.1|DBUS
OG0002584	LOC108108616|XP_017072204.1|DEUG	LOC108600534|XP_017843676.1|DBUS
OG0002585	LOC108108618|XP_017072205.1|DEUG	LOC108600536|XP_017843678.1|DBUS
OG0002586	LOC108117249|XP_017085084.1|DEUG	LOC108603319|XP_017847525.1|DBUS
OG0002587	LOC108109509|XP_017073547.1|DEUG	LOC108601742|XP_017845151.1|DBUS
OG0002588	LOC108110099|XP_017074486.1|DEUG	LOC108603778|XP_017848359.1|DBUS
OG0002589	LOC108113604|XP_017079749.1|DEUG	LOC108604083|XP_017848846.1|DBUS
OG0002590	LOC108103922|XP_017065163.1|DEUG	LOC108607092|XP_017853206.1|DBUS
OG0002591	LOC108113501|XP_017079578.1|DEUG	LOC108603907|XP_017848578.1|DBUS
OG0002592	LOC108115849|XP_017082952.1|DEUG	LOC108604852|XP_017849964.1|DBUS
OG0002593	LOC108115838|XP_017082924.1|DEUG	LOC108603342|XP_017847563.1|DBUS
OG0002594	LOC108116883|XP_017084470.1|DEUG	LOC108603662|XP_033149833.1|DBUS
OG0002595	LOC108117116|XP_017084834.1|DEUG	LOC108603015|XP_017846899.1|DBUS
OG0002596	LOC108116927|XP_017084560.1|DEUG	LOC108604537|XP_017849542.1|DBUS
OG0002597	LOC108105235|XP_017067195.1|DEUG	LOC108604468|XP_017849439.1|DBUS
OG0002598	LOC108115656|XP_017082704.1|DEUG	LOC108603465|XP_033150080.1|DBUS
OG0002599	LOC108110599|XP_017075189.1|DEUG	LOC108604760|XP_017849839.1|DBUS
OG0002600	LOC108104783|XP_017066527.1|DEUG	LOC108597537|XP_017839625.1|DBUS
OG0002601	LOC108115076|XP_017081814.1|DEUG	LOC108602329|XP_017845904.1|DBUS
OG0002602	LOC108116010|XP_017083178.1|DEUG	LOC108604153|XP_017848960.1|DBUS
OG0002603	LOC108111333|XP_017076243.1|DEUG	LOC108603149|XP_017847186.1|DBUS
OG0002604	LOC108111284|XP_017076162.1|DEUG	LOC108604789|XP_017849877.1|DBUS
OG0002605	LOC108117305|XP_017085153.1|DEUG	LOC108604811|XP_017849904.1|DBUS
OG0002606	LOC108116906|XP_017084509.1|DEUG	LOC108603255|XP_017847383.1|DBUS
OG0002607	LOC108115062|XP_017081796.1|DEUG	LOC108601452|XP_017844839.1|DBUS
OG0002608	LOC108116393|XP_017083745.1|DEUG	LOC108603359|XP_017847595.2|DBUS
OG0002609	LOC108106698|XP_017069420.1|DEUG	LOC108596508|XP_017837837.1|DBUS
OG0002610	LOC108110211|XP_017074675.1|DEUG	LOC108603472|XP_017847800.1|DBUS
OG0002611	LOC108109788|XP_017073971.1|DEUG	LOC108603704|XP_017848233.1|DBUS
OG0002612	LOC108117327|XP_017085189.1|DEUG	LOC108602135|XP_017845652.1|DBUS
OG0002613	LOC108116611|XP_017084066.1|DEUG	LOC108603169|XP_017847215.1|DBUS
OG0002614	LOC108113583|XP_017079714.1|DEUG	LOC108603927|XP_017848609.1|DBUS
OG0002615	LOC108107996|XP_017071335.1|DEUG	LOC117134668|XP_033148965.1|DBUS
OG0002616	LOC108115839|XP_017082936.1|DEUG	LOC108604190|XP_017849029.1|DBUS
OG0002617	LOC108109988|XP_017074315.1|DEUG	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS
OG0002618	LOC108115000|XP_017081729.1|DEUG	LOC108603294|XP_017847454.1|DBUS
OG0002619	LOC108117130|XP_017084851.1|DEUG	LOC108603338|XP_017847552.1|DBUS
OG0002620	LOC108117498|XP_017085466.1|DEUG	LOC108604064|XP_017848817.1|DBUS
OG0002621	LOC108115721|XP_017082783.1|DEUG	LOC108604088|XP_017848854.1|DBUS
OG0002622	LOC108114437|XP_017080917.1|DEUG	LOC108598528|XP_017840700.1|DBUS
OG0002623	LOC108112891|XP_017078740.1|DEUG	LOC108601922|XP_017845388.1|DBUS
OG0002624	LOC108109564|XP_017073626.1|DEUG	LOC108604684|XP_017849729.1|DBUS
OG0002625	LOC108109453|XP_017073441.1|DEUG	LOC108603019|XP_017846905.1|DBUS
OG0002626	LOC108117433|XP_017085337.1|DEUG	LOC108605593|XP_017850855.1|DBUS
OG0002627	LOC108115625|XP_017082661.1|DEUG	LOC108603477|XP_017847808.1|DBUS
OG0002628	LOC108115360|XP_017082275.1|DEUG	LOC108603860|XP_017848505.1|DBUS
OG0002629	LOC108116323|XP_017083619.1|DEUG	LOC108603121|XP_033149967.1|DBUS
OG0002630	LOC108116390|XP_017083741.1|DEUG	LOC108604152|XP_033149002.1|DBUS
OG0002631	LOC108113806|XP_017080004.1|DEUG	LOC108601451|XP_017844838.1|DBUS
OG0002632	LOC108111695|XP_017076733.1|DEUG	LOC108604249|XP_017849120.1|DBUS
OG0002633	LOC108116880|XP_017084464.1|DEUG	LOC108603405|XP_017847683.1|DBUS
OG0002634	LOC108111684|XP_017076716.1|DEUG	LOC108604753|XP_017849830.1|DBUS
OG0002635	LOC108110171|XP_017074587.1|DEUG	LOC108604670|XP_017849711.1|DBUS
OG0002636	LOC108117266|XP_017085147.1|DEUG	LOC108604305|XP_017849212.1|DBUS
OG0002637	LOC108104093|XP_017065478.1|DEUG	LOC108608475|XP_033149987.1|DBUS
OG0002638	LOC108111343|XP_017076261.1|DEUG	LOC108601635|XP_017845022.1|DBUS
OG0002639	LOC108116432|XP_017083816.1|DEUG	LOC108604709|XP_017849764.1|DBUS
OG0002640	LOC108116894|XP_017084491.1|DEUG	LOC108602752|XP_017846410.1|DBUS
OG0002641	LOC108116897|XP_017084496.1|DEUG	LOC108602755|XP_017846416.1|DBUS
OG0002642	LOC108116896|XP_017084494.1|DEUG	LOC108602754|XP_017846415.1|DBUS
OG0002643	LOC108116895|XP_017084492.1|DEUG	LOC108602753|XP_017846412.1|DBUS
OG0002644	LOC108115406|XP_017082333.1|DEUG	LOC108602525|XP_017846147.1|DBUS
OG0002645	LOC108115401|XP_017082328.1|DEUG	LOC108604591|XP_017849613.1|DBUS
OG0002646	LOC108117553|XP_017085550.1|DEUG	LOC108603796|XP_017848382.1|DBUS
OG0002647	LOC108109483|XP_017073501.1|DEUG	LOC108602498|XP_017846115.1|DBUS
OG0002648	LOC108115169|XP_017081977.1|DEUG	LOC108603094|XP_017847079.1|DBUS
OG0002649	LOC108109468|XP_017073479.1|DEUG	LOC108602348|XP_017845936.1|DBUS
OG0002650	LOC108109482|XP_017073500.1|DEUG	LOC108604521|XP_017849519.1|DBUS
OG0002651	LOC108111477|XP_017076438.1|DEUG	LOC108603870|XP_017848529.1|DBUS
OG0002652	LOC108110203|XP_017074667.1|DEUG	LOC108602107|XP_017845620.1|DBUS
OG0002653	LOC108115999|XP_017083160.1|DEUG	LOC108603304|XP_017847469.1|DBUS
OG0002654	LOC108116059|XP_017083258.1|DEUG	LOC108603535|XP_017847923.1|DBUS
OG0002655	LOC108117188|XP_017084970.1|DEUG	LOC108603901|XP_017848572.1|DBUS
OG0002656	LOC108116954|XP_017084598.1|DEUG	LOC108603207|XP_017847282.1|DBUS
OG0002657	LOC108110162|XP_017074576.1|DEUG	LOC108604742|XP_017849816.2|DBUS
OG0002658	LOC108109070|XP_017072911.1|DEUG	LOC108603691|XP_017848203.1|DBUS
OG0002660	LOC108102993|XP_017063795.1|DEUG	LOC108607268|XP_017853450.1|DBUS
OG0002661	LOC108115989|XP_017083140.1|DEUG	LOC108603150|XP_017847189.1|DBUS
OG0002662	LOC108107449|XP_017070482.1|DEUG	LOC108597610|XP_017839735.1|DBUS
OG0002663	LOC108116587|XP_017084020.1|DEUG	LOC108604469|XP_033149850.1|DBUS
OG0002664	LOC108104177|XP_017065591.1|DEUG	LOC108608469|XP_017855345.1|DBUS
OG0002665	LOC108109003|XP_017072760.1|DEUG	LOC108596649|XP_017838118.1|DBUS
OG0002666	LOC108108994|XP_017072743.1|DEUG	LOC108596648|XP_017838115.1|DBUS
OG0002667	LOC108104880|XP_017066697.1|DEUG	LOC108597419|XP_017839458.1|DBUS
OG0002668	LOC108113772|XP_017080001.1|DEUG	LOC108600460|XP_017843538.1|DBUS
OG0002669	LOC108106183|XP_017068596.1|DEUG	LOC108598373|XP_017840486.2|DBUS
OG0002670	LOC108109846|XP_017074089.1|DEUG	LOC108598395|XP_017840504.1|DBUS
OG0002671	LOC108109835|XP_017074069.1|DEUG	LOC108600725|XP_017843951.1|DBUS
OG0002672	LOC108109069|XP_017072910.1|DEUG	LOC108596560|XP_017837947.1|DBUS
OG0002673	LOC108107265|XP_017070186.1|DEUG	LOC108596048|XP_017836923.1|DBUS
OG0002674	LOC108104841|XP_017066638.1|DEUG	LOC108597165|XP_017839066.1|DBUS
OG0002675	LOC108102744|XP_017063381.1|DEUG	LOC108600401|XP_033149594.1|DBUS
OG0002676	LOC108107343|XP_017070329.1|DEUG	LOC108597316|XP_017839291.1|DBUS
OG0002677	LOC108113234|XP_017079261.1|DEUG	LOC108597670|XP_017839829.1|DBUS
OG0002678	LOC108106421|XP_017068939.1|DEUG	LOC108597631|XP_017839765.1|DBUS
OG0002679	LOC108107301|XP_017070250.1|DEUG	LOC108596042|XP_017836912.1|DBUS
OG0002680	LOC108103289|XP_017064191.1|DEUG	LOC108605491|XP_017850725.1|DBUS
OG0002681	LOC108109220|XP_017073174.1|DEUG	LOC108597126|XP_017838995.1|DBUS
OG0002682	LOC108108151|XP_017071570.1|DEUG	LOC108600232|XP_017843149.1|DBUS
OG0002683	LOC108109480|XP_017073498.1|DEUG	LOC108603713|XP_017848242.1|DBUS
OG0002684	LOC108103016|XP_017063830.1|DEUG	LOC108607149|XP_017853282.1|DBUS
OG0002685	LOC108104729|XP_017066452.1|DEUG	LOC108597904|XP_033149591.1|DBUS
OG0002686	LOC108107690|XP_017070784.1|DEUG	LOC108600083|XP_017842931.1|DBUS
OG0002687	LOC108108580|XP_017072161.1|DEUG	LOC108600407|XP_033149300.1|DBUS
OG0002688	LOC108114592|XP_017081138.1|DEUG	LOC108599758|XP_017842262.1|DBUS
OG0002689	LOC108103869|XP_017065074.1|DEUG	LOC108606034|XP_017851350.1|DBUS
OG0002690	LOC108114715|XP_017081306.1|DEUG	LOC108598605|XP_017840792.1|DBUS
OG0002691	LOC108113271|XP_017079308.1|DEUG	LOC108595897|XP_017836675.1|DBUS
OG0002692	LOC108107347|XP_017070335.1|DEUG	LOC108595171|XP_017835831.1|DBUS
OG0002693	LOC108102853|XP_017063539.1|DEUG	LOC108599860|XP_017842490.1|DBUS
OG0002694	LOC108104874|XP_017066691.1|DEUG	LOC108596121|XP_017837069.1|DBUS
OG0002695	LOC108107783|XP_017070968.1|DEUG	LOC108599188|XP_017841473.1|DBUS
OG0002696	LOC108114493|XP_017081000.1|DEUG	LOC108599994|XP_017842742.1|DBUS
OG0002697	LOC108109817|XP_017074036.1|DEUG	LOC108600883|XP_033149348.1|DBUS
OG0002698	LOC108107895|XP_017071182.1|DEUG	LOC108600422|XP_017843472.2|DBUS
OG0002699	LOC108102745|XP_017063385.1|DEUG	LOC108600862|XP_017844157.1|DBUS
OG0002700	LOC108114218|XP_017080534.1|DEUG	LOC108599945|XP_017842658.1|DBUS
OG0002701	LOC108109114|XP_017072995.1|DEUG	LOC108596146|XP_017837127.1|DBUS
OG0002702	LOC108109210|XP_017073140.1|DEUG	LOC108597276|XP_017839229.1|DBUS
OG0002704	LOC108106595|XP_017069272.1|DEUG	LOC108596627|XP_017838062.1|DBUS
OG0002705	LOC108114488|XP_017080996.1|DEUG	LOC108600556|XP_017843705.2|DBUS
OG0002706	LOC108106424|XP_017068942.1|DEUG	LOC108594774|XP_017835402.1|DBUS
OG0002707	LOC108104703|XP_017066408.1|DEUG	LOC108600859|XP_017844153.1|DBUS
OG0002709	LOC108104557|XP_017066188.1|DEUG	LOC108595597|XP_017836349.1|DBUS
OG0002710	LOC108108924|XP_017072665.1|DEUG	LOC108595768|XP_017836547.1|DBUS
OG0002711	LOC108109018|XP_017072779.1|DEUG	LOC108595949|XP_017836724.1|DBUS
OG0002712	LOC108112919|XP_017078797.1|DEUG	LOC108597500|XP_017839575.1|DBUS
OG0002713	LOC108112551|XP_017077976.1|DEUG	LOC108597083|XP_017838914.1|DBUS
OG0002714	LOC108112809|XP_017078592.1|DEUG	LOC108597089|XP_017838936.1|DBUS
OG0002715	LOC108103502|XP_017064503.1|DEUG	LOC108606825|XP_017852797.1|DBUS
OG0002716	LOC108107273|XP_017070203.1|DEUG	LOC108596329|XP_017837444.1|DBUS
OG0002717	LOC108109572|XP_017073637.1|DEUG	LOC108601909|XP_017845375.1|DBUS
OG0002718	LOC108113952|XP_017080153.1|DEUG	LOC108598968|XP_017841230.1|DBUS
OG0002719	LOC108116396|XP_017083755.1|DEUG	LOC108604651|XP_017849690.1|DBUS
OG0002720	LOC108108006|XP_017071349.1|DEUG	LOC108598623|XP_017840810.1|DBUS
OG0002721	LOC108106849|XP_017069580.1|DEUG	LOC108601132|XP_017844548.1|DBUS
OG0002722	LOC108104453|XP_017066006.1|DEUG	LOC108595448|XP_017836172.1|DBUS
OG0002724	LOC108117496|XP_017085463.1|DEUG	LOC108604062|XP_017848814.1|DBUS
OG0002725	LOC108108767|XP_017072423.1|DEUG	LOC108600019|XP_017842825.1|DBUS
OG0002726	LOC108103609|XP_017064635.1|DEUG	LOC108599749|XP_017842248.1|DBUS
OG0002727	LOC108107606|XP_017070661.1|DEUG	LOC108600437|XP_017843503.1|DBUS
OG0002728	LOC108112760|XP_017078506.1|DEUG	LOC108596930|XP_017838642.1|DBUS
OG0002729	LOC108114150|XP_017080427.1|DEUG	LOC108600360|XP_017843381.2|DBUS
OG0002730	LOC108106518|XP_017069107.1|DEUG	LOC108597437|XP_017839488.1|DBUS
OG0002731	LOC108104696|XP_017066396.1|DEUG	LOC108600409|XP_017843454.1|DBUS
OG0002732	LOC108106685|XP_017069405.1|DEUG	LOC108597284|XP_017839240.1|DBUS
OG0002733	LOC108113371|XP_017079428.1|DEUG	LOC108594450|XP_017835114.1|DBUS
OG0002734	LOC108105394|XP_017067427.1|DEUG	LOC108596772|XP_017838360.1|DBUS
OG0002735	LOC108104777|XP_017066503.1|DEUG	LOC108596486|XP_017837754.1|DBUS
OG0002736	LOC108104778|XP_017066510.1|DEUG	LOC108597449|XP_017839503.1|DBUS
OG0002737	LOC108117367|XP_017085239.1|DEUG	LOC108600070|XP_017842913.1|DBUS
OG0002738	LOC108107894|XP_017071181.1|DEUG	LOC108599872|XP_017842513.2|DBUS
OG0002739	LOC108108051|XP_017071414.1|DEUG	LOC108601112|XP_017844517.1|DBUS
OG0002740	LOC108108050|XP_017071413.1|DEUG	LOC108601110|XP_017844516.1|DBUS
OG0002741	LOC108109140|XP_017073027.1|DEUG	LOC108596341|XP_017837484.1|DBUS
OG0002742	LOC108107441|XP_017070470.1|DEUG	LOC108596567|XP_017837961.1|DBUS
OG0002743	LOC108107840|XP_017071081.1|DEUG	LOC108599837|XP_017842436.1|DBUS
OG0002744	LOC108114182|XP_017080477.1|DEUG	LOC108600592|XP_017843759.1|DBUS
OG0002745	LOC108113995|XP_017080233.1|DEUG	LOC108600344|XP_017843357.1|DBUS
OG0002746	LOC108113017|XP_017078928.1|DEUG	LOC108595184|XP_017835851.1|DBUS
OG0002747	LOC108107644|XP_017070754.1|DEUG	LOC108604011|XP_017848743.1|DBUS
OG0002748	LOC108107423|XP_017070441.1|DEUG	LOC108597508|XP_017839585.1|DBUS
OG0002749	LOC108107321|XP_017070288.1|DEUG	LOC108596923|XP_017838630.1|DBUS
OG0002750	LOC108106729|XP_017069455.1|DEUG	LOC108597010|XP_017838777.1|DBUS
OG0002751	LOC108109128|XP_017073011.1|DEUG	LOC108597152|XP_017839040.1|DBUS
OG0002752	LOC108104491|XP_017066093.1|DEUG	LOC108597198|XP_017839123.1|DBUS
OG0002753	LOC108113064|XP_017078989.1|DEUG	LOC108596695|XP_017838206.2|DBUS
OG0002754	LOC108114345|XP_017080771.1|DEUG	LOC108600176|XP_033149762.1|DBUS
OG0002755	LOC108113364|XP_017079421.1|DEUG	LOC108595364|XP_017836078.1|DBUS
OG0002756	LOC108114420|XP_017080895.1|DEUG	LOC108600873|XP_017844174.1|DBUS
OG0002757	LOC108114114|XP_017080367.1|DEUG	LOC108599553|XP_033149703.1|DBUS
OG0002758	LOC108113015|XP_017078925.1|DEUG	LOC108597454|XP_017839508.1|DBUS
OG0002759	LOC108112867|XP_017078682.1|DEUG	LOC108595077|XP_017835713.1|DBUS
OG0002760	LOC108107297|XP_017070243.1|DEUG	LOC108596292|XP_017837372.1|DBUS
OG0002761	LOC108112038|XP_017077273.1|DEUG	LOC108595849|XP_017836629.1|DBUS
OG0002762	LOC108112649|XP_017078255.1|DEUG	LOC108596285|XP_017837349.2|DBUS
OG0002763	LOC108108298|XP_017071796.1|DEUG	LOC108598717|XP_017840936.2|DBUS
OG0002764	LOC108108550|XP_017072117.1|DEUG	LOC108600142|XP_017843024.1|DBUS
OG0002765	LOC108112796|XP_017078571.1|DEUG	LOC108597354|XP_017839350.1|DBUS
OG0002766	LOC108112799|XP_017078575.1|DEUG	LOC108595794|XP_017836574.1|DBUS
OG0002767	LOC108112778|XP_017078541.1|DEUG	LOC108596469|XP_017837718.1|DBUS
OG0002768	LOC108107253|XP_017070171.1|DEUG	LOC108596423|XP_017837631.1|DBUS
OG0002769	LOC108106649|XP_017069355.1|DEUG	LOC108595398|XP_017836113.1|DBUS
OG0002770	LOC108107116|XP_017069993.1|DEUG	LOC108597947|XP_017840055.1|DBUS
OG0002771	LOC108114524|XP_017081043.1|DEUG	LOC108600272|XP_017843223.1|DBUS
OG0002772	LOC108114550|XP_017081083.1|DEUG	LOC108601051|XP_017844432.1|DBUS
OG0002773	LOC108113036|XP_017078956.1|DEUG	LOC108595062|XP_017835696.1|DBUS
OG0002774	LOC108109303|XP_017073287.1|DEUG	LOC108595432|XP_017836151.1|DBUS
OG0002775	LOC108108603|XP_017072189.1|DEUG	LOC108601085|XP_017844480.1|DBUS
OG0002776	LOC108117380|XP_017085262.1|DEUG	LOC108601115|XP_017844523.1|DBUS
