Orthogroup	DEUG.longest_only	DSAN.longest_only
OG0002670	LOC108109846|XP_017074089.1|DEUG	LOC120447718|XP_039485189.1|DSAN
OG0002671	LOC108109835|XP_017074069.1|DEUG	LOC120448069|XP_039485771.1|DSAN
OG0002672	LOC108109069|XP_017072910.1|DEUG	LOC120445028|XP_039481044.1|DSAN
OG0002673	LOC108107265|XP_017070186.1|DEUG	LOC120446313|XP_039483163.1|DSAN
OG0002674	LOC108104841|XP_017066638.1|DEUG	LOC120443990|XP_039479398.1|DSAN
OG0002675	LOC108102744|XP_017063381.1|DEUG	LOC120450272|XP_039489119.1|DSAN
OG0002676	LOC108107343|XP_017070329.1|DEUG	LOC120447030|XP_039484301.1|DSAN
OG0002677	LOC108113234|XP_017079261.1|DEUG	LOC120458806|XP_039502533.1|DSAN
OG0002678	LOC108106421|XP_017068939.1|DEUG	LOC120457729|XP_039501163.1|DSAN
OG0002679	LOC108107301|XP_017070250.1|DEUG	LOC120446303|XP_039483145.1|DSAN
OG0002680	LOC108103289|XP_017064191.1|DEUG	LOC120456247|XP_039498902.1|DSAN
OG0002681	LOC108109220|XP_017073174.1|DEUG	LOC120445056|XP_039481108.1|DSAN
OG0002682	LOC108108151|XP_017071570.1|DEUG	LOC120450127|XP_039488886.1|DSAN
OG0002683	LOC108109480|XP_017073498.1|DEUG	LOC120454250|XP_039495309.1|DSAN
OG0002684	LOC108103016|XP_017063830.1|DEUG	LOC120455775|XP_039498164.1|DSAN
OG0002685	LOC108104729|XP_017066452.1|DEUG	LOC120449718|XP_039488274.1|DSAN
OG0002686	LOC108107690|XP_017070784.1|DEUG	LOC120447838|XP_039485377.1|DSAN
OG0002687	LOC108108580|XP_017072161.1|DEUG	LOC120448212|XP_039486024.1|DSAN
OG0002688	LOC108114592|XP_017081138.1|DEUG	LOC120449707|XP_039488258.1|DSAN
OG0002689	LOC108103869|XP_017065074.1|DEUG	LOC120456333|XP_039499037.1|DSAN
OG0002690	LOC108114715|XP_017081306.1|DEUG	LOC120447940|XP_039485552.1|DSAN
OG0002691	LOC108113271|XP_017079308.1|DEUG	LOC120446168|XP_039482932.1|DSAN
OG0002692	LOC108107347|XP_017070335.1|DEUG	LOC120444927|XP_039480861.1|DSAN
OG0002693	LOC108102853|XP_017063539.1|DEUG	LOC120450426|XP_039489368.1|DSAN
OG0002694	LOC108104874|XP_017066691.1|DEUG	LOC120446743|XP_039483805.1|DSAN
OG0002695	LOC108107783|XP_017070968.1|DEUG	LOC120450038|XP_039488727.1|DSAN
OG0002696	LOC108114493|XP_017081000.1|DEUG	LOC120448280|XP_039486143.1|DSAN
OG0002697	LOC108109817|XP_017074036.1|DEUG	LOC120447501|XP_039484835.1|DSAN
OG0002698	LOC108107895|XP_017071182.1|DEUG	LOC120447724|XP_039485195.1|DSAN
OG0002699	LOC108102745|XP_017063385.1|DEUG	LOC120450275|XP_039489125.1|DSAN
OG0002700	LOC108114218|XP_017080534.1|DEUG	LOC120450241|XP_039489056.1|DSAN
OG0002701	LOC108109114|XP_017072995.1|DEUG	LOC120446733|XP_039483785.1|DSAN
OG0002702	LOC108109210|XP_017073140.1|DEUG	LOC120444968|XP_039480917.1|DSAN
OG0002703	LOC108110362|XP_017074892.1|DEUG	LOC120454558|XP_039495886.1|DSAN
OG0002704	LOC108106595|XP_017069272.1|DEUG	LOC120446927|XP_039484109.1|DSAN
OG0002705	LOC108114488|XP_017080996.1|DEUG	LOC120447737|XP_039485214.1|DSAN
OG0002706	LOC108106424|XP_017068942.1|DEUG	LOC120457712|XP_039501144.1|DSAN
OG0002707	LOC108104703|XP_017066408.1|DEUG	LOC120449432|XP_039487828.1|DSAN
OG0002708	LOC108114260|XP_017080646.1|DEUG	LOC120447855|XP_039485397.1|DSAN
OG0002709	LOC108104557|XP_017066188.1|DEUG	LOC120443862|XP_039479161.1|DSAN
OG0002710	LOC108108924|XP_017072665.1|DEUG	LOC120446650|XP_039483655.1|DSAN
OG0002711	LOC108109018|XP_017072779.1|DEUG	LOC120445811|XP_039482359.1|DSAN
OG0002712	LOC108112919|XP_017078797.1|DEUG	LOC120445568|XP_039481985.1|DSAN
OG0002713	LOC108112551|XP_017077976.1|DEUG	LOC120446815|XP_039483912.1|DSAN
OG0002714	LOC108112809|XP_017078592.1|DEUG	LOC120458244|XP_039501770.1|DSAN
OG0002715	LOC108103502|XP_017064503.1|DEUG	LOC120456644|XP_039499503.1|DSAN
OG0002716	LOC108107273|XP_017070203.1|DEUG	LOC120445152|XP_039481249.1|DSAN
OG0002717	LOC108109572|XP_017073637.1|DEUG	LOC120452120|XP_039492132.1|DSAN
OG0002718	LOC108113952|XP_017080153.1|DEUG	LOC120450082|XP_039488809.1|DSAN
OG0002719	LOC108116396|XP_017083755.1|DEUG	LOC120451622|XP_039491407.1|DSAN
OG0002720	LOC108108006|XP_017071349.1|DEUG	LOC120449231|XP_039487537.1|DSAN
OG0002721	LOC108106849|XP_017069580.1|DEUG	LOC120446710|XP_039483749.1|DSAN
OG0002722	LOC108104453|XP_017066006.1|DEUG	LOC120458700|XP_039502377.1|DSAN
OG0002723	LOC108107381|XP_017070379.1|DEUG	LOC120445089|XP_039481151.1|DSAN
OG0002724	LOC108117496|XP_017085463.1|DEUG	LOC120453383|XP_039493999.1|DSAN
OG0002725	LOC108108767|XP_017072423.1|DEUG	LOC120448266|XP_039486122.1|DSAN
OG0002726	LOC108103609|XP_017064635.1|DEUG	LOC120450328|XP_039489226.1|DSAN
OG0002727	LOC108107606|XP_017070661.1|DEUG	LOC120450193|XP_039488993.1|DSAN
OG0002728	LOC108112760|XP_017078506.1|DEUG	LOC120447108|XP_039484461.1|DSAN
OG0002729	LOC108114150|XP_017080427.1|DEUG	LOC120449028|XP_039487244.1|DSAN
OG0002730	LOC108106518|XP_017069107.1|DEUG	LOC120444303|XP_039479759.1|DSAN
OG0002731	LOC108104696|XP_017066396.1|DEUG	LOC120447666|XP_039485117.1|DSAN
OG0002732	LOC108106685|XP_017069405.1|DEUG	LOC120444974|XP_039480928.1|DSAN
OG0002733	LOC108113371|XP_017079428.1|DEUG	LOC120446427|XP_039483324.1|DSAN
OG0002734	LOC108105394|XP_017067427.1|DEUG	LOC120458755|XP_039502466.1|DSAN
OG0002735	LOC108104777|XP_017066503.1|DEUG	LOC120457521|XP_039501003.1|DSAN
OG0002736	LOC108104778|XP_017066510.1|DEUG	LOC120457577|XP_039501028.1|DSAN
OG0002737	LOC108117367|XP_017085239.1|DEUG	LOC120448234|XP_039486068.1|DSAN
OG0002738	LOC108107894|XP_017071181.1|DEUG	LOC120448643|XP_039486704.1|DSAN
OG0002739	LOC108108051|XP_017071414.1|DEUG	LOC120449626|XP_039488142.1|DSAN
OG0002740	LOC108108050|XP_017071413.1|DEUG	LOC120449624|XP_039488141.1|DSAN
OG0002741	LOC108109140|XP_017073027.1|DEUG	LOC120445012|XP_039481011.1|DSAN
OG0002742	LOC108107441|XP_017070470.1|DEUG	LOC120445920|XP_039482511.1|DSAN
OG0002743	LOC108107840|XP_017071081.1|DEUG	LOC120450100|XP_039488827.1|DSAN
OG0002744	LOC108114182|XP_017080477.1|DEUG	LOC120448250|XP_039486095.1|DSAN
OG0002745	LOC108113995|XP_017080233.1|DEUG	LOC120450136|XP_039488897.1|DSAN
OG0002746	LOC108113017|XP_017078928.1|DEUG	LOC120444891|XP_039480810.1|DSAN
OG0002747	LOC108107644|XP_017070754.1|DEUG	LOC120453062|XP_039493521.1|DSAN
OG0002748	LOC108107423|XP_017070441.1|DEUG	LOC120445755|XP_039482270.1|DSAN
OG0002749	LOC108107321|XP_017070288.1|DEUG	LOC120447031|XP_039484303.1|DSAN
OG0002750	LOC108106729|XP_017069455.1|DEUG	LOC120446719|XP_039483765.1|DSAN
OG0002751	LOC108109128|XP_017073011.1|DEUG	LOC120457875|XP_039501337.1|DSAN
OG0002752	LOC108104491|XP_017066093.1|DEUG	LOC120447904|XP_039485488.1|DSAN
OG0002753	LOC108113064|XP_017078989.1|DEUG	LOC120445928|XP_039482522.1|DSAN
OG0002754	LOC108114345|XP_017080771.1|DEUG	LOC120450331|XP_039489231.1|DSAN
OG0002755	LOC108113364|XP_017079421.1|DEUG	LOC120446145|XP_039482906.1|DSAN
OG0002756	LOC108114420|XP_017080895.1|DEUG	LOC120450334|XP_039489234.1|DSAN, LOC120450335|XP_039489235.1|DSAN
OG0002757	LOC108114114|XP_017080367.1|DEUG	LOC120447503|XP_039484838.1|DSAN
OG0002758	LOC108113015|XP_017078925.1|DEUG	LOC120445631|XP_039482090.1|DSAN
OG0002759	LOC108112867|XP_017078682.1|DEUG	LOC120446919|XP_039484094.1|DSAN
OG0002760	LOC108107297|XP_017070243.1|DEUG	LOC120445454|XP_039481833.1|DSAN
OG0002761	LOC108112038|XP_017077273.1|DEUG	LOC120445906|XP_039482495.1|DSAN
OG0002762	LOC108112649|XP_017078255.1|DEUG	LOC120445959|XP_039482584.1|DSAN
OG0002763	LOC108108298|XP_017071796.1|DEUG	LOC120449679|XP_039488220.1|DSAN
OG0002764	LOC108108550|XP_017072117.1|DEUG	LOC120447514|XP_039484859.1|DSAN
OG0002765	LOC108112796|XP_017078571.1|DEUG	LOC120444899|XP_039480822.1|DSAN
OG0002766	LOC108112799|XP_017078575.1|DEUG	LOC120446379|XP_039483246.1|DSAN
OG0002767	LOC108112778|XP_017078541.1|DEUG	LOC120444335|XP_039479826.1|DSAN
OG0002768	LOC108107253|XP_017070171.1|DEUG	LOC120445947|XP_039482561.1|DSAN
OG0002769	LOC108106649|XP_017069355.1|DEUG	LOC120445107|XP_039481185.1|DSAN
OG0002770	LOC108107116|XP_017069993.1|DEUG	LOC120457183|XP_039500434.1|DSAN
OG0002771	LOC108114524|XP_017081043.1|DEUG	LOC120449142|XP_039487400.1|DSAN
OG0002772	LOC108114550|XP_017081083.1|DEUG	LOC120449289|XP_039487610.1|DSAN
OG0002773	LOC108113036|XP_017078956.1|DEUG	LOC120446156|XP_039482920.1|DSAN
OG0002774	LOC108109303|XP_017073287.1|DEUG	LOC120446560|XP_039483512.1|DSAN
OG0002775	LOC108108603|XP_017072189.1|DEUG	LOC120448340|XP_039486237.1|DSAN
OG0002776	LOC108117380|XP_017085262.1|DEUG	LOC120448231|XP_039486064.1|DSAN
OG0002777	LOC108114732|XP_017081331.1|DEUG	LOC120449924|XP_039488551.1|DSAN
OG0002778	LOC108114462|XP_017080955.1|DEUG	LOC120447783|XP_039485271.1|DSAN
OG0002779	LOC108102723|XP_017063352.1|DEUG	LOC120447604|XP_039485008.1|DSAN
OG0002780	LOC108116225|XP_017083505.1|DEUG	LOC120451769|XP_039491632.1|DSAN
OG0002781	LOC108106615|XP_017069304.1|DEUG	LOC120445520|XP_039481913.1|DSAN
OG0002782	LOC108108721|XP_017072343.1|DEUG	LOC120448085|XP_039485812.1|DSAN
OG0002783	LOC108108153|XP_017071573.1|DEUG	LOC120447542|XP_039484922.1|DSAN
OG0002784	LOC108109043|XP_017072829.1|DEUG	LOC120444553|XP_039480237.1|DSAN
OG0002785	LOC108108748|XP_017072393.1|DEUG	LOC120450568|XP_039489615.1|DSAN
OG0002786	LOC108114419|XP_017080892.1|DEUG	LOC120448550|XP_039486537.1|DSAN
OG0002787	LOC108114107|XP_017080359.1|DEUG	LOC120448040|XP_039485717.1|DSAN
OG0002788	LOC108114109|XP_017080361.1|DEUG	LOC120448041|XP_039485718.1|DSAN
OG0002789	LOC108114576|XP_017081117.1|DEUG	LOC120448279|XP_039486142.1|DSAN
OG0002790	LOC108114154|XP_017080434.1|DEUG	LOC120449544|XP_039488004.1|DSAN
OG0002791	LOC108108533|XP_017072096.1|DEUG	LOC120450278|XP_039489128.1|DSAN
OG0002792	LOC108113074|XP_017079004.1|DEUG	LOC120444877|XP_039480790.1|DSAN
OG0002793	LOC108114166|XP_017080447.1|DEUG	LOC120450219|XP_039489027.1|DSAN
OG0002794	LOC108107779|XP_017070962.1|DEUG	LOC120450029|XP_039488710.1|DSAN
OG0002795	LOC108108082|XP_017071453.1|DEUG	LOC120449022|XP_039487236.1|DSAN
OG0002796	LOC108108216|XP_017071673.1|DEUG	LOC120449158|XP_039487432.1|DSAN
OG0002797	LOC108114161|XP_017080440.1|DEUG	LOC120449547|XP_039488008.1|DSAN
OG0002798	LOC108105708|XP_017067908.1|DEUG	LOC120446586|XP_039483541.1|DSAN
OG0002799	LOC108104671|XP_017066350.1|DEUG	LOC120449511|XP_039487948.1|DSAN
OG0002800	LOC108114220|XP_017080559.1|DEUG	LOC120447562|XP_039484952.1|DSAN
OG0002801	LOC108107324|XP_017070297.1|DEUG	LOC120444686|XP_039480487.1|DSAN
OG0002802	LOC108107422|XP_017070439.1|DEUG	LOC120444287|XP_039479737.1|DSAN
OG0002803	LOC108107113|XP_017069991.1|DEUG	LOC120445170|XP_039481284.1|DSAN
OG0002804	LOC108112969|XP_017078859.1|DEUG	LOC120444264|XP_039479709.1|DSAN
OG0002805	LOC108109009|XP_017072769.1|DEUG	LOC120448087|XP_039485817.1|DSAN
OG0002806	LOC108108534|XP_017072097.1|DEUG	LOC120450280|XP_039489131.1|DSAN
OG0002807	LOC108107290|XP_017070235.1|DEUG	LOC120447035|XP_039484315.1|DSAN
OG0002808	LOC108107305|XP_017070264.1|DEUG	LOC120444422|XP_039479986.1|DSAN
OG0002809	LOC108107682|XP_017070760.1|DEUG	LOC120448488|XP_039486451.1|DSAN
OG0002810	LOC108104683|XP_017066373.1|DEUG	LOC120450264|XP_039489089.1|DSAN
OG0002811	LOC108108078|XP_017071449.1|DEUG	LOC120448858|XP_039487002.1|DSAN
OG0002812	LOC108112560|XP_017077995.1|DEUG	LOC120446993|XP_039484227.1|DSAN
OG0002813	LOC108111975|XP_017077174.1|DEUG	LOC120446956|XP_039484144.1|DSAN
OG0002814	LOC108109056|XP_017072863.1|DEUG	LOC120445007|XP_039480990.1|DSAN
OG0002815	LOC108106679|XP_017069399.1|DEUG	LOC120444578|XP_039480272.1|DSAN
OG0002816	LOC108112044|XP_017077285.1|DEUG	LOC120446125|XP_039482883.1|DSAN
OG0002817	LOC108104164|XP_017065557.1|DEUG	LOC120445216|XP_039481405.1|DSAN
OG0002818	LOC108104819|XP_017066592.1|DEUG	LOC120450614|XP_039489722.1|DSAN
OG0002819	LOC108109839|XP_017074074.1|DEUG	LOC120448144|XP_039485903.1|DSAN
OG0002820	LOC108109899|XP_017074195.1|DEUG	LOC120449130|XP_039487377.1|DSAN
OG0002821	LOC108108159|XP_017071581.1|DEUG	LOC120448005|XP_039485652.1|DSAN
OG0002822	LOC108109294|XP_017073276.1|DEUG	LOC120444564|XP_039480254.1|DSAN
OG0002823	LOC108112805|XP_017078588.1|DEUG	LOC120443726|XP_039478914.1|DSAN
OG0002824	LOC108104587|XP_017066238.1|DEUG	LOC120449290|XP_039487614.1|DSAN
OG0002825	LOC108116742|XP_017084249.1|DEUG	LOC120448824|XP_039486956.1|DSAN
OG0002826	LOC108109196|XP_017073119.1|DEUG	LOC120444923|XP_039480855.1|DSAN
OG0002827	LOC108108873|XP_017072583.1|DEUG	LOC120454826|XP_039496226.1|DSAN
OG0002828	LOC108109189|XP_017073112.1|DEUG	LOC120445017|XP_039481019.1|DSAN
OG0002829	LOC108106724|XP_017069450.1|DEUG	LOC120445727|XP_039482230.1|DSAN
OG0002830	LOC108112163|XP_017077401.1|DEUG	LOC120444516|XP_039480169.1|DSAN
OG0002831	LOC108103402|XP_017064348.1|DEUG	LOC120457790|XP_039501218.1|DSAN
OG0002832	LOC108110676|XP_017075285.1|DEUG	LOC120458566|XP_039502193.1|DSAN
OG0002833	LOC108107387|XP_017070390.1|DEUG	LOC120445155|XP_039481263.1|DSAN
OG0002834	LOC108107330|XP_017070304.1|DEUG	LOC120446852|XP_039483978.1|DSAN
OG0002835	LOC108106711|XP_017069432.1|DEUG	LOC120445127|XP_039481208.1|DSAN
OG0002836	LOC108104566|XP_017066202.1|DEUG	LOC120458623|XP_039502273.1|DSAN
OG0002837	LOC108112376|XP_017077695.1|DEUG	LOC120446231|XP_039483033.1|DSAN
OG0002838	LOC108113318|XP_017079363.1|DEUG	LOC120445408|XP_039481756.1|DSAN
OG0002839	LOC108107403|XP_017070412.1|DEUG	LOC120446888|XP_039484037.1|DSAN
OG0002840	LOC108107091|XP_017069957.1|DEUG	LOC120453282|XP_039493843.1|DSAN
OG0002841	LOC108111011|XP_017075813.1|DEUG	LOC120446318|XP_039483171.1|DSAN
OG0002842	LOC108105838|XP_017068075.1|DEUG	LOC120446177|XP_039482950.1|DSAN
OG0002843	LOC108113021|XP_017078937.1|DEUG	LOC120446821|XP_039483936.1|DSAN
OG0002844	LOC108118226|XP_017086293.1|DEUG	LOC120448747|XP_039486861.1|DSAN
OG0002845	LOC108102525|XP_017063050.1|DEUG	LOC120456920|XP_039499994.1|DSAN
OG0002846	LOC108112622|XP_017078213.1|DEUG	LOC120458117|XP_039501588.1|DSAN
OG0002847	LOC108102688|XP_017063318.1|DEUG	LOC120456893|XP_039499930.1|DSAN
OG0002848	LOC108105693|XP_017067892.1|DEUG	LOC120445098|XP_039481173.1|DSAN
OG0002849	LOC108113439|XP_017079495.1|DEUG	LOC120458580|XP_039502212.1|DSAN
OG0002850	LOC108105883|XP_017068148.1|DEUG	LOC120446502|XP_039483447.1|DSAN
OG0002851	LOC108110914|XP_017075670.1|DEUG	LOC120447763|XP_039485247.1|DSAN
OG0002852	LOC108106559|XP_017069212.1|DEUG	LOC120446206|XP_039482993.1|DSAN
OG0002853	LOC108103397|XP_017064383.1|DEUG	LOC120452385|XP_039492517.1|DSAN
OG0002854	LOC108107043|XP_017069893.1|DEUG	LOC120444700|XP_039480503.1|DSAN
OG0002855	LOC108107073|XP_017069931.1|DEUG	LOC120458815|XP_039502555.1|DSAN
OG0002856	LOC108107032|XP_017069871.1|DEUG	LOC120458587|XP_039502226.1|DSAN
OG0002857	LOC108114824|XP_017081436.1|DEUG	LOC120444788|XP_039480666.1|DSAN
OG0002858	LOC108102587|XP_017063177.1|DEUG	LOC120444023|XP_039479456.1|DSAN
OG0002859	LOC108110997|XP_017075795.1|DEUG	LOC120445938|XP_039482945.1|DSAN
OG0002860	LOC108102499|XP_017063012.1|DEUG	LOC120445625|XP_039482080.1|DSAN
OG0002861	LOC108110862|XP_017075598.1|DEUG	LOC120444090|XP_039479551.1|DSAN
OG0002862	LOC108102641|XP_017063251.1|DEUG	LOC120453616|XP_039494333.1|DSAN
OG0002863	LOC108110752|XP_017075450.1|DEUG	LOC120443851|XP_039479147.1|DSAN
OG0002864	LOC108110755|XP_017075453.1|DEUG	LOC120443855|XP_039479151.1|DSAN
OG0002865	LOC108113349|XP_017079400.1|DEUG	LOC120458316|XP_039501856.1|DSAN
OG0002866	LOC108109857|XP_017074125.1|DEUG	LOC120448367|XP_039486270.1|DSAN
OG0002867	LOC108111185|XP_017076059.1|DEUG	LOC120458414|XP_039501983.1|DSAN
OG0002868	LOC108110712|XP_017075345.1|DEUG	LOC120454912|XP_039496547.1|DSAN
OG0002869	LOC108110714|XP_017075348.1|DEUG	LOC120454925|XP_039496617.1|DSAN
OG0002871	LOC108110950|XP_017075734.1|DEUG	LOC120449796|XP_039488376.1|DSAN
OG0002872	LOC108110653|XP_017075246.1|DEUG	LOC120443801|XP_039479067.1|DSAN
OG0002873	LOC108114769|XP_017081369.1|DEUG	LOC120444997|XP_039480969.1|DSAN
OG0002874	LOC108113432|XP_017079483.1|DEUG	LOC120450611|XP_039489684.1|DSAN
OG0002875	LOC108111240|XP_017076131.1|DEUG	LOC120455722|XP_039498073.1|DSAN
OG0002876	LOC108105382|XP_017067412.1|DEUG	LOC120456358|XP_039499088.1|DSAN
OG0002877	LOC108105711|XP_017067914.1|DEUG	LOC120446875|XP_039484017.1|DSAN
OG0002878	LOC108105705|XP_017067905.1|DEUG	LOC120445732|XP_039482236.1|DSAN
OG0002879	LOC108108126|XP_017071536.1|DEUG	LOC120447642|XP_039485086.1|DSAN
OG0002880	LOC108105510|XP_017067624.1|DEUG	LOC120456394|XP_039499155.1|DSAN
OG0002881	LOC108110731|XP_017075410.1|DEUG	LOC120451841|XP_039491754.1|DSAN
OG0002882	LOC108108886|XP_017072592.1|DEUG	LOC120446472|XP_039483409.1|DSAN
OG0002883	LOC108104188|XP_017065617.1|DEUG	LOC120443933|XP_039479309.1|DSAN
OG0002884	LOC108110867|XP_017075603.1|DEUG	LOC120448102|XP_039485842.1|DSAN
OG0002885	LOC108114394|XP_017080854.1|DEUG	LOC120449752|XP_039488320.1|DSAN
OG0002886	LOC108112144|XP_017077384.1|DEUG	LOC120446951|XP_039484141.1|DSAN
OG0002887	LOC108112155|XP_017077396.1|DEUG	LOC120446959|XP_039484152.1|DSAN
OG0002888	LOC108103400|XP_017064346.1|DEUG	LOC120457737|XP_039501170.1|DSAN
OG0002889	LOC108109907|XP_017074204.1|DEUG	LOC120450486|XP_039489466.1|DSAN
OG0002890	LOC108114880|XP_017081527.1|DEUG	LOC120444996|XP_039480968.1|DSAN
OG0002891	LOC108110975|XP_017075766.1|DEUG	LOC120454832|XP_039496240.1|DSAN
OG0002892	LOC108104057|XP_017065398.1|DEUG	LOC120447296|XP_039484719.1|DSAN
OG0002893	LOC108110964|XP_017075756.1|DEUG	LOC120454364|XP_039495527.1|DSAN
OG0002894	LOC108114321|XP_017080723.1|DEUG	LOC120449292|XP_039487612.1|DSAN
OG0002895	LOC108107298|XP_017070245.1|DEUG	LOC120445455|XP_039481834.1|DSAN
OG0002896	LOC108111030|XP_017075838.1|DEUG	LOC120457630|XP_039501063.1|DSAN
OG0002897	LOC108107120|XP_017070000.1|DEUG	LOC120458127|XP_039501598.1|DSAN
OG0002898	LOC108111128|XP_017075976.1|DEUG	LOC120457723|XP_039501160.1|DSAN
OG0002899	LOC108104183|XP_017065608.1|DEUG	LOC120454547|XP_039495864.1|DSAN
OG0002900	LOC108104175|XP_017065576.1|DEUG	LOC120445319|XP_039481578.1|DSAN
OG0002901	LOC108107143|XP_017070036.1|DEUG	LOC120458203|XP_039501714.1|DSAN
OG0002902	LOC108107136|XP_017070026.1|DEUG	LOC120444099|XP_039479560.1|DSAN
OG0002903	LOC108107035|XP_017069882.1|DEUG	LOC120443827|XP_039479110.1|DSAN
OG0002904	LOC108107965|XP_017071294.1|DEUG	LOC120448001|XP_039485648.1|DSAN
OG0002905	LOC108105887|XP_017068159.1|DEUG	LOC120458036|XP_039501477.1|DSAN
OG0002906	LOC108103381|XP_017064317.1|DEUG	LOC120457758|XP_039501191.1|DSAN
OG0002907	LOC108103410|XP_017064356.1|DEUG	LOC120457710|XP_039501140.1|DSAN
OG0002908	LOC108109013|XP_017072775.1|DEUG	LOC120446797|XP_039483887.1|DSAN
OG0002909	LOC108111998|XP_017077218.1|DEUG	LOC120445905|XP_039482492.1|DSAN
OG0002910	LOC108115464|XP_017082407.1|DEUG	LOC120447125|XP_039484492.1|DSAN
OG0002911	LOC108107407|XP_017070422.1|DEUG	LOC120447013|XP_039484263.1|DSAN
OG0002912	LOC108103225|XP_017064113.1|DEUG	LOC120455969|XP_039498452.1|DSAN
OG0002913	LOC108113208|XP_017079231.1|DEUG	LOC120446000|XP_039482668.1|DSAN
OG0002914	LOC108102692|XP_017063324.1|DEUG	LOC120458448|XP_039502027.1|DSAN
OG0002915	LOC108115455|XP_017082383.1|DEUG	LOC120457771|XP_039501202.1|DSAN
OG0002916	LOC108102579|XP_017063149.1|DEUG	LOC120458196|XP_039501699.1|DSAN
OG0002917	LOC108113232|XP_017079259.1|DEUG	LOC120444325|XP_039479809.1|DSAN
OG0002918	LOC108112839|XP_017078635.1|DEUG	LOC120444315|XP_039479792.1|DSAN
OG0002919	LOC108113088|XP_017079023.1|DEUG	LOC120444478|XP_039480091.1|DSAN
OG0002920	LOC108116760|XP_017084681.1|DEUG	LOC120443721|XP_039478903.1|DSAN
OG0002921	LOC108102568|XP_017063137.1|DEUG	LOC120444383|XP_039479927.1|DSAN
OG0002922	LOC108115514|XP_017082500.1|DEUG	LOC120447124|XP_039484491.1|DSAN
OG0002923	LOC108115463|XP_017082405.1|DEUG	LOC120447122|XP_039484486.1|DSAN
OG0002924	LOC108115513|XP_017082499.1|DEUG	LOC120447123|XP_039484489.1|DSAN
OG0002925	LOC108107291|XP_017070236.1|DEUG	LOC120447034|XP_039484313.1|DSAN
OG0002926	LOC108102635|XP_017063243.1|DEUG	LOC120453385|XP_039494006.1|DSAN
OG0002927	LOC108102553|XP_017063113.1|DEUG	LOC120457999|XP_039501424.1|DSAN
OG0002928	LOC108118156|XP_017086238.1|DEUG	LOC120445485|XP_039481866.1|DSAN
OG0002929	LOC108110484|XP_017075051.1|DEUG	LOC120450441|XP_039489392.1|DSAN
OG0002930	LOC108106158|XP_017068558.1|DEUG	LOC120458336|XP_039501887.1|DSAN
OG0002931	LOC108107080|XP_017069945.1|DEUG	LOC120458766|XP_039502476.1|DSAN
OG0002932	LOC108104827|XP_017066605.1|DEUG	LOC120445660|XP_039482143.1|DSAN
OG0002933	LOC108104580|XP_017066226.1|DEUG	LOC120458403|XP_039501962.1|DSAN
OG0002934	LOC108104449|XP_017065999.1|DEUG	LOC120451052|XP_039490344.1|DSAN
OG0002935	LOC108105170|XP_017067098.1|DEUG	LOC120448049|XP_039485732.1|DSAN
OG0002936	LOC108112388|XP_017077718.1|DEUG	LOC120446240|XP_039483045.1|DSAN
OG0002937	LOC108116204|XP_017083456.1|DEUG	LOC120454075|XP_039495022.1|DSAN
OG0002938	LOC108103090|XP_017063933.1|DEUG	LOC120446148|XP_039482909.1|DSAN
OG0002939	LOC108106751|XP_017069480.1|DEUG	LOC120457727|XP_039501161.1|DSAN
OG0002940	LOC108116466|XP_017083885.1|DEUG	LOC120452646|XP_039492896.1|DSAN
OG0002941	LOC108117458|XP_017085365.1|DEUG	LOC120458072|XP_039501518.1|DSAN
OG0002942	LOC108115529|XP_017082520.1|DEUG	LOC120446506|XP_039483448.1|DSAN
OG0002943	LOC108107129|XP_017070015.1|DEUG	LOC120445795|XP_039482338.1|DSAN
OG0002944	LOC108107168|XP_017070070.1|DEUG	LOC120445190|XP_039481340.1|DSAN
OG0002945	LOC108104072|XP_017065441.1|DEUG	LOC120445334|XP_039481644.1|DSAN
OG0002946	LOC108112793|XP_017078566.1|DEUG	LOC120446970|XP_039484172.1|DSAN
OG0002947	LOC108105176|XP_017067117.1|DEUG	LOC120457203|XP_039500506.1|DSAN
OG0002948	LOC108108148|XP_017071566.1|DEUG	LOC120448007|XP_039485656.1|DSAN
OG0002949	LOC108108710|XP_017072329.1|DEUG	LOC120448305|XP_039486180.1|DSAN
OG0002950	LOC108106865|XP_017069598.1|DEUG	LOC120443693|XP_039478866.1|DSAN
OG0002951	LOC108111135|XP_017075990.1|DEUG	LOC120456499|XP_039499304.1|DSAN
OG0002952	LOC108102693|XP_017063326.1|DEUG	LOC120444502|XP_039480153.1|DSAN
OG0002953	LOC108105185|XP_017067124.1|DEUG	LOC120449083|XP_039487327.1|DSAN
OG0002954	LOC108117456|XP_017085361.1|DEUG, LOC108117457|XP_017085362.1|DEUG	LOC120449722|XP_039488288.1|DSAN
OG0002955	LOC108112536|XP_017077951.1|DEUG	LOC120444604|XP_039480313.1|DSAN
OG0002956	LOC108112212|XP_017077518.1|DEUG	LOC120447185|XP_039484608.1|DSAN
OG0002957	LOC108109050|XP_017072853.1|DEUG	LOC120446892|XP_039484043.1|DSAN
OG0002958	LOC108115473|XP_017082422.1|DEUG	LOC120446508|XP_039483450.1|DSAN
OG0002959	LOC108115531|XP_017082522.1|DEUG	LOC120445957|XP_039482580.1|DSAN
OG0002960	LOC108107589|XP_017070639.1|DEUG	LOC120448624|XP_039486676.1|DSAN
