Orthogroup	DEUG.longest_only	DGUA.longest_only
OG0000697	LOC108113442|XP_017079501.1|DEUG	LOC117588102|XP_034135064.1|DGUA
OG0000698	LOC108110525|XP_017075095.1|DEUG	LOC117581845|XP_034125191.1|DGUA
OG0000698	LOC108110474|XP_017075031.1|DEUG	LOC117582341|XP_034125883.1|DGUA
OG0000699	LOC108107128|XP_017070011.1|DEUG	LOC117584717|XP_034129655.1|DGUA
OG0000699	LOC108115583|XP_017082584.1|DEUG	LOC117585384|XP_034130724.1|DGUA
OG0000700	LOC108110951|XP_017075735.1|DEUG	LOC117582105|XP_034125561.1|DGUA
OG0000700	LOC108111056|XP_017075873.1|DEUG	LOC117584471|XP_034129283.1|DGUA
OG0000701	LOC108111904|XP_017077031.1|DEUG	LOC117591937|XP_034141236.1|DGUA
OG0000701	LOC108103030|XP_017063845.1|DEUG	LOC117590220|XP_034138578.1|DGUA
OG0000702	LOC108113581|XP_017079713.1|DEUG	LOC117591218|XP_034140278.1|DGUA
OG0000702	LOC108113580|XP_017079690.1|DEUG	LOC117591217|XP_034140254.1|DGUA
OG0000703	LOC108105835|XP_017068071.1|DEUG	LOC117584158|XP_034128811.1|DGUA
OG0000703	LOC108112711|XP_017078423.1|DEUG	LOC117580650|XP_034123144.1|DGUA
OG0000704	LOC108102438|XP_017062914.1|DEUG	LOC117588726|XP_034136082.1|DGUA
OG0000704	LOC108103999|XP_017065278.1|DEUG	LOC117583831|XP_034128314.1|DGUA
OG0000705	LOC108102844|XP_017063525.1|DEUG	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA
OG0000705	LOC108102860|XP_017063551.1|DEUG	LOC117587016|XP_034133317.1|DGUA
OG0000706	LOC108105717|XP_017067920.1|DEUG	LOC117582340|XP_034125882.1|DGUA
OG0000706	LOC108109737|XP_017073876.1|DEUG	LOC117581613|XP_034124867.1|DGUA
OG0000707	LOC108112148|XP_017077385.1|DEUG	LOC117581280|XP_034124198.1|DGUA
OG0000707	LOC108102919|XP_017063660.1|DEUG	LOC117591032|XP_034140017.1|DGUA
OG0000708	LOC108110297|XP_017074788.1|DEUG	LOC117590471|XP_034139012.1|DGUA
OG0000708	LOC108109942|XP_017074233.1|DEUG	LOC117588421|XP_034135586.1|DGUA
OG0000709	LOC108113488|XP_017079563.1|DEUG	LOC117583485|XP_034127686.1|DGUA
OG0000709	LOC108103905|XP_017065142.1|DEUG	LOC117581329|XP_034124334.1|DGUA
OG0000710	LOC108115119|XP_017081859.1|DEUG	LOC117586015|XP_034131737.1|DGUA
OG0000710	LOC108113239|XP_017079272.1|DEUG	LOC117591965|XP_034141293.1|DGUA
OG0000711	LOC108114734|XP_017081333.1|DEUG	LOC117591549|XP_034140735.1|DGUA
OG0000711	LOC108117614|XP_017085632.1|DEUG	LOC117588733|XP_034136099.1|DGUA
OG0000712	LOC108117219|XP_017085034.1|DEUG	LOC117586204|XP_034132032.1|DGUA
OG0000712	LOC108117289|XP_017085133.1|DEUG	LOC117586202|XP_034132027.1|DGUA
OG0000713	LOC108115264|XP_017082110.1|DEUG	LOC117582839|XP_034126787.1|DGUA
OG0000713	LOC108113229|XP_017079255.1|DEUG	LOC117592072|XP_034141470.1|DGUA
OG0000714	LOC108105346|XP_017067341.1|DEUG	LOC117581351|XP_034124374.1|DGUA
OG0000714	LOC108107988|XP_017071325.1|DEUG	LOC117579059|XP_034120654.1|DGUA
OG0000715	LOC108108448|XP_017071991.1|DEUG	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA
OG0000716	LOC108103229|XP_017064118.1|DEUG	LOC117580822|XP_034123433.1|DGUA
OG0000716	LOC108104285|XP_017065744.1|DEUG	LOC117579165|XP_034120817.1|DGUA
OG0000717	LOC108116753|XP_017084260.1|DEUG	LOC117579251|XP_034120928.1|DGUA
OG0000718	LOC108102328|XP_017062609.1|DEUG	LOC117590590|XP_034139236.1|DGUA
OG0000718	LOC108102387|XP_017062818.1|DEUG	LOC117590671|XP_034139432.1|DGUA
OG0000719	LOC108114245|XP_017080623.1|DEUG	LOC117589363|XP_034137156.1|DGUA
OG0000719	LOC108114069|XP_017080312.1|DEUG	LOC117579494|XP_034121286.1|DGUA
OG0000720	LOC108116080|XP_017083287.1|DEUG, LOC108109384|XP_017073372.1|DEUG, LOC108109425|XP_017073424.1|DEUG	LOC117583684|XP_034128050.1|DGUA
OG0000721	LOC108113417|XP_017079460.1|DEUG, LOC108102478|XP_017062980.1|DEUG, LOC108105581|XP_017067710.1|DEUG	LOC117587679|XP_034134461.1|DGUA
OG0000721	LOC108105580|XP_017067709.1|DEUG, LOC108113416|XP_017079459.1|DEUG, LOC108102477|XP_017062979.1|DEUG	LOC117587930|XP_034134807.1|DGUA
OG0000722	LOC108107198|XP_017070104.1|DEUG	LOC117592355|XP_034141943.1|DGUA
OG0000722	LOC108107245|XP_017070151.1|DEUG, LOC108107197|XP_017070103.1|DEUG, LOC108107196|XP_017070102.1|DEUG	LOC117592356|XP_034141944.1|DGUA, LOC117592357|XP_034141945.1|DGUA
OG0000723	LOC108112312|XP_017077627.1|DEUG	LOC117580333|XP_034122727.1|DGUA
OG0000724	LOC108117712|XP_017085756.1|DEUG	LOC117590994|XP_034139965.1|DGUA
OG0000724	LOC108111329|XP_017076238.1|DEUG	LOC117582786|XP_034126658.1|DGUA
OG0000726	LOC108111510|XP_017076514.1|DEUG	LOC117585463|XP_034130845.1|DGUA
OG0000726	LOC108111471|XP_017076431.1|DEUG	LOC117585583|XP_034131011.1|DGUA
OG0000727	LOC108117302|XP_017085151.1|DEUG	LOC117586526|XP_034132551.1|DGUA
OG0000727	LOC108117304|XP_017085152.1|DEUG, LOC108117045|XP_017084705.1|DEUG	LOC117586534|XP_034132559.1|DGUA
OG0000728	LOC108103109|XP_017063965.1|DEUG, LOC108109695|XP_017073805.1|DEUG	LOC117590265|XP_034138642.1|DGUA
OG0000729	LOC108115744|XP_017082803.1|DEUG	LOC117582713|XP_034126527.1|DGUA
OG0000729	LOC108115763|XP_017082820.1|DEUG	LOC117582714|XP_034126528.1|DGUA
OG0000730	LOC108103906|XP_017065144.1|DEUG	LOC117581765|XP_034125058.1|DGUA
OG0000730	LOC108111468|XP_017076432.1|DEUG	LOC117586903|XP_034133139.1|DGUA
OG0000731	LOC108108134|XP_017071544.1|DEUG	LOC117579777|XP_034121726.1|DGUA
OG0000731	LOC108112333|XP_017077650.1|DEUG	LOC117588056|XP_034135007.1|DGUA
OG0000732	LOC108114189|XP_017080488.1|DEUG	LOC117589060|XP_034136582.1|DGUA
OG0000732	LOC108114188|XP_017080486.1|DEUG	LOC117589058|XP_034136579.1|DGUA
OG0000733	LOC108115945|XP_017083070.1|DEUG	LOC117583091|XP_034127160.1|DGUA
OG0000733	LOC108108015|XP_017071360.1|DEUG	LOC117580226|XP_034122531.1|DGUA
OG0000734	LOC108108068|XP_017071434.1|DEUG	LOC117587094|XP_034133463.1|DGUA
OG0000735	LOC108104440|XP_017065989.1|DEUG	LOC117590847|XP_034139735.1|DGUA
OG0000735	LOC108110844|XP_017075577.1|DEUG	LOC117587690|XP_034134476.1|DGUA
OG0000736	LOC108110540|XP_017075110.1|DEUG	LOC117581696|XP_034124965.1|DGUA
OG0000736	LOC108110541|XP_017075112.1|DEUG	LOC117581697|XP_034124966.1|DGUA
OG0000737	LOC108106638|XP_017069331.1|DEUG	LOC117592613|XP_034142388.1|DGUA
OG0000738	LOC108118339|XP_017086462.1|DEUG	LOC117582058|XP_034125500.1|DGUA
OG0000738	LOC108105767|XP_017067976.1|DEUG	LOC117590900|XP_034139822.1|DGUA
OG0000739	LOC108116175|XP_017083406.1|DEUG	LOC117585486|XP_034130872.1|DGUA
OG0000739	LOC108116174|XP_017083403.1|DEUG	LOC117585474|XP_034130856.1|DGUA
OG0000740	LOC108110537|XP_017075111.1|DEUG	LOC117590072|XP_034138301.1|DGUA
OG0000741	LOC108102917|XP_017063657.1|DEUG, LOC108111527|XP_017076537.1|DEUG	LOC117589596|XP_034137558.1|DGUA
OG0000742	LOC108109700|XP_017073815.1|DEUG	LOC117588280|XP_034135343.1|DGUA
OG0000742	LOC108109715|XP_017073836.1|DEUG	LOC117588281|XP_034135345.1|DGUA
OG0000743	LOC108102832|XP_017063512.1|DEUG	LOC117586939|XP_034133197.1|DGUA
OG0000744	LOC108112201|XP_017077504.1|DEUG	LOC117578628|XP_034120124.1|DGUA
OG0000745	LOC108108865|XP_017072571.1|DEUG	LOC117592482|XP_034142211.1|DGUA
OG0000745	LOC108112741|XP_017078468.1|DEUG	LOC117592349|XP_034141935.1|DGUA
OG0000746	LOC108109130|XP_017073016.1|DEUG, LOC108109131|XP_017073017.1|DEUG	LOC117578578|XP_034120054.1|DGUA
OG0000747	LOC108116783|XP_017084317.1|DEUG	LOC117589091|XP_034136620.1|DGUA
OG0000747	LOC108116731|XP_017084237.1|DEUG	LOC117589240|XP_034136895.1|DGUA
OG0000748	LOC108110603|XP_017075190.1|DEUG	LOC117584100|XP_034128740.1|DGUA
OG0000748	LOC108102460|XP_017062957.1|DEUG	LOC117588386|XP_034135502.1|DGUA
OG0000750	LOC108109860|XP_017074133.1|DEUG	LOC117583773|XP_034128217.1|DGUA
OG0000751	LOC108112191|XP_017077492.1|DEUG	LOC117591691|XP_034140906.1|DGUA, LOC117589633|XP_034137660.1|DGUA
OG0000751	LOC108112136|XP_017077373.1|DEUG	LOC117589414|XP_034137275.1|DGUA
OG0000752	LOC108110220|XP_017074695.1|DEUG, LOC108105250|XP_017067214.1|DEUG, LOC108110536|XP_017075107.1|DEUG, LOC108106835|XP_017069561.1|DEUG	LOC117585222|XP_034130507.1|DGUA
OG0000753	LOC108111821|XP_017076918.1|DEUG	LOC117583022|XP_034127063.1|DGUA
OG0000753	LOC108108286|XP_017071778.1|DEUG	LOC117586906|XP_034133141.1|DGUA
OG0000754	LOC108103468|XP_017064455.1|DEUG	LOC117581084|XP_034123858.1|DGUA
OG0000755	LOC108116810|XP_017084347.1|DEUG	LOC117589788|XP_034137880.1|DGUA
OG0000755	LOC108116811|XP_017084348.1|DEUG	LOC117589795|XP_034137886.1|DGUA
OG0000756	LOC108113705|XP_017079873.1|DEUG	LOC117585061|XP_034130212.1|DGUA
OG0000757	LOC108107777|XP_017070961.1|DEUG	LOC117586322|XP_034132202.1|DGUA, LOC117579144|XP_034120775.1|DGUA
OG0000758	LOC108114719|XP_017081309.1|DEUG	LOC117589101|XP_034136642.1|DGUA
OG0000758	LOC108114694|XP_017081279.1|DEUG	LOC117589100|XP_034136640.1|DGUA
OG0000759	LOC108108222|XP_017071678.1|DEUG	LOC117589158|XP_034136752.1|DGUA
OG0000759	LOC108108236|XP_017071692.1|DEUG	LOC117589156|XP_034136750.1|DGUA
OG0000760	LOC108113340|XP_017079389.1|DEUG	LOC117591992|XP_034141328.1|DGUA
OG0000761	LOC108111088|XP_017075913.1|DEUG	LOC117584277|XP_034128985.1|DGUA
OG0000761	LOC108110915|XP_017075672.1|DEUG	LOC117584280|XP_034128989.1|DGUA
OG0000762	LOC108106188|XP_017068601.1|DEUG	LOC117588240|XP_034135282.1|DGUA
OG0000762	LOC108110597|XP_017075184.1|DEUG	LOC117584187|XP_034128846.1|DGUA
OG0000763	LOC108115442|XP_017082367.1|DEUG	LOC117583868|XP_034128405.1|DGUA
OG0000763	LOC108115433|XP_017082359.1|DEUG	LOC117583870|XP_034128407.1|DGUA
OG0000764	LOC108115594|XP_017082597.1|DEUG	LOC117583311|XP_034127449.1|DGUA
OG0000764	LOC108102946|XP_017063709.1|DEUG	LOC117590397|XP_034138881.1|DGUA
OG0000765	LOC108102787|XP_017063437.1|DEUG	LOC117587396|XP_034133941.1|DGUA
OG0000765	LOC108118528|XP_017086764.1|DEUG	LOC117588682|XP_034136021.1|DGUA
OG0000766	LOC108110590|XP_017075176.1|DEUG	LOC117587686|XP_034134470.1|DGUA
OG0000766	LOC108105457|XP_017067544.1|DEUG	LOC117581146|XP_034123969.1|DGUA
OG0000767	LOC108115233|XP_017082079.1|DEUG, LOC108108782|XP_017072442.1|DEUG	LOC117580334|XP_034122724.1|DGUA
OG0000768	LOC108114684|XP_017081265.1|DEUG	LOC117587030|XP_034133346.1|DGUA
OG0000769	LOC108113698|XP_017079863.1|DEUG	LOC117585044|XP_034130191.1|DGUA
OG0000769	LOC108117719|XP_017085767.1|DEUG	LOC117581000|XP_034123697.1|DGUA
OG0000770	LOC108104842|XP_017066640.1|DEUG	LOC117586448|XP_034132385.1|DGUA
OG0000771	LOC108108167|XP_017071596.1|DEUG	LOC117587136|XP_034133534.1|DGUA
OG0000771	LOC108108156|XP_017071578.1|DEUG	LOC117587135|XP_034133533.1|DGUA
OG0000772	LOC108107296|XP_017070241.1|DEUG	LOC117591491|XP_034140674.1|DGUA
OG0000772	LOC108112712|XP_017078427.1|DEUG	LOC117580664|XP_034123171.1|DGUA
OG0000773	LOC108108951|XP_017072694.1|DEUG	LOC117578696|XP_034120232.1|DGUA
OG0000773	LOC108116195|XP_017083424.1|DEUG	LOC117586374|XP_034132293.1|DGUA
OG0000774	LOC108107310|XP_017070270.1|DEUG, LOC108107309|XP_017070269.1|DEUG, LOC108107308|XP_017070267.1|DEUG	LOC117591312|XP_034140414.1|DGUA
OG0000775	LOC108111967|XP_017077161.1|DEUG	LOC117585812|XP_034131428.1|DGUA
OG0000775	LOC108104829|XP_017066614.1|DEUG	LOC117592468|XP_034142195.1|DGUA
OG0000776	LOC108107893|XP_017071179.1|DEUG, LOC108107892|XP_017071177.1|DEUG	LOC117585420|XP_034130784.1|DGUA
OG0000777	LOC108113126|XP_017079121.1|DEUG, LOC108113110|XP_017079096.1|DEUG, LOC108111581|XP_017076590.1|DEUG, LOC108111589|XP_017076598.1|DEUG, LOC108113116|XP_017079109.1|DEUG, LOC108111580|XP_017076588.1|DEUG	LOC117583286|XP_034127413.1|DGUA
OG0000778	LOC108108047|XP_017071410.1|DEUG	LOC117580160|XP_034122371.1|DGUA
OG0000778	LOC108117455|XP_017085359.1|DEUG	LOC117590110|XP_034138350.1|DGUA
OG0000779	LOC108118383|XP_017086547.1|DEUG	LOC117588746|XP_034136115.1|DGUA
OG0000780	LOC108104863|XP_017066674.1|DEUG	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA
OG0000781	LOC108103425|XP_017064381.1|DEUG	LOC117590757|XP_034139586.1|DGUA
OG0000781	LOC108116732|XP_017084238.1|DEUG	LOC117579979|XP_034122049.1|DGUA
OG0000782	LOC108114382|XP_017080829.1|DEUG	LOC117587468|XP_034134083.1|DGUA
OG0000782	LOC108118358|XP_017086514.1|DEUG	LOC117580972|XP_034123656.1|DGUA
OG0000783	LOC108108199|XP_017071640.1|DEUG	LOC117587064|XP_034133396.1|DGUA
OG0000783	LOC108103269|XP_017064170.1|DEUG	LOC117590997|XP_034139968.1|DGUA
OG0000784	LOC108114067|XP_017080311.1|DEUG	LOC117589039|XP_034136558.1|DGUA
OG0000784	LOC108105383|XP_017067416.1|DEUG	LOC117591440|XP_034140598.1|DGUA
OG0000785	LOC108115872|XP_017082992.1|DEUG	LOC117583696|XP_034128067.1|DGUA
OG0000786	LOC108109101|XP_017072978.1|DEUG	LOC117581209|XP_034124072.1|DGUA
OG0000786	LOC108110197|XP_017074650.1|DEUG	LOC117589497|XP_034137357.1|DGUA
OG0000787	LOC108114165|XP_017080446.1|DEUG	LOC117580102|XP_034122257.1|DGUA
OG0000787	LOC108103918|XP_017065156.1|DEUG	LOC117588316|XP_034135400.1|DGUA
OG0000788	LOC108103061|XP_017063880.1|DEUG	LOC117582553|XP_034126271.1|DGUA
OG0000788	LOC108102730|XP_017063366.1|DEUG	LOC117580115|XP_034122293.1|DGUA
OG0000789	LOC108102470|XP_017062968.1|DEUG	LOC117587982|XP_034134881.1|DGUA
OG0000789	LOC108102487|XP_017062988.1|DEUG	LOC117587884|XP_034134752.1|DGUA
OG0000790	LOC108104171|XP_017065565.1|DEUG	LOC117581897|XP_034125256.1|DGUA
OG0000791	LOC108113587|XP_017079722.1|DEUG	LOC117584547|XP_034129391.1|DGUA
OG0000791	LOC108116032|XP_017083210.1|DEUG	LOC117585846|XP_034131480.1|DGUA
OG0000792	LOC108111217|XP_017076110.1|DEUG	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA
OG0000793	LOC108117185|XP_017084966.1|DEUG, LOC108103150|XP_017064013.1|DEUG	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA
OG0000794	LOC108102562|XP_017063125.1|DEUG, LOC108109732|XP_017073869.1|DEUG	LOC117588329|XP_034135424.1|DGUA
OG0000795	LOC108110146|XP_017074549.1|DEUG	LOC117581143|XP_034123966.1|DGUA
OG0000795	LOC108111570|XP_017076582.1|DEUG	LOC117590055|XP_034138266.1|DGUA
OG0000796	LOC108109415|XP_017073405.1|DEUG	LOC117589733|XP_034137800.1|DGUA
OG0000796	LOC108111881|XP_017077000.1|DEUG	LOC117591369|XP_034140496.1|DGUA
OG0000797	LOC108109914|XP_017074211.1|DEUG	LOC117586274|XP_034132117.1|DGUA
OG0000797	LOC108109927|XP_017074219.1|DEUG	LOC117585973|XP_034131673.1|DGUA
OG0000798	LOC108114915|XP_017081588.1|DEUG	LOC117582081|XP_034125571.1|DGUA
OG0000798	LOC108114912|XP_017081580.1|DEUG	LOC117581890|XP_034125286.1|DGUA
OG0000799	LOC108111730|XP_017076772.1|DEUG	LOC117586384|XP_034132305.1|DGUA
OG0000799	LOC108103224|XP_017064112.1|DEUG	LOC117581016|XP_034123732.1|DGUA
OG0000800	LOC108114145|XP_017080416.1|DEUG	LOC117587332|XP_034133855.1|DGUA, LOC117587336|XP_034133865.1|DGUA, LOC117587257|XP_034133721.1|DGUA
OG0000801	LOC108113322|XP_017079365.1|DEUG	LOC117592637|XP_034142471.1|DGUA
OG0000802	LOC108103199|XP_017064077.1|DEUG, LOC108103205|XP_017064084.1|DEUG	LOC117588592|XP_034135888.1|DGUA
OG0000803	LOC108110884|XP_017075631.1|DEUG	LOC117584790|XP_034129793.1|DGUA
OG0000803	LOC108108171|XP_017071602.1|DEUG	LOC117587404|XP_034133952.1|DGUA
OG0000804	LOC108106808|XP_017069544.1|DEUG	LOC117592002|XP_034141342.1|DGUA
OG0000804	LOC108116139|XP_017083358.1|DEUG	LOC117586039|XP_034131776.1|DGUA
OG0000805	LOC108111910|XP_017077038.1|DEUG	LOC117588884|XP_034136309.1|DGUA
OG0000806	LOC108111181|XP_017076056.1|DEUG	LOC117582147|XP_034125623.1|DGUA
OG0000807	LOC108114001|XP_017080236.1|DEUG, LOC108111165|XP_017076032.1|DEUG	LOC117582407|XP_034125986.1|DGUA
OG0000808	LOC108111275|XP_017076151.1|DEUG	LOC117583096|XP_034127167.1|DGUA, LOC117583387|XP_034127563.1|DGUA, LOC117583101|XP_034127171.1|DGUA
OG0000810	LOC108112908|XP_017078764.1|DEUG, LOC108112909|XP_017078765.1|DEUG, LOC108106252|XP_017068706.1|DEUG	LOC117578448|XP_034119863.1|DGUA
OG0000811	LOC108112639|XP_017078238.1|DEUG	LOC117578819|XP_034120468.1|DGUA
OG0000812	LOC108115215|XP_017082050.1|DEUG	LOC117588542|XP_034135811.1|DGUA
OG0000812	LOC108104290|XP_017065753.1|DEUG	LOC117589150|XP_034136736.1|DGUA
OG0000813	LOC108112758|XP_017078503.1|DEUG	LOC117586076|XP_034131826.1|DGUA
OG0000813	LOC108111101|XP_017075931.1|DEUG	LOC117582277|XP_034125797.1|DGUA
OG0000814	LOC108103476|XP_017064507.1|DEUG	LOC117581814|XP_034125149.1|DGUA
OG0000815	LOC108102669|XP_017063299.1|DEUG	LOC117584742|XP_034129716.1|DGUA
OG0000816	LOC108111835|XP_017076929.1|DEUG	LOC117591363|XP_034140487.1|DGUA
OG0000816	LOC108115160|XP_017081960.1|DEUG	LOC117586014|XP_034131735.1|DGUA
OG0000817	LOC108113529|XP_017079612.1|DEUG	LOC117585488|XP_034130874.1|DGUA
OG0000817	LOC108113530|XP_017079613.1|DEUG, LOC108108993|XP_017072744.1|DEUG	LOC117585487|XP_034130873.1|DGUA
OG0000818	LOC108105507|XP_017067620.1|DEUG	LOC117580757|XP_034123343.1|DGUA
OG0000819	LOC108117429|XP_017085336.1|DEUG	LOC117580815|XP_034123424.1|DGUA
OG0000819	LOC108117415|XP_017085316.1|DEUG	LOC117581262|XP_034124161.1|DGUA
OG0000820	LOC108112774|XP_017078532.1|DEUG	LOC117592690|XP_034142545.1|DGUA
OG0000821	LOC108113378|XP_017079436.1|DEUG	LOC117591896|XP_034141177.1|DGUA
OG0000822	LOC108108461|XP_017072004.1|DEUG	LOC117589284|XP_034136965.1|DGUA
OG0000822	LOC108106093|XP_017068440.1|DEUG	LOC117587726|XP_034134535.1|DGUA
OG0000824	LOC108104034|XP_017065358.1|DEUG	LOC117582009|XP_034125412.1|DGUA, LOC117588668|XP_034136002.1|DGUA, LOC117580962|XP_034123639.1|DGUA, LOC117591437|XP_034140591.1|DGUA, LOC117591296|XP_034140388.1|DGUA, LOC117591294|XP_034140386.1|DGUA, LOC117591290|XP_034140379.1|DGUA
OG0000825	LOC108114078|XP_017080322.1|DEUG	LOC117589283|XP_034136964.1|DGUA
OG0000825	LOC108105154|XP_017067079.1|DEUG	LOC117584176|XP_034128834.1|DGUA
OG0000826	LOC108112534|XP_017077949.1|DEUG	LOC117592010|XP_034141354.1|DGUA
OG0000828	LOC108111585|XP_017076595.1|DEUG, LOC108111599|XP_017076610.1|DEUG	LOC117583471|XP_034127670.1|DGUA, LOC117591674|XP_034140889.1|DGUA, LOC117583473|XP_034127672.1|DGUA, LOC117591675|XP_034140890.1|DGUA
OG0000830	LOC108105074|XP_017066986.1|DEUG	LOC117581441|XP_034124536.1|DGUA
OG0000831	LOC108108187|XP_017071622.1|DEUG	LOC117592571|XP_034142346.1|DGUA
OG0000832	LOC108113369|XP_017079425.1|DEUG	LOC117592584|XP_034142362.1|DGUA
OG0000832	LOC108114845|XP_017081480.1|DEUG	LOC117591085|XP_034140076.1|DGUA
OG0000833	LOC108108539|XP_017072101.1|DEUG	LOC117579047|XP_034120633.1|DGUA
OG0000834	LOC108111308|XP_017076191.1|DEUG	LOC117582952|XP_034126953.1|DGUA
OG0000835	LOC108107817|XP_017071051.1|DEUG	LOC117579146|XP_034120777.1|DGUA
OG0000836	LOC108114767|XP_017081368.1|DEUG	LOC117591079|XP_034140073.1|DGUA
OG0000836	LOC108110784|XP_017075493.1|DEUG	LOC117584343|XP_034129066.1|DGUA
OG0000837	LOC108107425|XP_017070444.1|DEUG	LOC117580360|XP_034122819.1|DGUA
OG0000837	LOC108110321|XP_017074834.1|DEUG	LOC117580748|XP_034123326.1|DGUA
OG0000838	LOC108107180|XP_017070088.1|DEUG	LOC117582132|XP_034125607.1|DGUA
OG0000838	LOC108106884|XP_017069621.1|DEUG	LOC117582133|XP_034125608.1|DGUA
OG0000839	LOC108115337|XP_017082240.1|DEUG	LOC117584982|XP_034130080.1|DGUA
OG0000840	LOC108111620|XP_017076641.1|DEUG, LOC108104970|XP_017066830.1|DEUG	LOC117580946|XP_034123621.1|DGUA
OG0000841	LOC108102357|XP_017062746.1|DEUG, LOC108111611|XP_017076628.1|DEUG	LOC117590111|XP_034138351.1|DGUA
OG0000842	LOC108109302|XP_017073286.1|DEUG	LOC117582888|XP_034126864.1|DGUA
OG0000842	LOC108117231|XP_017085053.1|DEUG	LOC117585435|XP_034130801.1|DGUA
OG0000843	LOC108107457|XP_017070493.1|DEUG	LOC117579533|XP_034121345.1|DGUA
OG0000844	LOC108107350|XP_017070339.1|DEUG	LOC117589971|XP_034138167.1|DGUA
OG0000844	LOC108116201|XP_017083447.1|DEUG	LOC117586625|XP_034132734.1|DGUA
OG0000845	LOC108117528|XP_017085518.1|DEUG	LOC117588553|XP_034135826.1|DGUA
OG0000845	LOC108117518|XP_017085505.1|DEUG	LOC117591036|XP_034140021.1|DGUA
OG0000846	LOC108111292|XP_017076170.1|DEUG, LOC108116107|XP_017083317.1|DEUG, LOC108116106|XP_017083315.1|DEUG, LOC108116086|XP_017083292.1|DEUG, LOC108115900|XP_017083025.1|DEUG, LOC108116105|XP_017083314.1|DEUG, LOC108105562|XP_017067697.1|DEUG	LOC117585380|XP_034130719.1|DGUA, LOC117585059|XP_034130210.1|DGUA
OG0000847	LOC108112211|XP_017077517.1|DEUG	LOC117578626|XP_034120126.1|DGUA
OG0000847	LOC108107421|XP_017070438.1|DEUG	LOC117578879|XP_034120564.1|DGUA
OG0000848	LOC108111166|XP_017076033.1|DEUG	LOC117582356|XP_034125903.1|DGUA
OG0000848	LOC108114773|XP_017081372.1|DEUG	LOC117591081|XP_034140074.1|DGUA
OG0000849	LOC108104018|XP_017065339.1|DEUG	LOC117584492|XP_034129312.1|DGUA
OG0000849	LOC108102526|XP_017063051.1|DEUG	LOC117582518|XP_034126206.1|DGUA
OG0000850	LOC108112485|XP_017077843.1|DEUG	LOC117592155|XP_034141618.1|DGUA
OG0000850	LOC108112415|XP_017077746.1|DEUG	LOC117592154|XP_034141617.1|DGUA
OG0000851	LOC108112740|XP_017078467.1|DEUG	LOC117586706|XP_034133253.1|DGUA
OG0000852	LOC108111902|XP_017077028.1|DEUG	LOC117587903|XP_034134776.1|DGUA
OG0000854	LOC108103341|XP_017064265.1|DEUG	LOC117581096|XP_034123876.1|DGUA
OG0000854	LOC108103337|XP_017064261.1|DEUG	LOC117581092|XP_034123871.1|DGUA
OG0000855	LOC108102447|XP_017062931.1|DEUG	LOC117588399|XP_034135544.1|DGUA
OG0000855	LOC108109452|XP_017073440.1|DEUG	LOC117585031|XP_034130166.1|DGUA
OG0000856	LOC108108787|XP_017072450.1|DEUG	LOC117589095|XP_034136623.1|DGUA
OG0000857	LOC108117691|XP_017085709.1|DEUG	LOC117581295|XP_034124226.1|DGUA
OG0000858	LOC108116921|XP_017084550.1|DEUG, LOC108105446|XP_017067564.1|DEUG, LOC108117003|XP_017084659.1|DEUG	LOC117589813|XP_034137932.1|DGUA
OG0000860	LOC108114399|XP_017080861.1|DEUG	LOC117580010|XP_034122105.1|DGUA
OG0000860	LOC108107741|XP_017070890.1|DEUG	LOC117579739|XP_034121642.1|DGUA
OG0000861	LOC108109190|XP_017073114.1|DEUG	LOC117592261|XP_034141798.1|DGUA
OG0000862	LOC108109256|XP_017073227.1|DEUG	LOC117586061|XP_034131802.1|DGUA
OG0000862	LOC108102496|XP_017063008.1|DEUG	LOC117588016|XP_034134938.1|DGUA
OG0000863	LOC108115660|XP_017082707.1|DEUG	LOC117589836|XP_034137977.1|DGUA
OG0000864	LOC108105772|XP_017067984.1|DEUG	LOC117587901|XP_034134770.1|DGUA
OG0000864	LOC108103839|XP_017065017.1|DEUG	LOC117590968|XP_034139916.1|DGUA
OG0000865	LOC108110513|XP_017075085.1|DEUG	LOC117586247|XP_034132076.1|DGUA
OG0000866	LOC108102560|XP_017063121.1|DEUG, LOC108102561|XP_017063122.1|DEUG	LOC117582087|XP_034125539.1|DGUA
OG0000867	LOC108111004|XP_017075804.1|DEUG	LOC117584507|XP_034129333.1|DGUA
OG0000868	LOC108111885|XP_017077009.1|DEUG	LOC117581221|XP_034124090.1|DGUA, LOC117581900|XP_034125260.1|DGUA, LOC117583118|XP_034127198.1|DGUA, LOC117591362|XP_034140485.1|DGUA
OG0000869	LOC108116205|XP_017083472.1|DEUG	LOC117586503|XP_034132516.1|DGUA
OG0000870	LOC108107256|XP_017070174.1|DEUG	LOC117592620|XP_034142417.1|DGUA
