Orthogroup	DEUG.longest_only	DPER.longest_only
OG0000225	LOC108116582|XP_017084012.1|DEUG	LOC113566005|XP_026845454.1|DPER
OG0000225	LOC108116577|XP_017084007.1|DEUG	LOC6592129|XP_026839946.1|DPER
OG0000225	LOC108116576|XP_017084006.1|DEUG	LOC6592112|XP_002016838.2|DPER
OG0000226	LOC108114480|XP_017080987.1|DEUG	LOC6602823|XP_002027825.2|DPER
OG0000226	LOC108114482|XP_017080989.1|DEUG	LOC6602822|XP_002027824.1|DPER
OG0000226	LOC108114228|XP_017080583.1|DEUG	LOC6602817|XP_002027819.2|DPER
OG0000228	LOC108115287|XP_017082154.1|DEUG	LOC113564959|XP_026840570.1|DPER
OG0000228	LOC108117681|XP_017085698.1|DEUG, LOC108105137|XP_017067059.1|DEUG	LOC6596405|XP_026843531.1|DPER
OG0000229	LOC108115757|XP_017082814.1|DEUG	LOC6587187|XP_026840041.1|DPER
OG0000229	LOC108110237|XP_017074714.1|DEUG	LOC6594363|XP_026850362.1|DPER
OG0000230	LOC108112087|XP_017077325.1|DEUG	LOC6601345|XP_002026389.1|DPER, LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER
OG0000231	LOC108104029|XP_017065352.1|DEUG, LOC108104025|XP_017065346.1|DEUG, LOC108107891|XP_017071178.1|DEUG	LOC6602220|XP_026843182.1|DPER, LOC6602219|XP_026843183.1|DPER, LOC6602218|XP_002027295.1|DPER
OG0000232	LOC108111478|XP_017076441.1|DEUG	LOC6591535|XP_002017319.2|DPER
OG0000232	LOC108106240|XP_017068655.1|DEUG	LOC6590307|XP_002015511.1|DPER
OG0000232	LOC108106357|XP_017068827.1|DEUG	LOC6590306|XP_002015510.2|DPER
OG0000233	LOC108111405|XP_017076344.1|DEUG	LOC6595052|XP_026846751.1|DPER
OG0000233	LOC108109396|XP_017073381.1|DEUG	LOC6598675|XP_002023762.2|DPER
OG0000233	LOC108109398|XP_017073385.1|DEUG	LOC6598677|XP_002023764.1|DPER
OG0000234	LOC108106352|XP_017068821.1|DEUG, LOC108106290|XP_017068746.1|DEUG	LOC113565260|XP_026842896.1|DPER
OG0000234	LOC108106289|XP_017068744.1|DEUG	LOC6590230|XP_026842894.1|DPER
OG0000235	LOC108109399|XP_017073386.1|DEUG	LOC6588111|XP_002013388.1|DPER
OG0000235	LOC108109348|XP_017073297.1|DEUG	LOC6587804|XP_002013387.1|DPER
OG0000235	LOC108109380|XP_017073362.1|DEUG	LOC6587986|XP_002013386.1|DPER
OG0000236	LOC108110470|XP_017075027.1|DEUG	LOC6589563|XP_026844814.1|DPER
OG0000236	LOC108103375|XP_017064310.1|DEUG	LOC6596549|XP_026843606.1|DPER
OG0000236	LOC108111853|XP_017076951.1|DEUG	LOC113566778|XP_026849659.1|DPER
OG0000237	LOC108106640|XP_017069335.1|DEUG	LOC6590277|XP_026841369.1|DPER
OG0000238	LOC108115423|XP_017082348.1|DEUG, LOC108115538|XP_017082529.1|DEUG	LOC6589112|XP_026844118.1|DPER
OG0000238	LOC108115539|XP_017082532.1|DEUG	LOC6589111|XP_002015230.2|DPER
OG0000239	LOC108116511|XP_017083936.1|DEUG, LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG	LOC6591504|XP_002016954.1|DPER
OG0000239	LOC108116572|XP_017084002.1|DEUG	LOC6594023|XP_026850292.1|DPER, LOC6594138|XP_002019764.1|DPER
OG0000240	LOC108111802|XP_017076882.1|DEUG	LOC6591862|XP_026850168.1|DPER
OG0000240	LOC108111816|XP_017076909.1|DEUG	LOC6591864|XP_002017354.1|DPER
OG0000240	LOC108116140|XP_017083359.1|DEUG	LOC6591667|XP_026850989.1|DPER
OG0000241	LOC108118218|XP_017086283.1|DEUG	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER
OG0000244	LOC108111645|XP_017076664.1|DEUG, LOC108111646|XP_017076665.1|DEUG	LOC6588573|XP_002013626.1|DPER
OG0000244	LOC108111697|XP_017076736.1|DEUG	LOC6588654|XP_026840020.1|DPER, LOC6588634|XP_002013625.1|DPER
OG0000246	LOC108112473|XP_017077819.1|DEUG	LOC6589975|XP_002016323.2|DPER
OG0000247	LOC108107539|XP_017070568.1|DEUG, LOC108107954|XP_017071280.1|DEUG	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER
OG0000248	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG	LOC6604155|XP_026845361.1|DPER
OG0000248	LOC108108572|XP_017072152.1|DEUG	LOC6596088|XP_002021241.2|DPER
OG0000248	LOC108106284|XP_017068740.1|DEUG	LOC6590727|XP_002016178.1|DPER
OG0000249	LOC108106111|XP_017068477.1|DEUG	LOC6588766|XP_002014851.1|DPER
OG0000249	LOC108106110|XP_017068476.1|DEUG	LOC6588765|XP_002014850.1|DPER
OG0000249	LOC108106106|XP_017068471.1|DEUG	LOC6588764|XP_002014849.1|DPER
OG0000250	LOC108108387|XP_017071930.1|DEUG	LOC113565518|XP_026843585.1|DPER
OG0000250	LOC108108406|XP_017071951.1|DEUG	LOC6602262|XP_002027292.1|DPER
OG0000250	LOC108108003|XP_017071350.1|DEUG	LOC6602217|XP_026843584.1|DPER
OG0000251	LOC108103757|XP_017064863.1|DEUG	LOC6597681|XP_026848890.1|DPER
OG0000251	LOC108107225|XP_017070132.1|DEUG	LOC6601282|XP_002026354.1|DPER
OG0000251	LOC108108294|XP_017071787.1|DEUG	LOC6604362|XP_002029266.2|DPER
OG0000252	LOC108112356|XP_017077673.1|DEUG	LOC6592595|XP_002018075.2|DPER
OG0000252	LOC108112447|XP_017077783.1|DEUG	LOC6592710|XP_026841740.1|DPER
OG0000252	LOC108112343|XP_017077660.1|DEUG	LOC6592596|XP_002018076.1|DPER
OG0000253	LOC108112290|XP_017077601.1|DEUG, LOC108112273|XP_017077585.1|DEUG	LOC6592319|XP_002018553.1|DPER
OG0000253	LOC108112182|XP_017077480.1|DEUG, LOC108112203|XP_017077508.1|DEUG	LOC6592318|XP_002018552.1|DPER
OG0000254	LOC108115562|XP_017082558.1|DEUG, LOC108115564|XP_017082559.1|DEUG, LOC108115561|XP_017082557.1|DEUG	LOC6588301|XP_026842421.1|DPER, LOC6588328|XP_002013800.1|DPER
OG0000255	LOC108106568|XP_017069225.1|DEUG	LOC6590196|XP_026841102.1|DPER
OG0000255	LOC108106567|XP_017069222.1|DEUG	LOC6590197|XP_002015828.1|DPER
OG0000256	LOC108111983|XP_017077192.1|DEUG	LOC6591225|XP_026842138.1|DPER
OG0000256	LOC108112019|XP_017077248.1|DEUG	LOC6590485|XP_026842610.1|DPER
OG0000257	LOC108107497|XP_017070534.1|DEUG	LOC6590918|XP_002015409.1|DPER
OG0000258	LOC108112642|XP_017078247.1|DEUG	LOC6593335|XP_026843500.1|DPER
OG0000258	LOC108112643|XP_017078248.1|DEUG	LOC6594861|XP_026850612.1|DPER
OG0000258	LOC108112645|XP_017078250.1|DEUG	LOC6595746|XP_026845387.1|DPER
OG0000259	LOC108115944|XP_017083069.1|DEUG	LOC113567331|XP_026850586.1|DPER
OG0000259	LOC108111215|XP_017076103.1|DEUG	LOC6593441|XP_002019197.2|DPER
OG0000260	LOC108113446|XP_017079512.1|DEUG	LOC6589920|XP_002015722.1|DPER
OG0000260	LOC108116553|XP_017083979.1|DEUG	LOC6592114|XP_002016840.2|DPER
OG0000260	LOC108113492|XP_017079570.1|DEUG	LOC6589921|XP_002015723.1|DPER
OG0000261	LOC108102549|XP_017063099.1|DEUG, LOC108102544|XP_017063091.1|DEUG	LOC6588988|XP_002015170.1|DPER
OG0000261	LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG	LOC6588989|XP_002015171.1|DPER
OG0000262	LOC108107534|XP_017070564.1|DEUG	LOC6599470|XP_026849432.1|DPER, LOC6599469|XP_026849407.1|DPER
OG0000262	LOC108113073|XP_017079003.1|DEUG	LOC6590715|XP_026841027.1|DPER
OG0000263	LOC108106740|XP_017069466.1|DEUG	LOC6590218|XP_002016531.2|DPER
OG0000263	LOC108107812|XP_017071031.1|DEUG	LOC6601424|XP_002026460.2|DPER
OG0000264	LOC108103876|XP_017065091.1|DEUG	LOC6598542|XP_026846178.1|DPER
OG0000264	LOC108103908|XP_017065145.1|DEUG	LOC6598543|XP_002023739.1|DPER
OG0000264	LOC108104228|XP_017065663.1|DEUG	LOC6594744|XP_002020396.1|DPER
OG0000265	LOC108105921|XP_017068190.1|DEUG, LOC108106465|XP_017069023.1|DEUG, LOC108104743|XP_017066472.1|DEUG, LOC108113242|XP_017079276.1|DEUG, LOC108113244|XP_017079279.1|DEUG, LOC108108234|XP_017071690.1|DEUG	LOC6601071|XP_026847310.1|DPER
OG0000266	LOC108110648|XP_017075241.1|DEUG	LOC113565566|XP_026843720.1|DPER
OG0000266	LOC108112263|XP_017077575.1|DEUG	LOC6592880|XP_002018547.1|DPER
OG0000266	LOC108112403|XP_017077733.1|DEUG	LOC6592882|XP_002018549.1|DPER
OG0000267	LOC108111452|XP_017076412.1|DEUG	LOC6594786|XP_002020540.1|DPER
OG0000267	LOC108111454|XP_017076415.1|DEUG	LOC6594787|XP_002020541.1|DPER
OG0000268	LOC108115243|XP_017082089.1|DEUG	LOC6587641|XP_002013270.1|DPER
OG0000268	LOC108115245|XP_017082090.1|DEUG, LOC108115239|XP_017082085.1|DEUG	LOC6587284|XP_026846992.1|DPER
OG0000269	LOC108108851|XP_017072556.1|DEUG	LOC6587699|XP_002014102.1|DPER
OG0000269	LOC108116676|XP_017084164.1|DEUG	LOC6591644|XP_002016857.2|DPER
OG0000270	LOC108108911|XP_017072650.1|DEUG	LOC6592525|XP_026841241.1|DPER
OG0000271	LOC108113441|XP_017079500.1|DEUG	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER
OG0000271	LOC108112881|XP_017078715.1|DEUG	LOC113565230|XP_026842688.1|DPER
OG0000271	LOC108112584|XP_017078112.1|DEUG	LOC6591252|XP_026841574.1|DPER
OG0000272	LOC108104908|XP_017066730.1|DEUG	LOC6604665|XP_026845656.1|DPER
OG0000272	LOC108108777|XP_017072440.1|DEUG	LOC6602554|XP_026846824.1|DPER
OG0000273	LOC108116381|XP_017083725.1|DEUG	LOC6592110|XP_002017293.1|DPER
OG0000273	LOC108110710|XP_017075343.1|DEUG	LOC6596627|XP_002021635.2|DPER
OG0000273	LOC108115153|XP_017081952.1|DEUG	LOC6592070|XP_002017519.1|DPER
OG0000274	LOC108106277|XP_017068732.1|DEUG, LOC108106674|XP_017069393.1|DEUG	LOC6587445|XP_002013656.1|DPER, LOC6588075|XP_002013609.2|DPER, LOC6590995|XP_026841121.1|DPER
OG0000276	LOC108111963|XP_017077155.1|DEUG, LOC108111986|XP_017077197.1|DEUG	LOC6601631|XP_002026634.1|DPER
OG0000277	LOC108109413|XP_017073400.1|DEUG, LOC108117033|XP_017084691.1|DEUG	LOC6587928|XP_026840171.1|DPER
OG0000277	LOC108109412|XP_017073399.1|DEUG	LOC6587819|XP_002012794.2|DPER
OG0000277	LOC108112948|XP_017078840.1|DEUG, LOC108109458|XP_017073446.1|DEUG	LOC6587976|XP_002012796.2|DPER
OG0000278	LOC108116367|XP_017083694.1|DEUG, LOC108114818|XP_017081431.1|DEUG, LOC108115948|XP_017083072.1|DEUG	LOC6589349|XP_002014800.2|DPER, LOC6593721|XP_002018900.1|DPER, LOC6593823|XP_002018902.2|DPER
OG0000279	LOC108109771|XP_017073934.1|DEUG	LOC6602488|XP_002027516.2|DPER
OG0000279	LOC108109905|XP_017074200.1|DEUG	LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER
OG0000280	LOC108108731|XP_017072357.1|DEUG	LOC6602407|XP_002027412.2|DPER
OG0000280	LOC108108732|XP_017072358.1|DEUG	LOC6602406|XP_002027411.2|DPER
OG0000280	LOC108108730|XP_017072356.1|DEUG	LOC113566561|XP_026848456.1|DPER
OG0000281	LOC108114627|XP_017081183.1|DEUG	LOC6601691|XP_002026725.1|DPER
OG0000281	LOC108105021|XP_017066908.1|DEUG	LOC6597239|XP_002022534.2|DPER
OG0000281	LOC108103557|XP_017064573.1|DEUG	LOC6597493|XP_002022641.2|DPER
OG0000282	LOC108107658|XP_017070733.1|DEUG	LOC6603291|XP_002028272.1|DPER
OG0000282	LOC108107659|XP_017070734.1|DEUG	LOC6603290|XP_026849866.1|DPER
OG0000283	LOC108115826|XP_017082906.1|DEUG	LOC6587294|XP_026840078.1|DPER
OG0000284	LOC108105180|XP_017067121.1|DEUG	LOC6602437|XP_002027472.1|DPER
OG0000284	LOC108105196|XP_017067136.1|DEUG	LOC6598132|XP_026843255.1|DPER
OG0000285	LOC108112011|XP_017077238.1|DEUG	LOC6591167|XP_002016270.1|DPER
OG0000285	LOC108112043|XP_017077284.1|DEUG	LOC6591169|XP_002016272.2|DPER
OG0000286	LOC108105817|XP_017068047.1|DEUG	LOC6598098|XP_002023240.1|DPER
OG0000286	LOC108105819|XP_017068048.1|DEUG	LOC6598102|XP_002023244.1|DPER
OG0000287	LOC108103495|XP_017064493.1|DEUG	LOC6600016|XP_026849166.1|DPER
OG0000287	LOC108103498|XP_017064497.1|DEUG	LOC113566676|XP_026849167.1|DPER
OG0000287	LOC108103499|XP_017064498.1|DEUG	LOC6600015|XP_002025094.1|DPER
OG0000288	LOC108105721|XP_017067925.1|DEUG	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER
OG0000288	LOC108105718|XP_017067921.1|DEUG, LOC108105811|XP_017068039.1|DEUG	LOC6593477|XP_002018916.1|DPER
OG0000289	LOC108108227|XP_017071682.1|DEUG	LOC6599747|XP_026847403.1|DPER
OG0000289	LOC108107629|XP_017070687.1|DEUG	LOC6599890|XP_026847410.1|DPER
OG0000289	LOC108108228|XP_017071683.1|DEUG	LOC6599749|XP_026847402.1|DPER
OG0000290	LOC108106212|XP_017068625.1|DEUG	LOC6590826|XP_002016480.1|DPER
OG0000290	LOC108106479|XP_017069046.1|DEUG, LOC108106478|XP_017069045.1|DEUG, LOC108106215|XP_017068629.1|DEUG, LOC108106214|XP_017068628.1|DEUG	LOC6590828|XP_002016482.2|DPER
OG0000290	LOC108106213|XP_017068626.1|DEUG	LOC6590827|XP_002016481.1|DPER
OG0000292	LOC108113356|XP_017079410.1|DEUG	LOC6592284|XP_002018403.1|DPER
OG0000292	LOC108107886|XP_017071162.1|DEUG	LOC6599069|XP_026848974.1|DPER
OG0000293	LOC108116547|XP_017083974.1|DEUG	LOC6594994|XP_002020160.1|DPER
OG0000293	LOC108111017|XP_017075819.1|DEUG	LOC6596583|XP_002021670.2|DPER
OG0000293	LOC108116581|XP_017084011.1|DEUG	LOC6594991|XP_002020157.2|DPER
OG0000294	LOC108118243|XP_017062874.1|DEUG	LOC6598125|XP_002023281.2|DPER
OG0000294	LOC108102911|XP_017063647.1|DEUG	LOC6599410|XP_026847073.1|DPER
OG0000295	LOC108106493|XP_017069072.1|DEUG	LOC6591206|XP_002016196.2|DPER
OG0000295	LOC108115774|XP_017082835.1|DEUG	LOC6587493|XP_002013063.1|DPER
OG0000296	LOC108114785|XP_017081386.1|DEUG	LOC6593738|XP_002018996.1|DPER
OG0000296	LOC108104616|XP_017066278.1|DEUG	LOC6601085|XP_026847350.1|DPER
OG0000296	LOC108103356|XP_017064290.1|DEUG	LOC6598402|XP_026846284.1|DPER
OG0000297	LOC108113329|XP_017079378.1|DEUG, LOC108113385|XP_017079446.1|DEUG	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER
OG0000298	LOC108104313|XP_017065786.1|DEUG	LOC6597226|XP_026846583.1|DPER
OG0000298	LOC108104315|XP_017065789.1|DEUG	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER
OG0000298	LOC108112547|XP_017077972.1|DEUG, LOC108104998|XP_017066864.1|DEUG	LOC6598124|XP_002023280.2|DPER
OG0000299	LOC108116947|XP_017084584.1|DEUG	LOC6587398|XP_026841615.1|DPER
OG0000299	LOC108116985|XP_017084638.1|DEUG	LOC6587438|XP_002014037.1|DPER
OG0000299	LOC108116980|XP_017084631.1|DEUG	LOC6587353|XP_002014036.1|DPER
OG0000300	LOC108108481|XP_017072028.1|DEUG	LOC113566464|XP_026847944.1|DPER
OG0000300	LOC108108422|XP_017071963.1|DEUG	LOC6598884|XP_026847945.1|DPER
OG0000300	LOC108108477|XP_017072024.1|DEUG	LOC6598883|XP_026847927.1|DPER
OG0000301	LOC108102385|XP_017062811.1|DEUG	LOC6601991|XP_002027068.1|DPER
OG0000301	LOC108118319|XP_017086424.1|DEUG	LOC6589195|XP_002014619.1|DPER
OG0000302	LOC108114548|XP_017081081.1|DEUG	LOC6601148|XP_002026280.2|DPER
OG0000302	LOC108114549|XP_017081082.1|DEUG	LOC6601149|XP_002026281.1|DPER
OG0000303	LOC108114392|XP_017080851.1|DEUG	LOC6600655|XP_002025664.1|DPER
OG0000303	LOC108106058|XP_017068405.1|DEUG	LOC113566276|XP_026847029.1|DPER
OG0000303	LOC108107165|XP_017070066.1|DEUG	LOC6589431|XP_002015008.2|DPER
OG0000304	LOC108109387|XP_017073373.1|DEUG	LOC6588546|XP_002012984.1|DPER
OG0000304	LOC108109393|XP_017073379.1|DEUG	LOC6588542|XP_026851023.1|DPER
OG0000305	LOC108118256|XP_017086335.1|DEUG	LOC6597066|XP_002022191.2|DPER
OG0000305	LOC108118240|XP_017086313.1|DEUG	LOC6597067|XP_026845430.1|DPER
OG0000306	LOC108112257|XP_017077568.1|DEUG	LOC6589931|XP_002015882.2|DPER
OG0000306	LOC108111873|XP_017076988.1|DEUG	LOC6598282|XP_026846345.1|DPER
OG0000307	LOC108105271|XP_017067246.1|DEUG	LOC6594303|XP_026850365.1|DPER
OG0000307	LOC108115794|XP_017082860.1|DEUG	LOC6587518|XP_002013072.2|DPER
OG0000308	LOC108117275|XP_017085116.1|DEUG, LOC108117276|XP_017085117.1|DEUG	LOC6588430|XP_002013955.1|DPER
OG0000308	LOC108106175|XP_017068585.1|DEUG	LOC113565521|XP_026843590.1|DPER
OG0000309	LOC108116521|XP_017083948.1|DEUG, LOC108116358|XP_017083671.1|DEUG, LOC108116357|XP_017083670.1|DEUG	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER
OG0000310	LOC108103012|XP_017063824.1|DEUG, LOC108114074|XP_017080318.1|DEUG	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER
OG0000311	LOC108115654|XP_017082699.1|DEUG	LOC6587679|XP_002012752.1|DPER
OG0000311	LOC108105244|XP_017067208.1|DEUG, LOC108105243|XP_017067207.1|DEUG	LOC6598848|XP_002023966.1|DPER
OG0000311	LOC108109688|XP_017073782.1|DEUG	LOC6599371|XP_026847108.1|DPER
OG0000312	LOC108108341|XP_017071869.1|DEUG	LOC6593372|XP_026842951.1|DPER
OG0000312	LOC108110934|XP_017075714.1|DEUG	LOC6589045|XP_026844084.1|DPER
OG0000313	LOC108110834|XP_017075563.1|DEUG	LOC6593982|XP_002019024.1|DPER
OG0000313	LOC108105867|XP_017068132.1|DEUG	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER
OG0000314	LOC108111170|XP_017076038.1|DEUG	LOC6596454|XP_026843311.1|DPER
OG0000314	LOC108111077|XP_017075897.1|DEUG	LOC6596455|XP_026843349.1|DPER
OG0000315	LOC108110436|XP_017074992.1|DEUG	LOC113565709|XP_026844419.1|DPER
OG0000316	LOC108111917|XP_017077047.1|DEUG	LOC6591174|XP_002016277.1|DPER
OG0000316	LOC108111914|XP_017077042.1|DEUG	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER
OG0000317	LOC108108825|XP_017072510.1|DEUG	LOC113564908|XP_026840040.1|DPER
OG0000319	LOC108116339|XP_017083642.1|DEUG, LOC108116338|XP_017083641.1|DEUG, LOC108116336|XP_017083640.1|DEUG	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER
OG0000320	LOC108116421|XP_017083798.1|DEUG	LOC6591612|XP_002016738.2|DPER
OG0000320	LOC108110433|XP_017074988.1|DEUG	LOC6595614|XP_002020933.2|DPER
OG0000320	LOC108116796|XP_017084333.1|DEUG	LOC6588480|XP_002013594.1|DPER
OG0000321	LOC108104061|XP_017065412.1|DEUG	LOC6595497|XP_002020602.2|DPER
OG0000321	LOC108104060|XP_017065411.1|DEUG	LOC6595496|XP_002020601.1|DPER
OG0000322	LOC108105547|XP_017067672.1|DEUG, LOC108118545|XP_017086787.1|DEUG	LOC6596739|XP_026845859.1|DPER
OG0000322	LOC108103669|XP_017064716.1|DEUG	LOC6599982|XP_026849118.1|DPER
OG0000323	LOC108105868|XP_017068133.1|DEUG	LOC6598031|XP_026843366.1|DPER
OG0000323	LOC108116562|XP_017083990.1|DEUG	LOC6588446|XP_002013437.2|DPER
OG0000323	LOC108116708|XP_017084215.1|DEUG	LOC6588411|XP_002013436.1|DPER
OG0000324	LOC108114898|XP_017081557.1|DEUG	LOC6592754|XP_026841345.1|DPER
OG0000325	LOC108108660|XP_017072254.1|DEUG	LOC6601511|XP_002026573.1|DPER
OG0000325	LOC108108661|XP_017072255.1|DEUG	LOC6601509|XP_002026571.1|DPER
OG0000327	LOC108112767|XP_017078516.1|DEUG	LOC6602051|XP_026841578.1|DPER
OG0000327	LOC108113367|XP_017079423.1|DEUG	LOC6602052|XP_002027183.2|DPER
OG0000327	LOC108112184|XP_017077483.1|DEUG	LOC6602053|XP_002027184.2|DPER
OG0000328	LOC108107199|XP_017070105.1|DEUG	LOC6601297|XP_026841454.1|DPER
OG0000328	LOC108114000|XP_017080235.1|DEUG	LOC6601370|XP_026850196.1|DPER
OG0000328	LOC108113999|XP_017080234.1|DEUG	LOC6601371|XP_002026541.2|DPER
OG0000329	LOC108107012|XP_017069846.1|DEUG	LOC6593552|XP_002019142.1|DPER
OG0000331	LOC108106193|XP_017068608.1|DEUG	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER
OG0000331	LOC108106169|XP_017068574.1|DEUG	LOC6602232|XP_002027262.1|DPER
OG0000332	LOC108111167|XP_017076034.1|DEUG	LOC6600378|XP_002025466.2|DPER
OG0000332	LOC108117183|XP_017084964.1|DEUG	LOC6597334|XP_002022522.1|DPER
OG0000333	LOC108114658|XP_017081221.1|DEUG	LOC6600265|XP_026849064.1|DPER
OG0000333	LOC108107999|XP_017071339.1|DEUG	LOC6602811|XP_026847864.1|DPER
OG0000334	LOC108115203|XP_017082019.1|DEUG	LOC6603448|XP_002028430.2|DPER
OG0000334	LOC108113174|XP_017079179.1|DEUG	LOC6590420|XP_002016433.1|DPER
OG0000335	LOC108114805|XP_017081408.1|DEUG	LOC6593302|XP_002019190.1|DPER
OG0000335	LOC108114774|XP_017081373.1|DEUG	LOC6593301|XP_002019189.2|DPER
OG0000336	LOC108116488|XP_017083909.1|DEUG	LOC6594154|XP_002019393.1|DPER
OG0000336	LOC108113808|XP_017080006.1|DEUG	LOC6591907|XP_002017054.1|DPER
OG0000336	LOC108113789|XP_017079986.1|DEUG	LOC6591906|XP_026840252.1|DPER
OG0000337	LOC108108669|XP_017072263.1|DEUG	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER
OG0000337	LOC108102451|XP_017062944.1|DEUG	LOC6597103|XP_002022292.2|DPER
OG0000337	LOC108108425|XP_017071966.1|DEUG	LOC6601420|XP_002026489.2|DPER
OG0000338	LOC108102837|XP_017063519.1|DEUG	LOC6600637|XP_002025631.1|DPER
OG0000338	LOC108104832|XP_017066618.1|DEUG	LOC6590524|XP_026842575.1|DPER
OG0000339	LOC108114281|XP_017080667.1|DEUG	LOC6599699|XP_002024952.1|DPER
OG0000339	LOC108114279|XP_017080665.1|DEUG	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER
OG0000340	LOC108113124|XP_017079116.1|DEUG	LOC6592282|XP_002018401.1|DPER
OG0000341	LOC108118169|XP_017086216.1|DEUG, LOC108118172|XP_017086219.1|DEUG	LOC6597005|XP_002022168.2|DPER, LOC113566571|XP_026848575.1|DPER
OG0000341	LOC108118175|XP_017086223.1|DEUG, LOC108118200|XP_017086250.1|DEUG	LOC6597004|XP_002022167.1|DPER
OG0000342	LOC108103031|XP_017063846.1|DEUG	LOC6593620|XP_026843477.1|DPER, LOC6603097|XP_026847111.1|DPER
OG0000342	LOC108107220|XP_017070126.1|DEUG	LOC6601305|XP_002026343.1|DPER
OG0000343	LOC108109831|XP_017074065.1|DEUG	LOC6594918|XP_002020126.1|DPER
OG0000344	LOC108112243|XP_017077554.1|DEUG	LOC6592811|XP_002017608.1|DPER
OG0000344	LOC108111339|XP_017076255.1|DEUG	LOC6594966|XP_026840279.1|DPER
OG0000345	LOC108112624|XP_017078215.1|DEUG	LOC6590467|XP_002016653.2|DPER
OG0000345	LOC108111936|XP_017077088.1|DEUG	LOC6593251|XP_026842808.1|DPER
OG0000346	LOC108106715|XP_017069437.1|DEUG	LOC6591200|XP_026841572.1|DPER
OG0000347	LOC108107639|XP_017070713.1|DEUG	LOC6604005|XP_026847571.1|DPER
OG0000347	LOC108102564|XP_017063127.1|DEUG	LOC6595638|XP_026844443.1|DPER
OG0000348	LOC108110473|XP_017075030.1|DEUG	LOC6596386|XP_002021539.2|DPER
OG0000348	LOC108102533|XP_017063058.1|DEUG	LOC6595382|XP_026844742.1|DPER
OG0000349	LOC108114873|XP_017081515.1|DEUG	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER
OG0000350	LOC108107633|XP_017070692.1|DEUG	LOC113566002|XP_026845417.1|DPER
OG0000350	LOC108107640|XP_017070715.1|DEUG	LOC6596009|XP_026845418.1|DPER
OG0000350	LOC108115740|XP_017082800.1|DEUG	LOC6588575|XP_002012997.2|DPER
OG0000351	LOC108112177|XP_017077474.1|DEUG	LOC6592717|XP_002018084.2|DPER
