Orthogroup	DEUG.longest_only	DSIM.longest_only
OG0000456	LOC108105799|XP_017068020.1|DEUG	LOC6732311|XP_039147151.1|DSIM
OG0000457	LOC108111164|XP_017076025.1|DEUG	LOC6731599|XP_016024274.1|DSIM
OG0000457	LOC108113457|XP_017079526.1|DEUG	LOC6731206|XP_016023750.1|DSIM
OG0000458	LOC108104069|XP_017065429.1|DEUG	LOC6732128|XP_016024795.1|DSIM
OG0000460	LOC108111207|XP_017076097.1|DEUG	LOC6730581|XP_002077760.1|DSIM
OG0000462	LOC108117210|XP_017085015.1|DEUG	LOC6727464|XP_002102844.1|DSIM
OG0000462	LOC108117207|XP_017085011.1|DEUG	LOC6727463|XP_016034059.1|DSIM
OG0000462	LOC108117211|XP_017085016.1|DEUG	LOC6727462|XP_002102842.1|DSIM
OG0000463	LOC108108829|XP_017072515.1|DEUG	LOC6739765|XP_002076658.2|DSIM
OG0000463	LOC108117686|XP_017085702.1|DEUG	LOC6726612|XP_002107561.2|DSIM
OG0000463	LOC108103994|XP_017065319.1|DEUG, LOC108108830|XP_017072516.1|DEUG	LOC27208749|XP_016035888.1|DSIM
OG0000464	LOC108104071|XP_017065439.1|DEUG	LOC6732127|XP_016024790.1|DSIM
OG0000464	LOC108104132|XP_017065523.1|DEUG	LOC6732126|XP_016024789.1|DSIM
OG0000464	LOC108110533|XP_017075104.1|DEUG, LOC108110521|XP_017075090.1|DEUG	LOC6730693|XP_016023120.1|DSIM
OG0000465	LOC108117465|XP_017085376.1|DEUG	LOC6729455|XP_039151173.1|DSIM
OG0000465	LOC108117506|XP_017085480.1|DEUG	LOC6729454|XP_016036128.1|DSIM
OG0000466	LOC108117044|XP_017084708.1|DEUG	LOC6725675|XP_039152393.1|DSIM
OG0000466	LOC108104194|XP_017065627.1|DEUG	LOC27206536|XP_016022876.1|DSIM
OG0000467	LOC108112641|XP_017078244.1|DEUG	LOC6733345|XP_039148295.1|DSIM
OG0000467	LOC108112906|XP_017078762.1|DEUG	LOC6733330|XP_016026243.2|DSIM
OG0000468	LOC108109366|XP_017073331.1|DEUG	LOC6730365|XP_016037139.1|DSIM
OG0000468	LOC108106543|XP_017069185.1|DEUG	LOC27206161|XP_016027062.1|DSIM
OG0000469	LOC108104076|XP_017065454.1|DEUG	LOC6732081|XP_039147055.1|DSIM
OG0000469	LOC108104055|XP_017065389.1|DEUG	LOC6732078|XP_039146920.1|DSIM
OG0000470	LOC108108694|XP_017072288.1|DEUG	LOC6739070|XP_039150244.1|DSIM
OG0000470	LOC108114403|XP_017080865.1|DEUG	LOC6738890|XP_016032712.2|DSIM
OG0000471	LOC108113949|XP_017080154.1|DEUG	LOC6739603|XP_002076499.2|DSIM
OG0000471	LOC108111235|XP_017076127.1|DEUG	LOC6730706|XP_002077876.2|DSIM
OG0000473	LOC108103189|XP_017064065.1|DEUG	LOC6725517|XP_002106530.1|DSIM
OG0000473	LOC108103648|XP_017064693.1|DEUG	LOC27207893|XP_016037795.1|DSIM
OG0000474	LOC108103488|XP_017064485.1|DEUG	LOC6726201|XP_002107176.1|DSIM
OG0000474	LOC108114006|XP_017080241.1|DEUG	LOC6737659|XP_016031424.1|DSIM
OG0000475	LOC108115695|XP_017082753.1|DEUG	LOC6729081|XP_016035728.1|DSIM
OG0000476	LOC108110184|XP_017074616.1|DEUG, LOC108110182|XP_017074600.1|DEUG	LOC6728789|XP_002104124.1|DSIM
OG0000476	LOC108109580|XP_017073649.1|DEUG	LOC6728788|XP_016035478.1|DSIM
OG0000477	LOC108109584|XP_017073650.1|DEUG	LOC6728990|XP_002104312.2|DSIM
OG0000477	LOC108109485|XP_017073503.1|DEUG	LOC6728989|XP_002104311.1|DSIM
OG0000478	LOC108118348|XP_017086479.1|DEUG	LOC6740109|XP_002076994.1|DSIM
OG0000478	LOC108113618|XP_017079768.1|DEUG	LOC6729726|XP_002105032.1|DSIM
OG0000479	LOC108109331|XP_017073290.1|DEUG	LOC6728810|XP_002104144.1|DSIM, LOC6728811|XP_002104145.1|DSIM
OG0000480	LOC108110665|XP_017075271.1|DEUG	LOC6730757|XP_016023173.1|DSIM
OG0000480	LOC108110998|XP_017075796.1|DEUG	LOC6730755|XP_002077923.2|DSIM
OG0000482	LOC108111725|XP_017076767.1|DEUG	LOC6728411|XP_002103758.1|DSIM
OG0000482	LOC108117325|XP_017085185.1|DEUG	LOC6727405|XP_002102790.1|DSIM
OG0000483	LOC108116583|XP_017084013.1|DEUG	LOC6729405|XP_002104720.1|DSIM
OG0000483	LOC108116550|XP_017083977.1|DEUG	LOC27206920|XP_016036051.1|DSIM
OG0000484	LOC108117209|XP_017085014.1|DEUG	LOC6727458|XP_039151565.1|DSIM
OG0000484	LOC108117205|XP_017085009.1|DEUG	LOC6727460|XP_016034056.1|DSIM
OG0000485	LOC108108644|XP_017072234.1|DEUG	LOC6738562|XP_016032422.1|DSIM
OG0000485	LOC108108646|XP_017072237.1|DEUG	LOC6738563|XP_002085368.1|DSIM
OG0000486	LOC108109199|XP_017073124.1|DEUG	LOC6735909|XP_016029260.1|DSIM
OG0000486	LOC108109197|XP_017073121.1|DEUG	LOC6735907|XP_016029258.1|DSIM
OG0000487	LOC108106298|XP_017068756.1|DEUG	LOC27209334|XP_016027590.1|DSIM
OG0000487	LOC108106730|XP_017069456.1|DEUG	LOC27209106|XP_016027589.1|DSIM
OG0000488	LOC108110681|XP_017075298.1|DEUG	LOC6730447|XP_002077628.2|DSIM
OG0000488	LOC108110683|XP_017075300.1|DEUG	LOC27206533|XP_016022913.1|DSIM
OG0000488	LOC108106861|XP_017069594.1|DEUG	LOC6732791|XP_016025502.1|DSIM
OG0000489	LOC108109346|XP_017073294.1|DEUG	LOC27206627|XP_016037155.1|DSIM
OG0000489	LOC108111834|XP_017076928.1|DEUG	LOC6740080|XP_016038891.1|DSIM
OG0000490	LOC108118299|XP_017086400.1|DEUG	LOC6725028|XP_016037976.1|DSIM
OG0000490	LOC108117718|XP_017085762.1|DEUG	LOC6726609|XP_039152566.1|DSIM
OG0000491	LOC108106697|XP_017069418.1|DEUG	LOC6734068|XP_002081103.1|DSIM
OG0000491	LOC108106696|XP_017069417.1|DEUG	LOC6734069|XP_002081104.1|DSIM
OG0000492	LOC108104591|XP_017066243.1|DEUG	LOC6733706|XP_016026674.1|DSIM
OG0000492	LOC108105147|XP_017067071.1|DEUG	LOC6732477|XP_002079597.1|DSIM
OG0000493	LOC108116110|XP_017083321.1|DEUG	LOC6729918|XP_002105220.1|DSIM
OG0000494	LOC108113763|XP_017079948.1|DEUG	LOC6729545|XP_039150348.1|DSIM
OG0000494	LOC108105826|XP_017068059.1|DEUG	LOC6732394|XP_016025045.1|DSIM
OG0000495	LOC108103670|XP_017064718.1|DEUG	LOC6725339|XP_002106356.2|DSIM
OG0000495	LOC108112202|XP_017077506.1|DEUG	LOC6734661|XP_016027852.1|DSIM
OG0000496	LOC108102495|XP_017063001.1|DEUG	LOC6731116|XP_016023655.1|DSIM
OG0000496	LOC108104024|XP_017065345.1|DEUG	LOC6732130|XP_039152868.1|DSIM
OG0000497	LOC108107146|XP_017070039.1|DEUG	LOC6731319|XP_016023891.1|DSIM
OG0000497	LOC108106968|XP_017069755.1|DEUG	LOC6731320|XP_039147220.1|DSIM
OG0000498	LOC108109315|XP_017073289.1|DEUG	LOC6729410|XP_039151136.1|DSIM
OG0000498	LOC108116574|XP_017084004.1|DEUG	LOC27208577|XP_016036059.1|DSIM
OG0000499	LOC108112866|XP_017078681.1|DEUG	LOC6734630|XP_002081638.2|DSIM
OG0000499	LOC108105502|XP_017067615.1|DEUG	LOC27207475|XP_016037878.1|DSIM
OG0000500	LOC108108457|XP_017072000.1|DEUG	LOC6738567|XP_002085372.1|DSIM
OG0000500	LOC108108623|XP_017072211.1|DEUG	LOC6738565|XP_016032423.1|DSIM
OG0000501	LOC108110467|XP_017075023.1|DEUG	LOC6731666|XP_002078806.1|DSIM
OG0000502	LOC108109097|XP_017072969.1|DEUG	LOC6735498|XP_002082437.1|DSIM
OG0000503	LOC108112142|XP_017077379.1|DEUG	LOC6735817|XP_016029196.1|DSIM
OG0000503	LOC108112141|XP_017077378.1|DEUG	LOC6735816|XP_016029195.1|DSIM
OG0000504	LOC108114636|XP_017081192.1|DEUG	LOC6738379|XP_002085188.2|DSIM
OG0000505	LOC108118153|XP_017086199.1|DEUG	LOC6724999|XP_016037951.1|DSIM
OG0000505	LOC108118155|XP_017086203.1|DEUG	LOC6724994|XP_039154067.1|DSIM
OG0000506	LOC108113704|XP_017079872.1|DEUG	LOC6729559|XP_002104867.1|DSIM
OG0000506	LOC108113760|XP_017079945.1|DEUG	LOC6729560|XP_016036228.1|DSIM
OG0000507	LOC108110139|XP_017074542.1|DEUG	LOC6725622|XP_016038817.1|DSIM
OG0000507	LOC108110140|XP_017074543.1|DEUG	LOC6725623|XP_016038818.1|DSIM
OG0000508	LOC108102768|XP_017063414.1|DEUG	LOC6736335|XP_016029810.2|DSIM
OG0000508	LOC108104706|XP_017066413.1|DEUG	LOC6736194|XP_016029625.1|DSIM
OG0000509	LOC108112856|XP_017078668.1|DEUG	LOC6734784|XP_016027983.1|DSIM
OG0000509	LOC108112730|XP_017078457.1|DEUG	LOC6734768|XP_039148831.1|DSIM
OG0000510	LOC108106460|XP_017069014.1|DEUG	LOC6734438|XP_002081458.1|DSIM
OG0000510	LOC108106459|XP_017069013.1|DEUG	LOC6734439|XP_016027546.1|DSIM
OG0000511	LOC108110365|XP_017074906.1|DEUG	LOC6732558|XP_002079677.1|DSIM
OG0000511	LOC108118436|XP_017086630.1|DEUG	LOC6732559|XP_016025241.1|DSIM
OG0000512	LOC108112316|XP_017077636.1|DEUG	LOC6731946|XP_002079081.1|DSIM
OG0000512	LOC108114370|XP_017080810.1|DEUG	LOC6737709|XP_002084541.2|DSIM
OG0000513	LOC108106395|XP_017068892.1|DEUG	LOC6739277|XP_016026129.1|DSIM
OG0000513	LOC108106964|XP_017069752.1|DEUG	LOC6732762|XP_002079875.1|DSIM
OG0000514	LOC108104101|XP_017065487.1|DEUG	LOC6732113|XP_016024784.1|DSIM
OG0000514	LOC108104084|XP_017065469.1|DEUG	LOC6732109|XP_016024780.2|DSIM
OG0000515	LOC108102383|XP_017062810.1|DEUG	LOC6724738|XP_016037401.2|DSIM
OG0000515	LOC108114405|XP_017080869.1|DEUG	LOC27207145|XP_016032111.1|DSIM
OG0000516	LOC108104336|XP_017065811.1|DEUG	LOC6740132|XP_016039324.1|DSIM
OG0000516	LOC108104330|XP_017065806.1|DEUG	LOC6725967|XP_002106950.1|DSIM
OG0000517	LOC108117344|XP_017085207.1|DEUG	LOC6738221|XP_002085033.1|DSIM
OG0000517	LOC108117349|XP_017085213.1|DEUG	LOC6738222|XP_002085034.1|DSIM
OG0000518	LOC108109762|XP_017073924.1|DEUG	LOC6737253|XP_002084093.1|DSIM
OG0000519	LOC108114040|XP_017080276.1|DEUG, LOC108114039|XP_017080275.1|DEUG	LOC6739635|XP_002076529.1|DSIM, LOC27208485|XP_016031428.1|DSIM
OG0000521	LOC108106060|XP_017068407.1|DEUG	LOC6726375|XP_002107334.2|DSIM
OG0000521	LOC108106032|XP_017068368.1|DEUG	LOC6726369|XP_016022763.1|DSIM
OG0000522	LOC108115121|XP_017081862.1|DEUG	LOC6727077|XP_002102474.1|DSIM
OG0000522	LOC108103026|XP_017063842.1|DEUG	LOC6726119|XP_016039610.1|DSIM
OG0000523	LOC108113770|XP_017079957.1|DEUG	LOC6729532|XP_016036205.1|DSIM
OG0000523	LOC108117687|XP_017085703.1|DEUG	LOC6739891|XP_016040228.1|DSIM
OG0000524	LOC108115701|XP_017082760.1|DEUG	LOC6729150|XP_002104471.1|DSIM
OG0000524	LOC108113779|XP_017079969.1|DEUG	LOC6728643|XP_016035272.2|DSIM
OG0000525	LOC108104605|XP_017066265.1|DEUG	LOC6733674|XP_016026647.1|DSIM
OG0000525	LOC108104555|XP_017066186.1|DEUG	LOC6733673|XP_002080720.2|DSIM
OG0000526	LOC108114811|XP_017081421.1|DEUG	LOC6732852|XP_002079962.1|DSIM
OG0000526	LOC108109215|XP_017073149.1|DEUG	LOC6735353|XP_002082300.1|DSIM
OG0000527	LOC108110657|XP_017075258.1|DEUG	LOC6730936|XP_016023386.1|DSIM
OG0000527	LOC108111032|XP_017075848.1|DEUG	LOC6730930|XP_039154443.1|DSIM
OG0000528	LOC108110490|XP_017075057.1|DEUG	LOC6730848|XP_002078012.1|DSIM
OG0000529	LOC108110538|XP_017075108.1|DEUG	LOC6730711|XP_002077881.1|DSIM
OG0000529	LOC108102546|XP_017063095.1|DEUG	LOC6731057|XP_016023577.1|DSIM
OG0000530	LOC108114155|XP_017080435.1|DEUG	LOC6737598|XP_016031381.2|DSIM
OG0000530	LOC108113616|XP_017079769.1|DEUG	LOC6736444|XP_002083315.1|DSIM
OG0000531	LOC108105668|XP_017067857.1|DEUG	LOC6732663|XP_002079780.1|DSIM
OG0000532	LOC108117098|XP_017084799.1|DEUG	LOC6727358|XP_002102743.2|DSIM
OG0000532	LOC108117086|XP_017084747.1|DEUG	LOC27208740|XP_016033896.2|DSIM
OG0000533	LOC108117714|XP_017085758.1|DEUG	LOC27206330|XP_016040259.1|DSIM
OG0000533	LOC108109477|XP_017073491.1|DEUG	LOC6728910|XP_002104240.1|DSIM
OG0000534	LOC108103808|XP_017064977.1|DEUG	LOC6725839|XP_016039160.1|DSIM
OG0000534	LOC108105823|XP_017068055.1|DEUG	LOC6732376|XP_016025030.1|DSIM
OG0000535	LOC108112462|XP_017077804.1|DEUG	LOC6733869|XP_016026891.1|DSIM
OG0000535	LOC108109288|XP_017073270.1|DEUG	LOC6733513|XP_002080568.1|DSIM
OG0000536	LOC108108090|XP_017071470.1|DEUG	LOC6736884|XP_039150033.1|DSIM
OG0000537	LOC108113355|XP_017079408.1|DEUG	LOC6739283|XP_016026253.1|DSIM
OG0000538	LOC108113053|XP_017078972.1|DEUG	LOC27207969|XP_016028250.1|DSIM
OG0000538	LOC108104551|XP_017066181.1|DEUG	LOC27206155|XP_016026571.1|DSIM
OG0000539	LOC108113537|XP_017079621.1|DEUG	LOC6729697|XP_002105003.1|DSIM
OG0000539	LOC108113649|XP_017079809.1|DEUG	LOC6729698|XP_002105004.1|DSIM
OG0000540	LOC108115548|XP_017082544.1|DEUG	LOC27206844|XP_016025692.1|DSIM
OG0000540	LOC108115424|XP_017082349.1|DEUG	LOC6733012|XP_002080091.1|DSIM
OG0000541	LOC108112337|XP_017077655.1|DEUG	LOC6735096|XP_002082073.1|DSIM
OG0000541	LOC108113269|XP_017079306.1|DEUG, LOC108113268|XP_017079305.1|DEUG	LOC6735094|XP_002082071.1|DSIM
OG0000542	LOC108113718|XP_017079888.1|DEUG	LOC6729614|XP_016036256.1|DSIM
OG0000542	LOC108102311|XP_017062563.1|DEUG	LOC27209038|XP_016037300.1|DSIM
OG0000543	LOC108108840|XP_017072537.1|DEUG	LOC6729227|XP_016035879.1|DSIM
OG0000543	LOC108108882|XP_017072589.1|DEUG	LOC6739313|XP_016026414.1|DSIM
OG0000544	LOC108114631|XP_017081186.1|DEUG	LOC6737052|XP_002083899.1|DSIM
OG0000544	LOC108115167|XP_017081974.1|DEUG	LOC6727141|XP_016033622.1|DSIM
OG0000545	LOC108117292|XP_017085137.1|DEUG	LOC6727725|XP_016034301.1|DSIM
OG0000545	LOC108117263|XP_017085105.1|DEUG	LOC6727721|XP_016034296.1|DSIM
OG0000546	LOC108116177|XP_017083407.1|DEUG	LOC6728042|XP_002103394.1|DSIM
OG0000546	LOC108102901|XP_017063608.1|DEUG	LOC27208712|XP_016022700.1|DSIM
OG0000547	LOC108111865|XP_017076979.1|DEUG	LOC6740073|XP_016038882.1|DSIM
OG0000547	LOC108111045|XP_017075862.1|DEUG	LOC6730714|XP_002077884.2|DSIM
OG0000548	LOC108114171|XP_017080455.1|DEUG	LOC6738972|XP_002085767.2|DSIM
OG0000548	LOC108114172|XP_017080456.1|DEUG	LOC6738971|XP_016032799.2|DSIM
OG0000549	LOC108109191|XP_017073115.1|DEUG	LOC6735914|XP_016029271.1|DSIM
OG0000550	LOC108105269|XP_017067238.1|DEUG	LOC6736212|XP_016029656.1|DSIM
OG0000550	LOC108104657|XP_017066328.1|DEUG	LOC27206957|XP_016029658.2|DSIM
OG0000551	LOC108112494|XP_017077851.1|DEUG	LOC6734679|XP_039147993.1|DSIM
OG0000552	LOC108111351|XP_017076272.1|DEUG	LOC6730180|XP_002105471.1|DSIM
OG0000552	LOC108111451|XP_017076411.1|DEUG	LOC6730179|XP_002105470.1|DSIM
OG0000553	LOC108110939|XP_017075722.1|DEUG	LOC6731672|XP_002078812.1|DSIM
OG0000554	LOC108116704|XP_017084210.1|DEUG	LOC6729254|XP_002104574.2|DSIM
OG0000554	LOC108116705|XP_017084211.1|DEUG	LOC6729255|XP_002104575.1|DSIM
OG0000555	LOC108104636|XP_017066299.1|DEUG	LOC6739592|XP_002076488.1|DSIM
OG0000555	LOC108107775|XP_017070959.1|DEUG	LOC6736611|XP_039149447.1|DSIM
OG0000556	LOC108105371|XP_017067396.1|DEUG	LOC6726221|XP_002107196.1|DSIM
OG0000556	LOC108116500|XP_017083922.1|DEUG	LOC6727909|XP_002103264.1|DSIM
OG0000557	LOC108111741|XP_017076783.1|DEUG	LOC6728408|XP_002103755.1|DSIM
OG0000557	LOC108111736|XP_017076779.1|DEUG	LOC6728409|XP_016035005.2|DSIM
OG0000558	LOC108116321|XP_017083617.1|DEUG	LOC6727893|XP_016034500.1|DSIM
OG0000558	LOC108104947|XP_017066800.1|DEUG	LOC6725385|XP_002106402.1|DSIM
OG0000559	LOC108112189|XP_017077528.1|DEUG	LOC6728670|XP_016035331.1|DSIM
OG0000559	LOC108118186|XP_017086234.1|DEUG	LOC6738133|XP_002084946.1|DSIM
OG0000560	LOC108113247|XP_017079283.1|DEUG	LOC6733368|XP_016026282.1|DSIM
OG0000560	LOC108113246|XP_017079281.1|DEUG	LOC6733366|XP_002080423.1|DSIM
OG0000561	LOC108108172|XP_017071603.1|DEUG	LOC6737822|XP_016031601.1|DSIM
OG0000561	LOC108107573|XP_017070622.1|DEUG	LOC6737818|XP_002084646.1|DSIM
OG0000562	LOC108114401|XP_017080863.1|DEUG	LOC6737667|XP_002084499.1|DSIM
OG0000562	LOC108114579|XP_017081122.1|DEUG	LOC6737647|XP_002084479.2|DSIM
OG0000563	LOC108113936|XP_017080132.1|DEUG	LOC6737887|XP_002084715.2|DSIM
OG0000564	LOC108114025|XP_017080262.1|DEUG	LOC6738979|XP_002085774.1|DSIM
OG0000564	LOC108113996|XP_017080229.1|DEUG	LOC6738981|XP_002085776.1|DSIM
OG0000566	LOC108117297|XP_017085145.1|DEUG	LOC6727770|XP_016034346.1|DSIM
OG0000566	LOC108108062|XP_017071427.1|DEUG	LOC6736525|XP_016030112.1|DSIM
OG0000567	LOC108103197|XP_017064074.1|DEUG	LOC6725239|XP_002106261.1|DSIM
OG0000567	LOC108103213|XP_017064097.1|DEUG	LOC6725240|XP_039152456.1|DSIM
OG0000568	LOC108104311|XP_017065784.1|DEUG	LOC6725021|XP_016037973.1|DSIM
OG0000568	LOC108115030|XP_017081764.1|DEUG	LOC6726684|XP_016033176.1|DSIM
OG0000569	LOC108110369|XP_017074911.1|DEUG	LOC27209076|XP_016035400.1|DSIM
OG0000569	LOC108117015|XP_017084672.1|DEUG	LOC27207615|XP_039150133.1|DSIM
OG0000570	LOC108116717|XP_017084227.1|DEUG	LOC6729379|XP_002104694.2|DSIM
OG0000570	LOC108116695|XP_017084198.1|DEUG	LOC27206481|XP_016036022.1|DSIM
OG0000571	LOC108116057|XP_017083247.1|DEUG	LOC6729914|XP_016036675.2|DSIM
OG0000571	LOC108115998|XP_017083159.1|DEUG	LOC6729912|XP_016036669.1|DSIM
OG0000572	LOC108116814|XP_017084352.1|DEUG	LOC6728301|XP_002103650.1|DSIM
OG0000572	LOC108116825|XP_017084364.1|DEUG	LOC6728303|XP_016034939.1|DSIM
OG0000573	LOC108108099|XP_017071489.1|DEUG	LOC6736499|XP_002083369.1|DSIM
OG0000573	LOC108109145|XP_017073037.1|DEUG	LOC6735923|XP_002082833.1|DSIM
OG0000574	LOC108114187|XP_017080485.1|DEUG	LOC6738393|XP_002085202.1|DSIM
OG0000574	LOC108117259|XP_017085099.1|DEUG	LOC6727371|XP_002102756.2|DSIM
OG0000575	LOC108108107|XP_017071505.1|DEUG	LOC6737849|XP_002084677.1|DSIM
OG0000575	LOC108108142|XP_017071558.1|DEUG	LOC6737848|XP_039149267.1|DSIM
OG0000576	LOC108116190|XP_017083420.1|DEUG	LOC6727062|XP_002102459.1|DSIM
OG0000576	LOC108116187|XP_017083417.1|DEUG	LOC6727061|XP_016033558.1|DSIM
OG0000577	LOC108107058|XP_017069911.1|DEUG	LOC6732722|XP_039147006.1|DSIM
OG0000577	LOC108107018|XP_017069854.1|DEUG	LOC6732723|XP_039147004.1|DSIM
OG0000578	LOC108110704|XP_017075336.1|DEUG	LOC6731846|XP_016024528.1|DSIM
OG0000578	LOC108113167|XP_017079171.1|DEUG	LOC6735803|XP_016029187.1|DSIM
OG0000579	LOC108116830|XP_017084370.1|DEUG	LOC27206467|XP_016034754.1|DSIM
OG0000579	LOC108114503|XP_017081011.1|DEUG	LOC6737900|XP_002084728.1|DSIM
OG0000580	LOC108116459|XP_017083877.1|DEUG	LOC6728593|XP_002103934.1|DSIM
OG0000580	LOC108116414|XP_017083787.1|DEUG	LOC6728592|XP_039150433.1|DSIM
OG0000581	LOC108110214|XP_017074681.1|DEUG	LOC6727246|XP_016033748.1|DSIM
OG0000581	LOC108102943|XP_017063702.1|DEUG	LOC6726136|XP_016039660.1|DSIM
OG0000582	LOC108114379|XP_017080823.1|DEUG	LOC6737738|XP_016031517.1|DSIM
OG0000582	LOC108109179|XP_017073096.1|DEUG	LOC6735252|XP_016028577.1|DSIM
OG0000583	LOC108109046|XP_017072834.1|DEUG	LOC6735858|XP_002082768.2|DSIM
OG0000583	LOC108109045|XP_017072832.1|DEUG	LOC6735863|XP_016029228.1|DSIM
OG0000584	LOC108110519|XP_017075088.1|DEUG	LOC6731596|XP_002078737.1|DSIM
OG0000584	LOC108110523|XP_017075092.1|DEUG	LOC6731595|XP_002078736.1|DSIM
OG0000585	LOC108109781|XP_017073949.1|DEUG	LOC6737239|XP_039150295.1|DSIM
OG0000586	LOC108113294|XP_017079334.1|DEUG	LOC6735607|XP_002082527.1|DSIM
OG0000586	LOC108104595|XP_017066247.1|DEUG	LOC6733622|XP_002080676.3|DSIM
OG0000586	LOC108112041|XP_017077283.1|DEUG	LOC6734312|XP_039148743.1|DSIM
OG0000587	LOC108114298|XP_017080690.1|DEUG	LOC6737694|XP_016031462.1|DSIM
OG0000587	LOC108112235|XP_017077545.1|DEUG	LOC6734907|XP_002081904.1|DSIM
OG0000589	LOC108116982|XP_017084637.1|DEUG	LOC27206814|XP_039153177.1|DSIM
OG0000590	LOC108115589|XP_017082591.1|DEUG	LOC6729203|XP_002104524.2|DSIM
OG0000590	LOC108110396|XP_017074945.1|DEUG	LOC6725047|XP_039152240.1|DSIM
OG0000592	LOC108113022|XP_017078939.1|DEUG	LOC6733436|XP_002080493.2|DSIM
OG0000592	LOC108106343|XP_017068812.1|DEUG	LOC6734479|XP_016027606.1|DSIM
OG0000593	LOC108115956|XP_017083082.1|DEUG	LOC6730057|XP_002105350.1|DSIM
OG0000593	LOC108104940|XP_017066791.1|DEUG	LOC6726097|XP_016039566.1|DSIM
OG0000594	LOC108116047|XP_017083234.1|DEUG	LOC27209439|XP_016036787.1|DSIM
OG0000594	LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG	LOC6728405|XP_002103752.2|DSIM
OG0000595	LOC108116957|XP_017084601.1|DEUG	LOC6728196|XP_016034835.2|DSIM
OG0000595	LOC108115988|XP_017083137.1|DEUG	LOC27208518|XP_039151611.1|DSIM
OG0000596	LOC108105413|XP_017067450.1|DEUG	LOC6724830|XP_016037613.1|DSIM
OG0000596	LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG	LOC6728617|XP_016035255.1|DSIM
OG0000597	LOC108117476|XP_017085387.1|DEUG	LOC6729484|XP_016036156.1|DSIM
OG0000597	LOC108104001|XP_017065280.1|DEUG	LOC6730328|XP_039151359.1|DSIM
OG0000598	LOC108116917|XP_017084545.1|DEUG	LOC6728292|XP_002103641.1|DSIM
OG0000599	LOC108104715|XP_017066425.1|DEUG	LOC6736265|XP_016029754.1|DSIM
OG0000600	LOC108113328|XP_017079374.1|DEUG	LOC6734249|XP_002081278.1|DSIM
OG0000600	LOC108113283|XP_017079321.1|DEUG	LOC6734248|XP_016027299.1|DSIM
OG0000601	LOC108107110|XP_017069988.1|DEUG	LOC6731309|XP_002078465.1|DSIM
OG0000601	LOC108110865|XP_017075601.1|DEUG	LOC6730768|XP_002077936.2|DSIM
OG0000602	LOC108111242|XP_017076134.1|DEUG	LOC6732174|XP_002079305.1|DSIM
OG0000602	LOC108110493|XP_017075061.1|DEUG	LOC6732175|XP_002079306.1|DSIM
OG0000603	LOC108117040|XP_017084699.1|DEUG	LOC6727726|XP_016034303.1|DSIM
OG0000603	LOC108110507|XP_017075076.1|DEUG	LOC6730661|XP_039154427.1|DSIM
OG0000603	LOC108106149|XP_017068538.1|DEUG	LOC6731453|XP_016024107.1|DSIM
OG0000604	LOC108110868|XP_017075604.1|DEUG	LOC6730767|XP_002077935.1|DSIM
OG0000604	LOC108110870|XP_017075605.1|DEUG	LOC6730766|XP_002077934.1|DSIM
OG0000605	LOC108115505|XP_017082486.1|DEUG	LOC6733033|XP_002080112.1|DSIM
OG0000606	LOC108115657|XP_017082705.1|DEUG	LOC6729172|XP_002104493.2|DSIM
OG0000607	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG	LOC6727755|XP_002103117.1|DSIM
OG0000607	LOC108110244|XP_017074720.1|DEUG	LOC27207966|XP_016033737.1|DSIM
OG0000608	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG	LOC6729735|XP_016036395.1|DSIM
OG0000608	LOC108113590|XP_017079726.1|DEUG	LOC6729730|XP_016036386.1|DSIM
OG0000609	LOC108110310|XP_017074809.1|DEUG	LOC27206538|XP_016023012.1|DSIM
OG0000610	LOC108108627|XP_017072216.1|DEUG	LOC6738612|XP_016032454.1|DSIM
OG0000610	LOC108112393|XP_017077723.1|DEUG	LOC6735620|XP_002082540.1|DSIM
OG0000611	LOC108109142|XP_017073029.1|DEUG	LOC6735484|XP_016028822.1|DSIM
OG0000611	LOC108113308|XP_017079349.1|DEUG	LOC6734765|XP_002081768.1|DSIM
OG0000612	LOC108108408|XP_017071949.1|DEUG	LOC6738576|XP_002085381.2|DSIM
OG0000612	LOC108108409|XP_017071950.1|DEUG	LOC6738575|XP_016032427.2|DSIM
OG0000612	LOC108108410|XP_017071952.1|DEUG	LOC6738574|XP_002085379.1|DSIM
OG0000614	LOC108111298|XP_017076180.1|DEUG	LOC6730139|XP_002105430.1|DSIM
OG0000614	LOC108109678|XP_017073757.1|DEUG	LOC6739882|XP_039153006.1|DSIM
OG0000615	LOC108109938|XP_017074228.1|DEUG	LOC6726360|XP_039152975.1|DSIM
OG0000615	LOC108110053|XP_017074421.1|DEUG	LOC27209315|XP_039150606.1|DSIM
OG0000616	LOC108109997|XP_017074322.1|DEUG	LOC6726352|XP_016039930.1|DSIM
OG0000616	LOC108110001|XP_017074327.1|DEUG	LOC6740199|XP_016039931.1|DSIM
OG0000617	LOC108115802|XP_017082876.1|DEUG	LOC6729864|XP_039151242.1|DSIM
