Orthogroup	DEUG.longest_only	DFIC.longest_only
OG0002267	LOC108108322|XP_017071839.1|DEUG	LOC108093872|XP_017049707.1|DFIC
OG0002268	LOC108114546|XP_017081080.1|DEUG	LOC108093177|XP_017048622.1|DFIC
OG0002269	LOC108112777|XP_017078539.1|DEUG	LOC108087664|XP_017040642.1|DFIC
OG0002270	LOC108112999|XP_017078899.1|DEUG	LOC108094001|XP_017049913.1|DFIC
OG0002271	LOC108108347|XP_017071877.1|DEUG	LOC108093744|XP_017049503.1|DFIC
OG0002272	LOC108102805|XP_017063473.1|DEUG	LOC108100399|XP_017059772.1|DFIC
OG0002273	LOC108118204|XP_017086252.1|DEUG	LOC108096319|XP_017053312.1|DFIC
OG0002274	LOC108108708|XP_017072306.1|DEUG	LOC108093572|XP_017049157.1|DFIC
OG0002275	LOC108114632|XP_017081187.1|DEUG	LOC108099913|XP_017059063.1|DFIC
OG0002276	LOC108102789|XP_017063439.1|DEUG	LOC108100334|XP_017059633.1|DFIC
OG0002277	LOC108102863|XP_017063554.1|DEUG	LOC108100628|XP_017060118.1|DFIC
OG0002278	LOC108107518|XP_017070548.1|DEUG	LOC108088939|XP_017042451.1|DFIC
OG0002279	LOC108117372|XP_017085247.1|DEUG	LOC108096342|XP_017053378.1|DFIC
OG0002280	LOC108114186|XP_017080484.1|DEUG	LOC108089419|XP_017043112.1|DFIC
OG0002281	LOC108114463|XP_017080957.1|DEUG	LOC108089466|XP_017043206.1|DFIC
OG0002282	LOC108108032|XP_017071393.1|DEUG	LOC108099127|XP_017057953.1|DFIC
OG0002283	LOC108109188|XP_017073111.1|DEUG	LOC108087689|XP_017040685.1|DFIC
OG0002284	LOC108109068|XP_017072901.1|DEUG	LOC108101453|XP_017061284.1|DFIC
OG0002285	LOC108103286|XP_017064186.1|DEUG	LOC108095383|XP_017051951.1|DFIC
OG0002286	LOC108113194|XP_017079210.1|DEUG	LOC108096864|XP_017054278.1|DFIC
OG0002287	LOC108113123|XP_017079115.1|DEUG	LOC108093995|XP_017049905.1|DFIC
OG0002288	LOC108108303|XP_017071806.1|DEUG	LOC108093728|XP_017049463.1|DFIC
OG0002289	LOC108109822|XP_017074047.1|DEUG	LOC108088972|XP_017042493.1|DFIC
OG0002290	LOC108113415|XP_017079457.1|DEUG	LOC108093388|XP_017048895.1|DFIC
OG0002291	LOC108112619|XP_017078200.1|DEUG	LOC108093817|XP_017049621.1|DFIC
OG0002292	LOC108113072|XP_017079001.1|DEUG	LOC108094312|XP_017050329.1|DFIC
OG0002293	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG	LOC108086317|XP_017038707.1|DFIC
OG0002294	LOC108109421|XP_017073408.1|DEUG	LOC108097731|XP_017055721.1|DFIC
OG0002295	LOC108106973|XP_017069778.1|DEUG	LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC
OG0002297	LOC108105609|XP_017067775.1|DEUG	LOC108098831|XP_017057475.1|DFIC
OG0002298	LOC108107345|XP_017070332.1|DEUG	LOC108090973|XP_017045417.1|DFIC
OG0002299	LOC108106651|XP_017069356.1|DEUG	LOC108086737|XP_017039257.1|DFIC
OG0002300	LOC108103376|XP_017064311.1|DEUG	LOC108093451|XP_017049014.1|DFIC
OG0002301	LOC108114863|XP_017081504.1|DEUG	LOC108095790|XP_017052542.1|DFIC
OG0002302	LOC108114826|XP_017081447.1|DEUG	LOC108094373|XP_017050407.1|DFIC
OG0002303	LOC108103290|XP_017064192.1|DEUG	LOC108095301|XP_017051848.1|DFIC
OG0002304	LOC108105844|XP_017068094.1|DEUG	LOC108101750|XP_017061701.1|DFIC
OG0002305	LOC108114625|XP_017081181.1|DEUG	LOC108100610|XP_017060088.1|DFIC
OG0002306	LOC108106176|XP_017068586.1|DEUG	LOC108101002|XP_017060657.1|DFIC
OG0002307	LOC108111738|XP_017076784.1|DEUG	LOC108094156|XP_017050085.1|DFIC
OG0002308	LOC108110916|XP_017075675.1|DEUG	LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC
OG0002309	LOC108102589|XP_017063180.1|DEUG	LOC108089991|XP_017043982.1|DFIC
OG0002310	LOC108115511|XP_017082495.1|DEUG	LOC108089934|XP_017043910.1|DFIC
OG0002311	LOC108114807|XP_017081409.1|DEUG	LOC108092641|XP_017047768.1|DFIC
OG0002312	LOC108111143|XP_017076000.1|DEUG	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC
OG0002313	LOC108106659|XP_017069369.1|DEUG	LOC108086743|XP_017039268.1|DFIC
OG0002314	LOC108104454|XP_017066007.1|DEUG	LOC108090276|XP_017044375.1|DFIC
OG0002315	LOC108106805|XP_017069539.1|DEUG	LOC108087756|XP_017040774.1|DFIC
OG0002316	LOC108111837|XP_017076934.1|DEUG	LOC108100005|XP_017059196.1|DFIC
OG0002317	LOC108104281|XP_017065732.1|DEUG	LOC108087466|XP_017040324.1|DFIC
OG0002318	LOC108105690|XP_017067889.1|DEUG	LOC108096066|XP_017052915.1|DFIC
OG0002319	LOC108111195|XP_017076079.1|DEUG	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC
OG0002320	LOC108109078|XP_017072929.1|DEUG	LOC108095166|XP_017051613.1|DFIC
OG0002321	LOC108106785|XP_017069518.1|DEUG	LOC108086766|XP_017039300.1|DFIC
OG0002322	LOC108103415|XP_017064362.1|DEUG	LOC108093380|XP_017048888.1|DFIC
OG0002323	LOC108115532|XP_017082524.1|DEUG	LOC108089911|XP_017043880.1|DFIC
OG0002324	LOC108108795|XP_017072460.1|DEUG	LOC108088897|XP_017042386.1|DFIC
OG0002325	LOC108114148|XP_017080422.1|DEUG	LOC108099894|XP_017059039.1|DFIC
OG0002326	LOC108114152|XP_017080431.1|DEUG	LOC108099946|XP_017059111.1|DFIC
OG0002327	LOC108116372|XP_017083701.1|DEUG	LOC108087201|XP_017039949.1|DFIC
OG0002328	LOC108114876|XP_017081521.1|DEUG	LOC108098365|XP_017056702.1|DFIC
OG0002329	LOC108102680|XP_017063310.1|DEUG	LOC108101332|XP_017061130.1|DFIC
OG0002330	LOC108102682|XP_017063312.1|DEUG	LOC108101309|XP_017061100.1|DFIC
OG0002331	LOC108106048|XP_017068391.1|DEUG	LOC108087588|XP_017040509.1|DFIC
OG0002332	LOC108108173|XP_017071604.1|DEUG	LOC108099204|XP_017058068.1|DFIC
OG0002333	LOC108107334|XP_017070309.1|DEUG	LOC108090862|XP_017045237.1|DFIC
OG0002334	LOC108102504|XP_017063017.1|DEUG	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC
OG0002335	LOC108104594|XP_017066246.1|DEUG	LOC108090351|XP_017044461.1|DFIC
OG0002336	LOC108108515|XP_017072073.1|DEUG	LOC108088276|XP_017041484.1|DFIC
OG0002337	LOC108104793|XP_017066546.1|DEUG	LOC108090748|XP_017045064.1|DFIC
OG0002338	LOC108107142|XP_017070035.1|DEUG	LOC108093519|XP_017049104.1|DFIC
OG0002339	LOC108110999|XP_017075797.1|DEUG	LOC108092440|XP_017047510.1|DFIC
OG0002340	LOC108104088|XP_017065472.1|DEUG	LOC108093491|XP_017049070.1|DFIC
OG0002341	LOC108104870|XP_017066685.1|DEUG	LOC108094055|XP_017049982.1|DFIC
OG0002342	LOC108102567|XP_017063135.1|DEUG	LOC108089895|XP_017043855.1|DFIC
OG0002343	LOC108102598|XP_017063191.1|DEUG	LOC108089881|XP_017043832.1|DFIC
OG0002344	LOC108104240|XP_017065679.1|DEUG	LOC108100548|XP_017060009.1|DFIC
OG0002344	LOC108103094|XP_017063940.1|DEUG	LOC108101718|XP_017061646.1|DFIC
OG0002345	LOC108112623|XP_017078214.1|DEUG	LOC108101500|XP_017061349.1|DFIC
OG0002346	LOC108106979|XP_017069800.1|DEUG	LOC108088211|XP_017041401.1|DFIC
OG0002347	LOC108106718|XP_017069440.1|DEUG	LOC108087722|XP_017040732.1|DFIC
OG0002348	LOC108106166|XP_017068566.1|DEUG	LOC108092697|XP_017047897.1|DFIC
OG0002349	LOC108112628|XP_017078223.1|DEUG	LOC108101507|XP_017061356.1|DFIC
OG0002350	LOC108112621|XP_017078212.1|DEUG	LOC108101499|XP_017061348.1|DFIC
OG0002351	LOC108106782|XP_017069513.1|DEUG	LOC108086765|XP_017039298.1|DFIC
OG0002352	LOC108112965|XP_017078855.1|DEUG	LOC108096869|XP_017054285.1|DFIC
OG0002353	LOC108112067|XP_017077302.1|DEUG	LOC108101396|XP_017061206.1|DFIC
OG0002354	LOC108110981|XP_017075777.1|DEUG	LOC108098748|XP_017057372.1|DFIC
OG0002355	LOC108118125|XP_017086161.1|DEUG	LOC108099167|XP_017058009.1|DFIC
OG0002356	LOC108118473|XP_017086686.1|DEUG	LOC108098251|XP_017056532.1|DFIC
OG0002357	LOC108105239|XP_017067199.1|DEUG	LOC108092112|XP_017047099.1|DFIC
OG0002358	LOC108110921|XP_017075685.1|DEUG	LOC108089254|XP_017042909.1|DFIC
OG0002359	LOC108118298|XP_017086399.1|DEUG	LOC108091356|XP_017045997.1|DFIC
OG0002360	LOC108115466|XP_017082409.1|DEUG	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC
OG0002361	LOC108107565|XP_017070612.1|DEUG	LOC108100376|XP_017059713.1|DFIC
OG0002362	LOC108118328|XP_017086436.1|DEUG	LOC108100879|XP_017060465.1|DFIC
OG0002363	LOC108107148|XP_017070040.1|DEUG	LOC108093503|XP_017049085.1|DFIC
OG0002364	LOC108106960|XP_017069730.1|DEUG	LOC108093343|XP_017048839.1|DFIC
OG0002365	LOC108107085|XP_017069951.1|DEUG	LOC108093476|XP_017049054.1|DFIC
OG0002366	LOC108102597|XP_017063189.1|DEUG	LOC108089924|XP_017043895.1|DFIC
OG0002367	LOC108110789|XP_017075498.1|DEUG	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC
OG0002368	LOC108113463|XP_017079532.1|DEUG	LOC108098213|XP_017056475.1|DFIC
OG0002369	LOC108114949|XP_017081624.1|DEUG	LOC108097673|XP_017055618.1|DFIC
OG0002370	LOC108105743|XP_017067948.1|DEUG	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC
OG0002371	LOC108105832|XP_017068068.1|DEUG	LOC108098340|XP_017056671.1|DFIC
OG0002372	LOC108110766|XP_017075470.1|DEUG	LOC108091491|XP_017046203.1|DFIC
OG0002373	LOC108118448|XP_017086645.1|DEUG	LOC108098283|XP_017056576.1|DFIC
OG0002374	LOC108113816|XP_017080014.1|DEUG	LOC108096001|XP_017052836.1|DFIC
OG0002375	LOC108115146|XP_017081934.1|DEUG	LOC108098560|XP_017057055.1|DFIC
OG0002376	LOC108106976|XP_017069784.1|DEUG	LOC108088152|XP_017041305.1|DFIC
OG0002377	LOC108115305|XP_017082192.1|DEUG	LOC108090123|XP_017044143.1|DFIC
OG0002378	LOC108114501|XP_017081010.1|DEUG	LOC108095432|XP_017052030.1|DFIC
OG0002379	LOC108118068|XP_017086137.1|DEUG	LOC108098222|XP_017056492.1|DFIC
OG0002380	LOC108103249|XP_017064140.1|DEUG	LOC108097273|XP_017054959.1|DFIC
OG0002381	LOC108106791|XP_017069525.1|DEUG	LOC108094063|XP_017049992.1|DFIC
OG0002382	LOC108118080|XP_017086113.1|DEUG	LOC108094412|XP_017050472.1|DFIC
OG0002383	LOC108113928|XP_017080127.1|DEUG	LOC108100625|XP_017060113.1|DFIC
OG0002384	LOC108103633|XP_017064667.1|DEUG	LOC108097121|XP_017054703.1|DFIC
OG0002385	LOC108102324|XP_017062601.1|DEUG	LOC108095025|XP_017051380.1|DFIC
OG0002386	LOC108117101|XP_017084801.1|DEUG	LOC108101048|XP_017060716.1|DFIC
OG0002387	LOC108115582|XP_017082582.1|DEUG	LOC108091616|XP_017046391.1|DFIC
OG0002388	LOC108105604|XP_017067768.1|DEUG	LOC108097084|XP_017054622.1|DFIC
OG0002389	LOC108108842|XP_017072540.1|DEUG	LOC108100556|XP_017060021.1|DFIC, LOC108091684|XP_017046495.1|DFIC
OG0002390	LOC108111097|XP_017075926.1|DEUG	LOC108100110|XP_017059347.1|DFIC
OG0002391	LOC108112971|XP_017078862.1|DEUG	LOC108093616|XP_017049241.1|DFIC
OG0002392	LOC108108157|XP_017071579.1|DEUG	LOC108096453|XP_017053546.1|DFIC
OG0002393	LOC108114612|XP_017081162.1|DEUG	LOC108089554|XP_017043386.1|DFIC
OG0002394	LOC108113651|XP_017079811.1|DEUG	LOC108095748|XP_017052420.1|DFIC
OG0002395	LOC108116344|XP_017083647.1|DEUG	LOC108092123|XP_017047112.1|DFIC
OG0002396	LOC108112825|XP_017078617.1|DEUG	LOC108101835|XP_017061838.1|DFIC
OG0002397	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG	LOC108100618|XP_017060104.1|DFIC
OG0002398	LOC108103161|XP_017064032.1|DEUG	LOC108088671|XP_017042093.1|DFIC
OG0002399	LOC108110368|XP_017074910.1|DEUG	LOC108095069|XP_017051484.1|DFIC
OG0002400	LOC108113363|XP_017079418.1|DEUG	LOC108094051|XP_017049975.1|DFIC
OG0002401	LOC108108760|XP_017072417.1|DEUG	LOC108098393|XP_017056750.1|DFIC
OG0002402	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG	LOC108097693|XP_017055656.1|DFIC
OG0002403	LOC108116518|XP_017083945.1|DEUG	LOC108098023|XP_017056176.1|DFIC
OG0002404	LOC108112065|XP_017077299.1|DEUG	LOC108101989|XP_017062073.1|DFIC
OG0002405	LOC108115363|XP_017082279.1|DEUG	LOC108090213|XP_017044295.1|DFIC
OG0002406	LOC108114557|XP_017081092.1|DEUG	LOC108089467|XP_017043207.1|DFIC
OG0002407	LOC108109382|XP_017073364.1|DEUG	LOC108100771|XP_017060299.1|DFIC
OG0002408	LOC108115339|XP_017082243.1|DEUG	LOC108090173|XP_017044238.1|DFIC
OG0002409	LOC108105953|XP_017068243.1|DEUG	LOC108086900|XP_017039457.1|DFIC
OG0002410	LOC108117168|XP_017084935.1|DEUG	LOC108101099|XP_017060798.1|DFIC
OG0002411	LOC108108339|XP_017071860.1|DEUG	LOC108099525|XP_017058582.1|DFIC
OG0002412	LOC108112959|XP_017078851.1|DEUG	LOC108091130|XP_017045648.1|DFIC
OG0002413	LOC108109758|XP_017073920.1|DEUG	LOC108097340|XP_017055064.1|DFIC
OG0002414	LOC108102841|XP_017063523.1|DEUG	LOC108100354|XP_017059677.1|DFIC
OG0002415	LOC108111776|XP_017076832.1|DEUG	LOC108087988|XP_017041081.1|DFIC
OG0002416	LOC108102323|XP_017062597.1|DEUG	LOC108095064|XP_017051474.1|DFIC
OG0002417	LOC108104187|XP_017065616.1|DEUG	LOC108091482|XP_017046191.1|DFIC
OG0002418	LOC108112806|XP_017078628.1|DEUG	LOC108086364|XP_017038755.1|DFIC
OG0002419	LOC108103545|XP_017064562.1|DEUG	LOC108091345|XP_017045982.1|DFIC
OG0002420	LOC108108189|XP_017071626.1|DEUG	LOC108099130|XP_017057955.1|DFIC
OG0002421	LOC108116549|XP_017083976.1|DEUG	LOC108091897|XP_017046770.1|DFIC
OG0002422	LOC108115137|XP_017081920.1|DEUG	LOC108098524|XP_017056991.1|DFIC
OG0002423	LOC108114554|XP_017081090.1|DEUG	LOC108099912|XP_017059062.1|DFIC
OG0002424	LOC108108936|XP_017072682.1|DEUG	LOC108102181|XP_017062376.1|DFIC
OG0002425	LOC108110071|XP_017074442.1|DEUG	LOC108094636|XP_017050816.1|DFIC
OG0002426	LOC108104672|XP_017066353.1|DEUG	LOC108100325|XP_017059621.1|DFIC
OG0002427	LOC108108752|XP_017072404.1|DEUG	LOC108098420|XP_017056802.1|DFIC
OG0002428	LOC108105061|XP_017066969.1|DEUG	LOC108097469|XP_017055229.1|DFIC
OG0002429	LOC108107868|XP_017071135.1|DEUG	LOC108099125|XP_017057951.1|DFIC
OG0002430	LOC108113196|XP_017079212.1|DEUG	LOC108093978|XP_017049874.1|DFIC
OG0002431	LOC108109236|XP_017073198.1|DEUG	LOC108094923|XP_017051270.1|DFIC
OG0002432	LOC108110317|XP_017074819.1|DEUG	LOC108086504|XP_017038919.1|DFIC
OG0002433	LOC108117108|XP_017084818.1|DEUG	LOC108087927|XP_017041003.1|DFIC
OG0002434	LOC108110007|XP_017074336.1|DEUG	LOC108098800|XP_017057430.1|DFIC
OG0002435	LOC108110136|XP_017074535.1|DEUG	LOC108095538|XP_017052153.1|DFIC
OG0002436	LOC108106634|XP_017069328.1|DEUG	LOC108096816|XP_017054197.1|DFIC
OG0002437	LOC108106442|XP_017068964.1|DEUG	LOC108094853|XP_017051149.1|DFIC
OG0002438	LOC108104421|XP_017065963.1|DEUG	LOC108097127|XP_017054712.1|DFIC
OG0002439	LOC108113430|XP_017079481.1|DEUG	LOC108098164|XP_017056389.1|DFIC
OG0002440	LOC108108589|XP_017072172.1|DEUG	LOC108099884|XP_017059027.1|DFIC
OG0002441	LOC108104792|XP_017066544.1|DEUG	LOC108090797|XP_017045134.1|DFIC
OG0002442	LOC108112781|XP_017078547.1|DEUG	LOC108094012|XP_017049928.1|DFIC
OG0002443	LOC108112776|XP_017078534.1|DEUG	LOC108096725|XP_017054057.1|DFIC
OG0002444	LOC108111954|XP_017077134.1|DEUG	LOC108090818|XP_017045165.1|DFIC
OG0002445	LOC108106714|XP_017069436.1|DEUG	LOC108094756|XP_017051002.1|DFIC
OG0002446	LOC108106675|XP_017069394.1|DEUG	LOC108086710|XP_017039204.1|DFIC
OG0002447	LOC108108027|XP_017071381.1|DEUG	LOC108089506|XP_017043310.1|DFIC
OG0002448	LOC108113275|XP_017079313.1|DEUG	LOC108096900|XP_017054335.1|DFIC
OG0002449	LOC108112599|XP_017078142.1|DEUG	LOC108093759|XP_017049517.1|DFIC
OG0002450	LOC108116360|XP_017083673.1|DEUG	LOC108098845|XP_017057496.1|DFIC
OG0002451	LOC108104495|XP_017066098.1|DEUG	LOC108090390|XP_017044528.1|DFIC
OG0002452	LOC108113352|XP_017079404.1|DEUG	LOC108096972|XP_017054439.1|DFIC
OG0002453	LOC108112673|XP_017078305.1|DEUG	LOC108096884|XP_017054314.1|DFIC
OG0002454	LOC108104714|XP_017066422.1|DEUG	LOC108099952|XP_017059121.1|DFIC
OG0002455	LOC108104712|XP_017066421.1|DEUG	LOC108099942|XP_017059109.1|DFIC
OG0002456	LOC108113076|XP_017079008.1|DEUG	LOC108096875|XP_017054297.1|DFIC
OG0002457	LOC108112817|XP_017078604.1|DEUG	LOC108093622|XP_017049248.1|DFIC
OG0002458	LOC108113406|XP_017079450.1|DEUG	LOC108093432|XP_017048981.1|DFIC
OG0002459	LOC108114897|XP_017081555.1|DEUG	LOC108094847|XP_017051138.1|DFIC
OG0002460	LOC108107468|XP_017070504.1|DEUG	LOC108090981|XP_017045425.1|DFIC
OG0002461	LOC108112472|XP_017077818.1|DEUG	LOC108093708|XP_017049394.1|DFIC
OG0002462	LOC108111959|XP_017077142.1|DEUG	LOC108095189|XP_017051671.1|DFIC
OG0002463	LOC108107261|XP_017070180.1|DEUG	LOC108090739|XP_017045051.1|DFIC
OG0002464	LOC108113051|XP_017078970.1|DEUG	LOC108093969|XP_017049864.1|DFIC
OG0002465	LOC108110364|XP_017074904.1|DEUG	LOC108096274|XP_017053266.1|DFIC
OG0002466	LOC108102312|XP_017062564.1|DEUG	LOC108095043|XP_017051426.1|DFIC
OG0002467	LOC108107597|XP_017070649.1|DEUG	LOC108099977|XP_017059158.1|DFIC
OG0002468	LOC108113843|XP_017080042.1|DEUG	LOC108095463|XP_017052067.1|DFIC
OG0002469	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG	LOC108098572|XP_017057093.1|DFIC
OG0002470	LOC108104562|XP_017066194.1|DEUG	LOC108090357|XP_017044471.1|DFIC
OG0002471	LOC108104502|XP_017066108.1|DEUG	LOC108090942|XP_017045367.1|DFIC
OG0002472	LOC108106371|XP_017068845.1|DEUG	LOC108086741|XP_017039263.1|DFIC
OG0002473	LOC108106768|XP_017069496.1|DEUG	LOC108094047|XP_017049970.1|DFIC
OG0002474	LOC108118205|XP_017086255.1|DEUG	LOC108096286|XP_017053241.1|DFIC
OG0002475	LOC108111355|XP_017076277.1|DEUG	LOC108099609|XP_017058720.1|DFIC
OG0002476	LOC108112894|XP_017078739.1|DEUG	LOC108096824|XP_017054216.1|DFIC
OG0002477	LOC108109291|XP_017073274.1|DEUG	LOC108094930|XP_017051278.1|DFIC
OG0002478	LOC108112001|XP_017077226.1|DEUG	LOC108095206|XP_017051702.1|DFIC
OG0002479	LOC108106455|XP_017069010.1|DEUG	LOC108093813|XP_017049617.1|DFIC
OG0002480	LOC108105315|XP_017067296.1|DEUG	LOC108101714|XP_017061643.1|DFIC
OG0002481	LOC108104393|XP_017065922.1|DEUG	LOC108097337|XP_017055060.1|DFIC
OG0002482	LOC108106325|XP_017068785.1|DEUG	LOC108094804|XP_017051064.1|DFIC
OG0002483	LOC108107440|XP_017070469.1|DEUG	LOC108090933|XP_017045358.1|DFIC
OG0002484	LOC108112681|XP_017078361.1|DEUG	LOC108093990|XP_017049891.1|DFIC
OG0002485	LOC108104510|XP_017066116.1|DEUG	LOC108090404|XP_017044543.1|DFIC
OG0002486	LOC108114336|XP_017080751.1|DEUG	LOC108100443|XP_017059855.1|DFIC
OG0002487	LOC108118104|XP_017086144.1|DEUG	LOC108100593|XP_017060066.1|DFIC
OG0002488	LOC108113240|XP_017079273.1|DEUG	LOC108090938|XP_017045363.1|DFIC
OG0002489	LOC108108552|XP_017072122.1|DEUG	LOC108088295|XP_017041513.1|DFIC
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC108094931|XP_017051279.1|DFIC
OG0002491	LOC108108753|XP_017072400.1|DEUG	LOC108088864|XP_017042332.1|DFIC
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC108093770|XP_017049528.1|DFIC
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC108090260|XP_017044357.1|DFIC
OG0002494	LOC108110217|XP_017074692.1|DEUG	LOC108098792|XP_017057420.1|DFIC
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC108101923|XP_017061989.1|DFIC
OG0002496	LOC108113632|XP_017079789.1|DEUG	LOC108095687|XP_017052347.1|DFIC
OG0002497	LOC108114257|XP_017080643.1|DEUG	LOC108089311|XP_017042977.1|DFIC, LOC108089326|XP_017042992.1|DFIC
OG0002498	LOC108114743|XP_017081349.1|DEUG	LOC108093266|XP_017048733.1|DFIC
OG0002499	LOC108104623|XP_017066285.1|DEUG	LOC108100072|XP_017059301.1|DFIC
OG0002500	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG	LOC108088432|XP_017041689.1|DFIC
OG0002501	LOC108102527|XP_017063052.1|DEUG	LOC108089787|XP_017043671.1|DFIC
OG0002502	LOC108106226|XP_017068641.1|DEUG	LOC108086415|XP_017038805.1|DFIC
OG0002502	LOC108106255|XP_017068708.1|DEUG	LOC108086416|XP_017038806.1|DFIC
OG0002503	LOC108106414|XP_017068925.1|DEUG	LOC108086326|XP_017038716.1|DFIC
OG0002504	LOC108114044|XP_017080281.1|DEUG	LOC108089281|XP_017042949.1|DFIC, LOC108095400|XP_017051972.1|DFIC
OG0002507	LOC108110841|XP_017075575.1|DEUG	LOC108092291|XP_017047316.1|DFIC, LOC108092294|XP_017047318.1|DFIC, LOC108092407|XP_017047461.1|DFIC, LOC108093379|XP_017048887.1|DFIC, LOC108098293|XP_017056591.1|DFIC, LOC108092292|XP_017047317.1|DFIC
OG0002508	LOC108109960|XP_017074264.1|DEUG	LOC108088629|XP_017042034.1|DFIC
OG0002509	LOC108113262|XP_017079300.1|DEUG	LOC108101581|XP_017061482.1|DFIC
OG0002510	LOC108102424|XP_017062891.1|DEUG	LOC108101433|XP_017061250.1|DFIC
OG0002511	LOC108116926|XP_017084556.1|DEUG	LOC108091630|XP_017046418.1|DFIC
OG0002512	LOC108102327|XP_017062607.1|DEUG	LOC108095063|XP_017051470.1|DFIC
OG0002513	LOC108110358|XP_017074891.1|DEUG	LOC108098937|XP_017057633.1|DFIC
OG0002514	LOC108102862|XP_017063553.1|DEUG	LOC108100614|XP_017060093.1|DFIC
OG0002516	LOC108113602|XP_017079746.1|DEUG	LOC108095659|XP_017052313.1|DFIC
OG0002517	LOC108102970|XP_017063760.1|DEUG	LOC108097557|XP_017055414.1|DFIC
OG0002518	LOC108116809|XP_017084346.1|DEUG	LOC108087060|XP_017039725.1|DFIC
OG0002519	LOC108109141|XP_017073028.1|DEUG	LOC108095186|XP_017051663.1|DFIC
OG0002520	LOC108103245|XP_017064136.1|DEUG	LOC108092925|XP_017048276.1|DFIC
OG0002521	LOC108109993|XP_017074317.1|DEUG	LOC108088711|XP_017042144.1|DFIC
OG0002522	LOC108116967|XP_017084611.1|DEUG	LOC108087326|XP_017040146.1|DFIC
OG0002523	LOC108109049|XP_017072855.1|DEUG	LOC108086841|XP_017039379.1|DFIC
OG0002524	LOC108103668|XP_017064715.1|DEUG	LOC108097264|XP_017054947.1|DFIC
OG0002525	LOC108107550|XP_017070592.1|DEUG	LOC108088980|XP_017042512.1|DFIC
OG0002526	LOC108105601|XP_017067765.1|DEUG	LOC108097122|XP_017054708.1|DFIC
OG0002527	LOC108117260|XP_017085100.1|DEUG	LOC108093355|XP_017048857.1|DFIC
OG0002528	LOC108103676|XP_017064725.1|DEUG	LOC108097222|XP_017054860.1|DFIC
OG0002529	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG	LOC108097611|XP_017055512.1|DFIC
OG0002530	LOC108114837|XP_017081469.1|DEUG	LOC108092732|XP_017047950.1|DFIC
OG0002531	LOC108113470|XP_017079541.1|DEUG	LOC108093434|XP_017048983.1|DFIC
OG0002532	LOC108118308|XP_017086407.1|DEUG	LOC108087745|XP_017040756.1|DFIC
OG0002533	LOC108112679|XP_017078320.1|DEUG	LOC108100928|XP_017060557.1|DFIC
OG0002534	LOC108106774|XP_017069504.1|DEUG	LOC108086428|XP_017038824.1|DFIC
OG0002535	LOC108108558|XP_017072128.1|DEUG	LOC108088280|XP_017041491.1|DFIC
OG0002536	LOC108116061|XP_017083261.1|DEUG	LOC108088463|XP_017041737.1|DFIC
OG0002537	LOC108107260|XP_017070179.1|DEUG	LOC108090737|XP_017045048.1|DFIC
OG0002539	LOC108107479|XP_017070514.1|DEUG	LOC108090842|XP_017045201.1|DFIC
OG0002540	LOC108105637|XP_017067815.1|DEUG	LOC108097479|XP_017055261.1|DFIC
OG0002541	LOC108105391|XP_017067423.1|DEUG	LOC108098091|XP_017056286.1|DFIC
OG0002542	LOC108105097|XP_017067020.1|DEUG	LOC108097721|XP_017055705.1|DFIC
OG0002543	LOC108103882|XP_017065100.1|DEUG	LOC108095557|XP_017052181.1|DFIC
OG0002544	LOC108115677|XP_017082731.1|DEUG	LOC108099510|XP_017058562.1|DFIC
OG0002545	LOC108102464|XP_017062962.1|DEUG	LOC108097254|XP_017054927.1|DFIC
OG0002547	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG	LOC108097325|XP_017055037.1|DFIC
OG0002548	LOC108102945|XP_017063706.1|DEUG	LOC108097621|XP_017055521.1|DFIC
OG0002549	LOC108103500|XP_017064499.1|DEUG	LOC108098055|XP_017056228.1|DFIC
OG0002550	LOC108102898|XP_017063592.1|DEUG	LOC108097622|XP_017055524.1|DFIC
