Orthogroup	DEUG.longest_only	DSER.longest_only
OG0000359	LOC108118174|XP_017086221.1|DEUG	LOC110180001|XP_020803250.1|DSER
OG0000359	LOC108118196|XP_017086246.1|DEUG	LOC110180000|XP_020803248.1|DSER
OG0000360	LOC108113809|XP_017080007.1|DEUG	LOC110186680|XP_020811605.1|DSER
OG0000360	LOC108113797|XP_017079992.1|DEUG	LOC110186837|XP_020811786.1|DSER, LOC110186844|XP_020811791.1|DSER
OG0000360	LOC108113684|XP_017079850.1|DEUG	LOC110186566|XP_020811433.1|DSER
OG0000360	LOC108113794|XP_017079991.1|DEUG	LOC110186707|XP_020811638.1|DSER, LOC110186523|XP_020811380.1|DSER
OG0000361	LOC108117316|XP_017085173.1|DEUG, LOC108109621|XP_017073687.1|DEUG	LOC110182815|XP_020806608.1|DSER, LOC110182824|XP_020806619.1|DSER
OG0000361	LOC108108498|XP_017072056.1|DEUG	LOC110182593|XP_020806306.1|DSER
OG0000362	LOC108118552|XP_017086793.1|DEUG	LOC110184521|XP_020808748.1|DSER
OG0000362	LOC108116764|XP_017084277.1|DEUG	LOC110190414|XP_020816537.1|DSER
OG0000363	LOC108116604|XP_017084052.1|DEUG	LOC110191942|XP_020818618.1|DSER
OG0000363	LOC108114094|XP_017080336.1|DEUG	LOC110190616|XP_020816871.1|DSER
OG0000364	LOC108113606|XP_017079757.1|DEUG, LOC108103587|XP_017064601.1|DEUG	LOC110188799|XP_020814323.1|DSER
OG0000364	LOC108103601|XP_017064620.1|DEUG	LOC110188800|XP_020814324.1|DSER
OG0000365	LOC108109206|XP_017073137.1|DEUG	LOC110182973|XP_020806825.1|DSER
OG0000365	LOC108112421|XP_017077756.1|DEUG	LOC110183432|XP_020807372.1|DSER
OG0000366	LOC108111850|XP_017076946.1|DEUG	LOC110175921|XP_020797758.1|DSER
OG0000366	LOC108113625|XP_017079776.1|DEUG	LOC110186439|XP_020811281.1|DSER
OG0000367	LOC108114320|XP_017080722.1|DEUG	LOC110190468|XP_020816636.1|DSER
OG0000367	LOC108109083|XP_017072936.1|DEUG	LOC110179453|XP_020802663.1|DSER
OG0000368	LOC108114446|XP_017080933.1|DEUG	LOC110181229|XP_020804585.1|DSER
OG0000368	LOC108114445|XP_017080930.1|DEUG	LOC110181252|XP_020804616.1|DSER
OG0000370	LOC108108265|XP_017071712.1|DEUG	LOC110185251|XP_020809646.1|DSER
OG0000370	LOC108108663|XP_017072256.1|DEUG	LOC110185250|XP_020809645.1|DSER
OG0000370	LOC108112486|XP_017077844.1|DEUG	LOC110176046|XP_020797917.1|DSER
OG0000371	LOC108110133|XP_017074528.1|DEUG	LOC110182026|XP_020805615.1|DSER
OG0000371	LOC108106749|XP_017069478.1|DEUG	LOC110180262|XP_020803580.1|DSER
OG0000371	LOC108115961|XP_017083087.1|DEUG, LOC108115968|XP_017083094.1|DEUG	LOC110186885|XP_020811844.1|DSER
OG0000372	LOC108107940|XP_017071260.1|DEUG	LOC110184755|XP_020809043.1|DSER
OG0000372	LOC108115418|XP_017082343.1|DEUG	LOC110181300|XP_020804680.1|DSER, LOC110179134|XP_020802184.1|DSER, LOC110181299|XP_020804679.1|DSER, LOC110181298|XP_020804678.1|DSER
OG0000373	LOC108108941|XP_017072684.1|DEUG	LOC110178656|XP_020801511.1|DSER
OG0000374	LOC108106923|XP_017069663.1|DEUG, LOC108118288|XP_017086378.1|DEUG, LOC108108671|XP_017072265.1|DEUG, LOC108118133|XP_017086182.1|DEUG	LOC110184361|XP_020808513.1|DSER
OG0000375	LOC108114124|XP_017080386.1|DEUG, LOC108114121|XP_017080383.1|DEUG, LOC108114122|XP_017080384.1|DEUG, LOC108114120|XP_017080382.1|DEUG	LOC110190575|XP_020816822.1|DSER, LOC110190574|XP_020816820.1|DSER
OG0000375	LOC108114125|XP_017080387.1|DEUG, LOC108114123|XP_017080385.1|DEUG	LOC110190576|XP_020816823.1|DSER
OG0000376	LOC108117422|XP_017085322.1|DEUG	LOC110184803|XP_020809096.1|DSER
OG0000377	LOC108103867|XP_017065069.1|DEUG	LOC110181509|XP_020804937.1|DSER
OG0000377	LOC108109192|XP_017073118.1|DEUG	LOC110187718|XP_020812821.1|DSER
OG0000378	LOC108113045|XP_017078964.1|DEUG	LOC110190907|XP_020817227.1|DSER
OG0000378	LOC108103715|XP_017064801.1|DEUG	LOC110182542|XP_020806250.1|DSER
OG0000379	LOC108112810|XP_017078596.1|DEUG	LOC110191655|XP_020818214.1|DSER
OG0000379	LOC108112190|XP_017077490.1|DEUG	LOC110191640|XP_020818194.1|DSER
OG0000379	LOC108112811|XP_017078597.1|DEUG	LOC110185096|XP_020809482.1|DSER
OG0000380	LOC108114891|XP_017081538.1|DEUG	LOC110189590|XP_020815381.1|DSER
OG0000380	LOC108114679|XP_017081258.1|DEUG	LOC110184706|XP_020808981.1|DSER
OG0000381	LOC108110482|XP_017075049.1|DEUG	LOC110185989|XP_020810675.1|DSER
OG0000381	LOC108111039|XP_017075856.1|DEUG	LOC110181415|XP_020804812.1|DSER, LOC110179859|XP_020803117.1|DSER
OG0000382	LOC108116729|XP_017084235.1|DEUG	LOC110190039|XP_020816003.1|DSER
OG0000383	LOC108110882|XP_017075629.1|DEUG	LOC110187287|XP_020812336.1|DSER
OG0000383	LOC108118466|XP_017086676.1|DEUG	LOC110184938|XP_020809246.1|DSER
OG0000384	LOC108106769|XP_017069497.1|DEUG	LOC110179316|XP_020802464.1|DSER
OG0000384	LOC108106645|XP_017069348.1|DEUG	LOC110179317|XP_020802465.1|DSER
OG0000385	LOC108110395|XP_017074941.1|DEUG	LOC110182946|XP_020806791.1|DSER, LOC110187151|XP_020812223.1|DSER
OG0000385	LOC108110393|XP_017074937.1|DEUG	LOC110187150|XP_020812222.1|DSER
OG0000386	LOC108116093|XP_017083300.1|DEUG	LOC110186322|XP_020811120.1|DSER
OG0000387	LOC108110567|XP_017075153.1|DEUG, LOC108106902|XP_017069639.1|DEUG	LOC110176065|XP_020797945.1|DSER, LOC110176064|XP_020797944.1|DSER
OG0000387	LOC108110554|XP_017075132.1|DEUG	LOC110182275|XP_020805952.1|DSER
OG0000388	LOC108103610|XP_017064639.1|DEUG	LOC110188860|XP_020814426.1|DSER, LOC110188831|XP_020814380.1|DSER
OG0000388	LOC108103612|XP_017064642.1|DEUG, LOC108103614|XP_017064643.1|DEUG, LOC108103611|XP_017064640.1|DEUG	LOC110188852|XP_020814417.1|DSER, LOC110188830|XP_020814379.1|DSER
OG0000389	LOC108108329|XP_017071847.1|DEUG	LOC110190500|XP_020816675.1|DSER
OG0000390	LOC108111808|XP_017076902.1|DEUG	LOC110183484|XP_020807423.1|DSER
OG0000391	LOC108111939|XP_017077097.1|DEUG	LOC110184084|XP_020808129.1|DSER
OG0000391	LOC108112028|XP_017077261.1|DEUG	LOC110184039|XP_020808073.1|DSER
OG0000392	LOC108115551|XP_017082547.1|DEUG	LOC110187426|XP_020812475.1|DSER
OG0000392	LOC108102690|XP_017063321.1|DEUG	LOC110187386|XP_020812436.1|DSER
OG0000393	LOC108103058|XP_017063860.1|DEUG	LOC110187261|XP_020812308.1|DSER
OG0000393	LOC108103060|XP_017063877.1|DEUG	LOC110180003|XP_020803252.1|DSER, LOC110187262|XP_020812309.1|DSER
OG0000394	LOC108111867|XP_017076981.1|DEUG	LOC110181592|XP_020805044.1|DSER
OG0000394	LOC108111866|XP_017076980.1|DEUG	LOC110181549|XP_020804991.1|DSER
OG0000395	LOC108107949|XP_017071270.1|DEUG	LOC110179001|XP_020801993.1|DSER
OG0000395	LOC108107535|XP_017070565.1|DEUG	LOC110178884|XP_020801817.1|DSER
OG0000395	LOC108107537|XP_017070566.1|DEUG	LOC110179003|XP_020801996.1|DSER
OG0000396	LOC108105647|XP_017067823.1|DEUG, LOC108118324|XP_017086431.1|DEUG, LOC108118321|XP_017086427.1|DEUG, LOC108118317|XP_017086422.1|DEUG, LOC108105642|XP_017067819.1|DEUG, LOC108105651|XP_017067828.1|DEUG, LOC108118318|XP_017086423.1|DEUG, LOC108118325|XP_017086432.1|DEUG, LOC108105644|XP_017067821.1|DEUG, LOC108106827|XP_017069553.1|DEUG, LOC108105716|XP_017067919.1|DEUG, LOC108106901|XP_017069638.1|DEUG, LOC108106890|XP_017069626.1|DEUG, LOC108106873|XP_017069608.1|DEUG	LOC110177020|XP_020799192.1|DSER
OG0000397	LOC108104508|XP_017066114.1|DEUG, LOC108104509|XP_017066115.1|DEUG	LOC110177064|XP_020799241.1|DSER, LOC110177063|XP_020799240.1|DSER
OG0000397	LOC108104505|XP_017066112.1|DEUG	LOC110177065|XP_020799242.1|DSER
OG0000398	LOC108112490|XP_017077848.1|DEUG	LOC110184168|XP_020808279.1|DSER
OG0000399	LOC108115881|XP_017083010.1|DEUG	LOC110190647|XP_020816909.1|DSER
OG0000399	LOC108112913|XP_017078783.1|DEUG	LOC110182956|XP_020806809.1|DSER
OG0000400	LOC108118373|XP_017086534.1|DEUG	LOC110175976|XP_020797830.1|DSER
OG0000400	LOC108118374|XP_017086535.1|DEUG	LOC110176063|XP_020797941.1|DSER
OG0000401	LOC108108059|XP_017071425.1|DEUG	LOC110182871|XP_020806676.1|DSER
OG0000401	LOC108103576|XP_017064589.1|DEUG	LOC110181833|XP_020805395.1|DSER, LOC110181838|XP_020805402.1|DSER
OG0000402	LOC108109995|XP_017074320.1|DEUG	LOC110182009|XP_020805599.1|DSER
OG0000403	LOC108111431|XP_017076386.1|DEUG	LOC110176449|XP_020798459.1|DSER
OG0000403	LOC108109123|XP_017073008.1|DEUG	LOC110181126|XP_020804457.1|DSER
OG0000404	LOC108111353|XP_017076275.1|DEUG, LOC108111290|XP_017076167.1|DEUG	LOC110186276|XP_020811049.1|DSER
OG0000405	LOC108110411|XP_017074969.1|DEUG	LOC110183048|XP_020806891.1|DSER
OG0000405	LOC108110151|XP_017074565.1|DEUG	LOC110188480|XP_020813869.1|DSER
OG0000406	LOC108114709|XP_017081297.1|DEUG	LOC110189994|XP_020815951.1|DSER
OG0000406	LOC108106695|XP_017069416.1|DEUG	LOC110179321|XP_020802472.1|DSER
OG0000407	LOC108108302|XP_017071805.1|DEUG	LOC110190439|XP_020816584.1|DSER
OG0000407	LOC108108301|XP_017071800.1|DEUG	LOC110190437|XP_020816579.1|DSER
OG0000408	LOC108116843|XP_017084388.1|DEUG	LOC110185489|XP_020810028.1|DSER
OG0000408	LOC108103409|XP_017064355.1|DEUG	LOC110182730|XP_020806490.1|DSER
OG0000409	LOC108106268|XP_017068721.1|DEUG	LOC110178483|XP_020801284.1|DSER
OG0000409	LOC108104527|XP_017066148.1|DEUG	LOC110188995|XP_020814606.1|DSER
OG0000410	LOC108103050|XP_017063853.1|DEUG	LOC110187213|XP_020812271.1|DSER
OG0000411	LOC108109506|XP_017073537.1|DEUG	LOC110188761|XP_020814261.1|DSER
OG0000411	LOC108108035|XP_017071400.1|DEUG	LOC110183779|XP_020807795.1|DSER, LOC110179290|XP_020802434.1|DSER
OG0000412	LOC108109278|XP_017073259.1|DEUG	LOC110182869|XP_020806671.1|DSER
OG0000412	LOC108105995|XP_017068321.1|DEUG	LOC110182789|XP_020806573.1|DSER
OG0000413	LOC108109449|XP_017073437.1|DEUG	LOC110188011|XP_020813194.1|DSER
OG0000413	LOC108115231|XP_017082078.1|DEUG	LOC110177256|XP_020799566.1|DSER
OG0000414	LOC108110366|XP_017074908.1|DEUG	LOC110189433|XP_020815163.1|DSER
OG0000415	LOC108112835|XP_017078632.1|DEUG	LOC110177780|XP_020800307.1|DSER
OG0000415	LOC108113128|XP_017079119.1|DEUG	LOC110177775|XP_020800300.1|DSER
OG0000416	LOC108105493|XP_017067600.1|DEUG	LOC110182834|XP_020806626.1|DSER
OG0000416	LOC108117223|XP_017085043.1|DEUG	LOC110183220|XP_020807093.1|DSER
OG0000417	LOC108117548|XP_017085546.1|DEUG	LOC110187777|XP_020812900.1|DSER
OG0000417	LOC108111323|XP_017076209.1|DEUG	LOC110186618|XP_020811512.1|DSER
OG0000418	LOC108105512|XP_017067626.1|DEUG	LOC110180440|XP_020803769.1|DSER
OG0000418	LOC108109933|XP_017074222.1|DEUG	LOC110182635|XP_020806361.1|DSER
OG0000419	LOC108112632|XP_017078227.1|DEUG	LOC110177822|XP_020800371.1|DSER
OG0000419	LOC108110013|XP_017074338.1|DEUG	LOC110187079|XP_020812137.1|DSER
OG0000421	LOC108105839|XP_017068084.1|DEUG	LOC110185660|XP_020810278.1|DSER
OG0000421	LOC108118333|XP_017086457.1|DEUG	LOC110182698|XP_020806452.1|DSER
OG0000422	LOC108106062|XP_017068409.1|DEUG	LOC110180482|XP_020803826.1|DSER
OG0000423	LOC108113016|XP_017078927.1|DEUG	LOC110189417|XP_020815135.1|DSER
OG0000423	LOC108112982|XP_017078879.1|DEUG	LOC110189506|XP_020815273.1|DSER
OG0000424	LOC108112083|XP_017077321.1|DEUG, LOC108109397|XP_017073384.1|DEUG	LOC110188596|XP_020814021.1|DSER
OG0000424	LOC108111940|XP_017077099.1|DEUG	LOC110184074|XP_020808117.1|DSER
OG0000425	LOC108112410|XP_017077740.1|DEUG	LOC110178776|XP_020801682.1|DSER
OG0000425	LOC108109270|XP_017073248.1|DEUG	LOC110182873|XP_020806674.1|DSER
OG0000426	LOC108112458|XP_017077799.1|DEUG, LOC108112459|XP_017077800.1|DEUG, LOC108106743|XP_017069469.1|DEUG	LOC110191606|XP_020818152.1|DSER, LOC110191605|XP_020818151.1|DSER
OG0000428	LOC108113926|XP_017080122.1|DEUG	LOC110189967|XP_020815915.1|DSER
OG0000428	LOC108114649|XP_017081210.1|DEUG	LOC110190310|XP_020816358.1|DSER
OG0000428	LOC108114647|XP_017081207.1|DEUG	LOC110190300|XP_020816344.1|DSER
OG0000429	LOC108106227|XP_017068642.1|DEUG	LOC110179323|XP_020802474.1|DSER
OG0000430	LOC108111310|XP_017076193.1|DEUG, LOC108111317|XP_017076200.1|DEUG	LOC110186765|XP_020811686.1|DSER
OG0000430	LOC108105249|XP_017067213.1|DEUG	LOC110189780|XP_020815669.1|DSER, LOC110177259|XP_020799569.1|DSER
OG0000431	LOC108114823|XP_017081435.1|DEUG, LOC108114821|XP_017081433.1|DEUG, LOC108114820|XP_017081432.1|DEUG, LOC108114756|XP_017081358.1|DEUG, LOC108115447|XP_017082372.1|DEUG, LOC108115446|XP_017082371.1|DEUG, LOC108102493|XP_017063004.1|DEUG, LOC108102484|XP_017062989.1|DEUG, LOC108114790|XP_017081390.1|DEUG, LOC108102476|XP_017062978.1|DEUG, LOC108114795|XP_017081396.1|DEUG, LOC108114885|XP_017081532.1|DEUG, LOC108114884|XP_017081531.1|DEUG, LOC108114796|XP_017081397.1|DEUG, LOC108114822|XP_017081434.1|DEUG	LOC110188866|XP_020814438.1|DSER, LOC110187997|XP_020813179.1|DSER, LOC110187999|XP_020813181.1|DSER, LOC110187985|XP_020813165.1|DSER, LOC110188858|XP_020814423.1|DSER, LOC110188441|XP_020813826.1|DSER, LOC110188877|XP_020814450.1|DSER
OG0000433	LOC108117392|XP_017085285.1|DEUG	LOC110184324|XP_020808476.1|DSER
OG0000433	LOC108107927|XP_017071239.1|DEUG	LOC110190627|XP_020816880.1|DSER
OG0000435	LOC108103116|XP_017063971.1|DEUG	LOC110179047|XP_020802062.1|DSER
OG0000437	LOC108110825|XP_017075550.1|DEUG	LOC110183318|XP_020807223.1|DSER
OG0000437	LOC108111121|XP_017075962.1|DEUG	LOC110183414|XP_020807350.1|DSER
OG0000438	LOC108111380|XP_017076301.1|DEUG	LOC110186178|XP_020810895.1|DSER
OG0000439	LOC108111051|XP_017075869.1|DEUG	LOC110183899|XP_020807900.1|DSER
OG0000439	LOC108106028|XP_017068366.1|DEUG	LOC110190278|XP_020816311.1|DSER
OG0000440	LOC108113210|XP_017079233.1|DEUG	LOC110176942|XP_020799106.1|DSER
OG0000440	LOC108112004|XP_017077229.1|DEUG	LOC110179341|XP_020802503.1|DSER
OG0000441	LOC108108863|XP_017072569.1|DEUG	LOC110189671|XP_020815486.1|DSER
OG0000441	LOC108108955|XP_017072698.1|DEUG	LOC110189653|XP_020815458.1|DSER
OG0000443	LOC108104721|XP_017066442.1|DEUG	LOC110183676|XP_020807673.1|DSER
OG0000443	LOC108104626|XP_017066290.1|DEUG	LOC110183646|XP_020807627.1|DSER
OG0000444	LOC108110953|XP_017075738.1|DEUG	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER
OG0000444	LOC108111156|XP_017076015.1|DEUG	LOC110183893|XP_020807897.1|DSER
OG0000446	LOC108118366|XP_017086526.1|DEUG	LOC110184182|XP_020808251.1|DSER
OG0000446	LOC108104823|XP_017066599.1|DEUG	LOC110185138|XP_020809498.1|DSER, LOC110185139|XP_020809499.1|DSER
OG0000447	LOC108113831|XP_017080032.1|DEUG	LOC110177628|XP_020800101.1|DSER
OG0000448	LOC108104217|XP_017065649.1|DEUG	LOC110186701|XP_020811633.1|DSER
OG0000448	LOC108104215|XP_017065647.1|DEUG	LOC110186601|XP_020811491.1|DSER
OG0000449	LOC108108513|XP_017072071.1|DEUG	LOC110185203|XP_020809588.1|DSER
OG0000449	LOC108114836|XP_017081466.1|DEUG	LOC110185970|XP_020810648.1|DSER
OG0000450	LOC108110117|XP_017074504.1|DEUG	LOC110180292|XP_020803608.1|DSER
OG0000450	LOC108105377|XP_017067402.1|DEUG	LOC110175936|XP_020797776.1|DSER
OG0000451	LOC108102453|XP_017062947.1|DEUG	LOC110182461|XP_020806156.1|DSER
OG0000451	LOC108102455|XP_017062950.1|DEUG	LOC110182460|XP_020806155.1|DSER
OG0000453	LOC108117008|XP_017084667.1|DEUG	LOC110186460|XP_020811307.1|DSER
OG0000454	LOC108115263|XP_017082109.1|DEUG	LOC110190971|XP_020817321.1|DSER
OG0000454	LOC108113811|XP_017080012.1|DEUG	LOC110177627|XP_020800100.1|DSER
OG0000455	LOC108112553|XP_017077983.1|DEUG	LOC110191233|XP_020817667.1|DSER
OG0000456	LOC108102340|XP_017062665.1|DEUG	LOC110185447|XP_020809934.1|DSER
OG0000456	LOC108105799|XP_017068020.1|DEUG	LOC110185733|XP_020810377.1|DSER
OG0000457	LOC108111164|XP_017076025.1|DEUG	LOC110181409|XP_020804804.1|DSER
OG0000457	LOC108113457|XP_017079526.1|DEUG	LOC110185761|XP_020810422.1|DSER
OG0000458	LOC108104069|XP_017065429.1|DEUG	LOC110183917|XP_020807935.1|DSER
OG0000460	LOC108111207|XP_017076097.1|DEUG	LOC110183094|XP_020806946.1|DSER
OG0000462	LOC108117210|XP_017085015.1|DEUG	LOC110188619|XP_020814045.1|DSER
OG0000462	LOC108117207|XP_017085011.1|DEUG	LOC110188618|XP_020814044.1|DSER
OG0000462	LOC108117211|XP_017085016.1|DEUG	LOC110188620|XP_020814046.1|DSER
OG0000463	LOC108108829|XP_017072515.1|DEUG	LOC110185880|XP_020810554.1|DSER, LOC110185891|XP_020810565.1|DSER
OG0000463	LOC108117686|XP_017085702.1|DEUG	LOC110182079|XP_020805720.1|DSER
OG0000463	LOC108103994|XP_017065319.1|DEUG, LOC108108830|XP_017072516.1|DEUG	LOC110185000|XP_020809317.1|DSER
OG0000464	LOC108104071|XP_017065439.1|DEUG	LOC110183922|XP_020807942.1|DSER, LOC110183919|XP_020807939.1|DSER
OG0000464	LOC108104132|XP_017065523.1|DEUG	LOC110183929|XP_020807952.1|DSER
OG0000465	LOC108117465|XP_017085376.1|DEUG	LOC110190848|XP_020817156.1|DSER
OG0000465	LOC108117506|XP_017085480.1|DEUG	LOC110190999|XP_020817371.1|DSER
OG0000466	LOC108117044|XP_017084708.1|DEUG	LOC110176019|XP_020797889.1|DSER
OG0000466	LOC108104194|XP_017065627.1|DEUG	LOC110177034|XP_020799210.1|DSER
OG0000467	LOC108112641|XP_017078244.1|DEUG	LOC110189658|XP_020815461.1|DSER
OG0000467	LOC108112906|XP_017078762.1|DEUG	LOC110189600|XP_020815393.1|DSER
OG0000468	LOC108109366|XP_017073331.1|DEUG	LOC110186259|XP_020811025.1|DSER
OG0000468	LOC108106543|XP_017069185.1|DEUG	LOC110178299|XP_020801046.1|DSER
OG0000469	LOC108104076|XP_017065454.1|DEUG	LOC110184005|XP_020808021.1|DSER
OG0000469	LOC108104055|XP_017065389.1|DEUG	LOC110183003|XP_020806852.1|DSER
OG0000470	LOC108108694|XP_017072288.1|DEUG	LOC110177527|XP_020799945.1|DSER
OG0000470	LOC108114403|XP_017080865.1|DEUG	LOC110179694|XP_020802963.1|DSER
OG0000471	LOC108113949|XP_017080154.1|DEUG	LOC110177592|XP_020800035.1|DSER
OG0000471	LOC108111235|XP_017076127.1|DEUG	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	LOC108103189|XP_017064065.1|DEUG	LOC110184193|XP_020808283.1|DSER
OG0000473	LOC108103293|XP_017064196.1|DEUG	LOC110180139|XP_020803444.1|DSER
OG0000473	LOC108103648|XP_017064693.1|DEUG	LOC110180138|XP_020803443.1|DSER
OG0000474	LOC108103488|XP_017064485.1|DEUG	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER
OG0000474	LOC108114006|XP_017080241.1|DEUG	LOC110181260|XP_020804626.1|DSER
OG0000475	LOC108115695|XP_017082753.1|DEUG	LOC110187715|XP_020812811.1|DSER
OG0000475	LOC108115661|XP_017082708.1|DEUG, LOC108109183|XP_017073107.1|DEUG	LOC110188027|XP_020813224.1|DSER
OG0000476	LOC108110184|XP_017074616.1|DEUG, LOC108110182|XP_017074600.1|DEUG	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER
OG0000476	LOC108109580|XP_017073649.1|DEUG	LOC110190847|XP_020817154.1|DSER
OG0000477	LOC108109584|XP_017073650.1|DEUG	LOC110184237|XP_020808356.1|DSER
OG0000477	LOC108109485|XP_017073503.1|DEUG	LOC110184661|XP_020808928.1|DSER
OG0000478	LOC108118348|XP_017086479.1|DEUG	LOC110184166|XP_020808236.1|DSER
OG0000478	LOC108113618|XP_017079768.1|DEUG	LOC110186160|XP_020810870.1|DSER
OG0000479	LOC108109331|XP_017073290.1|DEUG	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER
OG0000480	LOC108110665|XP_017075271.1|DEUG	LOC110182342|XP_020806042.1|DSER
OG0000480	LOC108110998|XP_017075796.1|DEUG	LOC110182344|XP_020806043.1|DSER
OG0000482	LOC108111725|XP_017076767.1|DEUG	LOC110176614|XP_020798699.1|DSER
OG0000482	LOC108117325|XP_017085185.1|DEUG	LOC110188404|XP_020813788.1|DSER
OG0000483	LOC108116583|XP_017084013.1|DEUG	LOC110186151|XP_020810861.1|DSER
OG0000483	LOC108116550|XP_017083977.1|DEUG	LOC110186225|XP_020810947.1|DSER
OG0000484	LOC108117209|XP_017085014.1|DEUG	LOC110188615|XP_020814041.1|DSER
OG0000484	LOC108117205|XP_017085009.1|DEUG	LOC110188616|XP_020814042.1|DSER
OG0000485	LOC108108644|XP_017072234.1|DEUG	LOC110178952|XP_020801912.1|DSER
OG0000485	LOC108108646|XP_017072237.1|DEUG	LOC110178935|XP_020801891.1|DSER
OG0000486	LOC108109199|XP_017073124.1|DEUG	LOC110181098|XP_020804426.1|DSER
OG0000486	LOC108109197|XP_017073121.1|DEUG	LOC110181097|XP_020804425.1|DSER
OG0000487	LOC108106298|XP_017068756.1|DEUG	LOC110189204|XP_020814834.1|DSER
OG0000487	LOC108106730|XP_017069456.1|DEUG	LOC110189197|XP_020814827.1|DSER
OG0000488	LOC108110683|XP_017075300.1|DEUG	LOC110187594|XP_020812646.1|DSER
OG0000488	LOC108106861|XP_017069594.1|DEUG	LOC110181376|XP_020804764.1|DSER
OG0000489	LOC108109346|XP_017073294.1|DEUG	LOC110176502|XP_020798535.1|DSER
OG0000489	LOC108111834|XP_017076928.1|DEUG	LOC110176097|XP_020797995.1|DSER
OG0000490	LOC108118299|XP_017086400.1|DEUG	LOC110176103|XP_020798001.1|DSER
OG0000490	LOC108117718|XP_017085762.1|DEUG	LOC110181845|XP_020805411.1|DSER
OG0000491	LOC108106696|XP_017069417.1|DEUG	LOC110178525|XP_020801340.1|DSER
OG0000492	LOC108104591|XP_017066243.1|DEUG	LOC110177090|XP_020799277.1|DSER
OG0000492	LOC108105147|XP_017067071.1|DEUG	LOC110186030|XP_020810725.1|DSER
OG0000494	LOC108113763|XP_017079948.1|DEUG	LOC110190506|XP_020816690.1|DSER
OG0000494	LOC108105826|XP_017068059.1|DEUG	LOC110186083|XP_020810779.1|DSER
OG0000495	LOC108103670|XP_017064718.1|DEUG	LOC110182569|XP_020806277.1|DSER
OG0000495	LOC108112202|XP_017077506.1|DEUG	LOC110178319|XP_020801088.1|DSER
OG0000496	LOC108102495|XP_017063001.1|DEUG	LOC110183129|XP_020806976.1|DSER
OG0000496	LOC108104024|XP_017065345.1|DEUG	LOC110183927|XP_020807949.1|DSER
OG0000497	LOC108107146|XP_017070039.1|DEUG	LOC110181200|XP_020804540.1|DSER
OG0000497	LOC108106968|XP_017069755.1|DEUG	LOC110182683|XP_020806434.1|DSER
OG0000498	LOC108116567|XP_017083996.1|DEUG	LOC110186148|XP_020810858.1|DSER
OG0000498	LOC108116574|XP_017084004.1|DEUG	LOC110186146|XP_020810856.1|DSER
OG0000499	LOC108112866|XP_017078681.1|DEUG	LOC110182915|XP_020806776.1|DSER
OG0000499	LOC108105502|XP_017067615.1|DEUG	LOC110179499|XP_020802733.1|DSER
OG0000500	LOC108108457|XP_017072000.1|DEUG	LOC110190890|XP_020817207.1|DSER
OG0000500	LOC108108623|XP_017072211.1|DEUG	LOC110178950|XP_020801910.1|DSER
OG0000501	LOC108110467|XP_017075023.1|DEUG	LOC110177879|XP_020800503.1|DSER
OG0000502	LOC108109097|XP_017072969.1|DEUG	LOC110179199|XP_020802275.1|DSER
OG0000503	LOC108112142|XP_017077379.1|DEUG	LOC110185501|XP_020810054.1|DSER
OG0000503	LOC108112141|XP_017077378.1|DEUG	LOC110185503|XP_020810057.1|DSER
OG0000504	LOC108114636|XP_017081192.1|DEUG	LOC110183558|XP_020807518.1|DSER
OG0000505	LOC108118153|XP_017086199.1|DEUG	LOC110179747|XP_020803021.1|DSER
OG0000505	LOC108118155|XP_017086203.1|DEUG	LOC110179751|XP_020803026.1|DSER
OG0000506	LOC108113704|XP_017079872.1|DEUG	LOC110189034|XP_020814662.1|DSER
OG0000506	LOC108113760|XP_017079945.1|DEUG	LOC110189038|XP_020814666.1|DSER
OG0000507	LOC108110139|XP_017074542.1|DEUG	LOC110182054|XP_020805669.1|DSER
OG0000507	LOC108110140|XP_017074543.1|DEUG	LOC110182092|XP_020805732.1|DSER
OG0000508	LOC108102768|XP_017063414.1|DEUG	LOC110178795|XP_020801706.1|DSER
OG0000508	LOC108104706|XP_017066413.1|DEUG	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	LOC108112856|XP_017078668.1|DEUG	LOC110177555|XP_020799989.1|DSER
OG0000509	LOC108112730|XP_017078457.1|DEUG	LOC110181469|XP_020804882.1|DSER
OG0000510	LOC108106460|XP_017069014.1|DEUG	LOC110179275|XP_020802421.1|DSER
OG0000510	LOC108106459|XP_017069013.1|DEUG	LOC110179276|XP_020802422.1|DSER
OG0000511	LOC108110365|XP_017074906.1|DEUG	LOC110184918|XP_020809222.1|DSER
OG0000511	LOC108118436|XP_017086630.1|DEUG	LOC110184891|XP_020809196.1|DSER
OG0000512	LOC108112316|XP_017077636.1|DEUG	LOC110183165|XP_020807016.1|DSER
OG0000512	LOC108114370|XP_017080810.1|DEUG	LOC110178868|XP_020801801.1|DSER
