Orthogroup	DEUG.longest_only	DBIA.longest_only
OG0001737	LOC108109137|XP_017073023.1|DEUG	LOC108022601|XP_016947124.1|DBIA
OG0001738	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG	LOC108035608|XP_016966782.1|DBIA
OG0001739	LOC108113003|XP_017078910.1|DEUG	LOC108021984|XP_016946313.1|DBIA
OG0001740	LOC108109039|XP_017072826.1|DEUG	LOC108022477|XP_016946917.1|DBIA
OG0001741	LOC108109391|XP_017073377.1|DEUG	LOC108023872|XP_016949041.1|DBIA
OG0001742	LOC108104791|XP_017066542.1|DEUG	LOC108022205|XP_016946548.1|DBIA
OG0001743	LOC108114135|XP_017080406.1|DEUG	LOC108035565|XP_016966722.1|DBIA
OG0001743	LOC108113592|XP_017079732.1|DEUG	LOC108027515|XP_016954447.1|DBIA
OG0001744	LOC108106536|XP_017069163.1|DEUG	LOC108030081|XP_016958203.1|DBIA
OG0001745	LOC108112484|XP_017077837.1|DEUG	LOC108026609|XP_016953077.1|DBIA
OG0001746	LOC108114349|XP_017080778.1|DEUG	LOC108035663|XP_016966860.1|DBIA
OG0001747	LOC108112523|XP_017077937.1|DEUG	LOC108022572|XP_016947065.1|DBIA
OG0001748	LOC108108282|XP_017071773.1|DEUG	LOC108028159|XP_016955310.1|DBIA
OG0001749	LOC108107419|XP_017070437.1|DEUG	LOC108022933|XP_016947634.1|DBIA
OG0001750	LOC108107417|XP_017070435.1|DEUG	LOC108022930|XP_016947632.1|DBIA
OG0001751	LOC108108519|XP_017072077.1|DEUG	LOC108034998|XP_016965826.1|DBIA
OG0001752	LOC108107524|XP_017070554.1|DEUG	LOC108028148|XP_016955294.1|DBIA
OG0001753	LOC108107938|XP_017071256.1|DEUG	LOC108035175|XP_016966129.1|DBIA
OG0001754	LOC108113156|XP_017079154.1|DEUG	LOC108029721|XP_016957688.1|DBIA
OG0001755	LOC108107716|XP_017070815.1|DEUG	LOC108034793|XP_016965266.1|DBIA
OG0001756	LOC108112814|XP_017078601.1|DEUG	LOC108036472|XP_016968138.1|DBIA
OG0001757	LOC108112650|XP_017078270.1|DEUG	LOC108029900|XP_016957880.1|DBIA
OG0001758	LOC108104005|XP_017065287.1|DEUG	LOC108034817|XP_016965352.1|DBIA
OG0001759	LOC108112535|XP_017077950.1|DEUG	LOC108022486|XP_016946928.1|DBIA
OG0001760	LOC108104559|XP_017066191.1|DEUG	LOC108036442|XP_016968071.1|DBIA
OG0001761	LOC108109262|XP_017073234.1|DEUG	LOC108026786|XP_016953434.1|DBIA
OG0001762	LOC108107007|XP_017069836.1|DEUG	LOC108034139|XP_016964420.1|DBIA
OG0001763	LOC108107016|XP_017069849.1|DEUG	LOC108033781|XP_016963872.1|DBIA
OG0001764	LOC108111512|XP_017076516.1|DEUG	LOC108025469|XP_016951466.1|DBIA
OG0001765	LOC108104475|XP_017066044.1|DEUG	LOC108036328|XP_016967830.1|DBIA
OG0001766	LOC108110838|XP_017075568.1|DEUG	LOC108036725|XP_016968513.1|DBIA
OG0001767	LOC108111201|XP_017076084.1|DEUG	LOC108027934|XP_016955052.1|DBIA
OG0001768	LOC108111173|XP_017076041.1|DEUG	LOC108029278|XP_016956965.1|DBIA
OG0001769	LOC108102474|XP_017062971.1|DEUG	LOC108033372|XP_016963179.1|DBIA
OG0001770	LOC108111067|XP_017075884.1|DEUG	LOC108034105|XP_016964370.1|DBIA
OG0001771	LOC108111233|XP_017076125.1|DEUG	LOC108029290|XP_016956977.1|DBIA
OG0001772	LOC108110829|XP_017075555.1|DEUG	LOC108034077|XP_016964328.1|DBIA
OG0001773	LOC108111013|XP_017075816.1|DEUG	LOC108035040|XP_016965888.1|DBIA
OG0001774	LOC108107289|XP_017070234.1|DEUG	LOC108023018|XP_016947742.1|DBIA
OG0001775	LOC108117274|XP_017085119.1|DEUG	LOC108023443|XP_016948423.1|DBIA
OG0001776	LOC108107042|XP_017069892.1|DEUG	LOC108033887|XP_016964022.1|DBIA
OG0001777	LOC108107098|XP_017069969.1|DEUG	LOC108033766|XP_016963848.1|DBIA
OG0001778	LOC108114301|XP_017081096.1|DEUG	LOC108033660|XP_016963586.1|DBIA
OG0001779	LOC108110756|XP_017075454.1|DEUG	LOC108034613|XP_016965040.1|DBIA
OG0001780	LOC108105584|XP_017067712.1|DEUG	LOC108027536|XP_016954472.1|DBIA
OG0001781	LOC108114860|XP_017081495.1|DEUG	LOC108032705|XP_016962172.1|DBIA
OG0001782	LOC108105790|XP_017068006.1|DEUG	LOC108032514|XP_016961834.1|DBIA
OG0001783	LOC108110979|XP_017075776.1|DEUG	LOC108036807|XP_016968643.1|DBIA
OG0001784	LOC108111021|XP_017075828.1|DEUG	LOC108027767|XP_016954818.1|DBIA
OG0001785	LOC108104795|XP_017066553.1|DEUG	LOC108036331|XP_016967855.1|DBIA
OG0001786	LOC108107157|XP_017070053.1|DEUG	LOC108034209|XP_016964530.1|DBIA
OG0001787	LOC108107028|XP_017069865.1|DEUG	LOC108033851|XP_016963976.1|DBIA
OG0001788	LOC108106784|XP_017069515.1|DEUG	LOC108029753|XP_016957737.1|DBIA
OG0001789	LOC108113195|XP_017079211.1|DEUG	LOC108022915|XP_016947611.1|DBIA
OG0001790	LOC108107171|XP_017070075.1|DEUG	LOC108034326|XP_016964689.1|DBIA
OG0001791	LOC108106546|XP_017069192.1|DEUG	LOC108030111|XP_016958294.1|DBIA
OG0001792	LOC108107041|XP_017069890.1|DEUG	LOC108034080|XP_016964332.1|DBIA
OG0001793	LOC108106526|XP_017069141.1|DEUG	LOC108036388|XP_016967982.1|DBIA
OG0001794	LOC108115125|XP_017082287.1|DEUG	LOC108033661|XP_016963587.1|DBIA
OG0001795	LOC108118424|XP_017086594.1|DEUG, LOC108118422|XP_017086588.1|DEUG	LOC108033591|XP_016963426.1|DBIA
OG0001796	LOC108103505|XP_017064505.1|DEUG	LOC108033037|XP_016962653.1|DBIA
OG0001797	LOC108102337|XP_017062648.1|DEUG	LOC108035991|XP_016967340.1|DBIA
OG0001798	LOC108112803|XP_017078581.1|DEUG	LOC108022241|XP_016946588.1|DBIA
OG0001799	LOC108117676|XP_017085694.1|DEUG	LOC108027486|XP_016954419.1|DBIA
OG0001799	LOC108117675|XP_017085693.1|DEUG	LOC108027494|XP_016954427.1|DBIA
OG0001800	LOC108107158|XP_017070055.1|DEUG	LOC108034257|XP_016964602.1|DBIA
OG0001801	LOC108114662|XP_017081230.1|DEUG	LOC108035550|XP_016966708.1|DBIA
OG0001802	LOC108109536|XP_017073590.1|DEUG	LOC108031794|XP_016961001.1|DBIA
OG0001803	LOC108115175|XP_017081985.1|DEUG	LOC108031912|XP_016961169.1|DBIA
OG0001804	LOC108115327|XP_017082224.1|DEUG	LOC108027290|XP_016954169.1|DBIA
OG0001805	LOC108109863|XP_017074137.1|DEUG	LOC108034743|XP_016965179.1|DBIA
OG0001806	LOC108117512|XP_017085489.1|DEUG	LOC108031393|XP_016960247.1|DBIA
OG0001807	LOC108105612|XP_017067780.1|DEUG	LOC108031397|XP_016960250.1|DBIA
OG0001808	LOC108116365|XP_017083684.1|DEUG	LOC108024526|XP_016949978.1|DBIA
OG0001809	LOC108114989|XP_017081710.1|DEUG	LOC108032917|XP_016962469.1|DBIA
OG0001810	LOC108115639|XP_017082681.1|DEUG	LOC108031180|XP_016959889.1|DBIA
OG0001811	LOC108109298|XP_017073283.1|DEUG	LOC108029783|XP_016957782.1|DBIA
OG0001812	LOC108103761|XP_017064868.1|DEUG	LOC108024145|XP_016949422.1|DBIA
OG0001813	LOC108117087|XP_017084774.1|DEUG	LOC108031361|XP_016960128.1|DBIA
OG0001814	LOC108115162|XP_017081962.1|DEUG	LOC108027193|XP_016953985.1|DBIA
OG0001815	LOC108115399|XP_017082325.1|DEUG	LOC108027203|XP_016954001.1|DBIA
OG0001816	LOC108114922|XP_017081599.1|DEUG	LOC108029670|XP_016957600.1|DBIA
OG0001817	LOC108104806|XP_017066577.1|DEUG	LOC108036352|XP_016967914.1|DBIA
OG0001818	LOC108117589|XP_017085580.1|DEUG	LOC108025912|XP_016952086.1|DBIA
OG0001819	LOC108111955|XP_017077137.1|DEUG	LOC108036461|XP_016968118.1|DBIA
OG0001820	LOC108104926|XP_017066767.1|DEUG	LOC108022017|XP_016946351.1|DBIA
OG0001821	LOC108107202|XP_017070108.1|DEUG	LOC108023123|XP_016947880.1|DBIA
OG0001822	LOC108112244|XP_017077555.1|DEUG	LOC108026965|XP_016953669.1|DBIA
OG0001823	LOC108114307|XP_017080700.1|DEUG	LOC108028301|XP_016955513.1|DBIA
OG0001824	LOC108111054|XP_017075875.1|DEUG	LOC108027752|XP_016954794.1|DBIA
OG0001825	LOC108108904|XP_017072617.1|DEUG	LOC108026588|XP_016953030.1|DBIA
OG0001826	LOC108112772|XP_017078529.1|DEUG	LOC108036669|XP_016968440.1|DBIA
OG0001827	LOC108112478|XP_017077824.1|DEUG	LOC108022576|XP_016947083.1|DBIA
OG0001828	LOC108118378|XP_017086539.1|DEUG	LOC108033096|XP_016962781.1|DBIA
OG0001829	LOC108106764|XP_017069493.1|DEUG	LOC108030428|XP_016958804.1|DBIA
OG0001830	LOC108112226|XP_017077535.1|DEUG	LOC108022168|XP_016946501.1|DBIA
OG0001831	LOC108108610|XP_017072197.1|DEUG	LOC108028072|XP_016955202.1|DBIA
OG0001832	LOC108103256|XP_017064153.1|DEUG	LOC108033195|XP_016962928.1|DBIA
OG0001833	LOC108107258|XP_017070175.1|DEUG	LOC108026960|XP_016953664.1|DBIA
OG0001834	LOC108116162|XP_017083386.1|DEUG	LOC108031682|XP_016960814.1|DBIA
OG0001837	LOC108104629|XP_017066293.1|DEUG	LOC108027748|XP_016954793.1|DBIA
OG0001838	LOC108112051|XP_017077293.1|DEUG	LOC108029793|XP_016957795.1|DBIA
OG0001839	LOC108110585|XP_017075171.1|DEUG	LOC108029003|XP_016956535.1|DBIA
OG0001839	LOC108108971|XP_017072716.1|DEUG	LOC108029566|XP_016957412.1|DBIA
OG0001840	LOC108118421|XP_017086587.1|DEUG	LOC108033556|XP_016963391.1|DBIA
OG0001840	LOC108118485|XP_017086707.1|DEUG	LOC108034103|XP_016964368.1|DBIA
OG0001840	LOC108118484|XP_017086706.1|DEUG	LOC108034104|XP_016964369.1|DBIA
OG0001841	LOC108104674|XP_017066355.1|DEUG	LOC108028430|XP_016955752.1|DBIA
OG0001841	LOC108104673|XP_017066354.1|DEUG	LOC108028293|XP_016955505.1|DBIA
OG0001842	LOC108107688|XP_017070781.1|DEUG	LOC108034504|XP_016964910.1|DBIA
OG0001843	LOC108108734|XP_017072361.1|DEUG	LOC108024921|XP_016950607.1|DBIA
OG0001844	LOC108104259|XP_017065696.1|DEUG, LOC108104260|XP_017065697.1|DEUG	LOC108034616|XP_016965039.1|DBIA, LOC108034663|XP_016965091.1|DBIA
OG0001845	LOC108103512|XP_017064512.1|DEUG	LOC108033479|XP_016963306.1|DBIA
OG0001845	LOC108112311|XP_017077626.1|DEUG	LOC108022287|XP_016946634.1|DBIA
OG0001846	LOC108117024|XP_017084682.1|DEUG	LOC108024439|XP_016949846.1|DBIA
OG0001846	LOC108117023|XP_017084680.1|DEUG	LOC108024451|XP_016949857.1|DBIA
OG0001849	LOC108102449|XP_017062945.1|DEUG	LOC108024769|XP_016950371.1|DBIA
OG0001850	LOC108102376|XP_017062785.1|DEUG	LOC108036010|XP_016967410.1|DBIA
OG0001851	LOC108102308|XP_017062558.1|DEUG	LOC108035982|XP_016967310.1|DBIA
OG0001852	LOC108104724|XP_017066445.1|DEUG	LOC108027911|XP_016955026.1|DBIA
OG0001853	LOC108113576|XP_017079656.1|DEUG	LOC108025175|XP_016950942.1|DBIA
OG0001854	LOC108110074|XP_017074445.1|DEUG	LOC108026687|XP_016953268.1|DBIA
OG0001855	LOC108112430|XP_017077762.1|DEUG	LOC108036307|XP_016967805.1|DBIA
OG0001856	LOC108116505|XP_017083933.1|DEUG	LOC108023771|XP_016948901.1|DBIA
OG0001857	LOC108109714|XP_017073835.1|DEUG	LOC108027606|XP_016954615.1|DBIA
OG0001858	LOC108109961|XP_017074265.1|DEUG	LOC108035815|XP_016967052.1|DBIA
OG0001859	LOC108114590|XP_017081173.1|DEUG	LOC108032997|XP_016962610.1|DBIA
OG0001860	LOC108108640|XP_017072230.1|DEUG	LOC108028749|XP_016956207.1|DBIA
OG0001861	LOC108115812|XP_017082889.1|DEUG	LOC108025481|XP_016951485.1|DBIA
OG0001862	LOC108117688|XP_017085704.1|DEUG	LOC108027607|XP_016954617.1|DBIA
OG0001863	LOC108102997|XP_017063803.1|DEUG	LOC108028743|XP_016956200.1|DBIA, LOC108024003|XP_016949233.1|DBIA
OG0001864	LOC108109136|XP_017073026.1|DEUG	LOC108031406|XP_016960286.1|DBIA
OG0001865	LOC108103491|XP_017064488.1|DEUG	LOC108033165|XP_016962886.1|DBIA
OG0001866	LOC108102444|XP_017062930.1|DEUG, LOC108116968|XP_017084612.1|DEUG	LOC108023389|XP_016948303.1|DBIA
OG0001867	LOC108108496|XP_017072038.1|DEUG	LOC108028359|XP_016955606.1|DBIA
OG0001868	LOC108103404|XP_017064350.1|DEUG	LOC108033314|XP_016963079.1|DBIA
OG0001869	LOC108110161|XP_017074572.1|DEUG	LOC108031089|XP_016959784.1|DBIA
OG0001870	LOC108103239|XP_017064128.1|DEUG	LOC108036578|XP_016968323.1|DBIA
OG0001871	LOC108117284|XP_017085130.1|DEUG	LOC108023233|XP_016947997.1|DBIA
OG0001872	LOC108111453|XP_017076413.1|DEUG	LOC108025487|XP_016951490.1|DBIA
OG0001873	LOC108117629|XP_017085650.1|DEUG	LOC108024975|XP_016950707.1|DBIA
OG0001874	LOC108113735|XP_017079911.1|DEUG	LOC108026203|XP_016952491.1|DBIA
OG0001875	LOC108113500|XP_017079577.1|DEUG	LOC108025501|XP_016951511.1|DBIA
OG0001876	LOC108110060|XP_017074430.1|DEUG	LOC108032998|XP_016962611.1|DBIA
OG0001877	LOC108103328|XP_017064253.1|DEUG	LOC108025614|XP_016951636.1|DBIA
OG0001878	LOC108116934|XP_017084568.1|DEUG	LOC108031678|XP_016960809.1|DBIA
OG0001879	LOC108113777|XP_017079965.1|DEUG	LOC108026226|XP_016952547.1|DBIA
OG0001880	LOC108117122|XP_017084842.1|DEUG	LOC108032127|XP_016961448.1|DBIA
OG0001881	LOC108115085|XP_017081822.1|DEUG	LOC108027043|XP_016953731.1|DBIA
OG0001882	LOC108115811|XP_017082888.1|DEUG	LOC108025241|XP_016951077.1|DBIA
OG0001883	LOC108115629|XP_017082669.1|DEUG	LOC108031451|XP_016960374.1|DBIA
OG0001884	LOC108110234|XP_017074709.1|DEUG	LOC108031843|XP_016961082.1|DBIA
OG0001885	LOC108104097|XP_017065482.1|DEUG	LOC108033306|XP_016963068.1|DBIA
OG0001886	LOC108109797|XP_017073999.1|DEUG	LOC108032063|XP_016961370.1|DBIA
OG0001887	LOC108113334|XP_017079380.1|DEUG	LOC108036638|XP_016968400.1|DBIA
OG0001888	LOC108114982|XP_017081702.1|DEUG	LOC108032867|XP_016962357.1|DBIA
OG0001889	LOC108117630|XP_017085646.1|DEUG	LOC108023727|XP_016948853.1|DBIA
OG0001890	LOC108114456|XP_017080946.1|DEUG	LOC108028730|XP_016956181.1|DBIA
OG0001891	LOC108117034|XP_017084692.1|DEUG	LOC108031641|XP_016960762.1|DBIA
OG0001892	LOC108114678|XP_017081294.1|DEUG	LOC108032741|XP_016962218.1|DBIA
OG0001893	LOC108115760|XP_017082816.1|DEUG	LOC108024751|XP_016950346.1|DBIA
OG0001894	LOC108113285|XP_017079324.1|DEUG	LOC108036628|XP_016968388.1|DBIA
OG0001895	LOC108102317|XP_017062579.1|DEUG	LOC108035995|XP_016967357.1|DBIA
OG0001897	LOC108108388|XP_017071925.1|DEUG	LOC108031733|XP_016960901.1|DBIA
OG0001898	LOC108110063|XP_017074432.1|DEUG	LOC108026610|XP_016953083.1|DBIA
OG0001899	LOC108117222|XP_017085038.1|DEUG	LOC108031467|XP_016960395.1|DBIA
OG0001900	LOC108108784|XP_017072446.1|DEUG	LOC108030914|XP_016959593.1|DBIA
OG0001901	LOC108106977|XP_017069786.1|DEUG	LOC108033763|XP_016963832.1|DBIA
OG0001903	LOC108115008|XP_017081739.1|DEUG	LOC108024972|XP_016950704.1|DBIA
OG0001904	LOC108115993|XP_017083152.1|DEUG	LOC108024563|XP_016950046.1|DBIA
OG0001905	LOC108111840|XP_017076933.1|DEUG	LOC108032164|XP_016961508.1|DBIA
OG0001906	LOC108110200|XP_017074655.1|DEUG	LOC108027214|XP_016954025.1|DBIA
OG0001907	LOC108103019|XP_017063833.1|DEUG	LOC108025867|XP_016952028.1|DBIA
OG0001908	LOC108115848|XP_017082951.1|DEUG	LOC108024714|XP_016950295.1|DBIA
OG0001909	LOC108118077|XP_017086109.1|DEUG	LOC108023581|XP_016948666.1|DBIA
OG0001910	LOC108108382|XP_017071919.1|DEUG	LOC108031870|XP_016961117.1|DBIA
OG0001911	LOC108111492|XP_017076468.1|DEUG	LOC108023087|XP_016947834.1|DBIA
OG0001912	LOC108106278|XP_017068733.1|DEUG	LOC108026898|XP_016953596.1|DBIA
OG0001913	LOC108111098|XP_017075927.1|DEUG	LOC108034264|XP_016964612.1|DBIA
OG0001914	LOC108116584|XP_017084014.1|DEUG	LOC108026134|XP_016952337.1|DBIA
OG0001915	LOC108103590|XP_017064604.1|DEUG	LOC108035620|XP_016966798.1|DBIA
OG0001916	LOC108112007|XP_017077233.1|DEUG	LOC108030257|XP_016958566.1|DBIA
OG0001917	LOC108109833|XP_017074066.1|DEUG	LOC108034903|XP_016965619.1|DBIA
OG0001918	LOC108108072|XP_017071441.1|DEUG	LOC108035503|XP_016966650.1|DBIA
OG0001919	LOC108112862|XP_017078677.1|DEUG	LOC108030141|XP_016958345.1|DBIA
OG0001920	LOC108104660|XP_017066335.1|DEUG	LOC108029830|XP_016957820.1|DBIA
OG0001921	LOC108114907|XP_017081572.1|DEUG	LOC108029799|XP_016957803.1|DBIA
OG0001922	LOC108113061|XP_017078986.1|DEUG	LOC108026928|XP_016953629.1|DBIA
OG0001923	LOC108107865|XP_017071123.1|DEUG	LOC108028361|XP_016955623.1|DBIA
OG0001924	LOC108118164|XP_017086214.1|DEUG	LOC108035852|XP_016967085.1|DBIA, LOC108031427|XP_016960323.1|DBIA
OG0001925	LOC108108007|XP_017071351.1|DEUG	LOC108035299|XP_016966358.1|DBIA
OG0001926	LOC108109873|XP_017074155.1|DEUG	LOC108035546|XP_016966704.1|DBIA
OG0001927	LOC108106665|XP_017069382.1|DEUG	LOC108023039|XP_016947769.1|DBIA
OG0001928	LOC108114354|XP_017080783.1|DEUG	LOC108035241|XP_016966263.1|DBIA
OG0001929	LOC108113975|XP_017080182.1|DEUG	LOC108034786|XP_016965234.1|DBIA
OG0001930	LOC108112707|XP_017078417.1|DEUG	LOC108030121|XP_016958311.1|DBIA
OG0001931	LOC108113909|XP_017080105.1|DEUG	LOC108028824|XP_016956299.1|DBIA
OG0001932	LOC108114341|XP_017080761.1|DEUG	LOC108028311|XP_016955523.1|DBIA
OG0001933	LOC108112682|XP_017078363.1|DEUG	LOC108022469|XP_016946908.1|DBIA
OG0001934	LOC108114703|XP_017081290.1|DEUG	LOC108035528|XP_016966686.1|DBIA
OG0001935	LOC108114438|XP_017080918.1|DEUG	LOC108034558|XP_016964976.1|DBIA
OG0001937	LOC108106593|XP_017069269.1|DEUG	LOC108026767|XP_016953399.1|DBIA
OG0001938	LOC108106426|XP_017068944.1|DEUG	LOC108022701|XP_016947263.1|DBIA
OG0001939	LOC108108923|XP_017072664.1|DEUG	LOC108022216|XP_016946559.1|DBIA
OG0001940	LOC108112508|XP_017077884.1|DEUG	LOC108036314|XP_016967813.1|DBIA
OG0001941	LOC108104687|XP_017066382.1|DEUG	LOC108031298|XP_016960034.1|DBIA
OG0001942	LOC108112289|XP_017077599.1|DEUG	LOC108030250|XP_016958558.1|DBIA
OG0001943	LOC108113950|XP_017080151.1|DEUG	LOC108034597|XP_016965019.1|DBIA
OG0001944	LOC108104699|XP_017066401.1|DEUG	LOC108030151|XP_016958366.1|DBIA
OG0001945	LOC108112804|XP_017078582.1|DEUG	LOC108036393|XP_016967991.1|DBIA
OG0001946	LOC108113033|XP_017078952.1|DEUG	LOC108030219|XP_016958483.1|DBIA
OG0001947	LOC108112314|XP_017077630.1|DEUG	LOC108022314|XP_016946663.1|DBIA
OG0001948	LOC108109950|XP_017074252.1|DEUG	LOC108035752|XP_016966938.1|DBIA
OG0001949	LOC108114169|XP_017080452.1|DEUG	LOC108028554|XP_016955946.1|DBIA
OG0001950	LOC108115291|XP_017082161.1|DEUG	LOC108023806|XP_016948936.1|DBIA
OG0001951	LOC108112482|XP_017077833.1|DEUG	LOC108026608|XP_016953071.1|DBIA
OG0001952	LOC108111700|XP_017076738.1|DEUG	LOC108027585|XP_016954592.1|DBIA
OG0001952	LOC108109718|XP_017073839.1|DEUG	LOC108026988|XP_016953679.1|DBIA
OG0001953	LOC108113258|XP_017079297.1|DEUG	LOC108026794|XP_016953444.1|DBIA
OG0001954	LOC108104802|XP_017066572.1|DEUG	LOC108022568|XP_016947054.1|DBIA
OG0001955	LOC108112170|XP_017077436.1|DEUG	LOC108036226|XP_016967726.1|DBIA
OG0001956	LOC108109799|XP_017073997.1|DEUG	LOC108034832|XP_016965433.1|DBIA
OG0001957	LOC108109076|XP_017072924.1|DEUG	LOC108026667|XP_016953203.1|DBIA
OG0001958	LOC108112877|XP_017078703.1|DEUG	LOC108030170|XP_016958395.1|DBIA
OG0001959	LOC108114023|XP_017080259.1|DEUG	LOC108028762|XP_016956224.1|DBIA
OG0001960	LOC108102790|XP_017063447.1|DEUG	LOC108030448|XP_016958841.1|DBIA
OG0001961	LOC108107433|XP_017070450.1|DEUG	LOC108023003|XP_016947723.1|DBIA
OG0001962	LOC108113284|XP_017079323.1|DEUG	LOC108036626|XP_016968387.1|DBIA
OG0001963	LOC108114604|XP_017081154.1|DEUG	LOC108035419|XP_016966529.1|DBIA
OG0001964	LOC108102748|XP_017063388.1|DEUG	LOC108028508|XP_016955879.1|DBIA
OG0001965	LOC108114146|XP_017080419.1|DEUG	LOC108028661|XP_016956078.1|DBIA
OG0001966	LOC108107557|XP_017070637.1|DEUG	LOC108031886|XP_016961139.1|DBIA
OG0001967	LOC108109271|XP_017073249.1|DEUG	LOC108026536|XP_016952972.1|DBIA
OG0001968	LOC108114737|XP_017081338.1|DEUG	LOC108034573|XP_016964992.1|DBIA
OG0001969	LOC108112766|XP_017078515.1|DEUG	LOC108030134|XP_016958337.1|DBIA
OG0001970	LOC108113135|XP_017079131.1|DEUG	LOC108026876|XP_016953556.1|DBIA
OG0001971	LOC108109085|XP_017072940.1|DEUG	LOC108029353|XP_016957033.1|DBIA
OG0001972	LOC108113481|XP_017079553.1|DEUG	LOC108030149|XP_016958358.1|DBIA
OG0001973	LOC108109230|XP_017073192.1|DEUG	LOC108022954|XP_016947658.1|DBIA
OG0001974	LOC108104493|XP_017066096.1|DEUG	LOC108036609|XP_016968360.1|DBIA
OG0001975	LOC108103595|XP_017064612.1|DEUG	LOC108034636|XP_016965062.1|DBIA
OG0001976	LOC108106583|XP_017069253.1|DEUG	LOC108030139|XP_016958343.1|DBIA
OG0001977	LOC108106926|XP_017069674.1|DEUG	LOC108033711|XP_016963732.1|DBIA
OG0001978	LOC108105710|XP_017067913.1|DEUG	LOC108034242|XP_016964582.1|DBIA
OG0001979	LOC108107008|XP_017069841.1|DEUG	LOC108036791|XP_016968627.1|DBIA
OG0001980	LOC108104184|XP_017065610.1|DEUG	LOC108033269|XP_016963028.1|DBIA
OG0001981	LOC108102631|XP_017063234.1|DEUG	LOC108029219|XP_016956898.1|DBIA
OG0001982	LOC108109345|XP_017073292.1|DEUG	LOC108036869|XP_016968738.1|DBIA
OG0001984	LOC108113450|XP_017079513.1|DEUG	LOC108021858|XP_016946136.1|DBIA
OG0001985	LOC108110736|XP_017075429.1|DEUG	LOC108032540|XP_016961902.1|DBIA
OG0001986	LOC108106909|XP_017069649.1|DEUG	LOC108034032|XP_016964267.1|DBIA
OG0001987	LOC108118519|XP_017086753.1|DEUG	LOC108024211|XP_016949555.1|DBIA
OG0001988	LOC108112529|XP_017077944.1|DEUG	LOC108022660|XP_016947215.1|DBIA
OG0001989	LOC108110431|XP_017074986.1|DEUG	LOC108028992|XP_016956522.1|DBIA
OG0001990	LOC108111139|XP_017075994.1|DEUG	LOC108034192|XP_016964505.1|DBIA
OG0001991	LOC108111703|XP_017076741.1|DEUG	LOC108025970|XP_016952558.1|DBIA
OG0001992	LOC108104115|XP_017065504.1|DEUG	LOC108033946|XP_016964123.1|DBIA
OG0001993	LOC108106990|XP_017069817.1|DEUG	LOC108033885|XP_016964019.1|DBIA
OG0001994	LOC108117171|XP_017084941.1|DEUG	LOC108031747|XP_016960937.1|DBIA
OG0001995	LOC108106996|XP_017069824.1|DEUG	LOC108032823|XP_016962327.1|DBIA
OG0001996	LOC108102650|XP_017063274.1|DEUG	LOC108029211|XP_016956891.1|DBIA
OG0001997	LOC108107292|XP_017070238.1|DEUG	LOC108022527|XP_016946993.1|DBIA
OG0001998	LOC108107288|XP_017070231.1|DEUG	LOC108022532|XP_016946997.1|DBIA
OG0001999	LOC108104799|XP_017066559.1|DEUG	LOC108022615|XP_016947144.1|DBIA
OG0002000	LOC108106196|XP_017068612.1|DEUG	LOC108036051|XP_016967483.1|DBIA
OG0002001	LOC108105675|XP_017067866.1|DEUG	LOC108033698|XP_016963687.1|DBIA
OG0002002	LOC108106667|XP_017069386.1|DEUG	LOC108022935|XP_016947637.1|DBIA
OG0002003	LOC108110700|XP_017075330.1|DEUG	LOC108036750|XP_016968558.1|DBIA
OG0002004	LOC108103079|XP_017063918.1|DEUG	LOC108034089|XP_016964345.1|DBIA
OG0002005	LOC108102463|XP_017062999.1|DEUG	LOC108032650|XP_016962091.1|DBIA
OG0002006	LOC108106969|XP_017069760.1|DEUG	LOC108033690|XP_016963666.1|DBIA
OG0002007	LOC108106168|XP_017068573.1|DEUG	LOC108036124|XP_016967598.1|DBIA
OG0002008	LOC108102371|XP_017062779.1|DEUG	LOC108035993|XP_016967345.1|DBIA
OG0002009	LOC108112245|XP_017077556.1|DEUG	LOC108026547|XP_016952986.1|DBIA
OG0002010	LOC108110978|XP_017075775.1|DEUG	LOC108036794|XP_016968630.1|DBIA
OG0002011	LOC108114881|XP_017081528.1|DEUG	LOC108032757|XP_016962239.1|DBIA
OG0002012	LOC108102548|XP_017063098.1|DEUG	LOC108029065|XP_016956624.1|DBIA
OG0002013	LOC108106843|XP_017069568.1|DEUG	LOC108034119|XP_016964391.1|DBIA
OG0002014	LOC108109217|XP_017073170.1|DEUG	LOC108023032|XP_016947760.1|DBIA
OG0002015	LOC108106864|XP_017069597.1|DEUG	LOC108034298|XP_016964650.1|DBIA
OG0002016	LOC108104518|XP_017066136.1|DEUG	LOC108030180|XP_016958415.1|DBIA
OG0002017	LOC108111047|XP_017075865.1|DEUG	LOC108033902|XP_016964055.1|DBIA
OG0002018	LOC108106989|XP_017069815.1|DEUG	LOC108033255|XP_016963009.1|DBIA
OG0002019	LOC108104122|XP_017065513.1|DEUG	LOC108033891|XP_016964027.1|DBIA
OG0002020	LOC108106935|XP_017069689.1|DEUG	LOC108036098|XP_016967553.1|DBIA
OG0002021	LOC108109121|XP_017073005.1|DEUG	LOC108026694|XP_016953271.1|DBIA
OG0002022	LOC108115506|XP_017082487.1|DEUG	LOC108033550|XP_016963384.1|DBIA
OG0002023	LOC108116962|XP_017084607.1|DEUG	LOC108025044|XP_016950792.1|DBIA
