Orthogroup	DEUG.longest_only	DVIR.longest_only
OG0000363	LOC108116604|XP_017084052.1|DEUG	LOC6632747|XP_032289618.1|DVIR
OG0000363	LOC108114094|XP_017080336.1|DEUG	LOC6624106|XP_032290277.1|DVIR
OG0000364	LOC108113606|XP_017079757.1|DEUG	LOC6624256|XP_032290918.1|DVIR
OG0000365	LOC108109206|XP_017073137.1|DEUG	LOC6635815|XP_015024216.1|DVIR
OG0000365	LOC108112421|XP_017077756.1|DEUG	LOC6635784|XP_002059180.3|DVIR
OG0000366	LOC108111850|XP_017076946.1|DEUG	LOC6631804|XP_032295746.1|DVIR
OG0000366	LOC108113625|XP_017079776.1|DEUG	LOC6630235|XP_032294927.1|DVIR
OG0000367	LOC108114320|XP_017080722.1|DEUG	LOC6624243|XP_002047113.1|DVIR
OG0000367	LOC108109083|XP_017072936.1|DEUG	LOC6626796|XP_002049947.1|DVIR
OG0000368	LOC108114445|XP_017080930.1|DEUG	LOC6623736|XP_002048595.2|DVIR
OG0000370	LOC108108663|XP_017072256.1|DEUG	LOC6626754|XP_002050257.1|DVIR, LOC6626753|XP_002050256.1|DVIR
OG0000370	LOC108112486|XP_017077844.1|DEUG	LOC26531085|XP_032290566.1|DVIR, LOC6623033|XP_002047218.1|DVIR
OG0000371	LOC108110133|XP_017074528.1|DEUG	LOC6636006|XP_002059506.2|DVIR
OG0000372	LOC108115418|XP_017082343.1|DEUG	LOC26530947|XP_015028877.2|DVIR
OG0000373	LOC108108941|XP_017072684.1|DEUG	LOC6622149|XP_002047559.2|DVIR
OG0000374	LOC108106923|XP_017069663.1|DEUG, LOC108118288|XP_017086378.1|DEUG, LOC108108671|XP_017072265.1|DEUG, LOC108118133|XP_017086182.1|DEUG	LOC6622613|XP_002047522.1|DVIR
OG0000375	LOC108114124|XP_017080386.1|DEUG, LOC108114121|XP_017080383.1|DEUG, LOC108114122|XP_017080384.1|DEUG, LOC108114120|XP_017080382.1|DEUG, LOC108114125|XP_017080387.1|DEUG, LOC108114123|XP_017080385.1|DEUG	LOC116650537|XP_032290365.1|DVIR, LOC6623269|XP_002047274.2|DVIR
OG0000377	LOC108103867|XP_017065069.1|DEUG	LOC6636655|XP_002060133.2|DVIR
OG0000378	LOC108113045|XP_017078964.1|DEUG	LOC6626616|XP_002050600.1|DVIR
OG0000378	LOC108103715|XP_017064801.1|DEUG	LOC6633790|XP_002056962.1|DVIR
OG0000379	LOC108112810|XP_017078596.1|DEUG, LOC108112190|XP_017077490.1|DEUG, LOC108112811|XP_017078597.1|DEUG	LOC6626307|XP_032291609.1|DVIR
OG0000380	LOC108114679|XP_017081258.1|DEUG	LOC6623355|XP_002047314.1|DVIR
OG0000381	LOC108110482|XP_017075049.1|DEUG	LOC6628737|XP_002051074.1|DVIR
OG0000381	LOC108111039|XP_017075856.1|DEUG	LOC6627386|XP_002051076.1|DVIR
OG0000382	LOC108116729|XP_017084235.1|DEUG	LOC6622325|XP_002047918.1|DVIR
OG0000383	LOC108110882|XP_017075629.1|DEUG	LOC6628922|XP_002052345.1|DVIR
OG0000383	LOC108118466|XP_017086676.1|DEUG	LOC6628955|XP_002052358.2|DVIR
OG0000384	LOC108106769|XP_017069497.1|DEUG	LOC6624930|XP_032292262.1|DVIR
OG0000384	LOC108106645|XP_017069348.1|DEUG	LOC6624931|XP_002050131.3|DVIR
OG0000385	LOC108110395|XP_017074941.1|DEUG	LOC6634703|XP_002058314.3|DVIR
OG0000385	LOC108110393|XP_017074937.1|DEUG	LOC6634704|XP_002058315.2|DVIR
OG0000386	LOC108107653|XP_017070728.1|DEUG	LOC6636608|XP_002060045.2|DVIR, LOC116650022|XP_032289247.1|DVIR
OG0000386	LOC108116093|XP_017083300.1|DEUG	LOC6632705|XP_002055843.1|DVIR
OG0000388	LOC108103610|XP_017064639.1|DEUG, LOC108103612|XP_017064642.1|DEUG, LOC108103614|XP_017064643.1|DEUG, LOC108103611|XP_017064640.1|DEUG, LOC108103593|XP_017064610.1|DEUG	LOC6622484|XP_002047952.1|DVIR, LOC6624196|XP_002047435.1|DVIR, LOC6623529|XP_032291310.1|DVIR
OG0000389	LOC108108329|XP_017071847.1|DEUG	LOC6623180|XP_015031013.1|DVIR
OG0000390	LOC108111808|XP_017076902.1|DEUG	LOC6627760|XP_002051133.2|DVIR
OG0000391	LOC108111939|XP_017077097.1|DEUG	LOC6626810|XP_002050927.1|DVIR
OG0000391	LOC108112028|XP_017077261.1|DEUG	LOC6626946|XP_032291914.1|DVIR
OG0000392	LOC108115551|XP_017082547.1|DEUG	LOC6628186|XP_002052920.1|DVIR
OG0000392	LOC108102690|XP_017063321.1|DEUG	LOC6628188|XP_002052921.1|DVIR
OG0000393	LOC108103058|XP_017063860.1|DEUG	LOC6628271|XP_032294358.1|DVIR
OG0000393	LOC108103060|XP_017063877.1|DEUG	LOC6628273|XP_015028603.2|DVIR
OG0000394	LOC108111867|XP_017076981.1|DEUG	LOC6633270|XP_002057151.2|DVIR
OG0000394	LOC108111866|XP_017076980.1|DEUG	LOC6633271|XP_002057152.1|DVIR
OG0000395	LOC108107949|XP_017071270.1|DEUG	LOC26531070|XP_015031685.1|DVIR
OG0000395	LOC108107535|XP_017070565.1|DEUG	LOC6624124|XP_002048329.3|DVIR
OG0000395	LOC108107537|XP_017070566.1|DEUG	LOC116650721|XP_032291074.1|DVIR
OG0000396	LOC108105647|XP_017067823.1|DEUG, LOC108118324|XP_017086431.1|DEUG, LOC108118321|XP_017086427.1|DEUG, LOC108118317|XP_017086422.1|DEUG, LOC108105642|XP_017067819.1|DEUG, LOC108105651|XP_017067828.1|DEUG, LOC108118318|XP_017086423.1|DEUG, LOC108118325|XP_017086432.1|DEUG, LOC108105644|XP_017067821.1|DEUG, LOC108106827|XP_017069553.1|DEUG, LOC108105716|XP_017067919.1|DEUG, LOC108106901|XP_017069638.1|DEUG, LOC108106890|XP_017069626.1|DEUG, LOC108106873|XP_017069608.1|DEUG	LOC6629146|XP_002052893.1|DVIR
OG0000398	LOC108112490|XP_017077848.1|DEUG	LOC6625599|XP_002050259.2|DVIR
OG0000399	LOC108115881|XP_017083010.1|DEUG	LOC6631075|XP_015027615.1|DVIR
OG0000399	LOC108112913|XP_017078783.1|DEUG	LOC6631076|XP_032295388.1|DVIR, LOC116651955|XP_032295392.1|DVIR
OG0000401	LOC108108059|XP_017071425.1|DEUG, LOC108103576|XP_017064589.1|DEUG	LOC6631915|XP_032296271.1|DVIR
OG0000402	LOC108109995|XP_017074320.1|DEUG	LOC6631433|XP_002055541.1|DVIR
OG0000403	LOC108111431|XP_017076386.1|DEUG	LOC6631267|XP_002053819.1|DVIR
OG0000403	LOC108109123|XP_017073008.1|DEUG	LOC6626077|XP_032292570.1|DVIR
OG0000404	LOC108111290|XP_017076167.1|DEUG	LOC6632793|XP_002056111.3|DVIR
OG0000405	LOC108110411|XP_017074969.1|DEUG	LOC6634524|XP_032296377.1|DVIR
OG0000405	LOC108110151|XP_017074565.1|DEUG	LOC6631219|XP_002053962.1|DVIR
OG0000406	LOC108114709|XP_017081297.1|DEUG	LOC6623096|XP_002046615.1|DVIR
OG0000406	LOC108106695|XP_017069416.1|DEUG	LOC6636490|XP_002059852.1|DVIR
OG0000407	LOC108108302|XP_017071805.1|DEUG	LOC6623995|XP_002046273.1|DVIR
OG0000407	LOC108108301|XP_017071800.1|DEUG	LOC6623973|XP_032290458.1|DVIR
OG0000408	LOC108116843|XP_017084388.1|DEUG	LOC6634016|XP_002057859.1|DVIR, LOC6634015|XP_032293425.1|DVIR, LOC26531741|XP_015025408.1|DVIR, LOC6634012|XP_002057855.2|DVIR
OG0000408	LOC108103409|XP_017064355.1|DEUG	LOC6628005|XP_002051411.1|DVIR
OG0000409	LOC108106268|XP_017068721.1|DEUG	LOC6626944|XP_002050082.1|DVIR
OG0000409	LOC108104527|XP_017066148.1|DEUG	LOC6625366|XP_002049062.1|DVIR
OG0000410	LOC108103046|XP_017063848.1|DEUG, LOC108103050|XP_017063853.1|DEUG, LOC108103052|XP_017063855.1|DEUG	LOC6628219|XP_002052705.3|DVIR
OG0000411	LOC108109506|XP_017073537.1|DEUG	LOC6629263|XP_032295172.1|DVIR
OG0000411	LOC108108035|XP_017071400.1|DEUG	LOC6634116|XP_002057884.1|DVIR
OG0000412	LOC108109278|XP_017073259.1|DEUG	LOC6626771|XP_002049835.1|DVIR
OG0000412	LOC108105995|XP_017068321.1|DEUG	LOC6624144|XP_002047876.1|DVIR
OG0000413	LOC108109449|XP_017073437.1|DEUG	LOC6633161|XP_002056610.1|DVIR
OG0000413	LOC108115231|XP_017082078.1|DEUG	LOC6632904|XP_032289862.1|DVIR
OG0000414	LOC108110366|XP_017074908.1|DEUG	LOC6626855|XP_002049226.1|DVIR
OG0000415	LOC108112835|XP_017078632.1|DEUG	LOC6625903|XP_032292853.1|DVIR
OG0000415	LOC108113128|XP_017079119.1|DEUG	LOC6625900|XP_002049712.1|DVIR
OG0000416	LOC108105493|XP_017067600.1|DEUG	LOC6634473|XP_002058244.1|DVIR
OG0000416	LOC108117223|XP_017085043.1|DEUG	LOC6631751|XP_002055030.1|DVIR
OG0000417	LOC108111323|XP_017076209.1|DEUG	LOC6631278|XP_002054062.1|DVIR
OG0000418	LOC108105512|XP_017067626.1|DEUG	LOC6633412|XP_002056811.2|DVIR
OG0000418	LOC108109933|XP_017074222.1|DEUG	LOC6635436|XP_002059072.2|DVIR
OG0000419	LOC108112632|XP_017078227.1|DEUG	LOC6625526|XP_032292265.1|DVIR
OG0000419	LOC108110013|XP_017074338.1|DEUG	LOC6634623|XP_032296400.1|DVIR
OG0000421	LOC108105839|XP_017068084.1|DEUG	LOC6628515|XP_032293742.1|DVIR
OG0000421	LOC108118333|XP_017086457.1|DEUG	LOC6635620|XP_002059139.1|DVIR
OG0000422	LOC108106062|XP_017068409.1|DEUG	LOC6630926|XP_002054315.2|DVIR
OG0000423	LOC108113016|XP_017078927.1|DEUG	LOC6624795|XP_002049346.2|DVIR
OG0000423	LOC108112982|XP_017078879.1|DEUG	LOC6624794|XP_002049345.1|DVIR
OG0000424	LOC108112083|XP_017077321.1|DEUG, LOC108109397|XP_017073384.1|DEUG	LOC6635364|XP_015024683.1|DVIR
OG0000424	LOC108111940|XP_017077099.1|DEUG	LOC6635365|XP_032293201.1|DVIR
OG0000425	LOC108109270|XP_017073248.1|DEUG	LOC6626769|XP_002049833.2|DVIR
OG0000426	LOC108112458|XP_017077799.1|DEUG, LOC108112459|XP_017077800.1|DEUG, LOC108106743|XP_017069469.1|DEUG	LOC6625537|XP_002050539.1|DVIR
OG0000428	LOC108113926|XP_017080122.1|DEUG, LOC108114649|XP_017081210.1|DEUG	LOC6624025|XP_002046296.1|DVIR
OG0000428	LOC108114647|XP_017081207.1|DEUG	LOC6624057|XP_002046295.2|DVIR
OG0000429	LOC108106502|XP_017069086.1|DEUG	LOC6625303|XP_032293281.1|DVIR
OG0000429	LOC108106227|XP_017068642.1|DEUG	LOC6625302|XP_032293301.1|DVIR
OG0000430	LOC108111310|XP_017076193.1|DEUG, LOC108111317|XP_017076200.1|DEUG	LOC116652119|XP_032295928.1|DVIR, LOC6629479|XP_002054074.1|DVIR, LOC6629482|XP_032295631.1|DVIR
OG0000430	LOC108105249|XP_017067213.1|DEUG	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR
OG0000433	LOC108117392|XP_017085285.1|DEUG	LOC6633599|XP_002056995.1|DVIR
OG0000433	LOC108107927|XP_017071239.1|DEUG	LOC6624694|XP_002047192.1|DVIR
OG0000434	LOC108115886|XP_017083018.1|DEUG	LOC6632297|XP_002055986.1|DVIR
OG0000435	LOC108103116|XP_017063971.1|DEUG	LOC6631572|XP_032296112.1|DVIR
OG0000437	LOC108110825|XP_017075550.1|DEUG	LOC6628087|XP_002051147.1|DVIR
OG0000437	LOC108111121|XP_017075962.1|DEUG	LOC6629200|XP_002052619.1|DVIR
OG0000438	LOC108108670|XP_017072264.1|DEUG, LOC108111380|XP_017076301.1|DEUG	LOC6633075|XP_002056147.1|DVIR
OG0000439	LOC108111051|XP_017075869.1|DEUG	LOC6633953|XP_002057840.2|DVIR
OG0000439	LOC108106028|XP_017068366.1|DEUG	LOC6622954|XP_032290936.1|DVIR
OG0000440	LOC108113210|XP_017079233.1|DEUG	LOC6626763|XP_002050917.1|DVIR
OG0000440	LOC108112004|XP_017077229.1|DEUG	LOC6625760|XP_002048726.2|DVIR
OG0000441	LOC108108863|XP_017072569.1|DEUG	LOC6624752|XP_032292151.1|DVIR
OG0000441	LOC108108955|XP_017072698.1|DEUG	LOC6624751|XP_032292299.1|DVIR
OG0000443	LOC108104721|XP_017066442.1|DEUG	LOC6624489|XP_002047100.1|DVIR
OG0000443	LOC108104626|XP_017066290.1|DEUG	LOC6624442|XP_002047101.1|DVIR
OG0000444	LOC108110953|XP_017075738.1|DEUG	LOC6629079|XP_002051602.1|DVIR
OG0000444	LOC108111156|XP_017076015.1|DEUG	LOC6629198|XP_002051600.1|DVIR
OG0000446	LOC108115194|XP_017082003.1|DEUG	LOC6632972|XP_032289825.1|DVIR
OG0000446	LOC108104823|XP_017066599.1|DEUG	LOC26530992|XP_015024379.2|DVIR
OG0000447	LOC108113831|XP_017080032.1|DEUG	LOC6622324|XP_002046392.1|DVIR
OG0000448	LOC108104217|XP_017065649.1|DEUG	LOC6632922|XP_002055925.1|DVIR
OG0000448	LOC108104215|XP_017065647.1|DEUG	LOC6627517|XP_002051626.1|DVIR
OG0000449	LOC108108513|XP_017072071.1|DEUG	LOC6623397|XP_002046815.1|DVIR
OG0000449	LOC108114836|XP_017081466.1|DEUG	LOC6633923|XP_002057615.2|DVIR
OG0000450	LOC108110117|XP_017074504.1|DEUG	LOC6631951|XP_032295430.1|DVIR
OG0000450	LOC108105377|XP_017067402.1|DEUG	LOC6631321|XP_015026456.1|DVIR
OG0000451	LOC108102453|XP_017062947.1|DEUG	LOC6634727|XP_002058326.1|DVIR
OG0000451	LOC108102455|XP_017062950.1|DEUG	LOC6634729|XP_002058328.1|DVIR
OG0000453	LOC108117008|XP_017084667.1|DEUG	LOC6629644|XP_002054849.2|DVIR
OG0000453	LOC108117009|XP_017084668.1|DEUG	LOC6629567|XP_002054850.1|DVIR
OG0000454	LOC108115263|XP_017082109.1|DEUG, LOC108113811|XP_017080012.1|DEUG	LOC6628227|XP_002051175.1|DVIR
OG0000455	LOC108112553|XP_017077983.1|DEUG	LOC6625184|XP_002050742.1|DVIR
OG0000456	LOC108102340|XP_017062665.1|DEUG	LOC6636214|XP_002059715.2|DVIR
OG0000456	LOC108105799|XP_017068020.1|DEUG	LOC6634129|XP_032289015.1|DVIR
OG0000457	LOC108111164|XP_017076025.1|DEUG	LOC6627633|XP_002051099.1|DVIR
OG0000457	LOC108113457|XP_017079526.1|DEUG	LOC6628705|XP_002051323.2|DVIR
OG0000458	LOC108104069|XP_017065429.1|DEUG	LOC6635764|XP_015024523.1|DVIR
OG0000460	LOC108111207|XP_017076097.1|DEUG	LOC6627660|XP_002051724.1|DVIR
OG0000462	LOC108117210|XP_017085015.1|DEUG	LOC26530806|XP_015027827.1|DVIR
OG0000462	LOC108117211|XP_017085016.1|DEUG	LOC26531733|XP_015027930.1|DVIR
OG0000463	LOC108108829|XP_017072515.1|DEUG	LOC6630610|XP_002054485.2|DVIR
OG0000463	LOC108117686|XP_017085702.1|DEUG, LOC108103994|XP_017065319.1|DEUG, LOC108108830|XP_017072516.1|DEUG	LOC6629547|XP_032292309.1|DVIR
OG0000464	LOC108104071|XP_017065439.1|DEUG	LOC6635763|XP_002059229.2|DVIR
OG0000464	LOC108104132|XP_017065523.1|DEUG	LOC6635762|XP_015024407.1|DVIR
OG0000464	LOC108110533|XP_017075104.1|DEUG, LOC108110521|XP_017075090.1|DEUG	LOC6628869|XP_002052335.2|DVIR
OG0000465	LOC108117465|XP_017085376.1|DEUG	LOC6630641|XP_032288927.1|DVIR
OG0000465	LOC108117506|XP_017085480.1|DEUG	LOC6630604|XP_002053023.1|DVIR
OG0000466	LOC108117044|XP_017084708.1|DEUG	LOC6635471|XP_015024613.1|DVIR
OG0000466	LOC108104194|XP_017065627.1|DEUG	LOC6635652|XP_002059120.1|DVIR
OG0000467	LOC108112641|XP_017078244.1|DEUG	LOC6636513|XP_032292686.1|DVIR
OG0000467	LOC108112906|XP_017078762.1|DEUG	LOC6636427|XP_032291673.1|DVIR
OG0000468	LOC108109366|XP_017073331.1|DEUG	LOC6629331|XP_002053872.1|DVIR
OG0000468	LOC108106543|XP_017069185.1|DEUG	LOC6635965|XP_002059330.1|DVIR
OG0000469	LOC108104076|XP_017065454.1|DEUG	LOC26531633|XP_032293899.1|DVIR
OG0000469	LOC108104055|XP_017065389.1|DEUG	LOC6628977|XP_002052729.2|DVIR
OG0000470	LOC108108694|XP_017072288.1|DEUG	LOC6624115|XP_002048640.1|DVIR
OG0000470	LOC108114403|XP_017080865.1|DEUG	LOC6623584|XP_032290408.1|DVIR
OG0000471	LOC108113949|XP_017080154.1|DEUG	LOC6636857|XP_002060287.1|DVIR
OG0000471	LOC108111235|XP_017076127.1|DEUG	LOC6627352|XP_002051963.2|DVIR
OG0000473	LOC108103189|XP_017064065.1|DEUG	LOC6632052|XP_002055249.1|DVIR
OG0000473	LOC108103648|XP_017064693.1|DEUG	LOC6633398|XP_002057208.2|DVIR
OG0000474	LOC108103488|XP_017064485.1|DEUG	LOC6631703|XP_002055351.1|DVIR
OG0000474	LOC108114006|XP_017080241.1|DEUG	LOC6624562|XP_002048563.2|DVIR
OG0000475	LOC108115695|XP_017082753.1|DEUG	LOC6629941|XP_002054369.2|DVIR
OG0000475	LOC108115661|XP_017082708.1|DEUG, LOC108109183|XP_017073107.1|DEUG	LOC26531120|XP_015030288.1|DVIR, LOC26531386|XP_032295277.1|DVIR
OG0000476	LOC108110184|XP_017074616.1|DEUG, LOC108110182|XP_017074600.1|DEUG	LOC6629949|XP_002053007.2|DVIR
OG0000476	LOC108109580|XP_017073649.1|DEUG	LOC6629950|XP_015027269.1|DVIR
OG0000477	LOC108109584|XP_017073650.1|DEUG	LOC6630953|XP_002053943.1|DVIR
OG0000477	LOC108109485|XP_017073503.1|DEUG	LOC6630954|XP_002053944.1|DVIR
OG0000478	LOC108118348|XP_017086479.1|DEUG	LOC6631782|XP_002055709.1|DVIR
OG0000478	LOC108113618|XP_017079768.1|DEUG	LOC6630997|XP_002053499.1|DVIR
OG0000479	LOC108109331|XP_017073290.1|DEUG	LOC6629776|XP_002052990.1|DVIR
OG0000480	LOC108110665|XP_017075271.1|DEUG	LOC6629122|XP_002052114.1|DVIR
OG0000480	LOC108110998|XP_017075796.1|DEUG	LOC6629120|XP_002052112.1|DVIR
OG0000482	LOC108111725|XP_017076767.1|DEUG	LOC6632349|XP_002056711.1|DVIR
OG0000482	LOC108117325|XP_017085185.1|DEUG	LOC6632502|XP_002056520.1|DVIR
OG0000483	LOC108116583|XP_017084013.1|DEUG	LOC6630656|XP_002053312.1|DVIR
OG0000483	LOC108116550|XP_017083977.1|DEUG	LOC6630657|XP_002053313.2|DVIR
OG0000484	LOC108117209|XP_017085014.1|DEUG	LOC6630348|XP_002054597.1|DVIR
OG0000484	LOC108117205|XP_017085009.1|DEUG	LOC6630349|XP_002054598.1|DVIR
OG0000485	LOC108108644|XP_017072234.1|DEUG	LOC6622212|XP_015030467.1|DVIR
OG0000485	LOC108108646|XP_017072237.1|DEUG	LOC6624170|XP_002048365.1|DVIR
OG0000486	LOC108109199|XP_017073124.1|DEUG	LOC116650930|XP_032292028.1|DVIR
OG0000487	LOC108106298|XP_017068756.1|DEUG	LOC26531076|XP_015030278.1|DVIR
OG0000487	LOC108106730|XP_017069456.1|DEUG	LOC26531897|XP_015030376.2|DVIR
OG0000488	LOC108110681|XP_017075298.1|DEUG, LOC108110683|XP_017075300.1|DEUG	LOC6628858|XP_002052077.2|DVIR, LOC6628833|XP_002052074.2|DVIR, LOC6628835|XP_015028350.2|DVIR, LOC6628834|XP_002052075.2|DVIR
OG0000489	LOC108109346|XP_017073294.1|DEUG	LOC6629365|XP_002054443.1|DVIR
OG0000489	LOC108111834|XP_017076928.1|DEUG	LOC6631808|XP_032295745.1|DVIR
OG0000490	LOC108118299|XP_017086400.1|DEUG	LOC6635583|XP_002058996.3|DVIR
OG0000490	LOC108117718|XP_017085762.1|DEUG	LOC6634698|XP_032296379.1|DVIR
OG0000491	LOC108106697|XP_017069418.1|DEUG, LOC108106225|XP_017068640.1|DEUG, LOC108106696|XP_017069417.1|DEUG	LOC6635812|XP_002059321.1|DVIR
OG0000492	LOC108104591|XP_017066243.1|DEUG	LOC6626120|XP_032292939.1|DVIR
OG0000492	LOC108105147|XP_017067071.1|DEUG	LOC6634260|XP_002057542.1|DVIR
OG0000493	LOC108116110|XP_017083321.1|DEUG	LOC6636766|XP_002060230.1|DVIR, LOC6625196|XP_002048749.1|DVIR
OG0000494	LOC108113763|XP_017079948.1|DEUG	LOC6630857|XP_015027275.1|DVIR
OG0000494	LOC108105826|XP_017068059.1|DEUG	LOC6628513|XP_002051499.1|DVIR
OG0000495	LOC108103670|XP_017064718.1|DEUG	LOC6633236|XP_032288949.1|DVIR
OG0000495	LOC108112202|XP_017077506.1|DEUG	LOC6635917|XP_002059286.1|DVIR
OG0000496	LOC108102495|XP_017063001.1|DEUG	LOC6634241|XP_002057792.1|DVIR
OG0000496	LOC108104024|XP_017065345.1|DEUG	LOC6628882|XP_002051662.1|DVIR
OG0000497	LOC108107146|XP_017070039.1|DEUG	LOC6635648|XP_002059194.2|DVIR
OG0000497	LOC108106968|XP_017069755.1|DEUG	LOC6635649|XP_002059195.2|DVIR
OG0000498	LOC108116567|XP_017083996.1|DEUG, LOC108109315|XP_017073289.1|DEUG	LOC6629340|XP_002053317.2|DVIR
OG0000498	LOC108116574|XP_017084004.1|DEUG	LOC6629342|XP_002053319.3|DVIR
OG0000499	LOC108112866|XP_017078681.1|DEUG	LOC6625342|XP_002050424.2|DVIR
OG0000499	LOC108105502|XP_017067615.1|DEUG	LOC6633407|XP_032288799.1|DVIR
OG0000500	LOC108108457|XP_017072000.1|DEUG	LOC6624707|XP_002048373.1|DVIR
OG0000500	LOC108108623|XP_017072211.1|DEUG	LOC6623877|XP_002048370.2|DVIR
OG0000501	LOC108113339|XP_017079390.1|DEUG	LOC6624804|XP_002049654.2|DVIR
OG0000502	LOC108109097|XP_017072969.1|DEUG	LOC6626559|XP_002049809.1|DVIR
OG0000503	LOC108112142|XP_017077379.1|DEUG, LOC108112141|XP_017077378.1|DEUG	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR
OG0000504	LOC108114636|XP_017081192.1|DEUG	LOC6622641|XP_002047019.1|DVIR
OG0000505	LOC108118153|XP_017086199.1|DEUG	LOC6635516|XP_015024619.1|DVIR
OG0000505	LOC108118155|XP_017086203.1|DEUG	LOC6635573|XP_002058928.1|DVIR
OG0000506	LOC108113704|XP_017079872.1|DEUG	LOC6632313|XP_002055790.1|DVIR
OG0000506	LOC108113760|XP_017079945.1|DEUG	LOC6633108|XP_002055791.2|DVIR
OG0000507	LOC108110139|XP_017074542.1|DEUG	LOC6634405|XP_032289263.1|DVIR
OG0000507	LOC108110140|XP_017074543.1|DEUG	LOC6634406|XP_002057927.1|DVIR
OG0000508	LOC108102768|XP_017063414.1|DEUG	LOC6622632|XP_032291372.1|DVIR
OG0000508	LOC108104706|XP_017066413.1|DEUG	LOC6624655|XP_032291375.1|DVIR
OG0000509	LOC108112856|XP_017078668.1|DEUG	LOC6624850|XP_032292418.1|DVIR
OG0000509	LOC108112730|XP_017078457.1|DEUG	LOC6627103|XP_032292417.1|DVIR
OG0000510	LOC108106460|XP_017069014.1|DEUG	LOC6626757|XP_002050708.1|DVIR
OG0000511	LOC108110365|XP_017074906.1|DEUG	LOC6627928|XP_002051994.1|DVIR
OG0000511	LOC108118436|XP_017086630.1|DEUG	LOC6627929|XP_002051995.1|DVIR
OG0000512	LOC108112316|XP_017077636.1|DEUG	LOC6627910|XP_002051760.1|DVIR
OG0000513	LOC108106395|XP_017068892.1|DEUG	LOC6626707|XP_002050469.1|DVIR
OG0000513	LOC108106964|XP_017069752.1|DEUG	LOC6628067|XP_002051536.1|DVIR
OG0000514	LOC108104101|XP_017065487.1|DEUG	LOC6635747|XP_002059218.3|DVIR
OG0000514	LOC108104084|XP_017065469.1|DEUG	LOC6635746|XP_032294678.1|DVIR
OG0000515	LOC108102383|XP_017062810.1|DEUG	LOC6636204|XP_002059694.1|DVIR
OG0000515	LOC108114405|XP_017080869.1|DEUG	LOC6622056|XP_032290853.1|DVIR
OG0000516	LOC108104336|XP_017065811.1|DEUG	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR
OG0000517	LOC108117344|XP_017085207.1|DEUG	LOC6622665|XP_002047694.1|DVIR
OG0000521	LOC108106060|XP_017068407.1|DEUG	LOC6631329|XP_032295927.1|DVIR
OG0000521	LOC108106032|XP_017068368.1|DEUG	LOC6631324|XP_032295977.1|DVIR
OG0000522	LOC108103026|XP_017063842.1|DEUG	LOC6636666|XP_002060144.1|DVIR
OG0000523	LOC108113770|XP_017079957.1|DEUG	LOC6629702|XP_002052960.1|DVIR
OG0000523	LOC108117687|XP_017085703.1|DEUG	LOC6631562|XP_002055439.1|DVIR
OG0000524	LOC108115701|XP_017082760.1|DEUG, LOC108113792|XP_017079990.1|DEUG, LOC108113779|XP_017079969.1|DEUG	LOC6629407|XP_002053064.1|DVIR
OG0000525	LOC108104605|XP_017066265.1|DEUG, LOC108104555|XP_017066186.1|DEUG	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR
OG0000526	LOC108114811|XP_017081421.1|DEUG	LOC6628331|XP_002051203.2|DVIR
OG0000526	LOC108109215|XP_017073149.1|DEUG	LOC6625070|XP_032293348.1|DVIR
OG0000527	LOC108110657|XP_017075258.1|DEUG	LOC6629171|XP_032294634.1|DVIR
OG0000527	LOC108111032|XP_017075848.1|DEUG	LOC6627405|XP_032294080.1|DVIR
OG0000528	LOC108110490|XP_017075057.1|DEUG	LOC6628001|XP_002051790.2|DVIR
OG0000529	LOC108110538|XP_017075108.1|DEUG	LOC6627522|XP_002051969.1|DVIR
OG0000529	LOC108102546|XP_017063095.1|DEUG	LOC6627962|XP_002051615.2|DVIR, LOC6628865|XP_002052084.1|DVIR
OG0000530	LOC108114155|XP_017080435.1|DEUG	LOC26531513|XP_015031752.2|DVIR
OG0000530	LOC108113616|XP_017079769.1|DEUG	LOC6624333|XP_002047446.1|DVIR
OG0000531	LOC108105668|XP_017067857.1|DEUG	LOC6627505|XP_002052788.1|DVIR
OG0000532	LOC108117098|XP_017084799.1|DEUG	LOC6631259|XP_002053247.1|DVIR
OG0000532	LOC108117086|XP_017084747.1|DEUG	LOC6631258|XP_002053246.2|DVIR
OG0000533	LOC108117714|XP_017085758.1|DEUG	LOC6631740|XP_032295653.1|DVIR
OG0000533	LOC108109477|XP_017073491.1|DEUG	LOC6633158|XP_002056607.1|DVIR
OG0000534	LOC108103808|XP_017064977.1|DEUG	LOC6633330|XP_032296545.1|DVIR
OG0000534	LOC108105823|XP_017068055.1|DEUG	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR
OG0000535	LOC108112462|XP_017077804.1|DEUG	LOC6625541|XP_002050543.2|DVIR
OG0000535	LOC108109288|XP_017073270.1|DEUG	LOC6627010|XP_015029414.1|DVIR
OG0000536	LOC108108090|XP_017071470.1|DEUG	LOC6623961|XP_032290753.1|DVIR
OG0000537	LOC108113355|XP_017079408.1|DEUG	LOC6624865|XP_002048884.1|DVIR
